"Confirmed fragments if intensity is above 1000 and number of scans is greater than or equal to 1","Plasmenyl-PE","[M+H]+","MH-PC","head","RT_min","RT_max","Comment","RT at Max Intensity","Plasmenyl-PE","[M+H]+","MH-PC","head","RT_min","RT_max","Comment","Number of Scans","Plasmenyl-PE","[M+H]+","MH-PC","head","RT_min","RT_max","Comment","Max Intensity","Plasmenyl-PE","[M+H]+","MH-PC","head","RT_min","RT_max","Comment","Average m/z","Plasmenyl-PE","[M+H]+","MH-PC","head","RT_min","RT_max","Comment","Theoretical, Library Parent Hits","Plasmenyl-PE","[M+H]+","MH-PC","head","RT_min","RT_max","Comment"
"","Plasmenyl-PE(42:2)+H",0,0,0,"11.1325893939394","11.4325893939394","2410","","Plasmenyl-PE(42:2)+H",0,0,0,"11.1325893939394","11.4325893939394","2410","","Plasmenyl-PE(42:2)+H",0,0,0,"11.1325893939394","11.4325893939394","2410","","Plasmenyl-PE(42:2)+H",0,0,0,"11.1325893939394","11.4325893939394","2410","","Plasmenyl-PE(42:2)+H",0,0,0,"11.1325893939394","11.4325893939394","2410","","Plasmenyl-PE(42:2)+H","812.65286","713.6806876","142.02639","11.1325893939394","11.4325893939394","2410"
"","Plasmenyl-PE(42:3)+H",1,0,0,"8.2895125","8.5895125","2354","","Plasmenyl-PE(42:3)+H",8.56509,0,0,"8.2895125","8.5895125","2354","","Plasmenyl-PE(42:3)+H",1,0,0,"8.2895125","8.5895125","2354","","Plasmenyl-PE(42:3)+H",19844.93,0,0,"8.2895125","8.5895125","2354","","Plasmenyl-PE(42:3)+H",810.6361,0,0,"8.2895125","8.5895125","2354","","Plasmenyl-PE(42:3)+H","810.63716","711.6649876","142.02639","8.2895125","8.5895125","2354"
"","Plasmenyl-PE(42:3)+H",1,0,0,"8.09693125","8.39693125","9528","","Plasmenyl-PE(42:3)+H",8.25991,0,0,"8.09693125","8.39693125","9528","","Plasmenyl-PE(42:3)+H",1,0,0,"8.09693125","8.39693125","9528","","Plasmenyl-PE(42:3)+H",13074.07,0,0,"8.09693125","8.39693125","9528","","Plasmenyl-PE(42:3)+H",810.6372,0,0,"8.09693125","8.39693125","9528","","Plasmenyl-PE(42:3)+H","810.63716","711.6649876","142.02639","8.09693125","8.39693125","9528"
"","Plasmenyl-PE(42:4)+H",0,0,0,"7.88973472222222","8.18973472222222","2655","","Plasmenyl-PE(42:4)+H",0,0,0,"7.88973472222222","8.18973472222222","2655","","Plasmenyl-PE(42:4)+H",0,0,0,"7.88973472222222","8.18973472222222","2655","","Plasmenyl-PE(42:4)+H",0,0,0,"7.88973472222222","8.18973472222222","2655","","Plasmenyl-PE(42:4)+H",0,0,0,"7.88973472222222","8.18973472222222","2655","","Plasmenyl-PE(42:4)+H","808.62146","709.6492876","142.02639","7.88973472222222","8.18973472222222","2655"
"","Plasmenyl-PE(42:4)+H",0,0,0,"8.11170833333333","8.41170833333333","3544","","Plasmenyl-PE(42:4)+H",0,0,0,"8.11170833333333","8.41170833333333","3544","","Plasmenyl-PE(42:4)+H",0,0,0,"8.11170833333333","8.41170833333333","3544","","Plasmenyl-PE(42:4)+H",0,0,0,"8.11170833333333","8.41170833333333","3544","","Plasmenyl-PE(42:4)+H",0,0,0,"8.11170833333333","8.41170833333333","3544","","Plasmenyl-PE(42:4)+H","808.62146","709.6492876","142.02639","8.11170833333333","8.41170833333333","3544"
"","Plasmenyl-PE(42:4)+H",0,0,0,"7.27207083333333","7.57207083333333","3903","","Plasmenyl-PE(42:4)+H",0,0,0,"7.27207083333333","7.57207083333333","3903","","Plasmenyl-PE(42:4)+H",0,0,0,"7.27207083333333","7.57207083333333","3903","","Plasmenyl-PE(42:4)+H",0,0,0,"7.27207083333333","7.57207083333333","3903","","Plasmenyl-PE(42:4)+H",0,0,0,"7.27207083333333","7.57207083333333","3903","","Plasmenyl-PE(42:4)+H","808.62146","709.6492876","142.02639","7.27207083333333","7.57207083333333","3903"
"","Plasmenyl-PE(42:4)+H",0,0,0,"10.1508633333333","10.4508633333333","4129","","Plasmenyl-PE(42:4)+H",0,0,0,"10.1508633333333","10.4508633333333","4129","","Plasmenyl-PE(42:4)+H",0,0,0,"10.1508633333333","10.4508633333333","4129","","Plasmenyl-PE(42:4)+H",0,0,0,"10.1508633333333","10.4508633333333","4129","","Plasmenyl-PE(42:4)+H",0,0,0,"10.1508633333333","10.4508633333333","4129","","Plasmenyl-PE(42:4)+H","808.62146","709.6492876","142.02639","10.1508633333333","10.4508633333333","4129"
"","Plasmenyl-PE(42:4)+H",1,0,0,"7.47061527777778","7.77061527777778","11331","","Plasmenyl-PE(42:4)+H",7.673939,0,0,"7.47061527777778","7.77061527777778","11331","","Plasmenyl-PE(42:4)+H",1,0,0,"7.47061527777778","7.77061527777778","11331","","Plasmenyl-PE(42:4)+H",35977.86,0,0,"7.47061527777778","7.77061527777778","11331","","Plasmenyl-PE(42:4)+H",808.6186,0,0,"7.47061527777778","7.77061527777778","11331","","Plasmenyl-PE(42:4)+H","808.62146","709.6492876","142.02639","7.47061527777778","7.77061527777778","11331"
"","Plasmenyl-PE(42:4)+H",0,0,0,"9.43954696969697","9.73954696969697","14995","","Plasmenyl-PE(42:4)+H",0,0,0,"9.43954696969697","9.73954696969697","14995","","Plasmenyl-PE(42:4)+H",0,0,0,"9.43954696969697","9.73954696969697","14995","","Plasmenyl-PE(42:4)+H",0,0,0,"9.43954696969697","9.73954696969697","14995","","Plasmenyl-PE(42:4)+H",0,0,0,"9.43954696969697","9.73954696969697","14995","","Plasmenyl-PE(42:4)+H","808.62146","709.6492876","142.02639","9.43954696969697","9.73954696969697","14995"
"","Plasmenyl-PE(42:5)+H",0,0,0,"7.10855","7.40855","1461","","Plasmenyl-PE(42:5)+H",0,0,0,"7.10855","7.40855","1461","","Plasmenyl-PE(42:5)+H",0,0,0,"7.10855","7.40855","1461","","Plasmenyl-PE(42:5)+H",0,0,0,"7.10855","7.40855","1461","","Plasmenyl-PE(42:5)+H",0,0,0,"7.10855","7.40855","1461","","Plasmenyl-PE(42:5)+H","806.60586","707.6336876","142.02639","7.10855","7.40855","1461"
"","Plasmenyl-PE(42:5)+H",0,0,0,"9.1481125","9.4481125","3713","","Plasmenyl-PE(42:5)+H",0,0,0,"9.1481125","9.4481125","3713","","Plasmenyl-PE(42:5)+H",0,0,0,"9.1481125","9.4481125","3713","","Plasmenyl-PE(42:5)+H",0,0,0,"9.1481125","9.4481125","3713","","Plasmenyl-PE(42:5)+H",0,0,0,"9.1481125","9.4481125","3713","","Plasmenyl-PE(42:5)+H","806.60586","707.6336876","142.02639","9.1481125","9.4481125","3713"
"","Plasmenyl-PE(42:5)+H",0,0,0,"8.51436111111111","8.81436111111111","6156","","Plasmenyl-PE(42:5)+H",0,0,0,"8.51436111111111","8.81436111111111","6156","","Plasmenyl-PE(42:5)+H",0,0,0,"8.51436111111111","8.81436111111111","6156","","Plasmenyl-PE(42:5)+H",0,0,0,"8.51436111111111","8.81436111111111","6156","","Plasmenyl-PE(42:5)+H",0,0,0,"8.51436111111111","8.81436111111111","6156","","Plasmenyl-PE(42:5)+H","806.60586","707.6336876","142.02639","8.51436111111111","8.81436111111111","6156"
"","Plasmenyl-PE(42:5)+H",0,0,0,"6.91240277777778","7.21240277777778","14299","","Plasmenyl-PE(42:5)+H",0,0,0,"6.91240277777778","7.21240277777778","14299","","Plasmenyl-PE(42:5)+H",0,0,0,"6.91240277777778","7.21240277777778","14299","","Plasmenyl-PE(42:5)+H",0,0,0,"6.91240277777778","7.21240277777778","14299","","Plasmenyl-PE(42:5)+H",0,0,0,"6.91240277777778","7.21240277777778","14299","","Plasmenyl-PE(42:5)+H","806.60586","707.6336876","142.02639","6.91240277777778","7.21240277777778","14299"
"","Plasmenyl-PE(42:6)+H",0,0,0,"6.71417222222222","7.01417222222222","2280","","Plasmenyl-PE(42:6)+H",0,0,0,"6.71417222222222","7.01417222222222","2280","","Plasmenyl-PE(42:6)+H",0,0,0,"6.71417222222222","7.01417222222222","2280","","Plasmenyl-PE(42:6)+H",0,0,0,"6.71417222222222","7.01417222222222","2280","","Plasmenyl-PE(42:6)+H",0,0,0,"6.71417222222222","7.01417222222222","2280","","Plasmenyl-PE(42:6)+H","804.59016","705.6179876","142.02639","6.71417222222222","7.01417222222222","2280"
"","Plasmenyl-PE(42:6)+H",0,0,0,"6.90980694444444","7.20980694444444","2531","","Plasmenyl-PE(42:6)+H",0,0,0,"6.90980694444444","7.20980694444444","2531","","Plasmenyl-PE(42:6)+H",0,0,0,"6.90980694444444","7.20980694444444","2531","","Plasmenyl-PE(42:6)+H",0,0,0,"6.90980694444444","7.20980694444444","2531","","Plasmenyl-PE(42:6)+H",0,0,0,"6.90980694444444","7.20980694444444","2531","","Plasmenyl-PE(42:6)+H","804.59016","705.6179876","142.02639","6.90980694444444","7.20980694444444","2531"
"","Plasmenyl-PE(42:6)+H",0,0,0,"8.87981805555556","9.17981805555556","3570","","Plasmenyl-PE(42:6)+H",0,0,0,"8.87981805555556","9.17981805555556","3570","","Plasmenyl-PE(42:6)+H",0,0,0,"8.87981805555556","9.17981805555556","3570","","Plasmenyl-PE(42:6)+H",0,0,0,"8.87981805555556","9.17981805555556","3570","","Plasmenyl-PE(42:6)+H",0,0,0,"8.87981805555556","9.17981805555556","3570","","Plasmenyl-PE(42:6)+H","804.59016","705.6179876","142.02639","8.87981805555556","9.17981805555556","3570"
"","Plasmenyl-PE(42:6)+H",0,0,0,"8.26337","8.56337","11965","","Plasmenyl-PE(42:6)+H",0,0,0,"8.26337","8.56337","11965","","Plasmenyl-PE(42:6)+H",0,0,0,"8.26337","8.56337","11965","","Plasmenyl-PE(42:6)+H",0,0,0,"8.26337","8.56337","11965","","Plasmenyl-PE(42:6)+H",0,0,0,"8.26337","8.56337","11965","","Plasmenyl-PE(42:6)+H","804.59016","705.6179876","142.02639","8.26337","8.56337","11965"
"","Plasmenyl-PE(42:6)+H",0,0,0,"7.77895","8.07895","17188","","Plasmenyl-PE(42:6)+H",0,0,0,"7.77895","8.07895","17188","","Plasmenyl-PE(42:6)+H",0,0,0,"7.77895","8.07895","17188","","Plasmenyl-PE(42:6)+H",0,0,0,"7.77895","8.07895","17188","","Plasmenyl-PE(42:6)+H",0,0,0,"7.77895","8.07895","17188","","Plasmenyl-PE(42:6)+H","804.59016","705.6179876","142.02639","7.77895","8.07895","17188"
"","Plasmenyl-PE(42:7)+H",0,0,0,"6.82330972222222","7.12330972222222","5652","","Plasmenyl-PE(42:7)+H",0,0,0,"6.82330972222222","7.12330972222222","5652","","Plasmenyl-PE(42:7)+H",0,0,0,"6.82330972222222","7.12330972222222","5652","","Plasmenyl-PE(42:7)+H",0,0,0,"6.82330972222222","7.12330972222222","5652","","Plasmenyl-PE(42:7)+H",0,0,0,"6.82330972222222","7.12330972222222","5652","","Plasmenyl-PE(42:7)+H","802.57456","703.6023876","142.02639","6.82330972222222","7.12330972222222","5652"
"","Plasmenyl-PE(43:0)+H",0,0,0,"10.4422966666667","10.7422966666667","14591","","Plasmenyl-PE(43:0)+H",0,0,0,"10.4422966666667","10.7422966666667","14591","","Plasmenyl-PE(43:0)+H",0,0,0,"10.4422966666667","10.7422966666667","14591","","Plasmenyl-PE(43:0)+H",0,0,0,"10.4422966666667","10.7422966666667","14591","","Plasmenyl-PE(43:0)+H",0,0,0,"10.4422966666667","10.7422966666667","14591","","Plasmenyl-PE(43:0)+H","830.69976","731.7275876","142.02639","10.4422966666667","10.7422966666667","14591"
"","Plasmenyl-PE(43:1)+H",1,0,0,"10.24105","10.54105","1867","","Plasmenyl-PE(43:1)+H",10.43641,0,0,"10.24105","10.54105","1867","","Plasmenyl-PE(43:1)+H",1,0,0,"10.24105","10.54105","1867","","Plasmenyl-PE(43:1)+H",56058.73,0,0,"10.24105","10.54105","1867","","Plasmenyl-PE(43:1)+H",828.6855,0,0,"10.24105","10.54105","1867","","Plasmenyl-PE(43:1)+H","828.68416","729.7119876","142.02639","10.24105","10.54105","1867"
"","Plasmenyl-PE(43:1)+H",0,0,0,"9.21344166666667","9.51344166666667","9453","","Plasmenyl-PE(43:1)+H",0,0,0,"9.21344166666667","9.51344166666667","9453","","Plasmenyl-PE(43:1)+H",0,0,0,"9.21344166666667","9.51344166666667","9453","","Plasmenyl-PE(43:1)+H",0,0,0,"9.21344166666667","9.51344166666667","9453","","Plasmenyl-PE(43:1)+H",0,0,0,"9.21344166666667","9.51344166666667","9453","","Plasmenyl-PE(43:1)+H","828.68416","729.7119876","142.02639","9.21344166666667","9.51344166666667","9453"
"","Plasmenyl-PE(43:1)+H",0,0,0,"10.6849651515152","10.9849651515152","14812","","Plasmenyl-PE(43:1)+H",0,0,0,"10.6849651515152","10.9849651515152","14812","","Plasmenyl-PE(43:1)+H",0,0,0,"10.6849651515152","10.9849651515152","14812","","Plasmenyl-PE(43:1)+H",0,0,0,"10.6849651515152","10.9849651515152","14812","","Plasmenyl-PE(43:1)+H",0,0,0,"10.6849651515152","10.9849651515152","14812","","Plasmenyl-PE(43:1)+H","828.68416","729.7119876","142.02639","10.6849651515152","10.9849651515152","14812"
"","Plasmenyl-PE(44:1)+H",0,0,0,"10.9014777777778","11.2014777777778","19165","","Plasmenyl-PE(44:1)+H",0,0,0,"10.9014777777778","11.2014777777778","19165","","Plasmenyl-PE(44:1)+H",0,0,0,"10.9014777777778","11.2014777777778","19165","","Plasmenyl-PE(44:1)+H",0,0,0,"10.9014777777778","11.2014777777778","19165","","Plasmenyl-PE(44:1)+H",0,0,0,"10.9014777777778","11.2014777777778","19165","","Plasmenyl-PE(44:1)+H","842.69976","743.7275876","142.02639","10.9014777777778","11.2014777777778","19165"
"","Plasmenyl-PE(45:1)+H",0,0,0,"10.8621638888889","11.1621638888889","2132","","Plasmenyl-PE(45:1)+H",0,0,0,"10.8621638888889","11.1621638888889","2132","","Plasmenyl-PE(45:1)+H",0,0,0,"10.8621638888889","11.1621638888889","2132","","Plasmenyl-PE(45:1)+H",0,0,0,"10.8621638888889","11.1621638888889","2132","","Plasmenyl-PE(45:1)+H",0,0,0,"10.8621638888889","11.1621638888889","2132","","Plasmenyl-PE(45:1)+H","856.71546","757.7432876","142.02639","10.8621638888889","11.1621638888889","2132"
