"Confirmed fragments if intensity is above 1000 and number of scans is greater than or equal to 1","Plasmanyl-PC","[M+H]+","MH-PC","PC_Head","RT_min","RT_max","Comment","RT at Max Intensity","Plasmanyl-PC","[M+H]+","MH-PC","PC_Head","RT_min","RT_max","Comment","Number of Scans","Plasmanyl-PC","[M+H]+","MH-PC","PC_Head","RT_min","RT_max","Comment","Max Intensity","Plasmanyl-PC","[M+H]+","MH-PC","PC_Head","RT_min","RT_max","Comment","Average m/z","Plasmanyl-PC","[M+H]+","MH-PC","PC_Head","RT_min","RT_max","Comment","Theoretical, Library Parent Hits","Plasmanyl-PC","[M+H]+","MH-PC","PC_Head","RT_min","RT_max","Comment"
"","Plasmanyl-PC(46:6)+H",0,0,0,"10.3161861111111","10.6161861111111","2347","","Plasmanyl-PC(46:6)+H",0,0,0,"10.3161861111111","10.6161861111111","2347","","Plasmanyl-PC(46:6)+H",0,0,0,"10.3161861111111","10.6161861111111","2347","","Plasmanyl-PC(46:6)+H",0,0,0,"10.3161861111111","10.6161861111111","2347","","Plasmanyl-PC(46:6)+H",0,0,0,"10.3161861111111","10.6161861111111","2347","","Plasmanyl-PC(46:6)+H","904.7153576","721.6493176","184.07332","10.3161861111111","10.6161861111111","2347"
"","Plasmanyl-PC(46:6)+H",1,0,1,"9.955225","10.255225","12793","","Plasmanyl-PC(46:6)+H",10.11843,0,10.11843,"9.955225","10.255225","12793","","Plasmanyl-PC(46:6)+H",1,0,1,"9.955225","10.255225","12793","","Plasmanyl-PC(46:6)+H",160968.7,0,1064288,"9.955225","10.255225","12793","","Plasmanyl-PC(46:6)+H",904.7162,0,184.0735,"9.955225","10.255225","12793","","Plasmanyl-PC(46:6)+H","904.7153576","721.6493176","184.07332","9.955225","10.255225","12793"
"","Plasmanyl-PC(46:7)+H",0,0,0,"9.67100555555556","9.97100555555556","1158","","Plasmanyl-PC(46:7)+H",0,0,0,"9.67100555555556","9.97100555555556","1158","","Plasmanyl-PC(46:7)+H",0,0,0,"9.67100555555556","9.97100555555556","1158","","Plasmanyl-PC(46:7)+H",0,0,0,"9.67100555555556","9.97100555555556","1158","","Plasmanyl-PC(46:7)+H",0,0,0,"9.67100555555556","9.97100555555556","1158","","Plasmanyl-PC(46:7)+H","902.6997576","719.6337176","184.07332","9.67100555555556","9.97100555555556","1158"
"","Plasmanyl-PC(46:7)+H",0,0,0,"9.1481125","9.4481125","2032","","Plasmanyl-PC(46:7)+H",0,0,0,"9.1481125","9.4481125","2032","","Plasmanyl-PC(46:7)+H",0,0,0,"9.1481125","9.4481125","2032","","Plasmanyl-PC(46:7)+H",0,0,0,"9.1481125","9.4481125","2032","","Plasmanyl-PC(46:7)+H",0,0,0,"9.1481125","9.4481125","2032","","Plasmanyl-PC(46:7)+H","902.6997576","719.6337176","184.07332","9.1481125","9.4481125","2032"
"","Plasmanyl-PC(46:7)+H",0,0,0,"8.04892361111111","8.34892361111111","5920","","Plasmanyl-PC(46:7)+H",0,0,0,"8.04892361111111","8.34892361111111","5920","","Plasmanyl-PC(46:7)+H",0,0,0,"8.04892361111111","8.34892361111111","5920","","Plasmanyl-PC(46:7)+H",0,0,0,"8.04892361111111","8.34892361111111","5920","","Plasmanyl-PC(46:7)+H",0,0,0,"8.04892361111111","8.34892361111111","5920","","Plasmanyl-PC(46:7)+H","902.6997576","719.6337176","184.07332","8.04892361111111","8.34892361111111","5920"
"","Plasmanyl-PC(46:7)+H",0,0,0,"9.51503333333334","9.81503333333334","15161","","Plasmanyl-PC(46:7)+H",0,0,0,"9.51503333333334","9.81503333333334","15161","","Plasmanyl-PC(46:7)+H",0,0,0,"9.51503333333334","9.81503333333334","15161","","Plasmanyl-PC(46:7)+H",0,0,0,"9.51503333333334","9.81503333333334","15161","","Plasmanyl-PC(46:7)+H",0,0,0,"9.51503333333334","9.81503333333334","15161","","Plasmanyl-PC(46:7)+H","902.6997576","719.6337176","184.07332","9.51503333333334","9.81503333333334","15161"
"","Plasmanyl-PC(46:7)+H",0,0,0,"10.4359305555556","10.7359305555556","18544","","Plasmanyl-PC(46:7)+H",0,0,0,"10.4359305555556","10.7359305555556","18544","","Plasmanyl-PC(46:7)+H",0,0,0,"10.4359305555556","10.7359305555556","18544","","Plasmanyl-PC(46:7)+H",0,0,0,"10.4359305555556","10.7359305555556","18544","","Plasmanyl-PC(46:7)+H",0,0,0,"10.4359305555556","10.7359305555556","18544","","Plasmanyl-PC(46:7)+H","902.6997576","719.6337176","184.07332","10.4359305555556","10.7359305555556","18544"
"","Plasmanyl-PC(46:8)+H",0,0,0,"8.84209444444445","9.14209444444445","1467","","Plasmanyl-PC(46:8)+H",0,0,0,"8.84209444444445","9.14209444444445","1467","","Plasmanyl-PC(46:8)+H",0,0,0,"8.84209444444445","9.14209444444445","1467","","Plasmanyl-PC(46:8)+H",0,0,0,"8.84209444444445","9.14209444444445","1467","","Plasmanyl-PC(46:8)+H",0,0,0,"8.84209444444445","9.14209444444445","1467","","Plasmanyl-PC(46:8)+H","900.6841576","717.6181176","184.07332","8.84209444444445","9.14209444444445","1467"
"","Plasmanyl-PC(46:8)+H",1,1,1,"9.9672833333333","10.2672833333333","1477","","Plasmanyl-PC(46:8)+H",10.14308,10.14308,10.14308,"9.9672833333333","10.2672833333333","1477","","Plasmanyl-PC(46:8)+H",1,1,1,"9.9672833333333","10.2672833333333","1477","","Plasmanyl-PC(46:8)+H",243576.2,72777.86,1418.863,"9.9672833333333","10.2672833333333","1477","","Plasmanyl-PC(46:8)+H",900.6824,717.6164,184.0736,"9.9672833333333","10.2672833333333","1477","","Plasmanyl-PC(46:8)+H","900.6841576","717.6181176","184.07332","9.9672833333333","10.2672833333333","1477"
"","Plasmanyl-PC(46:8)+H",0,0,0,"9.52867777777778","9.82867777777778","2664","","Plasmanyl-PC(46:8)+H",0,0,0,"9.52867777777778","9.82867777777778","2664","","Plasmanyl-PC(46:8)+H",0,0,0,"9.52867777777778","9.82867777777778","2664","","Plasmanyl-PC(46:8)+H",0,0,0,"9.52867777777778","9.82867777777778","2664","","Plasmanyl-PC(46:8)+H",0,0,0,"9.52867777777778","9.82867777777778","2664","","Plasmanyl-PC(46:8)+H","900.6841576","717.6181176","184.07332","9.52867777777778","9.82867777777778","2664"
"","Plasmanyl-PC(46:8)+H",0,0,0,"8.48492638888889","8.78492638888889","2791","","Plasmanyl-PC(46:8)+H",0,0,0,"8.48492638888889","8.78492638888889","2791","","Plasmanyl-PC(46:8)+H",0,0,0,"8.48492638888889","8.78492638888889","2791","","Plasmanyl-PC(46:8)+H",0,0,0,"8.48492638888889","8.78492638888889","2791","","Plasmanyl-PC(46:8)+H",0,0,0,"8.48492638888889","8.78492638888889","2791","","Plasmanyl-PC(46:8)+H","900.6841576","717.6181176","184.07332","8.48492638888889","8.78492638888889","2791"
"","Plasmanyl-PC(46:8)+H",0,0,0,"9.37872727272727","9.67872727272727","8738","","Plasmanyl-PC(46:8)+H",0,0,0,"9.37872727272727","9.67872727272727","8738","","Plasmanyl-PC(46:8)+H",0,0,0,"9.37872727272727","9.67872727272727","8738","","Plasmanyl-PC(46:8)+H",0,0,0,"9.37872727272727","9.67872727272727","8738","","Plasmanyl-PC(46:8)+H",0,0,0,"9.37872727272727","9.67872727272727","8738","","Plasmanyl-PC(46:8)+H","900.6841576","717.6181176","184.07332","9.37872727272727","9.67872727272727","8738"
"","Plasmanyl-PC(46:8)+H",0,0,0,"8.3025375","8.6025375","14485","","Plasmanyl-PC(46:8)+H",0,0,0,"8.3025375","8.6025375","14485","","Plasmanyl-PC(46:8)+H",0,0,0,"8.3025375","8.6025375","14485","","Plasmanyl-PC(46:8)+H",0,0,0,"8.3025375","8.6025375","14485","","Plasmanyl-PC(46:8)+H",0,0,0,"8.3025375","8.6025375","14485","","Plasmanyl-PC(46:8)+H","900.6841576","717.6181176","184.07332","8.3025375","8.6025375","14485"
