HexCer-NS,[M+H]+,[M-C6H10O5+H]+,[M-Hex-H2O+H]+,[M-Hex-2H2O+H]+,[Sph-H2O+H]+,[Sph-2H2O+H]+,[FAA+H]+,[Sph-CH4O2+H]+
HexCer-NS(d29:2/25:1)+H,976.8544,814.8016,796.791,778.7805,434.4356,416.4251,380.3887,404.4251
HexCer-NS(d29:2/26:0)+H,992.8857,830.8329,812.8223,794.8118,434.4356,416.4251,396.42,404.4251
HexCer-NS(d29:2/26:1)+H,990.8701,828.8173,810.8067,792.7961,434.4356,416.4251,394.4044,404.4251
HexCer-NS(d29:2/26:2)+H,988.8544,826.8016,808.791,790.7805,434.4356,416.4251,392.3887,404.4251
HexCer-NS(d29:2/27:0)+H,1006.901,844.8486,826.838,808.8274,434.4356,416.4251,410.4356,404.4251
HexCer-NS(d29:2/27:1)+H,1004.886,842.8329,824.8223,806.8118,434.4356,416.4251,408.42,404.4251
HexCer-NS(d29:2/28:0)+H,1020.917,858.8642,840.8536,822.8431,434.4356,416.4251,424.4513,404.4251
HexCer-NS(d29:2/28:1)+H,1018.901,856.8486,838.838,820.8274,434.4356,416.4251,422.4356,404.4251
HexCer-NS(d29:2/28:2)+H,1016.886,854.8329,836.8223,818.8118,434.4356,416.4251,420.42,404.4251
HexCer-NS(d29:2/29:0)+H,1034.933,872.8799,854.8693,836.8587,434.4356,416.4251,438.4669,404.4251
HexCer-NS(d29:2/29:1)+H,1032.917,870.8642,852.8536,834.8431,434.4356,416.4251,436.4513,404.4251
HexCer-NS(d29:2/30:0)+H,1048.948,886.8955,868.8849,850.8744,434.4356,416.4251,452.4826,404.4251
HexCer-NS(d29:2/30:1)+H,1046.933,884.8799,866.8693,848.8587,434.4356,416.4251,450.4669,404.4251
HexCer-NS(d29:2/30:2)+H,1044.917,882.8642,864.8536,846.8431,434.4356,416.4251,448.4513,404.4251
HexCer-NS(d29:2/31:0)+H,1062.964,900.9111,882.9006,864.89,434.4356,416.4251,466.4983,404.4251
HexCer-NS(d29:2/31:1)+H,1060.948,898.8955,880.8849,862.8744,434.4356,416.4251,464.4826,404.4251
HexCer-NS(d29:2/32:0)+H,1076.98,914.9268,896.9163,878.9056,434.4356,416.4251,480.5139,404.4251
HexCer-NS(d29:2/32:1)+H,1074.964,912.9111,894.9006,876.89,434.4356,416.4251,478.4983,404.4251
HexCer-NS(d29:2/32:2)+H,1072.948,910.8955,892.8849,874.8744,434.4356,416.4251,476.4826,404.4251
HexCer-NS(d29:2/33:0)+H,1090.995,928.9424,910.9319,892.9213,434.4356,416.4251,494.5295,404.4251
HexCer-NS(d29:2/33:1)+H,1088.98,926.9268,908.9163,890.9056,434.4356,416.4251,492.5139,404.4251
HexCer-NS(d29:2/34:0)+H,1105.011,942.9581,924.9475,906.937,434.4356,416.4251,508.5452,404.4251
HexCer-NS(d29:2/34:1)+H,1102.995,940.9424,922.9319,904.9213,434.4356,416.4251,506.5295,404.4251
HexCer-NS(d29:2/34:2)+H,1100.98,938.9268,920.9163,902.9056,434.4356,416.4251,504.5139,404.4251
HexCer-NS(d29:2/35:0)+H,1119.027,956.9738,938.9632,920.9526,434.4356,416.4251,522.5609,404.4251
HexCer-NS(d29:2/35:1)+H,1117.011,954.9581,936.9475,918.937,434.4356,416.4251,520.5452,404.4251
HexCer-NS(d29:2/36:0)+H,1133.042,970.9894,952.9788,934.9683,434.4356,416.4251,536.5765,404.4251
HexCer-NS(d29:2/36:1)+H,1131.027,968.9738,950.9632,932.9526,434.4356,416.4251,534.5609,404.4251
HexCer-NS(d29:2/36:2)+H,1129.011,966.9581,948.9475,930.937,434.4356,416.4251,532.5452,404.4251
HexCer-NS(d29:2/38:0)+H,1161.073,999.0207,981.0101,962.9996,434.4356,416.4251,564.6078,404.4251
HexCer-NS(d29:2/38:1)+H,1159.058,997.0051,978.9945,960.9839,434.4356,416.4251,562.5922,404.4251
HexCer-NS(d29:2/38:2)+H,1157.042,994.9894,976.9788,958.9683,434.4356,416.4251,560.5765,404.4251
HexCer-NS(d29:2/40:0)+H,1189.105,1027.052,1009.041,991.0309,434.4356,416.4251,592.6391,404.4251
HexCer-NS(d29:2/40:1)+H,1187.089,1025.036,1007.026,989.0152,434.4356,416.4251,590.6235,404.4251
HexCer-NS(d29:2/40:2)+H,1185.073,1023.021,1005.01,986.9996,434.4356,416.4251,588.6078,404.4251
HexCer-NS(d29:2/42:0)+H,1217.136,1055.083,1037.073,1019.062,434.4356,416.4251,620.6704,404.4251
HexCer-NS(d29:2/42:1)+H,1215.12,1053.068,1035.057,1017.047,434.4356,416.4251,618.6547,404.4251
HexCer-NS(d29:2/42:2)+H,1213.105,1051.052,1033.041,1015.031,434.4356,416.4251,616.6391,404.4251
HexCer-NS(d29:3/12:0)+H,794.651,632.5981,614.5876,596.577,432.42,414.4094,200.2009,402.4094
HexCer-NS(d29:3/12:1)+H,792.6353,630.5825,612.572,594.5613,432.42,414.4094,198.1853,402.4094
HexCer-NS(d29:3/13:0)+H,808.6666,646.6138,628.6032,610.5927,432.42,414.4094,214.2166,402.4094
HexCer-NS(d29:3/13:1)+H,806.651,644.5981,626.5876,608.577,432.42,414.4094,212.2009,402.4094
HexCer-NS(d29:3/14:0)+H,822.6823,660.6295,642.6189,624.6083,432.42,414.4094,228.2322,402.4094
HexCer-NS(d29:3/14:1)+H,820.6666,658.6138,640.6032,622.5927,432.42,414.4094,226.2166,402.4094
HexCer-NS(d29:3/15:0)+H,836.6979,674.6451,656.6345,638.624,432.42,414.4094,242.2478,402.4094
HexCer-NS(d29:3/15:1)+H,834.6823,672.6295,654.6189,636.6083,432.42,414.4094,240.2322,402.4094
HexCer-NS(d29:3/16:0)+H,850.7136,688.6608,670.6502,652.6396,432.42,414.4094,256.2635,402.4094
HexCer-NS(d29:3/16:1)+H,848.6979,686.6451,668.6345,650.624,432.42,414.4094,254.2478,402.4094
HexCer-NS(d29:3/16:2)+H,846.6823,684.6295,666.6189,648.6083,432.42,414.4094,252.2322,402.4094
HexCer-NS(d29:3/17:0)+H,864.7292,702.6764,684.6658,666.6553,432.42,414.4094,270.2791,402.4094
HexCer-NS(d29:3/18:0)+H,878.7449,716.6921,698.6815,680.6709,432.42,414.4094,284.2948,402.4094
HexCer-NS(d29:3/18:1)+H,876.7292,714.6764,696.6658,678.6553,432.42,414.4094,282.2791,402.4094
HexCer-NS(d29:3/18:2)+H,874.7136,712.6608,694.6502,676.6396,432.42,414.4094,280.2635,402.4094
HexCer-NS(d29:3/19:0)+H,892.7606,730.7077,712.6971,694.6866,432.42,414.4094,298.3105,402.4094
HexCer-NS(d29:3/19:1)+H,890.7449,728.6921,710.6815,692.6709,432.42,414.4094,296.2948,402.4094
HexCer-NS(d29:3/20:0)+H,906.7762,744.7234,726.7128,708.7022,432.42,414.4094,312.3261,402.4094
HexCer-NS(d29:3/20:1)+H,904.7606,742.7077,724.6971,706.6866,432.42,414.4094,310.3105,402.4094
HexCer-NS(d29:3/20:2)+H,902.7449,740.6921,722.6815,704.6709,432.42,414.4094,308.2948,402.4094
HexCer-NS(d29:3/21:0)+H,920.7919,758.739,740.7285,722.7179,432.42,414.4094,326.3417,402.4094
HexCer-NS(d29:3/21:1)+H,918.7762,756.7234,738.7128,720.7022,432.42,414.4094,324.3261,402.4094
HexCer-NS(d29:3/22:0)+H,934.8075,772.7546,754.7441,736.7335,432.42,414.4094,340.3574,402.4094
HexCer-NS(d29:3/22:1)+H,932.7919,770.739,752.7285,734.7179,432.42,414.4094,338.3417,402.4094
HexCer-NS(d29:3/22:2)+H,930.7762,768.7234,750.7128,732.7022,432.42,414.4094,336.3261,402.4094
HexCer-NS(d29:3/23:0)+H,948.8231,786.7703,768.7598,750.7491,432.42,414.4094,354.373,402.4094
HexCer-NS(d29:3/23:1)+H,946.8075,784.7546,766.7441,748.7335,432.42,414.4094,352.3574,402.4094
HexCer-NS(d29:3/24:0)+H,962.8388,800.7859,782.7754,764.7648,432.42,414.4094,368.3887,402.4094
HexCer-NS(d29:3/24:1)+H,960.8231,798.7703,780.7598,762.7491,432.42,414.4094,366.373,402.4094
HexCer-NS(d29:3/24:2)+H,958.8075,796.7546,778.7441,760.7335,432.42,414.4094,364.3574,402.4094
HexCer-NS(d29:3/25:0)+H,976.8544,814.8016,796.791,778.7805,432.42,414.4094,382.4044,402.4094
HexCer-NS(d29:3/25:1)+H,974.8388,812.7859,794.7754,776.7648,432.42,414.4094,380.3887,402.4094
HexCer-NS(d29:3/26:0)+H,990.8701,828.8173,810.8067,792.7961,432.42,414.4094,396.42,402.4094
HexCer-NS(d29:3/26:1)+H,988.8544,826.8016,808.791,790.7805,432.42,414.4094,394.4044,402.4094
HexCer-NS(d29:3/26:2)+H,986.8388,824.7859,806.7754,788.7648,432.42,414.4094,392.3887,402.4094
HexCer-NS(d29:3/27:0)+H,1004.886,842.8329,824.8223,806.8118,432.42,414.4094,410.4356,402.4094
HexCer-NS(d29:3/27:1)+H,1002.87,840.8173,822.8067,804.7961,432.42,414.4094,408.42,402.4094
HexCer-NS(d29:3/28:0)+H,1018.901,856.8486,838.838,820.8274,432.42,414.4094,424.4513,402.4094
HexCer-NS(d29:3/28:1)+H,1016.886,854.8329,836.8223,818.8118,432.42,414.4094,422.4356,402.4094
HexCer-NS(d29:3/28:2)+H,1014.87,852.8173,834.8067,816.7961,432.42,414.4094,420.42,402.4094
HexCer-NS(d29:3/29:0)+H,1032.917,870.8642,852.8536,834.8431,432.42,414.4094,438.4669,402.4094
HexCer-NS(d29:3/29:1)+H,1030.901,868.8486,850.838,832.8274,432.42,414.4094,436.4513,402.4094
HexCer-NS(d29:3/30:0)+H,1046.933,884.8799,866.8693,848.8587,432.42,414.4094,452.4826,402.4094
HexCer-NS(d29:3/30:1)+H,1044.917,882.8642,864.8536,846.8431,432.42,414.4094,450.4669,402.4094
HexCer-NS(d29:3/30:2)+H,1042.901,880.8486,862.838,844.8274,432.42,414.4094,448.4513,402.4094
HexCer-NS(d29:3/31:0)+H,1060.948,898.8955,880.8849,862.8744,432.42,414.4094,466.4983,402.4094
HexCer-NS(d29:3/31:1)+H,1058.933,896.8799,878.8693,860.8587,432.42,414.4094,464.4826,402.4094
HexCer-NS(d29:3/32:0)+H,1074.964,912.9111,894.9006,876.89,432.42,414.4094,480.5139,402.4094
HexCer-NS(d29:3/32:1)+H,1072.948,910.8955,892.8849,874.8744,432.42,414.4094,478.4983,402.4094
HexCer-NS(d29:3/32:2)+H,1070.933,908.8799,890.8693,872.8587,432.42,414.4094,476.4826,402.4094
HexCer-NS(d29:3/33:0)+H,1088.98,926.9268,908.9163,890.9056,432.42,414.4094,494.5295,402.4094
HexCer-NS(d29:3/33:1)+H,1086.964,924.9111,906.9006,888.89,432.42,414.4094,492.5139,402.4094
HexCer-NS(d29:3/34:0)+H,1102.995,940.9424,922.9319,904.9213,432.42,414.4094,508.5452,402.4094
HexCer-NS(d29:3/34:1)+H,1100.98,938.9268,920.9163,902.9056,432.42,414.4094,506.5295,402.4094
HexCer-NS(d29:3/34:2)+H,1098.964,936.9111,918.9006,900.89,432.42,414.4094,504.5139,402.4094
HexCer-NS(d29:3/35:0)+H,1117.011,954.9581,936.9475,918.937,432.42,414.4094,522.5609,402.4094
HexCer-NS(d29:3/35:1)+H,1114.995,952.9424,934.9319,916.9213,432.42,414.4094,520.5452,402.4094
HexCer-NS(d29:3/36:0)+H,1131.027,968.9738,950.9632,932.9526,432.42,414.4094,536.5765,402.4094
HexCer-NS(d29:3/36:1)+H,1129.011,966.9581,948.9475,930.937,432.42,414.4094,534.5609,402.4094
HexCer-NS(d29:3/36:2)+H,1126.995,964.9424,946.9319,928.9213,432.42,414.4094,532.5452,402.4094
HexCer-NS(d29:3/38:0)+H,1159.058,997.0051,978.9945,960.9839,432.42,414.4094,564.6078,402.4094
HexCer-NS(d29:3/38:1)+H,1157.042,994.9894,976.9788,958.9683,432.42,414.4094,562.5922,402.4094
HexCer-NS(d29:3/38:2)+H,1155.027,992.9738,974.9632,956.9526,432.42,414.4094,560.5765,402.4094
HexCer-NS(d29:3/40:0)+H,1187.089,1025.036,1007.026,989.0152,432.42,414.4094,592.6391,402.4094
HexCer-NS(d29:3/40:1)+H,1185.073,1023.021,1005.01,986.9996,432.42,414.4094,590.6235,402.4094
HexCer-NS(d29:3/40:2)+H,1183.058,1021.005,1002.995,984.9839,432.42,414.4094,588.6078,402.4094
HexCer-NS(d29:3/42:0)+H,1215.12,1053.068,1035.057,1017.047,432.42,414.4094,620.6704,402.4094
HexCer-NS(d29:3/42:1)+H,1213.105,1051.052,1033.041,1015.031,432.42,414.4094,618.6547,402.4094
HexCer-NS(d29:3/42:2)+H,1211.089,1049.036,1031.026,1013.015,432.42,414.4094,616.6391,402.4094
HexCer-NS(d30:1/12:0)+H,812.6979,650.6451,632.6345,614.624,450.4669,432.4564,200.2009,420.4564
HexCer-NS(d30:1/12:1)+H,810.6823,648.6295,630.6189,612.6083,450.4669,432.4564,198.1853,420.4564
HexCer-NS(d30:1/13:0)+H,826.7136,664.6608,646.6502,628.6396,450.4669,432.4564,214.2166,420.4564
HexCer-NS(d30:1/13:1)+H,824.6979,662.6451,644.6345,626.624,450.4669,432.4564,212.2009,420.4564
HexCer-NS(d30:1/14:0)+H,840.7292,678.6764,660.6658,642.6553,450.4669,432.4564,228.2322,420.4564
HexCer-NS(d30:1/14:1)+H,838.7136,676.6608,658.6502,640.6396,450.4669,432.4564,226.2166,420.4564
HexCer-NS(d30:1/15:0)+H,854.7449,692.6921,674.6815,656.6709,450.4669,432.4564,242.2478,420.4564
HexCer-NS(d30:1/15:1)+H,852.7292,690.6764,672.6658,654.6553,450.4669,432.4564,240.2322,420.4564
HexCer-NS(d30:1/16:0)+H,868.7606,706.7077,688.6971,670.6866,450.4669,432.4564,256.2635,420.4564
HexCer-NS(d30:1/16:1)+H,866.7449,704.6921,686.6815,668.6709,450.4669,432.4564,254.2478,420.4564
HexCer-NS(d30:1/16:2)+H,864.7292,702.6764,684.6658,666.6553,450.4669,432.4564,252.2322,420.4564
HexCer-NS(d30:1/17:0)+H,882.7762,720.7234,702.7128,684.7022,450.4669,432.4564,270.2791,420.4564
HexCer-NS(d30:1/18:0)+H,896.7919,734.739,716.7285,698.7179,450.4669,432.4564,284.2948,420.4564
HexCer-NS(d30:1/18:1)+H,894.7762,732.7234,714.7128,696.7022,450.4669,432.4564,282.2791,420.4564
HexCer-NS(d30:1/18:2)+H,892.7606,730.7077,712.6971,694.6866,450.4669,432.4564,280.2635,420.4564
HexCer-NS(d30:1/19:0)+H,910.8075,748.7546,730.7441,712.7335,450.4669,432.4564,298.3105,420.4564
HexCer-NS(d30:1/19:1)+H,908.7919,746.739,728.7285,710.7179,450.4669,432.4564,296.2948,420.4564
HexCer-NS(d30:1/20:0)+H,924.8231,762.7703,744.7598,726.7491,450.4669,432.4564,312.3261,420.4564
HexCer-NS(d30:1/20:1)+H,922.8075,760.7546,742.7441,724.7335,450.4669,432.4564,310.3105,420.4564
HexCer-NS(d30:1/20:2)+H,920.7919,758.739,740.7285,722.7179,450.4669,432.4564,308.2948,420.4564
HexCer-NS(d30:1/21:0)+H,938.8388,776.7859,758.7754,740.7648,450.4669,432.4564,326.3417,420.4564
HexCer-NS(d30:1/21:1)+H,936.8231,774.7703,756.7598,738.7491,450.4669,432.4564,324.3261,420.4564
HexCer-NS(d30:1/22:0)+H,952.8544,790.8016,772.791,754.7805,450.4669,432.4564,340.3574,420.4564
HexCer-NS(d30:1/22:1)+H,950.8388,788.7859,770.7754,752.7648,450.4669,432.4564,338.3417,420.4564
HexCer-NS(d30:1/22:2)+H,948.8231,786.7703,768.7598,750.7491,450.4669,432.4564,336.3261,420.4564
HexCer-NS(d30:1/23:0)+H,966.8701,804.8173,786.8067,768.7961,450.4669,432.4564,354.373,420.4564
HexCer-NS(d30:1/23:1)+H,964.8544,802.8016,784.791,766.7805,450.4669,432.4564,352.3574,420.4564
HexCer-NS(d30:1/24:0)+H,980.8857,818.8329,800.8223,782.8118,450.4669,432.4564,368.3887,420.4564
HexCer-NS(d30:1/24:1)+H,978.8701,816.8173,798.8067,780.7961,450.4669,432.4564,366.373,420.4564
HexCer-NS(d30:1/24:2)+H,976.8544,814.8016,796.791,778.7805,450.4669,432.4564,364.3574,420.4564
HexCer-NS(d30:1/25:0)+H,994.9014,832.8486,814.838,796.8274,450.4669,432.4564,382.4044,420.4564
HexCer-NS(d30:1/25:1)+H,992.8857,830.8329,812.8223,794.8118,450.4669,432.4564,380.3887,420.4564
HexCer-NS(d30:1/26:0)+H,1008.917,846.8642,828.8536,810.8431,450.4669,432.4564,396.42,420.4564
HexCer-NS(d30:1/26:1)+H,1006.901,844.8486,826.838,808.8274,450.4669,432.4564,394.4044,420.4564
HexCer-NS(d30:1/26:2)+H,1004.886,842.8329,824.8223,806.8118,450.4669,432.4564,392.3887,420.4564
HexCer-NS(d30:1/27:0)+H,1022.933,860.8799,842.8693,824.8587,450.4669,432.4564,410.4356,420.4564
HexCer-NS(d30:1/27:1)+H,1020.917,858.8642,840.8536,822.8431,450.4669,432.4564,408.42,420.4564
HexCer-NS(d30:1/28:0)+H,1036.948,874.8955,856.8849,838.8744,450.4669,432.4564,424.4513,420.4564
HexCer-NS(d30:1/28:1)+H,1034.933,872.8799,854.8693,836.8587,450.4669,432.4564,422.4356,420.4564
HexCer-NS(d30:1/28:2)+H,1032.917,870.8642,852.8536,834.8431,450.4669,432.4564,420.42,420.4564
HexCer-NS(d30:1/29:0)+H,1050.964,888.9111,870.9006,852.89,450.4669,432.4564,438.4669,420.4564
HexCer-NS(d30:1/29:1)+H,1048.948,886.8955,868.8849,850.8744,450.4669,432.4564,436.4513,420.4564
HexCer-NS(d30:1/30:0)+H,1064.98,902.9268,884.9163,866.9056,450.4669,432.4564,452.4826,420.4564
HexCer-NS(d30:1/30:1)+H,1062.964,900.9111,882.9006,864.89,450.4669,432.4564,450.4669,420.4564
HexCer-NS(d30:1/30:2)+H,1060.948,898.8955,880.8849,862.8744,450.4669,432.4564,448.4513,420.4564
HexCer-NS(d30:1/31:0)+H,1078.995,916.9424,898.9319,880.9213,450.4669,432.4564,466.4983,420.4564
HexCer-NS(d30:1/31:1)+H,1076.98,914.9268,896.9163,878.9056,450.4669,432.4564,464.4826,420.4564
HexCer-NS(d30:1/32:0)+H,1093.011,930.9581,912.9475,894.937,450.4669,432.4564,480.5139,420.4564
HexCer-NS(d30:1/32:1)+H,1090.995,928.9424,910.9319,892.9213,450.4669,432.4564,478.4983,420.4564
HexCer-NS(d30:1/32:2)+H,1088.98,926.9268,908.9163,890.9056,450.4669,432.4564,476.4826,420.4564
HexCer-NS(d30:1/33:0)+H,1107.027,944.9738,926.9632,908.9526,450.4669,432.4564,494.5295,420.4564
HexCer-NS(d30:1/33:1)+H,1105.011,942.9581,924.9475,906.937,450.4669,432.4564,492.5139,420.4564
HexCer-NS(d30:1/34:0)+H,1121.042,958.9894,940.9788,922.9683,450.4669,432.4564,508.5452,420.4564
HexCer-NS(d30:1/34:1)+H,1119.027,956.9738,938.9632,920.9526,450.4669,432.4564,506.5295,420.4564
HexCer-NS(d30:1/34:2)+H,1117.011,954.9581,936.9475,918.937,450.4669,432.4564,504.5139,420.4564
HexCer-NS(d30:1/35:0)+H,1135.058,973.0051,954.9945,936.9839,450.4669,432.4564,522.5609,420.4564
HexCer-NS(d30:1/35:1)+H,1133.042,970.9894,952.9788,934.9683,450.4669,432.4564,520.5452,420.4564
HexCer-NS(d30:1/36:0)+H,1149.073,987.0207,969.0101,950.9996,450.4669,432.4564,536.5765,420.4564
HexCer-NS(d30:1/36:1)+H,1147.058,985.0051,966.9945,948.9839,450.4669,432.4564,534.5609,420.4564
HexCer-NS(d30:1/36:2)+H,1145.042,982.9894,964.9788,946.9683,450.4669,432.4564,532.5452,420.4564
HexCer-NS(d30:1/38:0)+H,1177.105,1015.052,997.0414,979.0309,450.4669,432.4564,564.6078,420.4564
HexCer-NS(d30:1/38:1)+H,1175.089,1013.036,995.0258,977.0152,450.4669,432.4564,562.5922,420.4564
HexCer-NS(d30:1/38:2)+H,1173.073,1011.021,993.0101,974.9996,450.4669,432.4564,560.5765,420.4564
HexCer-NS(d30:1/40:0)+H,1205.136,1043.083,1025.073,1007.062,450.4669,432.4564,592.6391,420.4564
HexCer-NS(d30:1/40:1)+H,1203.12,1041.068,1023.057,1005.047,450.4669,432.4564,590.6235,420.4564
HexCer-NS(d30:1/40:2)+H,1201.105,1039.052,1021.041,1003.031,450.4669,432.4564,588.6078,420.4564
HexCer-NS(d30:1/42:0)+H,1233.167,1071.115,1053.104,1035.094,450.4669,432.4564,620.6704,420.4564
HexCer-NS(d30:1/42:1)+H,1231.152,1069.099,1051.088,1033.078,450.4669,432.4564,618.6547,420.4564
HexCer-NS(d30:1/42:2)+H,1229.136,1067.083,1049.073,1031.062,450.4669,432.4564,616.6391,420.4564
HexCer-NS(d30:2/12:0)+H,810.6823,648.6295,630.6189,612.6083,448.4513,430.4407,200.2009,418.4407
HexCer-NS(d30:2/12:1)+H,808.6666,646.6138,628.6032,610.5927,448.4513,430.4407,198.1853,418.4407
HexCer-NS(d30:2/13:0)+H,824.6979,662.6451,644.6345,626.624,448.4513,430.4407,214.2166,418.4407
HexCer-NS(d30:2/13:1)+H,822.6823,660.6295,642.6189,624.6083,448.4513,430.4407,212.2009,418.4407
HexCer-NS(d30:2/14:0)+H,838.7136,676.6608,658.6502,640.6396,448.4513,430.4407,228.2322,418.4407
HexCer-NS(d30:2/14:1)+H,836.6979,674.6451,656.6345,638.624,448.4513,430.4407,226.2166,418.4407
HexCer-NS(d30:2/15:0)+H,852.7292,690.6764,672.6658,654.6553,448.4513,430.4407,242.2478,418.4407
HexCer-NS(d30:2/15:1)+H,850.7136,688.6608,670.6502,652.6396,448.4513,430.4407,240.2322,418.4407
HexCer-NS(d30:2/16:0)+H,866.7449,704.6921,686.6815,668.6709,448.4513,430.4407,256.2635,418.4407
HexCer-NS(d30:2/16:1)+H,864.7292,702.6764,684.6658,666.6553,448.4513,430.4407,254.2478,418.4407
HexCer-NS(d30:2/16:2)+H,862.7136,700.6608,682.6502,664.6396,448.4513,430.4407,252.2322,418.4407
HexCer-NS(d30:2/17:0)+H,880.7606,718.7077,700.6971,682.6866,448.4513,430.4407,270.2791,418.4407
HexCer-NS(d30:2/18:0)+H,894.7762,732.7234,714.7128,696.7022,448.4513,430.4407,284.2948,418.4407
HexCer-NS(d30:2/18:1)+H,892.7606,730.7077,712.6971,694.6866,448.4513,430.4407,282.2791,418.4407
HexCer-NS(d30:2/18:2)+H,890.7449,728.6921,710.6815,692.6709,448.4513,430.4407,280.2635,418.4407
HexCer-NS(d30:2/19:0)+H,908.7919,746.739,728.7285,710.7179,448.4513,430.4407,298.3105,418.4407
HexCer-NS(d30:2/19:1)+H,906.7762,744.7234,726.7128,708.7022,448.4513,430.4407,296.2948,418.4407
HexCer-NS(d30:2/20:0)+H,922.8075,760.7546,742.7441,724.7335,448.4513,430.4407,312.3261,418.4407
HexCer-NS(d30:2/20:1)+H,920.7919,758.739,740.7285,722.7179,448.4513,430.4407,310.3105,418.4407
HexCer-NS(d30:2/20:2)+H,918.7762,756.7234,738.7128,720.7022,448.4513,430.4407,308.2948,418.4407
HexCer-NS(d30:2/21:0)+H,936.8231,774.7703,756.7598,738.7491,448.4513,430.4407,326.3417,418.4407
HexCer-NS(d30:2/21:1)+H,934.8075,772.7546,754.7441,736.7335,448.4513,430.4407,324.3261,418.4407
HexCer-NS(d30:2/22:0)+H,950.8388,788.7859,770.7754,752.7648,448.4513,430.4407,340.3574,418.4407
HexCer-NS(d30:2/22:1)+H,948.8231,786.7703,768.7598,750.7491,448.4513,430.4407,338.3417,418.4407
HexCer-NS(d30:2/22:2)+H,946.8075,784.7546,766.7441,748.7335,448.4513,430.4407,336.3261,418.4407
HexCer-NS(d30:2/23:0)+H,964.8544,802.8016,784.791,766.7805,448.4513,430.4407,354.373,418.4407
HexCer-NS(d30:2/23:1)+H,962.8388,800.7859,782.7754,764.7648,448.4513,430.4407,352.3574,418.4407
HexCer-NS(d30:2/24:0)+H,978.8701,816.8173,798.8067,780.7961,448.4513,430.4407,368.3887,418.4407
HexCer-NS(d30:2/24:1)+H,976.8544,814.8016,796.791,778.7805,448.4513,430.4407,366.373,418.4407
HexCer-NS(d30:2/24:2)+H,974.8388,812.7859,794.7754,776.7648,448.4513,430.4407,364.3574,418.4407
HexCer-NS(d30:2/25:0)+H,992.8857,830.8329,812.8223,794.8118,448.4513,430.4407,382.4044,418.4407
HexCer-NS(d30:2/25:1)+H,990.8701,828.8173,810.8067,792.7961,448.4513,430.4407,380.3887,418.4407
HexCer-NS(d30:2/26:0)+H,1006.901,844.8486,826.838,808.8274,448.4513,430.4407,396.42,418.4407
HexCer-NS(d30:2/26:1)+H,1004.886,842.8329,824.8223,806.8118,448.4513,430.4407,394.4044,418.4407
HexCer-NS(d30:2/26:2)+H,1002.87,840.8173,822.8067,804.7961,448.4513,430.4407,392.3887,418.4407
HexCer-NS(d30:2/27:0)+H,1020.917,858.8642,840.8536,822.8431,448.4513,430.4407,410.4356,418.4407
HexCer-NS(d30:2/27:1)+H,1018.901,856.8486,838.838,820.8274,448.4513,430.4407,408.42,418.4407
HexCer-NS(d30:2/28:0)+H,1034.933,872.8799,854.8693,836.8587,448.4513,430.4407,424.4513,418.4407
HexCer-NS(d30:2/28:1)+H,1032.917,870.8642,852.8536,834.8431,448.4513,430.4407,422.4356,418.4407
HexCer-NS(d30:2/28:2)+H,1030.901,868.8486,850.838,832.8274,448.4513,430.4407,420.42,418.4407
HexCer-NS(d30:2/29:0)+H,1048.948,886.8955,868.8849,850.8744,448.4513,430.4407,438.4669,418.4407
HexCer-NS(d30:2/29:1)+H,1046.933,884.8799,866.8693,848.8587,448.4513,430.4407,436.4513,418.4407
HexCer-NS(d30:2/30:0)+H,1062.964,900.9111,882.9006,864.89,448.4513,430.4407,452.4826,418.4407
HexCer-NS(d30:2/30:1)+H,1060.948,898.8955,880.8849,862.8744,448.4513,430.4407,450.4669,418.4407
HexCer-NS(d30:2/30:2)+H,1058.933,896.8799,878.8693,860.8587,448.4513,430.4407,448.4513,418.4407
HexCer-NS(d30:2/31:0)+H,1076.98,914.9268,896.9163,878.9056,448.4513,430.4407,466.4983,418.4407
HexCer-NS(d30:2/31:1)+H,1074.964,912.9111,894.9006,876.89,448.4513,430.4407,464.4826,418.4407
HexCer-NS(d30:2/32:0)+H,1090.995,928.9424,910.9319,892.9213,448.4513,430.4407,480.5139,418.4407
HexCer-NS(d30:2/32:1)+H,1088.98,926.9268,908.9163,890.9056,448.4513,430.4407,478.4983,418.4407
HexCer-NS(d30:2/32:2)+H,1086.964,924.9111,906.9006,888.89,448.4513,430.4407,476.4826,418.4407
HexCer-NS(d30:2/33:0)+H,1105.011,942.9581,924.9475,906.937,448.4513,430.4407,494.5295,418.4407
HexCer-NS(d30:2/33:1)+H,1102.995,940.9424,922.9319,904.9213,448.4513,430.4407,492.5139,418.4407
HexCer-NS(d30:2/34:0)+H,1119.027,956.9738,938.9632,920.9526,448.4513,430.4407,508.5452,418.4407
HexCer-NS(d30:2/34:1)+H,1117.011,954.9581,936.9475,918.937,448.4513,430.4407,506.5295,418.4407
HexCer-NS(d30:2/34:2)+H,1114.995,952.9424,934.9319,916.9213,448.4513,430.4407,504.5139,418.4407
HexCer-NS(d30:2/35:0)+H,1133.042,970.9894,952.9788,934.9683,448.4513,430.4407,522.5609,418.4407
HexCer-NS(d30:2/35:1)+H,1131.027,968.9738,950.9632,932.9526,448.4513,430.4407,520.5452,418.4407
