HexCer-NS,[M+H]+,[M-C6H10O5+H]+,[M-Hex-H2O+H]+,[M-Hex-2H2O+H]+,[Sph-H2O+H]+,[Sph-2H2O+H]+,[FAA+H]+,[Sph-CH4O2+H]+
HexCer-NS(d15:1/18:2)+H,682.5258,520.473,502.4624,484.4518,240.2322,222.2216,280.2635,210.2216
HexCer-NS(d15:1/19:0)+H,700.5728,538.5199,520.5093,502.4988,240.2322,222.2216,298.3105,210.2216
HexCer-NS(d15:1/19:1)+H,698.5571,536.5043,518.4937,500.4831,240.2322,222.2216,296.2948,210.2216
HexCer-NS(d15:1/20:0)+H,714.5884,552.5356,534.525,516.5144,240.2322,222.2216,312.3261,210.2216
HexCer-NS(d15:1/20:1)+H,712.5728,550.5199,532.5093,514.4988,240.2322,222.2216,310.3105,210.2216
HexCer-NS(d15:1/20:2)+H,710.5571,548.5043,530.4937,512.4831,240.2322,222.2216,308.2948,210.2216
HexCer-NS(d15:1/21:0)+H,728.6041,566.5512,548.5406,530.5301,240.2322,222.2216,326.3417,210.2216
HexCer-NS(d15:1/21:1)+H,726.5884,564.5356,546.525,528.5144,240.2322,222.2216,324.3261,210.2216
HexCer-NS(d15:1/22:0)+H,742.6197,580.5668,562.5563,544.5457,240.2322,222.2216,340.3574,210.2216
HexCer-NS(d15:1/22:1)+H,740.6041,578.5512,560.5406,542.5301,240.2322,222.2216,338.3417,210.2216
HexCer-NS(d15:1/22:2)+H,738.5884,576.5356,558.525,540.5144,240.2322,222.2216,336.3261,210.2216
HexCer-NS(d15:1/23:0)+H,756.6353,594.5825,576.572,558.5613,240.2322,222.2216,354.373,210.2216
HexCer-NS(d15:1/23:1)+H,754.6197,592.5668,574.5563,556.5457,240.2322,222.2216,352.3574,210.2216
HexCer-NS(d15:1/24:0)+H,770.651,608.5981,590.5876,572.577,240.2322,222.2216,368.3887,210.2216
HexCer-NS(d15:1/24:1)+H,768.6353,606.5825,588.572,570.5613,240.2322,222.2216,366.373,210.2216
HexCer-NS(d15:1/24:2)+H,766.6197,604.5668,586.5563,568.5457,240.2322,222.2216,364.3574,210.2216
HexCer-NS(d15:1/25:0)+H,784.6666,622.6138,604.6032,586.5927,240.2322,222.2216,382.4044,210.2216
HexCer-NS(d15:1/25:1)+H,782.651,620.5981,602.5876,584.577,240.2322,222.2216,380.3887,210.2216
HexCer-NS(d15:1/26:0)+H,798.6823,636.6295,618.6189,600.6083,240.2322,222.2216,396.42,210.2216
HexCer-NS(d15:1/26:1)+H,796.6666,634.6138,616.6032,598.5927,240.2322,222.2216,394.4044,210.2216
HexCer-NS(d15:1/26:2)+H,794.651,632.5981,614.5876,596.577,240.2322,222.2216,392.3887,210.2216
HexCer-NS(d15:1/27:0)+H,812.6979,650.6451,632.6345,614.624,240.2322,222.2216,410.4356,210.2216
HexCer-NS(d15:1/27:1)+H,810.6823,648.6295,630.6189,612.6083,240.2322,222.2216,408.42,210.2216
HexCer-NS(d15:1/28:0)+H,826.7136,664.6608,646.6502,628.6396,240.2322,222.2216,424.4513,210.2216
HexCer-NS(d15:1/28:1)+H,824.6979,662.6451,644.6345,626.624,240.2322,222.2216,422.4356,210.2216
HexCer-NS(d15:1/28:2)+H,822.6823,660.6295,642.6189,624.6083,240.2322,222.2216,420.42,210.2216
HexCer-NS(d15:1/29:0)+H,840.7292,678.6764,660.6658,642.6553,240.2322,222.2216,438.4669,210.2216
HexCer-NS(d15:1/29:1)+H,838.7136,676.6608,658.6502,640.6396,240.2322,222.2216,436.4513,210.2216
HexCer-NS(d15:1/30:0)+H,854.7449,692.6921,674.6815,656.6709,240.2322,222.2216,452.4826,210.2216
HexCer-NS(d15:1/30:1)+H,852.7292,690.6764,672.6658,654.6553,240.2322,222.2216,450.4669,210.2216
HexCer-NS(d15:1/30:2)+H,850.7136,688.6608,670.6502,652.6396,240.2322,222.2216,448.4513,210.2216
HexCer-NS(d15:1/31:0)+H,868.7606,706.7077,688.6971,670.6866,240.2322,222.2216,466.4983,210.2216
HexCer-NS(d15:1/31:1)+H,866.7449,704.6921,686.6815,668.6709,240.2322,222.2216,464.4826,210.2216
HexCer-NS(d15:1/32:0)+H,882.7762,720.7234,702.7128,684.7022,240.2322,222.2216,480.5139,210.2216
HexCer-NS(d15:1/32:1)+H,880.7606,718.7077,700.6971,682.6866,240.2322,222.2216,478.4983,210.2216
HexCer-NS(d15:1/32:2)+H,878.7449,716.6921,698.6815,680.6709,240.2322,222.2216,476.4826,210.2216
HexCer-NS(d15:1/33:0)+H,896.7919,734.739,716.7285,698.7179,240.2322,222.2216,494.5295,210.2216
HexCer-NS(d15:1/33:1)+H,894.7762,732.7234,714.7128,696.7022,240.2322,222.2216,492.5139,210.2216
HexCer-NS(d15:1/34:0)+H,910.8075,748.7546,730.7441,712.7335,240.2322,222.2216,508.5452,210.2216
HexCer-NS(d15:1/34:1)+H,908.7919,746.739,728.7285,710.7179,240.2322,222.2216,506.5295,210.2216
HexCer-NS(d15:1/34:2)+H,906.7762,744.7234,726.7128,708.7022,240.2322,222.2216,504.5139,210.2216
HexCer-NS(d15:1/35:0)+H,924.8231,762.7703,744.7598,726.7491,240.2322,222.2216,522.5609,210.2216
HexCer-NS(d15:1/35:1)+H,922.8075,760.7546,742.7441,724.7335,240.2322,222.2216,520.5452,210.2216
HexCer-NS(d15:1/36:0)+H,938.8388,776.7859,758.7754,740.7648,240.2322,222.2216,536.5765,210.2216
HexCer-NS(d15:1/36:1)+H,936.8231,774.7703,756.7598,738.7491,240.2322,222.2216,534.5609,210.2216
HexCer-NS(d15:1/36:2)+H,934.8075,772.7546,754.7441,736.7335,240.2322,222.2216,532.5452,210.2216
HexCer-NS(d15:1/38:0)+H,966.8701,804.8173,786.8067,768.7961,240.2322,222.2216,564.6078,210.2216
HexCer-NS(d15:1/38:1)+H,964.8544,802.8016,784.791,766.7805,240.2322,222.2216,562.5922,210.2216
HexCer-NS(d15:1/38:2)+H,962.8388,800.7859,782.7754,764.7648,240.2322,222.2216,560.5765,210.2216
HexCer-NS(d15:1/40:0)+H,994.9014,832.8486,814.838,796.8274,240.2322,222.2216,592.6391,210.2216
HexCer-NS(d15:1/40:1)+H,992.8857,830.8329,812.8223,794.8118,240.2322,222.2216,590.6235,210.2216
HexCer-NS(d15:1/40:2)+H,990.8701,828.8173,810.8067,792.7961,240.2322,222.2216,588.6078,210.2216
HexCer-NS(d15:1/42:0)+H,1022.933,860.8799,842.8693,824.8587,240.2322,222.2216,620.6704,210.2216
HexCer-NS(d15:1/42:1)+H,1020.917,858.8642,840.8536,822.8431,240.2322,222.2216,618.6547,210.2216
HexCer-NS(d15:1/42:2)+H,1018.901,856.8486,838.838,820.8274,240.2322,222.2216,616.6391,210.2216
HexCer-NS(d15:2/12:0)+H,600.4475,438.3947,420.3841,402.3736,238.2166,220.206,200.2009,208.206
HexCer-NS(d15:2/12:1)+H,598.4319,436.3791,418.3685,400.3579,238.2166,220.206,198.1853,208.206
HexCer-NS(d15:2/13:0)+H,614.4632,452.4103,434.3998,416.3892,238.2166,220.206,214.2166,208.206
HexCer-NS(d15:2/13:1)+H,612.4475,450.3947,432.3841,414.3736,238.2166,220.206,212.2009,208.206
HexCer-NS(d15:2/14:0)+H,628.4788,466.426,448.4154,430.4049,238.2166,220.206,228.2322,208.206
HexCer-NS(d15:2/14:1)+H,626.4632,464.4103,446.3998,428.3892,238.2166,220.206,226.2166,208.206
HexCer-NS(d15:2/15:0)+H,642.4945,480.4417,462.4311,444.4205,238.2166,220.206,242.2478,208.206
HexCer-NS(d15:2/15:1)+H,640.4788,478.426,460.4154,442.4049,238.2166,220.206,240.2322,208.206
HexCer-NS(d15:2/16:0)+H,656.5101,494.4573,476.4467,458.4362,238.2166,220.206,256.2635,208.206
HexCer-NS(d15:2/16:1)+H,654.4945,492.4417,474.4311,456.4205,238.2166,220.206,254.2478,208.206
HexCer-NS(d15:2/16:2)+H,652.4788,490.426,472.4154,454.4049,238.2166,220.206,252.2322,208.206
HexCer-NS(d15:2/17:0)+H,670.5258,508.473,490.4624,472.4518,238.2166,220.206,270.2791,208.206
HexCer-NS(d15:2/18:0)+H,684.5414,522.4886,504.478,486.4675,238.2166,220.206,284.2948,208.206
HexCer-NS(d15:2/18:1)+H,682.5258,520.473,502.4624,484.4518,238.2166,220.206,282.2791,208.206
HexCer-NS(d15:2/18:2)+H,680.5101,518.4573,500.4467,482.4362,238.2166,220.206,280.2635,208.206
HexCer-NS(d15:2/19:0)+H,698.5571,536.5043,518.4937,500.4831,238.2166,220.206,298.3105,208.206
HexCer-NS(d15:2/19:1)+H,696.5414,534.4886,516.478,498.4675,238.2166,220.206,296.2948,208.206
HexCer-NS(d15:2/20:0)+H,712.5728,550.5199,532.5093,514.4988,238.2166,220.206,312.3261,208.206
HexCer-NS(d15:2/20:1)+H,710.5571,548.5043,530.4937,512.4831,238.2166,220.206,310.3105,208.206
HexCer-NS(d15:2/20:2)+H,708.5414,546.4886,528.478,510.4675,238.2166,220.206,308.2948,208.206
HexCer-NS(d15:2/21:0)+H,726.5884,564.5356,546.525,528.5144,238.2166,220.206,326.3417,208.206
HexCer-NS(d15:2/21:1)+H,724.5728,562.5199,544.5093,526.4988,238.2166,220.206,324.3261,208.206
HexCer-NS(d15:2/22:0)+H,740.6041,578.5512,560.5406,542.5301,238.2166,220.206,340.3574,208.206
HexCer-NS(d15:2/22:1)+H,738.5884,576.5356,558.525,540.5144,238.2166,220.206,338.3417,208.206
HexCer-NS(d15:2/22:2)+H,736.5728,574.5199,556.5093,538.4988,238.2166,220.206,336.3261,208.206
HexCer-NS(d15:2/23:0)+H,754.6197,592.5668,574.5563,556.5457,238.2166,220.206,354.373,208.206
HexCer-NS(d15:2/23:1)+H,752.6041,590.5512,572.5406,554.5301,238.2166,220.206,352.3574,208.206
HexCer-NS(d15:2/24:0)+H,768.6353,606.5825,588.572,570.5613,238.2166,220.206,368.3887,208.206
HexCer-NS(d15:2/24:1)+H,766.6197,604.5668,586.5563,568.5457,238.2166,220.206,366.373,208.206
HexCer-NS(d15:2/24:2)+H,764.6041,602.5512,584.5406,566.5301,238.2166,220.206,364.3574,208.206
HexCer-NS(d15:2/25:0)+H,782.651,620.5981,602.5876,584.577,238.2166,220.206,382.4044,208.206
HexCer-NS(d15:2/25:1)+H,780.6353,618.5825,600.572,582.5613,238.2166,220.206,380.3887,208.206
HexCer-NS(d15:2/26:0)+H,796.6666,634.6138,616.6032,598.5927,238.2166,220.206,396.42,208.206
HexCer-NS(d15:2/26:1)+H,794.651,632.5981,614.5876,596.577,238.2166,220.206,394.4044,208.206
HexCer-NS(d15:2/26:2)+H,792.6353,630.5825,612.572,594.5613,238.2166,220.206,392.3887,208.206
HexCer-NS(d15:2/27:0)+H,810.6823,648.6295,630.6189,612.6083,238.2166,220.206,410.4356,208.206
HexCer-NS(d15:2/27:1)+H,808.6666,646.6138,628.6032,610.5927,238.2166,220.206,408.42,208.206
HexCer-NS(d15:2/28:0)+H,824.6979,662.6451,644.6345,626.624,238.2166,220.206,424.4513,208.206
HexCer-NS(d15:2/28:1)+H,822.6823,660.6295,642.6189,624.6083,238.2166,220.206,422.4356,208.206
HexCer-NS(d15:2/28:2)+H,820.6666,658.6138,640.6032,622.5927,238.2166,220.206,420.42,208.206
HexCer-NS(d15:2/29:0)+H,838.7136,676.6608,658.6502,640.6396,238.2166,220.206,438.4669,208.206
HexCer-NS(d15:2/29:1)+H,836.6979,674.6451,656.6345,638.624,238.2166,220.206,436.4513,208.206
HexCer-NS(d15:2/30:0)+H,852.7292,690.6764,672.6658,654.6553,238.2166,220.206,452.4826,208.206
HexCer-NS(d15:2/30:1)+H,850.7136,688.6608,670.6502,652.6396,238.2166,220.206,450.4669,208.206
HexCer-NS(d15:2/30:2)+H,848.6979,686.6451,668.6345,650.624,238.2166,220.206,448.4513,208.206
HexCer-NS(d15:2/31:0)+H,866.7449,704.6921,686.6815,668.6709,238.2166,220.206,466.4983,208.206
HexCer-NS(d15:2/31:1)+H,864.7292,702.6764,684.6658,666.6553,238.2166,220.206,464.4826,208.206
HexCer-NS(d15:2/32:0)+H,880.7606,718.7077,700.6971,682.6866,238.2166,220.206,480.5139,208.206
HexCer-NS(d15:2/32:1)+H,878.7449,716.6921,698.6815,680.6709,238.2166,220.206,478.4983,208.206
HexCer-NS(d15:2/32:2)+H,876.7292,714.6764,696.6658,678.6553,238.2166,220.206,476.4826,208.206
HexCer-NS(d15:2/33:0)+H,894.7762,732.7234,714.7128,696.7022,238.2166,220.206,494.5295,208.206
HexCer-NS(d15:2/33:1)+H,892.7606,730.7077,712.6971,694.6866,238.2166,220.206,492.5139,208.206
HexCer-NS(d15:2/34:0)+H,908.7919,746.739,728.7285,710.7179,238.2166,220.206,508.5452,208.206
HexCer-NS(d15:2/34:1)+H,906.7762,744.7234,726.7128,708.7022,238.2166,220.206,506.5295,208.206
HexCer-NS(d15:2/34:2)+H,904.7606,742.7077,724.6971,706.6866,238.2166,220.206,504.5139,208.206
HexCer-NS(d15:2/35:0)+H,922.8075,760.7546,742.7441,724.7335,238.2166,220.206,522.5609,208.206
HexCer-NS(d15:2/35:1)+H,920.7919,758.739,740.7285,722.7179,238.2166,220.206,520.5452,208.206
HexCer-NS(d15:2/36:0)+H,936.8231,774.7703,756.7598,738.7491,238.2166,220.206,536.5765,208.206
HexCer-NS(d15:2/36:1)+H,934.8075,772.7546,754.7441,736.7335,238.2166,220.206,534.5609,208.206
HexCer-NS(d15:2/36:2)+H,932.7919,770.739,752.7285,734.7179,238.2166,220.206,532.5452,208.206
HexCer-NS(d15:2/38:0)+H,964.8544,802.8016,784.791,766.7805,238.2166,220.206,564.6078,208.206
HexCer-NS(d15:2/38:1)+H,962.8388,800.7859,782.7754,764.7648,238.2166,220.206,562.5922,208.206
HexCer-NS(d15:2/38:2)+H,960.8231,798.7703,780.7598,762.7491,238.2166,220.206,560.5765,208.206
HexCer-NS(d15:2/40:0)+H,992.8857,830.8329,812.8223,794.8118,238.2166,220.206,592.6391,208.206
HexCer-NS(d15:2/40:1)+H,990.8701,828.8173,810.8067,792.7961,238.2166,220.206,590.6235,208.206
HexCer-NS(d15:2/40:2)+H,988.8544,826.8016,808.791,790.7805,238.2166,220.206,588.6078,208.206
HexCer-NS(d15:2/42:0)+H,1020.917,858.8642,840.8536,822.8431,238.2166,220.206,620.6704,208.206
HexCer-NS(d15:2/42:1)+H,1018.901,856.8486,838.838,820.8274,238.2166,220.206,618.6547,208.206
HexCer-NS(d15:2/42:2)+H,1016.886,854.8329,836.8223,818.8118,238.2166,220.206,616.6391,208.206
HexCer-NS(d15:3/12:0)+H,598.4319,436.3791,418.3685,400.3579,236.2009,218.1903,200.2009,206.1903
HexCer-NS(d15:3/12:1)+H,596.4163,434.3634,416.3528,398.3423,236.2009,218.1903,198.1853,206.1903
HexCer-NS(d15:3/13:0)+H,612.4475,450.3947,432.3841,414.3736,236.2009,218.1903,214.2166,206.1903
HexCer-NS(d15:3/13:1)+H,610.4319,448.3791,430.3685,412.3579,236.2009,218.1903,212.2009,206.1903
HexCer-NS(d15:3/14:0)+H,626.4632,464.4103,446.3998,428.3892,236.2009,218.1903,228.2322,206.1903
HexCer-NS(d15:3/14:1)+H,624.4475,462.3947,444.3841,426.3736,236.2009,218.1903,226.2166,206.1903
HexCer-NS(d15:3/15:0)+H,640.4788,478.426,460.4154,442.4049,236.2009,218.1903,242.2478,206.1903
HexCer-NS(d15:3/15:1)+H,638.4632,476.4103,458.3998,440.3892,236.2009,218.1903,240.2322,206.1903
HexCer-NS(d15:3/16:0)+H,654.4945,492.4417,474.4311,456.4205,236.2009,218.1903,256.2635,206.1903
HexCer-NS(d15:3/16:1)+H,652.4788,490.426,472.4154,454.4049,236.2009,218.1903,254.2478,206.1903
HexCer-NS(d15:3/16:2)+H,650.4632,488.4103,470.3998,452.3892,236.2009,218.1903,252.2322,206.1903
HexCer-NS(d15:3/17:0)+H,668.5101,506.4573,488.4467,470.4362,236.2009,218.1903,270.2791,206.1903
HexCer-NS(d15:3/18:0)+H,682.5258,520.473,502.4624,484.4518,236.2009,218.1903,284.2948,206.1903
HexCer-NS(d15:3/18:1)+H,680.5101,518.4573,500.4467,482.4362,236.2009,218.1903,282.2791,206.1903
HexCer-NS(d15:3/18:2)+H,678.4945,516.4417,498.4311,480.4205,236.2009,218.1903,280.2635,206.1903
HexCer-NS(d15:3/19:0)+H,696.5414,534.4886,516.478,498.4675,236.2009,218.1903,298.3105,206.1903
HexCer-NS(d15:3/19:1)+H,694.5258,532.473,514.4624,496.4518,236.2009,218.1903,296.2948,206.1903
HexCer-NS(d15:3/20:0)+H,710.5571,548.5043,530.4937,512.4831,236.2009,218.1903,312.3261,206.1903
HexCer-NS(d15:3/20:1)+H,708.5414,546.4886,528.478,510.4675,236.2009,218.1903,310.3105,206.1903
HexCer-NS(d15:3/20:2)+H,706.5258,544.473,526.4624,508.4518,236.2009,218.1903,308.2948,206.1903
HexCer-NS(d15:3/21:0)+H,724.5728,562.5199,544.5093,526.4988,236.2009,218.1903,326.3417,206.1903
HexCer-NS(d15:3/21:1)+H,722.5571,560.5043,542.4937,524.4831,236.2009,218.1903,324.3261,206.1903
HexCer-NS(d15:3/22:0)+H,738.5884,576.5356,558.525,540.5144,236.2009,218.1903,340.3574,206.1903
HexCer-NS(d15:3/22:1)+H,736.5728,574.5199,556.5093,538.4988,236.2009,218.1903,338.3417,206.1903
HexCer-NS(d15:3/22:2)+H,734.5571,572.5043,554.4937,536.4831,236.2009,218.1903,336.3261,206.1903
HexCer-NS(d15:3/23:0)+H,752.6041,590.5512,572.5406,554.5301,236.2009,218.1903,354.373,206.1903
HexCer-NS(d15:3/23:1)+H,750.5884,588.5356,570.525,552.5144,236.2009,218.1903,352.3574,206.1903
HexCer-NS(d15:3/24:0)+H,766.6197,604.5668,586.5563,568.5457,236.2009,218.1903,368.3887,206.1903
HexCer-NS(d15:3/24:1)+H,764.6041,602.5512,584.5406,566.5301,236.2009,218.1903,366.373,206.1903
HexCer-NS(d15:3/24:2)+H,762.5884,600.5356,582.525,564.5144,236.2009,218.1903,364.3574,206.1903
HexCer-NS(d15:3/25:0)+H,780.6353,618.5825,600.572,582.5613,236.2009,218.1903,382.4044,206.1903
HexCer-NS(d15:3/25:1)+H,778.6197,616.5668,598.5563,580.5457,236.2009,218.1903,380.3887,206.1903
HexCer-NS(d15:3/26:0)+H,794.651,632.5981,614.5876,596.577,236.2009,218.1903,396.42,206.1903
HexCer-NS(d15:3/26:1)+H,792.6353,630.5825,612.572,594.5613,236.2009,218.1903,394.4044,206.1903
HexCer-NS(d15:3/26:2)+H,790.6197,628.5668,610.5563,592.5457,236.2009,218.1903,392.3887,206.1903
HexCer-NS(d15:3/27:0)+H,808.6666,646.6138,628.6032,610.5927,236.2009,218.1903,410.4356,206.1903
HexCer-NS(d15:3/27:1)+H,806.651,644.5981,626.5876,608.577,236.2009,218.1903,408.42,206.1903
HexCer-NS(d15:3/28:0)+H,822.6823,660.6295,642.6189,624.6083,236.2009,218.1903,424.4513,206.1903
HexCer-NS(d15:3/28:1)+H,820.6666,658.6138,640.6032,622.5927,236.2009,218.1903,422.4356,206.1903
HexCer-NS(d15:3/28:2)+H,818.651,656.5981,638.5876,620.577,236.2009,218.1903,420.42,206.1903
HexCer-NS(d15:3/29:0)+H,836.6979,674.6451,656.6345,638.624,236.2009,218.1903,438.4669,206.1903
HexCer-NS(d15:3/29:1)+H,834.6823,672.6295,654.6189,636.6083,236.2009,218.1903,436.4513,206.1903
HexCer-NS(d15:3/30:0)+H,850.7136,688.6608,670.6502,652.6396,236.2009,218.1903,452.4826,206.1903
HexCer-NS(d15:3/30:1)+H,848.6979,686.6451,668.6345,650.624,236.2009,218.1903,450.4669,206.1903
HexCer-NS(d15:3/30:2)+H,846.6823,684.6295,666.6189,648.6083,236.2009,218.1903,448.4513,206.1903
HexCer-NS(d15:3/31:0)+H,864.7292,702.6764,684.6658,666.6553,236.2009,218.1903,466.4983,206.1903
HexCer-NS(d15:3/31:1)+H,862.7136,700.6608,682.6502,664.6396,236.2009,218.1903,464.4826,206.1903
HexCer-NS(d15:3/32:0)+H,878.7449,716.6921,698.6815,680.6709,236.2009,218.1903,480.5139,206.1903
HexCer-NS(d15:3/32:1)+H,876.7292,714.6764,696.6658,678.6553,236.2009,218.1903,478.4983,206.1903
HexCer-NS(d15:3/32:2)+H,874.7136,712.6608,694.6502,676.6396,236.2009,218.1903,476.4826,206.1903
HexCer-NS(d15:3/33:0)+H,892.7606,730.7077,712.6971,694.6866,236.2009,218.1903,494.5295,206.1903
HexCer-NS(d15:3/33:1)+H,890.7449,728.6921,710.6815,692.6709,236.2009,218.1903,492.5139,206.1903
HexCer-NS(d15:3/34:0)+H,906.7762,744.7234,726.7128,708.7022,236.2009,218.1903,508.5452,206.1903
HexCer-NS(d15:3/34:1)+H,904.7606,742.7077,724.6971,706.6866,236.2009,218.1903,506.5295,206.1903
HexCer-NS(d15:3/34:2)+H,902.7449,740.6921,722.6815,704.6709,236.2009,218.1903,504.5139,206.1903
HexCer-NS(d15:3/35:0)+H,920.7919,758.739,740.7285,722.7179,236.2009,218.1903,522.5609,206.1903
HexCer-NS(d15:3/35:1)+H,918.7762,756.7234,738.7128,720.7022,236.2009,218.1903,520.5452,206.1903
HexCer-NS(d15:3/36:0)+H,934.8075,772.7546,754.7441,736.7335,236.2009,218.1903,536.5765,206.1903
HexCer-NS(d15:3/36:1)+H,932.7919,770.739,752.7285,734.7179,236.2009,218.1903,534.5609,206.1903
HexCer-NS(d15:3/36:2)+H,930.7762,768.7234,750.7128,732.7022,236.2009,218.1903,532.5452,206.1903
HexCer-NS(d15:3/38:0)+H,962.8388,800.7859,782.7754,764.7648,236.2009,218.1903,564.6078,206.1903
HexCer-NS(d15:3/38:1)+H,960.8231,798.7703,780.7598,762.7491,236.2009,218.1903,562.5922,206.1903
HexCer-NS(d15:3/38:2)+H,958.8075,796.7546,778.7441,760.7335,236.2009,218.1903,560.5765,206.1903
HexCer-NS(d15:3/40:0)+H,990.8701,828.8173,810.8067,792.7961,236.2009,218.1903,592.6391,206.1903
HexCer-NS(d15:3/40:1)+H,988.8544,826.8016,808.791,790.7805,236.2009,218.1903,590.6235,206.1903
HexCer-NS(d15:3/40:2)+H,986.8388,824.7859,806.7754,788.7648,236.2009,218.1903,588.6078,206.1903
HexCer-NS(d15:3/42:0)+H,1018.901,856.8486,838.838,820.8274,236.2009,218.1903,620.6704,206.1903
HexCer-NS(d15:3/42:1)+H,1016.886,854.8329,836.8223,818.8118,236.2009,218.1903,618.6547,206.1903
HexCer-NS(d15:3/42:2)+H,1014.87,852.8173,834.8067,816.7961,236.2009,218.1903,616.6391,206.1903
HexCer-NS(d16:1/12:0)+H,616.4788,454.426,436.4154,418.4049,254.2478,236.2373,200.2009,224.2373
HexCer-NS(d16:1/12:1)+H,614.4632,452.4103,434.3998,416.3892,254.2478,236.2373,198.1853,224.2373
HexCer-NS(d16:1/13:0)+H,630.4945,468.4417,450.4311,432.4205,254.2478,236.2373,214.2166,224.2373
HexCer-NS(d16:1/13:1)+H,628.4788,466.426,448.4154,430.4049,254.2478,236.2373,212.2009,224.2373
HexCer-NS(d16:1/14:0)+H,644.5101,482.4573,464.4467,446.4362,254.2478,236.2373,228.2322,224.2373
HexCer-NS(d16:1/14:1)+H,642.4945,480.4417,462.4311,444.4205,254.2478,236.2373,226.2166,224.2373
HexCer-NS(d16:1/15:0)+H,658.5258,496.473,478.4624,460.4518,254.2478,236.2373,242.2478,224.2373
HexCer-NS(d16:1/15:1)+H,656.5101,494.4573,476.4467,458.4362,254.2478,236.2373,240.2322,224.2373
HexCer-NS(d16:1/16:0)+H,672.5414,510.4886,492.478,474.4675,254.2478,236.2373,256.2635,224.2373
HexCer-NS(d16:1/16:1)+H,670.5258,508.473,490.4624,472.4518,254.2478,236.2373,254.2478,224.2373
HexCer-NS(d16:1/16:2)+H,668.5101,506.4573,488.4467,470.4362,254.2478,236.2373,252.2322,224.2373
HexCer-NS(d16:1/17:0)+H,686.5571,524.5043,506.4937,488.4831,254.2478,236.2373,270.2791,224.2373
HexCer-NS(d16:1/18:0)+H,700.5728,538.5199,520.5093,502.4988,254.2478,236.2373,284.2948,224.2373
HexCer-NS(d16:1/18:1)+H,698.5571,536.5043,518.4937,500.4831,254.2478,236.2373,282.2791,224.2373
HexCer-NS(d16:1/18:2)+H,696.5414,534.4886,516.478,498.4675,254.2478,236.2373,280.2635,224.2373
HexCer-NS(d16:1/19:0)+H,714.5884,552.5356,534.525,516.5144,254.2478,236.2373,298.3105,224.2373
HexCer-NS(d16:1/19:1)+H,712.5728,550.5199,532.5093,514.4988,254.2478,236.2373,296.2948,224.2373
HexCer-NS(d16:1/20:0)+H,728.6041,566.5512,548.5406,530.5301,254.2478,236.2373,312.3261,224.2373
HexCer-NS(d16:1/20:1)+H,726.5884,564.5356,546.525,528.5144,254.2478,236.2373,310.3105,224.2373
HexCer-NS(d16:1/20:2)+H,724.5728,562.5199,544.5093,526.4988,254.2478,236.2373,308.2948,224.2373
HexCer-NS(d16:1/21:0)+H,742.6197,580.5668,562.5563,544.5457,254.2478,236.2373,326.3417,224.2373
HexCer-NS(d16:1/21:1)+H,740.6041,578.5512,560.5406,542.5301,254.2478,236.2373,324.3261,224.2373
HexCer-NS(d16:1/22:0)+H,756.6353,594.5825,576.572,558.5613,254.2478,236.2373,340.3574,224.2373
HexCer-NS(d16:1/22:1)+H,754.6197,592.5668,574.5563,556.5457,254.2478,236.2373,338.3417,224.2373
HexCer-NS(d16:1/22:2)+H,752.6041,590.5512,572.5406,554.5301,254.2478,236.2373,336.3261,224.2373
HexCer-NS(d16:1/23:0)+H,770.651,608.5981,590.5876,572.577,254.2478,236.2373,354.373,224.2373
HexCer-NS(d16:1/23:1)+H,768.6353,606.5825,588.572,570.5613,254.2478,236.2373,352.3574,224.2373
HexCer-NS(d16:1/24:0)+H,784.6666,622.6138,604.6032,586.5927,254.2478,236.2373,368.3887,224.2373
HexCer-NS(d16:1/24:1)+H,782.651,620.5981,602.5876,584.577,254.2478,236.2373,366.373,224.2373
HexCer-NS(d16:1/24:2)+H,780.6353,618.5825,600.572,582.5613,254.2478,236.2373,364.3574,224.2373
HexCer-NS(d16:1/25:0)+H,798.6823,636.6295,618.6189,600.6083,254.2478,236.2373,382.4044,224.2373
HexCer-NS(d16:1/25:1)+H,796.6666,634.6138,616.6032,598.5927,254.2478,236.2373,380.3887,224.2373
HexCer-NS(d16:1/26:0)+H,812.6979,650.6451,632.6345,614.624,254.2478,236.2373,396.42,224.2373
HexCer-NS(d16:1/26:1)+H,810.6823,648.6295,630.6189,612.6083,254.2478,236.2373,394.4044,224.2373
HexCer-NS(d16:1/26:2)+H,808.6666,646.6138,628.6032,610.5927,254.2478,236.2373,392.3887,224.2373
HexCer-NS(d16:1/27:0)+H,826.7136,664.6608,646.6502,628.6396,254.2478,236.2373,410.4356,224.2373
HexCer-NS(d16:1/27:1)+H,824.6979,662.6451,644.6345,626.624,254.2478,236.2373,408.42,224.2373
HexCer-NS(d16:1/28:0)+H,840.7292,678.6764,660.6658,642.6553,254.2478,236.2373,424.4513,224.2373
HexCer-NS(d16:1/28:1)+H,838.7136,676.6608,658.6502,640.6396,254.2478,236.2373,422.4356,224.2373
HexCer-NS(d16:1/28:2)+H,836.6979,674.6451,656.6345,638.624,254.2478,236.2373,420.42,224.2373
HexCer-NS(d16:1/29:0)+H,854.7449,692.6921,674.6815,656.6709,254.2478,236.2373,438.4669,224.2373
HexCer-NS(d16:1/29:1)+H,852.7292,690.6764,672.6658,654.6553,254.2478,236.2373,436.4513,224.2373
