PEG,[M+?]+,fragment 1,fragment 2
PEG(n=28_Na+_CH2=5_DBE=0_(2-NH3)),1343.860,89.0602,133.0859
PEG(n=28_H+_CH2=7_DBE=3_(2-NH3)),1343.862,89.0602,133.0859
PEG(n=24_Na+_CH2=18_DBE=3_),1343.863,89.0602,133.0859
PEG(n=25_Na+_CH2=15_DBE=4_(2-NH3)),1343.874,89.0602,133.0859
PEG(n=23_H+_CH2=19_DBE=1_(3-OH)),1343.886,89.0602,133.0859
PEG(n=24_H+_CH2=17_DBE=1_(2-OH)),1343.887,89.0602,133.0859
PEG(n=27_H+_CH2=10_DBE=2_(2-NH3)),1343.898,89.0602,133.0859
PEG(n=24_Na+_CH2=18_DBE=3_(2-NH3)),1343.911,89.0602,133.0859
PEG(n=24_H+_CH2=18_DBE=0_(1-OH)),1343.923,89.0602,133.0859
PEG(n=26_H+_CH2=13_DBE=1_(2-NH3)),1343.934,89.0602,133.0859
PEG(n=25_H+_CH2=16_DBE=0_(1-NH3)),1343.947,89.0602,133.0859
PEG(n=25_H+_CH2=16_DBE=0_(2-NH3)),1343.971,89.0602,133.0859
PEG(n=29_NH4+_CH2=1_DBE=5_(2=O)),1344.700,89.0602,133.0859
PEG(n=26_NH4+_CH2=8_DBE=6_(4-OH)),1344.736,89.0602,133.0859
PEG(n=27_NH4+_CH2=6_DBE=6_(3-OH)),1344.737,89.0602,133.0859
PEG(n=28_NH4+_CH2=1_DBE=1_(4-OH)),1344.758,89.0602,133.0859
PEG(n=30_NH4+_CH2=0_DBE=6_(1-NH3)),1344.761,89.0602,133.0859
PEG(n=25_NH4+_CH2=11_DBE=5_(4-OH)),1344.773,89.0602,133.0859
PEG(n=30_NH4+_CH2=0_DBE=6_(2-NH3)),1344.784,89.0602,133.0859
PEG(n=27_NH4+_CH2=4_DBE=0_(4-OH)),1344.794,89.0602,133.0859
PEG(n=28_NH4+_CH2=2_DBE=0_(3-OH)),1344.795,89.0602,133.0859
PEG(n=29_NH4+_CH2=3_DBE=5_(1-NH3)),1344.797,89.0602,133.0859
PEG(n=24_NH4+_CH2=14_DBE=4_(4-OH)),1344.809,89.0602,133.0859
PEG(n=29_NH4+_CH2=3_DBE=5_(2-NH3)),1344.821,89.0602,133.0859
PEG(n=28_NH4+_CH2=6_DBE=4_(1-NH3)),1344.833,89.0602,133.0859
PEG(n=23_NH4+_CH2=17_DBE=3_(4-OH)),1344.845,89.0602,133.0859
PEG(n=25_NH4+_CH2=13_DBE=1_(2=O)),1344.846,89.0602,133.0859
PEG(n=28_NH4+_CH2=6_DBE=4_(2-NH3)),1344.857,89.0602,133.0859
PEG(n=27_NH4+_CH2=9_DBE=3_(1-NH3)),1344.870,89.0602,133.0859
PEG(n=23_NH4+_CH2=18_DBE=2_(3-OH)),1344.882,89.0602,133.0859
PEG(n=27_NH4+_CH2=9_DBE=3_(2-NH3)),1344.893,89.0602,133.0859
PEG(n=23_NH4+_CH2=19_DBE=1_(2-OH)),1344.918,89.0602,133.0859
PEG(n=25_NH4+_CH2=15_DBE=1_(1-NH3)),1344.942,89.0602,133.0859
PEG(n=24_NH4+_CH2=18_DBE=0_),1344.955,89.0602,133.0859
PEG(n=25_NH4+_CH2=15_DBE=1_(2-NH3)),1344.966,89.0602,133.0859
PEG(n=24_NH4+_CH2=18_DBE=0_(1-NH3)),1344.978,89.0602,133.0859
PEG(n=24_NH4+_CH2=18_DBE=0_(2-NH3)),1345.002,89.0602,133.0859
PEG(n=28_Na+_CH2=4_DBE=6_(2=O)),1345.661,89.0602,133.0859
PEG(n=28_Na+_CH2=1_DBE=3_(4-OH)),1345.682,89.0602,133.0859
PEG(n=28_H+_CH2=3_DBE=6_(4-OH)),1345.684,89.0602,133.0859
PEG(n=27_Na+_CH2=7_DBE=5_(2=O)),1345.697,89.0602,133.0859
PEG(n=27_Na+_CH2=4_DBE=2_(4-OH)),1345.718,89.0602,133.0859
PEG(n=28_Na+_CH2=2_DBE=2_(3-OH)),1345.719,89.0602,133.0859
PEG(n=27_H+_CH2=6_DBE=5_(4-OH)),1345.721,89.0602,133.0859
PEG(n=24_Na+_CH2=14_DBE=6_(4-OH)),1345.733,89.0602,133.0859
PEG(n=26_Na+_CH2=7_DBE=1_(4-OH)),1345.755,89.0602,133.0859
PEG(n=26_H+_CH2=9_DBE=4_(4-OH)),1345.757,89.0602,133.0859
PEG(n=23_Na+_CH2=17_DBE=5_(4-OH)),1345.769,89.0602,133.0859
PEG(n=25_Na+_CH2=13_DBE=3_(2=O)),1345.770,89.0602,133.0859
PEG(n=25_H+_CH2=15_DBE=6_(2=O)),1345.772,89.0602,133.0859
PEG(n=28_Na+_CH2=6_DBE=6_(2-NH3)),1345.781,89.0602,133.0859
PEG(n=25_Na+_CH2=10_DBE=0_(4-OH)),1345.791,89.0602,133.0859
PEG(n=26_H+_CH2=10_DBE=3_(3-OH)),1345.793,89.0602,133.0859
PEG(n=27_Na+_CH2=9_DBE=5_(1-NH3)),1345.794,89.0602,133.0859
PEG(n=30_H+_CH2=1_DBE=4_(2-NH3)),1345.805,89.0602,133.0859
PEG(n=23_Na+_CH2=18_DBE=4_(3-OH)),1345.806,89.0602,133.0859
PEG(n=24_H+_CH2=18_DBE=5_(2=O)),1345.808,89.0602,133.0859
PEG(n=29_Na+_CH2=2_DBE=0_(1-NH3)),1345.815,89.0602,133.0859
PEG(n=27_Na+_CH2=9_DBE=5_(2-NH3)),1345.817,89.0602,133.0859
PEG(n=24_H+_CH2=15_DBE=2_(4-OH)),1345.829,89.0602,133.0859
PEG(n=25_H+_CH2=13_DBE=2_(3-OH)),1345.830,89.0602,133.0859
PEG(n=29_Na+_CH2=2_DBE=0_(2-NH3)),1345.839,89.0602,133.0859
PEG(n=29_H+_CH2=4_DBE=3_(2-NH3)),1345.841,89.0602,133.0859
PEG(n=23_Na+_CH2=19_DBE=1_(2=O)),1345.842,89.0602,133.0859
PEG(n=24_H+_CH2=19_DBE=5_(1=O)),1345.844,89.0602,133.0859
PEG(n=28_H+_CH2=7_DBE=2_(1-NH3)),1345.854,89.0602,133.0859
PEG(n=23_H+_CH2=18_DBE=1_(4-OH)),1345.866,89.0602,133.0859
PEG(n=25_H+_CH2=17_DBE=6_(1-NH3)),1345.868,89.0602,133.0859
PEG(n=28_H+_CH2=7_DBE=2_(2-NH3)),1345.877,89.0602,133.0859
PEG(n=24_Na+_CH2=18_DBE=2_),1345.879,89.0602,133.0859
PEG(n=25_Na+_CH2=15_DBE=3_(2-NH3)),1345.890,89.0602,133.0859
PEG(n=25_H+_CH2=17_DBE=6_(2-NH3)),1345.892,89.0602,133.0859
PEG(n=23_H+_CH2=19_DBE=0_(3-OH)),1345.902,89.0602,133.0859
PEG(n=27_H+_CH2=10_DBE=1_(2-NH3)),1345.914,89.0602,133.0859
PEG(n=24_Na+_CH2=18_DBE=2_(2-NH3)),1345.926,89.0602,133.0859
PEG(n=26_H+_CH2=13_DBE=0_(2-NH3)),1345.950,89.0602,133.0859
PEG(n=27_NH4+_CH2=5_DBE=6_(4-OH)),1346.716,89.0602,133.0859
PEG(n=26_NH4+_CH2=8_DBE=5_(4-OH)),1346.752,89.0602,133.0859
PEG(n=30_NH4+_CH2=0_DBE=5_),1346.753,89.0602,133.0859
PEG(n=28_NH4+_CH2=1_DBE=0_(4-OH)),1346.774,89.0602,133.0859
PEG(n=30_NH4+_CH2=0_DBE=5_(1-NH3)),1346.776,89.0602,133.0859
PEG(n=25_NH4+_CH2=11_DBE=4_(4-OH)),1346.788,89.0602,133.0859
PEG(n=26_NH4+_CH2=9_DBE=4_(3-OH)),1346.789,89.0602,133.0859
PEG(n=30_NH4+_CH2=0_DBE=5_(2-NH3)),1346.800,89.0602,133.0859
PEG(n=24_NH4+_CH2=17_DBE=6_(2=O)),1346.803,89.0602,133.0859
PEG(n=29_NH4+_CH2=3_DBE=4_(1-NH3)),1346.813,89.0602,133.0859
PEG(n=24_NH4+_CH2=14_DBE=3_(4-OH)),1346.825,89.0602,133.0859
PEG(n=29_NH4+_CH2=3_DBE=4_(2-NH3)),1346.836,89.0602,133.0859
PEG(n=24_NH4+_CH2=18_DBE=6_(1=O)),1346.840,89.0602,133.0859
PEG(n=28_NH4+_CH2=6_DBE=3_(1-NH3)),1346.849,89.0602,133.0859
PEG(n=23_NH4+_CH2=17_DBE=2_(4-OH)),1346.861,89.0602,133.0859
PEG(n=28_NH4+_CH2=6_DBE=3_(2-NH3)),1346.873,89.0602,133.0859
PEG(n=24_NH4+_CH2=19_DBE=6_),1346.876,89.0602,133.0859
PEG(n=27_NH4+_CH2=9_DBE=2_(1-NH3)),1346.885,89.0602,133.0859
PEG(n=23_NH4+_CH2=18_DBE=1_(3-OH)),1346.897,89.0602,133.0859
PEG(n=24_NH4+_CH2=16_DBE=1_(2-OH)),1346.898,89.0602,133.0859
PEG(n=24_NH4+_CH2=19_DBE=6_(1-NH3)),1346.900,89.0602,133.0859
PEG(n=27_NH4+_CH2=9_DBE=2_(2-NH3)),1346.909,89.0602,133.0859
PEG(n=24_NH4+_CH2=19_DBE=6_(2-NH3)),1346.924,89.0602,133.0859
PEG(n=23_NH4+_CH2=19_DBE=0_(2-OH)),1346.934,89.0602,133.0859
PEG(n=25_NH4+_CH2=15_DBE=0_(1-NH3)),1346.958,89.0602,133.0859
PEG(n=25_NH4+_CH2=15_DBE=0_(2-NH3)),1346.982,89.0602,133.0859
PEG(n=29_Na+_CH2=1_DBE=6_(2=O)),1347.640,89.0602,133.0859
PEG(n=29_H+_CH2=0_DBE=6_(4-OH)),1347.664,89.0602,133.0859
PEG(n=28_Na+_CH2=4_DBE=5_(2=O)),1347.676,89.0602,133.0859
PEG(n=28_Na+_CH2=1_DBE=2_(4-OH)),1347.698,89.0602,133.0859
PEG(n=28_H+_CH2=3_DBE=5_(4-OH)),1347.700,89.0602,133.0859
PEG(n=25_Na+_CH2=11_DBE=6_(4-OH)),1347.712,89.0602,133.0859
PEG(n=26_Na+_CH2=9_DBE=6_(3-OH)),1347.713,89.0602,133.0859
PEG(n=27_Na+_CH2=4_DBE=1_(4-OH)),1347.734,89.0602,133.0859
PEG(n=27_H+_CH2=6_DBE=4_(4-OH)),1347.736,89.0602,133.0859
PEG(n=30_H+_CH2=0_DBE=3_(1=O)),1347.737,89.0602,133.0859
PEG(n=24_Na+_CH2=14_DBE=5_(4-OH)),1347.749,89.0602,133.0859
PEG(n=29_Na+_CH2=3_DBE=6_(2-NH3)),1347.760,89.0602,133.0859
PEG(n=26_Na+_CH2=7_DBE=0_(4-OH)),1347.770,89.0602,133.0859
PEG(n=27_Na+_CH2=5_DBE=0_(3-OH)),1347.771,89.0602,133.0859
PEG(n=26_H+_CH2=9_DBE=3_(4-OH)),1347.773,89.0602,133.0859
PEG(n=23_Na+_CH2=17_DBE=4_(4-OH)),1347.785,89.0602,133.0859
PEG(n=25_H+_CH2=15_DBE=5_(2=O)),1347.787,89.0602,133.0859
PEG(n=28_Na+_CH2=6_DBE=5_(2-NH3)),1347.797,89.0602,133.0859
PEG(n=26_H+_CH2=10_DBE=2_(3-OH)),1347.809,89.0602,133.0859
PEG(n=30_H+_CH2=1_DBE=3_(2-NH3)),1347.821,89.0602,133.0859
PEG(n=24_Na+_CH2=16_DBE=1_(2=O)),1347.822,89.0602,133.0859
PEG(n=24_H+_CH2=18_DBE=4_(2=O)),1347.824,89.0602,133.0859
PEG(n=27_Na+_CH2=9_DBE=4_(2-NH3)),1347.833,89.0602,133.0859
PEG(n=24_H+_CH2=15_DBE=1_(4-OH)),1347.845,89.0602,133.0859
PEG(n=28_H+_CH2=7_DBE=1_),1347.846,89.0602,133.0859
PEG(n=26_H+_CH2=14_DBE=6_(1-NH3)),1347.848,89.0602,133.0859
PEG(n=29_H+_CH2=4_DBE=2_(2-NH3)),1347.857,89.0602,133.0859
PEG(n=23_Na+_CH2=19_DBE=0_(2=O)),1347.858,89.0602,133.0859
PEG(n=24_H+_CH2=19_DBE=4_(1=O)),1347.860,89.0602,133.0859
PEG(n=28_H+_CH2=7_DBE=1_(1-NH3)),1347.869,89.0602,133.0859
PEG(n=26_H+_CH2=14_DBE=6_(2-NH3)),1347.871,89.0602,133.0859
PEG(n=23_H+_CH2=18_DBE=0_(4-OH)),1347.881,89.0602,133.0859
PEG(n=24_H+_CH2=16_DBE=0_(3-OH)),1347.882,89.0602,133.0859
PEG(n=25_H+_CH2=17_DBE=5_(1-NH3)),1347.884,89.0602,133.0859
PEG(n=28_H+_CH2=7_DBE=1_(2-NH3)),1347.893,89.0602,133.0859
PEG(n=24_Na+_CH2=18_DBE=1_),1347.894,89.0602,133.0859
PEG(n=25_Na+_CH2=15_DBE=2_(2-NH3)),1347.906,89.0602,133.0859
PEG(n=25_H+_CH2=17_DBE=5_(2-NH3)),1347.908,89.0602,133.0859
PEG(n=24_Na+_CH2=18_DBE=1_(1-NH3)),1347.918,89.0602,133.0859
PEG(n=27_H+_CH2=10_DBE=0_(2-NH3)),1347.929,89.0602,133.0859
PEG(n=24_Na+_CH2=18_DBE=1_(2-NH3)),1347.942,89.0602,133.0859
PEG(n=28_NH4+_CH2=2_DBE=6_(4-OH)),1348.695,89.0602,133.0859
PEG(n=27_NH4+_CH2=5_DBE=5_(4-OH)),1348.732,89.0602,133.0859
PEG(n=26_NH4+_CH2=8_DBE=4_(4-OH)),1348.768,89.0602,133.0859
PEG(n=25_NH4+_CH2=14_DBE=6_(2=O)),1348.783,89.0602,133.0859
PEG(n=30_NH4+_CH2=0_DBE=4_(1-NH3)),1348.792,89.0602,133.0859
PEG(n=25_NH4+_CH2=11_DBE=3_(4-OH)),1348.804,89.0602,133.0859
PEG(n=29_NH4+_CH2=3_DBE=3_),1348.805,89.0602,133.0859
PEG(n=30_NH4+_CH2=0_DBE=4_(2-NH3)),1348.816,89.0602,133.0859
PEG(n=24_NH4+_CH2=17_DBE=5_(2=O)),1348.819,89.0602,133.0859
PEG(n=29_NH4+_CH2=3_DBE=3_(1-NH3)),1348.828,89.0602,133.0859
PEG(n=24_NH4+_CH2=14_DBE=2_(4-OH)),1348.840,89.0602,133.0859
PEG(n=26_NH4+_CH2=10_DBE=0_(2=O)),1348.841,89.0602,133.0859
PEG(n=29_NH4+_CH2=3_DBE=3_(2-NH3)),1348.852,89.0602,133.0859
PEG(n=24_NH4+_CH2=18_DBE=5_(1=O)),1348.855,89.0602,133.0859
PEG(n=28_NH4+_CH2=6_DBE=2_(1-NH3)),1348.865,89.0602,133.0859
PEG(n=23_NH4+_CH2=17_DBE=1_(4-OH)),1348.877,89.0602,133.0859
PEG(n=25_NH4+_CH2=16_DBE=6_(1-NH3)),1348.879,89.0602,133.0859
PEG(n=28_NH4+_CH2=6_DBE=2_(2-NH3)),1348.888,89.0602,133.0859
PEG(n=24_NH4+_CH2=19_DBE=5_),1348.892,89.0602,133.0859
PEG(n=27_NH4+_CH2=9_DBE=1_(1-NH3)),1348.901,89.0602,133.0859
PEG(n=25_NH4+_CH2=16_DBE=6_(2-NH3)),1348.903,89.0602,133.0859
PEG(n=23_NH4+_CH2=18_DBE=0_(3-OH)),1348.913,89.0602,133.0859
PEG(n=24_NH4+_CH2=19_DBE=5_(1-NH3)),1348.916,89.0602,133.0859
PEG(n=27_NH4+_CH2=9_DBE=1_(2-NH3)),1348.925,89.0602,133.0859
PEG(n=24_NH4+_CH2=19_DBE=5_(2-NH3)),1348.939,89.0602,133.0859
PEG(n=29_Na+_CH2=1_DBE=5_(2=O)),1349.656,89.0602,133.0859
PEG(n=29_H+_CH2=0_DBE=5_(4-OH)),1349.679,89.0602,133.0859
PEG(n=26_Na+_CH2=8_DBE=6_(4-OH)),1349.692,89.0602,133.0859
PEG(n=28_Na+_CH2=1_DBE=1_(4-OH)),1349.714,89.0602,133.0859
PEG(n=28_H+_CH2=3_DBE=4_(4-OH)),1349.716,89.0602,133.0859
PEG(n=25_Na+_CH2=11_DBE=5_(4-OH)),1349.728,89.0602,133.0859
PEG(n=29_Na+_CH2=3_DBE=5_),1349.729,89.0602,133.0859
PEG(n=27_H+_CH2=9_DBE=6_(2=O)),1349.730,89.0602,133.0859
PEG(n=30_Na+_CH2=0_DBE=6_(2-NH3)),1349.740,89.0602,133.0859
PEG(n=27_Na+_CH2=4_DBE=0_(4-OH)),1349.750,89.0602,133.0859
PEG(n=27_H+_CH2=6_DBE=3_(4-OH)),1349.752,89.0602,133.0859
PEG(n=24_Na+_CH2=14_DBE=4_(4-OH)),1349.764,89.0602,133.0859
PEG(n=26_Na+_CH2=10_DBE=2_(2=O)),1349.765,89.0602,133.0859
PEG(n=27_H+_CH2=10_DBE=6_(1=O)),1349.767,89.0602,133.0859
PEG(n=29_Na+_CH2=3_DBE=5_(2-NH3)),1349.776,89.0602,133.0859
PEG(n=26_H+_CH2=9_DBE=2_(4-OH)),1349.788,89.0602,133.0859
PEG(n=29_H+_CH2=3_DBE=1_(1=O)),1349.789,89.0602,133.0859
PEG(n=23_Na+_CH2=17_DBE=3_(4-OH)),1349.801,89.0602,133.0859
PEG(n=23_H+_CH2=19_DBE=6_(4-OH)),1349.803,89.0602,133.0859
PEG(n=28_Na+_CH2=6_DBE=4_(2-NH3)),1349.812,89.0602,133.0859
PEG(n=26_H+_CH2=10_DBE=1_(3-OH)),1349.825,89.0602,133.0859
PEG(n=27_H+_CH2=11_DBE=6_(1-NH3)),1349.827,89.0602,133.0859
PEG(n=30_H+_CH2=1_DBE=2_(2-NH3)),1349.836,89.0602,133.0859
PEG(n=23_Na+_CH2=18_DBE=2_(3-OH)),1349.837,89.0602,133.0859
PEG(n=24_H+_CH2=18_DBE=3_(2=O)),1349.839,89.0602,133.0859
PEG(n=26_H+_CH2=14_DBE=5_),1349.840,89.0602,133.0859
PEG(n=27_Na+_CH2=9_DBE=3_(2-NH3)),1349.849,89.0602,133.0859
PEG(n=27_H+_CH2=11_DBE=6_(2-NH3)),1349.851,89.0602,133.0859
PEG(n=24_H+_CH2=15_DBE=0_(4-OH)),1349.861,89.0602,133.0859
PEG(n=26_H+_CH2=14_DBE=5_(1-NH3)),1349.863,89.0602,133.0859
PEG(n=29_H+_CH2=4_DBE=1_(2-NH3)),1349.873,89.0602,133.0859
PEG(n=23_Na+_CH2=19_DBE=1_(2-OH)),1349.874,89.0602,133.0859
PEG(n=24_H+_CH2=19_DBE=3_(1=O)),1349.876,89.0602,133.0859
PEG(n=28_H+_CH2=7_DBE=0_(1-NH3)),1349.885,89.0602,133.0859
PEG(n=26_H+_CH2=14_DBE=5_(2-NH3)),1349.887,89.0602,133.0859
PEG(n=25_Na+_CH2=15_DBE=1_(1-NH3)),1349.898,89.0602,133.0859
PEG(n=25_H+_CH2=17_DBE=4_(1-NH3)),1349.900,89.0602,133.0859
PEG(n=28_H+_CH2=7_DBE=0_(2-NH3)),1349.909,89.0602,133.0859
PEG(n=24_Na+_CH2=18_DBE=0_),1349.910,89.0602,133.0859
PEG(n=25_Na+_CH2=15_DBE=1_(2-NH3)),1349.921,89.0602,133.0859
PEG(n=25_H+_CH2=17_DBE=4_(2-NH3)),1349.923,89.0602,133.0859
PEG(n=24_Na+_CH2=18_DBE=0_(1-NH3)),1349.934,89.0602,133.0859
PEG(n=24_Na+_CH2=18_DBE=0_(2-NH3)),1349.958,89.0602,133.0859
PEG(n=28_NH4+_CH2=2_DBE=5_(4-OH)),1350.711,89.0602,133.0859
PEG(n=27_NH4+_CH2=5_DBE=4_(4-OH)),1350.747,89.0602,133.0859
PEG(n=26_NH4+_CH2=11_DBE=6_(2=O)),1350.762,89.0602,133.0859
PEG(n=26_NH4+_CH2=8_DBE=3_(4-OH)),1350.784,89.0602,133.0859
PEG(n=25_NH4+_CH2=14_DBE=5_(2=O)),1350.798,89.0602,133.0859
PEG(n=30_NH4+_CH2=0_DBE=3_(1-NH3)),1350.808,89.0602,133.0859
PEG(n=25_NH4+_CH2=11_DBE=2_(4-OH)),1350.820,89.0602,133.0859
PEG(n=30_NH4+_CH2=0_DBE=3_(2-NH3)),1350.832,89.0602,133.0859
PEG(n=23_NH4+_CH2=19_DBE=6_(3-OH)),1350.835,89.0602,133.0859
PEG(n=29_NH4+_CH2=3_DBE=2_(1-NH3)),1350.844,89.0602,133.0859
PEG(n=24_NH4+_CH2=14_DBE=1_(4-OH)),1350.856,89.0602,133.0859
PEG(n=28_NH4+_CH2=6_DBE=1_),1350.857,89.0602,133.0859
PEG(n=26_NH4+_CH2=13_DBE=6_(1-NH3)),1350.859,89.0602,133.0859
PEG(n=29_NH4+_CH2=3_DBE=2_(2-NH3)),1350.868,89.0602,133.0859
PEG(n=24_NH4+_CH2=18_DBE=4_(1=O)),1350.871,89.0602,133.0859
PEG(n=28_NH4+_CH2=6_DBE=1_(1-NH3)),1350.880,89.0602,133.0859
PEG(n=26_NH4+_CH2=13_DBE=6_(2-NH3)),1350.882,89.0602,133.0859
PEG(n=23_NH4+_CH2=17_DBE=0_(4-OH)),1350.892,89.0602,133.0859
PEG(n=24_NH4+_CH2=15_DBE=0_(3-OH)),1350.893,89.0602,133.0859
PEG(n=25_NH4+_CH2=16_DBE=5_(1-NH3)),1350.895,89.0602,133.0859
PEG(n=28_NH4+_CH2=6_DBE=1_(2-NH3)),1350.904,89.0602,133.0859
PEG(n=24_NH4+_CH2=19_DBE=4_),1350.907,89.0602,133.0859
PEG(n=27_NH4+_CH2=9_DBE=0_(1-NH3)),1350.917,89.0602,133.0859
PEG(n=25_NH4+_CH2=16_DBE=5_(2-NH3)),1350.919,89.0602,133.0859
PEG(n=24_NH4+_CH2=19_DBE=4_(1-NH3)),1350.931,89.0602,133.0859
PEG(n=27_NH4+_CH2=9_DBE=0_(2-NH3)),1350.940,89.0602,133.0859
PEG(n=24_NH4+_CH2=19_DBE=4_(2-NH3)),1350.955,89.0602,133.0859
PEG(n=27_Na+_CH2=5_DBE=6_(4-OH)),1351.671,89.0602,133.0859
PEG(n=29_H+_CH2=0_DBE=4_(4-OH)),1351.695,89.0602,133.0859
PEG(n=26_Na+_CH2=8_DBE=5_(4-OH)),1351.708,89.0602,133.0859
PEG(n=28_H+_CH2=6_DBE=6_(2=O)),1351.710,89.0602,133.0859
PEG(n=28_Na+_CH2=1_DBE=0_(4-OH)),1351.729,89.0602,133.0859
PEG(n=28_H+_CH2=3_DBE=3_(4-OH)),1351.731,89.0602,133.0859
PEG(n=30_Na+_CH2=0_DBE=5_(1-NH3)),1351.732,89.0602,133.0859
PEG(n=25_Na+_CH2=11_DBE=4_(4-OH)),1351.744,89.0602,133.0859
PEG(n=27_H+_CH2=9_DBE=5_(2=O)),1351.746,89.0602,133.0859
PEG(n=30_Na+_CH2=0_DBE=5_(2-NH3)),1351.756,89.0602,133.0859
PEG(n=24_Na+_CH2=17_DBE=6_(2=O)),1351.759,89.0602,133.0859
PEG(n=27_H+_CH2=6_DBE=2_(4-OH)),1351.768,89.0602,133.0859
PEG(n=24_Na+_CH2=14_DBE=3_(4-OH)),1351.780,89.0602,133.0859
PEG(n=28_Na+_CH2=6_DBE=3_),1351.781,89.0602,133.0859
PEG(n=24_H+_CH2=16_DBE=6_(4-OH)),1351.782,89.0602,133.0859
PEG(n=27_H+_CH2=10_DBE=5_(1=O)),1351.783,89.0602,133.0859
PEG(n=29_Na+_CH2=3_DBE=4_(2-NH3)),1351.792,89.0602,133.0859
PEG(n=24_Na+_CH2=18_DBE=6_(1=O)),1351.795,89.0602,133.0859
PEG(n=26_H+_CH2=9_DBE=1_(4-OH)),1351.804,89.0602,133.0859
PEG(n=28_H+_CH2=8_DBE=6_(1-NH3)),1351.806,89.0602,133.0859
PEG(n=23_Na+_CH2=17_DBE=2_(4-OH)),1351.816,89.0602,133.0859
PEG(n=24_Na+_CH2=15_DBE=2_(3-OH)),1351.817,89.0602,133.0859
PEG(n=23_H+_CH2=19_DBE=5_(4-OH)),1351.819,89.0602,133.0859
PEG(n=28_Na+_CH2=6_DBE=3_(2-NH3)),1351.828,89.0602,133.0859
PEG(n=28_H+_CH2=8_DBE=6_(2-NH3)),1351.830,89.0602,133.0859
PEG(n=24_Na+_CH2=19_DBE=6_),1351.831,89.0602,133.0859
PEG(n=26_H+_CH2=10_DBE=0_(3-OH)),1351.840,89.0602,133.0859
PEG(n=28_H+_CH2=6_DBE=0_(1-OH)),1351.841,89.0602,133.0859
PEG(n=27_H+_CH2=11_DBE=5_(1-NH3)),1351.843,89.0602,133.0859
PEG(n=30_H+_CH2=1_DBE=1_(2-NH3)),1351.852,89.0602,133.0859
PEG(n=23_Na+_CH2=18_DBE=1_(3-OH)),1351.853,89.0602,133.0859
PEG(n=24_H+_CH2=18_DBE=2_(2=O)),1351.855,89.0602,133.0859
PEG(n=27_Na+_CH2=9_DBE=2_(2-NH3)),1351.864,89.0602,133.0859
PEG(n=27_H+_CH2=11_DBE=5_(2-NH3)),1351.867,89.0602,133.0859
PEG(n=24_Na+_CH2=19_DBE=6_(2-NH3)),1351.879,89.0602,133.0859
PEG(n=29_H+_CH2=4_DBE=0_(2-NH3)),1351.888,89.0602,133.0859
PEG(n=23_Na+_CH2=19_DBE=0_(2-OH)),1351.889,89.0602,133.0859
PEG(n=24_H+_CH2=19_DBE=2_(1=O)),1351.891,89.0602,133.0859
PEG(n=25_H+_CH2=17_DBE=3_),1351.892,89.0602,133.0859
PEG(n=26_H+_CH2=14_DBE=4_(2-NH3)),1351.903,89.0602,133.0859
PEG(n=25_Na+_CH2=15_DBE=0_(1-NH3)),1351.913,89.0602,133.0859
PEG(n=25_H+_CH2=17_DBE=3_(1-NH3)),1351.915,89.0602,133.0859
PEG(n=25_Na+_CH2=15_DBE=0_(2-NH3)),1351.937,89.0602,133.0859
PEG(n=25_H+_CH2=17_DBE=3_(2-NH3)),1351.939,89.0602,133.0859
PEG(n=28_NH4+_CH2=2_DBE=4_(4-OH)),1352.727,89.0602,133.0859
PEG(n=27_NH4+_CH2=8_DBE=6_(2=O)),1352.741,89.0602,133.0859
PEG(n=27_NH4+_CH2=5_DBE=3_(4-OH)),1352.763,89.0602,133.0859
PEG(n=26_NH4+_CH2=11_DBE=5_(2=O)),1352.778,89.0602,133.0859
PEG(n=26_NH4+_CH2=8_DBE=2_(4-OH)),1352.799,89.0602,133.0859
PEG(n=29_NH4+_CH2=2_DBE=1_(1=O)),1352.800,89.0602,133.0859
PEG(n=23_NH4+_CH2=18_DBE=6_(4-OH)),1352.814,89.0602,133.0859
PEG(n=30_NH4+_CH2=0_DBE=2_(1-NH3)),1352.823,89.0602,133.0859
PEG(n=25_NH4+_CH2=11_DBE=1_(4-OH)),1352.836,89.0602,133.0859
PEG(n=27_NH4+_CH2=10_DBE=6_(1-NH3)),1352.838,89.0602,133.0859
PEG(n=30_NH4+_CH2=0_DBE=2_(2-NH3)),1352.847,89.0602,133.0859
PEG(n=23_NH4+_CH2=19_DBE=5_(3-OH)),1352.850,89.0602,133.0859
PEG(n=26_NH4+_CH2=13_DBE=5_),1352.851,89.0602,133.0859
PEG(n=29_NH4+_CH2=3_DBE=1_(1-NH3)),1352.860,89.0602,133.0859
PEG(n=27_NH4+_CH2=10_DBE=6_(2-NH3)),1352.862,89.0602,133.0859
PEG(n=24_NH4+_CH2=14_DBE=0_(4-OH)),1352.872,89.0602,133.0859
PEG(n=26_NH4+_CH2=13_DBE=5_(1-NH3)),1352.874,89.0602,133.0859
PEG(n=29_NH4+_CH2=3_DBE=1_(2-NH3)),1352.884,89.0602,133.0859
PEG(n=24_NH4+_CH2=18_DBE=3_(1=O)),1352.887,89.0602,133.0859
PEG(n=28_NH4+_CH2=6_DBE=0_(1-NH3)),1352.896,89.0602,133.0859
PEG(n=26_NH4+_CH2=13_DBE=5_(2-NH3)),1352.898,89.0602,133.0859
