CL,[M-2H+3Na]+,SN1 acyl loss,SN2 acyl loss,SN3 acyl loss,SN4 acyl loss
CL(18:2_18:2_20:3_22:0)-2H+3Na,1602.035447,1321.795367,1321.795367,1295.779727,1261.701527
CL(18:2_18:2_20:3_22:5)-2H+3Na,1591.957196,1311.717116,1311.717116,1285.701476,1261.701476
CL(18:2_18:2_20:3_22:6)-2H+3Na,1589.941546,1309.701466,1309.701466,1283.685826,1261.701466
CL(18:2_18:2_20:4_20:0)-2H+3Na,1571.988496,1291.748416,1291.748416,1267.748416,1259.685856
CL(18:2_18:2_20:4_20:4)-2H+3Na,1563.925896,1283.685816,1283.685816,1259.685816,1259.685816
CL(18:2_18:2_20:4_22:0)-2H+3Na,1600.019797,1319.779717,1319.779717,1295.779717,1259.685877
CL(18:2_18:2_20:4_22:5)-2H+3Na,1589.941546,1309.701466,1309.701466,1285.701466,1259.685826
CL(18:2_18:2_20:4_22:6)-2H+3Na,1587.925896,1307.685816,1307.685816,1283.685816,1259.685816
CL(18:2_18:2_22:5_20:0)-2H+3Na,1598.004146,1317.764066,1317.764066,1267.748426,1285.701506
CL(18:2_18:2_22:5_22:0)-2H+3Na,1626.035447,1345.795367,1345.795367,1295.779727,1285.701527
CL(18:2_18:2_22:5_22:5)-2H+3Na,1615.957196,1335.717116,1335.717116,1285.701476,1285.701476
CL(18:2_18:2_22:5_22:6)-2H+3Na,1613.941546,1333.701466,1333.701466,1283.685826,1285.701466
CL(18:2_18:2_22:6_20:0)-2H+3Na,1595.988496,1315.748416,1315.748416,1267.748416,1283.685856
CL(18:2_18:2_22:6_22:0)-2H+3Na,1624.019797,1343.779717,1343.779717,1295.779717,1283.685877
CL(18:2_18:2_22:6_22:6)-2H+3Na,1611.925896,1331.685816,1331.685816,1283.685816,1283.685816
CL(18:2_18:3_18:3_18:3)-2H+3Na,1509.878946,1229.638866,1231.654506,1231.654506,1231.654506
CL(18:2_18:3_18:3_20:0)-2H+3Na,1543.957196,1263.717116,1265.732756,1265.732756,1231.654556
CL(18:2_18:3_18:3_20:1)-2H+3Na,1541.941546,1261.701466,1263.717106,1263.717106,1231.654546
CL(18:2_18:3_18:3_20:2)-2H+3Na,1539.925896,1259.685816,1261.701456,1261.701456,1231.654536
CL(18:2_18:3_18:3_20:3)-2H+3Na,1537.910246,1257.670166,1259.685806,1259.685806,1231.654526
CL(18:2_18:3_18:3_20:4)-2H+3Na,1535.894596,1255.654516,1257.670156,1257.670156,1231.654516
CL(18:2_18:3_18:3_22:0)-2H+3Na,1571.988496,1291.748416,1293.764056,1293.764056,1231.654576
CL(18:2_18:3_18:3_22:5)-2H+3Na,1561.910246,1281.670166,1283.685806,1283.685806,1231.654526
CL(18:2_18:3_18:3_22:6)-2H+3Na,1559.894596,1279.654516,1281.670156,1281.670156,1231.654516
CL(18:2_18:3_20:1_20:0)-2H+3Na,1576.019797,1295.779717,1297.795357,1265.732797,1263.717157
CL(18:2_18:3_20:1_20:1)-2H+3Na,1574.004146,1293.764066,1295.779706,1263.717146,1263.717146
CL(18:2_18:3_20:1_20:2)-2H+3Na,1571.988496,1291.748416,1293.764056,1261.701496,1263.717136
CL(18:2_18:3_20:1_20:3)-2H+3Na,1569.972846,1289.732766,1291.748406,1259.685846,1263.717126
CL(18:2_18:3_20:1_20:4)-2H+3Na,1567.957196,1287.717116,1289.732756,1257.670196,1263.717116
CL(18:2_18:3_20:1_22:0)-2H+3Na,1604.051097,1323.811017,1325.826657,1293.764097,1263.717177
CL(18:2_18:3_20:1_22:5)-2H+3Na,1593.972846,1313.732766,1315.748406,1283.685846,1263.717126
CL(18:2_18:3_20:1_22:6)-2H+3Na,1591.957196,1311.717116,1313.732756,1281.670196,1263.717116
CL(18:2_18:3_20:2_20:0)-2H+3Na,1574.004146,1293.764066,1295.779706,1265.732786,1261.701506
CL(18:2_18:3_20:2_20:2)-2H+3Na,1569.972846,1289.732766,1291.748406,1261.701486,1261.701486
CL(18:2_18:3_20:2_20:3)-2H+3Na,1567.957196,1287.717116,1289.732756,1259.685836,1261.701476
CL(18:2_18:3_20:2_20:4)-2H+3Na,1565.941546,1285.701466,1287.717106,1257.670186,1261.701466
CL(18:2_18:3_20:2_22:0)-2H+3Na,1602.035447,1321.795367,1323.811007,1293.764087,1261.701527
CL(18:2_18:3_20:2_22:5)-2H+3Na,1591.957196,1311.717116,1313.732756,1283.685836,1261.701476
CL(18:2_18:3_20:2_22:6)-2H+3Na,1589.941546,1309.701466,1311.717106,1281.670186,1261.701466
CL(18:2_18:3_20:3_20:0)-2H+3Na,1571.988496,1291.748416,1293.764056,1265.732776,1259.685856
CL(18:2_18:3_20:3_20:3)-2H+3Na,1565.941546,1285.701466,1287.717106,1259.685826,1259.685826
CL(18:2_18:3_20:3_20:4)-2H+3Na,1563.925896,1283.685816,1285.701456,1257.670176,1259.685816
CL(18:2_18:3_20:3_22:0)-2H+3Na,1600.019797,1319.779717,1321.795357,1293.764077,1259.685877
CL(18:2_18:3_20:3_22:5)-2H+3Na,1589.941546,1309.701466,1311.717106,1283.685826,1259.685826
CL(18:2_18:3_20:3_22:6)-2H+3Na,1587.925896,1307.685816,1309.701456,1281.670176,1259.685816
CL(18:2_18:3_20:4_20:0)-2H+3Na,1569.972846,1289.732766,1291.748406,1265.732766,1257.670206
CL(18:2_18:3_20:4_20:4)-2H+3Na,1561.910246,1281.670166,1283.685806,1257.670166,1257.670166
CL(18:2_18:3_20:4_22:0)-2H+3Na,1598.004146,1317.764066,1319.779706,1293.764066,1257.670226
CL(18:2_18:3_20:4_22:5)-2H+3Na,1587.925896,1307.685816,1309.701456,1283.685816,1257.670176
CL(18:2_18:3_20:4_22:6)-2H+3Na,1585.910246,1305.670166,1307.685806,1281.670166,1257.670166
CL(18:2_18:3_22:5_20:0)-2H+3Na,1595.988496,1315.748416,1317.764056,1265.732776,1283.685856
CL(18:2_18:3_22:5_22:0)-2H+3Na,1624.019797,1343.779717,1345.795357,1293.764077,1283.685877
CL(18:2_18:3_22:5_22:5)-2H+3Na,1613.941546,1333.701466,1335.717106,1283.685826,1283.685826
CL(18:2_18:3_22:5_22:6)-2H+3Na,1611.925896,1331.685816,1333.701456,1281.670176,1283.685816
CL(18:2_18:3_22:6_20:0)-2H+3Na,1593.972846,1313.732766,1315.748406,1265.732766,1281.670206
CL(18:2_18:3_22:6_22:0)-2H+3Na,1622.004146,1341.764066,1343.779706,1293.764066,1281.670226
CL(18:2_18:3_22:6_22:6)-2H+3Na,1609.910246,1329.670166,1331.685806,1281.670166,1281.670166
CL(18:2_20:0_18:2_18:2)-2H+3Na,1547.988496,1267.748416,1235.685856,1267.748416,1267.748416
CL(18:2_20:0_18:2_20:0)-2H+3Na,1580.051097,1299.811017,1267.748457,1299.811017,1267.748457
CL(18:2_20:0_18:2_22:0)-2H+3Na,1608.082397,1327.842317,1295.779757,1327.842317,1267.748477
CL(18:2_20:0_18:3_20:0)-2H+3Na,1578.035447,1297.795367,1265.732807,1299.811007,1265.732807
CL(18:2_20:0_18:3_22:0)-2H+3Na,1606.066747,1325.826667,1293.764107,1327.842307,1265.732827
CL(18:2_20:0_20:1_20:0)-2H+3Na,1610.098047,1329.857967,1297.795407,1299.811047,1297.795407
CL(18:2_20:0_20:1_20:1)-2H+3Na,1608.082397,1327.842317,1295.779757,1297.795397,1297.795397
CL(18:2_20:0_20:1_20:2)-2H+3Na,1606.066747,1325.826667,1293.764107,1295.779747,1297.795387
CL(18:2_20:0_20:1_20:3)-2H+3Na,1604.051097,1323.811017,1291.748457,1293.764097,1297.795377
CL(18:2_20:0_20:1_20:4)-2H+3Na,1602.035447,1321.795367,1289.732807,1291.748447,1297.795367
CL(18:2_20:0_20:1_22:0)-2H+3Na,1638.129347,1357.889267,1325.826707,1327.842347,1297.795427
CL(18:2_20:0_20:1_22:5)-2H+3Na,1628.051097,1347.811017,1315.748457,1317.764097,1297.795377
CL(18:2_20:0_20:1_22:6)-2H+3Na,1626.035447,1345.795367,1313.732807,1315.748447,1297.795367
CL(18:2_20:0_20:2_20:0)-2H+3Na,1608.082397,1327.842317,1295.779757,1299.811037,1295.779757
CL(18:2_20:0_20:2_20:2)-2H+3Na,1604.051097,1323.811017,1291.748457,1295.779737,1295.779737
CL(18:2_20:0_20:2_20:3)-2H+3Na,1602.035447,1321.795367,1289.732807,1293.764087,1295.779727
CL(18:2_20:0_20:2_20:4)-2H+3Na,1600.019797,1319.779717,1287.717157,1291.748437,1295.779717
CL(18:2_20:0_20:2_22:0)-2H+3Na,1636.113697,1355.873617,1323.811057,1327.842337,1295.779777
CL(18:2_20:0_20:2_22:5)-2H+3Na,1626.035447,1345.795367,1313.732807,1317.764087,1295.779727
CL(18:2_20:0_20:2_22:6)-2H+3Na,1624.019797,1343.779717,1311.717157,1315.748437,1295.779717
CL(18:2_20:0_20:3_20:0)-2H+3Na,1606.066747,1325.826667,1293.764107,1299.811027,1293.764107
CL(18:2_20:0_20:3_20:3)-2H+3Na,1600.019797,1319.779717,1287.717157,1293.764077,1293.764077
CL(18:2_20:0_20:3_20:4)-2H+3Na,1598.004146,1317.764066,1285.701506,1291.748426,1293.764066
CL(18:2_20:0_20:3_22:0)-2H+3Na,1634.098047,1353.857967,1321.795407,1327.842327,1293.764127
CL(18:2_20:0_20:3_22:5)-2H+3Na,1624.019797,1343.779717,1311.717157,1317.764077,1293.764077
CL(18:2_20:0_20:3_22:6)-2H+3Na,1622.004146,1341.764066,1309.701506,1315.748426,1293.764066
CL(18:2_20:0_20:4_20:0)-2H+3Na,1604.051097,1323.811017,1291.748457,1299.811017,1291.748457
CL(18:2_20:0_20:4_20:4)-2H+3Na,1595.988496,1315.748416,1283.685856,1291.748416,1291.748416
CL(18:2_20:0_20:4_22:0)-2H+3Na,1632.082397,1351.842317,1319.779757,1327.842317,1291.748477
CL(18:2_20:0_20:4_22:5)-2H+3Na,1622.004146,1341.764066,1309.701506,1317.764066,1291.748426
CL(18:2_20:0_20:4_22:6)-2H+3Na,1619.988496,1339.748416,1307.685856,1315.748416,1291.748416
CL(18:2_20:0_22:5_20:0)-2H+3Na,1630.066747,1349.826667,1317.764107,1299.811027,1317.764107
CL(18:2_20:0_22:5_22:0)-2H+3Na,1658.098047,1377.857967,1345.795407,1327.842327,1317.764127
CL(18:2_20:0_22:5_22:5)-2H+3Na,1648.019797,1367.779717,1335.717157,1317.764077,1317.764077
CL(18:2_20:0_22:5_22:6)-2H+3Na,1646.004146,1365.764066,1333.701506,1315.748426,1317.764066
CL(18:2_20:0_22:6_20:0)-2H+3Na,1628.051097,1347.811017,1315.748457,1299.811017,1315.748457
CL(18:2_20:0_22:6_22:0)-2H+3Na,1656.082397,1375.842317,1343.779757,1327.842317,1315.748477
CL(18:2_20:0_22:6_22:6)-2H+3Na,1643.988496,1363.748416,1331.685856,1315.748416,1315.748416
CL(18:2_20:1_20:1_20:1)-2H+3Na,1606.066747,1325.826667,1295.779747,1295.779747,1295.779747
CL(18:2_20:1_20:1_20:2)-2H+3Na,1604.051097,1323.811017,1293.764097,1293.764097,1295.779737
CL(18:2_20:1_20:1_20:3)-2H+3Na,1602.035447,1321.795367,1291.748447,1291.748447,1295.779727
CL(18:2_20:1_20:1_20:4)-2H+3Na,1600.019797,1319.779717,1289.732797,1289.732797,1295.779717
CL(18:2_20:1_20:1_22:0)-2H+3Na,1636.113697,1355.873617,1325.826697,1325.826697,1295.779777
CL(18:2_20:1_20:1_22:5)-2H+3Na,1626.035447,1345.795367,1315.748447,1315.748447,1295.779727
CL(18:2_20:1_20:1_22:6)-2H+3Na,1624.019797,1343.779717,1313.732797,1313.732797,1295.779717
CL(18:2_20:1_20:2_20:2)-2H+3Na,1602.035447,1321.795367,1291.748447,1293.764087,1293.764087
CL(18:2_20:1_20:2_20:3)-2H+3Na,1600.019797,1319.779717,1289.732797,1291.748437,1293.764077
CL(18:2_20:1_20:2_20:4)-2H+3Na,1598.004146,1317.764066,1287.717146,1289.732786,1293.764066
CL(18:2_20:1_20:2_22:0)-2H+3Na,1634.098047,1353.857967,1323.811047,1325.826687,1293.764127
CL(18:2_20:1_20:2_22:5)-2H+3Na,1624.019797,1343.779717,1313.732797,1315.748437,1293.764077
CL(18:2_20:1_20:2_22:6)-2H+3Na,1622.004146,1341.764066,1311.717146,1313.732786,1293.764066
CL(18:2_20:1_20:3_20:3)-2H+3Na,1598.004146,1317.764066,1287.717146,1291.748426,1291.748426
CL(18:2_20:1_20:3_20:4)-2H+3Na,1595.988496,1315.748416,1285.701496,1289.732776,1291.748416
CL(18:2_20:1_20:3_22:0)-2H+3Na,1632.082397,1351.842317,1321.795397,1325.826677,1291.748477
CL(18:2_20:1_20:3_22:5)-2H+3Na,1622.004146,1341.764066,1311.717146,1315.748426,1291.748426
CL(18:2_20:1_20:3_22:6)-2H+3Na,1619.988496,1339.748416,1309.701496,1313.732776,1291.748416
CL(18:2_20:1_20:4_20:4)-2H+3Na,1593.972846,1313.732766,1283.685846,1289.732766,1289.732766
CL(18:2_20:1_20:4_22:0)-2H+3Na,1630.066747,1349.826667,1319.779747,1325.826667,1289.732827
CL(18:2_20:1_20:4_22:5)-2H+3Na,1619.988496,1339.748416,1309.701496,1315.748416,1289.732776
CL(18:2_20:1_20:4_22:6)-2H+3Na,1617.972846,1337.732766,1307.685846,1313.732766,1289.732766
CL(18:2_20:1_22:5_22:0)-2H+3Na,1656.082397,1375.842317,1345.795397,1325.826677,1315.748477
CL(18:2_20:1_22:5_22:5)-2H+3Na,1646.004146,1365.764066,1335.717146,1315.748426,1315.748426
CL(18:2_20:1_22:5_22:6)-2H+3Na,1643.988496,1363.748416,1333.701496,1313.732776,1315.748416
CL(18:2_20:1_22:6_22:0)-2H+3Na,1654.066747,1373.826667,1343.779747,1325.826667,1313.732827
CL(18:2_20:1_22:6_22:6)-2H+3Na,1641.972846,1361.732766,1331.685846,1313.732766,1313.732766
CL(18:2_20:2_20:2_20:2)-2H+3Na,1600.019797,1319.779717,1291.748437,1291.748437,1291.748437
CL(18:2_20:2_20:2_20:3)-2H+3Na,1598.004146,1317.764066,1289.732786,1289.732786,1291.748426
CL(18:2_20:2_20:2_20:4)-2H+3Na,1595.988496,1315.748416,1287.717136,1287.717136,1291.748416
CL(18:2_20:2_20:2_22:0)-2H+3Na,1632.082397,1351.842317,1323.811037,1323.811037,1291.748477
CL(18:2_20:2_20:2_22:5)-2H+3Na,1622.004146,1341.764066,1313.732786,1313.732786,1291.748426
CL(18:2_20:2_20:2_22:6)-2H+3Na,1619.988496,1339.748416,1311.717136,1311.717136,1291.748416
CL(18:2_20:2_20:3_20:3)-2H+3Na,1595.988496,1315.748416,1287.717136,1289.732776,1289.732776
CL(18:2_20:2_20:3_20:4)-2H+3Na,1593.972846,1313.732766,1285.701486,1287.717126,1289.732766
CL(18:2_20:2_20:3_22:0)-2H+3Na,1630.066747,1349.826667,1321.795387,1323.811027,1289.732827
CL(18:2_20:2_20:3_22:5)-2H+3Na,1619.988496,1339.748416,1311.717136,1313.732776,1289.732776
CL(18:2_20:2_20:3_22:6)-2H+3Na,1617.972846,1337.732766,1309.701486,1311.717126,1289.732766
CL(18:2_20:2_20:4_20:4)-2H+3Na,1591.957196,1311.717116,1283.685836,1287.717116,1287.717116
CL(18:2_20:2_20:4_22:0)-2H+3Na,1628.051097,1347.811017,1319.779737,1323.811017,1287.717177
CL(18:2_20:2_20:4_22:5)-2H+3Na,1617.972846,1337.732766,1309.701486,1313.732766,1287.717126
CL(18:2_20:2_20:4_22:6)-2H+3Na,1615.957196,1335.717116,1307.685836,1311.717116,1287.717116
CL(18:2_20:2_22:5_22:0)-2H+3Na,1654.066747,1373.826667,1345.795387,1323.811027,1313.732827
CL(18:2_20:2_22:5_22:5)-2H+3Na,1643.988496,1363.748416,1335.717136,1313.732776,1313.732776
CL(18:2_20:2_22:5_22:6)-2H+3Na,1641.972846,1361.732766,1333.701486,1311.717126,1313.732766
CL(18:2_20:2_22:6_22:0)-2H+3Na,1652.051097,1371.811017,1343.779737,1323.811017,1311.717177
CL(18:2_20:2_22:6_22:6)-2H+3Na,1639.957196,1359.717116,1331.685836,1311.717116,1311.717116
CL(18:2_20:3_20:3_20:3)-2H+3Na,1593.972846,1313.732766,1287.717126,1287.717126,1287.717126
CL(18:2_20:3_20:3_20:4)-2H+3Na,1591.957196,1311.717116,1285.701476,1285.701476,1287.717116
CL(18:2_20:3_20:3_22:0)-2H+3Na,1628.051097,1347.811017,1321.795377,1321.795377,1287.717177
CL(18:2_20:3_20:3_22:5)-2H+3Na,1617.972846,1337.732766,1311.717126,1311.717126,1287.717126
CL(18:2_20:3_20:3_22:6)-2H+3Na,1615.957196,1335.717116,1309.701476,1309.701476,1287.717116
CL(18:2_20:3_20:4_20:4)-2H+3Na,1589.941546,1309.701466,1283.685826,1285.701466,1285.701466
CL(18:2_20:3_20:4_22:0)-2H+3Na,1626.035447,1345.795367,1319.779727,1321.795367,1285.701527
CL(18:2_20:3_20:4_22:5)-2H+3Na,1615.957196,1335.717116,1309.701476,1311.717116,1285.701476
CL(18:2_20:3_20:4_22:6)-2H+3Na,1613.941546,1333.701466,1307.685826,1309.701466,1285.701466
CL(18:2_20:3_22:5_22:0)-2H+3Na,1652.051097,1371.811017,1345.795377,1321.795377,1311.717177
CL(18:2_20:3_22:5_22:5)-2H+3Na,1641.972846,1361.732766,1335.717126,1311.717126,1311.717126
CL(18:2_20:3_22:5_22:6)-2H+3Na,1639.957196,1359.717116,1333.701476,1309.701476,1311.717116
CL(18:2_20:3_22:6_22:0)-2H+3Na,1650.035447,1369.795367,1343.779727,1321.795367,1309.701527
CL(18:2_20:3_22:6_22:6)-2H+3Na,1637.941546,1357.701466,1331.685826,1309.701466,1309.701466
CL(18:2_20:4_20:4_20:4)-2H+3Na,1587.925896,1307.685816,1283.685816,1283.685816,1283.685816
CL(18:2_20:4_20:4_22:0)-2H+3Na,1624.019797,1343.779717,1319.779717,1319.779717,1283.685877
CL(18:2_20:4_20:4_22:5)-2H+3Na,1613.941546,1333.701466,1309.701466,1309.701466,1283.685826
CL(18:2_20:4_20:4_22:6)-2H+3Na,1611.925896,1331.685816,1307.685816,1307.685816,1283.685816
CL(18:2_20:4_22:5_22:0)-2H+3Na,1650.035447,1369.795367,1345.795367,1319.779727,1309.701527
CL(18:2_20:4_22:5_22:5)-2H+3Na,1639.957196,1359.717116,1335.717116,1309.701476,1309.701476
CL(18:2_20:4_22:5_22:6)-2H+3Na,1637.941546,1357.701466,1333.701466,1307.685826,1309.701466
CL(18:2_20:4_22:6_22:0)-2H+3Na,1648.019797,1367.779717,1343.779717,1319.779717,1307.685877
CL(18:2_20:4_22:6_22:6)-2H+3Na,1635.925896,1355.685816,1331.685816,1307.685816,1307.685816
CL(18:2_22:0_18:2_18:2)-2H+3Na,1576.019797,1295.779717,1235.685877,1295.779717,1295.779717
CL(18:2_22:0_18:2_22:0)-2H+3Na,1636.113697,1355.873617,1295.779777,1355.873617,1295.779777
CL(18:2_22:0_18:3_22:0)-2H+3Na,1634.098047,1353.857967,1293.764127,1355.873607,1293.764127
CL(18:2_22:0_20:1_22:0)-2H+3Na,1666.160647,1385.920567,1325.826727,1355.873647,1325.826727
CL(18:2_22:0_20:2_22:0)-2H+3Na,1664.144997,1383.904917,1323.811077,1355.873637,1323.811077
CL(18:2_22:0_20:3_22:0)-2H+3Na,1662.129347,1381.889267,1321.795427,1355.873627,1321.795427
CL(18:2_22:0_20:4_22:0)-2H+3Na,1660.113697,1379.873617,1319.779777,1355.873617,1319.779777
CL(18:2_22:0_22:5_22:0)-2H+3Na,1686.129347,1405.889267,1345.795427,1355.873627,1345.795427
CL(18:2_22:0_22:5_22:5)-2H+3Na,1676.051097,1395.811017,1335.717177,1345.795377,1345.795377
CL(18:2_22:0_22:5_22:6)-2H+3Na,1674.035447,1393.795367,1333.701527,1343.779727,1345.795367
CL(18:2_22:0_22:6_22:0)-2H+3Na,1684.113697,1403.873617,1343.779777,1355.873617,1343.779777
CL(18:2_22:0_22:6_22:6)-2H+3Na,1672.019797,1391.779717,1331.685877,1343.779717,1343.779717
CL(18:2_22:5_22:5_22:5)-2H+3Na,1665.972846,1385.732766,1335.717126,1335.717126,1335.717126
CL(18:2_22:5_22:5_22:6)-2H+3Na,1663.957196,1383.717116,1333.701476,1333.701476,1335.717116
CL(18:2_22:5_22:6_22:6)-2H+3Na,1661.941546,1381.701466,1331.685826,1333.701466,1333.701466
CL(18:2_22:6_22:6_22:6)-2H+3Na,1659.925896,1379.685816,1331.685816,1331.685816,1331.685816
CL(18:3_18:3_18:3_18:3)-2H+3Na,1507.863296,1229.638856,1229.638856,1229.638856,1229.638856
CL(18:3_18:3_18:3_20:1)-2H+3Na,1539.925896,1261.701456,1261.701456,1261.701456,1229.638896
CL(18:3_18:3_18:3_20:2)-2H+3Na,1537.910246,1259.685806,1259.685806,1259.685806,1229.638886
CL(18:3_18:3_18:3_20:3)-2H+3Na,1535.894596,1257.670156,1257.670156,1257.670156,1229.638876
CL(18:3_18:3_18:3_20:4)-2H+3Na,1533.878946,1255.654506,1255.654506,1255.654506,1229.638866
CL(18:3_18:3_18:3_22:5)-2H+3Na,1559.894596,1281.670156,1281.670156,1281.670156,1229.638876
CL(18:3_18:3_18:3_22:6)-2H+3Na,1557.878946,1279.654506,1279.654506,1279.654506,1229.638866
CL(18:3_18:3_20:1_20:0)-2H+3Na,1574.004146,1295.779706,1295.779706,1263.717146,1261.701506
CL(18:3_18:3_20:1_20:1)-2H+3Na,1571.988496,1293.764056,1293.764056,1261.701496,1261.701496
CL(18:3_18:3_20:1_20:2)-2H+3Na,1569.972846,1291.748406,1291.748406,1259.685846,1261.701486
CL(18:3_18:3_20:1_20:3)-2H+3Na,1567.957196,1289.732756,1289.732756,1257.670196,1261.701476
CL(18:3_18:3_20:1_20:4)-2H+3Na,1565.941546,1287.717106,1287.717106,1255.654546,1261.701466
CL(18:3_18:3_20:1_22:0)-2H+3Na,1602.035447,1323.811007,1323.811007,1291.748447,1261.701527
CL(18:3_18:3_20:1_22:5)-2H+3Na,1591.957196,1313.732756,1313.732756,1281.670196,1261.701476
CL(18:3_18:3_20:1_22:6)-2H+3Na,1589.941546,1311.717106,1311.717106,1279.654546,1261.701466
CL(18:3_18:3_20:2_20:0)-2H+3Na,1571.988496,1293.764056,1293.764056,1263.717136,1259.685856
CL(18:3_18:3_20:2_20:2)-2H+3Na,1567.957196,1289.732756,1289.732756,1259.685836,1259.685836
CL(18:3_18:3_20:2_20:3)-2H+3Na,1565.941546,1287.717106,1287.717106,1257.670186,1259.685826
CL(18:3_18:3_20:2_20:4)-2H+3Na,1563.925896,1285.701456,1285.701456,1255.654536,1259.685816
CL(18:3_18:3_20:2_22:0)-2H+3Na,1600.019797,1321.795357,1321.795357,1291.748437,1259.685877
CL(18:3_18:3_20:2_22:5)-2H+3Na,1589.941546,1311.717106,1311.717106,1281.670186,1259.685826
CL(18:3_18:3_20:2_22:6)-2H+3Na,1587.925896,1309.701456,1309.701456,1279.654536,1259.685816
CL(18:3_18:3_20:3_20:0)-2H+3Na,1569.972846,1291.748406,1291.748406,1263.717126,1257.670206
CL(18:3_18:3_20:3_20:3)-2H+3Na,1563.925896,1285.701456,1285.701456,1257.670176,1257.670176
CL(18:3_18:3_20:3_20:4)-2H+3Na,1561.910246,1283.685806,1283.685806,1255.654526,1257.670166
CL(18:3_18:3_20:3_22:0)-2H+3Na,1598.004146,1319.779706,1319.779706,1291.748426,1257.670226
CL(18:3_18:3_20:3_22:5)-2H+3Na,1587.925896,1309.701456,1309.701456,1281.670176,1257.670176
CL(18:3_18:3_20:3_22:6)-2H+3Na,1585.910246,1307.685806,1307.685806,1279.654526,1257.670166
CL(18:3_18:3_20:4_20:0)-2H+3Na,1567.957196,1289.732756,1289.732756,1263.717116,1255.654556
CL(18:3_18:3_20:4_20:4)-2H+3Na,1559.894596,1281.670156,1281.670156,1255.654516,1255.654516
CL(18:3_18:3_20:4_22:0)-2H+3Na,1595.988496,1317.764056,1317.764056,1291.748416,1255.654576
CL(18:3_18:3_20:4_22:5)-2H+3Na,1585.910246,1307.685806,1307.685806,1281.670166,1255.654526
CL(18:3_18:3_20:4_22:6)-2H+3Na,1583.894596,1305.670156,1305.670156,1279.654516,1255.654516
CL(18:3_18:3_22:5_20:0)-2H+3Na,1593.972846,1315.748406,1315.748406,1263.717126,1281.670206
CL(18:3_18:3_22:5_22:0)-2H+3Na,1622.004146,1343.779706,1343.779706,1291.748426,1281.670226
CL(18:3_18:3_22:5_22:5)-2H+3Na,1611.925896,1333.701456,1333.701456,1281.670176,1281.670176
CL(18:3_18:3_22:5_22:6)-2H+3Na,1609.910246,1331.685806,1331.685806,1279.654526,1281.670166
CL(18:3_18:3_22:6_20:0)-2H+3Na,1591.957196,1313.732756,1313.732756,1263.717116,1279.654556
CL(18:3_18:3_22:6_22:0)-2H+3Na,1619.988496,1341.764056,1341.764056,1291.748416,1279.654576
CL(18:3_18:3_22:6_22:6)-2H+3Na,1607.894596,1329.670156,1329.670156,1279.654516,1279.654516
CL(18:3_20:0_18:3_18:3)-2H+3Na,1541.941546,1263.717106,1229.638906,1263.717106,1263.717106
CL(18:3_20:0_18:3_20:0)-2H+3Na,1576.019797,1297.795357,1263.717157,1297.795357,1263.717157
CL(18:3_20:0_18:3_22:0)-2H+3Na,1604.051097,1325.826657,1291.748457,1325.826657,1263.717177
CL(18:3_20:0_20:1_20:0)-2H+3Na,1608.082397,1329.857957,1295.779757,1297.795397,1295.779757
CL(18:3_20:0_20:1_20:1)-2H+3Na,1606.066747,1327.842307,1293.764107,1295.779747,1295.779747
CL(18:3_20:0_20:1_20:2)-2H+3Na,1604.051097,1325.826657,1291.748457,1293.764097,1295.779737
CL(18:3_20:0_20:1_20:3)-2H+3Na,1602.035447,1323.811007,1289.732807,1291.748447,1295.779727
CL(18:3_20:0_20:1_20:4)-2H+3Na,1600.019797,1321.795357,1287.717157,1289.732797,1295.779717
CL(18:3_20:0_20:1_22:0)-2H+3Na,1636.113697,1357.889257,1323.811057,1325.826697,1295.779777
CL(18:3_20:0_20:1_22:5)-2H+3Na,1626.035447,1347.811007,1313.732807,1315.748447,1295.779727
CL(18:3_20:0_20:1_22:6)-2H+3Na,1624.019797,1345.795357,1311.717157,1313.732797,1295.779717
CL(18:3_20:0_20:2_20:0)-2H+3Na,1606.066747,1327.842307,1293.764107,1297.795387,1293.764107
CL(18:3_20:0_20:2_20:2)-2H+3Na,1602.035447,1323.811007,1289.732807,1293.764087,1293.764087
CL(18:3_20:0_20:2_20:3)-2H+3Na,1600.019797,1321.795357,1287.717157,1291.748437,1293.764077
CL(18:3_20:0_20:2_20:4)-2H+3Na,1598.004146,1319.779706,1285.701506,1289.732786,1293.764066
CL(18:3_20:0_20:2_22:0)-2H+3Na,1634.098047,1355.873607,1321.795407,1325.826687,1293.764127
CL(18:3_20:0_20:2_22:5)-2H+3Na,1624.019797,1345.795357,1311.717157,1315.748437,1293.764077
CL(18:3_20:0_20:2_22:6)-2H+3Na,1622.004146,1343.779706,1309.701506,1313.732786,1293.764066
CL(18:3_20:0_20:3_20:0)-2H+3Na,1604.051097,1325.826657,1291.748457,1297.795377,1291.748457
CL(18:3_20:0_20:3_20:3)-2H+3Na,1598.004146,1319.779706,1285.701506,1291.748426,1291.748426
CL(18:3_20:0_20:3_20:4)-2H+3Na,1595.988496,1317.764056,1283.685856,1289.732776,1291.748416
CL(18:3_20:0_20:3_22:0)-2H+3Na,1632.082397,1353.857957,1319.779757,1325.826677,1291.748477
CL(18:3_20:0_20:3_22:5)-2H+3Na,1622.004146,1343.779706,1309.701506,1315.748426,1291.748426
