CL,[M-2H+3Na]+,SN1 acyl loss,SN2 acyl loss,SN3 acyl loss,SN4 acyl loss
CL(16:0_16:0_20:0_20:3)-2H+3Na,1526.004146,1269.764066,1269.764066,1213.701506,1219.748426
CL(16:0_16:0_20:0_20:4)-2H+3Na,1523.988496,1267.748416,1267.748416,1211.685856,1219.748416
CL(16:0_16:0_20:0_22:0)-2H+3Na,1560.082397,1303.842317,1303.842317,1247.779757,1219.748477
CL(16:0_16:0_20:0_22:5)-2H+3Na,1550.004146,1293.764066,1293.764066,1237.701506,1219.748426
CL(16:0_16:0_20:0_22:6)-2H+3Na,1547.988496,1291.748416,1291.748416,1235.685856,1219.748416
CL(16:0_16:0_20:1_20:1)-2H+3Na,1528.019797,1271.779717,1271.779717,1217.732797,1217.732797
CL(16:0_16:0_20:1_20:2)-2H+3Na,1526.004146,1269.764066,1269.764066,1215.717146,1217.732786
CL(16:0_16:0_20:1_20:3)-2H+3Na,1523.988496,1267.748416,1267.748416,1213.701496,1217.732776
CL(16:0_16:0_20:1_20:4)-2H+3Na,1521.972846,1265.732766,1265.732766,1211.685846,1217.732766
CL(16:0_16:0_20:1_22:0)-2H+3Na,1558.066747,1301.826667,1301.826667,1247.779747,1217.732827
CL(16:0_16:0_20:1_22:5)-2H+3Na,1547.988496,1291.748416,1291.748416,1237.701496,1217.732776
CL(16:0_16:0_20:1_22:6)-2H+3Na,1545.972846,1289.732766,1289.732766,1235.685846,1217.732766
CL(16:0_16:0_20:2_20:2)-2H+3Na,1523.988496,1267.748416,1267.748416,1215.717136,1215.717136
CL(16:0_16:0_20:2_20:3)-2H+3Na,1521.972846,1265.732766,1265.732766,1213.701486,1215.717126
CL(16:0_16:0_20:2_20:4)-2H+3Na,1519.957196,1263.717116,1263.717116,1211.685836,1215.717116
CL(16:0_16:0_20:2_22:0)-2H+3Na,1556.051097,1299.811017,1299.811017,1247.779737,1215.717177
CL(16:0_16:0_20:2_22:5)-2H+3Na,1545.972846,1289.732766,1289.732766,1237.701486,1215.717126
CL(16:0_16:0_20:2_22:6)-2H+3Na,1543.957196,1287.717116,1287.717116,1235.685836,1215.717116
CL(16:0_16:0_20:3_20:3)-2H+3Na,1519.957196,1263.717116,1263.717116,1213.701476,1213.701476
CL(16:0_16:0_20:3_20:4)-2H+3Na,1517.941546,1261.701466,1261.701466,1211.685826,1213.701466
CL(16:0_16:0_20:3_22:0)-2H+3Na,1554.035447,1297.795367,1297.795367,1247.779727,1213.701527
CL(16:0_16:0_20:3_22:5)-2H+3Na,1543.957196,1287.717116,1287.717116,1237.701476,1213.701476
CL(16:0_16:0_20:3_22:6)-2H+3Na,1541.941546,1285.701466,1285.701466,1235.685826,1213.701466
CL(16:0_16:0_20:4_20:4)-2H+3Na,1515.925896,1259.685816,1259.685816,1211.685816,1211.685816
CL(16:0_16:0_20:4_22:0)-2H+3Na,1552.019797,1295.779717,1295.779717,1247.779717,1211.685877
CL(16:0_16:0_20:4_22:5)-2H+3Na,1541.941546,1285.701466,1285.701466,1237.701466,1211.685826
CL(16:0_16:0_20:4_22:6)-2H+3Na,1539.925896,1283.685816,1283.685816,1235.685816,1211.685816
CL(16:0_16:0_22:0_22:0)-2H+3Na,1588.113697,1331.873617,1331.873617,1247.779777,1247.779777
CL(16:0_16:0_22:0_22:5)-2H+3Na,1578.035447,1321.795367,1321.795367,1237.701527,1247.779727
CL(16:0_16:0_22:0_22:6)-2H+3Na,1576.019797,1319.779717,1319.779717,1235.685877,1247.779717
CL(16:0_16:0_22:5_22:5)-2H+3Na,1567.957196,1311.717116,1311.717116,1237.701476,1237.701476
CL(16:0_16:0_22:5_22:6)-2H+3Na,1565.941546,1309.701466,1309.701466,1235.685826,1237.701466
CL(16:0_16:0_22:6_22:6)-2H+3Na,1563.925896,1307.685816,1307.685816,1235.685816,1235.685816
CL(16:0_16:1_16:1_16:1)-2H+3Na,1413.878946,1157.638866,1159.654506,1159.654506,1159.654506
CL(16:0_16:1_16:1_18:0)-2H+3Na,1443.925896,1187.685816,1189.701456,1189.701456,1159.654536
CL(16:0_16:1_16:1_18:1)-2H+3Na,1441.910246,1185.670166,1187.685806,1187.685806,1159.654526
CL(16:0_16:1_16:1_18:2)-2H+3Na,1439.894596,1183.654516,1185.670156,1185.670156,1159.654516
CL(16:0_16:1_16:1_18:3)-2H+3Na,1437.878946,1181.638866,1183.654506,1183.654506,1159.654506
CL(16:0_16:1_16:1_20:0)-2H+3Na,1471.957196,1215.717116,1217.732756,1217.732756,1159.654556
CL(16:0_16:1_16:1_20:1)-2H+3Na,1469.941546,1213.701466,1215.717106,1215.717106,1159.654546
CL(16:0_16:1_16:1_20:2)-2H+3Na,1467.925896,1211.685816,1213.701456,1213.701456,1159.654536
CL(16:0_16:1_16:1_20:3)-2H+3Na,1465.910246,1209.670166,1211.685806,1211.685806,1159.654526
CL(16:0_16:1_16:1_20:4)-2H+3Na,1463.894596,1207.654516,1209.670156,1209.670156,1159.654516
CL(16:0_16:1_16:1_22:0)-2H+3Na,1499.988496,1243.748416,1245.764056,1245.764056,1159.654576
CL(16:0_16:1_16:1_22:5)-2H+3Na,1489.910246,1233.670166,1235.685806,1235.685806,1159.654526
CL(16:0_16:1_16:1_22:6)-2H+3Na,1487.894596,1231.654516,1233.670156,1233.670156,1159.654516
CL(16:0_16:1_18:0_18:0)-2H+3Na,1473.972846,1217.732766,1219.748406,1189.701486,1189.701486
CL(16:0_16:1_18:0_18:1)-2H+3Na,1471.957196,1215.717116,1217.732756,1187.685836,1189.701476
CL(16:0_16:1_18:0_18:2)-2H+3Na,1469.941546,1213.701466,1215.717106,1185.670186,1189.701466
CL(16:0_16:1_18:0_18:3)-2H+3Na,1467.925896,1211.685816,1213.701456,1183.654536,1189.701456
CL(16:0_16:1_18:0_20:0)-2H+3Na,1502.004146,1245.764066,1247.779706,1217.732786,1189.701506
CL(16:0_16:1_18:0_20:1)-2H+3Na,1499.988496,1243.748416,1245.764056,1215.717136,1189.701496
CL(16:0_16:1_18:0_20:2)-2H+3Na,1497.972846,1241.732766,1243.748406,1213.701486,1189.701486
CL(16:0_16:1_18:0_20:3)-2H+3Na,1495.957196,1239.717116,1241.732756,1211.685836,1189.701476
CL(16:0_16:1_18:0_20:4)-2H+3Na,1493.941546,1237.701466,1239.717106,1209.670186,1189.701466
CL(16:0_16:1_18:0_22:0)-2H+3Na,1530.035447,1273.795367,1275.811007,1245.764087,1189.701527
CL(16:0_16:1_18:0_22:5)-2H+3Na,1519.957196,1263.717116,1265.732756,1235.685836,1189.701476
CL(16:0_16:1_18:0_22:6)-2H+3Na,1517.941546,1261.701466,1263.717106,1233.670186,1189.701466
CL(16:0_16:1_18:1_18:1)-2H+3Na,1469.941546,1213.701466,1215.717106,1187.685826,1187.685826
CL(16:0_16:1_18:1_18:2)-2H+3Na,1467.925896,1211.685816,1213.701456,1185.670176,1187.685816
CL(16:0_16:1_18:1_18:3)-2H+3Na,1465.910246,1209.670166,1211.685806,1183.654526,1187.685806
CL(16:0_16:1_18:1_20:0)-2H+3Na,1499.988496,1243.748416,1245.764056,1217.732776,1187.685856
CL(16:0_16:1_18:1_20:1)-2H+3Na,1497.972846,1241.732766,1243.748406,1215.717126,1187.685846
CL(16:0_16:1_18:1_20:2)-2H+3Na,1495.957196,1239.717116,1241.732756,1213.701476,1187.685836
CL(16:0_16:1_18:1_20:3)-2H+3Na,1493.941546,1237.701466,1239.717106,1211.685826,1187.685826
CL(16:0_16:1_18:1_20:4)-2H+3Na,1491.925896,1235.685816,1237.701456,1209.670176,1187.685816
CL(16:0_16:1_18:1_22:0)-2H+3Na,1528.019797,1271.779717,1273.795357,1245.764077,1187.685877
CL(16:0_16:1_18:1_22:5)-2H+3Na,1517.941546,1261.701466,1263.717106,1235.685826,1187.685826
CL(16:0_16:1_18:1_22:6)-2H+3Na,1515.925896,1259.685816,1261.701456,1233.670176,1187.685816
CL(16:0_16:1_18:2_18:2)-2H+3Na,1465.910246,1209.670166,1211.685806,1185.670166,1185.670166
CL(16:0_16:1_18:2_18:3)-2H+3Na,1463.894596,1207.654516,1209.670156,1183.654516,1185.670156
CL(16:0_16:1_18:2_20:0)-2H+3Na,1497.972846,1241.732766,1243.748406,1217.732766,1185.670206
CL(16:0_16:1_18:2_20:1)-2H+3Na,1495.957196,1239.717116,1241.732756,1215.717116,1185.670196
CL(16:0_16:1_18:2_20:2)-2H+3Na,1493.941546,1237.701466,1239.717106,1213.701466,1185.670186
CL(16:0_16:1_18:2_20:3)-2H+3Na,1491.925896,1235.685816,1237.701456,1211.685816,1185.670176
CL(16:0_16:1_18:2_20:4)-2H+3Na,1489.910246,1233.670166,1235.685806,1209.670166,1185.670166
CL(16:0_16:1_18:2_22:0)-2H+3Na,1526.004146,1269.764066,1271.779706,1245.764066,1185.670226
CL(16:0_16:1_18:2_22:5)-2H+3Na,1515.925896,1259.685816,1261.701456,1235.685816,1185.670176
CL(16:0_16:1_18:2_22:6)-2H+3Na,1513.910246,1257.670166,1259.685806,1233.670166,1185.670166
CL(16:0_16:1_18:3_18:3)-2H+3Na,1461.878946,1205.638866,1207.654506,1183.654506,1183.654506
CL(16:0_16:1_18:3_20:0)-2H+3Na,1495.957196,1239.717116,1241.732756,1217.732756,1183.654556
CL(16:0_16:1_18:3_20:1)-2H+3Na,1493.941546,1237.701466,1239.717106,1215.717106,1183.654546
CL(16:0_16:1_18:3_20:2)-2H+3Na,1491.925896,1235.685816,1237.701456,1213.701456,1183.654536
CL(16:0_16:1_18:3_20:3)-2H+3Na,1489.910246,1233.670166,1235.685806,1211.685806,1183.654526
CL(16:0_16:1_18:3_20:4)-2H+3Na,1487.894596,1231.654516,1233.670156,1209.670156,1183.654516
CL(16:0_16:1_18:3_22:0)-2H+3Na,1523.988496,1267.748416,1269.764056,1245.764056,1183.654576
CL(16:0_16:1_18:3_22:5)-2H+3Na,1513.910246,1257.670166,1259.685806,1235.685806,1183.654526
CL(16:0_16:1_18:3_22:6)-2H+3Na,1511.894596,1255.654516,1257.670156,1233.670156,1183.654516
CL(16:0_16:1_20:0_20:0)-2H+3Na,1530.035447,1273.795367,1275.811007,1217.732807,1217.732807
CL(16:0_16:1_20:0_20:1)-2H+3Na,1528.019797,1271.779717,1273.795357,1215.717157,1217.732797
CL(16:0_16:1_20:0_20:2)-2H+3Na,1526.004146,1269.764066,1271.779706,1213.701506,1217.732786
CL(16:0_16:1_20:0_20:3)-2H+3Na,1523.988496,1267.748416,1269.764056,1211.685856,1217.732776
CL(16:0_16:1_20:0_20:4)-2H+3Na,1521.972846,1265.732766,1267.748406,1209.670206,1217.732766
CL(16:0_16:1_20:0_22:0)-2H+3Na,1558.066747,1301.826667,1303.842307,1245.764107,1217.732827
CL(16:0_16:1_20:0_22:5)-2H+3Na,1547.988496,1291.748416,1293.764056,1235.685856,1217.732776
CL(16:0_16:1_20:0_22:6)-2H+3Na,1545.972846,1289.732766,1291.748406,1233.670206,1217.732766
CL(16:0_16:1_20:1_20:1)-2H+3Na,1526.004146,1269.764066,1271.779706,1215.717146,1215.717146
CL(16:0_16:1_20:1_20:2)-2H+3Na,1523.988496,1267.748416,1269.764056,1213.701496,1215.717136
CL(16:0_16:1_20:1_20:3)-2H+3Na,1521.972846,1265.732766,1267.748406,1211.685846,1215.717126
CL(16:0_16:1_20:1_20:4)-2H+3Na,1519.957196,1263.717116,1265.732756,1209.670196,1215.717116
CL(16:0_16:1_20:1_22:0)-2H+3Na,1556.051097,1299.811017,1301.826657,1245.764097,1215.717177
CL(16:0_16:1_20:1_22:5)-2H+3Na,1545.972846,1289.732766,1291.748406,1235.685846,1215.717126
CL(16:0_16:1_20:1_22:6)-2H+3Na,1543.957196,1287.717116,1289.732756,1233.670196,1215.717116
CL(16:0_16:1_20:2_20:2)-2H+3Na,1521.972846,1265.732766,1267.748406,1213.701486,1213.701486
CL(16:0_16:1_20:2_20:3)-2H+3Na,1519.957196,1263.717116,1265.732756,1211.685836,1213.701476
CL(16:0_16:1_20:2_20:4)-2H+3Na,1517.941546,1261.701466,1263.717106,1209.670186,1213.701466
CL(16:0_16:1_20:2_22:0)-2H+3Na,1554.035447,1297.795367,1299.811007,1245.764087,1213.701527
CL(16:0_16:1_20:2_22:5)-2H+3Na,1543.957196,1287.717116,1289.732756,1235.685836,1213.701476
CL(16:0_16:1_20:2_22:6)-2H+3Na,1541.941546,1285.701466,1287.717106,1233.670186,1213.701466
CL(16:0_16:1_20:3_20:3)-2H+3Na,1517.941546,1261.701466,1263.717106,1211.685826,1211.685826
CL(16:0_16:1_20:3_20:4)-2H+3Na,1515.925896,1259.685816,1261.701456,1209.670176,1211.685816
CL(16:0_16:1_20:3_22:0)-2H+3Na,1552.019797,1295.779717,1297.795357,1245.764077,1211.685877
CL(16:0_16:1_20:3_22:5)-2H+3Na,1541.941546,1285.701466,1287.717106,1235.685826,1211.685826
CL(16:0_16:1_20:3_22:6)-2H+3Na,1539.925896,1283.685816,1285.701456,1233.670176,1211.685816
CL(16:0_16:1_20:4_20:4)-2H+3Na,1513.910246,1257.670166,1259.685806,1209.670166,1209.670166
CL(16:0_16:1_20:4_22:0)-2H+3Na,1550.004146,1293.764066,1295.779706,1245.764066,1209.670226
CL(16:0_16:1_20:4_22:5)-2H+3Na,1539.925896,1283.685816,1285.701456,1235.685816,1209.670176
CL(16:0_16:1_20:4_22:6)-2H+3Na,1537.910246,1281.670166,1283.685806,1233.670166,1209.670166
CL(16:0_16:1_22:0_22:0)-2H+3Na,1586.098047,1329.857967,1331.873607,1245.764127,1245.764127
CL(16:0_16:1_22:0_22:5)-2H+3Na,1576.019797,1319.779717,1321.795357,1235.685877,1245.764077
CL(16:0_16:1_22:0_22:6)-2H+3Na,1574.004146,1317.764066,1319.779706,1233.670226,1245.764066
CL(16:0_16:1_22:5_22:5)-2H+3Na,1565.941546,1309.701466,1311.717106,1235.685826,1235.685826
CL(16:0_16:1_22:5_22:6)-2H+3Na,1563.925896,1307.685816,1309.701456,1233.670176,1235.685816
CL(16:0_16:1_22:6_22:6)-2H+3Na,1561.910246,1305.670166,1307.685806,1233.670166,1233.670166
CL(16:0_18:0_18:0_18:0)-2H+3Na,1504.019797,1247.779717,1219.748437,1219.748437,1219.748437
CL(16:0_18:0_18:0_18:1)-2H+3Na,1502.004146,1245.764066,1217.732786,1217.732786,1219.748426
CL(16:0_18:0_18:0_18:2)-2H+3Na,1499.988496,1243.748416,1215.717136,1215.717136,1219.748416
CL(16:0_18:0_18:0_18:3)-2H+3Na,1497.972846,1241.732766,1213.701486,1213.701486,1219.748406
CL(16:0_18:0_18:0_20:0)-2H+3Na,1532.051097,1275.811017,1247.779737,1247.779737,1219.748457
CL(16:0_18:0_18:0_20:1)-2H+3Na,1530.035447,1273.795367,1245.764087,1245.764087,1219.748447
CL(16:0_18:0_18:0_20:2)-2H+3Na,1528.019797,1271.779717,1243.748437,1243.748437,1219.748437
CL(16:0_18:0_18:0_20:3)-2H+3Na,1526.004146,1269.764066,1241.732786,1241.732786,1219.748426
CL(16:0_18:0_18:0_20:4)-2H+3Na,1523.988496,1267.748416,1239.717136,1239.717136,1219.748416
CL(16:0_18:0_18:0_22:0)-2H+3Na,1560.082397,1303.842317,1275.811037,1275.811037,1219.748477
CL(16:0_18:0_18:0_22:5)-2H+3Na,1550.004146,1293.764066,1265.732786,1265.732786,1219.748426
CL(16:0_18:0_18:0_22:6)-2H+3Na,1547.988496,1291.748416,1263.717136,1263.717136,1219.748416
CL(16:0_18:0_18:1_18:1)-2H+3Na,1499.988496,1243.748416,1215.717136,1217.732776,1217.732776
CL(16:0_18:0_18:1_18:2)-2H+3Na,1497.972846,1241.732766,1213.701486,1215.717126,1217.732766
CL(16:0_18:0_18:1_18:3)-2H+3Na,1495.957196,1239.717116,1211.685836,1213.701476,1217.732756
CL(16:0_18:0_18:1_20:0)-2H+3Na,1530.035447,1273.795367,1245.764087,1247.779727,1217.732807
CL(16:0_18:0_18:1_20:1)-2H+3Na,1528.019797,1271.779717,1243.748437,1245.764077,1217.732797
CL(16:0_18:0_18:1_20:2)-2H+3Na,1526.004146,1269.764066,1241.732786,1243.748426,1217.732786
CL(16:0_18:0_18:1_20:3)-2H+3Na,1523.988496,1267.748416,1239.717136,1241.732776,1217.732776
CL(16:0_18:0_18:1_20:4)-2H+3Na,1521.972846,1265.732766,1237.701486,1239.717126,1217.732766
CL(16:0_18:0_18:1_22:0)-2H+3Na,1558.066747,1301.826667,1273.795387,1275.811027,1217.732827
CL(16:0_18:0_18:1_22:5)-2H+3Na,1547.988496,1291.748416,1263.717136,1265.732776,1217.732776
CL(16:0_18:0_18:1_22:6)-2H+3Na,1545.972846,1289.732766,1261.701486,1263.717126,1217.732766
CL(16:0_18:0_18:2_18:2)-2H+3Na,1495.957196,1239.717116,1211.685836,1215.717116,1215.717116
CL(16:0_18:0_18:2_18:3)-2H+3Na,1493.941546,1237.701466,1209.670186,1213.701466,1215.717106
CL(16:0_18:0_18:2_20:0)-2H+3Na,1528.019797,1271.779717,1243.748437,1247.779717,1215.717157
CL(16:0_18:0_18:2_20:1)-2H+3Na,1526.004146,1269.764066,1241.732786,1245.764066,1215.717146
CL(16:0_18:0_18:2_20:2)-2H+3Na,1523.988496,1267.748416,1239.717136,1243.748416,1215.717136
CL(16:0_18:0_18:2_20:3)-2H+3Na,1521.972846,1265.732766,1237.701486,1241.732766,1215.717126
CL(16:0_18:0_18:2_20:4)-2H+3Na,1519.957196,1263.717116,1235.685836,1239.717116,1215.717116
CL(16:0_18:0_18:2_22:0)-2H+3Na,1556.051097,1299.811017,1271.779737,1275.811017,1215.717177
CL(16:0_18:0_18:2_22:5)-2H+3Na,1545.972846,1289.732766,1261.701486,1265.732766,1215.717126
CL(16:0_18:0_18:2_22:6)-2H+3Na,1543.957196,1287.717116,1259.685836,1263.717116,1215.717116
CL(16:0_18:0_18:3_18:3)-2H+3Na,1491.925896,1235.685816,1207.654536,1213.701456,1213.701456
CL(16:0_18:0_18:3_20:0)-2H+3Na,1526.004146,1269.764066,1241.732786,1247.779706,1213.701506
CL(16:0_18:0_18:3_20:1)-2H+3Na,1523.988496,1267.748416,1239.717136,1245.764056,1213.701496
CL(16:0_18:0_18:3_20:2)-2H+3Na,1521.972846,1265.732766,1237.701486,1243.748406,1213.701486
CL(16:0_18:0_18:3_20:3)-2H+3Na,1519.957196,1263.717116,1235.685836,1241.732756,1213.701476
CL(16:0_18:0_18:3_20:4)-2H+3Na,1517.941546,1261.701466,1233.670186,1239.717106,1213.701466
CL(16:0_18:0_18:3_22:0)-2H+3Na,1554.035447,1297.795367,1269.764087,1275.811007,1213.701527
CL(16:0_18:0_18:3_22:5)-2H+3Na,1543.957196,1287.717116,1259.685836,1265.732756,1213.701476
CL(16:0_18:0_18:3_22:6)-2H+3Na,1541.941546,1285.701466,1257.670186,1263.717106,1213.701466
CL(16:0_18:0_20:0_20:0)-2H+3Na,1560.082397,1303.842317,1275.811037,1247.779757,1247.779757
CL(16:0_18:0_20:0_20:1)-2H+3Na,1558.066747,1301.826667,1273.795387,1245.764107,1247.779747
CL(16:0_18:0_20:0_20:2)-2H+3Na,1556.051097,1299.811017,1271.779737,1243.748457,1247.779737
CL(16:0_18:0_20:0_20:3)-2H+3Na,1554.035447,1297.795367,1269.764087,1241.732807,1247.779727
CL(16:0_18:0_20:0_20:4)-2H+3Na,1552.019797,1295.779717,1267.748437,1239.717157,1247.779717
CL(16:0_18:0_20:0_22:0)-2H+3Na,1588.113697,1331.873617,1303.842337,1275.811057,1247.779777
CL(16:0_18:0_20:0_22:5)-2H+3Na,1578.035447,1321.795367,1293.764087,1265.732807,1247.779727
CL(16:0_18:0_20:0_22:6)-2H+3Na,1576.019797,1319.779717,1291.748437,1263.717157,1247.779717
CL(16:0_18:0_20:1_20:1)-2H+3Na,1556.051097,1299.811017,1271.779737,1245.764097,1245.764097
CL(16:0_18:0_20:1_20:2)-2H+3Na,1554.035447,1297.795367,1269.764087,1243.748447,1245.764087
CL(16:0_18:0_20:1_20:3)-2H+3Na,1552.019797,1295.779717,1267.748437,1241.732797,1245.764077
CL(16:0_18:0_20:1_20:4)-2H+3Na,1550.004146,1293.764066,1265.732786,1239.717146,1245.764066
CL(16:0_18:0_20:1_22:0)-2H+3Na,1586.098047,1329.857967,1301.826687,1275.811047,1245.764127
CL(16:0_18:0_20:1_22:5)-2H+3Na,1576.019797,1319.779717,1291.748437,1265.732797,1245.764077
CL(16:0_18:0_20:1_22:6)-2H+3Na,1574.004146,1317.764066,1289.732786,1263.717146,1245.764066
CL(16:0_18:0_20:2_20:2)-2H+3Na,1552.019797,1295.779717,1267.748437,1243.748437,1243.748437
CL(16:0_18:0_20:2_20:3)-2H+3Na,1550.004146,1293.764066,1265.732786,1241.732786,1243.748426
CL(16:0_18:0_20:2_20:4)-2H+3Na,1547.988496,1291.748416,1263.717136,1239.717136,1243.748416
CL(16:0_18:0_20:2_22:0)-2H+3Na,1584.082397,1327.842317,1299.811037,1275.811037,1243.748477
CL(16:0_18:0_20:2_22:5)-2H+3Na,1574.004146,1317.764066,1289.732786,1265.732786,1243.748426
CL(16:0_18:0_20:2_22:6)-2H+3Na,1571.988496,1315.748416,1287.717136,1263.717136,1243.748416
CL(16:0_18:0_20:3_20:3)-2H+3Na,1547.988496,1291.748416,1263.717136,1241.732776,1241.732776
CL(16:0_18:0_20:3_20:4)-2H+3Na,1545.972846,1289.732766,1261.701486,1239.717126,1241.732766
CL(16:0_18:0_20:3_22:0)-2H+3Na,1582.066747,1325.826667,1297.795387,1275.811027,1241.732827
CL(16:0_18:0_20:3_22:5)-2H+3Na,1571.988496,1315.748416,1287.717136,1265.732776,1241.732776
CL(16:0_18:0_20:3_22:6)-2H+3Na,1569.972846,1313.732766,1285.701486,1263.717126,1241.732766
CL(16:0_18:0_20:4_20:4)-2H+3Na,1543.957196,1287.717116,1259.685836,1239.717116,1239.717116
CL(16:0_18:0_20:4_22:0)-2H+3Na,1580.051097,1323.811017,1295.779737,1275.811017,1239.717177
CL(16:0_18:0_20:4_22:5)-2H+3Na,1569.972846,1313.732766,1285.701486,1265.732766,1239.717126
CL(16:0_18:0_20:4_22:6)-2H+3Na,1567.957196,1311.717116,1283.685836,1263.717116,1239.717116
CL(16:0_18:0_22:0_22:0)-2H+3Na,1616.144997,1359.904917,1331.873637,1275.811077,1275.811077
CL(16:0_18:0_22:0_22:5)-2H+3Na,1606.066747,1349.826667,1321.795387,1265.732827,1275.811027
CL(16:0_18:0_22:0_22:6)-2H+3Na,1604.051097,1347.811017,1319.779737,1263.717177,1275.811017
CL(16:0_18:0_22:5_22:5)-2H+3Na,1595.988496,1339.748416,1311.717136,1265.732776,1265.732776
CL(16:0_18:0_22:5_22:6)-2H+3Na,1593.972846,1337.732766,1309.701486,1263.717126,1265.732766
CL(16:0_18:0_22:6_22:6)-2H+3Na,1591.957196,1335.717116,1307.685836,1263.717116,1263.717116
CL(16:0_18:1_18:1_18:1)-2H+3Na,1497.972846,1241.732766,1215.717126,1215.717126,1215.717126
CL(16:0_18:1_18:1_18:2)-2H+3Na,1495.957196,1239.717116,1213.701476,1213.701476,1215.717116
CL(16:0_18:1_18:1_18:3)-2H+3Na,1493.941546,1237.701466,1211.685826,1211.685826,1215.717106
CL(16:0_18:1_18:1_20:0)-2H+3Na,1528.019797,1271.779717,1245.764077,1245.764077,1215.717157
CL(16:0_18:1_18:1_20:1)-2H+3Na,1526.004146,1269.764066,1243.748426,1243.748426,1215.717146
CL(16:0_18:1_18:1_20:2)-2H+3Na,1523.988496,1267.748416,1241.732776,1241.732776,1215.717136
CL(16:0_18:1_18:1_20:3)-2H+3Na,1521.972846,1265.732766,1239.717126,1239.717126,1215.717126
CL(16:0_18:1_18:1_20:4)-2H+3Na,1519.957196,1263.717116,1237.701476,1237.701476,1215.717116
CL(16:0_18:1_18:1_22:0)-2H+3Na,1556.051097,1299.811017,1273.795377,1273.795377,1215.717177
CL(16:0_18:1_18:1_22:5)-2H+3Na,1545.972846,1289.732766,1263.717126,1263.717126,1215.717126
CL(16:0_18:1_18:1_22:6)-2H+3Na,1543.957196,1287.717116,1261.701476,1261.701476,1215.717116
CL(16:0_18:1_18:2_18:2)-2H+3Na,1493.941546,1237.701466,1211.685826,1213.701466,1213.701466
CL(16:0_18:1_18:2_18:3)-2H+3Na,1491.925896,1235.685816,1209.670176,1211.685816,1213.701456
CL(16:0_18:1_18:2_20:0)-2H+3Na,1526.004146,1269.764066,1243.748426,1245.764066,1213.701506
CL(16:0_18:1_18:2_20:1)-2H+3Na,1523.988496,1267.748416,1241.732776,1243.748416,1213.701496
CL(16:0_18:1_18:2_20:2)-2H+3Na,1521.972846,1265.732766,1239.717126,1241.732766,1213.701486
CL(16:0_18:1_18:2_20:3)-2H+3Na,1519.957196,1263.717116,1237.701476,1239.717116,1213.701476
CL(16:0_18:1_18:2_20:4)-2H+3Na,1517.941546,1261.701466,1235.685826,1237.701466,1213.701466
CL(16:0_18:1_18:2_22:0)-2H+3Na,1554.035447,1297.795367,1271.779727,1273.795367,1213.701527
CL(16:0_18:1_18:2_22:5)-2H+3Na,1543.957196,1287.717116,1261.701476,1263.717116,1213.701476
CL(16:0_18:1_18:2_22:6)-2H+3Na,1541.941546,1285.701466,1259.685826,1261.701466,1213.701466
CL(16:0_18:1_18:3_18:3)-2H+3Na,1489.910246,1233.670166,1207.654526,1211.685806,1211.685806
CL(16:0_18:1_18:3_20:0)-2H+3Na,1523.988496,1267.748416,1241.732776,1245.764056,1211.685856
CL(16:0_18:1_18:3_20:1)-2H+3Na,1521.972846,1265.732766,1239.717126,1243.748406,1211.685846
CL(16:0_18:1_18:3_20:2)-2H+3Na,1519.957196,1263.717116,1237.701476,1241.732756,1211.685836
CL(16:0_18:1_18:3_20:3)-2H+3Na,1517.941546,1261.701466,1235.685826,1239.717106,1211.685826
CL(16:0_18:1_18:3_20:4)-2H+3Na,1515.925896,1259.685816,1233.670176,1237.701456,1211.685816
CL(16:0_18:1_18:3_22:0)-2H+3Na,1552.019797,1295.779717,1269.764077,1273.795357,1211.685877
CL(16:0_18:1_18:3_22:5)-2H+3Na,1541.941546,1285.701466,1259.685826,1263.717106,1211.685826
CL(16:0_18:1_18:3_22:6)-2H+3Na,1539.925896,1283.685816,1257.670176,1261.701456,1211.685816
CL(16:0_18:1_20:0_20:0)-2H+3Na,1558.066747,1301.826667,1275.811027,1245.764107,1245.764107
CL(16:0_18:1_20:0_20:1)-2H+3Na,1556.051097,1299.811017,1273.795377,1243.748457,1245.764097
CL(16:0_18:1_20:0_20:2)-2H+3Na,1554.035447,1297.795367,1271.779727,1241.732807,1245.764087
CL(16:0_18:1_20:0_20:3)-2H+3Na,1552.019797,1295.779717,1269.764077,1239.717157,1245.764077
CL(16:0_18:1_20:0_20:4)-2H+3Na,1550.004146,1293.764066,1267.748426,1237.701506,1245.764066
CL(16:0_18:1_20:0_22:0)-2H+3Na,1586.098047,1329.857967,1303.842327,1273.795407,1245.764127
CL(16:0_18:1_20:0_22:5)-2H+3Na,1576.019797,1319.779717,1293.764077,1263.717157,1245.764077
CL(16:0_18:1_20:0_22:6)-2H+3Na,1574.004146,1317.764066,1291.748426,1261.701506,1245.764066
CL(16:0_18:1_20:1_20:1)-2H+3Na,1554.035447,1297.795367,1271.779727,1243.748447,1243.748447
CL(16:0_18:1_20:1_20:2)-2H+3Na,1552.019797,1295.779717,1269.764077,1241.732797,1243.748437
CL(16:0_18:1_20:1_20:3)-2H+3Na,1550.004146,1293.764066,1267.748426,1239.717146,1243.748426
CL(16:0_18:1_20:1_20:4)-2H+3Na,1547.988496,1291.748416,1265.732776,1237.701496,1243.748416
