Cer-NS,[M+HCO2]-,[M-H]-,[M-CO-H]-,[M-CO-3H]-,[M-CO-O-3H]-,[FA+NCCO-3H]-,[FA+NCCO-O-3H]-,[Sph-N-O-5H]-,[FA+N-H]-,[Sph-NCC-3H]-,[FA-3H]-
Cer-NS(d17:1/38:2)+HCO2,872.8071,826.8016,796.7911,794.7754,778.7805,600.572,584.577,249.2224,558.562,223.2067,541.5354
Cer-NS(d17:1/40:0)+HCO2,904.8697,858.8643,828.8536,826.838,810.8431,632.6346,616.6396,249.2224,590.6245,223.2067,573.598
Cer-NS(d17:1/40:1)+HCO2,902.8541,856.8486,826.838,824.8224,808.8275,630.6189,614.624,249.2224,588.6089,223.2067,571.5823
Cer-NS(d17:1/40:2)+HCO2,900.8384,854.8329,824.8224,822.8067,806.8118,628.6033,612.6083,249.2224,586.5933,223.2067,569.5667
Cer-NS(d17:1/42:0)+HCO2,932.901,886.8955,856.8849,854.8693,838.8744,660.6659,644.671,249.2224,618.6558,223.2067,601.6293
Cer-NS(d17:1/42:1)+HCO2,930.8854,884.8799,854.8693,852.8536,836.8588,658.6502,642.6553,249.2224,616.6402,223.2067,599.6136
Cer-NS(d17:1/42:2)+HCO2,928.8697,882.8643,852.8536,850.838,834.8431,656.6346,640.6396,249.2224,614.6245,223.2067,597.598
Cer-NS(d17:2/12:0)+HCO2,510.4159,464.4104,434.3998,432.3842,416.3892,240.1964,224.2014,247.2067,198.1863,221.1911,181.1598
Cer-NS(d17:2/12:1)+HCO2,508.4002,462.3947,432.3842,430.3685,414.3736,238.1807,222.1858,247.2067,196.1707,221.1911,179.1441
Cer-NS(d17:2/13:0)+HCO2,524.4315,478.426,448.4154,446.3998,430.4049,254.212,238.2171,247.2067,212.202,221.1911,195.1754
Cer-NS(d17:2/13:1)+HCO2,522.4158,476.4104,446.3998,444.3842,428.3892,252.1964,236.2014,247.2067,210.1863,221.1911,193.1598
Cer-NS(d17:2/14:0)+HCO2,538.4471,492.4417,462.4311,460.4154,444.4205,268.2277,252.2328,247.2067,226.2176,221.1911,209.1911
Cer-NS(d17:2/14:1)+HCO2,536.4315,490.426,460.4154,458.3998,442.4049,266.212,250.2171,247.2067,224.202,221.1911,207.1754
Cer-NS(d17:2/15:0)+HCO2,552.4628,506.4573,476.4467,474.4311,458.4362,282.2433,266.2484,247.2067,240.2333,221.1911,223.2067
Cer-NS(d17:2/15:1)+HCO2,550.4471,504.4417,474.4311,472.4154,456.4205,280.2277,264.2328,247.2067,238.2176,221.1911,221.1911
Cer-NS(d17:2/16:0)+HCO2,566.4785,520.473,490.4624,488.4467,472.4518,296.259,280.264,247.2067,254.2489,221.1911,237.2224
Cer-NS(d17:2/16:1)+HCO2,564.4628,518.4573,488.4467,486.4311,470.4362,294.2433,278.2484,247.2067,252.2333,221.1911,235.2067
Cer-NS(d17:2/16:2)+HCO2,562.4471,516.4417,486.4311,484.4154,468.4205,292.2277,276.2328,247.2067,250.2176,221.1911,233.1911
Cer-NS(d17:2/17:0)+HCO2,580.4941,534.4886,504.4781,502.4624,486.4675,310.2746,294.2797,247.2067,268.2646,221.1911,251.238
Cer-NS(d17:2/18:0)+HCO2,594.5098,548.5043,518.4937,516.4781,500.4832,324.2903,308.2953,247.2067,282.2802,221.1911,265.2537
Cer-NS(d17:2/18:1)+HCO2,592.4941,546.4886,516.478,514.4624,498.4675,322.2746,306.2797,247.2067,280.2646,221.1911,263.238
Cer-NS(d17:2/18:2)+HCO2,590.4785,544.473,514.4624,512.4468,496.4518,320.259,304.264,247.2067,278.2489,221.1911,261.2224
Cer-NS(d17:2/19:0)+HCO2,608.5254,562.52,532.5093,530.4937,514.4988,338.3059,322.311,247.2067,296.2959,221.1911,279.2693
Cer-NS(d17:2/19:1)+HCO2,606.5098,560.5043,530.4937,528.4781,512.4832,336.2903,320.2953,247.2067,294.2802,221.1911,277.2537
Cer-NS(d17:2/20:0)+HCO2,622.5411,576.5356,546.525,544.5093,528.5145,352.3216,336.3267,247.2067,310.3116,221.1911,293.285
Cer-NS(d17:2/20:1)+HCO2,620.5254,574.52,544.5093,542.4937,526.4988,350.3059,334.311,247.2067,308.2959,221.1911,291.2693
Cer-NS(d17:2/20:2)+HCO2,618.5098,572.5043,542.4937,540.4781,524.4832,348.2903,332.2953,247.2067,306.2802,221.1911,289.2537
Cer-NS(d17:2/21:0)+HCO2,636.5567,590.5512,560.5406,558.525,542.5301,366.3372,350.3423,247.2067,324.3272,221.1911,307.3006
Cer-NS(d17:2/21:1)+HCO2,634.5411,588.5356,558.525,556.5093,540.5145,364.3216,348.3267,247.2067,322.3116,221.1911,305.285
Cer-NS(d17:2/22:0)+HCO2,650.5723,604.5669,574.5563,572.5406,556.5457,380.3529,364.3579,247.2067,338.3428,221.1911,321.3163
Cer-NS(d17:2/22:1)+HCO2,648.5567,602.5512,572.5406,570.525,554.5301,378.3372,362.3423,247.2067,336.3272,221.1911,319.3006
Cer-NS(d17:2/22:2)+HCO2,646.5411,600.5356,570.525,568.5093,552.5145,376.3216,360.3267,247.2067,334.3116,221.1911,317.285
Cer-NS(d17:2/23:0)+HCO2,664.588,618.5825,588.572,586.5563,570.5614,394.3685,378.3736,247.2067,352.3585,221.1911,335.3319
Cer-NS(d17:2/23:1)+HCO2,662.5723,616.5669,586.5563,584.5406,568.5457,392.3529,376.3579,247.2067,350.3428,221.1911,333.3163
Cer-NS(d17:2/24:0)+HCO2,678.6036,632.5982,602.5876,600.572,584.577,408.3842,392.3893,247.2067,366.3741,221.1911,349.3476
Cer-NS(d17:2/24:1)+HCO2,676.588,630.5825,600.572,598.5563,582.5614,406.3685,390.3736,247.2067,364.3585,221.1911,347.3319
Cer-NS(d17:2/24:2)+HCO2,674.5723,628.5669,598.5563,596.5406,580.5457,404.3529,388.3579,247.2067,362.3428,221.1911,345.3163
Cer-NS(d17:2/25:0)+HCO2,692.6193,646.6138,616.6033,614.5876,598.5927,422.3998,406.4049,247.2067,380.3898,221.1911,363.3633
Cer-NS(d17:2/25:1)+HCO2,690.6036,644.5982,614.5876,612.572,596.577,420.3842,404.3893,247.2067,378.3741,221.1911,361.3476
Cer-NS(d17:2/26:0)+HCO2,706.6349,660.6295,630.6189,628.6033,612.6083,436.4155,420.4206,247.2067,394.4054,221.1911,377.3789
Cer-NS(d17:2/26:1)+HCO2,704.6193,658.6138,628.6033,626.5876,610.5927,434.3998,418.4049,247.2067,392.3898,221.1911,375.3633
Cer-NS(d17:2/26:2)+HCO2,702.6036,656.5982,626.5876,624.572,608.577,432.3842,416.3893,247.2067,390.3741,221.1911,373.3476
Cer-NS(d17:2/27:0)+HCO2,720.6506,674.6451,644.6346,642.6189,626.624,450.4311,434.4362,247.2067,408.4211,221.1911,391.3945
Cer-NS(d17:2/27:1)+HCO2,718.6349,672.6295,642.6189,640.6033,624.6083,448.4155,432.4206,247.2067,406.4054,221.1911,389.3789
Cer-NS(d17:2/28:0)+HCO2,734.6663,688.6608,658.6502,656.6346,640.6396,464.4468,448.4518,247.2067,422.4367,221.1911,405.4102
Cer-NS(d17:2/28:1)+HCO2,732.6506,686.6451,656.6346,654.6189,638.624,462.4311,446.4362,247.2067,420.4211,221.1911,403.3945
Cer-NS(d17:2/28:2)+HCO2,730.6349,684.6295,654.6189,652.6033,636.6083,460.4155,444.4206,247.2067,418.4054,221.1911,401.3789
Cer-NS(d17:2/29:0)+HCO2,748.6819,702.6765,672.6658,670.6502,654.6553,478.4624,462.4675,247.2067,436.4524,221.1911,419.4258
Cer-NS(d17:2/29:1)+HCO2,746.6663,700.6608,670.6502,668.6346,652.6396,476.4468,460.4518,247.2067,434.4367,221.1911,417.4102
Cer-NS(d17:2/30:0)+HCO2,762.6976,716.6921,686.6815,684.6658,668.671,492.4781,476.4832,247.2067,450.468,221.1911,433.4415
Cer-NS(d17:2/30:1)+HCO2,760.6819,714.6765,684.6658,682.6502,666.6553,490.4624,474.4675,247.2067,448.4524,221.1911,431.4258
Cer-NS(d17:2/30:2)+HCO2,758.6663,712.6608,682.6502,680.6346,664.6396,488.4468,472.4518,247.2067,446.4367,221.1911,429.4102
Cer-NS(d17:2/31:0)+HCO2,776.7132,730.7077,700.6971,698.6815,682.6866,506.4937,490.4988,247.2067,464.4837,221.1911,447.4572
Cer-NS(d17:2/31:1)+HCO2,774.6976,728.6921,698.6815,696.6658,680.671,504.4781,488.4832,247.2067,462.468,221.1911,445.4415
Cer-NS(d17:2/32:0)+HCO2,790.7288,744.7234,714.7128,712.6971,696.7023,520.5094,504.5144,247.2067,478.4993,221.1911,461.4728
Cer-NS(d17:2/32:1)+HCO2,788.7132,742.7077,712.6971,710.6815,694.6866,518.4937,502.4988,247.2067,476.4837,221.1911,459.4572
Cer-NS(d17:2/32:2)+HCO2,786.6976,740.6921,710.6815,708.6658,692.671,516.4781,500.4832,247.2067,474.468,221.1911,457.4415
Cer-NS(d17:2/33:0)+HCO2,804.7445,758.739,728.7285,726.7128,710.7179,534.525,518.5301,247.2067,492.515,221.1911,475.4884
Cer-NS(d17:2/33:1)+HCO2,802.7288,756.7234,726.7128,724.6971,708.7023,532.5094,516.5145,247.2067,490.4993,221.1911,473.4728
Cer-NS(d17:2/34:0)+HCO2,818.7601,772.7547,742.7441,740.7285,724.7335,548.5406,532.5458,247.2067,506.5306,221.1911,489.5041
Cer-NS(d17:2/34:1)+HCO2,816.7445,770.739,740.7285,738.7128,722.7179,546.525,530.5301,247.2067,504.515,221.1911,487.4884
Cer-NS(d17:2/34:2)+HCO2,814.7288,768.7234,738.7128,736.6971,720.7023,544.5094,528.5145,247.2067,502.4993,221.1911,485.4728
Cer-NS(d17:2/35:0)+HCO2,832.7758,786.7703,756.7598,754.7441,738.7492,562.5563,546.5614,247.2067,520.5463,221.1911,503.5197
Cer-NS(d17:2/35:1)+HCO2,830.7601,784.7547,754.7441,752.7285,736.7335,560.5406,544.5458,247.2067,518.5306,221.1911,501.5041
Cer-NS(d17:2/36:0)+HCO2,846.7914,800.7859,770.7754,768.7598,752.7648,576.572,560.577,247.2067,534.562,221.1911,517.5354
Cer-NS(d17:2/36:1)+HCO2,844.7758,798.7703,768.7598,766.7441,750.7492,574.5563,558.5614,247.2067,532.5463,221.1911,515.5197
Cer-NS(d17:2/36:2)+HCO2,842.7601,796.7547,766.7441,764.7285,748.7335,572.5406,556.5458,247.2067,530.5306,221.1911,513.5041
Cer-NS(d17:2/38:0)+HCO2,874.8228,828.8173,798.8067,796.7911,780.7961,604.6033,588.6083,247.2067,562.5933,221.1911,545.5667
Cer-NS(d17:2/38:1)+HCO2,872.8071,826.8016,796.7911,794.7754,778.7805,602.5876,586.5927,247.2067,560.5776,221.1911,543.551
Cer-NS(d17:2/38:2)+HCO2,870.7914,824.7859,794.7754,792.7598,776.7648,600.572,584.577,247.2067,558.562,221.1911,541.5354
Cer-NS(d17:2/40:0)+HCO2,902.8541,856.8486,826.838,824.8224,808.8275,632.6346,616.6396,247.2067,590.6245,221.1911,573.598
Cer-NS(d17:2/40:1)+HCO2,900.8384,854.8329,824.8224,822.8067,806.8118,630.6189,614.624,247.2067,588.6089,221.1911,571.5823
Cer-NS(d17:2/40:2)+HCO2,898.8228,852.8173,822.8067,820.7911,804.7961,628.6033,612.6083,247.2067,586.5933,221.1911,569.5667
Cer-NS(d17:2/42:0)+HCO2,930.8854,884.8799,854.8693,852.8536,836.8588,660.6659,644.671,247.2067,618.6558,221.1911,601.6293
Cer-NS(d17:2/42:1)+HCO2,928.8697,882.8643,852.8536,850.838,834.8431,658.6502,642.6553,247.2067,616.6402,221.1911,599.6136
Cer-NS(d17:2/42:2)+HCO2,926.8541,880.8486,850.838,848.8224,832.8275,656.6346,640.6396,247.2067,614.6245,221.1911,597.598
Cer-NS(d17:3/12:0)+HCO2,508.4002,462.3947,432.3842,430.3685,414.3736,240.1964,224.2014,245.1911,198.1863,219.1754,181.1598
Cer-NS(d17:3/12:1)+HCO2,506.3846,460.3791,430.3685,428.3528,412.3579,238.1807,222.1858,245.1911,196.1707,219.1754,179.1441
Cer-NS(d17:3/13:0)+HCO2,522.4158,476.4104,446.3998,444.3842,428.3892,254.212,238.2171,245.1911,212.202,219.1754,195.1754
Cer-NS(d17:3/13:1)+HCO2,520.4002,474.3947,444.3842,442.3685,426.3736,252.1964,236.2014,245.1911,210.1863,219.1754,193.1598
Cer-NS(d17:3/14:0)+HCO2,536.4315,490.426,460.4154,458.3998,442.4049,268.2277,252.2328,245.1911,226.2176,219.1754,209.1911
Cer-NS(d17:3/14:1)+HCO2,534.4158,488.4104,458.3998,456.3842,440.3892,266.212,250.2171,245.1911,224.202,219.1754,207.1754
Cer-NS(d17:3/15:0)+HCO2,550.4471,504.4417,474.4311,472.4154,456.4205,282.2433,266.2484,245.1911,240.2333,219.1754,223.2067
Cer-NS(d17:3/15:1)+HCO2,548.4315,502.426,472.4154,470.3998,454.4049,280.2277,264.2328,245.1911,238.2176,219.1754,221.1911
Cer-NS(d17:3/16:0)+HCO2,564.4628,518.4573,488.4467,486.4311,470.4362,296.259,280.264,245.1911,254.2489,219.1754,237.2224
Cer-NS(d17:3/16:1)+HCO2,562.4471,516.4417,486.4311,484.4154,468.4205,294.2433,278.2484,245.1911,252.2333,219.1754,235.2067
Cer-NS(d17:3/16:2)+HCO2,560.4315,514.426,484.4154,482.3998,466.4049,292.2277,276.2328,245.1911,250.2176,219.1754,233.1911
Cer-NS(d17:3/17:0)+HCO2,578.4785,532.473,502.4624,500.4467,484.4518,310.2746,294.2797,245.1911,268.2646,219.1754,251.238
Cer-NS(d17:3/18:0)+HCO2,592.4941,546.4886,516.478,514.4624,498.4675,324.2903,308.2953,245.1911,282.2802,219.1754,265.2537
Cer-NS(d17:3/18:1)+HCO2,590.4785,544.473,514.4624,512.4468,496.4518,322.2746,306.2797,245.1911,280.2646,219.1754,263.238
Cer-NS(d17:3/18:2)+HCO2,588.4628,542.4573,512.4468,510.4311,494.4362,320.259,304.264,245.1911,278.2489,219.1754,261.2224
Cer-NS(d17:3/19:0)+HCO2,606.5098,560.5043,530.4937,528.4781,512.4832,338.3059,322.311,245.1911,296.2959,219.1754,279.2693
Cer-NS(d17:3/19:1)+HCO2,604.4941,558.4886,528.478,526.4624,510.4675,336.2903,320.2953,245.1911,294.2802,219.1754,277.2537
Cer-NS(d17:3/20:0)+HCO2,620.5254,574.52,544.5093,542.4937,526.4988,352.3216,336.3267,245.1911,310.3116,219.1754,293.285
Cer-NS(d17:3/20:1)+HCO2,618.5098,572.5043,542.4937,540.4781,524.4832,350.3059,334.311,245.1911,308.2959,219.1754,291.2693
Cer-NS(d17:3/20:2)+HCO2,616.4941,570.4886,540.478,538.4624,522.4675,348.2903,332.2953,245.1911,306.2802,219.1754,289.2537
Cer-NS(d17:3/21:0)+HCO2,634.5411,588.5356,558.525,556.5093,540.5145,366.3372,350.3423,245.1911,324.3272,219.1754,307.3006
Cer-NS(d17:3/21:1)+HCO2,632.5254,586.52,556.5093,554.4937,538.4988,364.3216,348.3267,245.1911,322.3116,219.1754,305.285
Cer-NS(d17:3/22:0)+HCO2,648.5567,602.5512,572.5406,570.525,554.5301,380.3529,364.3579,245.1911,338.3428,219.1754,321.3163
Cer-NS(d17:3/22:1)+HCO2,646.5411,600.5356,570.525,568.5093,552.5145,378.3372,362.3423,245.1911,336.3272,219.1754,319.3006
Cer-NS(d17:3/22:2)+HCO2,644.5254,598.52,568.5093,566.4937,550.4988,376.3216,360.3267,245.1911,334.3116,219.1754,317.285
Cer-NS(d17:3/23:0)+HCO2,662.5723,616.5669,586.5563,584.5406,568.5457,394.3685,378.3736,245.1911,352.3585,219.1754,335.3319
Cer-NS(d17:3/23:1)+HCO2,660.5567,614.5512,584.5406,582.525,566.5301,392.3529,376.3579,245.1911,350.3428,219.1754,333.3163
Cer-NS(d17:3/24:0)+HCO2,676.588,630.5825,600.572,598.5563,582.5614,408.3842,392.3893,245.1911,366.3741,219.1754,349.3476
Cer-NS(d17:3/24:1)+HCO2,674.5723,628.5669,598.5563,596.5406,580.5457,406.3685,390.3736,245.1911,364.3585,219.1754,347.3319
Cer-NS(d17:3/24:2)+HCO2,672.5567,626.5512,596.5406,594.525,578.5301,404.3529,388.3579,245.1911,362.3428,219.1754,345.3163
Cer-NS(d17:3/25:0)+HCO2,690.6036,644.5982,614.5876,612.572,596.577,422.3998,406.4049,245.1911,380.3898,219.1754,363.3633
Cer-NS(d17:3/25:1)+HCO2,688.588,642.5825,612.572,610.5563,594.5614,420.3842,404.3893,245.1911,378.3741,219.1754,361.3476
Cer-NS(d17:3/26:0)+HCO2,704.6193,658.6138,628.6033,626.5876,610.5927,436.4155,420.4206,245.1911,394.4054,219.1754,377.3789
Cer-NS(d17:3/26:1)+HCO2,702.6036,656.5982,626.5876,624.572,608.577,434.3998,418.4049,245.1911,392.3898,219.1754,375.3633
Cer-NS(d17:3/26:2)+HCO2,700.588,654.5825,624.572,622.5563,606.5614,432.3842,416.3893,245.1911,390.3741,219.1754,373.3476
Cer-NS(d17:3/27:0)+HCO2,718.6349,672.6295,642.6189,640.6033,624.6083,450.4311,434.4362,245.1911,408.4211,219.1754,391.3945
Cer-NS(d17:3/27:1)+HCO2,716.6193,670.6138,640.6033,638.5876,622.5927,448.4155,432.4206,245.1911,406.4054,219.1754,389.3789
Cer-NS(d17:3/28:0)+HCO2,732.6506,686.6451,656.6346,654.6189,638.624,464.4468,448.4518,245.1911,422.4367,219.1754,405.4102
Cer-NS(d17:3/28:1)+HCO2,730.6349,684.6295,654.6189,652.6033,636.6083,462.4311,446.4362,245.1911,420.4211,219.1754,403.3945
Cer-NS(d17:3/28:2)+HCO2,728.6193,682.6138,652.6033,650.5876,634.5927,460.4155,444.4206,245.1911,418.4054,219.1754,401.3789
Cer-NS(d17:3/29:0)+HCO2,746.6663,700.6608,670.6502,668.6346,652.6396,478.4624,462.4675,245.1911,436.4524,219.1754,419.4258
Cer-NS(d17:3/29:1)+HCO2,744.6506,698.6451,668.6346,666.6189,650.624,476.4468,460.4518,245.1911,434.4367,219.1754,417.4102
Cer-NS(d17:3/30:0)+HCO2,760.6819,714.6765,684.6658,682.6502,666.6553,492.4781,476.4832,245.1911,450.468,219.1754,433.4415
Cer-NS(d17:3/30:1)+HCO2,758.6663,712.6608,682.6502,680.6346,664.6396,490.4624,474.4675,245.1911,448.4524,219.1754,431.4258
Cer-NS(d17:3/30:2)+HCO2,756.6506,710.6451,680.6346,678.6189,662.624,488.4468,472.4518,245.1911,446.4367,219.1754,429.4102
Cer-NS(d17:3/31:0)+HCO2,774.6976,728.6921,698.6815,696.6658,680.671,506.4937,490.4988,245.1911,464.4837,219.1754,447.4572
Cer-NS(d17:3/31:1)+HCO2,772.6819,726.6765,696.6658,694.6502,678.6553,504.4781,488.4832,245.1911,462.468,219.1754,445.4415
Cer-NS(d17:3/32:0)+HCO2,788.7132,742.7077,712.6971,710.6815,694.6866,520.5094,504.5144,245.1911,478.4993,219.1754,461.4728
Cer-NS(d17:3/32:1)+HCO2,786.6976,740.6921,710.6815,708.6658,692.671,518.4937,502.4988,245.1911,476.4837,219.1754,459.4572
Cer-NS(d17:3/32:2)+HCO2,784.6819,738.6765,708.6658,706.6502,690.6553,516.4781,500.4832,245.1911,474.468,219.1754,457.4415
Cer-NS(d17:3/33:0)+HCO2,802.7288,756.7234,726.7128,724.6971,708.7023,534.525,518.5301,245.1911,492.515,219.1754,475.4884
Cer-NS(d17:3/33:1)+HCO2,800.7132,754.7077,724.6971,722.6815,706.6866,532.5094,516.5145,245.1911,490.4993,219.1754,473.4728
Cer-NS(d17:3/34:0)+HCO2,816.7445,770.739,740.7285,738.7128,722.7179,548.5406,532.5458,245.1911,506.5306,219.1754,489.5041
Cer-NS(d17:3/34:1)+HCO2,814.7288,768.7234,738.7128,736.6971,720.7023,546.525,530.5301,245.1911,504.515,219.1754,487.4884
Cer-NS(d17:3/34:2)+HCO2,812.7132,766.7077,736.6971,734.6815,718.6866,544.5094,528.5145,245.1911,502.4993,219.1754,485.4728
Cer-NS(d17:3/35:0)+HCO2,830.7601,784.7547,754.7441,752.7285,736.7335,562.5563,546.5614,245.1911,520.5463,219.1754,503.5197
Cer-NS(d17:3/35:1)+HCO2,828.7445,782.739,752.7285,750.7128,734.7179,560.5406,544.5458,245.1911,518.5306,219.1754,501.5041
Cer-NS(d17:3/36:0)+HCO2,844.7758,798.7703,768.7598,766.7441,750.7492,576.572,560.577,245.1911,534.562,219.1754,517.5354
Cer-NS(d17:3/36:1)+HCO2,842.7601,796.7547,766.7441,764.7285,748.7335,574.5563,558.5614,245.1911,532.5463,219.1754,515.5197
Cer-NS(d17:3/36:2)+HCO2,840.7445,794.739,764.7285,762.7128,746.7179,572.5406,556.5458,245.1911,530.5306,219.1754,513.5041
Cer-NS(d17:3/38:0)+HCO2,872.8071,826.8016,796.7911,794.7754,778.7805,604.6033,588.6083,245.1911,562.5933,219.1754,545.5667
Cer-NS(d17:3/38:1)+HCO2,870.7914,824.7859,794.7754,792.7598,776.7648,602.5876,586.5927,245.1911,560.5776,219.1754,543.551
Cer-NS(d17:3/38:2)+HCO2,868.7758,822.7703,792.7598,790.7441,774.7492,600.572,584.577,245.1911,558.562,219.1754,541.5354
Cer-NS(d17:3/40:0)+HCO2,900.8384,854.8329,824.8224,822.8067,806.8118,632.6346,616.6396,245.1911,590.6245,219.1754,573.598
Cer-NS(d17:3/40:1)+HCO2,898.8228,852.8173,822.8067,820.7911,804.7961,630.6189,614.624,245.1911,588.6089,219.1754,571.5823
Cer-NS(d17:3/40:2)+HCO2,896.8071,850.8016,820.7911,818.7754,802.7805,628.6033,612.6083,245.1911,586.5933,219.1754,569.5667
Cer-NS(d17:3/42:0)+HCO2,928.8697,882.8643,852.8536,850.838,834.8431,660.6659,644.671,245.1911,618.6558,219.1754,601.6293
Cer-NS(d17:3/42:1)+HCO2,926.8541,880.8486,850.838,848.8224,832.8275,658.6502,642.6553,245.1911,616.6402,219.1754,599.6136
Cer-NS(d17:3/42:2)+HCO2,924.8384,878.8329,848.8224,846.8067,830.8118,656.6346,640.6396,245.1911,614.6245,219.1754,597.598
Cer-NS(d18:1/12:0)+HCO2,526.4471,480.4417,450.4311,448.4154,432.4205,240.1964,224.2014,263.238,198.1863,237.2224,181.1598
Cer-NS(d18:1/12:1)+HCO2,524.4315,478.426,448.4154,446.3998,430.4049,238.1807,222.1858,263.238,196.1707,237.2224,179.1441
Cer-NS(d18:1/13:0)+HCO2,540.4628,494.4573,464.4467,462.4311,446.4362,254.212,238.2171,263.238,212.202,237.2224,195.1754
Cer-NS(d18:1/13:1)+HCO2,538.4471,492.4417,462.4311,460.4154,444.4205,252.1964,236.2014,263.238,210.1863,237.2224,193.1598
Cer-NS(d18:1/14:0)+HCO2,554.4785,508.473,478.4624,476.4467,460.4518,268.2277,252.2328,263.238,226.2176,237.2224,209.1911
Cer-NS(d18:1/14:1)+HCO2,552.4628,506.4573,476.4467,474.4311,458.4362,266.212,250.2171,263.238,224.202,237.2224,207.1754
Cer-NS(d18:1/15:0)+HCO2,568.4941,522.4886,492.4781,490.4624,474.4675,282.2433,266.2484,263.238,240.2333,237.2224,223.2067
Cer-NS(d18:1/15:1)+HCO2,566.4785,520.473,490.4624,488.4467,472.4518,280.2277,264.2328,263.238,238.2176,237.2224,221.1911
Cer-NS(d18:1/16:0)+HCO2,582.5098,536.5043,506.4937,504.4781,488.4832,296.259,280.264,263.238,254.2489,237.2224,237.2224
Cer-NS(d18:1/16:1)+HCO2,580.4941,534.4886,504.4781,502.4624,486.4675,294.2433,278.2484,263.238,252.2333,237.2224,235.2067
Cer-NS(d18:1/16:2)+HCO2,578.4785,532.473,502.4624,500.4467,484.4518,292.2277,276.2328,263.238,250.2176,237.2224,233.1911
Cer-NS(d18:1/17:0)+HCO2,596.5254,550.52,520.5093,518.4937,502.4988,310.2746,294.2797,263.238,268.2646,237.2224,251.238
Cer-NS(d18:1/18:0)+HCO2,610.5411,564.5356,534.525,532.5093,516.5145,324.2903,308.2953,263.238,282.2802,237.2224,265.2537
Cer-NS(d18:1/18:1)+HCO2,608.5254,562.52,532.5093,530.4937,514.4988,322.2746,306.2797,263.238,280.2646,237.2224,263.238
Cer-NS(d18:1/18:2)+HCO2,606.5098,560.5043,530.4937,528.4781,512.4832,320.259,304.264,263.238,278.2489,237.2224,261.2224
Cer-NS(d18:1/19:0)+HCO2,624.5567,578.5512,548.5406,546.525,530.5301,338.3059,322.311,263.238,296.2959,237.2224,279.2693
Cer-NS(d18:1/19:1)+HCO2,622.5411,576.5356,546.525,544.5093,528.5145,336.2903,320.2953,263.238,294.2802,237.2224,277.2537
Cer-NS(d18:1/20:0)+HCO2,638.5723,592.5669,562.5563,560.5406,544.5457,352.3216,336.3267,263.238,310.3116,237.2224,293.285
Cer-NS(d18:1/20:1)+HCO2,636.5567,590.5512,560.5406,558.525,542.5301,350.3059,334.311,263.238,308.2959,237.2224,291.2693
Cer-NS(d18:1/20:2)+HCO2,634.5411,588.5356,558.525,556.5093,540.5145,348.2903,332.2953,263.238,306.2802,237.2224,289.2537
Cer-NS(d18:1/21:0)+HCO2,652.588,606.5825,576.572,574.5563,558.5614,366.3372,350.3423,263.238,324.3272,237.2224,307.3006
Cer-NS(d18:1/21:1)+HCO2,650.5723,604.5669,574.5563,572.5406,556.5457,364.3216,348.3267,263.238,322.3116,237.2224,305.285
Cer-NS(d18:1/22:0)+HCO2,666.6036,620.5982,590.5876,588.572,572.577,380.3529,364.3579,263.238,338.3428,237.2224,321.3163
Cer-NS(d18:1/22:1)+HCO2,664.588,618.5825,588.572,586.5563,570.5614,378.3372,362.3423,263.238,336.3272,237.2224,319.3006
Cer-NS(d18:1/22:2)+HCO2,662.5723,616.5669,586.5563,584.5406,568.5457,376.3216,360.3267,263.238,334.3116,237.2224,317.285
Cer-NS(d18:1/23:0)+HCO2,680.6193,634.6138,604.6033,602.5876,586.5927,394.3685,378.3736,263.238,352.3585,237.2224,335.3319
Cer-NS(d18:1/23:1)+HCO2,678.6036,632.5982,602.5876,600.572,584.577,392.3529,376.3579,263.238,350.3428,237.2224,333.3163
Cer-NS(d18:1/24:0)+HCO2,694.6349,648.6295,618.6189,616.6033,600.6083,408.3842,392.3893,263.238,366.3741,237.2224,349.3476
Cer-NS(d18:1/24:1)+HCO2,692.6193,646.6138,616.6033,614.5876,598.5927,406.3685,390.3736,263.238,364.3585,237.2224,347.3319
Cer-NS(d18:1/24:2)+HCO2,690.6036,644.5982,614.5876,612.572,596.577,404.3529,388.3579,263.238,362.3428,237.2224,345.3163
Cer-NS(d18:1/25:0)+HCO2,708.6506,662.6451,632.6346,630.6189,614.624,422.3998,406.4049,263.238,380.3898,237.2224,363.3633
Cer-NS(d18:1/25:1)+HCO2,706.6349,660.6295,630.6189,628.6033,612.6083,420.3842,404.3893,263.238,378.3741,237.2224,361.3476
Cer-NS(d18:1/26:0)+HCO2,722.6663,676.6608,646.6502,644.6346,628.6396,436.4155,420.4206,263.238,394.4054,237.2224,377.3789
Cer-NS(d18:1/26:1)+HCO2,720.6506,674.6451,644.6346,642.6189,626.624,434.3998,418.4049,263.238,392.3898,237.2224,375.3633
Cer-NS(d18:1/26:2)+HCO2,718.6349,672.6295,642.6189,640.6033,624.6083,432.3842,416.3893,263.238,390.3741,237.2224,373.3476
Cer-NS(d18:1/27:0)+HCO2,736.6819,690.6765,660.6658,658.6502,642.6553,450.4311,434.4362,263.238,408.4211,237.2224,391.3945
Cer-NS(d18:1/27:1)+HCO2,734.6663,688.6608,658.6502,656.6346,640.6396,448.4155,432.4206,263.238,406.4054,237.2224,389.3789
