Cer-NS,[M+HCO2]-,[M-H]-,[M-CO-H]-,[M-CO-3H]-,[M-CO-O-3H]-,[FA+NCCO-3H]-,[FA+NCCO-O-3H]-,[Sph-N-O-5H]-,[FA+N-H]-,[Sph-NCC-3H]-,[FA-3H]-
Cer-NS(d26:3/27:1)+HCO2,842.7601,796.7547,766.7441,764.7285,748.7335,448.4155,432.4206,371.3319,406.4054,345.3163,389.3789
Cer-NS(d26:3/28:0)+HCO2,858.7914,812.7859,782.7754,780.7598,764.7648,464.4468,448.4518,371.3319,422.4367,345.3163,405.4102
Cer-NS(d26:3/28:1)+HCO2,856.7758,810.7703,780.7598,778.7441,762.7492,462.4311,446.4362,371.3319,420.4211,345.3163,403.3945
Cer-NS(d26:3/28:2)+HCO2,854.7601,808.7547,778.7441,776.7285,760.7335,460.4155,444.4206,371.3319,418.4054,345.3163,401.3789
Cer-NS(d26:3/29:0)+HCO2,872.8071,826.8016,796.7911,794.7754,778.7805,478.4624,462.4675,371.3319,436.4524,345.3163,419.4258
Cer-NS(d26:3/29:1)+HCO2,870.7914,824.7859,794.7754,792.7598,776.7648,476.4468,460.4518,371.3319,434.4367,345.3163,417.4102
Cer-NS(d26:3/30:0)+HCO2,886.8228,840.8173,810.8067,808.7911,792.7961,492.4781,476.4832,371.3319,450.468,345.3163,433.4415
Cer-NS(d26:3/30:1)+HCO2,884.8071,838.8016,808.7911,806.7754,790.7805,490.4624,474.4675,371.3319,448.4524,345.3163,431.4258
Cer-NS(d26:3/30:2)+HCO2,882.7914,836.7859,806.7754,804.7598,788.7648,488.4468,472.4518,371.3319,446.4367,345.3163,429.4102
Cer-NS(d26:3/31:0)+HCO2,900.8384,854.8329,824.8224,822.8067,806.8118,506.4937,490.4988,371.3319,464.4837,345.3163,447.4572
Cer-NS(d26:3/31:1)+HCO2,898.8228,852.8173,822.8067,820.7911,804.7961,504.4781,488.4832,371.3319,462.468,345.3163,445.4415
Cer-NS(d26:3/32:0)+HCO2,914.8541,868.8486,838.838,836.8224,820.8275,520.5094,504.5144,371.3319,478.4993,345.3163,461.4728
Cer-NS(d26:3/32:1)+HCO2,912.8384,866.8329,836.8224,834.8067,818.8118,518.4937,502.4988,371.3319,476.4837,345.3163,459.4572
Cer-NS(d26:3/32:2)+HCO2,910.8228,864.8173,834.8067,832.7911,816.7961,516.4781,500.4832,371.3319,474.468,345.3163,457.4415
Cer-NS(d26:3/33:0)+HCO2,928.8697,882.8643,852.8536,850.838,834.8431,534.525,518.5301,371.3319,492.515,345.3163,475.4884
Cer-NS(d26:3/33:1)+HCO2,926.8541,880.8486,850.838,848.8224,832.8275,532.5094,516.5145,371.3319,490.4993,345.3163,473.4728
Cer-NS(d26:3/34:0)+HCO2,942.8854,896.8799,866.8693,864.8536,848.8588,548.5406,532.5458,371.3319,506.5306,345.3163,489.5041
Cer-NS(d26:3/34:1)+HCO2,940.8697,894.8643,864.8536,862.838,846.8431,546.525,530.5301,371.3319,504.515,345.3163,487.4884
Cer-NS(d26:3/34:2)+HCO2,938.8541,892.8486,862.838,860.8224,844.8275,544.5094,528.5145,371.3319,502.4993,345.3163,485.4728
Cer-NS(d26:3/35:0)+HCO2,956.901,910.8955,880.8849,878.8693,862.8744,562.5563,546.5614,371.3319,520.5463,345.3163,503.5197
Cer-NS(d26:3/35:1)+HCO2,954.8854,908.8799,878.8693,876.8536,860.8588,560.5406,544.5458,371.3319,518.5306,345.3163,501.5041
Cer-NS(d26:3/36:0)+HCO2,970.9166,924.9112,894.9006,892.8849,876.89,576.572,560.577,371.3319,534.562,345.3163,517.5354
Cer-NS(d26:3/36:1)+HCO2,968.901,922.8955,892.8849,890.8693,874.8744,574.5563,558.5614,371.3319,532.5463,345.3163,515.5197
Cer-NS(d26:3/36:2)+HCO2,966.8854,920.8799,890.8693,888.8536,872.8588,572.5406,556.5458,371.3319,530.5306,345.3163,513.5041
Cer-NS(d26:3/38:0)+HCO2,998.9479,952.9425,922.9319,920.9163,904.9213,604.6033,588.6083,371.3319,562.5933,345.3163,545.5667
Cer-NS(d26:3/38:1)+HCO2,996.9323,950.9268,920.9163,918.9006,902.9057,602.5876,586.5927,371.3319,560.5776,345.3163,543.551
Cer-NS(d26:3/38:2)+HCO2,994.9166,948.9112,918.9006,916.8849,900.89,600.572,584.577,371.3319,558.562,345.3163,541.5354
Cer-NS(d26:3/40:0)+HCO2,1026.979,980.9738,950.9632,948.9476,932.9526,632.6346,616.6396,371.3319,590.6245,345.3163,573.598
Cer-NS(d26:3/40:1)+HCO2,1024.964,978.9581,948.9476,946.9319,930.937,630.6189,614.624,371.3319,588.6089,345.3163,571.5823
Cer-NS(d26:3/40:2)+HCO2,1022.948,976.9425,946.9319,944.9163,928.9213,628.6033,612.6083,371.3319,586.5933,345.3163,569.5667
Cer-NS(d26:3/42:0)+HCO2,1055.01,1009.005,978.9945,976.9789,960.9839,660.6659,644.671,371.3319,618.6558,345.3163,601.6293
Cer-NS(d26:3/42:1)+HCO2,1052.995,1006.989,976.9789,974.9632,958.9683,658.6502,642.6553,371.3319,616.6402,345.3163,599.6136
Cer-NS(d26:3/42:2)+HCO2,1050.979,1004.974,974.9632,972.9476,956.9526,656.6346,640.6396,371.3319,614.6245,345.3163,597.598
Cer-NS(d27:1/12:0)+HCO2,652.588,606.5825,576.572,574.5563,558.5614,240.1964,224.2014,389.3789,198.1863,363.3633,181.1598
Cer-NS(d27:1/12:1)+HCO2,650.5723,604.5669,574.5563,572.5406,556.5457,238.1807,222.1858,389.3789,196.1707,363.3633,179.1441
Cer-NS(d27:1/13:0)+HCO2,666.6036,620.5982,590.5876,588.572,572.577,254.212,238.2171,389.3789,212.202,363.3633,195.1754
Cer-NS(d27:1/13:1)+HCO2,664.588,618.5825,588.572,586.5563,570.5614,252.1964,236.2014,389.3789,210.1863,363.3633,193.1598
Cer-NS(d27:1/14:0)+HCO2,680.6193,634.6138,604.6033,602.5876,586.5927,268.2277,252.2328,389.3789,226.2176,363.3633,209.1911
Cer-NS(d27:1/14:1)+HCO2,678.6036,632.5982,602.5876,600.572,584.577,266.212,250.2171,389.3789,224.202,363.3633,207.1754
Cer-NS(d27:1/15:0)+HCO2,694.6349,648.6295,618.6189,616.6033,600.6083,282.2433,266.2484,389.3789,240.2333,363.3633,223.2067
Cer-NS(d27:1/15:1)+HCO2,692.6193,646.6138,616.6033,614.5876,598.5927,280.2277,264.2328,389.3789,238.2176,363.3633,221.1911
Cer-NS(d27:1/16:0)+HCO2,708.6506,662.6451,632.6346,630.6189,614.624,296.259,280.264,389.3789,254.2489,363.3633,237.2224
Cer-NS(d27:1/16:1)+HCO2,706.6349,660.6295,630.6189,628.6033,612.6083,294.2433,278.2484,389.3789,252.2333,363.3633,235.2067
Cer-NS(d27:1/16:2)+HCO2,704.6193,658.6138,628.6033,626.5876,610.5927,292.2277,276.2328,389.3789,250.2176,363.3633,233.1911
Cer-NS(d27:1/17:0)+HCO2,722.6663,676.6608,646.6502,644.6346,628.6396,310.2746,294.2797,389.3789,268.2646,363.3633,251.238
Cer-NS(d27:1/18:0)+HCO2,736.6819,690.6765,660.6658,658.6502,642.6553,324.2903,308.2953,389.3789,282.2802,363.3633,265.2537
Cer-NS(d27:1/18:1)+HCO2,734.6663,688.6608,658.6502,656.6346,640.6396,322.2746,306.2797,389.3789,280.2646,363.3633,263.238
Cer-NS(d27:1/18:2)+HCO2,732.6506,686.6451,656.6346,654.6189,638.624,320.259,304.264,389.3789,278.2489,363.3633,261.2224
Cer-NS(d27:1/19:0)+HCO2,750.6976,704.6921,674.6815,672.6658,656.671,338.3059,322.311,389.3789,296.2959,363.3633,279.2693
Cer-NS(d27:1/19:1)+HCO2,748.6819,702.6765,672.6658,670.6502,654.6553,336.2903,320.2953,389.3789,294.2802,363.3633,277.2537
Cer-NS(d27:1/20:0)+HCO2,764.7132,718.7077,688.6971,686.6815,670.6866,352.3216,336.3267,389.3789,310.3116,363.3633,293.285
Cer-NS(d27:1/20:1)+HCO2,762.6976,716.6921,686.6815,684.6658,668.671,350.3059,334.311,389.3789,308.2959,363.3633,291.2693
Cer-NS(d27:1/20:2)+HCO2,760.6819,714.6765,684.6658,682.6502,666.6553,348.2903,332.2953,389.3789,306.2802,363.3633,289.2537
Cer-NS(d27:1/21:0)+HCO2,778.7288,732.7234,702.7128,700.6971,684.7023,366.3372,350.3423,389.3789,324.3272,363.3633,307.3006
Cer-NS(d27:1/21:1)+HCO2,776.7132,730.7077,700.6971,698.6815,682.6866,364.3216,348.3267,389.3789,322.3116,363.3633,305.285
Cer-NS(d27:1/22:0)+HCO2,792.7445,746.739,716.7285,714.7128,698.7179,380.3529,364.3579,389.3789,338.3428,363.3633,321.3163
Cer-NS(d27:1/22:1)+HCO2,790.7288,744.7234,714.7128,712.6971,696.7023,378.3372,362.3423,389.3789,336.3272,363.3633,319.3006
Cer-NS(d27:1/22:2)+HCO2,788.7132,742.7077,712.6971,710.6815,694.6866,376.3216,360.3267,389.3789,334.3116,363.3633,317.285
Cer-NS(d27:1/23:0)+HCO2,806.7601,760.7547,730.7441,728.7285,712.7335,394.3685,378.3736,389.3789,352.3585,363.3633,335.3319
Cer-NS(d27:1/23:1)+HCO2,804.7445,758.739,728.7285,726.7128,710.7179,392.3529,376.3579,389.3789,350.3428,363.3633,333.3163
Cer-NS(d27:1/24:0)+HCO2,820.7758,774.7703,744.7598,742.7441,726.7492,408.3842,392.3893,389.3789,366.3741,363.3633,349.3476
Cer-NS(d27:1/24:1)+HCO2,818.7601,772.7547,742.7441,740.7285,724.7335,406.3685,390.3736,389.3789,364.3585,363.3633,347.3319
Cer-NS(d27:1/24:2)+HCO2,816.7445,770.739,740.7285,738.7128,722.7179,404.3529,388.3579,389.3789,362.3428,363.3633,345.3163
Cer-NS(d27:1/25:0)+HCO2,834.7914,788.7859,758.7754,756.7598,740.7648,422.3998,406.4049,389.3789,380.3898,363.3633,363.3633
Cer-NS(d27:1/25:1)+HCO2,832.7758,786.7703,756.7598,754.7441,738.7492,420.3842,404.3893,389.3789,378.3741,363.3633,361.3476
Cer-NS(d27:1/26:0)+HCO2,848.8071,802.8016,772.7911,770.7754,754.7805,436.4155,420.4206,389.3789,394.4054,363.3633,377.3789
Cer-NS(d27:1/26:1)+HCO2,846.7914,800.7859,770.7754,768.7598,752.7648,434.3998,418.4049,389.3789,392.3898,363.3633,375.3633
Cer-NS(d27:1/26:2)+HCO2,844.7758,798.7703,768.7598,766.7441,750.7492,432.3842,416.3893,389.3789,390.3741,363.3633,373.3476
Cer-NS(d27:1/27:0)+HCO2,862.8228,816.8173,786.8067,784.7911,768.7961,450.4311,434.4362,389.3789,408.4211,363.3633,391.3945
Cer-NS(d27:1/27:1)+HCO2,860.8071,814.8016,784.7911,782.7754,766.7805,448.4155,432.4206,389.3789,406.4054,363.3633,389.3789
Cer-NS(d27:1/28:0)+HCO2,876.8384,830.8329,800.8224,798.8067,782.8118,464.4468,448.4518,389.3789,422.4367,363.3633,405.4102
Cer-NS(d27:1/28:1)+HCO2,874.8228,828.8173,798.8067,796.7911,780.7961,462.4311,446.4362,389.3789,420.4211,363.3633,403.3945
Cer-NS(d27:1/28:2)+HCO2,872.8071,826.8016,796.7911,794.7754,778.7805,460.4155,444.4206,389.3789,418.4054,363.3633,401.3789
Cer-NS(d27:1/29:0)+HCO2,890.8541,844.8486,814.838,812.8224,796.8275,478.4624,462.4675,389.3789,436.4524,363.3633,419.4258
Cer-NS(d27:1/29:1)+HCO2,888.8384,842.8329,812.8224,810.8067,794.8118,476.4468,460.4518,389.3789,434.4367,363.3633,417.4102
Cer-NS(d27:1/30:0)+HCO2,904.8697,858.8643,828.8536,826.838,810.8431,492.4781,476.4832,389.3789,450.468,363.3633,433.4415
Cer-NS(d27:1/30:1)+HCO2,902.8541,856.8486,826.838,824.8224,808.8275,490.4624,474.4675,389.3789,448.4524,363.3633,431.4258
Cer-NS(d27:1/30:2)+HCO2,900.8384,854.8329,824.8224,822.8067,806.8118,488.4468,472.4518,389.3789,446.4367,363.3633,429.4102
Cer-NS(d27:1/31:0)+HCO2,918.8854,872.8799,842.8693,840.8536,824.8588,506.4937,490.4988,389.3789,464.4837,363.3633,447.4572
Cer-NS(d27:1/31:1)+HCO2,916.8697,870.8643,840.8536,838.838,822.8431,504.4781,488.4832,389.3789,462.468,363.3633,445.4415
Cer-NS(d27:1/32:0)+HCO2,932.901,886.8955,856.8849,854.8693,838.8744,520.5094,504.5144,389.3789,478.4993,363.3633,461.4728
Cer-NS(d27:1/32:1)+HCO2,930.8854,884.8799,854.8693,852.8536,836.8588,518.4937,502.4988,389.3789,476.4837,363.3633,459.4572
Cer-NS(d27:1/32:2)+HCO2,928.8697,882.8643,852.8536,850.838,834.8431,516.4781,500.4832,389.3789,474.468,363.3633,457.4415
Cer-NS(d27:1/33:0)+HCO2,946.9166,900.9112,870.9006,868.8849,852.89,534.525,518.5301,389.3789,492.515,363.3633,475.4884
Cer-NS(d27:1/33:1)+HCO2,944.901,898.8955,868.8849,866.8693,850.8744,532.5094,516.5145,389.3789,490.4993,363.3633,473.4728
Cer-NS(d27:1/34:0)+HCO2,960.9323,914.9268,884.9163,882.9006,866.9057,548.5406,532.5458,389.3789,506.5306,363.3633,489.5041
Cer-NS(d27:1/34:1)+HCO2,958.9166,912.9112,882.9006,880.8849,864.89,546.525,530.5301,389.3789,504.515,363.3633,487.4884
Cer-NS(d27:1/34:2)+HCO2,956.901,910.8955,880.8849,878.8693,862.8744,544.5094,528.5145,389.3789,502.4993,363.3633,485.4728
Cer-NS(d27:1/35:0)+HCO2,974.9479,928.9425,898.9319,896.9163,880.9213,562.5563,546.5614,389.3789,520.5463,363.3633,503.5197
Cer-NS(d27:1/35:1)+HCO2,972.9323,926.9268,896.9163,894.9006,878.9057,560.5406,544.5458,389.3789,518.5306,363.3633,501.5041
Cer-NS(d27:1/36:0)+HCO2,988.9636,942.9581,912.9476,910.9319,894.937,576.572,560.577,389.3789,534.562,363.3633,517.5354
Cer-NS(d27:1/36:1)+HCO2,986.9479,940.9425,910.9319,908.9163,892.9213,574.5563,558.5614,389.3789,532.5463,363.3633,515.5197
Cer-NS(d27:1/36:2)+HCO2,984.9323,938.9268,908.9163,906.9006,890.9057,572.5406,556.5458,389.3789,530.5306,363.3633,513.5041
Cer-NS(d27:1/38:0)+HCO2,1016.995,970.9894,940.9789,938.9632,922.9683,604.6033,588.6083,389.3789,562.5933,363.3633,545.5667
Cer-NS(d27:1/38:1)+HCO2,1014.979,968.9738,938.9632,936.9476,920.9526,602.5876,586.5927,389.3789,560.5776,363.3633,543.551
Cer-NS(d27:1/38:2)+HCO2,1012.964,966.9581,936.9476,934.9319,918.937,600.572,584.577,389.3789,558.562,363.3633,541.5354
Cer-NS(d27:1/40:0)+HCO2,1045.026,999.0208,969.0101,966.9945,950.9996,632.6346,616.6396,389.3789,590.6245,363.3633,573.598
Cer-NS(d27:1/40:1)+HCO2,1043.01,997.0051,966.9945,964.9789,948.9839,630.6189,614.624,389.3789,588.6089,363.3633,571.5823
Cer-NS(d27:1/40:2)+HCO2,1040.995,994.9894,964.9789,962.9632,946.9683,628.6033,612.6083,389.3789,586.5933,363.3633,569.5667
Cer-NS(d27:1/42:0)+HCO2,1073.057,1027.052,997.0414,995.0258,979.0309,660.6659,644.671,389.3789,618.6558,363.3633,601.6293
Cer-NS(d27:1/42:1)+HCO2,1071.042,1025.036,995.0258,993.0101,977.0153,658.6502,642.6553,389.3789,616.6402,363.3633,599.6136
Cer-NS(d27:1/42:2)+HCO2,1069.026,1023.021,993.0101,990.9945,974.9996,656.6346,640.6396,389.3789,614.6245,363.3633,597.598
Cer-NS(d27:2/12:0)+HCO2,650.5723,604.5669,574.5563,572.5406,556.5457,240.1964,224.2014,387.3633,198.1863,361.3476,181.1598
Cer-NS(d27:2/12:1)+HCO2,648.5567,602.5512,572.5406,570.525,554.5301,238.1807,222.1858,387.3633,196.1707,361.3476,179.1441
Cer-NS(d27:2/13:0)+HCO2,664.588,618.5825,588.572,586.5563,570.5614,254.212,238.2171,387.3633,212.202,361.3476,195.1754
Cer-NS(d27:2/13:1)+HCO2,662.5723,616.5669,586.5563,584.5406,568.5457,252.1964,236.2014,387.3633,210.1863,361.3476,193.1598
Cer-NS(d27:2/14:0)+HCO2,678.6036,632.5982,602.5876,600.572,584.577,268.2277,252.2328,387.3633,226.2176,361.3476,209.1911
Cer-NS(d27:2/14:1)+HCO2,676.588,630.5825,600.572,598.5563,582.5614,266.212,250.2171,387.3633,224.202,361.3476,207.1754
Cer-NS(d27:2/15:0)+HCO2,692.6193,646.6138,616.6033,614.5876,598.5927,282.2433,266.2484,387.3633,240.2333,361.3476,223.2067
Cer-NS(d27:2/15:1)+HCO2,690.6036,644.5982,614.5876,612.572,596.577,280.2277,264.2328,387.3633,238.2176,361.3476,221.1911
Cer-NS(d27:2/16:0)+HCO2,706.6349,660.6295,630.6189,628.6033,612.6083,296.259,280.264,387.3633,254.2489,361.3476,237.2224
Cer-NS(d27:2/16:1)+HCO2,704.6193,658.6138,628.6033,626.5876,610.5927,294.2433,278.2484,387.3633,252.2333,361.3476,235.2067
Cer-NS(d27:2/16:2)+HCO2,702.6036,656.5982,626.5876,624.572,608.577,292.2277,276.2328,387.3633,250.2176,361.3476,233.1911
Cer-NS(d27:2/17:0)+HCO2,720.6506,674.6451,644.6346,642.6189,626.624,310.2746,294.2797,387.3633,268.2646,361.3476,251.238
Cer-NS(d27:2/18:0)+HCO2,734.6663,688.6608,658.6502,656.6346,640.6396,324.2903,308.2953,387.3633,282.2802,361.3476,265.2537
Cer-NS(d27:2/18:1)+HCO2,732.6506,686.6451,656.6346,654.6189,638.624,322.2746,306.2797,387.3633,280.2646,361.3476,263.238
Cer-NS(d27:2/18:2)+HCO2,730.6349,684.6295,654.6189,652.6033,636.6083,320.259,304.264,387.3633,278.2489,361.3476,261.2224
Cer-NS(d27:2/19:0)+HCO2,748.6819,702.6765,672.6658,670.6502,654.6553,338.3059,322.311,387.3633,296.2959,361.3476,279.2693
Cer-NS(d27:2/19:1)+HCO2,746.6663,700.6608,670.6502,668.6346,652.6396,336.2903,320.2953,387.3633,294.2802,361.3476,277.2537
Cer-NS(d27:2/20:0)+HCO2,762.6976,716.6921,686.6815,684.6658,668.671,352.3216,336.3267,387.3633,310.3116,361.3476,293.285
Cer-NS(d27:2/20:1)+HCO2,760.6819,714.6765,684.6658,682.6502,666.6553,350.3059,334.311,387.3633,308.2959,361.3476,291.2693
Cer-NS(d27:2/20:2)+HCO2,758.6663,712.6608,682.6502,680.6346,664.6396,348.2903,332.2953,387.3633,306.2802,361.3476,289.2537
Cer-NS(d27:2/21:0)+HCO2,776.7132,730.7077,700.6971,698.6815,682.6866,366.3372,350.3423,387.3633,324.3272,361.3476,307.3006
Cer-NS(d27:2/21:1)+HCO2,774.6976,728.6921,698.6815,696.6658,680.671,364.3216,348.3267,387.3633,322.3116,361.3476,305.285
Cer-NS(d27:2/22:0)+HCO2,790.7288,744.7234,714.7128,712.6971,696.7023,380.3529,364.3579,387.3633,338.3428,361.3476,321.3163
Cer-NS(d27:2/22:1)+HCO2,788.7132,742.7077,712.6971,710.6815,694.6866,378.3372,362.3423,387.3633,336.3272,361.3476,319.3006
Cer-NS(d27:2/22:2)+HCO2,786.6976,740.6921,710.6815,708.6658,692.671,376.3216,360.3267,387.3633,334.3116,361.3476,317.285
Cer-NS(d27:2/23:0)+HCO2,804.7445,758.739,728.7285,726.7128,710.7179,394.3685,378.3736,387.3633,352.3585,361.3476,335.3319
Cer-NS(d27:2/23:1)+HCO2,802.7288,756.7234,726.7128,724.6971,708.7023,392.3529,376.3579,387.3633,350.3428,361.3476,333.3163
Cer-NS(d27:2/24:0)+HCO2,818.7601,772.7547,742.7441,740.7285,724.7335,408.3842,392.3893,387.3633,366.3741,361.3476,349.3476
Cer-NS(d27:2/24:1)+HCO2,816.7445,770.739,740.7285,738.7128,722.7179,406.3685,390.3736,387.3633,364.3585,361.3476,347.3319
Cer-NS(d27:2/24:2)+HCO2,814.7288,768.7234,738.7128,736.6971,720.7023,404.3529,388.3579,387.3633,362.3428,361.3476,345.3163
Cer-NS(d27:2/25:0)+HCO2,832.7758,786.7703,756.7598,754.7441,738.7492,422.3998,406.4049,387.3633,380.3898,361.3476,363.3633
Cer-NS(d27:2/25:1)+HCO2,830.7601,784.7547,754.7441,752.7285,736.7335,420.3842,404.3893,387.3633,378.3741,361.3476,361.3476
Cer-NS(d27:2/26:0)+HCO2,846.7914,800.7859,770.7754,768.7598,752.7648,436.4155,420.4206,387.3633,394.4054,361.3476,377.3789
Cer-NS(d27:2/26:1)+HCO2,844.7758,798.7703,768.7598,766.7441,750.7492,434.3998,418.4049,387.3633,392.3898,361.3476,375.3633
Cer-NS(d27:2/26:2)+HCO2,842.7601,796.7547,766.7441,764.7285,748.7335,432.3842,416.3893,387.3633,390.3741,361.3476,373.3476
Cer-NS(d27:2/27:0)+HCO2,860.8071,814.8016,784.7911,782.7754,766.7805,450.4311,434.4362,387.3633,408.4211,361.3476,391.3945
Cer-NS(d27:2/27:1)+HCO2,858.7914,812.7859,782.7754,780.7598,764.7648,448.4155,432.4206,387.3633,406.4054,361.3476,389.3789
Cer-NS(d27:2/28:0)+HCO2,874.8228,828.8173,798.8067,796.7911,780.7961,464.4468,448.4518,387.3633,422.4367,361.3476,405.4102
Cer-NS(d27:2/28:1)+HCO2,872.8071,826.8016,796.7911,794.7754,778.7805,462.4311,446.4362,387.3633,420.4211,361.3476,403.3945
Cer-NS(d27:2/28:2)+HCO2,870.7914,824.7859,794.7754,792.7598,776.7648,460.4155,444.4206,387.3633,418.4054,361.3476,401.3789
Cer-NS(d27:2/29:0)+HCO2,888.8384,842.8329,812.8224,810.8067,794.8118,478.4624,462.4675,387.3633,436.4524,361.3476,419.4258
Cer-NS(d27:2/29:1)+HCO2,886.8228,840.8173,810.8067,808.7911,792.7961,476.4468,460.4518,387.3633,434.4367,361.3476,417.4102
Cer-NS(d27:2/30:0)+HCO2,902.8541,856.8486,826.838,824.8224,808.8275,492.4781,476.4832,387.3633,450.468,361.3476,433.4415
Cer-NS(d27:2/30:1)+HCO2,900.8384,854.8329,824.8224,822.8067,806.8118,490.4624,474.4675,387.3633,448.4524,361.3476,431.4258
Cer-NS(d27:2/30:2)+HCO2,898.8228,852.8173,822.8067,820.7911,804.7961,488.4468,472.4518,387.3633,446.4367,361.3476,429.4102
Cer-NS(d27:2/31:0)+HCO2,916.8697,870.8643,840.8536,838.838,822.8431,506.4937,490.4988,387.3633,464.4837,361.3476,447.4572
Cer-NS(d27:2/31:1)+HCO2,914.8541,868.8486,838.838,836.8224,820.8275,504.4781,488.4832,387.3633,462.468,361.3476,445.4415
Cer-NS(d27:2/32:0)+HCO2,930.8854,884.8799,854.8693,852.8536,836.8588,520.5094,504.5144,387.3633,478.4993,361.3476,461.4728
Cer-NS(d27:2/32:1)+HCO2,928.8697,882.8643,852.8536,850.838,834.8431,518.4937,502.4988,387.3633,476.4837,361.3476,459.4572
Cer-NS(d27:2/32:2)+HCO2,926.8541,880.8486,850.838,848.8224,832.8275,516.4781,500.4832,387.3633,474.468,361.3476,457.4415
Cer-NS(d27:2/33:0)+HCO2,944.901,898.8955,868.8849,866.8693,850.8744,534.525,518.5301,387.3633,492.515,361.3476,475.4884
Cer-NS(d27:2/33:1)+HCO2,942.8854,896.8799,866.8693,864.8536,848.8588,532.5094,516.5145,387.3633,490.4993,361.3476,473.4728
Cer-NS(d27:2/34:0)+HCO2,958.9166,912.9112,882.9006,880.8849,864.89,548.5406,532.5458,387.3633,506.5306,361.3476,489.5041
Cer-NS(d27:2/34:1)+HCO2,956.901,910.8955,880.8849,878.8693,862.8744,546.525,530.5301,387.3633,504.515,361.3476,487.4884
Cer-NS(d27:2/34:2)+HCO2,954.8854,908.8799,878.8693,876.8536,860.8588,544.5094,528.5145,387.3633,502.4993,361.3476,485.4728
Cer-NS(d27:2/35:0)+HCO2,972.9323,926.9268,896.9163,894.9006,878.9057,562.5563,546.5614,387.3633,520.5463,361.3476,503.5197
Cer-NS(d27:2/35:1)+HCO2,970.9166,924.9112,894.9006,892.8849,876.89,560.5406,544.5458,387.3633,518.5306,361.3476,501.5041
Cer-NS(d27:2/36:0)+HCO2,986.9479,940.9425,910.9319,908.9163,892.9213,576.572,560.577,387.3633,534.562,361.3476,517.5354
Cer-NS(d27:2/36:1)+HCO2,984.9323,938.9268,908.9163,906.9006,890.9057,574.5563,558.5614,387.3633,532.5463,361.3476,515.5197
Cer-NS(d27:2/36:2)+HCO2,982.9166,936.9112,906.9006,904.8849,888.89,572.5406,556.5458,387.3633,530.5306,361.3476,513.5041
Cer-NS(d27:2/38:0)+HCO2,1014.979,968.9738,938.9632,936.9476,920.9526,604.6033,588.6083,387.3633,562.5933,361.3476,545.5667
Cer-NS(d27:2/38:1)+HCO2,1012.964,966.9581,936.9476,934.9319,918.937,602.5876,586.5927,387.3633,560.5776,361.3476,543.551
Cer-NS(d27:2/38:2)+HCO2,1010.948,964.9425,934.9319,932.9163,916.9213,600.572,584.577,387.3633,558.562,361.3476,541.5354
Cer-NS(d27:2/40:0)+HCO2,1043.01,997.0051,966.9945,964.9789,948.9839,632.6346,616.6396,387.3633,590.6245,361.3476,573.598
Cer-NS(d27:2/40:1)+HCO2,1040.995,994.9894,964.9789,962.9632,946.9683,630.6189,614.624,387.3633,588.6089,361.3476,571.5823
Cer-NS(d27:2/40:2)+HCO2,1038.979,992.9738,962.9632,960.9476,944.9526,628.6033,612.6083,387.3633,586.5933,361.3476,569.5667
Cer-NS(d27:2/42:0)+HCO2,1071.042,1025.036,995.0258,993.0101,977.0153,660.6659,644.671,387.3633,618.6558,361.3476,601.6293
Cer-NS(d27:2/42:1)+HCO2,1069.026,1023.021,993.0101,990.9945,974.9996,658.6502,642.6553,387.3633,616.6402,361.3476,599.6136
Cer-NS(d27:2/42:2)+HCO2,1067.01,1021.005,990.9945,988.9789,972.9839,656.6346,640.6396,387.3633,614.6245,361.3476,597.598
Cer-NS(d27:3/12:0)+HCO2,648.5567,602.5512,572.5406,570.525,554.5301,240.1964,224.2014,385.3476,198.1863,359.3319,181.1598
Cer-NS(d27:3/12:1)+HCO2,646.5411,600.5356,570.525,568.5093,552.5145,238.1807,222.1858,385.3476,196.1707,359.3319,179.1441
Cer-NS(d27:3/13:0)+HCO2,662.5723,616.5669,586.5563,584.5406,568.5457,254.212,238.2171,385.3476,212.202,359.3319,195.1754
Cer-NS(d27:3/13:1)+HCO2,660.5567,614.5512,584.5406,582.525,566.5301,252.1964,236.2014,385.3476,210.1863,359.3319,193.1598
Cer-NS(d27:3/14:0)+HCO2,676.588,630.5825,600.572,598.5563,582.5614,268.2277,252.2328,385.3476,226.2176,359.3319,209.1911
Cer-NS(d27:3/14:1)+HCO2,674.5723,628.5669,598.5563,596.5406,580.5457,266.212,250.2171,385.3476,224.202,359.3319,207.1754
Cer-NS(d27:3/15:0)+HCO2,690.6036,644.5982,614.5876,612.572,596.577,282.2433,266.2484,385.3476,240.2333,359.3319,223.2067
Cer-NS(d27:3/15:1)+HCO2,688.588,642.5825,612.572,610.5563,594.5614,280.2277,264.2328,385.3476,238.2176,359.3319,221.1911
Cer-NS(d27:3/16:0)+HCO2,704.6193,658.6138,628.6033,626.5876,610.5927,296.259,280.264,385.3476,254.2489,359.3319,237.2224
Cer-NS(d27:3/16:1)+HCO2,702.6036,656.5982,626.5876,624.572,608.577,294.2433,278.2484,385.3476,252.2333,359.3319,235.2067
Cer-NS(d27:3/16:2)+HCO2,700.588,654.5825,624.572,622.5563,606.5614,292.2277,276.2328,385.3476,250.2176,359.3319,233.1911
