Cer-EOS,[M-H]-,NL of EFA,[FAA+C2H2-H]-,[EFA-H]-,[FAA-H]-,[Sph-C2H8NO]-
Cer-EOS(d21:1/18:1-O-22:0)-H,942.8854,620.5618,322.2751,339.3269,296.2595,279.2693
Cer-EOS(d21:1/18:2-O-22:0)-H,940.8697,618.5461,320.2595,339.3269,294.2439,279.2693
Cer-EOS(d21:1/19:0-O-22:0)-H,958.9167,636.5931,338.3065,339.3269,312.2908,279.2693
Cer-EOS(d21:1/19:1-O-22:0)-H,956.901,634.5775,336.2908,339.3269,310.2751,279.2693
Cer-EOS(d21:1/20:0-O-22:0)-H,972.9323,650.6088,352.3221,339.3269,326.3065,279.2693
Cer-EOS(d21:1/20:1-O-22:0)-H,970.9167,648.5931,350.3065,339.3269,324.2908,279.2693
Cer-EOS(d21:1/20:2-O-22:0)-H,968.901,646.5775,348.2908,339.3269,322.2751,279.2693
Cer-EOS(d21:1/21:0-O-22:0)-H,986.9479,664.6244,366.3378,339.3269,340.3221,279.2693
Cer-EOS(d21:1/21:1-O-22:0)-H,984.9323,662.6088,364.3221,339.3269,338.3065,279.2693
Cer-EOS(d21:1/22:0-O-22:0)-H,1000.964,678.64,380.3534,339.3269,354.3378,279.2693
Cer-EOS(d21:1/22:1-O-22:0)-H,998.9479,676.6244,378.3378,339.3269,352.3221,279.2693
Cer-EOS(d21:1/22:2-O-22:0)-H,996.9323,674.6088,376.3221,339.3269,350.3065,279.2693
Cer-EOS(d21:1/23:0-O-22:0)-H,1014.979,692.6557,394.369,339.3269,368.3534,279.2693
Cer-EOS(d21:1/23:1-O-22:0)-H,1012.964,690.64,392.3534,339.3269,366.3378,279.2693
Cer-EOS(d21:1/24:0-O-22:0)-H,1028.995,706.6713,408.3847,339.3269,382.369,279.2693
Cer-EOS(d21:1/24:1-O-22:0)-H,1026.979,704.6557,406.369,339.3269,380.3534,279.2693
Cer-EOS(d21:1/24:2-O-22:0)-H,1024.964,702.64,404.3534,339.3269,378.3378,279.2693
Cer-EOS(d21:1/25:0-O-22:0)-H,1043.011,720.687,422.4004,339.3269,396.3847,279.2693
Cer-EOS(d21:1/25:1-O-22:0)-H,1040.995,718.6713,420.3847,339.3269,394.369,279.2693
Cer-EOS(d21:1/26:0-O-22:0)-H,1057.026,734.7026,436.416,339.3269,410.4004,279.2693
Cer-EOS(d21:1/26:1-O-22:0)-H,1055.011,732.687,434.4004,339.3269,408.3847,279.2693
Cer-EOS(d21:1/26:2-O-22:0)-H,1052.995,730.6713,432.3847,339.3269,406.369,279.2693
Cer-EOS(d21:1/27:0-O-22:0)-H,1071.042,748.7183,450.4317,339.3269,424.416,279.2693
Cer-EOS(d21:1/27:1-O-22:0)-H,1069.026,746.7026,448.416,339.3269,422.4004,279.2693
Cer-EOS(d21:1/28:0-O-22:0)-H,1085.057,762.7339,464.4473,339.3269,438.4317,279.2693
Cer-EOS(d21:1/28:1-O-22:0)-H,1083.042,760.7183,462.4317,339.3269,436.416,279.2693
Cer-EOS(d21:1/28:2-O-22:0)-H,1081.026,758.7026,460.416,339.3269,434.4004,279.2693
Cer-EOS(d21:1/29:0-O-22:0)-H,1099.073,776.7496,478.463,339.3269,452.4473,279.2693
Cer-EOS(d21:1/29:1-O-22:0)-H,1097.057,774.7339,476.4473,339.3269,450.4317,279.2693
Cer-EOS(d21:1/30:0-O-22:0)-H,1113.089,790.7653,492.4786,339.3269,466.463,279.2693
Cer-EOS(d21:1/30:1-O-22:0)-H,1111.073,788.7496,490.463,339.3269,464.4473,279.2693
Cer-EOS(d21:1/30:2-O-22:0)-H,1109.057,786.7339,488.4473,339.3269,462.4317,279.2693
Cer-EOS(d21:1/31:0-O-22:0)-H,1127.104,804.7809,506.4943,339.3269,480.4786,279.2693
Cer-EOS(d21:1/31:1-O-22:0)-H,1125.089,802.7653,504.4786,339.3269,478.463,279.2693
Cer-EOS(d21:1/32:0-O-22:0)-H,1141.12,818.7966,520.5099,339.3269,494.4943,279.2693
Cer-EOS(d21:1/32:1-O-22:0)-H,1139.104,816.7809,518.4943,339.3269,492.4786,279.2693
Cer-EOS(d21:1/32:2-O-22:0)-H,1137.089,814.7653,516.4786,339.3269,490.463,279.2693
Cer-EOS(d21:1/33:0-O-22:0)-H,1155.136,832.8122,534.5256,339.3269,508.5099,279.2693
Cer-EOS(d21:1/33:1-O-22:0)-H,1153.12,830.7966,532.5099,339.3269,506.4943,279.2693
Cer-EOS(d21:1/34:0-O-22:0)-H,1169.151,846.8278,548.5412,339.3269,522.5256,279.2693
Cer-EOS(d21:1/34:1-O-22:0)-H,1167.136,844.8122,546.5256,339.3269,520.5099,279.2693
Cer-EOS(d21:1/34:2-O-22:0)-H,1165.12,842.7966,544.5099,339.3269,518.4943,279.2693
Cer-EOS(d21:1/35:0-O-22:0)-H,1183.167,860.8435,562.5569,339.3269,536.5412,279.2693
Cer-EOS(d21:1/35:1-O-22:0)-H,1181.151,858.8278,560.5412,339.3269,534.5256,279.2693
Cer-EOS(d21:1/36:0-O-22:0)-H,1197.183,874.8591,576.5725,339.3269,550.5569,279.2693
Cer-EOS(d21:1/36:1-O-22:0)-H,1195.167,872.8435,574.5569,339.3269,548.5412,279.2693
Cer-EOS(d21:1/36:2-O-22:0)-H,1193.151,870.8278,572.5412,339.3269,546.5256,279.2693
Cer-EOS(d21:1/38:0-O-22:0)-H,1225.214,902.8904,604.6038,339.3269,578.5881,279.2693
Cer-EOS(d21:1/38:1-O-22:0)-H,1223.198,900.8748,602.5881,339.3269,576.5725,279.2693
Cer-EOS(d21:1/38:2-O-22:0)-H,1221.183,898.8591,600.5725,339.3269,574.5569,279.2693
Cer-EOS(d21:1/40:0-O-22:0)-H,1253.245,930.9218,632.6351,339.3269,606.6194,279.2693
Cer-EOS(d21:1/40:1-O-22:0)-H,1251.23,928.9061,630.6194,339.3269,604.6038,279.2693
Cer-EOS(d21:1/40:2-O-22:0)-H,1249.214,926.8904,628.6038,339.3269,602.5881,279.2693
Cer-EOS(d21:1/42:0-O-22:0)-H,1281.277,958.9531,660.6664,339.3269,634.6508,279.2693
Cer-EOS(d21:1/42:1-O-22:0)-H,1279.261,956.9374,658.6508,339.3269,632.6351,279.2693
Cer-EOS(d21:1/42:2-O-22:0)-H,1277.245,954.9218,656.6351,339.3269,630.6194,279.2693
Cer-EOS(d21:1/12:0-O-22:1)-H,858.7914,538.4835,240.1969,337.3112,214.1813,279.2693
Cer-EOS(d21:1/12:1-O-22:1)-H,856.7758,536.4679,238.1813,337.3112,212.1656,279.2693
Cer-EOS(d21:1/13:0-O-22:1)-H,872.8071,552.4992,254.2126,337.3112,228.1969,279.2693
Cer-EOS(d21:1/13:1-O-22:1)-H,870.7914,550.4835,252.1969,337.3112,226.1813,279.2693
Cer-EOS(d21:1/14:0-O-22:1)-H,886.8228,566.5148,268.2282,337.3112,242.2126,279.2693
Cer-EOS(d21:1/14:1-O-22:1)-H,884.8071,564.4992,266.2126,337.3112,240.1969,279.2693
Cer-EOS(d21:1/15:0-O-22:1)-H,900.8384,580.5305,282.2439,337.3112,256.2282,279.2693
Cer-EOS(d21:1/15:1-O-22:1)-H,898.8228,578.5148,280.2282,337.3112,254.2126,279.2693
Cer-EOS(d21:1/16:0-O-22:1)-H,914.8541,594.5461,296.2595,337.3112,270.2439,279.2693
Cer-EOS(d21:1/16:1-O-22:1)-H,912.8384,592.5305,294.2439,337.3112,268.2282,279.2693
Cer-EOS(d21:1/16:2-O-22:1)-H,910.8228,590.5148,292.2282,337.3112,266.2126,279.2693
Cer-EOS(d21:1/17:0-O-22:1)-H,928.8697,608.5618,310.2751,337.3112,284.2595,279.2693
Cer-EOS(d21:1/18:0-O-22:1)-H,942.8854,622.5775,324.2908,337.3112,298.2751,279.2693
Cer-EOS(d21:1/18:1-O-22:1)-H,940.8697,620.5618,322.2751,337.3112,296.2595,279.2693
Cer-EOS(d21:1/18:2-O-22:1)-H,938.8541,618.5461,320.2595,337.3112,294.2439,279.2693
Cer-EOS(d21:1/19:0-O-22:1)-H,956.901,636.5931,338.3065,337.3112,312.2908,279.2693
Cer-EOS(d21:1/19:1-O-22:1)-H,954.8854,634.5775,336.2908,337.3112,310.2751,279.2693
Cer-EOS(d21:1/20:0-O-22:1)-H,970.9167,650.6088,352.3221,337.3112,326.3065,279.2693
Cer-EOS(d21:1/20:1-O-22:1)-H,968.901,648.5931,350.3065,337.3112,324.2908,279.2693
Cer-EOS(d21:1/20:2-O-22:1)-H,966.8854,646.5775,348.2908,337.3112,322.2751,279.2693
Cer-EOS(d21:1/21:0-O-22:1)-H,984.9323,664.6244,366.3378,337.3112,340.3221,279.2693
Cer-EOS(d21:1/21:1-O-22:1)-H,982.9167,662.6088,364.3221,337.3112,338.3065,279.2693
Cer-EOS(d21:1/22:0-O-22:1)-H,998.9479,678.64,380.3534,337.3112,354.3378,279.2693
Cer-EOS(d21:1/22:1-O-22:1)-H,996.9323,676.6244,378.3378,337.3112,352.3221,279.2693
Cer-EOS(d21:1/22:2-O-22:1)-H,994.9167,674.6088,376.3221,337.3112,350.3065,279.2693
Cer-EOS(d21:1/23:0-O-22:1)-H,1012.964,692.6557,394.369,337.3112,368.3534,279.2693
Cer-EOS(d21:1/23:1-O-22:1)-H,1010.948,690.64,392.3534,337.3112,366.3378,279.2693
Cer-EOS(d21:1/24:0-O-22:1)-H,1026.979,706.6713,408.3847,337.3112,382.369,279.2693
Cer-EOS(d21:1/24:1-O-22:1)-H,1024.964,704.6557,406.369,337.3112,380.3534,279.2693
Cer-EOS(d21:1/24:2-O-22:1)-H,1022.948,702.64,404.3534,337.3112,378.3378,279.2693
Cer-EOS(d21:1/25:0-O-22:1)-H,1040.995,720.687,422.4004,337.3112,396.3847,279.2693
Cer-EOS(d21:1/25:1-O-22:1)-H,1038.979,718.6713,420.3847,337.3112,394.369,279.2693
Cer-EOS(d21:1/26:0-O-22:1)-H,1055.011,734.7026,436.416,337.3112,410.4004,279.2693
Cer-EOS(d21:1/26:1-O-22:1)-H,1052.995,732.687,434.4004,337.3112,408.3847,279.2693
Cer-EOS(d21:1/26:2-O-22:1)-H,1050.979,730.6713,432.3847,337.3112,406.369,279.2693
Cer-EOS(d21:1/27:0-O-22:1)-H,1069.026,748.7183,450.4317,337.3112,424.416,279.2693
Cer-EOS(d21:1/27:1-O-22:1)-H,1067.011,746.7026,448.416,337.3112,422.4004,279.2693
Cer-EOS(d21:1/28:0-O-22:1)-H,1083.042,762.7339,464.4473,337.3112,438.4317,279.2693
Cer-EOS(d21:1/28:1-O-22:1)-H,1081.026,760.7183,462.4317,337.3112,436.416,279.2693
Cer-EOS(d21:1/28:2-O-22:1)-H,1079.011,758.7026,460.416,337.3112,434.4004,279.2693
Cer-EOS(d21:1/29:0-O-22:1)-H,1097.057,776.7496,478.463,337.3112,452.4473,279.2693
Cer-EOS(d21:1/29:1-O-22:1)-H,1095.042,774.7339,476.4473,337.3112,450.4317,279.2693
Cer-EOS(d21:1/30:0-O-22:1)-H,1111.073,790.7653,492.4786,337.3112,466.463,279.2693
Cer-EOS(d21:1/30:1-O-22:1)-H,1109.057,788.7496,490.463,337.3112,464.4473,279.2693
Cer-EOS(d21:1/30:2-O-22:1)-H,1107.042,786.7339,488.4473,337.3112,462.4317,279.2693
Cer-EOS(d21:1/31:0-O-22:1)-H,1125.089,804.7809,506.4943,337.3112,480.4786,279.2693
Cer-EOS(d21:1/31:1-O-22:1)-H,1123.073,802.7653,504.4786,337.3112,478.463,279.2693
Cer-EOS(d21:1/32:0-O-22:1)-H,1139.104,818.7966,520.5099,337.3112,494.4943,279.2693
Cer-EOS(d21:1/32:1-O-22:1)-H,1137.089,816.7809,518.4943,337.3112,492.4786,279.2693
Cer-EOS(d21:1/32:2-O-22:1)-H,1135.073,814.7653,516.4786,337.3112,490.463,279.2693
Cer-EOS(d21:1/33:0-O-22:1)-H,1153.12,832.8122,534.5256,337.3112,508.5099,279.2693
Cer-EOS(d21:1/33:1-O-22:1)-H,1151.104,830.7966,532.5099,337.3112,506.4943,279.2693
Cer-EOS(d21:1/34:0-O-22:1)-H,1167.136,846.8278,548.5412,337.3112,522.5256,279.2693
Cer-EOS(d21:1/34:1-O-22:1)-H,1165.12,844.8122,546.5256,337.3112,520.5099,279.2693
Cer-EOS(d21:1/34:2-O-22:1)-H,1163.104,842.7966,544.5099,337.3112,518.4943,279.2693
Cer-EOS(d21:1/35:0-O-22:1)-H,1181.151,860.8435,562.5569,337.3112,536.5412,279.2693
Cer-EOS(d21:1/35:1-O-22:1)-H,1179.136,858.8278,560.5412,337.3112,534.5256,279.2693
Cer-EOS(d21:1/36:0-O-22:1)-H,1195.167,874.8591,576.5725,337.3112,550.5569,279.2693
Cer-EOS(d21:1/36:1-O-22:1)-H,1193.151,872.8435,574.5569,337.3112,548.5412,279.2693
Cer-EOS(d21:1/36:2-O-22:1)-H,1191.136,870.8278,572.5412,337.3112,546.5256,279.2693
Cer-EOS(d21:1/38:0-O-22:1)-H,1223.198,902.8904,604.6038,337.3112,578.5881,279.2693
Cer-EOS(d21:1/38:1-O-22:1)-H,1221.183,900.8748,602.5881,337.3112,576.5725,279.2693
Cer-EOS(d21:1/38:2-O-22:1)-H,1219.167,898.8591,600.5725,337.3112,574.5569,279.2693
Cer-EOS(d21:1/40:0-O-22:1)-H,1251.23,930.9218,632.6351,337.3112,606.6194,279.2693
Cer-EOS(d21:1/40:1-O-22:1)-H,1249.214,928.9061,630.6194,337.3112,604.6038,279.2693
Cer-EOS(d21:1/40:2-O-22:1)-H,1247.198,926.8904,628.6038,337.3112,602.5881,279.2693
Cer-EOS(d21:1/42:0-O-22:1)-H,1279.261,958.9531,660.6664,337.3112,634.6508,279.2693
Cer-EOS(d21:1/42:1-O-22:1)-H,1277.245,956.9374,658.6508,337.3112,632.6351,279.2693
Cer-EOS(d21:1/42:2-O-22:1)-H,1275.23,954.9218,656.6351,337.3112,630.6194,279.2693
Cer-EOS(d21:1/12:0-O-22:2)-H,856.7758,538.4835,240.1969,335.2956,214.1813,279.2693
Cer-EOS(d21:1/12:1-O-22:2)-H,854.7601,536.4679,238.1813,335.2956,212.1656,279.2693
Cer-EOS(d21:1/13:0-O-22:2)-H,870.7914,552.4992,254.2126,335.2956,228.1969,279.2693
Cer-EOS(d21:1/13:1-O-22:2)-H,868.7758,550.4835,252.1969,335.2956,226.1813,279.2693
Cer-EOS(d21:1/14:0-O-22:2)-H,884.8071,566.5148,268.2282,335.2956,242.2126,279.2693
Cer-EOS(d21:1/14:1-O-22:2)-H,882.7914,564.4992,266.2126,335.2956,240.1969,279.2693
Cer-EOS(d21:1/15:0-O-22:2)-H,898.8228,580.5305,282.2439,335.2956,256.2282,279.2693
Cer-EOS(d21:1/15:1-O-22:2)-H,896.8071,578.5148,280.2282,335.2956,254.2126,279.2693
Cer-EOS(d21:1/16:0-O-22:2)-H,912.8384,594.5461,296.2595,335.2956,270.2439,279.2693
Cer-EOS(d21:1/16:1-O-22:2)-H,910.8228,592.5305,294.2439,335.2956,268.2282,279.2693
Cer-EOS(d21:1/16:2-O-22:2)-H,908.8071,590.5148,292.2282,335.2956,266.2126,279.2693
Cer-EOS(d21:1/17:0-O-22:2)-H,926.8541,608.5618,310.2751,335.2956,284.2595,279.2693
Cer-EOS(d21:1/18:0-O-22:2)-H,940.8697,622.5775,324.2908,335.2956,298.2751,279.2693
Cer-EOS(d21:1/18:1-O-22:2)-H,938.8541,620.5618,322.2751,335.2956,296.2595,279.2693
Cer-EOS(d21:1/18:2-O-22:2)-H,936.8384,618.5461,320.2595,335.2956,294.2439,279.2693
Cer-EOS(d21:1/19:0-O-22:2)-H,954.8854,636.5931,338.3065,335.2956,312.2908,279.2693
Cer-EOS(d21:1/19:1-O-22:2)-H,952.8697,634.5775,336.2908,335.2956,310.2751,279.2693
Cer-EOS(d21:1/20:0-O-22:2)-H,968.901,650.6088,352.3221,335.2956,326.3065,279.2693
Cer-EOS(d21:1/20:1-O-22:2)-H,966.8854,648.5931,350.3065,335.2956,324.2908,279.2693
Cer-EOS(d21:1/20:2-O-22:2)-H,964.8697,646.5775,348.2908,335.2956,322.2751,279.2693
Cer-EOS(d21:1/21:0-O-22:2)-H,982.9167,664.6244,366.3378,335.2956,340.3221,279.2693
Cer-EOS(d21:1/21:1-O-22:2)-H,980.901,662.6088,364.3221,335.2956,338.3065,279.2693
Cer-EOS(d21:1/22:0-O-22:2)-H,996.9323,678.64,380.3534,335.2956,354.3378,279.2693
Cer-EOS(d21:1/22:1-O-22:2)-H,994.9167,676.6244,378.3378,335.2956,352.3221,279.2693
Cer-EOS(d21:1/22:2-O-22:2)-H,992.901,674.6088,376.3221,335.2956,350.3065,279.2693
Cer-EOS(d21:1/23:0-O-22:2)-H,1010.948,692.6557,394.369,335.2956,368.3534,279.2693
Cer-EOS(d21:1/23:1-O-22:2)-H,1008.932,690.64,392.3534,335.2956,366.3378,279.2693
Cer-EOS(d21:1/24:0-O-22:2)-H,1024.964,706.6713,408.3847,335.2956,382.369,279.2693
Cer-EOS(d21:1/24:1-O-22:2)-H,1022.948,704.6557,406.369,335.2956,380.3534,279.2693
Cer-EOS(d21:1/24:2-O-22:2)-H,1020.932,702.64,404.3534,335.2956,378.3378,279.2693
Cer-EOS(d21:1/25:0-O-22:2)-H,1038.979,720.687,422.4004,335.2956,396.3847,279.2693
Cer-EOS(d21:1/25:1-O-22:2)-H,1036.964,718.6713,420.3847,335.2956,394.369,279.2693
Cer-EOS(d21:1/26:0-O-22:2)-H,1052.995,734.7026,436.416,335.2956,410.4004,279.2693
Cer-EOS(d21:1/26:1-O-22:2)-H,1050.979,732.687,434.4004,335.2956,408.3847,279.2693
Cer-EOS(d21:1/26:2-O-22:2)-H,1048.964,730.6713,432.3847,335.2956,406.369,279.2693
Cer-EOS(d21:1/27:0-O-22:2)-H,1067.011,748.7183,450.4317,335.2956,424.416,279.2693
Cer-EOS(d21:1/27:1-O-22:2)-H,1064.995,746.7026,448.416,335.2956,422.4004,279.2693
Cer-EOS(d21:1/28:0-O-22:2)-H,1081.026,762.7339,464.4473,335.2956,438.4317,279.2693
Cer-EOS(d21:1/28:1-O-22:2)-H,1079.011,760.7183,462.4317,335.2956,436.416,279.2693
Cer-EOS(d21:1/28:2-O-22:2)-H,1076.995,758.7026,460.416,335.2956,434.4004,279.2693
Cer-EOS(d21:1/29:0-O-22:2)-H,1095.042,776.7496,478.463,335.2956,452.4473,279.2693
Cer-EOS(d21:1/29:1-O-22:2)-H,1093.026,774.7339,476.4473,335.2956,450.4317,279.2693
Cer-EOS(d21:1/30:0-O-22:2)-H,1109.057,790.7653,492.4786,335.2956,466.463,279.2693
Cer-EOS(d21:1/30:1-O-22:2)-H,1107.042,788.7496,490.463,335.2956,464.4473,279.2693
Cer-EOS(d21:1/30:2-O-22:2)-H,1105.026,786.7339,488.4473,335.2956,462.4317,279.2693
Cer-EOS(d21:1/31:0-O-22:2)-H,1123.073,804.7809,506.4943,335.2956,480.4786,279.2693
Cer-EOS(d21:1/31:1-O-22:2)-H,1121.057,802.7653,504.4786,335.2956,478.463,279.2693
Cer-EOS(d21:1/32:0-O-22:2)-H,1137.089,818.7966,520.5099,335.2956,494.4943,279.2693
Cer-EOS(d21:1/32:1-O-22:2)-H,1135.073,816.7809,518.4943,335.2956,492.4786,279.2693
Cer-EOS(d21:1/32:2-O-22:2)-H,1133.057,814.7653,516.4786,335.2956,490.463,279.2693
Cer-EOS(d21:1/33:0-O-22:2)-H,1151.104,832.8122,534.5256,335.2956,508.5099,279.2693
Cer-EOS(d21:1/33:1-O-22:2)-H,1149.089,830.7966,532.5099,335.2956,506.4943,279.2693
Cer-EOS(d21:1/34:0-O-22:2)-H,1165.12,846.8278,548.5412,335.2956,522.5256,279.2693
Cer-EOS(d21:1/34:1-O-22:2)-H,1163.104,844.8122,546.5256,335.2956,520.5099,279.2693
Cer-EOS(d21:1/34:2-O-22:2)-H,1161.089,842.7966,544.5099,335.2956,518.4943,279.2693
Cer-EOS(d21:1/35:0-O-22:2)-H,1179.136,860.8435,562.5569,335.2956,536.5412,279.2693
Cer-EOS(d21:1/35:1-O-22:2)-H,1177.12,858.8278,560.5412,335.2956,534.5256,279.2693
Cer-EOS(d21:1/36:0-O-22:2)-H,1193.151,874.8591,576.5725,335.2956,550.5569,279.2693
Cer-EOS(d21:1/36:1-O-22:2)-H,1191.136,872.8435,574.5569,335.2956,548.5412,279.2693
Cer-EOS(d21:1/36:2-O-22:2)-H,1189.12,870.8278,572.5412,335.2956,546.5256,279.2693
Cer-EOS(d21:1/38:0-O-22:2)-H,1221.183,902.8904,604.6038,335.2956,578.5881,279.2693
Cer-EOS(d21:1/38:1-O-22:2)-H,1219.167,900.8748,602.5881,335.2956,576.5725,279.2693
Cer-EOS(d21:1/38:2-O-22:2)-H,1217.151,898.8591,600.5725,335.2956,574.5569,279.2693
Cer-EOS(d21:1/40:0-O-22:2)-H,1249.214,930.9218,632.6351,335.2956,606.6194,279.2693
Cer-EOS(d21:1/40:1-O-22:2)-H,1247.198,928.9061,630.6194,335.2956,604.6038,279.2693
Cer-EOS(d21:1/40:2-O-22:2)-H,1245.183,926.8904,628.6038,335.2956,602.5881,279.2693
Cer-EOS(d21:1/42:0-O-22:2)-H,1277.245,958.9531,660.6664,335.2956,634.6508,279.2693
Cer-EOS(d21:1/42:1-O-22:2)-H,1275.23,956.9374,658.6508,335.2956,632.6351,279.2693
Cer-EOS(d21:1/42:2-O-22:2)-H,1273.214,954.9218,656.6351,335.2956,630.6194,279.2693
Cer-EOS(d22:1/12:0-O-14:0)-H,762.6976,552.4992,240.1969,227.2017,214.1813,293.285
Cer-EOS(d22:1/12:1-O-14:0)-H,760.6819,550.4835,238.1813,227.2017,212.1656,293.285
Cer-EOS(d22:1/13:0-O-14:0)-H,776.7132,566.5148,254.2126,227.2017,228.1969,293.285
Cer-EOS(d22:1/13:1-O-14:0)-H,774.6976,564.4992,252.1969,227.2017,226.1813,293.285
Cer-EOS(d22:1/14:0-O-14:0)-H,790.7289,580.5305,268.2282,227.2017,242.2126,293.285
Cer-EOS(d22:1/14:1-O-14:0)-H,788.7132,578.5148,266.2126,227.2017,240.1969,293.285
Cer-EOS(d22:1/15:0-O-14:0)-H,804.7445,594.5461,282.2439,227.2017,256.2282,293.285
Cer-EOS(d22:1/15:1-O-14:0)-H,802.7289,592.5305,280.2282,227.2017,254.2126,293.285
Cer-EOS(d22:1/16:0-O-14:0)-H,818.7601,608.5618,296.2595,227.2017,270.2439,293.285
Cer-EOS(d22:1/16:1-O-14:0)-H,816.7445,606.5461,294.2439,227.2017,268.2282,293.285
Cer-EOS(d22:1/16:2-O-14:0)-H,814.7289,604.5305,292.2282,227.2017,266.2126,293.285
Cer-EOS(d22:1/17:0-O-14:0)-H,832.7758,622.5775,310.2751,227.2017,284.2595,293.285
Cer-EOS(d22:1/18:0-O-14:0)-H,846.7914,636.5931,324.2908,227.2017,298.2751,293.285
Cer-EOS(d22:1/18:1-O-14:0)-H,844.7758,634.5775,322.2751,227.2017,296.2595,293.285
Cer-EOS(d22:1/18:2-O-14:0)-H,842.7601,632.5618,320.2595,227.2017,294.2439,293.285
Cer-EOS(d22:1/19:0-O-14:0)-H,860.8071,650.6088,338.3065,227.2017,312.2908,293.285
Cer-EOS(d22:1/19:1-O-14:0)-H,858.7914,648.5931,336.2908,227.2017,310.2751,293.285
Cer-EOS(d22:1/20:0-O-14:0)-H,874.8228,664.6244,352.3221,227.2017,326.3065,293.285
Cer-EOS(d22:1/20:1-O-14:0)-H,872.8071,662.6088,350.3065,227.2017,324.2908,293.285
Cer-EOS(d22:1/20:2-O-14:0)-H,870.7914,660.5931,348.2908,227.2017,322.2751,293.285
Cer-EOS(d22:1/21:0-O-14:0)-H,888.8384,678.64,366.3378,227.2017,340.3221,293.285
Cer-EOS(d22:1/21:1-O-14:0)-H,886.8228,676.6244,364.3221,227.2017,338.3065,293.285
Cer-EOS(d22:1/22:0-O-14:0)-H,902.8541,692.6557,380.3534,227.2017,354.3378,293.285
Cer-EOS(d22:1/22:1-O-14:0)-H,900.8384,690.64,378.3378,227.2017,352.3221,293.285
Cer-EOS(d22:1/22:2-O-14:0)-H,898.8228,688.6244,376.3221,227.2017,350.3065,293.285
Cer-EOS(d22:1/23:0-O-14:0)-H,916.8697,706.6713,394.369,227.2017,368.3534,293.285
Cer-EOS(d22:1/23:1-O-14:0)-H,914.8541,704.6557,392.3534,227.2017,366.3378,293.285
Cer-EOS(d22:1/24:0-O-14:0)-H,930.8854,720.687,408.3847,227.2017,382.369,293.285
Cer-EOS(d22:1/24:1-O-14:0)-H,928.8697,718.6713,406.369,227.2017,380.3534,293.285
Cer-EOS(d22:1/24:2-O-14:0)-H,926.8541,716.6557,404.3534,227.2017,378.3378,293.285
Cer-EOS(d22:1/25:0-O-14:0)-H,944.901,734.7026,422.4004,227.2017,396.3847,293.285
Cer-EOS(d22:1/25:1-O-14:0)-H,942.8854,732.687,420.3847,227.2017,394.369,293.285
Cer-EOS(d22:1/26:0-O-14:0)-H,958.9167,748.7183,436.416,227.2017,410.4004,293.285
Cer-EOS(d22:1/26:1-O-14:0)-H,956.901,746.7026,434.4004,227.2017,408.3847,293.285
Cer-EOS(d22:1/26:2-O-14:0)-H,954.8854,744.687,432.3847,227.2017,406.369,293.285
Cer-EOS(d22:1/27:0-O-14:0)-H,972.9323,762.7339,450.4317,227.2017,424.416,293.285
Cer-EOS(d22:1/27:1-O-14:0)-H,970.9167,760.7183,448.416,227.2017,422.4004,293.285
Cer-EOS(d22:1/28:0-O-14:0)-H,986.9479,776.7496,464.4473,227.2017,438.4317,293.285
Cer-EOS(d22:1/28:1-O-14:0)-H,984.9323,774.7339,462.4317,227.2017,436.416,293.285
Cer-EOS(d22:1/28:2-O-14:0)-H,982.9167,772.7183,460.416,227.2017,434.4004,293.285
Cer-EOS(d22:1/29:0-O-14:0)-H,1000.964,790.7653,478.463,227.2017,452.4473,293.285
Cer-EOS(d22:1/29:1-O-14:0)-H,998.9479,788.7496,476.4473,227.2017,450.4317,293.285
Cer-EOS(d22:1/30:0-O-14:0)-H,1014.979,804.7809,492.4786,227.2017,466.463,293.285
Cer-EOS(d22:1/30:1-O-14:0)-H,1012.964,802.7653,490.463,227.2017,464.4473,293.285
Cer-EOS(d22:1/30:2-O-14:0)-H,1010.948,800.7496,488.4473,227.2017,462.4317,293.285
Cer-EOS(d22:1/31:0-O-14:0)-H,1028.995,818.7966,506.4943,227.2017,480.4786,293.285
Cer-EOS(d22:1/31:1-O-14:0)-H,1026.979,816.7809,504.4786,227.2017,478.463,293.285
Cer-EOS(d22:1/32:0-O-14:0)-H,1043.011,832.8122,520.5099,227.2017,494.4943,293.285
Cer-EOS(d22:1/32:1-O-14:0)-H,1040.995,830.7966,518.4943,227.2017,492.4786,293.285
Cer-EOS(d22:1/32:2-O-14:0)-H,1038.979,828.7809,516.4786,227.2017,490.463,293.285
Cer-EOS(d22:1/33:0-O-14:0)-H,1057.026,846.8278,534.5256,227.2017,508.5099,293.285
Cer-EOS(d22:1/33:1-O-14:0)-H,1055.011,844.8122,532.5099,227.2017,506.4943,293.285
Cer-EOS(d22:1/34:0-O-14:0)-H,1071.042,860.8435,548.5412,227.2017,522.5256,293.285
Cer-EOS(d22:1/34:1-O-14:0)-H,1069.026,858.8278,546.5256,227.2017,520.5099,293.285
Cer-EOS(d22:1/34:2-O-14:0)-H,1067.011,856.8122,544.5099,227.2017,518.4943,293.285
Cer-EOS(d22:1/35:0-O-14:0)-H,1085.057,874.8591,562.5569,227.2017,536.5412,293.285
Cer-EOS(d22:1/35:1-O-14:0)-H,1083.042,872.8435,560.5412,227.2017,534.5256,293.285
