Cer-ADS,[M+C2H3O2]-,[M-H]-,[M-O-H]-,[M-CO-H]-,[M-CO-O-H]-,[Sph-H]-,[Sph+C=O-3H]-,[Sph-O-H]-,[Sph+C=O-O-3H]-,[Sph-CO-H]-,[FA-3H]-,[Sph-NCCO-3H]-,[FA-CO-3H]-
Cer-ADS(d30:0/19:1)+C2H3O2,822.7551,762.7339,744.7234,730.7077,714.7128,468.4786,336.2903,450.468,318.2797,436.4524,293.2486,407.4258,265.2537
Cer-ADS(d30:0/20:0)+C2H3O2,838.7864,778.7653,760.7547,746.739,730.7441,468.4786,352.3216,450.468,334.311,436.4524,309.2799,407.4258,281.285
Cer-ADS(d30:0/20:1)+C2H3O2,836.7707,776.7496,758.739,744.7234,728.7285,468.4786,350.3059,450.468,332.2953,436.4524,307.2643,407.4258,279.2693
Cer-ADS(d30:0/20:2)+C2H3O2,834.7551,774.7339,756.7234,742.7077,726.7128,468.4786,348.2903,450.468,330.2797,436.4524,305.2486,407.4258,277.2537
Cer-ADS(d30:0/21:0)+C2H3O2,852.802,792.7809,774.7703,760.7547,744.7598,468.4786,366.3372,450.468,348.3267,436.4524,323.2956,407.4258,295.3006
Cer-ADS(d30:0/21:1)+C2H3O2,850.7864,790.7653,772.7547,758.739,742.7441,468.4786,364.3216,450.468,346.311,436.4524,321.2799,407.4258,293.285
Cer-ADS(d30:0/22:0)+C2H3O2,866.8177,806.7966,788.7859,774.7703,758.7754,468.4786,380.3529,450.468,362.3423,436.4524,337.3112,407.4258,309.3163
Cer-ADS(d30:0/22:1)+C2H3O2,864.802,804.7809,786.7703,772.7547,756.7598,468.4786,378.3372,450.468,360.3267,436.4524,335.2956,407.4258,307.3006
Cer-ADS(d30:0/22:2)+C2H3O2,862.7864,802.7653,784.7547,770.739,754.7441,468.4786,376.3216,450.468,358.311,436.4524,333.2799,407.4258,305.285
Cer-ADS(d30:0/23:0)+C2H3O2,880.8333,820.8122,802.8016,788.7859,772.7911,468.4786,394.3685,450.468,376.3579,436.4524,351.3269,407.4258,323.3319
Cer-ADS(d30:0/23:1)+C2H3O2,878.8177,818.7966,800.7859,786.7703,770.7754,468.4786,392.3529,450.468,374.3423,436.4524,349.3112,407.4258,321.3163
Cer-ADS(d30:0/24:0)+C2H3O2,894.849,834.8278,816.8173,802.8016,786.8067,468.4786,408.3842,450.468,390.3736,436.4524,365.3425,407.4258,337.3476
Cer-ADS(d30:0/24:1)+C2H3O2,892.8333,832.8122,814.8016,800.7859,784.7911,468.4786,406.3685,450.468,388.3579,436.4524,363.3269,407.4258,335.3319
Cer-ADS(d30:0/24:2)+C2H3O2,890.8177,830.7966,812.7859,798.7703,782.7754,468.4786,404.3529,450.468,386.3423,436.4524,361.3112,407.4258,333.3163
Cer-ADS(d30:0/25:0)+C2H3O2,908.8646,848.8435,830.8329,816.8173,800.8223,468.4786,422.3998,450.468,404.3893,436.4524,379.3582,407.4258,351.3633
Cer-ADS(d30:0/25:1)+C2H3O2,906.849,846.8278,828.8173,814.8016,798.8067,468.4786,420.3842,450.468,402.3736,436.4524,377.3425,407.4258,349.3476
Cer-ADS(d30:0/26:0)+C2H3O2,922.8802,862.8591,844.8486,830.8329,814.838,468.4786,436.4155,450.468,418.4049,436.4524,393.3738,407.4258,365.3789
Cer-ADS(d30:0/26:1)+C2H3O2,920.8646,860.8435,842.8329,828.8173,812.8223,468.4786,434.3998,450.468,416.3893,436.4524,391.3582,407.4258,363.3633
Cer-ADS(d30:0/26:2)+C2H3O2,918.849,858.8278,840.8173,826.8016,810.8067,468.4786,432.3842,450.468,414.3736,436.4524,389.3425,407.4258,361.3476
Cer-ADS(d30:0/27:0)+C2H3O2,936.8959,876.8748,858.8642,844.8486,828.8536,468.4786,450.4311,450.468,432.4206,436.4524,407.3895,407.4258,379.3945
Cer-ADS(d30:0/27:1)+C2H3O2,934.8802,874.8591,856.8486,842.8329,826.838,468.4786,448.4155,450.468,430.4049,436.4524,405.3738,407.4258,377.3789
Cer-ADS(d30:0/28:0)+C2H3O2,950.9116,890.8904,872.8799,858.8642,842.8693,468.4786,464.4468,450.468,446.4362,436.4524,421.4051,407.4258,393.4102
Cer-ADS(d30:0/28:1)+C2H3O2,948.8959,888.8748,870.8642,856.8486,840.8536,468.4786,462.4311,450.468,444.4206,436.4524,419.3895,407.4258,391.3945
Cer-ADS(d30:0/28:2)+C2H3O2,946.8802,886.8591,868.8486,854.8329,838.838,468.4786,460.4155,450.468,442.4049,436.4524,417.3738,407.4258,389.3789
Cer-ADS(d30:0/29:0)+C2H3O2,964.9272,904.9061,886.8955,872.8799,856.8849,468.4786,478.4624,450.468,460.4518,436.4524,435.4207,407.4258,407.4258
Cer-ADS(d30:0/29:1)+C2H3O2,962.9116,902.8904,884.8799,870.8642,854.8693,468.4786,476.4468,450.468,458.4362,436.4524,433.4051,407.4258,405.4102
Cer-ADS(d30:0/30:0)+C2H3O2,978.9429,918.9218,900.9112,886.8955,870.9006,468.4786,492.4781,450.468,474.4675,436.4524,449.4364,407.4258,421.4415
Cer-ADS(d30:0/30:1)+C2H3O2,976.9272,916.9061,898.8955,884.8799,868.8849,468.4786,490.4624,450.468,472.4518,436.4524,447.4207,407.4258,419.4258
Cer-ADS(d30:0/30:2)+C2H3O2,974.9116,914.8904,896.8799,882.8642,866.8693,468.4786,488.4468,450.468,470.4362,436.4524,445.4051,407.4258,417.4102
Cer-ADS(d30:0/31:0)+C2H3O2,992.9585,932.9374,914.9268,900.9112,884.9163,468.4786,506.4937,450.468,488.4832,436.4524,463.4521,407.4258,435.4572
Cer-ADS(d30:0/31:1)+C2H3O2,990.9429,930.9218,912.9112,898.8955,882.9006,468.4786,504.4781,450.468,486.4675,436.4524,461.4364,407.4258,433.4415
Cer-ADS(d30:0/32:0)+C2H3O2,1006.974,946.9531,928.9424,914.9268,898.9319,468.4786,520.5094,450.468,502.4988,436.4524,477.4677,407.4258,449.4728
Cer-ADS(d30:0/32:1)+C2H3O2,1004.958,944.9374,926.9268,912.9112,896.9163,468.4786,518.4937,450.468,500.4832,436.4524,475.4521,407.4258,447.4572
Cer-ADS(d30:0/32:2)+C2H3O2,1002.943,942.9218,924.9112,910.8955,894.9006,468.4786,516.4781,450.468,498.4675,436.4524,473.4364,407.4258,445.4415
Cer-ADS(d30:0/33:0)+C2H3O2,1020.99,960.9687,942.9581,928.9424,912.9476,468.4786,534.525,450.468,516.5145,436.4524,491.4834,407.4258,463.4884
Cer-ADS(d30:0/33:1)+C2H3O2,1018.974,958.9531,940.9424,926.9268,910.9319,468.4786,532.5094,450.468,514.4988,436.4524,489.4677,407.4258,461.4728
Cer-ADS(d30:0/34:0)+C2H3O2,1035.005,974.9843,956.9738,942.9581,926.9632,468.4786,548.5406,450.468,530.5301,436.4524,505.499,407.4258,477.5041
Cer-ADS(d30:0/34:1)+C2H3O2,1032.99,972.9687,954.9581,940.9424,924.9476,468.4786,546.525,450.468,528.5145,436.4524,503.4834,407.4258,475.4884
Cer-ADS(d30:0/34:2)+C2H3O2,1030.974,970.9531,952.9424,938.9268,922.9319,468.4786,544.5094,450.468,526.4988,436.4524,501.4677,407.4258,473.4728
Cer-ADS(d30:0/35:0)+C2H3O2,1049.021,989,970.9894,956.9738,940.9788,468.4786,562.5563,450.468,544.5458,436.4524,519.5146,407.4258,491.5197
Cer-ADS(d30:0/35:1)+C2H3O2,1047.005,986.9843,968.9738,954.9581,938.9632,468.4786,560.5406,450.468,542.5301,436.4524,517.499,407.4258,489.5041
Cer-ADS(d30:0/36:0)+C2H3O2,1063.037,1003.016,985.0051,970.9894,954.9945,468.4786,576.572,450.468,558.5614,436.4524,533.5303,407.4258,505.5354
Cer-ADS(d30:0/36:1)+C2H3O2,1061.021,1001,982.9894,968.9738,952.9788,468.4786,574.5563,450.468,556.5458,436.4524,531.5146,407.4258,503.5197
Cer-ADS(d30:0/36:2)+C2H3O2,1059.005,998.9843,980.9738,966.9581,950.9632,468.4786,572.5406,450.468,554.5301,436.4524,529.499,407.4258,501.5041
Cer-ADS(d30:0/38:0)+C2H3O2,1091.068,1031.047,1013.036,999.0207,983.0258,468.4786,604.6033,450.468,586.5927,436.4524,561.5616,407.4258,533.5667
Cer-ADS(d30:0/38:1)+C2H3O2,1089.052,1029.031,1011.021,997.0051,981.0101,468.4786,602.5876,450.468,584.577,436.4524,559.546,407.4258,531.551
Cer-ADS(d30:0/38:2)+C2H3O2,1087.037,1027.016,1009.005,994.9894,978.9945,468.4786,600.572,450.468,582.5614,436.4524,557.5303,407.4258,529.5354
Cer-ADS(d30:0/40:0)+C2H3O2,1119.099,1059.078,1041.068,1027.052,1011.057,468.4786,632.6346,450.468,614.624,436.4524,589.5929,407.4258,561.598
Cer-ADS(d30:0/40:1)+C2H3O2,1117.084,1057.063,1039.052,1025.036,1009.041,468.4786,630.6189,450.468,612.6083,436.4524,587.5773,407.4258,559.5823
Cer-ADS(d30:0/40:2)+C2H3O2,1115.068,1055.047,1037.036,1023.021,1007.026,468.4786,628.6033,450.468,610.5927,436.4524,585.5616,407.4258,557.5667
Cer-ADS(d30:0/42:0)+C2H3O2,1147.131,1087.109,1069.099,1055.083,1039.088,468.4786,660.6659,450.468,642.6553,436.4524,617.6242,407.4258,589.6293
Cer-ADS(d30:0/42:1)+C2H3O2,1145.115,1085.094,1067.083,1053.068,1037.073,468.4786,658.6502,450.468,640.6396,436.4524,615.6086,407.4258,587.6136
Cer-ADS(d30:0/42:2)+C2H3O2,1143.099,1083.078,1065.068,1051.052,1035.057,468.4786,656.6346,450.468,638.624,436.4524,613.5929,407.4258,585.598
