Cer-ADS,[M+C2H3O2]-,[M-H]-,[M-O-H]-,[M-CO-H]-,[M-CO-O-H]-,[Sph-H]-,[Sph+C=O-3H]-,[Sph-O-H]-,[Sph+C=O-O-3H]-,[Sph-CO-H]-,[FA-3H]-,[Sph-NCCO-3H]-,[FA-CO-3H]-
Cer-ADS(d18:0/27:0)+C2H3O2,768.7081,708.687,690.6764,676.6608,660.6658,300.2908,450.4311,282.2802,432.4206,268.2646,407.3895,239.238,379.3945
Cer-ADS(d18:0/27:1)+C2H3O2,766.6924,706.6713,688.6608,674.6451,658.6502,300.2908,448.4155,282.2802,430.4049,268.2646,405.3738,239.238,377.3789
Cer-ADS(d18:0/28:0)+C2H3O2,782.7238,722.7026,704.6921,690.6764,674.6815,300.2908,464.4468,282.2802,446.4362,268.2646,421.4051,239.238,393.4102
Cer-ADS(d18:0/28:1)+C2H3O2,780.7081,720.687,702.6764,688.6608,672.6658,300.2908,462.4311,282.2802,444.4206,268.2646,419.3895,239.238,391.3945
Cer-ADS(d18:0/28:2)+C2H3O2,778.6924,718.6713,700.6608,686.6451,670.6502,300.2908,460.4155,282.2802,442.4049,268.2646,417.3738,239.238,389.3789
Cer-ADS(d18:0/29:0)+C2H3O2,796.7394,736.7183,718.7077,704.6921,688.6971,300.2908,478.4624,282.2802,460.4518,268.2646,435.4207,239.238,407.4258
Cer-ADS(d18:0/29:1)+C2H3O2,794.7238,734.7026,716.6921,702.6764,686.6815,300.2908,476.4468,282.2802,458.4362,268.2646,433.4051,239.238,405.4102
Cer-ADS(d18:0/30:0)+C2H3O2,810.7551,750.7339,732.7234,718.7077,702.7128,300.2908,492.4781,282.2802,474.4675,268.2646,449.4364,239.238,421.4415
Cer-ADS(d18:0/30:1)+C2H3O2,808.7394,748.7183,730.7077,716.6921,700.6971,300.2908,490.4624,282.2802,472.4518,268.2646,447.4207,239.238,419.4258
Cer-ADS(d18:0/30:2)+C2H3O2,806.7238,746.7026,728.6921,714.6764,698.6815,300.2908,488.4468,282.2802,470.4362,268.2646,445.4051,239.238,417.4102
Cer-ADS(d18:0/31:0)+C2H3O2,824.7707,764.7496,746.739,732.7234,716.7285,300.2908,506.4937,282.2802,488.4832,268.2646,463.4521,239.238,435.4572
Cer-ADS(d18:0/31:1)+C2H3O2,822.7551,762.7339,744.7234,730.7077,714.7128,300.2908,504.4781,282.2802,486.4675,268.2646,461.4364,239.238,433.4415
Cer-ADS(d18:0/32:0)+C2H3O2,838.7864,778.7653,760.7547,746.739,730.7441,300.2908,520.5094,282.2802,502.4988,268.2646,477.4677,239.238,449.4728
Cer-ADS(d18:0/32:1)+C2H3O2,836.7707,776.7496,758.739,744.7234,728.7285,300.2908,518.4937,282.2802,500.4832,268.2646,475.4521,239.238,447.4572
Cer-ADS(d18:0/32:2)+C2H3O2,834.7551,774.7339,756.7234,742.7077,726.7128,300.2908,516.4781,282.2802,498.4675,268.2646,473.4364,239.238,445.4415
Cer-ADS(d18:0/33:0)+C2H3O2,852.802,792.7809,774.7703,760.7547,744.7598,300.2908,534.525,282.2802,516.5145,268.2646,491.4834,239.238,463.4884
Cer-ADS(d18:0/33:1)+C2H3O2,850.7864,790.7653,772.7547,758.739,742.7441,300.2908,532.5094,282.2802,514.4988,268.2646,489.4677,239.238,461.4728
Cer-ADS(d18:0/34:0)+C2H3O2,866.8177,806.7966,788.7859,774.7703,758.7754,300.2908,548.5406,282.2802,530.5301,268.2646,505.499,239.238,477.5041
Cer-ADS(d18:0/34:1)+C2H3O2,864.802,804.7809,786.7703,772.7547,756.7598,300.2908,546.525,282.2802,528.5145,268.2646,503.4834,239.238,475.4884
Cer-ADS(d18:0/34:2)+C2H3O2,862.7864,802.7653,784.7547,770.739,754.7441,300.2908,544.5094,282.2802,526.4988,268.2646,501.4677,239.238,473.4728
Cer-ADS(d18:0/35:0)+C2H3O2,880.8333,820.8122,802.8016,788.7859,772.7911,300.2908,562.5563,282.2802,544.5458,268.2646,519.5146,239.238,491.5197
Cer-ADS(d18:0/35:1)+C2H3O2,878.8177,818.7966,800.7859,786.7703,770.7754,300.2908,560.5406,282.2802,542.5301,268.2646,517.499,239.238,489.5041
Cer-ADS(d18:0/36:0)+C2H3O2,894.849,834.8278,816.8173,802.8016,786.8067,300.2908,576.572,282.2802,558.5614,268.2646,533.5303,239.238,505.5354
Cer-ADS(d18:0/36:1)+C2H3O2,892.8333,832.8122,814.8016,800.7859,784.7911,300.2908,574.5563,282.2802,556.5458,268.2646,531.5146,239.238,503.5197
Cer-ADS(d18:0/36:2)+C2H3O2,890.8177,830.7966,812.7859,798.7703,782.7754,300.2908,572.5406,282.2802,554.5301,268.2646,529.499,239.238,501.5041
Cer-ADS(d18:0/38:0)+C2H3O2,922.8802,862.8591,844.8486,830.8329,814.838,300.2908,604.6033,282.2802,586.5927,268.2646,561.5616,239.238,533.5667
Cer-ADS(d18:0/38:1)+C2H3O2,920.8646,860.8435,842.8329,828.8173,812.8223,300.2908,602.5876,282.2802,584.577,268.2646,559.546,239.238,531.551
Cer-ADS(d18:0/38:2)+C2H3O2,918.849,858.8278,840.8173,826.8016,810.8067,300.2908,600.572,282.2802,582.5614,268.2646,557.5303,239.238,529.5354
Cer-ADS(d18:0/40:0)+C2H3O2,950.9116,890.8904,872.8799,858.8642,842.8693,300.2908,632.6346,282.2802,614.624,268.2646,589.5929,239.238,561.598
Cer-ADS(d18:0/40:1)+C2H3O2,948.8959,888.8748,870.8642,856.8486,840.8536,300.2908,630.6189,282.2802,612.6083,268.2646,587.5773,239.238,559.5823
Cer-ADS(d18:0/40:2)+C2H3O2,946.8802,886.8591,868.8486,854.8329,838.838,300.2908,628.6033,282.2802,610.5927,268.2646,585.5616,239.238,557.5667
Cer-ADS(d18:0/42:0)+C2H3O2,978.9429,918.9218,900.9112,886.8955,870.9006,300.2908,660.6659,282.2802,642.6553,268.2646,617.6242,239.238,589.6293
Cer-ADS(d18:0/42:1)+C2H3O2,976.9272,916.9061,898.8955,884.8799,868.8849,300.2908,658.6502,282.2802,640.6396,268.2646,615.6086,239.238,587.6136
Cer-ADS(d18:0/42:2)+C2H3O2,974.9116,914.8904,896.8799,882.8642,866.8693,300.2908,656.6346,282.2802,638.624,268.2646,613.5929,239.238,585.598
Cer-ADS(d19:0/12:0)+C2H3O2,572.489,512.4679,494.4573,480.4417,464.4467,314.3065,240.1964,296.2959,222.1858,282.2802,197.1547,253.2537,169.1598
Cer-ADS(d19:0/12:1)+C2H3O2,570.4734,510.4522,492.4417,478.426,462.4311,314.3065,238.1807,296.2959,220.1702,282.2802,195.1391,253.2537,167.1441
Cer-ADS(d19:0/13:0)+C2H3O2,586.5047,526.4835,508.473,494.4573,478.4624,314.3065,254.212,296.2959,236.2014,282.2802,211.1704,253.2537,183.1754
Cer-ADS(d19:0/13:1)+C2H3O2,584.489,524.4679,506.4573,492.4417,476.4467,314.3065,252.1964,296.2959,234.1858,282.2802,209.1547,253.2537,181.1598
Cer-ADS(d19:0/14:0)+C2H3O2,600.5203,540.4992,522.4886,508.473,492.4781,314.3065,268.2277,296.2959,250.2171,282.2802,225.186,253.2537,197.1911
Cer-ADS(d19:0/14:1)+C2H3O2,598.5047,538.4835,520.473,506.4573,490.4624,314.3065,266.212,296.2959,248.2014,282.2802,223.1704,253.2537,195.1754
Cer-ADS(d19:0/15:0)+C2H3O2,614.5359,554.5148,536.5043,522.4886,506.4937,314.3065,282.2433,296.2959,264.2328,282.2802,239.2017,253.2537,211.2067
Cer-ADS(d19:0/15:1)+C2H3O2,612.5203,552.4992,534.4886,520.473,504.4781,314.3065,280.2277,296.2959,262.2171,282.2802,237.186,253.2537,209.1911
Cer-ADS(d19:0/16:0)+C2H3O2,628.5516,568.5305,550.5199,536.5043,520.5093,314.3065,296.259,296.2959,278.2484,282.2802,253.2173,253.2537,225.2224
Cer-ADS(d19:0/16:1)+C2H3O2,626.5359,566.5148,548.5043,534.4886,518.4937,314.3065,294.2433,296.2959,276.2328,282.2802,251.2017,253.2537,223.2067
Cer-ADS(d19:0/16:2)+C2H3O2,624.5203,564.4992,546.4886,532.473,516.478,314.3065,292.2277,296.2959,274.2171,282.2802,249.186,253.2537,221.1911
Cer-ADS(d19:0/17:0)+C2H3O2,642.5673,582.5461,564.5356,550.5199,534.525,314.3065,310.2746,296.2959,292.264,282.2802,267.233,253.2537,239.238
Cer-ADS(d19:0/18:0)+C2H3O2,656.5829,596.5618,578.5512,564.5356,548.5406,314.3065,324.2903,296.2959,306.2797,282.2802,281.2486,253.2537,253.2537
Cer-ADS(d19:0/18:1)+C2H3O2,654.5673,594.5461,576.5356,562.5199,546.525,314.3065,322.2746,296.2959,304.264,282.2802,279.233,253.2537,251.238
Cer-ADS(d19:0/18:2)+C2H3O2,652.5516,592.5305,574.5199,560.5043,544.5093,314.3065,320.259,296.2959,302.2484,282.2802,277.2173,253.2537,249.2224
Cer-ADS(d19:0/19:0)+C2H3O2,670.5986,610.5775,592.5669,578.5512,562.5563,314.3065,338.3059,296.2959,320.2953,282.2802,295.2643,253.2537,267.2693
Cer-ADS(d19:0/19:1)+C2H3O2,668.5829,608.5618,590.5512,576.5356,560.5406,314.3065,336.2903,296.2959,318.2797,282.2802,293.2486,253.2537,265.2537
Cer-ADS(d19:0/20:0)+C2H3O2,684.6142,624.5931,606.5825,592.5669,576.572,314.3065,352.3216,296.2959,334.311,282.2802,309.2799,253.2537,281.285
Cer-ADS(d19:0/20:1)+C2H3O2,682.5986,622.5775,604.5669,590.5512,574.5563,314.3065,350.3059,296.2959,332.2953,282.2802,307.2643,253.2537,279.2693
Cer-ADS(d19:0/20:2)+C2H3O2,680.5829,620.5618,602.5512,588.5356,572.5406,314.3065,348.2903,296.2959,330.2797,282.2802,305.2486,253.2537,277.2537
Cer-ADS(d19:0/21:0)+C2H3O2,698.6299,638.6088,620.5981,606.5825,590.5876,314.3065,366.3372,296.2959,348.3267,282.2802,323.2956,253.2537,295.3006
Cer-ADS(d19:0/21:1)+C2H3O2,696.6142,636.5931,618.5825,604.5669,588.572,314.3065,364.3216,296.2959,346.311,282.2802,321.2799,253.2537,293.285
Cer-ADS(d19:0/22:0)+C2H3O2,712.6455,652.6244,634.6138,620.5981,604.6033,314.3065,380.3529,296.2959,362.3423,282.2802,337.3112,253.2537,309.3163
Cer-ADS(d19:0/22:1)+C2H3O2,710.6299,650.6088,632.5981,618.5825,602.5876,314.3065,378.3372,296.2959,360.3267,282.2802,335.2956,253.2537,307.3006
Cer-ADS(d19:0/22:2)+C2H3O2,708.6142,648.5931,630.5825,616.5669,600.572,314.3065,376.3216,296.2959,358.311,282.2802,333.2799,253.2537,305.285
Cer-ADS(d19:0/23:0)+C2H3O2,726.6612,666.64,648.6295,634.6138,618.6189,314.3065,394.3685,296.2959,376.3579,282.2802,351.3269,253.2537,323.3319
Cer-ADS(d19:0/23:1)+C2H3O2,724.6455,664.6244,646.6138,632.5981,616.6033,314.3065,392.3529,296.2959,374.3423,282.2802,349.3112,253.2537,321.3163
Cer-ADS(d19:0/24:0)+C2H3O2,740.6768,680.6557,662.6451,648.6295,632.6345,314.3065,408.3842,296.2959,390.3736,282.2802,365.3425,253.2537,337.3476
Cer-ADS(d19:0/24:1)+C2H3O2,738.6612,678.64,660.6295,646.6138,630.6189,314.3065,406.3685,296.2959,388.3579,282.2802,363.3269,253.2537,335.3319
Cer-ADS(d19:0/24:2)+C2H3O2,736.6455,676.6244,658.6138,644.5981,628.6033,314.3065,404.3529,296.2959,386.3423,282.2802,361.3112,253.2537,333.3163
Cer-ADS(d19:0/25:0)+C2H3O2,754.6924,694.6713,676.6608,662.6451,646.6502,314.3065,422.3998,296.2959,404.3893,282.2802,379.3582,253.2537,351.3633
Cer-ADS(d19:0/25:1)+C2H3O2,752.6768,692.6557,674.6451,660.6295,644.6345,314.3065,420.3842,296.2959,402.3736,282.2802,377.3425,253.2537,349.3476
Cer-ADS(d19:0/26:0)+C2H3O2,768.7081,708.687,690.6764,676.6608,660.6658,314.3065,436.4155,296.2959,418.4049,282.2802,393.3738,253.2537,365.3789
Cer-ADS(d19:0/26:1)+C2H3O2,766.6924,706.6713,688.6608,674.6451,658.6502,314.3065,434.3998,296.2959,416.3893,282.2802,391.3582,253.2537,363.3633
Cer-ADS(d19:0/26:2)+C2H3O2,764.6768,704.6557,686.6451,672.6295,656.6345,314.3065,432.3842,296.2959,414.3736,282.2802,389.3425,253.2537,361.3476
Cer-ADS(d19:0/27:0)+C2H3O2,782.7238,722.7026,704.6921,690.6764,674.6815,314.3065,450.4311,296.2959,432.4206,282.2802,407.3895,253.2537,379.3945
Cer-ADS(d19:0/27:1)+C2H3O2,780.7081,720.687,702.6764,688.6608,672.6658,314.3065,448.4155,296.2959,430.4049,282.2802,405.3738,253.2537,377.3789
Cer-ADS(d19:0/28:0)+C2H3O2,796.7394,736.7183,718.7077,704.6921,688.6971,314.3065,464.4468,296.2959,446.4362,282.2802,421.4051,253.2537,393.4102
Cer-ADS(d19:0/28:1)+C2H3O2,794.7238,734.7026,716.6921,702.6764,686.6815,314.3065,462.4311,296.2959,444.4206,282.2802,419.3895,253.2537,391.3945
Cer-ADS(d19:0/28:2)+C2H3O2,792.7081,732.687,714.6764,700.6608,684.6658,314.3065,460.4155,296.2959,442.4049,282.2802,417.3738,253.2537,389.3789
Cer-ADS(d19:0/29:0)+C2H3O2,810.7551,750.7339,732.7234,718.7077,702.7128,314.3065,478.4624,296.2959,460.4518,282.2802,435.4207,253.2537,407.4258
Cer-ADS(d19:0/29:1)+C2H3O2,808.7394,748.7183,730.7077,716.6921,700.6971,314.3065,476.4468,296.2959,458.4362,282.2802,433.4051,253.2537,405.4102
Cer-ADS(d19:0/30:0)+C2H3O2,824.7707,764.7496,746.739,732.7234,716.7285,314.3065,492.4781,296.2959,474.4675,282.2802,449.4364,253.2537,421.4415
Cer-ADS(d19:0/30:1)+C2H3O2,822.7551,762.7339,744.7234,730.7077,714.7128,314.3065,490.4624,296.2959,472.4518,282.2802,447.4207,253.2537,419.4258
Cer-ADS(d19:0/30:2)+C2H3O2,820.7394,760.7183,742.7077,728.6921,712.6971,314.3065,488.4468,296.2959,470.4362,282.2802,445.4051,253.2537,417.4102
Cer-ADS(d19:0/31:0)+C2H3O2,838.7864,778.7653,760.7547,746.739,730.7441,314.3065,506.4937,296.2959,488.4832,282.2802,463.4521,253.2537,435.4572
Cer-ADS(d19:0/31:1)+C2H3O2,836.7707,776.7496,758.739,744.7234,728.7285,314.3065,504.4781,296.2959,486.4675,282.2802,461.4364,253.2537,433.4415
Cer-ADS(d19:0/32:0)+C2H3O2,852.802,792.7809,774.7703,760.7547,744.7598,314.3065,520.5094,296.2959,502.4988,282.2802,477.4677,253.2537,449.4728
Cer-ADS(d19:0/32:1)+C2H3O2,850.7864,790.7653,772.7547,758.739,742.7441,314.3065,518.4937,296.2959,500.4832,282.2802,475.4521,253.2537,447.4572
Cer-ADS(d19:0/32:2)+C2H3O2,848.7707,788.7496,770.739,756.7234,740.7285,314.3065,516.4781,296.2959,498.4675,282.2802,473.4364,253.2537,445.4415
Cer-ADS(d19:0/33:0)+C2H3O2,866.8177,806.7966,788.7859,774.7703,758.7754,314.3065,534.525,296.2959,516.5145,282.2802,491.4834,253.2537,463.4884
Cer-ADS(d19:0/33:1)+C2H3O2,864.802,804.7809,786.7703,772.7547,756.7598,314.3065,532.5094,296.2959,514.4988,282.2802,489.4677,253.2537,461.4728
Cer-ADS(d19:0/34:0)+C2H3O2,880.8333,820.8122,802.8016,788.7859,772.7911,314.3065,548.5406,296.2959,530.5301,282.2802,505.499,253.2537,477.5041
Cer-ADS(d19:0/34:1)+C2H3O2,878.8177,818.7966,800.7859,786.7703,770.7754,314.3065,546.525,296.2959,528.5145,282.2802,503.4834,253.2537,475.4884
Cer-ADS(d19:0/34:2)+C2H3O2,876.802,816.7809,798.7703,784.7547,768.7598,314.3065,544.5094,296.2959,526.4988,282.2802,501.4677,253.2537,473.4728
Cer-ADS(d19:0/35:0)+C2H3O2,894.849,834.8278,816.8173,802.8016,786.8067,314.3065,562.5563,296.2959,544.5458,282.2802,519.5146,253.2537,491.5197
Cer-ADS(d19:0/35:1)+C2H3O2,892.8333,832.8122,814.8016,800.7859,784.7911,314.3065,560.5406,296.2959,542.5301,282.2802,517.499,253.2537,489.5041
Cer-ADS(d19:0/36:0)+C2H3O2,908.8646,848.8435,830.8329,816.8173,800.8223,314.3065,576.572,296.2959,558.5614,282.2802,533.5303,253.2537,505.5354
Cer-ADS(d19:0/36:1)+C2H3O2,906.849,846.8278,828.8173,814.8016,798.8067,314.3065,574.5563,296.2959,556.5458,282.2802,531.5146,253.2537,503.5197
Cer-ADS(d19:0/36:2)+C2H3O2,904.8333,844.8122,826.8016,812.7859,796.7911,314.3065,572.5406,296.2959,554.5301,282.2802,529.499,253.2537,501.5041
Cer-ADS(d19:0/38:0)+C2H3O2,936.8959,876.8748,858.8642,844.8486,828.8536,314.3065,604.6033,296.2959,586.5927,282.2802,561.5616,253.2537,533.5667
Cer-ADS(d19:0/38:1)+C2H3O2,934.8802,874.8591,856.8486,842.8329,826.838,314.3065,602.5876,296.2959,584.577,282.2802,559.546,253.2537,531.551
Cer-ADS(d19:0/38:2)+C2H3O2,932.8646,872.8435,854.8329,840.8173,824.8223,314.3065,600.572,296.2959,582.5614,282.2802,557.5303,253.2537,529.5354
Cer-ADS(d19:0/40:0)+C2H3O2,964.9272,904.9061,886.8955,872.8799,856.8849,314.3065,632.6346,296.2959,614.624,282.2802,589.5929,253.2537,561.598
Cer-ADS(d19:0/40:1)+C2H3O2,962.9116,902.8904,884.8799,870.8642,854.8693,314.3065,630.6189,296.2959,612.6083,282.2802,587.5773,253.2537,559.5823
Cer-ADS(d19:0/40:2)+C2H3O2,960.8959,900.8748,882.8642,868.8486,852.8536,314.3065,628.6033,296.2959,610.5927,282.2802,585.5616,253.2537,557.5667
Cer-ADS(d19:0/42:0)+C2H3O2,992.9585,932.9374,914.9268,900.9112,884.9163,314.3065,660.6659,296.2959,642.6553,282.2802,617.6242,253.2537,589.6293
Cer-ADS(d19:0/42:1)+C2H3O2,990.9429,930.9218,912.9112,898.8955,882.9006,314.3065,658.6502,296.2959,640.6396,282.2802,615.6086,253.2537,587.6136
Cer-ADS(d19:0/42:2)+C2H3O2,988.9272,928.9061,910.8955,896.8799,880.8849,314.3065,656.6346,296.2959,638.624,282.2802,613.5929,253.2537,585.598
Cer-ADS(d20:0/12:0)+C2H3O2,586.5047,526.4835,508.473,494.4573,478.4624,328.3221,240.1964,310.3116,222.1858,296.2959,197.1547,267.2693,169.1598
Cer-ADS(d20:0/12:1)+C2H3O2,584.489,524.4679,506.4573,492.4417,476.4467,328.3221,238.1807,310.3116,220.1702,296.2959,195.1391,267.2693,167.1441
Cer-ADS(d20:0/13:0)+C2H3O2,600.5203,540.4992,522.4886,508.473,492.4781,328.3221,254.212,310.3116,236.2014,296.2959,211.1704,267.2693,183.1754
Cer-ADS(d20:0/13:1)+C2H3O2,598.5047,538.4835,520.473,506.4573,490.4624,328.3221,252.1964,310.3116,234.1858,296.2959,209.1547,267.2693,181.1598
Cer-ADS(d20:0/14:0)+C2H3O2,614.5359,554.5148,536.5043,522.4886,506.4937,328.3221,268.2277,310.3116,250.2171,296.2959,225.186,267.2693,197.1911
Cer-ADS(d20:0/14:1)+C2H3O2,612.5203,552.4992,534.4886,520.473,504.4781,328.3221,266.212,310.3116,248.2014,296.2959,223.1704,267.2693,195.1754
Cer-ADS(d20:0/15:0)+C2H3O2,628.5516,568.5305,550.5199,536.5043,520.5093,328.3221,282.2433,310.3116,264.2328,296.2959,239.2017,267.2693,211.2067
Cer-ADS(d20:0/15:1)+C2H3O2,626.5359,566.5148,548.5043,534.4886,518.4937,328.3221,280.2277,310.3116,262.2171,296.2959,237.186,267.2693,209.1911
Cer-ADS(d20:0/16:0)+C2H3O2,642.5673,582.5461,564.5356,550.5199,534.525,328.3221,296.259,310.3116,278.2484,296.2959,253.2173,267.2693,225.2224
Cer-ADS(d20:0/16:1)+C2H3O2,640.5516,580.5305,562.5199,548.5043,532.5093,328.3221,294.2433,310.3116,276.2328,296.2959,251.2017,267.2693,223.2067
Cer-ADS(d20:0/16:2)+C2H3O2,638.5359,578.5148,560.5043,546.4886,530.4937,328.3221,292.2277,310.3116,274.2171,296.2959,249.186,267.2693,221.1911
Cer-ADS(d20:0/17:0)+C2H3O2,656.5829,596.5618,578.5512,564.5356,548.5406,328.3221,310.2746,310.3116,292.264,296.2959,267.233,267.2693,239.238
Cer-ADS(d20:0/18:0)+C2H3O2,670.5986,610.5775,592.5669,578.5512,562.5563,328.3221,324.2903,310.3116,306.2797,296.2959,281.2486,267.2693,253.2537
Cer-ADS(d20:0/18:1)+C2H3O2,668.5829,608.5618,590.5512,576.5356,560.5406,328.3221,322.2746,310.3116,304.264,296.2959,279.233,267.2693,251.238
Cer-ADS(d20:0/18:2)+C2H3O2,666.5673,606.5461,588.5356,574.5199,558.525,328.3221,320.259,310.3116,302.2484,296.2959,277.2173,267.2693,249.2224
Cer-ADS(d20:0/19:0)+C2H3O2,684.6142,624.5931,606.5825,592.5669,576.572,328.3221,338.3059,310.3116,320.2953,296.2959,295.2643,267.2693,267.2693
Cer-ADS(d20:0/19:1)+C2H3O2,682.5986,622.5775,604.5669,590.5512,574.5563,328.3221,336.2903,310.3116,318.2797,296.2959,293.2486,267.2693,265.2537
Cer-ADS(d20:0/20:0)+C2H3O2,698.6299,638.6088,620.5981,606.5825,590.5876,328.3221,352.3216,310.3116,334.311,296.2959,309.2799,267.2693,281.285
Cer-ADS(d20:0/20:1)+C2H3O2,696.6142,636.5931,618.5825,604.5669,588.572,328.3221,350.3059,310.3116,332.2953,296.2959,307.2643,267.2693,279.2693
Cer-ADS(d20:0/20:2)+C2H3O2,694.5986,634.5775,616.5669,602.5512,586.5563,328.3221,348.2903,310.3116,330.2797,296.2959,305.2486,267.2693,277.2537
Cer-ADS(d20:0/21:0)+C2H3O2,712.6455,652.6244,634.6138,620.5981,604.6033,328.3221,366.3372,310.3116,348.3267,296.2959,323.2956,267.2693,295.3006
Cer-ADS(d20:0/21:1)+C2H3O2,710.6299,650.6088,632.5981,618.5825,602.5876,328.3221,364.3216,310.3116,346.311,296.2959,321.2799,267.2693,293.285
Cer-ADS(d20:0/22:0)+C2H3O2,726.6612,666.64,648.6295,634.6138,618.6189,328.3221,380.3529,310.3116,362.3423,296.2959,337.3112,267.2693,309.3163
Cer-ADS(d20:0/22:1)+C2H3O2,724.6455,664.6244,646.6138,632.5981,616.6033,328.3221,378.3372,310.3116,360.3267,296.2959,335.2956,267.2693,307.3006
Cer-ADS(d20:0/22:2)+C2H3O2,722.6299,662.6088,644.5981,630.5825,614.5876,328.3221,376.3216,310.3116,358.311,296.2959,333.2799,267.2693,305.285
Cer-ADS(d20:0/23:0)+C2H3O2,740.6768,680.6557,662.6451,648.6295,632.6345,328.3221,394.3685,310.3116,376.3579,296.2959,351.3269,267.2693,323.3319
Cer-ADS(d20:0/23:1)+C2H3O2,738.6612,678.64,660.6295,646.6138,630.6189,328.3221,392.3529,310.3116,374.3423,296.2959,349.3112,267.2693,321.3163
Cer-ADS(d20:0/24:0)+C2H3O2,754.6924,694.6713,676.6608,662.6451,646.6502,328.3221,408.3842,310.3116,390.3736,296.2959,365.3425,267.2693,337.3476
Cer-ADS(d20:0/24:1)+C2H3O2,752.6768,692.6557,674.6451,660.6295,644.6345,328.3221,406.3685,310.3116,388.3579,296.2959,363.3269,267.2693,335.3319
Cer-ADS(d20:0/24:2)+C2H3O2,750.6612,690.64,672.6295,658.6138,642.6189,328.3221,404.3529,310.3116,386.3423,296.2959,361.3112,267.2693,333.3163
Cer-ADS(d20:0/25:0)+C2H3O2,768.7081,708.687,690.6764,676.6608,660.6658,328.3221,422.3998,310.3116,404.3893,296.2959,379.3582,267.2693,351.3633
Cer-ADS(d20:0/25:1)+C2H3O2,766.6924,706.6713,688.6608,674.6451,658.6502,328.3221,420.3842,310.3116,402.3736,296.2959,377.3425,267.2693,349.3476
Cer-ADS(d20:0/26:0)+C2H3O2,782.7238,722.7026,704.6921,690.6764,674.6815,328.3221,436.4155,310.3116,418.4049,296.2959,393.3738,267.2693,365.3789
Cer-ADS(d20:0/26:1)+C2H3O2,780.7081,720.687,702.6764,688.6608,672.6658,328.3221,434.3998,310.3116,416.3893,296.2959,391.3582,267.2693,363.3633
Cer-ADS(d20:0/26:2)+C2H3O2,778.6924,718.6713,700.6608,686.6451,670.6502,328.3221,432.3842,310.3116,414.3736,296.2959,389.3425,267.2693,361.3476
Cer-ADS(d20:0/27:0)+C2H3O2,796.7394,736.7183,718.7077,704.6921,688.6971,328.3221,450.4311,310.3116,432.4206,296.2959,407.3895,267.2693,379.3945
Cer-ADS(d20:0/27:1)+C2H3O2,794.7238,734.7026,716.6921,702.6764,686.6815,328.3221,448.4155,310.3116,430.4049,296.2959,405.3738,267.2693,377.3789
Cer-ADS(d20:0/28:0)+C2H3O2,810.7551,750.7339,732.7234,718.7077,702.7128,328.3221,464.4468,310.3116,446.4362,296.2959,421.4051,267.2693,393.4102
Cer-ADS(d20:0/28:1)+C2H3O2,808.7394,748.7183,730.7077,716.6921,700.6971,328.3221,462.4311,310.3116,444.4206,296.2959,419.3895,267.2693,391.3945
Cer-ADS(d20:0/28:2)+C2H3O2,806.7238,746.7026,728.6921,714.6764,698.6815,328.3221,460.4155,310.3116,442.4049,296.2959,417.3738,267.2693,389.3789
Cer-ADS(d20:0/29:0)+C2H3O2,824.7707,764.7496,746.739,732.7234,716.7285,328.3221,478.4624,310.3116,460.4518,296.2959,435.4207,267.2693,407.4258
Cer-ADS(d20:0/29:1)+C2H3O2,822.7551,762.7339,744.7234,730.7077,714.7128,328.3221,476.4468,310.3116,458.4362,296.2959,433.4051,267.2693,405.4102
Cer-ADS(d20:0/30:0)+C2H3O2,838.7864,778.7653,760.7547,746.739,730.7441,328.3221,492.4781,310.3116,474.4675,296.2959,449.4364,267.2693,421.4415
Cer-ADS(d20:0/30:1)+C2H3O2,836.7707,776.7496,758.739,744.7234,728.7285,328.3221,490.4624,310.3116,472.4518,296.2959,447.4207,267.2693,419.4258
Cer-ADS(d20:0/30:2)+C2H3O2,834.7551,774.7339,756.7234,742.7077,726.7128,328.3221,488.4468,310.3116,470.4362,296.2959,445.4051,267.2693,417.4102
Cer-ADS(d20:0/31:0)+C2H3O2,852.802,792.7809,774.7703,760.7547,744.7598,328.3221,506.4937,310.3116,488.4832,296.2959,463.4521,267.2693,435.4572
Cer-ADS(d20:0/31:1)+C2H3O2,850.7864,790.7653,772.7547,758.739,742.7441,328.3221,504.4781,310.3116,486.4675,296.2959,461.4364,267.2693,433.4415
Cer-ADS(d20:0/32:0)+C2H3O2,866.8177,806.7966,788.7859,774.7703,758.7754,328.3221,520.5094,310.3116,502.4988,296.2959,477.4677,267.2693,449.4728
Cer-ADS(d20:0/32:1)+C2H3O2,864.802,804.7809,786.7703,772.7547,756.7598,328.3221,518.4937,310.3116,500.4832,296.2959,475.4521,267.2693,447.4572
Cer-ADS(d20:0/32:2)+C2H3O2,862.7864,802.7653,784.7547,770.739,754.7441,328.3221,516.4781,310.3116,498.4675,296.2959,473.4364,267.2693,445.4415
Cer-ADS(d20:0/33:0)+C2H3O2,880.8333,820.8122,802.8016,788.7859,772.7911,328.3221,534.525,310.3116,516.5145,296.2959,491.4834,267.2693,463.4884
Cer-ADS(d20:0/33:1)+C2H3O2,878.8177,818.7966,800.7859,786.7703,770.7754,328.3221,532.5094,310.3116,514.4988,296.2959,489.4677,267.2693,461.4728
