MGDG,[M+NH4-CO]+,M-sn1,M-sn2,sn1,sn2,M-sn1-C6H12O6,M-sn2-C6H12O6
MGDG(22:4_21:0)+NH4-CO,866.70797,534.43661,540.38969,331.26299,325.30991,354.37322,360.3263
MGDG(22:4_22:0)+NH4-CO,880.7236,548.45224,540.38968,331.26299,339.32555,368.38885,360.32629
MGDG(22:4_22:1)+NH4-CO,878.70797,546.43661,540.38969,331.26299,337.30991,366.37322,360.3263
MGDG(22:4_22:2)+NH4-CO,876.6923,544.42094,540.38966,331.26299,335.29427,364.35755,360.32627
MGDG(22:4_22:4)+NH4-CO,872.661,540.38964,540.38964,331.26299,331.26299,360.32625,360.32625
MGDG(22:4_22:5)+NH4-CO,870.64535,538.37399,540.38963,331.26299,329.24735,358.3106,360.32624
MGDG(22:4_22:6)+NH4-CO,868.6297,536.35834,540.38962,331.26299,327.23171,356.29495,360.32623
MGDG(22:4_23:0)+NH4-CO,894.7393,562.46794,540.38974,331.26299,353.34119,382.40455,360.32635
MGDG(22:4_24:0)+NH4-CO,908.7549,576.48354,540.3897,331.26299,367.35683,396.42015,360.32631
MGDG(22:4_24:1)+NH4-CO,906.7393,574.46794,540.38974,331.26299,365.34119,394.40455,360.32635
MGDG(22:4_24:4)+NH4-CO,900.6923,568.42094,540.38966,331.26299,359.29427,388.35755,360.32627
MGDG(22:4_25:0)+NH4-CO,922.7705,590.49914,540.38966,331.26299,381.37247,410.43575,360.32627
MGDG(22:4_26:0)+NH4-CO,936.7862,604.51484,540.38972,331.26299,395.38811,424.45145,360.32633
MGDG(22:4_26:1)+NH4-CO,934.7705,602.49914,540.38966,331.26299,393.37247,422.43575,360.32627
MGDG(22:4_26:2)+NH4-CO,932.7549,600.48354,540.3897,331.26299,391.35683,420.42015,360.32631
MGDG(22:5_2:0)+NH4-CO,598.3949,268.13918,538.37378,329.24735,59.01275,88.07579,358.31039
MGDG(22:5_3:0)+NH4-CO,612.4106,282.15488,538.37384,329.24735,73.02839,102.09149,358.31045
MGDG(22:5_4:0)+NH4-CO,626.4262,296.17048,538.3738,329.24735,87.04403,116.10709,358.31041
MGDG(22:5_5:0)+NH4-CO,640.4419,310.18618,538.37386,329.24735,101.05967,130.12279,358.31047
MGDG(22:5_6:0)+NH4-CO,654.45754,324.20182,538.37386,329.24735,115.07531,144.13843,358.31047
MGDG(22:5_7:0)+NH4-CO,668.4732,338.21748,538.37388,329.24735,129.09095,158.15409,358.31049
MGDG(22:5_8:0)+NH4-CO,682.48885,352.23313,538.37389,329.24735,143.10659,172.16974,358.3105
MGDG(22:5_9:0)+NH4-CO,696.5045,366.24878,538.3739,329.24735,157.12223,186.18539,358.31051
MGDG(22:5_10:0)+NH4-CO,710.52016,380.26444,538.37392,329.24735,171.13787,200.20105,358.31053
MGDG(22:5_11:0)+NH4-CO,724.5358,394.28008,538.37392,329.24735,185.15351,214.21669,358.31053
MGDG(22:5_12:0)+NH4-CO,738.5515,408.29578,538.37398,329.24735,199.16915,228.23239,358.31059
MGDG(22:5_13:0)+NH4-CO,752.5671,422.31138,538.37394,329.24735,213.18479,242.24799,358.31055
MGDG(22:5_14:0)+NH4-CO,766.5827,436.32698,538.3739,329.24735,227.20043,256.26359,358.31051
MGDG(22:5_14:1)+NH4-CO,764.5671,434.31138,538.37394,329.24735,225.18479,254.24799,358.31055
MGDG(22:5_15:0)+NH4-CO,780.5984,450.34268,538.37396,329.24735,241.21607,270.27929,358.31057
MGDG(22:5_15:1)+NH4-CO,778.5827,448.32698,538.3739,329.24735,239.20043,268.26359,358.31051
MGDG(22:5_16:0)+NH4-CO,794.61403,464.35831,538.37395,329.24735,255.23171,284.29492,358.31056
MGDG(22:5_16:1)+NH4-CO,792.5984,462.34268,538.37396,329.24735,253.21607,282.27929,358.31057
MGDG(22:5_17:0)+NH4-CO,808.6297,478.37398,538.37398,329.24735,269.24735,298.31059,358.31059
MGDG(22:5_17:1)+NH4-CO,806.61403,476.35831,538.37395,329.24735,267.23171,296.29492,358.31056
MGDG(22:5_17:2)+NH4-CO,804.5984,474.34268,538.37396,329.24735,265.21607,294.27929,358.31057
MGDG(22:5_18:0)+NH4-CO,822.64535,492.38963,538.37399,329.24735,283.26299,312.32624,358.3106
MGDG(22:5_18:1)+NH4-CO,820.6297,490.37398,538.37398,329.24735,281.24735,310.31059,358.31059
MGDG(22:5_18:2)+NH4-CO,818.61403,488.35831,538.37395,329.24735,279.23171,308.29492,358.31056
MGDG(22:5_18:3)+NH4-CO,816.5984,486.34268,538.37396,329.24735,277.21607,306.27929,358.31057
MGDG(22:5_18:4)+NH4-CO,814.5827,484.32698,538.3739,329.24735,275.20043,304.26359,358.31051
MGDG(22:5_19:0)+NH4-CO,836.661,506.40528,538.374,329.24735,297.27863,326.34189,358.31061
MGDG(22:5_20:0)+NH4-CO,850.67666,520.42094,538.37402,329.24735,311.29427,340.35755,358.31063
MGDG(22:5_20:1)+NH4-CO,848.661,518.40528,538.374,329.24735,309.27863,338.34189,358.31061
MGDG(22:5_20:2)+NH4-CO,846.64535,516.38963,538.37399,329.24735,307.26299,336.32624,358.3106
MGDG(22:5_20:3)+NH4-CO,844.6297,514.37398,538.37398,329.24735,305.24735,334.31059,358.31059
MGDG(22:5_20:4)+NH4-CO,842.61403,512.35831,538.37395,329.24735,303.23171,332.29492,358.31056
MGDG(22:5_20:5)+NH4-CO,840.5984,510.34268,538.37396,329.24735,301.21607,330.27929,358.31057
MGDG(22:5_21:0)+NH4-CO,864.6923,534.43658,538.37402,329.24735,325.30991,354.37319,358.31063
MGDG(22:5_22:0)+NH4-CO,878.70797,548.45225,538.37405,329.24735,339.32555,368.38886,358.31066
MGDG(22:5_22:1)+NH4-CO,876.6923,546.43658,538.37402,329.24735,337.30991,366.37319,358.31063
MGDG(22:5_22:2)+NH4-CO,874.67666,544.42094,538.37402,329.24735,335.29427,364.35755,358.31063
MGDG(22:5_22:4)+NH4-CO,870.64535,540.38963,538.37399,329.24735,331.26299,360.32624,358.3106
MGDG(22:5_22:5)+NH4-CO,868.6297,538.37398,538.37398,329.24735,329.24735,358.31059,358.31059
MGDG(22:5_22:6)+NH4-CO,866.61403,536.35831,538.37395,329.24735,327.23171,356.29492,358.31056
MGDG(22:5_23:0)+NH4-CO,892.7236,562.46788,538.37404,329.24735,353.34119,382.40449,358.31065
MGDG(22:5_24:0)+NH4-CO,906.7393,576.48358,538.3741,329.24735,367.35683,396.42019,358.31071
MGDG(22:5_24:1)+NH4-CO,904.7236,574.46788,538.37404,329.24735,365.34119,394.40449,358.31065
MGDG(22:5_24:4)+NH4-CO,898.67666,568.42094,538.37402,329.24735,359.29427,388.35755,358.31063
MGDG(22:5_25:0)+NH4-CO,920.7549,590.49918,538.37406,329.24735,381.37247,410.43579,358.31067
MGDG(22:5_26:0)+NH4-CO,934.7705,604.51478,538.37402,329.24735,395.38811,424.45139,358.31063
MGDG(22:5_26:1)+NH4-CO,932.7549,602.49918,538.37406,329.24735,393.37247,422.43579,358.31067
MGDG(22:5_26:2)+NH4-CO,930.7393,600.48358,538.3741,329.24735,391.35683,420.42019,358.31071
MGDG(22:6_2:0)+NH4-CO,596.3793,268.13922,536.35818,327.23171,59.01275,88.07583,356.29479
MGDG(22:6_3:0)+NH4-CO,610.3949,282.15482,536.35814,327.23171,73.02839,102.09143,356.29475
MGDG(22:6_4:0)+NH4-CO,624.4106,296.17052,536.3582,327.23171,87.04403,116.10713,356.29481
MGDG(22:6_5:0)+NH4-CO,638.4262,310.18612,536.35816,327.23171,101.05967,130.12273,356.29477
MGDG(22:6_6:0)+NH4-CO,652.4419,324.20182,536.35822,327.23171,115.07531,144.13843,356.29483
MGDG(22:6_7:0)+NH4-CO,666.45754,338.21746,536.35822,327.23171,129.09095,158.15407,356.29483
MGDG(22:6_8:0)+NH4-CO,680.4732,352.23312,536.35824,327.23171,143.10659,172.16973,356.29485
MGDG(22:6_9:0)+NH4-CO,694.48885,366.24877,536.35825,327.23171,157.12223,186.18538,356.29486
MGDG(22:6_10:0)+NH4-CO,708.5045,380.26442,536.35826,327.23171,171.13787,200.20103,356.29487
MGDG(22:6_11:0)+NH4-CO,722.52016,394.28008,536.35828,327.23171,185.15351,214.21669,356.29489
MGDG(22:6_12:0)+NH4-CO,736.5358,408.29572,536.35828,327.23171,199.16915,228.23233,356.29489
MGDG(22:6_13:0)+NH4-CO,750.5515,422.31142,536.35834,327.23171,213.18479,242.24803,356.29495
MGDG(22:6_14:0)+NH4-CO,764.5671,436.32702,536.3583,327.23171,227.20043,256.26363,356.29491
MGDG(22:6_14:1)+NH4-CO,762.5515,434.31142,536.35834,327.23171,225.18479,254.24803,356.29495
MGDG(22:6_15:0)+NH4-CO,778.5827,450.34262,536.35826,327.23171,241.21607,270.27923,356.29487
MGDG(22:6_15:1)+NH4-CO,776.5671,448.32702,536.3583,327.23171,239.20043,268.26363,356.29491
MGDG(22:6_16:0)+NH4-CO,792.5984,464.35832,536.35832,327.23171,255.23171,284.29493,356.29493
MGDG(22:6_16:1)+NH4-CO,790.5827,462.34262,536.35826,327.23171,253.21607,282.27923,356.29487
MGDG(22:6_17:0)+NH4-CO,806.61403,478.37395,536.35831,327.23171,269.24735,298.31056,356.29492
MGDG(22:6_17:1)+NH4-CO,804.5984,476.35832,536.35832,327.23171,267.23171,296.29493,356.29493
MGDG(22:6_17:2)+NH4-CO,802.5827,474.34262,536.35826,327.23171,265.21607,294.27923,356.29487
MGDG(22:6_18:0)+NH4-CO,820.6297,492.38962,536.35834,327.23171,283.26299,312.32623,356.29495
MGDG(22:6_18:1)+NH4-CO,818.61403,490.37395,536.35831,327.23171,281.24735,310.31056,356.29492
MGDG(22:6_18:2)+NH4-CO,816.5984,488.35832,536.35832,327.23171,279.23171,308.29493,356.29493
MGDG(22:6_18:3)+NH4-CO,814.5827,486.34262,536.35826,327.23171,277.21607,306.27923,356.29487
MGDG(22:6_18:4)+NH4-CO,812.5671,484.32702,536.3583,327.23171,275.20043,304.26363,356.29491
MGDG(22:6_19:0)+NH4-CO,834.64535,506.40527,536.35835,327.23171,297.27863,326.34188,356.29496
MGDG(22:6_20:0)+NH4-CO,848.661,520.42092,536.35836,327.23171,311.29427,340.35753,356.29497
MGDG(22:6_20:1)+NH4-CO,846.64535,518.40527,536.35835,327.23171,309.27863,338.34188,356.29496
MGDG(22:6_20:2)+NH4-CO,844.6297,516.38962,536.35834,327.23171,307.26299,336.32623,356.29495
MGDG(22:6_20:3)+NH4-CO,842.61403,514.37395,536.35831,327.23171,305.24735,334.31056,356.29492
MGDG(22:6_20:4)+NH4-CO,840.5984,512.35832,536.35832,327.23171,303.23171,332.29493,356.29493
MGDG(22:6_20:5)+NH4-CO,838.5827,510.34262,536.35826,327.23171,301.21607,330.27923,356.29487
MGDG(22:6_21:0)+NH4-CO,862.67666,534.43658,536.35838,327.23171,325.30991,354.37319,356.29499
MGDG(22:6_22:0)+NH4-CO,876.6923,548.45222,536.35838,327.23171,339.32555,368.38883,356.29499
MGDG(22:6_22:1)+NH4-CO,874.67666,546.43658,536.35838,327.23171,337.30991,366.37319,356.29499
MGDG(22:6_22:2)+NH4-CO,872.661,544.42092,536.35836,327.23171,335.29427,364.35753,356.29497
MGDG(22:6_22:4)+NH4-CO,868.6297,540.38962,536.35834,327.23171,331.26299,360.32623,356.29495
MGDG(22:6_22:5)+NH4-CO,866.61403,538.37395,536.35831,327.23171,329.24735,358.31056,356.29492
MGDG(22:6_22:6)+NH4-CO,864.5984,536.35832,536.35832,327.23171,327.23171,356.29493,356.29493
MGDG(22:6_23:0)+NH4-CO,890.70797,562.46789,536.35841,327.23171,353.34119,382.4045,356.29502
MGDG(22:6_24:0)+NH4-CO,904.7236,576.48352,536.3584,327.23171,367.35683,396.42013,356.29501
MGDG(22:6_24:1)+NH4-CO,902.70797,574.46789,536.35841,327.23171,365.34119,394.4045,356.29502
MGDG(22:6_24:4)+NH4-CO,896.661,568.42092,536.35836,327.23171,359.29427,388.35753,356.29497
MGDG(22:6_25:0)+NH4-CO,918.7393,590.49922,536.35846,327.23171,381.37247,410.43583,356.29507
MGDG(22:6_26:0)+NH4-CO,932.7549,604.51482,536.35842,327.23171,395.38811,424.45143,356.29503
MGDG(22:6_26:1)+NH4-CO,930.7393,602.49922,536.35846,327.23171,393.37247,422.43583,356.29507
MGDG(22:6_26:2)+NH4-CO,928.7236,600.48352,536.3584,327.23171,391.35683,420.42013,356.29501
MGDG(23:0_2:0)+NH4-CO,622.48885,268.13929,562.46773,353.34119,59.01275,88.0759,382.40434
MGDG(23:0_3:0)+NH4-CO,636.5045,282.15494,562.46774,353.34119,73.02839,102.09155,382.40435
MGDG(23:0_4:0)+NH4-CO,650.52016,296.1706,562.46776,353.34119,87.04403,116.10721,382.40437
MGDG(23:0_5:0)+NH4-CO,664.5358,310.18624,562.46776,353.34119,101.05967,130.12285,382.40437
MGDG(23:0_6:0)+NH4-CO,678.5515,324.20194,562.46782,353.34119,115.07531,144.13855,382.40443
MGDG(23:0_7:0)+NH4-CO,692.5671,338.21754,562.46778,353.34119,129.09095,158.15415,382.40439
MGDG(23:0_8:0)+NH4-CO,706.5827,352.23314,562.46774,353.34119,143.10659,172.16975,382.40435
MGDG(23:0_9:0)+NH4-CO,720.5984,366.24884,562.4678,353.34119,157.12223,186.18545,382.40441
MGDG(23:0_10:0)+NH4-CO,734.61403,380.26447,562.46779,353.34119,171.13787,200.20108,382.4044
MGDG(23:0_11:0)+NH4-CO,748.6297,394.28014,562.46782,353.34119,185.15351,214.21675,382.40443
MGDG(23:0_12:0)+NH4-CO,762.64535,408.29579,562.46783,353.34119,199.16915,228.2324,382.40444
MGDG(23:0_13:0)+NH4-CO,776.661,422.31144,562.46784,353.34119,213.18479,242.24805,382.40445
MGDG(23:0_14:0)+NH4-CO,790.67666,436.3271,562.46786,353.34119,227.20043,256.26371,382.40447
MGDG(23:0_14:1)+NH4-CO,788.661,434.31144,562.46784,353.34119,225.18479,254.24805,382.40445
MGDG(23:0_15:0)+NH4-CO,804.6923,450.34274,562.46786,353.34119,241.21607,270.27935,382.40447
MGDG(23:0_15:1)+NH4-CO,802.67666,448.3271,562.46786,353.34119,239.20043,268.26371,382.40447
MGDG(23:0_16:0)+NH4-CO,818.70797,464.35841,562.46789,353.34119,255.23171,284.29502,382.4045
MGDG(23:0_16:1)+NH4-CO,816.6923,462.34274,562.46786,353.34119,253.21607,282.27935,382.40447
MGDG(23:0_17:0)+NH4-CO,832.7236,478.37404,562.46788,353.34119,269.24735,298.31065,382.40449
MGDG(23:0_17:1)+NH4-CO,830.70797,476.35841,562.46789,353.34119,267.23171,296.29502,382.4045
MGDG(23:0_17:2)+NH4-CO,828.6923,474.34274,562.46786,353.34119,265.21607,294.27935,382.40447
MGDG(23:0_18:0)+NH4-CO,846.7393,492.38974,562.46794,353.34119,283.26299,312.32635,382.40455
MGDG(23:0_18:1)+NH4-CO,844.7236,490.37404,562.46788,353.34119,281.24735,310.31065,382.40449
MGDG(23:0_18:2)+NH4-CO,842.70797,488.35841,562.46789,353.34119,279.23171,308.29502,382.4045
MGDG(23:0_18:3)+NH4-CO,840.6923,486.34274,562.46786,353.34119,277.21607,306.27935,382.40447
MGDG(23:0_18:4)+NH4-CO,838.67666,484.3271,562.46786,353.34119,275.20043,304.26371,382.40447
MGDG(23:0_19:0)+NH4-CO,860.7549,506.40534,562.4679,353.34119,297.27863,326.34195,382.40451
MGDG(23:0_20:0)+NH4-CO,874.7705,520.42094,562.46786,353.34119,311.29427,340.35755,382.40447
MGDG(23:0_20:1)+NH4-CO,872.7549,518.40534,562.4679,353.34119,309.27863,338.34195,382.40451
MGDG(23:0_20:2)+NH4-CO,870.7393,516.38974,562.46794,353.34119,307.26299,336.32635,382.40455
MGDG(23:0_20:3)+NH4-CO,868.7236,514.37404,562.46788,353.34119,305.24735,334.31065,382.40449
MGDG(23:0_20:4)+NH4-CO,866.70797,512.35841,562.46789,353.34119,303.23171,332.29502,382.4045
MGDG(23:0_20:5)+NH4-CO,864.6923,510.34274,562.46786,353.34119,301.21607,330.27935,382.40447
MGDG(23:0_21:0)+NH4-CO,888.7862,534.43664,562.46792,353.34119,325.30991,354.37325,382.40453
MGDG(23:0_22:0)+NH4-CO,902.80184,548.45228,562.46792,353.34119,339.32555,368.38889,382.40453
MGDG(23:0_22:1)+NH4-CO,900.7862,546.43664,562.46792,353.34119,337.30991,366.37325,382.40453
MGDG(23:0_22:2)+NH4-CO,898.7705,544.42094,562.46786,353.34119,335.29427,364.35755,382.40447
MGDG(23:0_22:4)+NH4-CO,894.7393,540.38974,562.46794,353.34119,331.26299,360.32635,382.40455
MGDG(23:0_22:5)+NH4-CO,892.7236,538.37404,562.46788,353.34119,329.24735,358.31065,382.40449
MGDG(23:0_22:6)+NH4-CO,890.70797,536.35841,562.46789,353.34119,327.23171,356.29502,382.4045
MGDG(23:0_23:0)+NH4-CO,916.8175,562.46794,562.46794,353.34119,353.34119,382.40455,382.40455
MGDG(23:0_24:0)+NH4-CO,930.83315,576.48359,562.46795,353.34119,367.35683,396.4202,382.40456
MGDG(23:0_24:1)+NH4-CO,928.8175,574.46794,562.46794,353.34119,365.34119,394.40455,382.40455
MGDG(23:0_24:4)+NH4-CO,922.7705,568.42094,562.46786,353.34119,359.29427,388.35755,382.40447
MGDG(23:0_25:0)+NH4-CO,944.8488,590.49924,562.46796,353.34119,381.37247,410.43585,382.40457
MGDG(23:0_26:0)+NH4-CO,958.86446,604.5149,562.46798,353.34119,395.38811,424.45151,382.40459
MGDG(23:0_26:1)+NH4-CO,956.8488,602.49924,562.46796,353.34119,393.37247,422.43585,382.40457
MGDG(23:0_26:2)+NH4-CO,954.83315,600.48359,562.46795,353.34119,391.35683,420.4202,382.40456
MGDG(24:0_2:0)+NH4-CO,636.5045,268.1393,576.48338,367.35683,59.01275,88.07591,396.41999
MGDG(24:0_3:0)+NH4-CO,650.52016,282.15496,576.4834,367.35683,73.02839,102.09157,396.42001
MGDG(24:0_4:0)+NH4-CO,664.5358,296.1706,576.4834,367.35683,87.04403,116.10721,396.42001
MGDG(24:0_5:0)+NH4-CO,678.5515,310.1863,576.48346,367.35683,101.05967,130.12291,396.42007
MGDG(24:0_6:0)+NH4-CO,692.5671,324.2019,576.48342,367.35683,115.07531,144.13851,396.42003
MGDG(24:0_7:0)+NH4-CO,706.5827,338.2175,576.48338,367.35683,129.09095,158.15411,396.41999
MGDG(24:0_8:0)+NH4-CO,720.5984,352.2332,576.48344,367.35683,143.10659,172.16981,396.42005
MGDG(24:0_9:0)+NH4-CO,734.61403,366.24883,576.48343,367.35683,157.12223,186.18544,396.42004
MGDG(24:0_10:0)+NH4-CO,748.6297,380.2645,576.48346,367.35683,171.13787,200.20111,396.42007
MGDG(24:0_11:0)+NH4-CO,762.64535,394.28015,576.48347,367.35683,185.15351,214.21676,396.42008
MGDG(24:0_12:0)+NH4-CO,776.661,408.2958,576.48348,367.35683,199.16915,228.23241,396.42009
MGDG(24:0_13:0)+NH4-CO,790.67666,422.31146,576.4835,367.35683,213.18479,242.24807,396.42011
MGDG(24:0_14:0)+NH4-CO,804.6923,436.3271,576.4835,367.35683,227.20043,256.26371,396.42011
MGDG(24:0_14:1)+NH4-CO,802.67666,434.31146,576.4835,367.35683,225.18479,254.24807,396.42011
MGDG(24:0_15:0)+NH4-CO,818.70797,450.34277,576.48353,367.35683,241.21607,270.27938,396.42014
MGDG(24:0_15:1)+NH4-CO,816.6923,448.3271,576.4835,367.35683,239.20043,268.26371,396.42011
MGDG(24:0_16:0)+NH4-CO,832.7236,464.3584,576.48352,367.35683,255.23171,284.29501,396.42013
MGDG(24:0_16:1)+NH4-CO,830.70797,462.34277,576.48353,367.35683,253.21607,282.27938,396.42014
MGDG(24:0_17:0)+NH4-CO,846.7393,478.3741,576.48358,367.35683,269.24735,298.31071,396.42019
MGDG(24:0_17:1)+NH4-CO,844.7236,476.3584,576.48352,367.35683,267.23171,296.29501,396.42013
MGDG(24:0_17:2)+NH4-CO,842.70797,474.34277,576.48353,367.35683,265.21607,294.27938,396.42014
MGDG(24:0_18:0)+NH4-CO,860.7549,492.3897,576.48354,367.35683,283.26299,312.32631,396.42015
MGDG(24:0_18:1)+NH4-CO,858.7393,490.3741,576.48358,367.35683,281.24735,310.31071,396.42019
MGDG(24:0_18:2)+NH4-CO,856.7236,488.3584,576.48352,367.35683,279.23171,308.29501,396.42013
MGDG(24:0_18:3)+NH4-CO,854.70797,486.34277,576.48353,367.35683,277.21607,306.27938,396.42014
MGDG(24:0_18:4)+NH4-CO,852.6923,484.3271,576.4835,367.35683,275.20043,304.26371,396.42011
MGDG(24:0_19:0)+NH4-CO,874.7705,506.4053,576.4835,367.35683,297.27863,326.34191,396.42011
MGDG(24:0_20:0)+NH4-CO,888.7862,520.421,576.48356,367.35683,311.29427,340.35761,396.42017
MGDG(24:0_20:1)+NH4-CO,886.7705,518.4053,576.4835,367.35683,309.27863,338.34191,396.42011
MGDG(24:0_20:2)+NH4-CO,884.7549,516.3897,576.48354,367.35683,307.26299,336.32631,396.42015
MGDG(24:0_20:3)+NH4-CO,882.7393,514.3741,576.48358,367.35683,305.24735,334.31071,396.42019
MGDG(24:0_20:4)+NH4-CO,880.7236,512.3584,576.48352,367.35683,303.23171,332.29501,396.42013
MGDG(24:0_20:5)+NH4-CO,878.70797,510.34277,576.48353,367.35683,301.21607,330.27938,396.42014
MGDG(24:0_21:0)+NH4-CO,902.80184,534.43664,576.48356,367.35683,325.30991,354.37325,396.42017
MGDG(24:0_22:0)+NH4-CO,916.8175,548.4523,576.48358,367.35683,339.32555,368.38891,396.42019
MGDG(24:0_22:1)+NH4-CO,914.80184,546.43664,576.48356,367.35683,337.30991,366.37325,396.42017
MGDG(24:0_22:2)+NH4-CO,912.7862,544.421,576.48356,367.35683,335.29427,364.35761,396.42017
MGDG(24:0_22:4)+NH4-CO,908.7549,540.3897,576.48354,367.35683,331.26299,360.32631,396.42015
MGDG(24:0_22:5)+NH4-CO,906.7393,538.3741,576.48358,367.35683,329.24735,358.31071,396.42019
MGDG(24:0_22:6)+NH4-CO,904.7236,536.3584,576.48352,367.35683,327.23171,356.29501,396.42013
MGDG(24:0_23:0)+NH4-CO,930.83315,562.46795,576.48359,367.35683,353.34119,382.40456,396.4202
MGDG(24:0_24:0)+NH4-CO,944.8488,576.4836,576.4836,367.35683,367.35683,396.42021,396.42021
MGDG(24:0_24:1)+NH4-CO,942.83315,574.46795,576.48359,367.35683,365.34119,394.40456,396.4202
MGDG(24:0_24:4)+NH4-CO,936.7862,568.421,576.48356,367.35683,359.29427,388.35761,396.42017
MGDG(24:0_25:0)+NH4-CO,958.86446,590.49926,576.48362,367.35683,381.37247,410.43587,396.42023
MGDG(24:0_26:0)+NH4-CO,972.8801,604.5149,576.48362,367.35683,395.38811,424.45151,396.42023
MGDG(24:0_26:1)+NH4-CO,970.86446,602.49926,576.48362,367.35683,393.37247,422.43587,396.42023
MGDG(24:0_26:2)+NH4-CO,968.8488,600.4836,576.4836,367.35683,391.35683,420.42021,396.42021
MGDG(24:1_2:0)+NH4-CO,634.48885,268.13929,574.46773,365.34119,59.01275,88.0759,394.40434
MGDG(24:1_3:0)+NH4-CO,648.5045,282.15494,574.46774,365.34119,73.02839,102.09155,394.40435
MGDG(24:1_4:0)+NH4-CO,662.52016,296.1706,574.46776,365.34119,87.04403,116.10721,394.40437
MGDG(24:1_5:0)+NH4-CO,676.5358,310.18624,574.46776,365.34119,101.05967,130.12285,394.40437
MGDG(24:1_6:0)+NH4-CO,690.5515,324.20194,574.46782,365.34119,115.07531,144.13855,394.40443
MGDG(24:1_7:0)+NH4-CO,704.5671,338.21754,574.46778,365.34119,129.09095,158.15415,394.40439
MGDG(24:1_8:0)+NH4-CO,718.5827,352.23314,574.46774,365.34119,143.10659,172.16975,394.40435
MGDG(24:1_9:0)+NH4-CO,732.5984,366.24884,574.4678,365.34119,157.12223,186.18545,394.40441
MGDG(24:1_10:0)+NH4-CO,746.61403,380.26447,574.46779,365.34119,171.13787,200.20108,394.4044
MGDG(24:1_11:0)+NH4-CO,760.6297,394.28014,574.46782,365.34119,185.15351,214.21675,394.40443
MGDG(24:1_12:0)+NH4-CO,774.64535,408.29579,574.46783,365.34119,199.16915,228.2324,394.40444
MGDG(24:1_13:0)+NH4-CO,788.661,422.31144,574.46784,365.34119,213.18479,242.24805,394.40445
MGDG(24:1_14:0)+NH4-CO,802.67666,436.3271,574.46786,365.34119,227.20043,256.26371,394.40447
MGDG(24:1_14:1)+NH4-CO,800.661,434.31144,574.46784,365.34119,225.18479,254.24805,394.40445
MGDG(24:1_15:0)+NH4-CO,816.6923,450.34274,574.46786,365.34119,241.21607,270.27935,394.40447
MGDG(24:1_15:1)+NH4-CO,814.67666,448.3271,574.46786,365.34119,239.20043,268.26371,394.40447
MGDG(24:1_16:0)+NH4-CO,830.70797,464.35841,574.46789,365.34119,255.23171,284.29502,394.4045
MGDG(24:1_16:1)+NH4-CO,828.6923,462.34274,574.46786,365.34119,253.21607,282.27935,394.40447
MGDG(24:1_17:0)+NH4-CO,844.7236,478.37404,574.46788,365.34119,269.24735,298.31065,394.40449
MGDG(24:1_17:1)+NH4-CO,842.70797,476.35841,574.46789,365.34119,267.23171,296.29502,394.4045
MGDG(24:1_17:2)+NH4-CO,840.6923,474.34274,574.46786,365.34119,265.21607,294.27935,394.40447
MGDG(24:1_18:0)+NH4-CO,858.7393,492.38974,574.46794,365.34119,283.26299,312.32635,394.40455
MGDG(24:1_18:1)+NH4-CO,856.7236,490.37404,574.46788,365.34119,281.24735,310.31065,394.40449
MGDG(24:1_18:2)+NH4-CO,854.70797,488.35841,574.46789,365.34119,279.23171,308.29502,394.4045
MGDG(24:1_18:3)+NH4-CO,852.6923,486.34274,574.46786,365.34119,277.21607,306.27935,394.40447
MGDG(24:1_18:4)+NH4-CO,850.67666,484.3271,574.46786,365.34119,275.20043,304.26371,394.40447
MGDG(24:1_19:0)+NH4-CO,872.7549,506.40534,574.4679,365.34119,297.27863,326.34195,394.40451
MGDG(24:1_20:0)+NH4-CO,886.7705,520.42094,574.46786,365.34119,311.29427,340.35755,394.40447
MGDG(24:1_20:1)+NH4-CO,884.7549,518.40534,574.4679,365.34119,309.27863,338.34195,394.40451
MGDG(24:1_20:2)+NH4-CO,882.7393,516.38974,574.46794,365.34119,307.26299,336.32635,394.40455
MGDG(24:1_20:3)+NH4-CO,880.7236,514.37404,574.46788,365.34119,305.24735,334.31065,394.40449
MGDG(24:1_20:4)+NH4-CO,878.70797,512.35841,574.46789,365.34119,303.23171,332.29502,394.4045
MGDG(24:1_20:5)+NH4-CO,876.6923,510.34274,574.46786,365.34119,301.21607,330.27935,394.40447
MGDG(24:1_21:0)+NH4-CO,900.7862,534.43664,574.46792,365.34119,325.30991,354.37325,394.40453
MGDG(24:1_22:0)+NH4-CO,914.80184,548.45228,574.46792,365.34119,339.32555,368.38889,394.40453
MGDG(24:1_22:1)+NH4-CO,912.7862,546.43664,574.46792,365.34119,337.30991,366.37325,394.40453
MGDG(24:1_22:2)+NH4-CO,910.7705,544.42094,574.46786,365.34119,335.29427,364.35755,394.40447
MGDG(24:1_22:4)+NH4-CO,906.7393,540.38974,574.46794,365.34119,331.26299,360.32635,394.40455
MGDG(24:1_22:5)+NH4-CO,904.7236,538.37404,574.46788,365.34119,329.24735,358.31065,394.40449
MGDG(24:1_22:6)+NH4-CO,902.70797,536.35841,574.46789,365.34119,327.23171,356.29502,394.4045
MGDG(24:1_23:0)+NH4-CO,928.8175,562.46794,574.46794,365.34119,353.34119,382.40455,394.40455
MGDG(24:1_24:0)+NH4-CO,942.83315,576.48359,574.46795,365.34119,367.35683,396.4202,394.40456
