MGDG,[M+NH4-CO]+,M-sn1,M-sn2,sn1,sn2,M-sn1-C6H12O6,M-sn2-C6H12O6
MGDG(16:0_2:0)+NH4-CO,524.3793,268.13922,464.35818,255.23171,59.01275,88.07583,284.29479
MGDG(16:0_3:0)+NH4-CO,538.3949,282.15482,464.35814,255.23171,73.02839,102.09143,284.29475
MGDG(16:0_4:0)+NH4-CO,552.4106,296.17052,464.3582,255.23171,87.04403,116.10713,284.29481
MGDG(16:0_5:0)+NH4-CO,566.4262,310.18612,464.35816,255.23171,101.05967,130.12273,284.29477
MGDG(16:0_6:0)+NH4-CO,580.4419,324.20182,464.35822,255.23171,115.07531,144.13843,284.29483
MGDG(16:0_7:0)+NH4-CO,594.45754,338.21746,464.35822,255.23171,129.09095,158.15407,284.29483
MGDG(16:0_8:0)+NH4-CO,608.4732,352.23312,464.35824,255.23171,143.10659,172.16973,284.29485
MGDG(16:0_9:0)+NH4-CO,622.48885,366.24877,464.35825,255.23171,157.12223,186.18538,284.29486
MGDG(16:0_10:0)+NH4-CO,636.5045,380.26442,464.35826,255.23171,171.13787,200.20103,284.29487
MGDG(16:0_11:0)+NH4-CO,650.52016,394.28008,464.35828,255.23171,185.15351,214.21669,284.29489
MGDG(16:0_12:0)+NH4-CO,664.5358,408.29572,464.35828,255.23171,199.16915,228.23233,284.29489
MGDG(16:0_13:0)+NH4-CO,678.5515,422.31142,464.35834,255.23171,213.18479,242.24803,284.29495
MGDG(16:0_14:0)+NH4-CO,692.5671,436.32702,464.3583,255.23171,227.20043,256.26363,284.29491
MGDG(16:0_14:1)+NH4-CO,690.5515,434.31142,464.35834,255.23171,225.18479,254.24803,284.29495
MGDG(16:0_15:0)+NH4-CO,706.5827,450.34262,464.35826,255.23171,241.21607,270.27923,284.29487
MGDG(16:0_15:1)+NH4-CO,704.5671,448.32702,464.3583,255.23171,239.20043,268.26363,284.29491
MGDG(16:0_16:0)+NH4-CO,720.5984,464.35832,464.35832,255.23171,255.23171,284.29493,284.29493
MGDG(16:0_16:1)+NH4-CO,718.5827,462.34262,464.35826,255.23171,253.21607,282.27923,284.29487
MGDG(16:0_17:0)+NH4-CO,734.61403,478.37395,464.35831,255.23171,269.24735,298.31056,284.29492
MGDG(16:0_17:1)+NH4-CO,732.5984,476.35832,464.35832,255.23171,267.23171,296.29493,284.29493
MGDG(16:0_17:2)+NH4-CO,730.5827,474.34262,464.35826,255.23171,265.21607,294.27923,284.29487
MGDG(16:0_18:0)+NH4-CO,748.6297,492.38962,464.35834,255.23171,283.26299,312.32623,284.29495
MGDG(16:0_18:1)+NH4-CO,746.61403,490.37395,464.35831,255.23171,281.24735,310.31056,284.29492
MGDG(16:0_18:2)+NH4-CO,744.5984,488.35832,464.35832,255.23171,279.23171,308.29493,284.29493
MGDG(16:0_18:3)+NH4-CO,742.5827,486.34262,464.35826,255.23171,277.21607,306.27923,284.29487
MGDG(16:0_18:4)+NH4-CO,740.5671,484.32702,464.3583,255.23171,275.20043,304.26363,284.29491
MGDG(16:0_19:0)+NH4-CO,762.64535,506.40527,464.35835,255.23171,297.27863,326.34188,284.29496
MGDG(16:0_20:0)+NH4-CO,776.661,520.42092,464.35836,255.23171,311.29427,340.35753,284.29497
MGDG(16:0_20:1)+NH4-CO,774.64535,518.40527,464.35835,255.23171,309.27863,338.34188,284.29496
MGDG(16:0_20:2)+NH4-CO,772.6297,516.38962,464.35834,255.23171,307.26299,336.32623,284.29495
MGDG(16:0_20:3)+NH4-CO,770.61403,514.37395,464.35831,255.23171,305.24735,334.31056,284.29492
MGDG(16:0_20:4)+NH4-CO,768.5984,512.35832,464.35832,255.23171,303.23171,332.29493,284.29493
MGDG(16:0_20:5)+NH4-CO,766.5827,510.34262,464.35826,255.23171,301.21607,330.27923,284.29487
MGDG(16:0_21:0)+NH4-CO,790.67666,534.43658,464.35838,255.23171,325.30991,354.37319,284.29499
MGDG(16:0_22:0)+NH4-CO,804.6923,548.45222,464.35838,255.23171,339.32555,368.38883,284.29499
MGDG(16:0_22:1)+NH4-CO,802.67666,546.43658,464.35838,255.23171,337.30991,366.37319,284.29499
MGDG(16:0_22:2)+NH4-CO,800.661,544.42092,464.35836,255.23171,335.29427,364.35753,284.29497
MGDG(16:0_22:4)+NH4-CO,796.6297,540.38962,464.35834,255.23171,331.26299,360.32623,284.29495
MGDG(16:0_22:5)+NH4-CO,794.61403,538.37395,464.35831,255.23171,329.24735,358.31056,284.29492
MGDG(16:0_22:6)+NH4-CO,792.5984,536.35832,464.35832,255.23171,327.23171,356.29493,284.29493
MGDG(16:0_23:0)+NH4-CO,818.70797,562.46789,464.35841,255.23171,353.34119,382.4045,284.29502
MGDG(16:0_24:0)+NH4-CO,832.7236,576.48352,464.3584,255.23171,367.35683,396.42013,284.29501
MGDG(16:0_24:1)+NH4-CO,830.70797,574.46789,464.35841,255.23171,365.34119,394.4045,284.29502
MGDG(16:0_24:4)+NH4-CO,824.661,568.42092,464.35836,255.23171,359.29427,388.35753,284.29497
MGDG(16:0_25:0)+NH4-CO,846.7393,590.49922,464.35846,255.23171,381.37247,410.43583,284.29507
MGDG(16:0_26:0)+NH4-CO,860.7549,604.51482,464.35842,255.23171,395.38811,424.45143,284.29503
MGDG(16:0_26:1)+NH4-CO,858.7393,602.49922,464.35846,255.23171,393.37247,422.43583,284.29507
MGDG(16:0_26:2)+NH4-CO,856.7236,600.48352,464.3584,255.23171,391.35683,420.42013,284.29501
MGDG(16:1_2:0)+NH4-CO,522.36367,268.13923,462.34255,253.21607,59.01275,88.07584,282.27916
MGDG(16:1_3:0)+NH4-CO,536.3793,282.15486,462.34254,253.21607,73.02839,102.09147,282.27915
MGDG(16:1_4:0)+NH4-CO,550.3949,296.17046,462.3425,253.21607,87.04403,116.10707,282.27911
MGDG(16:1_5:0)+NH4-CO,564.4106,310.18616,462.34256,253.21607,101.05967,130.12277,282.27917
MGDG(16:1_6:0)+NH4-CO,578.4262,324.20176,462.34252,253.21607,115.07531,144.13837,282.27913
MGDG(16:1_7:0)+NH4-CO,592.4419,338.21746,462.34258,253.21607,129.09095,158.15407,282.27919
MGDG(16:1_8:0)+NH4-CO,606.45754,352.2331,462.34258,253.21607,143.10659,172.16971,282.27919
MGDG(16:1_9:0)+NH4-CO,620.4732,366.24876,462.3426,253.21607,157.12223,186.18537,282.27921
MGDG(16:1_10:0)+NH4-CO,634.48885,380.26441,462.34261,253.21607,171.13787,200.20102,282.27922
MGDG(16:1_11:0)+NH4-CO,648.5045,394.28006,462.34262,253.21607,185.15351,214.21667,282.27923
MGDG(16:1_12:0)+NH4-CO,662.52016,408.29572,462.34264,253.21607,199.16915,228.23233,282.27925
MGDG(16:1_13:0)+NH4-CO,676.5358,422.31136,462.34264,253.21607,213.18479,242.24797,282.27925
MGDG(16:1_14:0)+NH4-CO,690.5515,436.32706,462.3427,253.21607,227.20043,256.26367,282.27931
MGDG(16:1_14:1)+NH4-CO,688.5358,434.31136,462.34264,253.21607,225.18479,254.24797,282.27925
MGDG(16:1_15:0)+NH4-CO,704.5671,450.34266,462.34266,253.21607,241.21607,270.27927,282.27927
MGDG(16:1_15:1)+NH4-CO,702.5515,448.32706,462.3427,253.21607,239.20043,268.26367,282.27931
MGDG(16:1_16:0)+NH4-CO,718.5827,464.35826,462.34262,253.21607,255.23171,284.29487,282.27923
MGDG(16:1_16:1)+NH4-CO,716.5671,462.34266,462.34266,253.21607,253.21607,282.27927,282.27927
MGDG(16:1_17:0)+NH4-CO,732.5984,478.37396,462.34268,253.21607,269.24735,298.31057,282.27929
MGDG(16:1_17:1)+NH4-CO,730.5827,476.35826,462.34262,253.21607,267.23171,296.29487,282.27923
MGDG(16:1_17:2)+NH4-CO,728.5671,474.34266,462.34266,253.21607,265.21607,294.27927,282.27927
MGDG(16:1_18:0)+NH4-CO,746.61403,492.38959,462.34267,253.21607,283.26299,312.3262,282.27928
MGDG(16:1_18:1)+NH4-CO,744.5984,490.37396,462.34268,253.21607,281.24735,310.31057,282.27929
MGDG(16:1_18:2)+NH4-CO,742.5827,488.35826,462.34262,253.21607,279.23171,308.29487,282.27923
MGDG(16:1_18:3)+NH4-CO,740.5671,486.34266,462.34266,253.21607,277.21607,306.27927,282.27927
MGDG(16:1_18:4)+NH4-CO,738.5515,484.32706,462.3427,253.21607,275.20043,304.26367,282.27931
MGDG(16:1_19:0)+NH4-CO,760.6297,506.40526,462.3427,253.21607,297.27863,326.34187,282.27931
MGDG(16:1_20:0)+NH4-CO,774.64535,520.42091,462.34271,253.21607,311.29427,340.35752,282.27932
MGDG(16:1_20:1)+NH4-CO,772.6297,518.40526,462.3427,253.21607,309.27863,338.34187,282.27931
MGDG(16:1_20:2)+NH4-CO,770.61403,516.38959,462.34267,253.21607,307.26299,336.3262,282.27928
MGDG(16:1_20:3)+NH4-CO,768.5984,514.37396,462.34268,253.21607,305.24735,334.31057,282.27929
MGDG(16:1_20:4)+NH4-CO,766.5827,512.35826,462.34262,253.21607,303.23171,332.29487,282.27923
MGDG(16:1_20:5)+NH4-CO,764.5671,510.34266,462.34266,253.21607,301.21607,330.27927,282.27927
MGDG(16:1_21:0)+NH4-CO,788.661,534.43656,462.34272,253.21607,325.30991,354.37317,282.27933
MGDG(16:1_22:0)+NH4-CO,802.67666,548.45222,462.34274,253.21607,339.32555,368.38883,282.27935
MGDG(16:1_22:1)+NH4-CO,800.661,546.43656,462.34272,253.21607,337.30991,366.37317,282.27933
MGDG(16:1_22:2)+NH4-CO,798.64535,544.42091,462.34271,253.21607,335.29427,364.35752,282.27932
MGDG(16:1_22:4)+NH4-CO,794.61403,540.38959,462.34267,253.21607,331.26299,360.3262,282.27928
MGDG(16:1_22:5)+NH4-CO,792.5984,538.37396,462.34268,253.21607,329.24735,358.31057,282.27929
MGDG(16:1_22:6)+NH4-CO,790.5827,536.35826,462.34262,253.21607,327.23171,356.29487,282.27923
MGDG(16:1_23:0)+NH4-CO,816.6923,562.46786,462.34274,253.21607,353.34119,382.40447,282.27935
MGDG(16:1_24:0)+NH4-CO,830.70797,576.48353,462.34277,253.21607,367.35683,396.42014,282.27938
MGDG(16:1_24:1)+NH4-CO,828.6923,574.46786,462.34274,253.21607,365.34119,394.40447,282.27935
MGDG(16:1_24:4)+NH4-CO,822.64535,568.42091,462.34271,253.21607,359.29427,388.35752,282.27932
MGDG(16:1_25:0)+NH4-CO,844.7236,590.49916,462.34276,253.21607,381.37247,410.43577,282.27937
MGDG(16:1_26:0)+NH4-CO,858.7393,604.51486,462.34282,253.21607,395.38811,424.45147,282.27943
MGDG(16:1_26:1)+NH4-CO,856.7236,602.49916,462.34276,253.21607,393.37247,422.43577,282.27937
MGDG(16:1_26:2)+NH4-CO,854.70797,600.48353,462.34277,253.21607,391.35683,420.42014,282.27938
MGDG(17:0_2:0)+NH4-CO,538.3949,268.13918,478.37378,269.24735,59.01275,88.07579,298.31039
MGDG(17:0_3:0)+NH4-CO,552.4106,282.15488,478.37384,269.24735,73.02839,102.09149,298.31045
MGDG(17:0_4:0)+NH4-CO,566.4262,296.17048,478.3738,269.24735,87.04403,116.10709,298.31041
MGDG(17:0_5:0)+NH4-CO,580.4419,310.18618,478.37386,269.24735,101.05967,130.12279,298.31047
MGDG(17:0_6:0)+NH4-CO,594.45754,324.20182,478.37386,269.24735,115.07531,144.13843,298.31047
MGDG(17:0_7:0)+NH4-CO,608.4732,338.21748,478.37388,269.24735,129.09095,158.15409,298.31049
MGDG(17:0_8:0)+NH4-CO,622.48885,352.23313,478.37389,269.24735,143.10659,172.16974,298.3105
MGDG(17:0_9:0)+NH4-CO,636.5045,366.24878,478.3739,269.24735,157.12223,186.18539,298.31051
MGDG(17:0_10:0)+NH4-CO,650.52016,380.26444,478.37392,269.24735,171.13787,200.20105,298.31053
MGDG(17:0_11:0)+NH4-CO,664.5358,394.28008,478.37392,269.24735,185.15351,214.21669,298.31053
MGDG(17:0_12:0)+NH4-CO,678.5515,408.29578,478.37398,269.24735,199.16915,228.23239,298.31059
MGDG(17:0_13:0)+NH4-CO,692.5671,422.31138,478.37394,269.24735,213.18479,242.24799,298.31055
MGDG(17:0_14:0)+NH4-CO,706.5827,436.32698,478.3739,269.24735,227.20043,256.26359,298.31051
MGDG(17:0_14:1)+NH4-CO,704.5671,434.31138,478.37394,269.24735,225.18479,254.24799,298.31055
MGDG(17:0_15:0)+NH4-CO,720.5984,450.34268,478.37396,269.24735,241.21607,270.27929,298.31057
MGDG(17:0_15:1)+NH4-CO,718.5827,448.32698,478.3739,269.24735,239.20043,268.26359,298.31051
MGDG(17:0_16:0)+NH4-CO,734.61403,464.35831,478.37395,269.24735,255.23171,284.29492,298.31056
MGDG(17:0_16:1)+NH4-CO,732.5984,462.34268,478.37396,269.24735,253.21607,282.27929,298.31057
MGDG(17:0_17:0)+NH4-CO,748.6297,478.37398,478.37398,269.24735,269.24735,298.31059,298.31059
MGDG(17:0_17:1)+NH4-CO,746.61403,476.35831,478.37395,269.24735,267.23171,296.29492,298.31056
MGDG(17:0_17:2)+NH4-CO,744.5984,474.34268,478.37396,269.24735,265.21607,294.27929,298.31057
MGDG(17:0_18:0)+NH4-CO,762.64535,492.38963,478.37399,269.24735,283.26299,312.32624,298.3106
MGDG(17:0_18:1)+NH4-CO,760.6297,490.37398,478.37398,269.24735,281.24735,310.31059,298.31059
MGDG(17:0_18:2)+NH4-CO,758.61403,488.35831,478.37395,269.24735,279.23171,308.29492,298.31056
MGDG(17:0_18:3)+NH4-CO,756.5984,486.34268,478.37396,269.24735,277.21607,306.27929,298.31057
MGDG(17:0_18:4)+NH4-CO,754.5827,484.32698,478.3739,269.24735,275.20043,304.26359,298.31051
MGDG(17:0_19:0)+NH4-CO,776.661,506.40528,478.374,269.24735,297.27863,326.34189,298.31061
MGDG(17:0_20:0)+NH4-CO,790.67666,520.42094,478.37402,269.24735,311.29427,340.35755,298.31063
MGDG(17:0_20:1)+NH4-CO,788.661,518.40528,478.374,269.24735,309.27863,338.34189,298.31061
MGDG(17:0_20:2)+NH4-CO,786.64535,516.38963,478.37399,269.24735,307.26299,336.32624,298.3106
MGDG(17:0_20:3)+NH4-CO,784.6297,514.37398,478.37398,269.24735,305.24735,334.31059,298.31059
MGDG(17:0_20:4)+NH4-CO,782.61403,512.35831,478.37395,269.24735,303.23171,332.29492,298.31056
MGDG(17:0_20:5)+NH4-CO,780.5984,510.34268,478.37396,269.24735,301.21607,330.27929,298.31057
MGDG(17:0_21:0)+NH4-CO,804.6923,534.43658,478.37402,269.24735,325.30991,354.37319,298.31063
MGDG(17:0_22:0)+NH4-CO,818.70797,548.45225,478.37405,269.24735,339.32555,368.38886,298.31066
MGDG(17:0_22:1)+NH4-CO,816.6923,546.43658,478.37402,269.24735,337.30991,366.37319,298.31063
MGDG(17:0_22:2)+NH4-CO,814.67666,544.42094,478.37402,269.24735,335.29427,364.35755,298.31063
MGDG(17:0_22:4)+NH4-CO,810.64535,540.38963,478.37399,269.24735,331.26299,360.32624,298.3106
MGDG(17:0_22:5)+NH4-CO,808.6297,538.37398,478.37398,269.24735,329.24735,358.31059,298.31059
MGDG(17:0_22:6)+NH4-CO,806.61403,536.35831,478.37395,269.24735,327.23171,356.29492,298.31056
MGDG(17:0_23:0)+NH4-CO,832.7236,562.46788,478.37404,269.24735,353.34119,382.40449,298.31065
MGDG(17:0_24:0)+NH4-CO,846.7393,576.48358,478.3741,269.24735,367.35683,396.42019,298.31071
MGDG(17:0_24:1)+NH4-CO,844.7236,574.46788,478.37404,269.24735,365.34119,394.40449,298.31065
MGDG(17:0_24:4)+NH4-CO,838.67666,568.42094,478.37402,269.24735,359.29427,388.35755,298.31063
MGDG(17:0_25:0)+NH4-CO,860.7549,590.49918,478.37406,269.24735,381.37247,410.43579,298.31067
MGDG(17:0_26:0)+NH4-CO,874.7705,604.51478,478.37402,269.24735,395.38811,424.45139,298.31063
MGDG(17:0_26:1)+NH4-CO,872.7549,602.49918,478.37406,269.24735,393.37247,422.43579,298.31067
MGDG(17:0_26:2)+NH4-CO,870.7393,600.48358,478.3741,269.24735,391.35683,420.42019,298.31071
MGDG(17:1_2:0)+NH4-CO,536.3793,268.13922,476.35818,267.23171,59.01275,88.07583,296.29479
MGDG(17:1_3:0)+NH4-CO,550.3949,282.15482,476.35814,267.23171,73.02839,102.09143,296.29475
MGDG(17:1_4:0)+NH4-CO,564.4106,296.17052,476.3582,267.23171,87.04403,116.10713,296.29481
MGDG(17:1_5:0)+NH4-CO,578.4262,310.18612,476.35816,267.23171,101.05967,130.12273,296.29477
MGDG(17:1_6:0)+NH4-CO,592.4419,324.20182,476.35822,267.23171,115.07531,144.13843,296.29483
MGDG(17:1_7:0)+NH4-CO,606.45754,338.21746,476.35822,267.23171,129.09095,158.15407,296.29483
MGDG(17:1_8:0)+NH4-CO,620.4732,352.23312,476.35824,267.23171,143.10659,172.16973,296.29485
MGDG(17:1_9:0)+NH4-CO,634.48885,366.24877,476.35825,267.23171,157.12223,186.18538,296.29486
MGDG(17:1_10:0)+NH4-CO,648.5045,380.26442,476.35826,267.23171,171.13787,200.20103,296.29487
MGDG(17:1_11:0)+NH4-CO,662.52016,394.28008,476.35828,267.23171,185.15351,214.21669,296.29489
MGDG(17:1_12:0)+NH4-CO,676.5358,408.29572,476.35828,267.23171,199.16915,228.23233,296.29489
MGDG(17:1_13:0)+NH4-CO,690.5515,422.31142,476.35834,267.23171,213.18479,242.24803,296.29495
MGDG(17:1_14:0)+NH4-CO,704.5671,436.32702,476.3583,267.23171,227.20043,256.26363,296.29491
MGDG(17:1_14:1)+NH4-CO,702.5515,434.31142,476.35834,267.23171,225.18479,254.24803,296.29495
MGDG(17:1_15:0)+NH4-CO,718.5827,450.34262,476.35826,267.23171,241.21607,270.27923,296.29487
MGDG(17:1_15:1)+NH4-CO,716.5671,448.32702,476.3583,267.23171,239.20043,268.26363,296.29491
MGDG(17:1_16:0)+NH4-CO,732.5984,464.35832,476.35832,267.23171,255.23171,284.29493,296.29493
MGDG(17:1_16:1)+NH4-CO,730.5827,462.34262,476.35826,267.23171,253.21607,282.27923,296.29487
MGDG(17:1_17:0)+NH4-CO,746.61403,478.37395,476.35831,267.23171,269.24735,298.31056,296.29492
MGDG(17:1_17:1)+NH4-CO,744.5984,476.35832,476.35832,267.23171,267.23171,296.29493,296.29493
MGDG(17:1_17:2)+NH4-CO,742.5827,474.34262,476.35826,267.23171,265.21607,294.27923,296.29487
MGDG(17:1_18:0)+NH4-CO,760.6297,492.38962,476.35834,267.23171,283.26299,312.32623,296.29495
MGDG(17:1_18:1)+NH4-CO,758.61403,490.37395,476.35831,267.23171,281.24735,310.31056,296.29492
MGDG(17:1_18:2)+NH4-CO,756.5984,488.35832,476.35832,267.23171,279.23171,308.29493,296.29493
MGDG(17:1_18:3)+NH4-CO,754.5827,486.34262,476.35826,267.23171,277.21607,306.27923,296.29487
MGDG(17:1_18:4)+NH4-CO,752.5671,484.32702,476.3583,267.23171,275.20043,304.26363,296.29491
MGDG(17:1_19:0)+NH4-CO,774.64535,506.40527,476.35835,267.23171,297.27863,326.34188,296.29496
MGDG(17:1_20:0)+NH4-CO,788.661,520.42092,476.35836,267.23171,311.29427,340.35753,296.29497
MGDG(17:1_20:1)+NH4-CO,786.64535,518.40527,476.35835,267.23171,309.27863,338.34188,296.29496
MGDG(17:1_20:2)+NH4-CO,784.6297,516.38962,476.35834,267.23171,307.26299,336.32623,296.29495
MGDG(17:1_20:3)+NH4-CO,782.61403,514.37395,476.35831,267.23171,305.24735,334.31056,296.29492
MGDG(17:1_20:4)+NH4-CO,780.5984,512.35832,476.35832,267.23171,303.23171,332.29493,296.29493
MGDG(17:1_20:5)+NH4-CO,778.5827,510.34262,476.35826,267.23171,301.21607,330.27923,296.29487
MGDG(17:1_21:0)+NH4-CO,802.67666,534.43658,476.35838,267.23171,325.30991,354.37319,296.29499
MGDG(17:1_22:0)+NH4-CO,816.6923,548.45222,476.35838,267.23171,339.32555,368.38883,296.29499
MGDG(17:1_22:1)+NH4-CO,814.67666,546.43658,476.35838,267.23171,337.30991,366.37319,296.29499
MGDG(17:1_22:2)+NH4-CO,812.661,544.42092,476.35836,267.23171,335.29427,364.35753,296.29497
MGDG(17:1_22:4)+NH4-CO,808.6297,540.38962,476.35834,267.23171,331.26299,360.32623,296.29495
MGDG(17:1_22:5)+NH4-CO,806.61403,538.37395,476.35831,267.23171,329.24735,358.31056,296.29492
MGDG(17:1_22:6)+NH4-CO,804.5984,536.35832,476.35832,267.23171,327.23171,356.29493,296.29493
MGDG(17:1_23:0)+NH4-CO,830.70797,562.46789,476.35841,267.23171,353.34119,382.4045,296.29502
MGDG(17:1_24:0)+NH4-CO,844.7236,576.48352,476.3584,267.23171,367.35683,396.42013,296.29501
MGDG(17:1_24:1)+NH4-CO,842.70797,574.46789,476.35841,267.23171,365.34119,394.4045,296.29502
MGDG(17:1_24:4)+NH4-CO,836.661,568.42092,476.35836,267.23171,359.29427,388.35753,296.29497
MGDG(17:1_25:0)+NH4-CO,858.7393,590.49922,476.35846,267.23171,381.37247,410.43583,296.29507
MGDG(17:1_26:0)+NH4-CO,872.7549,604.51482,476.35842,267.23171,395.38811,424.45143,296.29503
MGDG(17:1_26:1)+NH4-CO,870.7393,602.49922,476.35846,267.23171,393.37247,422.43583,296.29507
MGDG(17:1_26:2)+NH4-CO,868.7236,600.48352,476.3584,267.23171,391.35683,420.42013,296.29501
MGDG(17:2_2:0)+NH4-CO,534.36367,268.13923,474.34255,265.21607,59.01275,88.07584,294.27916
MGDG(17:2_3:0)+NH4-CO,548.3793,282.15486,474.34254,265.21607,73.02839,102.09147,294.27915
MGDG(17:2_4:0)+NH4-CO,562.3949,296.17046,474.3425,265.21607,87.04403,116.10707,294.27911
MGDG(17:2_5:0)+NH4-CO,576.4106,310.18616,474.34256,265.21607,101.05967,130.12277,294.27917
MGDG(17:2_6:0)+NH4-CO,590.4262,324.20176,474.34252,265.21607,115.07531,144.13837,294.27913
MGDG(17:2_7:0)+NH4-CO,604.4419,338.21746,474.34258,265.21607,129.09095,158.15407,294.27919
MGDG(17:2_8:0)+NH4-CO,618.45754,352.2331,474.34258,265.21607,143.10659,172.16971,294.27919
MGDG(17:2_9:0)+NH4-CO,632.4732,366.24876,474.3426,265.21607,157.12223,186.18537,294.27921
MGDG(17:2_10:0)+NH4-CO,646.48885,380.26441,474.34261,265.21607,171.13787,200.20102,294.27922
MGDG(17:2_11:0)+NH4-CO,660.5045,394.28006,474.34262,265.21607,185.15351,214.21667,294.27923
MGDG(17:2_12:0)+NH4-CO,674.52016,408.29572,474.34264,265.21607,199.16915,228.23233,294.27925
MGDG(17:2_13:0)+NH4-CO,688.5358,422.31136,474.34264,265.21607,213.18479,242.24797,294.27925
MGDG(17:2_14:0)+NH4-CO,702.5515,436.32706,474.3427,265.21607,227.20043,256.26367,294.27931
MGDG(17:2_14:1)+NH4-CO,700.5358,434.31136,474.34264,265.21607,225.18479,254.24797,294.27925
MGDG(17:2_15:0)+NH4-CO,716.5671,450.34266,474.34266,265.21607,241.21607,270.27927,294.27927
MGDG(17:2_15:1)+NH4-CO,714.5515,448.32706,474.3427,265.21607,239.20043,268.26367,294.27931
MGDG(17:2_16:0)+NH4-CO,730.5827,464.35826,474.34262,265.21607,255.23171,284.29487,294.27923
MGDG(17:2_16:1)+NH4-CO,728.5671,462.34266,474.34266,265.21607,253.21607,282.27927,294.27927
MGDG(17:2_17:0)+NH4-CO,744.5984,478.37396,474.34268,265.21607,269.24735,298.31057,294.27929
MGDG(17:2_17:1)+NH4-CO,742.5827,476.35826,474.34262,265.21607,267.23171,296.29487,294.27923
MGDG(17:2_17:2)+NH4-CO,740.5671,474.34266,474.34266,265.21607,265.21607,294.27927,294.27927
MGDG(17:2_18:0)+NH4-CO,758.61403,492.38959,474.34267,265.21607,283.26299,312.3262,294.27928
MGDG(17:2_18:1)+NH4-CO,756.5984,490.37396,474.34268,265.21607,281.24735,310.31057,294.27929
MGDG(17:2_18:2)+NH4-CO,754.5827,488.35826,474.34262,265.21607,279.23171,308.29487,294.27923
MGDG(17:2_18:3)+NH4-CO,752.5671,486.34266,474.34266,265.21607,277.21607,306.27927,294.27927
MGDG(17:2_18:4)+NH4-CO,750.5515,484.32706,474.3427,265.21607,275.20043,304.26367,294.27931
MGDG(17:2_19:0)+NH4-CO,772.6297,506.40526,474.3427,265.21607,297.27863,326.34187,294.27931
MGDG(17:2_20:0)+NH4-CO,786.64535,520.42091,474.34271,265.21607,311.29427,340.35752,294.27932
MGDG(17:2_20:1)+NH4-CO,784.6297,518.40526,474.3427,265.21607,309.27863,338.34187,294.27931
MGDG(17:2_20:2)+NH4-CO,782.61403,516.38959,474.34267,265.21607,307.26299,336.3262,294.27928
MGDG(17:2_20:3)+NH4-CO,780.5984,514.37396,474.34268,265.21607,305.24735,334.31057,294.27929
MGDG(17:2_20:4)+NH4-CO,778.5827,512.35826,474.34262,265.21607,303.23171,332.29487,294.27923
MGDG(17:2_20:5)+NH4-CO,776.5671,510.34266,474.34266,265.21607,301.21607,330.27927,294.27927
MGDG(17:2_21:0)+NH4-CO,800.661,534.43656,474.34272,265.21607,325.30991,354.37317,294.27933
MGDG(17:2_22:0)+NH4-CO,814.67666,548.45222,474.34274,265.21607,339.32555,368.38883,294.27935
MGDG(17:2_22:1)+NH4-CO,812.661,546.43656,474.34272,265.21607,337.30991,366.37317,294.27933
MGDG(17:2_22:2)+NH4-CO,810.64535,544.42091,474.34271,265.21607,335.29427,364.35752,294.27932
MGDG(17:2_22:4)+NH4-CO,806.61403,540.38959,474.34267,265.21607,331.26299,360.3262,294.27928
MGDG(17:2_22:5)+NH4-CO,804.5984,538.37396,474.34268,265.21607,329.24735,358.31057,294.27929
MGDG(17:2_22:6)+NH4-CO,802.5827,536.35826,474.34262,265.21607,327.23171,356.29487,294.27923
MGDG(17:2_23:0)+NH4-CO,828.6923,562.46786,474.34274,265.21607,353.34119,382.40447,294.27935
MGDG(17:2_24:0)+NH4-CO,842.70797,576.48353,474.34277,265.21607,367.35683,396.42014,294.27938
MGDG(17:2_24:1)+NH4-CO,840.6923,574.46786,474.34274,265.21607,365.34119,394.40447,294.27935
MGDG(17:2_24:4)+NH4-CO,834.64535,568.42091,474.34271,265.21607,359.29427,388.35752,294.27932
MGDG(17:2_25:0)+NH4-CO,856.7236,590.49916,474.34276,265.21607,381.37247,410.43577,294.27937
MGDG(17:2_26:0)+NH4-CO,870.7393,604.51486,474.34282,265.21607,395.38811,424.45147,294.27943
MGDG(17:2_26:1)+NH4-CO,868.7236,602.49916,474.34276,265.21607,393.37247,422.43577,294.27937
MGDG(17:2_26:2)+NH4-CO,866.70797,600.48353,474.34277,265.21607,391.35683,420.42014,294.27938
MGDG(18:0_2:0)+NH4-CO,552.4106,268.13924,492.38948,283.26299,59.01275,88.07585,312.32609
MGDG(18:0_3:0)+NH4-CO,566.4262,282.15484,492.38944,283.26299,73.02839,102.09145,312.32605
MGDG(18:0_4:0)+NH4-CO,580.4419,296.17054,492.3895,283.26299,87.04403,116.10715,312.32611
