Cer-EODS,[M+C2H3O2]-,[M-H]-,NL of EFA,[FAA+C2H2-H]-,[EFA-H]-,[FAA-H]-,[Sph-C2H8NO]-
Cer-EODS(d28:0/27:0-O-17:2)+C2H3O2,1157.079,1097.057,848.8435,450.4317,265.2173,424.416,379.3945
Cer-EODS(d28:0/27:1-O-17:2)+C2H3O2,1155.063,1095.042,846.8278,448.416,265.2173,422.4004,379.3945
Cer-EODS(d28:0/28:0-O-17:2)+C2H3O2,1171.094,1111.073,862.8591,464.4473,265.2173,438.4317,379.3945
Cer-EODS(d28:0/28:1-O-17:2)+C2H3O2,1169.079,1109.057,860.8435,462.4317,265.2173,436.416,379.3945
Cer-EODS(d28:0/28:2-O-17:2)+C2H3O2,1167.063,1107.042,858.8278,460.416,265.2173,434.4004,379.3945
Cer-EODS(d28:0/29:0-O-17:2)+C2H3O2,1185.11,1125.089,876.8748,478.463,265.2173,452.4473,379.3945
Cer-EODS(d28:0/29:1-O-17:2)+C2H3O2,1183.094,1123.073,874.8591,476.4473,265.2173,450.4317,379.3945
Cer-EODS(d28:0/30:0-O-17:2)+C2H3O2,1199.126,1139.104,890.8904,492.4786,265.2173,466.463,379.3945
Cer-EODS(d28:0/30:1-O-17:2)+C2H3O2,1197.11,1137.089,888.8748,490.463,265.2173,464.4473,379.3945
Cer-EODS(d28:0/30:2-O-17:2)+C2H3O2,1195.094,1135.073,886.8591,488.4473,265.2173,462.4317,379.3945
Cer-EODS(d28:0/31:0-O-17:2)+C2H3O2,1213.141,1153.12,904.9061,506.4943,265.2173,480.4786,379.3945
Cer-EODS(d28:0/31:1-O-17:2)+C2H3O2,1211.126,1151.104,902.8904,504.4786,265.2173,478.463,379.3945
Cer-EODS(d28:0/32:0-O-17:2)+C2H3O2,1227.157,1167.136,918.9218,520.5099,265.2173,494.4943,379.3945
Cer-EODS(d28:0/32:1-O-17:2)+C2H3O2,1225.141,1165.12,916.9061,518.4943,265.2173,492.4786,379.3945
Cer-EODS(d28:0/32:2-O-17:2)+C2H3O2,1223.126,1163.104,914.8904,516.4786,265.2173,490.463,379.3945
Cer-EODS(d28:0/33:0-O-17:2)+C2H3O2,1241.172,1181.151,932.9374,534.5256,265.2173,508.5099,379.3945
Cer-EODS(d28:0/33:1-O-17:2)+C2H3O2,1239.157,1179.136,930.9218,532.5099,265.2173,506.4943,379.3945
Cer-EODS(d28:0/34:0-O-17:2)+C2H3O2,1255.188,1195.167,946.9531,548.5412,265.2173,522.5256,379.3945
Cer-EODS(d28:0/34:1-O-17:2)+C2H3O2,1253.172,1193.151,944.9374,546.5256,265.2173,520.5099,379.3945
Cer-EODS(d28:0/34:2-O-17:2)+C2H3O2,1251.157,1191.136,942.9218,544.5099,265.2173,518.4943,379.3945
Cer-EODS(d28:0/35:0-O-17:2)+C2H3O2,1269.204,1209.183,960.9687,562.5569,265.2173,536.5412,379.3945
Cer-EODS(d28:0/35:1-O-17:2)+C2H3O2,1267.188,1207.167,958.9531,560.5412,265.2173,534.5256,379.3945
Cer-EODS(d28:0/36:0-O-17:2)+C2H3O2,1283.219,1223.198,974.9843,576.5725,265.2173,550.5569,379.3945
Cer-EODS(d28:0/36:1-O-17:2)+C2H3O2,1281.204,1221.183,972.9687,574.5569,265.2173,548.5412,379.3945
Cer-EODS(d28:0/36:2-O-17:2)+C2H3O2,1279.188,1219.167,970.9531,572.5412,265.2173,546.5256,379.3945
Cer-EODS(d28:0/38:0-O-17:2)+C2H3O2,1311.251,1251.23,1003.016,604.6038,265.2173,578.5881,379.3945
Cer-EODS(d28:0/38:1-O-17:2)+C2H3O2,1309.235,1249.214,1001,602.5881,265.2173,576.5725,379.3945
Cer-EODS(d28:0/38:2-O-17:2)+C2H3O2,1307.219,1247.198,998.9843,600.5725,265.2173,574.5569,379.3945
Cer-EODS(d28:0/40:0-O-17:2)+C2H3O2,1339.282,1279.261,1031.047,632.6351,265.2173,606.6194,379.3945
Cer-EODS(d28:0/40:1-O-17:2)+C2H3O2,1337.266,1277.245,1029.031,630.6194,265.2173,604.6038,379.3945
Cer-EODS(d28:0/40:2-O-17:2)+C2H3O2,1335.251,1275.23,1027.016,628.6038,265.2173,602.5881,379.3945
Cer-EODS(d28:0/42:0-O-17:2)+C2H3O2,1367.313,1307.292,1059.078,660.6664,265.2173,634.6508,379.3945
Cer-EODS(d28:0/42:1-O-17:2)+C2H3O2,1365.298,1305.277,1057.063,658.6508,265.2173,632.6351,379.3945
Cer-EODS(d28:0/42:2-O-17:2)+C2H3O2,1363.282,1303.261,1055.047,656.6351,265.2173,630.6194,379.3945
Cer-EODS(d28:0/12:0-O-18:0)+C2H3O2,964.8909,904.8697,638.6088,240.1969,283.2643,214.1813,379.3945
Cer-EODS(d28:0/12:1-O-18:0)+C2H3O2,962.8752,902.8541,636.5931,238.1813,283.2643,212.1656,379.3945
Cer-EODS(d28:0/13:0-O-18:0)+C2H3O2,978.9065,918.8854,652.6244,254.2126,283.2643,228.1969,379.3945
Cer-EODS(d28:0/13:1-O-18:0)+C2H3O2,976.8909,916.8697,650.6088,252.1969,283.2643,226.1813,379.3945
Cer-EODS(d28:0/14:0-O-18:0)+C2H3O2,992.9221,932.901,666.64,268.2282,283.2643,242.2126,379.3945
Cer-EODS(d28:0/14:1-O-18:0)+C2H3O2,990.9065,930.8854,664.6244,266.2126,283.2643,240.1969,379.3945
Cer-EODS(d28:0/15:0-O-18:0)+C2H3O2,1006.938,946.9167,680.6557,282.2439,283.2643,256.2282,379.3945
Cer-EODS(d28:0/15:1-O-18:0)+C2H3O2,1004.922,944.901,678.64,280.2282,283.2643,254.2126,379.3945
Cer-EODS(d28:0/16:0-O-18:0)+C2H3O2,1020.953,960.9323,694.6713,296.2595,283.2643,270.2439,379.3945
Cer-EODS(d28:0/16:1-O-18:0)+C2H3O2,1018.938,958.9167,692.6557,294.2439,283.2643,268.2282,379.3945
Cer-EODS(d28:0/16:2-O-18:0)+C2H3O2,1016.922,956.901,690.64,292.2282,283.2643,266.2126,379.3945
Cer-EODS(d28:0/17:0-O-18:0)+C2H3O2,1034.969,974.9479,708.687,310.2751,283.2643,284.2595,379.3945
Cer-EODS(d28:0/18:0-O-18:0)+C2H3O2,1048.985,988.9636,722.7026,324.2908,283.2643,298.2751,379.3945
Cer-EODS(d28:0/18:1-O-18:0)+C2H3O2,1046.969,986.9479,720.687,322.2751,283.2643,296.2595,379.3945
Cer-EODS(d28:0/18:2-O-18:0)+C2H3O2,1044.953,984.9323,718.6713,320.2595,283.2643,294.2439,379.3945
Cer-EODS(d28:0/19:0-O-18:0)+C2H3O2,1063,1002.979,736.7183,338.3065,283.2643,312.2908,379.3945
Cer-EODS(d28:0/19:1-O-18:0)+C2H3O2,1060.985,1000.964,734.7026,336.2908,283.2643,310.2751,379.3945
Cer-EODS(d28:0/20:0-O-18:0)+C2H3O2,1077.016,1016.995,750.7339,352.3221,283.2643,326.3065,379.3945
Cer-EODS(d28:0/20:1-O-18:0)+C2H3O2,1075,1014.979,748.7183,350.3065,283.2643,324.2908,379.3945
Cer-EODS(d28:0/20:2-O-18:0)+C2H3O2,1072.985,1012.964,746.7026,348.2908,283.2643,322.2751,379.3945
Cer-EODS(d28:0/21:0-O-18:0)+C2H3O2,1091.032,1031.011,764.7496,366.3378,283.2643,340.3221,379.3945
Cer-EODS(d28:0/21:1-O-18:0)+C2H3O2,1089.016,1028.995,762.7339,364.3221,283.2643,338.3065,379.3945
Cer-EODS(d28:0/22:0-O-18:0)+C2H3O2,1105.047,1045.026,778.7653,380.3534,283.2643,354.3378,379.3945
Cer-EODS(d28:0/22:1-O-18:0)+C2H3O2,1103.032,1043.011,776.7496,378.3378,283.2643,352.3221,379.3945
Cer-EODS(d28:0/22:2-O-18:0)+C2H3O2,1101.016,1040.995,774.7339,376.3221,283.2643,350.3065,379.3945
Cer-EODS(d28:0/23:0-O-18:0)+C2H3O2,1119.063,1059.042,792.7809,394.369,283.2643,368.3534,379.3945
Cer-EODS(d28:0/23:1-O-18:0)+C2H3O2,1117.047,1057.026,790.7653,392.3534,283.2643,366.3378,379.3945
Cer-EODS(d28:0/24:0-O-18:0)+C2H3O2,1133.079,1073.057,806.7966,408.3847,283.2643,382.369,379.3945
Cer-EODS(d28:0/24:1-O-18:0)+C2H3O2,1131.063,1071.042,804.7809,406.369,283.2643,380.3534,379.3945
Cer-EODS(d28:0/24:2-O-18:0)+C2H3O2,1129.047,1069.026,802.7653,404.3534,283.2643,378.3378,379.3945
Cer-EODS(d28:0/25:0-O-18:0)+C2H3O2,1147.094,1087.073,820.8122,422.4004,283.2643,396.3847,379.3945
Cer-EODS(d28:0/25:1-O-18:0)+C2H3O2,1145.079,1085.057,818.7966,420.3847,283.2643,394.369,379.3945
Cer-EODS(d28:0/26:0-O-18:0)+C2H3O2,1161.11,1101.089,834.8278,436.416,283.2643,410.4004,379.3945
Cer-EODS(d28:0/26:1-O-18:0)+C2H3O2,1159.094,1099.073,832.8122,434.4004,283.2643,408.3847,379.3945
Cer-EODS(d28:0/26:2-O-18:0)+C2H3O2,1157.079,1097.057,830.7966,432.3847,283.2643,406.369,379.3945
Cer-EODS(d28:0/27:0-O-18:0)+C2H3O2,1175.126,1115.104,848.8435,450.4317,283.2643,424.416,379.3945
Cer-EODS(d28:0/27:1-O-18:0)+C2H3O2,1173.11,1113.089,846.8278,448.416,283.2643,422.4004,379.3945
Cer-EODS(d28:0/28:0-O-18:0)+C2H3O2,1189.141,1129.12,862.8591,464.4473,283.2643,438.4317,379.3945
Cer-EODS(d28:0/28:1-O-18:0)+C2H3O2,1187.126,1127.104,860.8435,462.4317,283.2643,436.416,379.3945
Cer-EODS(d28:0/28:2-O-18:0)+C2H3O2,1185.11,1125.089,858.8278,460.416,283.2643,434.4004,379.3945
Cer-EODS(d28:0/29:0-O-18:0)+C2H3O2,1203.157,1143.136,876.8748,478.463,283.2643,452.4473,379.3945
Cer-EODS(d28:0/29:1-O-18:0)+C2H3O2,1201.141,1141.12,874.8591,476.4473,283.2643,450.4317,379.3945
Cer-EODS(d28:0/30:0-O-18:0)+C2H3O2,1217.172,1157.151,890.8904,492.4786,283.2643,466.463,379.3945
Cer-EODS(d28:0/30:1-O-18:0)+C2H3O2,1215.157,1155.136,888.8748,490.463,283.2643,464.4473,379.3945
Cer-EODS(d28:0/30:2-O-18:0)+C2H3O2,1213.141,1153.12,886.8591,488.4473,283.2643,462.4317,379.3945
Cer-EODS(d28:0/31:0-O-18:0)+C2H3O2,1231.188,1171.167,904.9061,506.4943,283.2643,480.4786,379.3945
Cer-EODS(d28:0/31:1-O-18:0)+C2H3O2,1229.172,1169.151,902.8904,504.4786,283.2643,478.463,379.3945
Cer-EODS(d28:0/32:0-O-18:0)+C2H3O2,1245.204,1185.183,918.9218,520.5099,283.2643,494.4943,379.3945
Cer-EODS(d28:0/32:1-O-18:0)+C2H3O2,1243.188,1183.167,916.9061,518.4943,283.2643,492.4786,379.3945
Cer-EODS(d28:0/32:2-O-18:0)+C2H3O2,1241.172,1181.151,914.8904,516.4786,283.2643,490.463,379.3945
Cer-EODS(d28:0/33:0-O-18:0)+C2H3O2,1259.219,1199.198,932.9374,534.5256,283.2643,508.5099,379.3945
Cer-EODS(d28:0/33:1-O-18:0)+C2H3O2,1257.204,1197.183,930.9218,532.5099,283.2643,506.4943,379.3945
Cer-EODS(d28:0/34:0-O-18:0)+C2H3O2,1273.235,1213.214,946.9531,548.5412,283.2643,522.5256,379.3945
Cer-EODS(d28:0/34:1-O-18:0)+C2H3O2,1271.219,1211.198,944.9374,546.5256,283.2643,520.5099,379.3945
Cer-EODS(d28:0/34:2-O-18:0)+C2H3O2,1269.204,1209.183,942.9218,544.5099,283.2643,518.4943,379.3945
Cer-EODS(d28:0/35:0-O-18:0)+C2H3O2,1287.251,1227.23,960.9687,562.5569,283.2643,536.5412,379.3945
Cer-EODS(d28:0/35:1-O-18:0)+C2H3O2,1285.235,1225.214,958.9531,560.5412,283.2643,534.5256,379.3945
Cer-EODS(d28:0/36:0-O-18:0)+C2H3O2,1301.266,1241.245,974.9843,576.5725,283.2643,550.5569,379.3945
Cer-EODS(d28:0/36:1-O-18:0)+C2H3O2,1299.251,1239.23,972.9687,574.5569,283.2643,548.5412,379.3945
Cer-EODS(d28:0/36:2-O-18:0)+C2H3O2,1297.235,1237.214,970.9531,572.5412,283.2643,546.5256,379.3945
Cer-EODS(d28:0/38:0-O-18:0)+C2H3O2,1329.298,1269.277,1003.016,604.6038,283.2643,578.5881,379.3945
Cer-EODS(d28:0/38:1-O-18:0)+C2H3O2,1327.282,1267.261,1001,602.5881,283.2643,576.5725,379.3945
Cer-EODS(d28:0/38:2-O-18:0)+C2H3O2,1325.266,1265.245,998.9843,600.5725,283.2643,574.5569,379.3945
Cer-EODS(d28:0/40:0-O-18:0)+C2H3O2,1357.329,1297.308,1031.047,632.6351,283.2643,606.6194,379.3945
Cer-EODS(d28:0/40:1-O-18:0)+C2H3O2,1355.313,1295.292,1029.031,630.6194,283.2643,604.6038,379.3945
Cer-EODS(d28:0/40:2-O-18:0)+C2H3O2,1353.298,1293.277,1027.016,628.6038,283.2643,602.5881,379.3945
Cer-EODS(d28:0/42:0-O-18:0)+C2H3O2,1385.36,1325.339,1059.078,660.6664,283.2643,634.6508,379.3945
Cer-EODS(d28:0/42:1-O-18:0)+C2H3O2,1383.345,1323.324,1057.063,658.6508,283.2643,632.6351,379.3945
Cer-EODS(d28:0/42:2-O-18:0)+C2H3O2,1381.329,1321.308,1055.047,656.6351,283.2643,630.6194,379.3945
Cer-EODS(d28:0/12:0-O-18:1)+C2H3O2,962.8752,902.8541,638.6088,240.1969,281.2486,214.1813,379.3945
Cer-EODS(d28:0/12:1-O-18:1)+C2H3O2,960.8596,900.8384,636.5931,238.1813,281.2486,212.1656,379.3945
Cer-EODS(d28:0/13:0-O-18:1)+C2H3O2,976.8909,916.8697,652.6244,254.2126,281.2486,228.1969,379.3945
Cer-EODS(d28:0/13:1-O-18:1)+C2H3O2,974.8752,914.8541,650.6088,252.1969,281.2486,226.1813,379.3945
Cer-EODS(d28:0/14:0-O-18:1)+C2H3O2,990.9065,930.8854,666.64,268.2282,281.2486,242.2126,379.3945
Cer-EODS(d28:0/14:1-O-18:1)+C2H3O2,988.8909,928.8697,664.6244,266.2126,281.2486,240.1969,379.3945
Cer-EODS(d28:0/15:0-O-18:1)+C2H3O2,1004.922,944.901,680.6557,282.2439,281.2486,256.2282,379.3945
Cer-EODS(d28:0/15:1-O-18:1)+C2H3O2,1002.906,942.8854,678.64,280.2282,281.2486,254.2126,379.3945
Cer-EODS(d28:0/16:0-O-18:1)+C2H3O2,1018.938,958.9167,694.6713,296.2595,281.2486,270.2439,379.3945
Cer-EODS(d28:0/16:1-O-18:1)+C2H3O2,1016.922,956.901,692.6557,294.2439,281.2486,268.2282,379.3945
Cer-EODS(d28:0/16:2-O-18:1)+C2H3O2,1014.906,954.8854,690.64,292.2282,281.2486,266.2126,379.3945
Cer-EODS(d28:0/17:0-O-18:1)+C2H3O2,1032.953,972.9323,708.687,310.2751,281.2486,284.2595,379.3945
Cer-EODS(d28:0/18:0-O-18:1)+C2H3O2,1046.969,986.9479,722.7026,324.2908,281.2486,298.2751,379.3945
Cer-EODS(d28:0/18:1-O-18:1)+C2H3O2,1044.953,984.9323,720.687,322.2751,281.2486,296.2595,379.3945
Cer-EODS(d28:0/18:2-O-18:1)+C2H3O2,1042.938,982.9167,718.6713,320.2595,281.2486,294.2439,379.3945
Cer-EODS(d28:0/19:0-O-18:1)+C2H3O2,1060.985,1000.964,736.7183,338.3065,281.2486,312.2908,379.3945
Cer-EODS(d28:0/19:1-O-18:1)+C2H3O2,1058.969,998.9479,734.7026,336.2908,281.2486,310.2751,379.3945
Cer-EODS(d28:0/20:0-O-18:1)+C2H3O2,1075,1014.979,750.7339,352.3221,281.2486,326.3065,379.3945
Cer-EODS(d28:0/20:1-O-18:1)+C2H3O2,1072.985,1012.964,748.7183,350.3065,281.2486,324.2908,379.3945
Cer-EODS(d28:0/20:2-O-18:1)+C2H3O2,1070.969,1010.948,746.7026,348.2908,281.2486,322.2751,379.3945
Cer-EODS(d28:0/21:0-O-18:1)+C2H3O2,1089.016,1028.995,764.7496,366.3378,281.2486,340.3221,379.3945
Cer-EODS(d28:0/21:1-O-18:1)+C2H3O2,1087,1026.979,762.7339,364.3221,281.2486,338.3065,379.3945
Cer-EODS(d28:0/22:0-O-18:1)+C2H3O2,1103.032,1043.011,778.7653,380.3534,281.2486,354.3378,379.3945
Cer-EODS(d28:0/22:1-O-18:1)+C2H3O2,1101.016,1040.995,776.7496,378.3378,281.2486,352.3221,379.3945
Cer-EODS(d28:0/22:2-O-18:1)+C2H3O2,1099,1038.979,774.7339,376.3221,281.2486,350.3065,379.3945
Cer-EODS(d28:0/23:0-O-18:1)+C2H3O2,1117.047,1057.026,792.7809,394.369,281.2486,368.3534,379.3945
Cer-EODS(d28:0/23:1-O-18:1)+C2H3O2,1115.032,1055.011,790.7653,392.3534,281.2486,366.3378,379.3945
Cer-EODS(d28:0/24:0-O-18:1)+C2H3O2,1131.063,1071.042,806.7966,408.3847,281.2486,382.369,379.3945
Cer-EODS(d28:0/24:1-O-18:1)+C2H3O2,1129.047,1069.026,804.7809,406.369,281.2486,380.3534,379.3945
Cer-EODS(d28:0/24:2-O-18:1)+C2H3O2,1127.032,1067.011,802.7653,404.3534,281.2486,378.3378,379.3945
Cer-EODS(d28:0/25:0-O-18:1)+C2H3O2,1145.079,1085.057,820.8122,422.4004,281.2486,396.3847,379.3945
Cer-EODS(d28:0/25:1-O-18:1)+C2H3O2,1143.063,1083.042,818.7966,420.3847,281.2486,394.369,379.3945
Cer-EODS(d28:0/26:0-O-18:1)+C2H3O2,1159.094,1099.073,834.8278,436.416,281.2486,410.4004,379.3945
Cer-EODS(d28:0/26:1-O-18:1)+C2H3O2,1157.079,1097.057,832.8122,434.4004,281.2486,408.3847,379.3945
Cer-EODS(d28:0/26:2-O-18:1)+C2H3O2,1155.063,1095.042,830.7966,432.3847,281.2486,406.369,379.3945
Cer-EODS(d28:0/27:0-O-18:1)+C2H3O2,1173.11,1113.089,848.8435,450.4317,281.2486,424.416,379.3945
Cer-EODS(d28:0/27:1-O-18:1)+C2H3O2,1171.094,1111.073,846.8278,448.416,281.2486,422.4004,379.3945
Cer-EODS(d28:0/28:0-O-18:1)+C2H3O2,1187.126,1127.104,862.8591,464.4473,281.2486,438.4317,379.3945
Cer-EODS(d28:0/28:1-O-18:1)+C2H3O2,1185.11,1125.089,860.8435,462.4317,281.2486,436.416,379.3945
Cer-EODS(d28:0/28:2-O-18:1)+C2H3O2,1183.094,1123.073,858.8278,460.416,281.2486,434.4004,379.3945
Cer-EODS(d28:0/29:0-O-18:1)+C2H3O2,1201.141,1141.12,876.8748,478.463,281.2486,452.4473,379.3945
Cer-EODS(d28:0/29:1-O-18:1)+C2H3O2,1199.126,1139.104,874.8591,476.4473,281.2486,450.4317,379.3945
Cer-EODS(d28:0/30:0-O-18:1)+C2H3O2,1215.157,1155.136,890.8904,492.4786,281.2486,466.463,379.3945
Cer-EODS(d28:0/30:1-O-18:1)+C2H3O2,1213.141,1153.12,888.8748,490.463,281.2486,464.4473,379.3945
Cer-EODS(d28:0/30:2-O-18:1)+C2H3O2,1211.126,1151.104,886.8591,488.4473,281.2486,462.4317,379.3945
Cer-EODS(d28:0/31:0-O-18:1)+C2H3O2,1229.172,1169.151,904.9061,506.4943,281.2486,480.4786,379.3945
Cer-EODS(d28:0/31:1-O-18:1)+C2H3O2,1227.157,1167.136,902.8904,504.4786,281.2486,478.463,379.3945
Cer-EODS(d28:0/32:0-O-18:1)+C2H3O2,1243.188,1183.167,918.9218,520.5099,281.2486,494.4943,379.3945
Cer-EODS(d28:0/32:1-O-18:1)+C2H3O2,1241.172,1181.151,916.9061,518.4943,281.2486,492.4786,379.3945
Cer-EODS(d28:0/32:2-O-18:1)+C2H3O2,1239.157,1179.136,914.8904,516.4786,281.2486,490.463,379.3945
Cer-EODS(d28:0/33:0-O-18:1)+C2H3O2,1257.204,1197.183,932.9374,534.5256,281.2486,508.5099,379.3945
Cer-EODS(d28:0/33:1-O-18:1)+C2H3O2,1255.188,1195.167,930.9218,532.5099,281.2486,506.4943,379.3945
Cer-EODS(d28:0/34:0-O-18:1)+C2H3O2,1271.219,1211.198,946.9531,548.5412,281.2486,522.5256,379.3945
Cer-EODS(d28:0/34:1-O-18:1)+C2H3O2,1269.204,1209.183,944.9374,546.5256,281.2486,520.5099,379.3945
Cer-EODS(d28:0/34:2-O-18:1)+C2H3O2,1267.188,1207.167,942.9218,544.5099,281.2486,518.4943,379.3945
Cer-EODS(d28:0/35:0-O-18:1)+C2H3O2,1285.235,1225.214,960.9687,562.5569,281.2486,536.5412,379.3945
Cer-EODS(d28:0/35:1-O-18:1)+C2H3O2,1283.219,1223.198,958.9531,560.5412,281.2486,534.5256,379.3945
Cer-EODS(d28:0/36:0-O-18:1)+C2H3O2,1299.251,1239.23,974.9843,576.5725,281.2486,550.5569,379.3945
Cer-EODS(d28:0/36:1-O-18:1)+C2H3O2,1297.235,1237.214,972.9687,574.5569,281.2486,548.5412,379.3945
