Cer-EODS,[M+C2H3O2]-,[M-H]-,NL of EFA,[FAA+C2H2-H]-,[EFA-H]-,[FAA-H]-,[Sph-C2H8NO]-
Cer-EODS(d20:0/30:1-O-15:1)+C2H3O2,1058.969,998.9479,776.7496,490.463,239.2017,464.4473,267.2693
Cer-EODS(d20:0/30:2-O-15:1)+C2H3O2,1056.953,996.9323,774.7339,488.4473,239.2017,462.4317,267.2693
Cer-EODS(d20:0/31:0-O-15:1)+C2H3O2,1075,1014.979,792.7809,506.4943,239.2017,480.4786,267.2693
Cer-EODS(d20:0/31:1-O-15:1)+C2H3O2,1072.985,1012.964,790.7653,504.4786,239.2017,478.463,267.2693
Cer-EODS(d20:0/32:0-O-15:1)+C2H3O2,1089.016,1028.995,806.7966,520.5099,239.2017,494.4943,267.2693
Cer-EODS(d20:0/32:1-O-15:1)+C2H3O2,1087,1026.979,804.7809,518.4943,239.2017,492.4786,267.2693
Cer-EODS(d20:0/32:2-O-15:1)+C2H3O2,1084.985,1024.964,802.7653,516.4786,239.2017,490.463,267.2693
Cer-EODS(d20:0/33:0-O-15:1)+C2H3O2,1103.032,1043.011,820.8122,534.5256,239.2017,508.5099,267.2693
Cer-EODS(d20:0/33:1-O-15:1)+C2H3O2,1101.016,1040.995,818.7966,532.5099,239.2017,506.4943,267.2693
Cer-EODS(d20:0/34:0-O-15:1)+C2H3O2,1117.047,1057.026,834.8278,548.5412,239.2017,522.5256,267.2693
Cer-EODS(d20:0/34:1-O-15:1)+C2H3O2,1115.032,1055.011,832.8122,546.5256,239.2017,520.5099,267.2693
Cer-EODS(d20:0/34:2-O-15:1)+C2H3O2,1113.016,1052.995,830.7966,544.5099,239.2017,518.4943,267.2693
Cer-EODS(d20:0/35:0-O-15:1)+C2H3O2,1131.063,1071.042,848.8435,562.5569,239.2017,536.5412,267.2693
Cer-EODS(d20:0/35:1-O-15:1)+C2H3O2,1129.047,1069.026,846.8278,560.5412,239.2017,534.5256,267.2693
Cer-EODS(d20:0/36:0-O-15:1)+C2H3O2,1145.079,1085.057,862.8591,576.5725,239.2017,550.5569,267.2693
Cer-EODS(d20:0/36:1-O-15:1)+C2H3O2,1143.063,1083.042,860.8435,574.5569,239.2017,548.5412,267.2693
Cer-EODS(d20:0/36:2-O-15:1)+C2H3O2,1141.047,1081.026,858.8278,572.5412,239.2017,546.5256,267.2693
Cer-EODS(d20:0/38:0-O-15:1)+C2H3O2,1173.11,1113.089,890.8904,604.6038,239.2017,578.5881,267.2693
Cer-EODS(d20:0/38:1-O-15:1)+C2H3O2,1171.094,1111.073,888.8748,602.5881,239.2017,576.5725,267.2693
Cer-EODS(d20:0/38:2-O-15:1)+C2H3O2,1169.079,1109.057,886.8591,600.5725,239.2017,574.5569,267.2693
Cer-EODS(d20:0/40:0-O-15:1)+C2H3O2,1201.141,1141.12,918.9218,632.6351,239.2017,606.6194,267.2693
Cer-EODS(d20:0/40:1-O-15:1)+C2H3O2,1199.126,1139.104,916.9061,630.6194,239.2017,604.6038,267.2693
Cer-EODS(d20:0/40:2-O-15:1)+C2H3O2,1197.11,1137.089,914.8904,628.6038,239.2017,602.5881,267.2693
Cer-EODS(d20:0/42:0-O-15:1)+C2H3O2,1229.172,1169.151,946.9531,660.6664,239.2017,634.6508,267.2693
Cer-EODS(d20:0/42:1-O-15:1)+C2H3O2,1227.157,1167.136,944.9374,658.6508,239.2017,632.6351,267.2693
Cer-EODS(d20:0/42:2-O-15:1)+C2H3O2,1225.141,1165.12,942.9218,656.6351,239.2017,630.6194,267.2693
Cer-EODS(d20:0/12:0-O-16:0)+C2H3O2,824.7343,764.7132,526.4835,240.1969,255.233,214.1813,267.2693
Cer-EODS(d20:0/12:1-O-16:0)+C2H3O2,822.7187,762.6976,524.4679,238.1813,255.233,212.1656,267.2693
Cer-EODS(d20:0/13:0-O-16:0)+C2H3O2,838.75,778.7289,540.4992,254.2126,255.233,228.1969,267.2693
Cer-EODS(d20:0/13:1-O-16:0)+C2H3O2,836.7343,776.7132,538.4835,252.1969,255.233,226.1813,267.2693
Cer-EODS(d20:0/14:0-O-16:0)+C2H3O2,852.7656,792.7445,554.5148,268.2282,255.233,242.2126,267.2693
Cer-EODS(d20:0/14:1-O-16:0)+C2H3O2,850.75,790.7289,552.4992,266.2126,255.233,240.1969,267.2693
Cer-EODS(d20:0/15:0-O-16:0)+C2H3O2,866.7813,806.7601,568.5305,282.2439,255.233,256.2282,267.2693
Cer-EODS(d20:0/15:1-O-16:0)+C2H3O2,864.7656,804.7445,566.5148,280.2282,255.233,254.2126,267.2693
Cer-EODS(d20:0/16:0-O-16:0)+C2H3O2,880.7969,820.7758,582.5461,296.2595,255.233,270.2439,267.2693
Cer-EODS(d20:0/16:1-O-16:0)+C2H3O2,878.7813,818.7601,580.5305,294.2439,255.233,268.2282,267.2693
Cer-EODS(d20:0/16:2-O-16:0)+C2H3O2,876.7656,816.7445,578.5148,292.2282,255.233,266.2126,267.2693
Cer-EODS(d20:0/17:0-O-16:0)+C2H3O2,894.8126,834.7914,596.5618,310.2751,255.233,284.2595,267.2693
Cer-EODS(d20:0/18:0-O-16:0)+C2H3O2,908.8282,848.8071,610.5775,324.2908,255.233,298.2751,267.2693
Cer-EODS(d20:0/18:1-O-16:0)+C2H3O2,906.8126,846.7914,608.5618,322.2751,255.233,296.2595,267.2693
Cer-EODS(d20:0/18:2-O-16:0)+C2H3O2,904.7969,844.7758,606.5461,320.2595,255.233,294.2439,267.2693
Cer-EODS(d20:0/19:0-O-16:0)+C2H3O2,922.8439,862.8228,624.5931,338.3065,255.233,312.2908,267.2693
Cer-EODS(d20:0/19:1-O-16:0)+C2H3O2,920.8282,860.8071,622.5775,336.2908,255.233,310.2751,267.2693
Cer-EODS(d20:0/20:0-O-16:0)+C2H3O2,936.8596,876.8384,638.6088,352.3221,255.233,326.3065,267.2693
Cer-EODS(d20:0/20:1-O-16:0)+C2H3O2,934.8439,874.8228,636.5931,350.3065,255.233,324.2908,267.2693
Cer-EODS(d20:0/20:2-O-16:0)+C2H3O2,932.8282,872.8071,634.5775,348.2908,255.233,322.2751,267.2693
Cer-EODS(d20:0/21:0-O-16:0)+C2H3O2,950.8752,890.8541,652.6244,366.3378,255.233,340.3221,267.2693
Cer-EODS(d20:0/21:1-O-16:0)+C2H3O2,948.8596,888.8384,650.6088,364.3221,255.233,338.3065,267.2693
Cer-EODS(d20:0/22:0-O-16:0)+C2H3O2,964.8909,904.8697,666.64,380.3534,255.233,354.3378,267.2693
Cer-EODS(d20:0/22:1-O-16:0)+C2H3O2,962.8752,902.8541,664.6244,378.3378,255.233,352.3221,267.2693
Cer-EODS(d20:0/22:2-O-16:0)+C2H3O2,960.8596,900.8384,662.6088,376.3221,255.233,350.3065,267.2693
Cer-EODS(d20:0/23:0-O-16:0)+C2H3O2,978.9065,918.8854,680.6557,394.369,255.233,368.3534,267.2693
Cer-EODS(d20:0/23:1-O-16:0)+C2H3O2,976.8909,916.8697,678.64,392.3534,255.233,366.3378,267.2693
Cer-EODS(d20:0/24:0-O-16:0)+C2H3O2,992.9221,932.901,694.6713,408.3847,255.233,382.369,267.2693
Cer-EODS(d20:0/24:1-O-16:0)+C2H3O2,990.9065,930.8854,692.6557,406.369,255.233,380.3534,267.2693
Cer-EODS(d20:0/24:2-O-16:0)+C2H3O2,988.8909,928.8697,690.64,404.3534,255.233,378.3378,267.2693
Cer-EODS(d20:0/25:0-O-16:0)+C2H3O2,1006.938,946.9167,708.687,422.4004,255.233,396.3847,267.2693
Cer-EODS(d20:0/25:1-O-16:0)+C2H3O2,1004.922,944.901,706.6713,420.3847,255.233,394.369,267.2693
Cer-EODS(d20:0/26:0-O-16:0)+C2H3O2,1020.953,960.9323,722.7026,436.416,255.233,410.4004,267.2693
Cer-EODS(d20:0/26:1-O-16:0)+C2H3O2,1018.938,958.9167,720.687,434.4004,255.233,408.3847,267.2693
Cer-EODS(d20:0/26:2-O-16:0)+C2H3O2,1016.922,956.901,718.6713,432.3847,255.233,406.369,267.2693
Cer-EODS(d20:0/27:0-O-16:0)+C2H3O2,1034.969,974.9479,736.7183,450.4317,255.233,424.416,267.2693
Cer-EODS(d20:0/27:1-O-16:0)+C2H3O2,1032.953,972.9323,734.7026,448.416,255.233,422.4004,267.2693
Cer-EODS(d20:0/28:0-O-16:0)+C2H3O2,1048.985,988.9636,750.7339,464.4473,255.233,438.4317,267.2693
Cer-EODS(d20:0/28:1-O-16:0)+C2H3O2,1046.969,986.9479,748.7183,462.4317,255.233,436.416,267.2693
Cer-EODS(d20:0/28:2-O-16:0)+C2H3O2,1044.953,984.9323,746.7026,460.416,255.233,434.4004,267.2693
Cer-EODS(d20:0/29:0-O-16:0)+C2H3O2,1063,1002.979,764.7496,478.463,255.233,452.4473,267.2693
Cer-EODS(d20:0/29:1-O-16:0)+C2H3O2,1060.985,1000.964,762.7339,476.4473,255.233,450.4317,267.2693
Cer-EODS(d20:0/30:0-O-16:0)+C2H3O2,1077.016,1016.995,778.7653,492.4786,255.233,466.463,267.2693
Cer-EODS(d20:0/30:1-O-16:0)+C2H3O2,1075,1014.979,776.7496,490.463,255.233,464.4473,267.2693
Cer-EODS(d20:0/30:2-O-16:0)+C2H3O2,1072.985,1012.964,774.7339,488.4473,255.233,462.4317,267.2693
Cer-EODS(d20:0/31:0-O-16:0)+C2H3O2,1091.032,1031.011,792.7809,506.4943,255.233,480.4786,267.2693
Cer-EODS(d20:0/31:1-O-16:0)+C2H3O2,1089.016,1028.995,790.7653,504.4786,255.233,478.463,267.2693
Cer-EODS(d20:0/32:0-O-16:0)+C2H3O2,1105.047,1045.026,806.7966,520.5099,255.233,494.4943,267.2693
Cer-EODS(d20:0/32:1-O-16:0)+C2H3O2,1103.032,1043.011,804.7809,518.4943,255.233,492.4786,267.2693
Cer-EODS(d20:0/32:2-O-16:0)+C2H3O2,1101.016,1040.995,802.7653,516.4786,255.233,490.463,267.2693
Cer-EODS(d20:0/33:0-O-16:0)+C2H3O2,1119.063,1059.042,820.8122,534.5256,255.233,508.5099,267.2693
Cer-EODS(d20:0/33:1-O-16:0)+C2H3O2,1117.047,1057.026,818.7966,532.5099,255.233,506.4943,267.2693
Cer-EODS(d20:0/34:0-O-16:0)+C2H3O2,1133.079,1073.057,834.8278,548.5412,255.233,522.5256,267.2693
Cer-EODS(d20:0/34:1-O-16:0)+C2H3O2,1131.063,1071.042,832.8122,546.5256,255.233,520.5099,267.2693
Cer-EODS(d20:0/34:2-O-16:0)+C2H3O2,1129.047,1069.026,830.7966,544.5099,255.233,518.4943,267.2693
Cer-EODS(d20:0/35:0-O-16:0)+C2H3O2,1147.094,1087.073,848.8435,562.5569,255.233,536.5412,267.2693
Cer-EODS(d20:0/35:1-O-16:0)+C2H3O2,1145.079,1085.057,846.8278,560.5412,255.233,534.5256,267.2693
Cer-EODS(d20:0/36:0-O-16:0)+C2H3O2,1161.11,1101.089,862.8591,576.5725,255.233,550.5569,267.2693
Cer-EODS(d20:0/36:1-O-16:0)+C2H3O2,1159.094,1099.073,860.8435,574.5569,255.233,548.5412,267.2693
Cer-EODS(d20:0/36:2-O-16:0)+C2H3O2,1157.079,1097.057,858.8278,572.5412,255.233,546.5256,267.2693
Cer-EODS(d20:0/38:0-O-16:0)+C2H3O2,1189.141,1129.12,890.8904,604.6038,255.233,578.5881,267.2693
Cer-EODS(d20:0/38:1-O-16:0)+C2H3O2,1187.126,1127.104,888.8748,602.5881,255.233,576.5725,267.2693
Cer-EODS(d20:0/38:2-O-16:0)+C2H3O2,1185.11,1125.089,886.8591,600.5725,255.233,574.5569,267.2693
Cer-EODS(d20:0/40:0-O-16:0)+C2H3O2,1217.172,1157.151,918.9218,632.6351,255.233,606.6194,267.2693
Cer-EODS(d20:0/40:1-O-16:0)+C2H3O2,1215.157,1155.136,916.9061,630.6194,255.233,604.6038,267.2693
Cer-EODS(d20:0/40:2-O-16:0)+C2H3O2,1213.141,1153.12,914.8904,628.6038,255.233,602.5881,267.2693
Cer-EODS(d20:0/42:0-O-16:0)+C2H3O2,1245.204,1185.183,946.9531,660.6664,255.233,634.6508,267.2693
Cer-EODS(d20:0/42:1-O-16:0)+C2H3O2,1243.188,1183.167,944.9374,658.6508,255.233,632.6351,267.2693
Cer-EODS(d20:0/42:2-O-16:0)+C2H3O2,1241.172,1181.151,942.9218,656.6351,255.233,630.6194,267.2693
Cer-EODS(d20:0/12:0-O-16:1)+C2H3O2,822.7187,762.6976,526.4835,240.1969,253.2173,214.1813,267.2693
Cer-EODS(d20:0/12:1-O-16:1)+C2H3O2,820.7031,760.6819,524.4679,238.1813,253.2173,212.1656,267.2693
Cer-EODS(d20:0/13:0-O-16:1)+C2H3O2,836.7343,776.7132,540.4992,254.2126,253.2173,228.1969,267.2693
Cer-EODS(d20:0/13:1-O-16:1)+C2H3O2,834.7187,774.6976,538.4835,252.1969,253.2173,226.1813,267.2693
Cer-EODS(d20:0/14:0-O-16:1)+C2H3O2,850.75,790.7289,554.5148,268.2282,253.2173,242.2126,267.2693
Cer-EODS(d20:0/14:1-O-16:1)+C2H3O2,848.7343,788.7132,552.4992,266.2126,253.2173,240.1969,267.2693
Cer-EODS(d20:0/15:0-O-16:1)+C2H3O2,864.7656,804.7445,568.5305,282.2439,253.2173,256.2282,267.2693
Cer-EODS(d20:0/15:1-O-16:1)+C2H3O2,862.75,802.7289,566.5148,280.2282,253.2173,254.2126,267.2693
Cer-EODS(d20:0/16:0-O-16:1)+C2H3O2,878.7813,818.7601,582.5461,296.2595,253.2173,270.2439,267.2693
Cer-EODS(d20:0/16:1-O-16:1)+C2H3O2,876.7656,816.7445,580.5305,294.2439,253.2173,268.2282,267.2693
Cer-EODS(d20:0/16:2-O-16:1)+C2H3O2,874.75,814.7289,578.5148,292.2282,253.2173,266.2126,267.2693
Cer-EODS(d20:0/17:0-O-16:1)+C2H3O2,892.7969,832.7758,596.5618,310.2751,253.2173,284.2595,267.2693
Cer-EODS(d20:0/18:0-O-16:1)+C2H3O2,906.8126,846.7914,610.5775,324.2908,253.2173,298.2751,267.2693
Cer-EODS(d20:0/18:1-O-16:1)+C2H3O2,904.7969,844.7758,608.5618,322.2751,253.2173,296.2595,267.2693
Cer-EODS(d20:0/18:2-O-16:1)+C2H3O2,902.7813,842.7601,606.5461,320.2595,253.2173,294.2439,267.2693
Cer-EODS(d20:0/19:0-O-16:1)+C2H3O2,920.8282,860.8071,624.5931,338.3065,253.2173,312.2908,267.2693
Cer-EODS(d20:0/19:1-O-16:1)+C2H3O2,918.8126,858.7914,622.5775,336.2908,253.2173,310.2751,267.2693
Cer-EODS(d20:0/20:0-O-16:1)+C2H3O2,934.8439,874.8228,638.6088,352.3221,253.2173,326.3065,267.2693
Cer-EODS(d20:0/20:1-O-16:1)+C2H3O2,932.8282,872.8071,636.5931,350.3065,253.2173,324.2908,267.2693
Cer-EODS(d20:0/20:2-O-16:1)+C2H3O2,930.8126,870.7914,634.5775,348.2908,253.2173,322.2751,267.2693
Cer-EODS(d20:0/21:0-O-16:1)+C2H3O2,948.8596,888.8384,652.6244,366.3378,253.2173,340.3221,267.2693
Cer-EODS(d20:0/21:1-O-16:1)+C2H3O2,946.8439,886.8228,650.6088,364.3221,253.2173,338.3065,267.2693
Cer-EODS(d20:0/22:0-O-16:1)+C2H3O2,962.8752,902.8541,666.64,380.3534,253.2173,354.3378,267.2693
Cer-EODS(d20:0/22:1-O-16:1)+C2H3O2,960.8596,900.8384,664.6244,378.3378,253.2173,352.3221,267.2693
Cer-EODS(d20:0/22:2-O-16:1)+C2H3O2,958.8439,898.8228,662.6088,376.3221,253.2173,350.3065,267.2693
Cer-EODS(d20:0/23:0-O-16:1)+C2H3O2,976.8909,916.8697,680.6557,394.369,253.2173,368.3534,267.2693
Cer-EODS(d20:0/23:1-O-16:1)+C2H3O2,974.8752,914.8541,678.64,392.3534,253.2173,366.3378,267.2693
Cer-EODS(d20:0/24:0-O-16:1)+C2H3O2,990.9065,930.8854,694.6713,408.3847,253.2173,382.369,267.2693
Cer-EODS(d20:0/24:1-O-16:1)+C2H3O2,988.8909,928.8697,692.6557,406.369,253.2173,380.3534,267.2693
Cer-EODS(d20:0/24:2-O-16:1)+C2H3O2,986.8752,926.8541,690.64,404.3534,253.2173,378.3378,267.2693
Cer-EODS(d20:0/25:0-O-16:1)+C2H3O2,1004.922,944.901,708.687,422.4004,253.2173,396.3847,267.2693
Cer-EODS(d20:0/25:1-O-16:1)+C2H3O2,1002.906,942.8854,706.6713,420.3847,253.2173,394.369,267.2693
Cer-EODS(d20:0/26:0-O-16:1)+C2H3O2,1018.938,958.9167,722.7026,436.416,253.2173,410.4004,267.2693
Cer-EODS(d20:0/26:1-O-16:1)+C2H3O2,1016.922,956.901,720.687,434.4004,253.2173,408.3847,267.2693
Cer-EODS(d20:0/26:2-O-16:1)+C2H3O2,1014.906,954.8854,718.6713,432.3847,253.2173,406.369,267.2693
Cer-EODS(d20:0/27:0-O-16:1)+C2H3O2,1032.953,972.9323,736.7183,450.4317,253.2173,424.416,267.2693
Cer-EODS(d20:0/27:1-O-16:1)+C2H3O2,1030.938,970.9167,734.7026,448.416,253.2173,422.4004,267.2693
Cer-EODS(d20:0/28:0-O-16:1)+C2H3O2,1046.969,986.9479,750.7339,464.4473,253.2173,438.4317,267.2693
Cer-EODS(d20:0/28:1-O-16:1)+C2H3O2,1044.953,984.9323,748.7183,462.4317,253.2173,436.416,267.2693
Cer-EODS(d20:0/28:2-O-16:1)+C2H3O2,1042.938,982.9167,746.7026,460.416,253.2173,434.4004,267.2693
Cer-EODS(d20:0/29:0-O-16:1)+C2H3O2,1060.985,1000.964,764.7496,478.463,253.2173,452.4473,267.2693
Cer-EODS(d20:0/29:1-O-16:1)+C2H3O2,1058.969,998.9479,762.7339,476.4473,253.2173,450.4317,267.2693
Cer-EODS(d20:0/30:0-O-16:1)+C2H3O2,1075,1014.979,778.7653,492.4786,253.2173,466.463,267.2693
Cer-EODS(d20:0/30:1-O-16:1)+C2H3O2,1072.985,1012.964,776.7496,490.463,253.2173,464.4473,267.2693
Cer-EODS(d20:0/30:2-O-16:1)+C2H3O2,1070.969,1010.948,774.7339,488.4473,253.2173,462.4317,267.2693
Cer-EODS(d20:0/31:0-O-16:1)+C2H3O2,1089.016,1028.995,792.7809,506.4943,253.2173,480.4786,267.2693
Cer-EODS(d20:0/31:1-O-16:1)+C2H3O2,1087,1026.979,790.7653,504.4786,253.2173,478.463,267.2693
Cer-EODS(d20:0/32:0-O-16:1)+C2H3O2,1103.032,1043.011,806.7966,520.5099,253.2173,494.4943,267.2693
Cer-EODS(d20:0/32:1-O-16:1)+C2H3O2,1101.016,1040.995,804.7809,518.4943,253.2173,492.4786,267.2693
Cer-EODS(d20:0/32:2-O-16:1)+C2H3O2,1099,1038.979,802.7653,516.4786,253.2173,490.463,267.2693
Cer-EODS(d20:0/33:0-O-16:1)+C2H3O2,1117.047,1057.026,820.8122,534.5256,253.2173,508.5099,267.2693
Cer-EODS(d20:0/33:1-O-16:1)+C2H3O2,1115.032,1055.011,818.7966,532.5099,253.2173,506.4943,267.2693
Cer-EODS(d20:0/34:0-O-16:1)+C2H3O2,1131.063,1071.042,834.8278,548.5412,253.2173,522.5256,267.2693
Cer-EODS(d20:0/34:1-O-16:1)+C2H3O2,1129.047,1069.026,832.8122,546.5256,253.2173,520.5099,267.2693
Cer-EODS(d20:0/34:2-O-16:1)+C2H3O2,1127.032,1067.011,830.7966,544.5099,253.2173,518.4943,267.2693
Cer-EODS(d20:0/35:0-O-16:1)+C2H3O2,1145.079,1085.057,848.8435,562.5569,253.2173,536.5412,267.2693
Cer-EODS(d20:0/35:1-O-16:1)+C2H3O2,1143.063,1083.042,846.8278,560.5412,253.2173,534.5256,267.2693
Cer-EODS(d20:0/36:0-O-16:1)+C2H3O2,1159.094,1099.073,862.8591,576.5725,253.2173,550.5569,267.2693
Cer-EODS(d20:0/36:1-O-16:1)+C2H3O2,1157.079,1097.057,860.8435,574.5569,253.2173,548.5412,267.2693
Cer-EODS(d20:0/36:2-O-16:1)+C2H3O2,1155.063,1095.042,858.8278,572.5412,253.2173,546.5256,267.2693
Cer-EODS(d20:0/38:0-O-16:1)+C2H3O2,1187.126,1127.104,890.8904,604.6038,253.2173,578.5881,267.2693
Cer-EODS(d20:0/38:1-O-16:1)+C2H3O2,1185.11,1125.089,888.8748,602.5881,253.2173,576.5725,267.2693
Cer-EODS(d20:0/38:2-O-16:1)+C2H3O2,1183.094,1123.073,886.8591,600.5725,253.2173,574.5569,267.2693
Cer-EODS(d20:0/40:0-O-16:1)+C2H3O2,1215.157,1155.136,918.9218,632.6351,253.2173,606.6194,267.2693
Cer-EODS(d20:0/40:1-O-16:1)+C2H3O2,1213.141,1153.12,916.9061,630.6194,253.2173,604.6038,267.2693
Cer-EODS(d20:0/40:2-O-16:1)+C2H3O2,1211.126,1151.104,914.8904,628.6038,253.2173,602.5881,267.2693
Cer-EODS(d20:0/42:0-O-16:1)+C2H3O2,1243.188,1183.167,946.9531,660.6664,253.2173,634.6508,267.2693
Cer-EODS(d20:0/42:1-O-16:1)+C2H3O2,1241.172,1181.151,944.9374,658.6508,253.2173,632.6351,267.2693
Cer-EODS(d20:0/42:2-O-16:1)+C2H3O2,1239.157,1179.136,942.9218,656.6351,253.2173,630.6194,267.2693
Cer-EODS(d20:0/12:0-O-16:2)+C2H3O2,820.7031,760.6819,526.4835,240.1969,251.2017,214.1813,267.2693
Cer-EODS(d20:0/12:1-O-16:2)+C2H3O2,818.6874,758.6663,524.4679,238.1813,251.2017,212.1656,267.2693
Cer-EODS(d20:0/13:0-O-16:2)+C2H3O2,834.7187,774.6976,540.4992,254.2126,251.2017,228.1969,267.2693
Cer-EODS(d20:0/13:1-O-16:2)+C2H3O2,832.7031,772.6819,538.4835,252.1969,251.2017,226.1813,267.2693
Cer-EODS(d20:0/14:0-O-16:2)+C2H3O2,848.7343,788.7132,554.5148,268.2282,251.2017,242.2126,267.2693
Cer-EODS(d20:0/14:1-O-16:2)+C2H3O2,846.7187,786.6976,552.4992,266.2126,251.2017,240.1969,267.2693
Cer-EODS(d20:0/15:0-O-16:2)+C2H3O2,862.75,802.7289,568.5305,282.2439,251.2017,256.2282,267.2693
Cer-EODS(d20:0/15:1-O-16:2)+C2H3O2,860.7343,800.7132,566.5148,280.2282,251.2017,254.2126,267.2693
Cer-EODS(d20:0/16:0-O-16:2)+C2H3O2,876.7656,816.7445,582.5461,296.2595,251.2017,270.2439,267.2693
Cer-EODS(d20:0/16:1-O-16:2)+C2H3O2,874.75,814.7289,580.5305,294.2439,251.2017,268.2282,267.2693
Cer-EODS(d20:0/16:2-O-16:2)+C2H3O2,872.7343,812.7132,578.5148,292.2282,251.2017,266.2126,267.2693
Cer-EODS(d20:0/17:0-O-16:2)+C2H3O2,890.7813,830.7601,596.5618,310.2751,251.2017,284.2595,267.2693
Cer-EODS(d20:0/18:0-O-16:2)+C2H3O2,904.7969,844.7758,610.5775,324.2908,251.2017,298.2751,267.2693
Cer-EODS(d20:0/18:1-O-16:2)+C2H3O2,902.7813,842.7601,608.5618,322.2751,251.2017,296.2595,267.2693
Cer-EODS(d20:0/18:2-O-16:2)+C2H3O2,900.7656,840.7445,606.5461,320.2595,251.2017,294.2439,267.2693
Cer-EODS(d20:0/19:0-O-16:2)+C2H3O2,918.8126,858.7914,624.5931,338.3065,251.2017,312.2908,267.2693
Cer-EODS(d20:0/19:1-O-16:2)+C2H3O2,916.7969,856.7758,622.5775,336.2908,251.2017,310.2751,267.2693
Cer-EODS(d20:0/20:0-O-16:2)+C2H3O2,932.8282,872.8071,638.6088,352.3221,251.2017,326.3065,267.2693
Cer-EODS(d20:0/20:1-O-16:2)+C2H3O2,930.8126,870.7914,636.5931,350.3065,251.2017,324.2908,267.2693
Cer-EODS(d20:0/20:2-O-16:2)+C2H3O2,928.7969,868.7758,634.5775,348.2908,251.2017,322.2751,267.2693
Cer-EODS(d20:0/21:0-O-16:2)+C2H3O2,946.8439,886.8228,652.6244,366.3378,251.2017,340.3221,267.2693
Cer-EODS(d20:0/21:1-O-16:2)+C2H3O2,944.8282,884.8071,650.6088,364.3221,251.2017,338.3065,267.2693
Cer-EODS(d20:0/22:0-O-16:2)+C2H3O2,960.8596,900.8384,666.64,380.3534,251.2017,354.3378,267.2693
Cer-EODS(d20:0/22:1-O-16:2)+C2H3O2,958.8439,898.8228,664.6244,378.3378,251.2017,352.3221,267.2693
Cer-EODS(d20:0/22:2-O-16:2)+C2H3O2,956.8282,896.8071,662.6088,376.3221,251.2017,350.3065,267.2693
Cer-EODS(d20:0/23:0-O-16:2)+C2H3O2,974.8752,914.8541,680.6557,394.369,251.2017,368.3534,267.2693
Cer-EODS(d20:0/23:1-O-16:2)+C2H3O2,972.8596,912.8384,678.64,392.3534,251.2017,366.3378,267.2693
Cer-EODS(d20:0/24:0-O-16:2)+C2H3O2,988.8909,928.8697,694.6713,408.3847,251.2017,382.369,267.2693
Cer-EODS(d20:0/24:1-O-16:2)+C2H3O2,986.8752,926.8541,692.6557,406.369,251.2017,380.3534,267.2693
Cer-EODS(d20:0/24:2-O-16:2)+C2H3O2,984.8596,924.8384,690.64,404.3534,251.2017,378.3378,267.2693
Cer-EODS(d20:0/25:0-O-16:2)+C2H3O2,1002.906,942.8854,708.687,422.4004,251.2017,396.3847,267.2693
Cer-EODS(d20:0/25:1-O-16:2)+C2H3O2,1000.891,940.8697,706.6713,420.3847,251.2017,394.369,267.2693
Cer-EODS(d20:0/26:0-O-16:2)+C2H3O2,1016.922,956.901,722.7026,436.416,251.2017,410.4004,267.2693
Cer-EODS(d20:0/26:1-O-16:2)+C2H3O2,1014.906,954.8854,720.687,434.4004,251.2017,408.3847,267.2693
Cer-EODS(d20:0/26:2-O-16:2)+C2H3O2,1012.891,952.8697,718.6713,432.3847,251.2017,406.369,267.2693
Cer-EODS(d20:0/27:0-O-16:2)+C2H3O2,1030.938,970.9167,736.7183,450.4317,251.2017,424.416,267.2693
Cer-EODS(d20:0/27:1-O-16:2)+C2H3O2,1028.922,968.901,734.7026,448.416,251.2017,422.4004,267.2693
Cer-EODS(d20:0/28:0-O-16:2)+C2H3O2,1044.953,984.9323,750.7339,464.4473,251.2017,438.4317,267.2693
Cer-EODS(d20:0/28:1-O-16:2)+C2H3O2,1042.938,982.9167,748.7183,462.4317,251.2017,436.416,267.2693
Cer-EODS(d20:0/28:2-O-16:2)+C2H3O2,1040.922,980.901,746.7026,460.416,251.2017,434.4004,267.2693
Cer-EODS(d20:0/29:0-O-16:2)+C2H3O2,1058.969,998.9479,764.7496,478.463,251.2017,452.4473,267.2693
Cer-EODS(d20:0/29:1-O-16:2)+C2H3O2,1056.953,996.9323,762.7339,476.4473,251.2017,450.4317,267.2693
Cer-EODS(d20:0/30:0-O-16:2)+C2H3O2,1072.985,1012.964,778.7653,492.4786,251.2017,466.463,267.2693
Cer-EODS(d20:0/30:1-O-16:2)+C2H3O2,1070.969,1010.948,776.7496,490.463,251.2017,464.4473,267.2693
Cer-EODS(d20:0/30:2-O-16:2)+C2H3O2,1068.953,1008.932,774.7339,488.4473,251.2017,462.4317,267.2693
Cer-EODS(d20:0/31:0-O-16:2)+C2H3O2,1087,1026.979,792.7809,506.4943,251.2017,480.4786,267.2693
Cer-EODS(d20:0/31:1-O-16:2)+C2H3O2,1084.985,1024.964,790.7653,504.4786,251.2017,478.463,267.2693
Cer-EODS(d20:0/32:0-O-16:2)+C2H3O2,1101.016,1040.995,806.7966,520.5099,251.2017,494.4943,267.2693
Cer-EODS(d20:0/32:1-O-16:2)+C2H3O2,1099,1038.979,804.7809,518.4943,251.2017,492.4786,267.2693
