HexCer-NDS,[M-H]-,[M-C6H10O5-H]-,[FAA+C2H3-H]-,[Sph-C2H7NO-H]-,[FAA-OH-H]-,[C6H11O6]-
HexCer-NDS(d21:0/42:1)-H,1105.011,942.9581,642.6553,281.285,599.6375,179.0556
HexCer-NDS(d21:0/42:2)-H,1102.995,940.9424,640.6396,281.285,597.6218,179.0556
HexCer-NDS(d22:0/12:0)-H,700.5728,538.5199,224.2014,295.3006,181.1836,179.0556
HexCer-NDS(d22:0/12:1)-H,698.5571,536.5043,222.1858,295.3006,179.168,179.0556
HexCer-NDS(d22:0/13:0)-H,714.5884,552.5356,238.2171,295.3006,195.1992,179.0556
HexCer-NDS(d22:0/13:1)-H,712.5728,550.5199,236.2014,295.3006,193.1836,179.0556
HexCer-NDS(d22:0/14:0)-H,728.6041,566.5512,252.2328,295.3006,209.2149,179.0556
HexCer-NDS(d22:0/14:1)-H,726.5884,564.5356,250.2171,295.3006,207.1992,179.0556
HexCer-NDS(d22:0/15:0)-H,742.6197,580.5669,266.2484,295.3006,223.2305,179.0556
HexCer-NDS(d22:0/15:1)-H,740.6041,578.5512,264.2328,295.3006,221.2149,179.0556
HexCer-NDS(d22:0/16:0)-H,756.6354,594.5825,280.264,295.3006,237.2462,179.0556
HexCer-NDS(d22:0/16:1)-H,754.6197,592.5669,278.2484,295.3006,235.2305,179.0556
HexCer-NDS(d22:0/16:2)-H,752.6041,590.5512,276.2328,295.3006,233.2149,179.0556
HexCer-NDS(d22:0/17:0)-H,770.651,608.5981,294.2797,295.3006,251.2619,179.0556
HexCer-NDS(d22:0/18:0)-H,784.6666,622.6138,308.2953,295.3006,265.2775,179.0556
HexCer-NDS(d22:0/18:1)-H,782.651,620.5981,306.2797,295.3006,263.2618,179.0556
HexCer-NDS(d22:0/18:2)-H,780.6354,618.5825,304.264,295.3006,261.2462,179.0556
HexCer-NDS(d22:0/19:0)-H,798.6823,636.6295,322.311,295.3006,279.2932,179.0556
HexCer-NDS(d22:0/19:1)-H,796.6666,634.6138,320.2953,295.3006,277.2775,179.0556
HexCer-NDS(d22:0/20:0)-H,812.6979,650.6451,336.3267,295.3006,293.3088,179.0556
HexCer-NDS(d22:0/20:1)-H,810.6823,648.6295,334.311,295.3006,291.2932,179.0556
HexCer-NDS(d22:0/20:2)-H,808.6666,646.6138,332.2953,295.3006,289.2775,179.0556
HexCer-NDS(d22:0/21:0)-H,826.7136,664.6608,350.3423,295.3006,307.3245,179.0556
HexCer-NDS(d22:0/21:1)-H,824.6979,662.6451,348.3267,295.3006,305.3088,179.0556
HexCer-NDS(d22:0/22:0)-H,840.7292,678.6764,364.3579,295.3006,321.3401,179.0556
HexCer-NDS(d22:0/22:1)-H,838.7136,676.6608,362.3423,295.3006,319.3245,179.0556
HexCer-NDS(d22:0/22:2)-H,836.6979,674.6451,360.3267,295.3006,317.3088,179.0556
HexCer-NDS(d22:0/23:0)-H,854.7449,692.6921,378.3736,295.3006,335.3557,179.0556
HexCer-NDS(d22:0/23:1)-H,852.7292,690.6764,376.3579,295.3006,333.3401,179.0556
HexCer-NDS(d22:0/24:0)-H,868.7606,706.7077,392.3893,295.3006,349.3714,179.0556
HexCer-NDS(d22:0/24:1)-H,866.7449,704.6921,390.3736,295.3006,347.3557,179.0556
HexCer-NDS(d22:0/24:2)-H,864.7292,702.6764,388.3579,295.3006,345.3401,179.0556
HexCer-NDS(d22:0/25:0)-H,882.7762,720.7234,406.4049,295.3006,363.3871,179.0556
HexCer-NDS(d22:0/25:1)-H,880.7606,718.7077,404.3893,295.3006,361.3714,179.0556
HexCer-NDS(d22:0/26:0)-H,896.7919,734.739,420.4206,295.3006,377.4027,179.0556
HexCer-NDS(d22:0/26:1)-H,894.7762,732.7234,418.4049,295.3006,375.3871,179.0556
HexCer-NDS(d22:0/26:2)-H,892.7606,730.7077,416.3893,295.3006,373.3714,179.0556
HexCer-NDS(d22:0/27:0)-H,910.8075,748.7547,434.4362,295.3006,391.4183,179.0556
HexCer-NDS(d22:0/27:1)-H,908.7919,746.739,432.4206,295.3006,389.4027,179.0556
HexCer-NDS(d22:0/28:0)-H,924.8231,762.7703,448.4518,295.3006,405.434,179.0556
HexCer-NDS(d22:0/28:1)-H,922.8075,760.7547,446.4362,295.3006,403.4183,179.0556
HexCer-NDS(d22:0/28:2)-H,920.7919,758.739,444.4206,295.3006,401.4027,179.0556
HexCer-NDS(d22:0/29:0)-H,938.8388,776.7859,462.4675,295.3006,419.4496,179.0556
HexCer-NDS(d22:0/29:1)-H,936.8231,774.7703,460.4518,295.3006,417.434,179.0556
HexCer-NDS(d22:0/30:0)-H,952.8544,790.8016,476.4832,295.3006,433.4653,179.0556
HexCer-NDS(d22:0/30:1)-H,950.8388,788.7859,474.4675,295.3006,431.4496,179.0556
HexCer-NDS(d22:0/30:2)-H,948.8231,786.7703,472.4518,295.3006,429.434,179.0556
HexCer-NDS(d22:0/31:0)-H,966.8701,804.8173,490.4988,295.3006,447.481,179.0556
HexCer-NDS(d22:0/31:1)-H,964.8544,802.8016,488.4832,295.3006,445.4653,179.0556
HexCer-NDS(d22:0/32:0)-H,980.8857,818.8329,504.5144,295.3006,461.4966,179.0556
HexCer-NDS(d22:0/32:1)-H,978.8701,816.8173,502.4988,295.3006,459.481,179.0556
HexCer-NDS(d22:0/32:2)-H,976.8544,814.8016,500.4832,295.3006,457.4653,179.0556
HexCer-NDS(d22:0/33:0)-H,994.9014,832.8486,518.5301,295.3006,475.5122,179.0556
HexCer-NDS(d22:0/33:1)-H,992.8857,830.8329,516.5145,295.3006,473.4966,179.0556
HexCer-NDS(d22:0/34:0)-H,1008.917,846.8642,532.5458,295.3006,489.5279,179.0556
HexCer-NDS(d22:0/34:1)-H,1006.901,844.8486,530.5301,295.3006,487.5122,179.0556
HexCer-NDS(d22:0/34:2)-H,1004.886,842.8329,528.5145,295.3006,485.4966,179.0556
HexCer-NDS(d22:0/35:0)-H,1022.933,860.8799,546.5614,295.3006,503.5435,179.0556
HexCer-NDS(d22:0/35:1)-H,1020.917,858.8642,544.5458,295.3006,501.5279,179.0556
HexCer-NDS(d22:0/36:0)-H,1036.948,874.8955,560.577,295.3006,517.5592,179.0556
HexCer-NDS(d22:0/36:1)-H,1034.933,872.8799,558.5614,295.3006,515.5436,179.0556
HexCer-NDS(d22:0/36:2)-H,1032.917,870.8642,556.5458,295.3006,513.5279,179.0556
HexCer-NDS(d22:0/38:0)-H,1064.98,902.9268,588.6083,295.3006,545.5905,179.0556
HexCer-NDS(d22:0/38:1)-H,1062.964,900.9112,586.5927,295.3006,543.5748,179.0556
HexCer-NDS(d22:0/38:2)-H,1060.948,898.8955,584.577,295.3006,541.5592,179.0556
HexCer-NDS(d22:0/40:0)-H,1093.011,930.9581,616.6396,295.3006,573.6218,179.0556
HexCer-NDS(d22:0/40:1)-H,1090.995,928.9424,614.624,295.3006,571.6061,179.0556
HexCer-NDS(d22:0/40:2)-H,1088.98,926.9268,612.6083,295.3006,569.5905,179.0556
HexCer-NDS(d22:0/42:0)-H,1121.042,958.9894,644.671,295.3006,601.6531,179.0556
HexCer-NDS(d22:0/42:1)-H,1119.027,956.9738,642.6553,295.3006,599.6375,179.0556
HexCer-NDS(d22:0/42:2)-H,1117.011,954.9581,640.6396,295.3006,597.6218,179.0556
HexCer-NDS(d23:0/12:0)-H,714.5884,552.5356,224.2014,309.3163,181.1836,179.0556
HexCer-NDS(d23:0/12:1)-H,712.5728,550.5199,222.1858,309.3163,179.168,179.0556
HexCer-NDS(d23:0/13:0)-H,728.6041,566.5512,238.2171,309.3163,195.1992,179.0556
HexCer-NDS(d23:0/13:1)-H,726.5884,564.5356,236.2014,309.3163,193.1836,179.0556
HexCer-NDS(d23:0/14:0)-H,742.6197,580.5669,252.2328,309.3163,209.2149,179.0556
HexCer-NDS(d23:0/14:1)-H,740.6041,578.5512,250.2171,309.3163,207.1992,179.0556
HexCer-NDS(d23:0/15:0)-H,756.6354,594.5825,266.2484,309.3163,223.2305,179.0556
HexCer-NDS(d23:0/15:1)-H,754.6197,592.5669,264.2328,309.3163,221.2149,179.0556
HexCer-NDS(d23:0/16:0)-H,770.651,608.5981,280.264,309.3163,237.2462,179.0556
HexCer-NDS(d23:0/16:1)-H,768.6354,606.5825,278.2484,309.3163,235.2305,179.0556
HexCer-NDS(d23:0/16:2)-H,766.6197,604.5669,276.2328,309.3163,233.2149,179.0556
HexCer-NDS(d23:0/17:0)-H,784.6666,622.6138,294.2797,309.3163,251.2619,179.0556
HexCer-NDS(d23:0/18:0)-H,798.6823,636.6295,308.2953,309.3163,265.2775,179.0556
HexCer-NDS(d23:0/18:1)-H,796.6666,634.6138,306.2797,309.3163,263.2618,179.0556
HexCer-NDS(d23:0/18:2)-H,794.651,632.5981,304.264,309.3163,261.2462,179.0556
HexCer-NDS(d23:0/19:0)-H,812.6979,650.6451,322.311,309.3163,279.2932,179.0556
HexCer-NDS(d23:0/19:1)-H,810.6823,648.6295,320.2953,309.3163,277.2775,179.0556
HexCer-NDS(d23:0/20:0)-H,826.7136,664.6608,336.3267,309.3163,293.3088,179.0556
HexCer-NDS(d23:0/20:1)-H,824.6979,662.6451,334.311,309.3163,291.2932,179.0556
HexCer-NDS(d23:0/20:2)-H,822.6823,660.6295,332.2953,309.3163,289.2775,179.0556
HexCer-NDS(d23:0/21:0)-H,840.7292,678.6764,350.3423,309.3163,307.3245,179.0556
HexCer-NDS(d23:0/21:1)-H,838.7136,676.6608,348.3267,309.3163,305.3088,179.0556
HexCer-NDS(d23:0/22:0)-H,854.7449,692.6921,364.3579,309.3163,321.3401,179.0556
HexCer-NDS(d23:0/22:1)-H,852.7292,690.6764,362.3423,309.3163,319.3245,179.0556
HexCer-NDS(d23:0/22:2)-H,850.7136,688.6608,360.3267,309.3163,317.3088,179.0556
HexCer-NDS(d23:0/23:0)-H,868.7606,706.7077,378.3736,309.3163,335.3557,179.0556
HexCer-NDS(d23:0/23:1)-H,866.7449,704.6921,376.3579,309.3163,333.3401,179.0556
HexCer-NDS(d23:0/24:0)-H,882.7762,720.7234,392.3893,309.3163,349.3714,179.0556
HexCer-NDS(d23:0/24:1)-H,880.7606,718.7077,390.3736,309.3163,347.3557,179.0556
HexCer-NDS(d23:0/24:2)-H,878.7449,716.6921,388.3579,309.3163,345.3401,179.0556
HexCer-NDS(d23:0/25:0)-H,896.7919,734.739,406.4049,309.3163,363.3871,179.0556
HexCer-NDS(d23:0/25:1)-H,894.7762,732.7234,404.3893,309.3163,361.3714,179.0556
HexCer-NDS(d23:0/26:0)-H,910.8075,748.7547,420.4206,309.3163,377.4027,179.0556
HexCer-NDS(d23:0/26:1)-H,908.7919,746.739,418.4049,309.3163,375.3871,179.0556
HexCer-NDS(d23:0/26:2)-H,906.7762,744.7234,416.3893,309.3163,373.3714,179.0556
HexCer-NDS(d23:0/27:0)-H,924.8231,762.7703,434.4362,309.3163,391.4183,179.0556
HexCer-NDS(d23:0/27:1)-H,922.8075,760.7547,432.4206,309.3163,389.4027,179.0556
HexCer-NDS(d23:0/28:0)-H,938.8388,776.7859,448.4518,309.3163,405.434,179.0556
HexCer-NDS(d23:0/28:1)-H,936.8231,774.7703,446.4362,309.3163,403.4183,179.0556
HexCer-NDS(d23:0/28:2)-H,934.8075,772.7547,444.4206,309.3163,401.4027,179.0556
HexCer-NDS(d23:0/29:0)-H,952.8544,790.8016,462.4675,309.3163,419.4496,179.0556
HexCer-NDS(d23:0/29:1)-H,950.8388,788.7859,460.4518,309.3163,417.434,179.0556
HexCer-NDS(d23:0/30:0)-H,966.8701,804.8173,476.4832,309.3163,433.4653,179.0556
HexCer-NDS(d23:0/30:1)-H,964.8544,802.8016,474.4675,309.3163,431.4496,179.0556
HexCer-NDS(d23:0/30:2)-H,962.8388,800.7859,472.4518,309.3163,429.434,179.0556
HexCer-NDS(d23:0/31:0)-H,980.8857,818.8329,490.4988,309.3163,447.481,179.0556
HexCer-NDS(d23:0/31:1)-H,978.8701,816.8173,488.4832,309.3163,445.4653,179.0556
HexCer-NDS(d23:0/32:0)-H,994.9014,832.8486,504.5144,309.3163,461.4966,179.0556
HexCer-NDS(d23:0/32:1)-H,992.8857,830.8329,502.4988,309.3163,459.481,179.0556
HexCer-NDS(d23:0/32:2)-H,990.8701,828.8173,500.4832,309.3163,457.4653,179.0556
HexCer-NDS(d23:0/33:0)-H,1008.917,846.8642,518.5301,309.3163,475.5122,179.0556
HexCer-NDS(d23:0/33:1)-H,1006.901,844.8486,516.5145,309.3163,473.4966,179.0556
HexCer-NDS(d23:0/34:0)-H,1022.933,860.8799,532.5458,309.3163,489.5279,179.0556
HexCer-NDS(d23:0/34:1)-H,1020.917,858.8642,530.5301,309.3163,487.5122,179.0556
HexCer-NDS(d23:0/34:2)-H,1018.901,856.8486,528.5145,309.3163,485.4966,179.0556
HexCer-NDS(d23:0/35:0)-H,1036.948,874.8955,546.5614,309.3163,503.5435,179.0556
HexCer-NDS(d23:0/35:1)-H,1034.933,872.8799,544.5458,309.3163,501.5279,179.0556
HexCer-NDS(d23:0/36:0)-H,1050.964,888.9112,560.577,309.3163,517.5592,179.0556
HexCer-NDS(d23:0/36:1)-H,1048.948,886.8955,558.5614,309.3163,515.5436,179.0556
HexCer-NDS(d23:0/36:2)-H,1046.933,884.8799,556.5458,309.3163,513.5279,179.0556
HexCer-NDS(d23:0/38:0)-H,1078.995,916.9424,588.6083,309.3163,545.5905,179.0556
HexCer-NDS(d23:0/38:1)-H,1076.98,914.9268,586.5927,309.3163,543.5748,179.0556
HexCer-NDS(d23:0/38:2)-H,1074.964,912.9112,584.577,309.3163,541.5592,179.0556
HexCer-NDS(d23:0/40:0)-H,1107.027,944.9738,616.6396,309.3163,573.6218,179.0556
HexCer-NDS(d23:0/40:1)-H,1105.011,942.9581,614.624,309.3163,571.6061,179.0556
HexCer-NDS(d23:0/40:2)-H,1102.995,940.9424,612.6083,309.3163,569.5905,179.0556
HexCer-NDS(d23:0/42:0)-H,1135.058,973.0051,644.671,309.3163,601.6531,179.0556
HexCer-NDS(d23:0/42:1)-H,1133.042,970.9894,642.6553,309.3163,599.6375,179.0556
HexCer-NDS(d23:0/42:2)-H,1131.027,968.9738,640.6396,309.3163,597.6218,179.0556
HexCer-NDS(d24:0/12:0)-H,728.6041,566.5512,224.2014,323.3319,181.1836,179.0556
HexCer-NDS(d24:0/12:1)-H,726.5884,564.5356,222.1858,323.3319,179.168,179.0556
HexCer-NDS(d24:0/13:0)-H,742.6197,580.5669,238.2171,323.3319,195.1992,179.0556
HexCer-NDS(d24:0/13:1)-H,740.6041,578.5512,236.2014,323.3319,193.1836,179.0556
HexCer-NDS(d24:0/14:0)-H,756.6354,594.5825,252.2328,323.3319,209.2149,179.0556
HexCer-NDS(d24:0/14:1)-H,754.6197,592.5669,250.2171,323.3319,207.1992,179.0556
HexCer-NDS(d24:0/15:0)-H,770.651,608.5981,266.2484,323.3319,223.2305,179.0556
HexCer-NDS(d24:0/15:1)-H,768.6354,606.5825,264.2328,323.3319,221.2149,179.0556
HexCer-NDS(d24:0/16:0)-H,784.6666,622.6138,280.264,323.3319,237.2462,179.0556
HexCer-NDS(d24:0/16:1)-H,782.651,620.5981,278.2484,323.3319,235.2305,179.0556
HexCer-NDS(d24:0/16:2)-H,780.6354,618.5825,276.2328,323.3319,233.2149,179.0556
HexCer-NDS(d24:0/17:0)-H,798.6823,636.6295,294.2797,323.3319,251.2619,179.0556
HexCer-NDS(d24:0/18:0)-H,812.6979,650.6451,308.2953,323.3319,265.2775,179.0556
HexCer-NDS(d24:0/18:1)-H,810.6823,648.6295,306.2797,323.3319,263.2618,179.0556
HexCer-NDS(d24:0/18:2)-H,808.6666,646.6138,304.264,323.3319,261.2462,179.0556
HexCer-NDS(d24:0/19:0)-H,826.7136,664.6608,322.311,323.3319,279.2932,179.0556
HexCer-NDS(d24:0/19:1)-H,824.6979,662.6451,320.2953,323.3319,277.2775,179.0556
HexCer-NDS(d24:0/20:0)-H,840.7292,678.6764,336.3267,323.3319,293.3088,179.0556
HexCer-NDS(d24:0/20:1)-H,838.7136,676.6608,334.311,323.3319,291.2932,179.0556
HexCer-NDS(d24:0/20:2)-H,836.6979,674.6451,332.2953,323.3319,289.2775,179.0556
HexCer-NDS(d24:0/21:0)-H,854.7449,692.6921,350.3423,323.3319,307.3245,179.0556
HexCer-NDS(d24:0/21:1)-H,852.7292,690.6764,348.3267,323.3319,305.3088,179.0556
HexCer-NDS(d24:0/22:0)-H,868.7606,706.7077,364.3579,323.3319,321.3401,179.0556
HexCer-NDS(d24:0/22:1)-H,866.7449,704.6921,362.3423,323.3319,319.3245,179.0556
HexCer-NDS(d24:0/22:2)-H,864.7292,702.6764,360.3267,323.3319,317.3088,179.0556
HexCer-NDS(d24:0/23:0)-H,882.7762,720.7234,378.3736,323.3319,335.3557,179.0556
HexCer-NDS(d24:0/23:1)-H,880.7606,718.7077,376.3579,323.3319,333.3401,179.0556
HexCer-NDS(d24:0/24:0)-H,896.7919,734.739,392.3893,323.3319,349.3714,179.0556
HexCer-NDS(d24:0/24:1)-H,894.7762,732.7234,390.3736,323.3319,347.3557,179.0556
HexCer-NDS(d24:0/24:2)-H,892.7606,730.7077,388.3579,323.3319,345.3401,179.0556
HexCer-NDS(d24:0/25:0)-H,910.8075,748.7547,406.4049,323.3319,363.3871,179.0556
HexCer-NDS(d24:0/25:1)-H,908.7919,746.739,404.3893,323.3319,361.3714,179.0556
HexCer-NDS(d24:0/26:0)-H,924.8231,762.7703,420.4206,323.3319,377.4027,179.0556
HexCer-NDS(d24:0/26:1)-H,922.8075,760.7547,418.4049,323.3319,375.3871,179.0556
HexCer-NDS(d24:0/26:2)-H,920.7919,758.739,416.3893,323.3319,373.3714,179.0556
HexCer-NDS(d24:0/27:0)-H,938.8388,776.7859,434.4362,323.3319,391.4183,179.0556
HexCer-NDS(d24:0/27:1)-H,936.8231,774.7703,432.4206,323.3319,389.4027,179.0556
HexCer-NDS(d24:0/28:0)-H,952.8544,790.8016,448.4518,323.3319,405.434,179.0556
HexCer-NDS(d24:0/28:1)-H,950.8388,788.7859,446.4362,323.3319,403.4183,179.0556
HexCer-NDS(d24:0/28:2)-H,948.8231,786.7703,444.4206,323.3319,401.4027,179.0556
HexCer-NDS(d24:0/29:0)-H,966.8701,804.8173,462.4675,323.3319,419.4496,179.0556
HexCer-NDS(d24:0/29:1)-H,964.8544,802.8016,460.4518,323.3319,417.434,179.0556
HexCer-NDS(d24:0/30:0)-H,980.8857,818.8329,476.4832,323.3319,433.4653,179.0556
HexCer-NDS(d24:0/30:1)-H,978.8701,816.8173,474.4675,323.3319,431.4496,179.0556
HexCer-NDS(d24:0/30:2)-H,976.8544,814.8016,472.4518,323.3319,429.434,179.0556
HexCer-NDS(d24:0/31:0)-H,994.9014,832.8486,490.4988,323.3319,447.481,179.0556
HexCer-NDS(d24:0/31:1)-H,992.8857,830.8329,488.4832,323.3319,445.4653,179.0556
HexCer-NDS(d24:0/32:0)-H,1008.917,846.8642,504.5144,323.3319,461.4966,179.0556
HexCer-NDS(d24:0/32:1)-H,1006.901,844.8486,502.4988,323.3319,459.481,179.0556
HexCer-NDS(d24:0/32:2)-H,1004.886,842.8329,500.4832,323.3319,457.4653,179.0556
HexCer-NDS(d24:0/33:0)-H,1022.933,860.8799,518.5301,323.3319,475.5122,179.0556
HexCer-NDS(d24:0/33:1)-H,1020.917,858.8642,516.5145,323.3319,473.4966,179.0556
HexCer-NDS(d24:0/34:0)-H,1036.948,874.8955,532.5458,323.3319,489.5279,179.0556
HexCer-NDS(d24:0/34:1)-H,1034.933,872.8799,530.5301,323.3319,487.5122,179.0556
HexCer-NDS(d24:0/34:2)-H,1032.917,870.8642,528.5145,323.3319,485.4966,179.0556
HexCer-NDS(d24:0/35:0)-H,1050.964,888.9112,546.5614,323.3319,503.5435,179.0556
HexCer-NDS(d24:0/35:1)-H,1048.948,886.8955,544.5458,323.3319,501.5279,179.0556
HexCer-NDS(d24:0/36:0)-H,1064.98,902.9268,560.577,323.3319,517.5592,179.0556
HexCer-NDS(d24:0/36:1)-H,1062.964,900.9112,558.5614,323.3319,515.5436,179.0556
HexCer-NDS(d24:0/36:2)-H,1060.948,898.8955,556.5458,323.3319,513.5279,179.0556
HexCer-NDS(d24:0/38:0)-H,1093.011,930.9581,588.6083,323.3319,545.5905,179.0556
HexCer-NDS(d24:0/38:1)-H,1090.995,928.9424,586.5927,323.3319,543.5748,179.0556
HexCer-NDS(d24:0/38:2)-H,1088.98,926.9268,584.577,323.3319,541.5592,179.0556
HexCer-NDS(d24:0/40:0)-H,1121.042,958.9894,616.6396,323.3319,573.6218,179.0556
HexCer-NDS(d24:0/40:1)-H,1119.027,956.9738,614.624,323.3319,571.6061,179.0556
HexCer-NDS(d24:0/40:2)-H,1117.011,954.9581,612.6083,323.3319,569.5905,179.0556
HexCer-NDS(d24:0/42:0)-H,1149.074,987.0207,644.671,323.3319,601.6531,179.0556
HexCer-NDS(d24:0/42:1)-H,1147.058,985.0051,642.6553,323.3319,599.6375,179.0556
HexCer-NDS(d24:0/42:2)-H,1145.042,982.9894,640.6396,323.3319,597.6218,179.0556
HexCer-NDS(d25:0/12:0)-H,742.6197,580.5669,224.2014,337.3476,181.1836,179.0556
HexCer-NDS(d25:0/12:1)-H,740.6041,578.5512,222.1858,337.3476,179.168,179.0556
HexCer-NDS(d25:0/13:0)-H,756.6354,594.5825,238.2171,337.3476,195.1992,179.0556
HexCer-NDS(d25:0/13:1)-H,754.6197,592.5669,236.2014,337.3476,193.1836,179.0556
HexCer-NDS(d25:0/14:0)-H,770.651,608.5981,252.2328,337.3476,209.2149,179.0556
HexCer-NDS(d25:0/14:1)-H,768.6354,606.5825,250.2171,337.3476,207.1992,179.0556
HexCer-NDS(d25:0/15:0)-H,784.6666,622.6138,266.2484,337.3476,223.2305,179.0556
HexCer-NDS(d25:0/15:1)-H,782.651,620.5981,264.2328,337.3476,221.2149,179.0556
HexCer-NDS(d25:0/16:0)-H,798.6823,636.6295,280.264,337.3476,237.2462,179.0556
HexCer-NDS(d25:0/16:1)-H,796.6666,634.6138,278.2484,337.3476,235.2305,179.0556
HexCer-NDS(d25:0/16:2)-H,794.651,632.5981,276.2328,337.3476,233.2149,179.0556
HexCer-NDS(d25:0/17:0)-H,812.6979,650.6451,294.2797,337.3476,251.2619,179.0556
HexCer-NDS(d25:0/18:0)-H,826.7136,664.6608,308.2953,337.3476,265.2775,179.0556
HexCer-NDS(d25:0/18:1)-H,824.6979,662.6451,306.2797,337.3476,263.2618,179.0556
HexCer-NDS(d25:0/18:2)-H,822.6823,660.6295,304.264,337.3476,261.2462,179.0556
HexCer-NDS(d25:0/19:0)-H,840.7292,678.6764,322.311,337.3476,279.2932,179.0556
HexCer-NDS(d25:0/19:1)-H,838.7136,676.6608,320.2953,337.3476,277.2775,179.0556
HexCer-NDS(d25:0/20:0)-H,854.7449,692.6921,336.3267,337.3476,293.3088,179.0556
HexCer-NDS(d25:0/20:1)-H,852.7292,690.6764,334.311,337.3476,291.2932,179.0556
HexCer-NDS(d25:0/20:2)-H,850.7136,688.6608,332.2953,337.3476,289.2775,179.0556
HexCer-NDS(d25:0/21:0)-H,868.7606,706.7077,350.3423,337.3476,307.3245,179.0556
HexCer-NDS(d25:0/21:1)-H,866.7449,704.6921,348.3267,337.3476,305.3088,179.0556
HexCer-NDS(d25:0/22:0)-H,882.7762,720.7234,364.3579,337.3476,321.3401,179.0556
HexCer-NDS(d25:0/22:1)-H,880.7606,718.7077,362.3423,337.3476,319.3245,179.0556
HexCer-NDS(d25:0/22:2)-H,878.7449,716.6921,360.3267,337.3476,317.3088,179.0556
HexCer-NDS(d25:0/23:0)-H,896.7919,734.739,378.3736,337.3476,335.3557,179.0556
HexCer-NDS(d25:0/23:1)-H,894.7762,732.7234,376.3579,337.3476,333.3401,179.0556
HexCer-NDS(d25:0/24:0)-H,910.8075,748.7547,392.3893,337.3476,349.3714,179.0556
HexCer-NDS(d25:0/24:1)-H,908.7919,746.739,390.3736,337.3476,347.3557,179.0556
HexCer-NDS(d25:0/24:2)-H,906.7762,744.7234,388.3579,337.3476,345.3401,179.0556
HexCer-NDS(d25:0/25:0)-H,924.8231,762.7703,406.4049,337.3476,363.3871,179.0556
HexCer-NDS(d25:0/25:1)-H,922.8075,760.7547,404.3893,337.3476,361.3714,179.0556
HexCer-NDS(d25:0/26:0)-H,938.8388,776.7859,420.4206,337.3476,377.4027,179.0556
HexCer-NDS(d25:0/26:1)-H,936.8231,774.7703,418.4049,337.3476,375.3871,179.0556
HexCer-NDS(d25:0/26:2)-H,934.8075,772.7547,416.3893,337.3476,373.3714,179.0556
HexCer-NDS(d25:0/27:0)-H,952.8544,790.8016,434.4362,337.3476,391.4183,179.0556
HexCer-NDS(d25:0/27:1)-H,950.8388,788.7859,432.4206,337.3476,389.4027,179.0556
HexCer-NDS(d25:0/28:0)-H,966.8701,804.8173,448.4518,337.3476,405.434,179.0556
HexCer-NDS(d25:0/28:1)-H,964.8544,802.8016,446.4362,337.3476,403.4183,179.0556
HexCer-NDS(d25:0/28:2)-H,962.8388,800.7859,444.4206,337.3476,401.4027,179.0556
HexCer-NDS(d25:0/29:0)-H,980.8857,818.8329,462.4675,337.3476,419.4496,179.0556
HexCer-NDS(d25:0/29:1)-H,978.8701,816.8173,460.4518,337.3476,417.434,179.0556
HexCer-NDS(d25:0/30:0)-H,994.9014,832.8486,476.4832,337.3476,433.4653,179.0556
HexCer-NDS(d25:0/30:1)-H,992.8857,830.8329,474.4675,337.3476,431.4496,179.0556
HexCer-NDS(d25:0/30:2)-H,990.8701,828.8173,472.4518,337.3476,429.434,179.0556
HexCer-NDS(d25:0/31:0)-H,1008.917,846.8642,490.4988,337.3476,447.481,179.0556
HexCer-NDS(d25:0/31:1)-H,1006.901,844.8486,488.4832,337.3476,445.4653,179.0556
HexCer-NDS(d25:0/32:0)-H,1022.933,860.8799,504.5144,337.3476,461.4966,179.0556
HexCer-NDS(d25:0/32:1)-H,1020.917,858.8642,502.4988,337.3476,459.481,179.0556
HexCer-NDS(d25:0/32:2)-H,1018.901,856.8486,500.4832,337.3476,457.4653,179.0556
HexCer-NDS(d25:0/33:0)-H,1036.948,874.8955,518.5301,337.3476,475.5122,179.0556
HexCer-NDS(d25:0/33:1)-H,1034.933,872.8799,516.5145,337.3476,473.4966,179.0556
HexCer-NDS(d25:0/34:0)-H,1050.964,888.9112,532.5458,337.3476,489.5279,179.0556
HexCer-NDS(d25:0/34:1)-H,1048.948,886.8955,530.5301,337.3476,487.5122,179.0556
HexCer-NDS(d25:0/34:2)-H,1046.933,884.8799,528.5145,337.3476,485.4966,179.0556
HexCer-NDS(d25:0/35:0)-H,1064.98,902.9268,546.5614,337.3476,503.5435,179.0556
HexCer-NDS(d25:0/35:1)-H,1062.964,900.9112,544.5458,337.3476,501.5279,179.0556
HexCer-NDS(d25:0/36:0)-H,1078.995,916.9424,560.577,337.3476,517.5592,179.0556
HexCer-NDS(d25:0/36:1)-H,1076.98,914.9268,558.5614,337.3476,515.5436,179.0556
HexCer-NDS(d25:0/36:2)-H,1074.964,912.9112,556.5458,337.3476,513.5279,179.0556
HexCer-NDS(d25:0/38:0)-H,1107.027,944.9738,588.6083,337.3476,545.5905,179.0556
HexCer-NDS(d25:0/38:1)-H,1105.011,942.9581,586.5927,337.3476,543.5748,179.0556
HexCer-NDS(d25:0/38:2)-H,1102.995,940.9424,584.577,337.3476,541.5592,179.0556
HexCer-NDS(d25:0/40:0)-H,1135.058,973.0051,616.6396,337.3476,573.6218,179.0556
HexCer-NDS(d25:0/40:1)-H,1133.042,970.9894,614.624,337.3476,571.6061,179.0556
