MGDG,[M+H]+,SN1_acyl_loss,SN1-H2O,SN2_acyl_loss,SN2-H2O
MGDG(20:4_18:3)+H,801.55107,514.31373,496.30317,540.32937,522.31881
MGDG(20:4_18:4)+H,799.53547,512.29813,494.28757,540.32941,522.31885
MGDG(20:4_19:0)+H,821.61372,534.37638,516.36582,540.32946,522.3189
MGDG(20:4_20:0)+H,835.62937,548.39203,530.38147,540.32947,522.31891
MGDG(20:4_20:1)+H,833.61372,546.37638,528.36582,540.32946,522.3189
MGDG(20:4_20:2)+H,831.59807,544.36073,526.35017,540.32945,522.31889
MGDG(20:4_20:3)+H,829.5824,542.34506,524.3345,540.32942,522.31886
MGDG(20:4_20:4)+H,827.56677,540.32943,522.31887,540.32943,522.31887
MGDG(20:4_20:5)+H,825.55107,538.31373,520.30317,540.32937,522.31881
MGDG(20:4_21:0)+H,849.64503,562.40769,544.39713,540.32949,522.31893
MGDG(20:4_22:0)+H,863.66067,576.42333,558.41277,540.32949,522.31893
MGDG(20:4_22:1)+H,861.64503,574.40769,556.39713,540.32949,522.31893
MGDG(20:4_22:2)+H,859.62937,572.39203,554.38147,540.32947,522.31891
MGDG(20:4_22:4)+H,855.59807,568.36073,550.35017,540.32945,522.31889
MGDG(20:4_22:5)+H,853.5824,566.34506,548.3345,540.32942,522.31886
MGDG(20:4_22:6)+H,851.56677,564.32943,546.31887,540.32943,522.31887
MGDG(20:4_23:0)+H,877.67634,590.439,572.42844,540.32952,522.31896
MGDG(20:4_24:0)+H,891.69197,604.45463,586.44407,540.32951,522.31895
MGDG(20:4_24:1)+H,889.67634,602.439,584.42844,540.32952,522.31896
MGDG(20:4_24:4)+H,883.62937,596.39203,578.38147,540.32947,522.31891
MGDG(20:4_25:0)+H,905.70767,618.47033,600.45977,540.32957,522.31901
MGDG(20:4_26:0)+H,919.72327,632.48593,614.47537,540.32953,522.31897
MGDG(20:4_26:1)+H,917.70767,630.47033,612.45977,540.32957,522.31901
MGDG(20:4_26:2)+H,915.69197,628.45463,610.44407,540.32951,522.31895
MGDG(20:5_2:0)+H,581.33204,296.11034,278.09978,538.31366,520.3031
MGDG(20:5_3:0)+H,595.34767,310.12597,292.11541,538.31365,520.30309
MGDG(20:5_4:0)+H,609.36327,324.14157,306.13101,538.31361,520.30305
MGDG(20:5_5:0)+H,623.37897,338.15727,320.14671,538.31367,520.30311
MGDG(20:5_6:0)+H,637.39457,352.17287,334.16231,538.31363,520.30307
MGDG(20:5_7:0)+H,651.41027,366.18857,348.17801,538.31369,520.30313
MGDG(20:5_8:0)+H,665.42591,380.20421,362.19365,538.31369,520.30313
MGDG(20:5_9:0)+H,679.44157,394.21987,376.20931,538.31371,520.30315
MGDG(20:5_10:0)+H,693.45722,408.23552,390.22496,538.31372,520.30316
MGDG(20:5_11:0)+H,707.47287,422.25117,404.24061,538.31373,520.30317
MGDG(20:5_12:0)+H,721.48853,436.26683,418.25627,538.31375,520.30319
MGDG(20:5_13:0)+H,735.50417,450.28247,432.27191,538.31375,520.30319
MGDG(20:5_14:0)+H,749.51987,464.29817,446.28761,538.31381,520.30325
MGDG(20:5_14:1)+H,747.50417,462.28247,444.27191,538.31375,520.30319
MGDG(20:5_15:0)+H,763.53547,478.31377,460.30321,538.31377,520.30321
MGDG(20:5_15:1)+H,761.51987,476.29817,458.28761,538.31381,520.30325
MGDG(20:5_16:0)+H,777.55107,492.32937,474.31881,538.31373,520.30317
MGDG(20:5_16:1)+H,775.53547,490.31377,472.30321,538.31377,520.30321
MGDG(20:5_17:0)+H,791.56677,506.34507,488.33451,538.31379,520.30323
MGDG(20:5_17:1)+H,789.55107,504.32937,486.31881,538.31373,520.30317
MGDG(20:5_17:2)+H,787.53547,502.31377,484.30321,538.31377,520.30321
MGDG(20:5_18:0)+H,805.5824,520.3607,502.35014,538.31378,520.30322
MGDG(20:5_18:1)+H,803.56677,518.34507,500.33451,538.31379,520.30323
MGDG(20:5_18:2)+H,801.55107,516.32937,498.31881,538.31373,520.30317
MGDG(20:5_18:3)+H,799.53547,514.31377,496.30321,538.31377,520.30321
MGDG(20:5_18:4)+H,797.51987,512.29817,494.28761,538.31381,520.30325
MGDG(20:5_19:0)+H,819.59807,534.37637,516.36581,538.31381,520.30325
MGDG(20:5_20:0)+H,833.61372,548.39202,530.38146,538.31382,520.30326
MGDG(20:5_20:1)+H,831.59807,546.37637,528.36581,538.31381,520.30325
MGDG(20:5_20:2)+H,829.5824,544.3607,526.35014,538.31378,520.30322
MGDG(20:5_20:3)+H,827.56677,542.34507,524.33451,538.31379,520.30323
MGDG(20:5_20:4)+H,825.55107,540.32937,522.31881,538.31373,520.30317
MGDG(20:5_20:5)+H,823.53547,538.31377,520.30321,538.31377,520.30321
MGDG(20:5_21:0)+H,847.62937,562.40767,544.39711,538.31383,520.30327
MGDG(20:5_22:0)+H,861.64503,576.42333,558.41277,538.31385,520.30329
MGDG(20:5_22:1)+H,859.62937,574.40767,556.39711,538.31383,520.30327
MGDG(20:5_22:2)+H,857.61372,572.39202,554.38146,538.31382,520.30326
MGDG(20:5_22:4)+H,853.5824,568.3607,550.35014,538.31378,520.30322
MGDG(20:5_22:5)+H,851.56677,566.34507,548.33451,538.31379,520.30323
MGDG(20:5_22:6)+H,849.55107,564.32937,546.31881,538.31373,520.30317
MGDG(20:5_23:0)+H,875.66067,590.43897,572.42841,538.31385,520.30329
MGDG(20:5_24:0)+H,889.67634,604.45464,586.44408,538.31388,520.30332
MGDG(20:5_24:1)+H,887.66067,602.43897,584.42841,538.31385,520.30329
MGDG(20:5_24:4)+H,881.61372,596.39202,578.38146,538.31382,520.30326
MGDG(20:5_25:0)+H,903.69197,618.47027,600.45971,538.31387,520.30331
MGDG(20:5_26:0)+H,917.70767,632.48597,614.47541,538.31393,520.30337
MGDG(20:5_26:1)+H,915.69197,630.47027,612.45971,538.31387,520.30331
MGDG(20:5_26:2)+H,913.67634,628.45464,610.44408,538.31388,520.30332
MGDG(21:0_2:0)+H,605.42591,296.11037,278.09981,562.40753,544.39697
MGDG(21:0_3:0)+H,619.44157,310.12603,292.11547,562.40755,544.39699
MGDG(21:0_4:0)+H,633.45722,324.14168,306.13112,562.40756,544.397
MGDG(21:0_5:0)+H,647.47287,338.15733,320.14677,562.40757,544.39701
MGDG(21:0_6:0)+H,661.48853,352.17299,334.16243,562.40759,544.39703
MGDG(21:0_7:0)+H,675.50417,366.18863,348.17807,562.40759,544.39703
MGDG(21:0_8:0)+H,689.51987,380.20433,362.19377,562.40765,544.39709
MGDG(21:0_9:0)+H,703.53547,394.21993,376.20937,562.40761,544.39705
MGDG(21:0_10:0)+H,717.55107,408.23553,390.22497,562.40757,544.39701
MGDG(21:0_11:0)+H,731.56677,422.25123,404.24067,562.40763,544.39707
MGDG(21:0_12:0)+H,745.5824,436.26686,418.2563,562.40762,544.39706
MGDG(21:0_13:0)+H,759.59807,450.28253,432.27197,562.40765,544.39709
MGDG(21:0_14:0)+H,773.61372,464.29818,446.28762,562.40766,544.3971
MGDG(21:0_14:1)+H,771.59807,462.28253,444.27197,562.40765,544.39709
MGDG(21:0_15:0)+H,787.62937,478.31383,460.30327,562.40767,544.39711
MGDG(21:0_15:1)+H,785.61372,476.29818,458.28762,562.40766,544.3971
MGDG(21:0_16:0)+H,801.64503,492.32949,474.31893,562.40769,544.39713
MGDG(21:0_16:1)+H,799.62937,490.31383,472.30327,562.40767,544.39711
MGDG(21:0_17:0)+H,815.66067,506.34513,488.33457,562.40769,544.39713
MGDG(21:0_17:1)+H,813.64503,504.32949,486.31893,562.40769,544.39713
MGDG(21:0_17:2)+H,811.62937,502.31383,484.30327,562.40767,544.39711
MGDG(21:0_18:0)+H,829.67634,520.3608,502.35024,562.40772,544.39716
MGDG(21:0_18:1)+H,827.66067,518.34513,500.33457,562.40769,544.39713
MGDG(21:0_18:2)+H,825.64503,516.32949,498.31893,562.40769,544.39713
MGDG(21:0_18:3)+H,823.62937,514.31383,496.30327,562.40767,544.39711
MGDG(21:0_18:4)+H,821.61372,512.29818,494.28762,562.40766,544.3971
MGDG(21:0_19:0)+H,843.69197,534.37643,516.36587,562.40771,544.39715
MGDG(21:0_20:0)+H,857.70767,548.39213,530.38157,562.40777,544.39721
MGDG(21:0_20:1)+H,855.69197,546.37643,528.36587,562.40771,544.39715
MGDG(21:0_20:2)+H,853.67634,544.3608,526.35024,562.40772,544.39716
MGDG(21:0_20:3)+H,851.66067,542.34513,524.33457,562.40769,544.39713
MGDG(21:0_20:4)+H,849.64503,540.32949,522.31893,562.40769,544.39713
MGDG(21:0_20:5)+H,847.62937,538.31383,520.30327,562.40767,544.39711
MGDG(21:0_21:0)+H,871.72327,562.40773,544.39717,562.40773,544.39717
MGDG(21:0_22:0)+H,885.73887,576.42333,558.41277,562.40769,544.39713
MGDG(21:0_22:1)+H,883.72327,574.40773,556.39717,562.40773,544.39717
MGDG(21:0_22:2)+H,881.70767,572.39213,554.38157,562.40777,544.39721
MGDG(21:0_22:4)+H,877.67634,568.3608,550.35024,562.40772,544.39716
MGDG(21:0_22:5)+H,875.66067,566.34513,548.33457,562.40769,544.39713
MGDG(21:0_22:6)+H,873.64503,564.32949,546.31893,562.40769,544.39713
MGDG(21:0_23:0)+H,899.75457,590.43903,572.42847,562.40775,544.39719
MGDG(21:0_24:0)+H,913.77021,604.45467,586.44411,562.40775,544.39719
MGDG(21:0_24:1)+H,911.75457,602.43903,584.42847,562.40775,544.39719
MGDG(21:0_24:4)+H,905.70767,596.39213,578.38157,562.40777,544.39721
MGDG(21:0_25:0)+H,927.78587,618.47033,600.45977,562.40777,544.39721
MGDG(21:0_26:0)+H,941.80152,632.48598,614.47542,562.40778,544.39722
MGDG(21:0_26:1)+H,939.78587,630.47033,612.45977,562.40777,544.39721
MGDG(21:0_26:2)+H,937.77021,628.45467,610.44411,562.40775,544.39719
MGDG(22:0_2:0)+H,619.44157,296.11039,278.09983,576.42319,558.41263
MGDG(22:0_3:0)+H,633.45722,310.12604,292.11548,576.4232,558.41264
MGDG(22:0_4:0)+H,647.47287,324.14169,306.13113,576.42321,558.41265
MGDG(22:0_5:0)+H,661.48853,338.15735,320.14679,576.42323,558.41267
MGDG(22:0_6:0)+H,675.50417,352.17299,334.16243,576.42323,558.41267
MGDG(22:0_7:0)+H,689.51987,366.18869,348.17813,576.42329,558.41273
MGDG(22:0_8:0)+H,703.53547,380.20429,362.19373,576.42325,558.41269
MGDG(22:0_9:0)+H,717.55107,394.21989,376.20933,576.42321,558.41265
MGDG(22:0_10:0)+H,731.56677,408.23559,390.22503,576.42327,558.41271
MGDG(22:0_11:0)+H,745.5824,422.25122,404.24066,576.42326,558.4127
MGDG(22:0_12:0)+H,759.59807,436.26689,418.25633,576.42329,558.41273
MGDG(22:0_13:0)+H,773.61372,450.28254,432.27198,576.4233,558.41274
MGDG(22:0_14:0)+H,787.62937,464.29819,446.28763,576.42331,558.41275
MGDG(22:0_14:1)+H,785.61372,462.28254,444.27198,576.4233,558.41274
MGDG(22:0_15:0)+H,801.64503,478.31385,460.30329,576.42333,558.41277
MGDG(22:0_15:1)+H,799.62937,476.29819,458.28763,576.42331,558.41275
MGDG(22:0_16:0)+H,815.66067,492.32949,474.31893,576.42333,558.41277
MGDG(22:0_16:1)+H,813.64503,490.31385,472.30329,576.42333,558.41277
MGDG(22:0_17:0)+H,829.67634,506.34516,488.3346,576.42336,558.4128
MGDG(22:0_17:1)+H,827.66067,504.32949,486.31893,576.42333,558.41277
MGDG(22:0_17:2)+H,825.64503,502.31385,484.30329,576.42333,558.41277
MGDG(22:0_18:0)+H,843.69197,520.36079,502.35023,576.42335,558.41279
MGDG(22:0_18:1)+H,841.67634,518.34516,500.3346,576.42336,558.4128
MGDG(22:0_18:2)+H,839.66067,516.32949,498.31893,576.42333,558.41277
MGDG(22:0_18:3)+H,837.64503,514.31385,496.30329,576.42333,558.41277
MGDG(22:0_18:4)+H,835.62937,512.29819,494.28763,576.42331,558.41275
MGDG(22:0_19:0)+H,857.70767,534.37649,516.36593,576.42341,558.41285
MGDG(22:0_20:0)+H,871.72327,548.39209,530.38153,576.42337,558.41281
MGDG(22:0_20:1)+H,869.70767,546.37649,528.36593,576.42341,558.41285
MGDG(22:0_20:2)+H,867.69197,544.36079,526.35023,576.42335,558.41279
MGDG(22:0_20:3)+H,865.67634,542.34516,524.3346,576.42336,558.4128
MGDG(22:0_20:4)+H,863.66067,540.32949,522.31893,576.42333,558.41277
MGDG(22:0_20:5)+H,861.64503,538.31385,520.30329,576.42333,558.41277
MGDG(22:0_21:0)+H,885.73887,562.40769,544.39713,576.42333,558.41277
MGDG(22:0_22:0)+H,899.75457,576.42339,558.41283,576.42339,558.41283
MGDG(22:0_22:1)+H,897.73887,574.40769,556.39713,576.42333,558.41277
MGDG(22:0_22:2)+H,895.72327,572.39209,554.38153,576.42337,558.41281
MGDG(22:0_22:4)+H,891.69197,568.36079,550.35023,576.42335,558.41279
MGDG(22:0_22:5)+H,889.67634,566.34516,548.3346,576.42336,558.4128
MGDG(22:0_22:6)+H,887.66067,564.32949,546.31893,576.42333,558.41277
MGDG(22:0_23:0)+H,913.77021,590.43903,572.42847,576.42339,558.41283
MGDG(22:0_24:0)+H,927.78587,604.45469,586.44413,576.42341,558.41285
MGDG(22:0_24:1)+H,925.77021,602.43903,584.42847,576.42339,558.41283
MGDG(22:0_24:4)+H,919.72327,596.39209,578.38153,576.42337,558.41281
MGDG(22:0_25:0)+H,941.80152,618.47034,600.45978,576.42342,558.41286
MGDG(22:0_26:0)+H,955.81717,632.48599,614.47543,576.42343,558.41287
MGDG(22:0_26:1)+H,953.80152,630.47034,612.45978,576.42342,558.41286
MGDG(22:0_26:2)+H,951.78587,628.45469,610.44413,576.42341,558.41285
MGDG(22:1_2:0)+H,617.42591,296.11037,278.09981,574.40753,556.39697
MGDG(22:1_3:0)+H,631.44157,310.12603,292.11547,574.40755,556.39699
MGDG(22:1_4:0)+H,645.45722,324.14168,306.13112,574.40756,556.397
MGDG(22:1_5:0)+H,659.47287,338.15733,320.14677,574.40757,556.39701
MGDG(22:1_6:0)+H,673.48853,352.17299,334.16243,574.40759,556.39703
MGDG(22:1_7:0)+H,687.50417,366.18863,348.17807,574.40759,556.39703
MGDG(22:1_8:0)+H,701.51987,380.20433,362.19377,574.40765,556.39709
MGDG(22:1_9:0)+H,715.53547,394.21993,376.20937,574.40761,556.39705
MGDG(22:1_10:0)+H,729.55107,408.23553,390.22497,574.40757,556.39701
MGDG(22:1_11:0)+H,743.56677,422.25123,404.24067,574.40763,556.39707
MGDG(22:1_12:0)+H,757.5824,436.26686,418.2563,574.40762,556.39706
MGDG(22:1_13:0)+H,771.59807,450.28253,432.27197,574.40765,556.39709
MGDG(22:1_14:0)+H,785.61372,464.29818,446.28762,574.40766,556.3971
MGDG(22:1_14:1)+H,783.59807,462.28253,444.27197,574.40765,556.39709
MGDG(22:1_15:0)+H,799.62937,478.31383,460.30327,574.40767,556.39711
MGDG(22:1_15:1)+H,797.61372,476.29818,458.28762,574.40766,556.3971
MGDG(22:1_16:0)+H,813.64503,492.32949,474.31893,574.40769,556.39713
MGDG(22:1_16:1)+H,811.62937,490.31383,472.30327,574.40767,556.39711
MGDG(22:1_17:0)+H,827.66067,506.34513,488.33457,574.40769,556.39713
MGDG(22:1_17:1)+H,825.64503,504.32949,486.31893,574.40769,556.39713
MGDG(22:1_17:2)+H,823.62937,502.31383,484.30327,574.40767,556.39711
MGDG(22:1_18:0)+H,841.67634,520.3608,502.35024,574.40772,556.39716
MGDG(22:1_18:1)+H,839.66067,518.34513,500.33457,574.40769,556.39713
MGDG(22:1_18:2)+H,837.64503,516.32949,498.31893,574.40769,556.39713
MGDG(22:1_18:3)+H,835.62937,514.31383,496.30327,574.40767,556.39711
MGDG(22:1_18:4)+H,833.61372,512.29818,494.28762,574.40766,556.3971
MGDG(22:1_19:0)+H,855.69197,534.37643,516.36587,574.40771,556.39715
MGDG(22:1_20:0)+H,869.70767,548.39213,530.38157,574.40777,556.39721
MGDG(22:1_20:1)+H,867.69197,546.37643,528.36587,574.40771,556.39715
MGDG(22:1_20:2)+H,865.67634,544.3608,526.35024,574.40772,556.39716
MGDG(22:1_20:3)+H,863.66067,542.34513,524.33457,574.40769,556.39713
MGDG(22:1_20:4)+H,861.64503,540.32949,522.31893,574.40769,556.39713
MGDG(22:1_20:5)+H,859.62937,538.31383,520.30327,574.40767,556.39711
MGDG(22:1_21:0)+H,883.72327,562.40773,544.39717,574.40773,556.39717
MGDG(22:1_22:0)+H,897.73887,576.42333,558.41277,574.40769,556.39713
MGDG(22:1_22:1)+H,895.72327,574.40773,556.39717,574.40773,556.39717
MGDG(22:1_22:2)+H,893.70767,572.39213,554.38157,574.40777,556.39721
MGDG(22:1_22:4)+H,889.67634,568.3608,550.35024,574.40772,556.39716
MGDG(22:1_22:5)+H,887.66067,566.34513,548.33457,574.40769,556.39713
MGDG(22:1_22:6)+H,885.64503,564.32949,546.31893,574.40769,556.39713
MGDG(22:1_23:0)+H,911.75457,590.43903,572.42847,574.40775,556.39719
MGDG(22:1_24:0)+H,925.77021,604.45467,586.44411,574.40775,556.39719
MGDG(22:1_24:1)+H,923.75457,602.43903,584.42847,574.40775,556.39719
MGDG(22:1_24:4)+H,917.70767,596.39213,578.38157,574.40777,556.39721
MGDG(22:1_25:0)+H,939.78587,618.47033,600.45977,574.40777,556.39721
MGDG(22:1_26:0)+H,953.80152,632.48598,614.47542,574.40778,556.39722
MGDG(22:1_26:1)+H,951.78587,630.47033,612.45977,574.40777,556.39721
MGDG(22:1_26:2)+H,949.77021,628.45467,610.44411,574.40775,556.39719
MGDG(22:2_2:0)+H,615.41027,296.11037,278.09981,572.39189,554.38133
MGDG(22:2_3:0)+H,629.42591,310.12601,292.11545,572.39189,554.38133
MGDG(22:2_4:0)+H,643.44157,324.14167,306.13111,572.39191,554.38135
MGDG(22:2_5:0)+H,657.45722,338.15732,320.14676,572.39192,554.38136
MGDG(22:2_6:0)+H,671.47287,352.17297,334.16241,572.39193,554.38137
MGDG(22:2_7:0)+H,685.48853,366.18863,348.17807,572.39195,554.38139
MGDG(22:2_8:0)+H,699.50417,380.20427,362.19371,572.39195,554.38139
MGDG(22:2_9:0)+H,713.51987,394.21997,376.20941,572.39201,554.38145
MGDG(22:2_10:0)+H,727.53547,408.23557,390.22501,572.39197,554.38141
MGDG(22:2_11:0)+H,741.55107,422.25117,404.24061,572.39193,554.38137
MGDG(22:2_12:0)+H,755.56677,436.26687,418.25631,572.39199,554.38143
MGDG(22:2_13:0)+H,769.5824,450.2825,432.27194,572.39198,554.38142
MGDG(22:2_14:0)+H,783.59807,464.29817,446.28761,572.39201,554.38145
MGDG(22:2_14:1)+H,781.5824,462.2825,444.27194,572.39198,554.38142
MGDG(22:2_15:0)+H,797.61372,478.31382,460.30326,572.39202,554.38146
MGDG(22:2_15:1)+H,795.59807,476.29817,458.28761,572.39201,554.38145
MGDG(22:2_16:0)+H,811.62937,492.32947,474.31891,572.39203,554.38147
MGDG(22:2_16:1)+H,809.61372,490.31382,472.30326,572.39202,554.38146
MGDG(22:2_17:0)+H,825.64503,506.34513,488.33457,572.39205,554.38149
MGDG(22:2_17:1)+H,823.62937,504.32947,486.31891,572.39203,554.38147
MGDG(22:2_17:2)+H,821.61372,502.31382,484.30326,572.39202,554.38146
MGDG(22:2_18:0)+H,839.66067,520.36077,502.35021,572.39205,554.38149
MGDG(22:2_18:1)+H,837.64503,518.34513,500.33457,572.39205,554.38149
MGDG(22:2_18:2)+H,835.62937,516.32947,498.31891,572.39203,554.38147
MGDG(22:2_18:3)+H,833.61372,514.31382,496.30326,572.39202,554.38146
MGDG(22:2_18:4)+H,831.59807,512.29817,494.28761,572.39201,554.38145
MGDG(22:2_19:0)+H,853.67634,534.37644,516.36588,572.39208,554.38152
MGDG(22:2_20:0)+H,867.69197,548.39207,530.38151,572.39207,554.38151
MGDG(22:2_20:1)+H,865.67634,546.37644,528.36588,572.39208,554.38152
MGDG(22:2_20:2)+H,863.66067,544.36077,526.35021,572.39205,554.38149
MGDG(22:2_20:3)+H,861.64503,542.34513,524.33457,572.39205,554.38149
MGDG(22:2_20:4)+H,859.62937,540.32947,522.31891,572.39203,554.38147
MGDG(22:2_20:5)+H,857.61372,538.31382,520.30326,572.39202,554.38146
MGDG(22:2_21:0)+H,881.70767,562.40777,544.39721,572.39213,554.38157
MGDG(22:2_22:0)+H,895.72327,576.42337,558.41281,572.39209,554.38153
MGDG(22:2_22:1)+H,893.70767,574.40777,556.39721,572.39213,554.38157
MGDG(22:2_22:2)+H,891.69197,572.39207,554.38151,572.39207,554.38151
MGDG(22:2_22:4)+H,887.66067,568.36077,550.35021,572.39205,554.38149
MGDG(22:2_22:5)+H,885.64503,566.34513,548.33457,572.39205,554.38149
MGDG(22:2_22:6)+H,883.62937,564.32947,546.31891,572.39203,554.38147
MGDG(22:2_23:0)+H,909.73887,590.43897,572.42841,572.39205,554.38149
MGDG(22:2_24:0)+H,923.75457,604.45467,586.44411,572.39211,554.38155
MGDG(22:2_24:1)+H,921.73887,602.43897,584.42841,572.39205,554.38149
MGDG(22:2_24:4)+H,915.69197,596.39207,578.38151,572.39207,554.38151
MGDG(22:2_25:0)+H,937.77021,618.47031,600.45975,572.39211,554.38155
MGDG(22:2_26:0)+H,951.78587,632.48597,614.47541,572.39213,554.38157
MGDG(22:2_26:1)+H,949.77021,630.47031,612.45975,572.39211,554.38155
MGDG(22:2_26:2)+H,947.75457,628.45467,610.44411,572.39211,554.38155
MGDG(22:4_2:0)+H,611.37897,296.11035,278.09979,568.36059,550.35003
MGDG(22:4_3:0)+H,625.39457,310.12595,292.11539,568.36055,550.34999
MGDG(22:4_4:0)+H,639.41027,324.14165,306.13109,568.36061,550.35005
MGDG(22:4_5:0)+H,653.42591,338.15729,320.14673,568.36061,550.35005
MGDG(22:4_6:0)+H,667.44157,352.17295,334.16239,568.36063,550.35007
MGDG(22:4_7:0)+H,681.45722,366.1886,348.17804,568.36064,550.35008
MGDG(22:4_8:0)+H,695.47287,380.20425,362.19369,568.36065,550.35009
MGDG(22:4_9:0)+H,709.48853,394.21991,376.20935,568.36067,550.35011
MGDG(22:4_10:0)+H,723.50417,408.23555,390.22499,568.36067,550.35011
MGDG(22:4_11:0)+H,737.51987,422.25125,404.24069,568.36073,550.35017
MGDG(22:4_12:0)+H,751.53547,436.26685,418.25629,568.36069,550.35013
MGDG(22:4_13:0)+H,765.55107,450.28245,432.27189,568.36065,550.35009
MGDG(22:4_14:0)+H,779.56677,464.29815,446.28759,568.36071,550.35015
MGDG(22:4_14:1)+H,777.55107,462.28245,444.27189,568.36065,550.35009
MGDG(22:4_15:0)+H,793.5824,478.31378,460.30322,568.3607,550.35014
MGDG(22:4_15:1)+H,791.56677,476.29815,458.28759,568.36071,550.35015
MGDG(22:4_16:0)+H,807.59807,492.32945,474.31889,568.36073,550.35017
MGDG(22:4_16:1)+H,805.5824,490.31378,472.30322,568.3607,550.35014
MGDG(22:4_17:0)+H,821.61372,506.3451,488.33454,568.36074,550.35018
MGDG(22:4_17:1)+H,819.59807,504.32945,486.31889,568.36073,550.35017
MGDG(22:4_17:2)+H,817.5824,502.31378,484.30322,568.3607,550.35014
MGDG(22:4_18:0)+H,835.62937,520.36075,502.35019,568.36075,550.35019
MGDG(22:4_18:1)+H,833.61372,518.3451,500.33454,568.36074,550.35018
MGDG(22:4_18:2)+H,831.59807,516.32945,498.31889,568.36073,550.35017
MGDG(22:4_18:3)+H,829.5824,514.31378,496.30322,568.3607,550.35014
MGDG(22:4_18:4)+H,827.56677,512.29815,494.28759,568.36071,550.35015
MGDG(22:4_19:0)+H,849.64503,534.37641,516.36585,568.36077,550.35021
MGDG(22:4_20:0)+H,863.66067,548.39205,530.38149,568.36077,550.35021
MGDG(22:4_20:1)+H,861.64503,546.37641,528.36585,568.36077,550.35021
MGDG(22:4_20:2)+H,859.62937,544.36075,526.35019,568.36075,550.35019
MGDG(22:4_20:3)+H,857.61372,542.3451,524.33454,568.36074,550.35018
MGDG(22:4_20:4)+H,855.59807,540.32945,522.31889,568.36073,550.35017
MGDG(22:4_20:5)+H,853.5824,538.31378,520.30322,568.3607,550.35014
MGDG(22:4_21:0)+H,877.67634,562.40772,544.39716,568.3608,550.35024
MGDG(22:4_22:0)+H,891.69197,576.42335,558.41279,568.36079,550.35023
MGDG(22:4_22:1)+H,889.67634,574.40772,556.39716,568.3608,550.35024
MGDG(22:4_22:2)+H,887.66067,572.39205,554.38149,568.36077,550.35021
MGDG(22:4_22:4)+H,883.62937,568.36075,550.35019,568.36075,550.35019
MGDG(22:4_22:5)+H,881.61372,566.3451,548.33454,568.36074,550.35018
MGDG(22:4_22:6)+H,879.59807,564.32945,546.31889,568.36073,550.35017
MGDG(22:4_23:0)+H,905.70767,590.43905,572.42849,568.36085,550.35029
MGDG(22:4_24:0)+H,919.72327,604.45465,586.44409,568.36081,550.35025
MGDG(22:4_24:1)+H,917.70767,602.43905,584.42849,568.36085,550.35029
MGDG(22:4_24:4)+H,911.66067,596.39205,578.38149,568.36077,550.35021
MGDG(22:4_25:0)+H,933.73887,618.47025,600.45969,568.36077,550.35021
MGDG(22:4_26:0)+H,947.75457,632.48595,614.47539,568.36083,550.35027
MGDG(22:4_26:1)+H,945.73887,630.47025,612.45969,568.36077,550.35021
MGDG(22:4_26:2)+H,943.72327,628.45465,610.44409,568.36081,550.35025
MGDG(22:5_2:0)+H,609.36327,296.11029,278.09973,566.34489,548.33433
MGDG(22:5_3:0)+H,623.37897,310.12599,292.11543,566.34495,548.33439
MGDG(22:5_4:0)+H,637.39457,324.14159,306.13103,566.34491,548.33435
MGDG(22:5_5:0)+H,651.41027,338.15729,320.14673,566.34497,548.33441
MGDG(22:5_6:0)+H,665.42591,352.17293,334.16237,566.34497,548.33441
MGDG(22:5_7:0)+H,679.44157,366.18859,348.17803,566.34499,548.33443
MGDG(22:5_8:0)+H,693.45722,380.20424,362.19368,566.345,548.33444
MGDG(22:5_9:0)+H,707.47287,394.21989,376.20933,566.34501,548.33445
MGDG(22:5_10:0)+H,721.48853,408.23555,390.22499,566.34503,548.33447
MGDG(22:5_11:0)+H,735.50417,422.25119,404.24063,566.34503,548.33447
MGDG(22:5_12:0)+H,749.51987,436.26689,418.25633,566.34509,548.33453
MGDG(22:5_13:0)+H,763.53547,450.28249,432.27193,566.34505,548.33449
MGDG(22:5_14:0)+H,777.55107,464.29809,446.28753,566.34501,548.33445
MGDG(22:5_14:1)+H,775.53547,462.28249,444.27193,566.34505,548.33449
MGDG(22:5_15:0)+H,791.56677,478.31379,460.30323,566.34507,548.33451
MGDG(22:5_15:1)+H,789.55107,476.29809,458.28753,566.34501,548.33445
MGDG(22:5_16:0)+H,805.5824,492.32942,474.31886,566.34506,548.3345
MGDG(22:5_16:1)+H,803.56677,490.31379,472.30323,566.34507,548.33451
MGDG(22:5_17:0)+H,819.59807,506.34509,488.33453,566.34509,548.33453
MGDG(22:5_17:1)+H,817.5824,504.32942,486.31886,566.34506,548.3345
MGDG(22:5_17:2)+H,815.56677,502.31379,484.30323,566.34507,548.33451
MGDG(22:5_18:0)+H,833.61372,520.36074,502.35018,566.3451,548.33454
MGDG(22:5_18:1)+H,831.59807,518.34509,500.33453,566.34509,548.33453
MGDG(22:5_18:2)+H,829.5824,516.32942,498.31886,566.34506,548.3345
MGDG(22:5_18:3)+H,827.56677,514.31379,496.30323,566.34507,548.33451
MGDG(22:5_18:4)+H,825.55107,512.29809,494.28753,566.34501,548.33445
MGDG(22:5_19:0)+H,847.62937,534.37639,516.36583,566.34511,548.33455
MGDG(22:5_20:0)+H,861.64503,548.39205,530.38149,566.34513,548.33457
