MGDG,[M+H]+,SN1_acyl_loss,SN1-H2O,SN2_acyl_loss,SN2-H2O
MGDG(2:0_2:0)+H,339.12857,296.11019,278.09963,296.11019,278.09963
MGDG(2:0_3:0)+H,353.1442,310.12582,292.11526,296.11018,278.09962
MGDG(2:0_4:0)+H,367.15987,324.14149,306.13093,296.11021,278.09965
MGDG(2:0_5:0)+H,381.17551,338.15713,320.14657,296.11021,278.09965
MGDG(2:0_6:0)+H,395.19117,352.17279,334.16223,296.11023,278.09967
MGDG(2:0_7:0)+H,409.20682,366.18844,348.17788,296.11024,278.09968
MGDG(2:0_8:0)+H,423.22247,380.20409,362.19353,296.11025,278.09969
MGDG(2:0_9:0)+H,437.2381,394.21972,376.20916,296.11024,278.09968
MGDG(2:0_10:0)+H,451.25377,408.23539,390.22483,296.11027,278.09971
MGDG(2:0_11:0)+H,465.26942,422.25104,404.24048,296.11028,278.09972
MGDG(2:0_12:0)+H,479.28507,436.26669,418.25613,296.11029,278.09973
MGDG(2:0_13:0)+H,493.30073,450.28235,432.27179,296.11031,278.09975
MGDG(2:0_14:0)+H,507.31637,464.29799,446.28743,296.11031,278.09975
MGDG(2:0_14:1)+H,505.30073,462.28235,444.27179,296.11031,278.09975
MGDG(2:0_15:0)+H,521.33204,478.31366,460.3031,296.11034,278.09978
MGDG(2:0_15:1)+H,519.31637,476.29799,458.28743,296.11031,278.09975
MGDG(2:0_16:0)+H,535.34767,492.32929,474.31873,296.11033,278.09977
MGDG(2:0_16:1)+H,533.33204,490.31366,472.3031,296.11034,278.09978
MGDG(2:0_17:0)+H,549.36327,506.34489,488.33433,296.11029,278.09973
MGDG(2:0_17:1)+H,547.34767,504.32929,486.31873,296.11033,278.09977
MGDG(2:0_17:2)+H,545.33204,502.31366,484.3031,296.11034,278.09978
MGDG(2:0_18:0)+H,563.37897,520.36059,502.35003,296.11035,278.09979
MGDG(2:0_18:1)+H,561.36327,518.34489,500.33433,296.11029,278.09973
MGDG(2:0_18:2)+H,559.34767,516.32929,498.31873,296.11033,278.09977
MGDG(2:0_18:3)+H,557.33204,514.31366,496.3031,296.11034,278.09978
MGDG(2:0_18:4)+H,555.31637,512.29799,494.28743,296.11031,278.09975
MGDG(2:0_19:0)+H,577.39457,534.37619,516.36563,296.11031,278.09975
MGDG(2:0_20:0)+H,591.41027,548.39189,530.38133,296.11037,278.09981
MGDG(2:0_20:1)+H,589.39457,546.37619,528.36563,296.11031,278.09975
MGDG(2:0_20:2)+H,587.37897,544.36059,526.35003,296.11035,278.09979
MGDG(2:0_20:3)+H,585.36327,542.34489,524.33433,296.11029,278.09973
MGDG(2:0_20:4)+H,583.34767,540.32929,522.31873,296.11033,278.09977
MGDG(2:0_20:5)+H,581.33204,538.31366,520.3031,296.11034,278.09978
MGDG(2:0_21:0)+H,605.42591,562.40753,544.39697,296.11037,278.09981
MGDG(2:0_22:0)+H,619.44157,576.42319,558.41263,296.11039,278.09983
MGDG(2:0_22:1)+H,617.42591,574.40753,556.39697,296.11037,278.09981
MGDG(2:0_22:2)+H,615.41027,572.39189,554.38133,296.11037,278.09981
MGDG(2:0_22:4)+H,611.37897,568.36059,550.35003,296.11035,278.09979
MGDG(2:0_22:5)+H,609.36327,566.34489,548.33433,296.11029,278.09973
MGDG(2:0_22:6)+H,607.34767,564.32929,546.31873,296.11033,278.09977
MGDG(2:0_23:0)+H,633.45722,590.43884,572.42828,296.1104,278.09984
MGDG(2:0_24:0)+H,647.47287,604.45449,586.44393,296.11041,278.09985
MGDG(2:0_24:1)+H,645.45722,602.43884,584.42828,296.1104,278.09984
MGDG(2:0_24:4)+H,639.41027,596.39189,578.38133,296.11037,278.09981
MGDG(2:0_25:0)+H,661.48853,618.47015,600.45959,296.11043,278.09987
MGDG(2:0_26:0)+H,675.50417,632.48579,614.47523,296.11043,278.09987
MGDG(2:0_26:1)+H,673.48853,630.47015,612.45959,296.11043,278.09987
MGDG(2:0_26:2)+H,671.47287,628.45449,610.44393,296.11041,278.09985
MGDG(3:0_2:0)+H,353.1442,296.11018,278.09962,310.12582,292.11526
MGDG(3:0_3:0)+H,367.15987,310.12585,292.11529,310.12585,292.11529
MGDG(3:0_4:0)+H,381.17551,324.14149,306.13093,310.12585,292.11529
MGDG(3:0_5:0)+H,395.19117,338.15715,320.14659,310.12587,292.11531
MGDG(3:0_6:0)+H,409.20682,352.1728,334.16224,310.12588,292.11532
MGDG(3:0_7:0)+H,423.22247,366.18845,348.17789,310.12589,292.11533
MGDG(3:0_8:0)+H,437.2381,380.20408,362.19352,310.12588,292.11532
MGDG(3:0_9:0)+H,451.25377,394.21975,376.20919,310.12591,292.11535
MGDG(3:0_10:0)+H,465.26942,408.2354,390.22484,310.12592,292.11536
MGDG(3:0_11:0)+H,479.28507,422.25105,404.24049,310.12593,292.11537
MGDG(3:0_12:0)+H,493.30073,436.26671,418.25615,310.12595,292.11539
MGDG(3:0_13:0)+H,507.31637,450.28235,432.27179,310.12595,292.11539
MGDG(3:0_14:0)+H,521.33204,464.29802,446.28746,310.12598,292.11542
MGDG(3:0_14:1)+H,519.31637,462.28235,444.27179,310.12595,292.11539
MGDG(3:0_15:0)+H,535.34767,478.31365,460.30309,310.12597,292.11541
MGDG(3:0_15:1)+H,533.33204,476.29802,458.28746,310.12598,292.11542
MGDG(3:0_16:0)+H,549.36327,492.32925,474.31869,310.12593,292.11537
MGDG(3:0_16:1)+H,547.34767,490.31365,472.30309,310.12597,292.11541
MGDG(3:0_17:0)+H,563.37897,506.34495,488.33439,310.12599,292.11543
MGDG(3:0_17:1)+H,561.36327,504.32925,486.31869,310.12593,292.11537
MGDG(3:0_17:2)+H,559.34767,502.31365,484.30309,310.12597,292.11541
MGDG(3:0_18:0)+H,577.39457,520.36055,502.34999,310.12595,292.11539
MGDG(3:0_18:1)+H,575.37897,518.34495,500.33439,310.12599,292.11543
MGDG(3:0_18:2)+H,573.36327,516.32925,498.31869,310.12593,292.11537
MGDG(3:0_18:3)+H,571.34767,514.31365,496.30309,310.12597,292.11541
MGDG(3:0_18:4)+H,569.33204,512.29802,494.28746,310.12598,292.11542
MGDG(3:0_19:0)+H,591.41027,534.37625,516.36569,310.12601,292.11545
MGDG(3:0_20:0)+H,605.42591,548.39189,530.38133,310.12601,292.11545
MGDG(3:0_20:1)+H,603.41027,546.37625,528.36569,310.12601,292.11545
MGDG(3:0_20:2)+H,601.39457,544.36055,526.34999,310.12595,292.11539
MGDG(3:0_20:3)+H,599.37897,542.34495,524.33439,310.12599,292.11543
MGDG(3:0_20:4)+H,597.36327,540.32925,522.31869,310.12593,292.11537
MGDG(3:0_20:5)+H,595.34767,538.31365,520.30309,310.12597,292.11541
MGDG(3:0_21:0)+H,619.44157,562.40755,544.39699,310.12603,292.11547
MGDG(3:0_22:0)+H,633.45722,576.4232,558.41264,310.12604,292.11548
MGDG(3:0_22:1)+H,631.44157,574.40755,556.39699,310.12603,292.11547
MGDG(3:0_22:2)+H,629.42591,572.39189,554.38133,310.12601,292.11545
MGDG(3:0_22:4)+H,625.39457,568.36055,550.34999,310.12595,292.11539
MGDG(3:0_22:5)+H,623.37897,566.34495,548.33439,310.12599,292.11543
MGDG(3:0_22:6)+H,621.36327,564.32925,546.31869,310.12593,292.11537
MGDG(3:0_23:0)+H,647.47287,590.43885,572.42829,310.12605,292.11549
MGDG(3:0_24:0)+H,661.48853,604.45451,586.44395,310.12607,292.11551
MGDG(3:0_24:1)+H,659.47287,602.43885,584.42829,310.12605,292.11549
MGDG(3:0_24:4)+H,653.42591,596.39189,578.38133,310.12601,292.11545
MGDG(3:0_25:0)+H,675.50417,618.47015,600.45959,310.12607,292.11551
MGDG(3:0_26:0)+H,689.51987,632.48585,614.47529,310.12613,292.11557
MGDG(3:0_26:1)+H,687.50417,630.47015,612.45959,310.12607,292.11551
MGDG(3:0_26:2)+H,685.48853,628.45451,610.44395,310.12607,292.11551
MGDG(4:0_2:0)+H,367.15987,296.11021,278.09965,324.14149,306.13093
MGDG(4:0_3:0)+H,381.17551,310.12585,292.11529,324.14149,306.13093
MGDG(4:0_4:0)+H,395.19117,324.14151,306.13095,324.14151,306.13095
MGDG(4:0_5:0)+H,409.20682,338.15716,320.1466,324.14152,306.13096
MGDG(4:0_6:0)+H,423.22247,352.17281,334.16225,324.14153,306.13097
MGDG(4:0_7:0)+H,437.2381,366.18844,348.17788,324.14152,306.13096
MGDG(4:0_8:0)+H,451.25377,380.20411,362.19355,324.14155,306.13099
MGDG(4:0_9:0)+H,465.26942,394.21976,376.2092,324.14156,306.131
MGDG(4:0_10:0)+H,479.28507,408.23541,390.22485,324.14157,306.13101
MGDG(4:0_11:0)+H,493.30073,422.25107,404.24051,324.14159,306.13103
MGDG(4:0_12:0)+H,507.31637,436.26671,418.25615,324.14159,306.13103
MGDG(4:0_13:0)+H,521.33204,450.28238,432.27182,324.14162,306.13106
MGDG(4:0_14:0)+H,535.34767,464.29801,446.28745,324.14161,306.13105
MGDG(4:0_14:1)+H,533.33204,462.28238,444.27182,324.14162,306.13106
MGDG(4:0_15:0)+H,549.36327,478.31361,460.30305,324.14157,306.13101
MGDG(4:0_15:1)+H,547.34767,476.29801,458.28745,324.14161,306.13105
MGDG(4:0_16:0)+H,563.37897,492.32931,474.31875,324.14163,306.13107
MGDG(4:0_16:1)+H,561.36327,490.31361,472.30305,324.14157,306.13101
MGDG(4:0_17:0)+H,577.39457,506.34491,488.33435,324.14159,306.13103
MGDG(4:0_17:1)+H,575.37897,504.32931,486.31875,324.14163,306.13107
MGDG(4:0_17:2)+H,573.36327,502.31361,484.30305,324.14157,306.13101
MGDG(4:0_18:0)+H,591.41027,520.36061,502.35005,324.14165,306.13109
MGDG(4:0_18:1)+H,589.39457,518.34491,500.33435,324.14159,306.13103
MGDG(4:0_18:2)+H,587.37897,516.32931,498.31875,324.14163,306.13107
MGDG(4:0_18:3)+H,585.36327,514.31361,496.30305,324.14157,306.13101
MGDG(4:0_18:4)+H,583.34767,512.29801,494.28745,324.14161,306.13105
MGDG(4:0_19:0)+H,605.42591,534.37625,516.36569,324.14165,306.13109
MGDG(4:0_20:0)+H,619.44157,548.39191,530.38135,324.14167,306.13111
MGDG(4:0_20:1)+H,617.42591,546.37625,528.36569,324.14165,306.13109
MGDG(4:0_20:2)+H,615.41027,544.36061,526.35005,324.14165,306.13109
MGDG(4:0_20:3)+H,613.39457,542.34491,524.33435,324.14159,306.13103
MGDG(4:0_20:4)+H,611.37897,540.32931,522.31875,324.14163,306.13107
MGDG(4:0_20:5)+H,609.36327,538.31361,520.30305,324.14157,306.13101
MGDG(4:0_21:0)+H,633.45722,562.40756,544.397,324.14168,306.13112
MGDG(4:0_22:0)+H,647.47287,576.42321,558.41265,324.14169,306.13113
MGDG(4:0_22:1)+H,645.45722,574.40756,556.397,324.14168,306.13112
MGDG(4:0_22:2)+H,643.44157,572.39191,554.38135,324.14167,306.13111
MGDG(4:0_22:4)+H,639.41027,568.36061,550.35005,324.14165,306.13109
MGDG(4:0_22:5)+H,637.39457,566.34491,548.33435,324.14159,306.13103
MGDG(4:0_22:6)+H,635.37897,564.32931,546.31875,324.14163,306.13107
MGDG(4:0_23:0)+H,661.48853,590.43887,572.42831,324.14171,306.13115
MGDG(4:0_24:0)+H,675.50417,604.45451,586.44395,324.14171,306.13115
MGDG(4:0_24:1)+H,673.48853,602.43887,584.42831,324.14171,306.13115
MGDG(4:0_24:4)+H,667.44157,596.39191,578.38135,324.14167,306.13111
MGDG(4:0_25:0)+H,689.51987,618.47021,600.45965,324.14177,306.13121
MGDG(4:0_26:0)+H,703.53547,632.48581,614.47525,324.14173,306.13117
MGDG(4:0_26:1)+H,701.51987,630.47021,612.45965,324.14177,306.13121
MGDG(4:0_26:2)+H,699.50417,628.45451,610.44395,324.14171,306.13115
MGDG(5:0_2:0)+H,381.17551,296.11021,278.09965,338.15713,320.14657
MGDG(5:0_3:0)+H,395.19117,310.12587,292.11531,338.15715,320.14659
MGDG(5:0_4:0)+H,409.20682,324.14152,306.13096,338.15716,320.1466
MGDG(5:0_5:0)+H,423.22247,338.15717,320.14661,338.15717,320.14661
MGDG(5:0_6:0)+H,437.2381,352.1728,334.16224,338.15716,320.1466
MGDG(5:0_7:0)+H,451.25377,366.18847,348.17791,338.15719,320.14663
MGDG(5:0_8:0)+H,465.26942,380.20412,362.19356,338.1572,320.14664
MGDG(5:0_9:0)+H,479.28507,394.21977,376.20921,338.15721,320.14665
MGDG(5:0_10:0)+H,493.30073,408.23543,390.22487,338.15723,320.14667
MGDG(5:0_11:0)+H,507.31637,422.25107,404.24051,338.15723,320.14667
MGDG(5:0_12:0)+H,521.33204,436.26674,418.25618,338.15726,320.1467
MGDG(5:0_13:0)+H,535.34767,450.28237,432.27181,338.15725,320.14669
MGDG(5:0_14:0)+H,549.36327,464.29797,446.28741,338.15721,320.14665
MGDG(5:0_14:1)+H,547.34767,462.28237,444.27181,338.15725,320.14669
MGDG(5:0_15:0)+H,563.37897,478.31367,460.30311,338.15727,320.14671
MGDG(5:0_15:1)+H,561.36327,476.29797,458.28741,338.15721,320.14665
MGDG(5:0_16:0)+H,577.39457,492.32927,474.31871,338.15723,320.14667
MGDG(5:0_16:1)+H,575.37897,490.31367,472.30311,338.15727,320.14671
MGDG(5:0_17:0)+H,591.41027,506.34497,488.33441,338.15729,320.14673
MGDG(5:0_17:1)+H,589.39457,504.32927,486.31871,338.15723,320.14667
MGDG(5:0_17:2)+H,587.37897,502.31367,484.30311,338.15727,320.14671
MGDG(5:0_18:0)+H,605.42591,520.36061,502.35005,338.15729,320.14673
MGDG(5:0_18:1)+H,603.41027,518.34497,500.33441,338.15729,320.14673
MGDG(5:0_18:2)+H,601.39457,516.32927,498.31871,338.15723,320.14667
MGDG(5:0_18:3)+H,599.37897,514.31367,496.30311,338.15727,320.14671
MGDG(5:0_18:4)+H,597.36327,512.29797,494.28741,338.15721,320.14665
MGDG(5:0_19:0)+H,619.44157,534.37627,516.36571,338.15731,320.14675
MGDG(5:0_20:0)+H,633.45722,548.39192,530.38136,338.15732,320.14676
MGDG(5:0_20:1)+H,631.44157,546.37627,528.36571,338.15731,320.14675
MGDG(5:0_20:2)+H,629.42591,544.36061,526.35005,338.15729,320.14673
MGDG(5:0_20:3)+H,627.41027,542.34497,524.33441,338.15729,320.14673
MGDG(5:0_20:4)+H,625.39457,540.32927,522.31871,338.15723,320.14667
MGDG(5:0_20:5)+H,623.37897,538.31367,520.30311,338.15727,320.14671
MGDG(5:0_21:0)+H,647.47287,562.40757,544.39701,338.15733,320.14677
MGDG(5:0_22:0)+H,661.48853,576.42323,558.41267,338.15735,320.14679
MGDG(5:0_22:1)+H,659.47287,574.40757,556.39701,338.15733,320.14677
MGDG(5:0_22:2)+H,657.45722,572.39192,554.38136,338.15732,320.14676
MGDG(5:0_22:4)+H,653.42591,568.36061,550.35005,338.15729,320.14673
MGDG(5:0_22:5)+H,651.41027,566.34497,548.33441,338.15729,320.14673
MGDG(5:0_22:6)+H,649.39457,564.32927,546.31871,338.15723,320.14667
MGDG(5:0_23:0)+H,675.50417,590.43887,572.42831,338.15735,320.14679
MGDG(5:0_24:0)+H,689.51987,604.45457,586.44401,338.15741,320.14685
MGDG(5:0_24:1)+H,687.50417,602.43887,584.42831,338.15735,320.14679
MGDG(5:0_24:4)+H,681.45722,596.39192,578.38136,338.15732,320.14676
MGDG(5:0_25:0)+H,703.53547,618.47017,600.45961,338.15737,320.14681
MGDG(5:0_26:0)+H,717.55107,632.48577,614.47521,338.15733,320.14677
MGDG(5:0_26:1)+H,715.53547,630.47017,612.45961,338.15737,320.14681
MGDG(5:0_26:2)+H,713.51987,628.45457,610.44401,338.15741,320.14685
MGDG(6:0_2:0)+H,395.19117,296.11023,278.09967,352.17279,334.16223
MGDG(6:0_3:0)+H,409.20682,310.12588,292.11532,352.1728,334.16224
MGDG(6:0_4:0)+H,423.22247,324.14153,306.13097,352.17281,334.16225
MGDG(6:0_5:0)+H,437.2381,338.15716,320.1466,352.1728,334.16224
MGDG(6:0_6:0)+H,451.25377,352.17283,334.16227,352.17283,334.16227
MGDG(6:0_7:0)+H,465.26942,366.18848,348.17792,352.17284,334.16228
MGDG(6:0_8:0)+H,479.28507,380.20413,362.19357,352.17285,334.16229
MGDG(6:0_9:0)+H,493.30073,394.21979,376.20923,352.17287,334.16231
MGDG(6:0_10:0)+H,507.31637,408.23543,390.22487,352.17287,334.16231
MGDG(6:0_11:0)+H,521.33204,422.2511,404.24054,352.1729,334.16234
MGDG(6:0_12:0)+H,535.34767,436.26673,418.25617,352.17289,334.16233
MGDG(6:0_13:0)+H,549.36327,450.28233,432.27177,352.17285,334.16229
MGDG(6:0_14:0)+H,563.37897,464.29803,446.28747,352.17291,334.16235
MGDG(6:0_14:1)+H,561.36327,462.28233,444.27177,352.17285,334.16229
MGDG(6:0_15:0)+H,577.39457,478.31363,460.30307,352.17287,334.16231
MGDG(6:0_15:1)+H,575.37897,476.29803,458.28747,352.17291,334.16235
MGDG(6:0_16:0)+H,591.41027,492.32933,474.31877,352.17293,334.16237
MGDG(6:0_16:1)+H,589.39457,490.31363,472.30307,352.17287,334.16231
MGDG(6:0_17:0)+H,605.42591,506.34497,488.33441,352.17293,334.16237
MGDG(6:0_17:1)+H,603.41027,504.32933,486.31877,352.17293,334.16237
MGDG(6:0_17:2)+H,601.39457,502.31363,484.30307,352.17287,334.16231
MGDG(6:0_18:0)+H,619.44157,520.36063,502.35007,352.17295,334.16239
MGDG(6:0_18:1)+H,617.42591,518.34497,500.33441,352.17293,334.16237
MGDG(6:0_18:2)+H,615.41027,516.32933,498.31877,352.17293,334.16237
MGDG(6:0_18:3)+H,613.39457,514.31363,496.30307,352.17287,334.16231
MGDG(6:0_18:4)+H,611.37897,512.29803,494.28747,352.17291,334.16235
MGDG(6:0_19:0)+H,633.45722,534.37628,516.36572,352.17296,334.1624
MGDG(6:0_20:0)+H,647.47287,548.39193,530.38137,352.17297,334.16241
MGDG(6:0_20:1)+H,645.45722,546.37628,528.36572,352.17296,334.1624
MGDG(6:0_20:2)+H,643.44157,544.36063,526.35007,352.17295,334.16239
MGDG(6:0_20:3)+H,641.42591,542.34497,524.33441,352.17293,334.16237
MGDG(6:0_20:4)+H,639.41027,540.32933,522.31877,352.17293,334.16237
MGDG(6:0_20:5)+H,637.39457,538.31363,520.30307,352.17287,334.16231
MGDG(6:0_21:0)+H,661.48853,562.40759,544.39703,352.17299,334.16243
MGDG(6:0_22:0)+H,675.50417,576.42323,558.41267,352.17299,334.16243
MGDG(6:0_22:1)+H,673.48853,574.40759,556.39703,352.17299,334.16243
MGDG(6:0_22:2)+H,671.47287,572.39193,554.38137,352.17297,334.16241
MGDG(6:0_22:4)+H,667.44157,568.36063,550.35007,352.17295,334.16239
MGDG(6:0_22:5)+H,665.42591,566.34497,548.33441,352.17293,334.16237
MGDG(6:0_22:6)+H,663.41027,564.32933,546.31877,352.17293,334.16237
MGDG(6:0_23:0)+H,689.51987,590.43893,572.42837,352.17305,334.16249
MGDG(6:0_24:0)+H,703.53547,604.45453,586.44397,352.17301,334.16245
MGDG(6:0_24:1)+H,701.51987,602.43893,584.42837,352.17305,334.16249
MGDG(6:0_24:4)+H,695.47287,596.39193,578.38137,352.17297,334.16241
MGDG(6:0_25:0)+H,717.55107,618.47013,600.45957,352.17297,334.16241
MGDG(6:0_26:0)+H,731.56677,632.48583,614.47527,352.17303,334.16247
MGDG(6:0_26:1)+H,729.55107,630.47013,612.45957,352.17297,334.16241
MGDG(6:0_26:2)+H,727.53547,628.45453,610.44397,352.17301,334.16245
MGDG(7:0_2:0)+H,409.20682,296.11024,278.09968,366.18844,348.17788
MGDG(7:0_3:0)+H,423.22247,310.12589,292.11533,366.18845,348.17789
MGDG(7:0_4:0)+H,437.2381,324.14152,306.13096,366.18844,348.17788
MGDG(7:0_5:0)+H,451.25377,338.15719,320.14663,366.18847,348.17791
MGDG(7:0_6:0)+H,465.26942,352.17284,334.16228,366.18848,348.17792
MGDG(7:0_7:0)+H,479.28507,366.18849,348.17793,366.18849,348.17793
MGDG(7:0_8:0)+H,493.30073,380.20415,362.19359,366.18851,348.17795
MGDG(7:0_9:0)+H,507.31637,394.21979,376.20923,366.18851,348.17795
MGDG(7:0_10:0)+H,521.33204,408.23546,390.2249,366.18854,348.17798
MGDG(7:0_11:0)+H,535.34767,422.25109,404.24053,366.18853,348.17797
MGDG(7:0_12:0)+H,549.36327,436.26669,418.25613,366.18849,348.17793
MGDG(7:0_13:0)+H,563.37897,450.28239,432.27183,366.18855,348.17799
MGDG(7:0_14:0)+H,577.39457,464.29799,446.28743,366.18851,348.17795
MGDG(7:0_14:1)+H,575.37897,462.28239,444.27183,366.18855,348.17799
MGDG(7:0_15:0)+H,591.41027,478.31369,460.30313,366.18857,348.17801
MGDG(7:0_15:1)+H,589.39457,476.29799,458.28743,366.18851,348.17795
MGDG(7:0_16:0)+H,605.42591,492.32933,474.31877,366.18857,348.17801
MGDG(7:0_16:1)+H,603.41027,490.31369,472.30313,366.18857,348.17801
MGDG(7:0_17:0)+H,619.44157,506.34499,488.33443,366.18859,348.17803
MGDG(7:0_17:1)+H,617.42591,504.32933,486.31877,366.18857,348.17801
MGDG(7:0_17:2)+H,615.41027,502.31369,484.30313,366.18857,348.17801
MGDG(7:0_18:0)+H,633.45722,520.36064,502.35008,366.1886,348.17804
MGDG(7:0_18:1)+H,631.44157,518.34499,500.33443,366.18859,348.17803
MGDG(7:0_18:2)+H,629.42591,516.32933,498.31877,366.18857,348.17801
MGDG(7:0_18:3)+H,627.41027,514.31369,496.30313,366.18857,348.17801
MGDG(7:0_18:4)+H,625.39457,512.29799,494.28743,366.18851,348.17795
MGDG(7:0_19:0)+H,647.47287,534.37629,516.36573,366.18861,348.17805
MGDG(7:0_20:0)+H,661.48853,548.39195,530.38139,366.18863,348.17807
MGDG(7:0_20:1)+H,659.47287,546.37629,528.36573,366.18861,348.17805
MGDG(7:0_20:2)+H,657.45722,544.36064,526.35008,366.1886,348.17804
MGDG(7:0_20:3)+H,655.44157,542.34499,524.33443,366.18859,348.17803
MGDG(7:0_20:4)+H,653.42591,540.32933,522.31877,366.18857,348.17801
MGDG(7:0_20:5)+H,651.41027,538.31369,520.30313,366.18857,348.17801
MGDG(7:0_21:0)+H,675.50417,562.40759,544.39703,366.18863,348.17807
MGDG(7:0_22:0)+H,689.51987,576.42329,558.41273,366.18869,348.17813
MGDG(7:0_22:1)+H,687.50417,574.40759,556.39703,366.18863,348.17807
MGDG(7:0_22:2)+H,685.48853,572.39195,554.38139,366.18863,348.17807
MGDG(7:0_22:4)+H,681.45722,568.36064,550.35008,366.1886,348.17804
MGDG(7:0_22:5)+H,679.44157,566.34499,548.33443,366.18859,348.17803
MGDG(7:0_22:6)+H,677.42591,564.32933,546.31877,366.18857,348.17801
MGDG(7:0_23:0)+H,703.53547,590.43889,572.42833,366.18865,348.17809
MGDG(7:0_24:0)+H,717.55107,604.45449,586.44393,366.18861,348.17805
MGDG(7:0_24:1)+H,715.53547,602.43889,584.42833,366.18865,348.17809
MGDG(7:0_24:4)+H,709.48853,596.39195,578.38139,366.18863,348.17807
MGDG(7:0_25:0)+H,731.56677,618.47019,600.45963,366.18867,348.17811
MGDG(7:0_26:0)+H,745.5824,632.48582,614.47526,366.18866,348.1781
MGDG(7:0_26:1)+H,743.56677,630.47019,612.45963,366.18867,348.17811
MGDG(7:0_26:2)+H,741.55107,628.45449,610.44393,366.18861,348.17805
MGDG(8:0_2:0)+H,423.22247,296.11025,278.09969,380.20409,362.19353
MGDG(8:0_3:0)+H,437.2381,310.12588,292.11532,380.20408,362.19352
MGDG(8:0_4:0)+H,451.25377,324.14155,306.13099,380.20411,362.19355
MGDG(8:0_5:0)+H,465.26942,338.1572,320.14664,380.20412,362.19356
MGDG(8:0_6:0)+H,479.28507,352.17285,334.16229,380.20413,362.19357
MGDG(8:0_7:0)+H,493.30073,366.18851,348.17795,380.20415,362.19359
MGDG(8:0_8:0)+H,507.31637,380.20415,362.19359,380.20415,362.19359
MGDG(8:0_9:0)+H,521.33204,394.21982,376.20926,380.20418,362.19362
MGDG(8:0_10:0)+H,535.34767,408.23545,390.22489,380.20417,362.19361
MGDG(8:0_11:0)+H,549.36327,422.25105,404.24049,380.20413,362.19357
MGDG(8:0_12:0)+H,563.37897,436.26675,418.25619,380.20419,362.19363
MGDG(8:0_13:0)+H,577.39457,450.28235,432.27179,380.20415,362.19359
MGDG(8:0_14:0)+H,591.41027,464.29805,446.28749,380.20421,362.19365
MGDG(8:0_14:1)+H,589.39457,462.28235,444.27179,380.20415,362.19359
MGDG(8:0_15:0)+H,605.42591,478.31369,460.30313,380.20421,362.19365
MGDG(8:0_15:1)+H,603.41027,476.29805,458.28749,380.20421,362.19365
MGDG(8:0_16:0)+H,619.44157,492.32935,474.31879,380.20423,362.19367
MGDG(8:0_16:1)+H,617.42591,490.31369,472.30313,380.20421,362.19365
MGDG(8:0_17:0)+H,633.45722,506.345,488.33444,380.20424,362.19368
MGDG(8:0_17:1)+H,631.44157,504.32935,486.31879,380.20423,362.19367
MGDG(8:0_17:2)+H,629.42591,502.31369,484.30313,380.20421,362.19365
MGDG(8:0_18:0)+H,647.47287,520.36065,502.35009,380.20425,362.19369
MGDG(8:0_18:1)+H,645.45722,518.345,500.33444,380.20424,362.19368
MGDG(8:0_18:2)+H,643.44157,516.32935,498.31879,380.20423,362.19367
MGDG(8:0_18:3)+H,641.42591,514.31369,496.30313,380.20421,362.19365
MGDG(8:0_18:4)+H,639.41027,512.29805,494.28749,380.20421,362.19365
MGDG(8:0_19:0)+H,661.48853,534.37631,516.36575,380.20427,362.19371
MGDG(8:0_20:0)+H,675.50417,548.39195,530.38139,380.20427,362.19371
MGDG(8:0_20:1)+H,673.48853,546.37631,528.36575,380.20427,362.19371
MGDG(8:0_20:2)+H,671.47287,544.36065,526.35009,380.20425,362.19369
MGDG(8:0_20:3)+H,669.45722,542.345,524.33444,380.20424,362.19368
MGDG(8:0_20:4)+H,667.44157,540.32935,522.31879,380.20423,362.19367
MGDG(8:0_20:5)+H,665.42591,538.31369,520.30313,380.20421,362.19365
MGDG(8:0_21:0)+H,689.51987,562.40765,544.39709,380.20433,362.19377
MGDG(8:0_22:0)+H,703.53547,576.42325,558.41269,380.20429,362.19373
MGDG(8:0_22:1)+H,701.51987,574.40765,556.39709,380.20433,362.19377
MGDG(8:0_22:2)+H,699.50417,572.39195,554.38139,380.20427,362.19371
MGDG(8:0_22:4)+H,695.47287,568.36065,550.35009,380.20425,362.19369
MGDG(8:0_22:5)+H,693.45722,566.345,548.33444,380.20424,362.19368
MGDG(8:0_22:6)+H,691.44157,564.32935,546.31879,380.20423,362.19367
MGDG(8:0_23:0)+H,717.55107,590.43885,572.42829,380.20425,362.19369
MGDG(8:0_24:0)+H,731.56677,604.45455,586.44399,380.20431,362.19375
MGDG(8:0_24:1)+H,729.55107,602.43885,584.42829,380.20425,362.19369
MGDG(8:0_24:4)+H,723.50417,596.39195,578.38139,380.20427,362.19371
MGDG(8:0_25:0)+H,745.5824,618.47018,600.45962,380.2043,362.19374
MGDG(8:0_26:0)+H,759.59807,632.48585,614.47529,380.20433,362.19377
MGDG(8:0_26:1)+H,757.5824,630.47018,612.45962,380.2043,362.19374
MGDG(8:0_26:2)+H,755.56677,628.45455,610.44399,380.20431,362.19375
MGDG(9:0_2:0)+H,437.2381,296.11024,278.09968,394.21972,376.20916
MGDG(9:0_3:0)+H,451.25377,310.12591,292.11535,394.21975,376.20919
MGDG(9:0_4:0)+H,465.26942,324.14156,306.131,394.21976,376.2092
MGDG(9:0_5:0)+H,479.28507,338.15721,320.14665,394.21977,376.20921
