Cer-BS,[M-H]-,[M-H2O-H]-,[Sph+C2H2O-H]-,[Sph+C-H]-,[Sph-H5NO-H]-,[Sph-C2H7NO-H]-
Cer-BS(d26:2/29:0)-H,844.8122,826.8016,450.3953,420.3847,373.3476,347.3319
Cer-BS(d26:2/29:1)-H,842.7966,824.7859,450.3953,420.3847,373.3476,347.3319
Cer-BS(d26:2/30:0)-H,858.8278,840.8173,450.3953,420.3847,373.3476,347.3319
Cer-BS(d26:2/30:1)-H,856.8122,838.8016,450.3953,420.3847,373.3476,347.3319
Cer-BS(d26:2/30:2)-H,854.7966,836.7859,450.3953,420.3847,373.3476,347.3319
Cer-BS(d26:2/31:0)-H,872.8435,854.8329,450.3953,420.3847,373.3476,347.3319
Cer-BS(d26:2/31:1)-H,870.8278,852.8173,450.3953,420.3847,373.3476,347.3319
Cer-BS(d26:2/32:0)-H,886.8591,868.8486,450.3953,420.3847,373.3476,347.3319
Cer-BS(d26:2/32:1)-H,884.8435,866.8329,450.3953,420.3847,373.3476,347.3319
Cer-BS(d26:2/32:2)-H,882.8278,864.8173,450.3953,420.3847,373.3476,347.3319
Cer-BS(d26:2/33:0)-H,900.8748,882.8642,450.3953,420.3847,373.3476,347.3319
Cer-BS(d26:2/33:1)-H,898.8591,880.8486,450.3953,420.3847,373.3476,347.3319
Cer-BS(d26:2/34:0)-H,914.8904,896.8799,450.3953,420.3847,373.3476,347.3319
Cer-BS(d26:2/34:1)-H,912.8748,894.8642,450.3953,420.3847,373.3476,347.3319
Cer-BS(d26:2/34:2)-H,910.8591,892.8486,450.3953,420.3847,373.3476,347.3319
Cer-BS(d26:2/35:0)-H,928.9061,910.8955,450.3953,420.3847,373.3476,347.3319
Cer-BS(d26:2/35:1)-H,926.8904,908.8799,450.3953,420.3847,373.3476,347.3319
Cer-BS(d26:2/36:0)-H,942.9218,924.9112,450.3953,420.3847,373.3476,347.3319
Cer-BS(d26:2/36:1)-H,940.9061,922.8955,450.3953,420.3847,373.3476,347.3319
Cer-BS(d26:2/36:2)-H,938.8904,920.8799,450.3953,420.3847,373.3476,347.3319
Cer-BS(d26:2/38:0)-H,970.9531,952.9424,450.3953,420.3847,373.3476,347.3319
Cer-BS(d26:2/38:1)-H,968.9374,950.9268,450.3953,420.3847,373.3476,347.3319
Cer-BS(d26:2/38:2)-H,966.9218,948.9112,450.3953,420.3847,373.3476,347.3319
Cer-BS(d26:2/40:0)-H,998.9843,980.9738,450.3953,420.3847,373.3476,347.3319
Cer-BS(d26:2/40:1)-H,996.9687,978.9581,450.3953,420.3847,373.3476,347.3319
Cer-BS(d26:2/40:2)-H,994.9531,976.9424,450.3953,420.3847,373.3476,347.3319
Cer-BS(d26:2/42:0)-H,1027.016,1009.005,450.3953,420.3847,373.3476,347.3319
Cer-BS(d26:2/42:1)-H,1025,1006.989,450.3953,420.3847,373.3476,347.3319
Cer-BS(d26:2/42:2)-H,1022.984,1004.974,450.3953,420.3847,373.3476,347.3319
Cer-BS(d26:3/12:0)-H,604.5305,586.5199,448.3796,418.369,371.3319,345.3163
Cer-BS(d26:3/12:1)-H,602.5148,584.5043,448.3796,418.369,371.3319,345.3163
Cer-BS(d26:3/13:0)-H,618.5461,600.5356,448.3796,418.369,371.3319,345.3163
Cer-BS(d26:3/13:1)-H,616.5305,598.5199,448.3796,418.369,371.3319,345.3163
Cer-BS(d26:3/14:0)-H,632.5618,614.5512,448.3796,418.369,371.3319,345.3163
Cer-BS(d26:3/14:1)-H,630.5461,612.5356,448.3796,418.369,371.3319,345.3163
Cer-BS(d26:3/15:0)-H,646.5775,628.5669,448.3796,418.369,371.3319,345.3163
Cer-BS(d26:3/15:1)-H,644.5618,626.5512,448.3796,418.369,371.3319,345.3163
Cer-BS(d26:3/16:0)-H,660.5931,642.5825,448.3796,418.369,371.3319,345.3163
Cer-BS(d26:3/16:1)-H,658.5775,640.5669,448.3796,418.369,371.3319,345.3163
Cer-BS(d26:3/16:2)-H,656.5618,638.5512,448.3796,418.369,371.3319,345.3163
Cer-BS(d26:3/17:0)-H,674.6088,656.5981,448.3796,418.369,371.3319,345.3163
Cer-BS(d26:3/18:0)-H,688.6244,670.6138,448.3796,418.369,371.3319,345.3163
Cer-BS(d26:3/18:1)-H,686.6088,668.5981,448.3796,418.369,371.3319,345.3163
Cer-BS(d26:3/18:2)-H,684.5931,666.5825,448.3796,418.369,371.3319,345.3163
Cer-BS(d26:3/19:0)-H,702.64,684.6295,448.3796,418.369,371.3319,345.3163
Cer-BS(d26:3/19:1)-H,700.6244,682.6138,448.3796,418.369,371.3319,345.3163
Cer-BS(d26:3/20:0)-H,716.6557,698.6451,448.3796,418.369,371.3319,345.3163
Cer-BS(d26:3/20:1)-H,714.64,696.6295,448.3796,418.369,371.3319,345.3163
Cer-BS(d26:3/20:2)-H,712.6244,694.6138,448.3796,418.369,371.3319,345.3163
Cer-BS(d26:3/21:0)-H,730.6713,712.6608,448.3796,418.369,371.3319,345.3163
Cer-BS(d26:3/21:1)-H,728.6557,710.6451,448.3796,418.369,371.3319,345.3163
Cer-BS(d26:3/22:0)-H,744.687,726.6764,448.3796,418.369,371.3319,345.3163
Cer-BS(d26:3/22:1)-H,742.6713,724.6608,448.3796,418.369,371.3319,345.3163
Cer-BS(d26:3/22:2)-H,740.6557,722.6451,448.3796,418.369,371.3319,345.3163
Cer-BS(d26:3/23:0)-H,758.7026,740.6921,448.3796,418.369,371.3319,345.3163
Cer-BS(d26:3/23:1)-H,756.687,738.6764,448.3796,418.369,371.3319,345.3163
Cer-BS(d26:3/24:0)-H,772.7183,754.7077,448.3796,418.369,371.3319,345.3163
Cer-BS(d26:3/24:1)-H,770.7026,752.6921,448.3796,418.369,371.3319,345.3163
Cer-BS(d26:3/24:2)-H,768.687,750.6764,448.3796,418.369,371.3319,345.3163
Cer-BS(d26:3/25:0)-H,786.7339,768.7234,448.3796,418.369,371.3319,345.3163
Cer-BS(d26:3/25:1)-H,784.7183,766.7077,448.3796,418.369,371.3319,345.3163
Cer-BS(d26:3/26:0)-H,800.7496,782.739,448.3796,418.369,371.3319,345.3163
Cer-BS(d26:3/26:1)-H,798.7339,780.7234,448.3796,418.369,371.3319,345.3163
Cer-BS(d26:3/26:2)-H,796.7183,778.7077,448.3796,418.369,371.3319,345.3163
Cer-BS(d26:3/27:0)-H,814.7653,796.7547,448.3796,418.369,371.3319,345.3163
Cer-BS(d26:3/27:1)-H,812.7496,794.739,448.3796,418.369,371.3319,345.3163
Cer-BS(d26:3/28:0)-H,828.7809,810.7703,448.3796,418.369,371.3319,345.3163
Cer-BS(d26:3/28:1)-H,826.7653,808.7547,448.3796,418.369,371.3319,345.3163
Cer-BS(d26:3/28:2)-H,824.7496,806.739,448.3796,418.369,371.3319,345.3163
Cer-BS(d26:3/29:0)-H,842.7966,824.7859,448.3796,418.369,371.3319,345.3163
Cer-BS(d26:3/29:1)-H,840.7809,822.7703,448.3796,418.369,371.3319,345.3163
Cer-BS(d26:3/30:0)-H,856.8122,838.8016,448.3796,418.369,371.3319,345.3163
Cer-BS(d26:3/30:1)-H,854.7966,836.7859,448.3796,418.369,371.3319,345.3163
Cer-BS(d26:3/30:2)-H,852.7809,834.7703,448.3796,418.369,371.3319,345.3163
Cer-BS(d26:3/31:0)-H,870.8278,852.8173,448.3796,418.369,371.3319,345.3163
Cer-BS(d26:3/31:1)-H,868.8122,850.8016,448.3796,418.369,371.3319,345.3163
Cer-BS(d26:3/32:0)-H,884.8435,866.8329,448.3796,418.369,371.3319,345.3163
Cer-BS(d26:3/32:1)-H,882.8278,864.8173,448.3796,418.369,371.3319,345.3163
Cer-BS(d26:3/32:2)-H,880.8122,862.8016,448.3796,418.369,371.3319,345.3163
Cer-BS(d26:3/33:0)-H,898.8591,880.8486,448.3796,418.369,371.3319,345.3163
Cer-BS(d26:3/33:1)-H,896.8435,878.8329,448.3796,418.369,371.3319,345.3163
Cer-BS(d26:3/34:0)-H,912.8748,894.8642,448.3796,418.369,371.3319,345.3163
Cer-BS(d26:3/34:1)-H,910.8591,892.8486,448.3796,418.369,371.3319,345.3163
Cer-BS(d26:3/34:2)-H,908.8435,890.8329,448.3796,418.369,371.3319,345.3163
Cer-BS(d26:3/35:0)-H,926.8904,908.8799,448.3796,418.369,371.3319,345.3163
Cer-BS(d26:3/35:1)-H,924.8748,906.8642,448.3796,418.369,371.3319,345.3163
Cer-BS(d26:3/36:0)-H,940.9061,922.8955,448.3796,418.369,371.3319,345.3163
Cer-BS(d26:3/36:1)-H,938.8904,920.8799,448.3796,418.369,371.3319,345.3163
Cer-BS(d26:3/36:2)-H,936.8748,918.8642,448.3796,418.369,371.3319,345.3163
Cer-BS(d26:3/38:0)-H,968.9374,950.9268,448.3796,418.369,371.3319,345.3163
Cer-BS(d26:3/38:1)-H,966.9218,948.9112,448.3796,418.369,371.3319,345.3163
Cer-BS(d26:3/38:2)-H,964.9061,946.8955,448.3796,418.369,371.3319,345.3163
Cer-BS(d26:3/40:0)-H,996.9687,978.9581,448.3796,418.369,371.3319,345.3163
Cer-BS(d26:3/40:1)-H,994.9531,976.9424,448.3796,418.369,371.3319,345.3163
Cer-BS(d26:3/40:2)-H,992.9374,974.9268,448.3796,418.369,371.3319,345.3163
Cer-BS(d26:3/42:0)-H,1025,1006.989,448.3796,418.369,371.3319,345.3163
Cer-BS(d26:3/42:1)-H,1022.984,1004.974,448.3796,418.369,371.3319,345.3163
Cer-BS(d26:3/42:2)-H,1020.969,1002.958,448.3796,418.369,371.3319,345.3163
Cer-BS(d27:1/12:0)-H,622.5775,604.5669,466.4266,436.416,389.3789,363.3633
Cer-BS(d27:1/12:1)-H,620.5618,602.5512,466.4266,436.416,389.3789,363.3633
Cer-BS(d27:1/13:0)-H,636.5931,618.5825,466.4266,436.416,389.3789,363.3633
Cer-BS(d27:1/13:1)-H,634.5775,616.5669,466.4266,436.416,389.3789,363.3633
Cer-BS(d27:1/14:0)-H,650.6088,632.5981,466.4266,436.416,389.3789,363.3633
Cer-BS(d27:1/14:1)-H,648.5931,630.5825,466.4266,436.416,389.3789,363.3633
Cer-BS(d27:1/15:0)-H,664.6244,646.6138,466.4266,436.416,389.3789,363.3633
Cer-BS(d27:1/15:1)-H,662.6088,644.5981,466.4266,436.416,389.3789,363.3633
Cer-BS(d27:1/16:0)-H,678.64,660.6295,466.4266,436.416,389.3789,363.3633
Cer-BS(d27:1/16:1)-H,676.6244,658.6138,466.4266,436.416,389.3789,363.3633
Cer-BS(d27:1/16:2)-H,674.6088,656.5981,466.4266,436.416,389.3789,363.3633
Cer-BS(d27:1/17:0)-H,692.6557,674.6451,466.4266,436.416,389.3789,363.3633
Cer-BS(d27:1/18:0)-H,706.6713,688.6608,466.4266,436.416,389.3789,363.3633
Cer-BS(d27:1/18:1)-H,704.6557,686.6451,466.4266,436.416,389.3789,363.3633
Cer-BS(d27:1/18:2)-H,702.64,684.6295,466.4266,436.416,389.3789,363.3633
Cer-BS(d27:1/19:0)-H,720.687,702.6764,466.4266,436.416,389.3789,363.3633
Cer-BS(d27:1/19:1)-H,718.6713,700.6608,466.4266,436.416,389.3789,363.3633
Cer-BS(d27:1/20:0)-H,734.7026,716.6921,466.4266,436.416,389.3789,363.3633
Cer-BS(d27:1/20:1)-H,732.687,714.6764,466.4266,436.416,389.3789,363.3633
Cer-BS(d27:1/20:2)-H,730.6713,712.6608,466.4266,436.416,389.3789,363.3633
Cer-BS(d27:1/21:0)-H,748.7183,730.7077,466.4266,436.416,389.3789,363.3633
Cer-BS(d27:1/21:1)-H,746.7026,728.6921,466.4266,436.416,389.3789,363.3633
Cer-BS(d27:1/22:0)-H,762.7339,744.7234,466.4266,436.416,389.3789,363.3633
Cer-BS(d27:1/22:1)-H,760.7183,742.7077,466.4266,436.416,389.3789,363.3633
Cer-BS(d27:1/22:2)-H,758.7026,740.6921,466.4266,436.416,389.3789,363.3633
Cer-BS(d27:1/23:0)-H,776.7496,758.739,466.4266,436.416,389.3789,363.3633
Cer-BS(d27:1/23:1)-H,774.7339,756.7234,466.4266,436.416,389.3789,363.3633
Cer-BS(d27:1/24:0)-H,790.7653,772.7547,466.4266,436.416,389.3789,363.3633
Cer-BS(d27:1/24:1)-H,788.7496,770.739,466.4266,436.416,389.3789,363.3633
Cer-BS(d27:1/24:2)-H,786.7339,768.7234,466.4266,436.416,389.3789,363.3633
Cer-BS(d27:1/25:0)-H,804.7809,786.7703,466.4266,436.416,389.3789,363.3633
Cer-BS(d27:1/25:1)-H,802.7653,784.7547,466.4266,436.416,389.3789,363.3633
Cer-BS(d27:1/26:0)-H,818.7966,800.7859,466.4266,436.416,389.3789,363.3633
Cer-BS(d27:1/26:1)-H,816.7809,798.7703,466.4266,436.416,389.3789,363.3633
Cer-BS(d27:1/26:2)-H,814.7653,796.7547,466.4266,436.416,389.3789,363.3633
Cer-BS(d27:1/27:0)-H,832.8122,814.8016,466.4266,436.416,389.3789,363.3633
Cer-BS(d27:1/27:1)-H,830.7966,812.7859,466.4266,436.416,389.3789,363.3633
Cer-BS(d27:1/28:0)-H,846.8278,828.8173,466.4266,436.416,389.3789,363.3633
Cer-BS(d27:1/28:1)-H,844.8122,826.8016,466.4266,436.416,389.3789,363.3633
Cer-BS(d27:1/28:2)-H,842.7966,824.7859,466.4266,436.416,389.3789,363.3633
Cer-BS(d27:1/29:0)-H,860.8435,842.8329,466.4266,436.416,389.3789,363.3633
Cer-BS(d27:1/29:1)-H,858.8278,840.8173,466.4266,436.416,389.3789,363.3633
Cer-BS(d27:1/30:0)-H,874.8591,856.8486,466.4266,436.416,389.3789,363.3633
Cer-BS(d27:1/30:1)-H,872.8435,854.8329,466.4266,436.416,389.3789,363.3633
Cer-BS(d27:1/30:2)-H,870.8278,852.8173,466.4266,436.416,389.3789,363.3633
Cer-BS(d27:1/31:0)-H,888.8748,870.8642,466.4266,436.416,389.3789,363.3633
Cer-BS(d27:1/31:1)-H,886.8591,868.8486,466.4266,436.416,389.3789,363.3633
Cer-BS(d27:1/32:0)-H,902.8904,884.8799,466.4266,436.416,389.3789,363.3633
Cer-BS(d27:1/32:1)-H,900.8748,882.8642,466.4266,436.416,389.3789,363.3633
Cer-BS(d27:1/32:2)-H,898.8591,880.8486,466.4266,436.416,389.3789,363.3633
Cer-BS(d27:1/33:0)-H,916.9061,898.8955,466.4266,436.416,389.3789,363.3633
Cer-BS(d27:1/33:1)-H,914.8904,896.8799,466.4266,436.416,389.3789,363.3633
Cer-BS(d27:1/34:0)-H,930.9218,912.9112,466.4266,436.416,389.3789,363.3633
Cer-BS(d27:1/34:1)-H,928.9061,910.8955,466.4266,436.416,389.3789,363.3633
Cer-BS(d27:1/34:2)-H,926.8904,908.8799,466.4266,436.416,389.3789,363.3633
Cer-BS(d27:1/35:0)-H,944.9374,926.9268,466.4266,436.416,389.3789,363.3633
Cer-BS(d27:1/35:1)-H,942.9218,924.9112,466.4266,436.416,389.3789,363.3633
Cer-BS(d27:1/36:0)-H,958.9531,940.9424,466.4266,436.416,389.3789,363.3633
Cer-BS(d27:1/36:1)-H,956.9374,938.9268,466.4266,436.416,389.3789,363.3633
Cer-BS(d27:1/36:2)-H,954.9218,936.9112,466.4266,436.416,389.3789,363.3633
Cer-BS(d27:1/38:0)-H,986.9843,968.9738,466.4266,436.416,389.3789,363.3633
Cer-BS(d27:1/38:1)-H,984.9687,966.9581,466.4266,436.416,389.3789,363.3633
Cer-BS(d27:1/38:2)-H,982.9531,964.9424,466.4266,436.416,389.3789,363.3633
Cer-BS(d27:1/40:0)-H,1015.016,997.0051,466.4266,436.416,389.3789,363.3633
Cer-BS(d27:1/40:1)-H,1013,994.9894,466.4266,436.416,389.3789,363.3633
Cer-BS(d27:1/40:2)-H,1010.984,992.9738,466.4266,436.416,389.3789,363.3633
Cer-BS(d27:1/42:0)-H,1043.047,1025.036,466.4266,436.416,389.3789,363.3633
Cer-BS(d27:1/42:1)-H,1041.031,1023.021,466.4266,436.416,389.3789,363.3633
Cer-BS(d27:1/42:2)-H,1039.016,1021.005,466.4266,436.416,389.3789,363.3633
Cer-BS(d27:2/12:0)-H,620.5618,602.5512,464.4109,434.4004,387.3633,361.3476
Cer-BS(d27:2/12:1)-H,618.5461,600.5356,464.4109,434.4004,387.3633,361.3476
Cer-BS(d27:2/13:0)-H,634.5775,616.5669,464.4109,434.4004,387.3633,361.3476
Cer-BS(d27:2/13:1)-H,632.5618,614.5512,464.4109,434.4004,387.3633,361.3476
Cer-BS(d27:2/14:0)-H,648.5931,630.5825,464.4109,434.4004,387.3633,361.3476
Cer-BS(d27:2/14:1)-H,646.5775,628.5669,464.4109,434.4004,387.3633,361.3476
Cer-BS(d27:2/15:0)-H,662.6088,644.5981,464.4109,434.4004,387.3633,361.3476
Cer-BS(d27:2/15:1)-H,660.5931,642.5825,464.4109,434.4004,387.3633,361.3476
Cer-BS(d27:2/16:0)-H,676.6244,658.6138,464.4109,434.4004,387.3633,361.3476
Cer-BS(d27:2/16:1)-H,674.6088,656.5981,464.4109,434.4004,387.3633,361.3476
Cer-BS(d27:2/16:2)-H,672.5931,654.5825,464.4109,434.4004,387.3633,361.3476
Cer-BS(d27:2/17:0)-H,690.64,672.6295,464.4109,434.4004,387.3633,361.3476
Cer-BS(d27:2/18:0)-H,704.6557,686.6451,464.4109,434.4004,387.3633,361.3476
Cer-BS(d27:2/18:1)-H,702.64,684.6295,464.4109,434.4004,387.3633,361.3476
Cer-BS(d27:2/18:2)-H,700.6244,682.6138,464.4109,434.4004,387.3633,361.3476
Cer-BS(d27:2/19:0)-H,718.6713,700.6608,464.4109,434.4004,387.3633,361.3476
Cer-BS(d27:2/19:1)-H,716.6557,698.6451,464.4109,434.4004,387.3633,361.3476
Cer-BS(d27:2/20:0)-H,732.687,714.6764,464.4109,434.4004,387.3633,361.3476
Cer-BS(d27:2/20:1)-H,730.6713,712.6608,464.4109,434.4004,387.3633,361.3476
Cer-BS(d27:2/20:2)-H,728.6557,710.6451,464.4109,434.4004,387.3633,361.3476
Cer-BS(d27:2/21:0)-H,746.7026,728.6921,464.4109,434.4004,387.3633,361.3476
Cer-BS(d27:2/21:1)-H,744.687,726.6764,464.4109,434.4004,387.3633,361.3476
Cer-BS(d27:2/22:0)-H,760.7183,742.7077,464.4109,434.4004,387.3633,361.3476
Cer-BS(d27:2/22:1)-H,758.7026,740.6921,464.4109,434.4004,387.3633,361.3476
Cer-BS(d27:2/22:2)-H,756.687,738.6764,464.4109,434.4004,387.3633,361.3476
Cer-BS(d27:2/23:0)-H,774.7339,756.7234,464.4109,434.4004,387.3633,361.3476
Cer-BS(d27:2/23:1)-H,772.7183,754.7077,464.4109,434.4004,387.3633,361.3476
Cer-BS(d27:2/24:0)-H,788.7496,770.739,464.4109,434.4004,387.3633,361.3476
Cer-BS(d27:2/24:1)-H,786.7339,768.7234,464.4109,434.4004,387.3633,361.3476
Cer-BS(d27:2/24:2)-H,784.7183,766.7077,464.4109,434.4004,387.3633,361.3476
Cer-BS(d27:2/25:0)-H,802.7653,784.7547,464.4109,434.4004,387.3633,361.3476
Cer-BS(d27:2/25:1)-H,800.7496,782.739,464.4109,434.4004,387.3633,361.3476
Cer-BS(d27:2/26:0)-H,816.7809,798.7703,464.4109,434.4004,387.3633,361.3476
Cer-BS(d27:2/26:1)-H,814.7653,796.7547,464.4109,434.4004,387.3633,361.3476
Cer-BS(d27:2/26:2)-H,812.7496,794.739,464.4109,434.4004,387.3633,361.3476
Cer-BS(d27:2/27:0)-H,830.7966,812.7859,464.4109,434.4004,387.3633,361.3476
Cer-BS(d27:2/27:1)-H,828.7809,810.7703,464.4109,434.4004,387.3633,361.3476
Cer-BS(d27:2/28:0)-H,844.8122,826.8016,464.4109,434.4004,387.3633,361.3476
Cer-BS(d27:2/28:1)-H,842.7966,824.7859,464.4109,434.4004,387.3633,361.3476
Cer-BS(d27:2/28:2)-H,840.7809,822.7703,464.4109,434.4004,387.3633,361.3476
Cer-BS(d27:2/29:0)-H,858.8278,840.8173,464.4109,434.4004,387.3633,361.3476
Cer-BS(d27:2/29:1)-H,856.8122,838.8016,464.4109,434.4004,387.3633,361.3476
Cer-BS(d27:2/30:0)-H,872.8435,854.8329,464.4109,434.4004,387.3633,361.3476
Cer-BS(d27:2/30:1)-H,870.8278,852.8173,464.4109,434.4004,387.3633,361.3476
Cer-BS(d27:2/30:2)-H,868.8122,850.8016,464.4109,434.4004,387.3633,361.3476
Cer-BS(d27:2/31:0)-H,886.8591,868.8486,464.4109,434.4004,387.3633,361.3476
Cer-BS(d27:2/31:1)-H,884.8435,866.8329,464.4109,434.4004,387.3633,361.3476
Cer-BS(d27:2/32:0)-H,900.8748,882.8642,464.4109,434.4004,387.3633,361.3476
Cer-BS(d27:2/32:1)-H,898.8591,880.8486,464.4109,434.4004,387.3633,361.3476
Cer-BS(d27:2/32:2)-H,896.8435,878.8329,464.4109,434.4004,387.3633,361.3476
Cer-BS(d27:2/33:0)-H,914.8904,896.8799,464.4109,434.4004,387.3633,361.3476
Cer-BS(d27:2/33:1)-H,912.8748,894.8642,464.4109,434.4004,387.3633,361.3476
Cer-BS(d27:2/34:0)-H,928.9061,910.8955,464.4109,434.4004,387.3633,361.3476
Cer-BS(d27:2/34:1)-H,926.8904,908.8799,464.4109,434.4004,387.3633,361.3476
Cer-BS(d27:2/34:2)-H,924.8748,906.8642,464.4109,434.4004,387.3633,361.3476
Cer-BS(d27:2/35:0)-H,942.9218,924.9112,464.4109,434.4004,387.3633,361.3476
Cer-BS(d27:2/35:1)-H,940.9061,922.8955,464.4109,434.4004,387.3633,361.3476
Cer-BS(d27:2/36:0)-H,956.9374,938.9268,464.4109,434.4004,387.3633,361.3476
Cer-BS(d27:2/36:1)-H,954.9218,936.9112,464.4109,434.4004,387.3633,361.3476
Cer-BS(d27:2/36:2)-H,952.9061,934.8955,464.4109,434.4004,387.3633,361.3476
Cer-BS(d27:2/38:0)-H,984.9687,966.9581,464.4109,434.4004,387.3633,361.3476
Cer-BS(d27:2/38:1)-H,982.9531,964.9424,464.4109,434.4004,387.3633,361.3476
Cer-BS(d27:2/38:2)-H,980.9374,962.9268,464.4109,434.4004,387.3633,361.3476
Cer-BS(d27:2/40:0)-H,1013,994.9894,464.4109,434.4004,387.3633,361.3476
Cer-BS(d27:2/40:1)-H,1010.984,992.9738,464.4109,434.4004,387.3633,361.3476
Cer-BS(d27:2/40:2)-H,1008.969,990.9581,464.4109,434.4004,387.3633,361.3476
Cer-BS(d27:2/42:0)-H,1041.031,1023.021,464.4109,434.4004,387.3633,361.3476
Cer-BS(d27:2/42:1)-H,1039.016,1021.005,464.4109,434.4004,387.3633,361.3476
Cer-BS(d27:2/42:2)-H,1037,1018.989,464.4109,434.4004,387.3633,361.3476
Cer-BS(d27:3/12:0)-H,618.5461,600.5356,462.3953,432.3847,385.3476,359.3319
Cer-BS(d27:3/12:1)-H,616.5305,598.5199,462.3953,432.3847,385.3476,359.3319
Cer-BS(d27:3/13:0)-H,632.5618,614.5512,462.3953,432.3847,385.3476,359.3319
Cer-BS(d27:3/13:1)-H,630.5461,612.5356,462.3953,432.3847,385.3476,359.3319
Cer-BS(d27:3/14:0)-H,646.5775,628.5669,462.3953,432.3847,385.3476,359.3319
Cer-BS(d27:3/14:1)-H,644.5618,626.5512,462.3953,432.3847,385.3476,359.3319
Cer-BS(d27:3/15:0)-H,660.5931,642.5825,462.3953,432.3847,385.3476,359.3319
Cer-BS(d27:3/15:1)-H,658.5775,640.5669,462.3953,432.3847,385.3476,359.3319
Cer-BS(d27:3/16:0)-H,674.6088,656.5981,462.3953,432.3847,385.3476,359.3319
Cer-BS(d27:3/16:1)-H,672.5931,654.5825,462.3953,432.3847,385.3476,359.3319
Cer-BS(d27:3/16:2)-H,670.5775,652.5669,462.3953,432.3847,385.3476,359.3319
Cer-BS(d27:3/17:0)-H,688.6244,670.6138,462.3953,432.3847,385.3476,359.3319
Cer-BS(d27:3/18:0)-H,702.64,684.6295,462.3953,432.3847,385.3476,359.3319
Cer-BS(d27:3/18:1)-H,700.6244,682.6138,462.3953,432.3847,385.3476,359.3319
Cer-BS(d27:3/18:2)-H,698.6088,680.5981,462.3953,432.3847,385.3476,359.3319
Cer-BS(d27:3/19:0)-H,716.6557,698.6451,462.3953,432.3847,385.3476,359.3319
Cer-BS(d27:3/19:1)-H,714.64,696.6295,462.3953,432.3847,385.3476,359.3319
Cer-BS(d27:3/20:0)-H,730.6713,712.6608,462.3953,432.3847,385.3476,359.3319
Cer-BS(d27:3/20:1)-H,728.6557,710.6451,462.3953,432.3847,385.3476,359.3319
Cer-BS(d27:3/20:2)-H,726.64,708.6295,462.3953,432.3847,385.3476,359.3319
Cer-BS(d27:3/21:0)-H,744.687,726.6764,462.3953,432.3847,385.3476,359.3319
Cer-BS(d27:3/21:1)-H,742.6713,724.6608,462.3953,432.3847,385.3476,359.3319
Cer-BS(d27:3/22:0)-H,758.7026,740.6921,462.3953,432.3847,385.3476,359.3319
Cer-BS(d27:3/22:1)-H,756.687,738.6764,462.3953,432.3847,385.3476,359.3319
Cer-BS(d27:3/22:2)-H,754.6713,736.6608,462.3953,432.3847,385.3476,359.3319
Cer-BS(d27:3/23:0)-H,772.7183,754.7077,462.3953,432.3847,385.3476,359.3319
Cer-BS(d27:3/23:1)-H,770.7026,752.6921,462.3953,432.3847,385.3476,359.3319
Cer-BS(d27:3/24:0)-H,786.7339,768.7234,462.3953,432.3847,385.3476,359.3319
Cer-BS(d27:3/24:1)-H,784.7183,766.7077,462.3953,432.3847,385.3476,359.3319
Cer-BS(d27:3/24:2)-H,782.7026,764.6921,462.3953,432.3847,385.3476,359.3319
Cer-BS(d27:3/25:0)-H,800.7496,782.739,462.3953,432.3847,385.3476,359.3319
Cer-BS(d27:3/25:1)-H,798.7339,780.7234,462.3953,432.3847,385.3476,359.3319
Cer-BS(d27:3/26:0)-H,814.7653,796.7547,462.3953,432.3847,385.3476,359.3319
Cer-BS(d27:3/26:1)-H,812.7496,794.739,462.3953,432.3847,385.3476,359.3319
Cer-BS(d27:3/26:2)-H,810.7339,792.7234,462.3953,432.3847,385.3476,359.3319
Cer-BS(d27:3/27:0)-H,828.7809,810.7703,462.3953,432.3847,385.3476,359.3319
Cer-BS(d27:3/27:1)-H,826.7653,808.7547,462.3953,432.3847,385.3476,359.3319
Cer-BS(d27:3/28:0)-H,842.7966,824.7859,462.3953,432.3847,385.3476,359.3319
Cer-BS(d27:3/28:1)-H,840.7809,822.7703,462.3953,432.3847,385.3476,359.3319
Cer-BS(d27:3/28:2)-H,838.7653,820.7547,462.3953,432.3847,385.3476,359.3319
Cer-BS(d27:3/29:0)-H,856.8122,838.8016,462.3953,432.3847,385.3476,359.3319
Cer-BS(d27:3/29:1)-H,854.7966,836.7859,462.3953,432.3847,385.3476,359.3319
Cer-BS(d27:3/30:0)-H,870.8278,852.8173,462.3953,432.3847,385.3476,359.3319
Cer-BS(d27:3/30:1)-H,868.8122,850.8016,462.3953,432.3847,385.3476,359.3319
Cer-BS(d27:3/30:2)-H,866.7966,848.7859,462.3953,432.3847,385.3476,359.3319
Cer-BS(d27:3/31:0)-H,884.8435,866.8329,462.3953,432.3847,385.3476,359.3319
Cer-BS(d27:3/31:1)-H,882.8278,864.8173,462.3953,432.3847,385.3476,359.3319
Cer-BS(d27:3/32:0)-H,898.8591,880.8486,462.3953,432.3847,385.3476,359.3319
Cer-BS(d27:3/32:1)-H,896.8435,878.8329,462.3953,432.3847,385.3476,359.3319
Cer-BS(d27:3/32:2)-H,894.8278,876.8173,462.3953,432.3847,385.3476,359.3319
Cer-BS(d27:3/33:0)-H,912.8748,894.8642,462.3953,432.3847,385.3476,359.3319
