PEtOH,[M+NH4]+,[M-C2H7O4P+H]+,NL of SN1+H2O,NL of SN2+H2O,[M-SN1-126+H]+,[M-SN2-126+H]+,SN2-H2O,SN1-H2O,[C5H11O5P+H]+
PEtOH(19:0_20:1)+NH4,790.63207,647.5973,475.3185,463.3185,367.3208,355.3208,293.2837,281.2837,183.0417
PEtOH(19:0_20:2)+NH4,788.61647,645.5817,473.3029,463.3185,365.3052,355.3209,291.2681,281.2837,183.0417
PEtOH(19:0_20:3)+NH4,786.60077,643.566,471.2872,463.3185,363.2896,355.3208,289.2524,281.2837,183.0417
PEtOH(19:0_20:4)+NH4,784.58517,641.5504,469.2716,463.3185,361.2739,355.3209,287.2368,281.2837,183.0417
PEtOH(19:0_20:5)+NH4,782.56947,639.5347,467.2559,463.3184,359.2582,355.3208,285.2212,281.2837,183.0417
PEtOH(19:0_21:0)+NH4,806.66337,663.6286,491.3498,463.3185,383.3521,355.3209,309.315,281.2837,183.0417
PEtOH(19:0_21:1)+NH4,804.64767,661.6129,489.3341,463.3184,381.3364,355.3208,307.2993,281.2837,183.0417
PEtOH(19:0_21:2)+NH4,802.63207,659.5973,487.3185,463.3185,379.3208,355.3208,305.2837,281.2837,183.0417
PEtOH(19:0_22:0)+NH4,820.67897,677.6442,505.3654,463.3185,397.3677,355.3208,323.3306,281.2837,183.0417
PEtOH(19:0_22:1)+NH4,818.66337,675.6286,503.3498,463.3185,395.3521,355.3209,321.315,281.2837,183.0417
PEtOH(19:0_22:2)+NH4,816.64767,673.6129,501.3341,463.3184,393.3364,355.3208,319.2993,281.2837,183.0417
PEtOH(19:0_22:3)+NH4,814.63207,671.5973,499.3185,463.3185,391.3208,355.3208,317.2837,281.2837,183.0417
PEtOH(19:0_22:4)+NH4,812.61647,669.5817,497.3029,463.3185,389.3052,355.3209,315.2681,281.2837,183.0417
PEtOH(19:0_22:5)+NH4,810.60077,667.566,495.2872,463.3185,387.2896,355.3208,313.2524,281.2837,183.0417
PEtOH(19:0_22:6)+NH4,808.58517,665.5504,493.2716,463.3185,385.2739,355.3209,311.2368,281.2837,183.0417
PEtOH(19:0_23:0)+NH4,834.69467,691.6599,519.381,463.3185,411.3835,355.3209,337.3463,281.2837,183.0417
PEtOH(19:0_24:0)+NH4,848.71037,705.6756,533.3968,463.3186,425.3991,355.321,351.3619,281.2837,183.0417
PEtOH(19:0_24:1)+NH4,846.69467,703.6599,531.381,463.3185,423.3835,355.3209,349.3463,281.2837,183.0417
PEtOH(19:0_24:2)+NH4,844.67897,701.6442,529.3654,463.3185,421.3677,355.3208,347.3306,281.2837,183.0417
PEtOH(19:0_24:4)+NH4,840.64767,697.6129,525.334,463.3184,417.3364,355.3208,343.2993,281.2837,183.0417
PEtOH(19:0_25:0)+NH4,862.72597,719.6912,547.4124,463.3185,439.4147,355.3209,365.3776,281.2837,183.0417
PEtOH(19:0_26:0)+NH4,876.74167,733.7069,561.428,463.3186,453.4305,355.321,379.3932,281.2837,183.0417
PEtOH(19:0_26:1)+NH4,874.72597,731.6912,559.4124,463.3185,451.4147,355.3209,377.3776,281.2837,183.0417
PEtOH(19:0_26:2)+NH4,872.71037,729.6756,557.3968,463.3186,449.3991,355.321,375.3619,281.2837,183.0417
PEtOH(19:0_26:4)+NH4,868.67897,725.6442,553.3654,463.3185,445.3677,355.3208,371.3306,281.2837,183.0417
PEtOH(19:0_27:0)+NH4,890.75727,747.7225,575.4437,463.3185,467.446,355.3209,393.4088,281.2837,183.0417
PEtOH(19:1_19:1)+NH4,774.60077,631.566,461.3028,461.3028,353.3052,353.3052,279.2681,279.2681,183.0417
PEtOH(19:1_19:2)+NH4,772.58517,629.5504,459.2872,461.3029,351.2896,353.3052,277.2524,279.2681,183.0417
PEtOH(20:0_19:1)+NH4,790.63207,647.5973,461.3028,477.3341,353.3052,369.3365,279.2681,295.2993,183.0417
PEtOH(19:1_20:1)+NH4,788.61647,645.5817,475.3185,461.3029,367.3209,353.3052,293.2837,279.2681,183.0417
PEtOH(19:1_20:2)+NH4,786.60077,643.566,473.3028,461.3028,365.3052,353.3052,291.2681,279.2681,183.0417
PEtOH(19:1_20:3)+NH4,784.58517,641.5504,471.2872,461.3029,363.2896,353.3052,289.2524,279.2681,183.0417
PEtOH(19:1_20:4)+NH4,782.56947,639.5347,469.2715,461.3028,361.2739,353.3051,287.2368,279.2681,183.0417
PEtOH(19:1_20:5)+NH4,780.55387,637.5191,467.2559,461.3028,359.2583,353.3052,285.2212,279.2681,183.0417
PEtOH(21:0_19:1)+NH4,804.64767,661.6129,461.3028,491.3497,353.3051,383.3521,279.2681,309.315,183.0417
PEtOH(19:1_21:1)+NH4,802.63207,659.5973,489.3341,461.3028,381.3365,353.3052,307.2993,279.2681,183.0417
PEtOH(19:1_21:2)+NH4,800.61647,657.5817,487.3185,461.3029,379.3209,353.3052,305.2837,279.2681,183.0417
PEtOH(22:0_19:1)+NH4,818.66337,675.6286,461.3029,505.3654,353.3052,397.3678,279.2681,323.3306,183.0417
PEtOH(19:1_22:1)+NH4,816.64767,673.6129,503.3497,461.3028,395.3521,353.3051,321.315,279.2681,183.0417
PEtOH(19:1_22:2)+NH4,814.63207,671.5973,501.3341,461.3028,393.3365,353.3052,319.2993,279.2681,183.0417
PEtOH(19:1_22:3)+NH4,812.61647,669.5817,499.3185,461.3029,391.3209,353.3052,317.2837,279.2681,183.0417
PEtOH(19:1_22:4)+NH4,810.60077,667.566,497.3028,461.3028,389.3052,353.3052,315.2681,279.2681,183.0417
PEtOH(19:1_22:5)+NH4,808.58517,665.5504,495.2872,461.3029,387.2896,353.3052,313.2524,279.2681,183.0417
PEtOH(19:1_22:6)+NH4,806.56947,663.5347,493.2715,461.3028,385.2739,353.3051,311.2368,279.2681,183.0417
PEtOH(23:0_19:1)+NH4,832.67897,689.6442,461.3028,519.381,353.3052,411.3834,279.2681,337.3463,183.0417
PEtOH(24:0_19:1)+NH4,846.69467,703.6599,461.3029,533.3967,353.3052,425.3991,279.2681,351.3619,183.0417
PEtOH(19:1_24:1)+NH4,844.67897,701.6442,531.381,461.3028,423.3834,353.3052,349.3463,279.2681,183.0417
PEtOH(19:1_24:2)+NH4,842.66337,699.6286,529.3654,461.3029,421.3678,353.3052,347.3306,279.2681,183.0417
PEtOH(19:1_24:4)+NH4,838.63207,695.5973,525.3341,461.3028,417.3365,353.3052,343.2993,279.2681,183.0417
PEtOH(25:0_19:1)+NH4,860.71037,717.6756,461.3029,547.4124,353.3053,439.4148,279.2681,365.3776,183.0417
PEtOH(26:0_19:1)+NH4,874.72597,731.6912,461.3029,561.428,353.3053,453.4304,279.2681,379.3932,183.0417
PEtOH(19:1_26:1)+NH4,872.71037,729.6756,559.4124,461.3029,451.4148,353.3053,377.3776,279.2681,183.0417
PEtOH(19:1_26:2)+NH4,870.69467,727.6599,557.3967,461.3029,449.3991,353.3052,375.3619,279.2681,183.0417
PEtOH(19:1_26:4)+NH4,866.66337,723.6286,553.3654,461.3029,445.3678,353.3052,371.3306,279.2681,183.0417
PEtOH(27:0_19:1)+NH4,888.74167,745.7069,461.3029,575.4437,353.3053,467.4461,279.2681,393.4088,183.0417
PEtOH(19:2_19:2)+NH4,770.56947,627.5347,459.2871,459.2871,351.2895,351.2895,277.2524,277.2524,183.0417
PEtOH(20:0_19:2)+NH4,788.61647,645.5817,459.2872,477.3341,351.2896,369.3365,277.2524,295.2993,183.0417
PEtOH(20:1_19:2)+NH4,786.60077,643.566,459.2872,475.3185,351.2896,367.3208,277.2524,293.2837,183.0417
PEtOH(19:2_20:2)+NH4,784.58517,641.5504,473.3029,459.2872,365.3052,351.2896,291.2681,277.2524,183.0417
PEtOH(19:2_20:3)+NH4,782.56947,639.5347,471.2871,459.2871,363.2895,351.2895,289.2524,277.2524,183.0417
PEtOH(19:2_20:4)+NH4,780.55387,637.5191,469.2715,459.2872,361.2739,351.2896,287.2368,277.2524,183.0417
PEtOH(19:2_20:5)+NH4,778.53817,635.5034,467.2559,459.2871,359.2582,351.2895,285.2212,277.2524,183.0417
PEtOH(21:0_19:2)+NH4,802.63207,659.5973,459.2872,491.3498,351.2896,383.3521,277.2524,309.315,183.0417
PEtOH(21:1_19:2)+NH4,800.61647,657.5817,459.2872,489.3341,351.2896,381.3365,277.2524,307.2993,183.0417
PEtOH(19:2_21:2)+NH4,798.60077,655.566,487.3185,459.2872,379.3208,351.2896,305.2837,277.2524,183.0417
PEtOH(22:0_19:2)+NH4,816.64767,673.6129,459.2871,505.3654,351.2895,397.3677,277.2524,323.3306,183.0417
PEtOH(22:1_19:2)+NH4,814.63207,671.5973,459.2872,503.3498,351.2896,395.3521,277.2524,321.315,183.0417
PEtOH(19:2_22:2)+NH4,812.61647,669.5817,501.3341,459.2872,393.3365,351.2896,319.2993,277.2524,183.0417
PEtOH(19:2_22:3)+NH4,810.60077,667.566,499.3185,459.2872,391.3208,351.2896,317.2837,277.2524,183.0417
PEtOH(19:2_22:4)+NH4,808.58517,665.5504,497.3029,459.2872,389.3052,351.2896,315.2681,277.2524,183.0417
PEtOH(19:2_22:5)+NH4,806.56947,663.5347,495.2871,459.2871,387.2895,351.2895,313.2524,277.2524,183.0417
PEtOH(19:2_22:6)+NH4,804.55387,661.5191,493.2715,459.2872,385.2739,351.2896,311.2368,277.2524,183.0417
PEtOH(23:0_19:2)+NH4,830.66337,687.6286,459.2872,519.381,351.2896,411.3834,277.2524,337.3463,183.0417
PEtOH(24:0_19:2)+NH4,844.67897,701.6442,459.2872,533.3967,351.2896,425.399,277.2524,351.3619,183.0417
PEtOH(24:1_19:2)+NH4,842.66337,699.6286,459.2872,531.381,351.2896,423.3834,277.2524,349.3463,183.0417
PEtOH(19:2_24:2)+NH4,840.64767,697.6129,529.3654,459.2871,421.3677,351.2895,347.3306,277.2524,183.0417
PEtOH(19:2_24:4)+NH4,836.61647,693.5817,525.3342,459.2872,417.3365,351.2896,343.2993,277.2524,183.0417
PEtOH(25:0_19:2)+NH4,858.69467,715.6599,459.2872,547.4124,351.2896,439.4147,277.2524,365.3776,183.0417
PEtOH(26:0_19:2)+NH4,872.71037,729.6756,459.2873,561.428,351.2897,453.4304,277.2524,379.3932,183.0417
PEtOH(26:1_19:2)+NH4,870.69467,727.6599,459.2872,559.4124,351.2896,451.4147,277.2524,377.3776,183.0417
PEtOH(19:2_26:2)+NH4,868.67897,725.6442,557.3967,459.2872,449.399,351.2896,375.3619,277.2524,183.0417
PEtOH(19:2_26:4)+NH4,864.64767,721.6129,553.3654,459.2871,445.3677,351.2895,371.3306,277.2524,183.0417
PEtOH(27:0_19:2)+NH4,886.72597,743.6912,459.2873,575.4437,351.2896,467.446,277.2524,393.4088,183.0417
PEtOH(20:0_20:0)+NH4,806.66337,663.6286,477.3341,477.3341,369.3365,369.3365,295.2993,295.2993,183.0417
PEtOH(20:0_20:1)+NH4,804.64767,661.6129,475.3184,477.3341,367.3208,369.3364,293.2837,295.2993,183.0417
PEtOH(20:0_20:2)+NH4,802.63207,659.5973,473.3028,477.3341,365.3052,369.3365,291.2681,295.2993,183.0417
PEtOH(20:0_20:3)+NH4,800.61647,657.5817,471.2872,477.3341,363.2896,369.3365,289.2524,295.2993,183.0417
PEtOH(20:0_20:4)+NH4,798.60077,655.566,469.2715,477.3341,361.2739,369.3365,287.2368,295.2993,183.0417
PEtOH(20:0_20:5)+NH4,796.58517,653.5504,467.2559,477.3341,359.2583,369.3365,285.2212,295.2993,183.0417
PEtOH(20:0_21:0)+NH4,820.67897,677.6442,491.3497,477.3341,383.3521,369.3365,309.315,295.2993,183.0417
PEtOH(20:0_21:1)+NH4,818.66337,675.6286,489.3341,477.3341,381.3365,369.3365,307.2993,295.2993,183.0417
PEtOH(20:0_21:2)+NH4,816.64767,673.6129,487.3184,477.3341,379.3208,369.3364,305.2837,295.2993,183.0417
PEtOH(20:0_22:0)+NH4,834.69467,691.6599,505.3654,477.3341,397.3678,369.3365,323.3306,295.2993,183.0417
PEtOH(20:0_22:1)+NH4,832.67897,689.6442,503.3497,477.3341,395.3521,369.3365,321.315,295.2993,183.0417
PEtOH(20:0_22:2)+NH4,830.66337,687.6286,501.3341,477.3341,393.3365,369.3365,319.2993,295.2993,183.0417
PEtOH(20:0_22:3)+NH4,828.64767,685.6129,499.3184,477.3341,391.3208,369.3364,317.2837,295.2993,183.0417
PEtOH(20:0_22:4)+NH4,826.63207,683.5973,497.3028,477.3341,389.3052,369.3365,315.2681,295.2993,183.0417
PEtOH(20:0_22:5)+NH4,824.61647,681.5817,495.2872,477.3341,387.2896,369.3365,313.2524,295.2993,183.0417
PEtOH(20:0_22:6)+NH4,822.60077,679.566,493.2715,477.3341,385.2739,369.3365,311.2368,295.2993,183.0417
PEtOH(20:0_23:0)+NH4,848.71037,705.6756,519.3811,477.3342,411.3835,369.3366,337.3463,295.2993,183.0417
PEtOH(20:0_24:0)+NH4,862.72597,719.6912,533.3967,477.3342,425.3991,369.3365,351.3619,295.2993,183.0417
PEtOH(20:0_24:1)+NH4,860.71037,717.6756,531.3811,477.3342,423.3835,369.3366,349.3463,295.2993,183.0417
PEtOH(20:0_24:2)+NH4,858.69467,715.6599,529.3654,477.3341,421.3678,369.3365,347.3306,295.2993,183.0417
PEtOH(20:0_24:4)+NH4,854.66337,711.6286,525.3341,477.3341,417.3365,369.3365,343.2993,295.2993,183.0417
PEtOH(20:0_25:0)+NH4,876.74167,733.7069,547.4124,477.3342,439.4148,369.3366,365.3776,295.2993,183.0417
PEtOH(20:0_26:0)+NH4,890.75727,747.7225,561.428,477.3342,453.4304,369.3365,379.3932,295.2993,183.0417
PEtOH(20:0_26:1)+NH4,888.74167,745.7069,559.4124,477.3342,451.4148,369.3366,377.3776,295.2993,183.0417
PEtOH(20:0_26:2)+NH4,886.72597,743.6912,557.3967,477.3342,449.3991,369.3365,375.3619,295.2993,183.0417
PEtOH(20:0_26:4)+NH4,882.69467,739.6599,553.3654,477.3341,445.3678,369.3365,371.3306,295.2993,183.0417
PEtOH(20:0_27:0)+NH4,904.77297,761.7382,575.4437,477.3343,467.4461,369.3366,393.4088,295.2993,183.0417
PEtOH(20:1_20:1)+NH4,802.63207,659.5973,475.3185,475.3185,367.3208,367.3208,293.2837,293.2837,183.0417
PEtOH(20:1_20:2)+NH4,800.61647,657.5817,473.3029,475.3185,365.3052,367.3209,291.2681,293.2837,183.0417
PEtOH(20:1_20:3)+NH4,798.60077,655.566,471.2872,475.3185,363.2896,367.3208,289.2524,293.2837,183.0417
PEtOH(20:1_20:4)+NH4,796.58517,653.5504,469.2716,475.3185,361.2739,367.3209,287.2368,293.2837,183.0417
PEtOH(20:1_20:5)+NH4,794.56947,651.5347,467.2559,475.3184,359.2582,367.3208,285.2212,293.2837,183.0417
PEtOH(21:0_20:1)+NH4,818.66337,675.6286,475.3185,491.3498,367.3209,383.3521,293.2837,309.315,183.0417
PEtOH(20:1_21:1)+NH4,816.64767,673.6129,489.3341,475.3184,381.3364,367.3208,307.2993,293.2837,183.0417
PEtOH(20:1_21:2)+NH4,814.63207,671.5973,487.3185,475.3185,379.3208,367.3208,305.2837,293.2837,183.0417
PEtOH(22:0_20:1)+NH4,832.67897,689.6442,475.3185,505.3654,367.3208,397.3677,293.2837,323.3306,183.0417
PEtOH(20:1_22:1)+NH4,830.66337,687.6286,503.3498,475.3185,395.3521,367.3209,321.315,293.2837,183.0417
PEtOH(20:1_22:2)+NH4,828.64767,685.6129,501.3341,475.3184,393.3364,367.3208,319.2993,293.2837,183.0417
PEtOH(20:1_22:3)+NH4,826.63207,683.5973,499.3185,475.3185,391.3208,367.3208,317.2837,293.2837,183.0417
PEtOH(20:1_22:4)+NH4,824.61647,681.5817,497.3029,475.3185,389.3052,367.3209,315.2681,293.2837,183.0417
PEtOH(20:1_22:5)+NH4,822.60077,679.566,495.2872,475.3185,387.2896,367.3208,313.2524,293.2837,183.0417
PEtOH(20:1_22:6)+NH4,820.58517,677.5504,493.2716,475.3185,385.2739,367.3209,311.2368,293.2837,183.0417
PEtOH(23:0_20:1)+NH4,846.69467,703.6599,475.3185,519.381,367.3209,411.3835,293.2837,337.3463,183.0417
PEtOH(24:0_20:1)+NH4,860.71037,717.6756,475.3186,533.3968,367.321,425.3991,293.2837,351.3619,183.0417
PEtOH(20:1_24:1)+NH4,858.69467,715.6599,531.381,475.3185,423.3835,367.3209,349.3463,293.2837,183.0417
PEtOH(20:1_24:2)+NH4,856.67897,713.6442,529.3654,475.3185,421.3677,367.3208,347.3306,293.2837,183.0417
PEtOH(20:1_24:4)+NH4,852.64767,709.6129,525.334,475.3184,417.3364,367.3208,343.2993,293.2837,183.0417
PEtOH(25:0_20:1)+NH4,874.72597,731.6912,475.3185,547.4124,367.3209,439.4147,293.2837,365.3776,183.0417
PEtOH(26:0_20:1)+NH4,888.74167,745.7069,475.3186,561.428,367.321,453.4305,293.2837,379.3932,183.0417
PEtOH(20:1_26:1)+NH4,886.72597,743.6912,559.4124,475.3185,451.4147,367.3209,377.3776,293.2837,183.0417
PEtOH(20:1_26:2)+NH4,884.71037,741.6756,557.3968,475.3186,449.3991,367.321,375.3619,293.2837,183.0417
PEtOH(20:1_26:4)+NH4,880.67897,737.6442,553.3654,475.3185,445.3677,367.3208,371.3306,293.2837,183.0417
PEtOH(27:0_20:1)+NH4,902.75727,759.7225,475.3185,575.4437,367.3209,467.446,293.2837,393.4088,183.0417
PEtOH(20:2_20:2)+NH4,798.60077,655.566,473.3028,473.3028,365.3052,365.3052,291.2681,291.2681,183.0417
PEtOH(20:2_20:3)+NH4,796.58517,653.5504,471.2872,473.3029,363.2896,365.3052,289.2524,291.2681,183.0417
PEtOH(20:2_20:4)+NH4,794.56947,651.5347,469.2715,473.3028,361.2739,365.3051,287.2368,291.2681,183.0417
PEtOH(20:2_20:5)+NH4,792.55387,649.5191,467.2559,473.3028,359.2583,365.3052,285.2212,291.2681,183.0417
PEtOH(21:0_20:2)+NH4,816.64767,673.6129,473.3028,491.3497,365.3051,383.3521,291.2681,309.315,183.0417
PEtOH(21:1_20:2)+NH4,814.63207,671.5973,473.3028,489.3341,365.3052,381.3365,291.2681,307.2993,183.0417
PEtOH(20:2_21:2)+NH4,812.61647,669.5817,487.3185,473.3029,379.3209,365.3052,305.2837,291.2681,183.0417
PEtOH(22:0_20:2)+NH4,830.66337,687.6286,473.3029,505.3654,365.3052,397.3678,291.2681,323.3306,183.0417
PEtOH(22:1_20:2)+NH4,828.64767,685.6129,473.3028,503.3497,365.3051,395.3521,291.2681,321.315,183.0417
PEtOH(20:2_22:2)+NH4,826.63207,683.5973,501.3341,473.3028,393.3365,365.3052,319.2993,291.2681,183.0417
PEtOH(20:2_22:3)+NH4,824.61647,681.5817,499.3185,473.3029,391.3209,365.3052,317.2837,291.2681,183.0417
PEtOH(20:2_22:4)+NH4,822.60077,679.566,497.3028,473.3028,389.3052,365.3052,315.2681,291.2681,183.0417
PEtOH(20:2_22:5)+NH4,820.58517,677.5504,495.2872,473.3029,387.2896,365.3052,313.2524,291.2681,183.0417
PEtOH(20:2_22:6)+NH4,818.56947,675.5347,493.2715,473.3028,385.2739,365.3051,311.2368,291.2681,183.0417
PEtOH(23:0_20:2)+NH4,844.67897,701.6442,473.3028,519.381,365.3052,411.3834,291.2681,337.3463,183.0417
PEtOH(24:0_20:2)+NH4,858.69467,715.6599,473.3029,533.3967,365.3052,425.3991,291.2681,351.3619,183.0417
PEtOH(24:1_20:2)+NH4,856.67897,713.6442,473.3028,531.381,365.3052,423.3834,291.2681,349.3463,183.0417
PEtOH(20:2_24:2)+NH4,854.66337,711.6286,529.3654,473.3029,421.3678,365.3052,347.3306,291.2681,183.0417
PEtOH(20:2_24:4)+NH4,850.63207,707.5973,525.3341,473.3028,417.3365,365.3052,343.2993,291.2681,183.0417
PEtOH(25:0_20:2)+NH4,872.71037,729.6756,473.3029,547.4124,365.3053,439.4148,291.2681,365.3776,183.0417
PEtOH(26:0_20:2)+NH4,886.72597,743.6912,473.3029,561.428,365.3053,453.4304,291.2681,379.3932,183.0417
PEtOH(26:1_20:2)+NH4,884.71037,741.6756,473.3029,559.4124,365.3053,451.4148,291.2681,377.3776,183.0417
PEtOH(20:2_26:2)+NH4,882.69467,739.6599,557.3967,473.3029,449.3991,365.3052,375.3619,291.2681,183.0417
PEtOH(20:2_26:4)+NH4,878.66337,735.6286,553.3654,473.3029,445.3678,365.3052,371.3306,291.2681,183.0417
PEtOH(27:0_20:2)+NH4,900.74167,757.7069,473.3029,575.4437,365.3053,467.4461,291.2681,393.4088,183.0417
PEtOH(20:3_20:3)+NH4,794.56947,651.5347,471.2871,471.2871,363.2895,363.2895,289.2524,289.2524,183.0417
PEtOH(20:3_20:4)+NH4,792.55387,649.5191,469.2715,471.2872,361.2739,363.2896,287.2368,289.2524,183.0417
PEtOH(20:3_20:5)+NH4,790.53817,647.5034,467.2559,471.2871,359.2582,363.2895,285.2212,289.2524,183.0417
PEtOH(21:0_20:3)+NH4,814.63207,671.5973,471.2872,491.3498,363.2896,383.3521,289.2524,309.315,183.0417
PEtOH(21:1_20:3)+NH4,812.61647,669.5817,471.2872,489.3341,363.2896,381.3365,289.2524,307.2993,183.0417
PEtOH(21:2_20:3)+NH4,810.60077,667.566,471.2872,487.3185,363.2896,379.3208,289.2524,305.2837,183.0417
PEtOH(22:0_20:3)+NH4,828.64767,685.6129,471.2871,505.3654,363.2895,397.3677,289.2524,323.3306,183.0417
PEtOH(22:1_20:3)+NH4,826.63207,683.5973,471.2872,503.3498,363.2896,395.3521,289.2524,321.315,183.0417
PEtOH(22:2_20:3)+NH4,824.61647,681.5817,471.2872,501.3341,363.2896,393.3365,289.2524,319.2993,183.0417
PEtOH(20:3_22:3)+NH4,822.60077,679.566,499.3185,471.2872,391.3208,363.2896,317.2837,289.2524,183.0417
PEtOH(20:3_22:4)+NH4,820.58517,677.5504,497.3029,471.2872,389.3052,363.2896,315.2681,289.2524,183.0417
PEtOH(20:3_22:5)+NH4,818.56947,675.5347,495.2871,471.2871,387.2895,363.2895,313.2524,289.2524,183.0417
PEtOH(20:3_22:6)+NH4,816.55387,673.5191,493.2715,471.2872,385.2739,363.2896,311.2368,289.2524,183.0417
PEtOH(23:0_20:3)+NH4,842.66337,699.6286,471.2872,519.381,363.2896,411.3834,289.2524,337.3463,183.0417
PEtOH(24:0_20:3)+NH4,856.67897,713.6442,471.2872,533.3967,363.2896,425.399,289.2524,351.3619,183.0417
PEtOH(24:1_20:3)+NH4,854.66337,711.6286,471.2872,531.381,363.2896,423.3834,289.2524,349.3463,183.0417
PEtOH(24:2_20:3)+NH4,852.64767,709.6129,471.2871,529.3654,363.2895,421.3677,289.2524,347.3306,183.0417
PEtOH(20:3_24:4)+NH4,848.61647,705.5817,525.3342,471.2872,417.3365,363.2896,343.2993,289.2524,183.0417
PEtOH(25:0_20:3)+NH4,870.69467,727.6599,471.2872,547.4124,363.2896,439.4147,289.2524,365.3776,183.0417
PEtOH(26:0_20:3)+NH4,884.71037,741.6756,471.2873,561.428,363.2897,453.4304,289.2524,379.3932,183.0417
PEtOH(26:1_20:3)+NH4,882.69467,739.6599,471.2872,559.4124,363.2896,451.4147,289.2524,377.3776,183.0417
PEtOH(26:2_20:3)+NH4,880.67897,737.6442,471.2872,557.3967,363.2896,449.399,289.2524,375.3619,183.0417
PEtOH(20:3_26:4)+NH4,876.64767,733.6129,553.3654,471.2871,445.3677,363.2895,371.3306,289.2524,183.0417
PEtOH(27:0_20:3)+NH4,898.72597,755.6912,471.2873,575.4437,363.2896,467.446,289.2524,393.4088,183.0417
PEtOH(20:4_20:4)+NH4,790.53817,647.5034,469.2715,469.2715,361.2739,361.2739,287.2368,287.2368,183.0417
PEtOH(20:4_20:5)+NH4,788.52247,645.4877,467.2558,469.2714,359.2581,361.2738,285.2212,287.2368,183.0417
PEtOH(21:0_20:4)+NH4,812.61647,669.5817,469.2716,491.3498,361.274,383.3522,287.2368,309.315,183.0417
PEtOH(21:1_20:4)+NH4,810.60077,667.566,469.2715,489.3341,361.2739,381.3365,287.2368,307.2993,183.0417
PEtOH(21:2_20:4)+NH4,808.58517,665.5504,469.2716,487.3185,361.2739,379.3209,287.2368,305.2837,183.0417
PEtOH(22:0_20:4)+NH4,826.63207,683.5973,469.2715,505.3654,361.2739,397.3678,287.2368,323.3306,183.0417
PEtOH(22:1_20:4)+NH4,824.61647,681.5817,469.2716,503.3498,361.274,395.3522,287.2368,321.315,183.0417
PEtOH(22:2_20:4)+NH4,822.60077,679.566,469.2715,501.3341,361.2739,393.3365,287.2368,319.2993,183.0417
PEtOH(22:3_20:4)+NH4,820.58517,677.5504,469.2716,499.3185,361.2739,391.3209,287.2368,317.2837,183.0417
PEtOH(20:4_22:4)+NH4,818.56947,675.5347,497.3028,469.2715,389.3051,361.2739,315.2681,287.2368,183.0417
PEtOH(20:4_22:5)+NH4,816.55387,673.5191,495.2872,469.2715,387.2896,361.2739,313.2524,287.2368,183.0417
PEtOH(20:4_22:6)+NH4,814.53817,671.5034,493.2715,469.2715,385.2739,361.2739,311.2368,287.2368,183.0417
PEtOH(23:0_20:4)+NH4,840.64767,697.6129,469.2715,519.381,361.2739,411.3834,287.2368,337.3463,183.0417
PEtOH(24:0_20:4)+NH4,854.66337,711.6286,469.2716,533.3967,361.2739,425.399,287.2368,351.3619,183.0417
PEtOH(24:1_20:4)+NH4,852.64767,709.6129,469.2715,531.381,361.2739,423.3834,287.2368,349.3463,183.0417
PEtOH(24:2_20:4)+NH4,850.63207,707.5973,469.2715,529.3654,361.2739,421.3678,287.2368,347.3306,183.0417
PEtOH(20:4_24:4)+NH4,846.60077,703.566,525.3341,469.2715,417.3365,361.2739,343.2993,287.2368,183.0417
PEtOH(25:0_20:4)+NH4,868.67897,725.6442,469.2715,547.4123,361.2739,439.4147,287.2368,365.3776,183.0417
PEtOH(26:0_20:4)+NH4,882.69467,739.6599,469.2716,561.428,361.274,453.4304,287.2368,379.3932,183.0417
PEtOH(26:1_20:4)+NH4,880.67897,737.6442,469.2715,559.4123,361.2739,451.4147,287.2368,377.3776,183.0417
PEtOH(26:2_20:4)+NH4,878.66337,735.6286,469.2716,557.3967,361.2739,449.399,287.2368,375.3619,183.0417
PEtOH(20:4_26:4)+NH4,874.63207,731.5973,553.3654,469.2715,445.3678,361.2739,371.3306,287.2368,183.0417
PEtOH(27:0_20:4)+NH4,896.71037,753.6756,469.2716,575.4437,361.274,467.446,287.2368,393.4088,183.0417
PEtOH(20:5_20:5)+NH4,786.50687,643.4721,467.2558,467.2558,359.2582,359.2582,285.2212,285.2212,183.0417
PEtOH(21:0_20:5)+NH4,810.60077,667.566,467.2559,491.3497,359.2583,383.3521,285.2212,309.315,183.0417
PEtOH(21:1_20:5)+NH4,808.58517,665.5504,467.2559,489.3341,359.2583,381.3365,285.2212,307.2993,183.0417
PEtOH(21:2_20:5)+NH4,806.56947,663.5347,467.2559,487.3184,359.2582,379.3208,285.2212,305.2837,183.0417
PEtOH(22:0_20:5)+NH4,824.61647,681.5817,467.256,505.3654,359.2583,397.3678,285.2212,323.3306,183.0417
PEtOH(22:1_20:5)+NH4,822.60077,679.566,467.2559,503.3497,359.2583,395.3521,285.2212,321.315,183.0417
PEtOH(22:2_20:5)+NH4,820.58517,677.5504,467.2559,501.3341,359.2583,393.3365,285.2212,319.2993,183.0417
PEtOH(22:3_20:5)+NH4,818.56947,675.5347,467.2559,499.3184,359.2582,391.3208,285.2212,317.2837,183.0417
PEtOH(22:4_20:5)+NH4,816.55387,673.5191,467.2559,497.3028,359.2583,389.3052,285.2212,315.2681,183.0417
PEtOH(20:5_22:5)+NH4,814.53817,671.5034,495.2871,467.2559,387.2895,359.2582,313.2524,285.2212,183.0417
