Cer-AP,[M+HCO2]-,[M-H]-,[FA+NC(C)CO-H]-,[FA+O-H]-,[FA-CO-3H]-,[Sph-NC(CO)CO-H]-
Cer-AP(t27:0/20:2)+HCO2,794.6874,748.6819,378.3003,323.2592,277.2537,351.3622
Cer-AP(t27:0/21:0)+HCO2,812.7343,766.7289,396.3472,341.3061,295.3006,351.3622
Cer-AP(t27:0/21:1)+HCO2,810.7187,764.7132,394.3316,339.2905,293.285,351.3622
Cer-AP(t27:0/22:0)+HCO2,826.75,780.7445,410.3629,355.3218,309.3163,351.3622
Cer-AP(t27:0/22:1)+HCO2,824.7343,778.7289,408.3472,353.3061,307.3006,351.3622
Cer-AP(t27:0/22:2)+HCO2,822.7187,776.7132,406.3316,351.2905,305.285,351.3622
Cer-AP(t27:0/23:0)+HCO2,840.7656,794.7601,424.3785,369.3374,323.3319,351.3622
Cer-AP(t27:0/23:1)+HCO2,838.75,792.7445,422.3629,367.3218,321.3163,351.3622
Cer-AP(t27:0/24:0)+HCO2,854.7813,808.7758,438.3942,383.3531,337.3476,351.3622
Cer-AP(t27:0/24:1)+HCO2,852.7656,806.7601,436.3785,381.3374,335.3319,351.3622
Cer-AP(t27:0/24:2)+HCO2,850.75,804.7445,434.3629,379.3218,333.3163,351.3622
Cer-AP(t27:0/25:0)+HCO2,868.7969,822.7914,452.4099,397.3687,351.3633,351.3622
Cer-AP(t27:0/25:1)+HCO2,866.7813,820.7758,450.3942,395.3531,349.3476,351.3622
Cer-AP(t27:0/26:0)+HCO2,882.8126,836.8071,466.4255,411.3844,365.3789,351.3622
Cer-AP(t27:0/26:1)+HCO2,880.7969,834.7914,464.4099,409.3687,363.3633,351.3622
Cer-AP(t27:0/26:2)+HCO2,878.7813,832.7758,462.3942,407.3531,361.3476,351.3622
Cer-AP(t27:0/27:0)+HCO2,896.8282,850.8228,480.4411,425.4,379.3945,351.3622
Cer-AP(t27:0/27:1)+HCO2,894.8126,848.8071,478.4255,423.3844,377.3789,351.3622
Cer-AP(t27:0/28:0)+HCO2,910.8439,864.8384,494.4568,439.4157,393.4102,351.3622
Cer-AP(t27:0/28:1)+HCO2,908.8282,862.8228,492.4411,437.4,391.3945,351.3622
Cer-AP(t27:0/28:2)+HCO2,906.8126,860.8071,490.4255,435.3844,389.3789,351.3622
Cer-AP(t27:0/29:0)+HCO2,924.8596,878.8541,508.4724,453.4313,407.4258,351.3622
Cer-AP(t27:0/29:1)+HCO2,922.8439,876.8384,506.4568,451.4157,405.4102,351.3622
Cer-AP(t27:0/30:0)+HCO2,938.8752,892.8697,522.4881,467.447,421.4415,351.3622
Cer-AP(t27:0/30:1)+HCO2,936.8596,890.8541,520.4724,465.4313,419.4258,351.3622
Cer-AP(t27:0/30:2)+HCO2,934.8439,888.8384,518.4568,463.4157,417.4102,351.3622
Cer-AP(t27:0/31:0)+HCO2,952.8908,906.8854,536.5037,481.4626,435.4572,351.3622
Cer-AP(t27:0/31:1)+HCO2,950.8752,904.8697,534.4881,479.447,433.4415,351.3622
Cer-AP(t27:0/32:0)+HCO2,966.9065,920.901,550.5194,495.4783,449.4728,351.3622
Cer-AP(t27:0/32:1)+HCO2,964.8908,918.8854,548.5037,493.4626,447.4572,351.3622
Cer-AP(t27:0/32:2)+HCO2,962.8752,916.8697,546.4881,491.447,445.4415,351.3622
Cer-AP(t27:0/33:0)+HCO2,980.9221,934.9167,564.535,509.4939,463.4884,351.3622
Cer-AP(t27:0/33:1)+HCO2,978.9065,932.901,562.5194,507.4783,461.4728,351.3622
Cer-AP(t27:0/34:0)+HCO2,994.9378,948.9323,578.5507,523.5096,477.5041,351.3622
Cer-AP(t27:0/34:1)+HCO2,992.9221,946.9167,576.535,521.494,475.4884,351.3622
Cer-AP(t27:0/34:2)+HCO2,990.9065,944.901,574.5194,519.4783,473.4728,351.3622
Cer-AP(t27:0/35:0)+HCO2,1008.953,962.9479,592.5663,537.5252,491.5197,351.3622
Cer-AP(t27:0/35:1)+HCO2,1006.938,960.9323,590.5507,535.5096,489.5041,351.3622
Cer-AP(t27:0/36:0)+HCO2,1022.969,976.9636,606.582,551.5409,505.5354,351.3622
Cer-AP(t27:0/36:1)+HCO2,1020.953,974.9479,604.5663,549.5252,503.5197,351.3622
Cer-AP(t27:0/36:2)+HCO2,1018.938,972.9323,602.5507,547.5096,501.5041,351.3622
Cer-AP(t27:0/38:0)+HCO2,1051,1004.995,634.6133,579.5722,533.5667,351.3622
Cer-AP(t27:0/38:1)+HCO2,1048.985,1002.979,632.5977,577.5565,531.551,351.3622
Cer-AP(t27:0/38:2)+HCO2,1046.969,1000.964,630.582,575.5409,529.5354,351.3622
Cer-AP(t27:0/40:0)+HCO2,1079.032,1033.026,662.6446,607.6035,561.598,351.3622
Cer-AP(t27:0/40:1)+HCO2,1077.016,1031.011,660.629,605.5878,559.5823,351.3622
Cer-AP(t27:0/40:2)+HCO2,1075,1028.995,658.6133,603.5722,557.5667,351.3622
Cer-AP(t27:0/42:0)+HCO2,1107.063,1061.057,690.6759,635.6348,589.6293,351.3622
Cer-AP(t27:0/42:1)+HCO2,1105.047,1059.042,688.6602,633.6191,587.6136,351.3622
Cer-AP(t27:0/42:2)+HCO2,1103.032,1057.026,686.6446,631.6035,585.598,351.3622
Cer-AP(t27:1/12:0)+HCO2,684.5778,638.5723,270.2064,215.1653,169.1598,349.3465
Cer-AP(t27:1/12:1)+HCO2,682.5622,636.5567,268.1907,213.1496,167.1441,349.3465
Cer-AP(t27:1/13:0)+HCO2,698.5935,652.588,284.222,229.1809,183.1754,349.3465
Cer-AP(t27:1/13:1)+HCO2,696.5778,650.5723,282.2064,227.1653,181.1598,349.3465
Cer-AP(t27:1/14:0)+HCO2,712.6091,666.6036,298.2377,243.1966,197.1911,349.3465
Cer-AP(t27:1/14:1)+HCO2,710.5935,664.588,296.222,241.1809,195.1754,349.3465
Cer-AP(t27:1/15:0)+HCO2,726.6248,680.6193,312.2533,257.2122,211.2067,349.3465
Cer-AP(t27:1/15:1)+HCO2,724.6091,678.6036,310.2377,255.1966,209.1911,349.3465
Cer-AP(t27:1/16:0)+HCO2,740.6404,694.6349,326.269,271.2279,225.2224,349.3465
Cer-AP(t27:1/16:1)+HCO2,738.6248,692.6193,324.2533,269.2122,223.2067,349.3465
Cer-AP(t27:1/16:2)+HCO2,736.6091,690.6036,322.2377,267.1966,221.1911,349.3465
Cer-AP(t27:1/17:0)+HCO2,754.6561,708.6506,340.2846,285.2435,239.238,349.3465
Cer-AP(t27:1/18:0)+HCO2,768.6718,722.6663,354.3003,299.2592,253.2537,349.3465
Cer-AP(t27:1/18:1)+HCO2,766.6561,720.6506,352.2846,297.2435,251.238,349.3465
Cer-AP(t27:1/18:2)+HCO2,764.6404,718.6349,350.269,295.2279,249.2224,349.3465
Cer-AP(t27:1/19:0)+HCO2,782.6874,736.6819,368.3159,313.2748,267.2693,349.3465
Cer-AP(t27:1/19:1)+HCO2,780.6718,734.6663,366.3003,311.2592,265.2537,349.3465
Cer-AP(t27:1/20:0)+HCO2,796.703,750.6976,382.3316,327.2905,281.285,349.3465
Cer-AP(t27:1/20:1)+HCO2,794.6874,748.6819,380.3159,325.2748,279.2693,349.3465
Cer-AP(t27:1/20:2)+HCO2,792.6718,746.6663,378.3003,323.2592,277.2537,349.3465
Cer-AP(t27:1/21:0)+HCO2,810.7187,764.7132,396.3472,341.3061,295.3006,349.3465
Cer-AP(t27:1/21:1)+HCO2,808.703,762.6976,394.3316,339.2905,293.285,349.3465
Cer-AP(t27:1/22:0)+HCO2,824.7343,778.7289,410.3629,355.3218,309.3163,349.3465
Cer-AP(t27:1/22:1)+HCO2,822.7187,776.7132,408.3472,353.3061,307.3006,349.3465
Cer-AP(t27:1/22:2)+HCO2,820.703,774.6976,406.3316,351.2905,305.285,349.3465
Cer-AP(t27:1/23:0)+HCO2,838.75,792.7445,424.3785,369.3374,323.3319,349.3465
Cer-AP(t27:1/23:1)+HCO2,836.7343,790.7289,422.3629,367.3218,321.3163,349.3465
Cer-AP(t27:1/24:0)+HCO2,852.7656,806.7601,438.3942,383.3531,337.3476,349.3465
Cer-AP(t27:1/24:1)+HCO2,850.75,804.7445,436.3785,381.3374,335.3319,349.3465
Cer-AP(t27:1/24:2)+HCO2,848.7343,802.7289,434.3629,379.3218,333.3163,349.3465
Cer-AP(t27:1/25:0)+HCO2,866.7813,820.7758,452.4099,397.3687,351.3633,349.3465
Cer-AP(t27:1/25:1)+HCO2,864.7656,818.7601,450.3942,395.3531,349.3476,349.3465
Cer-AP(t27:1/26:0)+HCO2,880.7969,834.7914,466.4255,411.3844,365.3789,349.3465
Cer-AP(t27:1/26:1)+HCO2,878.7813,832.7758,464.4099,409.3687,363.3633,349.3465
Cer-AP(t27:1/26:2)+HCO2,876.7656,830.7601,462.3942,407.3531,361.3476,349.3465
Cer-AP(t27:1/27:0)+HCO2,894.8126,848.8071,480.4411,425.4,379.3945,349.3465
Cer-AP(t27:1/27:1)+HCO2,892.7969,846.7914,478.4255,423.3844,377.3789,349.3465
Cer-AP(t27:1/28:0)+HCO2,908.8282,862.8228,494.4568,439.4157,393.4102,349.3465
Cer-AP(t27:1/28:1)+HCO2,906.8126,860.8071,492.4411,437.4,391.3945,349.3465
Cer-AP(t27:1/28:2)+HCO2,904.7969,858.7914,490.4255,435.3844,389.3789,349.3465
Cer-AP(t27:1/29:0)+HCO2,922.8439,876.8384,508.4724,453.4313,407.4258,349.3465
Cer-AP(t27:1/29:1)+HCO2,920.8282,874.8228,506.4568,451.4157,405.4102,349.3465
Cer-AP(t27:1/30:0)+HCO2,936.8596,890.8541,522.4881,467.447,421.4415,349.3465
Cer-AP(t27:1/30:1)+HCO2,934.8439,888.8384,520.4724,465.4313,419.4258,349.3465
Cer-AP(t27:1/30:2)+HCO2,932.8282,886.8228,518.4568,463.4157,417.4102,349.3465
Cer-AP(t27:1/31:0)+HCO2,950.8752,904.8697,536.5037,481.4626,435.4572,349.3465
Cer-AP(t27:1/31:1)+HCO2,948.8596,902.8541,534.4881,479.447,433.4415,349.3465
Cer-AP(t27:1/32:0)+HCO2,964.8908,918.8854,550.5194,495.4783,449.4728,349.3465
Cer-AP(t27:1/32:1)+HCO2,962.8752,916.8697,548.5037,493.4626,447.4572,349.3465
Cer-AP(t27:1/32:2)+HCO2,960.8596,914.8541,546.4881,491.447,445.4415,349.3465
Cer-AP(t27:1/33:0)+HCO2,978.9065,932.901,564.535,509.4939,463.4884,349.3465
Cer-AP(t27:1/33:1)+HCO2,976.8908,930.8854,562.5194,507.4783,461.4728,349.3465
Cer-AP(t27:1/34:0)+HCO2,992.9221,946.9167,578.5507,523.5096,477.5041,349.3465
Cer-AP(t27:1/34:1)+HCO2,990.9065,944.901,576.535,521.494,475.4884,349.3465
Cer-AP(t27:1/34:2)+HCO2,988.8908,942.8854,574.5194,519.4783,473.4728,349.3465
Cer-AP(t27:1/35:0)+HCO2,1006.938,960.9323,592.5663,537.5252,491.5197,349.3465
Cer-AP(t27:1/35:1)+HCO2,1004.922,958.9167,590.5507,535.5096,489.5041,349.3465
Cer-AP(t27:1/36:0)+HCO2,1020.953,974.9479,606.582,551.5409,505.5354,349.3465
Cer-AP(t27:1/36:1)+HCO2,1018.938,972.9323,604.5663,549.5252,503.5197,349.3465
Cer-AP(t27:1/36:2)+HCO2,1016.922,970.9167,602.5507,547.5096,501.5041,349.3465
Cer-AP(t27:1/38:0)+HCO2,1048.985,1002.979,634.6133,579.5722,533.5667,349.3465
Cer-AP(t27:1/38:1)+HCO2,1046.969,1000.964,632.5977,577.5565,531.551,349.3465
Cer-AP(t27:1/38:2)+HCO2,1044.953,998.9479,630.582,575.5409,529.5354,349.3465
Cer-AP(t27:1/40:0)+HCO2,1077.016,1031.011,662.6446,607.6035,561.598,349.3465
Cer-AP(t27:1/40:1)+HCO2,1075,1028.995,660.629,605.5878,559.5823,349.3465
Cer-AP(t27:1/40:2)+HCO2,1072.985,1026.979,658.6133,603.5722,557.5667,349.3465
Cer-AP(t27:1/42:0)+HCO2,1105.047,1059.042,690.6759,635.6348,589.6293,349.3465
Cer-AP(t27:1/42:1)+HCO2,1103.032,1057.026,688.6602,633.6191,587.6136,349.3465
Cer-AP(t27:1/42:2)+HCO2,1101.016,1055.011,686.6446,631.6035,585.598,349.3465
Cer-AP(t27:2/12:0)+HCO2,682.5622,636.5567,270.2064,215.1653,169.1598,347.3308
Cer-AP(t27:2/12:1)+HCO2,680.5465,634.5411,268.1907,213.1496,167.1441,347.3308
Cer-AP(t27:2/13:0)+HCO2,696.5778,650.5723,284.222,229.1809,183.1754,347.3308
Cer-AP(t27:2/13:1)+HCO2,694.5622,648.5567,282.2064,227.1653,181.1598,347.3308
Cer-AP(t27:2/14:0)+HCO2,710.5935,664.588,298.2377,243.1966,197.1911,347.3308
Cer-AP(t27:2/14:1)+HCO2,708.5778,662.5723,296.222,241.1809,195.1754,347.3308
Cer-AP(t27:2/15:0)+HCO2,724.6091,678.6036,312.2533,257.2122,211.2067,347.3308
Cer-AP(t27:2/15:1)+HCO2,722.5935,676.588,310.2377,255.1966,209.1911,347.3308
Cer-AP(t27:2/16:0)+HCO2,738.6248,692.6193,326.269,271.2279,225.2224,347.3308
Cer-AP(t27:2/16:1)+HCO2,736.6091,690.6036,324.2533,269.2122,223.2067,347.3308
Cer-AP(t27:2/16:2)+HCO2,734.5935,688.588,322.2377,267.1966,221.1911,347.3308
Cer-AP(t27:2/17:0)+HCO2,752.6404,706.6349,340.2846,285.2435,239.238,347.3308
Cer-AP(t27:2/18:0)+HCO2,766.6561,720.6506,354.3003,299.2592,253.2537,347.3308
Cer-AP(t27:2/18:1)+HCO2,764.6404,718.6349,352.2846,297.2435,251.238,347.3308
Cer-AP(t27:2/18:2)+HCO2,762.6248,716.6193,350.269,295.2279,249.2224,347.3308
Cer-AP(t27:2/19:0)+HCO2,780.6718,734.6663,368.3159,313.2748,267.2693,347.3308
Cer-AP(t27:2/19:1)+HCO2,778.6561,732.6506,366.3003,311.2592,265.2537,347.3308
Cer-AP(t27:2/20:0)+HCO2,794.6874,748.6819,382.3316,327.2905,281.285,347.3308
Cer-AP(t27:2/20:1)+HCO2,792.6718,746.6663,380.3159,325.2748,279.2693,347.3308
Cer-AP(t27:2/20:2)+HCO2,790.6561,744.6506,378.3003,323.2592,277.2537,347.3308
Cer-AP(t27:2/21:0)+HCO2,808.703,762.6976,396.3472,341.3061,295.3006,347.3308
Cer-AP(t27:2/21:1)+HCO2,806.6874,760.6819,394.3316,339.2905,293.285,347.3308
Cer-AP(t27:2/22:0)+HCO2,822.7187,776.7132,410.3629,355.3218,309.3163,347.3308
Cer-AP(t27:2/22:1)+HCO2,820.703,774.6976,408.3472,353.3061,307.3006,347.3308
Cer-AP(t27:2/22:2)+HCO2,818.6874,772.6819,406.3316,351.2905,305.285,347.3308
Cer-AP(t27:2/23:0)+HCO2,836.7343,790.7289,424.3785,369.3374,323.3319,347.3308
Cer-AP(t27:2/23:1)+HCO2,834.7187,788.7132,422.3629,367.3218,321.3163,347.3308
Cer-AP(t27:2/24:0)+HCO2,850.75,804.7445,438.3942,383.3531,337.3476,347.3308
Cer-AP(t27:2/24:1)+HCO2,848.7343,802.7289,436.3785,381.3374,335.3319,347.3308
Cer-AP(t27:2/24:2)+HCO2,846.7187,800.7132,434.3629,379.3218,333.3163,347.3308
Cer-AP(t27:2/25:0)+HCO2,864.7656,818.7601,452.4099,397.3687,351.3633,347.3308
Cer-AP(t27:2/25:1)+HCO2,862.75,816.7445,450.3942,395.3531,349.3476,347.3308
Cer-AP(t27:2/26:0)+HCO2,878.7813,832.7758,466.4255,411.3844,365.3789,347.3308
Cer-AP(t27:2/26:1)+HCO2,876.7656,830.7601,464.4099,409.3687,363.3633,347.3308
Cer-AP(t27:2/26:2)+HCO2,874.75,828.7445,462.3942,407.3531,361.3476,347.3308
Cer-AP(t27:2/27:0)+HCO2,892.7969,846.7914,480.4411,425.4,379.3945,347.3308
Cer-AP(t27:2/27:1)+HCO2,890.7813,844.7758,478.4255,423.3844,377.3789,347.3308
Cer-AP(t27:2/28:0)+HCO2,906.8126,860.8071,494.4568,439.4157,393.4102,347.3308
Cer-AP(t27:2/28:1)+HCO2,904.7969,858.7914,492.4411,437.4,391.3945,347.3308
Cer-AP(t27:2/28:2)+HCO2,902.7813,856.7758,490.4255,435.3844,389.3789,347.3308
Cer-AP(t27:2/29:0)+HCO2,920.8282,874.8228,508.4724,453.4313,407.4258,347.3308
Cer-AP(t27:2/29:1)+HCO2,918.8126,872.8071,506.4568,451.4157,405.4102,347.3308
Cer-AP(t27:2/30:0)+HCO2,934.8439,888.8384,522.4881,467.447,421.4415,347.3308
Cer-AP(t27:2/30:1)+HCO2,932.8282,886.8228,520.4724,465.4313,419.4258,347.3308
Cer-AP(t27:2/30:2)+HCO2,930.8126,884.8071,518.4568,463.4157,417.4102,347.3308
Cer-AP(t27:2/31:0)+HCO2,948.8596,902.8541,536.5037,481.4626,435.4572,347.3308
Cer-AP(t27:2/31:1)+HCO2,946.8439,900.8384,534.4881,479.447,433.4415,347.3308
Cer-AP(t27:2/32:0)+HCO2,962.8752,916.8697,550.5194,495.4783,449.4728,347.3308
Cer-AP(t27:2/32:1)+HCO2,960.8596,914.8541,548.5037,493.4626,447.4572,347.3308
Cer-AP(t27:2/32:2)+HCO2,958.8439,912.8384,546.4881,491.447,445.4415,347.3308
Cer-AP(t27:2/33:0)+HCO2,976.8908,930.8854,564.535,509.4939,463.4884,347.3308
Cer-AP(t27:2/33:1)+HCO2,974.8752,928.8697,562.5194,507.4783,461.4728,347.3308
Cer-AP(t27:2/34:0)+HCO2,990.9065,944.901,578.5507,523.5096,477.5041,347.3308
Cer-AP(t27:2/34:1)+HCO2,988.8908,942.8854,576.535,521.494,475.4884,347.3308
Cer-AP(t27:2/34:2)+HCO2,986.8752,940.8697,574.5194,519.4783,473.4728,347.3308
Cer-AP(t27:2/35:0)+HCO2,1004.922,958.9167,592.5663,537.5252,491.5197,347.3308
Cer-AP(t27:2/35:1)+HCO2,1002.906,956.901,590.5507,535.5096,489.5041,347.3308
Cer-AP(t27:2/36:0)+HCO2,1018.938,972.9323,606.582,551.5409,505.5354,347.3308
Cer-AP(t27:2/36:1)+HCO2,1016.922,970.9167,604.5663,549.5252,503.5197,347.3308
Cer-AP(t27:2/36:2)+HCO2,1014.906,968.901,602.5507,547.5096,501.5041,347.3308
Cer-AP(t27:2/38:0)+HCO2,1046.969,1000.964,634.6133,579.5722,533.5667,347.3308
Cer-AP(t27:2/38:1)+HCO2,1044.953,998.9479,632.5977,577.5565,531.551,347.3308
Cer-AP(t27:2/38:2)+HCO2,1042.938,996.9323,630.582,575.5409,529.5354,347.3308
Cer-AP(t27:2/40:0)+HCO2,1075,1028.995,662.6446,607.6035,561.598,347.3308
Cer-AP(t27:2/40:1)+HCO2,1072.985,1026.979,660.629,605.5878,559.5823,347.3308
Cer-AP(t27:2/40:2)+HCO2,1070.969,1024.964,658.6133,603.5722,557.5667,347.3308
Cer-AP(t27:2/42:0)+HCO2,1103.032,1057.026,690.6759,635.6348,589.6293,347.3308
Cer-AP(t27:2/42:1)+HCO2,1101.016,1055.011,688.6602,633.6191,587.6136,347.3308
Cer-AP(t27:2/42:2)+HCO2,1099,1052.995,686.6446,631.6035,585.598,347.3308
Cer-AP(t28:0/12:0)+HCO2,700.6091,654.6036,270.2064,215.1653,169.1598,365.3778
Cer-AP(t28:0/12:1)+HCO2,698.5935,652.588,268.1907,213.1496,167.1441,365.3778
Cer-AP(t28:0/13:0)+HCO2,714.6248,668.6193,284.222,229.1809,183.1754,365.3778
Cer-AP(t28:0/13:1)+HCO2,712.6091,666.6036,282.2064,227.1653,181.1598,365.3778
Cer-AP(t28:0/14:0)+HCO2,728.6404,682.6349,298.2377,243.1966,197.1911,365.3778
Cer-AP(t28:0/14:1)+HCO2,726.6248,680.6193,296.222,241.1809,195.1754,365.3778
Cer-AP(t28:0/15:0)+HCO2,742.6561,696.6506,312.2533,257.2122,211.2067,365.3778
Cer-AP(t28:0/15:1)+HCO2,740.6404,694.6349,310.2377,255.1966,209.1911,365.3778
Cer-AP(t28:0/16:0)+HCO2,756.6718,710.6663,326.269,271.2279,225.2224,365.3778
Cer-AP(t28:0/16:1)+HCO2,754.6561,708.6506,324.2533,269.2122,223.2067,365.3778
Cer-AP(t28:0/16:2)+HCO2,752.6404,706.6349,322.2377,267.1966,221.1911,365.3778
Cer-AP(t28:0/17:0)+HCO2,770.6874,724.6819,340.2846,285.2435,239.238,365.3778
Cer-AP(t28:0/18:0)+HCO2,784.703,738.6976,354.3003,299.2592,253.2537,365.3778
Cer-AP(t28:0/18:1)+HCO2,782.6874,736.6819,352.2846,297.2435,251.238,365.3778
Cer-AP(t28:0/18:2)+HCO2,780.6718,734.6663,350.269,295.2279,249.2224,365.3778
Cer-AP(t28:0/19:0)+HCO2,798.7187,752.7132,368.3159,313.2748,267.2693,365.3778
Cer-AP(t28:0/19:1)+HCO2,796.703,750.6976,366.3003,311.2592,265.2537,365.3778
Cer-AP(t28:0/20:0)+HCO2,812.7343,766.7289,382.3316,327.2905,281.285,365.3778
Cer-AP(t28:0/20:1)+HCO2,810.7187,764.7132,380.3159,325.2748,279.2693,365.3778
Cer-AP(t28:0/20:2)+HCO2,808.703,762.6976,378.3003,323.2592,277.2537,365.3778
Cer-AP(t28:0/21:0)+HCO2,826.75,780.7445,396.3472,341.3061,295.3006,365.3778
Cer-AP(t28:0/21:1)+HCO2,824.7343,778.7289,394.3316,339.2905,293.285,365.3778
Cer-AP(t28:0/22:0)+HCO2,840.7656,794.7601,410.3629,355.3218,309.3163,365.3778
Cer-AP(t28:0/22:1)+HCO2,838.75,792.7445,408.3472,353.3061,307.3006,365.3778
Cer-AP(t28:0/22:2)+HCO2,836.7343,790.7289,406.3316,351.2905,305.285,365.3778
Cer-AP(t28:0/23:0)+HCO2,854.7813,808.7758,424.3785,369.3374,323.3319,365.3778
Cer-AP(t28:0/23:1)+HCO2,852.7656,806.7601,422.3629,367.3218,321.3163,365.3778
Cer-AP(t28:0/24:0)+HCO2,868.7969,822.7914,438.3942,383.3531,337.3476,365.3778
Cer-AP(t28:0/24:1)+HCO2,866.7813,820.7758,436.3785,381.3374,335.3319,365.3778
Cer-AP(t28:0/24:2)+HCO2,864.7656,818.7601,434.3629,379.3218,333.3163,365.3778
Cer-AP(t28:0/25:0)+HCO2,882.8126,836.8071,452.4099,397.3687,351.3633,365.3778
Cer-AP(t28:0/25:1)+HCO2,880.7969,834.7914,450.3942,395.3531,349.3476,365.3778
Cer-AP(t28:0/26:0)+HCO2,896.8282,850.8228,466.4255,411.3844,365.3789,365.3778
Cer-AP(t28:0/26:1)+HCO2,894.8126,848.8071,464.4099,409.3687,363.3633,365.3778
Cer-AP(t28:0/26:2)+HCO2,892.7969,846.7914,462.3942,407.3531,361.3476,365.3778
Cer-AP(t28:0/27:0)+HCO2,910.8439,864.8384,480.4411,425.4,379.3945,365.3778
Cer-AP(t28:0/27:1)+HCO2,908.8282,862.8228,478.4255,423.3844,377.3789,365.3778
Cer-AP(t28:0/28:0)+HCO2,924.8596,878.8541,494.4568,439.4157,393.4102,365.3778
Cer-AP(t28:0/28:1)+HCO2,922.8439,876.8384,492.4411,437.4,391.3945,365.3778
Cer-AP(t28:0/28:2)+HCO2,920.8282,874.8228,490.4255,435.3844,389.3789,365.3778
Cer-AP(t28:0/29:0)+HCO2,938.8752,892.8697,508.4724,453.4313,407.4258,365.3778
Cer-AP(t28:0/29:1)+HCO2,936.8596,890.8541,506.4568,451.4157,405.4102,365.3778
Cer-AP(t28:0/30:0)+HCO2,952.8908,906.8854,522.4881,467.447,421.4415,365.3778
Cer-AP(t28:0/30:1)+HCO2,950.8752,904.8697,520.4724,465.4313,419.4258,365.3778
Cer-AP(t28:0/30:2)+HCO2,948.8596,902.8541,518.4568,463.4157,417.4102,365.3778
Cer-AP(t28:0/31:0)+HCO2,966.9065,920.901,536.5037,481.4626,435.4572,365.3778
Cer-AP(t28:0/31:1)+HCO2,964.8908,918.8854,534.4881,479.447,433.4415,365.3778
Cer-AP(t28:0/32:0)+HCO2,980.9221,934.9167,550.5194,495.4783,449.4728,365.3778
Cer-AP(t28:0/32:1)+HCO2,978.9065,932.901,548.5037,493.4626,447.4572,365.3778
Cer-AP(t28:0/32:2)+HCO2,976.8908,930.8854,546.4881,491.447,445.4415,365.3778
Cer-AP(t28:0/33:0)+HCO2,994.9378,948.9323,564.535,509.4939,463.4884,365.3778
Cer-AP(t28:0/33:1)+HCO2,992.9221,946.9167,562.5194,507.4783,461.4728,365.3778
Cer-AP(t28:0/34:0)+HCO2,1008.953,962.9479,578.5507,523.5096,477.5041,365.3778
Cer-AP(t28:0/34:1)+HCO2,1006.938,960.9323,576.535,521.494,475.4884,365.3778
Cer-AP(t28:0/34:2)+HCO2,1004.922,958.9167,574.5194,519.4783,473.4728,365.3778
Cer-AP(t28:0/35:0)+HCO2,1022.969,976.9636,592.5663,537.5252,491.5197,365.3778
Cer-AP(t28:0/35:1)+HCO2,1020.953,974.9479,590.5507,535.5096,489.5041,365.3778
Cer-AP(t28:0/36:0)+HCO2,1036.985,990.9792,606.582,551.5409,505.5354,365.3778
Cer-AP(t28:0/36:1)+HCO2,1034.969,988.9636,604.5663,549.5252,503.5197,365.3778
Cer-AP(t28:0/36:2)+HCO2,1032.953,986.9479,602.5507,547.5096,501.5041,365.3778
Cer-AP(t28:0/38:0)+HCO2,1065.016,1019.011,634.6133,579.5722,533.5667,365.3778
Cer-AP(t28:0/38:1)+HCO2,1063,1016.995,632.5977,577.5565,531.551,365.3778
Cer-AP(t28:0/38:2)+HCO2,1060.985,1014.979,630.582,575.5409,529.5354,365.3778
Cer-AP(t28:0/40:0)+HCO2,1093.047,1047.042,662.6446,607.6035,561.598,365.3778
Cer-AP(t28:0/40:1)+HCO2,1091.032,1045.026,660.629,605.5878,559.5823,365.3778
Cer-AP(t28:0/40:2)+HCO2,1089.016,1043.011,658.6133,603.5722,557.5667,365.3778
Cer-AP(t28:0/42:0)+HCO2,1121.079,1075.073,690.6759,635.6348,589.6293,365.3778
Cer-AP(t28:0/42:1)+HCO2,1119.063,1073.057,688.6602,633.6191,587.6136,365.3778
Cer-AP(t28:0/42:2)+HCO2,1117.047,1071.042,686.6446,631.6035,585.598,365.3778
Cer-AP(t28:1/12:0)+HCO2,698.5935,652.588,270.2064,215.1653,169.1598,363.3622
Cer-AP(t28:1/12:1)+HCO2,696.5778,650.5723,268.1907,213.1496,167.1441,363.3622
Cer-AP(t28:1/13:0)+HCO2,712.6091,666.6036,284.222,229.1809,183.1754,363.3622
Cer-AP(t28:1/13:1)+HCO2,710.5935,664.588,282.2064,227.1653,181.1598,363.3622
Cer-AP(t28:1/14:0)+HCO2,726.6248,680.6193,298.2377,243.1966,197.1911,363.3622
Cer-AP(t28:1/14:1)+HCO2,724.6091,678.6036,296.222,241.1809,195.1754,363.3622
Cer-AP(t28:1/15:0)+HCO2,740.6404,694.6349,312.2533,257.2122,211.2067,363.3622
Cer-AP(t28:1/15:1)+HCO2,738.6248,692.6193,310.2377,255.1966,209.1911,363.3622
Cer-AP(t28:1/16:0)+HCO2,754.6561,708.6506,326.269,271.2279,225.2224,363.3622
Cer-AP(t28:1/16:1)+HCO2,752.6404,706.6349,324.2533,269.2122,223.2067,363.3622
Cer-AP(t28:1/16:2)+HCO2,750.6248,704.6193,322.2377,267.1966,221.1911,363.3622
Cer-AP(t28:1/17:0)+HCO2,768.6718,722.6663,340.2846,285.2435,239.238,363.3622
Cer-AP(t28:1/18:0)+HCO2,782.6874,736.6819,354.3003,299.2592,253.2537,363.3622
