HexHexCer-NS,[M+C2H3O2]-,[M-H]-,[M-C6H10O5-H]-,[FAA+C2H3-H]-,[FAA-OH-H]-,[Sph-C2H7NO-H]-,[C6H11O6]-
HexCer-NS(d23:1/38:2)+C2H3O2,1132.969,1072.948,910.8955,584.577,541.5592,307.3006,179.0556
HexCer-NS(d23:1/40:0)+C2H3O2,1165.032,1105.011,942.9581,616.6396,573.6218,307.3006,179.0556
HexCer-NS(d23:1/40:1)+C2H3O2,1163.016,1102.995,940.9424,614.624,571.6061,307.3006,179.0556
HexCer-NS(d23:1/40:2)+C2H3O2,1161.001,1100.98,938.9268,612.6083,569.5905,307.3006,179.0556
HexCer-NS(d23:1/42:0)+C2H3O2,1193.063,1133.042,970.9894,644.671,601.6531,307.3006,179.0556
HexCer-NS(d23:1/42:1)+C2H3O2,1191.048,1131.027,968.9738,642.6553,599.6375,307.3006,179.0556
HexCer-NS(d23:1/42:2)+C2H3O2,1189.032,1129.011,966.9581,640.6396,597.6218,307.3006,179.0556
HexCer-NS(d23:2/12:0)+C2H3O2,770.5782,710.5571,548.5043,224.2014,181.1836,305.285,179.0556
HexCer-NS(d23:2/12:1)+C2H3O2,768.5626,708.5414,546.4886,222.1858,179.168,305.285,179.0556
HexCer-NS(d23:2/13:0)+C2H3O2,784.5939,724.5728,562.5199,238.2171,195.1992,305.285,179.0556
HexCer-NS(d23:2/13:1)+C2H3O2,782.5782,722.5571,560.5043,236.2014,193.1836,305.285,179.0556
HexCer-NS(d23:2/14:0)+C2H3O2,798.6096,738.5884,576.5356,252.2328,209.2149,305.285,179.0556
HexCer-NS(d23:2/14:1)+C2H3O2,796.5939,736.5728,574.5199,250.2171,207.1992,305.285,179.0556
HexCer-NS(d23:2/15:0)+C2H3O2,812.6252,752.6041,590.5512,266.2484,223.2305,305.285,179.0556
HexCer-NS(d23:2/15:1)+C2H3O2,810.6096,750.5884,588.5356,264.2328,221.2149,305.285,179.0556
HexCer-NS(d23:2/16:0)+C2H3O2,826.6408,766.6197,604.5669,280.264,237.2462,305.285,179.0556
HexCer-NS(d23:2/16:1)+C2H3O2,824.6252,764.6041,602.5512,278.2484,235.2305,305.285,179.0556
HexCer-NS(d23:2/16:2)+C2H3O2,822.6096,762.5884,600.5356,276.2328,233.2149,305.285,179.0556
HexCer-NS(d23:2/17:0)+C2H3O2,840.6565,780.6354,618.5825,294.2797,251.2619,305.285,179.0556
HexCer-NS(d23:2/18:0)+C2H3O2,854.6721,794.651,632.5981,308.2953,265.2775,305.285,179.0556
HexCer-NS(d23:2/18:1)+C2H3O2,852.6565,792.6354,630.5825,306.2797,263.2618,305.285,179.0556
HexCer-NS(d23:2/18:2)+C2H3O2,850.6408,790.6197,628.5669,304.264,261.2462,305.285,179.0556
HexCer-NS(d23:2/19:0)+C2H3O2,868.6878,808.6666,646.6138,322.311,279.2932,305.285,179.0556
HexCer-NS(d23:2/19:1)+C2H3O2,866.6721,806.651,644.5981,320.2953,277.2775,305.285,179.0556
HexCer-NS(d23:2/20:0)+C2H3O2,882.7034,822.6823,660.6295,336.3267,293.3088,305.285,179.0556
HexCer-NS(d23:2/20:1)+C2H3O2,880.6878,820.6666,658.6138,334.311,291.2932,305.285,179.0556
HexCer-NS(d23:2/20:2)+C2H3O2,878.6721,818.651,656.5981,332.2953,289.2775,305.285,179.0556
HexCer-NS(d23:2/21:0)+C2H3O2,896.7191,836.6979,674.6451,350.3423,307.3245,305.285,179.0556
HexCer-NS(d23:2/21:1)+C2H3O2,894.7034,834.6823,672.6295,348.3267,305.3088,305.285,179.0556
HexCer-NS(d23:2/22:0)+C2H3O2,910.7347,850.7136,688.6608,364.3579,321.3401,305.285,179.0556
HexCer-NS(d23:2/22:1)+C2H3O2,908.7191,848.6979,686.6451,362.3423,319.3245,305.285,179.0556
HexCer-NS(d23:2/22:2)+C2H3O2,906.7034,846.6823,684.6295,360.3267,317.3088,305.285,179.0556
HexCer-NS(d23:2/23:0)+C2H3O2,924.7504,864.7292,702.6764,378.3736,335.3557,305.285,179.0556
HexCer-NS(d23:2/23:1)+C2H3O2,922.7347,862.7136,700.6608,376.3579,333.3401,305.285,179.0556
HexCer-NS(d23:2/24:0)+C2H3O2,938.7661,878.7449,716.6921,392.3893,349.3714,305.285,179.0556
HexCer-NS(d23:2/24:1)+C2H3O2,936.7504,876.7292,714.6764,390.3736,347.3557,305.285,179.0556
HexCer-NS(d23:2/24:2)+C2H3O2,934.7347,874.7136,712.6608,388.3579,345.3401,305.285,179.0556
HexCer-NS(d23:2/25:0)+C2H3O2,952.7817,892.7606,730.7077,406.4049,363.3871,305.285,179.0556
HexCer-NS(d23:2/25:1)+C2H3O2,950.7661,890.7449,728.6921,404.3893,361.3714,305.285,179.0556
HexCer-NS(d23:2/26:0)+C2H3O2,966.7973,906.7762,744.7234,420.4206,377.4027,305.285,179.0556
HexCer-NS(d23:2/26:1)+C2H3O2,964.7817,904.7606,742.7077,418.4049,375.3871,305.285,179.0556
HexCer-NS(d23:2/26:2)+C2H3O2,962.7661,902.7449,740.6921,416.3893,373.3714,305.285,179.0556
HexCer-NS(d23:2/27:0)+C2H3O2,980.813,920.7919,758.739,434.4362,391.4183,305.285,179.0556
HexCer-NS(d23:2/27:1)+C2H3O2,978.7973,918.7762,756.7234,432.4206,389.4027,305.285,179.0556
HexCer-NS(d23:2/28:0)+C2H3O2,994.8286,934.8075,772.7547,448.4518,405.434,305.285,179.0556
HexCer-NS(d23:2/28:1)+C2H3O2,992.813,932.7919,770.739,446.4362,403.4183,305.285,179.0556
HexCer-NS(d23:2/28:2)+C2H3O2,990.7973,930.7762,768.7234,444.4206,401.4027,305.285,179.0556
HexCer-NS(d23:2/29:0)+C2H3O2,1008.844,948.8231,786.7703,462.4675,419.4496,305.285,179.0556
HexCer-NS(d23:2/29:1)+C2H3O2,1006.829,946.8075,784.7547,460.4518,417.434,305.285,179.0556
HexCer-NS(d23:2/30:0)+C2H3O2,1022.86,962.8388,800.7859,476.4832,433.4653,305.285,179.0556
HexCer-NS(d23:2/30:1)+C2H3O2,1020.844,960.8231,798.7703,474.4675,431.4496,305.285,179.0556
HexCer-NS(d23:2/30:2)+C2H3O2,1018.829,958.8075,796.7547,472.4518,429.434,305.285,179.0556
HexCer-NS(d23:2/31:0)+C2H3O2,1036.876,976.8544,814.8016,490.4988,447.481,305.285,179.0556
HexCer-NS(d23:2/31:1)+C2H3O2,1034.86,974.8388,812.7859,488.4832,445.4653,305.285,179.0556
HexCer-NS(d23:2/32:0)+C2H3O2,1050.891,990.8701,828.8173,504.5144,461.4966,305.285,179.0556
HexCer-NS(d23:2/32:1)+C2H3O2,1048.876,988.8544,826.8016,502.4988,459.481,305.285,179.0556
HexCer-NS(d23:2/32:2)+C2H3O2,1046.86,986.8388,824.7859,500.4832,457.4653,305.285,179.0556
HexCer-NS(d23:2/33:0)+C2H3O2,1064.907,1004.886,842.8329,518.5301,475.5122,305.285,179.0556
HexCer-NS(d23:2/33:1)+C2H3O2,1062.891,1002.87,840.8173,516.5145,473.4966,305.285,179.0556
HexCer-NS(d23:2/34:0)+C2H3O2,1078.922,1018.901,856.8486,532.5458,489.5279,305.285,179.0556
HexCer-NS(d23:2/34:1)+C2H3O2,1076.907,1016.886,854.8329,530.5301,487.5122,305.285,179.0556
HexCer-NS(d23:2/34:2)+C2H3O2,1074.891,1014.87,852.8173,528.5145,485.4966,305.285,179.0556
HexCer-NS(d23:2/35:0)+C2H3O2,1092.938,1032.917,870.8642,546.5614,503.5435,305.285,179.0556
HexCer-NS(d23:2/35:1)+C2H3O2,1090.922,1030.901,868.8486,544.5458,501.5279,305.285,179.0556
HexCer-NS(d23:2/36:0)+C2H3O2,1106.954,1046.933,884.8799,560.577,517.5592,305.285,179.0556
HexCer-NS(d23:2/36:1)+C2H3O2,1104.938,1044.917,882.8642,558.5614,515.5436,305.285,179.0556
HexCer-NS(d23:2/36:2)+C2H3O2,1102.922,1042.901,880.8486,556.5458,513.5279,305.285,179.0556
HexCer-NS(d23:2/38:0)+C2H3O2,1134.985,1074.964,912.9112,588.6083,545.5905,305.285,179.0556
HexCer-NS(d23:2/38:1)+C2H3O2,1132.969,1072.948,910.8955,586.5927,543.5748,305.285,179.0556
HexCer-NS(d23:2/38:2)+C2H3O2,1130.954,1070.933,908.8799,584.577,541.5592,305.285,179.0556
HexCer-NS(d23:2/40:0)+C2H3O2,1163.016,1102.995,940.9424,616.6396,573.6218,305.285,179.0556
HexCer-NS(d23:2/40:1)+C2H3O2,1161.001,1100.98,938.9268,614.624,571.6061,305.285,179.0556
HexCer-NS(d23:2/40:2)+C2H3O2,1158.985,1098.964,936.9112,612.6083,569.5905,305.285,179.0556
HexCer-NS(d23:2/42:0)+C2H3O2,1191.048,1131.027,968.9738,644.671,601.6531,305.285,179.0556
HexCer-NS(d23:2/42:1)+C2H3O2,1189.032,1129.011,966.9581,642.6553,599.6375,305.285,179.0556
HexCer-NS(d23:2/42:2)+C2H3O2,1187.016,1126.995,964.9424,640.6396,597.6218,305.285,179.0556
HexCer-NS(d23:3/12:0)+C2H3O2,768.5626,708.5414,546.4886,224.2014,181.1836,303.2693,179.0556
HexCer-NS(d23:3/12:1)+C2H3O2,766.5469,706.5258,544.473,222.1858,179.168,303.2693,179.0556
HexCer-NS(d23:3/13:0)+C2H3O2,782.5782,722.5571,560.5043,238.2171,195.1992,303.2693,179.0556
HexCer-NS(d23:3/13:1)+C2H3O2,780.5626,720.5414,558.4886,236.2014,193.1836,303.2693,179.0556
HexCer-NS(d23:3/14:0)+C2H3O2,796.5939,736.5728,574.5199,252.2328,209.2149,303.2693,179.0556
HexCer-NS(d23:3/14:1)+C2H3O2,794.5782,734.5571,572.5043,250.2171,207.1992,303.2693,179.0556
HexCer-NS(d23:3/15:0)+C2H3O2,810.6096,750.5884,588.5356,266.2484,223.2305,303.2693,179.0556
HexCer-NS(d23:3/15:1)+C2H3O2,808.5939,748.5728,586.5199,264.2328,221.2149,303.2693,179.0556
HexCer-NS(d23:3/16:0)+C2H3O2,824.6252,764.6041,602.5512,280.264,237.2462,303.2693,179.0556
HexCer-NS(d23:3/16:1)+C2H3O2,822.6096,762.5884,600.5356,278.2484,235.2305,303.2693,179.0556
HexCer-NS(d23:3/16:2)+C2H3O2,820.5939,760.5728,598.5199,276.2328,233.2149,303.2693,179.0556
