MGDG,[M+NH4]+,DG [M+H]+,DG [M+H-H2O]+ ,sn1_NL,sn2_NL,sn1_acylChain([RC=O]+),sn2_acylChain([RC=O]+)
MGDG(22:0_26:0)+NH4,972.84372,793.76442,775.75385,453.4305,397.36794,323.33078,379.39334
MGDG(22:0_26:1)+NH4,970.82807,791.74877,773.7382,451.41485,397.36793,323.33078,377.3777
MGDG(22:0_26:2)+NH4,968.81242,789.73312,771.72255,449.3992,397.36792,323.33078,375.36206
MGDG(22:1_22:1)+NH4,912.74982,733.67052,715.65995,395.35224,395.35224,321.31514,321.31514
MGDG(22:1_22:2)+NH4,910.73422,731.65492,713.64435,393.33664,395.35228,321.31514,319.2995
MGDG(22:1_22:4)+NH4,906.70289,727.62359,709.61302,389.30531,395.35223,321.31514,315.26822
MGDG(22:1_22:5)+NH4,904.68722,725.60792,707.59735,387.28964,395.3522,321.31514,313.25258
MGDG(22:1_22:6)+NH4,902.67158,723.59228,705.58171,385.274,395.3522,321.31514,311.23694
MGDG(22:1_23:0)+NH4,928.78112,749.70182,731.69125,411.38354,395.35226,321.31514,337.34642
MGDG(22:1_24:0)+NH4,942.79676,763.71746,745.70689,425.39918,395.35226,321.31514,351.36206
MGDG(22:1_24:1)+NH4,940.78112,761.70182,743.69125,423.38354,395.35226,321.31514,349.34642
MGDG(22:1_24:4)+NH4,934.73422,755.65492,737.64435,417.33664,395.35228,321.31514,343.2995
MGDG(22:1_25:0)+NH4,956.81242,777.73312,759.72255,439.41484,395.35228,321.31514,365.3777
MGDG(22:1_26:0)+NH4,970.82807,791.74877,773.7382,453.43049,395.35229,321.31514,379.39334
MGDG(22:1_26:1)+NH4,968.81242,789.73312,771.72255,451.41484,395.35228,321.31514,377.3777
MGDG(22:1_26:2)+NH4,966.79676,787.71746,769.70689,449.39918,395.35226,321.31514,375.36206
MGDG(22:2_22:2)+NH4,908.71852,729.63922,711.62865,393.33658,393.33658,319.2995,319.2995
MGDG(22:2_22:4)+NH4,904.68722,725.60792,707.59735,389.30528,393.33656,319.2995,315.26822
MGDG(22:2_22:5)+NH4,902.67158,723.59228,705.58171,387.28964,393.33656,319.2995,313.25258
MGDG(22:2_22:6)+NH4,900.65592,721.57662,703.56605,385.27398,393.33654,319.2995,311.23694
MGDG(22:2_23:0)+NH4,926.76542,747.68612,729.67555,411.38348,393.33656,319.2995,337.34642
MGDG(22:2_24:0)+NH4,940.78112,761.70182,743.69125,425.39918,393.33662,319.2995,351.36206
MGDG(22:2_24:1)+NH4,938.76542,759.68612,741.67555,423.38348,393.33656,319.2995,349.34642
MGDG(22:2_24:4)+NH4,932.71852,753.63922,735.62865,417.33658,393.33658,319.2995,343.2995
MGDG(22:2_25:0)+NH4,954.79676,775.71746,757.70689,439.41482,393.33662,319.2995,365.3777
MGDG(22:2_26:0)+NH4,968.81242,789.73312,771.72255,453.43048,393.33664,319.2995,379.39334
MGDG(22:2_26:1)+NH4,966.79676,787.71746,769.70689,451.41482,393.33662,319.2995,377.3777
MGDG(22:2_26:2)+NH4,964.78112,785.70182,767.69125,449.39918,393.33662,319.2995,375.36206
MGDG(22:4_22:4)+NH4,900.65592,721.57662,703.56605,389.30526,389.30526,315.26822,315.26822
MGDG(22:4_22:5)+NH4,898.64027,719.56097,701.5504,387.28961,389.30525,315.26822,313.25258
MGDG(22:4_22:6)+NH4,896.62462,717.54532,699.53475,385.27396,389.30524,315.26822,311.23694
MGDG(22:4_23:0)+NH4,922.73422,743.65492,725.64435,411.38356,389.30536,315.26822,337.34642
MGDG(22:4_24:0)+NH4,936.74982,757.67052,739.65995,425.39916,389.30532,315.26822,351.36206
MGDG(22:4_24:1)+NH4,934.73422,755.65492,737.64435,423.38356,389.30536,315.26822,349.34642
MGDG(22:4_24:4)+NH4,928.68722,749.60792,731.59735,417.33656,389.30528,315.26822,343.2995
MGDG(22:4_25:0)+NH4,950.76542,771.68612,753.67555,439.41476,389.30528,315.26822,365.3777
MGDG(22:4_26:0)+NH4,964.78112,785.70182,767.69125,453.43046,389.30534,315.26822,379.39334
MGDG(22:4_26:1)+NH4,962.76542,783.68612,765.67555,451.41476,389.30528,315.26822,377.3777
MGDG(22:4_26:2)+NH4,960.74982,781.67052,763.65995,449.39916,389.30532,315.26822,375.36206
MGDG(22:5_22:5)+NH4,896.62462,717.54532,699.53475,387.2896,387.2896,313.25258,313.25258
MGDG(22:5_22:6)+NH4,894.60895,715.52965,697.51908,385.27393,387.28957,313.25258,311.23694
MGDG(22:5_23:0)+NH4,920.71852,741.63922,723.62865,411.3835,387.28966,313.25258,337.34642
MGDG(22:5_24:0)+NH4,934.73422,755.65492,737.64435,425.3992,387.28972,313.25258,351.36206
MGDG(22:5_24:1)+NH4,932.71852,753.63922,735.62865,423.3835,387.28966,313.25258,349.34642
MGDG(22:5_24:4)+NH4,926.67158,747.59228,729.58171,417.33656,387.28964,313.25258,343.2995
MGDG(22:5_25:0)+NH4,948.74982,769.67052,751.65995,439.4148,387.28968,313.25258,365.3777
MGDG(22:5_26:0)+NH4,962.76542,783.68612,765.67555,453.4304,387.28964,313.25258,379.39334
MGDG(22:5_26:1)+NH4,960.74982,781.67052,763.65995,451.4148,387.28968,313.25258,377.3777
MGDG(22:5_26:2)+NH4,958.73422,779.65492,761.64435,449.3992,387.28972,313.25258,375.36206
MGDG(22:6_22:6)+NH4,892.59332,713.51402,695.50345,385.27394,385.27394,311.23694,311.23694
MGDG(22:6_23:0)+NH4,918.70289,739.62359,721.61302,411.38351,385.27403,311.23694,337.34642
MGDG(22:6_24:0)+NH4,932.71852,753.63922,735.62865,425.39914,385.27402,311.23694,351.36206
MGDG(22:6_24:1)+NH4,930.70289,751.62359,733.61302,423.38351,385.27403,311.23694,349.34642
MGDG(22:6_24:4)+NH4,924.65592,745.57662,727.56605,417.33654,385.27398,311.23694,343.2995
MGDG(22:6_25:0)+NH4,946.73422,767.65492,749.64435,439.41484,385.27408,311.23694,365.3777
MGDG(22:6_26:0)+NH4,960.74982,781.67052,763.65995,453.43044,385.27404,311.23694,379.39334
MGDG(22:6_26:1)+NH4,958.73422,779.65492,761.64435,451.41484,385.27408,311.23694,377.3777
MGDG(22:6_26:2)+NH4,956.71852,777.63922,759.62865,449.39914,385.27402,311.23694,375.36206
MGDG(23:0_23:0)+NH4,944.81242,765.73312,747.72255,411.38356,411.38356,337.34642,337.34642
MGDG(23:0_24:0)+NH4,958.82807,779.74877,761.7382,425.39921,411.38357,337.34642,351.36206
MGDG(23:0_24:1)+NH4,956.81242,777.73312,759.72255,423.38356,411.38356,337.34642,349.34642
MGDG(23:0_24:4)+NH4,950.76542,771.68612,753.67555,417.33656,411.38348,337.34642,343.2995
MGDG(23:0_25:0)+NH4,972.84372,793.76442,775.75385,439.41486,411.38358,337.34642,365.3777
MGDG(23:0_26:0)+NH4,986.85938,807.78008,789.76951,453.43052,411.3836,337.34642,379.39334
MGDG(23:0_26:1)+NH4,984.84372,805.76442,787.75385,451.41486,411.38358,337.34642,377.3777
MGDG(23:0_26:2)+NH4,982.82807,803.74877,785.7382,449.39921,411.38357,337.34642,375.36206
MGDG(24:0_24:0)+NH4,972.84372,793.76442,775.75385,425.39922,425.39922,351.36206,351.36206
MGDG(24:0_24:1)+NH4,970.82807,791.74877,773.7382,423.38357,425.39921,351.36206,349.34642
MGDG(24:0_24:4)+NH4,964.78112,785.70182,767.69125,417.33662,425.39918,351.36206,343.2995
MGDG(24:0_25:0)+NH4,986.85938,807.78008,789.76951,439.41488,425.39924,351.36206,365.3777
MGDG(24:0_26:0)+NH4,1000.87502,821.79572,803.78515,453.43052,425.39924,351.36206,379.39334
MGDG(24:0_26:1)+NH4,998.85938,819.78008,801.76951,451.41488,425.39924,351.36206,377.3777
MGDG(24:0_26:2)+NH4,996.84372,817.76442,799.75385,449.39922,425.39922,351.36206,375.36206
MGDG(24:1_24:1)+NH4,968.81242,789.73312,771.72255,423.38356,423.38356,349.34642,349.34642
MGDG(24:1_24:4)+NH4,962.76542,783.68612,765.67555,417.33656,423.38348,349.34642,343.2995
MGDG(24:1_25:0)+NH4,984.84372,805.76442,787.75385,439.41486,423.38358,349.34642,365.3777
MGDG(24:1_26:0)+NH4,998.85938,819.78008,801.76951,453.43052,423.3836,349.34642,379.39334
MGDG(24:1_26:1)+NH4,996.84372,817.76442,799.75385,451.41486,423.38358,349.34642,377.3777
MGDG(24:1_26:2)+NH4,994.82807,815.74877,797.7382,449.39921,423.38357,349.34642,375.36206
MGDG(24:4_24:4)+NH4,956.71852,777.63922,759.62865,417.33658,417.33658,343.2995,343.2995
MGDG(24:4_25:0)+NH4,978.79676,799.71746,781.70689,439.41482,417.33662,343.2995,365.3777
MGDG(24:4_26:0)+NH4,992.81242,813.73312,795.72255,453.43048,417.33664,343.2995,379.39334
MGDG(24:4_26:1)+NH4,990.79676,811.71746,793.70689,451.41482,417.33662,343.2995,377.3777
MGDG(24:4_26:2)+NH4,988.78112,809.70182,791.69125,449.39918,417.33662,343.2995,375.36206
MGDG(25:0_25:0)+NH4,1000.87502,821.79572,803.78515,439.41488,439.41488,365.3777,365.3777
MGDG(25:0_26:0)+NH4,1014.89072,835.81142,817.80085,453.43058,439.41494,365.3777,379.39334
MGDG(25:0_26:1)+NH4,1012.87502,833.79572,815.78515,451.41488,439.41488,365.3777,377.3777
MGDG(25:0_26:2)+NH4,1010.85938,831.78008,813.76951,449.39924,439.41488,365.3777,375.36206
MGDG(26:0_26:0)+NH4,1028.90632,849.82702,831.81645,453.43054,453.43054,379.39334,379.39334
MGDG(26:0_26:1)+NH4,1026.89072,847.81142,829.80085,451.41494,453.43058,379.39334,377.3777
MGDG(26:0_26:2)+NH4,1024.87502,845.79572,827.78515,449.39924,453.43052,379.39334,375.36206
MGDG(26:1_26:1)+NH4,1024.87502,845.79572,827.78515,451.41488,451.41488,377.3777,377.3777
MGDG(26:1_26:2)+NH4,1022.85938,843.78008,825.76951,449.39924,451.41488,377.3777,375.36206
MGDG(26:2_26:2)+NH4,1020.84372,841.76442,823.75385,449.39922,449.39922,375.36206,375.36206
MGDG(3:0_10:0)+NH4,482.29597,303.21667,285.2061,229.17991,131.07043,57.03362,155.1431
MGDG(3:0_11:0)+NH4,496.31162,317.23232,299.22175,243.19556,131.07044,57.03362,169.15874
MGDG(3:0_12:0)+NH4,510.32728,331.24798,313.23741,257.21122,131.07046,57.03362,183.17438
MGDG(3:0_13:0)+NH4,524.34292,345.26362,327.25305,271.22686,131.07046,57.03362,197.19002
MGDG(3:0_14:0)+NH4,538.35859,359.27929,341.26872,285.24253,131.07049,57.03362,211.20566
MGDG(3:0_14:1)+NH4,536.34292,357.26362,339.25305,283.22686,131.07046,57.03362,209.19002
MGDG(3:0_15:0)+NH4,552.37422,373.29492,355.28435,299.25816,131.07048,57.03362,225.2213
MGDG(3:0_15:1)+NH4,550.35859,371.27929,353.26872,297.24253,131.07049,57.03362,223.20566
MGDG(3:0_16:0)+NH4,566.38982,387.31052,369.29995,313.27376,131.07044,57.03362,239.23694
MGDG(3:0_16:1)+NH4,564.37422,385.29492,367.28435,311.25816,131.07048,57.03362,237.2213
MGDG(3:0_17:0)+NH4,580.40552,401.32622,383.31565,327.28946,131.0705,57.03362,253.25258
MGDG(3:0_17:1)+NH4,578.38982,399.31052,381.29995,325.27376,131.07044,57.03362,251.23694
MGDG(3:0_17:2)+NH4,576.37422,397.29492,379.28435,323.25816,131.07048,57.03362,249.2213
MGDG(3:0_18:0)+NH4,594.42112,415.34182,397.33125,341.30506,131.07046,57.03362,267.26822
MGDG(3:0_18:1)+NH4,592.40552,413.32622,395.31565,339.28946,131.0705,57.03362,265.25258
MGDG(3:0_18:2)+NH4,590.38982,411.31052,393.29995,337.27376,131.07044,57.03362,263.23694
MGDG(3:0_18:3)+NH4,588.37422,409.29492,391.28435,335.25816,131.07048,57.03362,261.2213
MGDG(3:0_18:4)+NH4,586.35859,407.27929,389.26872,333.24253,131.07049,57.03362,259.20566
MGDG(3:0_19:0)+NH4,608.43682,429.35752,411.34695,355.32076,131.07052,57.03362,281.28386
MGDG(3:0_20:0)+NH4,622.45246,443.37316,425.36259,369.3364,131.07052,57.03362,295.2995
MGDG(3:0_20:1)+NH4,620.43682,441.35752,423.34695,367.32076,131.07052,57.03362,293.28386
MGDG(3:0_20:2)+NH4,618.42112,439.34182,421.33125,365.30506,131.07046,57.03362,291.26822
MGDG(3:0_20:3)+NH4,616.40552,437.32622,419.31565,363.28946,131.0705,57.03362,289.25258
MGDG(3:0_20:4)+NH4,614.38982,435.31052,417.29995,361.27376,131.07044,57.03362,287.23694
MGDG(3:0_20:5)+NH4,612.37422,433.29492,415.28435,359.25816,131.07048,57.03362,285.2213
MGDG(3:0_21:0)+NH4,636.46812,457.38882,439.37825,383.35206,131.07054,57.03362,309.31514
MGDG(3:0_22:0)+NH4,650.48377,471.40447,453.3939,397.36771,131.07055,57.03362,323.33078
MGDG(3:0_22:1)+NH4,648.46812,469.38882,451.37825,395.35206,131.07054,57.03362,321.31514
MGDG(3:0_22:2)+NH4,646.45246,467.37316,449.36259,393.3364,131.07052,57.03362,319.2995
MGDG(3:0_22:4)+NH4,642.42112,463.34182,445.33125,389.30506,131.07046,57.03362,315.26822
MGDG(3:0_22:5)+NH4,640.40552,461.32622,443.31565,387.28946,131.0705,57.03362,313.25258
MGDG(3:0_22:6)+NH4,638.38982,459.31052,441.29995,385.27376,131.07044,57.03362,311.23694
MGDG(3:0_23:0)+NH4,664.49942,485.42012,467.40955,411.38336,131.07056,57.03362,337.34642
MGDG(3:0_24:0)+NH4,678.51508,499.43578,481.42521,425.39902,131.07058,57.03362,351.36206
MGDG(3:0_24:1)+NH4,676.49942,497.42012,479.40955,423.38336,131.07056,57.03362,349.34642
MGDG(3:0_24:4)+NH4,670.45246,491.37316,473.36259,417.3364,131.07052,57.03362,343.2995
MGDG(3:0_25:0)+NH4,692.53072,513.45142,495.44085,439.41466,131.07058,57.03362,365.3777
MGDG(3:0_26:0)+NH4,706.54642,527.46712,509.45655,453.43036,131.07064,57.03362,379.39334
MGDG(3:0_26:1)+NH4,704.53072,525.45142,507.44085,451.41466,131.07058,57.03362,377.3777
MGDG(3:0_26:2)+NH4,702.51508,523.43578,505.42521,449.39902,131.07058,57.03362,375.36206
MGDG(3:0_3:0)+NH4,384.18642,205.10712,187.09655,131.07036,131.07036,57.03362,57.03362
MGDG(3:0_4:0)+NH4,398.20206,219.12276,201.11219,145.086,131.07036,57.03362,71.04926
MGDG(3:0_5:0)+NH4,412.21772,233.13842,215.12785,159.10166,131.07038,57.03362,85.0649
MGDG(3:0_6:0)+NH4,426.23337,247.15407,229.1435,173.11731,131.07039,57.03362,99.08054
MGDG(3:0_7:0)+NH4,440.24902,261.16972,243.15915,187.13296,131.0704,57.03362,113.09618
MGDG(3:0_8:0)+NH4,454.26465,275.18535,257.17478,201.14859,131.07039,57.03362,127.11182
MGDG(3:0_9:0)+NH4,468.28032,289.20102,271.19045,215.16426,131.07042,57.03362,141.12746
MGDG(4:0_10:0)+NH4,496.31162,317.23232,299.22175,229.17992,145.08608,71.04926,155.1431
MGDG(4:0_11:0)+NH4,510.32728,331.24798,313.23741,243.19558,145.0861,71.04926,169.15874
MGDG(4:0_12:0)+NH4,524.34292,345.26362,327.25305,257.21122,145.0861,71.04926,183.17438
MGDG(4:0_13:0)+NH4,538.35859,359.27929,341.26872,271.22689,145.08613,71.04926,197.19002
MGDG(4:0_14:0)+NH4,552.37422,373.29492,355.28435,285.24252,145.08612,71.04926,211.20566
MGDG(4:0_14:1)+NH4,550.35859,371.27929,353.26872,283.22689,145.08613,71.04926,209.19002
MGDG(4:0_15:0)+NH4,566.38982,387.31052,369.29995,299.25812,145.08608,71.04926,225.2213
MGDG(4:0_15:1)+NH4,564.37422,385.29492,367.28435,297.24252,145.08612,71.04926,223.20566
MGDG(4:0_16:0)+NH4,580.40552,401.32622,383.31565,313.27382,145.08614,71.04926,239.23694
MGDG(4:0_16:1)+NH4,578.38982,399.31052,381.29995,311.25812,145.08608,71.04926,237.2213
MGDG(4:0_17:0)+NH4,594.42112,415.34182,397.33125,327.28942,145.0861,71.04926,253.25258
MGDG(4:0_17:1)+NH4,592.40552,413.32622,395.31565,325.27382,145.08614,71.04926,251.23694
MGDG(4:0_17:2)+NH4,590.38982,411.31052,393.29995,323.25812,145.08608,71.04926,249.2213
MGDG(4:0_18:0)+NH4,608.43682,429.35752,411.34695,341.30512,145.08616,71.04926,267.26822
MGDG(4:0_18:1)+NH4,606.42112,427.34182,409.33125,339.28942,145.0861,71.04926,265.25258
MGDG(4:0_18:2)+NH4,604.40552,425.32622,407.31565,337.27382,145.08614,71.04926,263.23694
MGDG(4:0_18:3)+NH4,602.38982,423.31052,405.29995,335.25812,145.08608,71.04926,261.2213
MGDG(4:0_18:4)+NH4,600.37422,421.29492,403.28435,333.24252,145.08612,71.04926,259.20566
MGDG(4:0_19:0)+NH4,622.45246,443.37316,425.36259,355.32076,145.08616,71.04926,281.28386
MGDG(4:0_20:0)+NH4,636.46812,457.38882,439.37825,369.33642,145.08618,71.04926,295.2995
MGDG(4:0_20:1)+NH4,634.45246,455.37316,437.36259,367.32076,145.08616,71.04926,293.28386
MGDG(4:0_20:2)+NH4,632.43682,453.35752,435.34695,365.30512,145.08616,71.04926,291.26822
MGDG(4:0_20:3)+NH4,630.42112,451.34182,433.33125,363.28942,145.0861,71.04926,289.25258
MGDG(4:0_20:4)+NH4,628.40552,449.32622,431.31565,361.27382,145.08614,71.04926,287.23694
MGDG(4:0_20:5)+NH4,626.38982,447.31052,429.29995,359.25812,145.08608,71.04926,285.2213
MGDG(4:0_21:0)+NH4,650.48377,471.40447,453.3939,383.35207,145.08619,71.04926,309.31514
MGDG(4:0_22:0)+NH4,664.49942,485.42012,467.40955,397.36772,145.0862,71.04926,323.33078
MGDG(4:0_22:1)+NH4,662.48377,483.40447,465.3939,395.35207,145.08619,71.04926,321.31514
MGDG(4:0_22:2)+NH4,660.46812,481.38882,463.37825,393.33642,145.08618,71.04926,319.2995
MGDG(4:0_22:4)+NH4,656.43682,477.35752,459.34695,389.30512,145.08616,71.04926,315.26822
MGDG(4:0_22:5)+NH4,654.42112,475.34182,457.33125,387.28942,145.0861,71.04926,313.25258
MGDG(4:0_22:6)+NH4,652.40552,473.32622,455.31565,385.27382,145.08614,71.04926,311.23694
MGDG(4:0_23:0)+NH4,678.51508,499.43578,481.42521,411.38338,145.08622,71.04926,337.34642
MGDG(4:0_24:0)+NH4,692.53072,513.45142,495.44085,425.39902,145.08622,71.04926,351.36206
MGDG(4:0_24:1)+NH4,690.51508,511.43578,493.42521,423.38338,145.08622,71.04926,349.34642
MGDG(4:0_24:4)+NH4,684.46812,505.38882,487.37825,417.33642,145.08618,71.04926,343.2995
MGDG(4:0_25:0)+NH4,706.54642,527.46712,509.45655,439.41472,145.08628,71.04926,365.3777
MGDG(4:0_26:0)+NH4,720.56202,541.48272,523.47215,453.43032,145.08624,71.04926,379.39334
MGDG(4:0_26:1)+NH4,718.54642,539.46712,521.45655,451.41472,145.08628,71.04926,377.3777
MGDG(4:0_26:2)+NH4,716.53072,537.45142,519.44085,449.39902,145.08622,71.04926,375.36206
MGDG(4:0_4:0)+NH4,412.21772,233.13842,215.12785,145.08602,145.08602,71.04926,71.04926
MGDG(4:0_5:0)+NH4,426.23337,247.15407,229.1435,159.10167,145.08603,71.04926,85.0649
MGDG(4:0_6:0)+NH4,440.24902,261.16972,243.15915,173.11732,145.08604,71.04926,99.08054
MGDG(4:0_7:0)+NH4,454.26465,275.18535,257.17478,187.13295,145.08603,71.04926,113.09618
MGDG(4:0_8:0)+NH4,468.28032,289.20102,271.19045,201.14862,145.08606,71.04926,127.11182
MGDG(4:0_9:0)+NH4,482.29597,303.21667,285.2061,215.16427,145.08607,71.04926,141.12746
MGDG(5:0_10:0)+NH4,510.32728,331.24798,313.23741,229.17994,159.10174,85.0649,155.1431
MGDG(5:0_11:0)+NH4,524.34292,345.26362,327.25305,243.19558,159.10174,85.0649,169.15874
MGDG(5:0_12:0)+NH4,538.35859,359.27929,341.26872,257.21125,159.10177,85.0649,183.17438
MGDG(5:0_13:0)+NH4,552.37422,373.29492,355.28435,271.22688,159.10176,85.0649,197.19002
MGDG(5:0_14:0)+NH4,566.38982,387.31052,369.29995,285.24248,159.10172,85.0649,211.20566
MGDG(5:0_14:1)+NH4,564.37422,385.29492,367.28435,283.22688,159.10176,85.0649,209.19002
MGDG(5:0_15:0)+NH4,580.40552,401.32622,383.31565,299.25818,159.10178,85.0649,225.2213
MGDG(5:0_15:1)+NH4,578.38982,399.31052,381.29995,297.24248,159.10172,85.0649,223.20566
MGDG(5:0_16:0)+NH4,594.42112,415.34182,397.33125,313.27378,159.10174,85.0649,239.23694
MGDG(5:0_16:1)+NH4,592.40552,413.32622,395.31565,311.25818,159.10178,85.0649,237.2213
MGDG(5:0_17:0)+NH4,608.43682,429.35752,411.34695,327.28948,159.1018,85.0649,253.25258
MGDG(5:0_17:1)+NH4,606.42112,427.34182,409.33125,325.27378,159.10174,85.0649,251.23694
MGDG(5:0_17:2)+NH4,604.40552,425.32622,407.31565,323.25818,159.10178,85.0649,249.2213
MGDG(5:0_18:0)+NH4,622.45246,443.37316,425.36259,341.30512,159.1018,85.0649,267.26822
MGDG(5:0_18:1)+NH4,620.43682,441.35752,423.34695,339.28948,159.1018,85.0649,265.25258
MGDG(5:0_18:2)+NH4,618.42112,439.34182,421.33125,337.27378,159.10174,85.0649,263.23694
MGDG(5:0_18:3)+NH4,616.40552,437.32622,419.31565,335.25818,159.10178,85.0649,261.2213
MGDG(5:0_18:4)+NH4,614.38982,435.31052,417.29995,333.24248,159.10172,85.0649,259.20566
MGDG(5:0_19:0)+NH4,636.46812,457.38882,439.37825,355.32078,159.10182,85.0649,281.28386
MGDG(5:0_20:0)+NH4,650.48377,471.40447,453.3939,369.33643,159.10183,85.0649,295.2995
MGDG(5:0_20:1)+NH4,648.46812,469.38882,451.37825,367.32078,159.10182,85.0649,293.28386
MGDG(5:0_20:2)+NH4,646.45246,467.37316,449.36259,365.30512,159.1018,85.0649,291.26822
MGDG(5:0_20:3)+NH4,644.43682,465.35752,447.34695,363.28948,159.1018,85.0649,289.25258
MGDG(5:0_20:4)+NH4,642.42112,463.34182,445.33125,361.27378,159.10174,85.0649,287.23694
MGDG(5:0_20:5)+NH4,640.40552,461.32622,443.31565,359.25818,159.10178,85.0649,285.2213
MGDG(5:0_21:0)+NH4,664.49942,485.42012,467.40955,383.35208,159.10184,85.0649,309.31514
MGDG(5:0_22:0)+NH4,678.51508,499.43578,481.42521,397.36774,159.10186,85.0649,323.33078
MGDG(5:0_22:1)+NH4,676.49942,497.42012,479.40955,395.35208,159.10184,85.0649,321.31514
MGDG(5:0_22:2)+NH4,674.48377,495.40447,477.3939,393.33643,159.10183,85.0649,319.2995
MGDG(5:0_22:4)+NH4,670.45246,491.37316,473.36259,389.30512,159.1018,85.0649,315.26822
MGDG(5:0_22:5)+NH4,668.43682,489.35752,471.34695,387.28948,159.1018,85.0649,313.25258
MGDG(5:0_22:6)+NH4,666.42112,487.34182,469.33125,385.27378,159.10174,85.0649,311.23694
MGDG(5:0_23:0)+NH4,692.53072,513.45142,495.44085,411.38338,159.10186,85.0649,337.34642
MGDG(5:0_24:0)+NH4,706.54642,527.46712,509.45655,425.39908,159.10192,85.0649,351.36206
MGDG(5:0_24:1)+NH4,704.53072,525.45142,507.44085,423.38338,159.10186,85.0649,349.34642
MGDG(5:0_24:4)+NH4,698.48377,519.40447,501.3939,417.33643,159.10183,85.0649,343.2995
MGDG(5:0_25:0)+NH4,720.56202,541.48272,523.47215,439.41468,159.10188,85.0649,365.3777
MGDG(5:0_26:0)+NH4,734.57762,555.49832,537.48775,453.43028,159.10184,85.0649,379.39334
MGDG(5:0_26:1)+NH4,732.56202,553.48272,535.47215,451.41468,159.10188,85.0649,377.3777
MGDG(5:0_26:2)+NH4,730.54642,551.46712,533.45655,449.39908,159.10192,85.0649,375.36206
MGDG(5:0_5:0)+NH4,440.24902,261.16972,243.15915,159.10168,159.10168,85.0649,85.0649
MGDG(5:0_6:0)+NH4,454.26465,275.18535,257.17478,173.11731,159.10167,85.0649,99.08054
MGDG(5:0_7:0)+NH4,468.28032,289.20102,271.19045,187.13298,159.1017,85.0649,113.09618
MGDG(5:0_8:0)+NH4,482.29597,303.21667,285.2061,201.14863,159.10171,85.0649,127.11182
MGDG(5:0_9:0)+NH4,496.31162,317.23232,299.22175,215.16428,159.10172,85.0649,141.12746
MGDG(6:0_10:0)+NH4,524.34292,345.26362,327.25305,229.17994,173.11738,99.08054,155.1431
MGDG(6:0_11:0)+NH4,538.35859,359.27929,341.26872,243.19561,173.11741,99.08054,169.15874
MGDG(6:0_12:0)+NH4,552.37422,373.29492,355.28435,257.21124,173.1174,99.08054,183.17438
MGDG(6:0_13:0)+NH4,566.38982,387.31052,369.29995,271.22684,173.11736,99.08054,197.19002
MGDG(6:0_14:0)+NH4,580.40552,401.32622,383.31565,285.24254,173.11742,99.08054,211.20566
MGDG(6:0_14:1)+NH4,578.38982,399.31052,381.29995,283.22684,173.11736,99.08054,209.19002
MGDG(6:0_15:0)+NH4,594.42112,415.34182,397.33125,299.25814,173.11738,99.08054,225.2213
MGDG(6:0_15:1)+NH4,592.40552,413.32622,395.31565,297.24254,173.11742,99.08054,223.20566
MGDG(6:0_16:0)+NH4,608.43682,429.35752,411.34695,313.27384,173.11744,99.08054,239.23694
MGDG(6:0_16:1)+NH4,606.42112,427.34182,409.33125,311.25814,173.11738,99.08054,237.2213
MGDG(6:0_17:0)+NH4,622.45246,443.37316,425.36259,327.28948,173.11744,99.08054,253.25258
MGDG(6:0_17:1)+NH4,620.43682,441.35752,423.34695,325.27384,173.11744,99.08054,251.23694
MGDG(6:0_17:2)+NH4,618.42112,439.34182,421.33125,323.25814,173.11738,99.08054,249.2213
MGDG(6:0_18:0)+NH4,636.46812,457.38882,439.37825,341.30514,173.11746,99.08054,267.26822
MGDG(6:0_18:1)+NH4,634.45246,455.37316,437.36259,339.28948,173.11744,99.08054,265.25258
MGDG(6:0_18:2)+NH4,632.43682,453.35752,435.34695,337.27384,173.11744,99.08054,263.23694
MGDG(6:0_18:3)+NH4,630.42112,451.34182,433.33125,335.25814,173.11738,99.08054,261.2213
MGDG(6:0_18:4)+NH4,628.40552,449.32622,431.31565,333.24254,173.11742,99.08054,259.20566
MGDG(6:0_19:0)+NH4,650.48377,471.40447,453.3939,355.32079,173.11747,99.08054,281.28386
MGDG(6:0_20:0)+NH4,664.49942,485.42012,467.40955,369.33644,173.11748,99.08054,295.2995
MGDG(6:0_20:1)+NH4,662.48377,483.40447,465.3939,367.32079,173.11747,99.08054,293.28386
MGDG(6:0_20:2)+NH4,660.46812,481.38882,463.37825,365.30514,173.11746,99.08054,291.26822
MGDG(6:0_20:3)+NH4,658.45246,479.37316,461.36259,363.28948,173.11744,99.08054,289.25258
MGDG(6:0_20:4)+NH4,656.43682,477.35752,459.34695,361.27384,173.11744,99.08054,287.23694
MGDG(6:0_20:5)+NH4,654.42112,475.34182,457.33125,359.25814,173.11738,99.08054,285.2213
MGDG(6:0_21:0)+NH4,678.51508,499.43578,481.42521,383.3521,173.1175,99.08054,309.31514
MGDG(6:0_22:0)+NH4,692.53072,513.45142,495.44085,397.36774,173.1175,99.08054,323.33078
MGDG(6:0_22:1)+NH4,690.51508,511.43578,493.42521,395.3521,173.1175,99.08054,321.31514
MGDG(6:0_22:2)+NH4,688.49942,509.42012,491.40955,393.33644,173.11748,99.08054,319.2995
MGDG(6:0_22:4)+NH4,684.46812,505.38882,487.37825,389.30514,173.11746,99.08054,315.26822
