BMP,[M+NH4]+,[M-C3H8O6P]+,[SN2+C3H5O]+,[SN1+C3H5O]+
BMP(17:0_22:2)+NH4,834.6219,645.5827,393.3363,327.2894
BMP(17:0_22:3)+NH4,832.6062,643.5671,391.3207,327.2894
BMP(17:0_22:4)+NH4,830.5906,641.5515,389.305,327.2894
BMP(17:0_22:5)+NH4,828.5749,639.5358,387.2894,327.2894
BMP(17:0_22:6)+NH4,826.5593,637.5201,385.2737,327.2894
BMP(17:0_23:0)+NH4,852.6688,663.6297,411.3833,327.2894
BMP(17:0_24:0)+NH4,866.6844,677.6453,425.3989,327.2894
BMP(17:0_24:1)+NH4,864.6688,675.6297,423.3833,327.2894
BMP(17:0_24:2)+NH4,862.6531,673.614,421.3676,327.2894
BMP(17:0_24:4)+NH4,858.6219,669.5827,417.3363,327.2894
BMP(17:0_25:0)+NH4,880.7001,691.6609,439.4146,327.2894
BMP(17:0_26:0)+NH4,894.7158,705.6766,453.4302,327.2894
BMP(17:0_26:1)+NH4,892.7001,703.6609,451.4146,327.2894
BMP(17:0_26:2)+NH4,890.6844,701.6453,449.3989,327.2894
BMP(17:0_26:4)+NH4,886.6531,697.614,445.3676,327.2894
BMP(17:0_27:0)+NH4,908.7314,719.6923,467.4459,327.2894
BMP(17:1_17:1)+NH4,764.5436,575.5045,325.2737,325.2737
BMP(17:1_17:2)+NH4,762.528,573.4888,323.2581,325.2737
BMP(18:0_17:1)+NH4,780.5749,591.5358,325.2737,341.305
BMP(17:1_18:1)+NH4,778.5593,589.5201,339.2894,325.2737
BMP(17:1_18:2)+NH4,776.5436,587.5045,337.2737,325.2737
BMP(17:1_18:3)+NH4,774.528,585.4888,335.2581,325.2737
BMP(17:1_18:4)+NH4,772.5123,583.4732,333.2424,325.2737
BMP(17:1_18:5)+NH4,770.4966,581.4575,331.2268,325.2737
BMP(19:0_17:1)+NH4,794.5906,605.5515,325.2737,355.3207
BMP(17:1_19:1)+NH4,792.5749,603.5358,353.305,325.2737
BMP(17:1_19:2)+NH4,790.5593,601.5201,351.2894,325.2737
BMP(20:0_17:1)+NH4,808.6062,619.5671,325.2737,369.3363
BMP(17:1_20:1)+NH4,806.5906,617.5515,367.3207,325.2737
BMP(17:1_20:2)+NH4,804.5749,615.5358,365.305,325.2737
BMP(17:1_20:3)+NH4,802.5593,613.5201,363.2894,325.2737
BMP(17:1_20:4)+NH4,800.5436,611.5045,361.2737,325.2737
BMP(17:1_20:5)+NH4,798.528,609.4888,359.2581,325.2737
BMP(21:0_17:1)+NH4,822.6219,633.5827,325.2737,383.352
BMP(17:1_21:1)+NH4,820.6062,631.5671,381.3363,325.2737
BMP(17:1_21:2)+NH4,818.5906,629.5515,379.3207,325.2737
BMP(22:0_17:1)+NH4,836.6375,647.5984,325.2737,397.3676
BMP(17:1_22:1)+NH4,834.6219,645.5827,395.352,325.2737
BMP(17:1_22:2)+NH4,832.6062,643.5671,393.3363,325.2737
BMP(17:1_22:3)+NH4,830.5906,641.5515,391.3207,325.2737
BMP(17:1_22:4)+NH4,828.5749,639.5358,389.305,325.2737
BMP(17:1_22:5)+NH4,826.5593,637.5201,387.2894,325.2737
BMP(17:1_22:6)+NH4,824.5436,635.5045,385.2737,325.2737
BMP(23:0_17:1)+NH4,850.6531,661.614,325.2737,411.3833
BMP(24:0_17:1)+NH4,864.6688,675.6297,325.2737,425.3989
BMP(17:1_24:1)+NH4,862.6531,673.614,423.3833,325.2737
BMP(17:1_24:2)+NH4,860.6375,671.5984,421.3676,325.2737
BMP(17:1_24:4)+NH4,856.6062,667.5671,417.3363,325.2737
BMP(25:0_17:1)+NH4,878.6844,689.6453,325.2737,439.4146
BMP(26:0_17:1)+NH4,892.7001,703.6609,325.2737,453.4302
BMP(17:1_26:1)+NH4,890.6844,701.6453,451.4146,325.2737
BMP(17:1_26:2)+NH4,888.6688,699.6297,449.3989,325.2737
BMP(17:1_26:4)+NH4,884.6375,695.5984,445.3676,325.2737
BMP(27:0_17:1)+NH4,906.7158,717.6766,325.2737,467.4459
BMP(17:2_17:2)+NH4,760.5123,571.4732,323.2581,323.2581
BMP(18:0_17:2)+NH4,778.5593,589.5201,323.2581,341.305
BMP(18:1_17:2)+NH4,776.5436,587.5045,323.2581,339.2894
BMP(17:2_18:2)+NH4,774.528,585.4888,337.2737,323.2581
BMP(17:2_18:3)+NH4,772.5123,583.4732,335.2581,323.2581
BMP(17:2_18:4)+NH4,770.4966,581.4575,333.2424,323.2581
BMP(17:2_18:5)+NH4,768.481,579.4419,331.2268,323.2581
BMP(19:0_17:2)+NH4,792.5749,603.5358,323.2581,355.3207
BMP(19:1_17:2)+NH4,790.5593,601.5201,323.2581,353.305
BMP(17:2_19:2)+NH4,788.5436,599.5045,351.2894,323.2581
BMP(20:0_17:2)+NH4,806.5906,617.5515,323.2581,369.3363
BMP(20:1_17:2)+NH4,804.5749,615.5358,323.2581,367.3207
BMP(17:2_20:2)+NH4,802.5593,613.5201,365.305,323.2581
BMP(17:2_20:3)+NH4,800.5436,611.5045,363.2894,323.2581
BMP(17:2_20:4)+NH4,798.528,609.4888,361.2737,323.2581
BMP(17:2_20:5)+NH4,796.5123,607.4732,359.2581,323.2581
BMP(21:0_17:2)+NH4,820.6062,631.5671,323.2581,383.352
BMP(21:1_17:2)+NH4,818.5906,629.5515,323.2581,381.3363
BMP(17:2_21:2)+NH4,816.5749,627.5358,379.3207,323.2581
BMP(22:0_17:2)+NH4,834.6219,645.5827,323.2581,397.3676
BMP(22:1_17:2)+NH4,832.6062,643.5671,323.2581,395.352
BMP(17:2_22:2)+NH4,830.5906,641.5515,393.3363,323.2581
BMP(17:2_22:3)+NH4,828.5749,639.5358,391.3207,323.2581
BMP(17:2_22:4)+NH4,826.5593,637.5201,389.305,323.2581
BMP(17:2_22:5)+NH4,824.5436,635.5045,387.2894,323.2581
BMP(17:2_22:6)+NH4,822.528,633.4888,385.2737,323.2581
BMP(23:0_17:2)+NH4,848.6375,659.5984,323.2581,411.3833
BMP(24:0_17:2)+NH4,862.6531,673.614,323.2581,425.3989
BMP(24:1_17:2)+NH4,860.6375,671.5984,323.2581,423.3833
BMP(17:2_24:2)+NH4,858.6219,669.5827,421.3676,323.2581
BMP(17:2_24:4)+NH4,854.5906,665.5515,417.3363,323.2581
BMP(25:0_17:2)+NH4,876.6688,687.6297,323.2581,439.4146
BMP(26:0_17:2)+NH4,890.6844,701.6453,323.2581,453.4302
BMP(26:1_17:2)+NH4,888.6688,699.6297,323.2581,451.4146
BMP(17:2_26:2)+NH4,886.6531,697.614,449.3989,323.2581
BMP(17:2_26:4)+NH4,882.6219,693.5827,445.3676,323.2581
BMP(27:0_17:2)+NH4,904.7001,715.6609,323.2581,467.4459
BMP(18:0_18:0)+NH4,796.6062,607.5671,341.305,341.305
BMP(18:0_18:1)+NH4,794.5906,605.5515,339.2894,341.305
BMP(18:0_18:2)+NH4,792.5749,603.5358,337.2737,341.305
BMP(18:0_18:3)+NH4,790.5593,601.5201,335.2581,341.305
BMP(18:0_18:4)+NH4,788.5436,599.5045,333.2424,341.305
BMP(18:0_18:5)+NH4,786.528,597.4888,331.2268,341.305
BMP(18:0_19:0)+NH4,810.6219,621.5827,355.3207,341.305
BMP(18:0_19:1)+NH4,808.6062,619.5671,353.305,341.305
BMP(18:0_19:2)+NH4,806.5906,617.5515,351.2894,341.305
BMP(18:0_20:0)+NH4,824.6375,635.5984,369.3363,341.305
BMP(18:0_20:1)+NH4,822.6219,633.5827,367.3207,341.305
BMP(18:0_20:2)+NH4,820.6062,631.5671,365.305,341.305
BMP(18:0_20:3)+NH4,818.5906,629.5515,363.2894,341.305
BMP(18:0_20:4)+NH4,816.5749,627.5358,361.2737,341.305
BMP(18:0_20:5)+NH4,814.5593,625.5201,359.2581,341.305
BMP(18:0_21:0)+NH4,838.6531,649.614,383.352,341.305
BMP(18:0_21:1)+NH4,836.6375,647.5984,381.3363,341.305
BMP(18:0_21:2)+NH4,834.6219,645.5827,379.3207,341.305
BMP(18:0_22:0)+NH4,852.6688,663.6297,397.3676,341.305
BMP(18:0_22:1)+NH4,850.6531,661.614,395.352,341.305
BMP(18:0_22:2)+NH4,848.6375,659.5984,393.3363,341.305
BMP(18:0_22:3)+NH4,846.6219,657.5827,391.3207,341.305
BMP(18:0_22:4)+NH4,844.6062,655.5671,389.305,341.305
BMP(18:0_22:5)+NH4,842.5906,653.5515,387.2894,341.305
BMP(18:0_22:6)+NH4,840.5749,651.5358,385.2737,341.305
BMP(18:0_23:0)+NH4,866.6844,677.6453,411.3833,341.305
BMP(18:0_24:0)+NH4,880.7001,691.6609,425.3989,341.305
BMP(18:0_24:1)+NH4,878.6844,689.6453,423.3833,341.305
BMP(18:0_24:2)+NH4,876.6688,687.6297,421.3676,341.305
BMP(18:0_24:4)+NH4,872.6375,683.5984,417.3363,341.305
BMP(18:0_25:0)+NH4,894.7158,705.6766,439.4146,341.305
BMP(18:0_26:0)+NH4,908.7314,719.6923,453.4302,341.305
BMP(18:0_26:1)+NH4,906.7158,717.6766,451.4146,341.305
BMP(18:0_26:2)+NH4,904.7001,715.6609,449.3989,341.305
BMP(18:0_26:4)+NH4,900.6688,711.6297,445.3676,341.305
BMP(18:0_27:0)+NH4,922.7471,733.7079,467.4459,341.305
BMP(18:1_18:1)+NH4,792.5749,603.5358,339.2894,339.2894
BMP(18:1_18:2)+NH4,790.5593,601.5201,337.2737,339.2894
BMP(18:1_18:3)+NH4,788.5436,599.5045,335.2581,339.2894
BMP(18:1_18:4)+NH4,786.528,597.4888,333.2424,339.2894
BMP(18:1_18:5)+NH4,784.5123,595.4732,331.2268,339.2894
BMP(19:0_18:1)+NH4,808.6062,619.5671,339.2894,355.3207
BMP(18:1_19:1)+NH4,806.5906,617.5515,353.305,339.2894
BMP(18:1_19:2)+NH4,804.5749,615.5358,351.2894,339.2894
BMP(20:0_18:1)+NH4,822.6219,633.5827,339.2894,369.3363
BMP(18:1_20:1)+NH4,820.6062,631.5671,367.3207,339.2894
BMP(18:1_20:2)+NH4,818.5906,629.5515,365.305,339.2894
BMP(18:1_20:3)+NH4,816.5749,627.5358,363.2894,339.2894
BMP(18:1_20:4)+NH4,814.5593,625.5201,361.2737,339.2894
BMP(18:1_20:5)+NH4,812.5436,623.5045,359.2581,339.2894
BMP(21:0_18:1)+NH4,836.6375,647.5984,339.2894,383.352
BMP(18:1_21:1)+NH4,834.6219,645.5827,381.3363,339.2894
BMP(18:1_21:2)+NH4,832.6062,643.5671,379.3207,339.2894
BMP(22:0_18:1)+NH4,850.6531,661.614,339.2894,397.3676
BMP(18:1_22:1)+NH4,848.6375,659.5984,395.352,339.2894
BMP(18:1_22:2)+NH4,846.6219,657.5827,393.3363,339.2894
BMP(18:1_22:3)+NH4,844.6062,655.5671,391.3207,339.2894
BMP(18:1_22:4)+NH4,842.5906,653.5515,389.305,339.2894
BMP(18:1_22:5)+NH4,840.5749,651.5358,387.2894,339.2894
BMP(18:1_22:6)+NH4,838.5593,649.5201,385.2737,339.2894
BMP(23:0_18:1)+NH4,864.6688,675.6297,339.2894,411.3833
BMP(24:0_18:1)+NH4,878.6844,689.6453,339.2894,425.3989
BMP(18:1_24:1)+NH4,876.6688,687.6297,423.3833,339.2894
BMP(18:1_24:2)+NH4,874.6531,685.614,421.3676,339.2894
BMP(18:1_24:4)+NH4,870.6219,681.5827,417.3363,339.2894
BMP(25:0_18:1)+NH4,892.7001,703.6609,339.2894,439.4146
BMP(26:0_18:1)+NH4,906.7158,717.6766,339.2894,453.4302
BMP(18:1_26:1)+NH4,904.7001,715.6609,451.4146,339.2894
BMP(18:1_26:2)+NH4,902.6844,713.6453,449.3989,339.2894
BMP(18:1_26:4)+NH4,898.6531,709.614,445.3676,339.2894
BMP(27:0_18:1)+NH4,920.7314,731.6923,339.2894,467.4459
BMP(18:2_18:2)+NH4,788.5436,599.5045,337.2737,337.2737
BMP(18:2_18:3)+NH4,786.528,597.4888,335.2581,337.2737
BMP(18:2_18:4)+NH4,784.5123,595.4732,333.2424,337.2737
BMP(18:2_18:5)+NH4,782.4966,593.4575,331.2268,337.2737
BMP(19:0_18:2)+NH4,806.5906,617.5515,337.2737,355.3207
BMP(19:1_18:2)+NH4,804.5749,615.5358,337.2737,353.305
BMP(18:2_19:2)+NH4,802.5593,613.5201,351.2894,337.2737
BMP(20:0_18:2)+NH4,820.6062,631.5671,337.2737,369.3363
BMP(20:1_18:2)+NH4,818.5906,629.5515,337.2737,367.3207
BMP(18:2_20:2)+NH4,816.5749,627.5358,365.305,337.2737
BMP(18:2_20:3)+NH4,814.5593,625.5201,363.2894,337.2737
BMP(18:2_20:4)+NH4,812.5436,623.5045,361.2737,337.2737
BMP(18:2_20:5)+NH4,810.528,621.4888,359.2581,337.2737
BMP(21:0_18:2)+NH4,834.6219,645.5827,337.2737,383.352
BMP(21:1_18:2)+NH4,832.6062,643.5671,337.2737,381.3363
BMP(18:2_21:2)+NH4,830.5906,641.5515,379.3207,337.2737
BMP(22:0_18:2)+NH4,848.6375,659.5984,337.2737,397.3676
BMP(22:1_18:2)+NH4,846.6219,657.5827,337.2737,395.352
BMP(18:2_22:2)+NH4,844.6062,655.5671,393.3363,337.2737
BMP(18:2_22:3)+NH4,842.5906,653.5515,391.3207,337.2737
BMP(18:2_22:4)+NH4,840.5749,651.5358,389.305,337.2737
BMP(18:2_22:5)+NH4,838.5593,649.5201,387.2894,337.2737
BMP(18:2_22:6)+NH4,836.5436,647.5045,385.2737,337.2737
BMP(23:0_18:2)+NH4,862.6531,673.614,337.2737,411.3833
BMP(24:0_18:2)+NH4,876.6688,687.6297,337.2737,425.3989
BMP(24:1_18:2)+NH4,874.6531,685.614,337.2737,423.3833
BMP(18:2_24:2)+NH4,872.6375,683.5984,421.3676,337.2737
BMP(18:2_24:4)+NH4,868.6062,679.5671,417.3363,337.2737
BMP(25:0_18:2)+NH4,890.6844,701.6453,337.2737,439.4146
BMP(26:0_18:2)+NH4,904.7001,715.6609,337.2737,453.4302
BMP(26:1_18:2)+NH4,902.6844,713.6453,337.2737,451.4146
BMP(18:2_26:2)+NH4,900.6688,711.6297,449.3989,337.2737
BMP(18:2_26:4)+NH4,896.6375,707.5984,445.3676,337.2737
BMP(27:0_18:2)+NH4,918.7158,729.6766,337.2737,467.4459
BMP(18:3_18:3)+NH4,784.5123,595.4732,335.2581,335.2581
BMP(18:3_18:4)+NH4,782.4966,593.4575,333.2424,335.2581
BMP(18:3_18:5)+NH4,780.481,591.4419,331.2268,335.2581
BMP(19:0_18:3)+NH4,804.5749,615.5358,335.2581,355.3207
BMP(19:1_18:3)+NH4,802.5593,613.5201,335.2581,353.305
BMP(19:2_18:3)+NH4,800.5436,611.5045,335.2581,351.2894
BMP(20:0_18:3)+NH4,818.5906,629.5515,335.2581,369.3363
BMP(20:1_18:3)+NH4,816.5749,627.5358,335.2581,367.3207
BMP(20:2_18:3)+NH4,814.5593,625.5201,335.2581,365.305
BMP(18:3_20:3)+NH4,812.5436,623.5045,363.2894,335.2581
BMP(18:3_20:4)+NH4,810.528,621.4888,361.2737,335.2581
BMP(18:3_20:5)+NH4,808.5123,619.4732,359.2581,335.2581
BMP(21:0_18:3)+NH4,832.6062,643.5671,335.2581,383.352
BMP(21:1_18:3)+NH4,830.5906,641.5515,335.2581,381.3363
BMP(21:2_18:3)+NH4,828.5749,639.5358,335.2581,379.3207
BMP(22:0_18:3)+NH4,846.6219,657.5827,335.2581,397.3676
BMP(22:1_18:3)+NH4,844.6062,655.5671,335.2581,395.352
BMP(22:2_18:3)+NH4,842.5906,653.5515,335.2581,393.3363
BMP(18:3_22:3)+NH4,840.5749,651.5358,391.3207,335.2581
BMP(18:3_22:4)+NH4,838.5593,649.5201,389.305,335.2581
BMP(18:3_22:5)+NH4,836.5436,647.5045,387.2894,335.2581
BMP(18:3_22:6)+NH4,834.528,645.4888,385.2737,335.2581
BMP(23:0_18:3)+NH4,860.6375,671.5984,335.2581,411.3833
BMP(24:0_18:3)+NH4,874.6531,685.614,335.2581,425.3989
BMP(24:1_18:3)+NH4,872.6375,683.5984,335.2581,423.3833
BMP(24:2_18:3)+NH4,870.6219,681.5827,335.2581,421.3676
BMP(18:3_24:4)+NH4,866.5906,677.5515,417.3363,335.2581
BMP(25:0_18:3)+NH4,888.6688,699.6297,335.2581,439.4146
BMP(26:0_18:3)+NH4,902.6844,713.6453,335.2581,453.4302
BMP(26:1_18:3)+NH4,900.6688,711.6297,335.2581,451.4146
BMP(26:2_18:3)+NH4,898.6531,709.614,335.2581,449.3989
BMP(18:3_26:4)+NH4,894.6219,705.5827,445.3676,335.2581
BMP(27:0_18:3)+NH4,916.7001,727.6609,335.2581,467.4459
BMP(18:4_18:4)+NH4,780.481,591.4419,333.2424,333.2424
BMP(18:4_18:5)+NH4,778.4653,589.4262,331.2268,333.2424
BMP(19:0_18:4)+NH4,802.5593,613.5201,333.2424,355.3207
BMP(19:1_18:4)+NH4,800.5436,611.5045,333.2424,353.305
BMP(19:2_18:4)+NH4,798.528,609.4888,333.2424,351.2894
BMP(20:0_18:4)+NH4,816.5749,627.5358,333.2424,369.3363
BMP(20:1_18:4)+NH4,814.5593,625.5201,333.2424,367.3207
BMP(20:2_18:4)+NH4,812.5436,623.5045,333.2424,365.305
BMP(20:3_18:4)+NH4,810.528,621.4888,333.2424,363.2894
BMP(18:4_20:4)+NH4,808.5123,619.4732,361.2737,333.2424
BMP(18:4_20:5)+NH4,806.4966,617.4575,359.2581,333.2424
BMP(21:0_18:4)+NH4,830.5906,641.5515,333.2424,383.352
BMP(21:1_18:4)+NH4,828.5749,639.5358,333.2424,381.3363
BMP(21:2_18:4)+NH4,826.5593,637.5201,333.2424,379.3207
BMP(22:0_18:4)+NH4,844.6062,655.5671,333.2424,397.3676
BMP(22:1_18:4)+NH4,842.5906,653.5515,333.2424,395.352
BMP(22:2_18:4)+NH4,840.5749,651.5358,333.2424,393.3363
BMP(22:3_18:4)+NH4,838.5593,649.5201,333.2424,391.3207
BMP(18:4_22:4)+NH4,836.5436,647.5045,389.305,333.2424
BMP(18:4_22:5)+NH4,834.528,645.4888,387.2894,333.2424
BMP(18:4_22:6)+NH4,832.5123,643.4732,385.2737,333.2424
BMP(23:0_18:4)+NH4,858.6219,669.5827,333.2424,411.3833
BMP(24:0_18:4)+NH4,872.6375,683.5984,333.2424,425.3989
BMP(24:1_18:4)+NH4,870.6219,681.5827,333.2424,423.3833
BMP(24:2_18:4)+NH4,868.6062,679.5671,333.2424,421.3676
BMP(18:4_24:4)+NH4,864.5749,675.5358,417.3363,333.2424
BMP(25:0_18:4)+NH4,886.6531,697.614,333.2424,439.4146
BMP(26:0_18:4)+NH4,900.6688,711.6297,333.2424,453.4302
BMP(26:1_18:4)+NH4,898.6531,709.614,333.2424,451.4146
BMP(26:2_18:4)+NH4,896.6375,707.5984,333.2424,449.3989
BMP(18:4_26:4)+NH4,892.6062,703.5671,445.3676,333.2424
BMP(27:0_18:4)+NH4,914.6844,725.6453,333.2424,467.4459
BMP(18:5_18:5)+NH4,776.4497,587.4106,331.2268,331.2268
BMP(19:0_18:5)+NH4,800.5436,611.5045,331.2268,355.3207
BMP(19:1_18:5)+NH4,798.528,609.4888,331.2268,353.305
BMP(19:2_18:5)+NH4,796.5123,607.4732,331.2268,351.2894
BMP(20:0_18:5)+NH4,814.5593,625.5201,331.2268,369.3363
BMP(20:1_18:5)+NH4,812.5436,623.5045,331.2268,367.3207
BMP(20:2_18:5)+NH4,810.528,621.4888,331.2268,365.305
BMP(20:3_18:5)+NH4,808.5123,619.4732,331.2268,363.2894
BMP(20:4_18:5)+NH4,806.4966,617.4575,331.2268,361.2737
BMP(18:5_20:5)+NH4,804.481,615.4419,359.2581,331.2268
BMP(21:0_18:5)+NH4,828.5749,639.5358,331.2268,383.352
BMP(21:1_18:5)+NH4,826.5593,637.5201,331.2268,381.3363
BMP(21:2_18:5)+NH4,824.5436,635.5045,331.2268,379.3207
BMP(22:0_18:5)+NH4,842.5906,653.5515,331.2268,397.3676
BMP(22:1_18:5)+NH4,840.5749,651.5358,331.2268,395.352
BMP(22:2_18:5)+NH4,838.5593,649.5201,331.2268,393.3363
BMP(22:3_18:5)+NH4,836.5436,647.5045,331.2268,391.3207
BMP(22:4_18:5)+NH4,834.528,645.4888,331.2268,389.305
BMP(18:5_22:5)+NH4,832.5123,643.4732,387.2894,331.2268
BMP(18:5_22:6)+NH4,830.4966,641.4575,385.2737,331.2268
BMP(23:0_18:5)+NH4,856.6062,667.5671,331.2268,411.3833
BMP(24:0_18:5)+NH4,870.6219,681.5827,331.2268,425.3989
BMP(24:1_18:5)+NH4,868.6062,679.5671,331.2268,423.3833
BMP(24:2_18:5)+NH4,866.5906,677.5515,331.2268,421.3676
BMP(24:4_18:5)+NH4,862.5593,673.5201,331.2268,417.3363
BMP(25:0_18:5)+NH4,884.6375,695.5984,331.2268,439.4146
BMP(26:0_18:5)+NH4,898.6531,709.614,331.2268,453.4302
BMP(26:1_18:5)+NH4,896.6375,707.5984,331.2268,451.4146
BMP(26:2_18:5)+NH4,894.6219,705.5827,331.2268,449.3989
BMP(26:4_18:5)+NH4,890.5906,701.5515,331.2268,445.3676
BMP(27:0_18:5)+NH4,912.6688,723.6297,331.2268,467.4459
BMP(19:0_19:0)+NH4,824.6375,635.5984,355.3207,355.3207
BMP(19:0_19:1)+NH4,822.6219,633.5827,353.305,355.3207
BMP(19:0_19:2)+NH4,820.6062,631.5671,351.2894,355.3207
BMP(19:0_20:0)+NH4,838.6531,649.614,369.3363,355.3207
BMP(19:0_20:1)+NH4,836.6375,647.5984,367.3207,355.3207
BMP(19:0_20:2)+NH4,834.6219,645.5827,365.305,355.3207
BMP(19:0_20:3)+NH4,832.6062,643.5671,363.2894,355.3207
BMP(19:0_20:4)+NH4,830.5906,641.5515,361.2737,355.3207
BMP(19:0_20:5)+NH4,828.5749,639.5358,359.2581,355.3207
BMP(19:0_21:0)+NH4,852.6688,663.6297,383.352,355.3207
BMP(19:0_21:1)+NH4,850.6531,661.614,381.3363,355.3207
BMP(19:0_21:2)+NH4,848.6375,659.5984,379.3207,355.3207
BMP(19:0_22:0)+NH4,866.6844,677.6453,397.3676,355.3207
BMP(19:0_22:1)+NH4,864.6688,675.6297,395.352,355.3207
BMP(19:0_22:2)+NH4,862.6531,673.614,393.3363,355.3207
BMP(19:0_22:3)+NH4,860.6375,671.5984,391.3207,355.3207
BMP(19:0_22:4)+NH4,858.6219,669.5827,389.305,355.3207
BMP(19:0_22:5)+NH4,856.6062,667.5671,387.2894,355.3207
BMP(19:0_22:6)+NH4,854.5906,665.5515,385.2737,355.3207
BMP(19:0_23:0)+NH4,880.7001,691.6609,411.3833,355.3207
BMP(19:0_24:0)+NH4,894.7158,705.6766,425.3989,355.3207
BMP(19:0_24:1)+NH4,892.7001,703.6609,423.3833,355.3207
BMP(19:0_24:2)+NH4,890.6844,701.6453,421.3676,355.3207
BMP(19:0_24:4)+NH4,886.6531,697.614,417.3363,355.3207
BMP(19:0_25:0)+NH4,908.7314,719.6923,439.4146,355.3207
BMP(19:0_26:0)+NH4,922.7471,733.7079,453.4302,355.3207
BMP(19:0_26:1)+NH4,920.7314,731.6923,451.4146,355.3207
BMP(19:0_26:2)+NH4,918.7158,729.6766,449.3989,355.3207
BMP(19:0_26:4)+NH4,914.6844,725.6453,445.3676,355.3207
BMP(19:0_27:0)+NH4,936.7627,747.7236,467.4459,355.3207
BMP(19:1_19:1)+NH4,820.6062,631.5671,353.305,353.305
BMP(19:1_19:2)+NH4,818.5906,629.5515,351.2894,353.305
BMP(20:0_19:1)+NH4,836.6375,647.5984,353.305,369.3363
BMP(19:1_20:1)+NH4,834.6219,645.5827,367.3207,353.305
BMP(19:1_20:2)+NH4,832.6062,643.5671,365.305,353.305
BMP(19:1_20:3)+NH4,830.5906,641.5515,363.2894,353.305
BMP(19:1_20:4)+NH4,828.5749,639.5358,361.2737,353.305
BMP(19:1_20:5)+NH4,826.5593,637.5201,359.2581,353.305
BMP(21:0_19:1)+NH4,850.6531,661.614,353.305,383.352
BMP(19:1_21:1)+NH4,848.6375,659.5984,381.3363,353.305
BMP(19:1_21:2)+NH4,846.6219,657.5827,379.3207,353.305
BMP(22:0_19:1)+NH4,864.6688,675.6297,353.305,397.3676
BMP(19:1_22:1)+NH4,862.6531,673.614,395.352,353.305
BMP(19:1_22:2)+NH4,860.6375,671.5984,393.3363,353.305
BMP(19:1_22:3)+NH4,858.6219,669.5827,391.3207,353.305
BMP(19:1_22:4)+NH4,856.6062,667.5671,389.305,353.305
BMP(19:1_22:5)+NH4,854.5906,665.5515,387.2894,353.305
BMP(19:1_22:6)+NH4,852.5749,663.5358,385.2737,353.305
BMP(23:0_19:1)+NH4,878.6844,689.6453,353.305,411.3833
BMP(24:0_19:1)+NH4,892.7001,703.6609,353.305,425.3989
BMP(19:1_24:1)+NH4,890.6844,701.6453,423.3833,353.305
BMP(19:1_24:2)+NH4,888.6688,699.6297,421.3676,353.305
BMP(19:1_24:4)+NH4,884.6375,695.5984,417.3363,353.305
BMP(25:0_19:1)+NH4,906.7158,717.6766,353.305,439.4146
BMP(26:0_19:1)+NH4,920.7314,731.6923,353.305,453.4302
BMP(19:1_26:1)+NH4,918.7158,729.6766,451.4146,353.305
BMP(19:1_26:2)+NH4,916.7001,727.6609,449.3989,353.305
BMP(19:1_26:4)+NH4,912.6688,723.6297,445.3676,353.305
BMP(27:0_19:1)+NH4,934.7471,745.7079,353.305,467.4459
BMP(19:2_19:2)+NH4,816.5749,627.5358,351.2894,351.2894
BMP(20:0_19:2)+NH4,834.6219,645.5827,351.2894,369.3363
BMP(20:1_19:2)+NH4,832.6062,643.5671,351.2894,367.3207
BMP(19:2_20:2)+NH4,830.5906,641.5515,365.305,351.2894
BMP(19:2_20:3)+NH4,828.5749,639.5358,363.2894,351.2894
BMP(19:2_20:4)+NH4,826.5593,637.5201,361.2737,351.2894
BMP(19:2_20:5)+NH4,824.5436,635.5045,359.2581,351.2894
BMP(21:0_19:2)+NH4,848.6375,659.5984,351.2894,383.352
BMP(21:1_19:2)+NH4,846.6219,657.5827,351.2894,381.3363
BMP(19:2_21:2)+NH4,844.6062,655.5671,379.3207,351.2894
BMP(22:0_19:2)+NH4,862.6531,673.614,351.2894,397.3676
BMP(22:1_19:2)+NH4,860.6375,671.5984,351.2894,395.352
BMP(19:2_22:2)+NH4,858.6219,669.5827,393.3363,351.2894
BMP(19:2_22:3)+NH4,856.6062,667.5671,391.3207,351.2894
BMP(19:2_22:4)+NH4,854.5906,665.5515,389.305,351.2894
BMP(19:2_22:5)+NH4,852.5749,663.5358,387.2894,351.2894
BMP(19:2_22:6)+NH4,850.5593,661.5201,385.2737,351.2894
BMP(23:0_19:2)+NH4,876.6688,687.6297,351.2894,411.3833
BMP(24:0_19:2)+NH4,890.6844,701.6453,351.2894,425.3989
BMP(24:1_19:2)+NH4,888.6688,699.6297,351.2894,423.3833
BMP(19:2_24:2)+NH4,886.6531,697.614,421.3676,351.2894
BMP(19:2_24:4)+NH4,882.6219,693.5827,417.3363,351.2894
BMP(25:0_19:2)+NH4,904.7001,715.6609,351.2894,439.4146
BMP(26:0_19:2)+NH4,918.7158,729.6766,351.2894,453.4302
BMP(26:1_19:2)+NH4,916.7001,727.6609,351.2894,451.4146
BMP(19:2_26:2)+NH4,914.6844,725.6453,449.3989,351.2894
BMP(19:2_26:4)+NH4,910.6531,721.614,445.3676,351.2894
BMP(27:0_19:2)+NH4,932.7314,743.6923,351.2894,467.4459
BMP(20:0_20:0)+NH4,852.6688,663.6297,369.3363,369.3363
BMP(20:0_20:1)+NH4,850.6531,661.614,367.3207,369.3363
