OxPE,[M+H]+,NL_head,head
OxPE(37:7(OO))+H,780.48104,639.46193,142.02639
OxPE(37:7(KeKeO))+H,792.44462,651.42551,142.02639
OxPE(37:7(OKeO))+H,794.46033,653.44122,142.02639
OxPE(37:7(OOO))+H,796.47596,655.45685,142.02639
OxPE(37:7(KeOKeO))+H,808.43954,667.42043,142.02639
OxPE(37:7(OOOKe))+H,810.4552,669.43609,142.02639
OxPE(37:7(OOOO))+H,812.47088,671.45177,142.02639
OxPE(37:7(OOOKeO))+H,826.45012,685.43101,142.02639
OxPE(37:7(OOOOO))+H,828.46578,687.44667,142.02639
OxPE(37:7(OOOOKeO))+H,842.44504,701.42593,142.02639
OxPE(37:7(OOOOOO))+H,844.4607,703.44159,142.02639
OxPE(37:7(OOOOOOO))+H,860.45562,719.43651,142.02639
OxPE(37:7(OOOOOOOO))+H,876.45054,735.43143,142.02639
OxPE(37:8(Ke))+H,760.45484,619.43573,142.02639
OxPE(37:8(KeKe))+H,774.4341,633.41499,142.02639
OxPE(37:8(KeO))+H,776.44976,635.43065,142.02639
OxPE(37:8(KeKeO))+H,790.42902,649.40991,142.02639
OxPE(37:8(OKeO))+H,792.44468,651.42557,142.02639
OxPE(37:8(KeOKeO))+H,806.42397,665.40486,142.02639
OxPE(37:8(OOKeO))+H,808.4396,667.42049,142.02639
OxPE(37:8(OOOKeO))+H,824.43455,683.41544,142.02639
OxPE(37:8(OOOOKeO))+H,840.42947,699.41036,142.02639
OxPE(37:9(Ke))+H,758.43919,617.42008,142.02639
OxPE(37:9(KeKe))+H,772.41843,631.39932,142.02639
OxPE(37:9(OKe))+H,774.43409,633.41498,142.02639
OxPE(37:9(KeOKe))+H,788.41335,647.39424,142.02639
OxPE(37:9(OKeO))+H,790.42901,649.4099,142.02639
OxPE(37:9(KeOKeO))+H,804.40827,663.38916,142.02639
OxPE(37:9(OOKeO))+H,806.42393,665.40482,142.02639
OxPE(37:9(OOOKeO))+H,822.41885,681.39974,142.02639
OxPE(37:9(OOOOKeO))+H,838.41377,697.39466,142.02639
OxPE(38:0(Ke))+H,790.59568,649.57657,142.02639
OxPE(38:0(KeO))+H,806.5906,665.57149,142.02639
OxPE(38:1(Ke))+H,788.58004,647.56093,142.02639
OxPE(38:1(O))+H,790.59572,649.57661,142.02639
OxPE(38:1(KeKe))+H,802.55932,661.54021,142.02639
OxPE(38:1(KeO))+H,804.57496,663.55585,142.02639
OxPE(38:1(OO))+H,806.59064,665.57153,142.02639
OxPE(38:1(KeKeO))+H,818.55424,677.53513,142.02639
OxPE(38:1(OKeO))+H,820.5699,679.55079,142.02639
OxPE(38:1(OOO))+H,822.58556,681.56645,142.02639
OxPE(38:1(KeOKeO))+H,834.54916,693.53005,142.02639
OxPE(38:1(OOKeO))+H,836.56482,695.54571,142.02639
OxPE(38:1(OOOO))+H,838.58048,697.56137,142.02639
OxPE(38:1(OOOKeO))+H,852.55974,711.54063,142.02639
OxPE(38:1(OOOOKeO))+H,868.55466,727.53555,142.02639
OxPE(38:10(Ke))+H,770.43919,629.42008,142.02639
OxPE(38:10(KeKe))+H,784.41848,643.39937,142.02639
OxPE(38:10(KeO))+H,786.43411,645.415,142.02639
OxPE(38:10(KeKeO))+H,800.4134,659.39429,142.02639
OxPE(38:10(OKeO))+H,802.42906,661.40995,142.02639
OxPE(38:10(KeOKeO))+H,816.40832,675.38921,142.02639
OxPE(38:10(OOKeO))+H,818.42398,677.40487,142.02639
OxPE(38:10(OOOKeO))+H,834.4189,693.39979,142.02639
OxPE(38:10(OOOOKeO))+H,850.41382,709.39471,142.02639
OxPE(38:2(Ke))+H,786.56439,645.54528,142.02639
OxPE(38:2(O))+H,788.58004,647.56093,142.02639
OxPE(38:2(KeKe))+H,800.5437,659.52459,142.02639
OxPE(38:2(KeO))+H,802.55931,661.5402,142.02639
OxPE(38:2(OO))+H,804.57496,663.55585,142.02639
OxPE(38:2(KeOKe))+H,816.5386,675.51949,142.02639
OxPE(38:2(OKeO))+H,818.55428,677.53517,142.02639
OxPE(38:2(OOO))+H,820.56991,679.5508,142.02639
OxPE(38:2(KeOKeO))+H,832.53354,691.51443,142.02639
OxPE(38:2(OOKeO))+H,834.5492,693.53009,142.02639
OxPE(38:2(OOOO))+H,836.56483,695.54572,142.02639
OxPE(38:2(OOOKeO))+H,850.54412,709.52501,142.02639
OxPE(38:2(OOOOO))+H,852.55978,711.54067,142.02639
OxPE(38:2(OOOOKeO))+H,866.53904,725.51993,142.02639
OxPE(38:2(OOOOOO))+H,868.5547,727.53559,142.02639
OxPE(38:2(OOOOOOO))+H,884.54962,743.53051,142.02639
OxPE(38:2(OOOOOOOO))+H,900.54454,759.52543,142.02639
OxPE(38:3(Ke))+H,784.54874,643.52963,142.02639
OxPE(38:3(O))+H,786.56437,645.54526,142.02639
OxPE(38:3(KeKe))+H,798.528,657.50889,142.02639
OxPE(38:3(KeO))+H,800.54366,659.52455,142.02639
OxPE(38:3(OO))+H,802.55929,661.54018,142.02639
OxPE(38:3(KeKeO))+H,814.52292,673.50381,142.02639
OxPE(38:3(OKeO))+H,816.5386,675.51949,142.02639
OxPE(38:3(OOO))+H,818.55421,677.5351,142.02639
OxPE(38:3(KeOKeO))+H,830.51784,689.49873,142.02639
OxPE(38:3(OOOKe))+H,832.5335,691.51439,142.02639
OxPE(38:3(OOOO))+H,834.54913,693.53002,142.02639
OxPE(38:3(OOOKeO))+H,848.52842,707.50931,142.02639
OxPE(38:3(OOOOO))+H,850.5441,709.52499,142.02639
OxPE(38:3(OOOOKeO))+H,864.52334,723.50423,142.02639
OxPE(38:3(OOOOOO))+H,866.53902,725.51991,142.02639
OxPE(38:3(OOOOOOO))+H,882.53392,741.51481,142.02639
OxPE(38:3(OOOOOOOO))+H,898.52884,757.50973,142.02639
OxPE(38:4(Ke))+H,782.53309,641.51398,142.02639
OxPE(38:4(O))+H,784.54874,643.52963,142.02639
OxPE(38:4(KeKe))+H,796.5124,655.49329,142.02639
OxPE(38:4(OKe))+H,798.52798,657.50887,142.02639
OxPE(38:4(OO))+H,800.54366,659.52455,142.02639
OxPE(38:4(KeOKe))+H,812.5073,671.48819,142.02639
OxPE(38:4(OKeO))+H,814.5229,673.50379,142.02639
OxPE(38:4(OOO))+H,816.53861,675.5195,142.02639
OxPE(38:4(KeOKeO))+H,828.50224,687.48313,142.02639
OxPE(38:4(OOKeO))+H,830.51782,689.49871,142.02639
OxPE(38:4(OOOO))+H,832.53353,691.51442,142.02639
OxPE(38:4(OOOKeO))+H,846.51282,705.49371,142.02639
OxPE(38:4(OOOOO))+H,848.5284,707.50929,142.02639
OxPE(38:4(OOOOKeO))+H,862.50774,721.48863,142.02639
OxPE(38:4(OOOOOO))+H,864.52332,723.50421,142.02639
OxPE(38:4(OOOOOOO))+H,880.51832,739.49921,142.02639
OxPE(38:4(OOOOOOOO))+H,896.51324,755.49413,142.02639
OxPE(38:5(Ke))+H,780.51744,639.49833,142.02639
OxPE(38:5(O))+H,782.53309,641.51398,142.02639
OxPE(38:5(KeKe))+H,794.49672,653.47761,142.02639
OxPE(38:5(KeO))+H,796.51236,655.49325,142.02639
OxPE(38:5(OO))+H,798.52801,657.5089,142.02639
OxPE(38:5(KeKeO))+H,810.49164,669.47253,142.02639
OxPE(38:5(KeOO))+H,812.5073,671.48819,142.02639
OxPE(38:5(OOO))+H,814.52291,673.5038,142.02639
OxPE(38:5(KeOKeO))+H,826.48654,685.46743,142.02639
OxPE(38:5(OOOKe))+H,828.5022,687.48309,142.02639
OxPE(38:5(OOOO))+H,830.51783,689.49872,142.02639
OxPE(38:5(OOOKeO))+H,844.49712,703.47801,142.02639
OxPE(38:5(OOOOO))+H,846.5128,705.49369,142.02639
OxPE(38:5(OOOOKeO))+H,860.49204,719.47293,142.02639
OxPE(38:5(OOOOOO))+H,862.50772,721.48861,142.02639
OxPE(38:5(OOOOOOO))+H,878.50262,737.48351,142.02639
OxPE(38:5(OOOOOOOO))+H,894.49754,753.47843,142.02639
OxPE(38:6(Ke))+H,778.50179,637.48268,142.02639
OxPE(38:6(O))+H,780.51744,639.49833,142.02639
OxPE(38:6(KeKe))+H,792.48102,651.46191,142.02639
OxPE(38:6(OKe))+H,794.49668,653.47757,142.02639
OxPE(38:6(OO))+H,796.51236,655.49325,142.02639
OxPE(38:6(KeKeO))+H,808.47594,667.45683,142.02639
OxPE(38:6(OKeO))+H,810.4916,669.47249,142.02639
OxPE(38:6(OOO))+H,812.50731,671.4882,142.02639
OxPE(38:6(KeOKeO))+H,824.47094,683.45183,142.02639
OxPE(38:6(KeOOO))+H,826.48652,685.46741,142.02639
OxPE(38:6(OOOKe))+H,826.4866,685.46749,142.02639
OxPE(38:6(OOOO))+H,828.50223,687.48312,142.02639
OxPE(38:6(KeOOOO))+H,842.48144,701.46233,142.02639
OxPE(38:6(OOOOO))+H,844.4971,703.47799,142.02639
OxPE(38:6(OOOOKeO))+H,858.47644,717.45733,142.02639
OxPE(38:6(OOOOOO))+H,860.49202,719.47291,142.02639
OxPE(38:6(OOOOOOO))+H,876.48702,735.46791,142.02639
OxPE(38:6(OOOOOOOO))+H,892.48194,751.46283,142.02639
OxPE(38:7(Ke))+H,776.48614,635.46703,142.02639
OxPE(38:7(O))+H,778.50179,637.48268,142.02639
OxPE(38:7(KeKe))+H,790.46542,649.44631,142.02639
OxPE(38:7(KeO))+H,792.48106,651.46195,142.02639
OxPE(38:7(OO))+H,794.49671,653.4776,142.02639
OxPE(38:7(KeOKe))+H,806.4603,665.44119,142.02639
OxPE(38:7(KeOO))+H,808.476,667.45689,142.02639
OxPE(38:7(OOO))+H,810.49161,669.4725,142.02639
OxPE(38:7(KeOKeO))+H,822.45524,681.43613,142.02639
OxPE(38:7(OOOKe))+H,824.4709,683.45179,142.02639
OxPE(38:7(OOOO))+H,826.48653,685.46742,142.02639
OxPE(38:7(OOOKeO))+H,840.46582,699.44671,142.02639
OxPE(38:7(OOOOO))+H,842.4815,701.46239,142.02639
OxPE(38:7(OOOOKeO))+H,856.46074,715.44163,142.02639
OxPE(38:7(OOOOOO))+H,858.47642,717.45731,142.02639
OxPE(38:7(OOOOOOO))+H,874.47132,733.45221,142.02639
OxPE(38:7(OOOOOOOO))+H,890.46624,749.44713,142.02639
OxPE(38:8(Ke))+H,774.47049,633.45138,142.02639
OxPE(38:8(O))+H,776.48614,635.46703,142.02639
OxPE(38:8(KeKe))+H,788.44972,647.43061,142.02639
OxPE(38:8(OKe))+H,790.46538,649.44627,142.02639
OxPE(38:8(OO))+H,792.48106,651.46195,142.02639
OxPE(38:8(KeKeO))+H,804.44464,663.42553,142.02639
OxPE(38:8(KeOO))+H,806.4603,665.44119,142.02639
OxPE(38:8(OOO))+H,808.47596,667.45685,142.02639
OxPE(38:8(KeOKeO))+H,820.43964,679.42053,142.02639
OxPE(38:8(KeOOO))+H,822.45522,681.43611,142.02639
OxPE(38:8(OOOO))+H,824.47088,683.45177,142.02639
OxPE(38:8(KeOOOO))+H,838.45014,697.43103,142.02639
OxPE(38:8(OOOOO))+H,840.4658,699.44669,142.02639
OxPE(38:8(OOOOKeO))+H,854.44514,713.42603,142.02639
OxPE(38:8(OOOOOO))+H,856.46072,715.44161,142.02639
OxPE(38:8(OOOOOOO))+H,872.45572,731.43661,142.02639
OxPE(38:8(OOOOOOOO))+H,888.45064,747.43153,142.02639
OxPE(38:9(Ke))+H,772.45484,631.43573,142.02639
OxPE(38:9(O))+H,774.47052,633.45141,142.02639
OxPE(38:9(KeKe))+H,786.4341,645.41499,142.02639
OxPE(38:9(KeO))+H,788.44976,647.43065,142.02639
OxPE(38:9(OO))+H,790.46544,649.44633,142.02639
OxPE(38:9(KeOKe))+H,802.429,661.40989,142.02639
OxPE(38:9(OKeO))+H,804.44468,663.42557,142.02639
OxPE(38:9(OOO))+H,806.46036,665.44125,142.02639
OxPE(38:9(KeOKeO))+H,818.42394,677.40483,142.02639
OxPE(38:9(OOKeO))+H,820.4396,679.42049,142.02639
OxPE(38:9(OOOO))+H,822.45528,681.43617,142.02639
OxPE(38:9(OOOKeO))+H,836.43452,695.41541,142.02639
OxPE(38:9(OOOOO))+H,838.45018,697.43107,142.02639
OxPE(38:9(OOOOKeO))+H,852.42944,711.41033,142.02639
OxPE(38:9(OOOOOO))+H,854.4451,713.42599,142.02639
OxPE(38:9(OOOOOOO))+H,870.44002,729.42091,142.02639
OxPE(38:9(OOOOOOOO))+H,886.43494,745.41583,142.02639
OxPE(39:0(Ke))+H,804.61133,663.59222,142.02639
OxPE(39:0(KeO))+H,820.60625,679.58714,142.02639
OxPE(39:1(Ke))+H,802.59569,661.57658,142.02639
OxPE(39:1(O))+H,804.61137,663.59226,142.02639
OxPE(39:1(KeKe))+H,816.57497,675.55586,142.02639
OxPE(39:1(KeO))+H,818.59061,677.5715,142.02639
OxPE(39:1(OO))+H,820.60629,679.58718,142.02639
OxPE(39:1(KeKeO))+H,832.56989,691.55078,142.02639
OxPE(39:1(OKeO))+H,834.58555,693.56644,142.02639
OxPE(39:1(OOO))+H,836.60121,695.5821,142.02639
OxPE(39:1(KeOKeO))+H,848.56481,707.5457,142.02639
OxPE(39:1(OOKeO))+H,850.58047,709.56136,142.02639
OxPE(39:1(OOOO))+H,852.59613,711.57702,142.02639
OxPE(39:1(OOOKeO))+H,866.57539,725.55628,142.02639
OxPE(39:1(OOOOKeO))+H,882.57031,741.5512,142.02639
OxPE(39:10(Ke))+H,784.45484,643.43573,142.02639
OxPE(39:10(KeKe))+H,798.43413,657.41502,142.02639
OxPE(39:10(KeO))+H,800.44976,659.43065,142.02639
OxPE(39:10(KeKeO))+H,814.42905,673.40994,142.02639
OxPE(39:10(OOKe))+H,816.44471,675.4256,142.02639
OxPE(39:10(KeOKeO))+H,830.42397,689.40486,142.02639
OxPE(39:10(OOKeO))+H,832.43963,691.42052,142.02639
OxPE(39:10(OOOKeO))+H,848.43455,707.41544,142.02639
OxPE(39:10(OOOOKeO))+H,864.42947,723.41036,142.02639
OxPE(39:2(Ke))+H,800.58004,659.56093,142.02639
OxPE(39:2(O))+H,802.59569,661.57658,142.02639
OxPE(39:2(KeKe))+H,814.5593,673.54019,142.02639
OxPE(39:2(KeO))+H,816.57496,675.55585,142.02639
OxPE(39:2(OO))+H,818.59061,677.5715,142.02639
OxPE(39:2(KeKeO))+H,830.55422,689.53511,142.02639
OxPE(39:2(OKeO))+H,832.56988,691.55077,142.02639
OxPE(39:2(OOO))+H,834.58556,693.56645,142.02639
OxPE(39:2(KeOKeO))+H,846.54914,705.53003,142.02639
OxPE(39:2(OOKeO))+H,848.5648,707.54569,142.02639
OxPE(39:2(OOOO))+H,850.58048,709.56137,142.02639
OxPE(39:2(OOOKeO))+H,864.55972,723.54061,142.02639
OxPE(39:2(OOOOO))+H,866.57538,725.55627,142.02639
OxPE(39:2(OOOOKeO))+H,880.55464,739.53553,142.02639
OxPE(39:2(OOOOOO))+H,882.5703,741.55119,142.02639
OxPE(39:2(OOOOOOO))+H,898.56522,757.54611,142.02639
OxPE(39:2(OOOOOOOO))+H,914.56014,773.54103,142.02639
OxPE(39:3(Ke))+H,798.56439,657.54528,142.02639
OxPE(39:3(O))+H,800.58007,659.56096,142.02639
OxPE(39:3(KeKe))+H,812.5436,671.52449,142.02639
OxPE(39:3(OKe))+H,814.55926,673.54015,142.02639
OxPE(39:3(OO))+H,816.57499,675.55588,142.02639
OxPE(39:3(KeKeO))+H,828.53852,687.51941,142.02639
OxPE(39:3(KeOKe))+H,828.5386,687.51949,142.02639
OxPE(39:3(OKeO))+H,830.55418,689.53507,142.02639
OxPE(39:3(OOO))+H,832.56991,691.5508,142.02639
OxPE(39:3(KeOKeO))+H,844.53344,703.51433,142.02639
OxPE(39:3(OOKeO))+H,846.5491,705.52999,142.02639
OxPE(39:3(OOOO))+H,848.56483,707.54572,142.02639
OxPE(39:3(OOOKeO))+H,862.54402,721.52491,142.02639
OxPE(39:3(OOOOO))+H,864.55968,723.54057,142.02639
OxPE(39:3(OOOOKeO))+H,878.53894,737.51983,142.02639
OxPE(39:3(OOOOOO))+H,880.5546,739.53549,142.02639
OxPE(39:3(OOOOOOO))+H,896.54952,755.53041,142.02639
OxPE(39:3(OOOOOOOO))+H,912.54444,771.52533,142.02639
OxPE(39:4(Ke))+H,796.54874,655.52963,142.02639
OxPE(39:4(O))+H,798.56439,657.54528,142.02639
OxPE(39:4(KeKe))+H,810.528,669.50889,142.02639
OxPE(39:4(OKe))+H,812.54366,671.52455,142.02639
OxPE(39:4(OO))+H,814.55931,673.5402,142.02639
OxPE(39:4(KeKeO))+H,826.52292,685.50381,142.02639
OxPE(39:4(OKeO))+H,828.53858,687.51947,142.02639
OxPE(39:4(OOO))+H,830.55421,689.5351,142.02639
OxPE(39:4(KeOKeO))+H,842.51784,701.49873,142.02639
OxPE(39:4(OOKeO))+H,844.5335,703.51439,142.02639
OxPE(39:4(OOOO))+H,846.54913,705.53002,142.02639
OxPE(39:4(OOOKeO))+H,860.52842,719.50931,142.02639
OxPE(39:4(OOOOO))+H,862.54408,721.52497,142.02639
OxPE(39:4(OOOOKeO))+H,876.52334,735.50423,142.02639
OxPE(39:4(OOOOOO))+H,878.539,737.51989,142.02639
OxPE(39:4(OOOOOOO))+H,894.53392,753.51481,142.02639
OxPE(39:4(OOOOOOOO))+H,910.52884,769.50973,142.02639
OxPE(39:5(Ke))+H,794.53309,653.51398,142.02639
OxPE(39:5(O))+H,796.54877,655.52966,142.02639
OxPE(39:5(KeKe))+H,808.5123,667.49319,142.02639
OxPE(39:5(OKe))+H,810.52796,669.50885,142.02639
OxPE(39:5(OO))+H,812.54369,671.52458,142.02639
OxPE(39:5(KeKeO))+H,824.50722,683.48811,142.02639
OxPE(39:5(OOKe))+H,826.52288,685.50377,142.02639
OxPE(39:5(OOO))+H,828.53861,687.5195,142.02639
OxPE(39:5(KeOKeO))+H,840.50214,699.48303,142.02639
OxPE(39:5(OOKeO))+H,842.5178,701.49869,142.02639
OxPE(39:5(OOOO))+H,844.53353,703.51442,142.02639
OxPE(39:5(OOOKeO))+H,858.51272,717.49361,142.02639
OxPE(39:5(OOOOO))+H,860.52838,719.50927,142.02639
OxPE(39:5(OOOOKeO))+H,874.50764,733.48853,142.02639
OxPE(39:5(OOOOOO))+H,876.5233,735.50419,142.02639
OxPE(39:5(OOOOOOO))+H,892.51822,751.49911,142.02639
OxPE(39:5(OOOOOOOO))+H,908.51314,767.49403,142.02639
OxPE(39:6(Ke))+H,792.51744,651.49833,142.02639
OxPE(39:6(O))+H,794.53307,653.51396,142.02639
OxPE(39:6(KeKe))+H,806.4967,665.47759,142.02639
OxPE(39:6(KeO))+H,808.51236,667.49325,142.02639
OxPE(39:6(OO))+H,810.52799,669.50888,142.02639
OxPE(39:6(KeKeO))+H,822.49162,681.47251,142.02639
OxPE(39:6(OOKe))+H,824.50728,683.48817,142.02639
OxPE(39:6(OOO))+H,826.52291,685.5038,142.02639
OxPE(39:6(KeOKeO))+H,838.48654,697.46743,142.02639
OxPE(39:6(OOKeO))+H,840.5022,699.48309,142.02639
OxPE(39:6(OOOO))+H,842.51783,701.49872,142.02639
OxPE(39:6(OOOKeO))+H,856.49712,715.47801,142.02639
OxPE(39:6(OOOOO))+H,858.51278,717.49367,142.02639
OxPE(39:6(OOOOKeO))+H,872.49204,731.47293,142.02639
OxPE(39:6(OOOOOO))+H,874.5077,733.48859,142.02639
OxPE(39:6(OOOOOOO))+H,890.50262,749.48351,142.02639
OxPE(39:6(OOOOOOOO))+H,906.49754,765.47843,142.02639
OxPE(39:7(Ke))+H,790.50179,649.48268,142.02639
OxPE(39:7(O))+H,792.51747,651.49836,142.02639
OxPE(39:7(KeKe))+H,804.481,663.46189,142.02639
OxPE(39:7(OKe))+H,806.49666,665.47755,142.02639
OxPE(39:7(OO))+H,808.51239,667.49328,142.02639
OxPE(39:7(KeKeO))+H,820.47592,679.45681,142.02639
OxPE(39:7(OKeO))+H,822.49158,681.47247,142.02639
OxPE(39:7(OOO))+H,824.50731,683.4882,142.02639
OxPE(39:7(KeOKeO))+H,836.47084,695.45173,142.02639
OxPE(39:7(OOKeO))+H,838.4865,697.46739,142.02639
OxPE(39:7(OOOO))+H,840.50223,699.48312,142.02639
OxPE(39:7(OOOKeO))+H,854.48142,713.46231,142.02639
OxPE(39:7(OOOOO))+H,856.49708,715.47797,142.02639
OxPE(39:7(OOOOKeO))+H,870.47634,729.45723,142.02639
OxPE(39:7(OOOOOO))+H,872.492,731.47289,142.02639
OxPE(39:7(OOOOOOO))+H,888.48692,747.46781,142.02639
OxPE(39:7(OOOOOOOO))+H,904.48184,763.46273,142.02639
OxPE(39:8(Ke))+H,788.48614,647.46703,142.02639
OxPE(39:8(O))+H,790.50177,649.48266,142.02639
OxPE(39:8(KeKe))+H,802.4654,661.44629,142.02639
OxPE(39:8(OKe))+H,804.48106,663.46195,142.02639
OxPE(39:8(OO))+H,806.49669,665.47758,142.02639
OxPE(39:8(KeKeO))+H,818.46032,677.44121,142.02639
OxPE(39:8(OKeO))+H,820.47598,679.45687,142.02639
OxPE(39:8(OOO))+H,822.49161,681.4725,142.02639
OxPE(39:8(KeOKeO))+H,834.45524,693.43613,142.02639
OxPE(39:8(OOOKe))+H,836.4709,695.45179,142.02639
OxPE(39:8(OOOO))+H,838.48653,697.46742,142.02639
OxPE(39:8(OOOKeO))+H,852.46582,711.44671,142.02639
OxPE(39:8(OOOOO))+H,854.48148,713.46237,142.02639
OxPE(39:8(OOOOKeO))+H,868.46074,727.44163,142.02639
OxPE(39:8(OOOOOO))+H,870.4764,729.45729,142.02639
OxPE(39:8(OOOOOOO))+H,886.47132,745.45221,142.02639
OxPE(39:8(OOOOOOOO))+H,902.46624,761.44713,142.02639
OxPE(39:9(Ke))+H,786.47049,645.45138,142.02639
OxPE(39:9(KeKe))+H,800.44975,659.43064,142.02639
OxPE(39:9(OKe))+H,802.46541,661.4463,142.02639
OxPE(39:9(KeOKe))+H,816.44465,675.42554,142.02639
OxPE(39:9(OKeO))+H,818.46033,677.44122,142.02639
OxPE(39:9(KeOKeO))+H,832.43957,691.42046,142.02639
OxPE(39:9(OOOKe))+H,834.45523,693.43612,142.02639
OxPE(39:9(OOOKeO))+H,850.45015,709.43104,142.02639
OxPE(39:9(OOOOKeO))+H,866.44507,725.42596,142.02639
OxPE(40:0(Ke))+H,818.62698,677.60787,142.02639
OxPE(40:0(KeO))+H,834.6219,693.60279,142.02639
OxPE(40:1(Ke))+H,816.61134,675.59223,142.02639
OxPE(40:1(O))+H,818.62702,677.60791,142.02639
OxPE(40:1(KeO))+H,832.60626,691.58715,142.02639
OxPE(40:1(OO))+H,834.62194,693.60283,142.02639
OxPE(40:1(OOO))+H,850.61686,709.59775,142.02639
OxPE(40:1(OOOO))+H,866.61178,725.59267,142.02639
OxPE(40:10(Ke))+H,798.47049,657.45138,142.02639
OxPE(40:10(O))+H,800.48612,659.46701,142.02639
OxPE(40:10(KeKe))+H,812.4497,671.43059,142.02639
OxPE(40:10(OKe))+H,814.46536,673.44625,142.02639
OxPE(40:10(OO))+H,816.48104,675.46193,142.02639
OxPE(40:10(KeKeO))+H,828.44462,687.42551,142.02639
OxPE(40:10(OKeO))+H,830.46028,689.44117,142.02639
OxPE(40:10(OOO))+H,832.47596,691.45685,142.02639
OxPE(40:10(KeOKeO))+H,844.43954,703.42043,142.02639
OxPE(40:10(OOKeO))+H,846.4552,705.43609,142.02639
OxPE(40:10(OOOO))+H,848.47088,707.45177,142.02639
OxPE(40:10(OOOKeO))+H,862.45012,721.43101,142.02639
OxPE(40:10(OOOOO))+H,864.46578,723.44667,142.02639
OxPE(40:10(OOOOKeO))+H,878.44504,737.42593,142.02639
OxPE(40:10(OOOOOO))+H,880.4607,739.44159,142.02639
OxPE(40:10(OOOOOOO))+H,896.45562,755.43651,142.02639
OxPE(40:10(OOOOOOOO))+H,912.45054,771.43143,142.02639
OxPE(40:11(Ke))+H,796.45484,655.43573,142.02639
OxPE(40:11(KeKe))+H,810.43408,669.41497,142.02639
OxPE(40:11(OKe))+H,812.44974,671.43063,142.02639
OxPE(40:11(KeKeO))+H,826.429,685.40989,142.02639
OxPE(40:11(OKeO))+H,828.44466,687.42555,142.02639
OxPE(40:11(KeOKeO))+H,842.42392,701.40481,142.02639
OxPE(40:11(OOKeO))+H,844.43958,703.42047,142.02639
OxPE(40:11(OOOKeO))+H,860.4345,719.41539,142.02639
OxPE(40:11(OOOOKeO))+H,876.42942,735.41031,142.02639
OxPE(40:2(Ke))+H,814.59569,673.57658,142.02639
OxPE(40:2(O))+H,816.61134,675.59223,142.02639
OxPE(40:2(KeKe))+H,828.575,687.55589,142.02639
OxPE(40:2(KeO))+H,830.59061,689.5715,142.02639
OxPE(40:2(OO))+H,832.60626,691.58715,142.02639
OxPE(40:2(KeOKe))+H,844.5699,703.55079,142.02639
OxPE(40:2(OKeO))+H,846.58558,705.56647,142.02639
OxPE(40:2(OOO))+H,848.60121,707.5821,142.02639
OxPE(40:2(KeOKeO))+H,860.56484,719.54573,142.02639
OxPE(40:2(OOKeO))+H,862.5805,721.56139,142.02639
OxPE(40:2(OOOO))+H,864.59613,723.57702,142.02639
OxPE(40:2(OOOKeO))+H,878.57542,737.55631,142.02639
OxPE(40:2(OOOOO))+H,880.59108,739.57197,142.02639
OxPE(40:2(OOOOKeO))+H,894.57034,753.55123,142.02639
OxPE(40:2(OOOOOO))+H,896.586,755.56689,142.02639
OxPE(40:2(OOOOOOO))+H,912.58092,771.56181,142.02639
OxPE(40:2(OOOOOOOO))+H,928.57584,787.55673,142.02639
OxPE(40:3(Ke))+H,812.58004,671.56093,142.02639
OxPE(40:3(O))+H,814.59569,673.57658,142.02639
OxPE(40:3(KeKe))+H,826.5593,685.54019,142.02639
OxPE(40:3(KeO))+H,828.57496,687.55585,142.02639
OxPE(40:3(OO))+H,830.59061,689.5715,142.02639
OxPE(40:3(KeKeO))+H,842.55422,701.53511,142.02639
OxPE(40:3(OKeO))+H,844.5699,703.55079,142.02639
OxPE(40:3(OOO))+H,846.58556,705.56645,142.02639
OxPE(40:3(KeOKeO))+H,858.54914,717.53003,142.02639
OxPE(40:3(OOOKe))+H,860.5648,719.54569,142.02639
OxPE(40:3(OOOO))+H,862.58048,721.56137,142.02639
OxPE(40:3(OOOKeO))+H,876.55972,735.54061,142.02639
OxPE(40:3(OOOOO))+H,878.5754,737.55629,142.02639
OxPE(40:3(OOOOKeO))+H,892.55464,751.53553,142.02639
OxPE(40:3(OOOOOO))+H,894.57032,753.55121,142.02639
OxPE(40:3(OOOOOOO))+H,910.56522,769.54611,142.02639
OxPE(40:3(OOOOOOOO))+H,926.56014,785.54103,142.02639
OxPE(40:4(Ke))+H,810.56439,669.54528,142.02639
OxPE(40:4(O))+H,812.58004,671.56093,142.02639
OxPE(40:4(KeKe))+H,824.5437,683.52459,142.02639
OxPE(40:4(OKe))+H,826.55928,685.54017,142.02639
OxPE(40:4(OO))+H,828.57496,687.55585,142.02639
OxPE(40:4(KeOKe))+H,840.5386,699.51949,142.02639
OxPE(40:4(OKeO))+H,842.5542,701.53509,142.02639
OxPE(40:4(OOO))+H,844.56991,703.5508,142.02639
OxPE(40:4(KeOKeO))+H,856.53354,715.51443,142.02639
OxPE(40:4(OOKeO))+H,858.54912,717.53001,142.02639
OxPE(40:4(OOOO))+H,860.56483,719.54572,142.02639
OxPE(40:4(OOOKeO))+H,874.54412,733.52501,142.02639
OxPE(40:4(OOOOO))+H,876.5597,735.54059,142.02639
OxPE(40:4(OOOOKeO))+H,890.53904,749.51993,142.02639
OxPE(40:4(OOOOOO))+H,892.55462,751.53551,142.02639
OxPE(40:4(OOOOOOO))+H,908.54962,767.53051,142.02639
