PC,[M+HCO2]-,NL_CH3&HCO2,NL_Choline&HCO2,NL_T1Ketene&CH3&HCO2,NL_T2Ketene&CH3&HCO3,NL_T1RCOOH&CH3&HCO2,NL_T2RCOOH&CH3&HCO3,GlyceroPC_NLCH3&H2O,T1_RCOO-,T2_RCOO-,PC_NLCH3, Glycerol-3-phosphate_NLH2O,H2PO4-,PO3-
PC(18:1_22:0)+HCO2,888.66998,828.64884,757.57534,564.40347,506.32527,546.39291,488.31471,224.06881,281.24865,339.32685,168.04314,152.99586,96.96964,78.95852
PC(18:1_22:1)+HCO2,886.65438,826.63324,755.55974,562.38787,506.32527,544.37731,488.31471,224.06881,281.24865,337.31125,168.04314,152.99586,96.96964,78.95852
PC(18:1_22:2)+HCO2,884.63868,824.61754,753.54404,560.37217,506.32527,542.36161,488.31471,224.06881,281.24865,335.29555,168.04314,152.99586,96.96964,78.95852
PC(18:1_22:3)+HCO2,882.62308,822.60194,751.52844,558.35657,506.32527,540.34601,488.31471,224.06881,281.24865,333.27995,168.04314,152.99586,96.96964,78.95852
PC(18:1_22:4)+HCO2,880.60738,820.58624,749.51274,556.34087,506.32527,538.33031,488.31471,224.06881,281.24865,331.26425,168.04314,152.99586,96.96964,78.95852
PC(18:1_22:5)+HCO2,878.59178,818.57064,747.49714,554.32527,506.32527,536.31471,488.31471,224.06881,281.24865,329.24865,168.04314,152.99586,96.96964,78.95852
PC(18:1_22:6)+HCO2,876.57608,816.55494,745.48144,552.30957,506.32527,534.29901,488.31471,224.06881,281.24865,327.23295,168.04314,152.99586,96.96964,78.95852
PC(18:1_23:0)+HCO2,902.68568,842.66454,771.59104,578.41917,506.32527,560.40861,488.31471,224.06881,281.24865,353.34255,168.04314,152.99586,96.96964,78.95852
PC(18:1_24:0)+HCO2,916.70128,856.68014,785.60664,592.43477,506.32527,574.42421,488.31471,224.06881,281.24865,367.35815,168.04314,152.99586,96.96964,78.95852
PC(18:1_24:1)+HCO2,914.68568,854.66454,783.59104,590.41917,506.32527,572.40861,488.31471,224.06881,281.24865,365.34255,168.04314,152.99586,96.96964,78.95852
PC(18:1_25:0)+HCO2,930.71698,870.69584,799.62234,606.45047,506.32527,588.43991,488.31471,224.06881,281.24865,381.37385,168.04314,152.99586,96.96964,78.95852
PC(18:1_26:0)+HCO2,944.73258,884.71144,813.63794,620.46607,506.32527,602.45551,488.31471,224.06881,281.24865,395.38945,168.04314,152.99586,96.96964,78.95852
PC(18:2_18:2)+HCO2,826.56038,766.53924,695.46574,504.30957,504.30957,486.29901,486.29901,224.06881,279.23295,279.23295,168.04314,152.99586,96.96964,78.95852
PC(18:2_18:3)+HCO2,824.54478,764.52364,693.45014,502.29397,504.30957,484.28341,486.29901,224.06881,279.23295,277.21735,168.04314,152.99586,96.96964,78.95852
PC(18:2_18:4)+HCO2,822.52908,762.50794,691.43444,500.27827,504.30957,482.26771,486.29901,224.06881,279.23295,275.20165,168.04314,152.99586,96.96964,78.95852
PC(18:2_19:0)+HCO2,844.60738,784.58624,713.51274,522.35657,504.30957,504.34601,486.29901,224.06881,279.23295,297.27995,168.04314,152.99586,96.96964,78.95852
PC(18:2_20:0)+HCO2,858.62298,798.60184,727.52834,536.37217,504.30957,518.36161,486.29901,224.06881,279.23295,311.29555,168.04314,152.99586,96.96964,78.95852
PC(18:2_20:1)+HCO2,856.60738,796.58624,725.51274,534.35657,504.30957,516.34601,486.29901,224.06881,279.23295,309.27995,168.04314,152.99586,96.96964,78.95852
PC(18:2_20:2)+HCO2,854.59168,794.57054,723.49704,532.34087,504.30957,514.33031,486.29901,224.06881,279.23295,307.26425,168.04314,152.99586,96.96964,78.95852
PC(18:2_20:3)+HCO2,852.57608,792.55494,721.48144,530.32527,504.30957,512.31471,486.29901,224.06881,279.23295,305.24865,168.04314,152.99586,96.96964,78.95852
PC(18:2_20:4)+HCO2,850.56038,790.53924,719.46574,528.30957,504.30957,510.29901,486.29901,224.06881,279.23295,303.23295,168.04314,152.99586,96.96964,78.95852
PC(18:2_20:5)+HCO2,848.54478,788.52364,717.45014,526.29397,504.30957,508.28341,486.29901,224.06881,279.23295,301.21735,168.04314,152.99586,96.96964,78.95852
PC(18:2_21:0)+HCO2,872.63868,812.61754,741.54404,550.38787,504.30957,532.37731,486.29901,224.06881,279.23295,325.31125,168.04314,152.99586,96.96964,78.95852
PC(18:2_22:0)+HCO2,886.65428,826.63314,755.55964,564.40347,504.30957,546.39291,486.29901,224.06881,279.23295,339.32685,168.04314,152.99586,96.96964,78.95852
PC(18:2_22:1)+HCO2,884.63868,824.61754,753.54404,562.38787,504.30957,544.37731,486.29901,224.06881,279.23295,337.31125,168.04314,152.99586,96.96964,78.95852
PC(18:2_22:2)+HCO2,882.62298,822.60184,751.52834,560.37217,504.30957,542.36161,486.29901,224.06881,279.23295,335.29555,168.04314,152.99586,96.96964,78.95852
PC(18:2_22:3)+HCO2,880.60738,820.58624,749.51274,558.35657,504.30957,540.34601,486.29901,224.06881,279.23295,333.27995,168.04314,152.99586,96.96964,78.95852
PC(18:2_22:4)+HCO2,878.59168,818.57054,747.49704,556.34087,504.30957,538.33031,486.29901,224.06881,279.23295,331.26425,168.04314,152.99586,96.96964,78.95852
PC(18:2_22:5)+HCO2,876.57608,816.55494,745.48144,554.32527,504.30957,536.31471,486.29901,224.06881,279.23295,329.24865,168.04314,152.99586,96.96964,78.95852
PC(18:2_22:6)+HCO2,874.56038,814.53924,743.46574,552.30957,504.30957,534.29901,486.29901,224.06881,279.23295,327.23295,168.04314,152.99586,96.96964,78.95852
PC(18:2_23:0)+HCO2,900.66998,840.64884,769.57534,578.41917,504.30957,560.40861,486.29901,224.06881,279.23295,353.34255,168.04314,152.99586,96.96964,78.95852
PC(18:2_24:0)+HCO2,914.68558,854.66444,783.59094,592.43477,504.30957,574.42421,486.29901,224.06881,279.23295,367.35815,168.04314,152.99586,96.96964,78.95852
PC(18:2_24:1)+HCO2,912.66998,852.64884,781.57534,590.41917,504.30957,572.40861,486.29901,224.06881,279.23295,365.34255,168.04314,152.99586,96.96964,78.95852
PC(18:2_25:0)+HCO2,928.70128,868.68014,797.60664,606.45047,504.30957,588.43991,486.29901,224.06881,279.23295,381.37385,168.04314,152.99586,96.96964,78.95852
PC(18:2_26:0)+HCO2,942.71688,882.69574,811.62224,620.46607,504.30957,602.45551,486.29901,224.06881,279.23295,395.38945,168.04314,152.99586,96.96964,78.95852
PC(18:3_18:3)+HCO2,822.52918,762.50804,691.43454,502.29397,502.29397,484.28341,484.28341,224.06881,277.21735,277.21735,168.04314,152.99586,96.96964,78.95852
PC(18:3_18:4)+HCO2,820.51348,760.49234,689.41884,500.27827,502.29397,482.26771,484.28341,224.06881,277.21735,275.20165,168.04314,152.99586,96.96964,78.95852
PC(18:3_19:0)+HCO2,842.59178,782.57064,711.49714,522.35657,502.29397,504.34601,484.28341,224.06881,277.21735,297.27995,168.04314,152.99586,96.96964,78.95852
PC(18:3_20:0)+HCO2,856.60738,796.58624,725.51274,536.37217,502.29397,518.36161,484.28341,224.06881,277.21735,311.29555,168.04314,152.99586,96.96964,78.95852
PC(18:3_20:1)+HCO2,854.59178,794.57064,723.49714,534.35657,502.29397,516.34601,484.28341,224.06881,277.21735,309.27995,168.04314,152.99586,96.96964,78.95852
PC(18:3_20:2)+HCO2,852.57608,792.55494,721.48144,532.34087,502.29397,514.33031,484.28341,224.06881,277.21735,307.26425,168.04314,152.99586,96.96964,78.95852
PC(18:3_20:3)+HCO2,850.56048,790.53934,719.46584,530.32527,502.29397,512.31471,484.28341,224.06881,277.21735,305.24865,168.04314,152.99586,96.96964,78.95852
PC(18:3_20:4)+HCO2,848.54478,788.52364,717.45014,528.30957,502.29397,510.29901,484.28341,224.06881,277.21735,303.23295,168.04314,152.99586,96.96964,78.95852
PC(18:3_20:5)+HCO2,846.52918,786.50804,715.43454,526.29397,502.29397,508.28341,484.28341,224.06881,277.21735,301.21735,168.04314,152.99586,96.96964,78.95852
PC(18:3_21:0)+HCO2,870.62308,810.60194,739.52844,550.38787,502.29397,532.37731,484.28341,224.06881,277.21735,325.31125,168.04314,152.99586,96.96964,78.95852
PC(18:3_22:0)+HCO2,884.63868,824.61754,753.54404,564.40347,502.29397,546.39291,484.28341,224.06881,277.21735,339.32685,168.04314,152.99586,96.96964,78.95852
PC(18:3_22:1)+HCO2,882.62308,822.60194,751.52844,562.38787,502.29397,544.37731,484.28341,224.06881,277.21735,337.31125,168.04314,152.99586,96.96964,78.95852
PC(18:3_22:2)+HCO2,880.60738,820.58624,749.51274,560.37217,502.29397,542.36161,484.28341,224.06881,277.21735,335.29555,168.04314,152.99586,96.96964,78.95852
PC(18:3_22:3)+HCO2,878.59178,818.57064,747.49714,558.35657,502.29397,540.34601,484.28341,224.06881,277.21735,333.27995,168.04314,152.99586,96.96964,78.95852
PC(18:3_22:4)+HCO2,876.57608,816.55494,745.48144,556.34087,502.29397,538.33031,484.28341,224.06881,277.21735,331.26425,168.04314,152.99586,96.96964,78.95852
PC(18:3_22:5)+HCO2,874.56048,814.53934,743.46584,554.32527,502.29397,536.31471,484.28341,224.06881,277.21735,329.24865,168.04314,152.99586,96.96964,78.95852
PC(18:3_22:6)+HCO2,872.54478,812.52364,741.45014,552.30957,502.29397,534.29901,484.28341,224.06881,277.21735,327.23295,168.04314,152.99586,96.96964,78.95852
PC(18:3_23:0)+HCO2,898.65438,838.63324,767.55974,578.41917,502.29397,560.40861,484.28341,224.06881,277.21735,353.34255,168.04314,152.99586,96.96964,78.95852
PC(18:3_24:0)+HCO2,912.66998,852.64884,781.57534,592.43477,502.29397,574.42421,484.28341,224.06881,277.21735,367.35815,168.04314,152.99586,96.96964,78.95852
PC(18:3_24:1)+HCO2,910.65438,850.63324,779.55974,590.41917,502.29397,572.40861,484.28341,224.06881,277.21735,365.34255,168.04314,152.99586,96.96964,78.95852
PC(18:3_25:0)+HCO2,926.68568,866.66454,795.59104,606.45047,502.29397,588.43991,484.28341,224.06881,277.21735,381.37385,168.04314,152.99586,96.96964,78.95852
PC(18:3_26:0)+HCO2,940.70128,880.68014,809.60664,620.46607,502.29397,602.45551,484.28341,224.06881,277.21735,395.38945,168.04314,152.99586,96.96964,78.95852
PC(18:4_18:4)+HCO2,818.49778,758.47664,687.40314,500.27827,500.27827,482.26771,482.26771,224.06881,275.20165,275.20165,168.04314,152.99586,96.96964,78.95852
PC(18:4_19:0)+HCO2,840.57608,780.55494,709.48144,522.35657,500.27827,504.34601,482.26771,224.06881,275.20165,297.27995,168.04314,152.99586,96.96964,78.95852
PC(18:4_20:0)+HCO2,854.59168,794.57054,723.49704,536.37217,500.27827,518.36161,482.26771,224.06881,275.20165,311.29555,168.04314,152.99586,96.96964,78.95852
PC(18:4_20:1)+HCO2,852.57608,792.55494,721.48144,534.35657,500.27827,516.34601,482.26771,224.06881,275.20165,309.27995,168.04314,152.99586,96.96964,78.95852
PC(18:4_20:2)+HCO2,850.56038,790.53924,719.46574,532.34087,500.27827,514.33031,482.26771,224.06881,275.20165,307.26425,168.04314,152.99586,96.96964,78.95852
PC(18:4_20:3)+HCO2,848.54478,788.52364,717.45014,530.32527,500.27827,512.31471,482.26771,224.06881,275.20165,305.24865,168.04314,152.99586,96.96964,78.95852
PC(18:4_20:4)+HCO2,846.52908,786.50794,715.43444,528.30957,500.27827,510.29901,482.26771,224.06881,275.20165,303.23295,168.04314,152.99586,96.96964,78.95852
PC(18:4_20:5)+HCO2,844.51348,784.49234,713.41884,526.29397,500.27827,508.28341,482.26771,224.06881,275.20165,301.21735,168.04314,152.99586,96.96964,78.95852
PC(18:4_21:0)+HCO2,868.60738,808.58624,737.51274,550.38787,500.27827,532.37731,482.26771,224.06881,275.20165,325.31125,168.04314,152.99586,96.96964,78.95852
PC(18:4_22:0)+HCO2,882.62298,822.60184,751.52834,564.40347,500.27827,546.39291,482.26771,224.06881,275.20165,339.32685,168.04314,152.99586,96.96964,78.95852
PC(18:4_22:1)+HCO2,880.60738,820.58624,749.51274,562.38787,500.27827,544.37731,482.26771,224.06881,275.20165,337.31125,168.04314,152.99586,96.96964,78.95852
PC(18:4_22:2)+HCO2,878.59168,818.57054,747.49704,560.37217,500.27827,542.36161,482.26771,224.06881,275.20165,335.29555,168.04314,152.99586,96.96964,78.95852
PC(18:4_22:3)+HCO2,876.57608,816.55494,745.48144,558.35657,500.27827,540.34601,482.26771,224.06881,275.20165,333.27995,168.04314,152.99586,96.96964,78.95852
PC(18:4_22:4)+HCO2,874.56038,814.53924,743.46574,556.34087,500.27827,538.33031,482.26771,224.06881,275.20165,331.26425,168.04314,152.99586,96.96964,78.95852
PC(18:4_22:5)+HCO2,872.54478,812.52364,741.45014,554.32527,500.27827,536.31471,482.26771,224.06881,275.20165,329.24865,168.04314,152.99586,96.96964,78.95852
PC(18:4_22:6)+HCO2,870.52908,810.50794,739.43444,552.30957,500.27827,534.29901,482.26771,224.06881,275.20165,327.23295,168.04314,152.99586,96.96964,78.95852
PC(18:4_23:0)+HCO2,896.63868,836.61754,765.54404,578.41917,500.27827,560.40861,482.26771,224.06881,275.20165,353.34255,168.04314,152.99586,96.96964,78.95852
PC(18:4_24:0)+HCO2,910.65428,850.63314,779.55964,592.43477,500.27827,574.42421,482.26771,224.06881,275.20165,367.35815,168.04314,152.99586,96.96964,78.95852
PC(18:4_24:1)+HCO2,908.63868,848.61754,777.54404,590.41917,500.27827,572.40861,482.26771,224.06881,275.20165,365.34255,168.04314,152.99586,96.96964,78.95852
PC(18:4_25:0)+HCO2,924.66998,864.64884,793.57534,606.45047,500.27827,588.43991,482.26771,224.06881,275.20165,381.37385,168.04314,152.99586,96.96964,78.95852
PC(18:4_26:0)+HCO2,938.68558,878.66444,807.59094,620.46607,500.27827,602.45551,482.26771,224.06881,275.20165,395.38945,168.04314,152.99586,96.96964,78.95852
PC(19:0_19:0)+HCO2,862.65438,802.63324,731.55974,522.35657,522.35657,504.34601,504.34601,224.06881,297.27995,297.27995,168.04314,152.99586,96.96964,78.95852
PC(19:0_20:0)+HCO2,876.66998,816.64884,745.57534,536.37217,522.35657,518.36161,504.34601,224.06881,297.27995,311.29555,168.04314,152.99586,96.96964,78.95852
PC(19:0_20:1)+HCO2,874.65438,814.63324,743.55974,534.35657,522.35657,516.34601,504.34601,224.06881,297.27995,309.27995,168.04314,152.99586,96.96964,78.95852
PC(19:0_20:2)+HCO2,872.63868,812.61754,741.54404,532.34087,522.35657,514.33031,504.34601,224.06881,297.27995,307.26425,168.04314,152.99586,96.96964,78.95852
PC(19:0_20:3)+HCO2,870.62308,810.60194,739.52844,530.32527,522.35657,512.31471,504.34601,224.06881,297.27995,305.24865,168.04314,152.99586,96.96964,78.95852
PC(19:0_20:4)+HCO2,868.60738,808.58624,737.51274,528.30957,522.35657,510.29901,504.34601,224.06881,297.27995,303.23295,168.04314,152.99586,96.96964,78.95852
PC(19:0_20:5)+HCO2,866.59178,806.57064,735.49714,526.29397,522.35657,508.28341,504.34601,224.06881,297.27995,301.21735,168.04314,152.99586,96.96964,78.95852
PC(19:0_21:0)+HCO2,890.68568,830.66454,759.59104,550.38787,522.35657,532.37731,504.34601,224.06881,297.27995,325.31125,168.04314,152.99586,96.96964,78.95852
PC(19:0_22:0)+HCO2,904.70128,844.68014,773.60664,564.40347,522.35657,546.39291,504.34601,224.06881,297.27995,339.32685,168.04314,152.99586,96.96964,78.95852
PC(19:0_22:1)+HCO2,902.68568,842.66454,771.59104,562.38787,522.35657,544.37731,504.34601,224.06881,297.27995,337.31125,168.04314,152.99586,96.96964,78.95852
PC(19:0_22:2)+HCO2,900.66998,840.64884,769.57534,560.37217,522.35657,542.36161,504.34601,224.06881,297.27995,335.29555,168.04314,152.99586,96.96964,78.95852
PC(19:0_22:3)+HCO2,898.65438,838.63324,767.55974,558.35657,522.35657,540.34601,504.34601,224.06881,297.27995,333.27995,168.04314,152.99586,96.96964,78.95852
PC(19:0_22:4)+HCO2,896.63868,836.61754,765.54404,556.34087,522.35657,538.33031,504.34601,224.06881,297.27995,331.26425,168.04314,152.99586,96.96964,78.95852
PC(19:0_22:5)+HCO2,894.62308,834.60194,763.52844,554.32527,522.35657,536.31471,504.34601,224.06881,297.27995,329.24865,168.04314,152.99586,96.96964,78.95852
PC(19:0_22:6)+HCO2,892.60738,832.58624,761.51274,552.30957,522.35657,534.29901,504.34601,224.06881,297.27995,327.23295,168.04314,152.99586,96.96964,78.95852
PC(19:0_23:0)+HCO2,918.71698,858.69584,787.62234,578.41917,522.35657,560.40861,504.34601,224.06881,297.27995,353.34255,168.04314,152.99586,96.96964,78.95852
PC(19:0_24:0)+HCO2,932.73258,872.71144,801.63794,592.43477,522.35657,574.42421,504.34601,224.06881,297.27995,367.35815,168.04314,152.99586,96.96964,78.95852
PC(19:0_24:1)+HCO2,930.71698,870.69584,799.62234,590.41917,522.35657,572.40861,504.34601,224.06881,297.27995,365.34255,168.04314,152.99586,96.96964,78.95852
PC(19:0_25:0)+HCO2,946.74828,886.72714,815.65364,606.45047,522.35657,588.43991,504.34601,224.06881,297.27995,381.37385,168.04314,152.99586,96.96964,78.95852
PC(19:0_26:0)+HCO2,960.76388,900.74274,829.66924,620.46607,522.35657,602.45551,504.34601,224.06881,297.27995,395.38945,168.04314,152.99586,96.96964,78.95852
PC(20:0_20:0)+HCO2,890.68558,830.66444,759.59094,536.37217,536.37217,518.36161,518.36161,224.06881,311.29555,311.29555,168.04314,152.99586,96.96964,78.95852
PC(20:0_20:1)+HCO2,888.66998,828.64884,757.57534,534.35657,536.37217,516.34601,518.36161,224.06881,311.29555,309.27995,168.04314,152.99586,96.96964,78.95852
PC(20:0_20:2)+HCO2,886.65428,826.63314,755.55964,532.34087,536.37217,514.33031,518.36161,224.06881,311.29555,307.26425,168.04314,152.99586,96.96964,78.95852
PC(20:0_20:3)+HCO2,884.63868,824.61754,753.54404,530.32527,536.37217,512.31471,518.36161,224.06881,311.29555,305.24865,168.04314,152.99586,96.96964,78.95852
PC(20:0_20:4)+HCO2,882.62298,822.60184,751.52834,528.30957,536.37217,510.29901,518.36161,224.06881,311.29555,303.23295,168.04314,152.99586,96.96964,78.95852
PC(20:0_20:5)+HCO2,880.60738,820.58624,749.51274,526.29397,536.37217,508.28341,518.36161,224.06881,311.29555,301.21735,168.04314,152.99586,96.96964,78.95852
PC(20:0_21:0)+HCO2,904.70128,844.68014,773.60664,550.38787,536.37217,532.37731,518.36161,224.06881,311.29555,325.31125,168.04314,152.99586,96.96964,78.95852
PC(20:0_22:0)+HCO2,918.71688,858.69574,787.62224,564.40347,536.37217,546.39291,518.36161,224.06881,311.29555,339.32685,168.04314,152.99586,96.96964,78.95852
PC(20:0_22:1)+HCO2,916.70128,856.68014,785.60664,562.38787,536.37217,544.37731,518.36161,224.06881,311.29555,337.31125,168.04314,152.99586,96.96964,78.95852
PC(20:0_22:2)+HCO2,914.68558,854.66444,783.59094,560.37217,536.37217,542.36161,518.36161,224.06881,311.29555,335.29555,168.04314,152.99586,96.96964,78.95852
PC(20:0_22:3)+HCO2,912.66998,852.64884,781.57534,558.35657,536.37217,540.34601,518.36161,224.06881,311.29555,333.27995,168.04314,152.99586,96.96964,78.95852
PC(20:0_22:4)+HCO2,910.65428,850.63314,779.55964,556.34087,536.37217,538.33031,518.36161,224.06881,311.29555,331.26425,168.04314,152.99586,96.96964,78.95852
PC(20:0_22:5)+HCO2,908.63868,848.61754,777.54404,554.32527,536.37217,536.31471,518.36161,224.06881,311.29555,329.24865,168.04314,152.99586,96.96964,78.95852
PC(20:0_22:6)+HCO2,906.62298,846.60184,775.52834,552.30957,536.37217,534.29901,518.36161,224.06881,311.29555,327.23295,168.04314,152.99586,96.96964,78.95852
PC(20:0_23:0)+HCO2,932.73258,872.71144,801.63794,578.41917,536.37217,560.40861,518.36161,224.06881,311.29555,353.34255,168.04314,152.99586,96.96964,78.95852
PC(20:0_24:0)+HCO2,946.74818,886.72704,815.65354,592.43477,536.37217,574.42421,518.36161,224.06881,311.29555,367.35815,168.04314,152.99586,96.96964,78.95852
PC(20:0_24:1)+HCO2,944.73258,884.71144,813.63794,590.41917,536.37217,572.40861,518.36161,224.06881,311.29555,365.34255,168.04314,152.99586,96.96964,78.95852
PC(20:0_25:0)+HCO2,960.76388,900.74274,829.66924,606.45047,536.37217,588.43991,518.36161,224.06881,311.29555,381.37385,168.04314,152.99586,96.96964,78.95852
PC(20:0_26:0)+HCO2,974.77948,914.75834,843.68484,620.46607,536.37217,602.45551,518.36161,224.06881,311.29555,395.38945,168.04314,152.99586,96.96964,78.95852
PC(20:1_20:1)+HCO2,886.65438,826.63324,755.55974,534.35657,534.35657,516.34601,516.34601,224.06881,309.27995,309.27995,168.04314,152.99586,96.96964,78.95852
PC(20:1_20:2)+HCO2,884.63868,824.61754,753.54404,532.34087,534.35657,514.33031,516.34601,224.06881,309.27995,307.26425,168.04314,152.99586,96.96964,78.95852
PC(20:1_20:3)+HCO2,882.62308,822.60194,751.52844,530.32527,534.35657,512.31471,516.34601,224.06881,309.27995,305.24865,168.04314,152.99586,96.96964,78.95852
PC(20:1_20:4)+HCO2,880.60738,820.58624,749.51274,528.30957,534.35657,510.29901,516.34601,224.06881,309.27995,303.23295,168.04314,152.99586,96.96964,78.95852
PC(20:1_20:5)+HCO2,878.59178,818.57064,747.49714,526.29397,534.35657,508.28341,516.34601,224.06881,309.27995,301.21735,168.04314,152.99586,96.96964,78.95852
PC(20:1_21:0)+HCO2,902.68568,842.66454,771.59104,550.38787,534.35657,532.37731,516.34601,224.06881,309.27995,325.31125,168.04314,152.99586,96.96964,78.95852
PC(20:1_22:0)+HCO2,916.70128,856.68014,785.60664,564.40347,534.35657,546.39291,516.34601,224.06881,309.27995,339.32685,168.04314,152.99586,96.96964,78.95852
PC(20:1_22:1)+HCO2,914.68568,854.66454,783.59104,562.38787,534.35657,544.37731,516.34601,224.06881,309.27995,337.31125,168.04314,152.99586,96.96964,78.95852
PC(20:1_22:2)+HCO2,912.66998,852.64884,781.57534,560.37217,534.35657,542.36161,516.34601,224.06881,309.27995,335.29555,168.04314,152.99586,96.96964,78.95852
PC(20:1_22:3)+HCO2,910.65438,850.63324,779.55974,558.35657,534.35657,540.34601,516.34601,224.06881,309.27995,333.27995,168.04314,152.99586,96.96964,78.95852
PC(20:1_22:4)+HCO2,908.63868,848.61754,777.54404,556.34087,534.35657,538.33031,516.34601,224.06881,309.27995,331.26425,168.04314,152.99586,96.96964,78.95852
PC(20:1_22:5)+HCO2,906.62308,846.60194,775.52844,554.32527,534.35657,536.31471,516.34601,224.06881,309.27995,329.24865,168.04314,152.99586,96.96964,78.95852
PC(20:1_22:6)+HCO2,904.60738,844.58624,773.51274,552.30957,534.35657,534.29901,516.34601,224.06881,309.27995,327.23295,168.04314,152.99586,96.96964,78.95852
PC(20:1_23:0)+HCO2,930.71698,870.69584,799.62234,578.41917,534.35657,560.40861,516.34601,224.06881,309.27995,353.34255,168.04314,152.99586,96.96964,78.95852
PC(20:1_24:0)+HCO2,944.73258,884.71144,813.63794,592.43477,534.35657,574.42421,516.34601,224.06881,309.27995,367.35815,168.04314,152.99586,96.96964,78.95852
PC(20:1_24:1)+HCO2,942.71698,882.69584,811.62234,590.41917,534.35657,572.40861,516.34601,224.06881,309.27995,365.34255,168.04314,152.99586,96.96964,78.95852
PC(20:1_25:0)+HCO2,958.74828,898.72714,827.65364,606.45047,534.35657,588.43991,516.34601,224.06881,309.27995,381.37385,168.04314,152.99586,96.96964,78.95852
PC(20:1_26:0)+HCO2,972.76388,912.74274,841.66924,620.46607,534.35657,602.45551,516.34601,224.06881,309.27995,395.38945,168.04314,152.99586,96.96964,78.95852
PC(20:2_20:2)+HCO2,882.62298,822.60184,751.52834,532.34087,532.34087,514.33031,514.33031,224.06881,307.26425,307.26425,168.04314,152.99586,96.96964,78.95852
PC(20:2_20:3)+HCO2,880.60738,820.58624,749.51274,530.32527,532.34087,512.31471,514.33031,224.06881,307.26425,305.24865,168.04314,152.99586,96.96964,78.95852
PC(20:2_20:4)+HCO2,878.59168,818.57054,747.49704,528.30957,532.34087,510.29901,514.33031,224.06881,307.26425,303.23295,168.04314,152.99586,96.96964,78.95852
PC(20:2_20:5)+HCO2,876.57608,816.55494,745.48144,526.29397,532.34087,508.28341,514.33031,224.06881,307.26425,301.21735,168.04314,152.99586,96.96964,78.95852
PC(20:2_21:0)+HCO2,900.66998,840.64884,769.57534,550.38787,532.34087,532.37731,514.33031,224.06881,307.26425,325.31125,168.04314,152.99586,96.96964,78.95852
PC(20:2_22:0)+HCO2,914.68558,854.66444,783.59094,564.40347,532.34087,546.39291,514.33031,224.06881,307.26425,339.32685,168.04314,152.99586,96.96964,78.95852
PC(20:2_22:1)+HCO2,912.66998,852.64884,781.57534,562.38787,532.34087,544.37731,514.33031,224.06881,307.26425,337.31125,168.04314,152.99586,96.96964,78.95852
PC(20:2_22:2)+HCO2,910.65428,850.63314,779.55964,560.37217,532.34087,542.36161,514.33031,224.06881,307.26425,335.29555,168.04314,152.99586,96.96964,78.95852
PC(20:2_22:3)+HCO2,908.63868,848.61754,777.54404,558.35657,532.34087,540.34601,514.33031,224.06881,307.26425,333.27995,168.04314,152.99586,96.96964,78.95852
PC(20:2_22:4)+HCO2,906.62298,846.60184,775.52834,556.34087,532.34087,538.33031,514.33031,224.06881,307.26425,331.26425,168.04314,152.99586,96.96964,78.95852
PC(20:2_22:5)+HCO2,904.60738,844.58624,773.51274,554.32527,532.34087,536.31471,514.33031,224.06881,307.26425,329.24865,168.04314,152.99586,96.96964,78.95852
PC(20:2_22:6)+HCO2,902.59168,842.57054,771.49704,552.30957,532.34087,534.29901,514.33031,224.06881,307.26425,327.23295,168.04314,152.99586,96.96964,78.95852
PC(20:2_23:0)+HCO2,928.70128,868.68014,797.60664,578.41917,532.34087,560.40861,514.33031,224.06881,307.26425,353.34255,168.04314,152.99586,96.96964,78.95852
PC(20:2_24:0)+HCO2,942.71688,882.69574,811.62224,592.43477,532.34087,574.42421,514.33031,224.06881,307.26425,367.35815,168.04314,152.99586,96.96964,78.95852
PC(20:2_24:1)+HCO2,940.70128,880.68014,809.60664,590.41917,532.34087,572.40861,514.33031,224.06881,307.26425,365.34255,168.04314,152.99586,96.96964,78.95852
PC(20:2_25:0)+HCO2,956.73258,896.71144,825.63794,606.45047,532.34087,588.43991,514.33031,224.06881,307.26425,381.37385,168.04314,152.99586,96.96964,78.95852
PC(20:2_26:0)+HCO2,970.74818,910.72704,839.65354,620.46607,532.34087,602.45551,514.33031,224.06881,307.26425,395.38945,168.04314,152.99586,96.96964,78.95852
PC(20:3_20:3)+HCO2,878.59178,818.57064,747.49714,530.32527,530.32527,512.31471,512.31471,224.06881,305.24865,305.24865,168.04314,152.99586,96.96964,78.95852
PC(20:3_20:4)+HCO2,876.57608,816.55494,745.48144,528.30957,530.32527,510.29901,512.31471,224.06881,305.24865,303.23295,168.04314,152.99586,96.96964,78.95852
PC(20:3_20:5)+HCO2,874.56048,814.53934,743.46584,526.29397,530.32527,508.28341,512.31471,224.06881,305.24865,301.21735,168.04314,152.99586,96.96964,78.95852
PC(20:3_21:0)+HCO2,898.65438,838.63324,767.55974,550.38787,530.32527,532.37731,512.31471,224.06881,305.24865,325.31125,168.04314,152.99586,96.96964,78.95852
PC(20:3_22:0)+HCO2,912.66998,852.64884,781.57534,564.40347,530.32527,546.39291,512.31471,224.06881,305.24865,339.32685,168.04314,152.99586,96.96964,78.95852
PC(20:3_22:1)+HCO2,910.65438,850.63324,779.55974,562.38787,530.32527,544.37731,512.31471,224.06881,305.24865,337.31125,168.04314,152.99586,96.96964,78.95852
