GlcADG,[M+NH4]+,[M-C6H9O6-NH4+H+H]+,[DAG-H20],sn1 loss,sn2 loss
GlcADG(21:0_8:0)+NH4,720.52619,527.46755,509.45699,201.14926,383.35258
GlcADG(21:0_9:0)+NH4,734.54184,541.4832,523.47264,215.16491,383.35259
GlcADG(22:0_22:0)+NH4,930.76094,737.7023,719.69174,397.36837,397.36837
GlcADG(22:0_22:1)+NH4,928.74529,735.68665,717.67609,395.35272,397.36836
GlcADG(22:0_22:2)+NH4,926.72964,733.671,715.66044,393.33707,397.36835
GlcADG(22:0_22:4)+NH4,922.69834,729.6397,711.62914,389.30577,397.36833
GlcADG(22:0_22:5)+NH4,920.68269,727.62405,709.61349,387.29012,397.36832
GlcADG(22:0_22:6)+NH4,918.66704,725.6084,707.59784,385.27447,397.36831
GlcADG(22:0_23:0)+NH4,944.77659,751.71795,733.70739,411.38402,397.36838
GlcADG(22:0_24:0)+NH4,958.79224,765.7336,747.72304,425.39967,397.36839
GlcADG(22:0_24:1)+NH4,956.77659,763.71795,745.70739,423.38402,397.36838
GlcADG(22:0_24:4)+NH4,950.72964,757.671,739.66044,417.33707,397.36835
GlcADG(22:0_25:0)+NH4,972.80789,779.74925,761.73869,439.41532,397.3684
GlcADG(22:0_26:0)+NH4,986.82354,793.7649,775.75434,453.43097,397.36841
GlcADG(22:0_26:1)+NH4,984.80789,791.74925,773.73869,451.41532,397.3684
GlcADG(22:0_26:2)+NH4,982.79224,789.7336,771.72304,449.39967,397.36839
GlcADG(22:0_3:0)+NH4,664.46359,471.40495,453.39439,131.07102,397.36818
GlcADG(22:0_4:0)+NH4,678.47924,485.4206,467.41004,145.08667,397.36819
GlcADG(22:0_5:0)+NH4,692.49489,499.43625,481.42569,159.10232,397.3682
GlcADG(22:0_6:0)+NH4,706.51054,513.4519,495.44134,173.11797,397.36821
GlcADG(22:0_7:0)+NH4,720.52619,527.46755,509.45699,187.13362,397.36822
GlcADG(22:0_8:0)+NH4,734.54184,541.4832,523.47264,201.14927,397.36823
GlcADG(22:0_9:0)+NH4,748.55749,555.49885,537.48829,215.16492,397.36824
GlcADG(22:1_22:1)+NH4,926.72964,733.671,715.66044,395.35271,395.35271
GlcADG(22:1_22:2)+NH4,924.71399,731.65535,713.64479,393.33706,395.3527
GlcADG(22:1_22:4)+NH4,920.68269,727.62405,709.61349,389.30576,395.35268
GlcADG(22:1_22:5)+NH4,918.66704,725.6084,707.59784,387.29011,395.35267
GlcADG(22:1_22:6)+NH4,916.65139,723.59275,705.58219,385.27446,395.35266
GlcADG(22:1_23:0)+NH4,942.76094,749.7023,731.69174,411.38401,395.35273
GlcADG(22:1_24:0)+NH4,956.77659,763.71795,745.70739,425.39966,395.35274
GlcADG(22:1_24:1)+NH4,954.76094,761.7023,743.69174,423.38401,395.35273
GlcADG(22:1_24:4)+NH4,948.71399,755.65535,737.64479,417.33706,395.3527
GlcADG(22:1_25:0)+NH4,970.79224,777.7336,759.72304,439.41531,395.35275
GlcADG(22:1_26:0)+NH4,984.80789,791.74925,773.73869,453.43096,395.35276
GlcADG(22:1_26:1)+NH4,982.79224,789.7336,771.72304,451.41531,395.35275
GlcADG(22:1_26:2)+NH4,980.77659,787.71795,769.70739,449.39966,395.35274
GlcADG(22:1_3:0)+NH4,662.44794,469.3893,451.37874,131.07101,395.35253
GlcADG(22:1_4:0)+NH4,676.46359,483.40495,465.39439,145.08666,395.35254
GlcADG(22:1_5:0)+NH4,690.47924,497.4206,479.41004,159.10231,395.35255
GlcADG(22:1_6:0)+NH4,704.49489,511.43625,493.42569,173.11796,395.35256
GlcADG(22:1_7:0)+NH4,718.51054,525.4519,507.44134,187.13361,395.35257
GlcADG(22:1_8:0)+NH4,732.52619,539.46755,521.45699,201.14926,395.35258
GlcADG(22:1_9:0)+NH4,746.54184,553.4832,535.47264,215.16491,395.35259
GlcADG(22:2_22:2)+NH4,922.69834,729.6397,711.62914,393.33705,393.33705
GlcADG(22:2_22:4)+NH4,918.66704,725.6084,707.59784,389.30575,393.33703
GlcADG(22:2_22:5)+NH4,916.65139,723.59275,705.58219,387.2901,393.33702
GlcADG(22:2_22:6)+NH4,914.63574,721.5771,703.56654,385.27445,393.33701
GlcADG(22:2_23:0)+NH4,940.74529,747.68665,729.67609,411.384,393.33708
GlcADG(22:2_24:0)+NH4,954.76094,761.7023,743.69174,425.39965,393.33709
GlcADG(22:2_24:1)+NH4,952.74529,759.68665,741.67609,423.384,393.33708
GlcADG(22:2_24:4)+NH4,946.69834,753.6397,735.62914,417.33705,393.33705
GlcADG(22:2_25:0)+NH4,968.77659,775.71795,757.70739,439.4153,393.3371
GlcADG(22:2_26:0)+NH4,982.79224,789.7336,771.72304,453.43095,393.33711
GlcADG(22:2_26:1)+NH4,980.77659,787.71795,769.70739,451.4153,393.3371
GlcADG(22:2_26:2)+NH4,978.76094,785.7023,767.69174,449.39965,393.33709
GlcADG(22:2_3:0)+NH4,660.43229,467.37365,449.36309,131.071,393.33688
GlcADG(22:2_4:0)+NH4,674.44794,481.3893,463.37874,145.08665,393.33689
GlcADG(22:2_5:0)+NH4,688.46359,495.40495,477.39439,159.1023,393.3369
GlcADG(22:2_6:0)+NH4,702.47924,509.4206,491.41004,173.11795,393.33691
GlcADG(22:2_7:0)+NH4,716.49489,523.43625,505.42569,187.1336,393.33692
GlcADG(22:2_8:0)+NH4,730.51054,537.4519,519.44134,201.14925,393.33693
GlcADG(22:2_9:0)+NH4,744.52619,551.46755,533.45699,215.1649,393.33694
GlcADG(22:4_22:4)+NH4,914.63574,721.5771,703.56654,389.30573,389.30573
GlcADG(22:4_22:5)+NH4,912.62009,719.56145,701.55089,387.29008,389.30572
GlcADG(22:4_22:6)+NH4,910.60444,717.5458,699.53524,385.27443,389.30571
GlcADG(22:4_23:0)+NH4,936.71399,743.65535,725.64479,411.38398,389.30578
GlcADG(22:4_24:0)+NH4,950.72964,757.671,739.66044,425.39963,389.30579
GlcADG(22:4_24:1)+NH4,948.71399,755.65535,737.64479,423.38398,389.30578
GlcADG(22:4_24:4)+NH4,942.66704,749.6084,731.59784,417.33703,389.30575
GlcADG(22:4_25:0)+NH4,964.74529,771.68665,753.67609,439.41528,389.3058
GlcADG(22:4_26:0)+NH4,978.76094,785.7023,767.69174,453.43093,389.30581
GlcADG(22:4_26:1)+NH4,976.74529,783.68665,765.67609,451.41528,389.3058
GlcADG(22:4_26:2)+NH4,974.72964,781.671,763.66044,449.39963,389.30579
GlcADG(22:4_3:0)+NH4,656.40098,463.34234,445.33178,131.07098,389.30558
GlcADG(22:4_4:0)+NH4,670.41664,477.358,459.34744,145.08663,389.30559
GlcADG(22:4_5:0)+NH4,684.43229,491.37365,473.36309,159.10228,389.3056
GlcADG(22:4_6:0)+NH4,698.44794,505.3893,487.37874,173.11793,389.30561
GlcADG(22:4_7:0)+NH4,712.46359,519.40495,501.39439,187.13358,389.30562
GlcADG(22:4_8:0)+NH4,726.47924,533.4206,515.41004,201.14923,389.30563
GlcADG(22:4_9:0)+NH4,740.49489,547.43625,529.42569,215.16488,389.30564
GlcADG(22:5_22:5)+NH4,910.60444,717.5458,699.53524,387.29007,387.29007
GlcADG(22:5_22:6)+NH4,908.58879,715.53015,697.51959,385.27442,387.29006
GlcADG(22:5_23:0)+NH4,934.69834,741.6397,723.62914,411.38397,387.29013
GlcADG(22:5_24:0)+NH4,948.71399,755.65535,737.64479,425.39962,387.29014
GlcADG(22:5_24:1)+NH4,946.69834,753.6397,735.62914,423.38397,387.29013
GlcADG(22:5_24:4)+NH4,940.65139,747.59275,729.58219,417.33702,387.2901
GlcADG(22:5_25:0)+NH4,962.72964,769.671,751.66044,439.41527,387.29015
GlcADG(22:5_26:0)+NH4,976.74529,783.68665,765.67609,453.43092,387.29016
GlcADG(22:5_26:1)+NH4,974.72964,781.671,763.66044,451.41527,387.29015
GlcADG(22:5_26:2)+NH4,972.71399,779.65535,761.64479,449.39962,387.29014
GlcADG(22:5_3:0)+NH4,654.38533,461.32669,443.31613,131.07097,387.28993
GlcADG(22:5_4:0)+NH4,668.40098,475.34234,457.33178,145.08662,387.28994
GlcADG(22:5_5:0)+NH4,682.41664,489.358,471.34744,159.10227,387.28995
GlcADG(22:5_6:0)+NH4,696.43229,503.37365,485.36309,173.11792,387.28996
GlcADG(22:5_7:0)+NH4,710.44794,517.3893,499.37874,187.13357,387.28997
GlcADG(22:5_8:0)+NH4,724.46359,531.40495,513.39439,201.14922,387.28998
GlcADG(22:5_9:0)+NH4,738.47924,545.4206,527.41004,215.16487,387.28999
GlcADG(22:6_22:6)+NH4,906.57314,713.5145,695.50394,385.27441,385.27441
GlcADG(22:6_23:0)+NH4,932.68269,739.62405,721.61349,411.38396,385.27448
GlcADG(22:6_24:0)+NH4,946.69834,753.6397,735.62914,425.39961,385.27449
GlcADG(22:6_24:1)+NH4,944.68269,751.62405,733.61349,423.38396,385.27448
GlcADG(22:6_24:4)+NH4,938.63574,745.5771,727.56654,417.33701,385.27445
GlcADG(22:6_25:0)+NH4,960.71399,767.65535,749.64479,439.41526,385.2745
GlcADG(22:6_26:0)+NH4,974.72964,781.671,763.66044,453.43091,385.27451
GlcADG(22:6_26:1)+NH4,972.71399,779.65535,761.64479,451.41526,385.2745
GlcADG(22:6_26:2)+NH4,970.69834,777.6397,759.62914,449.39961,385.27449
GlcADG(22:6_3:0)+NH4,652.36968,459.31104,441.30048,131.07096,385.27428
GlcADG(22:6_4:0)+NH4,666.38533,473.32669,455.31613,145.08661,385.27429
GlcADG(22:6_5:0)+NH4,680.40098,487.34234,469.33178,159.10226,385.2743
GlcADG(22:6_6:0)+NH4,694.41664,501.358,483.34744,173.11791,385.27431
GlcADG(22:6_7:0)+NH4,708.43229,515.37365,497.36309,187.13356,385.27432
GlcADG(22:6_8:0)+NH4,722.44794,529.3893,511.37874,201.14921,385.27433
GlcADG(22:6_9:0)+NH4,736.46359,543.40495,525.39439,215.16486,385.27434
GlcADG(23:0_23:0)+NH4,958.79224,765.7336,747.72304,411.38403,411.38403
GlcADG(23:0_24:0)+NH4,972.80789,779.74925,761.73869,425.39968,411.38404
GlcADG(23:0_24:1)+NH4,970.79224,777.7336,759.72304,423.38403,411.38403
GlcADG(23:0_24:4)+NH4,964.74529,771.68665,753.67609,417.33708,411.384
GlcADG(23:0_25:0)+NH4,986.82354,793.7649,775.75434,439.41533,411.38405
GlcADG(23:0_26:0)+NH4,1000.83919,807.78055,789.76999,453.43098,411.38406
GlcADG(23:0_26:1)+NH4,998.82354,805.7649,787.75434,451.41533,411.38405
GlcADG(23:0_26:2)+NH4,996.80789,803.74925,785.73869,449.39968,411.38404
GlcADG(23:0_3:0)+NH4,678.47924,485.4206,467.41004,131.07103,411.38383
GlcADG(23:0_4:0)+NH4,692.49489,499.43625,481.42569,145.08668,411.38384
GlcADG(23:0_5:0)+NH4,706.51054,513.4519,495.44134,159.10233,411.38385
GlcADG(23:0_6:0)+NH4,720.52619,527.46755,509.45699,173.11798,411.38386
GlcADG(23:0_7:0)+NH4,734.54184,541.4832,523.47264,187.13363,411.38387
GlcADG(23:0_8:0)+NH4,748.55749,555.49885,537.48829,201.14928,411.38388
GlcADG(23:0_9:0)+NH4,762.57314,569.5145,551.50394,215.16493,411.38389
GlcADG(24:0_24:0)+NH4,986.82354,793.7649,775.75434,425.39969,425.39969
GlcADG(24:0_24:1)+NH4,984.80789,791.74925,773.73869,423.38404,425.39968
GlcADG(24:0_24:4)+NH4,978.76094,785.7023,767.69174,417.33709,425.39965
GlcADG(24:0_25:0)+NH4,1000.83919,807.78055,789.76999,439.41534,425.3997
GlcADG(24:0_26:0)+NH4,1014.85484,821.7962,803.78564,453.43099,425.39971
GlcADG(24:0_26:1)+NH4,1012.83919,819.78055,801.76999,451.41534,425.3997
GlcADG(24:0_26:2)+NH4,1010.82354,817.7649,799.75434,449.39969,425.39969
GlcADG(24:0_3:0)+NH4,692.49489,499.43625,481.42569,131.07104,425.39948
GlcADG(24:0_4:0)+NH4,706.51054,513.4519,495.44134,145.08669,425.39949
GlcADG(24:0_5:0)+NH4,720.52619,527.46755,509.45699,159.10234,425.3995
GlcADG(24:0_6:0)+NH4,734.54184,541.4832,523.47264,173.11799,425.39951
GlcADG(24:0_7:0)+NH4,748.55749,555.49885,537.48829,187.13364,425.39952
GlcADG(24:0_8:0)+NH4,762.57314,569.5145,551.50394,201.14929,425.39953
GlcADG(24:0_9:0)+NH4,776.58879,583.53015,565.51959,215.16494,425.39954
GlcADG(24:1_24:1)+NH4,982.79224,789.7336,771.72304,423.38403,423.38403
GlcADG(24:1_24:4)+NH4,976.74529,783.68665,765.67609,417.33708,423.384
GlcADG(24:1_25:0)+NH4,998.82354,805.7649,787.75434,439.41533,423.38405
GlcADG(24:1_26:0)+NH4,1012.83919,819.78055,801.76999,453.43098,423.38406
GlcADG(24:1_26:1)+NH4,1010.82354,817.7649,799.75434,451.41533,423.38405
GlcADG(24:1_26:2)+NH4,1008.80789,815.74925,797.73869,449.39968,423.38404
GlcADG(24:1_3:0)+NH4,690.47924,497.4206,479.41004,131.07103,423.38383
GlcADG(24:1_4:0)+NH4,704.49489,511.43625,493.42569,145.08668,423.38384
GlcADG(24:1_5:0)+NH4,718.51054,525.4519,507.44134,159.10233,423.38385
GlcADG(24:1_6:0)+NH4,732.52619,539.46755,521.45699,173.11798,423.38386
GlcADG(24:1_7:0)+NH4,746.54184,553.4832,535.47264,187.13363,423.38387
GlcADG(24:1_8:0)+NH4,760.55749,567.49885,549.48829,201.14928,423.38388
GlcADG(24:1_9:0)+NH4,774.57314,581.5145,563.50394,215.16493,423.38389
GlcADG(24:4_24:4)+NH4,970.69834,777.6397,759.62914,417.33705,417.33705
GlcADG(24:4_25:0)+NH4,992.77659,799.71795,781.70739,439.4153,417.3371
GlcADG(24:4_26:0)+NH4,1006.79224,813.7336,795.72304,453.43095,417.33711
GlcADG(24:4_26:1)+NH4,1004.77659,811.71795,793.70739,451.4153,417.3371
GlcADG(24:4_26:2)+NH4,1002.76094,809.7023,791.69174,449.39965,417.33709
GlcADG(24:4_3:0)+NH4,684.43229,491.37365,473.36309,131.071,417.33688
GlcADG(24:4_4:0)+NH4,698.44794,505.3893,487.37874,145.08665,417.33689
GlcADG(24:4_5:0)+NH4,712.46359,519.40495,501.39439,159.1023,417.3369
GlcADG(24:4_6:0)+NH4,726.47924,533.4206,515.41004,173.11795,417.33691
GlcADG(24:4_7:0)+NH4,740.49489,547.43625,529.42569,187.1336,417.33692
GlcADG(24:4_8:0)+NH4,754.51054,561.4519,543.44134,201.14925,417.33693
GlcADG(24:4_9:0)+NH4,768.52619,575.46755,557.45699,215.1649,417.33694
GlcADG(25:0_25:0)+NH4,1014.85484,821.7962,803.78564,439.41535,439.41535
GlcADG(25:0_26:0)+NH4,1028.87049,835.81185,817.80129,453.431,439.41536
GlcADG(25:0_26:1)+NH4,1026.85484,833.7962,815.78564,451.41535,439.41535
GlcADG(25:0_26:2)+NH4,1024.83919,831.78055,813.76999,449.3997,439.41534
GlcADG(25:0_3:0)+NH4,706.51054,513.4519,495.44134,131.07105,439.41513
GlcADG(25:0_4:0)+NH4,720.52619,527.46755,509.45699,145.0867,439.41514
GlcADG(25:0_5:0)+NH4,734.54184,541.4832,523.47264,159.10235,439.41515
GlcADG(25:0_6:0)+NH4,748.55749,555.49885,537.48829,173.118,439.41516
GlcADG(25:0_7:0)+NH4,762.57314,569.5145,551.50394,187.13365,439.41517
GlcADG(25:0_8:0)+NH4,776.58879,583.53015,565.51959,201.1493,439.41518
GlcADG(25:0_9:0)+NH4,790.60444,597.5458,579.53524,215.16495,439.41519
GlcADG(26:0_26:0)+NH4,1042.88614,849.8275,831.81694,453.43101,453.43101
GlcADG(26:0_26:1)+NH4,1040.87049,847.81185,829.80129,451.41536,453.431
GlcADG(26:0_26:2)+NH4,1038.85484,845.7962,827.78564,449.39971,453.43099
GlcADG(26:0_3:0)+NH4,720.52619,527.46755,509.45699,131.07106,453.43078
GlcADG(26:0_4:0)+NH4,734.54184,541.4832,523.47264,145.08671,453.43079
GlcADG(26:0_5:0)+NH4,748.55749,555.49885,537.48829,159.10236,453.4308
GlcADG(26:0_6:0)+NH4,762.57314,569.5145,551.50394,173.11801,453.43081
GlcADG(26:0_7:0)+NH4,776.58879,583.53015,565.51959,187.13366,453.43082
GlcADG(26:0_8:0)+NH4,790.60444,597.5458,579.53524,201.14931,453.43083
GlcADG(26:0_9:0)+NH4,804.62009,611.56145,593.55089,215.16496,453.43084
GlcADG(26:1_26:1)+NH4,1038.85484,845.7962,827.78564,451.41535,451.41535
GlcADG(26:1_26:2)+NH4,1036.83919,843.78055,825.76999,449.3997,451.41534
GlcADG(26:1_3:0)+NH4,718.51054,525.4519,507.44134,131.07105,451.41513
GlcADG(26:1_4:0)+NH4,732.52619,539.46755,521.45699,145.0867,451.41514
GlcADG(26:1_5:0)+NH4,746.54184,553.4832,535.47264,159.10235,451.41515
GlcADG(26:1_6:0)+NH4,760.55749,567.49885,549.48829,173.118,451.41516
GlcADG(26:1_7:0)+NH4,774.57314,581.5145,563.50394,187.13365,451.41517
GlcADG(26:1_8:0)+NH4,788.58879,595.53015,577.51959,201.1493,451.41518
GlcADG(26:1_9:0)+NH4,802.60444,609.5458,591.53524,215.16495,451.41519
GlcADG(26:2_26:2)+NH4,1034.82354,841.7649,823.75434,449.39969,449.39969
GlcADG(26:2_3:0)+NH4,716.49489,523.43625,505.42569,131.07104,449.39948
GlcADG(26:2_4:0)+NH4,730.51054,537.4519,519.44134,145.08669,449.39949
GlcADG(26:2_5:0)+NH4,744.52619,551.46755,533.45699,159.10234,449.3995
GlcADG(26:2_6:0)+NH4,758.54184,565.4832,547.47264,173.11799,449.39951
GlcADG(26:2_7:0)+NH4,772.55749,579.49885,561.48829,187.13364,449.39952
GlcADG(26:2_8:0)+NH4,786.57314,593.5145,575.50394,201.14929,449.39953
GlcADG(26:2_9:0)+NH4,800.58879,607.53015,589.51959,215.16494,449.39954
GlcADG(3:0_3:0)+NH4,398.16623,205.10759,187.09703,131.07083,131.07083
GlcADG(3:0_4:0)+NH4,412.18188,219.12324,201.11268,145.08648,131.07084
GlcADG(3:0_5:0)+NH4,426.19753,233.13889,215.12833,159.10213,131.07085
GlcADG(3:0_6:0)+NH4,440.21318,247.15454,229.14398,173.11778,131.07086
GlcADG(3:0_7:0)+NH4,454.22883,261.17019,243.15963,187.13343,131.07087
GlcADG(3:0_8:0)+NH4,468.24448,275.18584,257.17528,201.14908,131.07088
GlcADG(3:0_9:0)+NH4,482.26013,289.20149,271.19093,215.16473,131.07089
GlcADG(4:0_4:0)+NH4,426.19753,233.13889,215.12833,145.08649,145.08649
GlcADG(4:0_5:0)+NH4,440.21318,247.15454,229.14398,159.10214,145.0865
GlcADG(4:0_6:0)+NH4,454.22883,261.17019,243.15963,173.11779,145.08651
GlcADG(4:0_7:0)+NH4,468.24448,275.18584,257.17528,187.13344,145.08652
GlcADG(4:0_8:0)+NH4,482.26013,289.20149,271.19093,201.14909,145.08653
GlcADG(4:0_9:0)+NH4,496.27578,303.21714,285.20658,215.16474,145.08654
GlcADG(5:0_5:0)+NH4,454.22883,261.17019,243.15963,159.10215,159.10215
GlcADG(5:0_6:0)+NH4,468.24448,275.18584,257.17528,173.1178,159.10216
GlcADG(5:0_7:0)+NH4,482.26013,289.20149,271.19093,187.13345,159.10217
GlcADG(5:0_8:0)+NH4,496.27578,303.21714,285.20658,201.1491,159.10218
GlcADG(5:0_9:0)+NH4,510.29143,317.23279,299.22223,215.16475,159.10219
GlcADG(6:0_6:0)+NH4,482.26013,289.20149,271.19093,173.11781,173.11781
GlcADG(6:0_7:0)+NH4,496.27578,303.21714,285.20658,187.13346,173.11782
GlcADG(6:0_8:0)+NH4,510.29143,317.23279,299.22223,201.14911,173.11783
GlcADG(6:0_9:0)+NH4,524.30708,331.24844,313.23788,215.16476,173.11784
GlcADG(7:0_7:0)+NH4,510.29143,317.23279,299.22223,187.13347,187.13347
GlcADG(7:0_8:0)+NH4,524.30708,331.24844,313.23788,201.14912,187.13348
GlcADG(7:0_9:0)+NH4,538.32273,345.26409,327.25353,215.16477,187.13349
GlcADG(8:0_8:0)+NH4,538.32273,345.26409,327.25353,201.14913,201.14913
GlcADG(8:0_9:0)+NH4,552.33838,359.27974,341.26918,215.16478,201.14914
GlcADG(9:0_9:0)+NH4,566.35403,373.29539,355.28483,215.16479,215.16479
