"Confirmed fragments if intensity is above 1000 and number of scans is greater than or equal to 1","GlcCer_NS","[M+H]+","[M-C6H10O5+H]+","[M-Hex-H2O+H]+","[M-Hex-2H2O+H]+","[Sph-H2O+H]+","[Sph-2H2O+H]+","[FAA+H]+","[Sph-CH4O2+H]+","RT_min","RT_max","Comment","RT at Max Intensity","GlcCer_NS","[M+H]+","[M-C6H10O5+H]+","[M-Hex-H2O+H]+","[M-Hex-2H2O+H]+","[Sph-H2O+H]+","[Sph-2H2O+H]+","[FAA+H]+","[Sph-CH4O2+H]+","RT_min","RT_max","Comment","Number of Scans","GlcCer_NS","[M+H]+","[M-C6H10O5+H]+","[M-Hex-H2O+H]+","[M-Hex-2H2O+H]+","[Sph-H2O+H]+","[Sph-2H2O+H]+","[FAA+H]+","[Sph-CH4O2+H]+","RT_min","RT_max","Comment","Max Intensity","GlcCer_NS","[M+H]+","[M-C6H10O5+H]+","[M-Hex-H2O+H]+","[M-Hex-2H2O+H]+","[Sph-H2O+H]+","[Sph-2H2O+H]+","[FAA+H]+","[Sph-CH4O2+H]+","RT_min","RT_max","Comment","Average m/z","GlcCer_NS","[M+H]+","[M-C6H10O5+H]+","[M-Hex-H2O+H]+","[M-Hex-2H2O+H]+","[Sph-H2O+H]+","[Sph-2H2O+H]+","[FAA+H]+","[Sph-CH4O2+H]+","RT_min","RT_max","Comment","Theoretical, Library Parent Hits","GlcCer_NS","[M+H]+","[M-C6H10O5+H]+","[M-Hex-H2O+H]+","[M-Hex-2H2O+H]+","[Sph-H2O+H]+","[Sph-2H2O+H]+","[FAA+H]+","[Sph-CH4O2+H]+","RT_min","RT_max","Comment"
"","GlcCer_NS(d19:1/15:1)+H",0,0,0,0,0,0,0,0,"5.1868696969697","5.4868696969697","5264","","GlcCer_NS(d19:1/15:1)+H",0,0,0,0,0,0,0,0,"5.1868696969697","5.4868696969697","5264","","GlcCer_NS(d19:1/15:1)+H",0,0,0,0,0,0,0,0,"5.1868696969697","5.4868696969697","5264","","GlcCer_NS(d19:1/15:1)+H",0,0,0,0,0,0,0,0,"5.1868696969697","5.4868696969697","5264","","GlcCer_NS(d19:1/15:1)+H",0,0,0,0,0,0,0,0,"5.1868696969697","5.4868696969697","5264","","GlcCer_NS(d19:1/15:1)+H","698.55706","536.50426","518.49366","500.48316","296.29478","278.28428","240.2322","266.28428","5.1868696969697","5.4868696969697","5264"
"","GlcCer_NS(d19:1/15:1)+H",0,0,0,0,0,0,0,0,"5.19360416666667","5.49360416666667","13084","","GlcCer_NS(d19:1/15:1)+H",0,0,0,0,0,0,0,0,"5.19360416666667","5.49360416666667","13084","","GlcCer_NS(d19:1/15:1)+H",0,0,0,0,0,0,0,0,"5.19360416666667","5.49360416666667","13084","","GlcCer_NS(d19:1/15:1)+H",0,0,0,0,0,0,0,0,"5.19360416666667","5.49360416666667","13084","","GlcCer_NS(d19:1/15:1)+H",0,0,0,0,0,0,0,0,"5.19360416666667","5.49360416666667","13084","","GlcCer_NS(d19:1/15:1)+H","698.55706","536.50426","518.49366","500.48316","296.29478","278.28428","240.2322","266.28428","5.19360416666667","5.49360416666667","13084"
"","GlcCer_NS(d19:1/15:3)+H",0,0,0,0,0,0,0,0,"5.01845277777778","5.31845277777778","2815","","GlcCer_NS(d19:1/15:3)+H",0,0,0,0,0,0,0,0,"5.01845277777778","5.31845277777778","2815","","GlcCer_NS(d19:1/15:3)+H",0,0,0,0,0,0,0,0,"5.01845277777778","5.31845277777778","2815","","GlcCer_NS(d19:1/15:3)+H",0,0,0,0,0,0,0,0,"5.01845277777778","5.31845277777778","2815","","GlcCer_NS(d19:1/15:3)+H",0,0,0,0,0,0,0,0,"5.01845277777778","5.31845277777778","2815","","GlcCer_NS(d19:1/15:3)+H","694.52574","532.47294","514.46234","496.45184","296.29478","278.28428","236.20088","266.28428","5.01845277777778","5.31845277777778","2815"
"","GlcCer_NS(d19:1/16:0)+H",0,0,0,0,0,0,0,0,"8.68942916666667","8.98942916666667","8501","","GlcCer_NS(d19:1/16:0)+H",0,0,0,0,0,0,0,0,"8.68942916666667","8.98942916666667","8501","","GlcCer_NS(d19:1/16:0)+H",0,0,0,0,0,0,0,0,"8.68942916666667","8.98942916666667","8501","","GlcCer_NS(d19:1/16:0)+H",0,0,0,0,0,0,0,0,"8.68942916666667","8.98942916666667","8501","","GlcCer_NS(d19:1/16:0)+H",0,0,0,0,0,0,0,0,"8.68942916666667","8.98942916666667","8501","","GlcCer_NS(d19:1/16:0)+H","714.58838","552.53558","534.52498","516.51448","296.29478","278.28428","256.26352","266.28428","8.68942916666667","8.98942916666667","8501"
"","GlcCer_NS(d19:1/17:0)+H",0,0,0,0,0,0,0,0,"7.61792777777778","7.91792777777778","2666","","GlcCer_NS(d19:1/17:0)+H",0,0,0,0,0,0,0,0,"7.61792777777778","7.91792777777778","2666","","GlcCer_NS(d19:1/17:0)+H",0,0,0,0,0,0,0,0,"7.61792777777778","7.91792777777778","2666","","GlcCer_NS(d19:1/17:0)+H",0,0,0,0,0,0,0,0,"7.61792777777778","7.91792777777778","2666","","GlcCer_NS(d19:1/17:0)+H",0,0,0,0,0,0,0,0,"7.61792777777778","7.91792777777778","2666","","GlcCer_NS(d19:1/17:0)+H","728.60404","566.55124","548.54064","530.53014","296.29478","278.28428","270.27918","266.28428","7.61792777777778","7.91792777777778","2666"
"","GlcCer_NS(d19:1/17:3)+H",0,0,0,0,0,0,0,0,"6.823525","7.123525","15453","","GlcCer_NS(d19:1/17:3)+H",0,0,0,0,0,0,0,0,"6.823525","7.123525","15453","","GlcCer_NS(d19:1/17:3)+H",0,0,0,0,0,0,0,0,"6.823525","7.123525","15453","","GlcCer_NS(d19:1/17:3)+H",0,0,0,0,0,0,0,0,"6.823525","7.123525","15453","","GlcCer_NS(d19:1/17:3)+H",0,0,0,0,0,0,0,0,"6.823525","7.123525","15453","","GlcCer_NS(d19:1/17:3)+H","722.55706","560.50426","542.49366","524.48316","296.29478","278.28428","264.2322","266.28428","6.823525","7.123525","15453"
"","GlcCer_NS(d19:1/18:0)+H",0,0,0,0,0,0,0,0,"8.8761375","9.1761375","10938","","GlcCer_NS(d19:1/18:0)+H",0,0,0,0,0,0,0,0,"8.8761375","9.1761375","10938","","GlcCer_NS(d19:1/18:0)+H",0,0,0,0,0,0,0,0,"8.8761375","9.1761375","10938","","GlcCer_NS(d19:1/18:0)+H",0,0,0,0,0,0,0,0,"8.8761375","9.1761375","10938","","GlcCer_NS(d19:1/18:0)+H",0,0,0,0,0,0,0,0,"8.8761375","9.1761375","10938","","GlcCer_NS(d19:1/18:0)+H","742.6197","580.5669","562.5563","544.5458","296.29478","278.28428","284.29484","266.28428","8.8761375","9.1761375","10938"
"","GlcCer_NS(d19:1/18:1)+H",0,0,0,0,0,0,0,0,"8.22855","8.52855","16313","","GlcCer_NS(d19:1/18:1)+H",0,0,0,0,0,0,0,0,"8.22855","8.52855","16313","","GlcCer_NS(d19:1/18:1)+H",0,0,0,0,0,0,0,0,"8.22855","8.52855","16313","","GlcCer_NS(d19:1/18:1)+H",0,0,0,0,0,0,0,0,"8.22855","8.52855","16313","","GlcCer_NS(d19:1/18:1)+H",0,0,0,0,0,0,0,0,"8.22855","8.52855","16313","","GlcCer_NS(d19:1/18:1)+H","740.60404","578.55124","560.54064","542.53014","296.29478","278.28428","282.27918","266.28428","8.22855","8.52855","16313"
"","GlcCer_NS(d19:1/18:1)+H",0,0,0,0,0,0,0,0,"0.251683333333333","0.551683333333333","17170","","GlcCer_NS(d19:1/18:1)+H",0,0,0,0,0,0,0,0,"0.251683333333333","0.551683333333333","17170","","GlcCer_NS(d19:1/18:1)+H",0,0,0,0,0,0,0,0,"0.251683333333333","0.551683333333333","17170","","GlcCer_NS(d19:1/18:1)+H",0,0,0,0,0,0,0,0,"0.251683333333333","0.551683333333333","17170","","GlcCer_NS(d19:1/18:1)+H",0,0,0,0,0,0,0,0,"0.251683333333333","0.551683333333333","17170","","GlcCer_NS(d19:1/18:1)+H","740.60404","578.55124","560.54064","542.53014","296.29478","278.28428","282.27918","266.28428","0.251683333333333","0.551683333333333","17170"
"","GlcCer_NS(d19:1/18:4)+H",0,0,0,0,0,0,0,0,"4.87309393939394","5.17309393939394","9902","","GlcCer_NS(d19:1/18:4)+H",0,0,0,0,0,0,0,0,"4.87309393939394","5.17309393939394","9902","","GlcCer_NS(d19:1/18:4)+H",0,0,0,0,0,0,0,0,"4.87309393939394","5.17309393939394","9902","","GlcCer_NS(d19:1/18:4)+H",0,0,0,0,0,0,0,0,"4.87309393939394","5.17309393939394","9902","","GlcCer_NS(d19:1/18:4)+H",0,0,0,0,0,0,0,0,"4.87309393939394","5.17309393939394","9902","","GlcCer_NS(d19:1/18:4)+H","734.55706","572.50426","554.49366","536.48316","296.29478","278.28428","276.2322","266.28428","4.87309393939394","5.17309393939394","9902"
"","GlcCer_NS(d19:1/18:4)+H",0,0,0,0,0,0,0,0,"6.51891944444444","6.81891944444444","17226","","GlcCer_NS(d19:1/18:4)+H",0,0,0,0,0,0,0,0,"6.51891944444444","6.81891944444444","17226","","GlcCer_NS(d19:1/18:4)+H",0,0,0,0,0,0,0,0,"6.51891944444444","6.81891944444444","17226","","GlcCer_NS(d19:1/18:4)+H",0,0,0,0,0,0,0,0,"6.51891944444444","6.81891944444444","17226","","GlcCer_NS(d19:1/18:4)+H",0,0,0,0,0,0,0,0,"6.51891944444444","6.81891944444444","17226","","GlcCer_NS(d19:1/18:4)+H","734.55706","572.50426","554.49366","536.48316","296.29478","278.28428","276.2322","266.28428","6.51891944444444","6.81891944444444","17226"
"","GlcCer_NS(d19:1/19:0)+H",0,0,0,0,0,0,0,0,"8.72719305555555","9.02719305555555","2137","","GlcCer_NS(d19:1/19:0)+H",0,0,0,0,0,0,0,0,"8.72719305555555","9.02719305555555","2137","","GlcCer_NS(d19:1/19:0)+H",0,0,0,0,0,0,0,0,"8.72719305555555","9.02719305555555","2137","","GlcCer_NS(d19:1/19:0)+H",0,0,0,0,0,0,0,0,"8.72719305555555","9.02719305555555","2137","","GlcCer_NS(d19:1/19:0)+H",0,0,0,0,0,0,0,0,"8.72719305555555","9.02719305555555","2137","","GlcCer_NS(d19:1/19:0)+H","756.63536","594.58256","576.57196","558.56146","296.29478","278.28428","298.3105","266.28428","8.72719305555555","9.02719305555555","2137"
"","GlcCer_NS(d19:1/19:0)+H",0,0,0,0,0,0,0,0,"9.20191944444444","9.50191944444444","6842","","GlcCer_NS(d19:1/19:0)+H",0,0,0,0,0,0,0,0,"9.20191944444444","9.50191944444444","6842","","GlcCer_NS(d19:1/19:0)+H",0,0,0,0,0,0,0,0,"9.20191944444444","9.50191944444444","6842","","GlcCer_NS(d19:1/19:0)+H",0,0,0,0,0,0,0,0,"9.20191944444444","9.50191944444444","6842","","GlcCer_NS(d19:1/19:0)+H",0,0,0,0,0,0,0,0,"9.20191944444444","9.50191944444444","6842","","GlcCer_NS(d19:1/19:0)+H","756.63536","594.58256","576.57196","558.56146","296.29478","278.28428","298.3105","266.28428","9.20191944444444","9.50191944444444","6842"
"","GlcCer_NS(d19:1/19:0)+H",0,0,0,0,0,0,0,0,"9.20142222222222","9.50142222222222","13508","","GlcCer_NS(d19:1/19:0)+H",0,0,0,0,0,0,0,0,"9.20142222222222","9.50142222222222","13508","","GlcCer_NS(d19:1/19:0)+H",0,0,0,0,0,0,0,0,"9.20142222222222","9.50142222222222","13508","","GlcCer_NS(d19:1/19:0)+H",0,0,0,0,0,0,0,0,"9.20142222222222","9.50142222222222","13508","","GlcCer_NS(d19:1/19:0)+H",0,0,0,0,0,0,0,0,"9.20142222222222","9.50142222222222","13508","","GlcCer_NS(d19:1/19:0)+H","756.63536","594.58256","576.57196","558.56146","296.29478","278.28428","298.3105","266.28428","9.20142222222222","9.50142222222222","13508"
"","GlcCer_NS(d19:1/19:1)+H",0,0,0,0,0,0,0,0,"7.74322222222222","8.04322222222222","9868","","GlcCer_NS(d19:1/19:1)+H",0,0,0,0,0,0,0,0,"7.74322222222222","8.04322222222222","9868","","GlcCer_NS(d19:1/19:1)+H",0,0,0,0,0,0,0,0,"7.74322222222222","8.04322222222222","9868","","GlcCer_NS(d19:1/19:1)+H",0,0,0,0,0,0,0,0,"7.74322222222222","8.04322222222222","9868","","GlcCer_NS(d19:1/19:1)+H",0,0,0,0,0,0,0,0,"7.74322222222222","8.04322222222222","9868","","GlcCer_NS(d19:1/19:1)+H","754.6197","592.5669","574.5563","556.5458","296.29478","278.28428","296.29484","266.28428","7.74322222222222","8.04322222222222","9868"
"","GlcCer_NS(d19:1/19:1)+H",0,0,0,0,0,0,0,0,"6.96971944444444","7.26971944444444","11887","","GlcCer_NS(d19:1/19:1)+H",0,0,0,0,0,0,0,0,"6.96971944444444","7.26971944444444","11887","","GlcCer_NS(d19:1/19:1)+H",0,0,0,0,0,0,0,0,"6.96971944444444","7.26971944444444","11887","","GlcCer_NS(d19:1/19:1)+H",0,0,0,0,0,0,0,0,"6.96971944444444","7.26971944444444","11887","","GlcCer_NS(d19:1/19:1)+H",0,0,0,0,0,0,0,0,"6.96971944444444","7.26971944444444","11887","","GlcCer_NS(d19:1/19:1)+H","754.6197","592.5669","574.5563","556.5458","296.29478","278.28428","296.29484","266.28428","6.96971944444444","7.26971944444444","11887"
"","GlcCer_NS(d19:1/19:1)+H",0,0,0,0,0,0,0,0,"6.79748055555556","7.09748055555556","16139","","GlcCer_NS(d19:1/19:1)+H",0,0,0,0,0,0,0,0,"6.79748055555556","7.09748055555556","16139","","GlcCer_NS(d19:1/19:1)+H",0,0,0,0,0,0,0,0,"6.79748055555556","7.09748055555556","16139","","GlcCer_NS(d19:1/19:1)+H",0,0,0,0,0,0,0,0,"6.79748055555556","7.09748055555556","16139","","GlcCer_NS(d19:1/19:1)+H",0,0,0,0,0,0,0,0,"6.79748055555556","7.09748055555556","16139","","GlcCer_NS(d19:1/19:1)+H","754.6197","592.5669","574.5563","556.5458","296.29478","278.28428","296.29484","266.28428","6.79748055555556","7.09748055555556","16139"
"","GlcCer_NS(d19:1/20:0)+H",0,0,0,0,0,0,0,0,"9.25202638888889","9.55202638888889","3834","","GlcCer_NS(d19:1/20:0)+H",0,0,0,0,0,0,0,0,"9.25202638888889","9.55202638888889","3834","","GlcCer_NS(d19:1/20:0)+H",0,0,0,0,0,0,0,0,"9.25202638888889","9.55202638888889","3834","","GlcCer_NS(d19:1/20:0)+H",0,0,0,0,0,0,0,0,"9.25202638888889","9.55202638888889","3834","","GlcCer_NS(d19:1/20:0)+H",0,0,0,0,0,0,0,0,"9.25202638888889","9.55202638888889","3834","","GlcCer_NS(d19:1/20:0)+H","770.65102","608.59822","590.58762","572.57712","296.29478","278.28428","312.32616","266.28428","9.25202638888889","9.55202638888889","3834"
"","GlcCer_NS(d19:1/20:2)+H",0,0,0,0,0,0,0,0,"8.579645","8.879645","7884","","GlcCer_NS(d19:1/20:2)+H",0,0,0,0,0,0,0,0,"8.579645","8.879645","7884","","GlcCer_NS(d19:1/20:2)+H",0,0,0,0,0,0,0,0,"8.579645","8.879645","7884","","GlcCer_NS(d19:1/20:2)+H",0,0,0,0,0,0,0,0,"8.579645","8.879645","7884","","GlcCer_NS(d19:1/20:2)+H",0,0,0,0,0,0,0,0,"8.579645","8.879645","7884","","GlcCer_NS(d19:1/20:2)+H","766.6197","604.5669","586.5563","568.5458","296.29478","278.28428","308.29484","266.28428","8.579645","8.879645","7884"
"","GlcCer_NS(d19:1/20:4)+H",0,0,0,0,0,0,0,0,"12.235","12.535","15843","","GlcCer_NS(d19:1/20:4)+H",0,0,0,0,0,0,0,0,"12.235","12.535","15843","","GlcCer_NS(d19:1/20:4)+H",0,0,0,0,0,0,0,0,"12.235","12.535","15843","","GlcCer_NS(d19:1/20:4)+H",0,0,0,0,0,0,0,0,"12.235","12.535","15843","","GlcCer_NS(d19:1/20:4)+H",0,0,0,0,0,0,0,0,"12.235","12.535","15843","","GlcCer_NS(d19:1/20:4)+H","762.58838","600.53558","582.52498","564.51448","296.29478","278.28428","304.26352","266.28428","12.235","12.535","15843"
"","GlcCer_NS(d19:1/21:0)+H",0,0,0,0,0,0,0,0,"9.75355416666667","10.0535541666667","782","","GlcCer_NS(d19:1/21:0)+H",0,0,0,0,0,0,0,0,"9.75355416666667","10.0535541666667","782","","GlcCer_NS(d19:1/21:0)+H",0,0,0,0,0,0,0,0,"9.75355416666667","10.0535541666667","782","","GlcCer_NS(d19:1/21:0)+H",0,0,0,0,0,0,0,0,"9.75355416666667","10.0535541666667","782","","GlcCer_NS(d19:1/21:0)+H",0,0,0,0,0,0,0,0,"9.75355416666667","10.0535541666667","782","","GlcCer_NS(d19:1/21:0)+H","784.66668","622.61388","604.60328","586.59278","296.29478","278.28428","326.34182","266.28428","9.75355416666667","10.0535541666667","782"
"","GlcCer_NS(d19:1/21:0)+H",0,0,0,0,0,0,0,0,"10.1036152777778","10.4036152777778","5567","","GlcCer_NS(d19:1/21:0)+H",0,0,0,0,0,0,0,0,"10.1036152777778","10.4036152777778","5567","","GlcCer_NS(d19:1/21:0)+H",0,0,0,0,0,0,0,0,"10.1036152777778","10.4036152777778","5567","","GlcCer_NS(d19:1/21:0)+H",0,0,0,0,0,0,0,0,"10.1036152777778","10.4036152777778","5567","","GlcCer_NS(d19:1/21:0)+H",0,0,0,0,0,0,0,0,"10.1036152777778","10.4036152777778","5567","","GlcCer_NS(d19:1/21:0)+H","784.66668","622.61388","604.60328","586.59278","296.29478","278.28428","326.34182","266.28428","10.1036152777778","10.4036152777778","5567"
"","GlcCer_NS(d19:1/21:0)+H",0,0,0,0,0,0,0,0,"8.63623333333333","8.93623333333333","8666","","GlcCer_NS(d19:1/21:0)+H",0,0,0,0,0,0,0,0,"8.63623333333333","8.93623333333333","8666","","GlcCer_NS(d19:1/21:0)+H",0,0,0,0,0,0,0,0,"8.63623333333333","8.93623333333333","8666","","GlcCer_NS(d19:1/21:0)+H",0,0,0,0,0,0,0,0,"8.63623333333333","8.93623333333333","8666","","GlcCer_NS(d19:1/21:0)+H",0,0,0,0,0,0,0,0,"8.63623333333333","8.93623333333333","8666","","GlcCer_NS(d19:1/21:0)+H","784.66668","622.61388","604.60328","586.59278","296.29478","278.28428","326.34182","266.28428","8.63623333333333","8.93623333333333","8666"
"","GlcCer_NS(d19:1/21:0)+H",0,0,0,0,0,0,0,0,"10.02995","10.32995","18396","","GlcCer_NS(d19:1/21:0)+H",0,0,0,0,0,0,0,0,"10.02995","10.32995","18396","","GlcCer_NS(d19:1/21:0)+H",0,0,0,0,0,0,0,0,"10.02995","10.32995","18396","","GlcCer_NS(d19:1/21:0)+H",0,0,0,0,0,0,0,0,"10.02995","10.32995","18396","","GlcCer_NS(d19:1/21:0)+H",0,0,0,0,0,0,0,0,"10.02995","10.32995","18396","","GlcCer_NS(d19:1/21:0)+H","784.66668","622.61388","604.60328","586.59278","296.29478","278.28428","326.34182","266.28428","10.02995","10.32995","18396"
"","GlcCer_NS(d19:1/21:1)+H",0,0,0,0,0,0,0,0,"8.83116388888889","9.13116388888889","2968","","GlcCer_NS(d19:1/21:1)+H",0,0,0,0,0,0,0,0,"8.83116388888889","9.13116388888889","2968","","GlcCer_NS(d19:1/21:1)+H",0,0,0,0,0,0,0,0,"8.83116388888889","9.13116388888889","2968","","GlcCer_NS(d19:1/21:1)+H",0,0,0,0,0,0,0,0,"8.83116388888889","9.13116388888889","2968","","GlcCer_NS(d19:1/21:1)+H",0,0,0,0,0,0,0,0,"8.83116388888889","9.13116388888889","2968","","GlcCer_NS(d19:1/21:1)+H","782.65102","620.59822","602.58762","584.57712","296.29478","278.28428","324.32616","266.28428","8.83116388888889","9.13116388888889","2968"
"","GlcCer_NS(d19:1/21:1)+H",0,0,0,0,0,0,0,0,"8.65445555555555","8.95445555555555","9666","","GlcCer_NS(d19:1/21:1)+H",0,0,0,0,0,0,0,0,"8.65445555555555","8.95445555555555","9666","","GlcCer_NS(d19:1/21:1)+H",0,0,0,0,0,0,0,0,"8.65445555555555","8.95445555555555","9666","","GlcCer_NS(d19:1/21:1)+H",0,0,0,0,0,0,0,0,"8.65445555555555","8.95445555555555","9666","","GlcCer_NS(d19:1/21:1)+H",0,0,0,0,0,0,0,0,"8.65445555555555","8.95445555555555","9666","","GlcCer_NS(d19:1/21:1)+H","782.65102","620.59822","602.58762","584.57712","296.29478","278.28428","324.32616","266.28428","8.65445555555555","8.95445555555555","9666"
"","GlcCer_NS(d19:1/21:1)+H",0,0,0,0,0,0,0,0,"9.52148787878788","9.82148787878788","11986","","GlcCer_NS(d19:1/21:1)+H",0,0,0,0,0,0,0,0,"9.52148787878788","9.82148787878788","11986","","GlcCer_NS(d19:1/21:1)+H",0,0,0,0,0,0,0,0,"9.52148787878788","9.82148787878788","11986","","GlcCer_NS(d19:1/21:1)+H",0,0,0,0,0,0,0,0,"9.52148787878788","9.82148787878788","11986","","GlcCer_NS(d19:1/21:1)+H",0,0,0,0,0,0,0,0,"9.52148787878788","9.82148787878788","11986","","GlcCer_NS(d19:1/21:1)+H","782.65102","620.59822","602.58762","584.57712","296.29478","278.28428","324.32616","266.28428","9.52148787878788","9.82148787878788","11986"
"","GlcCer_NS(d19:1/21:2)+H",0,0,0,0,0,0,0,0,"6.99380277777778","7.29380277777778","3274","","GlcCer_NS(d19:1/21:2)+H",0,0,0,0,0,0,0,0,"6.99380277777778","7.29380277777778","3274","","GlcCer_NS(d19:1/21:2)+H",0,0,0,0,0,0,0,0,"6.99380277777778","7.29380277777778","3274","","GlcCer_NS(d19:1/21:2)+H",0,0,0,0,0,0,0,0,"6.99380277777778","7.29380277777778","3274","","GlcCer_NS(d19:1/21:2)+H",0,0,0,0,0,0,0,0,"6.99380277777778","7.29380277777778","3274","","GlcCer_NS(d19:1/21:2)+H","780.63536","618.58256","600.57196","582.56146","296.29478","278.28428","322.3105","266.28428","6.99380277777778","7.29380277777778","3274"
"","GlcCer_NS(d19:1/21:2)+H",0,0,0,0,0,0,0,0,"6.99165555555556","7.29165555555556","9400","","GlcCer_NS(d19:1/21:2)+H",0,0,0,0,0,0,0,0,"6.99165555555556","7.29165555555556","9400","","GlcCer_NS(d19:1/21:2)+H",0,0,0,0,0,0,0,0,"6.99165555555556","7.29165555555556","9400","","GlcCer_NS(d19:1/21:2)+H",0,0,0,0,0,0,0,0,"6.99165555555556","7.29165555555556","9400","","GlcCer_NS(d19:1/21:2)+H",0,0,0,0,0,0,0,0,"6.99165555555556","7.29165555555556","9400","","GlcCer_NS(d19:1/21:2)+H","780.63536","618.58256","600.57196","582.56146","296.29478","278.28428","322.3105","266.28428","6.99165555555556","7.29165555555556","9400"
"","GlcCer_NS(d19:1/21:2)+H",0,0,0,0,0,0,0,0,"7.74566388888889","8.04566388888889","9988","","GlcCer_NS(d19:1/21:2)+H",0,0,0,0,0,0,0,0,"7.74566388888889","8.04566388888889","9988","","GlcCer_NS(d19:1/21:2)+H",0,0,0,0,0,0,0,0,"7.74566388888889","8.04566388888889","9988","","GlcCer_NS(d19:1/21:2)+H",0,0,0,0,0,0,0,0,"7.74566388888889","8.04566388888889","9988","","GlcCer_NS(d19:1/21:2)+H",0,0,0,0,0,0,0,0,"7.74566388888889","8.04566388888889","9988","","GlcCer_NS(d19:1/21:2)+H","780.63536","618.58256","600.57196","582.56146","296.29478","278.28428","322.3105","266.28428","7.74566388888889","8.04566388888889","9988"
"","GlcCer_NS(d19:1/21:2)+H",0,0,0,0,0,0,0,0,"8.26756666666667","8.56756666666667","10782","","GlcCer_NS(d19:1/21:2)+H",0,0,0,0,0,0,0,0,"8.26756666666667","8.56756666666667","10782","","GlcCer_NS(d19:1/21:2)+H",0,0,0,0,0,0,0,0,"8.26756666666667","8.56756666666667","10782","","GlcCer_NS(d19:1/21:2)+H",0,0,0,0,0,0,0,0,"8.26756666666667","8.56756666666667","10782","","GlcCer_NS(d19:1/21:2)+H",0,0,0,0,0,0,0,0,"8.26756666666667","8.56756666666667","10782","","GlcCer_NS(d19:1/21:2)+H","780.63536","618.58256","600.57196","582.56146","296.29478","278.28428","322.3105","266.28428","8.26756666666667","8.56756666666667","10782"
"","GlcCer_NS(d19:1/21:2)+H",0,0,0,0,0,0,0,0,"6.98041527777778","7.28041527777778","11431","","GlcCer_NS(d19:1/21:2)+H",0,0,0,0,0,0,0,0,"6.98041527777778","7.28041527777778","11431","","GlcCer_NS(d19:1/21:2)+H",0,0,0,0,0,0,0,0,"6.98041527777778","7.28041527777778","11431","","GlcCer_NS(d19:1/21:2)+H",0,0,0,0,0,0,0,0,"6.98041527777778","7.28041527777778","11431","","GlcCer_NS(d19:1/21:2)+H",0,0,0,0,0,0,0,0,"6.98041527777778","7.28041527777778","11431","","GlcCer_NS(d19:1/21:2)+H","780.63536","618.58256","600.57196","582.56146","296.29478","278.28428","322.3105","266.28428","6.98041527777778","7.28041527777778","11431"
"","GlcCer_NS(d19:1/21:2)+H",0,0,0,0,0,0,0,0,"7.74826666666667","8.04826666666667","15445","","GlcCer_NS(d19:1/21:2)+H",0,0,0,0,0,0,0,0,"7.74826666666667","8.04826666666667","15445","","GlcCer_NS(d19:1/21:2)+H",0,0,0,0,0,0,0,0,"7.74826666666667","8.04826666666667","15445","","GlcCer_NS(d19:1/21:2)+H",0,0,0,0,0,0,0,0,"7.74826666666667","8.04826666666667","15445","","GlcCer_NS(d19:1/21:2)+H",0,0,0,0,0,0,0,0,"7.74826666666667","8.04826666666667","15445","","GlcCer_NS(d19:1/21:2)+H","780.63536","618.58256","600.57196","582.56146","296.29478","278.28428","322.3105","266.28428","7.74826666666667","8.04826666666667","15445"
"","GlcCer_NS(d19:1/21:2)+H",0,0,0,0,0,0,0,0,"8.73455166666667","9.03455166666667","16233","","GlcCer_NS(d19:1/21:2)+H",0,0,0,0,0,0,0,0,"8.73455166666667","9.03455166666667","16233","","GlcCer_NS(d19:1/21:2)+H",0,0,0,0,0,0,0,0,"8.73455166666667","9.03455166666667","16233","","GlcCer_NS(d19:1/21:2)+H",0,0,0,0,0,0,0,0,"8.73455166666667","9.03455166666667","16233","","GlcCer_NS(d19:1/21:2)+H",0,0,0,0,0,0,0,0,"8.73455166666667","9.03455166666667","16233","","GlcCer_NS(d19:1/21:2)+H","780.63536","618.58256","600.57196","582.56146","296.29478","278.28428","322.3105","266.28428","8.73455166666667","9.03455166666667","16233"
"","GlcCer_NS(d19:1/21:2)+H",0,0,0,0,0,0,0,0,"8.28143484848485","8.58143484848485","18231","","GlcCer_NS(d19:1/21:2)+H",0,0,0,0,0,0,0,0,"8.28143484848485","8.58143484848485","18231","","GlcCer_NS(d19:1/21:2)+H",0,0,0,0,0,0,0,0,"8.28143484848485","8.58143484848485","18231","","GlcCer_NS(d19:1/21:2)+H",0,0,0,0,0,0,0,0,"8.28143484848485","8.58143484848485","18231","","GlcCer_NS(d19:1/21:2)+H",0,0,0,0,0,0,0,0,"8.28143484848485","8.58143484848485","18231","","GlcCer_NS(d19:1/21:2)+H","780.63536","618.58256","600.57196","582.56146","296.29478","278.28428","322.3105","266.28428","8.28143484848485","8.58143484848485","18231"
