"Confirmed fragments if intensity is above 1000 and number of scans is greater than or equal to 1","PG","[M+H]+","FA1_NL_OH","FA2_NL_OH","exp_1","exp_2","exp_3","RT_min","RT_max","Comment","RT at Max Intensity","PG","[M+H]+","FA1_NL_OH","FA2_NL_OH","exp_1","exp_2","exp_3","RT_min","RT_max","Comment","Number of Scans","PG","[M+H]+","FA1_NL_OH","FA2_NL_OH","exp_1","exp_2","exp_3","RT_min","RT_max","Comment","Max Intensity","PG","[M+H]+","FA1_NL_OH","FA2_NL_OH","exp_1","exp_2","exp_3","RT_min","RT_max","Comment","Average m/z","PG","[M+H]+","FA1_NL_OH","FA2_NL_OH","exp_1","exp_2","exp_3","RT_min","RT_max","Comment","Theoretical, Library Parent Hits","PG","[M+H]+","FA1_NL_OH","FA2_NL_OH","exp_1","exp_2","exp_3","RT_min","RT_max","Comment"
"","PG(18:0_18:2)+H",0,0,0,0,0,0,"8.15289166666667","8.45289166666667","18362","","PG(18:0_18:2)+H",0,0,0,0,0,0,"8.15289166666667","8.45289166666667","18362","","PG(18:0_18:2)+H",0,0,0,0,0,0,"8.15289166666667","8.45289166666667","18362","","PG(18:0_18:2)+H",0,0,0,0,0,0,"8.15289166666667","8.45289166666667","18362","","PG(18:0_18:2)+H",0,0,0,0,0,0,"8.15289166666667","8.45289166666667","18362","","PG(18:0_18:2)+H","775.54841","341.305","337.2737","71.0856","95.0855","123.1168","8.15289166666667","8.45289166666667","18362"
"","PG(18:0_18:3)+H",0,0,0,0,0,0,"7.81658194444445","8.11658194444445","1422","","PG(18:0_18:3)+H",0,0,0,0,0,0,"7.81658194444445","8.11658194444445","1422","","PG(18:0_18:3)+H",0,0,0,0,0,0,"7.81658194444445","8.11658194444445","1422","","PG(18:0_18:3)+H",0,0,0,0,0,0,"7.81658194444445","8.11658194444445","1422","","PG(18:0_18:3)+H",0,0,0,0,0,0,"7.81658194444445","8.11658194444445","1422","","PG(18:0_18:3)+H","773.53281","341.305","335.2581","71.0856","95.0855","123.1168","7.81658194444445","8.11658194444445","1422"
"","PG(18:0_19:0)+H",0,0,0,0,0,0,"7.11634583333333","7.41634583333333","14246","","PG(18:0_19:0)+H",0,0,0,0,0,0,"7.11634583333333","7.41634583333333","14246","","PG(18:0_19:0)+H",0,0,0,0,0,0,"7.11634583333333","7.41634583333333","14246","","PG(18:0_19:0)+H",0,0,0,0,0,0,"7.11634583333333","7.41634583333333","14246","","PG(18:0_19:0)+H",0,0,0,0,0,0,"7.11634583333333","7.41634583333333","14246","","PG(18:0_19:0)+H","793.59541","341.305","355.3207","71.0856","95.0855","123.1168","7.11634583333333","7.41634583333333","14246"
"","PG(18:0_20:1)+H",0,0,0,0,0,0,"8.92285","9.22285","17290","","PG(18:0_20:1)+H",0,0,0,0,0,0,"8.92285","9.22285","17290","","PG(18:0_20:1)+H",0,0,0,0,0,0,"8.92285","9.22285","17290","","PG(18:0_20:1)+H",0,0,0,0,0,0,"8.92285","9.22285","17290","","PG(18:0_20:1)+H",0,0,0,0,0,0,"8.92285","9.22285","17290","","PG(18:0_20:1)+H","805.59541","341.305","367.3207","71.0856","95.0855","123.1168","8.92285","9.22285","17290"
"","PG(18:0_21:0)+H",0,0,0,0,0,0,"7.31404259259259","7.61404259259259","14274","","PG(18:0_21:0)+H",0,0,0,0,0,0,"7.31404259259259","7.61404259259259","14274","","PG(18:0_21:0)+H",0,0,0,0,0,0,"7.31404259259259","7.61404259259259","14274","","PG(18:0_21:0)+H",0,0,0,0,0,0,"7.31404259259259","7.61404259259259","14274","","PG(18:0_21:0)+H",0,0,0,0,0,0,"7.31404259259259","7.61404259259259","14274","","PG(18:0_21:0)+H","821.62671","341.305","383.352","71.0856","95.0855","123.1168","7.31404259259259","7.61404259259259","14274"
"","PG(18:0_22:0)+H",0,0,0,0,0,0,"8.26530416666667","8.56530416666667","12556","","PG(18:0_22:0)+H",0,0,0,0,0,0,"8.26530416666667","8.56530416666667","12556","","PG(18:0_22:0)+H",0,0,0,0,0,0,"8.26530416666667","8.56530416666667","12556","","PG(18:0_22:0)+H",0,0,0,0,0,0,"8.26530416666667","8.56530416666667","12556","","PG(18:0_22:0)+H",0,0,0,0,0,0,"8.26530416666667","8.56530416666667","12556","","PG(18:0_22:0)+H","835.64231","341.305","397.3676","71.0856","95.0855","123.1168","8.26530416666667","8.56530416666667","12556"
"","PG(18:0_22:4)+H",0,0,0,0,0,0,"6.60239027777778","6.90239027777778","3472","","PG(18:0_22:4)+H",0,0,0,0,0,0,"6.60239027777778","6.90239027777778","3472","","PG(18:0_22:4)+H",0,0,0,0,0,0,"6.60239027777778","6.90239027777778","3472","","PG(18:0_22:4)+H",0,0,0,0,0,0,"6.60239027777778","6.90239027777778","3472","","PG(18:0_22:4)+H",0,0,0,0,0,0,"6.60239027777778","6.90239027777778","3472","","PG(18:0_22:4)+H","827.57971","341.305","389.305","71.0856","95.0855","123.1168","6.60239027777778","6.90239027777778","3472"
"","PG(18:0_22:5)+H",0,0,0,0,0,0,"7.71947962962963","8.01947962962963","13050","","PG(18:0_22:5)+H",0,0,0,0,0,0,"7.71947962962963","8.01947962962963","13050","","PG(18:0_22:5)+H",0,0,0,0,0,0,"7.71947962962963","8.01947962962963","13050","","PG(18:0_22:5)+H",0,0,0,0,0,0,"7.71947962962963","8.01947962962963","13050","","PG(18:0_22:5)+H",0,0,0,0,0,0,"7.71947962962963","8.01947962962963","13050","","PG(18:0_22:5)+H","825.56411","341.305","387.2894","71.0856","95.0855","123.1168","7.71947962962963","8.01947962962963","13050"
"","PG(18:0_23:0)+H",0,0,0,0,0,0,"7.873475","8.173475","18751","","PG(18:0_23:0)+H",0,0,0,0,0,0,"7.873475","8.173475","18751","","PG(18:0_23:0)+H",0,0,0,0,0,0,"7.873475","8.173475","18751","","PG(18:0_23:0)+H",0,0,0,0,0,0,"7.873475","8.173475","18751","","PG(18:0_23:0)+H",0,0,0,0,0,0,"7.873475","8.173475","18751","","PG(18:0_23:0)+H","849.65801","341.305","411.3833","71.0856","95.0855","123.1168","7.873475","8.173475","18751"
"","PG(18:0_24:0)+H",0,0,0,0,0,0,"11.7076621212121","12.0076621212121","8052","","PG(18:0_24:0)+H",0,0,0,0,0,0,"11.7076621212121","12.0076621212121","8052","","PG(18:0_24:0)+H",0,0,0,0,0,0,"11.7076621212121","12.0076621212121","8052","","PG(18:0_24:0)+H",0,0,0,0,0,0,"11.7076621212121","12.0076621212121","8052","","PG(18:0_24:0)+H",0,0,0,0,0,0,"11.7076621212121","12.0076621212121","8052","","PG(18:0_24:0)+H","863.67361","341.305","425.3989","71.0856","95.0855","123.1168","11.7076621212121","12.0076621212121","8052"
"","PG(18:0_24:0)+H",0,0,0,0,0,0,"11.7227763888889","12.0227763888889","10574","","PG(18:0_24:0)+H",0,0,0,0,0,0,"11.7227763888889","12.0227763888889","10574","","PG(18:0_24:0)+H",0,0,0,0,0,0,"11.7227763888889","12.0227763888889","10574","","PG(18:0_24:0)+H",0,0,0,0,0,0,"11.7227763888889","12.0227763888889","10574","","PG(18:0_24:0)+H",0,0,0,0,0,0,"11.7227763888889","12.0227763888889","10574","","PG(18:0_24:0)+H","863.67361","341.305","425.3989","71.0856","95.0855","123.1168","11.7227763888889","12.0227763888889","10574"
"","PG(18:0_24:0)+H",0,0,0,0,0,0,"10.6739233333333","10.9739233333333","14210","","PG(18:0_24:0)+H",0,0,0,0,0,0,"10.6739233333333","10.9739233333333","14210","","PG(18:0_24:0)+H",0,0,0,0,0,0,"10.6739233333333","10.9739233333333","14210","","PG(18:0_24:0)+H",0,0,0,0,0,0,"10.6739233333333","10.9739233333333","14210","","PG(18:0_24:0)+H",0,0,0,0,0,0,"10.6739233333333","10.9739233333333","14210","","PG(18:0_24:0)+H","863.67361","341.305","425.3989","71.0856","95.0855","123.1168","10.6739233333333","10.9739233333333","14210"
"","PG(18:0_24:0)+H",0,0,0,0,0,0,"11.78905","12.08905","18971","","PG(18:0_24:0)+H",0,0,0,0,0,0,"11.78905","12.08905","18971","","PG(18:0_24:0)+H",0,0,0,0,0,0,"11.78905","12.08905","18971","","PG(18:0_24:0)+H",0,0,0,0,0,0,"11.78905","12.08905","18971","","PG(18:0_24:0)+H",0,0,0,0,0,0,"11.78905","12.08905","18971","","PG(18:0_24:0)+H","863.67361","341.305","425.3989","71.0856","95.0855","123.1168","11.78905","12.08905","18971"
"","PG(18:0_25:0)+H",0,0,0,0,0,0,"8.8801375","9.1801375","3684","","PG(18:0_25:0)+H",0,0,0,0,0,0,"8.8801375","9.1801375","3684","","PG(18:0_25:0)+H",0,0,0,0,0,0,"8.8801375","9.1801375","3684","","PG(18:0_25:0)+H",0,0,0,0,0,0,"8.8801375","9.1801375","3684","","PG(18:0_25:0)+H",0,0,0,0,0,0,"8.8801375","9.1801375","3684","","PG(18:0_25:0)+H","877.68931","341.305","439.4146","71.0856","95.0855","123.1168","8.8801375","9.1801375","3684"
"","PG(18:0_25:0)+H",0,0,0,0,0,0,"9.39805","9.69805","17807","","PG(18:0_25:0)+H",0,0,0,0,0,0,"9.39805","9.69805","17807","","PG(18:0_25:0)+H",0,0,0,0,0,0,"9.39805","9.69805","17807","","PG(18:0_25:0)+H",0,0,0,0,0,0,"9.39805","9.69805","17807","","PG(18:0_25:0)+H",0,0,0,0,0,0,"9.39805","9.69805","17807","","PG(18:0_25:0)+H","877.68931","341.305","439.4146","71.0856","95.0855","123.1168","9.39805","9.69805","17807"
"","PG(18:0_25:0)+H",0,0,0,0,0,0,"8.8801375","9.1801375","18775","","PG(18:0_25:0)+H",0,0,0,0,0,0,"8.8801375","9.1801375","18775","","PG(18:0_25:0)+H",0,0,0,0,0,0,"8.8801375","9.1801375","18775","","PG(18:0_25:0)+H",0,0,0,0,0,0,"8.8801375","9.1801375","18775","","PG(18:0_25:0)+H",0,0,0,0,0,0,"8.8801375","9.1801375","18775","","PG(18:0_25:0)+H","877.68931","341.305","439.4146","71.0856","95.0855","123.1168","8.8801375","9.1801375","18775"
"","PG(18:0_26:0)+H",0,0,0,0,0,0,"12.3820805555556","12.6820805555556","3336","","PG(18:0_26:0)+H",0,0,0,0,0,0,"12.3820805555556","12.6820805555556","3336","","PG(18:0_26:0)+H",0,0,0,0,0,0,"12.3820805555556","12.6820805555556","3336","","PG(18:0_26:0)+H",0,0,0,0,0,0,"12.3820805555556","12.6820805555556","3336","","PG(18:0_26:0)+H",0,0,0,0,0,0,"12.3820805555556","12.6820805555556","3336","","PG(18:0_26:0)+H","891.70491","341.305","453.4302","71.0856","95.0855","123.1168","12.3820805555556","12.6820805555556","3336"
"","PG(18:1_18:1)+H",0,0,0,0,0,0,"8.15289166666667","8.45289166666667","18362","","PG(18:1_18:1)+H",0,0,0,0,0,0,"8.15289166666667","8.45289166666667","18362","","PG(18:1_18:1)+H",0,0,0,0,0,0,"8.15289166666667","8.45289166666667","18362","","PG(18:1_18:1)+H",0,0,0,0,0,0,"8.15289166666667","8.45289166666667","18362","","PG(18:1_18:1)+H",0,0,0,0,0,0,"8.15289166666667","8.45289166666667","18362","","PG(18:1_18:1)+H","775.54851","339.2894","339.2894","71.0856","95.0855","123.1168","8.15289166666667","8.45289166666667","18362"
"","PG(18:1_18:2)+H",0,0,0,0,0,0,"7.81658194444445","8.11658194444445","1422","","PG(18:1_18:2)+H",0,0,0,0,0,0,"7.81658194444445","8.11658194444445","1422","","PG(18:1_18:2)+H",0,0,0,0,0,0,"7.81658194444445","8.11658194444445","1422","","PG(18:1_18:2)+H",0,0,0,0,0,0,"7.81658194444445","8.11658194444445","1422","","PG(18:1_18:2)+H",0,0,0,0,0,0,"7.81658194444445","8.11658194444445","1422","","PG(18:1_18:2)+H","773.53281","339.2894","337.2737","71.0856","95.0855","123.1168","7.81658194444445","8.11658194444445","1422"
"","PG(18:1_18:4)+H",0,0,0,0,0,0,"4.39189444444444","4.69189444444444","3722","","PG(18:1_18:4)+H",0,0,0,0,0,0,"4.39189444444444","4.69189444444444","3722","","PG(18:1_18:4)+H",0,0,0,0,0,0,"4.39189444444444","4.69189444444444","3722","","PG(18:1_18:4)+H",0,0,0,0,0,0,"4.39189444444444","4.69189444444444","3722","","PG(18:1_18:4)+H",0,0,0,0,0,0,"4.39189444444444","4.69189444444444","3722","","PG(18:1_18:4)+H","769.50151","339.2894","333.2424","71.0856","95.0855","123.1168","4.39189444444444","4.69189444444444","3722"
"","PG(18:1_18:4)+H",0,0,0,0,0,0,"5.08792083333333","5.38792083333333","11087","","PG(18:1_18:4)+H",0,0,0,0,0,0,"5.08792083333333","5.38792083333333","11087","","PG(18:1_18:4)+H",0,0,0,0,0,0,"5.08792083333333","5.38792083333333","11087","","PG(18:1_18:4)+H",0,0,0,0,0,0,"5.08792083333333","5.38792083333333","11087","","PG(18:1_18:4)+H",0,0,0,0,0,0,"5.08792083333333","5.38792083333333","11087","","PG(18:1_18:4)+H","769.50151","339.2894","333.2424","71.0856","95.0855","123.1168","5.08792083333333","5.38792083333333","11087"
"","PG(18:1_20:0)+H",0,0,0,0,0,0,"8.92285","9.22285","17290","","PG(18:1_20:0)+H",0,0,0,0,0,0,"8.92285","9.22285","17290","","PG(18:1_20:0)+H",0,0,0,0,0,0,"8.92285","9.22285","17290","","PG(18:1_20:0)+H",0,0,0,0,0,0,"8.92285","9.22285","17290","","PG(18:1_20:0)+H",0,0,0,0,0,0,"8.92285","9.22285","17290","","PG(18:1_20:0)+H","805.59541","339.2894","369.3363","71.0856","95.0855","123.1168","8.92285","9.22285","17290"
"","PG(18:1_21:0)+H",0,0,0,0,0,0,"6.77162083333333","7.07162083333333","1104","","PG(18:1_21:0)+H",0,0,0,0,0,0,"6.77162083333333","7.07162083333333","1104","","PG(18:1_21:0)+H",0,0,0,0,0,0,"6.77162083333333","7.07162083333333","1104","","PG(18:1_21:0)+H",0,0,0,0,0,0,"6.77162083333333","7.07162083333333","1104","","PG(18:1_21:0)+H",0,0,0,0,0,0,"6.77162083333333","7.07162083333333","1104","","PG(18:1_21:0)+H","819.61111","339.2894","383.352","71.0856","95.0855","123.1168","6.77162083333333","7.07162083333333","1104"
"","PG(18:1_22:3)+H",0,0,0,0,0,0,"6.60239027777778","6.90239027777778","3472","","PG(18:1_22:3)+H",0,0,0,0,0,0,"6.60239027777778","6.90239027777778","3472","","PG(18:1_22:3)+H",0,0,0,0,0,0,"6.60239027777778","6.90239027777778","3472","","PG(18:1_22:3)+H",0,0,0,0,0,0,"6.60239027777778","6.90239027777778","3472","","PG(18:1_22:3)+H",0,0,0,0,0,0,"6.60239027777778","6.90239027777778","3472","","PG(18:1_22:3)+H","827.57981","339.2894","391.3207","71.0856","95.0855","123.1168","6.60239027777778","6.90239027777778","3472"
"","PG(18:1_22:4)+H",0,0,0,0,0,0,"7.71947962962963","8.01947962962963","13050","","PG(18:1_22:4)+H",0,0,0,0,0,0,"7.71947962962963","8.01947962962963","13050","","PG(18:1_22:4)+H",0,0,0,0,0,0,"7.71947962962963","8.01947962962963","13050","","PG(18:1_22:4)+H",0,0,0,0,0,0,"7.71947962962963","8.01947962962963","13050","","PG(18:1_22:4)+H",0,0,0,0,0,0,"7.71947962962963","8.01947962962963","13050","","PG(18:1_22:4)+H","825.56411","339.2894","389.305","71.0856","95.0855","123.1168","7.71947962962963","8.01947962962963","13050"
"","PG(18:1_24:1)+H",0,0,0,0,0,0,"3.7889","4.0889","13894","","PG(18:1_24:1)+H",0,0,0,0,0,0,"3.7889","4.0889","13894","","PG(18:1_24:1)+H",0,0,0,0,0,0,"3.7889","4.0889","13894","","PG(18:1_24:1)+H",0,0,0,0,0,0,"3.7889","4.0889","13894","","PG(18:1_24:1)+H",0,0,0,0,0,0,"3.7889","4.0889","13894","","PG(18:1_24:1)+H","859.64241","339.2894","423.3833","71.0856","95.0855","123.1168","3.7889","4.0889","13894"
"","PG(18:1_25:0)+H",0,0,0,0,0,0,"9.58695138888889","9.88695138888889","18474","","PG(18:1_25:0)+H",0,0,0,0,0,0,"9.58695138888889","9.88695138888889","18474","","PG(18:1_25:0)+H",0,0,0,0,0,0,"9.58695138888889","9.88695138888889","18474","","PG(18:1_25:0)+H",0,0,0,0,0,0,"9.58695138888889","9.88695138888889","18474","","PG(18:1_25:0)+H",0,0,0,0,0,0,"9.58695138888889","9.88695138888889","18474","","PG(18:1_25:0)+H","875.67371","339.2894","439.4146","71.0856","95.0855","123.1168","9.58695138888889","9.88695138888889","18474"
"","PG(18:1_26:0)+H",0,0,0,0,0,0,"11.8720916666667","12.1720916666667","4824","","PG(18:1_26:0)+H",0,0,0,0,0,0,"11.8720916666667","12.1720916666667","4824","","PG(18:1_26:0)+H",0,0,0,0,0,0,"11.8720916666667","12.1720916666667","4824","","PG(18:1_26:0)+H",0,0,0,0,0,0,"11.8720916666667","12.1720916666667","4824","","PG(18:1_26:0)+H",0,0,0,0,0,0,"11.8720916666667","12.1720916666667","4824","","PG(18:1_26:0)+H","889.68931","339.2894","453.4302","71.0856","95.0855","123.1168","11.8720916666667","12.1720916666667","4824"
"","PG(18:1_26:0)+H",0,0,0,0,0,0,"10.5238555555556","10.8238555555556","6979","","PG(18:1_26:0)+H",0,0,0,0,0,0,"10.5238555555556","10.8238555555556","6979","","PG(18:1_26:0)+H",0,0,0,0,0,0,"10.5238555555556","10.8238555555556","6979","","PG(18:1_26:0)+H",0,0,0,0,0,0,"10.5238555555556","10.8238555555556","6979","","PG(18:1_26:0)+H",0,0,0,0,0,0,"10.5238555555556","10.8238555555556","6979","","PG(18:1_26:0)+H","889.68931","339.2894","453.4302","71.0856","95.0855","123.1168","10.5238555555556","10.8238555555556","6979"
"","PG(18:1_26:0)+H",0,0,0,0,0,0,"10.2444196969697","10.5444196969697","14952","","PG(18:1_26:0)+H",0,0,0,0,0,0,"10.2444196969697","10.5444196969697","14952","","PG(18:1_26:0)+H",0,0,0,0,0,0,"10.2444196969697","10.5444196969697","14952","","PG(18:1_26:0)+H",0,0,0,0,0,0,"10.2444196969697","10.5444196969697","14952","","PG(18:1_26:0)+H",0,0,0,0,0,0,"10.2444196969697","10.5444196969697","14952","","PG(18:1_26:0)+H","889.68931","339.2894","453.4302","71.0856","95.0855","123.1168","10.2444196969697","10.5444196969697","14952"
"","PG(18:2_18:3)+H",0,0,0,0,0,0,"4.39189444444444","4.69189444444444","3722","","PG(18:2_18:3)+H",0,0,0,0,0,0,"4.39189444444444","4.69189444444444","3722","","PG(18:2_18:3)+H",0,0,0,0,0,0,"4.39189444444444","4.69189444444444","3722","","PG(18:2_18:3)+H",0,0,0,0,0,0,"4.39189444444444","4.69189444444444","3722","","PG(18:2_18:3)+H",0,0,0,0,0,0,"4.39189444444444","4.69189444444444","3722","","PG(18:2_18:3)+H","769.50151","337.2737","335.2581","71.0856","95.0855","123.1168","4.39189444444444","4.69189444444444","3722"
"","PG(18:2_18:3)+H",0,0,0,0,0,0,"5.08792083333333","5.38792083333333","11087","","PG(18:2_18:3)+H",0,0,0,0,0,0,"5.08792083333333","5.38792083333333","11087","","PG(18:2_18:3)+H",0,0,0,0,0,0,"5.08792083333333","5.38792083333333","11087","","PG(18:2_18:3)+H",0,0,0,0,0,0,"5.08792083333333","5.38792083333333","11087","","PG(18:2_18:3)+H",0,0,0,0,0,0,"5.08792083333333","5.38792083333333","11087","","PG(18:2_18:3)+H","769.50151","337.2737","335.2581","71.0856","95.0855","123.1168","5.08792083333333","5.38792083333333","11087"
"","PG(18:2_22:2)+H",0,0,0,0,0,0,"6.60239027777778","6.90239027777778","3472","","PG(18:2_22:2)+H",0,0,0,0,0,0,"6.60239027777778","6.90239027777778","3472","","PG(18:2_22:2)+H",0,0,0,0,0,0,"6.60239027777778","6.90239027777778","3472","","PG(18:2_22:2)+H",0,0,0,0,0,0,"6.60239027777778","6.90239027777778","3472","","PG(18:2_22:2)+H",0,0,0,0,0,0,"6.60239027777778","6.90239027777778","3472","","PG(18:2_22:2)+H","827.57971","337.2737","393.3363","71.0856","95.0855","123.1168","6.60239027777778","6.90239027777778","3472"
"","PG(18:2_22:3)+H",0,0,0,0,0,0,"7.71947962962963","8.01947962962963","13050","","PG(18:2_22:3)+H",0,0,0,0,0,0,"7.71947962962963","8.01947962962963","13050","","PG(18:2_22:3)+H",0,0,0,0,0,0,"7.71947962962963","8.01947962962963","13050","","PG(18:2_22:3)+H",0,0,0,0,0,0,"7.71947962962963","8.01947962962963","13050","","PG(18:2_22:3)+H",0,0,0,0,0,0,"7.71947962962963","8.01947962962963","13050","","PG(18:2_22:3)+H","825.56411","337.2737","391.3207","71.0856","95.0855","123.1168","7.71947962962963","8.01947962962963","13050"
"","PG(18:2_24:0)+H",0,0,0,0,0,0,"3.7889","4.0889","13894","","PG(18:2_24:0)+H",0,0,0,0,0,0,"3.7889","4.0889","13894","","PG(18:2_24:0)+H",0,0,0,0,0,0,"3.7889","4.0889","13894","","PG(18:2_24:0)+H",0,0,0,0,0,0,"3.7889","4.0889","13894","","PG(18:2_24:0)+H",0,0,0,0,0,0,"3.7889","4.0889","13894","","PG(18:2_24:0)+H","859.64231","337.2737","425.3989","71.0856","95.0855","123.1168","3.7889","4.0889","13894"
"","PG(18:2_25:0)+H",0,0,0,0,0,0,"8.14518333333333","8.44518333333333","14415","","PG(18:2_25:0)+H",0,0,0,0,0,0,"8.14518333333333","8.44518333333333","14415","","PG(18:2_25:0)+H",0,0,0,0,0,0,"8.14518333333333","8.44518333333333","14415","","PG(18:2_25:0)+H",0,0,0,0,0,0,"8.14518333333333","8.44518333333333","14415","","PG(18:2_25:0)+H",0,0,0,0,0,0,"8.14518333333333","8.44518333333333","14415","","PG(18:2_25:0)+H","873.65801","337.2737","439.4146","71.0856","95.0855","123.1168","8.14518333333333","8.44518333333333","14415"
"","PG(18:3_20:5)+H",0,0,0,0,0,0,"1.4576125","1.7576125","10520","","PG(18:3_20:5)+H",0,0,0,0,0,0,"1.4576125","1.7576125","10520","","PG(18:3_20:5)+H",0,0,0,0,0,0,"1.4576125","1.7576125","10520","","PG(18:3_20:5)+H",0,0,0,0,0,0,"1.4576125","1.7576125","10520","","PG(18:3_20:5)+H",0,0,0,0,0,0,"1.4576125","1.7576125","10520","","PG(18:3_20:5)+H","791.48591","335.2581","359.2581","71.0856","95.0855","123.1168","1.4576125","1.7576125","10520"
"","PG(18:3_21:0)+H",0,0,0,0,0,0,"6.78260151515152","7.08260151515152","18808","","PG(18:3_21:0)+H",0,0,0,0,0,0,"6.78260151515152","7.08260151515152","18808","","PG(18:3_21:0)+H",0,0,0,0,0,0,"6.78260151515152","7.08260151515152","18808","","PG(18:3_21:0)+H",0,0,0,0,0,0,"6.78260151515152","7.08260151515152","18808","","PG(18:3_21:0)+H",0,0,0,0,0,0,"6.78260151515152","7.08260151515152","18808","","PG(18:3_21:0)+H","815.57981","335.2581","383.352","71.0856","95.0855","123.1168","6.78260151515152","7.08260151515152","18808"
"","PG(18:3_22:1)+H",0,0,0,0,0,0,"6.60239027777778","6.90239027777778","3472","","PG(18:3_22:1)+H",0,0,0,0,0,0,"6.60239027777778","6.90239027777778","3472","","PG(18:3_22:1)+H",0,0,0,0,0,0,"6.60239027777778","6.90239027777778","3472","","PG(18:3_22:1)+H",0,0,0,0,0,0,"6.60239027777778","6.90239027777778","3472","","PG(18:3_22:1)+H",0,0,0,0,0,0,"6.60239027777778","6.90239027777778","3472","","PG(18:3_22:1)+H","827.57981","335.2581","395.352","71.0856","95.0855","123.1168","6.60239027777778","6.90239027777778","3472"
"","PG(18:3_22:2)+H",0,0,0,0,0,0,"7.71947962962963","8.01947962962963","13050","","PG(18:3_22:2)+H",0,0,0,0,0,0,"7.71947962962963","8.01947962962963","13050","","PG(18:3_22:2)+H",0,0,0,0,0,0,"7.71947962962963","8.01947962962963","13050","","PG(18:3_22:2)+H",0,0,0,0,0,0,"7.71947962962963","8.01947962962963","13050","","PG(18:3_22:2)+H",0,0,0,0,0,0,"7.71947962962963","8.01947962962963","13050","","PG(18:3_22:2)+H","825.56411","335.2581","393.3363","71.0856","95.0855","123.1168","7.71947962962963","8.01947962962963","13050"
"","PG(18:4_22:0)+H",0,0,0,0,0,0,"6.60239027777778","6.90239027777778","3472","","PG(18:4_22:0)+H",0,0,0,0,0,0,"6.60239027777778","6.90239027777778","3472","","PG(18:4_22:0)+H",0,0,0,0,0,0,"6.60239027777778","6.90239027777778","3472","","PG(18:4_22:0)+H",0,0,0,0,0,0,"6.60239027777778","6.90239027777778","3472","","PG(18:4_22:0)+H",0,0,0,0,0,0,"6.60239027777778","6.90239027777778","3472","","PG(18:4_22:0)+H","827.57971","333.2424","397.3676","71.0856","95.0855","123.1168","6.60239027777778","6.90239027777778","3472"
"","PG(18:4_22:1)+H",0,0,0,0,0,0,"7.71947962962963","8.01947962962963","13050","","PG(18:4_22:1)+H",0,0,0,0,0,0,"7.71947962962963","8.01947962962963","13050","","PG(18:4_22:1)+H",0,0,0,0,0,0,"7.71947962962963","8.01947962962963","13050","","PG(18:4_22:1)+H",0,0,0,0,0,0,"7.71947962962963","8.01947962962963","13050","","PG(18:4_22:1)+H",0,0,0,0,0,0,"7.71947962962963","8.01947962962963","13050","","PG(18:4_22:1)+H","825.56411","333.2424","395.352","71.0856","95.0855","123.1168","7.71947962962963","8.01947962962963","13050"
"","PG(18:4_24:1)+H",0,0,0,0,0,0,"7.94672083333333","8.24672083333333","2024","","PG(18:4_24:1)+H",0,0,0,0,0,0,"7.94672083333333","8.24672083333333","2024","","PG(18:4_24:1)+H",0,0,0,0,0,0,"7.94672083333333","8.24672083333333","2024","","PG(18:4_24:1)+H",0,0,0,0,0,0,"7.94672083333333","8.24672083333333","2024","","PG(18:4_24:1)+H",0,0,0,0,0,0,"7.94672083333333","8.24672083333333","2024","","PG(18:4_24:1)+H","853.59541","333.2424","423.3833","71.0856","95.0855","123.1168","7.94672083333333","8.24672083333333","2024"
"","PG(19:0_20:0)+H",0,0,0,0,0,0,"7.31404259259259","7.61404259259259","14274","","PG(19:0_20:0)+H",0,0,0,0,0,0,"7.31404259259259","7.61404259259259","14274","","PG(19:0_20:0)+H",0,0,0,0,0,0,"7.31404259259259","7.61404259259259","14274","","PG(19:0_20:0)+H",0,0,0,0,0,0,"7.31404259259259","7.61404259259259","14274","","PG(19:0_20:0)+H",0,0,0,0,0,0,"7.31404259259259","7.61404259259259","14274","","PG(19:0_20:0)+H","821.62671","355.3207","369.3363","71.0856","95.0855","123.1168","7.31404259259259","7.61404259259259","14274"
"","PG(19:0_20:1)+H",0,0,0,0,0,0,"6.77162083333333","7.07162083333333","1104","","PG(19:0_20:1)+H",0,0,0,0,0,0,"6.77162083333333","7.07162083333333","1104","","PG(19:0_20:1)+H",0,0,0,0,0,0,"6.77162083333333","7.07162083333333","1104","","PG(19:0_20:1)+H",0,0,0,0,0,0,"6.77162083333333","7.07162083333333","1104","","PG(19:0_20:1)+H",0,0,0,0,0,0,"6.77162083333333","7.07162083333333","1104","","PG(19:0_20:1)+H","819.61111","355.3207","367.3207","71.0856","95.0855","123.1168","6.77162083333333","7.07162083333333","1104"
"","PG(19:0_20:3)+H",0,0,0,0,0,0,"6.78260151515152","7.08260151515152","18808","","PG(19:0_20:3)+H",0,0,0,0,0,0,"6.78260151515152","7.08260151515152","18808","","PG(19:0_20:3)+H",0,0,0,0,0,0,"6.78260151515152","7.08260151515152","18808","","PG(19:0_20:3)+H",0,0,0,0,0,0,"6.78260151515152","7.08260151515152","18808","","PG(19:0_20:3)+H",0,0,0,0,0,0,"6.78260151515152","7.08260151515152","18808","","PG(19:0_20:3)+H","815.57981","355.3207","363.2894","71.0856","95.0855","123.1168","6.78260151515152","7.08260151515152","18808"
