"Confirmed fragments if intensity is above 1000 and number of scans is greater than or equal to 1","AcCa","[M+H]+","NL_N(CH3)3","NL_RCOOH","RCO","NL_FA&N(CH3)3","RT_min","RT_max","Comment","RT at Max Intensity","AcCa","[M+H]+","NL_N(CH3)3","NL_RCOOH","RCO","NL_FA&N(CH3)3","RT_min","RT_max","Comment","Number of Scans","AcCa","[M+H]+","NL_N(CH3)3","NL_RCOOH","RCO","NL_FA&N(CH3)3","RT_min","RT_max","Comment","Max Intensity","AcCa","[M+H]+","NL_N(CH3)3","NL_RCOOH","RCO","NL_FA&N(CH3)3","RT_min","RT_max","Comment","Average m/z","AcCa","[M+H]+","NL_N(CH3)3","NL_RCOOH","RCO","NL_FA&N(CH3)3","RT_min","RT_max","Comment","Theoretical, Library Parent Hits","AcCa","[M+H]+","NL_N(CH3)3","NL_RCOOH","RCO","NL_FA&N(CH3)3","RT_min","RT_max","Comment"
"","AcCa(12:0)+H",0,0,0,0,0,"0.292175","0.592175","1694","","AcCa(12:0)+H",0,0,0,0,0,"0.292175","0.592175","1694","","AcCa(12:0)+H",0,0,0,0,0,"0.292175","0.592175","1694","","AcCa(12:0)+H",0,0,0,0,0,"0.292175","0.592175","1694","","AcCa(12:0)+H",0,0,0,0,0,"0.292175","0.592175","1694","","AcCa(12:0)+H","344.27955","285.20605","144.10191","183.17446","85.0284","0.292175","0.592175","1694"
"","AcCa(14:2)+H",0,0,0,0,0,"0.283904166666667","0.583904166666667","2023","","AcCa(14:2)+H",0,0,0,0,0,"0.283904166666667","0.583904166666667","2023","","AcCa(14:2)+H",0,0,0,0,0,"0.283904166666667","0.583904166666667","2023","","AcCa(14:2)+H",0,0,0,0,0,"0.283904166666667","0.583904166666667","2023","","AcCa(14:2)+H",0,0,0,0,0,"0.283904166666667","0.583904166666667","2023","","AcCa(14:2)+H","368.27955","309.20605","144.10191","207.17446","85.0284","0.283904166666667","0.583904166666667","2023"
"","AcCa(14:1)+H",0,0,0,0,0,"0.674023611111111","0.974023611111111","1206","","AcCa(14:1)+H",0,0,0,0,0,"0.674023611111111","0.974023611111111","1206","","AcCa(14:1)+H",0,0,0,0,0,"0.674023611111111","0.974023611111111","1206","","AcCa(14:1)+H",0,0,0,0,0,"0.674023611111111","0.974023611111111","1206","","AcCa(14:1)+H",0,0,0,0,0,"0.674023611111111","0.974023611111111","1206","","AcCa(14:1)+H","370.29521","311.22171","144.10191","209.19012","85.0284","0.674023611111111","0.974023611111111","1206"
"","AcCa(14:1)+H",0,0,0,0,0,"0.343763888888889","0.643763888888889","1281","","AcCa(14:1)+H",0,0,0,0,0,"0.343763888888889","0.643763888888889","1281","","AcCa(14:1)+H",0,0,0,0,0,"0.343763888888889","0.643763888888889","1281","","AcCa(14:1)+H",0,0,0,0,0,"0.343763888888889","0.643763888888889","1281","","AcCa(14:1)+H",0,0,0,0,0,"0.343763888888889","0.643763888888889","1281","","AcCa(14:1)+H","370.29521","311.22171","144.10191","209.19012","85.0284","0.343763888888889","0.643763888888889","1281"
"","AcCa(14:1)+H",0,0,0,0,0,"0.91814444444444","1.21814444444444","8791","","AcCa(14:1)+H",0,0,0,0,0,"0.91814444444444","1.21814444444444","8791","","AcCa(14:1)+H",0,0,0,0,0,"0.91814444444444","1.21814444444444","8791","","AcCa(14:1)+H",0,0,0,0,0,"0.91814444444444","1.21814444444444","8791","","AcCa(14:1)+H",0,0,0,0,0,"0.91814444444444","1.21814444444444","8791","","AcCa(14:1)+H","370.29521","311.22171","144.10191","209.19012","85.0284","0.91814444444444","1.21814444444444","8791"
"","AcCa(14:1)+H",0,0,0,0,0,"1.12593888888889","1.42593888888889","8880","","AcCa(14:1)+H",0,0,0,0,0,"1.12593888888889","1.42593888888889","8880","","AcCa(14:1)+H",0,0,0,0,0,"1.12593888888889","1.42593888888889","8880","","AcCa(14:1)+H",0,0,0,0,0,"1.12593888888889","1.42593888888889","8880","","AcCa(14:1)+H",0,0,0,0,0,"1.12593888888889","1.42593888888889","8880","","AcCa(14:1)+H","370.29521","311.22171","144.10191","209.19012","85.0284","1.12593888888889","1.42593888888889","8880"
"","AcCa(14:1)+H",0,0,0,0,0,"14.7390444444444","15.0390444444444","16339","","AcCa(14:1)+H",0,0,0,0,0,"14.7390444444444","15.0390444444444","16339","","AcCa(14:1)+H",0,0,0,0,0,"14.7390444444444","15.0390444444444","16339","","AcCa(14:1)+H",0,0,0,0,0,"14.7390444444444","15.0390444444444","16339","","AcCa(14:1)+H",0,0,0,0,0,"14.7390444444444","15.0390444444444","16339","","AcCa(14:1)+H","370.29521","311.22171","144.10191","209.19012","85.0284","14.7390444444444","15.0390444444444","16339"
"","AcCa(14:0)+H",0,0,0,0,0,"0.464419444444445","0.764419444444445","1640","","AcCa(14:0)+H",0,0,0,0,0,"0.464419444444445","0.764419444444445","1640","","AcCa(14:0)+H",0,0,0,0,0,"0.464419444444445","0.764419444444445","1640","","AcCa(14:0)+H",0,0,0,0,0,"0.464419444444445","0.764419444444445","1640","","AcCa(14:0)+H",0,0,0,0,0,"0.464419444444445","0.764419444444445","1640","","AcCa(14:0)+H","372.31086","313.23736","144.10191","211.20578","85.0284","0.464419444444445","0.764419444444445","1640"
"","AcCa(14:1-OH)+H",0,0,0,0,0,"0.306177777777778","0.606177777777778","9813","","AcCa(14:1-OH)+H",0,0,0,0,0,"0.306177777777778","0.606177777777778","9813","","AcCa(14:1-OH)+H",0,0,0,0,0,"0.306177777777778","0.606177777777778","9813","","AcCa(14:1-OH)+H",0,0,0,0,0,"0.306177777777778","0.606177777777778","9813","","AcCa(14:1-OH)+H",0,0,0,0,0,"0.306177777777778","0.606177777777778","9813","","AcCa(14:1-OH)+H","386.29013","327.21663","144.10191","225.18504","85.0284","0.306177777777778","0.606177777777778","9813"
"","AcCa(12DC)+H",0,0,0,0,0,"0.346430555555556","0.646430555555556","5432","","AcCa(12DC)+H",0,0,0,0,0,"0.346430555555556","0.646430555555556","5432","","AcCa(12DC)+H",0,0,0,0,0,"0.346430555555556","0.646430555555556","5432","","AcCa(12DC)+H",0,0,0,0,0,"0.346430555555556","0.646430555555556","5432","","AcCa(12DC)+H",0,0,0,0,0,"0.346430555555556","0.646430555555556","5432","","AcCa(12DC)+H","388.30578","329.23228","144.10191","212.14081","85.0284","0.346430555555556","0.646430555555556","5432"
"","AcCa(14-OH)+H",0,0,0,0,0,"0.346430555555556","0.646430555555556","5432","","AcCa(14-OH)+H",0,0,0,0,0,"0.346430555555556","0.646430555555556","5432","","AcCa(14-OH)+H",0,0,0,0,0,"0.346430555555556","0.646430555555556","5432","","AcCa(14-OH)+H",0,0,0,0,0,"0.346430555555556","0.646430555555556","5432","","AcCa(14-OH)+H",0,0,0,0,0,"0.346430555555556","0.646430555555556","5432","","AcCa(14-OH)+H","388.30578","329.23228","144.10191","227.2007","85.0284","0.346430555555556","0.646430555555556","5432"
"","AcCa(16:2)+H",0,0,0,0,0,"0.372379166666667","0.672379166666667","3805","","AcCa(16:2)+H",0,0,0,0,0,"0.372379166666667","0.672379166666667","3805","","AcCa(16:2)+H",0,0,0,0,0,"0.372379166666667","0.672379166666667","3805","","AcCa(16:2)+H",0,0,0,0,0,"0.372379166666667","0.672379166666667","3805","","AcCa(16:2)+H",0,0,0,0,0,"0.372379166666667","0.672379166666667","3805","","AcCa(16:2)+H","396.31086","337.23736","144.10191","235.20578","85.0284","0.372379166666667","0.672379166666667","3805"
"","AcCa(16:2)+H",0,0,0,0,0,"4.94341944444444","5.24341944444444","12427","","AcCa(16:2)+H",0,0,0,0,0,"4.94341944444444","5.24341944444444","12427","","AcCa(16:2)+H",0,0,0,0,0,"4.94341944444444","5.24341944444444","12427","","AcCa(16:2)+H",0,0,0,0,0,"4.94341944444444","5.24341944444444","12427","","AcCa(16:2)+H",0,0,0,0,0,"4.94341944444444","5.24341944444444","12427","","AcCa(16:2)+H","396.31086","337.23736","144.10191","235.20578","85.0284","4.94341944444444","5.24341944444444","12427"
"","AcCa(16:1)+H",0,0,0,0,0,"0.484563888888889","0.784563888888889","1475","","AcCa(16:1)+H",0,0,0,0,0,"0.484563888888889","0.784563888888889","1475","","AcCa(16:1)+H",0,0,0,0,0,"0.484563888888889","0.784563888888889","1475","","AcCa(16:1)+H",0,0,0,0,0,"0.484563888888889","0.784563888888889","1475","","AcCa(16:1)+H",0,0,0,0,0,"0.484563888888889","0.784563888888889","1475","","AcCa(16:1)+H","398.32651","339.25301","144.10191","237.22144","85.0284","0.484563888888889","0.784563888888889","1475"
"","AcCa(16:1)+H",0,0,0,0,0,"1.75343888888889","2.05343888888889","15863","","AcCa(16:1)+H",0,0,0,0,0,"1.75343888888889","2.05343888888889","15863","","AcCa(16:1)+H",0,0,0,0,0,"1.75343888888889","2.05343888888889","15863","","AcCa(16:1)+H",0,0,0,0,0,"1.75343888888889","2.05343888888889","15863","","AcCa(16:1)+H",0,0,0,0,0,"1.75343888888889","2.05343888888889","15863","","AcCa(16:1)+H","398.32651","339.25301","144.10191","237.22144","85.0284","1.75343888888889","2.05343888888889","15863"
"","AcCa(16:1)+H",0,0,0,0,0,"16.3127138888889","16.6127138888889","18680","","AcCa(16:1)+H",0,0,0,0,0,"16.3127138888889","16.6127138888889","18680","","AcCa(16:1)+H",0,0,0,0,0,"16.3127138888889","16.6127138888889","18680","","AcCa(16:1)+H",0,0,0,0,0,"16.3127138888889","16.6127138888889","18680","","AcCa(16:1)+H",0,0,0,0,0,"16.3127138888889","16.6127138888889","18680","","AcCa(16:1)+H","398.32651","339.25301","144.10191","237.22144","85.0284","16.3127138888889","16.6127138888889","18680"
"","AcCa(16:0)+H",1,1,1,1,1,"0.694738888888889","0.994738888888889","702","","AcCa(16:0)+H",0.8168742,0.8168742,0.8168742,0.8168742,0.8168742,"0.694738888888889","0.994738888888889","702","","AcCa(16:0)+H",1,1,1,1,1,"0.694738888888889","0.994738888888889","702","","AcCa(16:0)+H",1235414,102767.2,12001.48,22256.65,332049.3,"0.694738888888889","0.994738888888889","702","","AcCa(16:0)+H",400.3427,341.2691,144.1022,239.2372,85.02854,"0.694738888888889","0.994738888888889","702","","AcCa(16:0)+H","400.34216","341.26866","144.10191","239.2371","85.0284","0.694738888888889","0.994738888888889","702"
"","AcCa(16:0)+H",0,0,0,0,0,"0.90144545454545","1.20144545454545","5308","","AcCa(16:0)+H",0,0,0,0,0,"0.90144545454545","1.20144545454545","5308","","AcCa(16:0)+H",0,0,0,0,0,"0.90144545454545","1.20144545454545","5308","","AcCa(16:0)+H",0,0,0,0,0,"0.90144545454545","1.20144545454545","5308","","AcCa(16:0)+H",0,0,0,0,0,"0.90144545454545","1.20144545454545","5308","","AcCa(16:0)+H","400.34216","341.26866","144.10191","239.2371","85.0284","0.90144545454545","1.20144545454545","5308"
"","AcCa(16:0)+H",0,0,0,0,0,"0.446275757575758","0.746275757575758","14627","","AcCa(16:0)+H",0,0,0,0,0,"0.446275757575758","0.746275757575758","14627","","AcCa(16:0)+H",0,0,0,0,0,"0.446275757575758","0.746275757575758","14627","","AcCa(16:0)+H",0,0,0,0,0,"0.446275757575758","0.746275757575758","14627","","AcCa(16:0)+H",0,0,0,0,0,"0.446275757575758","0.746275757575758","14627","","AcCa(16:0)+H","400.34216","341.26866","144.10191","239.2371","85.0284","0.446275757575758","0.746275757575758","14627"
"","AcCa(16:0)+H",0,0,0,0,1,"1.10978333333333","1.40978333333333","18572","","AcCa(16:0)+H",0,0,0,0,1.359127,"1.10978333333333","1.40978333333333","18572","","AcCa(16:0)+H",0,0,0,0,1,"1.10978333333333","1.40978333333333","18572","","AcCa(16:0)+H",0,0,0,0,1549.624,"1.10978333333333","1.40978333333333","18572","","AcCa(16:0)+H",0,0,0,0,85.02864,"1.10978333333333","1.40978333333333","18572","","AcCa(16:0)+H","400.34216","341.26866","144.10191","239.2371","85.0284","1.10978333333333","1.40978333333333","18572"
"","AcCa(14:1DC)+H",0,0,0,0,0,"0.668827777777778","0.968827777777778","1048","","AcCa(14:1DC)+H",0,0,0,0,0,"0.668827777777778","0.968827777777778","1048","","AcCa(14:1DC)+H",0,0,0,0,0,"0.668827777777778","0.968827777777778","1048","","AcCa(14:1DC)+H",0,0,0,0,0,"0.668827777777778","0.968827777777778","1048","","AcCa(14:1DC)+H",0,0,0,0,0,"0.668827777777778","0.968827777777778","1048","","AcCa(14:1DC)+H","414.32143","355.24793","144.10191","238.15647","85.0284","0.668827777777778","0.968827777777778","1048"
"","AcCa(14:1DC)+H",0,0,0,0,0,"0.346259722222222","0.646259722222222","9897","","AcCa(14:1DC)+H",0,0,0,0,0,"0.346259722222222","0.646259722222222","9897","","AcCa(14:1DC)+H",0,0,0,0,0,"0.346259722222222","0.646259722222222","9897","","AcCa(14:1DC)+H",0,0,0,0,0,"0.346259722222222","0.646259722222222","9897","","AcCa(14:1DC)+H",0,0,0,0,0,"0.346259722222222","0.646259722222222","9897","","AcCa(14:1DC)+H","414.32143","355.24793","144.10191","238.15647","85.0284","0.346259722222222","0.646259722222222","9897"
"","AcCa(14:1DC)+H",0,0,0,0,0,"1.11682777777778","1.41682777777778","10748","","AcCa(14:1DC)+H",0,0,0,0,0,"1.11682777777778","1.41682777777778","10748","","AcCa(14:1DC)+H",0,0,0,0,0,"1.11682777777778","1.41682777777778","10748","","AcCa(14:1DC)+H",0,0,0,0,0,"1.11682777777778","1.41682777777778","10748","","AcCa(14:1DC)+H",0,0,0,0,0,"1.11682777777778","1.41682777777778","10748","","AcCa(14:1DC)+H","414.32143","355.24793","144.10191","238.15647","85.0284","1.11682777777778","1.41682777777778","10748"
"","AcCa(14:1DC)+H",0,0,0,0,0,"0.89188611111111","1.19188611111111","14917","","AcCa(14:1DC)+H",0,0,0,0,0,"0.89188611111111","1.19188611111111","14917","","AcCa(14:1DC)+H",0,0,0,0,0,"0.89188611111111","1.19188611111111","14917","","AcCa(14:1DC)+H",0,0,0,0,0,"0.89188611111111","1.19188611111111","14917","","AcCa(14:1DC)+H",0,0,0,0,0,"0.89188611111111","1.19188611111111","14917","","AcCa(14:1DC)+H","414.32143","355.24793","144.10191","238.15647","85.0284","0.89188611111111","1.19188611111111","14917"
"","AcCa(16:1-OH)+H",0,0,0,0,0,"0.668827777777778","0.968827777777778","1048","","AcCa(16:1-OH)+H",0,0,0,0,0,"0.668827777777778","0.968827777777778","1048","","AcCa(16:1-OH)+H",0,0,0,0,0,"0.668827777777778","0.968827777777778","1048","","AcCa(16:1-OH)+H",0,0,0,0,0,"0.668827777777778","0.968827777777778","1048","","AcCa(16:1-OH)+H",0,0,0,0,0,"0.668827777777778","0.968827777777778","1048","","AcCa(16:1-OH)+H","414.32143","355.24793","144.10191","253.21636","85.0284","0.668827777777778","0.968827777777778","1048"
"","AcCa(16:1-OH)+H",0,0,0,0,0,"0.346259722222222","0.646259722222222","9897","","AcCa(16:1-OH)+H",0,0,0,0,0,"0.346259722222222","0.646259722222222","9897","","AcCa(16:1-OH)+H",0,0,0,0,0,"0.346259722222222","0.646259722222222","9897","","AcCa(16:1-OH)+H",0,0,0,0,0,"0.346259722222222","0.646259722222222","9897","","AcCa(16:1-OH)+H",0,0,0,0,0,"0.346259722222222","0.646259722222222","9897","","AcCa(16:1-OH)+H","414.32143","355.24793","144.10191","253.21636","85.0284","0.346259722222222","0.646259722222222","9897"
"","AcCa(16:1-OH)+H",0,0,0,0,0,"1.11682777777778","1.41682777777778","10748","","AcCa(16:1-OH)+H",0,0,0,0,0,"1.11682777777778","1.41682777777778","10748","","AcCa(16:1-OH)+H",0,0,0,0,0,"1.11682777777778","1.41682777777778","10748","","AcCa(16:1-OH)+H",0,0,0,0,0,"1.11682777777778","1.41682777777778","10748","","AcCa(16:1-OH)+H",0,0,0,0,0,"1.11682777777778","1.41682777777778","10748","","AcCa(16:1-OH)+H","414.32143","355.24793","144.10191","253.21636","85.0284","1.11682777777778","1.41682777777778","10748"
"","AcCa(16:1-OH)+H",0,0,0,0,0,"0.89188611111111","1.19188611111111","14917","","AcCa(16:1-OH)+H",0,0,0,0,0,"0.89188611111111","1.19188611111111","14917","","AcCa(16:1-OH)+H",0,0,0,0,0,"0.89188611111111","1.19188611111111","14917","","AcCa(16:1-OH)+H",0,0,0,0,0,"0.89188611111111","1.19188611111111","14917","","AcCa(16:1-OH)+H",0,0,0,0,0,"0.89188611111111","1.19188611111111","14917","","AcCa(16:1-OH)+H","414.32143","355.24793","144.10191","253.21636","85.0284","0.89188611111111","1.19188611111111","14917"
"","AcCa(14DC)+H",0,0,0,0,0,"0.480904166666667","0.780904166666667","6182","","AcCa(14DC)+H",0,0,0,0,0,"0.480904166666667","0.780904166666667","6182","","AcCa(14DC)+H",0,0,0,0,0,"0.480904166666667","0.780904166666667","6182","","AcCa(14DC)+H",0,0,0,0,0,"0.480904166666667","0.780904166666667","6182","","AcCa(14DC)+H",0,0,0,0,0,"0.480904166666667","0.780904166666667","6182","","AcCa(14DC)+H","416.33708","357.26358","144.10191","240.17213","85.0284","0.480904166666667","0.780904166666667","6182"
"","AcCa(16-OH)+H",0,0,0,0,0,"0.480904166666667","0.780904166666667","6182","","AcCa(16-OH)+H",0,0,0,0,0,"0.480904166666667","0.780904166666667","6182","","AcCa(16-OH)+H",0,0,0,0,0,"0.480904166666667","0.780904166666667","6182","","AcCa(16-OH)+H",0,0,0,0,0,"0.480904166666667","0.780904166666667","6182","","AcCa(16-OH)+H",0,0,0,0,0,"0.480904166666667","0.780904166666667","6182","","AcCa(16-OH)+H","416.33708","357.26358","144.10191","255.23202","85.0284","0.480904166666667","0.780904166666667","6182"
"","AcCa(18:2)+H",1,1,1,1,1,"0.531104166666667","0.831104166666667","433","","AcCa(18:2)+H",0.7041369,0.7041369,0.7041369,0.7041369,0.7041369,"0.531104166666667","0.831104166666667","433","","AcCa(18:2)+H",1,1,1,1,1,"0.531104166666667","0.831104166666667","433","","AcCa(18:2)+H",1949175,13041.75,19577.36,12699.93,440539.1,"0.531104166666667","0.831104166666667","433","","AcCa(18:2)+H",424.3427,365.2692,144.1022,263.2372,85.02856,"0.531104166666667","0.831104166666667","433","","AcCa(18:2)+H","424.34216","365.26866","144.10191","263.2371","85.0284","0.531104166666667","0.831104166666667","433"
"","AcCa(18:1)+H",1,1,1,1,1,"0.746168055555556","1.04616805555556","638","","AcCa(18:1)+H",0.8888459,0.8888459,0.8888459,0.8888459,0.8888459,"0.746168055555556","1.04616805555556","638","","AcCa(18:1)+H",2,2,2,2,2,"0.746168055555556","1.04616805555556","638","","AcCa(18:1)+H",1107602,42696.51,8128.826,14451.17,234812.1,"0.746168055555556","1.04616805555556","638","","AcCa(18:1)+H",426.35815,367.2847,144.10215,265.25285,85.028525,"0.746168055555556","1.04616805555556","638","","AcCa(18:1)+H","426.35781","367.28431","144.10191","265.25276","85.0284","0.746168055555556","1.04616805555556","638"
"","AcCa(18:1)+H",0,0,0,0,0,"0.468766666666667","0.768766666666667","5481","","AcCa(18:1)+H",0,0,0,0,0,"0.468766666666667","0.768766666666667","5481","","AcCa(18:1)+H",0,0,0,0,0,"0.468766666666667","0.768766666666667","5481","","AcCa(18:1)+H",0,0,0,0,0,"0.468766666666667","0.768766666666667","5481","","AcCa(18:1)+H",0,0,0,0,0,"0.468766666666667","0.768766666666667","5481","","AcCa(18:1)+H","426.35781","367.28431","144.10191","265.25276","85.0284","0.468766666666667","0.768766666666667","5481"
"","AcCa(18:1)+H",0,0,0,0,0,"1.41434583333333","1.71434583333333","8133","","AcCa(18:1)+H",0,0,0,0,0,"1.41434583333333","1.71434583333333","8133","","AcCa(18:1)+H",0,0,0,0,0,"1.41434583333333","1.71434583333333","8133","","AcCa(18:1)+H",0,0,0,0,0,"1.41434583333333","1.71434583333333","8133","","AcCa(18:1)+H",0,0,0,0,0,"1.41434583333333","1.71434583333333","8133","","AcCa(18:1)+H","426.35781","367.28431","144.10191","265.25276","85.0284","1.41434583333333","1.71434583333333","8133"
"","AcCa(18:0)+H",1,1,1,1,1,"1.15152083333333","1.45152083333333","877","","AcCa(18:0)+H",1.297415,1.297415,1.297415,1.297415,1.297415,"1.15152083333333","1.45152083333333","877","","AcCa(18:0)+H",1,1,1,1,1,"1.15152083333333","1.45152083333333","877","","AcCa(18:0)+H",718438.9,47303.42,4720.517,9788.578,174339.4,"1.15152083333333","1.45152083333333","877","","AcCa(18:0)+H",428.3746,369.3009,144.1023,267.2689,85.02863,"1.15152083333333","1.45152083333333","877","","AcCa(18:0)+H","428.37346","369.29996","144.10191","267.26842","85.0284","1.15152083333333","1.45152083333333","877"
"","AcCa(18:0)+H",0,0,0,0,0,"4.09392361111111","4.39392361111111","3867","","AcCa(18:0)+H",0,0,0,0,0,"4.09392361111111","4.39392361111111","3867","","AcCa(18:0)+H",0,0,0,0,0,"4.09392361111111","4.39392361111111","3867","","AcCa(18:0)+H",0,0,0,0,0,"4.09392361111111","4.39392361111111","3867","","AcCa(18:0)+H",0,0,0,0,0,"4.09392361111111","4.39392361111111","3867","","AcCa(18:0)+H","428.37346","369.29996","144.10191","267.26842","85.0284","4.09392361111111","4.39392361111111","3867"
"","AcCa(18:0)+H",0,0,0,0,0,"1.33884242424242","1.63884242424242","6619","","AcCa(18:0)+H",0,0,0,0,0,"1.33884242424242","1.63884242424242","6619","","AcCa(18:0)+H",0,0,0,0,0,"1.33884242424242","1.63884242424242","6619","","AcCa(18:0)+H",0,0,0,0,0,"1.33884242424242","1.63884242424242","6619","","AcCa(18:0)+H",0,0,0,0,0,"1.33884242424242","1.63884242424242","6619","","AcCa(18:0)+H","428.37346","369.29996","144.10191","267.26842","85.0284","1.33884242424242","1.63884242424242","6619"
"","AcCa(18:0)+H",0,0,0,0,0,"0.415883333333333","0.715883333333333","13911","","AcCa(18:0)+H",0,0,0,0,0,"0.415883333333333","0.715883333333333","13911","","AcCa(18:0)+H",0,0,0,0,0,"0.415883333333333","0.715883333333333","13911","","AcCa(18:0)+H",0,0,0,0,0,"0.415883333333333","0.715883333333333","13911","","AcCa(18:0)+H",0,0,0,0,0,"0.415883333333333","0.715883333333333","13911","","AcCa(18:0)+H","428.37346","369.29996","144.10191","267.26842","85.0284","0.415883333333333","0.715883333333333","13911"
"","AcCa(18:2-OH)+H",0,0,0,0,0,"0.421656944444444","0.721656944444444","7324","","AcCa(18:2-OH)+H",0,0,0,0,0,"0.421656944444444","0.721656944444444","7324","","AcCa(18:2-OH)+H",0,0,0,0,0,"0.421656944444444","0.721656944444444","7324","","AcCa(18:2-OH)+H",0,0,0,0,0,"0.421656944444444","0.721656944444444","7324","","AcCa(18:2-OH)+H",0,0,0,0,0,"0.421656944444444","0.721656944444444","7324","","AcCa(18:2-OH)+H","440.33708","381.26358","144.10191","279.23202","85.0284","0.421656944444444","0.721656944444444","7324"
"","AcCa(18:1-OH)+H",0,0,0,0,0,"0.652906944444445","0.952906944444445","11599","","AcCa(18:1-OH)+H",0,0,0,0,0,"0.652906944444445","0.952906944444445","11599","","AcCa(18:1-OH)+H",0,0,0,0,0,"0.652906944444445","0.952906944444445","11599","","AcCa(18:1-OH)+H",0,0,0,0,0,"0.652906944444445","0.952906944444445","11599","","AcCa(18:1-OH)+H",0,0,0,0,0,"0.652906944444445","0.952906944444445","11599","","AcCa(18:1-OH)+H","442.35273","383.27923","144.10191","281.24768","85.0284","0.652906944444445","0.952906944444445","11599"
"","AcCa(18:1-OH)+H",0,0,0,0,0,"0.531028787878788","0.831028787878788","18035","","AcCa(18:1-OH)+H",0,0,0,0,0,"0.531028787878788","0.831028787878788","18035","","AcCa(18:1-OH)+H",0,0,0,0,0,"0.531028787878788","0.831028787878788","18035","","AcCa(18:1-OH)+H",0,0,0,0,0,"0.531028787878788","0.831028787878788","18035","","AcCa(18:1-OH)+H",0,0,0,0,0,"0.531028787878788","0.831028787878788","18035","","AcCa(18:1-OH)+H","442.35273","383.27923","144.10191","281.24768","85.0284","0.531028787878788","0.831028787878788","18035"
"","AcCa(18-OH)+H",0,0,0,0,0,"0.411970833333333","0.711970833333333","15101","","AcCa(18-OH)+H",0,0,0,0,0,"0.411970833333333","0.711970833333333","15101","","AcCa(18-OH)+H",0,0,0,0,0,"0.411970833333333","0.711970833333333","15101","","AcCa(18-OH)+H",0,0,0,0,0,"0.411970833333333","0.711970833333333","15101","","AcCa(18-OH)+H",0,0,0,0,0,"0.411970833333333","0.711970833333333","15101","","AcCa(18-OH)+H","444.36838","385.29488","144.10191","283.26334","85.0284","0.411970833333333","0.711970833333333","15101"
"","AcCa(20:0)+H",0,0,0,0,0,"1.71034722222222","2.01034722222222","4107","","AcCa(20:0)+H",0,0,0,0,0,"1.71034722222222","2.01034722222222","4107","","AcCa(20:0)+H",0,0,0,0,0,"1.71034722222222","2.01034722222222","4107","","AcCa(20:0)+H",0,0,0,0,0,"1.71034722222222","2.01034722222222","4107","","AcCa(20:0)+H",0,0,0,0,0,"1.71034722222222","2.01034722222222","4107","","AcCa(20:0)+H","456.40476","397.33126","144.10191","295.29974","85.0284","1.71034722222222","2.01034722222222","4107"
"","AcCa(20:0)+H",0,0,0,0,0,"5.56959861111111","5.86959861111111","8946","","AcCa(20:0)+H",0,0,0,0,0,"5.56959861111111","5.86959861111111","8946","","AcCa(20:0)+H",0,0,0,0,0,"5.56959861111111","5.86959861111111","8946","","AcCa(20:0)+H",0,0,0,0,0,"5.56959861111111","5.86959861111111","8946","","AcCa(20:0)+H",0,0,0,0,0,"5.56959861111111","5.86959861111111","8946","","AcCa(20:0)+H","456.40476","397.33126","144.10191","295.29974","85.0284","5.56959861111111","5.86959861111111","8946"
"","AcCa(18:1DC)+H",0,0,0,0,0,"1.36423055555556","1.66423055555556","12074","","AcCa(18:1DC)+H",0,0,0,0,0,"1.36423055555556","1.66423055555556","12074","","AcCa(18:1DC)+H",0,0,0,0,0,"1.36423055555556","1.66423055555556","12074","","AcCa(18:1DC)+H",0,0,0,0,0,"1.36423055555556","1.66423055555556","12074","","AcCa(18:1DC)+H",0,0,0,0,0,"1.36423055555556","1.66423055555556","12074","","AcCa(18:1DC)+H","470.38398","411.31048","144.10191","294.21911","85.0284","1.36423055555556","1.66423055555556","12074"
"","AcCa(22:0)+H",0,0,0,0,0,"2.49815555555556","2.79815555555556","6325","","AcCa(22:0)+H",0,0,0,0,0,"2.49815555555556","2.79815555555556","6325","","AcCa(22:0)+H",0,0,0,0,0,"2.49815555555556","2.79815555555556","6325","","AcCa(22:0)+H",0,0,0,0,0,"2.49815555555556","2.79815555555556","6325","","AcCa(22:0)+H",0,0,0,0,0,"2.49815555555556","2.79815555555556","6325","","AcCa(22:0)+H","484.43606","425.36256","144.10191","323.33106","85.0284","2.49815555555556","2.79815555555556","6325"
"","AcCa(22:0)+H",0,0,0,0,0,"6.88092916666667","7.18092916666667","9871","","AcCa(22:0)+H",0,0,0,0,0,"6.88092916666667","7.18092916666667","9871","","AcCa(22:0)+H",0,0,0,0,0,"6.88092916666667","7.18092916666667","9871","","AcCa(22:0)+H",0,0,0,0,0,"6.88092916666667","7.18092916666667","9871","","AcCa(22:0)+H",0,0,0,0,0,"6.88092916666667","7.18092916666667","9871","","AcCa(22:0)+H","484.43606","425.36256","144.10191","323.33106","85.0284","6.88092916666667","7.18092916666667","9871"
