"Confirmed fragments if intensity is above 1000 and number of scans is greater than or equal to 1","PS","[M+Na]+","M+Na-87.03203","M+Na-97.9769 (H3PO4)","M+Na-185.00892","M+Na-C3H7NO6PNa","NL_87_T1_RCOOH","NL_87_T2_RCOOH","Phosphoserine+Na","RT_min","RT_max","Comment","RT at Max Intensity","PS","[M+Na]+","M+Na-87.03203","M+Na-97.9769 (H3PO4)","M+Na-185.00892","M+Na-C3H7NO6PNa","NL_87_T1_RCOOH","NL_87_T2_RCOOH","Phosphoserine+Na","RT_min","RT_max","Comment","Number of Scans","PS","[M+Na]+","M+Na-87.03203","M+Na-97.9769 (H3PO4)","M+Na-185.00892","M+Na-C3H7NO6PNa","NL_87_T1_RCOOH","NL_87_T2_RCOOH","Phosphoserine+Na","RT_min","RT_max","Comment","Max Intensity","PS","[M+Na]+","M+Na-87.03203","M+Na-97.9769 (H3PO4)","M+Na-185.00892","M+Na-C3H7NO6PNa","NL_87_T1_RCOOH","NL_87_T2_RCOOH","Phosphoserine+Na","RT_min","RT_max","Comment","Average m/z","PS","[M+Na]+","M+Na-87.03203","M+Na-97.9769 (H3PO4)","M+Na-185.00892","M+Na-C3H7NO6PNa","NL_87_T1_RCOOH","NL_87_T2_RCOOH","Phosphoserine+Na","RT_min","RT_max","Comment","Theoretical, Library Parent Hits","PS","[M+Na]+","M+Na-87.03203","M+Na-97.9769 (H3PO4)","M+Na-185.00892","M+Na-C3H7NO6PNa","NL_87_T1_RCOOH","NL_87_T2_RCOOH","Phosphoserine+Na","RT_min","RT_max","Comment"
"","PS(18:0_18:0)+Na",0,0,0,0,0,0,0,0,"3.79138333333333","4.09138333333333","8066","","PS(18:0_18:0)+Na",0,0,0,0,0,0,0,0,"3.79138333333333","4.09138333333333","8066","","PS(18:0_18:0)+Na",0,0,0,0,0,0,0,0,"3.79138333333333","4.09138333333333","8066","","PS(18:0_18:0)+Na",0,0,0,0,0,0,0,0,"3.79138333333333","4.09138333333333","8066","","PS(18:0_18:0)+Na",0,0,0,0,0,0,0,0,"3.79138333333333","4.09138333333333","8066","","PS(18:0_18:0)+Na","814.5568249","727.5247949","716.5799249","531.5710049","607.5659549","443.2532649","443.2532649","207.99872","3.79138333333333","4.09138333333333","8066"
"","PS(18:0_18:0)+Na",0,0,0,0,0,0,0,0,"3.39136944444444","3.69136944444444","8265","","PS(18:0_18:0)+Na",0,0,0,0,0,0,0,0,"3.39136944444444","3.69136944444444","8265","","PS(18:0_18:0)+Na",0,0,0,0,0,0,0,0,"3.39136944444444","3.69136944444444","8265","","PS(18:0_18:0)+Na",0,0,0,0,0,0,0,0,"3.39136944444444","3.69136944444444","8265","","PS(18:0_18:0)+Na",0,0,0,0,0,0,0,0,"3.39136944444444","3.69136944444444","8265","","PS(18:0_18:0)+Na","814.5568249","727.5247949","716.5799249","531.5710049","607.5659549","443.2532649","443.2532649","207.99872","3.39136944444444","3.69136944444444","8265"
"","PS(18:0_18:0)+Na",0,0,0,0,0,0,0,0,"4.12585277777778","4.42585277777778","13405","","PS(18:0_18:0)+Na",0,0,0,0,0,0,0,0,"4.12585277777778","4.42585277777778","13405","","PS(18:0_18:0)+Na",0,0,0,0,0,0,0,0,"4.12585277777778","4.42585277777778","13405","","PS(18:0_18:0)+Na",0,0,0,0,0,0,0,0,"4.12585277777778","4.42585277777778","13405","","PS(18:0_18:0)+Na",0,0,0,0,0,0,0,0,"4.12585277777778","4.42585277777778","13405","","PS(18:0_18:0)+Na","814.5568249","727.5247949","716.5799249","531.5710049","607.5659549","443.2532649","443.2532649","207.99872","4.12585277777778","4.42585277777778","13405"
"","PS(18:0_18:0)+Na",0,0,0,0,0,0,0,0,"1.83709444444444","2.13709444444444","15859","","PS(18:0_18:0)+Na",0,0,0,0,0,0,0,0,"1.83709444444444","2.13709444444444","15859","","PS(18:0_18:0)+Na",0,0,0,0,0,0,0,0,"1.83709444444444","2.13709444444444","15859","","PS(18:0_18:0)+Na",0,0,0,0,0,0,0,0,"1.83709444444444","2.13709444444444","15859","","PS(18:0_18:0)+Na",0,0,0,0,0,0,0,0,"1.83709444444444","2.13709444444444","15859","","PS(18:0_18:0)+Na","814.5568249","727.5247949","716.5799249","531.5710049","607.5659549","443.2532649","443.2532649","207.99872","1.83709444444444","2.13709444444444","15859"
"","PS(18:0_18:1)+Na",0,0,0,0,0,0,0,0,"1.86782083333333","2.16782083333333","11159","","PS(18:0_18:1)+Na",0,0,0,0,0,0,0,0,"1.86782083333333","2.16782083333333","11159","","PS(18:0_18:1)+Na",0,0,0,0,0,0,0,0,"1.86782083333333","2.16782083333333","11159","","PS(18:0_18:1)+Na",0,0,0,0,0,0,0,0,"1.86782083333333","2.16782083333333","11159","","PS(18:0_18:1)+Na",0,0,0,0,0,0,0,0,"1.86782083333333","2.16782083333333","11159","","PS(18:0_18:1)+Na","812.5412249","725.5091949","714.5643249","529.5554049","605.5503549","441.2376649","443.2532649","207.99872","1.86782083333333","2.16782083333333","11159"
"","PS(18:0_20:0)+Na",0,0,0,0,0,0,0,0,"5.47872777777778","5.77872777777778","5746","","PS(18:0_20:0)+Na",0,0,0,0,0,0,0,0,"5.47872777777778","5.77872777777778","5746","","PS(18:0_20:0)+Na",0,0,0,0,0,0,0,0,"5.47872777777778","5.77872777777778","5746","","PS(18:0_20:0)+Na",0,0,0,0,0,0,0,0,"5.47872777777778","5.77872777777778","5746","","PS(18:0_20:0)+Na",0,0,0,0,0,0,0,0,"5.47872777777778","5.77872777777778","5746","","PS(18:0_20:0)+Na","842.5881249","755.5560949","744.6112249","559.6023049","635.5972549","471.2845649","443.2532649","207.99872","5.47872777777778","5.77872777777778","5746"
"","PS(18:0_20:0)+Na",0,0,0,0,0,0,0,0,"4.97432083333333","5.27432083333333","9287","","PS(18:0_20:0)+Na",0,0,0,0,0,0,0,0,"4.97432083333333","5.27432083333333","9287","","PS(18:0_20:0)+Na",0,0,0,0,0,0,0,0,"4.97432083333333","5.27432083333333","9287","","PS(18:0_20:0)+Na",0,0,0,0,0,0,0,0,"4.97432083333333","5.27432083333333","9287","","PS(18:0_20:0)+Na",0,0,0,0,0,0,0,0,"4.97432083333333","5.27432083333333","9287","","PS(18:0_20:0)+Na","842.5881249","755.5560949","744.6112249","559.6023049","635.5972549","471.2845649","443.2532649","207.99872","4.97432083333333","5.27432083333333","9287"
"","PS(18:0_20:0)+Na",0,0,0,0,0,0,0,0,"5.68667916666667","5.98667916666667","10954","","PS(18:0_20:0)+Na",0,0,0,0,0,0,0,0,"5.68667916666667","5.98667916666667","10954","","PS(18:0_20:0)+Na",0,0,0,0,0,0,0,0,"5.68667916666667","5.98667916666667","10954","","PS(18:0_20:0)+Na",0,0,0,0,0,0,0,0,"5.68667916666667","5.98667916666667","10954","","PS(18:0_20:0)+Na",0,0,0,0,0,0,0,0,"5.68667916666667","5.98667916666667","10954","","PS(18:0_20:0)+Na","842.5881249","755.5560949","744.6112249","559.6023049","635.5972549","471.2845649","443.2532649","207.99872","5.68667916666667","5.98667916666667","10954"
"","PS(18:0_20:0)+Na",0,0,0,0,0,0,0,0,"4.98549305555556","5.28549305555556","12814","","PS(18:0_20:0)+Na",0,0,0,0,0,0,0,0,"4.98549305555556","5.28549305555556","12814","","PS(18:0_20:0)+Na",0,0,0,0,0,0,0,0,"4.98549305555556","5.28549305555556","12814","","PS(18:0_20:0)+Na",0,0,0,0,0,0,0,0,"4.98549305555556","5.28549305555556","12814","","PS(18:0_20:0)+Na",0,0,0,0,0,0,0,0,"4.98549305555556","5.28549305555556","12814","","PS(18:0_20:0)+Na","842.5881249","755.5560949","744.6112249","559.6023049","635.5972549","471.2845649","443.2532649","207.99872","4.98549305555556","5.28549305555556","12814"
"","PS(18:0_20:0)+Na",0,0,0,0,0,0,0,0,"4.71984242424242","5.01984242424242","13153","","PS(18:0_20:0)+Na",0,0,0,0,0,0,0,0,"4.71984242424242","5.01984242424242","13153","","PS(18:0_20:0)+Na",0,0,0,0,0,0,0,0,"4.71984242424242","5.01984242424242","13153","","PS(18:0_20:0)+Na",0,0,0,0,0,0,0,0,"4.71984242424242","5.01984242424242","13153","","PS(18:0_20:0)+Na",0,0,0,0,0,0,0,0,"4.71984242424242","5.01984242424242","13153","","PS(18:0_20:0)+Na","842.5881249","755.5560949","744.6112249","559.6023049","635.5972549","471.2845649","443.2532649","207.99872","4.71984242424242","5.01984242424242","13153"
"","PS(18:0_20:0)+Na",0,0,0,0,0,0,0,0,"5.70359444444444","6.00359444444444","13926","","PS(18:0_20:0)+Na",0,0,0,0,0,0,0,0,"5.70359444444444","6.00359444444444","13926","","PS(18:0_20:0)+Na",0,0,0,0,0,0,0,0,"5.70359444444444","6.00359444444444","13926","","PS(18:0_20:0)+Na",0,0,0,0,0,0,0,0,"5.70359444444444","6.00359444444444","13926","","PS(18:0_20:0)+Na",0,0,0,0,0,0,0,0,"5.70359444444444","6.00359444444444","13926","","PS(18:0_20:0)+Na","842.5881249","755.5560949","744.6112249","559.6023049","635.5972549","471.2845649","443.2532649","207.99872","5.70359444444444","6.00359444444444","13926"
"","PS(18:0_20:1)+Na",0,0,0,0,0,0,0,0,"4.10132083333333","4.40132083333333","8692","","PS(18:0_20:1)+Na",0,0,0,0,0,0,0,0,"4.10132083333333","4.40132083333333","8692","","PS(18:0_20:1)+Na",0,0,0,0,0,0,0,0,"4.10132083333333","4.40132083333333","8692","","PS(18:0_20:1)+Na",0,0,0,0,0,0,0,0,"4.10132083333333","4.40132083333333","8692","","PS(18:0_20:1)+Na",0,0,0,0,0,0,0,0,"4.10132083333333","4.40132083333333","8692","","PS(18:0_20:1)+Na","840.5725249","753.5404949","742.5956249","557.5867049","633.5816549","469.2689649","443.2532649","207.99872","4.10132083333333","4.40132083333333","8692"
"","PS(18:0_22:2)+Na",0,0,0,0,0,0,0,0,"4.93215277777778","5.23215277777778","5542","","PS(18:0_22:2)+Na",0,0,0,0,0,0,0,0,"4.93215277777778","5.23215277777778","5542","","PS(18:0_22:2)+Na",0,0,0,0,0,0,0,0,"4.93215277777778","5.23215277777778","5542","","PS(18:0_22:2)+Na",0,0,0,0,0,0,0,0,"4.93215277777778","5.23215277777778","5542","","PS(18:0_22:2)+Na",0,0,0,0,0,0,0,0,"4.93215277777778","5.23215277777778","5542","","PS(18:0_22:2)+Na","866.5881249","779.5560949","768.6112249","583.6023049","659.5972549","495.2845649","443.2532649","207.99872","4.93215277777778","5.23215277777778","5542"
"","PS(18:0_22:2)+Na",0,0,0,0,0,0,0,0,"7.67033888888889","7.97033888888889","15208","","PS(18:0_22:2)+Na",0,0,0,0,0,0,0,0,"7.67033888888889","7.97033888888889","15208","","PS(18:0_22:2)+Na",0,0,0,0,0,0,0,0,"7.67033888888889","7.97033888888889","15208","","PS(18:0_22:2)+Na",0,0,0,0,0,0,0,0,"7.67033888888889","7.97033888888889","15208","","PS(18:0_22:2)+Na",0,0,0,0,0,0,0,0,"7.67033888888889","7.97033888888889","15208","","PS(18:0_22:2)+Na","866.5881249","779.5560949","768.6112249","583.6023049","659.5972549","495.2845649","443.2532649","207.99872","7.67033888888889","7.97033888888889","15208"
"","PS(18:0_22:4)+Na",0,0,0,0,0,0,0,0,"5.67039583333333","5.97039583333333","18918","","PS(18:0_22:4)+Na",0,0,0,0,0,0,0,0,"5.67039583333333","5.97039583333333","18918","","PS(18:0_22:4)+Na",0,0,0,0,0,0,0,0,"5.67039583333333","5.97039583333333","18918","","PS(18:0_22:4)+Na",0,0,0,0,0,0,0,0,"5.67039583333333","5.97039583333333","18918","","PS(18:0_22:4)+Na",0,0,0,0,0,0,0,0,"5.67039583333333","5.97039583333333","18918","","PS(18:0_22:4)+Na","862.5568249","775.5247949","764.5799249","579.5710049","655.5659549","491.2532649","443.2532649","207.99872","5.67039583333333","5.97039583333333","18918"
"","PS(18:1_19:0)+Na",0,0,0,0,0,0,0,0,"7.04686805555556","7.34686805555556","2224","","PS(18:1_19:0)+Na",0,0,0,0,0,0,0,0,"7.04686805555556","7.34686805555556","2224","","PS(18:1_19:0)+Na",0,0,0,0,0,0,0,0,"7.04686805555556","7.34686805555556","2224","","PS(18:1_19:0)+Na",0,0,0,0,0,0,0,0,"7.04686805555556","7.34686805555556","2224","","PS(18:1_19:0)+Na",0,0,0,0,0,0,0,0,"7.04686805555556","7.34686805555556","2224","","PS(18:1_19:0)+Na","826.5569249","739.5248949","728.5800249","543.5711049","619.5660549","457.2689649","441.2376649","207.99872","7.04686805555556","7.34686805555556","2224"
"","PS(18:1_19:0)+Na",0,0,0,0,0,0,0,0,"1.55908055555556","1.85908055555556","18812","","PS(18:1_19:0)+Na",0,0,0,0,0,0,0,0,"1.55908055555556","1.85908055555556","18812","","PS(18:1_19:0)+Na",0,0,0,0,0,0,0,0,"1.55908055555556","1.85908055555556","18812","","PS(18:1_19:0)+Na",0,0,0,0,0,0,0,0,"1.55908055555556","1.85908055555556","18812","","PS(18:1_19:0)+Na",0,0,0,0,0,0,0,0,"1.55908055555556","1.85908055555556","18812","","PS(18:1_19:0)+Na","826.5569249","739.5248949","728.5800249","543.5711049","619.5660549","457.2689649","441.2376649","207.99872","1.55908055555556","1.85908055555556","18812"
"","PS(18:1_20:0)+Na",0,0,0,0,0,0,0,0,"4.10132083333333","4.40132083333333","8692","","PS(18:1_20:0)+Na",0,0,0,0,0,0,0,0,"4.10132083333333","4.40132083333333","8692","","PS(18:1_20:0)+Na",0,0,0,0,0,0,0,0,"4.10132083333333","4.40132083333333","8692","","PS(18:1_20:0)+Na",0,0,0,0,0,0,0,0,"4.10132083333333","4.40132083333333","8692","","PS(18:1_20:0)+Na",0,0,0,0,0,0,0,0,"4.10132083333333","4.40132083333333","8692","","PS(18:1_20:0)+Na","840.5725249","753.5404949","742.5956249","557.5867049","633.5816549","471.2845649","441.2376649","207.99872","4.10132083333333","4.40132083333333","8692"
"","PS(18:1_22:1)+Na",0,0,0,0,0,0,0,0,"4.93215277777778","5.23215277777778","5542","","PS(18:1_22:1)+Na",0,0,0,0,0,0,0,0,"4.93215277777778","5.23215277777778","5542","","PS(18:1_22:1)+Na",0,0,0,0,0,0,0,0,"4.93215277777778","5.23215277777778","5542","","PS(18:1_22:1)+Na",0,0,0,0,0,0,0,0,"4.93215277777778","5.23215277777778","5542","","PS(18:1_22:1)+Na",0,0,0,0,0,0,0,0,"4.93215277777778","5.23215277777778","5542","","PS(18:1_22:1)+Na","866.5882249","779.5561949","768.6113249","583.6024049","659.5973549","497.3002649","441.2376649","207.99872","4.93215277777778","5.23215277777778","5542"
"","PS(18:1_22:1)+Na",0,0,0,0,0,0,0,0,"7.67033888888889","7.97033888888889","15208","","PS(18:1_22:1)+Na",0,0,0,0,0,0,0,0,"7.67033888888889","7.97033888888889","15208","","PS(18:1_22:1)+Na",0,0,0,0,0,0,0,0,"7.67033888888889","7.97033888888889","15208","","PS(18:1_22:1)+Na",0,0,0,0,0,0,0,0,"7.67033888888889","7.97033888888889","15208","","PS(18:1_22:1)+Na",0,0,0,0,0,0,0,0,"7.67033888888889","7.97033888888889","15208","","PS(18:1_22:1)+Na","866.5882249","779.5561949","768.6113249","583.6024049","659.5973549","497.3002649","441.2376649","207.99872","7.67033888888889","7.97033888888889","15208"
"","PS(18:1_22:3)+Na",0,0,0,0,0,0,0,0,"5.67039583333333","5.97039583333333","18918","","PS(18:1_22:3)+Na",0,0,0,0,0,0,0,0,"5.67039583333333","5.97039583333333","18918","","PS(18:1_22:3)+Na",0,0,0,0,0,0,0,0,"5.67039583333333","5.97039583333333","18918","","PS(18:1_22:3)+Na",0,0,0,0,0,0,0,0,"5.67039583333333","5.97039583333333","18918","","PS(18:1_22:3)+Na",0,0,0,0,0,0,0,0,"5.67039583333333","5.97039583333333","18918","","PS(18:1_22:3)+Na","862.5569249","775.5248949","764.5800249","579.5711049","655.5660549","493.2689649","441.2376649","207.99872","5.67039583333333","5.97039583333333","18918"
"","PS(18:2_22:0)+Na",0,0,0,0,0,0,0,0,"4.93215277777778","5.23215277777778","5542","","PS(18:2_22:0)+Na",0,0,0,0,0,0,0,0,"4.93215277777778","5.23215277777778","5542","","PS(18:2_22:0)+Na",0,0,0,0,0,0,0,0,"4.93215277777778","5.23215277777778","5542","","PS(18:2_22:0)+Na",0,0,0,0,0,0,0,0,"4.93215277777778","5.23215277777778","5542","","PS(18:2_22:0)+Na",0,0,0,0,0,0,0,0,"4.93215277777778","5.23215277777778","5542","","PS(18:2_22:0)+Na","866.5881249","779.5560949","768.6112249","583.6023049","659.5972549","499.3158649","439.2219649","207.99872","4.93215277777778","5.23215277777778","5542"
"","PS(18:2_22:0)+Na",0,0,0,0,0,0,0,0,"7.67033888888889","7.97033888888889","15208","","PS(18:2_22:0)+Na",0,0,0,0,0,0,0,0,"7.67033888888889","7.97033888888889","15208","","PS(18:2_22:0)+Na",0,0,0,0,0,0,0,0,"7.67033888888889","7.97033888888889","15208","","PS(18:2_22:0)+Na",0,0,0,0,0,0,0,0,"7.67033888888889","7.97033888888889","15208","","PS(18:2_22:0)+Na",0,0,0,0,0,0,0,0,"7.67033888888889","7.97033888888889","15208","","PS(18:2_22:0)+Na","866.5881249","779.5560949","768.6112249","583.6023049","659.5972549","499.3158649","439.2219649","207.99872","7.67033888888889","7.97033888888889","15208"
"","PS(18:2_22:2)+Na",0,0,0,0,0,0,0,0,"5.67039583333333","5.97039583333333","18918","","PS(18:2_22:2)+Na",0,0,0,0,0,0,0,0,"5.67039583333333","5.97039583333333","18918","","PS(18:2_22:2)+Na",0,0,0,0,0,0,0,0,"5.67039583333333","5.97039583333333","18918","","PS(18:2_22:2)+Na",0,0,0,0,0,0,0,0,"5.67039583333333","5.97039583333333","18918","","PS(18:2_22:2)+Na",0,0,0,0,0,0,0,0,"5.67039583333333","5.97039583333333","18918","","PS(18:2_22:2)+Na","862.5568249","775.5247949","764.5799249","579.5710049","655.5659549","495.2845649","439.2219649","207.99872","5.67039583333333","5.97039583333333","18918"
"","PS(18:2_25:0)+Na",0,0,0,0,0,0,0,0,"10.3205424242424","10.6205424242424","3690","","PS(18:2_25:0)+Na",0,0,0,0,0,0,0,0,"10.3205424242424","10.6205424242424","3690","","PS(18:2_25:0)+Na",0,0,0,0,0,0,0,0,"10.3205424242424","10.6205424242424","3690","","PS(18:2_25:0)+Na",0,0,0,0,0,0,0,0,"10.3205424242424","10.6205424242424","3690","","PS(18:2_25:0)+Na",0,0,0,0,0,0,0,0,"10.3205424242424","10.6205424242424","3690","","PS(18:2_25:0)+Na","908.6351249","821.6030949","810.6582249","625.6493049","701.6442549","541.3628649","439.2219649","207.99872","10.3205424242424","10.6205424242424","3690"
"","PS(18:3_19:0)+Na",0,0,0,0,0,0,0,0,"4.98809583333333","5.28809583333333","13691","","PS(18:3_19:0)+Na",0,0,0,0,0,0,0,0,"4.98809583333333","5.28809583333333","13691","","PS(18:3_19:0)+Na",0,0,0,0,0,0,0,0,"4.98809583333333","5.28809583333333","13691","","PS(18:3_19:0)+Na",0,0,0,0,0,0,0,0,"4.98809583333333","5.28809583333333","13691","","PS(18:3_19:0)+Na",0,0,0,0,0,0,0,0,"4.98809583333333","5.28809583333333","13691","","PS(18:3_19:0)+Na","822.5256249","735.4935949","724.5487249","539.5398049","615.5347549","457.2689649","437.2063649","207.99872","4.98809583333333","5.28809583333333","13691"
"","PS(18:3_22:1)+Na",0,0,0,0,0,0,0,0,"5.67039583333333","5.97039583333333","18918","","PS(18:3_22:1)+Na",0,0,0,0,0,0,0,0,"5.67039583333333","5.97039583333333","18918","","PS(18:3_22:1)+Na",0,0,0,0,0,0,0,0,"5.67039583333333","5.97039583333333","18918","","PS(18:3_22:1)+Na",0,0,0,0,0,0,0,0,"5.67039583333333","5.97039583333333","18918","","PS(18:3_22:1)+Na",0,0,0,0,0,0,0,0,"5.67039583333333","5.97039583333333","18918","","PS(18:3_22:1)+Na","862.5569249","775.5248949","764.5800249","579.5711049","655.5660549","497.3002649","437.2063649","207.99872","5.67039583333333","5.97039583333333","18918"
"","PS(18:3_23:0)+Na",0,0,0,0,0,0,0,0,"8.52266666666667","8.82266666666667","16911","","PS(18:3_23:0)+Na",0,0,0,0,0,0,0,0,"8.52266666666667","8.82266666666667","16911","","PS(18:3_23:0)+Na",0,0,0,0,0,0,0,0,"8.52266666666667","8.82266666666667","16911","","PS(18:3_23:0)+Na",0,0,0,0,0,0,0,0,"8.52266666666667","8.82266666666667","16911","","PS(18:3_23:0)+Na",0,0,0,0,0,0,0,0,"8.52266666666667","8.82266666666667","16911","","PS(18:3_23:0)+Na","878.5882249","791.5561949","780.6113249","595.6024049","671.5973549","513.3315649","437.2063649","207.99872","8.52266666666667","8.82266666666667","16911"
"","PS(18:4_19:0)+Na",0,0,0,0,0,0,0,0,"5.1377375","5.4377375","11246","","PS(18:4_19:0)+Na",0,0,0,0,0,0,0,0,"5.1377375","5.4377375","11246","","PS(18:4_19:0)+Na",0,0,0,0,0,0,0,0,"5.1377375","5.4377375","11246","","PS(18:4_19:0)+Na",0,0,0,0,0,0,0,0,"5.1377375","5.4377375","11246","","PS(18:4_19:0)+Na",0,0,0,0,0,0,0,0,"5.1377375","5.4377375","11246","","PS(18:4_19:0)+Na","820.5099249","733.4778949","722.5330249","537.5241049","613.5190549","457.2689649","435.1906649","207.99872","5.1377375","5.4377375","11246"
"","PS(18:4_22:0)+Na",0,0,0,0,0,0,0,0,"5.67039583333333","5.97039583333333","18918","","PS(18:4_22:0)+Na",0,0,0,0,0,0,0,0,"5.67039583333333","5.97039583333333","18918","","PS(18:4_22:0)+Na",0,0,0,0,0,0,0,0,"5.67039583333333","5.97039583333333","18918","","PS(18:4_22:0)+Na",0,0,0,0,0,0,0,0,"5.67039583333333","5.97039583333333","18918","","PS(18:4_22:0)+Na",0,0,0,0,0,0,0,0,"5.67039583333333","5.97039583333333","18918","","PS(18:4_22:0)+Na","862.5568249","775.5247949","764.5799249","579.5710049","655.5659549","499.3158649","435.1906649","207.99872","5.67039583333333","5.97039583333333","18918"
"","PS(18:4_23:0)+Na",0,0,0,0,0,0,0,0,"7.69739444444445","7.99739444444445","18846","","PS(18:4_23:0)+Na",0,0,0,0,0,0,0,0,"7.69739444444445","7.99739444444445","18846","","PS(18:4_23:0)+Na",0,0,0,0,0,0,0,0,"7.69739444444445","7.99739444444445","18846","","PS(18:4_23:0)+Na",0,0,0,0,0,0,0,0,"7.69739444444445","7.99739444444445","18846","","PS(18:4_23:0)+Na",0,0,0,0,0,0,0,0,"7.69739444444445","7.99739444444445","18846","","PS(18:4_23:0)+Na","876.5725249","789.5404949","778.5956249","593.5867049","669.5816549","513.3315649","435.1906649","207.99872","7.69739444444445","7.99739444444445","18846"
"","PS(19:0_19:0)+Na",0,0,0,0,0,0,0,0,"5.47872777777778","5.77872777777778","5746","","PS(19:0_19:0)+Na",0,0,0,0,0,0,0,0,"5.47872777777778","5.77872777777778","5746","","PS(19:0_19:0)+Na",0,0,0,0,0,0,0,0,"5.47872777777778","5.77872777777778","5746","","PS(19:0_19:0)+Na",0,0,0,0,0,0,0,0,"5.47872777777778","5.77872777777778","5746","","PS(19:0_19:0)+Na",0,0,0,0,0,0,0,0,"5.47872777777778","5.77872777777778","5746","","PS(19:0_19:0)+Na","842.5882249","755.5561949","744.6113249","559.6024049","635.5973549","457.2689649","457.2689649","207.99872","5.47872777777778","5.77872777777778","5746"
"","PS(19:0_19:0)+Na",0,0,0,0,0,0,0,0,"4.97432083333333","5.27432083333333","9287","","PS(19:0_19:0)+Na",0,0,0,0,0,0,0,0,"4.97432083333333","5.27432083333333","9287","","PS(19:0_19:0)+Na",0,0,0,0,0,0,0,0,"4.97432083333333","5.27432083333333","9287","","PS(19:0_19:0)+Na",0,0,0,0,0,0,0,0,"4.97432083333333","5.27432083333333","9287","","PS(19:0_19:0)+Na",0,0,0,0,0,0,0,0,"4.97432083333333","5.27432083333333","9287","","PS(19:0_19:0)+Na","842.5882249","755.5561949","744.6113249","559.6024049","635.5973549","457.2689649","457.2689649","207.99872","4.97432083333333","5.27432083333333","9287"
"","PS(19:0_19:0)+Na",0,0,0,0,0,0,0,0,"5.68667916666667","5.98667916666667","10954","","PS(19:0_19:0)+Na",0,0,0,0,0,0,0,0,"5.68667916666667","5.98667916666667","10954","","PS(19:0_19:0)+Na",0,0,0,0,0,0,0,0,"5.68667916666667","5.98667916666667","10954","","PS(19:0_19:0)+Na",0,0,0,0,0,0,0,0,"5.68667916666667","5.98667916666667","10954","","PS(19:0_19:0)+Na",0,0,0,0,0,0,0,0,"5.68667916666667","5.98667916666667","10954","","PS(19:0_19:0)+Na","842.5882249","755.5561949","744.6113249","559.6024049","635.5973549","457.2689649","457.2689649","207.99872","5.68667916666667","5.98667916666667","10954"
"","PS(19:0_19:0)+Na",0,0,0,0,0,0,0,0,"4.98549305555556","5.28549305555556","12814","","PS(19:0_19:0)+Na",0,0,0,0,0,0,0,0,"4.98549305555556","5.28549305555556","12814","","PS(19:0_19:0)+Na",0,0,0,0,0,0,0,0,"4.98549305555556","5.28549305555556","12814","","PS(19:0_19:0)+Na",0,0,0,0,0,0,0,0,"4.98549305555556","5.28549305555556","12814","","PS(19:0_19:0)+Na",0,0,0,0,0,0,0,0,"4.98549305555556","5.28549305555556","12814","","PS(19:0_19:0)+Na","842.5882249","755.5561949","744.6113249","559.6024049","635.5973549","457.2689649","457.2689649","207.99872","4.98549305555556","5.28549305555556","12814"
"","PS(19:0_19:0)+Na",0,0,0,0,0,0,0,0,"4.71984242424242","5.01984242424242","13153","","PS(19:0_19:0)+Na",0,0,0,0,0,0,0,0,"4.71984242424242","5.01984242424242","13153","","PS(19:0_19:0)+Na",0,0,0,0,0,0,0,0,"4.71984242424242","5.01984242424242","13153","","PS(19:0_19:0)+Na",0,0,0,0,0,0,0,0,"4.71984242424242","5.01984242424242","13153","","PS(19:0_19:0)+Na",0,0,0,0,0,0,0,0,"4.71984242424242","5.01984242424242","13153","","PS(19:0_19:0)+Na","842.5882249","755.5561949","744.6113249","559.6024049","635.5973549","457.2689649","457.2689649","207.99872","4.71984242424242","5.01984242424242","13153"
"","PS(19:0_19:0)+Na",0,0,0,0,0,0,0,0,"5.70359444444444","6.00359444444444","13926","","PS(19:0_19:0)+Na",0,0,0,0,0,0,0,0,"5.70359444444444","6.00359444444444","13926","","PS(19:0_19:0)+Na",0,0,0,0,0,0,0,0,"5.70359444444444","6.00359444444444","13926","","PS(19:0_19:0)+Na",0,0,0,0,0,0,0,0,"5.70359444444444","6.00359444444444","13926","","PS(19:0_19:0)+Na",0,0,0,0,0,0,0,0,"5.70359444444444","6.00359444444444","13926","","PS(19:0_19:0)+Na","842.5882249","755.5561949","744.6113249","559.6024049","635.5973549","457.2689649","457.2689649","207.99872","5.70359444444444","6.00359444444444","13926"
"","PS(19:0_20:5)+Na",0,0,0,0,0,0,0,0,"5.27234242424242","5.57234242424242","10434","","PS(19:0_20:5)+Na",0,0,0,0,0,0,0,0,"5.27234242424242","5.57234242424242","10434","","PS(19:0_20:5)+Na",0,0,0,0,0,0,0,0,"5.27234242424242","5.57234242424242","10434","","PS(19:0_20:5)+Na",0,0,0,0,0,0,0,0,"5.27234242424242","5.57234242424242","10434","","PS(19:0_20:5)+Na",0,0,0,0,0,0,0,0,"5.27234242424242","5.57234242424242","10434","","PS(19:0_20:5)+Na","846.5256249","759.4935949","748.5487249","563.5398049","639.5347549","461.2063649","457.2689649","207.99872","5.27234242424242","5.57234242424242","10434"
