"Confirmed fragments if intensity is above 1000 and number of scans is greater than or equal to 1","DG","[M+NH4]+","sn1_NL","sn2_NL","sn1_acylChain([RC=O]+)","sn2_acylChain([RC=O]+)","sn1_acylChain([RC=O]+)-H2O","sn2_acylChain([RC=O]+)-H2O","sn1_acylChain([RC=O]+74)-H2O","sn2_acylChain([RC=O]+74)-H2O","RT_min","RT_max","Comment","RT at Max Intensity","DG","[M+NH4]+","sn1_NL","sn2_NL","sn1_acylChain([RC=O]+)","sn2_acylChain([RC=O]+)","sn1_acylChain([RC=O]+)-H2O","sn2_acylChain([RC=O]+)-H2O","sn1_acylChain([RC=O]+74)-H2O","sn2_acylChain([RC=O]+74)-H2O","RT_min","RT_max","Comment","Number of Scans","DG","[M+NH4]+","sn1_NL","sn2_NL","sn1_acylChain([RC=O]+)","sn2_acylChain([RC=O]+)","sn1_acylChain([RC=O]+)-H2O","sn2_acylChain([RC=O]+)-H2O","sn1_acylChain([RC=O]+74)-H2O","sn2_acylChain([RC=O]+74)-H2O","RT_min","RT_max","Comment","Max Intensity","DG","[M+NH4]+","sn1_NL","sn2_NL","sn1_acylChain([RC=O]+)","sn2_acylChain([RC=O]+)","sn1_acylChain([RC=O]+)-H2O","sn2_acylChain([RC=O]+)-H2O","sn1_acylChain([RC=O]+74)-H2O","sn2_acylChain([RC=O]+74)-H2O","RT_min","RT_max","Comment","Average m/z","DG","[M+NH4]+","sn1_NL","sn2_NL","sn1_acylChain([RC=O]+)","sn2_acylChain([RC=O]+)","sn1_acylChain([RC=O]+)-H2O","sn2_acylChain([RC=O]+)-H2O","sn1_acylChain([RC=O]+74)-H2O","sn2_acylChain([RC=O]+74)-H2O","RT_min","RT_max","Comment","Theoretical, Library Parent Hits","DG","[M+NH4]+","sn1_NL","sn2_NL","sn1_acylChain([RC=O]+)","sn2_acylChain([RC=O]+)","sn1_acylChain([RC=O]+)-H2O","sn2_acylChain([RC=O]+)-H2O","sn1_acylChain([RC=O]+74)-H2O","sn2_acylChain([RC=O]+74)-H2O","RT_min","RT_max","Comment"
"","DG(12:0_13:0)+NH4",0,0,0,0,0,0,0,0,0,"5.66138194444444","5.96138194444444","2448","","DG(12:0_13:0)+NH4",0,0,0,0,0,0,0,0,0,"5.66138194444444","5.96138194444444","2448","","DG(12:0_13:0)+NH4",0,0,0,0,0,0,0,0,0,"5.66138194444444","5.96138194444444","2448","","DG(12:0_13:0)+NH4",0,0,0,0,0,0,0,0,0,"5.66138194444444","5.96138194444444","2448","","DG(12:0_13:0)+NH4",0,0,0,0,0,0,0,0,0,"5.66138194444444","5.96138194444444","2448","","DG(12:0_13:0)+NH4","488.431","271.2268","257.2111","183.1743","197.19","165.1638","179.1795","239.2006","253.2163","5.66138194444444","5.96138194444444","2448"
"","DG(12:0_15:1)+NH4",0,0,0,0,0,0,0,0,0,"1.68853888888889","1.98853888888889","5938","","DG(12:0_15:1)+NH4",0,0,0,0,0,0,0,0,0,"1.68853888888889","1.98853888888889","5938","","DG(12:0_15:1)+NH4",0,0,0,0,0,0,0,0,0,"1.68853888888889","1.98853888888889","5938","","DG(12:0_15:1)+NH4",0,0,0,0,0,0,0,0,0,"1.68853888888889","1.98853888888889","5938","","DG(12:0_15:1)+NH4",0,0,0,0,0,0,0,0,0,"1.68853888888889","1.98853888888889","5938","","DG(12:0_15:1)+NH4","514.4466","297.2424","257.2111","183.1743","223.2056","165.1638","205.1951","239.2006","279.2319","1.68853888888889","1.98853888888889","5938"
"","DG(12:0_15:1)+NH4",0,0,0,0,0,0,0,0,0,"1.91300972222222","2.21300972222222","19160","","DG(12:0_15:1)+NH4",0,0,0,0,0,0,0,0,0,"1.91300972222222","2.21300972222222","19160","","DG(12:0_15:1)+NH4",0,0,0,0,0,0,0,0,0,"1.91300972222222","2.21300972222222","19160","","DG(12:0_15:1)+NH4",0,0,0,0,0,0,0,0,0,"1.91300972222222","2.21300972222222","19160","","DG(12:0_15:1)+NH4",0,0,0,0,0,0,0,0,0,"1.91300972222222","2.21300972222222","19160","","DG(12:0_15:1)+NH4","514.4466","297.2424","257.2111","183.1743","223.2056","165.1638","205.1951","239.2006","279.2319","1.91300972222222","2.21300972222222","19160"
"","DG(12:0_16:0)+NH4",0,0,0,0,0,0,0,0,0,"0.320386363636364","0.620386363636364","3117","","DG(12:0_16:0)+NH4",0,0,0,0,0,0,0,0,0,"0.320386363636364","0.620386363636364","3117","","DG(12:0_16:0)+NH4",0,0,0,0,0,0,0,0,0,"0.320386363636364","0.620386363636364","3117","","DG(12:0_16:0)+NH4",0,0,0,0,0,0,0,0,0,"0.320386363636364","0.620386363636364","3117","","DG(12:0_16:0)+NH4",0,0,0,0,0,0,0,0,0,"0.320386363636364","0.620386363636364","3117","","DG(12:0_16:0)+NH4","530.4779","313.2737","257.2111","183.1743","239.2369","165.1638","221.2264","239.2006","295.2632","0.320386363636364","0.620386363636364","3117"
"","DG(12:0_16:0)+NH4",0,0,0,0,0,0,0,0,0,"0.161698484848485","0.461698484848485","9116","","DG(12:0_16:0)+NH4",0,0,0,0,0,0,0,0,0,"0.161698484848485","0.461698484848485","9116","","DG(12:0_16:0)+NH4",0,0,0,0,0,0,0,0,0,"0.161698484848485","0.461698484848485","9116","","DG(12:0_16:0)+NH4",0,0,0,0,0,0,0,0,0,"0.161698484848485","0.461698484848485","9116","","DG(12:0_16:0)+NH4",0,0,0,0,0,0,0,0,0,"0.161698484848485","0.461698484848485","9116","","DG(12:0_16:0)+NH4","530.4779","313.2737","257.2111","183.1743","239.2369","165.1638","221.2264","239.2006","295.2632","0.161698484848485","0.461698484848485","9116"
"","DG(12:0_16:1)+NH4",0,0,0,0,0,0,0,0,0,"5.63256111111111","5.93256111111111","12443","","DG(12:0_16:1)+NH4",0,0,0,0,0,0,0,0,0,"5.63256111111111","5.93256111111111","12443","","DG(12:0_16:1)+NH4",0,0,0,0,0,0,0,0,0,"5.63256111111111","5.93256111111111","12443","","DG(12:0_16:1)+NH4",0,0,0,0,0,0,0,0,0,"5.63256111111111","5.93256111111111","12443","","DG(12:0_16:1)+NH4",0,0,0,0,0,0,0,0,0,"5.63256111111111","5.93256111111111","12443","","DG(12:0_16:1)+NH4","528.4623","311.2581","257.2111","183.1743","237.2213","165.1638","219.2108","239.2006","293.2476","5.63256111111111","5.93256111111111","12443"
"","DG(12:0_17:1)+NH4",0,0,0,0,0,0,0,0,0,"2.63831944444444","2.93831944444444","4673","","DG(12:0_17:1)+NH4",0,0,0,0,0,0,0,0,0,"2.63831944444444","2.93831944444444","4673","","DG(12:0_17:1)+NH4",0,0,0,0,0,0,0,0,0,"2.63831944444444","2.93831944444444","4673","","DG(12:0_17:1)+NH4",0,0,0,0,0,0,0,0,0,"2.63831944444444","2.93831944444444","4673","","DG(12:0_17:1)+NH4",0,0,0,0,0,0,0,0,0,"2.63831944444444","2.93831944444444","4673","","DG(12:0_17:1)+NH4","542.4779","325.2737","257.2111","183.1743","251.2369","165.1638","233.2264","239.2006","307.2632","2.63831944444444","2.93831944444444","4673"
"","DG(12:0_17:1)+NH4",0,0,0,0,0,0,0,0,0,"4.94555416666667","5.24555416666667","15792","","DG(12:0_17:1)+NH4",0,0,0,0,0,0,0,0,0,"4.94555416666667","5.24555416666667","15792","","DG(12:0_17:1)+NH4",0,0,0,0,0,0,0,0,0,"4.94555416666667","5.24555416666667","15792","","DG(12:0_17:1)+NH4",0,0,0,0,0,0,0,0,0,"4.94555416666667","5.24555416666667","15792","","DG(12:0_17:1)+NH4",0,0,0,0,0,0,0,0,0,"4.94555416666667","5.24555416666667","15792","","DG(12:0_17:1)+NH4","542.4779","325.2737","257.2111","183.1743","251.2369","165.1638","233.2264","239.2006","307.2632","4.94555416666667","5.24555416666667","15792"
"","DG(12:0_17:2)+NH4",0,0,0,0,0,0,0,0,0,"2.62629305555556","2.92629305555556","6707","","DG(12:0_17:2)+NH4",0,0,0,0,0,0,0,0,0,"2.62629305555556","2.92629305555556","6707","","DG(12:0_17:2)+NH4",0,0,0,0,0,0,0,0,0,"2.62629305555556","2.92629305555556","6707","","DG(12:0_17:2)+NH4",0,0,0,0,0,0,0,0,0,"2.62629305555556","2.92629305555556","6707","","DG(12:0_17:2)+NH4",0,0,0,0,0,0,0,0,0,"2.62629305555556","2.92629305555556","6707","","DG(12:0_17:2)+NH4","540.4623","323.2581","257.2111","183.1743","249.2213","165.1638","231.2108","239.2006","305.2476","2.62629305555556","2.92629305555556","6707"
"","DG(12:0_17:2)+NH4",0,0,0,0,0,0,0,0,0,"1.90146666666667","2.20146666666667","7520","","DG(12:0_17:2)+NH4",0,0,0,0,0,0,0,0,0,"1.90146666666667","2.20146666666667","7520","","DG(12:0_17:2)+NH4",0,0,0,0,0,0,0,0,0,"1.90146666666667","2.20146666666667","7520","","DG(12:0_17:2)+NH4",0,0,0,0,0,0,0,0,0,"1.90146666666667","2.20146666666667","7520","","DG(12:0_17:2)+NH4",0,0,0,0,0,0,0,0,0,"1.90146666666667","2.20146666666667","7520","","DG(12:0_17:2)+NH4","540.4623","323.2581","257.2111","183.1743","249.2213","165.1638","231.2108","239.2006","305.2476","1.90146666666667","2.20146666666667","7520"
"","DG(12:0_18:0)+NH4",0,0,0,0,0,0,0,0,0,"7.96771388888889","8.26771388888889","9350","","DG(12:0_18:0)+NH4",0,0,0,0,0,0,0,0,0,"7.96771388888889","8.26771388888889","9350","","DG(12:0_18:0)+NH4",0,0,0,0,0,0,0,0,0,"7.96771388888889","8.26771388888889","9350","","DG(12:0_18:0)+NH4",0,0,0,0,0,0,0,0,0,"7.96771388888889","8.26771388888889","9350","","DG(12:0_18:0)+NH4",0,0,0,0,0,0,0,0,0,"7.96771388888889","8.26771388888889","9350","","DG(12:0_18:0)+NH4","558.5092","341.305","257.2111","183.1743","267.2682","165.1638","249.2577","239.2006","323.2945","7.96771388888889","8.26771388888889","9350"
"","DG(12:0_18:1)+NH4",0,0,0,0,0,0,0,0,0,"6.85589305555556","7.15589305555556","3040","","DG(12:0_18:1)+NH4",0,0,0,0,0,0,0,0,0,"6.85589305555556","7.15589305555556","3040","","DG(12:0_18:1)+NH4",0,0,0,0,0,0,0,0,0,"6.85589305555556","7.15589305555556","3040","","DG(12:0_18:1)+NH4",0,0,0,0,0,0,0,0,0,"6.85589305555556","7.15589305555556","3040","","DG(12:0_18:1)+NH4",0,0,0,0,0,0,0,0,0,"6.85589305555556","7.15589305555556","3040","","DG(12:0_18:1)+NH4","556.4936","339.2894","257.2111","183.1743","265.2526","165.1638","247.2421","239.2006","321.2789","6.85589305555556","7.15589305555556","3040"
"","DG(12:0_18:2)+NH4",0,0,0,0,0,0,0,0,0,"5.83603333333333","6.13603333333333","4024","","DG(12:0_18:2)+NH4",0,0,0,0,0,0,0,0,0,"5.83603333333333","6.13603333333333","4024","","DG(12:0_18:2)+NH4",0,0,0,0,0,0,0,0,0,"5.83603333333333","6.13603333333333","4024","","DG(12:0_18:2)+NH4",0,0,0,0,0,0,0,0,0,"5.83603333333333","6.13603333333333","4024","","DG(12:0_18:2)+NH4",0,0,0,0,0,0,0,0,0,"5.83603333333333","6.13603333333333","4024","","DG(12:0_18:2)+NH4","554.4779","337.2737","257.2111","183.1743","263.2369","165.1638","245.2264","239.2006","319.2632","5.83603333333333","6.13603333333333","4024"
"","DG(12:0_18:2)+NH4",0,0,0,0,0,0,0,0,0,"5.20448888888889","5.50448888888889","9061","","DG(12:0_18:2)+NH4",0,0,0,0,0,0,0,0,0,"5.20448888888889","5.50448888888889","9061","","DG(12:0_18:2)+NH4",0,0,0,0,0,0,0,0,0,"5.20448888888889","5.50448888888889","9061","","DG(12:0_18:2)+NH4",0,0,0,0,0,0,0,0,0,"5.20448888888889","5.50448888888889","9061","","DG(12:0_18:2)+NH4",0,0,0,0,0,0,0,0,0,"5.20448888888889","5.50448888888889","9061","","DG(12:0_18:2)+NH4","554.4779","337.2737","257.2111","183.1743","263.2369","165.1638","245.2264","239.2006","319.2632","5.20448888888889","5.50448888888889","9061"
"","DG(12:0_18:2)+NH4",0,0,0,0,0,0,0,0,0,"1.43549722222222","1.73549722222222","14236","","DG(12:0_18:2)+NH4",0,0,0,0,0,0,0,0,0,"1.43549722222222","1.73549722222222","14236","","DG(12:0_18:2)+NH4",0,0,0,0,0,0,0,0,0,"1.43549722222222","1.73549722222222","14236","","DG(12:0_18:2)+NH4",0,0,0,0,0,0,0,0,0,"1.43549722222222","1.73549722222222","14236","","DG(12:0_18:2)+NH4",0,0,0,0,0,0,0,0,0,"1.43549722222222","1.73549722222222","14236","","DG(12:0_18:2)+NH4","554.4779","337.2737","257.2111","183.1743","263.2369","165.1638","245.2264","239.2006","319.2632","1.43549722222222","1.73549722222222","14236"
"","DG(12:0_18:3)+NH4",0,0,0,0,0,0,0,0,0,"4.94340138888889","5.24340138888889","3704","","DG(12:0_18:3)+NH4",0,0,0,0,0,0,0,0,0,"4.94340138888889","5.24340138888889","3704","","DG(12:0_18:3)+NH4",0,0,0,0,0,0,0,0,0,"4.94340138888889","5.24340138888889","3704","","DG(12:0_18:3)+NH4",0,0,0,0,0,0,0,0,0,"4.94340138888889","5.24340138888889","3704","","DG(12:0_18:3)+NH4",0,0,0,0,0,0,0,0,0,"4.94340138888889","5.24340138888889","3704","","DG(12:0_18:3)+NH4","552.4623","335.2581","257.2111","183.1743","261.2213","165.1638","243.2108","239.2006","317.2476","4.94340138888889","5.24340138888889","3704"
"","DG(12:0_18:4)+NH4",0,0,0,0,0,0,0,0,0,"4.11767222222222","4.41767222222222","9049","","DG(12:0_18:4)+NH4",0,0,0,0,0,0,0,0,0,"4.11767222222222","4.41767222222222","9049","","DG(12:0_18:4)+NH4",0,0,0,0,0,0,0,0,0,"4.11767222222222","4.41767222222222","9049","","DG(12:0_18:4)+NH4",0,0,0,0,0,0,0,0,0,"4.11767222222222","4.41767222222222","9049","","DG(12:0_18:4)+NH4",0,0,0,0,0,0,0,0,0,"4.11767222222222","4.41767222222222","9049","","DG(12:0_18:4)+NH4","550.4466","333.2424","257.2111","183.1743","259.2056","165.1638","241.1951","239.2006","315.2319","4.11767222222222","4.41767222222222","9049"
"","DG(12:0_19:0)+NH4",0,0,0,0,0,0,0,0,0,"0.424070833333333","0.724070833333333","10214","","DG(12:0_19:0)+NH4",0,0,0,0,0,0,0,0,0,"0.424070833333333","0.724070833333333","10214","","DG(12:0_19:0)+NH4",0,0,0,0,0,0,0,0,0,"0.424070833333333","0.724070833333333","10214","","DG(12:0_19:0)+NH4",0,0,0,0,0,0,0,0,0,"0.424070833333333","0.724070833333333","10214","","DG(12:0_19:0)+NH4",0,0,0,0,0,0,0,0,0,"0.424070833333333","0.724070833333333","10214","","DG(12:0_19:0)+NH4","572.5249","355.3207","257.2111","183.1743","281.2839","165.1638","263.2734","239.2006","337.3102","0.424070833333333","0.724070833333333","10214"
"","DG(12:0_20:0)+NH4",0,0,0,0,0,0,0,0,0,"9.08300972222222","9.38300972222222","1535","","DG(12:0_20:0)+NH4",0,0,0,0,0,0,0,0,0,"9.08300972222222","9.38300972222222","1535","","DG(12:0_20:0)+NH4",0,0,0,0,0,0,0,0,0,"9.08300972222222","9.38300972222222","1535","","DG(12:0_20:0)+NH4",0,0,0,0,0,0,0,0,0,"9.08300972222222","9.38300972222222","1535","","DG(12:0_20:0)+NH4",0,0,0,0,0,0,0,0,0,"9.08300972222222","9.38300972222222","1535","","DG(12:0_20:0)+NH4","586.5405","369.3363","257.2111","183.1743","295.2995","165.1638","277.289","239.2006","351.3258","9.08300972222222","9.38300972222222","1535"
"","DG(12:0_20:1)+NH4",0,0,0,0,0,0,0,0,0,"8.04341388888889","8.34341388888889","1149","","DG(12:0_20:1)+NH4",0,0,0,0,0,0,0,0,0,"8.04341388888889","8.34341388888889","1149","","DG(12:0_20:1)+NH4",0,0,0,0,0,0,0,0,0,"8.04341388888889","8.34341388888889","1149","","DG(12:0_20:1)+NH4",0,0,0,0,0,0,0,0,0,"8.04341388888889","8.34341388888889","1149","","DG(12:0_20:1)+NH4",0,0,0,0,0,0,0,0,0,"8.04341388888889","8.34341388888889","1149","","DG(12:0_20:1)+NH4","584.5249","367.3207","257.2111","183.1743","293.2839","165.1638","275.2734","239.2006","349.3102","8.04341388888889","8.34341388888889","1149"
"","DG(12:0_20:1)+NH4",0,0,0,0,0,0,0,0,0,"2.64498194444444","2.94498194444444","12622","","DG(12:0_20:1)+NH4",0,0,0,0,0,0,0,0,0,"2.64498194444444","2.94498194444444","12622","","DG(12:0_20:1)+NH4",0,0,0,0,0,0,0,0,0,"2.64498194444444","2.94498194444444","12622","","DG(12:0_20:1)+NH4",0,0,0,0,0,0,0,0,0,"2.64498194444444","2.94498194444444","12622","","DG(12:0_20:1)+NH4",0,0,0,0,0,0,0,0,0,"2.64498194444444","2.94498194444444","12622","","DG(12:0_20:1)+NH4","584.5249","367.3207","257.2111","183.1743","293.2839","165.1638","275.2734","239.2006","349.3102","2.64498194444444","2.94498194444444","12622"
"","DG(12:0_20:2)+NH4",0,0,0,0,0,0,0,0,0,"7.09055555555555","7.39055555555555","1460","","DG(12:0_20:2)+NH4",0,0,0,0,0,0,0,0,0,"7.09055555555555","7.39055555555555","1460","","DG(12:0_20:2)+NH4",0,0,0,0,0,0,0,0,0,"7.09055555555555","7.39055555555555","1460","","DG(12:0_20:2)+NH4",0,0,0,0,0,0,0,0,0,"7.09055555555555","7.39055555555555","1460","","DG(12:0_20:2)+NH4",0,0,0,0,0,0,0,0,0,"7.09055555555555","7.39055555555555","1460","","DG(12:0_20:2)+NH4","582.5092","365.305","257.2111","183.1743","291.2682","165.1638","273.2577","239.2006","347.2945","7.09055555555555","7.39055555555555","1460"
"","DG(12:0_20:3)+NH4",0,0,0,0,0,0,0,0,0,"6.06281527777778","6.36281527777778","3132","","DG(12:0_20:3)+NH4",0,0,0,0,0,0,0,0,0,"6.06281527777778","6.36281527777778","3132","","DG(12:0_20:3)+NH4",0,0,0,0,0,0,0,0,0,"6.06281527777778","6.36281527777778","3132","","DG(12:0_20:3)+NH4",0,0,0,0,0,0,0,0,0,"6.06281527777778","6.36281527777778","3132","","DG(12:0_20:3)+NH4",0,0,0,0,0,0,0,0,0,"6.06281527777778","6.36281527777778","3132","","DG(12:0_20:3)+NH4","580.4936","363.2894","257.2111","183.1743","289.2526","165.1638","271.2421","239.2006","345.2789","6.06281527777778","6.36281527777778","3132"
"","DG(12:0_20:3)+NH4",0,0,0,0,0,0,0,0,0,"6.77390277777778","7.07390277777778","14511","","DG(12:0_20:3)+NH4",0,0,0,0,0,0,0,0,0,"6.77390277777778","7.07390277777778","14511","","DG(12:0_20:3)+NH4",0,0,0,0,0,0,0,0,0,"6.77390277777778","7.07390277777778","14511","","DG(12:0_20:3)+NH4",0,0,0,0,0,0,0,0,0,"6.77390277777778","7.07390277777778","14511","","DG(12:0_20:3)+NH4",0,0,0,0,0,0,0,0,0,"6.77390277777778","7.07390277777778","14511","","DG(12:0_20:3)+NH4","580.4936","363.2894","257.2111","183.1743","289.2526","165.1638","271.2421","239.2006","345.2789","6.77390277777778","7.07390277777778","14511"
"","DG(12:0_20:3)+NH4",0,0,0,0,0,0,0,0,0,"6.60975454545455","6.90975454545455","14559","","DG(12:0_20:3)+NH4",0,0,0,0,0,0,0,0,0,"6.60975454545455","6.90975454545455","14559","","DG(12:0_20:3)+NH4",0,0,0,0,0,0,0,0,0,"6.60975454545455","6.90975454545455","14559","","DG(12:0_20:3)+NH4",0,0,0,0,0,0,0,0,0,"6.60975454545455","6.90975454545455","14559","","DG(12:0_20:3)+NH4",0,0,0,0,0,0,0,0,0,"6.60975454545455","6.90975454545455","14559","","DG(12:0_20:3)+NH4","580.4936","363.2894","257.2111","183.1743","289.2526","165.1638","271.2421","239.2006","345.2789","6.60975454545455","6.90975454545455","14559"
"","DG(12:0_20:3)+NH4",0,0,0,0,0,0,0,0,0,"6.27059166666667","6.57059166666667","17903","","DG(12:0_20:3)+NH4",0,0,0,0,0,0,0,0,0,"6.27059166666667","6.57059166666667","17903","","DG(12:0_20:3)+NH4",0,0,0,0,0,0,0,0,0,"6.27059166666667","6.57059166666667","17903","","DG(12:0_20:3)+NH4",0,0,0,0,0,0,0,0,0,"6.27059166666667","6.57059166666667","17903","","DG(12:0_20:3)+NH4",0,0,0,0,0,0,0,0,0,"6.27059166666667","6.57059166666667","17903","","DG(12:0_20:3)+NH4","580.4936","363.2894","257.2111","183.1743","289.2526","165.1638","271.2421","239.2006","345.2789","6.27059166666667","6.57059166666667","17903"
"","DG(12:0_20:4)+NH4",0,0,0,0,0,0,0,0,0,"4.82607121212121","5.12607121212121","4566","","DG(12:0_20:4)+NH4",0,0,0,0,0,0,0,0,0,"4.82607121212121","5.12607121212121","4566","","DG(12:0_20:4)+NH4",0,0,0,0,0,0,0,0,0,"4.82607121212121","5.12607121212121","4566","","DG(12:0_20:4)+NH4",0,0,0,0,0,0,0,0,0,"4.82607121212121","5.12607121212121","4566","","DG(12:0_20:4)+NH4",0,0,0,0,0,0,0,0,0,"4.82607121212121","5.12607121212121","4566","","DG(12:0_20:4)+NH4","578.4779","361.2737","257.2111","183.1743","287.2369","165.1638","269.2264","239.2006","343.2632","4.82607121212121","5.12607121212121","4566"
"","DG(12:0_20:4)+NH4",0,0,0,0,0,0,0,0,0,"4.52480277777778","4.82480277777778","5949","","DG(12:0_20:4)+NH4",0,0,0,0,0,0,0,0,0,"4.52480277777778","4.82480277777778","5949","","DG(12:0_20:4)+NH4",0,0,0,0,0,0,0,0,0,"4.52480277777778","4.82480277777778","5949","","DG(12:0_20:4)+NH4",0,0,0,0,0,0,0,0,0,"4.52480277777778","4.82480277777778","5949","","DG(12:0_20:4)+NH4",0,0,0,0,0,0,0,0,0,"4.52480277777778","4.82480277777778","5949","","DG(12:0_20:4)+NH4","578.4779","361.2737","257.2111","183.1743","287.2369","165.1638","269.2264","239.2006","343.2632","4.52480277777778","4.82480277777778","5949"
"","DG(12:0_20:4)+NH4",0,0,0,0,0,0,0,0,0,"4.18440972222222","4.48440972222222","6534","","DG(12:0_20:4)+NH4",0,0,0,0,0,0,0,0,0,"4.18440972222222","4.48440972222222","6534","","DG(12:0_20:4)+NH4",0,0,0,0,0,0,0,0,0,"4.18440972222222","4.48440972222222","6534","","DG(12:0_20:4)+NH4",0,0,0,0,0,0,0,0,0,"4.18440972222222","4.48440972222222","6534","","DG(12:0_20:4)+NH4",0,0,0,0,0,0,0,0,0,"4.18440972222222","4.48440972222222","6534","","DG(12:0_20:4)+NH4","578.4779","361.2737","257.2111","183.1743","287.2369","165.1638","269.2264","239.2006","343.2632","4.18440972222222","4.48440972222222","6534"
"","DG(12:0_20:4)+NH4",0,0,0,0,0,0,0,0,0,"5.59014444444444","5.89014444444444","8735","","DG(12:0_20:4)+NH4",0,0,0,0,0,0,0,0,0,"5.59014444444444","5.89014444444444","8735","","DG(12:0_20:4)+NH4",0,0,0,0,0,0,0,0,0,"5.59014444444444","5.89014444444444","8735","","DG(12:0_20:4)+NH4",0,0,0,0,0,0,0,0,0,"5.59014444444444","5.89014444444444","8735","","DG(12:0_20:4)+NH4",0,0,0,0,0,0,0,0,0,"5.59014444444444","5.89014444444444","8735","","DG(12:0_20:4)+NH4","578.4779","361.2737","257.2111","183.1743","287.2369","165.1638","269.2264","239.2006","343.2632","5.59014444444444","5.89014444444444","8735"
"","DG(12:0_20:4)+NH4",0,0,0,0,0,0,0,0,0,"5.00792638888889","5.30792638888889","12379","","DG(12:0_20:4)+NH4",0,0,0,0,0,0,0,0,0,"5.00792638888889","5.30792638888889","12379","","DG(12:0_20:4)+NH4",0,0,0,0,0,0,0,0,0,"5.00792638888889","5.30792638888889","12379","","DG(12:0_20:4)+NH4",0,0,0,0,0,0,0,0,0,"5.00792638888889","5.30792638888889","12379","","DG(12:0_20:4)+NH4",0,0,0,0,0,0,0,0,0,"5.00792638888889","5.30792638888889","12379","","DG(12:0_20:4)+NH4","578.4779","361.2737","257.2111","183.1743","287.2369","165.1638","269.2264","239.2006","343.2632","5.00792638888889","5.30792638888889","12379"
"","DG(12:0_20:4)+NH4",0,0,0,0,0,0,0,0,0,"14.4097638888889","14.7097638888889","17300","","DG(12:0_20:4)+NH4",0,0,0,0,0,0,0,0,0,"14.4097638888889","14.7097638888889","17300","","DG(12:0_20:4)+NH4",0,0,0,0,0,0,0,0,0,"14.4097638888889","14.7097638888889","17300","","DG(12:0_20:4)+NH4",0,0,0,0,0,0,0,0,0,"14.4097638888889","14.7097638888889","17300","","DG(12:0_20:4)+NH4",0,0,0,0,0,0,0,0,0,"14.4097638888889","14.7097638888889","17300","","DG(12:0_20:4)+NH4","578.4779","361.2737","257.2111","183.1743","287.2369","165.1638","269.2264","239.2006","343.2632","14.4097638888889","14.7097638888889","17300"
"","DG(12:0_20:5)+NH4",0,0,0,0,0,0,0,0,0,"4.76474027777778","5.06474027777778","4316","","DG(12:0_20:5)+NH4",0,0,0,0,0,0,0,0,0,"4.76474027777778","5.06474027777778","4316","","DG(12:0_20:5)+NH4",0,0,0,0,0,0,0,0,0,"4.76474027777778","5.06474027777778","4316","","DG(12:0_20:5)+NH4",0,0,0,0,0,0,0,0,0,"4.76474027777778","5.06474027777778","4316","","DG(12:0_20:5)+NH4",0,0,0,0,0,0,0,0,0,"4.76474027777778","5.06474027777778","4316","","DG(12:0_20:5)+NH4","576.4623","359.2581","257.2111","183.1743","285.2213","165.1638","267.2108","239.2006","341.2476","4.76474027777778","5.06474027777778","4316"
"","DG(12:0_20:5)+NH4",0,0,0,0,0,0,0,0,0,"4.08608472222222","4.38608472222222","8473","","DG(12:0_20:5)+NH4",0,0,0,0,0,0,0,0,0,"4.08608472222222","4.38608472222222","8473","","DG(12:0_20:5)+NH4",0,0,0,0,0,0,0,0,0,"4.08608472222222","4.38608472222222","8473","","DG(12:0_20:5)+NH4",0,0,0,0,0,0,0,0,0,"4.08608472222222","4.38608472222222","8473","","DG(12:0_20:5)+NH4",0,0,0,0,0,0,0,0,0,"4.08608472222222","4.38608472222222","8473","","DG(12:0_20:5)+NH4","576.4623","359.2581","257.2111","183.1743","285.2213","165.1638","267.2108","239.2006","341.2476","4.08608472222222","4.38608472222222","8473"
"","DG(12:0_20:5)+NH4",0,0,0,0,0,0,0,0,0,"3.86199848484848","4.16199848484848","8661","","DG(12:0_20:5)+NH4",0,0,0,0,0,0,0,0,0,"3.86199848484848","4.16199848484848","8661","","DG(12:0_20:5)+NH4",0,0,0,0,0,0,0,0,0,"3.86199848484848","4.16199848484848","8661","","DG(12:0_20:5)+NH4",0,0,0,0,0,0,0,0,0,"3.86199848484848","4.16199848484848","8661","","DG(12:0_20:5)+NH4",0,0,0,0,0,0,0,0,0,"3.86199848484848","4.16199848484848","8661","","DG(12:0_20:5)+NH4","576.4623","359.2581","257.2111","183.1743","285.2213","165.1638","267.2108","239.2006","341.2476","3.86199848484848","4.16199848484848","8661"
"","DG(12:0_20:5)+NH4",0,0,0,0,0,0,0,0,0,"4.78962222222222","5.08962222222222","13557","","DG(12:0_20:5)+NH4",0,0,0,0,0,0,0,0,0,"4.78962222222222","5.08962222222222","13557","","DG(12:0_20:5)+NH4",0,0,0,0,0,0,0,0,0,"4.78962222222222","5.08962222222222","13557","","DG(12:0_20:5)+NH4",0,0,0,0,0,0,0,0,0,"4.78962222222222","5.08962222222222","13557","","DG(12:0_20:5)+NH4",0,0,0,0,0,0,0,0,0,"4.78962222222222","5.08962222222222","13557","","DG(12:0_20:5)+NH4","576.4623","359.2581","257.2111","183.1743","285.2213","165.1638","267.2108","239.2006","341.2476","4.78962222222222","5.08962222222222","13557"
