"Confirmed fragments if intensity is above 1000 and number of scans is greater than or equal to 1","PI","[M-H]-","M-H_NlInositol","NL_T1Ketene&serene","NL_T2Ketene&serene","NL_T1RCOOH","NL_T2RCOOH","NL_T1Ketene&Inositol","NL_T2Ketene&Inositol","NL_T1RCOOH&Inositol","NL_T2RCOOH&Inositol","T1_RCOO-","T2_RCOO-","Glycerol-3-phosphate_NLH2O","H2PO4-","PO3-","InositolPhosphate","InositolPhosphate_NLH2O","InositolPhosphate_NL2H2O","Glycerophosphoinositol_NL_H2O","Glycerophosphoinositol_NL_2H2O","RT_min","RT_max","Comment","RT at Max Intensity","PI","[M-H]-","M-H_NlInositol","NL_T1Ketene&serene","NL_T2Ketene&serene","NL_T1RCOOH","NL_T2RCOOH","NL_T1Ketene&Inositol","NL_T2Ketene&Inositol","NL_T1RCOOH&Inositol","NL_T2RCOOH&Inositol","T1_RCOO-","T2_RCOO-","Glycerol-3-phosphate_NLH2O","H2PO4-","PO3-","InositolPhosphate","InositolPhosphate_NLH2O","InositolPhosphate_NL2H2O","Glycerophosphoinositol_NL_H2O","Glycerophosphoinositol_NL_2H2O","RT_min","RT_max","Comment","Number of Scans","PI","[M-H]-","M-H_NlInositol","NL_T1Ketene&serene","NL_T2Ketene&serene","NL_T1RCOOH","NL_T2RCOOH","NL_T1Ketene&Inositol","NL_T2Ketene&Inositol","NL_T1RCOOH&Inositol","NL_T2RCOOH&Inositol","T1_RCOO-","T2_RCOO-","Glycerol-3-phosphate_NLH2O","H2PO4-","PO3-","InositolPhosphate","InositolPhosphate_NLH2O","InositolPhosphate_NL2H2O","Glycerophosphoinositol_NL_H2O","Glycerophosphoinositol_NL_2H2O","RT_min","RT_max","Comment","Max Intensity","PI","[M-H]-","M-H_NlInositol","NL_T1Ketene&serene","NL_T2Ketene&serene","NL_T1RCOOH","NL_T2RCOOH","NL_T1Ketene&Inositol","NL_T2Ketene&Inositol","NL_T1RCOOH&Inositol","NL_T2RCOOH&Inositol","T1_RCOO-","T2_RCOO-","Glycerol-3-phosphate_NLH2O","H2PO4-","PO3-","InositolPhosphate","InositolPhosphate_NLH2O","InositolPhosphate_NL2H2O","Glycerophosphoinositol_NL_H2O","Glycerophosphoinositol_NL_2H2O","RT_min","RT_max","Comment","Average m/z","PI","[M-H]-","M-H_NlInositol","NL_T1Ketene&serene","NL_T2Ketene&serene","NL_T1RCOOH","NL_T2RCOOH","NL_T1Ketene&Inositol","NL_T2Ketene&Inositol","NL_T1RCOOH&Inositol","NL_T2RCOOH&Inositol","T1_RCOO-","T2_RCOO-","Glycerol-3-phosphate_NLH2O","H2PO4-","PO3-","InositolPhosphate","InositolPhosphate_NLH2O","InositolPhosphate_NL2H2O","Glycerophosphoinositol_NL_H2O","Glycerophosphoinositol_NL_2H2O","RT_min","RT_max","Comment","Theoretical, Library Parent Hits","PI","[M-H]-","M-H_NlInositol","NL_T1Ketene&serene","NL_T2Ketene&serene","NL_T1RCOOH","NL_T2RCOOH","NL_T1Ketene&Inositol","NL_T2Ketene&Inositol","NL_T1RCOOH&Inositol","NL_T2RCOOH&Inositol","T1_RCOO-","T2_RCOO-","Glycerol-3-phosphate_NLH2O","H2PO4-","PO3-","InositolPhosphate","InositolPhosphate_NLH2O","InositolPhosphate_NL2H2O","Glycerophosphoinositol_NL_H2O","Glycerophosphoinositol_NL_2H2O","RT_min","RT_max","Comment"
"","PI(18:0_20:4)-H",1,0,0,1,1,1,0,1,1,1,1,1,1,0,0,1,1,0,1,1,"6.44896060606061","6.74896060606061","234","","PI(18:0_20:4)-H",6.553426,0,6.553426,6.553426,6.553426,6.553426,0,6.553426,6.553426,6.553426,6.553426,6.553426,6.553426,0,0,6.553426,6.553426,0,6.553426,6.553426,"6.44896060606061","6.74896060606061","234","","PI(18:0_20:4)-H",2,0,1,1,1,2,0,1,1,2,2,2,1,0,0,2,2,0,1,2,"6.44896060606061","6.74896060606061","234","","PI(18:0_20:4)-H",409803.7,0,673.5499,6080.597,4196.854,30739.04,0,2945.19,4362.884,37697.77,40514.76,57312.69,13134.42,0,0,55001.75,10946.95,0,1112.919,7684.779,"6.44896060606061","6.74896060606061","234","","PI(18:0_20:4)-H",885.55065,0,619.2891,599.3206,601.279,581.3101,0,437.2678,439.2255,419.2571,283.2642,303.23305,152.9959,0,0,241.01205,223.00125,0,315.0491,297.0381,"6.44896060606061","6.74896060606061","234","","PI(18:0_20:4)-H","885.54992","723.49708","619.28895","599.32025","601.27839","581.30969","457.23611","437.26741","439.22555","419.25685","283.26425","303.23295","152.99586","96.96964","78.95852","241.01132","223.00074","204.99016","315.04819","297.03761","6.44896060606061","6.74896060606061","234"
"","PI(18:0_20:5)-H",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5.53283181818182","5.83283181818182","519","","PI(18:0_20:5)-H",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5.53283181818182","5.83283181818182","519","","PI(18:0_20:5)-H",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5.53283181818182","5.83283181818182","519","","PI(18:0_20:5)-H",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5.53283181818182","5.83283181818182","519","","PI(18:0_20:5)-H",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5.53283181818182","5.83283181818182","519","","PI(18:0_20:5)-H","883.53432","721.48148","617.27335","599.32025","599.26279","581.30969","455.22051","437.26741","437.20995","419.25685","283.26425","301.21735","152.99586","96.96964","78.95852","241.01132","223.00074","204.99016","315.04819","297.03761","5.53283181818182","5.83283181818182","519"
"","PI(18:0_20:5)-H",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5.33809393939394","5.63809393939394","539","","PI(18:0_20:5)-H",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5.33809393939394","5.63809393939394","539","","PI(18:0_20:5)-H",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5.33809393939394","5.63809393939394","539","","PI(18:0_20:5)-H",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5.33809393939394","5.63809393939394","539","","PI(18:0_20:5)-H",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5.33809393939394","5.63809393939394","539","","PI(18:0_20:5)-H","883.53432","721.48148","617.27335","599.32025","599.26279","581.30969","455.22051","437.26741","437.20995","419.25685","283.26425","301.21735","152.99586","96.96964","78.95852","241.01132","223.00074","204.99016","315.04819","297.03761","5.33809393939394","5.63809393939394","539"
"","PI(18:0_22:6)-H",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6.14154242424242","6.44154242424242","4132","","PI(18:0_22:6)-H",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6.14154242424242","6.44154242424242","4132","","PI(18:0_22:6)-H",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6.14154242424242","6.44154242424242","4132","","PI(18:0_22:6)-H",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6.14154242424242","6.44154242424242","4132","","PI(18:0_22:6)-H",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6.14154242424242","6.44154242424242","4132","","PI(18:0_22:6)-H","909.54992","747.49708","643.28895","599.32025","625.27839","581.30969","481.23611","437.26741","463.22555","419.25685","283.26425","327.23295","152.99586","96.96964","78.95852","241.01132","223.00074","204.99016","315.04819","297.03761","6.14154242424242","6.44154242424242","4132"
"","PI(18:1_18:1)-H",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,"6.61526818181818","6.91526818181818","665","","PI(18:1_18:1)-H",6.797093,0,0,0,0,0,0,0,0,0,0,0,6.797093,0,0,6.797093,6.797093,0,0,6.797093,"6.61526818181818","6.91526818181818","665","","PI(18:1_18:1)-H",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,"6.61526818181818","6.91526818181818","665","","PI(18:1_18:1)-H",112051.9,0,0,0,0,0,0,0,0,0,0,0,2477.512,0,0,13168.64,2643.757,0,0,1046.608,"6.61526818181818","6.91526818181818","665","","PI(18:1_18:1)-H",861.5511,0,0,0,0,0,0,0,0,0,0,0,152.9958,0,0,241.012,223.0014,0,0,297.0381,"6.61526818181818","6.91526818181818","665","","PI(18:1_18:1)-H","861.55002","699.49718","597.30465","597.30465","579.29409","579.29409","435.25181","435.25181","417.24125","417.24125","281.24865","281.24865","152.99586","96.96964","78.95852","241.01132","223.00074","204.99016","315.04819","297.03761","6.61526818181818","6.91526818181818","665"
"","PI(18:1_18:2)-H",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5.53224090909091","5.83224090909091","522","","PI(18:1_18:2)-H",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5.53224090909091","5.83224090909091","522","","PI(18:1_18:2)-H",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5.53224090909091","5.83224090909091","522","","PI(18:1_18:2)-H",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5.53224090909091","5.83224090909091","522","","PI(18:1_18:2)-H",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5.53224090909091","5.83224090909091","522","","PI(18:1_18:2)-H","859.53432","697.48148","595.28895","597.30465","577.27839","579.29409","433.23611","435.25181","415.22555","417.24125","281.24865","279.23295","152.99586","96.96964","78.95852","241.01132","223.00074","204.99016","315.04819","297.03761","5.53224090909091","5.83224090909091","522"
"","PI(18:1_18:2)-H",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5.73525303030303","6.03525303030303","2805","","PI(18:1_18:2)-H",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5.73525303030303","6.03525303030303","2805","","PI(18:1_18:2)-H",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5.73525303030303","6.03525303030303","2805","","PI(18:1_18:2)-H",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5.73525303030303","6.03525303030303","2805","","PI(18:1_18:2)-H",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5.73525303030303","6.03525303030303","2805","","PI(18:1_18:2)-H","859.53432","697.48148","595.28895","597.30465","577.27839","579.29409","433.23611","435.25181","415.22555","417.24125","281.24865","279.23295","152.99586","96.96964","78.95852","241.01132","223.00074","204.99016","315.04819","297.03761","5.73525303030303","6.03525303030303","2805"
"","PI(18:1_18:3)-H",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,"5.25627272727273","5.55627272727273","216","","PI(18:1_18:3)-H",5.431933,0,0,0,0,0,0,0,0,0,0,0,5.431933,5.431933,0,5.431933,5.431933,0,0,5.431933,"5.25627272727273","5.55627272727273","216","","PI(18:1_18:3)-H",1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,"5.25627272727273","5.55627272727273","216","","PI(18:1_18:3)-H",149633.3,0,0,0,0,0,0,0,0,0,0,0,2854.088,539.9659,0,16912.36,2204.278,0,0,2236.26,"5.25627272727273","5.55627272727273","216","","PI(18:1_18:3)-H",857.5195,0,0,0,0,0,0,0,0,0,0,0,152.9958,96.9699,0,241.012,223.0013,0,0,297.0382,"5.25627272727273","5.55627272727273","216","","PI(18:1_18:3)-H","857.51872","695.46588","593.27335","597.30465","575.26279","579.29409","431.22051","435.25181","413.20995","417.24125","281.24865","277.21735","152.99586","96.96964","78.95852","241.01132","223.00074","204.99016","315.04819","297.03761","5.25627272727273","5.55627272727273","216"
"","PI(18:1_20:2)-H",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6.89207272727273","7.19207272727273","3737","","PI(18:1_20:2)-H",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6.89207272727273","7.19207272727273","3737","","PI(18:1_20:2)-H",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6.89207272727273","7.19207272727273","3737","","PI(18:1_20:2)-H",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6.89207272727273","7.19207272727273","3737","","PI(18:1_20:2)-H",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6.89207272727273","7.19207272727273","3737","","PI(18:1_20:2)-H","887.56562","725.51278","623.32025","597.30465","605.30969","579.29409","461.26741","435.25181","443.25685","417.24125","281.24865","307.26425","152.99586","96.96964","78.95852","241.01132","223.00074","204.99016","315.04819","297.03761","6.89207272727273","7.19207272727273","3737"
"","PI(18:1_20:3)-H",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,"6.44896060606061","6.74896060606061","234","","PI(18:1_20:3)-H",6.553426,0,0,0,0,0,0,0,0,0,0,0,6.553426,0,0,6.553426,6.553426,0,6.553426,6.553426,"6.44896060606061","6.74896060606061","234","","PI(18:1_20:3)-H",2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,0,1,2,"6.44896060606061","6.74896060606061","234","","PI(18:1_20:3)-H",409803.7,0,0,0,0,0,0,0,0,0,0,0,13134.42,0,0,55001.75,10946.95,0,1112.919,7684.779,"6.44896060606061","6.74896060606061","234","","PI(18:1_20:3)-H",885.55065,0,0,0,0,0,0,0,0,0,0,0,152.9959,0,0,241.01205,223.00125,0,315.0491,297.0381,"6.44896060606061","6.74896060606061","234","","PI(18:1_20:3)-H","885.55002","723.49718","621.30465","597.30465","603.29409","579.29409","459.25181","435.25181","441.24125","417.24125","281.24865","305.24865","152.99586","96.96964","78.95852","241.01132","223.00074","204.99016","315.04819","297.03761","6.44896060606061","6.74896060606061","234"
"","PI(18:1_20:4)-H",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5.53283181818182","5.83283181818182","519","","PI(18:1_20:4)-H",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5.53283181818182","5.83283181818182","519","","PI(18:1_20:4)-H",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5.53283181818182","5.83283181818182","519","","PI(18:1_20:4)-H",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5.53283181818182","5.83283181818182","519","","PI(18:1_20:4)-H",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5.53283181818182","5.83283181818182","519","","PI(18:1_20:4)-H","883.53432","721.48148","619.28895","597.30465","601.27839","579.29409","457.23611","435.25181","439.22555","417.24125","281.24865","303.23295","152.99586","96.96964","78.95852","241.01132","223.00074","204.99016","315.04819","297.03761","5.53283181818182","5.83283181818182","519"
"","PI(18:1_20:4)-H",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5.33809393939394","5.63809393939394","539","","PI(18:1_20:4)-H",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5.33809393939394","5.63809393939394","539","","PI(18:1_20:4)-H",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5.33809393939394","5.63809393939394","539","","PI(18:1_20:4)-H",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5.33809393939394","5.63809393939394","539","","PI(18:1_20:4)-H",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5.33809393939394","5.63809393939394","539","","PI(18:1_20:4)-H","883.53432","721.48148","619.28895","597.30465","601.27839","579.29409","457.23611","435.25181","439.22555","417.24125","281.24865","303.23295","152.99586","96.96964","78.95852","241.01132","223.00074","204.99016","315.04819","297.03761","5.33809393939394","5.63809393939394","539"
"","PI(18:1_20:5)-H",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4.92873484848485","5.22873484848485","1529","","PI(18:1_20:5)-H",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4.92873484848485","5.22873484848485","1529","","PI(18:1_20:5)-H",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4.92873484848485","5.22873484848485","1529","","PI(18:1_20:5)-H",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4.92873484848485","5.22873484848485","1529","","PI(18:1_20:5)-H",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4.92873484848485","5.22873484848485","1529","","PI(18:1_20:5)-H","881.51872","719.46588","617.27335","597.30465","599.26279","579.29409","455.22051","435.25181","437.20995","417.24125","281.24865","301.21735","152.99586","96.96964","78.95852","241.01132","223.00074","204.99016","315.04819","297.03761","4.92873484848485","5.22873484848485","1529"
"","PI(18:1_22:5)-H",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6.14154242424242","6.44154242424242","4132","","PI(18:1_22:5)-H",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6.14154242424242","6.44154242424242","4132","","PI(18:1_22:5)-H",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6.14154242424242","6.44154242424242","4132","","PI(18:1_22:5)-H",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6.14154242424242","6.44154242424242","4132","","PI(18:1_22:5)-H",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6.14154242424242","6.44154242424242","4132","","PI(18:1_22:5)-H","909.55002","747.49718","645.30465","597.30465","627.29409","579.29409","483.25181","435.25181","465.24125","417.24125","281.24865","329.24865","152.99586","96.96964","78.95852","241.01132","223.00074","204.99016","315.04819","297.03761","6.14154242424242","6.44154242424242","4132"
"","PI(18:2_18:2)-H",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,"5.25627272727273","5.55627272727273","216","","PI(18:2_18:2)-H",5.431933,0,0,0,0,0,0,0,0,0,0,0,5.431933,5.431933,0,5.431933,5.431933,0,0,5.431933,"5.25627272727273","5.55627272727273","216","","PI(18:2_18:2)-H",1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,"5.25627272727273","5.55627272727273","216","","PI(18:2_18:2)-H",149633.3,0,0,0,0,0,0,0,0,0,0,0,2854.088,539.9659,0,16912.36,2204.278,0,0,2236.26,"5.25627272727273","5.55627272727273","216","","PI(18:2_18:2)-H",857.5195,0,0,0,0,0,0,0,0,0,0,0,152.9958,96.9699,0,241.012,223.0013,0,0,297.0382,"5.25627272727273","5.55627272727273","216","","PI(18:2_18:2)-H","857.51862","695.46578","595.28895","595.28895","577.27839","577.27839","433.23611","433.23611","415.22555","415.22555","279.23295","279.23295","152.99586","96.96964","78.95852","241.01132","223.00074","204.99016","315.04819","297.03761","5.25627272727273","5.55627272727273","216"
"","PI(18:2_20:1)-H",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6.89207272727273","7.19207272727273","3737","","PI(18:2_20:1)-H",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6.89207272727273","7.19207272727273","3737","","PI(18:2_20:1)-H",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6.89207272727273","7.19207272727273","3737","","PI(18:2_20:1)-H",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6.89207272727273","7.19207272727273","3737","","PI(18:2_20:1)-H",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6.89207272727273","7.19207272727273","3737","","PI(18:2_20:1)-H","887.56562","725.51278","625.33595","595.28895","607.32539","577.27839","463.28311","433.23611","445.27255","415.22555","279.23295","309.27995","152.99586","96.96964","78.95852","241.01132","223.00074","204.99016","315.04819","297.03761","6.89207272727273","7.19207272727273","3737"
"","PI(18:2_20:2)-H",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,"6.44896060606061","6.74896060606061","234","","PI(18:2_20:2)-H",6.553426,0,0,0,0,0,0,0,0,0,0,0,6.553426,0,0,6.553426,6.553426,0,6.553426,6.553426,"6.44896060606061","6.74896060606061","234","","PI(18:2_20:2)-H",2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,0,1,2,"6.44896060606061","6.74896060606061","234","","PI(18:2_20:2)-H",409803.7,0,0,0,0,0,0,0,0,0,0,0,13134.42,0,0,55001.75,10946.95,0,1112.919,7684.779,"6.44896060606061","6.74896060606061","234","","PI(18:2_20:2)-H",885.55065,0,0,0,0,0,0,0,0,0,0,0,152.9959,0,0,241.01205,223.00125,0,315.0491,297.0381,"6.44896060606061","6.74896060606061","234","","PI(18:2_20:2)-H","885.54992","723.49708","623.32025","595.28895","605.30969","577.27839","461.26741","433.23611","443.25685","415.22555","279.23295","307.26425","152.99586","96.96964","78.95852","241.01132","223.00074","204.99016","315.04819","297.03761","6.44896060606061","6.74896060606061","234"
"","PI(18:2_20:3)-H",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5.53283181818182","5.83283181818182","519","","PI(18:2_20:3)-H",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5.53283181818182","5.83283181818182","519","","PI(18:2_20:3)-H",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5.53283181818182","5.83283181818182","519","","PI(18:2_20:3)-H",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5.53283181818182","5.83283181818182","519","","PI(18:2_20:3)-H",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5.53283181818182","5.83283181818182","519","","PI(18:2_20:3)-H","883.53432","721.48148","621.30465","595.28895","603.29409","577.27839","459.25181","433.23611","441.24125","415.22555","279.23295","305.24865","152.99586","96.96964","78.95852","241.01132","223.00074","204.99016","315.04819","297.03761","5.53283181818182","5.83283181818182","519"
"","PI(18:2_20:3)-H",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5.33809393939394","5.63809393939394","539","","PI(18:2_20:3)-H",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5.33809393939394","5.63809393939394","539","","PI(18:2_20:3)-H",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5.33809393939394","5.63809393939394","539","","PI(18:2_20:3)-H",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5.33809393939394","5.63809393939394","539","","PI(18:2_20:3)-H",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5.33809393939394","5.63809393939394","539","","PI(18:2_20:3)-H","883.53432","721.48148","621.30465","595.28895","603.29409","577.27839","459.25181","433.23611","441.24125","415.22555","279.23295","305.24865","152.99586","96.96964","78.95852","241.01132","223.00074","204.99016","315.04819","297.03761","5.33809393939394","5.63809393939394","539"
"","PI(18:2_20:4)-H",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4.92873484848485","5.22873484848485","1529","","PI(18:2_20:4)-H",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4.92873484848485","5.22873484848485","1529","","PI(18:2_20:4)-H",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4.92873484848485","5.22873484848485","1529","","PI(18:2_20:4)-H",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4.92873484848485","5.22873484848485","1529","","PI(18:2_20:4)-H",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4.92873484848485","5.22873484848485","1529","","PI(18:2_20:4)-H","881.51862","719.46578","619.28895","595.28895","601.27839","577.27839","457.23611","433.23611","439.22555","415.22555","279.23295","303.23295","152.99586","96.96964","78.95852","241.01132","223.00074","204.99016","315.04819","297.03761","4.92873484848485","5.22873484848485","1529"
"","PI(18:2_22:4)-H",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6.14154242424242","6.44154242424242","4132","","PI(18:2_22:4)-H",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6.14154242424242","6.44154242424242","4132","","PI(18:2_22:4)-H",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6.14154242424242","6.44154242424242","4132","","PI(18:2_22:4)-H",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6.14154242424242","6.44154242424242","4132","","PI(18:2_22:4)-H",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6.14154242424242","6.44154242424242","4132","","PI(18:2_22:4)-H","909.54992","747.49708","647.32025","595.28895","629.30969","577.27839","485.26741","433.23611","467.25685","415.22555","279.23295","331.26425","152.99586","96.96964","78.95852","241.01132","223.00074","204.99016","315.04819","297.03761","6.14154242424242","6.44154242424242","4132"
"","PI(18:3_20:0)-H",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6.89207272727273","7.19207272727273","3737","","PI(18:3_20:0)-H",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6.89207272727273","7.19207272727273","3737","","PI(18:3_20:0)-H",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6.89207272727273","7.19207272727273","3737","","PI(18:3_20:0)-H",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6.89207272727273","7.19207272727273","3737","","PI(18:3_20:0)-H",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6.89207272727273","7.19207272727273","3737","","PI(18:3_20:0)-H","887.56562","725.51278","627.35155","593.27335","609.34099","575.26279","465.29871","431.22051","447.28815","413.20995","277.21735","311.29555","152.99586","96.96964","78.95852","241.01132","223.00074","204.99016","315.04819","297.03761","6.89207272727273","7.19207272727273","3737"
"","PI(18:3_20:1)-H",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,"6.44896060606061","6.74896060606061","234","","PI(18:3_20:1)-H",6.553426,0,0,0,0,0,0,0,0,0,0,0,6.553426,0,0,6.553426,6.553426,0,6.553426,6.553426,"6.44896060606061","6.74896060606061","234","","PI(18:3_20:1)-H",2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,0,1,2,"6.44896060606061","6.74896060606061","234","","PI(18:3_20:1)-H",409803.7,0,0,0,0,0,0,0,0,0,0,0,13134.42,0,0,55001.75,10946.95,0,1112.919,7684.779,"6.44896060606061","6.74896060606061","234","","PI(18:3_20:1)-H",885.55065,0,0,0,0,0,0,0,0,0,0,0,152.9959,0,0,241.01205,223.00125,0,315.0491,297.0381,"6.44896060606061","6.74896060606061","234","","PI(18:3_20:1)-H","885.55002","723.49718","625.33595","593.27335","607.32539","575.26279","463.28311","431.22051","445.27255","413.20995","277.21735","309.27995","152.99586","96.96964","78.95852","241.01132","223.00074","204.99016","315.04819","297.03761","6.44896060606061","6.74896060606061","234"
