"Confirmed fragments if intensity is above 1000 and number of scans is greater than or equal to 1","PE","[M-H]-","NL_T1Ketene&serene","NL_T2Ketene&serene","NL_T1RCOOH","NL_T2RCOOH","T1_RCOO-","T2_RCOO-","Glycerol-3-phosphate_NLH2O","H2PO4-","PO3-","EthanolaminePhosphate","EthanolaminePhosphate_NLH2O","RT_min","RT_max","Comment","RT at Max Intensity","PE","[M-H]-","NL_T1Ketene&serene","NL_T2Ketene&serene","NL_T1RCOOH","NL_T2RCOOH","T1_RCOO-","T2_RCOO-","Glycerol-3-phosphate_NLH2O","H2PO4-","PO3-","EthanolaminePhosphate","EthanolaminePhosphate_NLH2O","RT_min","RT_max","Comment","Number of Scans","PE","[M-H]-","NL_T1Ketene&serene","NL_T2Ketene&serene","NL_T1RCOOH","NL_T2RCOOH","T1_RCOO-","T2_RCOO-","Glycerol-3-phosphate_NLH2O","H2PO4-","PO3-","EthanolaminePhosphate","EthanolaminePhosphate_NLH2O","RT_min","RT_max","Comment","Max Intensity","PE","[M-H]-","NL_T1Ketene&serene","NL_T2Ketene&serene","NL_T1RCOOH","NL_T2RCOOH","T1_RCOO-","T2_RCOO-","Glycerol-3-phosphate_NLH2O","H2PO4-","PO3-","EthanolaminePhosphate","EthanolaminePhosphate_NLH2O","RT_min","RT_max","Comment","Average m/z","PE","[M-H]-","NL_T1Ketene&serene","NL_T2Ketene&serene","NL_T1RCOOH","NL_T2RCOOH","T1_RCOO-","T2_RCOO-","Glycerol-3-phosphate_NLH2O","H2PO4-","PO3-","EthanolaminePhosphate","EthanolaminePhosphate_NLH2O","RT_min","RT_max","Comment","Theoretical, Library Parent Hits","PE","[M-H]-","NL_T1Ketene&serene","NL_T2Ketene&serene","NL_T1RCOOH","NL_T2RCOOH","T1_RCOO-","T2_RCOO-","Glycerol-3-phosphate_NLH2O","H2PO4-","PO3-","EthanolaminePhosphate","EthanolaminePhosphate_NLH2O","RT_min","RT_max","Comment"
"","PE(14:1_20:1)-H",0,0,0,0,0,0,0,0,0,0,0,0,"4.60836818181818","4.90836818181818","1332","","PE(14:1_20:1)-H",0,0,0,0,0,0,0,0,0,0,0,0,"4.60836818181818","4.90836818181818","1332","","PE(14:1_20:1)-H",0,0,0,0,0,0,0,0,0,0,0,0,"4.60836818181818","4.90836818181818","1332","","PE(14:1_20:1)-H",0,0,0,0,0,0,0,0,0,0,0,0,"4.60836818181818","4.90836818181818","1332","","PE(14:1_20:1)-H",0,0,0,0,0,0,0,0,0,0,0,0,"4.60836818181818","4.90836818181818","1332","","PE(14:1_20:1)-H","714.50802","506.32525","422.23135","488.31469","404.22079","225.18605","309.27995","152.99586","96.96964","78.95852","140.01128","122.0007","4.60836818181818","4.90836818181818","1332"
"","PE(14:1_20:1)-H",0,0,0,0,0,0,0,0,0,0,0,0,"6.5105303030303","6.8105303030303","1416","","PE(14:1_20:1)-H",0,0,0,0,0,0,0,0,0,0,0,0,"6.5105303030303","6.8105303030303","1416","","PE(14:1_20:1)-H",0,0,0,0,0,0,0,0,0,0,0,0,"6.5105303030303","6.8105303030303","1416","","PE(14:1_20:1)-H",0,0,0,0,0,0,0,0,0,0,0,0,"6.5105303030303","6.8105303030303","1416","","PE(14:1_20:1)-H",0,0,0,0,0,0,0,0,0,0,0,0,"6.5105303030303","6.8105303030303","1416","","PE(14:1_20:1)-H","714.50802","506.32525","422.23135","488.31469","404.22079","225.18605","309.27995","152.99586","96.96964","78.95852","140.01128","122.0007","6.5105303030303","6.8105303030303","1416"
"","PE(14:1_22:0)-H",1,0,0,0,0,0,0,0,0,0,0,0,"8.54963333333333","8.84963333333333","1115","","PE(14:1_22:0)-H",8.71849,0,0,0,0,0,0,0,0,0,8.71849,0,"8.54963333333333","8.84963333333333","1115","","PE(14:1_22:0)-H",1,0,0,0,0,0,0,0,0,0,1,0,"8.54963333333333","8.84963333333333","1115","","PE(14:1_22:0)-H",17193.23,0,0,0,0,0,0,0,0,0,788.049,0,"8.54963333333333","8.84963333333333","1115","","PE(14:1_22:0)-H",744.5564,0,0,0,0,0,0,0,0,0,140.0119,0,"8.54963333333333","8.84963333333333","1115","","PE(14:1_22:0)-H","744.55492","536.37215","422.23135","518.36159","404.22079","225.18605","339.32685","152.99586","96.96964","78.95852","140.01128","122.0007","8.54963333333333","8.84963333333333","1115"
"","PE(14:1_22:1)-H",1,0,0,0,0,0,0,0,0,0,1,0,"7.6800106060606","7.9800106060606","773","","PE(14:1_22:1)-H",7.870355,0,0,0,0,0,0,0,0,0,7.870355,0,"7.6800106060606","7.9800106060606","773","","PE(14:1_22:1)-H",1,0,0,0,0,0,0,0,0,0,1,0,"7.6800106060606","7.9800106060606","773","","PE(14:1_22:1)-H",35126.13,0,0,0,0,0,0,0,0,0,2492.297,0,"7.6800106060606","7.9800106060606","773","","PE(14:1_22:1)-H",742.5406,0,0,0,0,0,0,0,0,0,140.0119,0,"7.6800106060606","7.9800106060606","773","","PE(14:1_22:1)-H","742.53932","534.35655","422.23135","516.34599","404.22079","225.18605","337.31125","152.99586","96.96964","78.95852","140.01128","122.0007","7.6800106060606","7.9800106060606","773"
"","PE(14:1_22:3)-H",0,0,0,0,0,0,0,0,0,0,0,0,"5.65324848484848","5.95324848484848","923","","PE(14:1_22:3)-H",0,0,0,0,0,0,0,0,0,0,0,0,"5.65324848484848","5.95324848484848","923","","PE(14:1_22:3)-H",0,0,0,0,0,0,0,0,0,0,0,0,"5.65324848484848","5.95324848484848","923","","PE(14:1_22:3)-H",0,0,0,0,0,0,0,0,0,0,0,0,"5.65324848484848","5.95324848484848","923","","PE(14:1_22:3)-H",0,0,0,0,0,0,0,0,0,0,0,0,"5.65324848484848","5.95324848484848","923","","PE(14:1_22:3)-H","738.50802","530.32525","422.23135","512.31469","404.22079","225.18605","333.27995","152.99586","96.96964","78.95852","140.01128","122.0007","5.65324848484848","5.95324848484848","923"
"","PE(14:1_22:3)-H",0,0,0,0,0,0,0,0,0,0,0,0,"6.33049696969697","6.63049696969697","1643","","PE(14:1_22:3)-H",0,0,0,0,0,0,0,0,0,0,0,0,"6.33049696969697","6.63049696969697","1643","","PE(14:1_22:3)-H",0,0,0,0,0,0,0,0,0,0,0,0,"6.33049696969697","6.63049696969697","1643","","PE(14:1_22:3)-H",0,0,0,0,0,0,0,0,0,0,0,0,"6.33049696969697","6.63049696969697","1643","","PE(14:1_22:3)-H",0,0,0,0,0,0,0,0,0,0,0,0,"6.33049696969697","6.63049696969697","1643","","PE(14:1_22:3)-H","738.50802","530.32525","422.23135","512.31469","404.22079","225.18605","333.27995","152.99586","96.96964","78.95852","140.01128","122.0007","6.33049696969697","6.63049696969697","1643"
"","PE(14:1_22:3)-H",0,0,0,0,0,0,0,0,0,0,0,0,"4.35774848484849","4.65774848484849","2622","","PE(14:1_22:3)-H",0,0,0,0,0,0,0,0,0,0,0,0,"4.35774848484849","4.65774848484849","2622","","PE(14:1_22:3)-H",0,0,0,0,0,0,0,0,0,0,0,0,"4.35774848484849","4.65774848484849","2622","","PE(14:1_22:3)-H",0,0,0,0,0,0,0,0,0,0,0,0,"4.35774848484849","4.65774848484849","2622","","PE(14:1_22:3)-H",0,0,0,0,0,0,0,0,0,0,0,0,"4.35774848484849","4.65774848484849","2622","","PE(14:1_22:3)-H","738.50802","530.32525","422.23135","512.31469","404.22079","225.18605","333.27995","152.99586","96.96964","78.95852","140.01128","122.0007","4.35774848484849","4.65774848484849","2622"
"","PE(14:1_22:3)-H",0,0,0,0,0,0,0,0,0,0,0,0,"3.80641212121212","4.10641212121212","3147","","PE(14:1_22:3)-H",0,0,0,0,0,0,0,0,0,0,0,0,"3.80641212121212","4.10641212121212","3147","","PE(14:1_22:3)-H",0,0,0,0,0,0,0,0,0,0,0,0,"3.80641212121212","4.10641212121212","3147","","PE(14:1_22:3)-H",0,0,0,0,0,0,0,0,0,0,0,0,"3.80641212121212","4.10641212121212","3147","","PE(14:1_22:3)-H",0,0,0,0,0,0,0,0,0,0,0,0,"3.80641212121212","4.10641212121212","3147","","PE(14:1_22:3)-H","738.50802","530.32525","422.23135","512.31469","404.22079","225.18605","333.27995","152.99586","96.96964","78.95852","140.01128","122.0007","3.80641212121212","4.10641212121212","3147"
"","PE(15:0_15:0)-H",1,1,1,1,1,1,1,0,0,0,1,0,"6.13960757575758","6.43960757575758","188","","PE(15:0_15:0)-H",6.281945,6.281945,6.281945,6.281945,6.281945,6.281945,6.281945,0,6.281945,0,6.281945,0,"6.13960757575758","6.43960757575758","188","","PE(15:0_15:0)-H",2,1,1,1,1,2,2,0,1,0,1,0,"6.13960757575758","6.43960757575758","188","","PE(15:0_15:0)-H",234516.4,32193.37,32193.37,12821.02,12821.02,723805.1,723805.1,0,715.7395,0,9773.003,0,"6.13960757575758","6.43960757575758","188","","PE(15:0_15:0)-H",662.47755,438.2628,438.2628,420.2525,420.2525,241.2174,241.2174,0,96.96992,0,140.0118,0,"6.13960757575758","6.43960757575758","188","","PE(15:0_15:0)-H","662.47672","438.26265","438.26265","420.25209","420.25209","241.21735","241.21735","152.99586","96.96964","78.95852","140.01128","122.0007","6.13960757575758","6.43960757575758","188"
"","PE(15:0_19:0)-H",1,0,0,0,0,0,0,0,0,0,1,1,"8.47925757575758","8.77925757575758","193","","PE(15:0_19:0)-H",8.627286,0,0,0,0,0,0,0,8.627286,0,8.627286,8.627286,"8.47925757575758","8.77925757575758","193","","PE(15:0_19:0)-H",1,0,0,0,0,0,0,0,1,0,1,1,"8.47925757575758","8.77925757575758","193","","PE(15:0_19:0)-H",381988.7,0,0,0,0,0,0,0,684.2014,0,16745.46,1310.426,"8.47925757575758","8.77925757575758","193","","PE(15:0_19:0)-H",718.54,0,0,0,0,0,0,0,96.96995,0,140.0119,122.0013,"8.47925757575758","8.77925757575758","193","","PE(15:0_19:0)-H","718.53932","494.32525","438.26265","476.31469","420.25209","241.21735","297.27995","152.99586","96.96964","78.95852","140.01128","122.0007","8.47925757575758","8.77925757575758","193"
"","PE(15:1_19:0)-H",0,0,0,0,0,0,0,0,0,0,0,0,"5.62081363636364","5.92081363636364","1824","","PE(15:1_19:0)-H",0,0,0,0,0,0,0,0,0,0,0,0,"5.62081363636364","5.92081363636364","1824","","PE(15:1_19:0)-H",0,0,0,0,0,0,0,0,0,0,0,0,"5.62081363636364","5.92081363636364","1824","","PE(15:1_19:0)-H",0,0,0,0,0,0,0,0,0,0,0,0,"5.62081363636364","5.92081363636364","1824","","PE(15:1_19:0)-H",0,0,0,0,0,0,0,0,0,0,0,0,"5.62081363636364","5.92081363636364","1824","","PE(15:1_19:0)-H","716.52362","494.32525","436.24695","476.31469","418.23639","239.20165","297.27995","152.99586","96.96964","78.95852","140.01128","122.0007","5.62081363636364","5.92081363636364","1824"
"","PE(15:1_21:0)-H",1,0,0,0,0,0,0,0,0,0,0,0,"8.54963333333333","8.84963333333333","1115","","PE(15:1_21:0)-H",8.71849,0,0,0,0,0,0,0,0,0,8.71849,0,"8.54963333333333","8.84963333333333","1115","","PE(15:1_21:0)-H",1,0,0,0,0,0,0,0,0,0,1,0,"8.54963333333333","8.84963333333333","1115","","PE(15:1_21:0)-H",17193.23,0,0,0,0,0,0,0,0,0,788.049,0,"8.54963333333333","8.84963333333333","1115","","PE(15:1_21:0)-H",744.5564,0,0,0,0,0,0,0,0,0,140.0119,0,"8.54963333333333","8.84963333333333","1115","","PE(15:1_21:0)-H","744.55492","522.35655","436.24695","504.34599","418.23639","239.20165","325.31125","152.99586","96.96964","78.95852","140.01128","122.0007","8.54963333333333","8.84963333333333","1115"
"","PE(16:0_18:0)-H",1,0,0,0,0,1,0,0,0,0,1,1,"8.47925757575758","8.77925757575758","193","","PE(16:0_18:0)-H",8.627286,0,0,0,0,8.627286,8.627286,0,8.627286,0,8.627286,8.627286,"8.47925757575758","8.77925757575758","193","","PE(16:0_18:0)-H",1,0,0,0,0,1,1,0,1,0,1,1,"8.47925757575758","8.77925757575758","193","","PE(16:0_18:0)-H",381988.7,0,0,0,0,2176.867,590.8401,0,684.2014,0,16745.46,1310.426,"8.47925757575758","8.77925757575758","193","","PE(16:0_18:0)-H",718.54,0,0,0,0,255.2331,283.265,0,96.96995,0,140.0119,122.0013,"8.47925757575758","8.77925757575758","193","","PE(16:0_18:0)-H","718.53922","480.30955","452.27825","462.29899","434.26769","255.23295","283.26425","152.99586","96.96964","78.95852","140.01128","122.0007","8.47925757575758","8.77925757575758","193"
"","PE(16:0_18:1)-H",0,0,0,0,0,0,0,0,0,0,0,0,"5.62081363636364","5.92081363636364","1824","","PE(16:0_18:1)-H",0,0,0,0,0,0,0,0,0,0,0,0,"5.62081363636364","5.92081363636364","1824","","PE(16:0_18:1)-H",0,0,0,0,0,0,0,0,0,0,0,0,"5.62081363636364","5.92081363636364","1824","","PE(16:0_18:1)-H",0,0,0,0,0,0,0,0,0,0,0,0,"5.62081363636364","5.92081363636364","1824","","PE(16:0_18:1)-H",0,0,0,0,0,0,0,0,0,0,0,0,"5.62081363636364","5.92081363636364","1824","","PE(16:0_18:1)-H","716.52362","478.29395","452.27825","460.28339","434.26769","255.23295","281.24865","152.99586","96.96964","78.95852","140.01128","122.0007","5.62081363636364","5.92081363636364","1824"
"","PE(16:0_18:2)-H",0,0,0,0,0,0,0,0,0,0,0,0,"4.60836818181818","4.90836818181818","1332","","PE(16:0_18:2)-H",0,0,0,0,0,0,0,0,0,0,0,0,"4.60836818181818","4.90836818181818","1332","","PE(16:0_18:2)-H",0,0,0,0,0,0,0,0,0,0,0,0,"4.60836818181818","4.90836818181818","1332","","PE(16:0_18:2)-H",0,0,0,0,0,0,0,0,0,0,0,0,"4.60836818181818","4.90836818181818","1332","","PE(16:0_18:2)-H",0,0,0,0,0,0,0,0,0,0,0,0,"4.60836818181818","4.90836818181818","1332","","PE(16:0_18:2)-H","714.50792","476.27825","452.27825","458.26769","434.26769","255.23295","279.23295","152.99586","96.96964","78.95852","140.01128","122.0007","4.60836818181818","4.90836818181818","1332"
"","PE(16:0_18:2)-H",0,0,0,0,0,0,0,0,0,0,0,0,"6.5105303030303","6.8105303030303","1416","","PE(16:0_18:2)-H",0,0,0,0,0,0,0,0,0,0,0,0,"6.5105303030303","6.8105303030303","1416","","PE(16:0_18:2)-H",0,0,0,0,0,0,0,0,0,0,0,0,"6.5105303030303","6.8105303030303","1416","","PE(16:0_18:2)-H",0,0,0,0,0,0,0,0,0,0,0,0,"6.5105303030303","6.8105303030303","1416","","PE(16:0_18:2)-H",0,0,0,0,0,0,0,0,0,0,0,0,"6.5105303030303","6.8105303030303","1416","","PE(16:0_18:2)-H","714.50792","476.27825","452.27825","458.26769","434.26769","255.23295","279.23295","152.99586","96.96964","78.95852","140.01128","122.0007","6.5105303030303","6.8105303030303","1416"
"","PE(16:0_20:1)-H",1,0,0,0,0,0,0,0,0,0,0,0,"8.54963333333333","8.84963333333333","1115","","PE(16:0_20:1)-H",8.71849,0,0,0,0,0,0,0,0,0,8.71849,0,"8.54963333333333","8.84963333333333","1115","","PE(16:0_20:1)-H",1,0,0,0,0,0,0,0,0,0,1,0,"8.54963333333333","8.84963333333333","1115","","PE(16:0_20:1)-H",17193.23,0,0,0,0,0,0,0,0,0,788.049,0,"8.54963333333333","8.84963333333333","1115","","PE(16:0_20:1)-H",744.5564,0,0,0,0,0,0,0,0,0,140.0119,0,"8.54963333333333","8.84963333333333","1115","","PE(16:0_20:1)-H","744.55492","506.32525","452.27825","488.31469","434.26769","255.23295","309.27995","152.99586","96.96964","78.95852","140.01128","122.0007","8.54963333333333","8.84963333333333","1115"
"","PE(16:0_20:2)-H",1,0,0,0,0,0,0,0,0,0,1,0,"7.6800106060606","7.9800106060606","773","","PE(16:0_20:2)-H",7.870355,0,0,0,0,0,0,0,0,0,7.870355,0,"7.6800106060606","7.9800106060606","773","","PE(16:0_20:2)-H",1,0,0,0,0,0,0,0,0,0,1,0,"7.6800106060606","7.9800106060606","773","","PE(16:0_20:2)-H",35126.13,0,0,0,0,0,0,0,0,0,2492.297,0,"7.6800106060606","7.9800106060606","773","","PE(16:0_20:2)-H",742.5406,0,0,0,0,0,0,0,0,0,140.0119,0,"7.6800106060606","7.9800106060606","773","","PE(16:0_20:2)-H","742.53922","504.30955","452.27825","486.29899","434.26769","255.23295","307.26425","152.99586","96.96964","78.95852","140.01128","122.0007","7.6800106060606","7.9800106060606","773"
"","PE(16:0_20:4)-H",0,0,0,0,0,0,0,0,0,0,0,0,"5.65324848484848","5.95324848484848","923","","PE(16:0_20:4)-H",0,0,0,0,0,0,0,0,0,0,0,0,"5.65324848484848","5.95324848484848","923","","PE(16:0_20:4)-H",0,0,0,0,0,0,0,0,0,0,0,0,"5.65324848484848","5.95324848484848","923","","PE(16:0_20:4)-H",0,0,0,0,0,0,0,0,0,0,0,0,"5.65324848484848","5.95324848484848","923","","PE(16:0_20:4)-H",0,0,0,0,0,0,0,0,0,0,0,0,"5.65324848484848","5.95324848484848","923","","PE(16:0_20:4)-H","738.50792","500.27825","452.27825","482.26769","434.26769","255.23295","303.23295","152.99586","96.96964","78.95852","140.01128","122.0007","5.65324848484848","5.95324848484848","923"
"","PE(16:0_20:4)-H",0,0,0,0,0,0,0,0,0,0,0,0,"6.33049696969697","6.63049696969697","1643","","PE(16:0_20:4)-H",0,0,0,0,0,0,0,0,0,0,0,0,"6.33049696969697","6.63049696969697","1643","","PE(16:0_20:4)-H",0,0,0,0,0,0,0,0,0,0,0,0,"6.33049696969697","6.63049696969697","1643","","PE(16:0_20:4)-H",0,0,0,0,0,0,0,0,0,0,0,0,"6.33049696969697","6.63049696969697","1643","","PE(16:0_20:4)-H",0,0,0,0,0,0,0,0,0,0,0,0,"6.33049696969697","6.63049696969697","1643","","PE(16:0_20:4)-H","738.50792","500.27825","452.27825","482.26769","434.26769","255.23295","303.23295","152.99586","96.96964","78.95852","140.01128","122.0007","6.33049696969697","6.63049696969697","1643"
"","PE(16:0_20:4)-H",0,0,0,0,0,0,0,0,0,0,0,0,"4.35774848484849","4.65774848484849","2622","","PE(16:0_20:4)-H",0,0,0,0,0,0,0,0,0,0,0,0,"4.35774848484849","4.65774848484849","2622","","PE(16:0_20:4)-H",0,0,0,0,0,0,0,0,0,0,0,0,"4.35774848484849","4.65774848484849","2622","","PE(16:0_20:4)-H",0,0,0,0,0,0,0,0,0,0,0,0,"4.35774848484849","4.65774848484849","2622","","PE(16:0_20:4)-H",0,0,0,0,0,0,0,0,0,0,0,0,"4.35774848484849","4.65774848484849","2622","","PE(16:0_20:4)-H","738.50792","500.27825","452.27825","482.26769","434.26769","255.23295","303.23295","152.99586","96.96964","78.95852","140.01128","122.0007","4.35774848484849","4.65774848484849","2622"
"","PE(16:0_20:4)-H",0,0,0,0,0,0,0,0,0,0,0,0,"3.80641212121212","4.10641212121212","3147","","PE(16:0_20:4)-H",0,0,0,0,0,0,0,0,0,0,0,0,"3.80641212121212","4.10641212121212","3147","","PE(16:0_20:4)-H",0,0,0,0,0,0,0,0,0,0,0,0,"3.80641212121212","4.10641212121212","3147","","PE(16:0_20:4)-H",0,0,0,0,0,0,0,0,0,0,0,0,"3.80641212121212","4.10641212121212","3147","","PE(16:0_20:4)-H",0,0,0,0,0,0,0,0,0,0,0,0,"3.80641212121212","4.10641212121212","3147","","PE(16:0_20:4)-H","738.50792","500.27825","452.27825","482.26769","434.26769","255.23295","303.23295","152.99586","96.96964","78.95852","140.01128","122.0007","3.80641212121212","4.10641212121212","3147"
"","PE(16:0_22:4)-H",0,0,0,0,0,0,0,0,0,0,0,0,"7.51369545454545","7.81369545454545","835","","PE(16:0_22:4)-H",0,0,0,0,0,0,0,0,0,0,0,0,"7.51369545454545","7.81369545454545","835","","PE(16:0_22:4)-H",0,0,0,0,0,0,0,0,0,0,0,0,"7.51369545454545","7.81369545454545","835","","PE(16:0_22:4)-H",0,0,0,0,0,0,0,0,0,0,0,0,"7.51369545454545","7.81369545454545","835","","PE(16:0_22:4)-H",0,0,0,0,0,0,0,0,0,0,0,0,"7.51369545454545","7.81369545454545","835","","PE(16:0_22:4)-H","766.53922","528.30955","452.27825","510.29899","434.26769","255.23295","331.26425","152.99586","96.96964","78.95852","140.01128","122.0007","7.51369545454545","7.81369545454545","835"
"","PE(16:0_22:6)-H",1,0,1,0,1,1,1,0,0,0,1,0,"5.9804803030303","6.2804803030303","395","","PE(16:0_22:6)-H",6.132894,0,6.132894,0,6.132894,6.132894,6.132894,0,0,0,6.132894,0,"5.9804803030303","6.2804803030303","395","","PE(16:0_22:6)-H",1,0,1,0,1,1,1,0,0,0,1,0,"5.9804803030303","6.2804803030303","395","","PE(16:0_22:6)-H",49985.39,0,12232.12,0,2370.286,35238.94,73932.63,0,0,0,3250.098,0,"5.9804803030303","6.2804803030303","395","","PE(16:0_22:6)-H",762.5093,0,452.2787,0,434.268,255.2331,327.2332,0,0,0,140.0118,0,"5.9804803030303","6.2804803030303","395","","PE(16:0_22:6)-H","762.50792","524.27825","452.27825","506.26769","434.26769","255.23295","327.23295","152.99586","96.96964","78.95852","140.01128","122.0007","5.9804803030303","6.2804803030303","395"
"","PE(16:0_22:6)-H",0,0,0,0,0,0,0,0,0,0,0,0,"5.44704393939394","5.74704393939394","2550","","PE(16:0_22:6)-H",0,0,0,0,0,0,0,0,0,0,0,0,"5.44704393939394","5.74704393939394","2550","","PE(16:0_22:6)-H",0,0,0,0,0,0,0,0,0,0,0,0,"5.44704393939394","5.74704393939394","2550","","PE(16:0_22:6)-H",0,0,0,0,0,0,0,0,0,0,0,0,"5.44704393939394","5.74704393939394","2550","","PE(16:0_22:6)-H",0,0,0,0,0,0,0,0,0,0,0,0,"5.44704393939394","5.74704393939394","2550","","PE(16:0_22:6)-H","762.50792","524.27825","452.27825","506.26769","434.26769","255.23295","327.23295","152.99586","96.96964","78.95852","140.01128","122.0007","5.44704393939394","5.74704393939394","2550"
"","PE(16:1_18:0)-H",0,0,0,0,0,0,0,0,0,0,0,0,"5.62081363636364","5.92081363636364","1824","","PE(16:1_18:0)-H",0,0,0,0,0,0,0,0,0,0,0,0,"5.62081363636364","5.92081363636364","1824","","PE(16:1_18:0)-H",0,0,0,0,0,0,0,0,0,0,0,0,"5.62081363636364","5.92081363636364","1824","","PE(16:1_18:0)-H",0,0,0,0,0,0,0,0,0,0,0,0,"5.62081363636364","5.92081363636364","1824","","PE(16:1_18:0)-H",0,0,0,0,0,0,0,0,0,0,0,0,"5.62081363636364","5.92081363636364","1824","","PE(16:1_18:0)-H","716.52362","480.30955","450.26265","462.29899","432.25209","253.21735","283.26425","152.99586","96.96964","78.95852","140.01128","122.0007","5.62081363636364","5.92081363636364","1824"
"","PE(16:1_18:1)-H",0,0,0,0,0,0,0,0,0,0,0,0,"4.60836818181818","4.90836818181818","1332","","PE(16:1_18:1)-H",0,0,0,0,0,0,0,0,0,0,0,0,"4.60836818181818","4.90836818181818","1332","","PE(16:1_18:1)-H",0,0,0,0,0,0,0,0,0,0,0,0,"4.60836818181818","4.90836818181818","1332","","PE(16:1_18:1)-H",0,0,0,0,0,0,0,0,0,0,0,0,"4.60836818181818","4.90836818181818","1332","","PE(16:1_18:1)-H",0,0,0,0,0,0,0,0,0,0,0,0,"4.60836818181818","4.90836818181818","1332","","PE(16:1_18:1)-H","714.50802","478.29395","450.26265","460.28339","432.25209","253.21735","281.24865","152.99586","96.96964","78.95852","140.01128","122.0007","4.60836818181818","4.90836818181818","1332"
"","PE(16:1_18:1)-H",0,0,0,0,0,0,0,0,0,0,0,0,"6.5105303030303","6.8105303030303","1416","","PE(16:1_18:1)-H",0,0,0,0,0,0,0,0,0,0,0,0,"6.5105303030303","6.8105303030303","1416","","PE(16:1_18:1)-H",0,0,0,0,0,0,0,0,0,0,0,0,"6.5105303030303","6.8105303030303","1416","","PE(16:1_18:1)-H",0,0,0,0,0,0,0,0,0,0,0,0,"6.5105303030303","6.8105303030303","1416","","PE(16:1_18:1)-H",0,0,0,0,0,0,0,0,0,0,0,0,"6.5105303030303","6.8105303030303","1416","","PE(16:1_18:1)-H","714.50802","478.29395","450.26265","460.28339","432.25209","253.21735","281.24865","152.99586","96.96964","78.95852","140.01128","122.0007","6.5105303030303","6.8105303030303","1416"
"","PE(16:1_20:0)-H",1,0,0,0,0,0,0,0,0,0,0,0,"8.54963333333333","8.84963333333333","1115","","PE(16:1_20:0)-H",8.71849,0,0,0,0,0,0,0,0,0,8.71849,0,"8.54963333333333","8.84963333333333","1115","","PE(16:1_20:0)-H",1,0,0,0,0,0,0,0,0,0,1,0,"8.54963333333333","8.84963333333333","1115","","PE(16:1_20:0)-H",17193.23,0,0,0,0,0,0,0,0,0,788.049,0,"8.54963333333333","8.84963333333333","1115","","PE(16:1_20:0)-H",744.5564,0,0,0,0,0,0,0,0,0,140.0119,0,"8.54963333333333","8.84963333333333","1115","","PE(16:1_20:0)-H","744.55492","508.34085","450.26265","490.33029","432.25209","253.21735","311.29555","152.99586","96.96964","78.95852","140.01128","122.0007","8.54963333333333","8.84963333333333","1115"
"","PE(16:1_20:1)-H",1,0,0,0,0,0,0,0,0,0,1,0,"7.6800106060606","7.9800106060606","773","","PE(16:1_20:1)-H",7.870355,0,0,0,0,0,0,0,0,0,7.870355,0,"7.6800106060606","7.9800106060606","773","","PE(16:1_20:1)-H",1,0,0,0,0,0,0,0,0,0,1,0,"7.6800106060606","7.9800106060606","773","","PE(16:1_20:1)-H",35126.13,0,0,0,0,0,0,0,0,0,2492.297,0,"7.6800106060606","7.9800106060606","773","","PE(16:1_20:1)-H",742.5406,0,0,0,0,0,0,0,0,0,140.0119,0,"7.6800106060606","7.9800106060606","773","","PE(16:1_20:1)-H","742.53932","506.32525","450.26265","488.31469","432.25209","253.21735","309.27995","152.99586","96.96964","78.95852","140.01128","122.0007","7.6800106060606","7.9800106060606","773"
"","PE(16:1_20:3)-H",0,0,0,0,0,0,0,0,0,0,0,0,"5.65324848484848","5.95324848484848","923","","PE(16:1_20:3)-H",0,0,0,0,0,0,0,0,0,0,0,0,"5.65324848484848","5.95324848484848","923","","PE(16:1_20:3)-H",0,0,0,0,0,0,0,0,0,0,0,0,"5.65324848484848","5.95324848484848","923","","PE(16:1_20:3)-H",0,0,0,0,0,0,0,0,0,0,0,0,"5.65324848484848","5.95324848484848","923","","PE(16:1_20:3)-H",0,0,0,0,0,0,0,0,0,0,0,0,"5.65324848484848","5.95324848484848","923","","PE(16:1_20:3)-H","738.50802","502.29395","450.26265","484.28339","432.25209","253.21735","305.24865","152.99586","96.96964","78.95852","140.01128","122.0007","5.65324848484848","5.95324848484848","923"
"","PE(16:1_20:3)-H",0,0,0,0,0,0,0,0,0,0,0,0,"6.33049696969697","6.63049696969697","1643","","PE(16:1_20:3)-H",0,0,0,0,0,0,0,0,0,0,0,0,"6.33049696969697","6.63049696969697","1643","","PE(16:1_20:3)-H",0,0,0,0,0,0,0,0,0,0,0,0,"6.33049696969697","6.63049696969697","1643","","PE(16:1_20:3)-H",0,0,0,0,0,0,0,0,0,0,0,0,"6.33049696969697","6.63049696969697","1643","","PE(16:1_20:3)-H",0,0,0,0,0,0,0,0,0,0,0,0,"6.33049696969697","6.63049696969697","1643","","PE(16:1_20:3)-H","738.50802","502.29395","450.26265","484.28339","432.25209","253.21735","305.24865","152.99586","96.96964","78.95852","140.01128","122.0007","6.33049696969697","6.63049696969697","1643"
