Cer-AS,[M-H]-,[M-O-H]-,[M-CO-3H]-,[M-CO-O-H]-,[Sph-3H]-,[Sph-O-3H]-,[FA+O-H]-,[FA+N-H]-,[Sph-CO-H]-,[FA-3H]-,[Sph-NCCO-H]-,[Sph-NCCO-3H]-,[FA-CO-3H]-
Cer-AS(d25:3/35:1)-H,910.8591,892.8486,878.8329,862.838,390.3378,374.3428,535.5096,534.5256,362.3428,517.499,333.3163,331.3006,489.5041
Cer-AS(d25:3/36:0)-H,926.8904,908.8799,894.8642,878.8693,390.3378,374.3428,551.5409,550.5569,362.3428,533.5303,333.3163,331.3006,505.5354
Cer-AS(d25:3/36:1)-H,924.8748,906.8642,892.8486,876.8536,390.3378,374.3428,549.5252,548.5412,362.3428,531.5146,333.3163,331.3006,503.5197
Cer-AS(d25:3/36:2)-H,922.8591,904.8486,890.8329,874.838,390.3378,374.3428,547.5096,546.5256,362.3428,529.499,333.3163,331.3006,501.5041
Cer-AS(d25:3/38:0)-H,954.9218,936.9112,922.8955,906.9006,390.3378,374.3428,579.5722,578.5881,362.3428,561.5616,333.3163,331.3006,533.5667
Cer-AS(d25:3/38:1)-H,952.9061,934.8955,920.8799,904.8849,390.3378,374.3428,577.5565,576.5725,362.3428,559.546,333.3163,331.3006,531.551
Cer-AS(d25:3/38:2)-H,950.8904,932.8799,918.8642,902.8693,390.3378,374.3428,575.5409,574.5569,362.3428,557.5303,333.3163,331.3006,529.5354
Cer-AS(d25:3/40:0)-H,982.9531,964.9424,950.9268,934.9319,390.3378,374.3428,607.6035,606.6194,362.3428,589.5929,333.3163,331.3006,561.598
Cer-AS(d25:3/40:1)-H,980.9374,962.9268,948.9112,932.9163,390.3378,374.3428,605.5878,604.6038,362.3428,587.5773,333.3163,331.3006,559.5823
Cer-AS(d25:3/40:2)-H,978.9218,960.9112,946.8955,930.9006,390.3378,374.3428,603.5722,602.5881,362.3428,585.5616,333.3163,331.3006,557.5667
Cer-AS(d25:3/42:0)-H,1010.984,992.9738,978.9581,962.9632,390.3378,374.3428,635.6348,634.6508,362.3428,617.6242,333.3163,331.3006,589.6293
Cer-AS(d25:3/42:1)-H,1008.969,990.9581,976.9424,960.9476,390.3378,374.3428,633.6191,632.6351,362.3428,615.6086,333.3163,331.3006,587.6136
Cer-AS(d25:3/42:2)-H,1006.953,988.9424,974.9268,958.9319,390.3378,374.3428,631.6035,630.6194,362.3428,613.5929,333.3163,331.3006,585.598
Cer-AS(d26:1/12:0)-H,608.5618,590.5512,576.5356,560.5406,408.3847,392.3898,215.1653,214.1813,380.3898,197.1547,351.3633,349.3476,169.1598
Cer-AS(d26:1/12:1)-H,606.5461,588.5356,574.5199,558.525,408.3847,392.3898,213.1496,212.1656,380.3898,195.1391,351.3633,349.3476,167.1441
Cer-AS(d26:1/13:0)-H,622.5775,604.5669,590.5512,574.5563,408.3847,392.3898,229.1809,228.1969,380.3898,211.1704,351.3633,349.3476,183.1754
Cer-AS(d26:1/13:1)-H,620.5618,602.5512,588.5356,572.5406,408.3847,392.3898,227.1653,226.1813,380.3898,209.1547,351.3633,349.3476,181.1598
Cer-AS(d26:1/14:0)-H,636.5931,618.5825,604.5669,588.572,408.3847,392.3898,243.1966,242.2126,380.3898,225.186,351.3633,349.3476,197.1911
Cer-AS(d26:1/14:1)-H,634.5775,616.5669,602.5512,586.5563,408.3847,392.3898,241.1809,240.1969,380.3898,223.1704,351.3633,349.3476,195.1754
Cer-AS(d26:1/15:0)-H,650.6088,632.5981,618.5825,602.5876,408.3847,392.3898,257.2122,256.2282,380.3898,239.2017,351.3633,349.3476,211.2067
Cer-AS(d26:1/15:1)-H,648.5931,630.5825,616.5669,600.572,408.3847,392.3898,255.1966,254.2126,380.3898,237.186,351.3633,349.3476,209.1911
Cer-AS(d26:1/16:0)-H,664.6244,646.6138,632.5981,616.6033,408.3847,392.3898,271.2279,270.2439,380.3898,253.2173,351.3633,349.3476,225.2224
Cer-AS(d26:1/16:1)-H,662.6088,644.5981,630.5825,614.5876,408.3847,392.3898,269.2122,268.2282,380.3898,251.2017,351.3633,349.3476,223.2067
Cer-AS(d26:1/16:2)-H,660.5931,642.5825,628.5669,612.572,408.3847,392.3898,267.1966,266.2126,380.3898,249.186,351.3633,349.3476,221.1911
Cer-AS(d26:1/17:0)-H,678.64,660.6295,646.6138,630.6189,408.3847,392.3898,285.2435,284.2595,380.3898,267.233,351.3633,349.3476,239.238
Cer-AS(d26:1/18:0)-H,692.6557,674.6451,660.6295,644.6345,408.3847,392.3898,299.2592,298.2751,380.3898,281.2486,351.3633,349.3476,253.2537
Cer-AS(d26:1/18:1)-H,690.64,672.6295,658.6138,642.6189,408.3847,392.3898,297.2435,296.2595,380.3898,279.233,351.3633,349.3476,251.238
Cer-AS(d26:1/18:2)-H,688.6244,670.6138,656.5981,640.6033,408.3847,392.3898,295.2279,294.2439,380.3898,277.2173,351.3633,349.3476,249.2224
Cer-AS(d26:1/19:0)-H,706.6713,688.6608,674.6451,658.6502,408.3847,392.3898,313.2748,312.2908,380.3898,295.2643,351.3633,349.3476,267.2693
Cer-AS(d26:1/19:1)-H,704.6557,686.6451,672.6295,656.6345,408.3847,392.3898,311.2592,310.2751,380.3898,293.2486,351.3633,349.3476,265.2537
Cer-AS(d26:1/20:0)-H,720.687,702.6764,688.6608,672.6658,408.3847,392.3898,327.2905,326.3065,380.3898,309.2799,351.3633,349.3476,281.285
Cer-AS(d26:1/20:1)-H,718.6713,700.6608,686.6451,670.6502,408.3847,392.3898,325.2748,324.2908,380.3898,307.2643,351.3633,349.3476,279.2693
Cer-AS(d26:1/20:2)-H,716.6557,698.6451,684.6295,668.6345,408.3847,392.3898,323.2592,322.2751,380.3898,305.2486,351.3633,349.3476,277.2537
Cer-AS(d26:1/21:0)-H,734.7026,716.6921,702.6764,686.6815,408.3847,392.3898,341.3061,340.3221,380.3898,323.2956,351.3633,349.3476,295.3006
Cer-AS(d26:1/21:1)-H,732.687,714.6764,700.6608,684.6658,408.3847,392.3898,339.2905,338.3065,380.3898,321.2799,351.3633,349.3476,293.285
Cer-AS(d26:1/22:0)-H,748.7183,730.7077,716.6921,700.6971,408.3847,392.3898,355.3218,354.3378,380.3898,337.3112,351.3633,349.3476,309.3163
Cer-AS(d26:1/22:1)-H,746.7026,728.6921,714.6764,698.6815,408.3847,392.3898,353.3061,352.3221,380.3898,335.2956,351.3633,349.3476,307.3006
Cer-AS(d26:1/22:2)-H,744.687,726.6764,712.6608,696.6658,408.3847,392.3898,351.2905,350.3065,380.3898,333.2799,351.3633,349.3476,305.285
Cer-AS(d26:1/23:0)-H,762.7339,744.7234,730.7077,714.7128,408.3847,392.3898,369.3374,368.3534,380.3898,351.3269,351.3633,349.3476,323.3319
Cer-AS(d26:1/23:1)-H,760.7183,742.7077,728.6921,712.6971,408.3847,392.3898,367.3218,366.3378,380.3898,349.3112,351.3633,349.3476,321.3163
Cer-AS(d26:1/24:0)-H,776.7496,758.739,744.7234,728.7285,408.3847,392.3898,383.3531,382.369,380.3898,365.3425,351.3633,349.3476,337.3476
Cer-AS(d26:1/24:1)-H,774.7339,756.7234,742.7077,726.7128,408.3847,392.3898,381.3374,380.3534,380.3898,363.3269,351.3633,349.3476,335.3319
Cer-AS(d26:1/24:2)-H,772.7183,754.7077,740.6921,724.6971,408.3847,392.3898,379.3218,378.3378,380.3898,361.3112,351.3633,349.3476,333.3163
Cer-AS(d26:1/25:0)-H,790.7653,772.7547,758.739,742.7441,408.3847,392.3898,397.3687,396.3847,380.3898,379.3582,351.3633,349.3476,351.3633
Cer-AS(d26:1/25:1)-H,788.7496,770.739,756.7234,740.7285,408.3847,392.3898,395.3531,394.369,380.3898,377.3425,351.3633,349.3476,349.3476
Cer-AS(d26:1/26:0)-H,804.7809,786.7703,772.7547,756.7598,408.3847,392.3898,411.3844,410.4004,380.3898,393.3738,351.3633,349.3476,365.3789
Cer-AS(d26:1/26:1)-H,802.7653,784.7547,770.739,754.7441,408.3847,392.3898,409.3687,408.3847,380.3898,391.3582,351.3633,349.3476,363.3633
Cer-AS(d26:1/26:2)-H,800.7496,782.739,768.7234,752.7285,408.3847,392.3898,407.3531,406.369,380.3898,389.3425,351.3633,349.3476,361.3476
Cer-AS(d26:1/27:0)-H,818.7966,800.7859,786.7703,770.7754,408.3847,392.3898,425.4,424.416,380.3898,407.3895,351.3633,349.3476,379.3945
Cer-AS(d26:1/27:1)-H,816.7809,798.7703,784.7547,768.7598,408.3847,392.3898,423.3844,422.4004,380.3898,405.3738,351.3633,349.3476,377.3789
Cer-AS(d26:1/28:0)-H,832.8122,814.8016,800.7859,784.7911,408.3847,392.3898,439.4157,438.4317,380.3898,421.4051,351.3633,349.3476,393.4102
Cer-AS(d26:1/28:1)-H,830.7966,812.7859,798.7703,782.7754,408.3847,392.3898,437.4,436.416,380.3898,419.3895,351.3633,349.3476,391.3945
Cer-AS(d26:1/28:2)-H,828.7809,810.7703,796.7547,780.7598,408.3847,392.3898,435.3844,434.4004,380.3898,417.3738,351.3633,349.3476,389.3789
Cer-AS(d26:1/29:0)-H,846.8278,828.8173,814.8016,798.8067,408.3847,392.3898,453.4313,452.4473,380.3898,435.4207,351.3633,349.3476,407.4258
Cer-AS(d26:1/29:1)-H,844.8122,826.8016,812.7859,796.7911,408.3847,392.3898,451.4157,450.4317,380.3898,433.4051,351.3633,349.3476,405.4102
Cer-AS(d26:1/30:0)-H,860.8435,842.8329,828.8173,812.8223,408.3847,392.3898,467.447,466.463,380.3898,449.4364,351.3633,349.3476,421.4415
Cer-AS(d26:1/30:1)-H,858.8278,840.8173,826.8016,810.8067,408.3847,392.3898,465.4313,464.4473,380.3898,447.4207,351.3633,349.3476,419.4258
Cer-AS(d26:1/30:2)-H,856.8122,838.8016,824.7859,808.7911,408.3847,392.3898,463.4157,462.4317,380.3898,445.4051,351.3633,349.3476,417.4102
Cer-AS(d26:1/31:0)-H,874.8591,856.8486,842.8329,826.838,408.3847,392.3898,481.4626,480.4786,380.3898,463.4521,351.3633,349.3476,435.4572
Cer-AS(d26:1/31:1)-H,872.8435,854.8329,840.8173,824.8223,408.3847,392.3898,479.447,478.463,380.3898,461.4364,351.3633,349.3476,433.4415
Cer-AS(d26:1/32:0)-H,888.8748,870.8642,856.8486,840.8536,408.3847,392.3898,495.4783,494.4943,380.3898,477.4677,351.3633,349.3476,449.4728
Cer-AS(d26:1/32:1)-H,886.8591,868.8486,854.8329,838.838,408.3847,392.3898,493.4626,492.4786,380.3898,475.4521,351.3633,349.3476,447.4572
Cer-AS(d26:1/32:2)-H,884.8435,866.8329,852.8173,836.8223,408.3847,392.3898,491.447,490.463,380.3898,473.4364,351.3633,349.3476,445.4415
Cer-AS(d26:1/33:0)-H,902.8904,884.8799,870.8642,854.8693,408.3847,392.3898,509.4939,508.5099,380.3898,491.4834,351.3633,349.3476,463.4884
Cer-AS(d26:1/33:1)-H,900.8748,882.8642,868.8486,852.8536,408.3847,392.3898,507.4783,506.4943,380.3898,489.4677,351.3633,349.3476,461.4728
Cer-AS(d26:1/34:0)-H,916.9061,898.8955,884.8799,868.8849,408.3847,392.3898,523.5096,522.5256,380.3898,505.499,351.3633,349.3476,477.5041
Cer-AS(d26:1/34:1)-H,914.8904,896.8799,882.8642,866.8693,408.3847,392.3898,521.494,520.5099,380.3898,503.4834,351.3633,349.3476,475.4884
Cer-AS(d26:1/34:2)-H,912.8748,894.8642,880.8486,864.8536,408.3847,392.3898,519.4783,518.4943,380.3898,501.4677,351.3633,349.3476,473.4728
Cer-AS(d26:1/35:0)-H,930.9218,912.9112,898.8955,882.9006,408.3847,392.3898,537.5252,536.5412,380.3898,519.5146,351.3633,349.3476,491.5197
Cer-AS(d26:1/35:1)-H,928.9061,910.8955,896.8799,880.8849,408.3847,392.3898,535.5096,534.5256,380.3898,517.499,351.3633,349.3476,489.5041
Cer-AS(d26:1/36:0)-H,944.9374,926.9268,912.9112,896.9163,408.3847,392.3898,551.5409,550.5569,380.3898,533.5303,351.3633,349.3476,505.5354
Cer-AS(d26:1/36:1)-H,942.9218,924.9112,910.8955,894.9006,408.3847,392.3898,549.5252,548.5412,380.3898,531.5146,351.3633,349.3476,503.5197
Cer-AS(d26:1/36:2)-H,940.9061,922.8955,908.8799,892.8849,408.3847,392.3898,547.5096,546.5256,380.3898,529.499,351.3633,349.3476,501.5041
Cer-AS(d26:1/38:0)-H,972.9687,954.9581,940.9424,924.9476,408.3847,392.3898,579.5722,578.5881,380.3898,561.5616,351.3633,349.3476,533.5667
Cer-AS(d26:1/38:1)-H,970.9531,952.9424,938.9268,922.9319,408.3847,392.3898,577.5565,576.5725,380.3898,559.546,351.3633,349.3476,531.551
Cer-AS(d26:1/38:2)-H,968.9374,950.9268,936.9112,920.9163,408.3847,392.3898,575.5409,574.5569,380.3898,557.5303,351.3633,349.3476,529.5354
Cer-AS(d26:1/40:0)-H,1001,982.9894,968.9738,952.9788,408.3847,392.3898,607.6035,606.6194,380.3898,589.5929,351.3633,349.3476,561.598
Cer-AS(d26:1/40:1)-H,998.9843,980.9738,966.9581,950.9632,408.3847,392.3898,605.5878,604.6038,380.3898,587.5773,351.3633,349.3476,559.5823
Cer-AS(d26:1/40:2)-H,996.9687,978.9581,964.9424,948.9476,408.3847,392.3898,603.5722,602.5881,380.3898,585.5616,351.3633,349.3476,557.5667
Cer-AS(d26:1/42:0)-H,1029.031,1011.021,997.0051,981.0101,408.3847,392.3898,635.6348,634.6508,380.3898,617.6242,351.3633,349.3476,589.6293
Cer-AS(d26:1/42:1)-H,1027.016,1009.005,994.9894,978.9945,408.3847,392.3898,633.6191,632.6351,380.3898,615.6086,351.3633,349.3476,587.6136
Cer-AS(d26:1/42:2)-H,1025,1006.989,992.9738,976.9788,408.3847,392.3898,631.6035,630.6194,380.3898,613.5929,351.3633,349.3476,585.598
Cer-AS(d26:2/12:0)-H,606.5461,588.5356,574.5199,558.525,406.369,390.3741,215.1653,214.1813,378.3741,197.1547,349.3476,347.3319,169.1598
Cer-AS(d26:2/12:1)-H,604.5305,586.5199,572.5043,556.5093,406.369,390.3741,213.1496,212.1656,378.3741,195.1391,349.3476,347.3319,167.1441
Cer-AS(d26:2/13:0)-H,620.5618,602.5512,588.5356,572.5406,406.369,390.3741,229.1809,228.1969,378.3741,211.1704,349.3476,347.3319,183.1754
Cer-AS(d26:2/13:1)-H,618.5461,600.5356,586.5199,570.525,406.369,390.3741,227.1653,226.1813,378.3741,209.1547,349.3476,347.3319,181.1598
Cer-AS(d26:2/14:0)-H,634.5775,616.5669,602.5512,586.5563,406.369,390.3741,243.1966,242.2126,378.3741,225.186,349.3476,347.3319,197.1911
Cer-AS(d26:2/14:1)-H,632.5618,614.5512,600.5356,584.5406,406.369,390.3741,241.1809,240.1969,378.3741,223.1704,349.3476,347.3319,195.1754
Cer-AS(d26:2/15:0)-H,648.5931,630.5825,616.5669,600.572,406.369,390.3741,257.2122,256.2282,378.3741,239.2017,349.3476,347.3319,211.2067
Cer-AS(d26:2/15:1)-H,646.5775,628.5669,614.5512,598.5563,406.369,390.3741,255.1966,254.2126,378.3741,237.186,349.3476,347.3319,209.1911
Cer-AS(d26:2/16:0)-H,662.6088,644.5981,630.5825,614.5876,406.369,390.3741,271.2279,270.2439,378.3741,253.2173,349.3476,347.3319,225.2224
Cer-AS(d26:2/16:1)-H,660.5931,642.5825,628.5669,612.572,406.369,390.3741,269.2122,268.2282,378.3741,251.2017,349.3476,347.3319,223.2067
Cer-AS(d26:2/16:2)-H,658.5775,640.5669,626.5512,610.5563,406.369,390.3741,267.1966,266.2126,378.3741,249.186,349.3476,347.3319,221.1911
Cer-AS(d26:2/17:0)-H,676.6244,658.6138,644.5981,628.6033,406.369,390.3741,285.2435,284.2595,378.3741,267.233,349.3476,347.3319,239.238
Cer-AS(d26:2/18:0)-H,690.64,672.6295,658.6138,642.6189,406.369,390.3741,299.2592,298.2751,378.3741,281.2486,349.3476,347.3319,253.2537
Cer-AS(d26:2/18:1)-H,688.6244,670.6138,656.5981,640.6033,406.369,390.3741,297.2435,296.2595,378.3741,279.233,349.3476,347.3319,251.238
Cer-AS(d26:2/18:2)-H,686.6088,668.5981,654.5825,638.5876,406.369,390.3741,295.2279,294.2439,378.3741,277.2173,349.3476,347.3319,249.2224
Cer-AS(d26:2/19:0)-H,704.6557,686.6451,672.6295,656.6345,406.369,390.3741,313.2748,312.2908,378.3741,295.2643,349.3476,347.3319,267.2693
Cer-AS(d26:2/19:1)-H,702.64,684.6295,670.6138,654.6189,406.369,390.3741,311.2592,310.2751,378.3741,293.2486,349.3476,347.3319,265.2537
Cer-AS(d26:2/20:0)-H,718.6713,700.6608,686.6451,670.6502,406.369,390.3741,327.2905,326.3065,378.3741,309.2799,349.3476,347.3319,281.285
Cer-AS(d26:2/20:1)-H,716.6557,698.6451,684.6295,668.6345,406.369,390.3741,325.2748,324.2908,378.3741,307.2643,349.3476,347.3319,279.2693
Cer-AS(d26:2/20:2)-H,714.64,696.6295,682.6138,666.6189,406.369,390.3741,323.2592,322.2751,378.3741,305.2486,349.3476,347.3319,277.2537
Cer-AS(d26:2/21:0)-H,732.687,714.6764,700.6608,684.6658,406.369,390.3741,341.3061,340.3221,378.3741,323.2956,349.3476,347.3319,295.3006
Cer-AS(d26:2/21:1)-H,730.6713,712.6608,698.6451,682.6502,406.369,390.3741,339.2905,338.3065,378.3741,321.2799,349.3476,347.3319,293.285
Cer-AS(d26:2/22:0)-H,746.7026,728.6921,714.6764,698.6815,406.369,390.3741,355.3218,354.3378,378.3741,337.3112,349.3476,347.3319,309.3163
Cer-AS(d26:2/22:1)-H,744.687,726.6764,712.6608,696.6658,406.369,390.3741,353.3061,352.3221,378.3741,335.2956,349.3476,347.3319,307.3006
Cer-AS(d26:2/22:2)-H,742.6713,724.6608,710.6451,694.6502,406.369,390.3741,351.2905,350.3065,378.3741,333.2799,349.3476,347.3319,305.285
Cer-AS(d26:2/23:0)-H,760.7183,742.7077,728.6921,712.6971,406.369,390.3741,369.3374,368.3534,378.3741,351.3269,349.3476,347.3319,323.3319
Cer-AS(d26:2/23:1)-H,758.7026,740.6921,726.6764,710.6815,406.369,390.3741,367.3218,366.3378,378.3741,349.3112,349.3476,347.3319,321.3163
Cer-AS(d26:2/24:0)-H,774.7339,756.7234,742.7077,726.7128,406.369,390.3741,383.3531,382.369,378.3741,365.3425,349.3476,347.3319,337.3476
Cer-AS(d26:2/24:1)-H,772.7183,754.7077,740.6921,724.6971,406.369,390.3741,381.3374,380.3534,378.3741,363.3269,349.3476,347.3319,335.3319
Cer-AS(d26:2/24:2)-H,770.7026,752.6921,738.6764,722.6815,406.369,390.3741,379.3218,378.3378,378.3741,361.3112,349.3476,347.3319,333.3163
Cer-AS(d26:2/25:0)-H,788.7496,770.739,756.7234,740.7285,406.369,390.3741,397.3687,396.3847,378.3741,379.3582,349.3476,347.3319,351.3633
Cer-AS(d26:2/25:1)-H,786.7339,768.7234,754.7077,738.7128,406.369,390.3741,395.3531,394.369,378.3741,377.3425,349.3476,347.3319,349.3476
Cer-AS(d26:2/26:0)-H,802.7653,784.7547,770.739,754.7441,406.369,390.3741,411.3844,410.4004,378.3741,393.3738,349.3476,347.3319,365.3789
Cer-AS(d26:2/26:1)-H,800.7496,782.739,768.7234,752.7285,406.369,390.3741,409.3687,408.3847,378.3741,391.3582,349.3476,347.3319,363.3633
Cer-AS(d26:2/26:2)-H,798.7339,780.7234,766.7077,750.7128,406.369,390.3741,407.3531,406.369,378.3741,389.3425,349.3476,347.3319,361.3476
Cer-AS(d26:2/27:0)-H,816.7809,798.7703,784.7547,768.7598,406.369,390.3741,425.4,424.416,378.3741,407.3895,349.3476,347.3319,379.3945
Cer-AS(d26:2/27:1)-H,814.7653,796.7547,782.739,766.7441,406.369,390.3741,423.3844,422.4004,378.3741,405.3738,349.3476,347.3319,377.3789
Cer-AS(d26:2/28:0)-H,830.7966,812.7859,798.7703,782.7754,406.369,390.3741,439.4157,438.4317,378.3741,421.4051,349.3476,347.3319,393.4102
Cer-AS(d26:2/28:1)-H,828.7809,810.7703,796.7547,780.7598,406.369,390.3741,437.4,436.416,378.3741,419.3895,349.3476,347.3319,391.3945
Cer-AS(d26:2/28:2)-H,826.7653,808.7547,794.739,778.7441,406.369,390.3741,435.3844,434.4004,378.3741,417.3738,349.3476,347.3319,389.3789
Cer-AS(d26:2/29:0)-H,844.8122,826.8016,812.7859,796.7911,406.369,390.3741,453.4313,452.4473,378.3741,435.4207,349.3476,347.3319,407.4258
Cer-AS(d26:2/29:1)-H,842.7966,824.7859,810.7703,794.7754,406.369,390.3741,451.4157,450.4317,378.3741,433.4051,349.3476,347.3319,405.4102
Cer-AS(d26:2/30:0)-H,858.8278,840.8173,826.8016,810.8067,406.369,390.3741,467.447,466.463,378.3741,449.4364,349.3476,347.3319,421.4415
Cer-AS(d26:2/30:1)-H,856.8122,838.8016,824.7859,808.7911,406.369,390.3741,465.4313,464.4473,378.3741,447.4207,349.3476,347.3319,419.4258
Cer-AS(d26:2/30:2)-H,854.7966,836.7859,822.7703,806.7754,406.369,390.3741,463.4157,462.4317,378.3741,445.4051,349.3476,347.3319,417.4102
Cer-AS(d26:2/31:0)-H,872.8435,854.8329,840.8173,824.8223,406.369,390.3741,481.4626,480.4786,378.3741,463.4521,349.3476,347.3319,435.4572
Cer-AS(d26:2/31:1)-H,870.8278,852.8173,838.8016,822.8067,406.369,390.3741,479.447,478.463,378.3741,461.4364,349.3476,347.3319,433.4415
Cer-AS(d26:2/32:0)-H,886.8591,868.8486,854.8329,838.838,406.369,390.3741,495.4783,494.4943,378.3741,477.4677,349.3476,347.3319,449.4728
Cer-AS(d26:2/32:1)-H,884.8435,866.8329,852.8173,836.8223,406.369,390.3741,493.4626,492.4786,378.3741,475.4521,349.3476,347.3319,447.4572
Cer-AS(d26:2/32:2)-H,882.8278,864.8173,850.8016,834.8067,406.369,390.3741,491.447,490.463,378.3741,473.4364,349.3476,347.3319,445.4415
Cer-AS(d26:2/33:0)-H,900.8748,882.8642,868.8486,852.8536,406.369,390.3741,509.4939,508.5099,378.3741,491.4834,349.3476,347.3319,463.4884
Cer-AS(d26:2/33:1)-H,898.8591,880.8486,866.8329,850.838,406.369,390.3741,507.4783,506.4943,378.3741,489.4677,349.3476,347.3319,461.4728
Cer-AS(d26:2/34:0)-H,914.8904,896.8799,882.8642,866.8693,406.369,390.3741,523.5096,522.5256,378.3741,505.499,349.3476,347.3319,477.5041
Cer-AS(d26:2/34:1)-H,912.8748,894.8642,880.8486,864.8536,406.369,390.3741,521.494,520.5099,378.3741,503.4834,349.3476,347.3319,475.4884
Cer-AS(d26:2/34:2)-H,910.8591,892.8486,878.8329,862.838,406.369,390.3741,519.4783,518.4943,378.3741,501.4677,349.3476,347.3319,473.4728
Cer-AS(d26:2/35:0)-H,928.9061,910.8955,896.8799,880.8849,406.369,390.3741,537.5252,536.5412,378.3741,519.5146,349.3476,347.3319,491.5197
Cer-AS(d26:2/35:1)-H,926.8904,908.8799,894.8642,878.8693,406.369,390.3741,535.5096,534.5256,378.3741,517.499,349.3476,347.3319,489.5041
Cer-AS(d26:2/36:0)-H,942.9218,924.9112,910.8955,894.9006,406.369,390.3741,551.5409,550.5569,378.3741,533.5303,349.3476,347.3319,505.5354
Cer-AS(d26:2/36:1)-H,940.9061,922.8955,908.8799,892.8849,406.369,390.3741,549.5252,548.5412,378.3741,531.5146,349.3476,347.3319,503.5197
Cer-AS(d26:2/36:2)-H,938.8904,920.8799,906.8642,890.8693,406.369,390.3741,547.5096,546.5256,378.3741,529.499,349.3476,347.3319,501.5041
Cer-AS(d26:2/38:0)-H,970.9531,952.9424,938.9268,922.9319,406.369,390.3741,579.5722,578.5881,378.3741,561.5616,349.3476,347.3319,533.5667
Cer-AS(d26:2/38:1)-H,968.9374,950.9268,936.9112,920.9163,406.369,390.3741,577.5565,576.5725,378.3741,559.546,349.3476,347.3319,531.551
Cer-AS(d26:2/38:2)-H,966.9218,948.9112,934.8955,918.9006,406.369,390.3741,575.5409,574.5569,378.3741,557.5303,349.3476,347.3319,529.5354
Cer-AS(d26:2/40:0)-H,998.9843,980.9738,966.9581,950.9632,406.369,390.3741,607.6035,606.6194,378.3741,589.5929,349.3476,347.3319,561.598
Cer-AS(d26:2/40:1)-H,996.9687,978.9581,964.9424,948.9476,406.369,390.3741,605.5878,604.6038,378.3741,587.5773,349.3476,347.3319,559.5823
Cer-AS(d26:2/40:2)-H,994.9531,976.9424,962.9268,946.9319,406.369,390.3741,603.5722,602.5881,378.3741,585.5616,349.3476,347.3319,557.5667
Cer-AS(d26:2/42:0)-H,1027.016,1009.005,994.9894,978.9945,406.369,390.3741,635.6348,634.6508,378.3741,617.6242,349.3476,347.3319,589.6293
Cer-AS(d26:2/42:1)-H,1025,1006.989,992.9738,976.9788,406.369,390.3741,633.6191,632.6351,378.3741,615.6086,349.3476,347.3319,587.6136
Cer-AS(d26:2/42:2)-H,1022.984,1004.974,990.9581,974.9632,406.369,390.3741,631.6035,630.6194,378.3741,613.5929,349.3476,347.3319,585.598
Cer-AS(d26:3/12:0)-H,604.5305,586.5199,572.5043,556.5093,404.3534,388.3585,215.1653,214.1813,376.3585,197.1547,347.3319,345.3163,169.1598
Cer-AS(d26:3/12:1)-H,602.5148,584.5043,570.4886,554.4937,404.3534,388.3585,213.1496,212.1656,376.3585,195.1391,347.3319,345.3163,167.1441
Cer-AS(d26:3/13:0)-H,618.5461,600.5356,586.5199,570.525,404.3534,388.3585,229.1809,228.1969,376.3585,211.1704,347.3319,345.3163,183.1754
Cer-AS(d26:3/13:1)-H,616.5305,598.5199,584.5043,568.5093,404.3534,388.3585,227.1653,226.1813,376.3585,209.1547,347.3319,345.3163,181.1598
Cer-AS(d26:3/14:0)-H,632.5618,614.5512,600.5356,584.5406,404.3534,388.3585,243.1966,242.2126,376.3585,225.186,347.3319,345.3163,197.1911
Cer-AS(d26:3/14:1)-H,630.5461,612.5356,598.5199,582.525,404.3534,388.3585,241.1809,240.1969,376.3585,223.1704,347.3319,345.3163,195.1754
Cer-AS(d26:3/15:0)-H,646.5775,628.5669,614.5512,598.5563,404.3534,388.3585,257.2122,256.2282,376.3585,239.2017,347.3319,345.3163,211.2067
Cer-AS(d26:3/15:1)-H,644.5618,626.5512,612.5356,596.5406,404.3534,388.3585,255.1966,254.2126,376.3585,237.186,347.3319,345.3163,209.1911
Cer-AS(d26:3/16:0)-H,660.5931,642.5825,628.5669,612.572,404.3534,388.3585,271.2279,270.2439,376.3585,253.2173,347.3319,345.3163,225.2224
Cer-AS(d26:3/16:1)-H,658.5775,640.5669,626.5512,610.5563,404.3534,388.3585,269.2122,268.2282,376.3585,251.2017,347.3319,345.3163,223.2067
Cer-AS(d26:3/16:2)-H,656.5618,638.5512,624.5356,608.5406,404.3534,388.3585,267.1966,266.2126,376.3585,249.186,347.3319,345.3163,221.1911
Cer-AS(d26:3/17:0)-H,674.6088,656.5981,642.5825,626.5876,404.3534,388.3585,285.2435,284.2595,376.3585,267.233,347.3319,345.3163,239.238
Cer-AS(d26:3/18:0)-H,688.6244,670.6138,656.5981,640.6033,404.3534,388.3585,299.2592,298.2751,376.3585,281.2486,347.3319,345.3163,253.2537
Cer-AS(d26:3/18:1)-H,686.6088,668.5981,654.5825,638.5876,404.3534,388.3585,297.2435,296.2595,376.3585,279.233,347.3319,345.3163,251.238
Cer-AS(d26:3/18:2)-H,684.5931,666.5825,652.5669,636.572,404.3534,388.3585,295.2279,294.2439,376.3585,277.2173,347.3319,345.3163,249.2224
Cer-AS(d26:3/19:0)-H,702.64,684.6295,670.6138,654.6189,404.3534,388.3585,313.2748,312.2908,376.3585,295.2643,347.3319,345.3163,267.2693
