Cer-BDS,[M-H]-,[Sph+CC=O-H]-,[Sph+C=O-CO-3H]-,[Sph-H]-,[Sph-NCCO-3H]-
Cer-BDS(d21:0/24:0)-H,708.687,384.3483,352.3221,342.3378,281.285
Cer-BDS(d21:0/24:1)-H,706.6713,384.3483,352.3221,342.3378,281.285
Cer-BDS(d21:0/24:2)-H,704.6557,384.3483,352.3221,342.3378,281.285
Cer-BDS(d21:0/25:0)-H,722.7026,384.3483,352.3221,342.3378,281.285
Cer-BDS(d21:0/25:1)-H,720.687,384.3483,352.3221,342.3378,281.285
Cer-BDS(d21:0/26:0)-H,736.7183,384.3483,352.3221,342.3378,281.285
Cer-BDS(d21:0/26:1)-H,734.7026,384.3483,352.3221,342.3378,281.285
Cer-BDS(d21:0/26:2)-H,732.687,384.3483,352.3221,342.3378,281.285
Cer-BDS(d21:0/27:0)-H,750.7339,384.3483,352.3221,342.3378,281.285
Cer-BDS(d21:0/27:1)-H,748.7183,384.3483,352.3221,342.3378,281.285
Cer-BDS(d21:0/28:0)-H,764.7496,384.3483,352.3221,342.3378,281.285
Cer-BDS(d21:0/28:1)-H,762.7339,384.3483,352.3221,342.3378,281.285
Cer-BDS(d21:0/28:2)-H,760.7183,384.3483,352.3221,342.3378,281.285
Cer-BDS(d21:0/29:0)-H,778.7653,384.3483,352.3221,342.3378,281.285
Cer-BDS(d21:0/29:1)-H,776.7496,384.3483,352.3221,342.3378,281.285
Cer-BDS(d21:0/30:0)-H,792.7809,384.3483,352.3221,342.3378,281.285
Cer-BDS(d21:0/30:1)-H,790.7653,384.3483,352.3221,342.3378,281.285
Cer-BDS(d21:0/30:2)-H,788.7496,384.3483,352.3221,342.3378,281.285
Cer-BDS(d21:0/31:0)-H,806.7966,384.3483,352.3221,342.3378,281.285
Cer-BDS(d21:0/31:1)-H,804.7809,384.3483,352.3221,342.3378,281.285
Cer-BDS(d21:0/32:0)-H,820.8122,384.3483,352.3221,342.3378,281.285
Cer-BDS(d21:0/32:1)-H,818.7966,384.3483,352.3221,342.3378,281.285
Cer-BDS(d21:0/32:2)-H,816.7809,384.3483,352.3221,342.3378,281.285
Cer-BDS(d21:0/33:0)-H,834.8278,384.3483,352.3221,342.3378,281.285
Cer-BDS(d21:0/33:1)-H,832.8122,384.3483,352.3221,342.3378,281.285
Cer-BDS(d21:0/34:0)-H,848.8435,384.3483,352.3221,342.3378,281.285
Cer-BDS(d21:0/34:1)-H,846.8278,384.3483,352.3221,342.3378,281.285
Cer-BDS(d21:0/34:2)-H,844.8122,384.3483,352.3221,342.3378,281.285
Cer-BDS(d21:0/35:0)-H,862.8591,384.3483,352.3221,342.3378,281.285
Cer-BDS(d21:0/35:1)-H,860.8435,384.3483,352.3221,342.3378,281.285
Cer-BDS(d21:0/36:0)-H,876.8748,384.3483,352.3221,342.3378,281.285
Cer-BDS(d21:0/36:1)-H,874.8591,384.3483,352.3221,342.3378,281.285
Cer-BDS(d21:0/36:2)-H,872.8435,384.3483,352.3221,342.3378,281.285
Cer-BDS(d21:0/38:0)-H,904.9061,384.3483,352.3221,342.3378,281.285
Cer-BDS(d21:0/38:1)-H,902.8904,384.3483,352.3221,342.3378,281.285
Cer-BDS(d21:0/38:2)-H,900.8748,384.3483,352.3221,342.3378,281.285
Cer-BDS(d21:0/40:0)-H,932.9374,384.3483,352.3221,342.3378,281.285
Cer-BDS(d21:0/40:1)-H,930.9218,384.3483,352.3221,342.3378,281.285
Cer-BDS(d21:0/40:2)-H,928.9061,384.3483,352.3221,342.3378,281.285
Cer-BDS(d21:0/42:0)-H,960.9687,384.3483,352.3221,342.3378,281.285
Cer-BDS(d21:0/42:1)-H,958.9531,384.3483,352.3221,342.3378,281.285
Cer-BDS(d21:0/42:2)-H,956.9374,384.3483,352.3221,342.3378,281.285
Cer-BDS(d22:0/12:0)-H,554.5148,398.364,366.3378,356.3534,295.3007
Cer-BDS(d22:0/12:1)-H,552.4992,398.364,366.3378,356.3534,295.3007
Cer-BDS(d22:0/13:0)-H,568.5305,398.364,366.3378,356.3534,295.3007
Cer-BDS(d22:0/13:1)-H,566.5148,398.364,366.3378,356.3534,295.3007
Cer-BDS(d22:0/14:0)-H,582.5461,398.364,366.3378,356.3534,295.3007
Cer-BDS(d22:0/14:1)-H,580.5305,398.364,366.3378,356.3534,295.3007
Cer-BDS(d22:0/15:0)-H,596.5618,398.364,366.3378,356.3534,295.3007
Cer-BDS(d22:0/15:1)-H,594.5461,398.364,366.3378,356.3534,295.3007
Cer-BDS(d22:0/16:0)-H,610.5775,398.364,366.3378,356.3534,295.3007
Cer-BDS(d22:0/16:1)-H,608.5618,398.364,366.3378,356.3534,295.3007
Cer-BDS(d22:0/16:2)-H,606.5461,398.364,366.3378,356.3534,295.3007
Cer-BDS(d22:0/17:0)-H,624.5931,398.364,366.3378,356.3534,295.3007
Cer-BDS(d22:0/18:0)-H,638.6088,398.364,366.3378,356.3534,295.3007
Cer-BDS(d22:0/18:1)-H,636.5931,398.364,366.3378,356.3534,295.3007
Cer-BDS(d22:0/18:2)-H,634.5775,398.364,366.3378,356.3534,295.3007
Cer-BDS(d22:0/19:0)-H,652.6244,398.364,366.3378,356.3534,295.3007
Cer-BDS(d22:0/19:1)-H,650.6088,398.364,366.3378,356.3534,295.3007
Cer-BDS(d22:0/20:0)-H,666.64,398.364,366.3378,356.3534,295.3007
Cer-BDS(d22:0/20:1)-H,664.6244,398.364,366.3378,356.3534,295.3007
Cer-BDS(d22:0/20:2)-H,662.6088,398.364,366.3378,356.3534,295.3007
Cer-BDS(d22:0/21:0)-H,680.6557,398.364,366.3378,356.3534,295.3007
Cer-BDS(d22:0/21:1)-H,678.64,398.364,366.3378,356.3534,295.3007
Cer-BDS(d22:0/22:0)-H,694.6713,398.364,366.3378,356.3534,295.3007
Cer-BDS(d22:0/22:1)-H,692.6557,398.364,366.3378,356.3534,295.3007
Cer-BDS(d22:0/22:2)-H,690.64,398.364,366.3378,356.3534,295.3007
Cer-BDS(d22:0/23:0)-H,708.687,398.364,366.3378,356.3534,295.3007
Cer-BDS(d22:0/23:1)-H,706.6713,398.364,366.3378,356.3534,295.3007
Cer-BDS(d22:0/24:0)-H,722.7026,398.364,366.3378,356.3534,295.3007
Cer-BDS(d22:0/24:1)-H,720.687,398.364,366.3378,356.3534,295.3007
Cer-BDS(d22:0/24:2)-H,718.6713,398.364,366.3378,356.3534,295.3007
Cer-BDS(d22:0/25:0)-H,736.7183,398.364,366.3378,356.3534,295.3007
Cer-BDS(d22:0/25:1)-H,734.7026,398.364,366.3378,356.3534,295.3007
Cer-BDS(d22:0/26:0)-H,750.7339,398.364,366.3378,356.3534,295.3007
Cer-BDS(d22:0/26:1)-H,748.7183,398.364,366.3378,356.3534,295.3007
Cer-BDS(d22:0/26:2)-H,746.7026,398.364,366.3378,356.3534,295.3007
Cer-BDS(d22:0/27:0)-H,764.7496,398.364,366.3378,356.3534,295.3007
Cer-BDS(d22:0/27:1)-H,762.7339,398.364,366.3378,356.3534,295.3007
Cer-BDS(d22:0/28:0)-H,778.7653,398.364,366.3378,356.3534,295.3007
Cer-BDS(d22:0/28:1)-H,776.7496,398.364,366.3378,356.3534,295.3007
Cer-BDS(d22:0/28:2)-H,774.7339,398.364,366.3378,356.3534,295.3007
Cer-BDS(d22:0/29:0)-H,792.7809,398.364,366.3378,356.3534,295.3007
Cer-BDS(d22:0/29:1)-H,790.7653,398.364,366.3378,356.3534,295.3007
Cer-BDS(d22:0/30:0)-H,806.7966,398.364,366.3378,356.3534,295.3007
Cer-BDS(d22:0/30:1)-H,804.7809,398.364,366.3378,356.3534,295.3007
Cer-BDS(d22:0/30:2)-H,802.7653,398.364,366.3378,356.3534,295.3007
Cer-BDS(d22:0/31:0)-H,820.8122,398.364,366.3378,356.3534,295.3007
Cer-BDS(d22:0/31:1)-H,818.7966,398.364,366.3378,356.3534,295.3007
Cer-BDS(d22:0/32:0)-H,834.8278,398.364,366.3378,356.3534,295.3007
Cer-BDS(d22:0/32:1)-H,832.8122,398.364,366.3378,356.3534,295.3007
Cer-BDS(d22:0/32:2)-H,830.7966,398.364,366.3378,356.3534,295.3007
Cer-BDS(d22:0/33:0)-H,848.8435,398.364,366.3378,356.3534,295.3007
Cer-BDS(d22:0/33:1)-H,846.8278,398.364,366.3378,356.3534,295.3007
Cer-BDS(d22:0/34:0)-H,862.8591,398.364,366.3378,356.3534,295.3007
Cer-BDS(d22:0/34:1)-H,860.8435,398.364,366.3378,356.3534,295.3007
Cer-BDS(d22:0/34:2)-H,858.8278,398.364,366.3378,356.3534,295.3007
Cer-BDS(d22:0/35:0)-H,876.8748,398.364,366.3378,356.3534,295.3007
Cer-BDS(d22:0/35:1)-H,874.8591,398.364,366.3378,356.3534,295.3007
Cer-BDS(d22:0/36:0)-H,890.8904,398.364,366.3378,356.3534,295.3007
Cer-BDS(d22:0/36:1)-H,888.8748,398.364,366.3378,356.3534,295.3007
Cer-BDS(d22:0/36:2)-H,886.8591,398.364,366.3378,356.3534,295.3007
Cer-BDS(d22:0/38:0)-H,918.9218,398.364,366.3378,356.3534,295.3007
Cer-BDS(d22:0/38:1)-H,916.9061,398.364,366.3378,356.3534,295.3007
Cer-BDS(d22:0/38:2)-H,914.8904,398.364,366.3378,356.3534,295.3007
Cer-BDS(d22:0/40:0)-H,946.9531,398.364,366.3378,356.3534,295.3007
Cer-BDS(d22:0/40:1)-H,944.9374,398.364,366.3378,356.3534,295.3007
Cer-BDS(d22:0/40:2)-H,942.9218,398.364,366.3378,356.3534,295.3007
Cer-BDS(d22:0/42:0)-H,974.9843,398.364,366.3378,356.3534,295.3007
Cer-BDS(d22:0/42:1)-H,972.9687,398.364,366.3378,356.3534,295.3007
Cer-BDS(d22:0/42:2)-H,970.9531,398.364,366.3378,356.3534,295.3007
Cer-BDS(d23:0/12:0)-H,568.5305,412.3796,380.3534,370.369,309.3163
Cer-BDS(d23:0/12:1)-H,566.5148,412.3796,380.3534,370.369,309.3163
Cer-BDS(d23:0/13:0)-H,582.5461,412.3796,380.3534,370.369,309.3163
Cer-BDS(d23:0/13:1)-H,580.5305,412.3796,380.3534,370.369,309.3163
Cer-BDS(d23:0/14:0)-H,596.5618,412.3796,380.3534,370.369,309.3163
Cer-BDS(d23:0/14:1)-H,594.5461,412.3796,380.3534,370.369,309.3163
Cer-BDS(d23:0/15:0)-H,610.5775,412.3796,380.3534,370.369,309.3163
Cer-BDS(d23:0/15:1)-H,608.5618,412.3796,380.3534,370.369,309.3163
Cer-BDS(d23:0/16:0)-H,624.5931,412.3796,380.3534,370.369,309.3163
Cer-BDS(d23:0/16:1)-H,622.5775,412.3796,380.3534,370.369,309.3163
Cer-BDS(d23:0/16:2)-H,620.5618,412.3796,380.3534,370.369,309.3163
Cer-BDS(d23:0/17:0)-H,638.6088,412.3796,380.3534,370.369,309.3163
Cer-BDS(d23:0/18:0)-H,652.6244,412.3796,380.3534,370.369,309.3163
Cer-BDS(d23:0/18:1)-H,650.6088,412.3796,380.3534,370.369,309.3163
Cer-BDS(d23:0/18:2)-H,648.5931,412.3796,380.3534,370.369,309.3163
Cer-BDS(d23:0/19:0)-H,666.64,412.3796,380.3534,370.369,309.3163
Cer-BDS(d23:0/19:1)-H,664.6244,412.3796,380.3534,370.369,309.3163
Cer-BDS(d23:0/20:0)-H,680.6557,412.3796,380.3534,370.369,309.3163
Cer-BDS(d23:0/20:1)-H,678.64,412.3796,380.3534,370.369,309.3163
Cer-BDS(d23:0/20:2)-H,676.6244,412.3796,380.3534,370.369,309.3163
Cer-BDS(d23:0/21:0)-H,694.6713,412.3796,380.3534,370.369,309.3163
Cer-BDS(d23:0/21:1)-H,692.6557,412.3796,380.3534,370.369,309.3163
Cer-BDS(d23:0/22:0)-H,708.687,412.3796,380.3534,370.369,309.3163
Cer-BDS(d23:0/22:1)-H,706.6713,412.3796,380.3534,370.369,309.3163
Cer-BDS(d23:0/22:2)-H,704.6557,412.3796,380.3534,370.369,309.3163
Cer-BDS(d23:0/23:0)-H,722.7026,412.3796,380.3534,370.369,309.3163
Cer-BDS(d23:0/23:1)-H,720.687,412.3796,380.3534,370.369,309.3163
Cer-BDS(d23:0/24:0)-H,736.7183,412.3796,380.3534,370.369,309.3163
Cer-BDS(d23:0/24:1)-H,734.7026,412.3796,380.3534,370.369,309.3163
Cer-BDS(d23:0/24:2)-H,732.687,412.3796,380.3534,370.369,309.3163
Cer-BDS(d23:0/25:0)-H,750.7339,412.3796,380.3534,370.369,309.3163
Cer-BDS(d23:0/25:1)-H,748.7183,412.3796,380.3534,370.369,309.3163
Cer-BDS(d23:0/26:0)-H,764.7496,412.3796,380.3534,370.369,309.3163
Cer-BDS(d23:0/26:1)-H,762.7339,412.3796,380.3534,370.369,309.3163
Cer-BDS(d23:0/26:2)-H,760.7183,412.3796,380.3534,370.369,309.3163
Cer-BDS(d23:0/27:0)-H,778.7653,412.3796,380.3534,370.369,309.3163
Cer-BDS(d23:0/27:1)-H,776.7496,412.3796,380.3534,370.369,309.3163
Cer-BDS(d23:0/28:0)-H,792.7809,412.3796,380.3534,370.369,309.3163
Cer-BDS(d23:0/28:1)-H,790.7653,412.3796,380.3534,370.369,309.3163
Cer-BDS(d23:0/28:2)-H,788.7496,412.3796,380.3534,370.369,309.3163
Cer-BDS(d23:0/29:0)-H,806.7966,412.3796,380.3534,370.369,309.3163
Cer-BDS(d23:0/29:1)-H,804.7809,412.3796,380.3534,370.369,309.3163
Cer-BDS(d23:0/30:0)-H,820.8122,412.3796,380.3534,370.369,309.3163
Cer-BDS(d23:0/30:1)-H,818.7966,412.3796,380.3534,370.369,309.3163
Cer-BDS(d23:0/30:2)-H,816.7809,412.3796,380.3534,370.369,309.3163
Cer-BDS(d23:0/31:0)-H,834.8278,412.3796,380.3534,370.369,309.3163
Cer-BDS(d23:0/31:1)-H,832.8122,412.3796,380.3534,370.369,309.3163
Cer-BDS(d23:0/32:0)-H,848.8435,412.3796,380.3534,370.369,309.3163
Cer-BDS(d23:0/32:1)-H,846.8278,412.3796,380.3534,370.369,309.3163
Cer-BDS(d23:0/32:2)-H,844.8122,412.3796,380.3534,370.369,309.3163
Cer-BDS(d23:0/33:0)-H,862.8591,412.3796,380.3534,370.369,309.3163
Cer-BDS(d23:0/33:1)-H,860.8435,412.3796,380.3534,370.369,309.3163
Cer-BDS(d23:0/34:0)-H,876.8748,412.3796,380.3534,370.369,309.3163
Cer-BDS(d23:0/34:1)-H,874.8591,412.3796,380.3534,370.369,309.3163
Cer-BDS(d23:0/34:2)-H,872.8435,412.3796,380.3534,370.369,309.3163
