HexCer-NDS,[M+H]+,[M-C6H10O5+H]+,[M-Hex-H2O+H]+,[M-Hex-2H2O+H]+,[Sph-H2O+H]+,[Sph-2H2O+H]+,[FAA+H]+,[Sph-CH4O2+H]+
HexCer-NDS(d30:0/26:1)+H,1008.917,846.8642,828.8536,810.8431,452.4826,434.472,394.4044,422.472
HexCer-NDS(d30:0/26:2)+H,1006.901,844.8486,826.838,808.8274,452.4826,434.472,392.3887,422.472
HexCer-NDS(d30:0/27:0)+H,1024.948,862.8955,844.8849,826.8744,452.4826,434.472,410.4356,422.472
HexCer-NDS(d30:0/27:1)+H,1022.933,860.8799,842.8693,824.8587,452.4826,434.472,408.42,422.472
HexCer-NDS(d30:0/28:0)+H,1038.964,876.9111,858.9006,840.89,452.4826,434.472,424.4513,422.472
HexCer-NDS(d30:0/28:1)+H,1036.948,874.8955,856.8849,838.8744,452.4826,434.472,422.4356,422.472
HexCer-NDS(d30:0/28:2)+H,1034.933,872.8799,854.8693,836.8587,452.4826,434.472,420.42,422.472
HexCer-NDS(d30:0/29:0)+H,1052.98,890.9268,872.9163,854.9056,452.4826,434.472,438.4669,422.472
HexCer-NDS(d30:0/29:1)+H,1050.964,888.9111,870.9006,852.89,452.4826,434.472,436.4513,422.472
HexCer-NDS(d30:0/30:0)+H,1066.995,904.9424,886.9319,868.9213,452.4826,434.472,452.4826,422.472
HexCer-NDS(d30:0/30:1)+H,1064.98,902.9268,884.9163,866.9056,452.4826,434.472,450.4669,422.472
HexCer-NDS(d30:0/30:2)+H,1062.964,900.9111,882.9006,864.89,452.4826,434.472,448.4513,422.472
HexCer-NDS(d30:0/31:0)+H,1081.011,918.9581,900.9475,882.937,452.4826,434.472,466.4983,422.472
HexCer-NDS(d30:0/31:1)+H,1078.995,916.9424,898.9319,880.9213,452.4826,434.472,464.4826,422.472
HexCer-NDS(d30:0/32:0)+H,1095.027,932.9738,914.9632,896.9526,452.4826,434.472,480.5139,422.472
HexCer-NDS(d30:0/32:1)+H,1093.011,930.9581,912.9475,894.937,452.4826,434.472,478.4983,422.472
HexCer-NDS(d30:0/32:2)+H,1090.995,928.9424,910.9319,892.9213,452.4826,434.472,476.4826,422.472
HexCer-NDS(d30:0/33:0)+H,1109.042,946.9894,928.9788,910.9683,452.4826,434.472,494.5295,422.472
HexCer-NDS(d30:0/33:1)+H,1107.027,944.9738,926.9632,908.9526,452.4826,434.472,492.5139,422.472
HexCer-NDS(d30:0/34:0)+H,1123.058,961.0051,942.9945,924.9839,452.4826,434.472,508.5452,422.472
HexCer-NDS(d30:0/34:1)+H,1121.042,958.9894,940.9788,922.9683,452.4826,434.472,506.5295,422.472
HexCer-NDS(d30:0/34:2)+H,1119.027,956.9738,938.9632,920.9526,452.4826,434.472,504.5139,422.472
HexCer-NDS(d30:0/35:0)+H,1137.073,975.0207,957.0101,938.9996,452.4826,434.472,522.5609,422.472
HexCer-NDS(d30:0/35:1)+H,1135.058,973.0051,954.9945,936.9839,452.4826,434.472,520.5452,422.472
HexCer-NDS(d30:0/36:0)+H,1151.089,989.0364,971.0258,953.0152,452.4826,434.472,536.5765,422.472
HexCer-NDS(d30:0/36:1)+H,1149.073,987.0207,969.0101,950.9996,452.4826,434.472,534.5609,422.472
HexCer-NDS(d30:0/36:2)+H,1147.058,985.0051,966.9945,948.9839,452.4826,434.472,532.5452,422.472
HexCer-NDS(d30:0/38:0)+H,1179.12,1017.068,999.0571,981.0465,452.4826,434.472,564.6078,422.472
HexCer-NDS(d30:0/38:1)+H,1177.105,1015.052,997.0414,979.0309,452.4826,434.472,562.5922,422.472
HexCer-NDS(d30:0/38:2)+H,1175.089,1013.036,995.0258,977.0152,452.4826,434.472,560.5765,422.472
HexCer-NDS(d30:0/40:0)+H,1207.152,1045.099,1027.088,1009.078,452.4826,434.472,592.6391,422.472
HexCer-NDS(d30:0/40:1)+H,1205.136,1043.083,1025.073,1007.062,452.4826,434.472,590.6235,422.472
HexCer-NDS(d30:0/40:2)+H,1203.12,1041.068,1023.057,1005.047,452.4826,434.472,588.6078,422.472
HexCer-NDS(d30:0/42:0)+H,1235.183,1073.13,1055.12,1037.109,452.4826,434.472,620.6704,422.472
HexCer-NDS(d30:0/42:1)+H,1233.167,1071.115,1053.104,1035.094,452.4826,434.472,618.6547,422.472
HexCer-NDS(d30:0/42:2)+H,1231.152,1069.099,1051.088,1033.078,452.4826,434.472,616.6391,422.472
