Cer-NDS,[M+H]+,[M-H2O+H]+,[M-2H2O+H]+,[Sph-H2O+H]+,[Sph-2H2O+H]+,[FAA+H]+,[Sph-CH4O2+H]+
Cer-NDS(d24:0/40:2)+H,956.9732,938.9626,920.9521,368.3887,350.3781,588.6078,338.3781
Cer-NDS(d24:0/42:0)+H,989.0358,971.0253,953.0147,368.3887,350.3781,620.6704,338.3781
Cer-NDS(d24:0/42:1)+H,987.0201,969.0096,950.999,368.3887,350.3781,618.6547,338.3781
Cer-NDS(d24:0/42:2)+H,985.0045,966.994,948.9834,368.3887,350.3781,616.6391,338.3781
Cer-NDS(d25:0/12:0)+H,582.582,564.5714,546.5609,382.4044,364.3938,200.2009,352.3938
Cer-NDS(d25:0/12:1)+H,580.5663,562.5557,544.5452,382.4044,364.3938,198.1853,352.3938
Cer-NDS(d25:0/13:0)+H,596.5976,578.587,560.5765,382.4044,364.3938,214.2166,352.3938
Cer-NDS(d25:0/13:1)+H,594.582,576.5714,558.5609,382.4044,364.3938,212.2009,352.3938
Cer-NDS(d25:0/14:0)+H,610.6133,592.6027,574.5921,382.4044,364.3938,228.2322,352.3938
Cer-NDS(d25:0/14:1)+H,608.5976,590.587,572.5765,382.4044,364.3938,226.2166,352.3938
Cer-NDS(d25:0/15:0)+H,624.6289,606.6183,588.6078,382.4044,364.3938,242.2478,352.3938
Cer-NDS(d25:0/15:1)+H,622.6133,604.6027,586.5921,382.4044,364.3938,240.2322,352.3938
Cer-NDS(d25:0/16:0)+H,638.6446,620.634,602.6234,382.4044,364.3938,256.2635,352.3938
Cer-NDS(d25:0/16:1)+H,636.6289,618.6183,600.6078,382.4044,364.3938,254.2478,352.3938
Cer-NDS(d25:0/16:2)+H,634.6133,616.6027,598.5921,382.4044,364.3938,252.2322,352.3938
Cer-NDS(d25:0/17:0)+H,652.6602,634.6497,616.6391,382.4044,364.3938,270.2791,352.3938
Cer-NDS(d25:0/18:0)+H,666.6758,648.6653,630.6547,382.4044,364.3938,284.2948,352.3938
Cer-NDS(d25:0/18:1)+H,664.6602,646.6497,628.6391,382.4044,364.3938,282.2791,352.3938
Cer-NDS(d25:0/18:2)+H,662.6446,644.634,626.6234,382.4044,364.3938,280.2635,352.3938
Cer-NDS(d25:0/19:0)+H,680.6915,662.681,644.6704,382.4044,364.3938,298.3105,352.3938
Cer-NDS(d25:0/19:1)+H,678.6758,660.6653,642.6547,382.4044,364.3938,296.2948,352.3938
Cer-NDS(d25:0/20:0)+H,694.7072,676.6966,658.686,382.4044,364.3938,312.3261,352.3938
Cer-NDS(d25:0/20:1)+H,692.6915,674.681,656.6704,382.4044,364.3938,310.3105,352.3938
Cer-NDS(d25:0/20:2)+H,690.6758,672.6653,654.6547,382.4044,364.3938,308.2948,352.3938
Cer-NDS(d25:0/21:0)+H,708.7228,690.7123,672.7017,382.4044,364.3938,326.3417,352.3938
Cer-NDS(d25:0/21:1)+H,706.7072,688.6966,670.686,382.4044,364.3938,324.3261,352.3938
Cer-NDS(d25:0/22:0)+H,722.7385,704.7279,686.7173,382.4044,364.3938,340.3574,352.3938
Cer-NDS(d25:0/22:1)+H,720.7228,702.7123,684.7017,382.4044,364.3938,338.3417,352.3938
Cer-NDS(d25:0/22:2)+H,718.7072,700.6966,682.686,382.4044,364.3938,336.3261,352.3938
Cer-NDS(d25:0/23:0)+H,736.7542,718.7435,700.733,382.4044,364.3938,354.373,352.3938
Cer-NDS(d25:0/23:1)+H,734.7385,716.7279,698.7173,382.4044,364.3938,352.3574,352.3938
Cer-NDS(d25:0/24:0)+H,750.7698,732.7592,714.7487,382.4044,364.3938,368.3887,352.3938
Cer-NDS(d25:0/24:1)+H,748.7542,730.7435,712.733,382.4044,364.3938,366.373,352.3938
Cer-NDS(d25:0/24:2)+H,746.7385,728.7279,710.7173,382.4044,364.3938,364.3574,352.3938
Cer-NDS(d25:0/25:0)+H,764.7854,746.7748,728.7643,382.4044,364.3938,382.4044,352.3938
Cer-NDS(d25:0/25:1)+H,762.7698,744.7592,726.7487,382.4044,364.3938,380.3887,352.3938
Cer-NDS(d25:0/26:0)+H,778.8011,760.7905,742.7799,382.4044,364.3938,396.42,352.3938
Cer-NDS(d25:0/26:1)+H,776.7854,758.7748,740.7643,382.4044,364.3938,394.4044,352.3938
Cer-NDS(d25:0/26:2)+H,774.7698,756.7592,738.7487,382.4044,364.3938,392.3887,352.3938
Cer-NDS(d25:0/27:0)+H,792.8167,774.8062,756.7956,382.4044,364.3938,410.4356,352.3938
Cer-NDS(d25:0/27:1)+H,790.8011,772.7905,754.7799,382.4044,364.3938,408.42,352.3938
Cer-NDS(d25:0/28:0)+H,806.8324,788.8218,770.8112,382.4044,364.3938,424.4513,352.3938
Cer-NDS(d25:0/28:1)+H,804.8167,786.8062,768.7956,382.4044,364.3938,422.4356,352.3938
Cer-NDS(d25:0/28:2)+H,802.8011,784.7905,766.7799,382.4044,364.3938,420.42,352.3938
Cer-NDS(d25:0/29:0)+H,820.848,802.8375,784.8269,382.4044,364.3938,438.4669,352.3938
Cer-NDS(d25:0/29:1)+H,818.8324,800.8218,782.8112,382.4044,364.3938,436.4513,352.3938
Cer-NDS(d25:0/30:0)+H,834.8636,816.8531,798.8425,382.4044,364.3938,452.4826,352.3938
Cer-NDS(d25:0/30:1)+H,832.848,814.8375,796.8269,382.4044,364.3938,450.4669,352.3938
Cer-NDS(d25:0/30:2)+H,830.8324,812.8218,794.8112,382.4044,364.3938,448.4513,352.3938
Cer-NDS(d25:0/31:0)+H,848.8793,830.8688,812.8582,382.4044,364.3938,466.4983,352.3938
Cer-NDS(d25:0/31:1)+H,846.8636,828.8531,810.8425,382.4044,364.3938,464.4826,352.3938
Cer-NDS(d25:0/32:0)+H,862.895,844.8844,826.8738,382.4044,364.3938,480.5139,352.3938
Cer-NDS(d25:0/32:1)+H,860.8793,842.8688,824.8582,382.4044,364.3938,478.4983,352.3938
Cer-NDS(d25:0/32:2)+H,858.8636,840.8531,822.8425,382.4044,364.3938,476.4826,352.3938
Cer-NDS(d25:0/33:0)+H,876.9106,858.9,840.8895,382.4044,364.3938,494.5295,352.3938
Cer-NDS(d25:0/33:1)+H,874.895,856.8844,838.8738,382.4044,364.3938,492.5139,352.3938
Cer-NDS(d25:0/34:0)+H,890.9263,872.9157,854.9052,382.4044,364.3938,508.5452,352.3938
Cer-NDS(d25:0/34:1)+H,888.9106,870.9,852.8895,382.4044,364.3938,506.5295,352.3938
Cer-NDS(d25:0/34:2)+H,886.895,868.8844,850.8738,382.4044,364.3938,504.5139,352.3938
Cer-NDS(d25:0/35:0)+H,904.9419,886.9313,868.9208,382.4044,364.3938,522.5609,352.3938
Cer-NDS(d25:0/35:1)+H,902.9263,884.9157,866.9052,382.4044,364.3938,520.5452,352.3938
Cer-NDS(d25:0/36:0)+H,918.9576,900.947,882.9364,382.4044,364.3938,536.5765,352.3938
Cer-NDS(d25:0/36:1)+H,916.9419,898.9313,880.9208,382.4044,364.3938,534.5609,352.3938
Cer-NDS(d25:0/36:2)+H,914.9263,896.9157,878.9052,382.4044,364.3938,532.5452,352.3938
Cer-NDS(d25:0/38:0)+H,946.9889,928.9783,910.9677,382.4044,364.3938,564.6078,352.3938
Cer-NDS(d25:0/38:1)+H,944.9732,926.9626,908.9521,382.4044,364.3938,562.5922,352.3938
Cer-NDS(d25:0/38:2)+H,942.9576,924.947,906.9364,382.4044,364.3938,560.5765,352.3938
Cer-NDS(d25:0/40:0)+H,975.0201,957.0096,938.999,382.4044,364.3938,592.6391,352.3938
Cer-NDS(d25:0/40:1)+H,973.0045,954.994,936.9834,382.4044,364.3938,590.6235,352.3938
Cer-NDS(d25:0/40:2)+H,970.9889,952.9783,934.9677,382.4044,364.3938,588.6078,352.3938
Cer-NDS(d25:0/42:0)+H,1003.051,985.0409,967.0303,382.4044,364.3938,620.6704,352.3938
Cer-NDS(d25:0/42:1)+H,1001.036,983.0253,965.0147,382.4044,364.3938,618.6547,352.3938
Cer-NDS(d25:0/42:2)+H,999.0201,981.0096,962.999,382.4044,364.3938,616.6391,352.3938
Cer-NDS(d26:0/12:0)+H,596.5976,578.587,560.5765,396.42,378.4094,200.2009,366.4094
Cer-NDS(d26:0/12:1)+H,594.582,576.5714,558.5609,396.42,378.4094,198.1853,366.4094
Cer-NDS(d26:0/13:0)+H,610.6133,592.6027,574.5921,396.42,378.4094,214.2166,366.4094
Cer-NDS(d26:0/13:1)+H,608.5976,590.587,572.5765,396.42,378.4094,212.2009,366.4094
Cer-NDS(d26:0/14:0)+H,624.6289,606.6183,588.6078,396.42,378.4094,228.2322,366.4094
Cer-NDS(d26:0/14:1)+H,622.6133,604.6027,586.5921,396.42,378.4094,226.2166,366.4094
Cer-NDS(d26:0/15:0)+H,638.6446,620.634,602.6234,396.42,378.4094,242.2478,366.4094
Cer-NDS(d26:0/15:1)+H,636.6289,618.6183,600.6078,396.42,378.4094,240.2322,366.4094
Cer-NDS(d26:0/16:0)+H,652.6602,634.6497,616.6391,396.42,378.4094,256.2635,366.4094
Cer-NDS(d26:0/16:1)+H,650.6446,632.634,614.6234,396.42,378.4094,254.2478,366.4094
Cer-NDS(d26:0/16:2)+H,648.6289,630.6183,612.6078,396.42,378.4094,252.2322,366.4094
Cer-NDS(d26:0/17:0)+H,666.6758,648.6653,630.6547,396.42,378.4094,270.2791,366.4094
Cer-NDS(d26:0/18:0)+H,680.6915,662.681,644.6704,396.42,378.4094,284.2948,366.4094
Cer-NDS(d26:0/18:1)+H,678.6758,660.6653,642.6547,396.42,378.4094,282.2791,366.4094
Cer-NDS(d26:0/18:2)+H,676.6602,658.6497,640.6391,396.42,378.4094,280.2635,366.4094
Cer-NDS(d26:0/19:0)+H,694.7072,676.6966,658.686,396.42,378.4094,298.3105,366.4094
Cer-NDS(d26:0/19:1)+H,692.6915,674.681,656.6704,396.42,378.4094,296.2948,366.4094
Cer-NDS(d26:0/20:0)+H,708.7228,690.7123,672.7017,396.42,378.4094,312.3261,366.4094
Cer-NDS(d26:0/20:1)+H,706.7072,688.6966,670.686,396.42,378.4094,310.3105,366.4094
Cer-NDS(d26:0/20:2)+H,704.6915,686.681,668.6704,396.42,378.4094,308.2948,366.4094
Cer-NDS(d26:0/21:0)+H,722.7385,704.7279,686.7173,396.42,378.4094,326.3417,366.4094
Cer-NDS(d26:0/21:1)+H,720.7228,702.7123,684.7017,396.42,378.4094,324.3261,366.4094
Cer-NDS(d26:0/22:0)+H,736.7542,718.7435,700.733,396.42,378.4094,340.3574,366.4094
Cer-NDS(d26:0/22:1)+H,734.7385,716.7279,698.7173,396.42,378.4094,338.3417,366.4094
Cer-NDS(d26:0/22:2)+H,732.7228,714.7123,696.7017,396.42,378.4094,336.3261,366.4094
Cer-NDS(d26:0/23:0)+H,750.7698,732.7592,714.7487,396.42,378.4094,354.373,366.4094
Cer-NDS(d26:0/23:1)+H,748.7542,730.7435,712.733,396.42,378.4094,352.3574,366.4094
Cer-NDS(d26:0/24:0)+H,764.7854,746.7748,728.7643,396.42,378.4094,368.3887,366.4094
Cer-NDS(d26:0/24:1)+H,762.7698,744.7592,726.7487,396.42,378.4094,366.373,366.4094
Cer-NDS(d26:0/24:2)+H,760.7542,742.7435,724.733,396.42,378.4094,364.3574,366.4094
Cer-NDS(d26:0/25:0)+H,778.8011,760.7905,742.7799,396.42,378.4094,382.4044,366.4094
Cer-NDS(d26:0/25:1)+H,776.7854,758.7748,740.7643,396.42,378.4094,380.3887,366.4094
Cer-NDS(d26:0/26:0)+H,792.8167,774.8062,756.7956,396.42,378.4094,396.42,366.4094
Cer-NDS(d26:0/26:1)+H,790.8011,772.7905,754.7799,396.42,378.4094,394.4044,366.4094
Cer-NDS(d26:0/26:2)+H,788.7854,770.7748,752.7643,396.42,378.4094,392.3887,366.4094
Cer-NDS(d26:0/27:0)+H,806.8324,788.8218,770.8112,396.42,378.4094,410.4356,366.4094
Cer-NDS(d26:0/27:1)+H,804.8167,786.8062,768.7956,396.42,378.4094,408.42,366.4094
Cer-NDS(d26:0/28:0)+H,820.848,802.8375,784.8269,396.42,378.4094,424.4513,366.4094
Cer-NDS(d26:0/28:1)+H,818.8324,800.8218,782.8112,396.42,378.4094,422.4356,366.4094
Cer-NDS(d26:0/28:2)+H,816.8167,798.8062,780.7956,396.42,378.4094,420.42,366.4094
Cer-NDS(d26:0/29:0)+H,834.8636,816.8531,798.8425,396.42,378.4094,438.4669,366.4094
Cer-NDS(d26:0/29:1)+H,832.848,814.8375,796.8269,396.42,378.4094,436.4513,366.4094
Cer-NDS(d26:0/30:0)+H,848.8793,830.8688,812.8582,396.42,378.4094,452.4826,366.4094
Cer-NDS(d26:0/30:1)+H,846.8636,828.8531,810.8425,396.42,378.4094,450.4669,366.4094
Cer-NDS(d26:0/30:2)+H,844.848,826.8375,808.8269,396.42,378.4094,448.4513,366.4094
Cer-NDS(d26:0/31:0)+H,862.895,844.8844,826.8738,396.42,378.4094,466.4983,366.4094
Cer-NDS(d26:0/31:1)+H,860.8793,842.8688,824.8582,396.42,378.4094,464.4826,366.4094
Cer-NDS(d26:0/32:0)+H,876.9106,858.9,840.8895,396.42,378.4094,480.5139,366.4094
Cer-NDS(d26:0/32:1)+H,874.895,856.8844,838.8738,396.42,378.4094,478.4983,366.4094
Cer-NDS(d26:0/32:2)+H,872.8793,854.8688,836.8582,396.42,378.4094,476.4826,366.4094
Cer-NDS(d26:0/33:0)+H,890.9263,872.9157,854.9052,396.42,378.4094,494.5295,366.4094
Cer-NDS(d26:0/33:1)+H,888.9106,870.9,852.8895,396.42,378.4094,492.5139,366.4094
Cer-NDS(d26:0/34:0)+H,904.9419,886.9313,868.9208,396.42,378.4094,508.5452,366.4094
Cer-NDS(d26:0/34:1)+H,902.9263,884.9157,866.9052,396.42,378.4094,506.5295,366.4094
Cer-NDS(d26:0/34:2)+H,900.9106,882.9,864.8895,396.42,378.4094,504.5139,366.4094
Cer-NDS(d26:0/35:0)+H,918.9576,900.947,882.9364,396.42,378.4094,522.5609,366.4094
Cer-NDS(d26:0/35:1)+H,916.9419,898.9313,880.9208,396.42,378.4094,520.5452,366.4094
Cer-NDS(d26:0/36:0)+H,932.9732,914.9626,896.9521,396.42,378.4094,536.5765,366.4094
Cer-NDS(d26:0/36:1)+H,930.9576,912.947,894.9364,396.42,378.4094,534.5609,366.4094
Cer-NDS(d26:0/36:2)+H,928.9419,910.9313,892.9208,396.42,378.4094,532.5452,366.4094
Cer-NDS(d26:0/38:0)+H,961.0045,942.994,924.9834,396.42,378.4094,564.6078,366.4094
Cer-NDS(d26:0/38:1)+H,958.9889,940.9783,922.9677,396.42,378.4094,562.5922,366.4094
Cer-NDS(d26:0/38:2)+H,956.9732,938.9626,920.9521,396.42,378.4094,560.5765,366.4094
Cer-NDS(d26:0/40:0)+H,989.0358,971.0253,953.0147,396.42,378.4094,592.6391,366.4094
Cer-NDS(d26:0/40:1)+H,987.0201,969.0096,950.999,396.42,378.4094,590.6235,366.4094
Cer-NDS(d26:0/40:2)+H,985.0045,966.994,948.9834,396.42,378.4094,588.6078,366.4094
Cer-NDS(d26:0/42:0)+H,1017.067,999.0566,981.046,396.42,378.4094,620.6704,366.4094
Cer-NDS(d26:0/42:1)+H,1015.051,997.0409,979.0303,396.42,378.4094,618.6547,366.4094
Cer-NDS(d26:0/42:2)+H,1013.036,995.0253,977.0147,396.42,378.4094,616.6391,366.4094
Cer-NDS(d27:0/12:0)+H,610.6133,592.6027,574.5921,410.4356,392.4251,200.2009,380.4251
Cer-NDS(d27:0/12:1)+H,608.5976,590.587,572.5765,410.4356,392.4251,198.1853,380.4251
Cer-NDS(d27:0/13:0)+H,624.6289,606.6183,588.6078,410.4356,392.4251,214.2166,380.4251
Cer-NDS(d27:0/13:1)+H,622.6133,604.6027,586.5921,410.4356,392.4251,212.2009,380.4251
Cer-NDS(d27:0/14:0)+H,638.6446,620.634,602.6234,410.4356,392.4251,228.2322,380.4251
Cer-NDS(d27:0/14:1)+H,636.6289,618.6183,600.6078,410.4356,392.4251,226.2166,380.4251
Cer-NDS(d27:0/15:0)+H,652.6602,634.6497,616.6391,410.4356,392.4251,242.2478,380.4251
Cer-NDS(d27:0/15:1)+H,650.6446,632.634,614.6234,410.4356,392.4251,240.2322,380.4251
Cer-NDS(d27:0/16:0)+H,666.6758,648.6653,630.6547,410.4356,392.4251,256.2635,380.4251
Cer-NDS(d27:0/16:1)+H,664.6602,646.6497,628.6391,410.4356,392.4251,254.2478,380.4251
Cer-NDS(d27:0/16:2)+H,662.6446,644.634,626.6234,410.4356,392.4251,252.2322,380.4251
Cer-NDS(d27:0/17:0)+H,680.6915,662.681,644.6704,410.4356,392.4251,270.2791,380.4251
Cer-NDS(d27:0/18:0)+H,694.7072,676.6966,658.686,410.4356,392.4251,284.2948,380.4251
Cer-NDS(d27:0/18:1)+H,692.6915,674.681,656.6704,410.4356,392.4251,282.2791,380.4251
Cer-NDS(d27:0/18:2)+H,690.6758,672.6653,654.6547,410.4356,392.4251,280.2635,380.4251
Cer-NDS(d27:0/19:0)+H,708.7228,690.7123,672.7017,410.4356,392.4251,298.3105,380.4251
Cer-NDS(d27:0/19:1)+H,706.7072,688.6966,670.686,410.4356,392.4251,296.2948,380.4251
Cer-NDS(d27:0/20:0)+H,722.7385,704.7279,686.7173,410.4356,392.4251,312.3261,380.4251
Cer-NDS(d27:0/20:1)+H,720.7228,702.7123,684.7017,410.4356,392.4251,310.3105,380.4251
Cer-NDS(d27:0/20:2)+H,718.7072,700.6966,682.686,410.4356,392.4251,308.2948,380.4251
Cer-NDS(d27:0/21:0)+H,736.7542,718.7435,700.733,410.4356,392.4251,326.3417,380.4251
Cer-NDS(d27:0/21:1)+H,734.7385,716.7279,698.7173,410.4356,392.4251,324.3261,380.4251
Cer-NDS(d27:0/22:0)+H,750.7698,732.7592,714.7487,410.4356,392.4251,340.3574,380.4251
Cer-NDS(d27:0/22:1)+H,748.7542,730.7435,712.733,410.4356,392.4251,338.3417,380.4251
Cer-NDS(d27:0/22:2)+H,746.7385,728.7279,710.7173,410.4356,392.4251,336.3261,380.4251
Cer-NDS(d27:0/23:0)+H,764.7854,746.7748,728.7643,410.4356,392.4251,354.373,380.4251
Cer-NDS(d27:0/23:1)+H,762.7698,744.7592,726.7487,410.4356,392.4251,352.3574,380.4251
Cer-NDS(d27:0/24:0)+H,778.8011,760.7905,742.7799,410.4356,392.4251,368.3887,380.4251
Cer-NDS(d27:0/24:1)+H,776.7854,758.7748,740.7643,410.4356,392.4251,366.373,380.4251
Cer-NDS(d27:0/24:2)+H,774.7698,756.7592,738.7487,410.4356,392.4251,364.3574,380.4251
Cer-NDS(d27:0/25:0)+H,792.8167,774.8062,756.7956,410.4356,392.4251,382.4044,380.4251
Cer-NDS(d27:0/25:1)+H,790.8011,772.7905,754.7799,410.4356,392.4251,380.3887,380.4251
Cer-NDS(d27:0/26:0)+H,806.8324,788.8218,770.8112,410.4356,392.4251,396.42,380.4251
Cer-NDS(d27:0/26:1)+H,804.8167,786.8062,768.7956,410.4356,392.4251,394.4044,380.4251
Cer-NDS(d27:0/26:2)+H,802.8011,784.7905,766.7799,410.4356,392.4251,392.3887,380.4251
Cer-NDS(d27:0/27:0)+H,820.848,802.8375,784.8269,410.4356,392.4251,410.4356,380.4251
Cer-NDS(d27:0/27:1)+H,818.8324,800.8218,782.8112,410.4356,392.4251,408.42,380.4251
Cer-NDS(d27:0/28:0)+H,834.8636,816.8531,798.8425,410.4356,392.4251,424.4513,380.4251
Cer-NDS(d27:0/28:1)+H,832.848,814.8375,796.8269,410.4356,392.4251,422.4356,380.4251
Cer-NDS(d27:0/28:2)+H,830.8324,812.8218,794.8112,410.4356,392.4251,420.42,380.4251
Cer-NDS(d27:0/29:0)+H,848.8793,830.8688,812.8582,410.4356,392.4251,438.4669,380.4251
Cer-NDS(d27:0/29:1)+H,846.8636,828.8531,810.8425,410.4356,392.4251,436.4513,380.4251
Cer-NDS(d27:0/30:0)+H,862.895,844.8844,826.8738,410.4356,392.4251,452.4826,380.4251
Cer-NDS(d27:0/30:1)+H,860.8793,842.8688,824.8582,410.4356,392.4251,450.4669,380.4251
Cer-NDS(d27:0/30:2)+H,858.8636,840.8531,822.8425,410.4356,392.4251,448.4513,380.4251
Cer-NDS(d27:0/31:0)+H,876.9106,858.9,840.8895,410.4356,392.4251,466.4983,380.4251
Cer-NDS(d27:0/31:1)+H,874.895,856.8844,838.8738,410.4356,392.4251,464.4826,380.4251
Cer-NDS(d27:0/32:0)+H,890.9263,872.9157,854.9052,410.4356,392.4251,480.5139,380.4251
Cer-NDS(d27:0/32:1)+H,888.9106,870.9,852.8895,410.4356,392.4251,478.4983,380.4251
Cer-NDS(d27:0/32:2)+H,886.895,868.8844,850.8738,410.4356,392.4251,476.4826,380.4251
Cer-NDS(d27:0/33:0)+H,904.9419,886.9313,868.9208,410.4356,392.4251,494.5295,380.4251
Cer-NDS(d27:0/33:1)+H,902.9263,884.9157,866.9052,410.4356,392.4251,492.5139,380.4251
Cer-NDS(d27:0/34:0)+H,918.9576,900.947,882.9364,410.4356,392.4251,508.5452,380.4251
Cer-NDS(d27:0/34:1)+H,916.9419,898.9313,880.9208,410.4356,392.4251,506.5295,380.4251
Cer-NDS(d27:0/34:2)+H,914.9263,896.9157,878.9052,410.4356,392.4251,504.5139,380.4251
Cer-NDS(d27:0/35:0)+H,932.9732,914.9626,896.9521,410.4356,392.4251,522.5609,380.4251
Cer-NDS(d27:0/35:1)+H,930.9576,912.947,894.9364,410.4356,392.4251,520.5452,380.4251
Cer-NDS(d27:0/36:0)+H,946.9889,928.9783,910.9677,410.4356,392.4251,536.5765,380.4251
Cer-NDS(d27:0/36:1)+H,944.9732,926.9626,908.9521,410.4356,392.4251,534.5609,380.4251
Cer-NDS(d27:0/36:2)+H,942.9576,924.947,906.9364,410.4356,392.4251,532.5452,380.4251
Cer-NDS(d27:0/38:0)+H,975.0201,957.0096,938.999,410.4356,392.4251,564.6078,380.4251
Cer-NDS(d27:0/38:1)+H,973.0045,954.994,936.9834,410.4356,392.4251,562.5922,380.4251
Cer-NDS(d27:0/38:2)+H,970.9889,952.9783,934.9677,410.4356,392.4251,560.5765,380.4251
Cer-NDS(d27:0/40:0)+H,1003.051,985.0409,967.0303,410.4356,392.4251,592.6391,380.4251
Cer-NDS(d27:0/40:1)+H,1001.036,983.0253,965.0147,410.4356,392.4251,590.6235,380.4251
Cer-NDS(d27:0/40:2)+H,999.0201,981.0096,962.999,410.4356,392.4251,588.6078,380.4251
Cer-NDS(d27:0/42:0)+H,1031.083,1013.072,995.0616,410.4356,392.4251,620.6704,380.4251
Cer-NDS(d27:0/42:1)+H,1029.067,1011.057,993.046,410.4356,392.4251,618.6547,380.4251
Cer-NDS(d27:0/42:2)+H,1027.052,1009.041,991.0303,410.4356,392.4251,616.6391,380.4251
Cer-NDS(d28:0/12:0)+H,624.6289,606.6183,588.6078,424.4513,406.4407,200.2009,394.4407
Cer-NDS(d28:0/12:1)+H,622.6133,604.6027,586.5921,424.4513,406.4407,198.1853,394.4407
Cer-NDS(d28:0/13:0)+H,638.6446,620.634,602.6234,424.4513,406.4407,214.2166,394.4407
Cer-NDS(d28:0/13:1)+H,636.6289,618.6183,600.6078,424.4513,406.4407,212.2009,394.4407
Cer-NDS(d28:0/14:0)+H,652.6602,634.6497,616.6391,424.4513,406.4407,228.2322,394.4407
Cer-NDS(d28:0/14:1)+H,650.6446,632.634,614.6234,424.4513,406.4407,226.2166,394.4407
Cer-NDS(d28:0/15:0)+H,666.6758,648.6653,630.6547,424.4513,406.4407,242.2478,394.4407
Cer-NDS(d28:0/15:1)+H,664.6602,646.6497,628.6391,424.4513,406.4407,240.2322,394.4407
Cer-NDS(d28:0/16:0)+H,680.6915,662.681,644.6704,424.4513,406.4407,256.2635,394.4407
Cer-NDS(d28:0/16:1)+H,678.6758,660.6653,642.6547,424.4513,406.4407,254.2478,394.4407
Cer-NDS(d28:0/16:2)+H,676.6602,658.6497,640.6391,424.4513,406.4407,252.2322,394.4407
Cer-NDS(d28:0/17:0)+H,694.7072,676.6966,658.686,424.4513,406.4407,270.2791,394.4407
Cer-NDS(d28:0/18:0)+H,708.7228,690.7123,672.7017,424.4513,406.4407,284.2948,394.4407
Cer-NDS(d28:0/18:1)+H,706.7072,688.6966,670.686,424.4513,406.4407,282.2791,394.4407
Cer-NDS(d28:0/18:2)+H,704.6915,686.681,668.6704,424.4513,406.4407,280.2635,394.4407
Cer-NDS(d28:0/19:0)+H,722.7385,704.7279,686.7173,424.4513,406.4407,298.3105,394.4407
Cer-NDS(d28:0/19:1)+H,720.7228,702.7123,684.7017,424.4513,406.4407,296.2948,394.4407
Cer-NDS(d28:0/20:0)+H,736.7542,718.7435,700.733,424.4513,406.4407,312.3261,394.4407
Cer-NDS(d28:0/20:1)+H,734.7385,716.7279,698.7173,424.4513,406.4407,310.3105,394.4407
Cer-NDS(d28:0/20:2)+H,732.7228,714.7123,696.7017,424.4513,406.4407,308.2948,394.4407
Cer-NDS(d28:0/21:0)+H,750.7698,732.7592,714.7487,424.4513,406.4407,326.3417,394.4407
Cer-NDS(d28:0/21:1)+H,748.7542,730.7435,712.733,424.4513,406.4407,324.3261,394.4407
Cer-NDS(d28:0/22:0)+H,764.7854,746.7748,728.7643,424.4513,406.4407,340.3574,394.4407
Cer-NDS(d28:0/22:1)+H,762.7698,744.7592,726.7487,424.4513,406.4407,338.3417,394.4407
Cer-NDS(d28:0/22:2)+H,760.7542,742.7435,724.733,424.4513,406.4407,336.3261,394.4407
Cer-NDS(d28:0/23:0)+H,778.8011,760.7905,742.7799,424.4513,406.4407,354.373,394.4407
Cer-NDS(d28:0/23:1)+H,776.7854,758.7748,740.7643,424.4513,406.4407,352.3574,394.4407
Cer-NDS(d28:0/24:0)+H,792.8167,774.8062,756.7956,424.4513,406.4407,368.3887,394.4407
Cer-NDS(d28:0/24:1)+H,790.8011,772.7905,754.7799,424.4513,406.4407,366.373,394.4407
Cer-NDS(d28:0/24:2)+H,788.7854,770.7748,752.7643,424.4513,406.4407,364.3574,394.4407
Cer-NDS(d28:0/25:0)+H,806.8324,788.8218,770.8112,424.4513,406.4407,382.4044,394.4407
Cer-NDS(d28:0/25:1)+H,804.8167,786.8062,768.7956,424.4513,406.4407,380.3887,394.4407
Cer-NDS(d28:0/26:0)+H,820.848,802.8375,784.8269,424.4513,406.4407,396.42,394.4407
Cer-NDS(d28:0/26:1)+H,818.8324,800.8218,782.8112,424.4513,406.4407,394.4044,394.4407
Cer-NDS(d28:0/26:2)+H,816.8167,798.8062,780.7956,424.4513,406.4407,392.3887,394.4407
Cer-NDS(d28:0/27:0)+H,834.8636,816.8531,798.8425,424.4513,406.4407,410.4356,394.4407
Cer-NDS(d28:0/27:1)+H,832.848,814.8375,796.8269,424.4513,406.4407,408.42,394.4407
Cer-NDS(d28:0/28:0)+H,848.8793,830.8688,812.8582,424.4513,406.4407,424.4513,394.4407
Cer-NDS(d28:0/28:1)+H,846.8636,828.8531,810.8425,424.4513,406.4407,422.4356,394.4407
Cer-NDS(d28:0/28:2)+H,844.848,826.8375,808.8269,424.4513,406.4407,420.42,394.4407
Cer-NDS(d28:0/29:0)+H,862.895,844.8844,826.8738,424.4513,406.4407,438.4669,394.4407
Cer-NDS(d28:0/29:1)+H,860.8793,842.8688,824.8582,424.4513,406.4407,436.4513,394.4407
Cer-NDS(d28:0/30:0)+H,876.9106,858.9,840.8895,424.4513,406.4407,452.4826,394.4407
Cer-NDS(d28:0/30:1)+H,874.895,856.8844,838.8738,424.4513,406.4407,450.4669,394.4407
Cer-NDS(d28:0/30:2)+H,872.8793,854.8688,836.8582,424.4513,406.4407,448.4513,394.4407
