SQDG,[M-H]-,SQMG_SN1-H2O-H,SQMG_SN2-H2O-H,M-FA1-FA2-Glycerol+2H2O-H,sn1,sn2
SQDG(22:2_22:4)-H,949.60748,613.30484,617.33612,225.0069,335.29561,331.26433
SQDG(22:2_22:5)-H,947.59188,611.28924,617.33616,225.0069,335.29565,329.24873
SQDG(22:2_22:6)-H,945.57618,609.27354,617.3361,225.0069,335.29559,327.23303
SQDG(22:2_23:0)-H,971.68572,635.38308,617.33616,225.0069,335.29565,353.34257
SQDG(22:2_24:0)-H,985.70138,649.39874,617.33618,225.0069,335.29567,367.35823
SQDG(22:2_24:1)-H,983.68572,647.38308,617.33616,225.0069,335.29565,365.34257
SQDG(22:2_24:4)-H,977.63878,641.33614,617.33614,225.0069,335.29563,359.29563
SQDG(22:2_25:0)-H,999.71703,663.41439,617.33619,225.0069,335.29568,381.37388
SQDG(22:2_26:0)-H,1013.73268,677.43004,617.3362,225.0069,335.29569,395.38953
SQDG(22:2_26:1)-H,1011.71703,675.41439,617.33619,225.0069,335.29568,393.37388
SQDG(22:2_26:2)-H,1009.70138,673.39874,617.33618,225.0069,335.29567,391.35823
SQDG(22:4_22:4)-H,945.57618,613.30482,613.30482,225.0069,331.26431,331.26431
SQDG(22:4_22:5)-H,943.56054,611.28918,613.30482,225.0069,331.26431,329.24867
SQDG(22:4_22:6)-H,941.54488,609.27352,613.3048,225.0069,331.26429,327.23301
SQDG(22:4_23:0)-H,967.65441,635.38305,613.30485,225.0069,331.26434,353.34254
SQDG(22:4_24:0)-H,981.67008,649.39872,613.30488,225.0069,331.26437,367.35821
SQDG(22:4_24:1)-H,979.65441,647.38305,613.30485,225.0069,331.26434,365.34254
SQDG(22:4_24:4)-H,973.60748,641.33612,613.30484,225.0069,331.26433,359.29561
SQDG(22:4_25:0)-H,995.68572,663.41436,613.30488,225.0069,331.26437,381.37385
SQDG(22:4_26:0)-H,1009.70138,677.43002,613.3049,225.0069,331.26439,395.38951
SQDG(22:4_26:1)-H,1007.68572,675.41436,613.30488,225.0069,331.26437,393.37385
SQDG(22:4_26:2)-H,1005.67008,673.39872,613.30488,225.0069,331.26437,391.35821
SQDG(22:5_22:5)-H,941.54488,611.28916,611.28916,225.0069,329.24865,329.24865
SQDG(22:5_22:6)-H,939.52923,609.27351,611.28915,225.0069,329.24864,327.233
SQDG(22:5_23:0)-H,965.63878,635.38306,611.28922,225.0069,329.24871,353.34255
SQDG(22:5_24:0)-H,979.65441,649.39869,611.28921,225.0069,329.2487,367.35818
SQDG(22:5_24:1)-H,977.63878,647.38306,611.28922,225.0069,329.24871,365.34255
SQDG(22:5_24:4)-H,971.59188,641.33616,611.28924,225.0069,329.24873,359.29565
SQDG(22:5_25:0)-H,993.67008,663.41436,611.28924,225.0069,329.24873,381.37385
SQDG(22:5_26:0)-H,1007.68572,677.43,611.28924,225.0069,329.24873,395.38949
SQDG(22:5_26:1)-H,1005.67008,675.41436,611.28924,225.0069,329.24873,393.37385
SQDG(22:5_26:2)-H,1003.65441,673.39869,611.28921,225.0069,329.2487,391.35818
SQDG(22:6_22:6)-H,937.51358,609.2735,609.2735,225.0069,327.23299,327.23299
SQDG(22:6_23:0)-H,963.62308,635.383,609.27352,225.0069,327.23301,353.34249
SQDG(22:6_24:0)-H,977.63878,649.3987,609.27358,225.0069,327.23307,367.35819
SQDG(22:6_24:1)-H,975.62308,647.383,609.27352,225.0069,327.23301,365.34249
SQDG(22:6_24:4)-H,969.57618,641.3361,609.27354,225.0069,327.23303,359.29559
SQDG(22:6_25:0)-H,991.65441,663.41433,609.27357,225.0069,327.23306,381.37382
SQDG(22:6_26:0)-H,1005.67008,677.43,609.2736,225.0069,327.23309,395.38949
SQDG(22:6_26:1)-H,1003.65441,675.41433,609.27357,225.0069,327.23306,393.37382
SQDG(22:6_26:2)-H,1001.63878,673.3987,609.27358,225.0069,327.23307,391.35819
SQDG(23:0_23:0)-H,989.73268,635.38312,635.38312,225.0069,353.34261,353.34261
SQDG(23:0_24:0)-H,1003.74834,649.39878,635.38314,225.0069,353.34263,367.35827
SQDG(23:0_24:1)-H,1001.73268,647.38312,635.38312,225.0069,353.34261,365.34261
SQDG(23:0_24:4)-H,995.68572,641.33616,635.38308,225.0069,353.34257,359.29565
SQDG(23:0_25:0)-H,1017.76398,663.41442,635.38314,225.0069,353.34263,381.37391
SQDG(23:0_26:0)-H,1031.77968,677.43012,635.3832,225.0069,353.34269,395.38961
SQDG(23:0_26:1)-H,1029.76408,675.41452,635.38324,225.0069,353.34273,393.37401
SQDG(23:0_26:2)-H,1027.74828,673.39872,635.38308,225.0069,353.34257,391.35821
SQDG(24:0_24:0)-H,1017.76398,649.39878,649.39878,225.0069,367.35827,367.35827
SQDG(24:0_24:1)-H,1015.74834,647.38314,649.39878,225.0069,367.35827,365.34263
SQDG(24:0_24:4)-H,1009.70138,641.33618,649.39874,225.0069,367.35823,359.29567
SQDG(24:0_25:0)-H,1031.77968,663.41448,649.39884,225.0069,367.35833,381.37397
SQDG(24:0_26:0)-H,1045.79528,677.43008,649.3988,225.0069,367.35829,395.38957
SQDG(24:0_26:1)-H,1043.77968,675.41448,649.39884,225.0069,367.35833,393.37397
SQDG(24:0_26:2)-H,1041.76408,673.39888,649.39888,225.0069,367.35837,391.35837
SQDG(24:1_24:1)-H,1013.73268,647.38312,647.38312,225.0069,365.34261,365.34261
SQDG(24:1_24:4)-H,1007.68572,641.33616,647.38308,225.0069,365.34257,359.29565
SQDG(24:1_25:0)-H,1029.76408,663.41452,647.38324,225.0069,365.34273,381.37401
SQDG(24:1_26:0)-H,1043.77968,677.43012,647.3832,225.0069,365.34269,395.38961
SQDG(24:1_26:1)-H,1041.76408,675.41452,647.38324,225.0069,365.34273,393.37401
SQDG(24:1_26:2)-H,1039.74828,673.39872,647.38308,225.0069,365.34257,391.35821
SQDG(24:4_24:4)-H,1001.63878,641.33614,641.33614,225.0069,359.29563,359.29563
SQDG(24:4_25:0)-H,1023.71708,663.41444,641.33624,225.0069,359.29573,381.37393
SQDG(24:4_26:0)-H,1037.73268,677.43004,641.3362,225.0069,359.29569,395.38953
SQDG(24:4_26:1)-H,1035.71708,675.41444,641.33624,225.0069,359.29573,393.37393
SQDG(24:4_26:2)-H,1033.70138,673.39874,641.33618,225.0069,359.29567,391.35823
SQDG(25:0_25:0)-H,1045.79528,663.41444,663.41444,225.0069,381.37393,381.37393
SQDG(25:0_26:0)-H,1059.81088,677.43004,663.4144,225.0069,381.37389,395.38953
SQDG(25:0_26:1)-H,1057.79528,675.41444,663.41444,225.0069,381.37393,393.37393
SQDG(25:0_26:2)-H,1055.77968,673.39884,663.41448,225.0069,381.37397,391.35833
SQDG(26:0_26:0)-H,1073.82658,677.4301,677.4301,225.0069,395.38959,395.38959
SQDG(26:0_26:1)-H,1071.81088,675.4144,677.43004,225.0069,395.38953,393.37389
SQDG(26:0_26:2)-H,1069.79528,673.3988,677.43008,225.0069,395.38957,391.35829
SQDG(26:1_26:1)-H,1069.79528,675.41444,675.41444,225.0069,393.37393,393.37393
SQDG(26:1_26:2)-H,1067.77968,673.39884,675.41448,225.0069,393.37397,391.35833
SQDG(26:2_26:2)-H,1065.76408,673.39888,673.39888,225.0069,391.35837,391.35837
SQDG(O-16:0_10:0)-H,695.44042,439.20034,523.29418,225.0069,241.25367,157.15983
SQDG(O-16:0_11:0)-H,709.45605,453.21597,523.29417,225.0069,241.25366,171.17546
SQDG(O-16:0_12:0)-H,723.47173,467.23165,523.29421,225.0069,241.2537,185.19114
SQDG(O-16:0_13:0)-H,737.48738,481.2473,523.29422,225.0069,241.25371,199.20679
SQDG(O-16:0_14:0)-H,751.50304,495.26296,523.29424,225.0069,241.25373,213.22245
SQDG(O-16:0_14:1)-H,749.48738,493.2473,523.29422,225.0069,241.25371,211.20679
SQDG(O-16:0_15:0)-H,765.51868,509.2786,523.29424,225.0069,241.25373,227.23809
SQDG(O-16:0_15:1)-H,763.50304,507.26296,523.29424,225.0069,241.25373,225.22245
SQDG(O-16:0_16:0)-H,779.53428,523.2942,523.2942,225.0069,241.25369,241.25369
SQDG(O-16:0_16:1)-H,777.51868,521.2786,523.29424,225.0069,241.25373,239.23809
SQDG(O-16:0_17:0)-H,793.54998,537.3099,523.29426,225.0069,241.25375,255.26939
SQDG(O-16:0_17:1)-H,791.53428,535.2942,523.2942,225.0069,241.25369,253.25369
SQDG(O-16:0_17:2)-H,789.51868,533.2786,523.29424,225.0069,241.25373,251.23809
SQDG(O-16:0_18:0)-H,807.56558,551.3255,523.29422,225.0069,241.25371,269.28499
SQDG(O-16:0_18:1)-H,805.54998,549.3099,523.29426,225.0069,241.25375,267.26939
SQDG(O-16:0_18:2)-H,803.53428,547.2942,523.2942,225.0069,241.25369,265.25369
SQDG(O-16:0_18:3)-H,801.51868,545.2786,523.29424,225.0069,241.25373,263.23809
SQDG(O-16:0_18:4)-H,799.50304,543.26296,523.29424,225.0069,241.25373,261.22245
SQDG(O-16:0_19:0)-H,821.58128,565.3412,523.29428,225.0069,241.25377,283.30069
SQDG(O-16:0_2:0)-H,583.31524,327.07516,523.29412,225.0069,241.25361,45.03465
SQDG(O-16:0_20:0)-H,835.59692,579.35684,523.29428,225.0069,241.25377,297.31633
SQDG(O-16:0_20:1)-H,833.58128,577.3412,523.29428,225.0069,241.25377,295.30069
SQDG(O-16:0_20:2)-H,831.56558,575.3255,523.29422,225.0069,241.25371,293.28499
SQDG(O-16:0_20:3)-H,829.54998,573.3099,523.29426,225.0069,241.25375,291.26939
SQDG(O-16:0_20:4)-H,827.53428,571.2942,523.2942,225.0069,241.25369,289.25369
SQDG(O-16:0_20:5)-H,825.51868,569.2786,523.29424,225.0069,241.25373,287.23809
SQDG(O-16:0_21:0)-H,849.61254,593.37246,523.29426,225.0069,241.25375,311.33195
SQDG(O-16:0_22:0)-H,863.62823,607.38815,523.29431,225.0069,241.2538,325.34764
SQDG(O-16:0_22:1)-H,861.61254,605.37246,523.29426,225.0069,241.25375,323.33195
SQDG(O-16:0_22:2)-H,859.59692,603.35684,523.29428,225.0069,241.25377,321.31633
SQDG(O-16:0_22:4)-H,855.56558,599.3255,523.29422,225.0069,241.25371,317.28499
SQDG(O-16:0_22:5)-H,853.54998,597.3099,523.29426,225.0069,241.25375,315.26939
SQDG(O-16:0_22:6)-H,851.53428,595.2942,523.2942,225.0069,241.25369,313.25369
SQDG(O-16:0_23:0)-H,877.64388,621.4038,523.29432,225.0069,241.25381,339.36329
SQDG(O-16:0_24:0)-H,891.65954,635.41946,523.29434,225.0069,241.25383,353.37895
SQDG(O-16:0_24:1)-H,889.64388,633.4038,523.29432,225.0069,241.25381,351.36329
SQDG(O-16:0_24:4)-H,883.59692,627.35684,523.29428,225.0069,241.25377,345.31633
SQDG(O-16:0_25:0)-H,905.67518,649.4351,523.29434,225.0069,241.25383,367.39459
SQDG(O-16:0_26:0)-H,919.69078,663.4507,523.2943,225.0069,241.25379,381.41019
SQDG(O-16:0_26:1)-H,917.67518,661.4351,523.29434,225.0069,241.25383,379.39459
SQDG(O-16:0_26:2)-H,915.65954,659.41946,523.29434,225.0069,241.25383,377.37895
SQDG(O-16:0_3:0)-H,597.33088,341.0908,523.29412,225.0069,241.25361,59.05029
SQDG(O-16:0_4:0)-H,611.34648,355.1064,523.29408,225.0069,241.25357,73.06589
SQDG(O-16:0_5:0)-H,625.36218,369.1221,523.29414,225.0069,241.25363,87.08159
SQDG(O-16:0_6:0)-H,639.37778,383.1377,523.2941,225.0069,241.25359,101.09719
SQDG(O-16:0_7:0)-H,653.39348,397.1534,523.29416,225.0069,241.25365,115.11289
SQDG(O-16:0_8:0)-H,667.40911,411.16903,523.29415,225.0069,241.25364,129.12852
SQDG(O-16:0_9:0)-H,681.42474,425.18466,523.29414,225.0069,241.25363,143.14415
SQDG(O-16:0_O-16:0)-H,765.55505,509.31497,509.31497,225.0069,227.27446,227.27446
SQDG(O-16:0_O-18:0)-H,793.58638,537.3463,509.31502,225.0069,227.27451,255.30579
SQDG(O-16:0_O-20:0)-H,821.61768,565.3776,509.31504,225.0069,227.27453,283.33709
SQDG(O-18:0_10:0)-H,723.47173,439.20037,551.32549,225.0069,269.28498,157.15986
SQDG(O-18:0_11:0)-H,737.48738,453.21602,551.3255,225.0069,269.28499,171.17551
SQDG(O-18:0_12:0)-H,751.50304,467.23168,551.32552,225.0069,269.28501,185.19117
SQDG(O-18:0_13:0)-H,765.51868,481.24732,551.32552,225.0069,269.28501,199.20681
SQDG(O-18:0_14:0)-H,779.53428,495.26292,551.32548,225.0069,269.28497,213.22241
SQDG(O-18:0_14:1)-H,777.51868,493.24732,551.32552,225.0069,269.28501,211.20681
SQDG(O-18:0_15:0)-H,793.54998,509.27862,551.32554,225.0069,269.28503,227.23811
SQDG(O-18:0_15:1)-H,791.53428,507.26292,551.32548,225.0069,269.28497,225.22241
SQDG(O-18:0_16:0)-H,807.56558,523.29422,551.3255,225.0069,269.28499,241.25371
SQDG(O-18:0_16:1)-H,805.54998,521.27862,551.32554,225.0069,269.28503,239.23811
SQDG(O-18:0_17:0)-H,821.58128,537.30992,551.32556,225.0069,269.28505,255.26941
SQDG(O-18:0_17:1)-H,819.56558,535.29422,551.3255,225.0069,269.28499,253.25371
SQDG(O-18:0_17:2)-H,817.54998,533.27862,551.32554,225.0069,269.28503,251.23811
SQDG(O-18:0_18:0)-H,835.59692,551.32556,551.32556,225.0069,269.28505,269.28505
SQDG(O-18:0_18:1)-H,833.58128,549.30992,551.32556,225.0069,269.28505,267.26941
SQDG(O-18:0_18:2)-H,831.56558,547.29422,551.3255,225.0069,269.28499,265.25371
SQDG(O-18:0_18:3)-H,829.54998,545.27862,551.32554,225.0069,269.28503,263.23811
SQDG(O-18:0_18:4)-H,827.53428,543.26292,551.32548,225.0069,269.28497,261.22241
SQDG(O-18:0_19:0)-H,849.61254,565.34118,551.32554,225.0069,269.28503,283.30067
SQDG(O-18:0_2:0)-H,611.34648,327.07512,551.32536,225.0069,269.28485,45.03461
SQDG(O-18:0_20:0)-H,863.62823,579.35687,551.32559,225.0069,269.28508,297.31636
SQDG(O-18:0_20:1)-H,861.61254,577.34118,551.32554,225.0069,269.28503,295.30067
SQDG(O-18:0_20:2)-H,859.59692,575.32556,551.32556,225.0069,269.28505,293.28505
SQDG(O-18:0_20:3)-H,857.58128,573.30992,551.32556,225.0069,269.28505,291.26941
SQDG(O-18:0_20:4)-H,855.56558,571.29422,551.3255,225.0069,269.28499,289.25371
SQDG(O-18:0_20:5)-H,853.54998,569.27862,551.32554,225.0069,269.28503,287.23811
SQDG(O-18:0_21:0)-H,877.64388,593.37252,551.3256,225.0069,269.28509,311.33201
SQDG(O-18:0_22:0)-H,891.65954,607.38818,551.32562,225.0069,269.28511,325.34767
SQDG(O-18:0_22:1)-H,889.64388,605.37252,551.3256,225.0069,269.28509,323.33201
SQDG(O-18:0_22:2)-H,887.62823,603.35687,551.32559,225.0069,269.28508,321.31636
SQDG(O-18:0_22:4)-H,883.59692,599.32556,551.32556,225.0069,269.28505,317.28505
SQDG(O-18:0_22:5)-H,881.58128,597.30992,551.32556,225.0069,269.28505,315.26941
SQDG(O-18:0_22:6)-H,879.56558,595.29422,551.3255,225.0069,269.28499,313.25371
SQDG(O-18:0_23:0)-H,905.67518,621.40382,551.32562,225.0069,269.28511,339.36331
SQDG(O-18:0_24:0)-H,919.69078,635.41942,551.32558,225.0069,269.28507,353.37891
SQDG(O-18:0_24:1)-H,917.67518,633.40382,551.32562,225.0069,269.28511,351.36331
SQDG(O-18:0_24:4)-H,911.62823,627.35687,551.32559,225.0069,269.28508,345.31636
SQDG(O-18:0_25:0)-H,933.70648,649.43512,551.32564,225.0069,269.28513,367.39461
SQDG(O-18:0_26:0)-H,947.72208,663.45072,551.3256,225.0069,269.28509,381.41021
SQDG(O-18:0_26:1)-H,945.70648,661.43512,551.32564,225.0069,269.28513,379.39461
SQDG(O-18:0_26:2)-H,943.69078,659.41942,551.32558,225.0069,269.28507,377.37891
SQDG(O-18:0_3:0)-H,625.36218,341.09082,551.32542,225.0069,269.28491,59.05031
SQDG(O-18:0_4:0)-H,639.37778,355.10642,551.32538,225.0069,269.28487,73.06591
SQDG(O-18:0_5:0)-H,653.39348,369.12212,551.32544,225.0069,269.28493,87.08161
SQDG(O-18:0_6:0)-H,667.40911,383.13775,551.32543,225.0069,269.28492,101.09724
SQDG(O-18:0_7:0)-H,681.42474,397.15338,551.32542,225.0069,269.28491,115.11287
SQDG(O-18:0_8:0)-H,695.44042,411.16906,551.32546,225.0069,269.28495,129.12855
SQDG(O-18:0_9:0)-H,709.45605,425.18469,551.32545,225.0069,269.28494,143.14418
SQDG(O-18:0_O-16:0)-H,793.58638,509.31502,537.3463,225.0069,255.30579,227.27451
SQDG(O-18:0_O-18:0)-H,821.61768,537.34632,537.34632,225.0069,255.30581,255.30581
SQDG(O-18:0_O-20:0)-H,849.64898,565.37762,537.34634,225.0069,255.30583,283.33711
SQDG(O-20:0_10:0)-H,751.50304,439.2004,579.3568,225.0069,297.31629,157.15989
SQDG(O-20:0_11:0)-H,765.51868,453.21604,579.3568,225.0069,297.31629,171.17553
SQDG(O-20:0_12:0)-H,779.53428,467.23164,579.35676,225.0069,297.31625,185.19113
SQDG(O-20:0_13:0)-H,793.54998,481.24734,579.35682,225.0069,297.31631,199.20683
SQDG(O-20:0_14:0)-H,807.56558,495.26294,579.35678,225.0069,297.31627,213.22243
SQDG(O-20:0_14:1)-H,805.54998,493.24734,579.35682,225.0069,297.31631,211.20683
SQDG(O-20:0_15:0)-H,821.58128,509.27864,579.35684,225.0069,297.31633,227.23813
SQDG(O-20:0_15:1)-H,819.56558,507.26294,579.35678,225.0069,297.31627,225.22243
SQDG(O-20:0_16:0)-H,835.59692,523.29428,579.35684,225.0069,297.31633,241.25377
SQDG(O-20:0_16:1)-H,833.58128,521.27864,579.35684,225.0069,297.31633,239.23813
SQDG(O-20:0_17:0)-H,849.61254,537.3099,579.35682,225.0069,297.31631,255.26939
SQDG(O-20:0_17:1)-H,847.59692,535.29428,579.35684,225.0069,297.31633,253.25377
SQDG(O-20:0_17:2)-H,845.58128,533.27864,579.35684,225.0069,297.31633,251.23813
SQDG(O-20:0_18:0)-H,863.62823,551.32559,579.35687,225.0069,297.31636,269.28508
SQDG(O-20:0_18:1)-H,861.61254,549.3099,579.35682,225.0069,297.31631,267.26939
SQDG(O-20:0_18:2)-H,859.59692,547.29428,579.35684,225.0069,297.31633,265.25377
SQDG(O-20:0_18:3)-H,857.58128,545.27864,579.35684,225.0069,297.31633,263.23813
SQDG(O-20:0_18:4)-H,855.56558,543.26294,579.35678,225.0069,297.31627,261.22243
SQDG(O-20:0_19:0)-H,877.64388,565.34124,579.35688,225.0069,297.31637,283.30073
SQDG(O-20:0_2:0)-H,639.37778,327.07514,579.35666,225.0069,297.31615,45.03463
SQDG(O-20:0_20:0)-H,891.65954,579.3569,579.3569,225.0069,297.31639,297.31639
SQDG(O-20:0_20:1)-H,889.64388,577.34124,579.35688,225.0069,297.31637,295.30073
SQDG(O-20:0_20:2)-H,887.62823,575.32559,579.35687,225.0069,297.31636,293.28508
SQDG(O-20:0_20:3)-H,885.61254,573.3099,579.35682,225.0069,297.31631,291.26939
SQDG(O-20:0_20:4)-H,883.59692,571.29428,579.35684,225.0069,297.31633,289.25377
SQDG(O-20:0_20:5)-H,881.58128,569.27864,579.35684,225.0069,297.31633,287.23813
SQDG(O-20:0_21:0)-H,905.67518,593.37254,579.3569,225.0069,297.31639,311.33203
SQDG(O-20:0_22:0)-H,919.69078,607.38814,579.35686,225.0069,297.31635,325.34763
SQDG(O-20:0_22:1)-H,917.67518,605.37254,579.3569,225.0069,297.31639,323.33203
SQDG(O-20:0_22:2)-H,915.65954,603.3569,579.3569,225.0069,297.31639,321.31639
SQDG(O-20:0_22:4)-H,911.62823,599.32559,579.35687,225.0069,297.31636,317.28508
SQDG(O-20:0_22:5)-H,909.61254,597.3099,579.35682,225.0069,297.31631,315.26939
SQDG(O-20:0_22:6)-H,907.59692,595.29428,579.35684,225.0069,297.31633,313.25377
SQDG(O-20:0_23:0)-H,933.70648,621.40384,579.35692,225.0069,297.31641,339.36333
SQDG(O-20:0_24:0)-H,947.72208,635.41944,579.35688,225.0069,297.31637,353.37893
SQDG(O-20:0_24:1)-H,945.70648,633.40384,579.35692,225.0069,297.31641,351.36333
SQDG(O-20:0_24:4)-H,939.65954,627.3569,579.3569,225.0069,297.31639,345.31639
SQDG(O-20:0_25:0)-H,961.73778,649.43514,579.35694,225.0069,297.31643,367.39463
SQDG(O-20:0_26:0)-H,975.75338,663.45074,579.3569,225.0069,297.31639,381.41023
SQDG(O-20:0_26:1)-H,973.73778,661.43514,579.35694,225.0069,297.31643,379.39463
SQDG(O-20:0_26:2)-H,971.72208,659.41944,579.35688,225.0069,297.31637,377.37893
SQDG(O-20:0_3:0)-H,653.39348,341.09084,579.35672,225.0069,297.31621,59.05033
SQDG(O-20:0_4:0)-H,667.40911,355.10647,579.35671,225.0069,297.3162,73.06596
SQDG(O-20:0_5:0)-H,681.42474,369.1221,579.3567,225.0069,297.31619,87.08159
SQDG(O-20:0_6:0)-H,695.44042,383.13778,579.35674,225.0069,297.31623,101.09727
SQDG(O-20:0_7:0)-H,709.45605,397.15341,579.35673,225.0069,297.31622,115.1129
SQDG(O-20:0_8:0)-H,723.47173,411.16909,579.35677,225.0069,297.31626,129.12858
SQDG(O-20:0_9:0)-H,737.48738,425.18474,579.35678,225.0069,297.31627,143.14423
SQDG(O-20:0_O-16:0)-H,821.61768,509.31504,565.3776,225.0069,283.33709,227.27453
SQDG(O-20:0_O-18:0)-H,849.64898,537.34634,565.37762,225.0069,283.33711,255.30583
SQDG(O-20:0_O-20:0)-H,877.68023,565.37759,565.37759,225.0069,283.33708,283.33708
SQDG(P-16:0_10:0)-H,693.42474,437.18466,521.2785,225.0069,239.23799,155.14415
SQDG(P-16:0_11:0)-H,707.44042,451.20034,521.27854,225.0069,239.23803,169.15983
SQDG(P-16:0_12:0)-H,721.45605,465.21597,521.27853,225.0069,239.23802,183.17546
SQDG(P-16:0_13:0)-H,735.47173,479.23165,521.27857,225.0069,239.23806,197.19114
SQDG(P-16:0_14:0)-H,749.48738,493.2473,521.27858,225.0069,239.23807,211.20679
SQDG(P-16:0_14:1)-H,747.47173,491.23165,521.27857,225.0069,239.23806,209.19114
SQDG(P-16:0_15:0)-H,763.50304,507.26296,521.2786,225.0069,239.23809,225.22245
SQDG(P-16:0_15:1)-H,761.48738,505.2473,521.27858,225.0069,239.23807,223.20679
SQDG(P-16:0_16:0)-H,777.51868,521.2786,521.2786,225.0069,239.23809,239.23809
SQDG(P-16:0_16:1)-H,775.50304,519.26296,521.2786,225.0069,239.23809,237.22245
SQDG(P-16:0_17:0)-H,791.53428,535.2942,521.27856,225.0069,239.23805,253.25369
SQDG(P-16:0_17:1)-H,789.51868,533.2786,521.2786,225.0069,239.23809,251.23809
SQDG(P-16:0_17:2)-H,787.50304,531.26296,521.2786,225.0069,239.23809,249.22245
SQDG(P-16:0_18:0)-H,805.54998,549.3099,521.27862,225.0069,239.23811,267.26939
SQDG(P-16:0_18:1)-H,803.53428,547.2942,521.27856,225.0069,239.23805,265.25369
SQDG(P-16:0_18:2)-H,801.51868,545.2786,521.2786,225.0069,239.23809,263.23809
SQDG(P-16:0_18:3)-H,799.50304,543.26296,521.2786,225.0069,239.23809,261.22245
SQDG(P-16:0_18:4)-H,797.48738,541.2473,521.27858,225.0069,239.23807,259.20679
SQDG(P-16:0_19:0)-H,819.56558,563.3255,521.27858,225.0069,239.23807,281.28499
SQDG(P-16:0_2:0)-H,581.29958,325.0595,521.27846,225.0069,239.23795,43.01899
SQDG(P-16:0_20:0)-H,833.58128,577.3412,521.27864,225.0069,239.23813,295.30069
SQDG(P-16:0_20:1)-H,831.56558,575.3255,521.27858,225.0069,239.23807,293.28499
SQDG(P-16:0_20:2)-H,829.54998,573.3099,521.27862,225.0069,239.23811,291.26939
SQDG(P-16:0_20:3)-H,827.53428,571.2942,521.27856,225.0069,239.23805,289.25369
SQDG(P-16:0_20:4)-H,825.51868,569.2786,521.2786,225.0069,239.23809,287.23809
SQDG(P-16:0_20:5)-H,823.50304,567.26296,521.2786,225.0069,239.23809,285.22245
SQDG(P-16:0_21:0)-H,847.59692,591.35684,521.27864,225.0069,239.23813,309.31633
SQDG(P-16:0_22:0)-H,861.61254,605.37246,521.27862,225.0069,239.23811,323.33195
SQDG(P-16:0_22:1)-H,859.59692,603.35684,521.27864,225.0069,239.23813,321.31633
SQDG(P-16:0_22:2)-H,857.58128,601.3412,521.27864,225.0069,239.23813,319.30069
SQDG(P-16:0_22:4)-H,853.54998,597.3099,521.27862,225.0069,239.23811,315.26939
SQDG(P-16:0_22:5)-H,851.53428,595.2942,521.27856,225.0069,239.23805,313.25369
SQDG(P-16:0_22:6)-H,849.51868,593.2786,521.2786,225.0069,239.23809,311.23809
SQDG(P-16:0_23:0)-H,875.62823,619.38815,521.27867,225.0069,239.23816,337.34764
SQDG(P-16:0_24:0)-H,889.64388,633.4038,521.27868,225.0069,239.23817,351.36329
SQDG(P-16:0_24:1)-H,887.62823,631.38815,521.27867,225.0069,239.23816,349.34764
SQDG(P-16:0_24:4)-H,881.58128,625.3412,521.27864,225.0069,239.23813,343.30069
SQDG(P-16:0_25:0)-H,903.65954,647.41946,521.2787,225.0069,239.23819,365.37895
SQDG(P-16:0_26:0)-H,917.67518,661.4351,521.2787,225.0069,239.23819,379.39459
SQDG(P-16:0_26:1)-H,915.65954,659.41946,521.2787,225.0069,239.23819,377.37895
SQDG(P-16:0_26:2)-H,913.64388,657.4038,521.27868,225.0069,239.23817,375.36329
SQDG(P-16:0_3:0)-H,595.31524,339.07516,521.27848,225.0069,239.23797,57.03465
SQDG(P-16:0_4:0)-H,609.33088,353.0908,521.27848,225.0069,239.23797,71.05029
SQDG(P-16:0_5:0)-H,623.34648,367.1064,521.27844,225.0069,239.23793,85.06589
SQDG(P-16:0_6:0)-H,637.36218,381.1221,521.2785,225.0069,239.23799,99.08159
SQDG(P-16:0_7:0)-H,651.37778,395.1377,521.27846,225.0069,239.23795,113.09719
SQDG(P-16:0_8:0)-H,665.39348,409.1534,521.27852,225.0069,239.23801,127.11289
SQDG(P-16:0_9:0)-H,679.40911,423.16903,521.27851,225.0069,239.238,141.12852
SQDG(P-18:0_10:0)-H,721.45605,437.18469,549.30981,225.0069,267.2693,155.14418
SQDG(P-18:0_11:0)-H,735.47173,451.20037,549.30985,225.0069,267.26934,169.15986
SQDG(P-18:0_12:0)-H,749.48738,465.21602,549.30986,225.0069,267.26935,183.17551
SQDG(P-18:0_13:0)-H,763.50304,479.23168,549.30988,225.0069,267.26937,197.19117
SQDG(P-18:0_14:0)-H,777.51868,493.24732,549.30988,225.0069,267.26937,211.20681
SQDG(P-18:0_14:1)-H,775.50304,491.23168,549.30988,225.0069,267.26937,209.19117
SQDG(P-18:0_15:0)-H,791.53428,507.26292,549.30984,225.0069,267.26933,225.22241
SQDG(P-18:0_15:1)-H,789.51868,505.24732,549.30988,225.0069,267.26937,223.20681
SQDG(P-18:0_16:0)-H,805.54998,521.27862,549.3099,225.0069,267.26939,239.23811
SQDG(P-18:0_16:1)-H,803.53428,519.26292,549.30984,225.0069,267.26933,237.22241
SQDG(P-18:0_17:0)-H,819.56558,535.29422,549.30986,225.0069,267.26935,253.25371
SQDG(P-18:0_17:1)-H,817.54998,533.27862,549.3099,225.0069,267.26939,251.23811
SQDG(P-18:0_17:2)-H,815.53428,531.26292,549.30984,225.0069,267.26933,249.22241
SQDG(P-18:0_18:0)-H,833.58128,549.30992,549.30992,225.0069,267.26941,267.26941
