HBMP,[M+NH4]+,[M-SN3-H3O4P]+,[SN2+C3H4O2+H]+,[SN3+C3H4O2+H]+,[SN1+C3H4O2+H]+
HBMP(18:4_22:2_20:0)+NH4,1134.868,651.5352,393.3363,369.3363,333.2424
HBMP(18:4_22:2_20:1)+NH4,1132.852,651.5352,393.3363,367.3207,333.2424
HBMP(18:4_22:2_20:2)+NH4,1130.836,651.5352,393.3363,365.3051,333.2424
HBMP(18:4_22:2_20:3)+NH4,1128.821,651.5352,393.3363,363.2894,333.2424
HBMP(18:4_22:2_20:4)+NH4,1126.805,651.5352,393.3363,361.2737,333.2424
HBMP(18:4_22:2_20:5)+NH4,1124.789,651.5352,393.3363,359.2581,333.2424
HBMP(18:4_22:2_22:0)+NH4,1162.899,651.5352,393.3363,397.3676,333.2424
HBMP(18:4_22:2_22:1)+NH4,1160.883,651.5352,393.3363,395.352,333.2424
HBMP(18:4_22:2_22:2)+NH4,1158.868,651.5352,393.3363,393.3363,333.2424
HBMP(18:4_22:2_22:3)+NH4,1156.852,651.5352,393.3363,391.3207,333.2424
HBMP(18:4_22:2_22:4)+NH4,1154.836,651.5352,393.3363,389.3051,333.2424
HBMP(18:4_22:2_22:5)+NH4,1152.821,651.5352,393.3363,387.2894,333.2424
HBMP(18:4_22:2_22:6)+NH4,1150.805,651.5352,393.3363,385.2737,333.2424
HBMP(18:4_22:3_12:0)+NH4,1020.727,649.5196,391.3207,257.2112,333.2424
HBMP(18:4_22:3_14:0)+NH4,1048.758,649.5196,391.3207,285.2424,333.2424
HBMP(18:4_22:3_14:1)+NH4,1046.743,649.5196,391.3207,283.2268,333.2424
HBMP(18:4_22:3_16:0)+NH4,1076.789,649.5196,391.3207,313.2737,333.2424
HBMP(18:4_22:3_16:1)+NH4,1074.774,649.5196,391.3207,311.2581,333.2424
HBMP(18:4_22:3_16:2)+NH4,1072.758,649.5196,391.3207,309.2424,333.2424
HBMP(18:4_22:3_16:3)+NH4,1070.743,649.5196,391.3207,307.2268,333.2424
HBMP(18:4_22:3_16:4)+NH4,1068.727,649.5196,391.3207,305.2112,333.2424
HBMP(18:4_22:3_18:0)+NH4,1104.821,649.5196,391.3207,341.3051,333.2424
HBMP(18:4_22:3_18:1)+NH4,1102.805,649.5196,391.3207,339.2894,333.2424
HBMP(18:4_22:3_18:2)+NH4,1100.789,649.5196,391.3207,337.2737,333.2424
HBMP(18:4_22:3_18:3)+NH4,1098.774,649.5196,391.3207,335.2581,333.2424
HBMP(18:4_22:3_18:4)+NH4,1096.758,649.5196,391.3207,333.2424,333.2424
HBMP(18:4_22:3_18:5)+NH4,1094.743,649.5196,391.3207,331.2268,333.2424
HBMP(18:4_22:3_20:0)+NH4,1132.852,649.5196,391.3207,369.3363,333.2424
HBMP(18:4_22:3_20:1)+NH4,1130.836,649.5196,391.3207,367.3207,333.2424
HBMP(18:4_22:3_20:2)+NH4,1128.821,649.5196,391.3207,365.3051,333.2424
HBMP(18:4_22:3_20:3)+NH4,1126.805,649.5196,391.3207,363.2894,333.2424
HBMP(18:4_22:3_20:4)+NH4,1124.789,649.5196,391.3207,361.2737,333.2424
HBMP(18:4_22:3_20:5)+NH4,1122.774,649.5196,391.3207,359.2581,333.2424
HBMP(18:4_22:3_22:0)+NH4,1160.883,649.5196,391.3207,397.3676,333.2424
HBMP(18:4_22:3_22:1)+NH4,1158.868,649.5196,391.3207,395.352,333.2424
HBMP(18:4_22:3_22:2)+NH4,1156.852,649.5196,391.3207,393.3363,333.2424
HBMP(18:4_22:3_22:3)+NH4,1154.836,649.5196,391.3207,391.3207,333.2424
HBMP(18:4_22:3_22:4)+NH4,1152.821,649.5196,391.3207,389.3051,333.2424
HBMP(18:4_22:3_22:5)+NH4,1150.805,649.5196,391.3207,387.2894,333.2424
HBMP(18:4_22:3_22:6)+NH4,1148.789,649.5196,391.3207,385.2737,333.2424
HBMP(18:4_22:4_12:0)+NH4,1018.711,647.5039,389.3051,257.2112,333.2424
HBMP(18:4_22:4_14:0)+NH4,1046.743,647.5039,389.3051,285.2424,333.2424
HBMP(18:4_22:4_14:1)+NH4,1044.727,647.5039,389.3051,283.2268,333.2424
HBMP(18:4_22:4_16:0)+NH4,1074.774,647.5039,389.3051,313.2737,333.2424
HBMP(18:4_22:4_16:1)+NH4,1072.758,647.5039,389.3051,311.2581,333.2424
HBMP(18:4_22:4_16:2)+NH4,1070.743,647.5039,389.3051,309.2424,333.2424
HBMP(18:4_22:4_16:3)+NH4,1068.727,647.5039,389.3051,307.2268,333.2424
HBMP(18:4_22:4_16:4)+NH4,1066.711,647.5039,389.3051,305.2112,333.2424
HBMP(18:4_22:4_18:0)+NH4,1102.805,647.5039,389.3051,341.3051,333.2424
HBMP(18:4_22:4_18:1)+NH4,1100.789,647.5039,389.3051,339.2894,333.2424
HBMP(18:4_22:4_18:2)+NH4,1098.774,647.5039,389.3051,337.2737,333.2424
HBMP(18:4_22:4_18:3)+NH4,1096.758,647.5039,389.3051,335.2581,333.2424
HBMP(18:4_22:4_18:4)+NH4,1094.743,647.5039,389.3051,333.2424,333.2424
HBMP(18:4_22:4_18:5)+NH4,1092.727,647.5039,389.3051,331.2268,333.2424
HBMP(18:4_22:4_20:0)+NH4,1130.836,647.5039,389.3051,369.3363,333.2424
HBMP(18:4_22:4_20:1)+NH4,1128.821,647.5039,389.3051,367.3207,333.2424
HBMP(18:4_22:4_20:2)+NH4,1126.805,647.5039,389.3051,365.3051,333.2424
HBMP(18:4_22:4_20:3)+NH4,1124.789,647.5039,389.3051,363.2894,333.2424
HBMP(18:4_22:4_20:4)+NH4,1122.774,647.5039,389.3051,361.2737,333.2424
HBMP(18:4_22:4_20:5)+NH4,1120.758,647.5039,389.3051,359.2581,333.2424
HBMP(18:4_22:4_22:0)+NH4,1158.868,647.5039,389.3051,397.3676,333.2424
HBMP(18:4_22:4_22:1)+NH4,1156.852,647.5039,389.3051,395.352,333.2424
HBMP(18:4_22:4_22:2)+NH4,1154.836,647.5039,389.3051,393.3363,333.2424
HBMP(18:4_22:4_22:3)+NH4,1152.821,647.5039,389.3051,391.3207,333.2424
HBMP(18:4_22:4_22:4)+NH4,1150.805,647.5039,389.3051,389.3051,333.2424
HBMP(18:4_22:4_22:5)+NH4,1148.789,647.5039,389.3051,387.2894,333.2424
HBMP(18:4_22:4_22:6)+NH4,1146.774,647.5039,389.3051,385.2737,333.2424
HBMP(18:4_22:5_12:0)+NH4,1016.696,645.4883,387.2894,257.2112,333.2424
HBMP(18:4_22:5_14:0)+NH4,1044.727,645.4883,387.2894,285.2424,333.2424
HBMP(18:4_22:5_14:1)+NH4,1042.711,645.4883,387.2894,283.2268,333.2424
HBMP(18:4_22:5_16:0)+NH4,1072.758,645.4883,387.2894,313.2737,333.2424
HBMP(18:4_22:5_16:1)+NH4,1070.743,645.4883,387.2894,311.2581,333.2424
HBMP(18:4_22:5_16:2)+NH4,1068.727,645.4883,387.2894,309.2424,333.2424
HBMP(18:4_22:5_16:3)+NH4,1066.711,645.4883,387.2894,307.2268,333.2424
HBMP(18:4_22:5_16:4)+NH4,1064.696,645.4883,387.2894,305.2112,333.2424
HBMP(18:4_22:5_18:0)+NH4,1100.789,645.4883,387.2894,341.3051,333.2424
HBMP(18:4_22:5_18:1)+NH4,1098.774,645.4883,387.2894,339.2894,333.2424
HBMP(18:4_22:5_18:2)+NH4,1096.758,645.4883,387.2894,337.2737,333.2424
HBMP(18:4_22:5_18:3)+NH4,1094.743,645.4883,387.2894,335.2581,333.2424
HBMP(18:4_22:5_18:4)+NH4,1092.727,645.4883,387.2894,333.2424,333.2424
HBMP(18:4_22:5_18:5)+NH4,1090.711,645.4883,387.2894,331.2268,333.2424
HBMP(18:4_22:5_20:0)+NH4,1128.821,645.4883,387.2894,369.3363,333.2424
HBMP(18:4_22:5_20:1)+NH4,1126.805,645.4883,387.2894,367.3207,333.2424
HBMP(18:4_22:5_20:2)+NH4,1124.789,645.4883,387.2894,365.3051,333.2424
HBMP(18:4_22:5_20:3)+NH4,1122.774,645.4883,387.2894,363.2894,333.2424
HBMP(18:4_22:5_20:4)+NH4,1120.758,645.4883,387.2894,361.2737,333.2424
HBMP(18:4_22:5_20:5)+NH4,1118.743,645.4883,387.2894,359.2581,333.2424
HBMP(18:4_22:5_22:0)+NH4,1156.852,645.4883,387.2894,397.3676,333.2424
HBMP(18:4_22:5_22:1)+NH4,1154.836,645.4883,387.2894,395.352,333.2424
HBMP(18:4_22:5_22:2)+NH4,1152.821,645.4883,387.2894,393.3363,333.2424
HBMP(18:4_22:5_22:3)+NH4,1150.805,645.4883,387.2894,391.3207,333.2424
HBMP(18:4_22:5_22:4)+NH4,1148.789,645.4883,387.2894,389.3051,333.2424
HBMP(18:4_22:5_22:5)+NH4,1146.774,645.4883,387.2894,387.2894,333.2424
HBMP(18:4_22:5_22:6)+NH4,1144.758,645.4883,387.2894,385.2737,333.2424
HBMP(18:4_22:6_12:0)+NH4,1014.68,643.4726,385.2737,257.2112,333.2424
HBMP(18:4_22:6_14:0)+NH4,1042.711,643.4726,385.2737,285.2424,333.2424
HBMP(18:4_22:6_14:1)+NH4,1040.696,643.4726,385.2737,283.2268,333.2424
HBMP(18:4_22:6_16:0)+NH4,1070.743,643.4726,385.2737,313.2737,333.2424
HBMP(18:4_22:6_16:1)+NH4,1068.727,643.4726,385.2737,311.2581,333.2424
HBMP(18:4_22:6_16:2)+NH4,1066.711,643.4726,385.2737,309.2424,333.2424
HBMP(18:4_22:6_16:3)+NH4,1064.696,643.4726,385.2737,307.2268,333.2424
HBMP(18:4_22:6_16:4)+NH4,1062.68,643.4726,385.2737,305.2112,333.2424
HBMP(18:4_22:6_18:0)+NH4,1098.774,643.4726,385.2737,341.3051,333.2424
HBMP(18:4_22:6_18:1)+NH4,1096.758,643.4726,385.2737,339.2894,333.2424
HBMP(18:4_22:6_18:2)+NH4,1094.743,643.4726,385.2737,337.2737,333.2424
HBMP(18:4_22:6_18:3)+NH4,1092.727,643.4726,385.2737,335.2581,333.2424
HBMP(18:4_22:6_18:4)+NH4,1090.711,643.4726,385.2737,333.2424,333.2424
HBMP(18:4_22:6_18:5)+NH4,1088.696,643.4726,385.2737,331.2268,333.2424
HBMP(18:4_22:6_20:0)+NH4,1126.805,643.4726,385.2737,369.3363,333.2424
HBMP(18:4_22:6_20:1)+NH4,1124.789,643.4726,385.2737,367.3207,333.2424
HBMP(18:4_22:6_20:2)+NH4,1122.774,643.4726,385.2737,365.3051,333.2424
HBMP(18:4_22:6_20:3)+NH4,1120.758,643.4726,385.2737,363.2894,333.2424
HBMP(18:4_22:6_20:4)+NH4,1118.743,643.4726,385.2737,361.2737,333.2424
HBMP(18:4_22:6_20:5)+NH4,1116.727,643.4726,385.2737,359.2581,333.2424
HBMP(18:4_22:6_22:0)+NH4,1154.836,643.4726,385.2737,397.3676,333.2424
HBMP(18:4_22:6_22:1)+NH4,1152.821,643.4726,385.2737,395.352,333.2424
HBMP(18:4_22:6_22:2)+NH4,1150.805,643.4726,385.2737,393.3363,333.2424
HBMP(18:4_22:6_22:3)+NH4,1148.789,643.4726,385.2737,391.3207,333.2424
HBMP(18:4_22:6_22:4)+NH4,1146.774,643.4726,385.2737,389.3051,333.2424
HBMP(18:4_22:6_22:5)+NH4,1144.758,643.4726,385.2737,387.2894,333.2424
HBMP(18:4_22:6_22:6)+NH4,1142.743,643.4726,385.2737,385.2737,333.2424
HBMP(18:5_18:5_12:0)+NH4,958.6173,587.41,331.2268,257.2112,331.2268
HBMP(18:5_18:5_14:0)+NH4,986.6486,587.41,331.2268,285.2424,331.2268
HBMP(18:5_18:5_14:1)+NH4,984.633,587.41,331.2268,283.2268,331.2268
HBMP(18:5_18:5_16:0)+NH4,1014.68,587.41,331.2268,313.2737,331.2268
HBMP(18:5_18:5_16:1)+NH4,1012.664,587.41,331.2268,311.2581,331.2268
HBMP(18:5_18:5_16:2)+NH4,1010.649,587.41,331.2268,309.2424,331.2268
HBMP(18:5_18:5_16:3)+NH4,1008.633,587.41,331.2268,307.2268,331.2268
HBMP(18:5_18:5_16:4)+NH4,1006.617,587.41,331.2268,305.2112,331.2268
HBMP(18:5_18:5_18:0)+NH4,1042.711,587.41,331.2268,341.3051,331.2268
HBMP(18:5_18:5_18:1)+NH4,1040.696,587.41,331.2268,339.2894,331.2268
HBMP(18:5_18:5_18:2)+NH4,1038.68,587.41,331.2268,337.2737,331.2268
HBMP(18:5_18:5_18:3)+NH4,1036.664,587.41,331.2268,335.2581,331.2268
HBMP(18:5_18:5_18:4)+NH4,1034.649,587.41,331.2268,333.2424,331.2268
HBMP(18:5_18:5_18:5)+NH4,1032.633,587.41,331.2268,331.2268,331.2268
HBMP(18:5_18:5_20:0)+NH4,1070.743,587.41,331.2268,369.3363,331.2268
HBMP(18:5_18:5_20:1)+NH4,1068.727,587.41,331.2268,367.3207,331.2268
HBMP(18:5_18:5_20:2)+NH4,1066.711,587.41,331.2268,365.3051,331.2268
HBMP(18:5_18:5_20:3)+NH4,1064.696,587.41,331.2268,363.2894,331.2268
HBMP(18:5_18:5_20:4)+NH4,1062.68,587.41,331.2268,361.2737,331.2268
HBMP(18:5_18:5_20:5)+NH4,1060.664,587.41,331.2268,359.2581,331.2268
HBMP(18:5_18:5_22:0)+NH4,1098.774,587.41,331.2268,397.3676,331.2268
HBMP(18:5_18:5_22:1)+NH4,1096.758,587.41,331.2268,395.352,331.2268
HBMP(18:5_18:5_22:2)+NH4,1094.743,587.41,331.2268,393.3363,331.2268
HBMP(18:5_18:5_22:3)+NH4,1092.727,587.41,331.2268,391.3207,331.2268
HBMP(18:5_18:5_22:4)+NH4,1090.711,587.41,331.2268,389.3051,331.2268
HBMP(18:5_18:5_22:5)+NH4,1088.696,587.41,331.2268,387.2894,331.2268
HBMP(18:5_18:5_22:6)+NH4,1086.68,587.41,331.2268,385.2737,331.2268
HBMP(18:5_20:0_12:0)+NH4,996.7269,625.5196,369.3363,257.2112,331.2268
HBMP(18:5_20:0_14:0)+NH4,1024.758,625.5196,369.3363,285.2424,331.2268
HBMP(18:5_20:0_14:1)+NH4,1022.742,625.5196,369.3363,283.2268,331.2268
HBMP(18:5_20:0_16:0)+NH4,1052.789,625.5196,369.3363,313.2737,331.2268
HBMP(18:5_20:0_16:1)+NH4,1050.774,625.5196,369.3363,311.2581,331.2268
HBMP(18:5_20:0_16:2)+NH4,1048.758,625.5196,369.3363,309.2424,331.2268
HBMP(18:5_20:0_16:3)+NH4,1046.743,625.5196,369.3363,307.2268,331.2268
HBMP(18:5_20:0_16:4)+NH4,1044.727,625.5196,369.3363,305.2112,331.2268
HBMP(18:5_20:0_18:0)+NH4,1080.821,625.5196,369.3363,341.3051,331.2268
HBMP(18:5_20:0_18:1)+NH4,1078.805,625.5196,369.3363,339.2894,331.2268
HBMP(18:5_20:0_18:2)+NH4,1076.789,625.5196,369.3363,337.2737,331.2268
HBMP(18:5_20:0_18:3)+NH4,1074.774,625.5196,369.3363,335.2581,331.2268
HBMP(18:5_20:0_18:4)+NH4,1072.758,625.5196,369.3363,333.2424,331.2268
HBMP(18:5_20:0_18:5)+NH4,1070.743,625.5196,369.3363,331.2268,331.2268
HBMP(18:5_20:0_20:0)+NH4,1108.852,625.5196,369.3363,369.3363,331.2268
HBMP(18:5_20:0_20:1)+NH4,1106.836,625.5196,369.3363,367.3207,331.2268
HBMP(18:5_20:0_20:2)+NH4,1104.821,625.5196,369.3363,365.3051,331.2268
HBMP(18:5_20:0_20:3)+NH4,1102.805,625.5196,369.3363,363.2894,331.2268
HBMP(18:5_20:0_20:4)+NH4,1100.789,625.5196,369.3363,361.2737,331.2268
HBMP(18:5_20:0_20:5)+NH4,1098.774,625.5196,369.3363,359.2581,331.2268
HBMP(18:5_20:0_22:0)+NH4,1136.883,625.5196,369.3363,397.3676,331.2268
HBMP(18:5_20:0_22:1)+NH4,1134.868,625.5196,369.3363,395.352,331.2268
HBMP(18:5_20:0_22:2)+NH4,1132.852,625.5196,369.3363,393.3363,331.2268
HBMP(18:5_20:0_22:3)+NH4,1130.836,625.5196,369.3363,391.3207,331.2268
HBMP(18:5_20:0_22:4)+NH4,1128.821,625.5196,369.3363,389.3051,331.2268
HBMP(18:5_20:0_22:5)+NH4,1126.805,625.5196,369.3363,387.2894,331.2268
HBMP(18:5_20:0_22:6)+NH4,1124.789,625.5196,369.3363,385.2737,331.2268
HBMP(18:5_20:1_12:0)+NH4,994.7112,623.5039,367.3207,257.2112,331.2268
HBMP(18:5_20:1_14:0)+NH4,1022.742,623.5039,367.3207,285.2424,331.2268
HBMP(18:5_20:1_14:1)+NH4,1020.727,623.5039,367.3207,283.2268,331.2268
HBMP(18:5_20:1_16:0)+NH4,1050.774,623.5039,367.3207,313.2737,331.2268
HBMP(18:5_20:1_16:1)+NH4,1048.758,623.5039,367.3207,311.2581,331.2268
HBMP(18:5_20:1_16:2)+NH4,1046.743,623.5039,367.3207,309.2424,331.2268
HBMP(18:5_20:1_16:3)+NH4,1044.727,623.5039,367.3207,307.2268,331.2268
HBMP(18:5_20:1_16:4)+NH4,1042.711,623.5039,367.3207,305.2112,331.2268
HBMP(18:5_20:1_18:0)+NH4,1078.805,623.5039,367.3207,341.3051,331.2268
HBMP(18:5_20:1_18:1)+NH4,1076.789,623.5039,367.3207,339.2894,331.2268
HBMP(18:5_20:1_18:2)+NH4,1074.774,623.5039,367.3207,337.2737,331.2268
HBMP(18:5_20:1_18:3)+NH4,1072.758,623.5039,367.3207,335.2581,331.2268
HBMP(18:5_20:1_18:4)+NH4,1070.743,623.5039,367.3207,333.2424,331.2268
HBMP(18:5_20:1_18:5)+NH4,1068.727,623.5039,367.3207,331.2268,331.2268
HBMP(18:5_20:1_20:0)+NH4,1106.836,623.5039,367.3207,369.3363,331.2268
HBMP(18:5_20:1_20:1)+NH4,1104.821,623.5039,367.3207,367.3207,331.2268
HBMP(18:5_20:1_20:2)+NH4,1102.805,623.5039,367.3207,365.3051,331.2268
HBMP(18:5_20:1_20:3)+NH4,1100.789,623.5039,367.3207,363.2894,331.2268
HBMP(18:5_20:1_20:4)+NH4,1098.774,623.5039,367.3207,361.2737,331.2268
HBMP(18:5_20:1_20:5)+NH4,1096.758,623.5039,367.3207,359.2581,331.2268
HBMP(18:5_20:1_22:0)+NH4,1134.868,623.5039,367.3207,397.3676,331.2268
HBMP(18:5_20:1_22:1)+NH4,1132.852,623.5039,367.3207,395.352,331.2268
HBMP(18:5_20:1_22:2)+NH4,1130.836,623.5039,367.3207,393.3363,331.2268
HBMP(18:5_20:1_22:3)+NH4,1128.821,623.5039,367.3207,391.3207,331.2268
HBMP(18:5_20:1_22:4)+NH4,1126.805,623.5039,367.3207,389.3051,331.2268
HBMP(18:5_20:1_22:5)+NH4,1124.789,623.5039,367.3207,387.2894,331.2268
HBMP(18:5_20:1_22:6)+NH4,1122.774,623.5039,367.3207,385.2737,331.2268
HBMP(18:5_20:2_12:0)+NH4,992.6956,621.4883,365.3051,257.2112,331.2268
HBMP(18:5_20:2_14:0)+NH4,1020.727,621.4883,365.3051,285.2424,331.2268
HBMP(18:5_20:2_14:1)+NH4,1018.711,621.4883,365.3051,283.2268,331.2268
HBMP(18:5_20:2_16:0)+NH4,1048.758,621.4883,365.3051,313.2737,331.2268
HBMP(18:5_20:2_16:1)+NH4,1046.743,621.4883,365.3051,311.2581,331.2268
HBMP(18:5_20:2_16:2)+NH4,1044.727,621.4883,365.3051,309.2424,331.2268
HBMP(18:5_20:2_16:3)+NH4,1042.711,621.4883,365.3051,307.2268,331.2268
HBMP(18:5_20:2_16:4)+NH4,1040.696,621.4883,365.3051,305.2112,331.2268
HBMP(18:5_20:2_18:0)+NH4,1076.789,621.4883,365.3051,341.3051,331.2268
HBMP(18:5_20:2_18:1)+NH4,1074.774,621.4883,365.3051,339.2894,331.2268
HBMP(18:5_20:2_18:2)+NH4,1072.758,621.4883,365.3051,337.2737,331.2268
HBMP(18:5_20:2_18:3)+NH4,1070.743,621.4883,365.3051,335.2581,331.2268
HBMP(18:5_20:2_18:4)+NH4,1068.727,621.4883,365.3051,333.2424,331.2268
HBMP(18:5_20:2_18:5)+NH4,1066.711,621.4883,365.3051,331.2268,331.2268
HBMP(18:5_20:2_20:0)+NH4,1104.821,621.4883,365.3051,369.3363,331.2268
HBMP(18:5_20:2_20:1)+NH4,1102.805,621.4883,365.3051,367.3207,331.2268
HBMP(18:5_20:2_20:2)+NH4,1100.789,621.4883,365.3051,365.3051,331.2268
HBMP(18:5_20:2_20:3)+NH4,1098.774,621.4883,365.3051,363.2894,331.2268
HBMP(18:5_20:2_20:4)+NH4,1096.758,621.4883,365.3051,361.2737,331.2268
HBMP(18:5_20:2_20:5)+NH4,1094.743,621.4883,365.3051,359.2581,331.2268
HBMP(18:5_20:2_22:0)+NH4,1132.852,621.4883,365.3051,397.3676,331.2268
HBMP(18:5_20:2_22:1)+NH4,1130.836,621.4883,365.3051,395.352,331.2268
HBMP(18:5_20:2_22:2)+NH4,1128.821,621.4883,365.3051,393.3363,331.2268
HBMP(18:5_20:2_22:3)+NH4,1126.805,621.4883,365.3051,391.3207,331.2268
HBMP(18:5_20:2_22:4)+NH4,1124.789,621.4883,365.3051,389.3051,331.2268
HBMP(18:5_20:2_22:5)+NH4,1122.774,621.4883,365.3051,387.2894,331.2268
HBMP(18:5_20:2_22:6)+NH4,1120.758,621.4883,365.3051,385.2737,331.2268
HBMP(18:5_20:3_12:0)+NH4,990.6799,619.4726,363.2894,257.2112,331.2268
HBMP(18:5_20:3_14:0)+NH4,1018.711,619.4726,363.2894,285.2424,331.2268
HBMP(18:5_20:3_14:1)+NH4,1016.696,619.4726,363.2894,283.2268,331.2268
HBMP(18:5_20:3_16:0)+NH4,1046.743,619.4726,363.2894,313.2737,331.2268
HBMP(18:5_20:3_16:1)+NH4,1044.727,619.4726,363.2894,311.2581,331.2268
HBMP(18:5_20:3_16:2)+NH4,1042.711,619.4726,363.2894,309.2424,331.2268
HBMP(18:5_20:3_16:3)+NH4,1040.696,619.4726,363.2894,307.2268,331.2268
HBMP(18:5_20:3_16:4)+NH4,1038.68,619.4726,363.2894,305.2112,331.2268
HBMP(18:5_20:3_18:0)+NH4,1074.774,619.4726,363.2894,341.3051,331.2268
HBMP(18:5_20:3_18:1)+NH4,1072.758,619.4726,363.2894,339.2894,331.2268
HBMP(18:5_20:3_18:2)+NH4,1070.743,619.4726,363.2894,337.2737,331.2268
HBMP(18:5_20:3_18:3)+NH4,1068.727,619.4726,363.2894,335.2581,331.2268
HBMP(18:5_20:3_18:4)+NH4,1066.711,619.4726,363.2894,333.2424,331.2268
HBMP(18:5_20:3_18:5)+NH4,1064.696,619.4726,363.2894,331.2268,331.2268
HBMP(18:5_20:3_20:0)+NH4,1102.805,619.4726,363.2894,369.3363,331.2268
HBMP(18:5_20:3_20:1)+NH4,1100.789,619.4726,363.2894,367.3207,331.2268
HBMP(18:5_20:3_20:2)+NH4,1098.774,619.4726,363.2894,365.3051,331.2268
HBMP(18:5_20:3_20:3)+NH4,1096.758,619.4726,363.2894,363.2894,331.2268
HBMP(18:5_20:3_20:4)+NH4,1094.743,619.4726,363.2894,361.2737,331.2268
HBMP(18:5_20:3_20:5)+NH4,1092.727,619.4726,363.2894,359.2581,331.2268
HBMP(18:5_20:3_22:0)+NH4,1130.836,619.4726,363.2894,397.3676,331.2268
HBMP(18:5_20:3_22:1)+NH4,1128.821,619.4726,363.2894,395.352,331.2268
HBMP(18:5_20:3_22:2)+NH4,1126.805,619.4726,363.2894,393.3363,331.2268
HBMP(18:5_20:3_22:3)+NH4,1124.789,619.4726,363.2894,391.3207,331.2268
HBMP(18:5_20:3_22:4)+NH4,1122.774,619.4726,363.2894,389.3051,331.2268
HBMP(18:5_20:3_22:5)+NH4,1120.758,619.4726,363.2894,387.2894,331.2268
HBMP(18:5_20:3_22:6)+NH4,1118.743,619.4726,363.2894,385.2737,331.2268
HBMP(18:5_20:4_12:0)+NH4,988.6642,617.457,361.2737,257.2112,331.2268
HBMP(18:5_20:4_14:0)+NH4,1016.696,617.457,361.2737,285.2424,331.2268
HBMP(18:5_20:4_14:1)+NH4,1014.68,617.457,361.2737,283.2268,331.2268
HBMP(18:5_20:4_16:0)+NH4,1044.727,617.457,361.2737,313.2737,331.2268
HBMP(18:5_20:4_16:1)+NH4,1042.711,617.457,361.2737,311.2581,331.2268
HBMP(18:5_20:4_16:2)+NH4,1040.696,617.457,361.2737,309.2424,331.2268
HBMP(18:5_20:4_16:3)+NH4,1038.68,617.457,361.2737,307.2268,331.2268
HBMP(18:5_20:4_16:4)+NH4,1036.664,617.457,361.2737,305.2112,331.2268
HBMP(18:5_20:4_18:0)+NH4,1072.758,617.457,361.2737,341.3051,331.2268
HBMP(18:5_20:4_18:1)+NH4,1070.743,617.457,361.2737,339.2894,331.2268
HBMP(18:5_20:4_18:2)+NH4,1068.727,617.457,361.2737,337.2737,331.2268
HBMP(18:5_20:4_18:3)+NH4,1066.711,617.457,361.2737,335.2581,331.2268
HBMP(18:5_20:4_18:4)+NH4,1064.696,617.457,361.2737,333.2424,331.2268
HBMP(18:5_20:4_18:5)+NH4,1062.68,617.457,361.2737,331.2268,331.2268
HBMP(18:5_20:4_20:0)+NH4,1100.789,617.457,361.2737,369.3363,331.2268
HBMP(18:5_20:4_20:1)+NH4,1098.774,617.457,361.2737,367.3207,331.2268
HBMP(18:5_20:4_20:2)+NH4,1096.758,617.457,361.2737,365.3051,331.2268
HBMP(18:5_20:4_20:3)+NH4,1094.743,617.457,361.2737,363.2894,331.2268
HBMP(18:5_20:4_20:4)+NH4,1092.727,617.457,361.2737,361.2737,331.2268
HBMP(18:5_20:4_20:5)+NH4,1090.711,617.457,361.2737,359.2581,331.2268
HBMP(18:5_20:4_22:0)+NH4,1128.821,617.457,361.2737,397.3676,331.2268
HBMP(18:5_20:4_22:1)+NH4,1126.805,617.457,361.2737,395.352,331.2268
HBMP(18:5_20:4_22:2)+NH4,1124.789,617.457,361.2737,393.3363,331.2268
HBMP(18:5_20:4_22:3)+NH4,1122.774,617.457,361.2737,391.3207,331.2268
HBMP(18:5_20:4_22:4)+NH4,1120.758,617.457,361.2737,389.3051,331.2268
HBMP(18:5_20:4_22:5)+NH4,1118.743,617.457,361.2737,387.2894,331.2268
HBMP(18:5_20:4_22:6)+NH4,1116.727,617.457,361.2737,385.2737,331.2268
HBMP(18:5_20:5_12:0)+NH4,986.6486,615.4413,359.2581,257.2112,331.2268
HBMP(18:5_20:5_14:0)+NH4,1014.68,615.4413,359.2581,285.2424,331.2268
HBMP(18:5_20:5_14:1)+NH4,1012.664,615.4413,359.2581,283.2268,331.2268
HBMP(18:5_20:5_16:0)+NH4,1042.711,615.4413,359.2581,313.2737,331.2268
HBMP(18:5_20:5_16:1)+NH4,1040.696,615.4413,359.2581,311.2581,331.2268
HBMP(18:5_20:5_16:2)+NH4,1038.68,615.4413,359.2581,309.2424,331.2268
HBMP(18:5_20:5_16:3)+NH4,1036.664,615.4413,359.2581,307.2268,331.2268
HBMP(18:5_20:5_16:4)+NH4,1034.649,615.4413,359.2581,305.2112,331.2268
HBMP(18:5_20:5_18:0)+NH4,1070.743,615.4413,359.2581,341.3051,331.2268
HBMP(18:5_20:5_18:1)+NH4,1068.727,615.4413,359.2581,339.2894,331.2268
HBMP(18:5_20:5_18:2)+NH4,1066.711,615.4413,359.2581,337.2737,331.2268
HBMP(18:5_20:5_18:3)+NH4,1064.696,615.4413,359.2581,335.2581,331.2268
HBMP(18:5_20:5_18:4)+NH4,1062.68,615.4413,359.2581,333.2424,331.2268
HBMP(18:5_20:5_18:5)+NH4,1060.664,615.4413,359.2581,331.2268,331.2268
