FAHFA,[M-H]-,[HFA-H]-,[HFA-H-H2O]-,[FA-H]-
FAHFA(15:0/20:4)-H,543.4419,319.2279,301.2173,241.2173
FAHFA(15:0/21:0)-H,565.5201,341.3061,323.2956,241.2173
FAHFA(15:0/21:1)-H,563.5045,339.2905,321.2799,241.2173
FAHFA(15:0/21:2)-H,561.4888,337.2748,319.2643,241.2173
FAHFA(15:0/22:0)-H,579.5358,355.3218,337.3112,241.2173
FAHFA(15:0/22:1)-H,577.5201,353.3061,335.2956,241.2173
FAHFA(15:0/22:2)-H,575.5045,351.2905,333.2799,241.2173
FAHFA(15:0/22:3)-H,573.4888,349.2748,331.2643,241.2173
FAHFA(15:0/22:4)-H,571.4732,347.2592,329.2486,241.2173
FAHFA(15:0/22:5)-H,569.4575,345.2435,327.2329,241.2173
FAHFA(15:0/23:0)-H,593.5515,369.3374,351.3268,241.2173
FAHFA(15:0/24:0)-H,607.5671,383.3531,365.3425,241.2173
FAHFA(15:0/24:1)-H,605.5515,381.3374,363.3268,241.2173
FAHFA(15:0/24:2)-H,603.5358,379.3218,361.3112,241.2173
FAHFA(15:0/24:4)-H,599.5045,375.2905,357.2799,241.2173
FAHFA(15:0/25:0)-H,621.5827,397.3687,379.3582,241.2173
FAHFA(15:0/26:0)-H,635.5984,411.3844,393.3738,241.2173
FAHFA(15:0/26:1)-H,633.5827,409.3687,391.3582,241.2173
FAHFA(15:0/26:2)-H,631.5671,407.3531,389.3425,241.2173
FAHFA(15:0/26:4)-H,627.5358,403.3218,385.3112,241.2173
FAHFA(15:0/27:0)-H,649.614,425.4,407.3894,241.2173
FAHFA(15:1/3:0)-H,311.2228,89.02442,71.01385,239.2016
FAHFA(15:1/4:0)-H,325.2384,103.0401,85.0295,239.2016
FAHFA(15:1/5:0)-H,339.2541,117.0557,99.04515,239.2016
FAHFA(15:1/6:0)-H,353.2697,131.0714,113.0608,239.2016
FAHFA(15:1/7:0)-H,367.2854,145.087,127.0764,239.2016
FAHFA(15:1/8:0)-H,381.301,159.1027,141.0921,239.2016
FAHFA(15:1/9:0)-H,395.3167,173.1183,155.1078,239.2016
FAHFA(15:1/10:0)-H,409.3323,187.134,169.1234,239.2016
FAHFA(15:1/11:0)-H,423.348,201.1496,183.1391,239.2016
FAHFA(15:1/12:0)-H,437.3636,215.1653,197.1547,239.2016
FAHFA(15:1/13:0)-H,451.3793,229.1809,211.1703,239.2016
FAHFA(15:1/13:1)-H,449.3636,227.1653,209.1547,239.2016
FAHFA(15:1/14:0)-H,465.3949,243.1966,225.186,239.2016
FAHFA(15:1/14:1)-H,463.3793,241.1809,223.1703,239.2016
FAHFA(15:1/15:0)-H,479.4106,257.2122,239.2016,239.2016
FAHFA(15:1/15:1)-H,477.3949,255.1966,237.186,239.2016
FAHFA(15:1/16:0)-H,493.4262,271.2279,253.2173,239.2016
FAHFA(15:1/16:1)-H,491.4106,269.2122,251.2016,239.2016
FAHFA(15:1/16:2)-H,489.3949,267.1966,249.186,239.2016
FAHFA(15:1/16:3)-H,487.3793,265.1809,247.1703,239.2016
FAHFA(15:1/17:0)-H,507.4419,285.2435,267.2329,239.2016
FAHFA(15:1/17:1)-H,505.4262,283.2279,265.2173,239.2016
FAHFA(15:1/17:2)-H,503.4106,281.2122,263.2017,239.2016
FAHFA(15:1/18:0)-H,521.4575,299.2592,281.2486,239.2016
FAHFA(15:1/18:1)-H,519.4419,297.2435,279.2329,239.2016
FAHFA(15:1/18:2)-H,517.4262,295.2279,277.2173,239.2016
FAHFA(15:1/18:3)-H,515.4106,293.2122,275.2017,239.2016
FAHFA(15:1/19:0)-H,535.4732,313.2748,295.2643,239.2016
FAHFA(15:1/19:1)-H,533.4575,311.2592,293.2486,239.2016
FAHFA(15:1/19:2)-H,531.4419,309.2435,291.2329,239.2016
FAHFA(15:1/20:0)-H,549.4888,327.2905,309.2799,239.2016
FAHFA(15:1/20:1)-H,547.4732,325.2748,307.2643,239.2016
FAHFA(15:1/20:2)-H,545.4575,323.2592,305.2486,239.2016
FAHFA(15:1/20:3)-H,543.4419,321.2435,303.2329,239.2016
FAHFA(15:1/20:4)-H,541.4262,319.2279,301.2173,239.2016
FAHFA(15:1/21:0)-H,563.5045,341.3061,323.2956,239.2016
FAHFA(15:1/21:1)-H,561.4888,339.2905,321.2799,239.2016
FAHFA(15:1/21:2)-H,559.4732,337.2748,319.2643,239.2016
FAHFA(15:1/22:0)-H,577.5201,355.3218,337.3112,239.2016
FAHFA(15:1/22:1)-H,575.5045,353.3061,335.2956,239.2016
FAHFA(15:1/22:2)-H,573.4888,351.2905,333.2799,239.2016
FAHFA(15:1/22:3)-H,571.4732,349.2748,331.2643,239.2016
FAHFA(15:1/22:4)-H,569.4575,347.2592,329.2486,239.2016
FAHFA(15:1/22:5)-H,567.4419,345.2435,327.2329,239.2016
FAHFA(15:1/23:0)-H,591.5358,369.3374,351.3268,239.2016
FAHFA(15:1/24:0)-H,605.5515,383.3531,365.3425,239.2016
FAHFA(15:1/24:1)-H,603.5358,381.3374,363.3268,239.2016
FAHFA(15:1/24:2)-H,601.5201,379.3218,361.3112,239.2016
FAHFA(15:1/24:4)-H,597.4888,375.2905,357.2799,239.2016
FAHFA(15:1/25:0)-H,619.5671,397.3687,379.3582,239.2016
FAHFA(15:1/26:0)-H,633.5827,411.3844,393.3738,239.2016
FAHFA(15:1/26:1)-H,631.5671,409.3687,391.3582,239.2016
FAHFA(15:1/26:2)-H,629.5515,407.3531,389.3425,239.2016
FAHFA(15:1/26:4)-H,625.5201,403.3218,385.3112,239.2016
FAHFA(15:1/27:0)-H,647.5984,425.4,407.3894,239.2016
FAHFA(16:0/2:0)-H,313.2384,75.00877,56.9982,255.233
FAHFA(16:0/3:0)-H,327.2541,89.02442,71.01385,255.233
FAHFA(16:0/4:0)-H,341.2697,103.0401,85.0295,255.233
FAHFA(16:0/5:0)-H,355.2854,117.0557,99.04515,255.233
FAHFA(16:0/6:0)-H,369.301,131.0714,113.0608,255.233
FAHFA(16:0/7:0)-H,383.3167,145.087,127.0764,255.233
FAHFA(16:0/8:0)-H,397.3323,159.1027,141.0921,255.233
FAHFA(16:0/9:0)-H,411.348,173.1183,155.1078,255.233
FAHFA(16:0/10:0)-H,425.3636,187.134,169.1234,255.233
FAHFA(16:0/11:0)-H,439.3793,201.1496,183.1391,255.233
FAHFA(16:0/12:0)-H,453.3949,215.1653,197.1547,255.233
FAHFA(16:0/13:0)-H,467.4106,229.1809,211.1703,255.233
FAHFA(16:0/13:1)-H,465.3949,227.1653,209.1547,255.233
FAHFA(16:0/14:0)-H,481.4262,243.1966,225.186,255.233
FAHFA(16:0/14:1)-H,479.4106,241.1809,223.1703,255.233
FAHFA(16:0/15:0)-H,495.4419,257.2122,239.2016,255.233
FAHFA(16:0/15:1)-H,493.4262,255.1966,237.186,255.233
FAHFA(16:0/16:0)-H,509.4575,271.2279,253.2173,255.233
FAHFA(16:0/16:1)-H,507.4419,269.2122,251.2016,255.233
FAHFA(16:0/16:2)-H,505.4262,267.1966,249.186,255.233
FAHFA(16:0/16:3)-H,503.4106,265.1809,247.1703,255.233
FAHFA(16:0/17:0)-H,523.4732,285.2435,267.2329,255.233
FAHFA(16:0/17:1)-H,521.4575,283.2279,265.2173,255.233
FAHFA(16:0/17:2)-H,519.4419,281.2122,263.2017,255.233
FAHFA(16:0/18:0)-H,537.4888,299.2592,281.2486,255.233
FAHFA(16:0/18:1)-H,535.4732,297.2435,279.2329,255.233
FAHFA(16:0/18:2)-H,533.4575,295.2279,277.2173,255.233
FAHFA(16:0/18:3)-H,531.4419,293.2122,275.2017,255.233
FAHFA(16:0/19:0)-H,551.5045,313.2748,295.2643,255.233
FAHFA(16:0/19:1)-H,549.4888,311.2592,293.2486,255.233
FAHFA(16:0/19:2)-H,547.4732,309.2435,291.2329,255.233
FAHFA(16:0/20:0)-H,565.5201,327.2905,309.2799,255.233
FAHFA(16:0/20:1)-H,563.5045,325.2748,307.2643,255.233
FAHFA(16:0/20:2)-H,561.4888,323.2592,305.2486,255.233
FAHFA(16:0/20:3)-H,559.4732,321.2435,303.2329,255.233
FAHFA(16:0/20:4)-H,557.4575,319.2279,301.2173,255.233
FAHFA(16:0/21:0)-H,579.5358,341.3061,323.2956,255.233
FAHFA(16:0/21:1)-H,577.5201,339.2905,321.2799,255.233
FAHFA(16:0/21:2)-H,575.5045,337.2748,319.2643,255.233
FAHFA(16:0/22:0)-H,593.5515,355.3218,337.3112,255.233
FAHFA(16:0/22:1)-H,591.5358,353.3061,335.2956,255.233
FAHFA(16:0/22:2)-H,589.5201,351.2905,333.2799,255.233
FAHFA(16:0/22:3)-H,587.5045,349.2748,331.2643,255.233
FAHFA(16:0/22:4)-H,585.4888,347.2592,329.2486,255.233
FAHFA(16:0/22:5)-H,583.4732,345.2435,327.2329,255.233
FAHFA(16:0/23:0)-H,607.5671,369.3374,351.3268,255.233
FAHFA(16:0/24:0)-H,621.5827,383.3531,365.3425,255.233
FAHFA(16:0/24:1)-H,619.5671,381.3374,363.3268,255.233
FAHFA(16:0/24:2)-H,617.5515,379.3218,361.3112,255.233
FAHFA(16:0/24:4)-H,613.5201,375.2905,357.2799,255.233
FAHFA(16:0/25:0)-H,635.5984,397.3687,379.3582,255.233
FAHFA(16:0/26:0)-H,649.614,411.3844,393.3738,255.233
FAHFA(16:0/26:1)-H,647.5984,409.3687,391.3582,255.233
FAHFA(16:0/26:2)-H,645.5827,407.3531,389.3425,255.233
FAHFA(16:0/26:4)-H,641.5515,403.3218,385.3112,255.233
FAHFA(16:0/27:0)-H,663.6297,425.4,407.3894,255.233
FAHFA(16:1/2:0)-H,311.2228,75.00877,56.9982,253.2173
FAHFA(16:1/3:0)-H,325.2384,89.02442,71.01385,253.2173
FAHFA(16:1/4:0)-H,339.2541,103.0401,85.0295,253.2173
FAHFA(16:1/5:0)-H,353.2697,117.0557,99.04515,253.2173
FAHFA(16:1/6:0)-H,367.2854,131.0714,113.0608,253.2173
FAHFA(16:1/7:0)-H,381.301,145.087,127.0764,253.2173
FAHFA(16:1/8:0)-H,395.3167,159.1027,141.0921,253.2173
FAHFA(16:1/9:0)-H,409.3323,173.1183,155.1078,253.2173
FAHFA(16:1/10:0)-H,423.348,187.134,169.1234,253.2173
FAHFA(16:1/11:0)-H,437.3636,201.1496,183.1391,253.2173
FAHFA(16:1/12:0)-H,451.3793,215.1653,197.1547,253.2173
FAHFA(16:1/13:0)-H,465.3949,229.1809,211.1703,253.2173
FAHFA(16:1/13:1)-H,463.3793,227.1653,209.1547,253.2173
FAHFA(16:1/14:0)-H,479.4106,243.1966,225.186,253.2173
FAHFA(16:1/14:1)-H,477.3949,241.1809,223.1703,253.2173
FAHFA(16:1/15:0)-H,493.4262,257.2122,239.2016,253.2173
FAHFA(16:1/15:1)-H,491.4106,255.1966,237.186,253.2173
FAHFA(16:1/16:0)-H,507.4419,271.2279,253.2173,253.2173
FAHFA(16:1/16:1)-H,505.4262,269.2122,251.2016,253.2173
FAHFA(16:1/16:2)-H,503.4106,267.1966,249.186,253.2173
FAHFA(16:1/16:3)-H,501.3949,265.1809,247.1703,253.2173
FAHFA(16:1/17:0)-H,521.4575,285.2435,267.2329,253.2173
FAHFA(16:1/17:1)-H,519.4419,283.2279,265.2173,253.2173
FAHFA(16:1/17:2)-H,517.4262,281.2122,263.2017,253.2173
FAHFA(16:1/18:0)-H,535.4732,299.2592,281.2486,253.2173
FAHFA(16:1/18:1)-H,533.4575,297.2435,279.2329,253.2173
FAHFA(16:1/18:2)-H,531.4419,295.2279,277.2173,253.2173
FAHFA(16:1/18:3)-H,529.4262,293.2122,275.2017,253.2173
FAHFA(16:1/19:0)-H,549.4888,313.2748,295.2643,253.2173
FAHFA(16:1/19:1)-H,547.4732,311.2592,293.2486,253.2173
FAHFA(16:1/19:2)-H,545.4575,309.2435,291.2329,253.2173
FAHFA(16:1/20:0)-H,563.5045,327.2905,309.2799,253.2173
FAHFA(16:1/20:1)-H,561.4888,325.2748,307.2643,253.2173
FAHFA(16:1/20:2)-H,559.4732,323.2592,305.2486,253.2173
FAHFA(16:1/20:3)-H,557.4575,321.2435,303.2329,253.2173
FAHFA(16:1/20:4)-H,555.4419,319.2279,301.2173,253.2173
FAHFA(16:1/21:0)-H,577.5201,341.3061,323.2956,253.2173
FAHFA(16:1/21:1)-H,575.5045,339.2905,321.2799,253.2173
FAHFA(16:1/21:2)-H,573.4888,337.2748,319.2643,253.2173
FAHFA(16:1/22:0)-H,591.5358,355.3218,337.3112,253.2173
FAHFA(16:1/22:1)-H,589.5201,353.3061,335.2956,253.2173
FAHFA(16:1/22:2)-H,587.5045,351.2905,333.2799,253.2173
FAHFA(16:1/22:3)-H,585.4888,349.2748,331.2643,253.2173
FAHFA(16:1/22:4)-H,583.4732,347.2592,329.2486,253.2173
FAHFA(16:1/22:5)-H,581.4575,345.2435,327.2329,253.2173
FAHFA(16:1/23:0)-H,605.5515,369.3374,351.3268,253.2173
FAHFA(16:1/24:0)-H,619.5671,383.3531,365.3425,253.2173
FAHFA(16:1/24:1)-H,617.5515,381.3374,363.3268,253.2173
FAHFA(16:1/24:2)-H,615.5358,379.3218,361.3112,253.2173
FAHFA(16:1/24:4)-H,611.5045,375.2905,357.2799,253.2173
FAHFA(16:1/25:0)-H,633.5827,397.3687,379.3582,253.2173
FAHFA(16:1/26:0)-H,647.5984,411.3844,393.3738,253.2173
FAHFA(16:1/26:1)-H,645.5827,409.3687,391.3582,253.2173
FAHFA(16:1/26:2)-H,643.5671,407.3531,389.3425,253.2173
FAHFA(16:1/26:4)-H,639.5358,403.3218,385.3112,253.2173
FAHFA(16:1/27:0)-H,661.614,425.4,407.3894,253.2173
FAHFA(16:2/2:0)-H,309.2071,75.00877,56.9982,251.2016
FAHFA(16:2/3:0)-H,323.2228,89.02442,71.01385,251.2016
FAHFA(16:2/4:0)-H,337.2384,103.0401,85.0295,251.2016
FAHFA(16:2/5:0)-H,351.2541,117.0557,99.04515,251.2016
FAHFA(16:2/6:0)-H,365.2697,131.0714,113.0608,251.2016
FAHFA(16:2/7:0)-H,379.2854,145.087,127.0764,251.2016
FAHFA(16:2/8:0)-H,393.301,159.1027,141.0921,251.2016
FAHFA(16:2/9:0)-H,407.3167,173.1183,155.1078,251.2016
FAHFA(16:2/10:0)-H,421.3323,187.134,169.1234,251.2016
FAHFA(16:2/11:0)-H,435.348,201.1496,183.1391,251.2016
FAHFA(16:2/12:0)-H,449.3636,215.1653,197.1547,251.2016
FAHFA(16:2/13:0)-H,463.3793,229.1809,211.1703,251.2016
FAHFA(16:2/13:1)-H,461.3636,227.1653,209.1547,251.2016
FAHFA(16:2/14:0)-H,477.3949,243.1966,225.186,251.2016
FAHFA(16:2/14:1)-H,475.3793,241.1809,223.1703,251.2016
FAHFA(16:2/15:0)-H,491.4106,257.2122,239.2016,251.2016
FAHFA(16:2/15:1)-H,489.3949,255.1966,237.186,251.2016
FAHFA(16:2/16:0)-H,505.4262,271.2279,253.2173,251.2016
FAHFA(16:2/16:1)-H,503.4106,269.2122,251.2016,251.2016
FAHFA(16:2/16:2)-H,501.3949,267.1966,249.186,251.2016
FAHFA(16:2/16:3)-H,499.3793,265.1809,247.1703,251.2016
FAHFA(16:2/17:0)-H,519.4419,285.2435,267.2329,251.2016
FAHFA(16:2/17:1)-H,517.4262,283.2279,265.2173,251.2016
FAHFA(16:2/17:2)-H,515.4106,281.2122,263.2017,251.2016
FAHFA(16:2/18:0)-H,533.4575,299.2592,281.2486,251.2016
FAHFA(16:2/18:1)-H,531.4419,297.2435,279.2329,251.2016
FAHFA(16:2/18:2)-H,529.4262,295.2279,277.2173,251.2016
FAHFA(16:2/18:3)-H,527.4106,293.2122,275.2017,251.2016
FAHFA(16:2/19:0)-H,547.4732,313.2748,295.2643,251.2016
FAHFA(16:2/19:1)-H,545.4575,311.2592,293.2486,251.2016
FAHFA(16:2/19:2)-H,543.4419,309.2435,291.2329,251.2016
FAHFA(16:2/20:0)-H,561.4888,327.2905,309.2799,251.2016
FAHFA(16:2/20:1)-H,559.4732,325.2748,307.2643,251.2016
FAHFA(16:2/20:2)-H,557.4575,323.2592,305.2486,251.2016
FAHFA(16:2/20:3)-H,555.4419,321.2435,303.2329,251.2016
FAHFA(16:2/20:4)-H,553.4262,319.2279,301.2173,251.2016
FAHFA(16:2/21:0)-H,575.5045,341.3061,323.2956,251.2016
FAHFA(16:2/21:1)-H,573.4888,339.2905,321.2799,251.2016
FAHFA(16:2/21:2)-H,571.4732,337.2748,319.2643,251.2016
FAHFA(16:2/22:0)-H,589.5201,355.3218,337.3112,251.2016
FAHFA(16:2/22:1)-H,587.5045,353.3061,335.2956,251.2016
FAHFA(16:2/22:2)-H,585.4888,351.2905,333.2799,251.2016
FAHFA(16:2/22:3)-H,583.4732,349.2748,331.2643,251.2016
FAHFA(16:2/22:4)-H,581.4575,347.2592,329.2486,251.2016
FAHFA(16:2/22:5)-H,579.4419,345.2435,327.2329,251.2016
FAHFA(16:2/23:0)-H,603.5358,369.3374,351.3268,251.2016
FAHFA(16:2/24:0)-H,617.5515,383.3531,365.3425,251.2016
FAHFA(16:2/24:1)-H,615.5358,381.3374,363.3268,251.2016
FAHFA(16:2/24:2)-H,613.5201,379.3218,361.3112,251.2016
FAHFA(16:2/24:4)-H,609.4888,375.2905,357.2799,251.2016
FAHFA(16:2/25:0)-H,631.5671,397.3687,379.3582,251.2016
FAHFA(16:2/26:0)-H,645.5827,411.3844,393.3738,251.2016
FAHFA(16:2/26:1)-H,643.5671,409.3687,391.3582,251.2016
FAHFA(16:2/26:2)-H,641.5515,407.3531,389.3425,251.2016
FAHFA(16:2/26:4)-H,637.5201,403.3218,385.3112,251.2016
FAHFA(16:2/27:0)-H,659.5984,425.4,407.3894,251.2016
FAHFA(16:3/2:0)-H,307.1915,75.00877,56.9982,249.186
FAHFA(16:3/3:0)-H,321.2071,89.02442,71.01385,249.186
FAHFA(16:3/4:0)-H,335.2228,103.0401,85.0295,249.186
FAHFA(16:3/5:0)-H,349.2384,117.0557,99.04515,249.186
FAHFA(16:3/6:0)-H,363.2541,131.0714,113.0608,249.186
FAHFA(16:3/7:0)-H,377.2697,145.087,127.0764,249.186
FAHFA(16:3/8:0)-H,391.2854,159.1027,141.0921,249.186
FAHFA(16:3/9:0)-H,405.301,173.1183,155.1078,249.186
FAHFA(16:3/10:0)-H,419.3167,187.134,169.1234,249.186
FAHFA(16:3/11:0)-H,433.3323,201.1496,183.1391,249.186
FAHFA(16:3/12:0)-H,447.348,215.1653,197.1547,249.186
FAHFA(16:3/13:0)-H,461.3636,229.1809,211.1703,249.186
FAHFA(16:3/13:1)-H,459.348,227.1653,209.1547,249.186
FAHFA(16:3/14:0)-H,475.3793,243.1966,225.186,249.186
FAHFA(16:3/14:1)-H,473.3636,241.1809,223.1703,249.186
FAHFA(16:3/15:0)-H,489.3949,257.2122,239.2016,249.186
FAHFA(16:3/15:1)-H,487.3793,255.1966,237.186,249.186
FAHFA(16:3/16:0)-H,503.4106,271.2279,253.2173,249.186
FAHFA(16:3/16:1)-H,501.3949,269.2122,251.2016,249.186
FAHFA(16:3/16:2)-H,499.3793,267.1966,249.186,249.186
FAHFA(16:3/16:3)-H,497.3636,265.1809,247.1703,249.186
FAHFA(16:3/17:0)-H,517.4262,285.2435,267.2329,249.186
FAHFA(16:3/17:1)-H,515.4106,283.2279,265.2173,249.186
FAHFA(16:3/17:2)-H,513.395,281.2122,263.2017,249.186
FAHFA(16:3/18:0)-H,531.4419,299.2592,281.2486,249.186
FAHFA(16:3/18:1)-H,529.4262,297.2435,279.2329,249.186
FAHFA(16:3/18:2)-H,527.4106,295.2279,277.2173,249.186
FAHFA(16:3/18:3)-H,525.395,293.2122,275.2017,249.186
FAHFA(16:3/19:0)-H,545.4575,313.2748,295.2643,249.186
FAHFA(16:3/19:1)-H,543.4419,311.2592,293.2486,249.186
FAHFA(16:3/19:2)-H,541.4262,309.2435,291.2329,249.186
FAHFA(16:3/20:0)-H,559.4732,327.2905,309.2799,249.186
FAHFA(16:3/20:1)-H,557.4575,325.2748,307.2643,249.186
FAHFA(16:3/20:2)-H,555.4419,323.2592,305.2486,249.186
FAHFA(16:3/20:3)-H,553.4262,321.2435,303.2329,249.186
FAHFA(16:3/20:4)-H,551.4106,319.2279,301.2173,249.186
FAHFA(16:3/21:0)-H,573.4888,341.3061,323.2956,249.186
FAHFA(16:3/21:1)-H,571.4732,339.2905,321.2799,249.186
FAHFA(16:3/21:2)-H,569.4575,337.2748,319.2643,249.186
FAHFA(16:3/22:0)-H,587.5045,355.3218,337.3112,249.186
FAHFA(16:3/22:1)-H,585.4888,353.3061,335.2956,249.186
FAHFA(16:3/22:2)-H,583.4732,351.2905,333.2799,249.186
FAHFA(16:3/22:3)-H,581.4575,349.2748,331.2643,249.186
FAHFA(16:3/22:4)-H,579.4419,347.2592,329.2486,249.186
FAHFA(16:3/22:5)-H,577.4262,345.2435,327.2329,249.186
FAHFA(16:3/23:0)-H,601.5201,369.3374,351.3268,249.186
FAHFA(16:3/24:0)-H,615.5358,383.3531,365.3425,249.186
FAHFA(16:3/24:1)-H,613.5201,381.3374,363.3268,249.186
FAHFA(16:3/24:2)-H,611.5045,379.3218,361.3112,249.186
FAHFA(16:3/24:4)-H,607.4732,375.2905,357.2799,249.186
FAHFA(16:3/25:0)-H,629.5515,397.3687,379.3582,249.186
FAHFA(16:3/26:0)-H,643.5671,411.3844,393.3738,249.186
FAHFA(16:3/26:1)-H,641.5515,409.3687,391.3582,249.186
FAHFA(16:3/26:2)-H,639.5358,407.3531,389.3425,249.186
FAHFA(16:3/26:4)-H,635.5045,403.3218,385.3112,249.186
FAHFA(16:3/27:0)-H,657.5827,425.4,407.3894,249.186
FAHFA(16:4/2:0)-H,305.1758,75.00877,56.9982,247.1703
FAHFA(16:4/3:0)-H,319.1915,89.02442,71.01385,247.1703
FAHFA(16:4/4:0)-H,333.2071,103.0401,85.0295,247.1703
FAHFA(16:4/5:0)-H,347.2228,117.0557,99.04515,247.1703
FAHFA(16:4/6:0)-H,361.2384,131.0714,113.0608,247.1703
FAHFA(16:4/7:0)-H,375.2541,145.087,127.0764,247.1703
FAHFA(16:4/8:0)-H,389.2697,159.1027,141.0921,247.1703
FAHFA(16:4/9:0)-H,403.2854,173.1183,155.1078,247.1703
FAHFA(16:4/10:0)-H,417.301,187.134,169.1234,247.1703
FAHFA(16:4/11:0)-H,431.3167,201.1496,183.1391,247.1703
FAHFA(16:4/12:0)-H,445.3323,215.1653,197.1547,247.1703
FAHFA(16:4/13:0)-H,459.348,229.1809,211.1703,247.1703
FAHFA(16:4/13:1)-H,457.3323,227.1653,209.1547,247.1703
FAHFA(16:4/14:0)-H,473.3636,243.1966,225.186,247.1703
FAHFA(16:4/14:1)-H,471.348,241.1809,223.1703,247.1703
FAHFA(16:4/15:0)-H,487.3793,257.2122,239.2016,247.1703
FAHFA(16:4/15:1)-H,485.3636,255.1966,237.186,247.1703
FAHFA(16:4/16:0)-H,501.3949,271.2279,253.2173,247.1703
FAHFA(16:4/16:1)-H,499.3793,269.2122,251.2016,247.1703
FAHFA(16:4/16:2)-H,497.3636,267.1966,249.186,247.1703
FAHFA(16:4/16:3)-H,495.348,265.1809,247.1703,247.1703
FAHFA(16:4/17:0)-H,515.4106,285.2435,267.2329,247.1703
FAHFA(16:4/17:1)-H,513.395,283.2279,265.2173,247.1703
FAHFA(16:4/17:2)-H,511.3793,281.2122,263.2017,247.1703
FAHFA(16:4/18:0)-H,529.4262,299.2592,281.2486,247.1703
FAHFA(16:4/18:1)-H,527.4106,297.2435,279.2329,247.1703
FAHFA(16:4/18:2)-H,525.395,295.2279,277.2173,247.1703
FAHFA(16:4/18:3)-H,523.3793,293.2122,275.2017,247.1703
FAHFA(16:4/19:0)-H,543.4419,313.2748,295.2643,247.1703
FAHFA(16:4/19:1)-H,541.4262,311.2592,293.2486,247.1703
FAHFA(16:4/19:2)-H,539.4106,309.2435,291.2329,247.1703
FAHFA(16:4/20:0)-H,557.4575,327.2905,309.2799,247.1703
FAHFA(16:4/20:1)-H,555.4419,325.2748,307.2643,247.1703
FAHFA(16:4/20:2)-H,553.4262,323.2592,305.2486,247.1703
FAHFA(16:4/20:3)-H,551.4106,321.2435,303.2329,247.1703
FAHFA(16:4/20:4)-H,549.395,319.2279,301.2173,247.1703
FAHFA(16:4/21:0)-H,571.4732,341.3061,323.2956,247.1703
FAHFA(16:4/21:1)-H,569.4575,339.2905,321.2799,247.1703
FAHFA(16:4/21:2)-H,567.4419,337.2748,319.2643,247.1703
FAHFA(16:4/22:0)-H,585.4888,355.3218,337.3112,247.1703
FAHFA(16:4/22:1)-H,583.4732,353.3061,335.2956,247.1703
FAHFA(16:4/22:2)-H,581.4575,351.2905,333.2799,247.1703
FAHFA(16:4/22:3)-H,579.4419,349.2748,331.2643,247.1703
FAHFA(16:4/22:4)-H,577.4262,347.2592,329.2486,247.1703
FAHFA(16:4/22:5)-H,575.4106,345.2435,327.2329,247.1703
FAHFA(16:4/23:0)-H,599.5045,369.3374,351.3268,247.1703
FAHFA(16:4/24:0)-H,613.5201,383.3531,365.3425,247.1703
FAHFA(16:4/24:1)-H,611.5045,381.3374,363.3268,247.1703
FAHFA(16:4/24:2)-H,609.4888,379.3218,361.3112,247.1703
FAHFA(16:4/24:4)-H,605.4575,375.2905,357.2799,247.1703
FAHFA(16:4/25:0)-H,627.5358,397.3687,379.3582,247.1703
FAHFA(16:4/26:0)-H,641.5515,411.3844,393.3738,247.1703
FAHFA(16:4/26:1)-H,639.5358,409.3687,391.3582,247.1703
FAHFA(16:4/26:2)-H,637.5201,407.3531,389.3425,247.1703
FAHFA(16:4/26:4)-H,633.4888,403.3218,385.3112,247.1703
FAHFA(16:4/27:0)-H,655.5671,425.4,407.3894,247.1703
FAHFA(17:0/2:0)-H,327.2541,75.00877,56.9982,269.2486
FAHFA(17:0/3:0)-H,341.2697,89.02442,71.01385,269.2486
FAHFA(17:0/4:0)-H,355.2854,103.0401,85.0295,269.2486
FAHFA(17:0/5:0)-H,369.301,117.0557,99.04515,269.2486
FAHFA(17:0/6:0)-H,383.3167,131.0714,113.0608,269.2486
FAHFA(17:0/7:0)-H,397.3323,145.087,127.0764,269.2486
FAHFA(17:0/8:0)-H,411.348,159.1027,141.0921,269.2486
FAHFA(17:0/9:0)-H,425.3636,173.1183,155.1078,269.2486
FAHFA(17:0/10:0)-H,439.3793,187.134,169.1234,269.2486
FAHFA(17:0/11:0)-H,453.3949,201.1496,183.1391,269.2486
FAHFA(17:0/12:0)-H,467.4106,215.1653,197.1547,269.2486
FAHFA(17:0/13:0)-H,481.4262,229.1809,211.1703,269.2486
FAHFA(17:0/13:1)-H,479.4106,227.1653,209.1547,269.2486
FAHFA(17:0/14:0)-H,495.4419,243.1966,225.186,269.2486
FAHFA(17:0/14:1)-H,493.4262,241.1809,223.1703,269.2486
FAHFA(17:0/15:0)-H,509.4575,257.2122,239.2016,269.2486
FAHFA(17:0/15:1)-H,507.4419,255.1966,237.186,269.2486
FAHFA(17:0/16:0)-H,523.4732,271.2279,253.2173,269.2486
FAHFA(17:0/16:1)-H,521.4575,269.2122,251.2016,269.2486
FAHFA(17:0/16:2)-H,519.4419,267.1966,249.186,269.2486
FAHFA(17:0/16:3)-H,517.4262,265.1809,247.1703,269.2486
FAHFA(17:0/17:0)-H,537.4888,285.2435,267.2329,269.2486
FAHFA(17:0/17:1)-H,535.4732,283.2279,265.2173,269.2486
FAHFA(17:0/17:2)-H,533.4575,281.2122,263.2017,269.2486
FAHFA(17:0/18:0)-H,551.5045,299.2592,281.2486,269.2486
FAHFA(17:0/18:1)-H,549.4888,297.2435,279.2329,269.2486
