DGDG,[M+C2H3O2]-,[M-H]-,NL of SN1+HCOOH,NL of SN2+HCOOH,NL of SN1+HCOOH+H2O,NL of SN2+HCOOH+H2O,C15H27O13,C15H25O12,C15H23O11,SN2,SN1
DGDG(12:0_15:0)+C2H3O2,881.5474,821.5262,639.3593,597.3124,621.3488,579.3018,415.1457,397.1352,379.1246,241.2166,199.1697
DGDG(12:0_15:1)+C2H3O2,879.5317,819.5106,637.3436,597.3124,619.3331,579.3018,415.1457,397.1352,379.1246,239.201,199.1697
DGDG(12:0_16:0)+C2H3O2,895.563,835.5419,653.3749,597.3124,635.3644,579.3018,415.1457,397.1352,379.1246,255.2323,199.1697
DGDG(12:0_16:1)+C2H3O2,893.5474,833.5262,651.3593,597.3124,633.3488,579.3018,415.1457,397.1352,379.1246,253.2166,199.1697
DGDG(12:0_16:2)+C2H3O2,891.5317,831.5106,649.3436,597.3124,631.3331,579.3018,415.1457,397.1352,379.1246,251.201,199.1697
DGDG(12:0_16:3)+C2H3O2,889.5161,829.4949,647.328,597.3124,629.3174,579.3018,415.1457,397.1352,379.1246,249.1853,199.1697
DGDG(12:0_16:4)+C2H3O2,887.5004,827.4793,645.3123,597.3123,627.3018,579.3018,415.1457,397.1352,379.1246,247.1697,199.1697
DGDG(12:0_17:0)+C2H3O2,909.5787,849.5576,667.3906,597.3124,649.38,579.3018,415.1457,397.1352,379.1246,269.2479,199.1697
DGDG(12:0_17:1)+C2H3O2,907.563,847.5419,665.3749,597.3124,647.3644,579.3018,415.1457,397.1352,379.1246,267.2323,199.1697
DGDG(12:0_17:2)+C2H3O2,905.5474,845.5262,663.3593,597.3124,645.3488,579.3018,415.1457,397.1352,379.1246,265.2166,199.1697
DGDG(12:0_18:0)+C2H3O2,923.5944,863.5732,681.4063,597.3124,663.3957,579.3018,415.1457,397.1352,379.1246,283.2635,199.1697
DGDG(12:0_18:1)+C2H3O2,921.5787,861.5576,679.3906,597.3124,661.38,579.3018,415.1457,397.1352,379.1246,281.2479,199.1697
DGDG(12:0_18:2)+C2H3O2,919.563,859.5419,677.3749,597.3124,659.3644,579.3018,415.1457,397.1352,379.1246,279.2323,199.1697
DGDG(12:0_18:3)+C2H3O2,917.5474,857.5262,675.3593,597.3124,657.3488,579.3018,415.1457,397.1352,379.1246,277.2166,199.1697
DGDG(12:0_18:4)+C2H3O2,915.5317,855.5106,673.3436,597.3124,655.3331,579.3018,415.1457,397.1352,379.1246,275.201,199.1697
DGDG(12:0_18:5)+C2H3O2,913.5161,853.4949,671.328,597.3124,653.3174,579.3018,415.1457,397.1352,379.1246,273.1853,199.1697
DGDG(12:0_19:0)+C2H3O2,937.61,877.5889,695.4219,597.3124,677.4113,579.3019,415.1457,397.1352,379.1246,297.2792,199.1697
DGDG(12:0_19:1)+C2H3O2,935.5944,875.5732,693.4063,597.3124,675.3957,579.3018,415.1457,397.1352,379.1246,295.2635,199.1697
DGDG(12:0_19:2)+C2H3O2,933.5787,873.5576,691.3906,597.3124,673.38,579.3018,415.1457,397.1352,379.1246,293.2479,199.1697
DGDG(12:0_20:0)+C2H3O2,951.6256,891.6045,709.4376,597.3124,691.427,579.3019,415.1457,397.1352,379.1246,311.2948,199.1697
DGDG(12:0_20:1)+C2H3O2,949.61,889.5889,707.4219,597.3124,689.4113,579.3019,415.1457,397.1352,379.1246,309.2792,199.1697
DGDG(12:0_20:2)+C2H3O2,947.5944,887.5732,705.4063,597.3124,687.3957,579.3018,415.1457,397.1352,379.1246,307.2635,199.1697
DGDG(12:0_20:3)+C2H3O2,945.5787,885.5576,703.3906,597.3124,685.38,579.3018,415.1457,397.1352,379.1246,305.2479,199.1697
DGDG(12:0_20:4)+C2H3O2,943.563,883.5419,701.3749,597.3124,683.3644,579.3018,415.1457,397.1352,379.1246,303.2323,199.1697
DGDG(12:0_20:5)+C2H3O2,941.5474,881.5262,699.3593,597.3124,681.3488,579.3018,415.1457,397.1352,379.1246,301.2166,199.1697
DGDG(12:0_21:0)+C2H3O2,965.6413,905.6202,723.4532,597.3124,705.4426,579.3019,415.1457,397.1352,379.1246,325.3105,199.1697
DGDG(12:0_21:1)+C2H3O2,963.6256,903.6045,721.4376,597.3124,703.427,579.3019,415.1457,397.1352,379.1246,323.2948,199.1697
DGDG(12:0_21:2)+C2H3O2,961.61,901.5889,719.4219,597.3124,701.4113,579.3019,415.1457,397.1352,379.1246,321.2792,199.1697
DGDG(12:0_22:0)+C2H3O2,979.6569,919.6358,737.4688,597.3124,719.4583,579.3019,415.1457,397.1352,379.1246,339.3261,199.1697
DGDG(12:0_22:1)+C2H3O2,977.6413,917.6202,735.4532,597.3124,717.4426,579.3019,415.1457,397.1352,379.1246,337.3105,199.1697
DGDG(12:0_22:2)+C2H3O2,975.6256,915.6045,733.4376,597.3124,715.427,579.3019,415.1457,397.1352,379.1246,335.2948,199.1697
DGDG(12:0_22:3)+C2H3O2,973.61,913.5889,731.4219,597.3124,713.4113,579.3019,415.1457,397.1352,379.1246,333.2792,199.1697
DGDG(12:0_22:4)+C2H3O2,971.5944,911.5732,729.4063,597.3124,711.3957,579.3018,415.1457,397.1352,379.1246,331.2635,199.1697
DGDG(12:0_22:5)+C2H3O2,969.5787,909.5576,727.3906,597.3124,709.38,579.3018,415.1457,397.1352,379.1246,329.2479,199.1697
DGDG(12:0_22:6)+C2H3O2,967.563,907.5419,725.3749,597.3124,707.3644,579.3018,415.1457,397.1352,379.1246,327.2323,199.1697
DGDG(12:0_23:0)+C2H3O2,993.6726,933.6514,751.4845,597.3124,733.4739,579.3019,415.1457,397.1352,379.1246,353.3417,199.1697
DGDG(12:0_24:0)+C2H3O2,1007.688,947.6671,765.5001,597.3124,747.4896,579.3019,415.1457,397.1352,379.1246,367.3574,199.1697
DGDG(12:0_24:1)+C2H3O2,1005.673,945.6514,763.4845,597.3124,745.4739,579.3019,415.1457,397.1352,379.1246,365.3417,199.1697
DGDG(12:0_24:2)+C2H3O2,1003.657,943.6358,761.4688,597.3124,743.4583,579.3019,415.1457,397.1352,379.1246,363.3261,199.1697
DGDG(12:0_24:4)+C2H3O2,999.6256,939.6045,757.4376,597.3124,739.427,579.3019,415.1457,397.1352,379.1246,359.2948,199.1697
DGDG(12:0_25:0)+C2H3O2,1021.704,961.6827,779.5158,597.3125,761.5052,579.3019,415.1457,397.1352,379.1246,381.373,199.1697
DGDG(12:0_26:0)+C2H3O2,1035.719,975.6984,793.5314,597.3125,775.5209,579.3019,415.1457,397.1352,379.1246,395.3887,199.1697
DGDG(12:0_26:1)+C2H3O2,1033.704,973.6827,791.5158,597.3125,773.5052,579.3019,415.1457,397.1352,379.1246,393.373,199.1697
DGDG(12:0_26:2)+C2H3O2,1031.688,971.6671,789.5001,597.3124,771.4896,579.3019,415.1457,397.1352,379.1246,391.3574,199.1697
DGDG(12:0_26:4)+C2H3O2,1027.657,967.6358,785.4688,597.3124,767.4583,579.3019,415.1457,397.1352,379.1246,387.3261,199.1697
DGDG(12:0_27:0)+C2H3O2,1049.735,989.7141,807.5471,597.3125,789.5366,579.3019,415.1457,397.1352,379.1246,409.4043,199.1697
DGDG(13:0_13:0)+C2H3O2,867.5317,807.5106,611.328,611.328,593.3174,593.3174,415.1457,397.1352,379.1246,213.1853,213.1853
DGDG(13:0_13:1)+C2H3O2,865.5161,805.4949,609.3124,611.328,591.3018,593.3174,415.1457,397.1352,379.1246,211.1697,213.1853
DGDG(13:0_14:0)+C2H3O2,881.5474,821.5262,625.3436,611.328,607.3331,593.3174,415.1457,397.1352,379.1246,227.201,213.1853
DGDG(13:0_14:1)+C2H3O2,879.5317,819.5106,623.328,611.328,605.3174,593.3174,415.1457,397.1352,379.1246,225.1853,213.1853
DGDG(13:0_15:0)+C2H3O2,895.563,835.5419,639.3593,611.328,621.3488,593.3174,415.1457,397.1352,379.1246,241.2166,213.1853
DGDG(13:0_15:1)+C2H3O2,893.5474,833.5262,637.3436,611.328,619.3331,593.3174,415.1457,397.1352,379.1246,239.201,213.1853
DGDG(13:0_16:0)+C2H3O2,909.5787,849.5576,653.3749,611.328,635.3644,593.3174,415.1457,397.1352,379.1246,255.2323,213.1853
DGDG(13:0_16:1)+C2H3O2,907.563,847.5419,651.3593,611.328,633.3488,593.3174,415.1457,397.1352,379.1246,253.2166,213.1853
DGDG(13:0_16:2)+C2H3O2,905.5474,845.5262,649.3436,611.328,631.3331,593.3174,415.1457,397.1352,379.1246,251.201,213.1853
DGDG(13:0_16:3)+C2H3O2,903.5317,843.5106,647.328,611.328,629.3174,593.3174,415.1457,397.1352,379.1246,249.1853,213.1853
DGDG(13:0_16:4)+C2H3O2,901.5161,841.4949,645.3124,611.328,627.3018,593.3174,415.1457,397.1352,379.1246,247.1697,213.1853
DGDG(13:0_17:0)+C2H3O2,923.5944,863.5732,667.3906,611.3281,649.3801,593.3175,415.1457,397.1352,379.1246,269.2479,213.1853
DGDG(13:0_17:1)+C2H3O2,921.5787,861.5576,665.3749,611.328,647.3644,593.3174,415.1457,397.1352,379.1246,267.2323,213.1853
DGDG(13:0_17:2)+C2H3O2,919.563,859.5419,663.3593,611.328,645.3488,593.3174,415.1457,397.1352,379.1246,265.2166,213.1853
DGDG(13:0_18:0)+C2H3O2,937.61,877.5889,681.4063,611.3281,663.3957,593.3175,415.1457,397.1352,379.1246,283.2635,213.1853
DGDG(13:0_18:1)+C2H3O2,935.5944,875.5732,679.3906,611.3281,661.3801,593.3175,415.1457,397.1352,379.1246,281.2479,213.1853
DGDG(13:0_18:2)+C2H3O2,933.5787,873.5576,677.3749,611.328,659.3644,593.3174,415.1457,397.1352,379.1246,279.2323,213.1853
DGDG(13:0_18:3)+C2H3O2,931.563,871.5419,675.3593,611.328,657.3488,593.3174,415.1457,397.1352,379.1246,277.2166,213.1853
DGDG(13:0_18:4)+C2H3O2,929.5474,869.5262,673.3436,611.328,655.3331,593.3174,415.1457,397.1352,379.1246,275.201,213.1853
DGDG(13:0_18:5)+C2H3O2,927.5317,867.5106,671.328,611.328,653.3174,593.3174,415.1457,397.1352,379.1246,273.1853,213.1853
DGDG(13:0_19:0)+C2H3O2,951.6256,891.6045,695.4219,611.3281,677.4113,593.3175,415.1457,397.1352,379.1246,297.2792,213.1853
DGDG(13:0_19:1)+C2H3O2,949.61,889.5889,693.4063,611.3281,675.3957,593.3175,415.1457,397.1352,379.1246,295.2635,213.1853
DGDG(13:0_19:2)+C2H3O2,947.5944,887.5732,691.3906,611.3281,673.3801,593.3175,415.1457,397.1352,379.1246,293.2479,213.1853
DGDG(13:0_20:0)+C2H3O2,965.6413,905.6202,709.4376,611.3281,691.427,593.3175,415.1457,397.1352,379.1246,311.2948,213.1853
DGDG(13:0_20:1)+C2H3O2,963.6256,903.6045,707.4219,611.3281,689.4113,593.3175,415.1457,397.1352,379.1246,309.2792,213.1853
DGDG(13:0_20:2)+C2H3O2,961.61,901.5889,705.4063,611.3281,687.3957,593.3175,415.1457,397.1352,379.1246,307.2635,213.1853
DGDG(13:0_20:3)+C2H3O2,959.5944,899.5732,703.3906,611.3281,685.3801,593.3175,415.1457,397.1352,379.1246,305.2479,213.1853
DGDG(13:0_20:4)+C2H3O2,957.5787,897.5576,701.3749,611.328,683.3644,593.3174,415.1457,397.1352,379.1246,303.2323,213.1853
DGDG(13:0_20:5)+C2H3O2,955.563,895.5419,699.3593,611.328,681.3488,593.3174,415.1457,397.1352,379.1246,301.2166,213.1853
DGDG(13:0_21:0)+C2H3O2,979.6569,919.6358,723.4532,611.3281,705.4426,593.3175,415.1457,397.1352,379.1246,325.3105,213.1853
DGDG(13:0_21:1)+C2H3O2,977.6413,917.6202,721.4376,611.3281,703.427,593.3175,415.1457,397.1352,379.1246,323.2948,213.1853
DGDG(13:0_21:2)+C2H3O2,975.6256,915.6045,719.4219,611.3281,701.4113,593.3175,415.1457,397.1352,379.1246,321.2792,213.1853
DGDG(13:0_22:0)+C2H3O2,993.6726,933.6514,737.4689,611.3281,719.4583,593.3175,415.1457,397.1352,379.1246,339.3261,213.1853
DGDG(13:0_22:1)+C2H3O2,991.6569,931.6358,735.4532,611.3281,717.4426,593.3175,415.1457,397.1352,379.1246,337.3105,213.1853
DGDG(13:0_22:2)+C2H3O2,989.6413,929.6202,733.4376,611.3281,715.427,593.3175,415.1457,397.1352,379.1246,335.2948,213.1853
DGDG(13:0_22:3)+C2H3O2,987.6256,927.6045,731.4219,611.3281,713.4113,593.3175,415.1457,397.1352,379.1246,333.2792,213.1853
DGDG(13:0_22:4)+C2H3O2,985.61,925.5889,729.4063,611.3281,711.3957,593.3175,415.1457,397.1352,379.1246,331.2635,213.1853
DGDG(13:0_22:5)+C2H3O2,983.5944,923.5732,727.3906,611.3281,709.3801,593.3175,415.1457,397.1352,379.1246,329.2479,213.1853
DGDG(13:0_22:6)+C2H3O2,981.5787,921.5576,725.3749,611.328,707.3644,593.3174,415.1457,397.1352,379.1246,327.2323,213.1853
DGDG(13:0_23:0)+C2H3O2,1007.688,947.6671,751.4845,611.3281,733.4739,593.3176,415.1457,397.1352,379.1246,353.3417,213.1853
DGDG(13:0_24:0)+C2H3O2,1021.704,961.6827,765.5001,611.3281,747.4896,593.3176,415.1457,397.1352,379.1246,367.3574,213.1853
DGDG(13:0_24:1)+C2H3O2,1019.688,959.6671,763.4845,611.3281,745.4739,593.3176,415.1457,397.1352,379.1246,365.3417,213.1853
DGDG(13:0_24:2)+C2H3O2,1017.673,957.6514,761.4689,611.3281,743.4583,593.3175,415.1457,397.1352,379.1246,363.3261,213.1853
DGDG(13:0_24:4)+C2H3O2,1013.641,953.6202,757.4376,611.3281,739.427,593.3175,415.1457,397.1352,379.1246,359.2948,213.1853
DGDG(13:0_25:0)+C2H3O2,1035.719,975.6984,779.5158,611.3281,761.5052,593.3176,415.1457,397.1352,379.1246,381.373,213.1853
DGDG(13:0_26:0)+C2H3O2,1049.735,989.7141,793.5314,611.3281,775.5209,593.3176,415.1457,397.1352,379.1246,395.3887,213.1853
DGDG(13:0_26:1)+C2H3O2,1047.719,987.6984,791.5158,611.3281,773.5052,593.3176,415.1457,397.1352,379.1246,393.373,213.1853
DGDG(13:0_26:2)+C2H3O2,1045.704,985.6827,789.5001,611.3281,771.4896,593.3176,415.1457,397.1352,379.1246,391.3574,213.1853
DGDG(13:0_26:4)+C2H3O2,1041.673,981.6514,785.4689,611.3281,767.4583,593.3175,415.1457,397.1352,379.1246,387.3261,213.1853
DGDG(13:0_27:0)+C2H3O2,1063.751,1003.73,807.5471,611.3281,789.5366,593.3176,415.1457,397.1352,379.1246,409.4043,213.1853
DGDG(13:1_13:1)+C2H3O2,863.5004,803.4793,609.3123,609.3123,591.3018,591.3018,415.1457,397.1352,379.1246,211.1697,211.1697
DGDG(14:0_13:1)+C2H3O2,879.5317,819.5106,609.3124,625.3436,591.3018,607.3331,415.1457,397.1352,379.1246,211.1697,227.201
DGDG(13:1_14:1)+C2H3O2,877.5161,817.4949,623.328,609.3124,605.3174,591.3018,415.1457,397.1352,379.1246,225.1853,211.1697
DGDG(15:0_13:1)+C2H3O2,893.5474,833.5262,609.3124,639.3593,591.3018,621.3488,415.1457,397.1352,379.1246,211.1697,241.2166
DGDG(13:1_15:1)+C2H3O2,891.5317,831.5106,637.3436,609.3124,619.3331,591.3018,415.1457,397.1352,379.1246,239.201,211.1697
DGDG(16:0_13:1)+C2H3O2,907.563,847.5419,609.3124,653.3749,591.3018,635.3644,415.1457,397.1352,379.1246,211.1697,255.2323
DGDG(13:1_16:1)+C2H3O2,905.5474,845.5262,651.3593,609.3124,633.3488,591.3018,415.1457,397.1352,379.1246,253.2166,211.1697
DGDG(13:1_16:2)+C2H3O2,903.5317,843.5106,649.3436,609.3124,631.3331,591.3018,415.1457,397.1352,379.1246,251.201,211.1697
DGDG(13:1_16:3)+C2H3O2,901.5161,841.4949,647.328,609.3124,629.3174,591.3018,415.1457,397.1352,379.1246,249.1853,211.1697
DGDG(13:1_16:4)+C2H3O2,899.5004,839.4793,645.3123,609.3123,627.3018,591.3018,415.1457,397.1352,379.1246,247.1697,211.1697
DGDG(17:0_13:1)+C2H3O2,921.5787,861.5576,609.3124,667.3906,591.3018,649.38,415.1457,397.1352,379.1246,211.1697,269.2479
DGDG(13:1_17:1)+C2H3O2,919.563,859.5419,665.3749,609.3124,647.3644,591.3018,415.1457,397.1352,379.1246,267.2323,211.1697
DGDG(13:1_17:2)+C2H3O2,917.5474,857.5262,663.3593,609.3124,645.3488,591.3018,415.1457,397.1352,379.1246,265.2166,211.1697
DGDG(18:0_13:1)+C2H3O2,935.5944,875.5732,609.3124,681.4063,591.3018,663.3957,415.1457,397.1352,379.1246,211.1697,283.2635
DGDG(13:1_18:1)+C2H3O2,933.5787,873.5576,679.3906,609.3124,661.38,591.3018,415.1457,397.1352,379.1246,281.2479,211.1697
DGDG(13:1_18:2)+C2H3O2,931.563,871.5419,677.3749,609.3124,659.3644,591.3018,415.1457,397.1352,379.1246,279.2323,211.1697
DGDG(13:1_18:3)+C2H3O2,929.5474,869.5262,675.3593,609.3124,657.3488,591.3018,415.1457,397.1352,379.1246,277.2166,211.1697
DGDG(13:1_18:4)+C2H3O2,927.5317,867.5106,673.3436,609.3124,655.3331,591.3018,415.1457,397.1352,379.1246,275.201,211.1697
DGDG(13:1_18:5)+C2H3O2,925.5161,865.4949,671.328,609.3124,653.3174,591.3018,415.1457,397.1352,379.1246,273.1853,211.1697
DGDG(19:0_13:1)+C2H3O2,949.61,889.5889,609.3124,695.4219,591.3019,677.4113,415.1457,397.1352,379.1246,211.1697,297.2792
DGDG(13:1_19:1)+C2H3O2,947.5944,887.5732,693.4063,609.3124,675.3957,591.3018,415.1457,397.1352,379.1246,295.2635,211.1697
DGDG(13:1_19:2)+C2H3O2,945.5787,885.5576,691.3906,609.3124,673.38,591.3018,415.1457,397.1352,379.1246,293.2479,211.1697
DGDG(20:0_13:1)+C2H3O2,963.6256,903.6045,609.3124,709.4376,591.3019,691.427,415.1457,397.1352,379.1246,211.1697,311.2948
DGDG(13:1_20:1)+C2H3O2,961.61,901.5889,707.4219,609.3124,689.4113,591.3019,415.1457,397.1352,379.1246,309.2792,211.1697
DGDG(13:1_20:2)+C2H3O2,959.5944,899.5732,705.4063,609.3124,687.3957,591.3018,415.1457,397.1352,379.1246,307.2635,211.1697
DGDG(13:1_20:3)+C2H3O2,957.5787,897.5576,703.3906,609.3124,685.38,591.3018,415.1457,397.1352,379.1246,305.2479,211.1697
DGDG(13:1_20:4)+C2H3O2,955.563,895.5419,701.3749,609.3124,683.3644,591.3018,415.1457,397.1352,379.1246,303.2323,211.1697
DGDG(13:1_20:5)+C2H3O2,953.5474,893.5262,699.3593,609.3124,681.3488,591.3018,415.1457,397.1352,379.1246,301.2166,211.1697
DGDG(21:0_13:1)+C2H3O2,977.6413,917.6202,609.3124,723.4532,591.3019,705.4426,415.1457,397.1352,379.1246,211.1697,325.3105
DGDG(13:1_21:1)+C2H3O2,975.6256,915.6045,721.4376,609.3124,703.427,591.3019,415.1457,397.1352,379.1246,323.2948,211.1697
DGDG(13:1_21:2)+C2H3O2,973.61,913.5889,719.4219,609.3124,701.4113,591.3019,415.1457,397.1352,379.1246,321.2792,211.1697
DGDG(22:0_13:1)+C2H3O2,991.6569,931.6358,609.3124,737.4688,591.3019,719.4583,415.1457,397.1352,379.1246,211.1697,339.3261
DGDG(13:1_22:1)+C2H3O2,989.6413,929.6202,735.4532,609.3124,717.4426,591.3019,415.1457,397.1352,379.1246,337.3105,211.1697
DGDG(13:1_22:2)+C2H3O2,987.6256,927.6045,733.4376,609.3124,715.427,591.3019,415.1457,397.1352,379.1246,335.2948,211.1697
DGDG(13:1_22:3)+C2H3O2,985.61,925.5889,731.4219,609.3124,713.4113,591.3019,415.1457,397.1352,379.1246,333.2792,211.1697
DGDG(13:1_22:4)+C2H3O2,983.5944,923.5732,729.4063,609.3124,711.3957,591.3018,415.1457,397.1352,379.1246,331.2635,211.1697
DGDG(13:1_22:5)+C2H3O2,981.5787,921.5576,727.3906,609.3124,709.38,591.3018,415.1457,397.1352,379.1246,329.2479,211.1697
DGDG(13:1_22:6)+C2H3O2,979.563,919.5419,725.3749,609.3124,707.3644,591.3018,415.1457,397.1352,379.1246,327.2323,211.1697
DGDG(23:0_13:1)+C2H3O2,1005.673,945.6514,609.3124,751.4845,591.3019,733.4739,415.1457,397.1352,379.1246,211.1697,353.3417
DGDG(24:0_13:1)+C2H3O2,1019.688,959.6671,609.3124,765.5001,591.3019,747.4896,415.1457,397.1352,379.1246,211.1697,367.3574
DGDG(13:1_24:1)+C2H3O2,1017.673,957.6514,763.4845,609.3124,745.4739,591.3019,415.1457,397.1352,379.1246,365.3417,211.1697
DGDG(13:1_24:2)+C2H3O2,1015.657,955.6358,761.4688,609.3124,743.4583,591.3019,415.1457,397.1352,379.1246,363.3261,211.1697
DGDG(13:1_24:4)+C2H3O2,1011.626,951.6045,757.4376,609.3124,739.427,591.3019,415.1457,397.1352,379.1246,359.2948,211.1697
DGDG(25:0_13:1)+C2H3O2,1033.704,973.6827,609.3125,779.5158,591.3019,761.5052,415.1457,397.1352,379.1246,211.1697,381.373
DGDG(26:0_13:1)+C2H3O2,1047.719,987.6984,609.3125,793.5314,591.3019,775.5209,415.1457,397.1352,379.1246,211.1697,395.3887
DGDG(13:1_26:1)+C2H3O2,1045.704,985.6827,791.5158,609.3125,773.5052,591.3019,415.1457,397.1352,379.1246,393.373,211.1697
DGDG(13:1_26:2)+C2H3O2,1043.688,983.6671,789.5001,609.3124,771.4896,591.3019,415.1457,397.1352,379.1246,391.3574,211.1697
DGDG(13:1_26:4)+C2H3O2,1039.657,979.6358,785.4688,609.3124,767.4583,591.3019,415.1457,397.1352,379.1246,387.3261,211.1697
DGDG(27:0_13:1)+C2H3O2,1061.735,1001.714,609.3125,807.5471,591.3019,789.5366,415.1457,397.1352,379.1246,211.1697,409.4043
DGDG(14:0_14:0)+C2H3O2,895.563,835.5419,625.3437,625.3437,607.3331,607.3331,415.1457,397.1352,379.1246,227.201,227.201
DGDG(14:0_14:1)+C2H3O2,893.5474,833.5262,623.328,625.3436,605.3174,607.3331,415.1457,397.1352,379.1246,225.1853,227.201
DGDG(14:0_15:0)+C2H3O2,909.5787,849.5576,639.3593,625.3437,621.3488,607.3331,415.1457,397.1352,379.1246,241.2166,227.201
DGDG(14:0_15:1)+C2H3O2,907.563,847.5419,637.3437,625.3437,619.3331,607.3331,415.1457,397.1352,379.1246,239.201,227.201
DGDG(14:0_16:0)+C2H3O2,923.5944,863.5732,653.3749,625.3437,635.3644,607.3331,415.1457,397.1352,379.1246,255.2323,227.201
DGDG(14:0_16:1)+C2H3O2,921.5787,861.5576,651.3593,625.3437,633.3488,607.3331,415.1457,397.1352,379.1246,253.2166,227.201
DGDG(14:0_16:2)+C2H3O2,919.563,859.5419,649.3437,625.3437,631.3331,607.3331,415.1457,397.1352,379.1246,251.201,227.201
DGDG(14:0_16:3)+C2H3O2,917.5474,857.5262,647.328,625.3436,629.3174,607.3331,415.1457,397.1352,379.1246,249.1853,227.201
DGDG(14:0_16:4)+C2H3O2,915.5317,855.5106,645.3124,625.3436,627.3018,607.3331,415.1457,397.1352,379.1246,247.1697,227.201
DGDG(14:0_17:0)+C2H3O2,937.61,877.5889,667.3906,625.3437,649.3801,607.3331,415.1457,397.1352,379.1246,269.2479,227.201
DGDG(14:0_17:1)+C2H3O2,935.5944,875.5732,665.3749,625.3437,647.3644,607.3331,415.1457,397.1352,379.1246,267.2323,227.201
DGDG(14:0_17:2)+C2H3O2,933.5787,873.5576,663.3593,625.3437,645.3488,607.3331,415.1457,397.1352,379.1246,265.2166,227.201
DGDG(14:0_18:0)+C2H3O2,951.6256,891.6045,681.4063,625.3437,663.3957,607.3331,415.1457,397.1352,379.1246,283.2635,227.201
DGDG(14:0_18:1)+C2H3O2,949.61,889.5889,679.3906,625.3437,661.3801,607.3331,415.1457,397.1352,379.1246,281.2479,227.201
DGDG(14:0_18:2)+C2H3O2,947.5944,887.5732,677.3749,625.3437,659.3644,607.3331,415.1457,397.1352,379.1246,279.2323,227.201
DGDG(14:0_18:3)+C2H3O2,945.5787,885.5576,675.3593,625.3437,657.3488,607.3331,415.1457,397.1352,379.1246,277.2166,227.201
DGDG(14:0_18:4)+C2H3O2,943.563,883.5419,673.3437,625.3437,655.3331,607.3331,415.1457,397.1352,379.1246,275.201,227.201
DGDG(14:0_18:5)+C2H3O2,941.5474,881.5262,671.328,625.3436,653.3174,607.3331,415.1457,397.1352,379.1246,273.1853,227.201
DGDG(14:0_19:0)+C2H3O2,965.6413,905.6202,695.4219,625.3437,677.4114,607.3331,415.1457,397.1352,379.1246,297.2792,227.201
DGDG(14:0_19:1)+C2H3O2,963.6256,903.6045,693.4063,625.3437,675.3957,607.3331,415.1457,397.1352,379.1246,295.2635,227.201
DGDG(14:0_19:2)+C2H3O2,961.61,901.5889,691.3906,625.3437,673.3801,607.3331,415.1457,397.1352,379.1246,293.2479,227.201
DGDG(14:0_20:0)+C2H3O2,979.6569,919.6358,709.4376,625.3438,691.427,607.3331,415.1457,397.1352,379.1246,311.2948,227.201
DGDG(14:0_20:1)+C2H3O2,977.6413,917.6202,707.4219,625.3437,689.4114,607.3331,415.1457,397.1352,379.1246,309.2792,227.201
DGDG(14:0_20:2)+C2H3O2,975.6256,915.6045,705.4063,625.3437,687.3957,607.3331,415.1457,397.1352,379.1246,307.2635,227.201
DGDG(14:0_20:3)+C2H3O2,973.61,913.5889,703.3906,625.3437,685.3801,607.3331,415.1457,397.1352,379.1246,305.2479,227.201
DGDG(14:0_20:4)+C2H3O2,971.5944,911.5732,701.3749,625.3437,683.3644,607.3331,415.1457,397.1352,379.1246,303.2323,227.201
DGDG(14:0_20:5)+C2H3O2,969.5787,909.5576,699.3593,625.3437,681.3488,607.3331,415.1457,397.1352,379.1246,301.2166,227.201
DGDG(14:0_21:0)+C2H3O2,993.6726,933.6514,723.4532,625.3438,705.4426,607.3332,415.1457,397.1352,379.1246,325.3105,227.201
DGDG(14:0_21:1)+C2H3O2,991.6569,931.6358,721.4376,625.3438,703.427,607.3331,415.1457,397.1352,379.1246,323.2948,227.201
DGDG(14:0_21:2)+C2H3O2,989.6413,929.6202,719.4219,625.3437,701.4114,607.3331,415.1457,397.1352,379.1246,321.2792,227.201
DGDG(14:0_22:0)+C2H3O2,1007.688,947.6671,737.4689,625.3438,719.4583,607.3332,415.1457,397.1352,379.1246,339.3261,227.201
DGDG(14:0_22:1)+C2H3O2,1005.673,945.6514,735.4532,625.3438,717.4426,607.3332,415.1457,397.1352,379.1246,337.3105,227.201
DGDG(14:0_22:2)+C2H3O2,1003.657,943.6358,733.4376,625.3438,715.427,607.3331,415.1457,397.1352,379.1246,335.2948,227.201
DGDG(14:0_22:3)+C2H3O2,1001.641,941.6202,731.4219,625.3437,713.4114,607.3331,415.1457,397.1352,379.1246,333.2792,227.201
DGDG(14:0_22:4)+C2H3O2,999.6256,939.6045,729.4063,625.3437,711.3957,607.3331,415.1457,397.1352,379.1246,331.2635,227.201
DGDG(14:0_22:5)+C2H3O2,997.61,937.5889,727.3906,625.3437,709.3801,607.3331,415.1457,397.1352,379.1246,329.2479,227.201
DGDG(14:0_22:6)+C2H3O2,995.5944,935.5732,725.3749,625.3437,707.3644,607.3331,415.1457,397.1352,379.1246,327.2323,227.201
DGDG(14:0_23:0)+C2H3O2,1021.704,961.6827,751.4845,625.3438,733.4739,607.3332,415.1457,397.1352,379.1246,353.3417,227.201
DGDG(14:0_24:0)+C2H3O2,1035.719,975.6984,765.5002,625.3438,747.4896,607.3332,415.1457,397.1352,379.1246,367.3574,227.201
