DGDG,[M+C2H3O2]-,[M-H]-,NL of SN1+HCOOH,NL of SN2+HCOOH,NL of SN1+HCOOH+H2O,NL of SN2+HCOOH+H2O,C15H27O13,C15H25O12,C15H23O11,SN2,SN1
DGDG(24:0_18:5)+C2H3O2,1081.704,1021.683,671.3281,765.5001,653.3176,747.4896,415.1457,397.1352,379.1246,273.1853,367.3574
DGDG(24:1_18:5)+C2H3O2,1079.688,1019.667,671.3281,763.4845,653.3176,745.4739,415.1457,397.1352,379.1246,273.1853,365.3417
DGDG(24:2_18:5)+C2H3O2,1077.673,1017.651,671.3281,761.4689,653.3175,743.4583,415.1457,397.1352,379.1246,273.1853,363.3261
DGDG(24:4_18:5)+C2H3O2,1073.641,1013.62,671.3281,757.4376,653.3175,739.427,415.1457,397.1352,379.1246,273.1853,359.2948
DGDG(25:0_18:5)+C2H3O2,1095.719,1035.698,671.3281,779.5158,653.3176,761.5052,415.1457,397.1352,379.1246,273.1853,381.373
DGDG(26:0_18:5)+C2H3O2,1109.735,1049.714,671.3281,793.5314,653.3176,775.5209,415.1457,397.1352,379.1246,273.1853,395.3887
DGDG(26:1_18:5)+C2H3O2,1107.719,1047.698,671.3281,791.5158,653.3176,773.5052,415.1457,397.1352,379.1246,273.1853,393.373
DGDG(26:2_18:5)+C2H3O2,1105.704,1045.683,671.3281,789.5001,653.3176,771.4896,415.1457,397.1352,379.1246,273.1853,391.3574
DGDG(26:4_18:5)+C2H3O2,1101.673,1041.651,671.3281,785.4689,653.3175,767.4583,415.1457,397.1352,379.1246,273.1853,387.3261
DGDG(27:0_18:5)+C2H3O2,1123.751,1063.73,671.3281,807.5471,653.3176,789.5366,415.1457,397.1352,379.1246,273.1853,409.4043
DGDG(19:0_19:0)+C2H3O2,1035.719,975.6984,695.4219,695.4219,677.4114,677.4114,415.1457,397.1352,379.1246,297.2792,297.2792
DGDG(19:0_19:1)+C2H3O2,1033.704,973.6827,693.4063,695.4219,675.3958,677.4114,415.1457,397.1352,379.1246,295.2635,297.2792
DGDG(19:0_19:2)+C2H3O2,1031.688,971.6671,691.3907,695.4219,673.3801,677.4114,415.1457,397.1352,379.1246,293.2479,297.2792
DGDG(19:0_20:0)+C2H3O2,1049.735,989.7141,709.4376,695.422,691.4271,677.4114,415.1457,397.1352,379.1246,311.2948,297.2792
DGDG(19:0_20:1)+C2H3O2,1047.719,987.6984,707.4219,695.4219,689.4114,677.4114,415.1457,397.1352,379.1246,309.2792,297.2792
DGDG(19:0_20:2)+C2H3O2,1045.704,985.6827,705.4063,695.4219,687.3958,677.4114,415.1457,397.1352,379.1246,307.2635,297.2792
DGDG(19:0_20:3)+C2H3O2,1043.688,983.6671,703.3907,695.4219,685.3801,677.4114,415.1457,397.1352,379.1246,305.2479,297.2792
DGDG(19:0_20:4)+C2H3O2,1041.673,981.6514,701.375,695.4219,683.3644,677.4114,415.1457,397.1352,379.1246,303.2323,297.2792
DGDG(19:0_20:5)+C2H3O2,1039.657,979.6358,699.3594,695.4219,681.3488,677.4114,415.1457,397.1352,379.1246,301.2166,297.2792
DGDG(19:0_21:0)+C2H3O2,1063.751,1003.73,723.4532,695.422,705.4427,677.4114,415.1457,397.1352,379.1246,325.3105,297.2792
DGDG(19:0_21:1)+C2H3O2,1061.735,1001.714,721.4376,695.422,703.4271,677.4114,415.1457,397.1352,379.1246,323.2948,297.2792
DGDG(19:0_21:2)+C2H3O2,1059.719,999.6984,719.4219,695.4219,701.4114,677.4114,415.1457,397.1352,379.1246,321.2792,297.2792
DGDG(19:0_22:0)+C2H3O2,1077.766,1017.745,737.4689,695.422,719.4584,677.4114,415.1457,397.1352,379.1246,339.3261,297.2792
DGDG(19:0_22:1)+C2H3O2,1075.751,1015.73,735.4532,695.422,717.4427,677.4114,415.1457,397.1352,379.1246,337.3105,297.2792
DGDG(19:0_22:2)+C2H3O2,1073.735,1013.714,733.4376,695.422,715.4271,677.4114,415.1457,397.1352,379.1246,335.2948,297.2792
DGDG(19:0_22:3)+C2H3O2,1071.719,1011.698,731.4219,695.4219,713.4114,677.4114,415.1457,397.1352,379.1246,333.2792,297.2792
DGDG(19:0_22:4)+C2H3O2,1069.704,1009.683,729.4063,695.4219,711.3958,677.4114,415.1457,397.1352,379.1246,331.2635,297.2792
DGDG(19:0_22:5)+C2H3O2,1067.688,1007.667,727.3907,695.4219,709.3801,677.4114,415.1457,397.1352,379.1246,329.2479,297.2792
DGDG(19:0_22:6)+C2H3O2,1065.673,1005.651,725.375,695.4219,707.3644,677.4114,415.1457,397.1352,379.1246,327.2323,297.2792
DGDG(19:0_23:0)+C2H3O2,1091.782,1031.761,751.4846,695.422,733.474,677.4114,415.1457,397.1352,379.1246,353.3417,297.2792
DGDG(19:0_24:0)+C2H3O2,1105.798,1045.777,765.5002,695.422,747.4896,677.4114,415.1457,397.1352,379.1246,367.3574,297.2792
DGDG(19:0_24:1)+C2H3O2,1103.782,1043.761,763.4846,695.422,745.474,677.4114,415.1457,397.1352,379.1246,365.3417,297.2792
DGDG(19:0_24:2)+C2H3O2,1101.766,1041.745,761.4689,695.422,743.4584,677.4114,415.1457,397.1352,379.1246,363.3261,297.2792
DGDG(19:0_24:4)+C2H3O2,1097.735,1037.714,757.4376,695.422,739.4271,677.4114,415.1457,397.1352,379.1246,359.2948,297.2792
DGDG(19:0_25:0)+C2H3O2,1119.813,1059.792,779.5159,695.422,761.5053,677.4114,415.1457,397.1352,379.1246,381.373,297.2792
DGDG(19:0_26:0)+C2H3O2,1133.829,1073.808,793.5315,695.4221,775.5209,677.4115,415.1457,397.1352,379.1246,395.3887,297.2792
DGDG(19:0_26:1)+C2H3O2,1131.813,1071.792,791.5159,695.422,773.5053,677.4114,415.1457,397.1352,379.1246,393.373,297.2792
DGDG(19:0_26:2)+C2H3O2,1129.798,1069.777,789.5002,695.422,771.4896,677.4114,415.1457,397.1352,379.1246,391.3574,297.2792
DGDG(19:0_26:4)+C2H3O2,1125.766,1065.745,785.4689,695.422,767.4584,677.4114,415.1457,397.1352,379.1246,387.3261,297.2792
DGDG(19:0_27:0)+C2H3O2,1147.845,1087.824,807.5472,695.4221,789.5366,677.4115,415.1457,397.1352,379.1246,409.4043,297.2792
DGDG(19:1_19:1)+C2H3O2,1031.688,971.6671,693.4063,693.4063,675.3958,675.3958,415.1457,397.1352,379.1246,295.2635,295.2635
DGDG(19:1_19:2)+C2H3O2,1029.673,969.6514,691.3906,693.4063,673.3801,675.3958,415.1457,397.1352,379.1246,293.2479,295.2635
DGDG(20:0_19:1)+C2H3O2,1047.719,987.6984,693.4063,709.4376,675.3958,691.4271,415.1457,397.1352,379.1246,295.2635,311.2948
DGDG(19:1_20:1)+C2H3O2,1045.704,985.6827,707.4219,693.4063,689.4114,675.3958,415.1457,397.1352,379.1246,309.2792,295.2635
DGDG(19:1_20:2)+C2H3O2,1043.688,983.6671,705.4063,693.4063,687.3958,675.3958,415.1457,397.1352,379.1246,307.2635,295.2635
DGDG(19:1_20:3)+C2H3O2,1041.673,981.6514,703.3906,693.4063,685.3801,675.3958,415.1457,397.1352,379.1246,305.2479,295.2635
DGDG(19:1_20:4)+C2H3O2,1039.657,979.6358,701.375,693.4063,683.3644,675.3957,415.1457,397.1352,379.1246,303.2323,295.2635
DGDG(19:1_20:5)+C2H3O2,1037.641,977.6202,699.3594,693.4063,681.3488,675.3957,415.1457,397.1352,379.1246,301.2166,295.2635
DGDG(21:0_19:1)+C2H3O2,1061.735,1001.714,693.4063,723.4532,675.3958,705.4427,415.1457,397.1352,379.1246,295.2635,325.3105
DGDG(19:1_21:1)+C2H3O2,1059.719,999.6984,721.4376,693.4063,703.4271,675.3958,415.1457,397.1352,379.1246,323.2948,295.2635
DGDG(19:1_21:2)+C2H3O2,1057.704,997.6827,719.4219,693.4063,701.4114,675.3958,415.1457,397.1352,379.1246,321.2792,295.2635
DGDG(22:0_19:1)+C2H3O2,1075.751,1015.73,693.4063,737.4689,675.3958,719.4583,415.1457,397.1352,379.1246,295.2635,339.3261
DGDG(19:1_22:1)+C2H3O2,1073.735,1013.714,735.4532,693.4063,717.4427,675.3958,415.1457,397.1352,379.1246,337.3105,295.2635
DGDG(19:1_22:2)+C2H3O2,1071.719,1011.698,733.4376,693.4063,715.4271,675.3958,415.1457,397.1352,379.1246,335.2948,295.2635
DGDG(19:1_22:3)+C2H3O2,1069.704,1009.683,731.4219,693.4063,713.4114,675.3958,415.1457,397.1352,379.1246,333.2792,295.2635
DGDG(19:1_22:4)+C2H3O2,1067.688,1007.667,729.4063,693.4063,711.3958,675.3958,415.1457,397.1352,379.1246,331.2635,295.2635
DGDG(19:1_22:5)+C2H3O2,1065.673,1005.651,727.3906,693.4063,709.3801,675.3958,415.1457,397.1352,379.1246,329.2479,295.2635
DGDG(19:1_22:6)+C2H3O2,1063.657,1003.636,725.375,693.4063,707.3644,675.3957,415.1457,397.1352,379.1246,327.2323,295.2635
DGDG(23:0_19:1)+C2H3O2,1089.766,1029.745,693.4064,751.4846,675.3958,733.474,415.1457,397.1352,379.1246,295.2635,353.3417
DGDG(24:0_19:1)+C2H3O2,1103.782,1043.761,693.4064,765.5002,675.3958,747.4896,415.1457,397.1352,379.1246,295.2635,367.3574
DGDG(19:1_24:1)+C2H3O2,1101.766,1041.745,763.4846,693.4064,745.474,675.3958,415.1457,397.1352,379.1246,365.3417,295.2635
DGDG(19:1_24:2)+C2H3O2,1099.751,1039.73,761.4689,693.4063,743.4583,675.3958,415.1457,397.1352,379.1246,363.3261,295.2635
DGDG(19:1_24:4)+C2H3O2,1095.719,1035.698,757.4376,693.4063,739.4271,675.3958,415.1457,397.1352,379.1246,359.2948,295.2635
DGDG(25:0_19:1)+C2H3O2,1117.798,1057.777,693.4064,779.5159,675.3958,761.5053,415.1457,397.1352,379.1246,295.2635,381.373
DGDG(26:0_19:1)+C2H3O2,1131.813,1071.792,693.4064,793.5315,675.3958,775.5209,415.1457,397.1352,379.1246,295.2635,395.3887
DGDG(19:1_26:1)+C2H3O2,1129.798,1069.777,791.5159,693.4064,773.5053,675.3958,415.1457,397.1352,379.1246,393.373,295.2635
DGDG(19:1_26:2)+C2H3O2,1127.782,1067.761,789.5002,693.4064,771.4896,675.3958,415.1457,397.1352,379.1246,391.3574,295.2635
DGDG(19:1_26:4)+C2H3O2,1123.751,1063.73,785.4689,693.4063,767.4583,675.3958,415.1457,397.1352,379.1246,387.3261,295.2635
DGDG(27:0_19:1)+C2H3O2,1145.829,1085.808,693.4064,807.5472,675.3958,789.5366,415.1457,397.1352,379.1246,295.2635,409.4043
DGDG(19:2_19:2)+C2H3O2,1027.657,967.6358,691.3906,691.3906,673.3801,673.3801,415.1457,397.1352,379.1246,293.2479,293.2479
DGDG(20:0_19:2)+C2H3O2,1045.704,985.6827,691.3907,709.4376,673.3801,691.427,415.1457,397.1352,379.1246,293.2479,311.2948
DGDG(20:1_19:2)+C2H3O2,1043.688,983.6671,691.3907,707.4219,673.3801,689.4114,415.1457,397.1352,379.1246,293.2479,309.2792
DGDG(19:2_20:2)+C2H3O2,1041.673,981.6514,705.4063,691.3906,687.3958,673.3801,415.1457,397.1352,379.1246,307.2635,293.2479
DGDG(19:2_20:3)+C2H3O2,1039.657,979.6358,703.3906,691.3906,685.3801,673.3801,415.1457,397.1352,379.1246,305.2479,293.2479
DGDG(19:2_20:4)+C2H3O2,1037.641,977.6202,701.375,691.3906,683.3644,673.3801,415.1457,397.1352,379.1246,303.2323,293.2479
DGDG(19:2_20:5)+C2H3O2,1035.626,975.6045,699.3593,691.3906,681.3488,673.3801,415.1457,397.1352,379.1246,301.2166,293.2479
DGDG(21:0_19:2)+C2H3O2,1059.719,999.6984,691.3907,723.4532,673.3801,705.4427,415.1457,397.1352,379.1246,293.2479,325.3105
DGDG(21:1_19:2)+C2H3O2,1057.704,997.6827,691.3907,721.4376,673.3801,703.427,415.1457,397.1352,379.1246,293.2479,323.2948
DGDG(19:2_21:2)+C2H3O2,1055.688,995.6671,719.4219,691.3907,701.4114,673.3801,415.1457,397.1352,379.1246,321.2792,293.2479
DGDG(22:0_19:2)+C2H3O2,1073.735,1013.714,691.3907,737.4689,673.3801,719.4583,415.1457,397.1352,379.1246,293.2479,339.3261
DGDG(22:1_19:2)+C2H3O2,1071.719,1011.698,691.3907,735.4532,673.3801,717.4427,415.1457,397.1352,379.1246,293.2479,337.3105
DGDG(19:2_22:2)+C2H3O2,1069.704,1009.683,733.4376,691.3907,715.427,673.3801,415.1457,397.1352,379.1246,335.2948,293.2479
DGDG(19:2_22:3)+C2H3O2,1067.688,1007.667,731.4219,691.3907,713.4114,673.3801,415.1457,397.1352,379.1246,333.2792,293.2479
DGDG(19:2_22:4)+C2H3O2,1065.673,1005.651,729.4063,691.3906,711.3958,673.3801,415.1457,397.1352,379.1246,331.2635,293.2479
DGDG(19:2_22:5)+C2H3O2,1063.657,1003.636,727.3906,691.3906,709.3801,673.3801,415.1457,397.1352,379.1246,329.2479,293.2479
DGDG(19:2_22:6)+C2H3O2,1061.641,1001.62,725.375,691.3906,707.3644,673.3801,415.1457,397.1352,379.1246,327.2323,293.2479
DGDG(23:0_19:2)+C2H3O2,1087.751,1027.73,691.3907,751.4846,673.3801,733.474,415.1457,397.1352,379.1246,293.2479,353.3417
DGDG(24:0_19:2)+C2H3O2,1101.766,1041.745,691.3907,765.5002,673.3801,747.4896,415.1457,397.1352,379.1246,293.2479,367.3574
DGDG(24:1_19:2)+C2H3O2,1099.751,1039.73,691.3907,763.4846,673.3801,745.474,415.1457,397.1352,379.1246,293.2479,365.3417
DGDG(19:2_24:2)+C2H3O2,1097.735,1037.714,761.4689,691.3907,743.4583,673.3801,415.1457,397.1352,379.1246,363.3261,293.2479
DGDG(19:2_24:4)+C2H3O2,1093.704,1033.683,757.4376,691.3907,739.427,673.3801,415.1457,397.1352,379.1246,359.2948,293.2479
DGDG(25:0_19:2)+C2H3O2,1115.782,1055.761,691.3907,779.5159,673.3802,761.5053,415.1457,397.1352,379.1246,293.2479,381.373
DGDG(26:0_19:2)+C2H3O2,1129.798,1069.777,691.3907,793.5315,673.3802,775.5209,415.1457,397.1352,379.1246,293.2479,395.3887
DGDG(26:1_19:2)+C2H3O2,1127.782,1067.761,691.3907,791.5159,673.3802,773.5053,415.1457,397.1352,379.1246,293.2479,393.373
DGDG(19:2_26:2)+C2H3O2,1125.766,1065.745,789.5002,691.3907,771.4896,673.3801,415.1457,397.1352,379.1246,391.3574,293.2479
DGDG(19:2_26:4)+C2H3O2,1121.735,1061.714,785.4689,691.3907,767.4583,673.3801,415.1457,397.1352,379.1246,387.3261,293.2479
DGDG(27:0_19:2)+C2H3O2,1143.813,1083.792,691.3907,807.5471,673.3802,789.5366,415.1457,397.1352,379.1246,293.2479,409.4043
DGDG(20:0_20:0)+C2H3O2,1063.751,1003.73,709.4376,709.4376,691.4271,691.4271,415.1457,397.1352,379.1246,311.2948,311.2948
DGDG(20:0_20:1)+C2H3O2,1061.735,1001.714,707.422,709.4376,689.4114,691.4271,415.1457,397.1352,379.1246,309.2792,311.2948
DGDG(20:0_20:2)+C2H3O2,1059.719,999.6984,705.4063,709.4376,687.3958,691.4271,415.1457,397.1352,379.1246,307.2635,311.2948
DGDG(20:0_20:3)+C2H3O2,1057.704,997.6827,703.3907,709.4376,685.3801,691.427,415.1457,397.1352,379.1246,305.2479,311.2948
DGDG(20:0_20:4)+C2H3O2,1055.688,995.6671,701.375,709.4376,683.3644,691.427,415.1457,397.1352,379.1246,303.2323,311.2948
DGDG(20:0_20:5)+C2H3O2,1053.673,993.6514,699.3594,709.4376,681.3488,691.427,415.1457,397.1352,379.1246,301.2166,311.2948
DGDG(20:0_21:0)+C2H3O2,1077.766,1017.745,723.4532,709.4376,705.4427,691.4271,415.1457,397.1352,379.1246,325.3105,311.2948
DGDG(20:0_21:1)+C2H3O2,1075.751,1015.73,721.4376,709.4376,703.4271,691.4271,415.1457,397.1352,379.1246,323.2948,311.2948
DGDG(20:0_21:2)+C2H3O2,1073.735,1013.714,719.422,709.4376,701.4114,691.4271,415.1457,397.1352,379.1246,321.2792,311.2948
DGDG(20:0_22:0)+C2H3O2,1091.782,1031.761,737.4689,709.4376,719.4584,691.4271,415.1457,397.1352,379.1246,339.3261,311.2948
DGDG(20:0_22:1)+C2H3O2,1089.766,1029.745,735.4532,709.4376,717.4427,691.4271,415.1457,397.1352,379.1246,337.3105,311.2948
DGDG(20:0_22:2)+C2H3O2,1087.751,1027.73,733.4376,709.4376,715.4271,691.4271,415.1457,397.1352,379.1246,335.2948,311.2948
DGDG(20:0_22:3)+C2H3O2,1085.735,1025.714,731.422,709.4376,713.4114,691.4271,415.1457,397.1352,379.1246,333.2792,311.2948
DGDG(20:0_22:4)+C2H3O2,1083.719,1023.698,729.4063,709.4376,711.3958,691.4271,415.1457,397.1352,379.1246,331.2635,311.2948
DGDG(20:0_22:5)+C2H3O2,1081.704,1021.683,727.3907,709.4376,709.3801,691.427,415.1457,397.1352,379.1246,329.2479,311.2948
DGDG(20:0_22:6)+C2H3O2,1079.688,1019.667,725.375,709.4376,707.3644,691.427,415.1457,397.1352,379.1246,327.2323,311.2948
DGDG(20:0_23:0)+C2H3O2,1105.798,1045.777,751.4846,709.4376,733.474,691.4271,415.1457,397.1352,379.1246,353.3417,311.2948
DGDG(20:0_24:0)+C2H3O2,1119.813,1059.792,765.5002,709.4377,747.4897,691.4271,415.1457,397.1352,379.1246,367.3574,311.2948
DGDG(20:0_24:1)+C2H3O2,1117.798,1057.777,763.4846,709.4376,745.474,691.4271,415.1457,397.1352,379.1246,365.3417,311.2948
DGDG(20:0_24:2)+C2H3O2,1115.782,1055.761,761.4689,709.4376,743.4584,691.4271,415.1457,397.1352,379.1246,363.3261,311.2948
DGDG(20:0_24:4)+C2H3O2,1111.751,1051.73,757.4376,709.4376,739.4271,691.4271,415.1457,397.1352,379.1246,359.2948,311.2948
DGDG(20:0_25:0)+C2H3O2,1133.829,1073.808,779.5159,709.4377,761.5053,691.4271,415.1457,397.1352,379.1246,381.373,311.2948
DGDG(20:0_26:0)+C2H3O2,1147.845,1087.824,793.5315,709.4377,775.5209,691.4271,415.1457,397.1352,379.1246,395.3887,311.2948
DGDG(20:0_26:1)+C2H3O2,1145.829,1085.808,791.5159,709.4377,773.5053,691.4271,415.1457,397.1352,379.1246,393.373,311.2948
DGDG(20:0_26:2)+C2H3O2,1143.813,1083.792,789.5002,709.4377,771.4897,691.4271,415.1457,397.1352,379.1246,391.3574,311.2948
DGDG(20:0_26:4)+C2H3O2,1139.782,1079.761,785.4689,709.4376,767.4584,691.4271,415.1457,397.1352,379.1246,387.3261,311.2948
DGDG(20:0_27:0)+C2H3O2,1161.86,1101.839,807.5472,709.4377,789.5366,691.4271,415.1457,397.1352,379.1246,409.4043,311.2948
DGDG(20:1_20:1)+C2H3O2,1059.719,999.6984,707.4219,707.4219,689.4114,689.4114,415.1457,397.1352,379.1246,309.2792,309.2792
DGDG(20:1_20:2)+C2H3O2,1057.704,997.6827,705.4063,707.4219,687.3958,689.4114,415.1457,397.1352,379.1246,307.2635,309.2792
DGDG(20:1_20:3)+C2H3O2,1055.688,995.6671,703.3907,707.4219,685.3801,689.4114,415.1457,397.1352,379.1246,305.2479,309.2792
DGDG(20:1_20:4)+C2H3O2,1053.673,993.6514,701.375,707.4219,683.3644,689.4114,415.1457,397.1352,379.1246,303.2323,309.2792
DGDG(20:1_20:5)+C2H3O2,1051.657,991.6358,699.3594,707.4219,681.3488,689.4114,415.1457,397.1352,379.1246,301.2166,309.2792
DGDG(21:0_20:1)+C2H3O2,1075.751,1015.73,707.422,723.4532,689.4114,705.4427,415.1457,397.1352,379.1246,309.2792,325.3105
DGDG(20:1_21:1)+C2H3O2,1073.735,1013.714,721.4376,707.422,703.4271,689.4114,415.1457,397.1352,379.1246,323.2948,309.2792
DGDG(20:1_21:2)+C2H3O2,1071.719,1011.698,719.4219,707.4219,701.4114,689.4114,415.1457,397.1352,379.1246,321.2792,309.2792
DGDG(22:0_20:1)+C2H3O2,1089.766,1029.745,707.422,737.4689,689.4114,719.4584,415.1457,397.1352,379.1246,309.2792,339.3261
DGDG(20:1_22:1)+C2H3O2,1087.751,1027.73,735.4532,707.422,717.4427,689.4114,415.1457,397.1352,379.1246,337.3105,309.2792
DGDG(20:1_22:2)+C2H3O2,1085.735,1025.714,733.4376,707.422,715.4271,689.4114,415.1457,397.1352,379.1246,335.2948,309.2792
DGDG(20:1_22:3)+C2H3O2,1083.719,1023.698,731.4219,707.4219,713.4114,689.4114,415.1457,397.1352,379.1246,333.2792,309.2792
DGDG(20:1_22:4)+C2H3O2,1081.704,1021.683,729.4063,707.4219,711.3958,689.4114,415.1457,397.1352,379.1246,331.2635,309.2792
DGDG(20:1_22:5)+C2H3O2,1079.688,1019.667,727.3907,707.4219,709.3801,689.4114,415.1457,397.1352,379.1246,329.2479,309.2792
DGDG(20:1_22:6)+C2H3O2,1077.673,1017.651,725.375,707.4219,707.3644,689.4114,415.1457,397.1352,379.1246,327.2323,309.2792
DGDG(23:0_20:1)+C2H3O2,1103.782,1043.761,707.422,751.4846,689.4114,733.474,415.1457,397.1352,379.1246,309.2792,353.3417
DGDG(24:0_20:1)+C2H3O2,1117.798,1057.777,707.422,765.5002,689.4114,747.4896,415.1457,397.1352,379.1246,309.2792,367.3574
DGDG(20:1_24:1)+C2H3O2,1115.782,1055.761,763.4846,707.422,745.474,689.4114,415.1457,397.1352,379.1246,365.3417,309.2792
DGDG(20:1_24:2)+C2H3O2,1113.766,1053.745,761.4689,707.422,743.4584,689.4114,415.1457,397.1352,379.1246,363.3261,309.2792
DGDG(20:1_24:4)+C2H3O2,1109.735,1049.714,757.4376,707.422,739.4271,689.4114,415.1457,397.1352,379.1246,359.2948,309.2792
DGDG(25:0_20:1)+C2H3O2,1131.813,1071.792,707.422,779.5159,689.4114,761.5053,415.1457,397.1352,379.1246,309.2792,381.373
DGDG(26:0_20:1)+C2H3O2,1145.829,1085.808,707.4221,793.5315,689.4115,775.5209,415.1457,397.1352,379.1246,309.2792,395.3887
DGDG(20:1_26:1)+C2H3O2,1143.813,1083.792,791.5159,707.422,773.5053,689.4114,415.1457,397.1352,379.1246,393.373,309.2792
DGDG(20:1_26:2)+C2H3O2,1141.798,1081.777,789.5002,707.422,771.4896,689.4114,415.1457,397.1352,379.1246,391.3574,309.2792
DGDG(20:1_26:4)+C2H3O2,1137.766,1077.745,785.4689,707.422,767.4584,689.4114,415.1457,397.1352,379.1246,387.3261,309.2792
DGDG(27:0_20:1)+C2H3O2,1159.845,1099.824,707.4221,807.5472,689.4115,789.5366,415.1457,397.1352,379.1246,309.2792,409.4043
DGDG(20:2_20:2)+C2H3O2,1055.688,995.6671,705.4063,705.4063,687.3958,687.3958,415.1457,397.1352,379.1246,307.2635,307.2635
DGDG(20:2_20:3)+C2H3O2,1053.673,993.6514,703.3906,705.4063,685.3801,687.3958,415.1457,397.1352,379.1246,305.2479,307.2635
DGDG(20:2_20:4)+C2H3O2,1051.657,991.6358,701.375,705.4063,683.3644,687.3957,415.1457,397.1352,379.1246,303.2323,307.2635
DGDG(20:2_20:5)+C2H3O2,1049.641,989.6202,699.3594,705.4063,681.3488,687.3957,415.1457,397.1352,379.1246,301.2166,307.2635
DGDG(21:0_20:2)+C2H3O2,1073.735,1013.714,705.4063,723.4532,687.3958,705.4427,415.1457,397.1352,379.1246,307.2635,325.3105
DGDG(21:1_20:2)+C2H3O2,1071.719,1011.698,705.4063,721.4376,687.3958,703.4271,415.1457,397.1352,379.1246,307.2635,323.2948
DGDG(20:2_21:2)+C2H3O2,1069.704,1009.683,719.4219,705.4063,701.4114,687.3958,415.1457,397.1352,379.1246,321.2792,307.2635
DGDG(22:0_20:2)+C2H3O2,1087.751,1027.73,705.4063,737.4689,687.3958,719.4583,415.1457,397.1352,379.1246,307.2635,339.3261
DGDG(22:1_20:2)+C2H3O2,1085.735,1025.714,705.4063,735.4532,687.3958,717.4427,415.1457,397.1352,379.1246,307.2635,337.3105
DGDG(20:2_22:2)+C2H3O2,1083.719,1023.698,733.4376,705.4063,715.4271,687.3958,415.1457,397.1352,379.1246,335.2948,307.2635
DGDG(20:2_22:3)+C2H3O2,1081.704,1021.683,731.4219,705.4063,713.4114,687.3958,415.1457,397.1352,379.1246,333.2792,307.2635
DGDG(20:2_22:4)+C2H3O2,1079.688,1019.667,729.4063,705.4063,711.3958,687.3958,415.1457,397.1352,379.1246,331.2635,307.2635
DGDG(20:2_22:5)+C2H3O2,1077.673,1017.651,727.3906,705.4063,709.3801,687.3958,415.1457,397.1352,379.1246,329.2479,307.2635
DGDG(20:2_22:6)+C2H3O2,1075.657,1015.636,725.375,705.4063,707.3644,687.3957,415.1457,397.1352,379.1246,327.2323,307.2635
DGDG(23:0_20:2)+C2H3O2,1101.766,1041.745,705.4064,751.4846,687.3958,733.474,415.1457,397.1352,379.1246,307.2635,353.3417
DGDG(24:0_20:2)+C2H3O2,1115.782,1055.761,705.4064,765.5002,687.3958,747.4896,415.1457,397.1352,379.1246,307.2635,367.3574
DGDG(24:1_20:2)+C2H3O2,1113.766,1053.745,705.4064,763.4846,687.3958,745.474,415.1457,397.1352,379.1246,307.2635,365.3417
DGDG(20:2_24:2)+C2H3O2,1111.751,1051.73,761.4689,705.4063,743.4583,687.3958,415.1457,397.1352,379.1246,363.3261,307.2635
DGDG(20:2_24:4)+C2H3O2,1107.719,1047.698,757.4376,705.4063,739.4271,687.3958,415.1457,397.1352,379.1246,359.2948,307.2635
DGDG(25:0_20:2)+C2H3O2,1129.798,1069.777,705.4064,779.5159,687.3958,761.5053,415.1457,397.1352,379.1246,307.2635,381.373
DGDG(26:0_20:2)+C2H3O2,1143.813,1083.792,705.4064,793.5315,687.3958,775.5209,415.1457,397.1352,379.1246,307.2635,395.3887
DGDG(26:1_20:2)+C2H3O2,1141.798,1081.777,705.4064,791.5159,687.3958,773.5053,415.1457,397.1352,379.1246,307.2635,393.373
DGDG(20:2_26:2)+C2H3O2,1139.782,1079.761,789.5002,705.4064,771.4896,687.3958,415.1457,397.1352,379.1246,391.3574,307.2635
DGDG(20:2_26:4)+C2H3O2,1135.751,1075.73,785.4689,705.4063,767.4583,687.3958,415.1457,397.1352,379.1246,387.3261,307.2635
DGDG(27:0_20:2)+C2H3O2,1157.829,1097.808,705.4064,807.5472,687.3958,789.5366,415.1457,397.1352,379.1246,307.2635,409.4043
DGDG(20:3_20:3)+C2H3O2,1051.657,991.6358,703.3906,703.3906,685.3801,685.3801,415.1457,397.1352,379.1246,305.2479,305.2479
DGDG(20:3_20:4)+C2H3O2,1049.641,989.6202,701.375,703.3906,683.3644,685.3801,415.1457,397.1352,379.1246,303.2323,305.2479
DGDG(20:3_20:5)+C2H3O2,1047.626,987.6045,699.3593,703.3906,681.3488,685.3801,415.1457,397.1352,379.1246,301.2166,305.2479
DGDG(21:0_20:3)+C2H3O2,1071.719,1011.698,703.3907,723.4532,685.3801,705.4427,415.1457,397.1352,379.1246,305.2479,325.3105
DGDG(21:1_20:3)+C2H3O2,1069.704,1009.683,703.3907,721.4376,685.3801,703.427,415.1457,397.1352,379.1246,305.2479,323.2948
DGDG(21:2_20:3)+C2H3O2,1067.688,1007.667,703.3907,719.4219,685.3801,701.4114,415.1457,397.1352,379.1246,305.2479,321.2792
DGDG(22:0_20:3)+C2H3O2,1085.735,1025.714,703.3907,737.4689,685.3801,719.4583,415.1457,397.1352,379.1246,305.2479,339.3261
DGDG(22:1_20:3)+C2H3O2,1083.719,1023.698,703.3907,735.4532,685.3801,717.4427,415.1457,397.1352,379.1246,305.2479,337.3105
