Cer-NP,[M+C2H3O2]-,[M-H]-,[M-H2O-H]-,[M-2H2O-H]-,[FAA+C3H5O-H]-,[FAA+C2H5O-H]-,[FAA+C2H5O-H]-,[FAA+C2H3-H]-,[Sph-CH9NO-H]-,[FA+O-H]-,[Sph-C2H9NO-H]-,[FAA-H]-,[Sph-C3H11NO2-H]-
Cer-NP(t25:2/28:1)+C2H3O2,874.7864,814.7653,796.7547,778.7441,476.4462,464.4462,464.4462,446.4356,361.3101,421.4051,349.3101,420.4205,319.2996
Cer-NP(t25:2/28:2)+C2H3O2,872.7707,812.7496,794.739,776.7285,474.4306,462.4306,462.4306,444.42,361.3101,419.3895,349.3101,418.4049,319.2996
Cer-NP(t25:2/29:0)+C2H3O2,890.8177,830.7966,812.7859,794.7754,492.4775,480.4775,480.4775,462.4669,361.3101,437.4364,349.3101,436.4518,319.2996
Cer-NP(t25:2/29:1)+C2H3O2,888.802,828.7809,810.7703,792.7598,490.4619,478.4619,478.4619,460.4513,361.3101,435.4207,349.3101,434.4362,319.2996
Cer-NP(t25:2/30:0)+C2H3O2,904.8333,844.8122,826.8016,808.7911,506.4932,494.4932,494.4932,476.4826,361.3101,451.4521,349.3101,450.4675,319.2996
Cer-NP(t25:2/30:1)+C2H3O2,902.8177,842.7966,824.7859,806.7754,504.4775,492.4775,492.4775,474.4669,361.3101,449.4364,349.3101,448.4518,319.2996
Cer-NP(t25:2/30:2)+C2H3O2,900.802,840.7809,822.7703,804.7598,502.4619,490.4619,490.4619,472.4513,361.3101,447.4207,349.3101,446.4362,319.2996
Cer-NP(t25:2/31:0)+C2H3O2,918.849,858.8278,840.8173,822.8067,520.5089,508.5088,508.5088,490.4983,361.3101,465.4677,349.3101,464.4832,319.2996
Cer-NP(t25:2/31:1)+C2H3O2,916.8333,856.8122,838.8016,820.7911,518.4932,506.4932,506.4932,488.4826,361.3101,463.4521,349.3101,462.4675,319.2996
Cer-NP(t25:2/32:0)+C2H3O2,932.8646,872.8435,854.8329,836.8223,534.5245,522.5245,522.5245,504.5139,361.3101,479.4834,349.3101,478.4988,319.2996
Cer-NP(t25:2/32:1)+C2H3O2,930.849,870.8278,852.8173,834.8067,532.5089,520.5089,520.5089,502.4983,361.3101,477.4677,349.3101,476.4832,319.2996
Cer-NP(t25:2/32:2)+C2H3O2,928.8333,868.8122,850.8016,832.7911,530.4932,518.4932,518.4932,500.4826,361.3101,475.4521,349.3101,474.4675,319.2996
Cer-NP(t25:2/33:0)+C2H3O2,946.8802,886.8591,868.8486,850.838,548.5401,536.5401,536.5401,518.5295,361.3101,493.499,349.3101,492.5144,319.2996
Cer-NP(t25:2/33:1)+C2H3O2,944.8646,884.8435,866.8329,848.8223,546.5245,534.5245,534.5245,516.5139,361.3101,491.4834,349.3101,490.4988,319.2996
Cer-NP(t25:2/34:0)+C2H3O2,960.8959,900.8748,882.8642,864.8536,562.5558,550.5558,550.5558,532.5452,361.3101,507.5146,349.3101,506.5301,319.2996
Cer-NP(t25:2/34:1)+C2H3O2,958.8802,898.8591,880.8486,862.838,560.5401,548.5401,548.5401,530.5295,361.3101,505.499,349.3101,504.5144,319.2996
Cer-NP(t25:2/34:2)+C2H3O2,956.8646,896.8435,878.8329,860.8223,558.5245,546.5245,546.5245,528.5139,361.3101,503.4834,349.3101,502.4988,319.2996
Cer-NP(t25:2/35:0)+C2H3O2,974.9116,914.8904,896.8799,878.8693,576.5714,564.5714,564.5714,546.5609,361.3101,521.5303,349.3101,520.5457,319.2996
Cer-NP(t25:2/35:1)+C2H3O2,972.8959,912.8748,894.8642,876.8536,574.5558,562.5558,562.5558,544.5452,361.3101,519.5146,349.3101,518.5301,319.2996
Cer-NP(t25:2/36:0)+C2H3O2,988.9272,928.9061,910.8955,892.8849,590.5871,578.5871,578.5871,560.5765,361.3101,535.546,349.3101,534.5614,319.2996
Cer-NP(t25:2/36:1)+C2H3O2,986.9116,926.8904,908.8799,890.8693,588.5714,576.5714,576.5714,558.5609,361.3101,533.5303,349.3101,532.5457,319.2996
Cer-NP(t25:2/36:2)+C2H3O2,984.8959,924.8748,906.8642,888.8536,586.5558,574.5558,574.5558,556.5452,361.3101,531.5146,349.3101,530.5301,319.2996
Cer-NP(t25:2/38:0)+C2H3O2,1016.958,956.9374,938.9268,920.9163,618.6183,606.6183,606.6183,588.6078,361.3101,563.5773,349.3101,562.5927,319.2996
Cer-NP(t25:2/38:1)+C2H3O2,1014.943,954.9218,936.9112,918.9006,616.6027,604.6027,604.6027,586.5922,361.3101,561.5616,349.3101,560.577,319.2996
Cer-NP(t25:2/38:2)+C2H3O2,1012.927,952.9061,934.8955,916.8849,614.5871,602.5871,602.5871,584.5765,361.3101,559.546,349.3101,558.5614,319.2996
Cer-NP(t25:2/40:0)+C2H3O2,1044.99,984.9687,966.9581,948.9476,646.6497,634.6497,634.6497,616.6391,361.3101,591.6086,349.3101,590.624,319.2996
Cer-NP(t25:2/40:1)+C2H3O2,1042.974,982.9531,964.9424,946.9319,644.634,632.634,632.634,614.6235,361.3101,589.5929,349.3101,588.6083,319.2996
Cer-NP(t25:2/40:2)+C2H3O2,1040.958,980.9374,962.9268,944.9163,642.6183,630.6183,630.6183,612.6078,361.3101,587.5773,349.3101,586.5927,319.2996
Cer-NP(t25:2/42:0)+C2H3O2,1073.021,1013,994.9894,976.9788,674.681,662.681,662.681,644.6704,361.3101,619.6398,349.3101,618.6553,319.2996
Cer-NP(t25:2/42:1)+C2H3O2,1071.005,1010.984,992.9738,974.9632,672.6653,660.6653,660.6653,642.6547,361.3101,617.6242,349.3101,616.6396,319.2996
Cer-NP(t25:2/42:2)+C2H3O2,1068.99,1008.969,990.9581,972.9476,670.6497,658.6497,658.6497,640.6391,361.3101,615.6086,349.3101,614.624,319.2996
Cer-NP(t26:0/12:0)+C2H3O2,670.5986,610.5775,592.5669,574.5563,254.2115,242.2115,242.2115,224.2009,379.3571,199.1704,367.3571,198.1858,337.3465
Cer-NP(t26:0/12:1)+C2H3O2,668.5829,608.5618,590.5512,572.5406,252.1958,240.1958,240.1958,222.1853,379.3571,197.1547,367.3571,196.1701,337.3465
Cer-NP(t26:0/13:0)+C2H3O2,684.6142,624.5931,606.5825,588.572,268.2271,256.2271,256.2271,238.2166,379.3571,213.186,367.3571,212.2014,337.3465
Cer-NP(t26:0/13:1)+C2H3O2,682.5986,622.5775,604.5669,586.5563,266.2115,254.2115,254.2115,236.2009,379.3571,211.1704,367.3571,210.1858,337.3465
Cer-NP(t26:0/14:0)+C2H3O2,698.6299,638.6088,620.5981,602.5876,282.2428,270.2428,270.2428,252.2322,379.3571,227.2017,367.3571,226.2171,337.3465
Cer-NP(t26:0/14:1)+C2H3O2,696.6142,636.5931,618.5825,600.572,280.2271,268.2271,268.2271,250.2166,379.3571,225.186,367.3571,224.2014,337.3465
Cer-NP(t26:0/15:0)+C2H3O2,712.6455,652.6244,634.6138,616.6033,296.2584,284.2584,284.2584,266.2479,379.3571,241.2173,367.3571,240.2327,337.3465
Cer-NP(t26:0/15:1)+C2H3O2,710.6299,650.6088,632.5981,614.5876,294.2428,282.2428,282.2428,264.2322,379.3571,239.2017,367.3571,238.2171,337.3465
Cer-NP(t26:0/16:0)+C2H3O2,726.6612,666.64,648.6295,630.6189,310.2741,298.2741,298.2741,280.2635,379.3571,255.233,367.3571,254.2484,337.3465
Cer-NP(t26:0/16:1)+C2H3O2,724.6455,664.6244,646.6138,628.6033,308.2584,296.2584,296.2584,278.2479,379.3571,253.2173,367.3571,252.2327,337.3465
Cer-NP(t26:0/16:2)+C2H3O2,722.6299,662.6088,644.5981,626.5876,306.2428,294.2428,294.2428,276.2322,379.3571,251.2017,367.3571,250.2171,337.3465
Cer-NP(t26:0/17:0)+C2H3O2,740.6768,680.6557,662.6451,644.6345,324.2897,312.2897,312.2897,294.2791,379.3571,269.2486,367.3571,268.264,337.3465
Cer-NP(t26:0/18:0)+C2H3O2,754.6924,694.6713,676.6608,658.6502,338.3054,326.3054,326.3054,308.2948,379.3571,283.2643,367.3571,282.2797,337.3465
Cer-NP(t26:0/18:1)+C2H3O2,752.6768,692.6557,674.6451,656.6345,336.2897,324.2897,324.2897,306.2791,379.3571,281.2486,367.3571,280.264,337.3465
Cer-NP(t26:0/18:2)+C2H3O2,750.6612,690.64,672.6295,654.6189,334.2741,322.2741,322.2741,304.2635,379.3571,279.233,367.3571,278.2484,337.3465
Cer-NP(t26:0/19:0)+C2H3O2,768.7081,708.687,690.6764,672.6658,352.321,340.321,340.321,322.3105,379.3571,297.2799,367.3571,296.2953,337.3465
Cer-NP(t26:0/19:1)+C2H3O2,766.6924,706.6713,688.6608,670.6502,350.3054,338.3054,338.3054,320.2948,379.3571,295.2643,367.3571,294.2797,337.3465
Cer-NP(t26:0/20:0)+C2H3O2,782.7238,722.7026,704.6921,686.6815,366.3367,354.3367,354.3367,336.3261,379.3571,311.2956,367.3571,310.311,337.3465
Cer-NP(t26:0/20:1)+C2H3O2,780.7081,720.687,702.6764,684.6658,364.321,352.321,352.321,334.3105,379.3571,309.2799,367.3571,308.2953,337.3465
Cer-NP(t26:0/20:2)+C2H3O2,778.6924,718.6713,700.6608,682.6502,362.3054,350.3054,350.3054,332.2948,379.3571,307.2643,367.3571,306.2797,337.3465
Cer-NP(t26:0/21:0)+C2H3O2,796.7394,736.7183,718.7077,700.6971,380.3523,368.3523,368.3523,350.3417,379.3571,325.3112,367.3571,324.3266,337.3465
Cer-NP(t26:0/21:1)+C2H3O2,794.7238,734.7026,716.6921,698.6815,378.3367,366.3367,366.3367,348.3261,379.3571,323.2956,367.3571,322.311,337.3465
Cer-NP(t26:0/22:0)+C2H3O2,810.7551,750.7339,732.7234,714.7128,394.368,382.368,382.368,364.3574,379.3571,339.3269,367.3571,338.3423,337.3465
Cer-NP(t26:0/22:1)+C2H3O2,808.7394,748.7183,730.7077,712.6971,392.3523,380.3523,380.3523,362.3417,379.3571,337.3112,367.3571,336.3266,337.3465
Cer-NP(t26:0/22:2)+C2H3O2,806.7238,746.7026,728.6921,710.6815,390.3367,378.3367,378.3367,360.3261,379.3571,335.2956,367.3571,334.311,337.3465
Cer-NP(t26:0/23:0)+C2H3O2,824.7707,764.7496,746.739,728.7285,408.3836,396.3836,396.3836,378.373,379.3571,353.3425,367.3571,352.3579,337.3465
Cer-NP(t26:0/23:1)+C2H3O2,822.7551,762.7339,744.7234,726.7128,406.368,394.368,394.368,376.3574,379.3571,351.3269,367.3571,350.3423,337.3465
Cer-NP(t26:0/24:0)+C2H3O2,838.7864,778.7653,760.7547,742.7441,422.3993,410.3993,410.3993,392.3887,379.3571,367.3582,367.3571,366.3736,337.3465
Cer-NP(t26:0/24:1)+C2H3O2,836.7707,776.7496,758.739,740.7285,420.3836,408.3836,408.3836,390.373,379.3571,365.3425,367.3571,364.3579,337.3465
Cer-NP(t26:0/24:2)+C2H3O2,834.7551,774.7339,756.7234,738.7128,418.368,406.368,406.368,388.3574,379.3571,363.3269,367.3571,362.3423,337.3465
Cer-NP(t26:0/25:0)+C2H3O2,852.802,792.7809,774.7703,756.7598,436.4149,424.4149,424.4149,406.4044,379.3571,381.3738,367.3571,380.3893,337.3465
Cer-NP(t26:0/25:1)+C2H3O2,850.7864,790.7653,772.7547,754.7441,434.3993,422.3993,422.3993,404.3887,379.3571,379.3582,367.3571,378.3736,337.3465
Cer-NP(t26:0/26:0)+C2H3O2,866.8177,806.7966,788.7859,770.7754,450.4306,438.4306,438.4306,420.42,379.3571,395.3895,367.3571,394.4049,337.3465
Cer-NP(t26:0/26:1)+C2H3O2,864.802,804.7809,786.7703,768.7598,448.4149,436.4149,436.4149,418.4044,379.3571,393.3738,367.3571,392.3893,337.3465
Cer-NP(t26:0/26:2)+C2H3O2,862.7864,802.7653,784.7547,766.7441,446.3993,434.3993,434.3993,416.3887,379.3571,391.3582,367.3571,390.3736,337.3465
Cer-NP(t26:0/27:0)+C2H3O2,880.8333,820.8122,802.8016,784.7911,464.4462,452.4462,452.4462,434.4356,379.3571,409.4051,367.3571,408.4205,337.3465
Cer-NP(t26:0/27:1)+C2H3O2,878.8177,818.7966,800.7859,782.7754,462.4306,450.4306,450.4306,432.42,379.3571,407.3895,367.3571,406.4049,337.3465
Cer-NP(t26:0/28:0)+C2H3O2,894.849,834.8278,816.8173,798.8067,478.4619,466.4619,466.4619,448.4513,379.3571,423.4207,367.3571,422.4362,337.3465
Cer-NP(t26:0/28:1)+C2H3O2,892.8333,832.8122,814.8016,796.7911,476.4462,464.4462,464.4462,446.4356,379.3571,421.4051,367.3571,420.4205,337.3465
Cer-NP(t26:0/28:2)+C2H3O2,890.8177,830.7966,812.7859,794.7754,474.4306,462.4306,462.4306,444.42,379.3571,419.3895,367.3571,418.4049,337.3465
Cer-NP(t26:0/29:0)+C2H3O2,908.8646,848.8435,830.8329,812.8223,492.4775,480.4775,480.4775,462.4669,379.3571,437.4364,367.3571,436.4518,337.3465
Cer-NP(t26:0/29:1)+C2H3O2,906.849,846.8278,828.8173,810.8067,490.4619,478.4619,478.4619,460.4513,379.3571,435.4207,367.3571,434.4362,337.3465
Cer-NP(t26:0/30:0)+C2H3O2,922.8802,862.8591,844.8486,826.838,506.4932,494.4932,494.4932,476.4826,379.3571,451.4521,367.3571,450.4675,337.3465
Cer-NP(t26:0/30:1)+C2H3O2,920.8646,860.8435,842.8329,824.8223,504.4775,492.4775,492.4775,474.4669,379.3571,449.4364,367.3571,448.4518,337.3465
Cer-NP(t26:0/30:2)+C2H3O2,918.849,858.8278,840.8173,822.8067,502.4619,490.4619,490.4619,472.4513,379.3571,447.4207,367.3571,446.4362,337.3465
Cer-NP(t26:0/31:0)+C2H3O2,936.8959,876.8748,858.8642,840.8536,520.5089,508.5088,508.5088,490.4983,379.3571,465.4677,367.3571,464.4832,337.3465
Cer-NP(t26:0/31:1)+C2H3O2,934.8802,874.8591,856.8486,838.838,518.4932,506.4932,506.4932,488.4826,379.3571,463.4521,367.3571,462.4675,337.3465
Cer-NP(t26:0/32:0)+C2H3O2,950.9116,890.8904,872.8799,854.8693,534.5245,522.5245,522.5245,504.5139,379.3571,479.4834,367.3571,478.4988,337.3465
Cer-NP(t26:0/32:1)+C2H3O2,948.8959,888.8748,870.8642,852.8536,532.5089,520.5089,520.5089,502.4983,379.3571,477.4677,367.3571,476.4832,337.3465
Cer-NP(t26:0/32:2)+C2H3O2,946.8802,886.8591,868.8486,850.838,530.4932,518.4932,518.4932,500.4826,379.3571,475.4521,367.3571,474.4675,337.3465
Cer-NP(t26:0/33:0)+C2H3O2,964.9272,904.9061,886.8955,868.8849,548.5401,536.5401,536.5401,518.5295,379.3571,493.499,367.3571,492.5144,337.3465
Cer-NP(t26:0/33:1)+C2H3O2,962.9116,902.8904,884.8799,866.8693,546.5245,534.5245,534.5245,516.5139,379.3571,491.4834,367.3571,490.4988,337.3465
Cer-NP(t26:0/34:0)+C2H3O2,978.9429,918.9218,900.9112,882.9006,562.5558,550.5558,550.5558,532.5452,379.3571,507.5146,367.3571,506.5301,337.3465
Cer-NP(t26:0/34:1)+C2H3O2,976.9272,916.9061,898.8955,880.8849,560.5401,548.5401,548.5401,530.5295,379.3571,505.499,367.3571,504.5144,337.3465
Cer-NP(t26:0/34:2)+C2H3O2,974.9116,914.8904,896.8799,878.8693,558.5245,546.5245,546.5245,528.5139,379.3571,503.4834,367.3571,502.4988,337.3465
Cer-NP(t26:0/35:0)+C2H3O2,992.9585,932.9374,914.9268,896.9163,576.5714,564.5714,564.5714,546.5609,379.3571,521.5303,367.3571,520.5457,337.3465
Cer-NP(t26:0/35:1)+C2H3O2,990.9429,930.9218,912.9112,894.9006,574.5558,562.5558,562.5558,544.5452,379.3571,519.5146,367.3571,518.5301,337.3465
Cer-NP(t26:0/36:0)+C2H3O2,1006.974,946.9531,928.9424,910.9319,590.5871,578.5871,578.5871,560.5765,379.3571,535.546,367.3571,534.5614,337.3465
Cer-NP(t26:0/36:1)+C2H3O2,1004.958,944.9374,926.9268,908.9163,588.5714,576.5714,576.5714,558.5609,379.3571,533.5303,367.3571,532.5457,337.3465
Cer-NP(t26:0/36:2)+C2H3O2,1002.943,942.9218,924.9112,906.9006,586.5558,574.5558,574.5558,556.5452,379.3571,531.5146,367.3571,530.5301,337.3465
Cer-NP(t26:0/38:0)+C2H3O2,1035.005,974.9843,956.9738,938.9632,618.6183,606.6183,606.6183,588.6078,379.3571,563.5773,367.3571,562.5927,337.3465
Cer-NP(t26:0/38:1)+C2H3O2,1032.99,972.9687,954.9581,936.9476,616.6027,604.6027,604.6027,586.5922,379.3571,561.5616,367.3571,560.577,337.3465
Cer-NP(t26:0/38:2)+C2H3O2,1030.974,970.9531,952.9424,934.9319,614.5871,602.5871,602.5871,584.5765,379.3571,559.546,367.3571,558.5614,337.3465
Cer-NP(t26:0/40:0)+C2H3O2,1063.037,1003.016,985.0051,966.9945,646.6497,634.6497,634.6497,616.6391,379.3571,591.6086,367.3571,590.624,337.3465
Cer-NP(t26:0/40:1)+C2H3O2,1061.021,1001,982.9894,964.9788,644.634,632.634,632.634,614.6235,379.3571,589.5929,367.3571,588.6083,337.3465
Cer-NP(t26:0/40:2)+C2H3O2,1059.005,998.9843,980.9738,962.9632,642.6183,630.6183,630.6183,612.6078,379.3571,587.5773,367.3571,586.5927,337.3465
Cer-NP(t26:0/42:0)+C2H3O2,1091.068,1031.047,1013.036,995.0258,674.681,662.681,662.681,644.6704,379.3571,619.6398,367.3571,618.6553,337.3465
Cer-NP(t26:0/42:1)+C2H3O2,1089.052,1029.031,1011.021,993.0101,672.6653,660.6653,660.6653,642.6547,379.3571,617.6242,367.3571,616.6396,337.3465
Cer-NP(t26:0/42:2)+C2H3O2,1087.037,1027.016,1009.005,990.9945,670.6497,658.6497,658.6497,640.6391,379.3571,615.6086,367.3571,614.624,337.3465
Cer-NP(t26:1/12:0)+C2H3O2,668.5829,608.5618,590.5512,572.5406,254.2115,242.2115,242.2115,224.2009,377.3414,199.1704,365.3414,198.1858,335.3308
Cer-NP(t26:1/12:1)+C2H3O2,666.5673,606.5461,588.5356,570.525,252.1958,240.1958,240.1958,222.1853,377.3414,197.1547,365.3414,196.1701,335.3308
Cer-NP(t26:1/13:0)+C2H3O2,682.5986,622.5775,604.5669,586.5563,268.2271,256.2271,256.2271,238.2166,377.3414,213.186,365.3414,212.2014,335.3308
Cer-NP(t26:1/13:1)+C2H3O2,680.5829,620.5618,602.5512,584.5406,266.2115,254.2115,254.2115,236.2009,377.3414,211.1704,365.3414,210.1858,335.3308
Cer-NP(t26:1/14:0)+C2H3O2,696.6142,636.5931,618.5825,600.572,282.2428,270.2428,270.2428,252.2322,377.3414,227.2017,365.3414,226.2171,335.3308
Cer-NP(t26:1/14:1)+C2H3O2,694.5986,634.5775,616.5669,598.5563,280.2271,268.2271,268.2271,250.2166,377.3414,225.186,365.3414,224.2014,335.3308
Cer-NP(t26:1/15:0)+C2H3O2,710.6299,650.6088,632.5981,614.5876,296.2584,284.2584,284.2584,266.2479,377.3414,241.2173,365.3414,240.2327,335.3308
Cer-NP(t26:1/15:1)+C2H3O2,708.6142,648.5931,630.5825,612.572,294.2428,282.2428,282.2428,264.2322,377.3414,239.2017,365.3414,238.2171,335.3308
Cer-NP(t26:1/16:0)+C2H3O2,724.6455,664.6244,646.6138,628.6033,310.2741,298.2741,298.2741,280.2635,377.3414,255.233,365.3414,254.2484,335.3308
Cer-NP(t26:1/16:1)+C2H3O2,722.6299,662.6088,644.5981,626.5876,308.2584,296.2584,296.2584,278.2479,377.3414,253.2173,365.3414,252.2327,335.3308
Cer-NP(t26:1/16:2)+C2H3O2,720.6142,660.5931,642.5825,624.572,306.2428,294.2428,294.2428,276.2322,377.3414,251.2017,365.3414,250.2171,335.3308
Cer-NP(t26:1/17:0)+C2H3O2,738.6612,678.64,660.6295,642.6189,324.2897,312.2897,312.2897,294.2791,377.3414,269.2486,365.3414,268.264,335.3308
Cer-NP(t26:1/18:0)+C2H3O2,752.6768,692.6557,674.6451,656.6345,338.3054,326.3054,326.3054,308.2948,377.3414,283.2643,365.3414,282.2797,335.3308
Cer-NP(t26:1/18:1)+C2H3O2,750.6612,690.64,672.6295,654.6189,336.2897,324.2897,324.2897,306.2791,377.3414,281.2486,365.3414,280.264,335.3308
Cer-NP(t26:1/18:2)+C2H3O2,748.6455,688.6244,670.6138,652.6033,334.2741,322.2741,322.2741,304.2635,377.3414,279.233,365.3414,278.2484,335.3308
Cer-NP(t26:1/19:0)+C2H3O2,766.6924,706.6713,688.6608,670.6502,352.321,340.321,340.321,322.3105,377.3414,297.2799,365.3414,296.2953,335.3308
Cer-NP(t26:1/19:1)+C2H3O2,764.6768,704.6557,686.6451,668.6345,350.3054,338.3054,338.3054,320.2948,377.3414,295.2643,365.3414,294.2797,335.3308
Cer-NP(t26:1/20:0)+C2H3O2,780.7081,720.687,702.6764,684.6658,366.3367,354.3367,354.3367,336.3261,377.3414,311.2956,365.3414,310.311,335.3308
Cer-NP(t26:1/20:1)+C2H3O2,778.6924,718.6713,700.6608,682.6502,364.321,352.321,352.321,334.3105,377.3414,309.2799,365.3414,308.2953,335.3308
Cer-NP(t26:1/20:2)+C2H3O2,776.6768,716.6557,698.6451,680.6345,362.3054,350.3054,350.3054,332.2948,377.3414,307.2643,365.3414,306.2797,335.3308
Cer-NP(t26:1/21:0)+C2H3O2,794.7238,734.7026,716.6921,698.6815,380.3523,368.3523,368.3523,350.3417,377.3414,325.3112,365.3414,324.3266,335.3308
Cer-NP(t26:1/21:1)+C2H3O2,792.7081,732.687,714.6764,696.6658,378.3367,366.3367,366.3367,348.3261,377.3414,323.2956,365.3414,322.311,335.3308
Cer-NP(t26:1/22:0)+C2H3O2,808.7394,748.7183,730.7077,712.6971,394.368,382.368,382.368,364.3574,377.3414,339.3269,365.3414,338.3423,335.3308
Cer-NP(t26:1/22:1)+C2H3O2,806.7238,746.7026,728.6921,710.6815,392.3523,380.3523,380.3523,362.3417,377.3414,337.3112,365.3414,336.3266,335.3308
Cer-NP(t26:1/22:2)+C2H3O2,804.7081,744.687,726.6764,708.6658,390.3367,378.3367,378.3367,360.3261,377.3414,335.2956,365.3414,334.311,335.3308
Cer-NP(t26:1/23:0)+C2H3O2,822.7551,762.7339,744.7234,726.7128,408.3836,396.3836,396.3836,378.373,377.3414,353.3425,365.3414,352.3579,335.3308
Cer-NP(t26:1/23:1)+C2H3O2,820.7394,760.7183,742.7077,724.6971,406.368,394.368,394.368,376.3574,377.3414,351.3269,365.3414,350.3423,335.3308
Cer-NP(t26:1/24:0)+C2H3O2,836.7707,776.7496,758.739,740.7285,422.3993,410.3993,410.3993,392.3887,377.3414,367.3582,365.3414,366.3736,335.3308
Cer-NP(t26:1/24:1)+C2H3O2,834.7551,774.7339,756.7234,738.7128,420.3836,408.3836,408.3836,390.373,377.3414,365.3425,365.3414,364.3579,335.3308
Cer-NP(t26:1/24:2)+C2H3O2,832.7394,772.7183,754.7077,736.6971,418.368,406.368,406.368,388.3574,377.3414,363.3269,365.3414,362.3423,335.3308
Cer-NP(t26:1/25:0)+C2H3O2,850.7864,790.7653,772.7547,754.7441,436.4149,424.4149,424.4149,406.4044,377.3414,381.3738,365.3414,380.3893,335.3308
Cer-NP(t26:1/25:1)+C2H3O2,848.7707,788.7496,770.739,752.7285,434.3993,422.3993,422.3993,404.3887,377.3414,379.3582,365.3414,378.3736,335.3308
Cer-NP(t26:1/26:0)+C2H3O2,864.802,804.7809,786.7703,768.7598,450.4306,438.4306,438.4306,420.42,377.3414,395.3895,365.3414,394.4049,335.3308
Cer-NP(t26:1/26:1)+C2H3O2,862.7864,802.7653,784.7547,766.7441,448.4149,436.4149,436.4149,418.4044,377.3414,393.3738,365.3414,392.3893,335.3308
Cer-NP(t26:1/26:2)+C2H3O2,860.7707,800.7496,782.739,764.7285,446.3993,434.3993,434.3993,416.3887,377.3414,391.3582,365.3414,390.3736,335.3308
Cer-NP(t26:1/27:0)+C2H3O2,878.8177,818.7966,800.7859,782.7754,464.4462,452.4462,452.4462,434.4356,377.3414,409.4051,365.3414,408.4205,335.3308
Cer-NP(t26:1/27:1)+C2H3O2,876.802,816.7809,798.7703,780.7598,462.4306,450.4306,450.4306,432.42,377.3414,407.3895,365.3414,406.4049,335.3308
Cer-NP(t26:1/28:0)+C2H3O2,892.8333,832.8122,814.8016,796.7911,478.4619,466.4619,466.4619,448.4513,377.3414,423.4207,365.3414,422.4362,335.3308
Cer-NP(t26:1/28:1)+C2H3O2,890.8177,830.7966,812.7859,794.7754,476.4462,464.4462,464.4462,446.4356,377.3414,421.4051,365.3414,420.4205,335.3308
Cer-NP(t26:1/28:2)+C2H3O2,888.802,828.7809,810.7703,792.7598,474.4306,462.4306,462.4306,444.42,377.3414,419.3895,365.3414,418.4049,335.3308
Cer-NP(t26:1/29:0)+C2H3O2,906.849,846.8278,828.8173,810.8067,492.4775,480.4775,480.4775,462.4669,377.3414,437.4364,365.3414,436.4518,335.3308
Cer-NP(t26:1/29:1)+C2H3O2,904.8333,844.8122,826.8016,808.7911,490.4619,478.4619,478.4619,460.4513,377.3414,435.4207,365.3414,434.4362,335.3308
Cer-NP(t26:1/30:0)+C2H3O2,920.8646,860.8435,842.8329,824.8223,506.4932,494.4932,494.4932,476.4826,377.3414,451.4521,365.3414,450.4675,335.3308
Cer-NP(t26:1/30:1)+C2H3O2,918.849,858.8278,840.8173,822.8067,504.4775,492.4775,492.4775,474.4669,377.3414,449.4364,365.3414,448.4518,335.3308
Cer-NP(t26:1/30:2)+C2H3O2,916.8333,856.8122,838.8016,820.7911,502.4619,490.4619,490.4619,472.4513,377.3414,447.4207,365.3414,446.4362,335.3308
Cer-NP(t26:1/31:0)+C2H3O2,934.8802,874.8591,856.8486,838.838,520.5089,508.5088,508.5088,490.4983,377.3414,465.4677,365.3414,464.4832,335.3308
Cer-NP(t26:1/31:1)+C2H3O2,932.8646,872.8435,854.8329,836.8223,518.4932,506.4932,506.4932,488.4826,377.3414,463.4521,365.3414,462.4675,335.3308
Cer-NP(t26:1/32:0)+C2H3O2,948.8959,888.8748,870.8642,852.8536,534.5245,522.5245,522.5245,504.5139,377.3414,479.4834,365.3414,478.4988,335.3308
Cer-NP(t26:1/32:1)+C2H3O2,946.8802,886.8591,868.8486,850.838,532.5089,520.5089,520.5089,502.4983,377.3414,477.4677,365.3414,476.4832,335.3308
Cer-NP(t26:1/32:2)+C2H3O2,944.8646,884.8435,866.8329,848.8223,530.4932,518.4932,518.4932,500.4826,377.3414,475.4521,365.3414,474.4675,335.3308
Cer-NP(t26:1/33:0)+C2H3O2,962.9116,902.8904,884.8799,866.8693,548.5401,536.5401,536.5401,518.5295,377.3414,493.499,365.3414,492.5144,335.3308
Cer-NP(t26:1/33:1)+C2H3O2,960.8959,900.8748,882.8642,864.8536,546.5245,534.5245,534.5245,516.5139,377.3414,491.4834,365.3414,490.4988,335.3308
Cer-NP(t26:1/34:0)+C2H3O2,976.9272,916.9061,898.8955,880.8849,562.5558,550.5558,550.5558,532.5452,377.3414,507.5146,365.3414,506.5301,335.3308
Cer-NP(t26:1/34:1)+C2H3O2,974.9116,914.8904,896.8799,878.8693,560.5401,548.5401,548.5401,530.5295,377.3414,505.499,365.3414,504.5144,335.3308
Cer-NP(t26:1/34:2)+C2H3O2,972.8959,912.8748,894.8642,876.8536,558.5245,546.5245,546.5245,528.5139,377.3414,503.4834,365.3414,502.4988,335.3308
Cer-NP(t26:1/35:0)+C2H3O2,990.9429,930.9218,912.9112,894.9006,576.5714,564.5714,564.5714,546.5609,377.3414,521.5303,365.3414,520.5457,335.3308
