OxPC,[M+H]+,M+H-PC,M+H-R1COOH,M+H-R2COOH,M+H-R1CO,M+H-R2CO,PC_head
OxPC(14:1(Ke)_16:4(CHO)),724.41849,541.35243,484.2459,462.26157,502.25648,480.27215,184.07332
OxPC(14:1(Ke)_17:4(CHO)),738.43414,555.36808,498.26155,462.26157,516.27213,480.27215,184.07332
OxPC(14:1(Ke)_18:4(CHO)),752.44979,569.38373,512.2772,462.26157,530.28778,480.27215,184.07332
OxPC(14:1(Ke)_18:5(CHO)),750.43414,567.36808,510.26155,462.26157,528.27213,480.27215,184.07332
OxPC(14:1(Ke)_19:4(CHO)),766.46544,583.39938,526.29285,462.26157,544.30343,480.27215,184.07332
OxPC(14:1(Ke)_19:5(CHO)),764.44979,581.38373,524.2772,462.26157,542.28778,480.27215,184.07332
OxPC(14:1(Ke)_3:0(COOH)),566.27255,383.20649,326.09996,462.26157,344.11054,480.27215,184.07332
OxPC(14:1(Ke)_4:0(COOH)),580.2882,397.22214,340.11561,462.26157,358.12619,480.27215,184.07332
OxPC(14:1(Ke)_5:0(COOH)),594.30385,411.23779,354.13126,462.26157,372.14184,480.27215,184.07332
OxPC(14:1(Ke)_6:0(COOH)),608.3195,425.25344,368.14691,462.26157,386.15749,480.27215,184.07332
OxPC(14:1(Ke)_7:0(COOH)),622.33515,439.26909,382.16256,462.26157,400.17314,480.27215,184.07332
OxPC(14:1(Ke)_8:0(COOH)),636.3508,453.28474,396.17821,462.26157,414.18879,480.27215,184.07332
OxPC(14:1(Ke)_9:0(COOH)),650.36645,467.30039,410.19386,462.26157,428.20444,480.27215,184.07332
OxPC(14:1(Ke)_10:0(COOH)),664.3821,481.31604,424.20951,462.26157,442.22009,480.27215,184.07332
OxPC(14:1(Ke)_11:0(COOH)),678.39775,495.33169,438.22516,462.26157,456.23574,480.27215,184.07332
OxPC(14:1(Ke)_12:0(COOH)),692.4134,509.34734,452.24081,462.26157,470.25139,480.27215,184.07332
OxPC(14:1(Ke)_13:0(COOH)),706.42905,523.36299,466.25646,462.26157,484.26704,480.27215,184.07332
OxPC(14:1(Ke)_14:0(COOH)),720.4447,537.37864,480.27211,462.26157,498.28269,480.27215,184.07332
OxPC(14:1(Ke)_15:0(COOH)),734.46035,551.39429,494.28776,462.26157,512.29834,480.27215,184.07332
OxPC(14:1(Ke)_6:1(COOH)),606.30386,423.2378,366.13127,462.26157,384.14185,480.27215,184.07332
OxPC(14:1(Ke)_7:1(COOH)),620.31951,437.25345,380.14692,462.26157,398.1575,480.27215,184.07332
OxPC(14:1(Ke)_8:1(COOH)),634.33516,451.2691,394.16257,462.26157,412.17315,480.27215,184.07332
OxPC(14:1(Ke)_9:1(COOH)),648.35081,465.28475,408.17822,462.26157,426.1888,480.27215,184.07332
OxPC(14:1(Ke)_9:2(COOH)),646.33516,463.2691,406.16257,462.26157,424.17315,480.27215,184.07332
OxPC(14:1(Ke)_10:1(COOH)),662.36646,479.3004,422.19387,462.26157,440.20445,480.27215,184.07332
OxPC(14:1(Ke)_10:2(COOH)),660.35081,477.28475,420.17822,462.26157,438.1888,480.27215,184.07332
OxPC(14:1(Ke)_11:1(COOH)),676.38211,493.31605,436.20952,462.26157,454.2201,480.27215,184.07332
OxPC(14:1(Ke)_11:2(COOH)),674.36646,491.3004,434.19387,462.26157,452.20445,480.27215,184.07332
OxPC(14:1(Ke)_12:1(COOH)),690.39776,507.3317,450.22517,462.26157,468.23575,480.27215,184.07332
OxPC(14:1(Ke)_12:2(COOH)),688.38211,505.31605,448.20952,462.26157,466.2201,480.27215,184.07332
OxPC(14:1(Ke)_12:3(COOH)),686.36646,503.3004,446.19387,462.26157,464.20445,480.27215,184.07332
OxPC(14:1(Ke)_13:1(COOH)),704.41341,521.34735,464.24082,462.26157,482.2514,480.27215,184.07332
OxPC(14:1(Ke)_13:2(COOH)),702.39776,519.3317,462.22517,462.26157,480.23575,480.27215,184.07332
OxPC(14:1(Ke)_13:3(COOH)),700.38211,517.31605,460.20952,462.26157,478.2201,480.27215,184.07332
OxPC(14:1(Ke)_14:1(COOH)),718.42906,535.363,478.25647,462.26157,496.26705,480.27215,184.07332
OxPC(14:1(Ke)_14:2(COOH)),716.41341,533.34735,476.24082,462.26157,494.2514,480.27215,184.07332
OxPC(14:1(Ke)_14:3(COOH)),714.39776,531.3317,474.22517,462.26157,492.23575,480.27215,184.07332
OxPC(14:1(Ke)_15:1(COOH)),732.44471,549.37865,492.27212,462.26157,510.2827,480.27215,184.07332
OxPC(14:1(Ke)_15:2(COOH)),730.42906,547.363,490.25647,462.26157,508.26705,480.27215,184.07332
OxPC(14:1(Ke)_15:3(COOH)),728.41341,545.34735,488.24082,462.26157,506.2514,480.27215,184.07332
OxPC(14:1(Ke)_15:4(COOH)),726.39776,543.3317,486.22517,462.26157,504.23575,480.27215,184.07332
OxPC(14:1(Ke)_16:1(COOH)),746.46036,563.3943,506.28777,462.26157,524.29835,480.27215,184.07332
OxPC(14:1(Ke)_16:2(COOH)),744.44471,561.37865,504.27212,462.26157,522.2827,480.27215,184.07332
OxPC(14:1(Ke)_16:3(COOH)),742.42906,559.363,502.25647,462.26157,520.26705,480.27215,184.07332
OxPC(14:1(Ke)_16:4(COOH)),740.41341,557.34735,500.24082,462.26157,518.2514,480.27215,184.07332
OxPC(14:1(Ke)_17:4(COOH)),754.42906,571.363,514.25647,462.26157,532.26705,480.27215,184.07332
OxPC(14:1(Ke)_18:4(COOH)),768.44471,585.37865,528.27212,462.26157,546.2827,480.27215,184.07332
OxPC(14:1(Ke)_18:5(COOH)),766.42906,583.363,526.25647,462.26157,544.26705,480.27215,184.07332
OxPC(14:1(Ke)_19:4(COOH)),782.46036,599.3943,542.28777,462.26157,560.29835,480.27215,184.07332
OxPC(14:1(Ke)_19:5(COOH)),780.44471,597.37865,540.27212,462.26157,558.2827,480.27215,184.07332
OxPC(14:1(Ke)_3:0(CHO)),550.27763,367.21157,310.10504,462.26157,328.11562,480.27215,184.07332
OxPC(14:1(Ke)_4:0(CHO)),564.29328,381.22722,324.12069,462.26157,342.13127,480.27215,184.07332
OxPC(15:1(Ke)_15:1(Ke)),730.46536,547.3993,476.27717,476.27717,494.28775,494.28775,184.07332
OxPC(15:1(Ke)_16:1(Ke)),744.48106,561.415,490.29287,476.27717,508.30345,494.28775,184.07332
OxPC(15:1(Ke)_17:1(Ke)),758.49666,575.4306,504.30847,476.27717,522.31905,494.28775,184.07332
OxPC(15:1(Ke)_17:2(Ke)),756.48106,573.415,502.29287,476.27717,520.30345,494.28775,184.07332
OxPC(15:1(Ke)_18:1(Ke)),772.51236,589.4463,518.32417,476.27717,536.33475,494.28775,184.07332
OxPC(15:1(Ke)_18:2(Ke)),770.49666,587.4306,516.30847,476.27717,534.31905,494.28775,184.07332
OxPC(15:1(Ke)_18:3(Ke)),768.48106,585.415,514.29287,476.27717,532.30345,494.28775,184.07332
OxPC(15:1(Ke)_18:4(Ke)),766.46536,583.3993,512.27717,476.27717,530.28775,494.28775,184.07332
OxPC(15:1(Ke)_20:1(Ke)),800.54366,617.4776,546.35547,476.27717,564.36605,494.28775,184.07332
OxPC(15:1(Ke)_20:2(Ke)),798.52796,615.4619,544.33977,476.27717,562.35035,494.28775,184.07332
OxPC(15:1(Ke)_20:3(Ke)),796.51236,613.4463,542.32417,476.27717,560.33475,494.28775,184.07332
OxPC(15:1(Ke)_20:5(Ke)),792.48106,609.415,538.29287,476.27717,556.30345,494.28775,184.07332
OxPC(15:1(Ke)_22:1(Ke)),828.57496,645.5089,574.38677,476.27717,592.39735,494.28775,184.07332
OxPC(15:1(Ke)_22:2(Ke)),826.55926,643.4932,572.37107,476.27717,590.38165,494.28775,184.07332
OxPC(15:1(Ke)_22:3(Ke)),824.54366,641.4776,570.35547,476.27717,588.36605,494.28775,184.07332
OxPC(15:1(Ke)_22:4(Ke)),822.52796,639.4619,568.33977,476.27717,586.35035,494.28775,184.07332
OxPC(15:1(Ke)_22:5(Ke)),820.51236,637.4463,566.32417,476.27717,584.33475,494.28775,184.07332
OxPC(15:1(Ke)_22:6(Ke)),818.49666,635.4306,564.30847,476.27717,582.31905,494.28775,184.07332
OxPC(15:1(Ke)_24:1(Ke)),856.60626,673.5402,602.41807,476.27717,620.42865,494.28775,184.07332
"OxPC(15:1(Ke)_14:1(Ke,OH))",732.44468,549.37862,478.25649,476.27717,496.26707,494.28775,184.07332
"OxPC(15:1(Ke)_15:1(Ke,OH))",746.46028,563.39422,492.27209,476.27717,510.28267,494.28775,184.07332
"OxPC(15:1(Ke)_16:1(Ke,OH))",760.47598,577.40992,506.28779,476.27717,524.29837,494.28775,184.07332
"OxPC(15:1(Ke)_17:1(Ke,OH))",774.49158,591.42552,520.30339,476.27717,538.31397,494.28775,184.07332
"OxPC(15:1(Ke)_17:2(Ke,OH))",772.47598,589.40992,518.28779,476.27717,536.29837,494.28775,184.07332
"OxPC(15:1(Ke)_18:1(Ke,OH))",788.50728,605.44122,534.31909,476.27717,552.32967,494.28775,184.07332
"OxPC(15:1(Ke)_18:2(Ke,OH))",786.49158,603.42552,532.30339,476.27717,550.31397,494.28775,184.07332
"OxPC(15:1(Ke)_18:3(Ke,OH))",784.47598,601.40992,530.28779,476.27717,548.29837,494.28775,184.07332
"OxPC(15:1(Ke)_18:4(Ke,OH))",782.46028,599.39422,528.27209,476.27717,546.28267,494.28775,184.07332
"OxPC(15:1(Ke)_20:1(Ke,OH))",816.53858,633.47252,562.35039,476.27717,580.36097,494.28775,184.07332
"OxPC(15:1(Ke)_20:2(Ke,OH))",814.52288,631.45682,560.33469,476.27717,578.34527,494.28775,184.07332
"OxPC(15:1(Ke)_20:3(Ke,OH))",812.50728,629.44122,558.31909,476.27717,576.32967,494.28775,184.07332
"OxPC(15:1(Ke)_20:4(Ke,OH))",810.49158,627.42552,556.30339,476.27717,574.31397,494.28775,184.07332
"OxPC(15:1(Ke)_20:5(Ke,OH))",808.47598,625.40992,554.28779,476.27717,572.29837,494.28775,184.07332
"OxPC(15:1(Ke)_22:1(Ke,OH))",844.56988,661.50382,590.38169,476.27717,608.39227,494.28775,184.07332
"OxPC(15:1(Ke)_22:2(Ke,OH))",842.55418,659.48812,588.36599,476.27717,606.37657,494.28775,184.07332
"OxPC(15:1(Ke)_22:3(Ke,OH))",840.53858,657.47252,586.35039,476.27717,604.36097,494.28775,184.07332
"OxPC(15:1(Ke)_22:4(Ke,OH))",838.52288,655.45682,584.33469,476.27717,602.34527,494.28775,184.07332
"OxPC(15:1(Ke)_22:5(Ke,OH))",836.50728,653.44122,582.31909,476.27717,600.32967,494.28775,184.07332
"OxPC(15:1(Ke)_22:6(Ke,OH))",834.49158,651.42552,580.30339,476.27717,598.31397,494.28775,184.07332
"OxPC(15:1(Ke)_24:1(Ke,OH))",872.60118,689.53512,618.41299,476.27717,636.42357,494.28775,184.07332
OxPC(15:1(Ke)_5:0(CHO)),592.32453,409.25847,338.13634,476.27717,356.14692,494.28775,184.07332
OxPC(15:1(Ke)_6:0(CHO)),606.34018,423.27412,352.15199,476.27717,370.16257,494.28775,184.07332
OxPC(15:1(Ke)_7:0(CHO)),620.35583,437.28977,366.16764,476.27717,384.17822,494.28775,184.07332
OxPC(15:1(Ke)_8:0(CHO)),634.37148,451.30542,380.18329,476.27717,398.19387,494.28775,184.07332
OxPC(15:1(Ke)_9:0(CHO)),648.38713,465.32107,394.19894,476.27717,412.20952,494.28775,184.07332
OxPC(15:1(Ke)_10:0(CHO)),662.40278,479.33672,408.21459,476.27717,426.22517,494.28775,184.07332
OxPC(15:1(Ke)_11:0(CHO)),676.41843,493.35237,422.23024,476.27717,440.24082,494.28775,184.07332
OxPC(15:1(Ke)_12:0(CHO)),690.43408,507.36802,436.24589,476.27717,454.25647,494.28775,184.07332
OxPC(15:1(Ke)_13:0(CHO)),704.44973,521.38367,450.26154,476.27717,468.27212,494.28775,184.07332
OxPC(15:1(Ke)_14:0(CHO)),718.46538,535.39932,464.27719,476.27717,482.28777,494.28775,184.07332
OxPC(15:1(Ke)_15:0(CHO)),732.48103,549.41497,478.29284,476.27717,496.30342,494.28775,184.07332
OxPC(15:1(Ke)_6:1(CHO)),604.32454,421.25848,350.13635,476.27717,368.14693,494.28775,184.07332
OxPC(15:1(Ke)_7:1(CHO)),618.34019,435.27413,364.152,476.27717,382.16258,494.28775,184.07332
OxPC(15:1(Ke)_8:1(CHO)),632.35584,449.28978,378.16765,476.27717,396.17823,494.28775,184.07332
OxPC(15:1(Ke)_9:1(CHO)),646.37149,463.30543,392.1833,476.27717,410.19388,494.28775,184.07332
OxPC(15:1(Ke)_9:2(CHO)),644.35584,461.28978,390.16765,476.27717,408.17823,494.28775,184.07332
OxPC(15:1(Ke)_10:1(CHO)),660.38714,477.32108,406.19895,476.27717,424.20953,494.28775,184.07332
OxPC(15:1(Ke)_10:2(CHO)),658.37149,475.30543,404.1833,476.27717,422.19388,494.28775,184.07332
OxPC(15:1(Ke)_11:1(CHO)),674.40279,491.33673,420.2146,476.27717,438.22518,494.28775,184.07332
OxPC(15:1(Ke)_11:2(CHO)),672.38714,489.32108,418.19895,476.27717,436.20953,494.28775,184.07332
OxPC(15:1(Ke)_12:1(CHO)),688.41844,505.35238,434.23025,476.27717,452.24083,494.28775,184.07332
OxPC(15:1(Ke)_12:2(CHO)),686.40279,503.33673,432.2146,476.27717,450.22518,494.28775,184.07332
OxPC(15:1(Ke)_12:3(CHO)),684.38714,501.32108,430.19895,476.27717,448.20953,494.28775,184.07332
OxPC(15:1(Ke)_13:1(CHO)),702.43409,519.36803,448.2459,476.27717,466.25648,494.28775,184.07332
OxPC(15:1(Ke)_13:2(CHO)),700.41844,517.35238,446.23025,476.27717,464.24083,494.28775,184.07332
OxPC(15:1(Ke)_13:3(CHO)),698.40279,515.33673,444.2146,476.27717,462.22518,494.28775,184.07332
OxPC(15:1(Ke)_14:1(CHO)),716.44974,533.38368,462.26155,476.27717,480.27213,494.28775,184.07332
OxPC(15:1(Ke)_14:2(CHO)),714.43409,531.36803,460.2459,476.27717,478.25648,494.28775,184.07332
OxPC(15:1(Ke)_14:3(CHO)),712.41844,529.35238,458.23025,476.27717,476.24083,494.28775,184.07332
OxPC(15:1(Ke)_15:1(CHO)),730.46539,547.39933,476.2772,476.27717,494.28778,494.28775,184.07332
OxPC(15:1(Ke)_15:2(CHO)),728.44974,545.38368,474.26155,476.27717,492.27213,494.28775,184.07332
OxPC(15:1(Ke)_15:3(CHO)),726.43409,543.36803,472.2459,476.27717,490.25648,494.28775,184.07332
OxPC(15:1(Ke)_15:4(CHO)),724.41844,541.35238,470.23025,476.27717,488.24083,494.28775,184.07332
OxPC(15:1(Ke)_16:1(CHO)),744.48104,561.41498,490.29285,476.27717,508.30343,494.28775,184.07332
OxPC(15:1(Ke)_16:2(CHO)),742.46539,559.39933,488.2772,476.27717,506.28778,494.28775,184.07332
OxPC(15:1(Ke)_16:3(CHO)),740.44974,557.38368,486.26155,476.27717,504.27213,494.28775,184.07332
OxPC(15:1(Ke)_16:4(CHO)),738.43409,555.36803,484.2459,476.27717,502.25648,494.28775,184.07332
OxPC(15:1(Ke)_17:4(CHO)),752.44974,569.38368,498.26155,476.27717,516.27213,494.28775,184.07332
OxPC(15:1(Ke)_18:4(CHO)),766.46539,583.39933,512.2772,476.27717,530.28778,494.28775,184.07332
OxPC(15:1(Ke)_18:5(CHO)),764.44974,581.38368,510.26155,476.27717,528.27213,494.28775,184.07332
OxPC(15:1(Ke)_19:4(CHO)),780.48104,597.41498,526.29285,476.27717,544.30343,494.28775,184.07332
OxPC(15:1(Ke)_19:5(CHO)),778.46539,595.39933,524.2772,476.27717,542.28778,494.28775,184.07332
OxPC(15:1(Ke)_3:0(COOH)),580.28815,397.22209,326.09996,476.27717,344.11054,494.28775,184.07332
OxPC(15:1(Ke)_4:0(COOH)),594.3038,411.23774,340.11561,476.27717,358.12619,494.28775,184.07332
OxPC(15:1(Ke)_5:0(COOH)),608.31945,425.25339,354.13126,476.27717,372.14184,494.28775,184.07332
OxPC(15:1(Ke)_6:0(COOH)),622.3351,439.26904,368.14691,476.27717,386.15749,494.28775,184.07332
OxPC(15:1(Ke)_7:0(COOH)),636.35075,453.28469,382.16256,476.27717,400.17314,494.28775,184.07332
OxPC(15:1(Ke)_8:0(COOH)),650.3664,467.30034,396.17821,476.27717,414.18879,494.28775,184.07332
OxPC(15:1(Ke)_9:0(COOH)),664.38205,481.31599,410.19386,476.27717,428.20444,494.28775,184.07332
OxPC(15:1(Ke)_10:0(COOH)),678.3977,495.33164,424.20951,476.27717,442.22009,494.28775,184.07332
OxPC(15:1(Ke)_11:0(COOH)),692.41335,509.34729,438.22516,476.27717,456.23574,494.28775,184.07332
OxPC(15:1(Ke)_12:0(COOH)),706.429,523.36294,452.24081,476.27717,470.25139,494.28775,184.07332
OxPC(15:1(Ke)_13:0(COOH)),720.44465,537.37859,466.25646,476.27717,484.26704,494.28775,184.07332
OxPC(15:1(Ke)_14:0(COOH)),734.4603,551.39424,480.27211,476.27717,498.28269,494.28775,184.07332
OxPC(15:1(Ke)_15:0(COOH)),748.47595,565.40989,494.28776,476.27717,512.29834,494.28775,184.07332
OxPC(15:1(Ke)_6:1(COOH)),620.31946,437.2534,366.13127,476.27717,384.14185,494.28775,184.07332
OxPC(15:1(Ke)_7:1(COOH)),634.33511,451.26905,380.14692,476.27717,398.1575,494.28775,184.07332
OxPC(15:1(Ke)_8:1(COOH)),648.35076,465.2847,394.16257,476.27717,412.17315,494.28775,184.07332
OxPC(15:1(Ke)_9:1(COOH)),662.36641,479.30035,408.17822,476.27717,426.1888,494.28775,184.07332
OxPC(15:1(Ke)_9:2(COOH)),660.35076,477.2847,406.16257,476.27717,424.17315,494.28775,184.07332
OxPC(15:1(Ke)_10:1(COOH)),676.38206,493.316,422.19387,476.27717,440.20445,494.28775,184.07332
OxPC(15:1(Ke)_10:2(COOH)),674.36641,491.30035,420.17822,476.27717,438.1888,494.28775,184.07332
OxPC(15:1(Ke)_11:1(COOH)),690.39771,507.33165,436.20952,476.27717,454.2201,494.28775,184.07332
OxPC(15:1(Ke)_11:2(COOH)),688.38206,505.316,434.19387,476.27717,452.20445,494.28775,184.07332
OxPC(15:1(Ke)_12:1(COOH)),704.41336,521.3473,450.22517,476.27717,468.23575,494.28775,184.07332
OxPC(15:1(Ke)_12:2(COOH)),702.39771,519.33165,448.20952,476.27717,466.2201,494.28775,184.07332
OxPC(15:1(Ke)_12:3(COOH)),700.38206,517.316,446.19387,476.27717,464.20445,494.28775,184.07332
OxPC(15:1(Ke)_13:1(COOH)),718.42901,535.36295,464.24082,476.27717,482.2514,494.28775,184.07332
OxPC(15:1(Ke)_13:2(COOH)),716.41336,533.3473,462.22517,476.27717,480.23575,494.28775,184.07332
OxPC(15:1(Ke)_13:3(COOH)),714.39771,531.33165,460.20952,476.27717,478.2201,494.28775,184.07332
OxPC(15:1(Ke)_14:1(COOH)),732.44466,549.3786,478.25647,476.27717,496.26705,494.28775,184.07332
OxPC(15:1(Ke)_14:2(COOH)),730.42901,547.36295,476.24082,476.27717,494.2514,494.28775,184.07332
OxPC(15:1(Ke)_14:3(COOH)),728.41336,545.3473,474.22517,476.27717,492.23575,494.28775,184.07332
OxPC(15:1(Ke)_15:1(COOH)),746.46031,563.39425,492.27212,476.27717,510.2827,494.28775,184.07332
OxPC(15:1(Ke)_15:2(COOH)),744.44466,561.3786,490.25647,476.27717,508.26705,494.28775,184.07332
OxPC(15:1(Ke)_15:3(COOH)),742.42901,559.36295,488.24082,476.27717,506.2514,494.28775,184.07332
OxPC(15:1(Ke)_15:4(COOH)),740.41336,557.3473,486.22517,476.27717,504.23575,494.28775,184.07332
OxPC(15:1(Ke)_16:1(COOH)),760.47596,577.4099,506.28777,476.27717,524.29835,494.28775,184.07332
OxPC(15:1(Ke)_16:2(COOH)),758.46031,575.39425,504.27212,476.27717,522.2827,494.28775,184.07332
OxPC(15:1(Ke)_16:3(COOH)),756.44466,573.3786,502.25647,476.27717,520.26705,494.28775,184.07332
OxPC(15:1(Ke)_16:4(COOH)),754.42901,571.36295,500.24082,476.27717,518.2514,494.28775,184.07332
OxPC(15:1(Ke)_17:4(COOH)),768.44466,585.3786,514.25647,476.27717,532.26705,494.28775,184.07332
OxPC(15:1(Ke)_18:4(COOH)),782.46031,599.39425,528.27212,476.27717,546.2827,494.28775,184.07332
OxPC(15:1(Ke)_18:5(COOH)),780.44466,597.3786,526.25647,476.27717,544.26705,494.28775,184.07332
OxPC(15:1(Ke)_19:4(COOH)),796.47596,613.4099,542.28777,476.27717,560.29835,494.28775,184.07332
OxPC(15:1(Ke)_19:5(COOH)),794.46031,611.39425,540.27212,476.27717,558.2827,494.28775,184.07332
OxPC(15:1(Ke)_3:0(CHO)),564.29323,381.22717,310.10504,476.27717,328.11562,494.28775,184.07332
OxPC(15:1(Ke)_4:0(CHO)),578.30888,395.24282,324.12069,476.27717,342.13127,494.28775,184.07332
OxPC(16:1(Ke)_16:1(Ke)),758.49676,575.4307,490.29287,490.29287,508.30345,508.30345,184.07332
OxPC(16:1(Ke)_17:1(Ke)),772.51236,589.4463,504.30847,490.29287,522.31905,508.30345,184.07332
OxPC(16:1(Ke)_17:2(Ke)),770.49676,587.4307,502.29287,490.29287,520.30345,508.30345,184.07332
OxPC(16:1(Ke)_18:1(Ke)),786.52806,603.462,518.32417,490.29287,536.33475,508.30345,184.07332
OxPC(16:1(Ke)_18:2(Ke)),784.51236,601.4463,516.30847,490.29287,534.31905,508.30345,184.07332
OxPC(16:1(Ke)_18:3(Ke)),782.49676,599.4307,514.29287,490.29287,532.30345,508.30345,184.07332
OxPC(16:1(Ke)_18:4(Ke)),780.48106,597.415,512.27717,490.29287,530.28775,508.30345,184.07332
OxPC(16:1(Ke)_20:1(Ke)),814.55936,631.4933,546.35547,490.29287,564.36605,508.30345,184.07332
OxPC(16:1(Ke)_20:2(Ke)),812.54366,629.4776,544.33977,490.29287,562.35035,508.30345,184.07332
OxPC(16:1(Ke)_20:3(Ke)),810.52806,627.462,542.32417,490.29287,560.33475,508.30345,184.07332
OxPC(16:1(Ke)_20:5(Ke)),806.49676,623.4307,538.29287,490.29287,556.30345,508.30345,184.07332
OxPC(16:1(Ke)_22:1(Ke)),842.59066,659.5246,574.38677,490.29287,592.39735,508.30345,184.07332
OxPC(16:1(Ke)_22:2(Ke)),840.57496,657.5089,572.37107,490.29287,590.38165,508.30345,184.07332
OxPC(16:1(Ke)_22:3(Ke)),838.55936,655.4933,570.35547,490.29287,588.36605,508.30345,184.07332
OxPC(16:1(Ke)_22:4(Ke)),836.54366,653.4776,568.33977,490.29287,586.35035,508.30345,184.07332
OxPC(16:1(Ke)_22:5(Ke)),834.52806,651.462,566.32417,490.29287,584.33475,508.30345,184.07332
OxPC(16:1(Ke)_22:6(Ke)),832.51236,649.4463,564.30847,490.29287,582.31905,508.30345,184.07332
OxPC(16:1(Ke)_24:1(Ke)),870.62196,687.5559,602.41807,490.29287,620.42865,508.30345,184.07332
"OxPC(16:1(Ke)_14:1(Ke,OH))",746.46038,563.39432,478.25649,490.29287,496.26707,508.30345,184.07332
"OxPC(16:1(Ke)_15:1(Ke,OH))",760.47598,577.40992,492.27209,490.29287,510.28267,508.30345,184.07332
"OxPC(16:1(Ke)_16:1(Ke,OH))",774.49168,591.42562,506.28779,490.29287,524.29837,508.30345,184.07332
"OxPC(16:1(Ke)_17:1(Ke,OH))",788.50728,605.44122,520.30339,490.29287,538.31397,508.30345,184.07332
"OxPC(16:1(Ke)_17:2(Ke,OH))",786.49168,603.42562,518.28779,490.29287,536.29837,508.30345,184.07332
"OxPC(16:1(Ke)_18:1(Ke,OH))",802.52298,619.45692,534.31909,490.29287,552.32967,508.30345,184.07332
"OxPC(16:1(Ke)_18:2(Ke,OH))",800.50728,617.44122,532.30339,490.29287,550.31397,508.30345,184.07332
"OxPC(16:1(Ke)_18:3(Ke,OH))",798.49168,615.42562,530.28779,490.29287,548.29837,508.30345,184.07332
"OxPC(16:1(Ke)_18:4(Ke,OH))",796.47598,613.40992,528.27209,490.29287,546.28267,508.30345,184.07332
"OxPC(16:1(Ke)_20:1(Ke,OH))",830.55428,647.48822,562.35039,490.29287,580.36097,508.30345,184.07332
"OxPC(16:1(Ke)_20:2(Ke,OH))",828.53858,645.47252,560.33469,490.29287,578.34527,508.30345,184.07332
"OxPC(16:1(Ke)_20:3(Ke,OH))",826.52298,643.45692,558.31909,490.29287,576.32967,508.30345,184.07332
"OxPC(16:1(Ke)_20:4(Ke,OH))",824.50728,641.44122,556.30339,490.29287,574.31397,508.30345,184.07332
"OxPC(16:1(Ke)_20:5(Ke,OH))",822.49168,639.42562,554.28779,490.29287,572.29837,508.30345,184.07332
"OxPC(16:1(Ke)_22:1(Ke,OH))",858.58558,675.51952,590.38169,490.29287,608.39227,508.30345,184.07332
"OxPC(16:1(Ke)_22:2(Ke,OH))",856.56988,673.50382,588.36599,490.29287,606.37657,508.30345,184.07332
"OxPC(16:1(Ke)_22:3(Ke,OH))",854.55428,671.48822,586.35039,490.29287,604.36097,508.30345,184.07332
"OxPC(16:1(Ke)_22:4(Ke,OH))",852.53858,669.47252,584.33469,490.29287,602.34527,508.30345,184.07332
"OxPC(16:1(Ke)_22:5(Ke,OH))",850.52298,667.45692,582.31909,490.29287,600.32967,508.30345,184.07332
"OxPC(16:1(Ke)_22:6(Ke,OH))",848.50728,665.44122,580.30339,490.29287,598.31397,508.30345,184.07332
"OxPC(16:1(Ke)_24:1(Ke,OH))",886.61688,703.55082,618.41299,490.29287,636.42357,508.30345,184.07332
OxPC(16:1(Ke)_5:0(CHO)),606.34023,423.27417,338.13634,490.29287,356.14692,508.30345,184.07332
OxPC(16:1(Ke)_6:0(CHO)),620.35588,437.28982,352.15199,490.29287,370.16257,508.30345,184.07332
OxPC(16:1(Ke)_7:0(CHO)),634.37153,451.30547,366.16764,490.29287,384.17822,508.30345,184.07332
OxPC(16:1(Ke)_8:0(CHO)),648.38718,465.32112,380.18329,490.29287,398.19387,508.30345,184.07332
OxPC(16:1(Ke)_9:0(CHO)),662.40283,479.33677,394.19894,490.29287,412.20952,508.30345,184.07332
OxPC(16:1(Ke)_10:0(CHO)),676.41848,493.35242,408.21459,490.29287,426.22517,508.30345,184.07332
OxPC(16:1(Ke)_11:0(CHO)),690.43413,507.36807,422.23024,490.29287,440.24082,508.30345,184.07332
OxPC(16:1(Ke)_12:0(CHO)),704.44978,521.38372,436.24589,490.29287,454.25647,508.30345,184.07332
OxPC(16:1(Ke)_13:0(CHO)),718.46543,535.39937,450.26154,490.29287,468.27212,508.30345,184.07332
OxPC(16:1(Ke)_14:0(CHO)),732.48108,549.41502,464.27719,490.29287,482.28777,508.30345,184.07332
OxPC(16:1(Ke)_15:0(CHO)),746.49673,563.43067,478.29284,490.29287,496.30342,508.30345,184.07332
OxPC(16:1(Ke)_6:1(CHO)),618.34024,435.27418,350.13635,490.29287,368.14693,508.30345,184.07332
OxPC(16:1(Ke)_7:1(CHO)),632.35589,449.28983,364.152,490.29287,382.16258,508.30345,184.07332
OxPC(16:1(Ke)_8:1(CHO)),646.37154,463.30548,378.16765,490.29287,396.17823,508.30345,184.07332
OxPC(16:1(Ke)_9:1(CHO)),660.38719,477.32113,392.1833,490.29287,410.19388,508.30345,184.07332
OxPC(16:1(Ke)_9:2(CHO)),658.37154,475.30548,390.16765,490.29287,408.17823,508.30345,184.07332
OxPC(16:1(Ke)_10:1(CHO)),674.40284,491.33678,406.19895,490.29287,424.20953,508.30345,184.07332
