OxPC,[M+H]+,M+H-PC,M+H-R1COOH,M+H-R2COOH,M+H-R1CO,M+H-R2CO,PC_head
OxPC(22:6(OOOO)_10:2(COOH)),812.39813,629.33207,420.17822,614.30889,438.1888,632.31947,184.07332
OxPC(22:6(OOOO)_11:1(COOH)),828.42943,645.36337,436.20952,614.30889,454.2201,632.31947,184.07332
OxPC(22:6(OOOO)_11:2(COOH)),826.41378,643.34772,434.19387,614.30889,452.20445,632.31947,184.07332
OxPC(22:6(OOOO)_12:1(COOH)),842.44508,659.37902,450.22517,614.30889,468.23575,632.31947,184.07332
OxPC(22:6(OOOO)_12:2(COOH)),840.42943,657.36337,448.20952,614.30889,466.2201,632.31947,184.07332
OxPC(22:6(OOOO)_12:3(COOH)),838.41378,655.34772,446.19387,614.30889,464.20445,632.31947,184.07332
OxPC(22:6(OOOO)_13:1(COOH)),856.46073,673.39467,464.24082,614.30889,482.2514,632.31947,184.07332
OxPC(22:6(OOOO)_13:2(COOH)),854.44508,671.37902,462.22517,614.30889,480.23575,632.31947,184.07332
OxPC(22:6(OOOO)_13:3(COOH)),852.42943,669.36337,460.20952,614.30889,478.2201,632.31947,184.07332
OxPC(22:6(OOOO)_14:1(COOH)),870.47638,687.41032,478.25647,614.30889,496.26705,632.31947,184.07332
OxPC(22:6(OOOO)_14:2(COOH)),868.46073,685.39467,476.24082,614.30889,494.2514,632.31947,184.07332
OxPC(22:6(OOOO)_14:3(COOH)),866.44508,683.37902,474.22517,614.30889,492.23575,632.31947,184.07332
OxPC(22:6(OOOO)_15:1(COOH)),884.49203,701.42597,492.27212,614.30889,510.2827,632.31947,184.07332
OxPC(22:6(OOOO)_15:2(COOH)),882.47638,699.41032,490.25647,614.30889,508.26705,632.31947,184.07332
OxPC(22:6(OOOO)_15:3(COOH)),880.46073,697.39467,488.24082,614.30889,506.2514,632.31947,184.07332
OxPC(22:6(OOOO)_15:4(COOH)),878.44508,695.37902,486.22517,614.30889,504.23575,632.31947,184.07332
OxPC(22:6(OOOO)_16:1(COOH)),898.50768,715.44162,506.28777,614.30889,524.29835,632.31947,184.07332
OxPC(22:6(OOOO)_16:2(COOH)),896.49203,713.42597,504.27212,614.30889,522.2827,632.31947,184.07332
OxPC(22:6(OOOO)_16:3(COOH)),894.47638,711.41032,502.25647,614.30889,520.26705,632.31947,184.07332
OxPC(22:6(OOOO)_16:4(COOH)),892.46073,709.39467,500.24082,614.30889,518.2514,632.31947,184.07332
OxPC(22:6(OOOO)_17:4(COOH)),906.47638,723.41032,514.25647,614.30889,532.26705,632.31947,184.07332
OxPC(22:6(OOOO)_18:4(COOH)),920.49203,737.42597,528.27212,614.30889,546.2827,632.31947,184.07332
OxPC(22:6(OOOO)_18:5(COOH)),918.47638,735.41032,526.25647,614.30889,544.26705,632.31947,184.07332
OxPC(22:6(OOOO)_19:4(COOH)),934.50768,751.44162,542.28777,614.30889,560.29835,632.31947,184.07332
OxPC(22:6(OOOO)_19:5(COOH)),932.49203,749.42597,540.27212,614.30889,558.2827,632.31947,184.07332
OxPC(22:6(OOOO)_3:0(CHO)),702.32495,519.25889,310.10504,614.30889,328.11562,632.31947,184.07332
OxPC(22:6(OOOO)_4:0(CHO)),716.3406,533.27454,324.12069,614.30889,342.13127,632.31947,184.07332
OxPC(24:1(OOOO)_24:1(OOOO)),1082.748,899.68194,652.41849,652.41849,670.42907,670.42907,184.07332
OxPC(24:1(OOOO)_14:1(Ke)),892.59108,709.52502,462.26157,652.41849,480.27215,670.42907,184.07332
OxPC(24:1(OOOO)_15:1(Ke)),906.60668,723.54062,476.27717,652.41849,494.28775,670.42907,184.07332
OxPC(24:1(OOOO)_16:1(Ke)),920.62238,737.55632,490.29287,652.41849,508.30345,670.42907,184.07332
OxPC(24:1(OOOO)_17:1(Ke)),934.63798,751.57192,504.30847,652.41849,522.31905,670.42907,184.07332
OxPC(24:1(OOOO)_17:2(Ke)),932.62238,749.55632,502.29287,652.41849,520.30345,670.42907,184.07332
OxPC(24:1(OOOO)_18:1(Ke)),948.65368,765.58762,518.32417,652.41849,536.33475,670.42907,184.07332
OxPC(24:1(OOOO)_18:2(Ke)),946.63798,763.57192,516.30847,652.41849,534.31905,670.42907,184.07332
OxPC(24:1(OOOO)_18:3(Ke)),944.62238,761.55632,514.29287,652.41849,532.30345,670.42907,184.07332
OxPC(24:1(OOOO)_18:4(Ke)),942.60668,759.54062,512.27717,652.41849,530.28775,670.42907,184.07332
OxPC(24:1(OOOO)_20:1(Ke)),976.68498,793.61892,546.35547,652.41849,564.36605,670.42907,184.07332
OxPC(24:1(OOOO)_20:2(Ke)),974.66928,791.60322,544.33977,652.41849,562.35035,670.42907,184.07332
OxPC(24:1(OOOO)_20:3(Ke)),972.65368,789.58762,542.32417,652.41849,560.33475,670.42907,184.07332
OxPC(24:1(OOOO)_20:5(Ke)),968.62238,785.55632,538.29287,652.41849,556.30345,670.42907,184.07332
OxPC(24:1(OOOO)_22:1(Ke)),1004.71628,821.65022,574.38677,652.41849,592.39735,670.42907,184.07332
OxPC(24:1(OOOO)_22:2(Ke)),1002.70058,819.63452,572.37107,652.41849,590.38165,670.42907,184.07332
OxPC(24:1(OOOO)_22:3(Ke)),1000.68498,817.61892,570.35547,652.41849,588.36605,670.42907,184.07332
OxPC(24:1(OOOO)_22:4(Ke)),998.66928,815.60322,568.33977,652.41849,586.35035,670.42907,184.07332
OxPC(24:1(OOOO)_22:5(Ke)),996.65368,813.58762,566.32417,652.41849,584.33475,670.42907,184.07332
OxPC(24:1(OOOO)_22:6(Ke)),994.63798,811.57192,564.30847,652.41849,582.31905,670.42907,184.07332
OxPC(24:1(OOOO)_24:1(Ke)),1032.74758,849.68152,602.41807,652.41849,620.42865,670.42907,184.07332
"OxPC(24:1(OOOO)_14:1(Ke,OH))",908.586,725.51994,478.25649,652.41849,496.26707,670.42907,184.07332
"OxPC(24:1(OOOO)_15:1(Ke,OH))",922.6016,739.53554,492.27209,652.41849,510.28267,670.42907,184.07332
"OxPC(24:1(OOOO)_16:1(Ke,OH))",936.6173,753.55124,506.28779,652.41849,524.29837,670.42907,184.07332
"OxPC(24:1(OOOO)_17:1(Ke,OH))",950.6329,767.56684,520.30339,652.41849,538.31397,670.42907,184.07332
"OxPC(24:1(OOOO)_17:2(Ke,OH))",948.6173,765.55124,518.28779,652.41849,536.29837,670.42907,184.07332
"OxPC(24:1(OOOO)_18:1(Ke,OH))",964.6486,781.58254,534.31909,652.41849,552.32967,670.42907,184.07332
"OxPC(24:1(OOOO)_18:2(Ke,OH))",962.6329,779.56684,532.30339,652.41849,550.31397,670.42907,184.07332
"OxPC(24:1(OOOO)_18:3(Ke,OH))",960.6173,777.55124,530.28779,652.41849,548.29837,670.42907,184.07332
"OxPC(24:1(OOOO)_18:4(Ke,OH))",958.6016,775.53554,528.27209,652.41849,546.28267,670.42907,184.07332
"OxPC(24:1(OOOO)_20:1(Ke,OH))",992.6799,809.61384,562.35039,652.41849,580.36097,670.42907,184.07332
"OxPC(24:1(OOOO)_20:2(Ke,OH))",990.6642,807.59814,560.33469,652.41849,578.34527,670.42907,184.07332
"OxPC(24:1(OOOO)_20:3(Ke,OH))",988.6486,805.58254,558.31909,652.41849,576.32967,670.42907,184.07332
"OxPC(24:1(OOOO)_20:4(Ke,OH))",986.6329,803.56684,556.30339,652.41849,574.31397,670.42907,184.07332
"OxPC(24:1(OOOO)_20:5(Ke,OH))",984.6173,801.55124,554.28779,652.41849,572.29837,670.42907,184.07332
"OxPC(24:1(OOOO)_22:1(Ke,OH))",1020.7112,837.64514,590.38169,652.41849,608.39227,670.42907,184.07332
"OxPC(24:1(OOOO)_22:2(Ke,OH))",1018.6955,835.62944,588.36599,652.41849,606.37657,670.42907,184.07332
"OxPC(24:1(OOOO)_22:3(Ke,OH))",1016.6799,833.61384,586.35039,652.41849,604.36097,670.42907,184.07332
"OxPC(24:1(OOOO)_22:4(Ke,OH))",1014.6642,831.59814,584.33469,652.41849,602.34527,670.42907,184.07332
"OxPC(24:1(OOOO)_22:5(Ke,OH))",1012.6486,829.58254,582.31909,652.41849,600.32967,670.42907,184.07332
"OxPC(24:1(OOOO)_22:6(Ke,OH))",1010.6329,827.56684,580.30339,652.41849,598.31397,670.42907,184.07332
"OxPC(24:1(OOOO)_24:1(Ke,OH))",1048.7425,865.67644,618.41299,652.41849,636.42357,670.42907,184.07332
OxPC(24:1(OOOO)_5:0(CHO)),768.46585,585.39979,338.13634,652.41849,356.14692,670.42907,184.07332
OxPC(24:1(OOOO)_6:0(CHO)),782.4815,599.41544,352.15199,652.41849,370.16257,670.42907,184.07332
OxPC(24:1(OOOO)_7:0(CHO)),796.49715,613.43109,366.16764,652.41849,384.17822,670.42907,184.07332
OxPC(24:1(OOOO)_8:0(CHO)),810.5128,627.44674,380.18329,652.41849,398.19387,670.42907,184.07332
OxPC(24:1(OOOO)_9:0(CHO)),824.52845,641.46239,394.19894,652.41849,412.20952,670.42907,184.07332
OxPC(24:1(OOOO)_10:0(CHO)),838.5441,655.47804,408.21459,652.41849,426.22517,670.42907,184.07332
OxPC(24:1(OOOO)_11:0(CHO)),852.55975,669.49369,422.23024,652.41849,440.24082,670.42907,184.07332
OxPC(24:1(OOOO)_12:0(CHO)),866.5754,683.50934,436.24589,652.41849,454.25647,670.42907,184.07332
OxPC(24:1(OOOO)_13:0(CHO)),880.59105,697.52499,450.26154,652.41849,468.27212,670.42907,184.07332
OxPC(24:1(OOOO)_14:0(CHO)),894.6067,711.54064,464.27719,652.41849,482.28777,670.42907,184.07332
OxPC(24:1(OOOO)_15:0(CHO)),908.62235,725.55629,478.29284,652.41849,496.30342,670.42907,184.07332
OxPC(24:1(OOOO)_6:1(CHO)),780.46586,597.3998,350.13635,652.41849,368.14693,670.42907,184.07332
OxPC(24:1(OOOO)_7:1(CHO)),794.48151,611.41545,364.152,652.41849,382.16258,670.42907,184.07332
OxPC(24:1(OOOO)_8:1(CHO)),808.49716,625.4311,378.16765,652.41849,396.17823,670.42907,184.07332
OxPC(24:1(OOOO)_9:1(CHO)),822.51281,639.44675,392.1833,652.41849,410.19388,670.42907,184.07332
OxPC(24:1(OOOO)_9:2(CHO)),820.49716,637.4311,390.16765,652.41849,408.17823,670.42907,184.07332
OxPC(24:1(OOOO)_10:1(CHO)),836.52846,653.4624,406.19895,652.41849,424.20953,670.42907,184.07332
OxPC(24:1(OOOO)_10:2(CHO)),834.51281,651.44675,404.1833,652.41849,422.19388,670.42907,184.07332
OxPC(24:1(OOOO)_11:1(CHO)),850.54411,667.47805,420.2146,652.41849,438.22518,670.42907,184.07332
OxPC(24:1(OOOO)_11:2(CHO)),848.52846,665.4624,418.19895,652.41849,436.20953,670.42907,184.07332
OxPC(24:1(OOOO)_12:1(CHO)),864.55976,681.4937,434.23025,652.41849,452.24083,670.42907,184.07332
OxPC(24:1(OOOO)_12:2(CHO)),862.54411,679.47805,432.2146,652.41849,450.22518,670.42907,184.07332
OxPC(24:1(OOOO)_12:3(CHO)),860.52846,677.4624,430.19895,652.41849,448.20953,670.42907,184.07332
OxPC(24:1(OOOO)_13:1(CHO)),878.57541,695.50935,448.2459,652.41849,466.25648,670.42907,184.07332
OxPC(24:1(OOOO)_13:2(CHO)),876.55976,693.4937,446.23025,652.41849,464.24083,670.42907,184.07332
OxPC(24:1(OOOO)_13:3(CHO)),874.54411,691.47805,444.2146,652.41849,462.22518,670.42907,184.07332
OxPC(24:1(OOOO)_14:1(CHO)),892.59106,709.525,462.26155,652.41849,480.27213,670.42907,184.07332
OxPC(24:1(OOOO)_14:2(CHO)),890.57541,707.50935,460.2459,652.41849,478.25648,670.42907,184.07332
OxPC(24:1(OOOO)_14:3(CHO)),888.55976,705.4937,458.23025,652.41849,476.24083,670.42907,184.07332
OxPC(24:1(OOOO)_15:1(CHO)),906.60671,723.54065,476.2772,652.41849,494.28778,670.42907,184.07332
OxPC(24:1(OOOO)_15:2(CHO)),904.59106,721.525,474.26155,652.41849,492.27213,670.42907,184.07332
OxPC(24:1(OOOO)_15:3(CHO)),902.57541,719.50935,472.2459,652.41849,490.25648,670.42907,184.07332
OxPC(24:1(OOOO)_15:4(CHO)),900.55976,717.4937,470.23025,652.41849,488.24083,670.42907,184.07332
OxPC(24:1(OOOO)_16:1(CHO)),920.62236,737.5563,490.29285,652.41849,508.30343,670.42907,184.07332
OxPC(24:1(OOOO)_16:2(CHO)),918.60671,735.54065,488.2772,652.41849,506.28778,670.42907,184.07332
OxPC(24:1(OOOO)_16:3(CHO)),916.59106,733.525,486.26155,652.41849,504.27213,670.42907,184.07332
OxPC(24:1(OOOO)_16:4(CHO)),914.57541,731.50935,484.2459,652.41849,502.25648,670.42907,184.07332
OxPC(24:1(OOOO)_17:4(CHO)),928.59106,745.525,498.26155,652.41849,516.27213,670.42907,184.07332
OxPC(24:1(OOOO)_18:4(CHO)),942.60671,759.54065,512.2772,652.41849,530.28778,670.42907,184.07332
OxPC(24:1(OOOO)_18:5(CHO)),940.59106,757.525,510.26155,652.41849,528.27213,670.42907,184.07332
OxPC(24:1(OOOO)_19:4(CHO)),956.62236,773.5563,526.29285,652.41849,544.30343,670.42907,184.07332
OxPC(24:1(OOOO)_19:5(CHO)),954.60671,771.54065,524.2772,652.41849,542.28778,670.42907,184.07332
OxPC(24:1(OOOO)_3:0(COOH)),756.42947,573.36341,326.09996,652.41849,344.11054,670.42907,184.07332
OxPC(24:1(OOOO)_4:0(COOH)),770.44512,587.37906,340.11561,652.41849,358.12619,670.42907,184.07332
OxPC(24:1(OOOO)_5:0(COOH)),784.46077,601.39471,354.13126,652.41849,372.14184,670.42907,184.07332
OxPC(24:1(OOOO)_6:0(COOH)),798.47642,615.41036,368.14691,652.41849,386.15749,670.42907,184.07332
OxPC(24:1(OOOO)_7:0(COOH)),812.49207,629.42601,382.16256,652.41849,400.17314,670.42907,184.07332
OxPC(24:1(OOOO)_8:0(COOH)),826.50772,643.44166,396.17821,652.41849,414.18879,670.42907,184.07332
OxPC(24:1(OOOO)_9:0(COOH)),840.52337,657.45731,410.19386,652.41849,428.20444,670.42907,184.07332
OxPC(24:1(OOOO)_10:0(COOH)),854.53902,671.47296,424.20951,652.41849,442.22009,670.42907,184.07332
OxPC(24:1(OOOO)_11:0(COOH)),868.55467,685.48861,438.22516,652.41849,456.23574,670.42907,184.07332
OxPC(24:1(OOOO)_12:0(COOH)),882.57032,699.50426,452.24081,652.41849,470.25139,670.42907,184.07332
OxPC(24:1(OOOO)_13:0(COOH)),896.58597,713.51991,466.25646,652.41849,484.26704,670.42907,184.07332
OxPC(24:1(OOOO)_14:0(COOH)),910.60162,727.53556,480.27211,652.41849,498.28269,670.42907,184.07332
OxPC(24:1(OOOO)_15:0(COOH)),924.61727,741.55121,494.28776,652.41849,512.29834,670.42907,184.07332
OxPC(24:1(OOOO)_6:1(COOH)),796.46078,613.39472,366.13127,652.41849,384.14185,670.42907,184.07332
OxPC(24:1(OOOO)_7:1(COOH)),810.47643,627.41037,380.14692,652.41849,398.1575,670.42907,184.07332
OxPC(24:1(OOOO)_8:1(COOH)),824.49208,641.42602,394.16257,652.41849,412.17315,670.42907,184.07332
OxPC(24:1(OOOO)_9:1(COOH)),838.50773,655.44167,408.17822,652.41849,426.1888,670.42907,184.07332
OxPC(24:1(OOOO)_9:2(COOH)),836.49208,653.42602,406.16257,652.41849,424.17315,670.42907,184.07332
OxPC(24:1(OOOO)_10:1(COOH)),852.52338,669.45732,422.19387,652.41849,440.20445,670.42907,184.07332
OxPC(24:1(OOOO)_10:2(COOH)),850.50773,667.44167,420.17822,652.41849,438.1888,670.42907,184.07332
OxPC(24:1(OOOO)_11:1(COOH)),866.53903,683.47297,436.20952,652.41849,454.2201,670.42907,184.07332
OxPC(24:1(OOOO)_11:2(COOH)),864.52338,681.45732,434.19387,652.41849,452.20445,670.42907,184.07332
OxPC(24:1(OOOO)_12:1(COOH)),880.55468,697.48862,450.22517,652.41849,468.23575,670.42907,184.07332
OxPC(24:1(OOOO)_12:2(COOH)),878.53903,695.47297,448.20952,652.41849,466.2201,670.42907,184.07332
OxPC(24:1(OOOO)_12:3(COOH)),876.52338,693.45732,446.19387,652.41849,464.20445,670.42907,184.07332
OxPC(24:1(OOOO)_13:1(COOH)),894.57033,711.50427,464.24082,652.41849,482.2514,670.42907,184.07332
OxPC(24:1(OOOO)_13:2(COOH)),892.55468,709.48862,462.22517,652.41849,480.23575,670.42907,184.07332
OxPC(24:1(OOOO)_13:3(COOH)),890.53903,707.47297,460.20952,652.41849,478.2201,670.42907,184.07332
OxPC(24:1(OOOO)_14:1(COOH)),908.58598,725.51992,478.25647,652.41849,496.26705,670.42907,184.07332
OxPC(24:1(OOOO)_14:2(COOH)),906.57033,723.50427,476.24082,652.41849,494.2514,670.42907,184.07332
OxPC(24:1(OOOO)_14:3(COOH)),904.55468,721.48862,474.22517,652.41849,492.23575,670.42907,184.07332
OxPC(24:1(OOOO)_15:1(COOH)),922.60163,739.53557,492.27212,652.41849,510.2827,670.42907,184.07332
OxPC(24:1(OOOO)_15:2(COOH)),920.58598,737.51992,490.25647,652.41849,508.26705,670.42907,184.07332
OxPC(24:1(OOOO)_15:3(COOH)),918.57033,735.50427,488.24082,652.41849,506.2514,670.42907,184.07332
OxPC(24:1(OOOO)_15:4(COOH)),916.55468,733.48862,486.22517,652.41849,504.23575,670.42907,184.07332
OxPC(24:1(OOOO)_16:1(COOH)),936.61728,753.55122,506.28777,652.41849,524.29835,670.42907,184.07332
OxPC(24:1(OOOO)_16:2(COOH)),934.60163,751.53557,504.27212,652.41849,522.2827,670.42907,184.07332
OxPC(24:1(OOOO)_16:3(COOH)),932.58598,749.51992,502.25647,652.41849,520.26705,670.42907,184.07332
OxPC(24:1(OOOO)_16:4(COOH)),930.57033,747.50427,500.24082,652.41849,518.2514,670.42907,184.07332
OxPC(24:1(OOOO)_17:4(COOH)),944.58598,761.51992,514.25647,652.41849,532.26705,670.42907,184.07332
OxPC(24:1(OOOO)_18:4(COOH)),958.60163,775.53557,528.27212,652.41849,546.2827,670.42907,184.07332
OxPC(24:1(OOOO)_18:5(COOH)),956.58598,773.51992,526.25647,652.41849,544.26705,670.42907,184.07332
OxPC(24:1(OOOO)_19:4(COOH)),972.61728,789.55122,542.28777,652.41849,560.29835,670.42907,184.07332
OxPC(24:1(OOOO)_19:5(COOH)),970.60163,787.53557,540.27212,652.41849,558.2827,670.42907,184.07332
OxPC(24:1(OOOO)_3:0(CHO)),740.43455,557.36849,310.10504,652.41849,328.11562,670.42907,184.07332
OxPC(24:1(OOOO)_4:0(CHO)),754.4502,571.38414,324.12069,652.41849,342.13127,670.42907,184.07332
OxPC(14:1(Ke)_14:1(Ke)),702.43416,519.3681,462.26157,462.26157,480.27215,480.27215,184.07332
OxPC(14:1(Ke)_15:1(Ke)),716.44976,533.3837,476.27717,462.26157,494.28775,480.27215,184.07332
OxPC(14:1(Ke)_16:1(Ke)),730.46546,547.3994,490.29287,462.26157,508.30345,480.27215,184.07332
OxPC(14:1(Ke)_17:1(Ke)),744.48106,561.415,504.30847,462.26157,522.31905,480.27215,184.07332
OxPC(14:1(Ke)_17:2(Ke)),742.46546,559.3994,502.29287,462.26157,520.30345,480.27215,184.07332
OxPC(14:1(Ke)_18:1(Ke)),758.49676,575.4307,518.32417,462.26157,536.33475,480.27215,184.07332
OxPC(14:1(Ke)_18:2(Ke)),756.48106,573.415,516.30847,462.26157,534.31905,480.27215,184.07332
OxPC(14:1(Ke)_18:3(Ke)),754.46546,571.3994,514.29287,462.26157,532.30345,480.27215,184.07332
OxPC(14:1(Ke)_18:4(Ke)),752.44976,569.3837,512.27717,462.26157,530.28775,480.27215,184.07332
OxPC(14:1(Ke)_20:1(Ke)),786.52806,603.462,546.35547,462.26157,564.36605,480.27215,184.07332
OxPC(14:1(Ke)_20:2(Ke)),784.51236,601.4463,544.33977,462.26157,562.35035,480.27215,184.07332
OxPC(14:1(Ke)_20:3(Ke)),782.49676,599.4307,542.32417,462.26157,560.33475,480.27215,184.07332
OxPC(14:1(Ke)_20:5(Ke)),778.46546,595.3994,538.29287,462.26157,556.30345,480.27215,184.07332
OxPC(14:1(Ke)_22:1(Ke)),814.55936,631.4933,574.38677,462.26157,592.39735,480.27215,184.07332
OxPC(14:1(Ke)_22:2(Ke)),812.54366,629.4776,572.37107,462.26157,590.38165,480.27215,184.07332
OxPC(14:1(Ke)_22:3(Ke)),810.52806,627.462,570.35547,462.26157,588.36605,480.27215,184.07332
OxPC(14:1(Ke)_22:4(Ke)),808.51236,625.4463,568.33977,462.26157,586.35035,480.27215,184.07332
OxPC(14:1(Ke)_22:5(Ke)),806.49676,623.4307,566.32417,462.26157,584.33475,480.27215,184.07332
OxPC(14:1(Ke)_22:6(Ke)),804.48106,621.415,564.30847,462.26157,582.31905,480.27215,184.07332
OxPC(14:1(Ke)_24:1(Ke)),842.59066,659.5246,602.41807,462.26157,620.42865,480.27215,184.07332
"OxPC(14:1(Ke)_14:1(Ke,OH))",718.42908,535.36302,478.25649,462.26157,496.26707,480.27215,184.07332
"OxPC(14:1(Ke)_15:1(Ke,OH))",732.44468,549.37862,492.27209,462.26157,510.28267,480.27215,184.07332
"OxPC(14:1(Ke)_16:1(Ke,OH))",746.46038,563.39432,506.28779,462.26157,524.29837,480.27215,184.07332
"OxPC(14:1(Ke)_17:1(Ke,OH))",760.47598,577.40992,520.30339,462.26157,538.31397,480.27215,184.07332
"OxPC(14:1(Ke)_17:2(Ke,OH))",758.46038,575.39432,518.28779,462.26157,536.29837,480.27215,184.07332
"OxPC(14:1(Ke)_18:1(Ke,OH))",774.49168,591.42562,534.31909,462.26157,552.32967,480.27215,184.07332
"OxPC(14:1(Ke)_18:2(Ke,OH))",772.47598,589.40992,532.30339,462.26157,550.31397,480.27215,184.07332
"OxPC(14:1(Ke)_18:3(Ke,OH))",770.46038,587.39432,530.28779,462.26157,548.29837,480.27215,184.07332
"OxPC(14:1(Ke)_18:4(Ke,OH))",768.44468,585.37862,528.27209,462.26157,546.28267,480.27215,184.07332
"OxPC(14:1(Ke)_20:1(Ke,OH))",802.52298,619.45692,562.35039,462.26157,580.36097,480.27215,184.07332
"OxPC(14:1(Ke)_20:2(Ke,OH))",800.50728,617.44122,560.33469,462.26157,578.34527,480.27215,184.07332
"OxPC(14:1(Ke)_20:3(Ke,OH))",798.49168,615.42562,558.31909,462.26157,576.32967,480.27215,184.07332
"OxPC(14:1(Ke)_20:4(Ke,OH))",796.47598,613.40992,556.30339,462.26157,574.31397,480.27215,184.07332
"OxPC(14:1(Ke)_20:5(Ke,OH))",794.46038,611.39432,554.28779,462.26157,572.29837,480.27215,184.07332
"OxPC(14:1(Ke)_22:1(Ke,OH))",830.55428,647.48822,590.38169,462.26157,608.39227,480.27215,184.07332
"OxPC(14:1(Ke)_22:2(Ke,OH))",828.53858,645.47252,588.36599,462.26157,606.37657,480.27215,184.07332
"OxPC(14:1(Ke)_22:3(Ke,OH))",826.52298,643.45692,586.35039,462.26157,604.36097,480.27215,184.07332
"OxPC(14:1(Ke)_22:4(Ke,OH))",824.50728,641.44122,584.33469,462.26157,602.34527,480.27215,184.07332
"OxPC(14:1(Ke)_22:5(Ke,OH))",822.49168,639.42562,582.31909,462.26157,600.32967,480.27215,184.07332
"OxPC(14:1(Ke)_22:6(Ke,OH))",820.47598,637.40992,580.30339,462.26157,598.31397,480.27215,184.07332
"OxPC(14:1(Ke)_24:1(Ke,OH))",858.58558,675.51952,618.41299,462.26157,636.42357,480.27215,184.07332
OxPC(14:1(Ke)_5:0(CHO)),578.30893,395.24287,338.13634,462.26157,356.14692,480.27215,184.07332
OxPC(14:1(Ke)_6:0(CHO)),592.32458,409.25852,352.15199,462.26157,370.16257,480.27215,184.07332
OxPC(14:1(Ke)_7:0(CHO)),606.34023,423.27417,366.16764,462.26157,384.17822,480.27215,184.07332
OxPC(14:1(Ke)_8:0(CHO)),620.35588,437.28982,380.18329,462.26157,398.19387,480.27215,184.07332
OxPC(14:1(Ke)_9:0(CHO)),634.37153,451.30547,394.19894,462.26157,412.20952,480.27215,184.07332
OxPC(14:1(Ke)_10:0(CHO)),648.38718,465.32112,408.21459,462.26157,426.22517,480.27215,184.07332
OxPC(14:1(Ke)_11:0(CHO)),662.40283,479.33677,422.23024,462.26157,440.24082,480.27215,184.07332
OxPC(14:1(Ke)_12:0(CHO)),676.41848,493.35242,436.24589,462.26157,454.25647,480.27215,184.07332
OxPC(14:1(Ke)_13:0(CHO)),690.43413,507.36807,450.26154,462.26157,468.27212,480.27215,184.07332
OxPC(14:1(Ke)_14:0(CHO)),704.44978,521.38372,464.27719,462.26157,482.28777,480.27215,184.07332
OxPC(14:1(Ke)_15:0(CHO)),718.46543,535.39937,478.29284,462.26157,496.30342,480.27215,184.07332
OxPC(14:1(Ke)_6:1(CHO)),590.30894,407.24288,350.13635,462.26157,368.14693,480.27215,184.07332
OxPC(14:1(Ke)_7:1(CHO)),604.32459,421.25853,364.152,462.26157,382.16258,480.27215,184.07332
OxPC(14:1(Ke)_8:1(CHO)),618.34024,435.27418,378.16765,462.26157,396.17823,480.27215,184.07332
OxPC(14:1(Ke)_9:1(CHO)),632.35589,449.28983,392.1833,462.26157,410.19388,480.27215,184.07332
OxPC(14:1(Ke)_9:2(CHO)),630.34024,447.27418,390.16765,462.26157,408.17823,480.27215,184.07332
OxPC(14:1(Ke)_10:1(CHO)),646.37154,463.30548,406.19895,462.26157,424.20953,480.27215,184.07332
OxPC(14:1(Ke)_10:2(CHO)),644.35589,461.28983,404.1833,462.26157,422.19388,480.27215,184.07332
OxPC(14:1(Ke)_11:1(CHO)),660.38719,477.32113,420.2146,462.26157,438.22518,480.27215,184.07332
OxPC(14:1(Ke)_11:2(CHO)),658.37154,475.30548,418.19895,462.26157,436.20953,480.27215,184.07332
OxPC(14:1(Ke)_12:1(CHO)),674.40284,491.33678,434.23025,462.26157,452.24083,480.27215,184.07332
OxPC(14:1(Ke)_12:2(CHO)),672.38719,489.32113,432.2146,462.26157,450.22518,480.27215,184.07332
OxPC(14:1(Ke)_12:3(CHO)),670.37154,487.30548,430.19895,462.26157,448.20953,480.27215,184.07332
OxPC(14:1(Ke)_13:1(CHO)),688.41849,505.35243,448.2459,462.26157,466.25648,480.27215,184.07332
OxPC(14:1(Ke)_13:2(CHO)),686.40284,503.33678,446.23025,462.26157,464.24083,480.27215,184.07332
OxPC(14:1(Ke)_13:3(CHO)),684.38719,501.32113,444.2146,462.26157,462.22518,480.27215,184.07332
OxPC(14:1(Ke)_14:1(CHO)),702.43414,519.36808,462.26155,462.26157,480.27213,480.27215,184.07332
OxPC(14:1(Ke)_14:2(CHO)),700.41849,517.35243,460.2459,462.26157,478.25648,480.27215,184.07332
OxPC(14:1(Ke)_14:3(CHO)),698.40284,515.33678,458.23025,462.26157,476.24083,480.27215,184.07332
OxPC(14:1(Ke)_15:1(CHO)),716.44979,533.38373,476.2772,462.26157,494.28778,480.27215,184.07332
OxPC(14:1(Ke)_15:2(CHO)),714.43414,531.36808,474.26155,462.26157,492.27213,480.27215,184.07332
OxPC(14:1(Ke)_15:3(CHO)),712.41849,529.35243,472.2459,462.26157,490.25648,480.27215,184.07332
OxPC(14:1(Ke)_15:4(CHO)),710.40284,527.33678,470.23025,462.26157,488.24083,480.27215,184.07332
OxPC(14:1(Ke)_16:1(CHO)),730.46544,547.39938,490.29285,462.26157,508.30343,480.27215,184.07332
OxPC(14:1(Ke)_16:2(CHO)),728.44979,545.38373,488.2772,462.26157,506.28778,480.27215,184.07332
OxPC(14:1(Ke)_16:3(CHO)),726.43414,543.36808,486.26155,462.26157,504.27213,480.27215,184.07332
