SM,[M+C2H3O2]-,[M-CH3]-,Sph-C-H,[C4H11NO4P]-,[PO3]-
SM(d27:1/19:1)+C2H3O2,927.7531,853.7162,575.4554,168.0431,78.95905
SM(d27:1/20:0)+C2H3O2,943.7843,869.7476,575.4554,168.0431,78.95905
SM(d27:1/20:1)+C2H3O2,941.7687,867.7319,575.4554,168.0431,78.95905
SM(d27:1/20:2)+C2H3O2,939.7531,865.7162,575.4554,168.0431,78.95905
SM(d27:1/21:0)+C2H3O2,957.8,883.7632,575.4555,168.0431,78.95905
SM(d27:1/21:1)+C2H3O2,955.7843,881.7476,575.4554,168.0431,78.95905
SM(d27:1/22:0)+C2H3O2,971.8156,897.7789,575.4555,168.0431,78.95905
SM(d27:1/22:1)+C2H3O2,969.8,895.7632,575.4555,168.0431,78.95905
SM(d27:1/22:2)+C2H3O2,967.7843,893.7476,575.4554,168.0431,78.95905
SM(d27:1/23:0)+C2H3O2,985.8313,911.7945,575.4555,168.0431,78.95905
SM(d27:1/23:1)+C2H3O2,983.8156,909.7789,575.4555,168.0431,78.95905
SM(d27:1/24:0)+C2H3O2,999.8469,925.8101,575.4555,168.0431,78.95905
SM(d27:1/24:1)+C2H3O2,997.8313,923.7945,575.4555,168.0431,78.95905
SM(d27:1/24:2)+C2H3O2,995.8156,921.7789,575.4555,168.0431,78.95905
SM(d27:1/25:0)+C2H3O2,1013.863,939.8258,575.4555,168.0431,78.95905
SM(d27:1/25:1)+C2H3O2,1011.847,937.8101,575.4555,168.0431,78.95905
SM(d27:1/26:0)+C2H3O2,1027.878,953.8414,575.4555,168.0431,78.95905
SM(d27:1/26:1)+C2H3O2,1025.863,951.8258,575.4555,168.0431,78.95905
SM(d27:1/26:2)+C2H3O2,1023.847,949.8101,575.4555,168.0431,78.95905
SM(d27:1/27:0)+C2H3O2,1041.894,967.8571,575.4556,168.0431,78.95905
SM(d27:1/27:1)+C2H3O2,1039.878,965.8414,575.4555,168.0431,78.95905
SM(d27:1/28:0)+C2H3O2,1055.91,981.8727,575.4556,168.0431,78.95905
SM(d27:1/28:1)+C2H3O2,1053.894,979.8571,575.4556,168.0431,78.95905
SM(d27:1/28:2)+C2H3O2,1051.878,977.8414,575.4555,168.0431,78.95905
SM(d27:1/29:0)+C2H3O2,1069.925,995.8884,575.4556,168.0431,78.95905
SM(d27:1/29:1)+C2H3O2,1067.91,993.8727,575.4556,168.0431,78.95905
SM(d27:1/30:0)+C2H3O2,1083.941,1009.904,575.4556,168.0431,78.95905
SM(d27:1/30:1)+C2H3O2,1081.925,1007.888,575.4556,168.0431,78.95905
SM(d27:1/30:2)+C2H3O2,1079.91,1005.873,575.4556,168.0431,78.95905
SM(d27:1/31:0)+C2H3O2,1097.956,1023.92,575.4556,168.0431,78.95905
SM(d27:1/31:1)+C2H3O2,1095.941,1021.904,575.4556,168.0431,78.95905
SM(d27:1/32:0)+C2H3O2,1111.972,1037.935,575.4556,168.0431,78.95905
SM(d27:1/32:1)+C2H3O2,1109.956,1035.92,575.4556,168.0431,78.95905
SM(d27:1/32:2)+C2H3O2,1107.941,1033.904,575.4556,168.0431,78.95905
SM(d27:1/33:0)+C2H3O2,1125.988,1051.951,575.4556,168.0431,78.95905
SM(d27:1/33:1)+C2H3O2,1123.972,1049.935,575.4556,168.0431,78.95905
SM(d27:1/34:0)+C2H3O2,1140.003,1065.967,575.4556,168.0431,78.95905
SM(d27:1/34:1)+C2H3O2,1137.988,1063.951,575.4556,168.0431,78.95905
SM(d27:1/34:2)+C2H3O2,1135.972,1061.935,575.4556,168.0431,78.95905
SM(d27:1/35:0)+C2H3O2,1154.019,1079.982,575.4556,168.0431,78.95905
SM(d27:1/35:1)+C2H3O2,1152.003,1077.967,575.4556,168.0431,78.95905
SM(d27:1/36:0)+C2H3O2,1168.035,1093.998,575.4556,168.0431,78.95905
SM(d27:1/36:1)+C2H3O2,1166.019,1091.982,575.4556,168.0431,78.95905
SM(d27:1/36:2)+C2H3O2,1164.003,1089.967,575.4556,168.0431,78.95905
SM(d27:1/38:0)+C2H3O2,1196.066,1122.029,575.4556,168.0431,78.95905
SM(d27:1/38:1)+C2H3O2,1194.05,1120.014,575.4556,168.0431,78.95905
SM(d27:1/38:2)+C2H3O2,1192.035,1117.998,575.4556,168.0431,78.95905
SM(d27:1/40:0)+C2H3O2,1224.097,1150.061,575.4557,168.0431,78.95905
SM(d27:1/40:1)+C2H3O2,1222.082,1148.045,575.4557,168.0431,78.95905
SM(d27:1/40:2)+C2H3O2,1220.066,1146.029,575.4556,168.0431,78.95905
SM(d27:1/42:0)+C2H3O2,1252.129,1178.092,575.4557,168.0431,78.95905
SM(d27:1/42:1)+C2H3O2,1250.113,1176.076,575.4557,168.0431,78.95905
SM(d27:1/42:2)+C2H3O2,1248.097,1174.061,575.4557,168.0431,78.95905
SM(d27:2/12:0)+C2H3O2,829.6435,755.6067,573.4398,168.0431,78.95905
SM(d27:2/12:1)+C2H3O2,827.6278,753.5911,573.4398,168.0431,78.95905
SM(d27:2/13:0)+C2H3O2,843.6591,769.6224,573.4398,168.0431,78.95905
SM(d27:2/13:1)+C2H3O2,841.6435,767.6067,573.4398,168.0431,78.95905
SM(d27:2/14:0)+C2H3O2,857.6748,783.638,573.4398,168.0431,78.95905
SM(d27:2/14:1)+C2H3O2,855.6591,781.6224,573.4398,168.0431,78.95905
SM(d27:2/15:0)+C2H3O2,871.6904,797.6536,573.4398,168.0431,78.95905
SM(d27:2/15:1)+C2H3O2,869.6748,795.638,573.4398,168.0431,78.95905
SM(d27:2/16:0)+C2H3O2,885.7061,811.6693,573.4398,168.0431,78.95905
SM(d27:2/16:1)+C2H3O2,883.6904,809.6536,573.4398,168.0431,78.95905
SM(d27:2/16:2)+C2H3O2,881.6748,807.638,573.4398,168.0431,78.95905
SM(d27:2/17:0)+C2H3O2,899.7217,825.6849,573.4398,168.0431,78.95905
SM(d27:2/18:0)+C2H3O2,913.7374,839.7006,573.4398,168.0431,78.95905
SM(d27:2/18:1)+C2H3O2,911.7217,837.6849,573.4398,168.0431,78.95905
SM(d27:2/18:2)+C2H3O2,909.7061,835.6693,573.4398,168.0431,78.95905
SM(d27:2/19:0)+C2H3O2,927.7531,853.7162,573.4398,168.0431,78.95905
SM(d27:2/19:1)+C2H3O2,925.7374,851.7006,573.4398,168.0431,78.95905
SM(d27:2/20:0)+C2H3O2,941.7687,867.7319,573.4398,168.0431,78.95905
SM(d27:2/20:1)+C2H3O2,939.7531,865.7162,573.4398,168.0431,78.95905
SM(d27:2/20:2)+C2H3O2,937.7374,863.7006,573.4398,168.0431,78.95905
SM(d27:2/21:0)+C2H3O2,955.7843,881.7476,573.4398,168.0431,78.95905
SM(d27:2/21:1)+C2H3O2,953.7687,879.7319,573.4398,168.0431,78.95905
SM(d27:2/22:0)+C2H3O2,969.8,895.7632,573.4398,168.0431,78.95905
SM(d27:2/22:1)+C2H3O2,967.7843,893.7476,573.4398,168.0431,78.95905
SM(d27:2/22:2)+C2H3O2,965.7687,891.7319,573.4398,168.0431,78.95905
SM(d27:2/23:0)+C2H3O2,983.8156,909.7789,573.4399,168.0431,78.95905
SM(d27:2/23:1)+C2H3O2,981.8,907.7632,573.4398,168.0431,78.95905
SM(d27:2/24:0)+C2H3O2,997.8313,923.7945,573.4399,168.0431,78.95905
SM(d27:2/24:1)+C2H3O2,995.8156,921.7789,573.4399,168.0431,78.95905
SM(d27:2/24:2)+C2H3O2,993.8,919.7632,573.4398,168.0431,78.95905
SM(d27:2/25:0)+C2H3O2,1011.847,937.8101,573.4399,168.0431,78.95905
SM(d27:2/25:1)+C2H3O2,1009.831,935.7945,573.4399,168.0431,78.95905
SM(d27:2/26:0)+C2H3O2,1025.863,951.8258,573.4399,168.0431,78.95905
SM(d27:2/26:1)+C2H3O2,1023.847,949.8101,573.4399,168.0431,78.95905
SM(d27:2/26:2)+C2H3O2,1021.831,947.7945,573.4399,168.0431,78.95905
SM(d27:2/27:0)+C2H3O2,1039.878,965.8414,573.4399,168.0431,78.95905
SM(d27:2/27:1)+C2H3O2,1037.863,963.8258,573.4399,168.0431,78.95905
SM(d27:2/28:0)+C2H3O2,1053.894,979.8571,573.4399,168.0431,78.95905
SM(d27:2/28:1)+C2H3O2,1051.878,977.8414,573.4399,168.0431,78.95905
SM(d27:2/28:2)+C2H3O2,1049.863,975.8258,573.4399,168.0431,78.95905
SM(d27:2/29:0)+C2H3O2,1067.91,993.8727,573.4399,168.0431,78.95905
SM(d27:2/29:1)+C2H3O2,1065.894,991.8571,573.4399,168.0431,78.95905
SM(d27:2/30:0)+C2H3O2,1081.925,1007.888,573.4399,168.0431,78.95905
SM(d27:2/30:1)+C2H3O2,1079.91,1005.873,573.4399,168.0431,78.95905
SM(d27:2/30:2)+C2H3O2,1077.894,1003.857,573.4399,168.0431,78.95905
SM(d27:2/31:0)+C2H3O2,1095.941,1021.904,573.4399,168.0431,78.95905
SM(d27:2/31:1)+C2H3O2,1093.925,1019.888,573.4399,168.0431,78.95905
SM(d27:2/32:0)+C2H3O2,1109.956,1035.92,573.4399,168.0431,78.95905
SM(d27:2/32:1)+C2H3O2,1107.941,1033.904,573.4399,168.0431,78.95905
SM(d27:2/32:2)+C2H3O2,1105.925,1031.888,573.4399,168.0431,78.95905
SM(d27:2/33:0)+C2H3O2,1123.972,1049.935,573.4399,168.0431,78.95905
SM(d27:2/33:1)+C2H3O2,1121.956,1047.92,573.4399,168.0431,78.95905
SM(d27:2/34:0)+C2H3O2,1137.988,1063.951,573.4399,168.0431,78.95905
SM(d27:2/34:1)+C2H3O2,1135.972,1061.935,573.4399,168.0431,78.95905
SM(d27:2/34:2)+C2H3O2,1133.956,1059.92,573.4399,168.0431,78.95905
SM(d27:2/35:0)+C2H3O2,1152.003,1077.967,573.4399,168.0431,78.95905
SM(d27:2/35:1)+C2H3O2,1149.988,1075.951,573.4399,168.0431,78.95905
SM(d27:2/36:0)+C2H3O2,1166.019,1091.982,573.44,168.0431,78.95905
SM(d27:2/36:1)+C2H3O2,1164.003,1089.967,573.4399,168.0431,78.95905
SM(d27:2/36:2)+C2H3O2,1161.988,1087.951,573.4399,168.0431,78.95905
SM(d27:2/38:0)+C2H3O2,1194.05,1120.014,573.44,168.0431,78.95905
SM(d27:2/38:1)+C2H3O2,1192.035,1117.998,573.44,168.0431,78.95905
SM(d27:2/38:2)+C2H3O2,1190.019,1115.982,573.44,168.0431,78.95905
SM(d27:2/40:0)+C2H3O2,1222.082,1148.045,573.44,168.0431,78.95905
SM(d27:2/40:1)+C2H3O2,1220.066,1146.029,573.44,168.0431,78.95905
SM(d27:2/40:2)+C2H3O2,1218.05,1144.014,573.44,168.0431,78.95905
SM(d27:2/42:0)+C2H3O2,1250.113,1176.076,573.4401,168.0431,78.95905
SM(d27:2/42:1)+C2H3O2,1248.097,1174.061,573.44,168.0431,78.95905
SM(d27:2/42:2)+C2H3O2,1246.082,1172.045,573.44,168.0431,78.95905
SM(d27:3/12:0)+C2H3O2,827.6278,753.5911,571.4241,168.0431,78.95905
SM(d27:3/12:1)+C2H3O2,825.6122,751.5754,571.4241,168.0431,78.95905
SM(d27:3/13:0)+C2H3O2,841.6435,767.6067,571.4241,168.0431,78.95905
SM(d27:3/13:1)+C2H3O2,839.6278,765.5911,571.4241,168.0431,78.95905
SM(d27:3/14:0)+C2H3O2,855.6591,781.6224,571.4241,168.0431,78.95905
SM(d27:3/14:1)+C2H3O2,853.6435,779.6067,571.4241,168.0431,78.95905
SM(d27:3/15:0)+C2H3O2,869.6748,795.638,571.4241,168.0431,78.95905
SM(d27:3/15:1)+C2H3O2,867.6591,793.6224,571.4241,168.0431,78.95905
SM(d27:3/16:0)+C2H3O2,883.6904,809.6536,571.4241,168.0431,78.95905
SM(d27:3/16:1)+C2H3O2,881.6748,807.638,571.4241,168.0431,78.95905
SM(d27:3/16:2)+C2H3O2,879.6591,805.6224,571.4241,168.0431,78.95905
SM(d27:3/17:0)+C2H3O2,897.7061,823.6693,571.4241,168.0431,78.95905
SM(d27:3/18:0)+C2H3O2,911.7217,837.6849,571.4241,168.0431,78.95905
SM(d27:3/18:1)+C2H3O2,909.7061,835.6693,571.4241,168.0431,78.95905
SM(d27:3/18:2)+C2H3O2,907.6904,833.6536,571.4241,168.0431,78.95905
SM(d27:3/19:0)+C2H3O2,925.7374,851.7006,571.4241,168.0431,78.95905
SM(d27:3/19:1)+C2H3O2,923.7217,849.6849,571.4241,168.0431,78.95905
SM(d27:3/20:0)+C2H3O2,939.7531,865.7162,571.4242,168.0431,78.95905
SM(d27:3/20:1)+C2H3O2,937.7374,863.7006,571.4241,168.0431,78.95905
SM(d27:3/20:2)+C2H3O2,935.7217,861.6849,571.4241,168.0431,78.95905
SM(d27:3/21:0)+C2H3O2,953.7687,879.7319,571.4242,168.0431,78.95905
SM(d27:3/21:1)+C2H3O2,951.7531,877.7162,571.4242,168.0431,78.95905
SM(d27:3/22:0)+C2H3O2,967.7843,893.7476,571.4242,168.0431,78.95905
SM(d27:3/22:1)+C2H3O2,965.7687,891.7319,571.4242,168.0431,78.95905
SM(d27:3/22:2)+C2H3O2,963.7531,889.7162,571.4242,168.0431,78.95905
SM(d27:3/23:0)+C2H3O2,981.8,907.7632,571.4242,168.0431,78.95905
SM(d27:3/23:1)+C2H3O2,979.7843,905.7476,571.4242,168.0431,78.95905
SM(d27:3/24:0)+C2H3O2,995.8156,921.7789,571.4242,168.0431,78.95905
SM(d27:3/24:1)+C2H3O2,993.8,919.7632,571.4242,168.0431,78.95905
SM(d27:3/24:2)+C2H3O2,991.7843,917.7476,571.4242,168.0431,78.95905
SM(d27:3/25:0)+C2H3O2,1009.831,935.7945,571.4242,168.0431,78.95905
SM(d27:3/25:1)+C2H3O2,1007.816,933.7789,571.4242,168.0431,78.95905
SM(d27:3/26:0)+C2H3O2,1023.847,949.8101,571.4243,168.0431,78.95905
SM(d27:3/26:1)+C2H3O2,1021.831,947.7945,571.4242,168.0431,78.95905
SM(d27:3/26:2)+C2H3O2,1019.816,945.7789,571.4242,168.0431,78.95905
SM(d27:3/27:0)+C2H3O2,1037.863,963.8258,571.4243,168.0431,78.95905
SM(d27:3/27:1)+C2H3O2,1035.847,961.8101,571.4243,168.0431,78.95905
SM(d27:3/28:0)+C2H3O2,1051.878,977.8414,571.4243,168.0431,78.95905
SM(d27:3/28:1)+C2H3O2,1049.863,975.8258,571.4243,168.0431,78.95905
SM(d27:3/28:2)+C2H3O2,1047.847,973.8101,571.4243,168.0431,78.95905
SM(d27:3/29:0)+C2H3O2,1065.894,991.8571,571.4243,168.0431,78.95905
SM(d27:3/29:1)+C2H3O2,1063.878,989.8414,571.4243,168.0431,78.95905
SM(d27:3/30:0)+C2H3O2,1079.91,1005.873,571.4243,168.0431,78.95905
SM(d27:3/30:1)+C2H3O2,1077.894,1003.857,571.4243,168.0431,78.95905
SM(d27:3/30:2)+C2H3O2,1075.878,1001.841,571.4243,168.0431,78.95905
SM(d27:3/31:0)+C2H3O2,1093.925,1019.888,571.4243,168.0431,78.95905
SM(d27:3/31:1)+C2H3O2,1091.91,1017.873,571.4243,168.0431,78.95905
SM(d27:3/32:0)+C2H3O2,1107.941,1033.904,571.4243,168.0431,78.95905
SM(d27:3/32:1)+C2H3O2,1105.925,1031.888,571.4243,168.0431,78.95905
SM(d27:3/32:2)+C2H3O2,1103.91,1029.873,571.4243,168.0431,78.95905
SM(d27:3/33:0)+C2H3O2,1121.956,1047.92,571.4243,168.0431,78.95905
SM(d27:3/33:1)+C2H3O2,1119.941,1045.904,571.4243,168.0431,78.95905
SM(d27:3/34:0)+C2H3O2,1135.972,1061.935,571.4243,168.0431,78.95905
SM(d27:3/34:1)+C2H3O2,1133.956,1059.92,571.4243,168.0431,78.95905
SM(d27:3/34:2)+C2H3O2,1131.941,1057.904,571.4243,168.0431,78.95905
SM(d27:3/35:0)+C2H3O2,1149.988,1075.951,571.4243,168.0431,78.95905
SM(d27:3/35:1)+C2H3O2,1147.972,1073.935,571.4243,168.0431,78.95905
SM(d27:3/36:0)+C2H3O2,1164.003,1089.967,571.4243,168.0431,78.95905
SM(d27:3/36:1)+C2H3O2,1161.988,1087.951,571.4243,168.0431,78.95905
SM(d27:3/36:2)+C2H3O2,1159.972,1085.935,571.4243,168.0431,78.95905
SM(d27:3/38:0)+C2H3O2,1192.035,1117.998,571.4244,168.0431,78.95905
SM(d27:3/38:1)+C2H3O2,1190.019,1115.982,571.4243,168.0431,78.95905
SM(d27:3/38:2)+C2H3O2,1188.003,1113.967,571.4243,168.0431,78.95905
SM(d27:3/40:0)+C2H3O2,1220.066,1146.029,571.4244,168.0431,78.95905
SM(d27:3/40:1)+C2H3O2,1218.05,1144.014,571.4244,168.0431,78.95905
SM(d27:3/40:2)+C2H3O2,1216.035,1141.998,571.4244,168.0431,78.95905
SM(d27:3/42:0)+C2H3O2,1248.097,1174.061,571.4244,168.0431,78.95905
SM(d27:3/42:1)+C2H3O2,1246.082,1172.045,571.4244,168.0431,78.95905
SM(d27:3/42:2)+C2H3O2,1244.066,1170.029,571.4244,168.0431,78.95905
SM(d28:0/12:0)+C2H3O2,847.6904,773.6536,591.4867,168.0431,78.95905
SM(d28:0/12:1)+C2H3O2,845.6748,771.638,591.4867,168.0431,78.95905
SM(d28:0/13:0)+C2H3O2,861.7061,787.6693,591.4867,168.0431,78.95905
SM(d28:0/13:1)+C2H3O2,859.6904,785.6536,591.4867,168.0431,78.95905
SM(d28:0/14:0)+C2H3O2,875.7217,801.6849,591.4867,168.0431,78.95905
SM(d28:0/14:1)+C2H3O2,873.7061,799.6693,591.4867,168.0431,78.95905
SM(d28:0/15:0)+C2H3O2,889.7374,815.7006,591.4867,168.0431,78.95905
SM(d28:0/15:1)+C2H3O2,887.7217,813.6849,591.4867,168.0431,78.95905
SM(d28:0/16:0)+C2H3O2,903.7531,829.7162,591.4868,168.0431,78.95905
SM(d28:0/16:1)+C2H3O2,901.7374,827.7006,591.4867,168.0431,78.95905
SM(d28:0/16:2)+C2H3O2,899.7217,825.6849,591.4867,168.0431,78.95905
SM(d28:0/17:0)+C2H3O2,917.7687,843.7319,591.4868,168.0431,78.95905
SM(d28:0/18:0)+C2H3O2,931.7843,857.7476,591.4868,168.0431,78.95905
SM(d28:0/18:1)+C2H3O2,929.7687,855.7319,591.4868,168.0431,78.95905
SM(d28:0/18:2)+C2H3O2,927.7531,853.7162,591.4868,168.0431,78.95905
SM(d28:0/19:0)+C2H3O2,945.8,871.7632,591.4868,168.0431,78.95905
SM(d28:0/19:1)+C2H3O2,943.7843,869.7476,591.4868,168.0431,78.95905
SM(d28:0/20:0)+C2H3O2,959.8156,885.7789,591.4868,168.0431,78.95905
SM(d28:0/20:1)+C2H3O2,957.8,883.7632,591.4868,168.0431,78.95905
SM(d28:0/20:2)+C2H3O2,955.7843,881.7476,591.4868,168.0431,78.95905
SM(d28:0/21:0)+C2H3O2,973.8313,899.7945,591.4868,168.0431,78.95905
SM(d28:0/21:1)+C2H3O2,971.8156,897.7789,591.4868,168.0431,78.95905
SM(d28:0/22:0)+C2H3O2,987.8469,913.8101,591.4868,168.0431,78.95905
SM(d28:0/22:1)+C2H3O2,985.8313,911.7945,591.4868,168.0431,78.95905
SM(d28:0/22:2)+C2H3O2,983.8156,909.7789,591.4868,168.0431,78.95905
SM(d28:0/23:0)+C2H3O2,1001.863,927.8258,591.4868,168.0431,78.95905
SM(d28:0/23:1)+C2H3O2,999.8469,925.8101,591.4868,168.0431,78.95905
SM(d28:0/24:0)+C2H3O2,1015.878,941.8414,591.4868,168.0431,78.95905
SM(d28:0/24:1)+C2H3O2,1013.863,939.8258,591.4868,168.0431,78.95905
SM(d28:0/24:2)+C2H3O2,1011.847,937.8101,591.4868,168.0431,78.95905
SM(d28:0/25:0)+C2H3O2,1029.894,955.8571,591.4868,168.0431,78.95905
SM(d28:0/25:1)+C2H3O2,1027.878,953.8414,591.4868,168.0431,78.95905
SM(d28:0/26:0)+C2H3O2,1043.91,969.8727,591.4868,168.0431,78.95905
SM(d28:0/26:1)+C2H3O2,1041.894,967.8571,591.4868,168.0431,78.95905
SM(d28:0/26:2)+C2H3O2,1039.878,965.8414,591.4868,168.0431,78.95905
SM(d28:0/27:0)+C2H3O2,1057.925,983.8884,591.4868,168.0431,78.95905
SM(d28:0/27:1)+C2H3O2,1055.91,981.8727,591.4868,168.0431,78.95905
SM(d28:0/28:0)+C2H3O2,1071.941,997.9041,591.4869,168.0431,78.95905
SM(d28:0/28:1)+C2H3O2,1069.925,995.8884,591.4868,168.0431,78.95905
SM(d28:0/28:2)+C2H3O2,1067.91,993.8727,591.4868,168.0431,78.95905
SM(d28:0/29:0)+C2H3O2,1085.956,1011.92,591.4869,168.0431,78.95905
SM(d28:0/29:1)+C2H3O2,1083.941,1009.904,591.4869,168.0431,78.95905
SM(d28:0/30:0)+C2H3O2,1099.972,1025.935,591.4869,168.0431,78.95905
SM(d28:0/30:1)+C2H3O2,1097.956,1023.92,591.4869,168.0431,78.95905
SM(d28:0/30:2)+C2H3O2,1095.941,1021.904,591.4869,168.0431,78.95905
SM(d28:0/31:0)+C2H3O2,1113.988,1039.951,591.4869,168.0431,78.95905
SM(d28:0/31:1)+C2H3O2,1111.972,1037.935,591.4869,168.0431,78.95905
SM(d28:0/32:0)+C2H3O2,1128.003,1053.967,591.4869,168.0431,78.95905
SM(d28:0/32:1)+C2H3O2,1125.988,1051.951,591.4869,168.0431,78.95905
SM(d28:0/32:2)+C2H3O2,1123.972,1049.935,591.4869,168.0431,78.95905
SM(d28:0/33:0)+C2H3O2,1142.019,1067.982,591.4869,168.0431,78.95905
SM(d28:0/33:1)+C2H3O2,1140.003,1065.967,591.4869,168.0431,78.95905
SM(d28:0/34:0)+C2H3O2,1156.035,1081.998,591.4869,168.0431,78.95905
SM(d28:0/34:1)+C2H3O2,1154.019,1079.982,591.4869,168.0431,78.95905
SM(d28:0/34:2)+C2H3O2,1152.003,1077.967,591.4869,168.0431,78.95905
SM(d28:0/35:0)+C2H3O2,1170.05,1096.014,591.4869,168.0431,78.95905
SM(d28:0/35:1)+C2H3O2,1168.035,1093.998,591.4869,168.0431,78.95905
SM(d28:0/36:0)+C2H3O2,1184.066,1110.029,591.4869,168.0431,78.95905
SM(d28:0/36:1)+C2H3O2,1182.05,1108.014,591.4869,168.0431,78.95905
SM(d28:0/36:2)+C2H3O2,1180.035,1105.998,591.4869,168.0431,78.95905
SM(d28:0/38:0)+C2H3O2,1212.097,1138.061,591.4869,168.0431,78.95905
SM(d28:0/38:1)+C2H3O2,1210.082,1136.045,591.4869,168.0431,78.95905
SM(d28:0/38:2)+C2H3O2,1208.066,1134.029,591.4869,168.0431,78.95905
SM(d28:0/40:0)+C2H3O2,1240.129,1166.092,591.487,168.0431,78.95905
SM(d28:0/40:1)+C2H3O2,1238.113,1164.076,591.4869,168.0431,78.95905
SM(d28:0/40:2)+C2H3O2,1236.097,1162.061,591.4869,168.0431,78.95905
SM(d28:0/42:0)+C2H3O2,1268.16,1194.123,591.487,168.0431,78.95905
SM(d28:0/42:1)+C2H3O2,1266.144,1192.108,591.487,168.0431,78.95905
SM(d28:0/42:2)+C2H3O2,1264.129,1190.092,591.487,168.0431,78.95905
SM(d28:1/12:0)+C2H3O2,845.6748,771.638,589.4711,168.0431,78.95905
SM(d28:1/12:1)+C2H3O2,843.6591,769.6224,589.471,168.0431,78.95905
SM(d28:1/13:0)+C2H3O2,859.6904,785.6536,589.4711,168.0431,78.95905
SM(d28:1/13:1)+C2H3O2,857.6748,783.638,589.4711,168.0431,78.95905
SM(d28:1/14:0)+C2H3O2,873.7061,799.6693,589.4711,168.0431,78.95905
SM(d28:1/14:1)+C2H3O2,871.6904,797.6536,589.4711,168.0431,78.95905
SM(d28:1/15:0)+C2H3O2,887.7217,813.6849,589.4711,168.0431,78.95905
SM(d28:1/15:1)+C2H3O2,885.7061,811.6693,589.4711,168.0431,78.95905
SM(d28:1/16:0)+C2H3O2,901.7374,827.7006,589.4711,168.0431,78.95905
SM(d28:1/16:1)+C2H3O2,899.7217,825.6849,589.4711,168.0431,78.95905
SM(d28:1/16:2)+C2H3O2,897.7061,823.6693,589.4711,168.0431,78.95905
SM(d28:1/17:0)+C2H3O2,915.7531,841.7162,589.4711,168.0431,78.95905
SM(d28:1/18:0)+C2H3O2,929.7687,855.7319,589.4711,168.0431,78.95905
SM(d28:1/18:1)+C2H3O2,927.7531,853.7162,589.4711,168.0431,78.95905
SM(d28:1/18:2)+C2H3O2,925.7374,851.7006,589.4711,168.0431,78.95905
SM(d28:1/19:0)+C2H3O2,943.7843,869.7476,589.4711,168.0431,78.95905
SM(d28:1/19:1)+C2H3O2,941.7687,867.7319,589.4711,168.0431,78.95905
SM(d28:1/20:0)+C2H3O2,957.8,883.7632,589.4711,168.0431,78.95905
SM(d28:1/20:1)+C2H3O2,955.7843,881.7476,589.4711,168.0431,78.95905
SM(d28:1/20:2)+C2H3O2,953.7687,879.7319,589.4711,168.0431,78.95905
SM(d28:1/21:0)+C2H3O2,971.8156,897.7789,589.4711,168.0431,78.95905
SM(d28:1/21:1)+C2H3O2,969.8,895.7632,589.4711,168.0431,78.95905
SM(d28:1/22:0)+C2H3O2,985.8313,911.7945,589.4711,168.0431,78.95905
SM(d28:1/22:1)+C2H3O2,983.8156,909.7789,589.4711,168.0431,78.95905
SM(d28:1/22:2)+C2H3O2,981.8,907.7632,589.4711,168.0431,78.95905
SM(d28:1/23:0)+C2H3O2,999.8469,925.8101,589.4711,168.0431,78.95905
SM(d28:1/23:1)+C2H3O2,997.8313,923.7945,589.4711,168.0431,78.95905
SM(d28:1/24:0)+C2H3O2,1013.863,939.8258,589.4711,168.0431,78.95905
SM(d28:1/24:1)+C2H3O2,1011.847,937.8101,589.4711,168.0431,78.95905
SM(d28:1/24:2)+C2H3O2,1009.831,935.7945,589.4711,168.0431,78.95905
SM(d28:1/25:0)+C2H3O2,1027.878,953.8414,589.4712,168.0431,78.95905
SM(d28:1/25:1)+C2H3O2,1025.863,951.8258,589.4711,168.0431,78.95905
SM(d28:1/26:0)+C2H3O2,1041.894,967.8571,589.4712,168.0431,78.95905
SM(d28:1/26:1)+C2H3O2,1039.878,965.8414,589.4712,168.0431,78.95905
SM(d28:1/26:2)+C2H3O2,1037.863,963.8258,589.4711,168.0431,78.95905
SM(d28:1/27:0)+C2H3O2,1055.91,981.8727,589.4712,168.0431,78.95905
SM(d28:1/27:1)+C2H3O2,1053.894,979.8571,589.4712,168.0431,78.95905
SM(d28:1/28:0)+C2H3O2,1069.925,995.8884,589.4712,168.0431,78.95905
SM(d28:1/28:1)+C2H3O2,1067.91,993.8727,589.4712,168.0431,78.95905
SM(d28:1/28:2)+C2H3O2,1065.894,991.8571,589.4712,168.0431,78.95905
SM(d28:1/29:0)+C2H3O2,1083.941,1009.904,589.4712,168.0431,78.95905
SM(d28:1/29:1)+C2H3O2,1081.925,1007.888,589.4712,168.0431,78.95905
SM(d28:1/30:0)+C2H3O2,1097.956,1023.92,589.4712,168.0431,78.95905
SM(d28:1/30:1)+C2H3O2,1095.941,1021.904,589.4712,168.0431,78.95905
SM(d28:1/30:2)+C2H3O2,1093.925,1019.888,589.4712,168.0431,78.95905
SM(d28:1/31:0)+C2H3O2,1111.972,1037.935,589.4713,168.0431,78.95905
SM(d28:1/31:1)+C2H3O2,1109.956,1035.92,589.4712,168.0431,78.95905
SM(d28:1/32:0)+C2H3O2,1125.988,1051.951,589.4713,168.0431,78.95905
SM(d28:1/32:1)+C2H3O2,1123.972,1049.935,589.4713,168.0431,78.95905
SM(d28:1/32:2)+C2H3O2,1121.956,1047.92,589.4712,168.0431,78.95905
