Plasmanyl-TG,[M+NH4],NL R2COOH,NL R3COOH
plasmanyl-TG(O-16:1_18:0_22:2)+NH4,916.86925,615.57105,563.53975
plasmanyl-TG(O-16:1_18:0_22:3)+NH4,914.85365,613.55545,563.53975
plasmanyl-TG(O-16:1_18:0_22:4)+NH4,912.83795,611.53975,563.53975
plasmanyl-TG(O-16:1_18:0_22:5)+NH4,910.82235,609.52415,563.53975
plasmanyl-TG(O-16:1_18:0_22:6)+NH4,908.80665,607.50845,563.53975
plasmanyl-TG(O-16:1_18:0_23:0)+NH4,934.91625,633.61805,563.53975
plasmanyl-TG(O-16:1_18:0_24:0)+NH4,948.93185,647.63365,563.53975
plasmanyl-TG(O-16:1_18:0_24:1)+NH4,946.91625,645.61805,563.53975
plasmanyl-TG(O-16:1_18:0_25:0)+NH4,962.94755,661.64935,563.53975
plasmanyl-TG(O-16:1_18:0_26:0)+NH4,976.96315,675.66495,563.53975
plasmanyl-TG(O-16:1_18:1_18:1)+NH4,860.80675,561.52415,561.52415
plasmanyl-TG(O-16:1_18:1_18:2)+NH4,858.79105,559.50845,561.52415
plasmanyl-TG(O-16:1_18:1_18:3)+NH4,856.77545,557.49285,561.52415
plasmanyl-TG(O-16:1_18:1_18:4)+NH4,854.75975,555.47715,561.52415
plasmanyl-TG(O-16:1_18:1_19:0)+NH4,876.83805,577.55545,561.52415
plasmanyl-TG(O-16:1_18:1_20:0)+NH4,890.85365,591.57105,561.52415
plasmanyl-TG(O-16:1_18:1_20:1)+NH4,888.83805,589.55545,561.52415
plasmanyl-TG(O-16:1_18:1_20:2)+NH4,886.82235,587.53975,561.52415
plasmanyl-TG(O-16:1_18:1_20:3)+NH4,884.80675,585.52415,561.52415
plasmanyl-TG(O-16:1_18:1_20:4)+NH4,882.79105,583.50845,561.52415
plasmanyl-TG(O-16:1_18:1_20:5)+NH4,880.77545,581.49285,561.52415
plasmanyl-TG(O-16:1_18:1_21:0)+NH4,904.86935,605.58675,561.52415
plasmanyl-TG(O-16:1_18:1_22:0)+NH4,918.88495,619.60235,561.52415
plasmanyl-TG(O-16:1_18:1_22:1)+NH4,916.86935,617.58675,561.52415
plasmanyl-TG(O-16:1_18:1_22:2)+NH4,914.85365,615.57105,561.52415
plasmanyl-TG(O-16:1_18:1_22:3)+NH4,912.83805,613.55545,561.52415
plasmanyl-TG(O-16:1_18:1_22:4)+NH4,910.82235,611.53975,561.52415
plasmanyl-TG(O-16:1_18:1_22:5)+NH4,908.80675,609.52415,561.52415
plasmanyl-TG(O-16:1_18:1_22:6)+NH4,906.79105,607.50845,561.52415
plasmanyl-TG(O-16:1_18:1_23:0)+NH4,932.90065,633.61805,561.52415
plasmanyl-TG(O-16:1_18:1_24:0)+NH4,946.91625,647.63365,561.52415
plasmanyl-TG(O-16:1_18:1_24:1)+NH4,944.90065,645.61805,561.52415
plasmanyl-TG(O-16:1_18:1_25:0)+NH4,960.93195,661.64935,561.52415
plasmanyl-TG(O-16:1_18:1_26:0)+NH4,974.94755,675.66495,561.52415
plasmanyl-TG(O-16:1_18:2_18:2)+NH4,856.77535,559.50845,559.50845
plasmanyl-TG(O-16:1_18:2_18:3)+NH4,854.75975,557.49285,559.50845
plasmanyl-TG(O-16:1_18:2_18:4)+NH4,852.74405,555.47715,559.50845
plasmanyl-TG(O-16:1_18:2_19:0)+NH4,874.82235,577.55545,559.50845
plasmanyl-TG(O-16:1_18:2_20:0)+NH4,888.83795,591.57105,559.50845
plasmanyl-TG(O-16:1_18:2_20:1)+NH4,886.82235,589.55545,559.50845
plasmanyl-TG(O-16:1_18:2_20:2)+NH4,884.80665,587.53975,559.50845
plasmanyl-TG(O-16:1_18:2_20:3)+NH4,882.79105,585.52415,559.50845
plasmanyl-TG(O-16:1_18:2_20:4)+NH4,880.77535,583.50845,559.50845
plasmanyl-TG(O-16:1_18:2_20:5)+NH4,878.75975,581.49285,559.50845
plasmanyl-TG(O-16:1_18:2_21:0)+NH4,902.85365,605.58675,559.50845
plasmanyl-TG(O-16:1_18:2_22:0)+NH4,916.86925,619.60235,559.50845
plasmanyl-TG(O-16:1_18:2_22:1)+NH4,914.85365,617.58675,559.50845
plasmanyl-TG(O-16:1_18:2_22:2)+NH4,912.83795,615.57105,559.50845
plasmanyl-TG(O-16:1_18:2_22:3)+NH4,910.82235,613.55545,559.50845
plasmanyl-TG(O-16:1_18:2_22:4)+NH4,908.80665,611.53975,559.50845
plasmanyl-TG(O-16:1_18:2_22:5)+NH4,906.79105,609.52415,559.50845
plasmanyl-TG(O-16:1_18:2_22:6)+NH4,904.77535,607.50845,559.50845
plasmanyl-TG(O-16:1_18:2_23:0)+NH4,930.88495,633.61805,559.50845
plasmanyl-TG(O-16:1_18:2_24:0)+NH4,944.90055,647.63365,559.50845
plasmanyl-TG(O-16:1_18:2_24:1)+NH4,942.88495,645.61805,559.50845
plasmanyl-TG(O-16:1_18:2_25:0)+NH4,958.91625,661.64935,559.50845
plasmanyl-TG(O-16:1_18:2_26:0)+NH4,972.93185,675.66495,559.50845
plasmanyl-TG(O-16:1_18:3_18:3)+NH4,852.74415,557.49285,557.49285
plasmanyl-TG(O-16:1_18:3_18:4)+NH4,850.72845,555.47715,557.49285
plasmanyl-TG(O-16:1_18:3_19:0)+NH4,872.80675,577.55545,557.49285
plasmanyl-TG(O-16:1_18:3_20:0)+NH4,886.82235,591.57105,557.49285
plasmanyl-TG(O-16:1_18:3_20:1)+NH4,884.80675,589.55545,557.49285
plasmanyl-TG(O-16:1_18:3_20:2)+NH4,882.79105,587.53975,557.49285
plasmanyl-TG(O-16:1_18:3_20:3)+NH4,880.77545,585.52415,557.49285
plasmanyl-TG(O-16:1_18:3_20:4)+NH4,878.75975,583.50845,557.49285
plasmanyl-TG(O-16:1_18:3_20:5)+NH4,876.74415,581.49285,557.49285
plasmanyl-TG(O-16:1_18:3_21:0)+NH4,900.83805,605.58675,557.49285
plasmanyl-TG(O-16:1_18:3_22:0)+NH4,914.85365,619.60235,557.49285
plasmanyl-TG(O-16:1_18:3_22:1)+NH4,912.83805,617.58675,557.49285
plasmanyl-TG(O-16:1_18:3_22:2)+NH4,910.82235,615.57105,557.49285
plasmanyl-TG(O-16:1_18:3_22:3)+NH4,908.80675,613.55545,557.49285
plasmanyl-TG(O-16:1_18:3_22:4)+NH4,906.79105,611.53975,557.49285
plasmanyl-TG(O-16:1_18:3_22:5)+NH4,904.77545,609.52415,557.49285
plasmanyl-TG(O-16:1_18:3_22:6)+NH4,902.75975,607.50845,557.49285
plasmanyl-TG(O-16:1_18:3_23:0)+NH4,928.86935,633.61805,557.49285
plasmanyl-TG(O-16:1_18:3_24:0)+NH4,942.88495,647.63365,557.49285
plasmanyl-TG(O-16:1_18:3_24:1)+NH4,940.86935,645.61805,557.49285
plasmanyl-TG(O-16:1_18:3_25:0)+NH4,956.90065,661.64935,557.49285
plasmanyl-TG(O-16:1_18:3_26:0)+NH4,970.91625,675.66495,557.49285
plasmanyl-TG(O-16:1_18:4_18:4)+NH4,848.71275,555.47715,555.47715
plasmanyl-TG(O-16:1_18:4_19:0)+NH4,870.79105,577.55545,555.47715
plasmanyl-TG(O-16:1_18:4_20:0)+NH4,884.80665,591.57105,555.47715
plasmanyl-TG(O-16:1_18:4_20:1)+NH4,882.79105,589.55545,555.47715
plasmanyl-TG(O-16:1_18:4_20:2)+NH4,880.77535,587.53975,555.47715
plasmanyl-TG(O-16:1_18:4_20:3)+NH4,878.75975,585.52415,555.47715
plasmanyl-TG(O-16:1_18:4_20:4)+NH4,876.74405,583.50845,555.47715
plasmanyl-TG(O-16:1_18:4_20:5)+NH4,874.72845,581.49285,555.47715
plasmanyl-TG(O-16:1_18:4_21:0)+NH4,898.82235,605.58675,555.47715
plasmanyl-TG(O-16:1_18:4_22:0)+NH4,912.83795,619.60235,555.47715
plasmanyl-TG(O-16:1_18:4_22:1)+NH4,910.82235,617.58675,555.47715
plasmanyl-TG(O-16:1_18:4_22:2)+NH4,908.80665,615.57105,555.47715
plasmanyl-TG(O-16:1_18:4_22:3)+NH4,906.79105,613.55545,555.47715
plasmanyl-TG(O-16:1_18:4_22:4)+NH4,904.77535,611.53975,555.47715
plasmanyl-TG(O-16:1_18:4_22:5)+NH4,902.75975,609.52415,555.47715
plasmanyl-TG(O-16:1_18:4_22:6)+NH4,900.74405,607.50845,555.47715
plasmanyl-TG(O-16:1_18:4_23:0)+NH4,926.85365,633.61805,555.47715
plasmanyl-TG(O-16:1_18:4_24:0)+NH4,940.86925,647.63365,555.47715
plasmanyl-TG(O-16:1_18:4_24:1)+NH4,938.85365,645.61805,555.47715
plasmanyl-TG(O-16:1_18:4_25:0)+NH4,954.88495,661.64935,555.47715
plasmanyl-TG(O-16:1_18:4_26:0)+NH4,968.90055,675.66495,555.47715
plasmanyl-TG(O-16:1_19:0_19:0)+NH4,892.86935,577.55545,577.55545
plasmanyl-TG(O-16:1_19:0_20:0)+NH4,906.88495,591.57105,577.55545
plasmanyl-TG(O-16:1_19:0_20:1)+NH4,904.86935,589.55545,577.55545
plasmanyl-TG(O-16:1_19:0_20:2)+NH4,902.85365,587.53975,577.55545
plasmanyl-TG(O-16:1_19:0_20:3)+NH4,900.83805,585.52415,577.55545
plasmanyl-TG(O-16:1_19:0_20:4)+NH4,898.82235,583.50845,577.55545
plasmanyl-TG(O-16:1_19:0_20:5)+NH4,896.80675,581.49285,577.55545
plasmanyl-TG(O-16:1_19:0_21:0)+NH4,920.90065,605.58675,577.55545
plasmanyl-TG(O-16:1_19:0_22:0)+NH4,934.91625,619.60235,577.55545
plasmanyl-TG(O-16:1_19:0_22:1)+NH4,932.90065,617.58675,577.55545
plasmanyl-TG(O-16:1_19:0_22:2)+NH4,930.88495,615.57105,577.55545
plasmanyl-TG(O-16:1_19:0_22:3)+NH4,928.86935,613.55545,577.55545
plasmanyl-TG(O-16:1_19:0_22:4)+NH4,926.85365,611.53975,577.55545
plasmanyl-TG(O-16:1_19:0_22:5)+NH4,924.83805,609.52415,577.55545
plasmanyl-TG(O-16:1_19:0_22:6)+NH4,922.82235,607.50845,577.55545
plasmanyl-TG(O-16:1_19:0_23:0)+NH4,948.93195,633.61805,577.55545
plasmanyl-TG(O-16:1_19:0_24:0)+NH4,962.94755,647.63365,577.55545
plasmanyl-TG(O-16:1_19:0_24:1)+NH4,960.93195,645.61805,577.55545
plasmanyl-TG(O-16:1_19:0_25:0)+NH4,976.96325,661.64935,577.55545
plasmanyl-TG(O-16:1_19:0_26:0)+NH4,990.97885,675.66495,577.55545
plasmanyl-TG(O-16:1_20:0_20:0)+NH4,920.90055,591.57105,591.57105
plasmanyl-TG(O-16:1_20:0_20:1)+NH4,918.88495,589.55545,591.57105
plasmanyl-TG(O-16:1_20:0_20:2)+NH4,916.86925,587.53975,591.57105
plasmanyl-TG(O-16:1_20:0_20:3)+NH4,914.85365,585.52415,591.57105
plasmanyl-TG(O-16:1_20:0_20:4)+NH4,912.83795,583.50845,591.57105
plasmanyl-TG(O-16:1_20:0_20:5)+NH4,910.82235,581.49285,591.57105
plasmanyl-TG(O-16:1_20:0_21:0)+NH4,934.91625,605.58675,591.57105
plasmanyl-TG(O-16:1_20:0_22:0)+NH4,948.93185,619.60235,591.57105
plasmanyl-TG(O-16:1_20:0_22:1)+NH4,946.91625,617.58675,591.57105
plasmanyl-TG(O-16:1_20:0_22:2)+NH4,944.90055,615.57105,591.57105
plasmanyl-TG(O-16:1_20:0_22:3)+NH4,942.88495,613.55545,591.57105
plasmanyl-TG(O-16:1_20:0_22:4)+NH4,940.86925,611.53975,591.57105
plasmanyl-TG(O-16:1_20:0_22:5)+NH4,938.85365,609.52415,591.57105
plasmanyl-TG(O-16:1_20:0_22:6)+NH4,936.83795,607.50845,591.57105
plasmanyl-TG(O-16:1_20:0_23:0)+NH4,962.94755,633.61805,591.57105
plasmanyl-TG(O-16:1_20:0_24:0)+NH4,976.96315,647.63365,591.57105
plasmanyl-TG(O-16:1_20:0_24:1)+NH4,974.94755,645.61805,591.57105
plasmanyl-TG(O-16:1_20:0_25:0)+NH4,990.97885,661.64935,591.57105
plasmanyl-TG(O-16:1_20:0_26:0)+NH4,1004.99445,675.66495,591.57105
plasmanyl-TG(O-16:1_20:1_20:1)+NH4,916.86935,589.55545,589.55545
plasmanyl-TG(O-16:1_20:1_20:2)+NH4,914.85365,587.53975,589.55545
plasmanyl-TG(O-16:1_20:1_20:3)+NH4,912.83805,585.52415,589.55545
plasmanyl-TG(O-16:1_20:1_20:4)+NH4,910.82235,583.50845,589.55545
plasmanyl-TG(O-16:1_20:1_20:5)+NH4,908.80675,581.49285,589.55545
plasmanyl-TG(O-16:1_20:1_21:0)+NH4,932.90065,605.58675,589.55545
plasmanyl-TG(O-16:1_20:1_22:0)+NH4,946.91625,619.60235,589.55545
plasmanyl-TG(O-16:1_20:1_22:1)+NH4,944.90065,617.58675,589.55545
plasmanyl-TG(O-16:1_20:1_22:2)+NH4,942.88495,615.57105,589.55545
plasmanyl-TG(O-16:1_20:1_22:3)+NH4,940.86935,613.55545,589.55545
plasmanyl-TG(O-16:1_20:1_22:4)+NH4,938.85365,611.53975,589.55545
plasmanyl-TG(O-16:1_20:1_22:5)+NH4,936.83805,609.52415,589.55545
plasmanyl-TG(O-16:1_20:1_22:6)+NH4,934.82235,607.50845,589.55545
plasmanyl-TG(O-16:1_20:1_23:0)+NH4,960.93195,633.61805,589.55545
plasmanyl-TG(O-16:1_20:1_24:0)+NH4,974.94755,647.63365,589.55545
plasmanyl-TG(O-16:1_20:1_24:1)+NH4,972.93195,645.61805,589.55545
plasmanyl-TG(O-16:1_20:1_25:0)+NH4,988.96325,661.64935,589.55545
plasmanyl-TG(O-16:1_20:1_26:0)+NH4,1002.97885,675.66495,589.55545
plasmanyl-TG(O-16:1_20:2_20:2)+NH4,912.83795,587.53975,587.53975
plasmanyl-TG(O-16:1_20:2_20:3)+NH4,910.82235,585.52415,587.53975
plasmanyl-TG(O-16:1_20:2_20:4)+NH4,908.80665,583.50845,587.53975
plasmanyl-TG(O-16:1_20:2_20:5)+NH4,906.79105,581.49285,587.53975
plasmanyl-TG(O-16:1_20:2_21:0)+NH4,930.88495,605.58675,587.53975
plasmanyl-TG(O-16:1_20:2_22:0)+NH4,944.90055,619.60235,587.53975
plasmanyl-TG(O-16:1_20:2_22:1)+NH4,942.88495,617.58675,587.53975
plasmanyl-TG(O-16:1_20:2_22:2)+NH4,940.86925,615.57105,587.53975
plasmanyl-TG(O-16:1_20:2_22:3)+NH4,938.85365,613.55545,587.53975
plasmanyl-TG(O-16:1_20:2_22:4)+NH4,936.83795,611.53975,587.53975
plasmanyl-TG(O-16:1_20:2_22:5)+NH4,934.82235,609.52415,587.53975
plasmanyl-TG(O-16:1_20:2_22:6)+NH4,932.80665,607.50845,587.53975
plasmanyl-TG(O-16:1_20:2_23:0)+NH4,958.91625,633.61805,587.53975
plasmanyl-TG(O-16:1_20:2_24:0)+NH4,972.93185,647.63365,587.53975
plasmanyl-TG(O-16:1_20:2_24:1)+NH4,970.91625,645.61805,587.53975
plasmanyl-TG(O-16:1_20:2_25:0)+NH4,986.94755,661.64935,587.53975
plasmanyl-TG(O-16:1_20:2_26:0)+NH4,1000.96315,675.66495,587.53975
plasmanyl-TG(O-16:1_20:3_20:3)+NH4,908.80675,585.52415,585.52415
plasmanyl-TG(O-16:1_20:3_20:4)+NH4,906.79105,583.50845,585.52415
plasmanyl-TG(O-16:1_20:3_20:5)+NH4,904.77545,581.49285,585.52415
plasmanyl-TG(O-16:1_20:3_21:0)+NH4,928.86935,605.58675,585.52415
plasmanyl-TG(O-16:1_20:3_22:0)+NH4,942.88495,619.60235,585.52415
plasmanyl-TG(O-16:1_20:3_22:1)+NH4,940.86935,617.58675,585.52415
plasmanyl-TG(O-16:1_20:3_22:2)+NH4,938.85365,615.57105,585.52415
plasmanyl-TG(O-16:1_20:3_22:3)+NH4,936.83805,613.55545,585.52415
plasmanyl-TG(O-16:1_20:3_22:4)+NH4,934.82235,611.53975,585.52415
plasmanyl-TG(O-16:1_20:3_22:5)+NH4,932.80675,609.52415,585.52415
plasmanyl-TG(O-16:1_20:3_22:6)+NH4,930.79105,607.50845,585.52415
plasmanyl-TG(O-16:1_20:3_23:0)+NH4,956.90065,633.61805,585.52415
plasmanyl-TG(O-16:1_20:3_24:0)+NH4,970.91625,647.63365,585.52415
plasmanyl-TG(O-16:1_20:3_24:1)+NH4,968.90065,645.61805,585.52415
plasmanyl-TG(O-16:1_20:3_25:0)+NH4,984.93195,661.64935,585.52415
plasmanyl-TG(O-16:1_20:3_26:0)+NH4,998.94755,675.66495,585.52415
plasmanyl-TG(O-16:1_20:4_20:4)+NH4,904.77535,583.50845,583.50845
plasmanyl-TG(O-16:1_20:4_20:5)+NH4,902.75975,581.49285,583.50845
plasmanyl-TG(O-16:1_20:4_21:0)+NH4,926.85365,605.58675,583.50845
plasmanyl-TG(O-16:1_20:4_22:0)+NH4,940.86925,619.60235,583.50845
plasmanyl-TG(O-16:1_20:4_22:1)+NH4,938.85365,617.58675,583.50845
plasmanyl-TG(O-16:1_20:4_22:2)+NH4,936.83795,615.57105,583.50845
plasmanyl-TG(O-16:1_20:4_22:3)+NH4,934.82235,613.55545,583.50845
plasmanyl-TG(O-16:1_20:4_22:4)+NH4,932.80665,611.53975,583.50845
plasmanyl-TG(O-16:1_20:4_22:5)+NH4,930.79105,609.52415,583.50845
plasmanyl-TG(O-16:1_20:4_22:6)+NH4,928.77535,607.50845,583.50845
plasmanyl-TG(O-16:1_20:4_23:0)+NH4,954.88495,633.61805,583.50845
plasmanyl-TG(O-16:1_20:4_24:0)+NH4,968.90055,647.63365,583.50845
plasmanyl-TG(O-16:1_20:4_24:1)+NH4,966.88495,645.61805,583.50845
plasmanyl-TG(O-16:1_20:4_25:0)+NH4,982.91625,661.64935,583.50845
plasmanyl-TG(O-16:1_20:4_26:0)+NH4,996.93185,675.66495,583.50845
plasmanyl-TG(O-16:1_20:5_20:5)+NH4,900.74415,581.49285,581.49285
plasmanyl-TG(O-16:1_20:5_21:0)+NH4,924.83805,605.58675,581.49285
plasmanyl-TG(O-16:1_20:5_22:0)+NH4,938.85365,619.60235,581.49285
plasmanyl-TG(O-16:1_20:5_22:1)+NH4,936.83805,617.58675,581.49285
plasmanyl-TG(O-16:1_20:5_22:2)+NH4,934.82235,615.57105,581.49285
plasmanyl-TG(O-16:1_20:5_22:3)+NH4,932.80675,613.55545,581.49285
plasmanyl-TG(O-16:1_20:5_22:4)+NH4,930.79105,611.53975,581.49285
plasmanyl-TG(O-16:1_20:5_22:5)+NH4,928.77545,609.52415,581.49285
plasmanyl-TG(O-16:1_20:5_22:6)+NH4,926.75975,607.50845,581.49285
plasmanyl-TG(O-16:1_20:5_23:0)+NH4,952.86935,633.61805,581.49285
plasmanyl-TG(O-16:1_20:5_24:0)+NH4,966.88495,647.63365,581.49285
plasmanyl-TG(O-16:1_20:5_24:1)+NH4,964.86935,645.61805,581.49285
plasmanyl-TG(O-16:1_20:5_25:0)+NH4,980.90065,661.64935,581.49285
plasmanyl-TG(O-16:1_20:5_26:0)+NH4,994.91625,675.66495,581.49285
plasmanyl-TG(O-16:1_21:0_21:0)+NH4,948.93195,605.58675,605.58675
plasmanyl-TG(O-16:1_21:0_22:0)+NH4,962.94755,619.60235,605.58675
plasmanyl-TG(O-16:1_21:0_22:1)+NH4,960.93195,617.58675,605.58675
plasmanyl-TG(O-16:1_21:0_22:2)+NH4,958.91625,615.57105,605.58675
plasmanyl-TG(O-16:1_21:0_22:3)+NH4,956.90065,613.55545,605.58675
plasmanyl-TG(O-16:1_21:0_22:4)+NH4,954.88495,611.53975,605.58675
plasmanyl-TG(O-16:1_21:0_22:5)+NH4,952.86935,609.52415,605.58675
plasmanyl-TG(O-16:1_21:0_22:6)+NH4,950.85365,607.50845,605.58675
plasmanyl-TG(O-16:1_21:0_23:0)+NH4,976.96325,633.61805,605.58675
plasmanyl-TG(O-16:1_21:0_24:0)+NH4,990.97885,647.63365,605.58675
plasmanyl-TG(O-16:1_21:0_24:1)+NH4,988.96325,645.61805,605.58675
plasmanyl-TG(O-16:1_21:0_25:0)+NH4,1004.99455,661.64935,605.58675
plasmanyl-TG(O-16:1_21:0_26:0)+NH4,1019.01015,675.66495,605.58675
plasmanyl-TG(O-16:1_22:0_22:0)+NH4,976.96315,619.60235,619.60235
plasmanyl-TG(O-16:1_22:0_22:1)+NH4,974.94755,617.58675,619.60235
plasmanyl-TG(O-16:1_22:0_22:2)+NH4,972.93185,615.57105,619.60235
plasmanyl-TG(O-16:1_22:0_22:3)+NH4,970.91625,613.55545,619.60235
plasmanyl-TG(O-16:1_22:0_22:4)+NH4,968.90055,611.53975,619.60235
plasmanyl-TG(O-16:1_22:0_22:5)+NH4,966.88495,609.52415,619.60235
plasmanyl-TG(O-16:1_22:0_22:6)+NH4,964.86925,607.50845,619.60235
plasmanyl-TG(O-16:1_22:0_23:0)+NH4,990.97885,633.61805,619.60235
plasmanyl-TG(O-16:1_22:0_24:0)+NH4,1004.99445,647.63365,619.60235
plasmanyl-TG(O-16:1_22:0_24:1)+NH4,1002.97885,645.61805,619.60235
plasmanyl-TG(O-16:1_22:0_25:0)+NH4,1019.01015,661.64935,619.60235
plasmanyl-TG(O-16:1_22:0_26:0)+NH4,1033.02575,675.66495,619.60235
plasmanyl-TG(O-16:1_22:1_22:1)+NH4,972.93195,617.58675,617.58675
plasmanyl-TG(O-16:1_22:1_22:2)+NH4,970.91625,615.57105,617.58675
plasmanyl-TG(O-16:1_22:1_22:3)+NH4,968.90065,613.55545,617.58675
plasmanyl-TG(O-16:1_22:1_22:4)+NH4,966.88495,611.53975,617.58675
plasmanyl-TG(O-16:1_22:1_22:5)+NH4,964.86935,609.52415,617.58675
plasmanyl-TG(O-16:1_22:1_22:6)+NH4,962.85365,607.50845,617.58675
plasmanyl-TG(O-16:1_22:1_23:0)+NH4,988.96325,633.61805,617.58675
plasmanyl-TG(O-16:1_22:1_24:0)+NH4,1002.97885,647.63365,617.58675
plasmanyl-TG(O-16:1_22:1_24:1)+NH4,1000.96325,645.61805,617.58675
plasmanyl-TG(O-16:1_22:1_25:0)+NH4,1016.99455,661.64935,617.58675
plasmanyl-TG(O-16:1_22:1_26:0)+NH4,1031.01015,675.66495,617.58675
plasmanyl-TG(O-16:1_22:2_22:2)+NH4,968.90055,615.57105,615.57105
plasmanyl-TG(O-16:1_22:2_22:3)+NH4,966.88495,613.55545,615.57105
plasmanyl-TG(O-16:1_22:2_22:4)+NH4,964.86925,611.53975,615.57105
plasmanyl-TG(O-16:1_22:2_22:5)+NH4,962.85365,609.52415,615.57105
plasmanyl-TG(O-16:1_22:2_22:6)+NH4,960.83795,607.50845,615.57105
plasmanyl-TG(O-16:1_22:2_23:0)+NH4,986.94755,633.61805,615.57105
plasmanyl-TG(O-16:1_22:2_24:0)+NH4,1000.96315,647.63365,615.57105
plasmanyl-TG(O-16:1_22:2_24:1)+NH4,998.94755,645.61805,615.57105
plasmanyl-TG(O-16:1_22:2_25:0)+NH4,1014.97885,661.64935,615.57105
plasmanyl-TG(O-16:1_22:2_26:0)+NH4,1028.99445,675.66495,615.57105
plasmanyl-TG(O-16:1_22:3_22:3)+NH4,964.86935,613.55545,613.55545
plasmanyl-TG(O-16:1_22:3_22:4)+NH4,962.85365,611.53975,613.55545
plasmanyl-TG(O-16:1_22:3_22:5)+NH4,960.83805,609.52415,613.55545
plasmanyl-TG(O-16:1_22:3_22:6)+NH4,958.82235,607.50845,613.55545
plasmanyl-TG(O-16:1_22:3_23:0)+NH4,984.93195,633.61805,613.55545
plasmanyl-TG(O-16:1_22:3_24:0)+NH4,998.94755,647.63365,613.55545
plasmanyl-TG(O-16:1_22:3_24:1)+NH4,996.93195,645.61805,613.55545
plasmanyl-TG(O-16:1_22:3_25:0)+NH4,1012.96325,661.64935,613.55545
plasmanyl-TG(O-16:1_22:3_26:0)+NH4,1026.97885,675.66495,613.55545
plasmanyl-TG(O-16:1_22:4_22:4)+NH4,960.83795,611.53975,611.53975
plasmanyl-TG(O-16:1_22:4_22:5)+NH4,958.82235,609.52415,611.53975
plasmanyl-TG(O-16:1_22:4_22:6)+NH4,956.80665,607.50845,611.53975
plasmanyl-TG(O-16:1_22:4_23:0)+NH4,982.91625,633.61805,611.53975
plasmanyl-TG(O-16:1_22:4_24:0)+NH4,996.93185,647.63365,611.53975
plasmanyl-TG(O-16:1_22:4_24:1)+NH4,994.91625,645.61805,611.53975
plasmanyl-TG(O-16:1_22:4_25:0)+NH4,1010.94755,661.64935,611.53975
plasmanyl-TG(O-16:1_22:4_26:0)+NH4,1024.96315,675.66495,611.53975
plasmanyl-TG(O-16:1_22:5_22:5)+NH4,956.80675,609.52415,609.52415
plasmanyl-TG(O-16:1_22:5_22:6)+NH4,954.79105,607.50845,609.52415
plasmanyl-TG(O-16:1_22:5_23:0)+NH4,980.90065,633.61805,609.52415
plasmanyl-TG(O-16:1_22:5_24:0)+NH4,994.91625,647.63365,609.52415
plasmanyl-TG(O-16:1_22:5_24:1)+NH4,992.90065,645.61805,609.52415
plasmanyl-TG(O-16:1_22:5_25:0)+NH4,1008.93195,661.64935,609.52415
plasmanyl-TG(O-16:1_22:5_26:0)+NH4,1022.94755,675.66495,609.52415
plasmanyl-TG(O-16:1_22:6_22:6)+NH4,952.77535,607.50845,607.50845
plasmanyl-TG(O-16:1_22:6_23:0)+NH4,978.88495,633.61805,607.50845
plasmanyl-TG(O-16:1_22:6_24:0)+NH4,992.90055,647.63365,607.50845
plasmanyl-TG(O-16:1_22:6_24:1)+NH4,990.88495,645.61805,607.50845
plasmanyl-TG(O-16:1_22:6_25:0)+NH4,1006.91625,661.64935,607.50845
plasmanyl-TG(O-16:1_22:6_26:0)+NH4,1020.93185,675.66495,607.50845
plasmanyl-TG(O-16:1_23:0_23:0)+NH4,1004.99455,633.61805,633.61805
plasmanyl-TG(O-16:1_23:0_24:0)+NH4,1019.01015,647.63365,633.61805
plasmanyl-TG(O-16:1_23:0_24:1)+NH4,1016.99455,645.61805,633.61805
plasmanyl-TG(O-16:1_23:0_25:0)+NH4,1033.02585,661.64935,633.61805
plasmanyl-TG(O-16:1_23:0_26:0)+NH4,1047.04145,675.66495,633.61805
plasmanyl-TG(O-16:1_24:0_24:0)+NH4,1033.02575,647.63365,647.63365
plasmanyl-TG(O-16:1_24:0_24:1)+NH4,1031.01015,645.61805,647.63365
plasmanyl-TG(O-16:1_24:0_25:0)+NH4,1047.04145,661.64935,647.63365
plasmanyl-TG(O-16:1_24:0_26:0)+NH4,1061.05705,675.66495,647.63365
plasmanyl-TG(O-16:1_24:1_24:1)+NH4,1028.99455,645.61805,645.61805
plasmanyl-TG(O-16:1_24:1_25:0)+NH4,1045.02585,661.64935,645.61805
plasmanyl-TG(O-16:1_24:1_26:0)+NH4,1059.04145,675.66495,645.61805
plasmanyl-TG(O-16:1_25:0_25:0)+NH4,1061.05715,661.64935,661.64935
plasmanyl-TG(O-16:1_25:0_26:0)+NH4,1075.07275,675.66495,661.64935
plasmanyl-TG(O-16:1_26:0_26:0)+NH4,1089.08835,675.66495,675.66495
plasmanyl-TG(O-18:0_8:0_8:0)+NH4,614.57185,453.43015,453.43015
plasmanyl-TG(O-18:0_8:0_10:0)+NH4,642.60315,481.46145,453.43015
plasmanyl-TG(O-18:0_8:0_12:0)+NH4,670.63445,509.49275,453.43015
plasmanyl-TG(O-18:0_8:0_13:0)+NH4,684.65015,523.50845,453.43015
plasmanyl-TG(O-18:0_8:0_14:0)+NH4,698.66575,537.52405,453.43015
plasmanyl-TG(O-18:0_8:0_14:1)+NH4,696.65015,535.50845,453.43015
