Plasmanyl-TG,[M+NH4],NL R2COOH,NL R3COOH
plasmanyl-TG(O-20:0_22:0_22:4)+NH4,1026.97875,669.61795,677.68055
plasmanyl-TG(O-20:0_22:0_22:5)+NH4,1024.96315,667.60235,677.68055
plasmanyl-TG(O-20:0_22:0_22:6)+NH4,1022.94745,665.58665,677.68055
plasmanyl-TG(O-20:0_22:0_23:0)+NH4,1049.05705,691.69625,677.68055
plasmanyl-TG(O-20:0_22:0_24:0)+NH4,1063.07265,705.71185,677.68055
plasmanyl-TG(O-20:0_22:0_24:1)+NH4,1061.05705,703.69625,677.68055
plasmanyl-TG(O-20:0_22:0_25:0)+NH4,1077.08835,719.72755,677.68055
plasmanyl-TG(O-20:0_22:0_26:0)+NH4,1091.10395,733.74315,677.68055
plasmanyl-TG(O-20:0_22:1_22:1)+NH4,1031.01015,675.66495,675.66495
plasmanyl-TG(O-20:0_22:1_22:2)+NH4,1028.99445,673.64925,675.66495
plasmanyl-TG(O-20:0_22:1_22:3)+NH4,1026.97885,671.63365,675.66495
plasmanyl-TG(O-20:0_22:1_22:4)+NH4,1024.96315,669.61795,675.66495
plasmanyl-TG(O-20:0_22:1_22:5)+NH4,1022.94755,667.60235,675.66495
plasmanyl-TG(O-20:0_22:1_22:6)+NH4,1020.93185,665.58665,675.66495
plasmanyl-TG(O-20:0_22:1_23:0)+NH4,1047.04145,691.69625,675.66495
plasmanyl-TG(O-20:0_22:1_24:0)+NH4,1061.05705,705.71185,675.66495
plasmanyl-TG(O-20:0_22:1_24:1)+NH4,1059.04145,703.69625,675.66495
plasmanyl-TG(O-20:0_22:1_25:0)+NH4,1075.07275,719.72755,675.66495
plasmanyl-TG(O-20:0_22:1_26:0)+NH4,1089.08835,733.74315,675.66495
plasmanyl-TG(O-20:0_22:2_22:2)+NH4,1026.97875,673.64925,673.64925
plasmanyl-TG(O-20:0_22:2_22:3)+NH4,1024.96315,671.63365,673.64925
plasmanyl-TG(O-20:0_22:2_22:4)+NH4,1022.94745,669.61795,673.64925
plasmanyl-TG(O-20:0_22:2_22:5)+NH4,1020.93185,667.60235,673.64925
plasmanyl-TG(O-20:0_22:2_22:6)+NH4,1018.91615,665.58665,673.64925
plasmanyl-TG(O-20:0_22:2_23:0)+NH4,1045.02575,691.69625,673.64925
plasmanyl-TG(O-20:0_22:2_24:0)+NH4,1059.04135,705.71185,673.64925
plasmanyl-TG(O-20:0_22:2_24:1)+NH4,1057.02575,703.69625,673.64925
plasmanyl-TG(O-20:0_22:2_25:0)+NH4,1073.05705,719.72755,673.64925
plasmanyl-TG(O-20:0_22:2_26:0)+NH4,1087.07265,733.74315,673.64925
plasmanyl-TG(O-20:0_22:3_22:3)+NH4,1022.94755,671.63365,671.63365
plasmanyl-TG(O-20:0_22:3_22:4)+NH4,1020.93185,669.61795,671.63365
plasmanyl-TG(O-20:0_22:3_22:5)+NH4,1018.91625,667.60235,671.63365
plasmanyl-TG(O-20:0_22:3_22:6)+NH4,1016.90055,665.58665,671.63365
plasmanyl-TG(O-20:0_22:3_23:0)+NH4,1043.01015,691.69625,671.63365
plasmanyl-TG(O-20:0_22:3_24:0)+NH4,1057.02575,705.71185,671.63365
plasmanyl-TG(O-20:0_22:3_24:1)+NH4,1055.01015,703.69625,671.63365
plasmanyl-TG(O-20:0_22:3_25:0)+NH4,1071.04145,719.72755,671.63365
plasmanyl-TG(O-20:0_22:3_26:0)+NH4,1085.05705,733.74315,671.63365
plasmanyl-TG(O-20:0_22:4_22:4)+NH4,1018.91615,669.61795,669.61795
plasmanyl-TG(O-20:0_22:4_22:5)+NH4,1016.90055,667.60235,669.61795
plasmanyl-TG(O-20:0_22:4_22:6)+NH4,1014.88485,665.58665,669.61795
plasmanyl-TG(O-20:0_22:4_23:0)+NH4,1040.99445,691.69625,669.61795
plasmanyl-TG(O-20:0_22:4_24:0)+NH4,1055.01005,705.71185,669.61795
plasmanyl-TG(O-20:0_22:4_24:1)+NH4,1052.99445,703.69625,669.61795
plasmanyl-TG(O-20:0_22:4_25:0)+NH4,1069.02575,719.72755,669.61795
plasmanyl-TG(O-20:0_22:4_26:0)+NH4,1083.04135,733.74315,669.61795
plasmanyl-TG(O-20:0_22:5_22:5)+NH4,1014.88495,667.60235,667.60235
plasmanyl-TG(O-20:0_22:5_22:6)+NH4,1012.86925,665.58665,667.60235
plasmanyl-TG(O-20:0_22:5_23:0)+NH4,1038.97885,691.69625,667.60235
plasmanyl-TG(O-20:0_22:5_24:0)+NH4,1052.99445,705.71185,667.60235
plasmanyl-TG(O-20:0_22:5_24:1)+NH4,1050.97885,703.69625,667.60235
plasmanyl-TG(O-20:0_22:5_25:0)+NH4,1067.01015,719.72755,667.60235
plasmanyl-TG(O-20:0_22:5_26:0)+NH4,1081.02575,733.74315,667.60235
plasmanyl-TG(O-20:0_22:6_22:6)+NH4,1010.85355,665.58665,665.58665
plasmanyl-TG(O-20:0_22:6_23:0)+NH4,1036.96315,691.69625,665.58665
plasmanyl-TG(O-20:0_22:6_24:0)+NH4,1050.97875,705.71185,665.58665
plasmanyl-TG(O-20:0_22:6_24:1)+NH4,1048.96315,703.69625,665.58665
plasmanyl-TG(O-20:0_22:6_25:0)+NH4,1064.99445,719.72755,665.58665
plasmanyl-TG(O-20:0_22:6_26:0)+NH4,1079.01005,733.74315,665.58665
plasmanyl-TG(O-20:0_23:0_23:0)+NH4,1063.07275,691.69625,691.69625
plasmanyl-TG(O-20:0_23:0_24:0)+NH4,1077.08835,705.71185,691.69625
plasmanyl-TG(O-20:0_23:0_24:1)+NH4,1075.07275,703.69625,691.69625
plasmanyl-TG(O-20:0_23:0_25:0)+NH4,1091.10405,719.72755,691.69625
plasmanyl-TG(O-20:0_23:0_26:0)+NH4,1105.11965,733.74315,691.69625
plasmanyl-TG(O-20:0_24:0_24:0)+NH4,1091.10395,705.71185,705.71185
plasmanyl-TG(O-20:0_24:0_24:1)+NH4,1089.08835,703.69625,705.71185
plasmanyl-TG(O-20:0_24:0_25:0)+NH4,1105.11965,719.72755,705.71185
plasmanyl-TG(O-20:0_24:0_26:0)+NH4,1119.13525,733.74315,705.71185
plasmanyl-TG(O-20:0_24:1_24:1)+NH4,1087.07275,703.69625,703.69625
plasmanyl-TG(O-20:0_24:1_25:0)+NH4,1103.10405,719.72755,703.69625
plasmanyl-TG(O-20:0_24:1_26:0)+NH4,1117.11965,733.74315,703.69625
plasmanyl-TG(O-20:0_25:0_25:0)+NH4,1119.13535,719.72755,719.72755
plasmanyl-TG(O-20:0_25:0_26:0)+NH4,1133.15095,733.74315,719.72755
plasmanyl-TG(O-20:0_26:0_26:0)+NH4,1147.16655,733.74315,733.74315
plasmanyl-TG(O-20:1_8:0_8:0)+NH4,640.58755,479.44585,479.44585
plasmanyl-TG(O-20:1_8:0_10:0)+NH4,668.61885,507.47715,479.44585
plasmanyl-TG(O-20:1_8:0_12:0)+NH4,696.65015,535.50845,479.44585
plasmanyl-TG(O-20:1_8:0_13:0)+NH4,710.66585,549.52415,479.44585
plasmanyl-TG(O-20:1_8:0_14:0)+NH4,724.68145,563.53975,479.44585
plasmanyl-TG(O-20:1_8:0_14:1)+NH4,722.66585,561.52415,479.44585
plasmanyl-TG(O-20:1_8:0_15:0)+NH4,738.69715,577.55545,479.44585
plasmanyl-TG(O-20:1_8:0_15:1)+NH4,736.68145,575.53975,479.44585
plasmanyl-TG(O-20:1_8:0_16:0)+NH4,752.71275,591.57105,479.44585
plasmanyl-TG(O-20:1_8:0_16:1)+NH4,750.69715,589.55545,479.44585
plasmanyl-TG(O-20:1_8:0_17:0)+NH4,766.72845,605.58675,479.44585
plasmanyl-TG(O-20:1_8:0_17:1)+NH4,764.71275,603.57105,479.44585
plasmanyl-TG(O-20:1_8:0_17:2)+NH4,762.69715,601.55545,479.44585
plasmanyl-TG(O-20:1_8:0_18:0)+NH4,780.74405,619.60235,479.44585
plasmanyl-TG(O-20:1_8:0_18:1)+NH4,778.72845,617.58675,479.44585
plasmanyl-TG(O-20:1_8:0_18:2)+NH4,776.71275,615.57105,479.44585
plasmanyl-TG(O-20:1_8:0_18:3)+NH4,774.69715,613.55545,479.44585
plasmanyl-TG(O-20:1_8:0_18:4)+NH4,772.68145,611.53975,479.44585
plasmanyl-TG(O-20:1_8:0_19:0)+NH4,794.75975,633.61805,479.44585
plasmanyl-TG(O-20:1_8:0_20:0)+NH4,808.77535,647.63365,479.44585
plasmanyl-TG(O-20:1_8:0_20:1)+NH4,806.75975,645.61805,479.44585
plasmanyl-TG(O-20:1_8:0_20:2)+NH4,804.74405,643.60235,479.44585
plasmanyl-TG(O-20:1_8:0_20:3)+NH4,802.72845,641.58675,479.44585
plasmanyl-TG(O-20:1_8:0_20:4)+NH4,800.71275,639.57105,479.44585
plasmanyl-TG(O-20:1_8:0_20:5)+NH4,798.69715,637.55545,479.44585
plasmanyl-TG(O-20:1_8:0_21:0)+NH4,822.79105,661.64935,479.44585
plasmanyl-TG(O-20:1_8:0_22:0)+NH4,836.80665,675.66495,479.44585
plasmanyl-TG(O-20:1_8:0_22:1)+NH4,834.79105,673.64935,479.44585
plasmanyl-TG(O-20:1_8:0_22:2)+NH4,832.77535,671.63365,479.44585
plasmanyl-TG(O-20:1_8:0_22:3)+NH4,830.75975,669.61805,479.44585
plasmanyl-TG(O-20:1_8:0_22:4)+NH4,828.74405,667.60235,479.44585
plasmanyl-TG(O-20:1_8:0_22:5)+NH4,826.72845,665.58675,479.44585
plasmanyl-TG(O-20:1_8:0_22:6)+NH4,824.71275,663.57105,479.44585
plasmanyl-TG(O-20:1_8:0_23:0)+NH4,850.82235,689.68065,479.44585
plasmanyl-TG(O-20:1_8:0_24:0)+NH4,864.83795,703.69625,479.44585
plasmanyl-TG(O-20:1_8:0_24:1)+NH4,862.82235,701.68065,479.44585
plasmanyl-TG(O-20:1_8:0_25:0)+NH4,878.85365,717.71195,479.44585
plasmanyl-TG(O-20:1_8:0_26:0)+NH4,892.86925,731.72755,479.44585
plasmanyl-TG(O-20:1_10:0_10:0)+NH4,696.65015,507.47715,507.47715
plasmanyl-TG(O-20:1_10:0_12:0)+NH4,724.68145,535.50845,507.47715
plasmanyl-TG(O-20:1_10:0_13:0)+NH4,738.69715,549.52415,507.47715
plasmanyl-TG(O-20:1_10:0_14:0)+NH4,752.71275,563.53975,507.47715
plasmanyl-TG(O-20:1_10:0_14:1)+NH4,750.69715,561.52415,507.47715
plasmanyl-TG(O-20:1_10:0_15:0)+NH4,766.72845,577.55545,507.47715
plasmanyl-TG(O-20:1_10:0_15:1)+NH4,764.71275,575.53975,507.47715
plasmanyl-TG(O-20:1_10:0_16:0)+NH4,780.74405,591.57105,507.47715
plasmanyl-TG(O-20:1_10:0_16:1)+NH4,778.72845,589.55545,507.47715
plasmanyl-TG(O-20:1_10:0_17:0)+NH4,794.75975,605.58675,507.47715
plasmanyl-TG(O-20:1_10:0_17:1)+NH4,792.74405,603.57105,507.47715
plasmanyl-TG(O-20:1_10:0_17:2)+NH4,790.72845,601.55545,507.47715
plasmanyl-TG(O-20:1_10:0_18:0)+NH4,808.77535,619.60235,507.47715
plasmanyl-TG(O-20:1_10:0_18:1)+NH4,806.75975,617.58675,507.47715
plasmanyl-TG(O-20:1_10:0_18:2)+NH4,804.74405,615.57105,507.47715
plasmanyl-TG(O-20:1_10:0_18:3)+NH4,802.72845,613.55545,507.47715
plasmanyl-TG(O-20:1_10:0_18:4)+NH4,800.71275,611.53975,507.47715
plasmanyl-TG(O-20:1_10:0_19:0)+NH4,822.79105,633.61805,507.47715
plasmanyl-TG(O-20:1_10:0_20:0)+NH4,836.80665,647.63365,507.47715
plasmanyl-TG(O-20:1_10:0_20:1)+NH4,834.79105,645.61805,507.47715
plasmanyl-TG(O-20:1_10:0_20:2)+NH4,832.77535,643.60235,507.47715
plasmanyl-TG(O-20:1_10:0_20:3)+NH4,830.75975,641.58675,507.47715
plasmanyl-TG(O-20:1_10:0_20:4)+NH4,828.74405,639.57105,507.47715
plasmanyl-TG(O-20:1_10:0_20:5)+NH4,826.72845,637.55545,507.47715
plasmanyl-TG(O-20:1_10:0_21:0)+NH4,850.82235,661.64935,507.47715
plasmanyl-TG(O-20:1_10:0_22:0)+NH4,864.83795,675.66495,507.47715
plasmanyl-TG(O-20:1_10:0_22:1)+NH4,862.82235,673.64935,507.47715
plasmanyl-TG(O-20:1_10:0_22:2)+NH4,860.80665,671.63365,507.47715
plasmanyl-TG(O-20:1_10:0_22:3)+NH4,858.79105,669.61805,507.47715
plasmanyl-TG(O-20:1_10:0_22:4)+NH4,856.77535,667.60235,507.47715
plasmanyl-TG(O-20:1_10:0_22:5)+NH4,854.75975,665.58675,507.47715
plasmanyl-TG(O-20:1_10:0_22:6)+NH4,852.74405,663.57105,507.47715
plasmanyl-TG(O-20:1_10:0_23:0)+NH4,878.85365,689.68065,507.47715
plasmanyl-TG(O-20:1_10:0_24:0)+NH4,892.86925,703.69625,507.47715
plasmanyl-TG(O-20:1_10:0_24:1)+NH4,890.85365,701.68065,507.47715
plasmanyl-TG(O-20:1_10:0_25:0)+NH4,906.88495,717.71195,507.47715
plasmanyl-TG(O-20:1_10:0_26:0)+NH4,920.90055,731.72755,507.47715
plasmanyl-TG(O-20:1_12:0_12:0)+NH4,752.71275,535.50845,535.50845
plasmanyl-TG(O-20:1_12:0_13:0)+NH4,766.72845,549.52415,535.50845
plasmanyl-TG(O-20:1_12:0_14:0)+NH4,780.74405,563.53975,535.50845
plasmanyl-TG(O-20:1_12:0_14:1)+NH4,778.72845,561.52415,535.50845
plasmanyl-TG(O-20:1_12:0_15:0)+NH4,794.75975,577.55545,535.50845
plasmanyl-TG(O-20:1_12:0_15:1)+NH4,792.74405,575.53975,535.50845
plasmanyl-TG(O-20:1_12:0_16:0)+NH4,808.77535,591.57105,535.50845
plasmanyl-TG(O-20:1_12:0_16:1)+NH4,806.75975,589.55545,535.50845
plasmanyl-TG(O-20:1_12:0_17:0)+NH4,822.79105,605.58675,535.50845
plasmanyl-TG(O-20:1_12:0_17:1)+NH4,820.77535,603.57105,535.50845
plasmanyl-TG(O-20:1_12:0_17:2)+NH4,818.75975,601.55545,535.50845
plasmanyl-TG(O-20:1_12:0_18:0)+NH4,836.80665,619.60235,535.50845
plasmanyl-TG(O-20:1_12:0_18:1)+NH4,834.79105,617.58675,535.50845
plasmanyl-TG(O-20:1_12:0_18:2)+NH4,832.77535,615.57105,535.50845
plasmanyl-TG(O-20:1_12:0_18:3)+NH4,830.75975,613.55545,535.50845
plasmanyl-TG(O-20:1_12:0_18:4)+NH4,828.74405,611.53975,535.50845
plasmanyl-TG(O-20:1_12:0_19:0)+NH4,850.82235,633.61805,535.50845
plasmanyl-TG(O-20:1_12:0_20:0)+NH4,864.83795,647.63365,535.50845
plasmanyl-TG(O-20:1_12:0_20:1)+NH4,862.82235,645.61805,535.50845
plasmanyl-TG(O-20:1_12:0_20:2)+NH4,860.80665,643.60235,535.50845
plasmanyl-TG(O-20:1_12:0_20:3)+NH4,858.79105,641.58675,535.50845
plasmanyl-TG(O-20:1_12:0_20:4)+NH4,856.77535,639.57105,535.50845
plasmanyl-TG(O-20:1_12:0_20:5)+NH4,854.75975,637.55545,535.50845
plasmanyl-TG(O-20:1_12:0_21:0)+NH4,878.85365,661.64935,535.50845
plasmanyl-TG(O-20:1_12:0_22:0)+NH4,892.86925,675.66495,535.50845
plasmanyl-TG(O-20:1_12:0_22:1)+NH4,890.85365,673.64935,535.50845
plasmanyl-TG(O-20:1_12:0_22:2)+NH4,888.83795,671.63365,535.50845
plasmanyl-TG(O-20:1_12:0_22:3)+NH4,886.82235,669.61805,535.50845
plasmanyl-TG(O-20:1_12:0_22:4)+NH4,884.80665,667.60235,535.50845
plasmanyl-TG(O-20:1_12:0_22:5)+NH4,882.79105,665.58675,535.50845
plasmanyl-TG(O-20:1_12:0_22:6)+NH4,880.77535,663.57105,535.50845
plasmanyl-TG(O-20:1_12:0_23:0)+NH4,906.88495,689.68065,535.50845
plasmanyl-TG(O-20:1_12:0_24:0)+NH4,920.90055,703.69625,535.50845
plasmanyl-TG(O-20:1_12:0_24:1)+NH4,918.88495,701.68065,535.50845
plasmanyl-TG(O-20:1_12:0_25:0)+NH4,934.91625,717.71195,535.50845
plasmanyl-TG(O-20:1_12:0_26:0)+NH4,948.93185,731.72755,535.50845
plasmanyl-TG(O-20:1_13:0_13:0)+NH4,780.74415,549.52415,549.52415
plasmanyl-TG(O-20:1_13:0_14:0)+NH4,794.75975,563.53975,549.52415
plasmanyl-TG(O-20:1_13:0_14:1)+NH4,792.74415,561.52415,549.52415
plasmanyl-TG(O-20:1_13:0_15:0)+NH4,808.77545,577.55545,549.52415
plasmanyl-TG(O-20:1_13:0_15:1)+NH4,806.75975,575.53975,549.52415
plasmanyl-TG(O-20:1_13:0_16:0)+NH4,822.79105,591.57105,549.52415
plasmanyl-TG(O-20:1_13:0_16:1)+NH4,820.77545,589.55545,549.52415
plasmanyl-TG(O-20:1_13:0_17:0)+NH4,836.80675,605.58675,549.52415
plasmanyl-TG(O-20:1_13:0_17:1)+NH4,834.79105,603.57105,549.52415
plasmanyl-TG(O-20:1_13:0_17:2)+NH4,832.77545,601.55545,549.52415
plasmanyl-TG(O-20:1_13:0_18:0)+NH4,850.82235,619.60235,549.52415
plasmanyl-TG(O-20:1_13:0_18:1)+NH4,848.80675,617.58675,549.52415
plasmanyl-TG(O-20:1_13:0_18:2)+NH4,846.79105,615.57105,549.52415
plasmanyl-TG(O-20:1_13:0_18:3)+NH4,844.77545,613.55545,549.52415
plasmanyl-TG(O-20:1_13:0_18:4)+NH4,842.75975,611.53975,549.52415
plasmanyl-TG(O-20:1_13:0_19:0)+NH4,864.83805,633.61805,549.52415
plasmanyl-TG(O-20:1_13:0_20:0)+NH4,878.85365,647.63365,549.52415
plasmanyl-TG(O-20:1_13:0_20:1)+NH4,876.83805,645.61805,549.52415
plasmanyl-TG(O-20:1_13:0_20:2)+NH4,874.82235,643.60235,549.52415
plasmanyl-TG(O-20:1_13:0_20:3)+NH4,872.80675,641.58675,549.52415
plasmanyl-TG(O-20:1_13:0_20:4)+NH4,870.79105,639.57105,549.52415
plasmanyl-TG(O-20:1_13:0_20:5)+NH4,868.77545,637.55545,549.52415
plasmanyl-TG(O-20:1_13:0_21:0)+NH4,892.86935,661.64935,549.52415
plasmanyl-TG(O-20:1_13:0_22:0)+NH4,906.88495,675.66495,549.52415
plasmanyl-TG(O-20:1_13:0_22:1)+NH4,904.86935,673.64935,549.52415
plasmanyl-TG(O-20:1_13:0_22:2)+NH4,902.85365,671.63365,549.52415
plasmanyl-TG(O-20:1_13:0_22:3)+NH4,900.83805,669.61805,549.52415
plasmanyl-TG(O-20:1_13:0_22:4)+NH4,898.82235,667.60235,549.52415
plasmanyl-TG(O-20:1_13:0_22:5)+NH4,896.80675,665.58675,549.52415
plasmanyl-TG(O-20:1_13:0_22:6)+NH4,894.79105,663.57105,549.52415
plasmanyl-TG(O-20:1_13:0_23:0)+NH4,920.90065,689.68065,549.52415
plasmanyl-TG(O-20:1_13:0_24:0)+NH4,934.91625,703.69625,549.52415
plasmanyl-TG(O-20:1_13:0_24:1)+NH4,932.90065,701.68065,549.52415
plasmanyl-TG(O-20:1_13:0_25:0)+NH4,948.93195,717.71195,549.52415
plasmanyl-TG(O-20:1_13:0_26:0)+NH4,962.94755,731.72755,549.52415
plasmanyl-TG(O-20:1_14:0_14:0)+NH4,808.77535,563.53975,563.53975
plasmanyl-TG(O-20:1_14:0_14:1)+NH4,806.75975,561.52415,563.53975
plasmanyl-TG(O-20:1_14:0_15:0)+NH4,822.79105,577.55545,563.53975
plasmanyl-TG(O-20:1_14:0_15:1)+NH4,820.77535,575.53975,563.53975
plasmanyl-TG(O-20:1_14:0_16:0)+NH4,836.80665,591.57105,563.53975
plasmanyl-TG(O-20:1_14:0_16:1)+NH4,834.79105,589.55545,563.53975
plasmanyl-TG(O-20:1_14:0_17:0)+NH4,850.82235,605.58675,563.53975
plasmanyl-TG(O-20:1_14:0_17:1)+NH4,848.80665,603.57105,563.53975
plasmanyl-TG(O-20:1_14:0_17:2)+NH4,846.79105,601.55545,563.53975
plasmanyl-TG(O-20:1_14:0_18:0)+NH4,864.83795,619.60235,563.53975
plasmanyl-TG(O-20:1_14:0_18:1)+NH4,862.82235,617.58675,563.53975
plasmanyl-TG(O-20:1_14:0_18:2)+NH4,860.80665,615.57105,563.53975
plasmanyl-TG(O-20:1_14:0_18:3)+NH4,858.79105,613.55545,563.53975
plasmanyl-TG(O-20:1_14:0_18:4)+NH4,856.77535,611.53975,563.53975
plasmanyl-TG(O-20:1_14:0_19:0)+NH4,878.85365,633.61805,563.53975
plasmanyl-TG(O-20:1_14:0_20:0)+NH4,892.86925,647.63365,563.53975
plasmanyl-TG(O-20:1_14:0_20:1)+NH4,890.85365,645.61805,563.53975
plasmanyl-TG(O-20:1_14:0_20:2)+NH4,888.83795,643.60235,563.53975
plasmanyl-TG(O-20:1_14:0_20:3)+NH4,886.82235,641.58675,563.53975
plasmanyl-TG(O-20:1_14:0_20:4)+NH4,884.80665,639.57105,563.53975
plasmanyl-TG(O-20:1_14:0_20:5)+NH4,882.79105,637.55545,563.53975
plasmanyl-TG(O-20:1_14:0_21:0)+NH4,906.88495,661.64935,563.53975
plasmanyl-TG(O-20:1_14:0_22:0)+NH4,920.90055,675.66495,563.53975
plasmanyl-TG(O-20:1_14:0_22:1)+NH4,918.88495,673.64935,563.53975
plasmanyl-TG(O-20:1_14:0_22:2)+NH4,916.86925,671.63365,563.53975
plasmanyl-TG(O-20:1_14:0_22:3)+NH4,914.85365,669.61805,563.53975
plasmanyl-TG(O-20:1_14:0_22:4)+NH4,912.83795,667.60235,563.53975
plasmanyl-TG(O-20:1_14:0_22:5)+NH4,910.82235,665.58675,563.53975
plasmanyl-TG(O-20:1_14:0_22:6)+NH4,908.80665,663.57105,563.53975
plasmanyl-TG(O-20:1_14:0_23:0)+NH4,934.91625,689.68065,563.53975
plasmanyl-TG(O-20:1_14:0_24:0)+NH4,948.93185,703.69625,563.53975
plasmanyl-TG(O-20:1_14:0_24:1)+NH4,946.91625,701.68065,563.53975
plasmanyl-TG(O-20:1_14:0_25:0)+NH4,962.94755,717.71195,563.53975
plasmanyl-TG(O-20:1_14:0_26:0)+NH4,976.96315,731.72755,563.53975
plasmanyl-TG(O-20:1_14:1_14:1)+NH4,804.74415,561.52415,561.52415
plasmanyl-TG(O-20:1_14:1_15:0)+NH4,820.77545,577.55545,561.52415
plasmanyl-TG(O-20:1_14:1_15:1)+NH4,818.75975,575.53975,561.52415
plasmanyl-TG(O-20:1_14:1_16:0)+NH4,834.79105,591.57105,561.52415
plasmanyl-TG(O-20:1_14:1_16:1)+NH4,832.77545,589.55545,561.52415
plasmanyl-TG(O-20:1_14:1_17:0)+NH4,848.80675,605.58675,561.52415
plasmanyl-TG(O-20:1_14:1_17:1)+NH4,846.79105,603.57105,561.52415
plasmanyl-TG(O-20:1_14:1_17:2)+NH4,844.77545,601.55545,561.52415
plasmanyl-TG(O-20:1_14:1_18:0)+NH4,862.82235,619.60235,561.52415
plasmanyl-TG(O-20:1_14:1_18:1)+NH4,860.80675,617.58675,561.52415
plasmanyl-TG(O-20:1_14:1_18:2)+NH4,858.79105,615.57105,561.52415
plasmanyl-TG(O-20:1_14:1_18:3)+NH4,856.77545,613.55545,561.52415
plasmanyl-TG(O-20:1_14:1_18:4)+NH4,854.75975,611.53975,561.52415
plasmanyl-TG(O-20:1_14:1_19:0)+NH4,876.83805,633.61805,561.52415
plasmanyl-TG(O-20:1_14:1_20:0)+NH4,890.85365,647.63365,561.52415
plasmanyl-TG(O-20:1_14:1_20:1)+NH4,888.83805,645.61805,561.52415
plasmanyl-TG(O-20:1_14:1_20:2)+NH4,886.82235,643.60235,561.52415
plasmanyl-TG(O-20:1_14:1_20:3)+NH4,884.80675,641.58675,561.52415
plasmanyl-TG(O-20:1_14:1_20:4)+NH4,882.79105,639.57105,561.52415
plasmanyl-TG(O-20:1_14:1_20:5)+NH4,880.77545,637.55545,561.52415
plasmanyl-TG(O-20:1_14:1_21:0)+NH4,904.86935,661.64935,561.52415
plasmanyl-TG(O-20:1_14:1_22:0)+NH4,918.88495,675.66495,561.52415
plasmanyl-TG(O-20:1_14:1_22:1)+NH4,916.86935,673.64935,561.52415
plasmanyl-TG(O-20:1_14:1_22:2)+NH4,914.85365,671.63365,561.52415
plasmanyl-TG(O-20:1_14:1_22:3)+NH4,912.83805,669.61805,561.52415
plasmanyl-TG(O-20:1_14:1_22:4)+NH4,910.82235,667.60235,561.52415
plasmanyl-TG(O-20:1_14:1_22:5)+NH4,908.80675,665.58675,561.52415
plasmanyl-TG(O-20:1_14:1_22:6)+NH4,906.79105,663.57105,561.52415
plasmanyl-TG(O-20:1_14:1_23:0)+NH4,932.90065,689.68065,561.52415
plasmanyl-TG(O-20:1_14:1_24:0)+NH4,946.91625,703.69625,561.52415
plasmanyl-TG(O-20:1_14:1_24:1)+NH4,944.90065,701.68065,561.52415
plasmanyl-TG(O-20:1_14:1_25:0)+NH4,960.93195,717.71195,561.52415
plasmanyl-TG(O-20:1_14:1_26:0)+NH4,974.94755,731.72755,561.52415
plasmanyl-TG(O-20:1_15:0_15:0)+NH4,836.80675,577.55545,577.55545
plasmanyl-TG(O-20:1_15:0_15:1)+NH4,834.79105,575.53975,577.55545
plasmanyl-TG(O-20:1_15:0_16:0)+NH4,850.82235,591.57105,577.55545
plasmanyl-TG(O-20:1_15:0_16:1)+NH4,848.80675,589.55545,577.55545
plasmanyl-TG(O-20:1_15:0_17:0)+NH4,864.83805,605.58675,577.55545
plasmanyl-TG(O-20:1_15:0_17:1)+NH4,862.82235,603.57105,577.55545
plasmanyl-TG(O-20:1_15:0_17:2)+NH4,860.80675,601.55545,577.55545
plasmanyl-TG(O-20:1_15:0_18:0)+NH4,878.85365,619.60235,577.55545
plasmanyl-TG(O-20:1_15:0_18:1)+NH4,876.83805,617.58675,577.55545
plasmanyl-TG(O-20:1_15:0_18:2)+NH4,874.82235,615.57105,577.55545
plasmanyl-TG(O-20:1_15:0_18:3)+NH4,872.80675,613.55545,577.55545
plasmanyl-TG(O-20:1_15:0_18:4)+NH4,870.79105,611.53975,577.55545
plasmanyl-TG(O-20:1_15:0_19:0)+NH4,892.86935,633.61805,577.55545
plasmanyl-TG(O-20:1_15:0_20:0)+NH4,906.88495,647.63365,577.55545
plasmanyl-TG(O-20:1_15:0_20:1)+NH4,904.86935,645.61805,577.55545
plasmanyl-TG(O-20:1_15:0_20:2)+NH4,902.85365,643.60235,577.55545
plasmanyl-TG(O-20:1_15:0_20:3)+NH4,900.83805,641.58675,577.55545
plasmanyl-TG(O-20:1_15:0_20:4)+NH4,898.82235,639.57105,577.55545
plasmanyl-TG(O-20:1_15:0_20:5)+NH4,896.80675,637.55545,577.55545
plasmanyl-TG(O-20:1_15:0_21:0)+NH4,920.90065,661.64935,577.55545
plasmanyl-TG(O-20:1_15:0_22:0)+NH4,934.91625,675.66495,577.55545
plasmanyl-TG(O-20:1_15:0_22:1)+NH4,932.90065,673.64935,577.55545
plasmanyl-TG(O-20:1_15:0_22:2)+NH4,930.88495,671.63365,577.55545
plasmanyl-TG(O-20:1_15:0_22:3)+NH4,928.86935,669.61805,577.55545
plasmanyl-TG(O-20:1_15:0_22:4)+NH4,926.85365,667.60235,577.55545
plasmanyl-TG(O-20:1_15:0_22:5)+NH4,924.83805,665.58675,577.55545
plasmanyl-TG(O-20:1_15:0_22:6)+NH4,922.82235,663.57105,577.55545
plasmanyl-TG(O-20:1_15:0_23:0)+NH4,948.93195,689.68065,577.55545
