PMeOH,[M+NH4]+,[M-CH5O4P+H]+,NL of SN1+H2O,NL of SN2+H2O,[M-SN1-112+H]+,[M-SN2-112+H]+,SN2-H2O,SN1-H2O,[C4H9O5P+H]+
PMeOH(17:2_26:2)+NH4,826.63202,697.6129,543.381,417.2403,449.399,323.2583,375.3619,249.2211,169.026
PMeOH(17:2_26:4)+NH4,822.60072,693.5816,539.3497,417.2403,445.3677,323.2583,371.3306,249.2211,169.026
PMeOH(27:0_17:2)+NH4,844.67902,715.6599,417.2403,561.4279,323.2583,467.446,249.2211,393.4088,169.026
PMeOH(18:0_18:0)+NH4,736.58512,607.566,435.2872,435.2872,341.3052,341.3052,267.2681,267.2681,169.026
PMeOH(18:0_18:1)+NH4,734.56952,605.5504,433.2715,435.2871,339.2895,341.3052,265.2524,267.2681,169.026
PMeOH(18:0_18:2)+NH4,732.55382,603.5347,431.2559,435.2872,337.2739,341.3052,263.2368,267.2681,169.026
PMeOH(18:0_18:3)+NH4,730.53812,601.519,429.2402,435.2871,335.2582,341.3051,261.2212,267.2681,169.026
PMeOH(18:0_18:4)+NH4,728.52252,599.5034,427.2245,435.2871,333.2425,341.3051,259.2055,267.2681,169.026
PMeOH(18:0_18:5)+NH4,726.50682,597.4877,425.2089,435.2871,331.2269,341.3051,257.1899,267.2681,169.026
PMeOH(18:0_19:0)+NH4,750.60072,621.5816,449.3028,435.2872,355.3208,341.3052,281.2837,267.2681,169.026
PMeOH(18:0_19:1)+NH4,748.58512,619.566,447.2872,435.2872,353.3052,341.3052,279.2681,267.2681,169.026
PMeOH(18:0_19:2)+NH4,746.56952,617.5504,445.2715,435.2871,351.2895,341.3052,277.2524,267.2681,169.026
PMeOH(18:0_20:0)+NH4,764.61652,635.5974,463.3185,435.2872,369.3365,341.3052,295.2993,267.2681,169.026
PMeOH(18:0_20:1)+NH4,762.60072,633.5816,461.3028,435.2872,367.3208,341.3052,293.2837,267.2681,169.026
PMeOH(18:0_20:2)+NH4,760.58512,631.566,459.2872,435.2872,365.3052,341.3052,291.2681,267.2681,169.026
PMeOH(18:0_20:3)+NH4,758.56952,629.5504,457.2715,435.2871,363.2895,341.3052,289.2524,267.2681,169.026
PMeOH(18:0_20:4)+NH4,756.55382,627.5347,455.2559,435.2872,361.2739,341.3052,287.2368,267.2681,169.026
PMeOH(18:0_20:5)+NH4,754.53812,625.519,453.2402,435.2871,359.2582,341.3051,285.2212,267.2681,169.026
PMeOH(18:0_21:0)+NH4,778.63202,649.6129,477.3341,435.2872,383.3521,341.3052,309.315,267.2681,169.026
PMeOH(18:0_21:1)+NH4,776.61652,647.5974,475.3185,435.2872,381.3365,341.3052,307.2993,267.2681,169.026
PMeOH(18:0_21:2)+NH4,774.60072,645.5816,473.3028,435.2872,379.3208,341.3052,305.2837,267.2681,169.026
PMeOH(18:0_22:0)+NH4,792.64762,663.6285,491.3497,435.2871,397.3677,341.3052,323.3306,267.2681,169.026
PMeOH(18:0_22:1)+NH4,790.63202,661.6129,489.3341,435.2872,395.3521,341.3052,321.315,267.2681,169.026
PMeOH(18:0_22:2)+NH4,788.61652,659.5974,487.3185,435.2872,393.3365,341.3052,319.2993,267.2681,169.026
PMeOH(18:0_22:3)+NH4,786.60072,657.5816,485.3028,435.2872,391.3208,341.3052,317.2837,267.2681,169.026
PMeOH(18:0_22:4)+NH4,784.58512,655.566,483.2872,435.2872,389.3052,341.3052,315.2681,267.2681,169.026
PMeOH(18:0_22:5)+NH4,782.56952,653.5504,481.2715,435.2871,387.2895,341.3052,313.2524,267.2681,169.026
PMeOH(18:0_22:6)+NH4,780.55382,651.5347,479.2559,435.2872,385.2739,341.3052,311.2368,267.2681,169.026
PMeOH(18:0_23:0)+NH4,806.66332,677.6442,505.3654,435.2872,411.3834,341.3052,337.3463,267.2681,169.026
PMeOH(18:0_24:0)+NH4,820.67902,691.6599,519.381,435.2872,425.399,341.3052,351.3619,267.2681,169.026
PMeOH(18:0_24:1)+NH4,818.66332,689.6442,517.3654,435.2872,423.3834,341.3052,349.3463,267.2681,169.026
PMeOH(18:0_24:2)+NH4,816.64762,687.6285,515.3497,435.2871,421.3677,341.3052,347.3306,267.2681,169.026
PMeOH(18:0_24:4)+NH4,812.61652,683.5974,511.3185,435.2872,417.3365,341.3052,343.2993,267.2681,169.026
PMeOH(18:0_25:0)+NH4,834.69462,705.6755,533.3967,435.2872,439.4147,341.3052,365.3776,267.2681,169.026
PMeOH(18:0_26:0)+NH4,848.71032,719.6912,547.4124,435.2873,453.4304,341.3053,379.3932,267.2681,169.026
PMeOH(18:0_26:1)+NH4,846.69462,717.6755,545.3967,435.2872,451.4147,341.3052,377.3776,267.2681,169.026
PMeOH(18:0_26:2)+NH4,844.67902,715.6599,543.381,435.2872,449.399,341.3052,375.3619,267.2681,169.026
PMeOH(18:0_26:4)+NH4,840.64762,711.6285,539.3497,435.2871,445.3677,341.3052,371.3306,267.2681,169.026
PMeOH(18:0_27:0)+NH4,862.72592,733.7068,561.428,435.2873,467.446,341.3053,393.4088,267.2681,169.026
PMeOH(18:1_18:1)+NH4,732.55382,603.5347,433.2715,433.2715,339.2896,339.2896,265.2524,265.2524,169.026
PMeOH(18:1_18:2)+NH4,730.53812,601.519,431.2559,433.2715,337.2739,339.2895,263.2368,265.2524,169.026
PMeOH(18:1_18:3)+NH4,728.52252,599.5034,429.2401,433.2714,335.2582,339.2895,261.2212,265.2524,169.026
PMeOH(18:1_18:4)+NH4,726.50682,597.4877,427.2245,433.2715,333.2426,339.2895,259.2055,265.2524,169.026
PMeOH(18:1_18:5)+NH4,724.49112,595.472,425.2089,433.2714,331.2269,339.2894,257.1899,265.2524,169.026
PMeOH(19:0_18:1)+NH4,748.58512,619.566,433.2716,449.3029,339.2896,355.3209,265.2524,281.2837,169.026
PMeOH(18:1_19:1)+NH4,746.56952,617.5504,447.2871,433.2715,353.3052,339.2895,279.2681,265.2524,169.026
PMeOH(18:1_19:2)+NH4,744.55382,615.5347,445.2715,433.2715,351.2896,339.2896,277.2524,265.2524,169.026
PMeOH(20:0_18:1)+NH4,762.60072,633.5816,433.2715,463.3185,339.2896,369.3365,265.2524,295.2993,169.026
PMeOH(18:1_20:1)+NH4,760.58512,631.566,461.3029,433.2716,367.3209,339.2896,293.2837,265.2524,169.026
PMeOH(18:1_20:2)+NH4,758.56952,629.5504,459.2871,433.2715,365.3052,339.2895,291.2681,265.2524,169.026
PMeOH(18:1_20:3)+NH4,756.55382,627.5347,457.2715,433.2715,363.2896,339.2896,289.2524,265.2524,169.026
PMeOH(18:1_20:4)+NH4,754.53812,625.519,455.2559,433.2715,361.2739,339.2895,287.2368,265.2524,169.026
PMeOH(18:1_20:5)+NH4,752.52252,623.5034,453.2401,433.2714,359.2582,339.2895,285.2212,265.2524,169.026
PMeOH(21:0_18:1)+NH4,776.61652,647.5974,433.2716,477.3341,339.2896,383.3522,265.2524,309.315,169.026
PMeOH(18:1_21:1)+NH4,774.60072,645.5816,475.3185,433.2715,381.3365,339.2896,307.2993,265.2524,169.026
PMeOH(18:1_21:2)+NH4,772.58512,643.566,473.3029,433.2716,379.3209,339.2896,305.2837,265.2524,169.026
PMeOH(22:0_18:1)+NH4,790.63202,661.6129,433.2715,491.3498,339.2896,397.3678,265.2524,323.3306,169.026
PMeOH(18:1_22:1)+NH4,788.61652,659.5974,489.3341,433.2716,395.3522,339.2896,321.315,265.2524,169.026
PMeOH(18:1_22:2)+NH4,786.60072,657.5816,487.3185,433.2715,393.3365,339.2896,319.2993,265.2524,169.026
PMeOH(18:1_22:3)+NH4,784.58512,655.566,485.3029,433.2716,391.3209,339.2896,317.2837,265.2524,169.026
PMeOH(18:1_22:4)+NH4,782.56952,653.5504,483.2871,433.2715,389.3052,339.2895,315.2681,265.2524,169.026
PMeOH(18:1_22:5)+NH4,780.55382,651.5347,481.2715,433.2715,387.2896,339.2896,313.2524,265.2524,169.026
PMeOH(18:1_22:6)+NH4,778.53812,649.519,479.2559,433.2715,385.2739,339.2895,311.2368,265.2524,169.026
PMeOH(23:0_18:1)+NH4,804.64762,675.6285,433.2715,505.3654,339.2895,411.3834,265.2524,337.3463,169.026
PMeOH(24:0_18:1)+NH4,818.66332,689.6442,433.2716,519.381,339.2896,425.3991,265.2524,351.3619,169.026
PMeOH(18:1_24:1)+NH4,816.64762,687.6285,517.3654,433.2715,423.3834,339.2895,349.3463,265.2524,169.026
PMeOH(18:1_24:2)+NH4,814.63202,685.6129,515.3497,433.2715,421.3678,339.2896,347.3306,265.2524,169.026
PMeOH(18:1_24:4)+NH4,810.60072,681.5816,511.3185,433.2715,417.3365,339.2896,343.2993,265.2524,169.026
PMeOH(25:0_18:1)+NH4,832.67902,703.6599,433.2715,533.3967,339.2896,439.4147,265.2524,365.3776,169.026
PMeOH(26:0_18:1)+NH4,846.69462,717.6755,433.2716,547.4124,339.2896,453.4304,265.2524,379.3932,169.026
PMeOH(18:1_26:1)+NH4,844.67902,715.6599,545.3967,433.2715,451.4147,339.2896,377.3776,265.2524,169.026
PMeOH(18:1_26:2)+NH4,842.66332,713.6442,543.381,433.2716,449.3991,339.2896,375.3619,265.2524,169.026
PMeOH(18:1_26:4)+NH4,838.63202,709.6129,539.3497,433.2715,445.3678,339.2896,371.3306,265.2524,169.026
PMeOH(27:0_18:1)+NH4,860.71032,731.6912,433.2716,561.428,339.2897,467.4461,265.2524,393.4088,169.026
PMeOH(18:2_18:2)+NH4,728.52252,599.5034,431.2558,431.2558,337.2738,337.2738,263.2368,263.2368,169.026
PMeOH(18:2_18:3)+NH4,726.50682,597.4877,429.2402,431.2558,335.2582,337.2739,261.2212,263.2368,169.026
PMeOH(18:2_18:4)+NH4,724.49112,595.472,427.2245,431.2558,333.2425,337.2738,259.2055,263.2368,169.026
PMeOH(18:2_18:5)+NH4,722.47552,593.4564,425.2089,431.2558,331.2269,337.2738,257.1899,263.2368,169.026
PMeOH(19:0_18:2)+NH4,746.56952,617.5504,431.2559,449.3028,337.2739,355.3208,263.2368,281.2837,169.026
PMeOH(19:1_18:2)+NH4,744.55382,615.5347,431.2559,447.2872,337.2739,353.3052,263.2368,279.2681,169.026
PMeOH(18:2_19:2)+NH4,742.53812,613.519,445.2715,431.2559,351.2895,337.2739,277.2524,263.2368,169.026
PMeOH(20:0_18:2)+NH4,760.58512,631.566,431.2559,463.3185,337.274,369.3365,263.2368,295.2993,169.026
PMeOH(20:1_18:2)+NH4,758.56952,629.5504,431.2559,461.3028,337.2739,367.3208,263.2368,293.2837,169.026
PMeOH(18:2_20:2)+NH4,756.55382,627.5347,459.2872,431.2559,365.3052,337.2739,291.2681,263.2368,169.026
PMeOH(18:2_20:3)+NH4,754.53812,625.519,457.2715,431.2559,363.2895,337.2739,289.2524,263.2368,169.026
PMeOH(18:2_20:4)+NH4,752.52252,623.5034,455.2558,431.2558,361.2738,337.2738,287.2368,263.2368,169.026
PMeOH(18:2_20:5)+NH4,750.50682,621.4877,453.2402,431.2558,359.2582,337.2739,285.2212,263.2368,169.026
PMeOH(21:0_18:2)+NH4,774.60072,645.5816,431.2559,477.3341,337.2739,383.3521,263.2368,309.315,169.026
PMeOH(21:1_18:2)+NH4,772.58512,643.566,431.2559,475.3185,337.274,381.3365,263.2368,307.2993,169.026
PMeOH(18:2_21:2)+NH4,770.56952,641.5504,473.3028,431.2559,379.3208,337.2739,305.2837,263.2368,169.026
PMeOH(22:0_18:2)+NH4,788.61652,659.5974,431.256,491.3498,337.274,397.3678,263.2368,323.3306,169.026
PMeOH(22:1_18:2)+NH4,786.60072,657.5816,431.2559,489.3341,337.2739,395.3521,263.2368,321.315,169.026
PMeOH(18:2_22:2)+NH4,784.58512,655.566,487.3185,431.2559,393.3365,337.274,319.2993,263.2368,169.026
PMeOH(18:2_22:3)+NH4,782.56952,653.5504,485.3028,431.2559,391.3208,337.2739,317.2837,263.2368,169.026
PMeOH(18:2_22:4)+NH4,780.55382,651.5347,483.2872,431.2559,389.3052,337.2739,315.2681,263.2368,169.026
PMeOH(18:2_22:5)+NH4,778.53812,649.519,481.2715,431.2559,387.2895,337.2739,313.2524,263.2368,169.026
PMeOH(18:2_22:6)+NH4,776.52252,647.5034,479.2558,431.2558,385.2738,337.2738,311.2368,263.2368,169.026
PMeOH(23:0_18:2)+NH4,802.63202,673.6129,431.2559,505.3654,337.2739,411.3834,263.2368,337.3463,169.026
PMeOH(24:0_18:2)+NH4,816.64762,687.6285,431.2559,519.381,337.2739,425.399,263.2368,351.3619,169.026
PMeOH(24:1_18:2)+NH4,814.63202,685.6129,431.2559,517.3654,337.2739,423.3834,263.2368,349.3463,169.026
PMeOH(18:2_24:2)+NH4,812.61652,683.5974,515.3498,431.256,421.3678,337.274,347.3306,263.2368,169.026
PMeOH(18:2_24:4)+NH4,808.58512,679.566,511.3185,431.2559,417.3365,337.274,343.2993,263.2368,169.026
PMeOH(25:0_18:2)+NH4,830.66332,701.6442,431.2559,533.3967,337.274,439.4147,263.2368,365.3776,169.026
PMeOH(26:0_18:2)+NH4,844.67902,715.6599,431.2559,547.4123,337.2739,453.4303,263.2368,379.3932,169.026
PMeOH(26:1_18:2)+NH4,842.66332,713.6442,431.2559,545.3967,337.274,451.4147,263.2368,377.3776,169.026
PMeOH(18:2_26:2)+NH4,840.64762,711.6285,543.381,431.2559,449.399,337.2739,375.3619,263.2368,169.026
PMeOH(18:2_26:4)+NH4,836.61652,707.5974,539.3498,431.256,445.3678,337.274,371.3306,263.2368,169.026
PMeOH(27:0_18:2)+NH4,858.69462,729.6755,431.256,561.428,337.274,467.446,263.2368,393.4088,169.026
PMeOH(18:3_18:3)+NH4,724.49112,595.472,429.2401,429.2401,335.2581,335.2581,261.2212,261.2212,169.026
PMeOH(18:3_18:4)+NH4,722.47552,593.4564,427.2245,429.2402,333.2426,335.2582,259.2055,261.2212,169.026
PMeOH(18:3_18:5)+NH4,720.46002,591.4409,425.2089,429.2402,331.227,335.2582,257.1899,261.2212,169.026
PMeOH(19:0_18:3)+NH4,744.55382,615.5347,429.2403,449.3028,335.2583,355.3209,261.2212,281.2837,169.026
PMeOH(19:1_18:3)+NH4,742.53812,613.519,429.2402,447.2871,335.2582,353.3051,261.2212,279.2681,169.026
PMeOH(19:2_18:3)+NH4,740.52252,611.5034,429.2401,445.2714,335.2582,351.2895,261.2212,277.2524,169.026
PMeOH(20:0_18:3)+NH4,758.56952,629.5504,429.2402,463.3184,335.2582,369.3365,261.2212,295.2993,169.026
PMeOH(20:1_18:3)+NH4,756.55382,627.5347,429.2403,461.3028,335.2583,367.3209,261.2212,293.2837,169.026
PMeOH(20:2_18:3)+NH4,754.53812,625.519,429.2402,459.2871,335.2582,365.3051,261.2212,291.2681,169.026
PMeOH(18:3_20:3)+NH4,752.52252,623.5034,457.2714,429.2401,363.2895,335.2582,289.2524,261.2212,169.026
PMeOH(18:3_20:4)+NH4,750.50682,621.4877,455.2558,429.2402,361.2739,335.2582,287.2368,261.2212,169.026
PMeOH(18:3_20:5)+NH4,748.49112,619.472,453.2401,429.2401,359.2581,335.2581,285.2212,261.2212,169.026
PMeOH(21:0_18:3)+NH4,772.58512,643.566,429.2403,477.3341,335.2583,383.3521,261.2212,309.315,169.026
PMeOH(21:1_18:3)+NH4,770.56952,641.5504,429.2402,475.3184,335.2582,381.3365,261.2212,307.2993,169.026
PMeOH(21:2_18:3)+NH4,768.55382,639.5347,429.2403,473.3028,335.2583,379.3209,261.2212,305.2837,169.026
PMeOH(22:0_18:3)+NH4,786.60072,657.5816,429.2403,491.3497,335.2583,397.3677,261.2212,323.3306,169.026
PMeOH(22:1_18:3)+NH4,784.58512,655.566,429.2403,489.3341,335.2583,395.3521,261.2212,321.315,169.026
PMeOH(22:2_18:3)+NH4,782.56952,653.5504,429.2402,487.3184,335.2582,393.3365,261.2212,319.2993,169.026
PMeOH(18:3_22:3)+NH4,780.55382,651.5347,485.3028,429.2403,391.3209,335.2583,317.2837,261.2212,169.026
PMeOH(18:3_22:4)+NH4,778.53812,649.519,483.2871,429.2402,389.3051,335.2582,315.2681,261.2212,169.026
PMeOH(18:3_22:5)+NH4,776.52252,647.5034,481.2714,429.2401,387.2895,335.2582,313.2524,261.2212,169.026
PMeOH(18:3_22:6)+NH4,774.50682,645.4877,479.2558,429.2402,385.2739,335.2582,311.2368,261.2212,169.026
PMeOH(23:0_18:3)+NH4,800.61652,671.5974,429.2403,505.3654,335.2583,411.3835,261.2212,337.3463,169.026
PMeOH(24:0_18:3)+NH4,814.63202,685.6129,429.2403,519.381,335.2583,425.399,261.2212,351.3619,169.026
PMeOH(24:1_18:3)+NH4,812.61652,683.5974,429.2403,517.3654,335.2583,423.3835,261.2212,349.3463,169.026
PMeOH(24:2_18:3)+NH4,810.60072,681.5816,429.2403,515.3497,335.2583,421.3677,261.2212,347.3306,169.026
PMeOH(18:3_24:4)+NH4,806.56952,677.5504,511.3184,429.2402,417.3365,335.2582,343.2993,261.2212,169.026
PMeOH(25:0_18:3)+NH4,828.64762,699.6285,429.2402,533.3966,335.2582,439.4146,261.2212,365.3776,169.026
PMeOH(26:0_18:3)+NH4,842.66332,713.6442,429.2403,547.4124,335.2583,453.4304,261.2212,379.3932,169.026
PMeOH(26:1_18:3)+NH4,840.64762,711.6285,429.2402,545.3966,335.2582,451.4146,261.2212,377.3776,169.026
PMeOH(26:2_18:3)+NH4,838.63202,709.6129,429.2403,543.381,335.2583,449.399,261.2212,375.3619,169.026
PMeOH(18:3_26:4)+NH4,834.60072,705.5816,539.3497,429.2403,445.3677,335.2583,371.3306,261.2212,169.026
PMeOH(27:0_18:3)+NH4,856.67902,727.6599,429.2403,561.4279,335.2583,467.446,261.2212,393.4088,169.026
PMeOH(18:4_18:4)+NH4,720.46002,591.4409,427.2246,427.2246,333.2426,333.2426,259.2055,259.2055,169.026
PMeOH(18:4_18:5)+NH4,718.44422,589.4251,425.2089,427.2245,331.2269,333.2425,257.1899,259.2055,169.026
PMeOH(19:0_18:4)+NH4,742.53812,613.519,427.2246,449.3028,333.2426,355.3208,259.2055,281.2837,169.026
PMeOH(19:1_18:4)+NH4,740.52252,611.5034,427.2245,447.2871,333.2425,353.3051,259.2055,279.2681,169.026
PMeOH(19:2_18:4)+NH4,738.50682,609.4877,427.2245,445.2715,333.2426,351.2895,259.2055,277.2524,169.026
PMeOH(20:0_18:4)+NH4,756.55382,627.5347,427.2246,463.3185,333.2426,369.3365,259.2055,295.2993,169.026
PMeOH(20:1_18:4)+NH4,754.53812,625.519,427.2246,461.3028,333.2426,367.3208,259.2055,293.2837,169.026
PMeOH(20:2_18:4)+NH4,752.52252,623.5034,427.2245,459.2871,333.2425,365.3051,259.2055,291.2681,169.026
PMeOH(20:3_18:4)+NH4,750.50682,621.4877,427.2245,457.2715,333.2426,363.2895,259.2055,289.2524,169.026
PMeOH(18:4_20:4)+NH4,748.49112,619.472,455.2558,427.2245,361.2738,333.2425,287.2368,259.2055,169.026
PMeOH(18:4_20:5)+NH4,746.47552,617.4564,453.2402,427.2245,359.2582,333.2426,285.2212,259.2055,169.026
PMeOH(21:0_18:4)+NH4,770.56952,641.5504,427.2246,477.3341,333.2426,383.3521,259.2055,309.315,169.026
PMeOH(21:1_18:4)+NH4,768.55382,639.5347,427.2246,475.3185,333.2426,381.3365,259.2055,307.2993,169.026
PMeOH(21:2_18:4)+NH4,766.53812,637.519,427.2246,473.3028,333.2426,379.3208,259.2055,305.2837,169.026
PMeOH(22:0_18:4)+NH4,784.58512,655.566,427.2246,491.3498,333.2427,397.3678,259.2055,323.3306,169.026
PMeOH(22:1_18:4)+NH4,782.56952,653.5504,427.2246,489.3341,333.2426,395.3521,259.2055,321.315,169.026
PMeOH(22:2_18:4)+NH4,780.55382,651.5347,427.2246,487.3185,333.2426,393.3365,259.2055,319.2993,169.026
PMeOH(22:3_18:4)+NH4,778.53812,649.519,427.2246,485.3028,333.2426,391.3208,259.2055,317.2837,169.026
PMeOH(18:4_22:4)+NH4,776.52252,647.5034,483.2871,427.2245,389.3051,333.2425,315.2681,259.2055,169.026
PMeOH(18:4_22:5)+NH4,774.50682,645.4877,481.2715,427.2245,387.2895,333.2426,313.2524,259.2055,169.026
PMeOH(18:4_22:6)+NH4,772.49112,643.472,479.2558,427.2245,385.2738,333.2425,311.2368,259.2055,169.026
PMeOH(23:0_18:4)+NH4,798.60072,669.5816,427.2246,505.3654,333.2426,411.3834,259.2055,337.3463,169.026
PMeOH(24:0_18:4)+NH4,812.61652,683.5974,427.2247,519.381,333.2427,425.3991,259.2055,351.3619,169.026
PMeOH(24:1_18:4)+NH4,810.60072,681.5816,427.2246,517.3654,333.2426,423.3834,259.2055,349.3463,169.026
PMeOH(24:2_18:4)+NH4,808.58512,679.566,427.2246,515.3498,333.2427,421.3678,259.2055,347.3306,169.026
PMeOH(18:4_24:4)+NH4,804.55382,675.5347,511.3185,427.2246,417.3365,333.2426,343.2993,259.2055,169.026
PMeOH(25:0_18:4)+NH4,826.63202,697.6129,427.2246,533.3967,333.2426,439.4147,259.2055,365.3776,169.026
PMeOH(26:0_18:4)+NH4,840.64762,711.6285,427.2246,547.4123,333.2426,453.4303,259.2055,379.3932,169.026
PMeOH(26:1_18:4)+NH4,838.63202,709.6129,427.2246,545.3967,333.2426,451.4147,259.2055,377.3776,169.026
PMeOH(26:2_18:4)+NH4,836.61652,707.5974,427.2247,543.381,333.2427,449.3991,259.2055,375.3619,169.026
PMeOH(18:4_26:4)+NH4,832.58512,703.566,539.3498,427.2246,445.3678,333.2427,371.3306,259.2055,169.026
PMeOH(27:0_18:4)+NH4,854.66332,725.6442,427.2246,561.428,333.2427,467.446,259.2055,393.4088,169.026
PMeOH(18:5_18:5)+NH4,716.42862,587.4095,425.2089,425.2089,331.2269,331.2269,257.1899,257.1899,169.026
PMeOH(19:0_18:5)+NH4,740.52252,611.5034,425.2089,449.3027,331.2269,355.3207,257.1899,281.2837,169.026
PMeOH(19:1_18:5)+NH4,738.50682,609.4877,425.2089,447.2871,331.2269,353.3051,257.1899,279.2681,169.026
PMeOH(19:2_18:5)+NH4,736.49112,607.472,425.2089,445.2714,331.2269,351.2894,257.1899,277.2524,169.026
PMeOH(20:0_18:5)+NH4,754.53812,625.519,425.2089,463.3184,331.227,369.3364,257.1899,295.2993,169.026
PMeOH(20:1_18:5)+NH4,752.52252,623.5034,425.2089,461.3027,331.2269,367.3207,257.1899,293.2837,169.026
PMeOH(20:2_18:5)+NH4,750.50682,621.4877,425.2089,459.2871,331.2269,365.3051,257.1899,291.2681,169.026
PMeOH(20:3_18:5)+NH4,748.49112,619.472,425.2089,457.2714,331.2269,363.2894,257.1899,289.2524,169.026
PMeOH(20:4_18:5)+NH4,746.47552,617.4564,425.2089,455.2558,331.2269,361.2738,257.1899,287.2368,169.026
PMeOH(18:5_20:5)+NH4,744.46002,615.4409,453.2402,425.2089,359.2582,331.227,285.2212,257.1899,169.026
PMeOH(21:0_18:5)+NH4,768.55382,639.5347,425.209,477.3341,331.227,383.3521,257.1899,309.315,169.026
PMeOH(21:1_18:5)+NH4,766.53812,637.519,425.2089,475.3184,331.227,381.3364,257.1899,307.2993,169.026
PMeOH(21:2_18:5)+NH4,764.52252,635.5034,425.2089,473.3027,331.2269,379.3207,257.1899,305.2837,169.026
PMeOH(22:0_18:5)+NH4,782.56952,653.5504,425.209,491.3497,331.227,397.3677,257.1899,323.3306,169.026
PMeOH(22:1_18:5)+NH4,780.55382,651.5347,425.209,489.3341,331.227,395.3521,257.1899,321.315,169.026
PMeOH(22:2_18:5)+NH4,778.53812,649.519,425.2089,487.3184,331.227,393.3364,257.1899,319.2993,169.026
PMeOH(22:3_18:5)+NH4,776.52252,647.5034,425.2089,485.3027,331.2269,391.3207,257.1899,317.2837,169.026
PMeOH(22:4_18:5)+NH4,774.50682,645.4877,425.2089,483.2871,331.2269,389.3051,257.1899,315.2681,169.026
PMeOH(18:5_22:5)+NH4,772.49112,643.472,481.2714,425.2089,387.2894,331.2269,313.2524,257.1899,169.026
PMeOH(18:5_22:6)+NH4,770.47552,641.4564,479.2558,425.2089,385.2738,331.2269,311.2368,257.1899,169.026
PMeOH(23:0_18:5)+NH4,796.58512,667.566,425.209,505.3654,331.227,411.3834,257.1899,337.3463,169.026
PMeOH(24:0_18:5)+NH4,810.60072,681.5816,425.209,519.381,331.227,425.399,257.1899,351.3619,169.026
PMeOH(24:1_18:5)+NH4,808.58512,679.566,425.209,517.3654,331.227,423.3834,257.1899,349.3463,169.026
PMeOH(24:2_18:5)+NH4,806.56952,677.5504,425.209,515.3497,331.227,421.3677,257.1899,347.3306,169.026
PMeOH(24:4_18:5)+NH4,802.53812,673.519,425.2089,511.3184,331.227,417.3364,257.1899,343.2993,169.026
PMeOH(25:0_18:5)+NH4,824.61652,695.5974,425.209,533.3967,331.2271,439.4147,257.1899,365.3776,169.026
PMeOH(26:0_18:5)+NH4,838.63202,709.6129,425.209,547.4123,331.227,453.4303,257.1899,379.3932,169.026
PMeOH(26:1_18:5)+NH4,836.61652,707.5974,425.209,545.3967,331.2271,451.4147,257.1899,377.3776,169.026
PMeOH(26:2_18:5)+NH4,834.60072,705.5816,425.209,543.381,331.227,449.399,257.1899,375.3619,169.026
PMeOH(26:4_18:5)+NH4,830.56952,701.5504,425.209,539.3497,331.227,445.3677,257.1899,371.3306,169.026
PMeOH(27:0_18:5)+NH4,852.64762,723.6285,425.209,561.4279,331.227,467.4459,257.1899,393.4088,169.026
PMeOH(19:0_19:0)+NH4,764.61652,635.5974,449.3029,449.3029,355.3209,355.3209,281.2837,281.2837,169.026
PMeOH(19:0_19:1)+NH4,762.60072,633.5816,447.2872,449.3028,353.3052,355.3208,279.2681,281.2837,169.026
PMeOH(19:0_19:2)+NH4,760.58512,631.566,445.2716,449.3029,351.2896,355.3209,277.2524,281.2837,169.026
PMeOH(19:0_20:0)+NH4,778.63202,649.6129,463.3185,449.3028,369.3365,355.3209,295.2993,281.2837,169.026
PMeOH(19:0_20:1)+NH4,776.61652,647.5974,461.3029,449.3029,367.3209,355.3209,293.2837,281.2837,169.026
PMeOH(19:0_20:2)+NH4,774.60072,645.5816,459.2872,449.3028,365.3052,355.3208,291.2681,281.2837,169.026
PMeOH(19:0_20:3)+NH4,772.58512,643.566,457.2716,449.3029,363.2896,355.3209,289.2524,281.2837,169.026
PMeOH(19:0_20:4)+NH4,770.56952,641.5504,455.2559,449.3028,361.2739,355.3208,287.2368,281.2837,169.026
PMeOH(19:0_20:5)+NH4,768.55382,639.5347,453.2403,449.3028,359.2583,355.3209,285.2212,281.2837,169.026
PMeOH(19:0_21:0)+NH4,792.64762,663.6285,477.3341,449.3028,383.3521,355.3208,309.315,281.2837,169.026
PMeOH(19:0_21:1)+NH4,790.63202,661.6129,475.3185,449.3028,381.3365,355.3209,307.2993,281.2837,169.026
PMeOH(19:0_21:2)+NH4,788.61652,659.5974,473.3029,449.3029,379.3209,355.3209,305.2837,281.2837,169.026
PMeOH(19:0_22:0)+NH4,806.66332,677.6442,491.3498,449.3029,397.3678,355.3209,323.3306,281.2837,169.026
PMeOH(19:0_22:1)+NH4,804.64762,675.6285,489.3341,449.3028,395.3521,355.3208,321.315,281.2837,169.026
PMeOH(19:0_22:2)+NH4,802.63202,673.6129,487.3185,449.3028,393.3365,355.3209,319.2993,281.2837,169.026
PMeOH(19:0_22:3)+NH4,800.61652,671.5974,485.3029,449.3029,391.3209,355.3209,317.2837,281.2837,169.026
PMeOH(19:0_22:4)+NH4,798.60072,669.5816,483.2872,449.3028,389.3052,355.3208,315.2681,281.2837,169.026
PMeOH(19:0_22:5)+NH4,796.58512,667.566,481.2716,449.3029,387.2896,355.3209,313.2524,281.2837,169.026
