Ac4PIM2,[M-H]-,M-sn1,M-sn2,M-sn3,M-sn4,M-sn1-sn2,M-sn3-sn4,M-sn1-sn2-C3H5O,M-sn3-sn4-C3H5O
Ac4PIM2(18:2_16:1_methyl-18:0_17:0)-H,1688.129937,1407.889857,1433.905497,1389.842937,1417.874217,1153.665417,1119.587217,1097.639207,1063.561007
Ac4PIM2(18:2_16:1_methyl-18:0_18:0)-H,1702.145587,1421.905507,1447.921147,1403.858587,1417.874227,1167.681067,1119.587227,1111.654857,1063.561017
Ac4PIM2(18:2_16:1_methyl-18:0_19:0)-H,1716.161237,1435.921157,1461.936797,1417.874237,1417.874237,1181.696717,1119.587237,1125.670507,1063.561027
Ac4PIM2(18:2_16:1_methyl-18:0_20:0)-H,1730.176888,1449.936808,1475.952448,1431.889888,1417.874248,1195.712368,1119.587248,1139.686158,1063.561038
Ac4PIM2(18:2_16:1_methyl-18:0_16:1)-H,1672.098637,1391.858557,1417.874197,1373.811637,1417.874197,1137.634117,1119.587197,1081.607907,1063.560987
Ac4PIM2(18:2_16:1_methyl-18:0_17:1)-H,1686.114287,1405.874207,1431.889847,1387.827287,1417.874207,1151.649767,1119.587207,1095.623557,1063.560997
Ac4PIM2(18:2_16:1_methyl-18:0_18:1)-H,1700.129937,1419.889857,1445.905497,1401.842937,1417.874217,1165.665417,1119.587217,1109.639207,1063.561007
Ac4PIM2(18:2_16:1_methyl-18:0_18:2)-H,1698.114287,1417.874207,1443.889847,1399.827287,1417.874207,1163.649767,1119.587207,1107.623557,1063.560997
Ac4PIM2(18:2_16:1_methyl-18:0_methyl-18:0)-H,1716.161237,1435.921157,1461.936797,1417.874237,1417.874237,1181.696717,1119.587237,1125.670507,1063.561027
Ac4PIM2(18:2_17:1_14:0_14:0)-H,1590.020387,1309.780307,1321.780307,1361.811587,1361.811587,1041.540227,1133.602787,985.5140169,1077.576577
Ac4PIM2(18:2_17:1_14:0_15:0)-H,1604.036037,1323.795957,1335.795957,1375.827237,1361.811597,1055.555877,1133.602797,999.529667,1077.576587
Ac4PIM2(18:2_17:1_14:0_16:0)-H,1618.051687,1337.811607,1349.811607,1389.842887,1361.811607,1069.571527,1133.602807,1013.545317,1077.576597
Ac4PIM2(18:2_17:1_14:0_17:0)-H,1632.067337,1351.827257,1363.827257,1403.858537,1361.811617,1083.587177,1133.602817,1027.560967,1077.576607
Ac4PIM2(18:2_17:1_14:0_18:0)-H,1646.082987,1365.842907,1377.842907,1417.874187,1361.811627,1097.602827,1133.602827,1041.576617,1077.576617
Ac4PIM2(18:2_17:1_14:0_19:0)-H,1660.098637,1379.858557,1391.858557,1431.889837,1361.811637,1111.618477,1133.602837,1055.592267,1077.576627
Ac4PIM2(18:2_17:1_14:0_20:0)-H,1674.114287,1393.874207,1405.874207,1445.905487,1361.811647,1125.634127,1133.602847,1069.607917,1077.576637
Ac4PIM2(18:2_17:1_14:0_16:1)-H,1616.036037,1335.795957,1347.795957,1387.827237,1361.811597,1067.555877,1133.602797,1011.529667,1077.576587
Ac4PIM2(18:2_17:1_14:0_17:1)-H,1630.051687,1349.811607,1361.811607,1401.842887,1361.811607,1081.571527,1133.602807,1025.545317,1077.576597
Ac4PIM2(18:2_17:1_14:0_18:1)-H,1644.067337,1363.827257,1375.827257,1415.858537,1361.811617,1095.587177,1133.602817,1039.560967,1077.576607
Ac4PIM2(18:2_17:1_14:0_18:2)-H,1642.051687,1361.811607,1373.811607,1413.842887,1361.811607,1093.571527,1133.602807,1037.545317,1077.576597
Ac4PIM2(18:2_17:1_14:0_methyl-18:0)-H,1660.098637,1379.858557,1391.858557,1431.889837,1361.811637,1111.618477,1133.602837,1055.592267,1077.576627
Ac4PIM2(18:2_17:1_15:0_14:0)-H,1604.036037,1323.795957,1335.795957,1361.811597,1375.827237,1055.555877,1133.602797,999.529667,1077.576587
Ac4PIM2(18:2_17:1_15:0_15:0)-H,1618.051687,1337.811607,1349.811607,1375.827247,1375.827247,1069.571527,1133.602807,1013.545317,1077.576597
Ac4PIM2(18:2_17:1_15:0_16:0)-H,1632.067337,1351.827257,1363.827257,1389.842897,1375.827257,1083.587177,1133.602817,1027.560967,1077.576607
Ac4PIM2(18:2_17:1_15:0_17:0)-H,1646.082987,1365.842907,1377.842907,1403.858547,1375.827267,1097.602827,1133.602827,1041.576617,1077.576617
Ac4PIM2(18:2_17:1_15:0_18:0)-H,1660.098637,1379.858557,1391.858557,1417.874197,1375.827277,1111.618477,1133.602837,1055.592267,1077.576627
Ac4PIM2(18:2_17:1_15:0_19:0)-H,1674.114287,1393.874207,1405.874207,1431.889847,1375.827287,1125.634127,1133.602847,1069.607917,1077.576637
Ac4PIM2(18:2_17:1_15:0_20:0)-H,1688.129937,1407.889857,1419.889857,1445.905497,1375.827297,1139.649777,1133.602857,1083.623567,1077.576647
Ac4PIM2(18:2_17:1_15:0_16:1)-H,1630.051687,1349.811607,1361.811607,1387.827247,1375.827247,1081.571527,1133.602807,1025.545317,1077.576597
Ac4PIM2(18:2_17:1_15:0_17:1)-H,1644.067337,1363.827257,1375.827257,1401.842897,1375.827257,1095.587177,1133.602817,1039.560967,1077.576607
Ac4PIM2(18:2_17:1_15:0_18:1)-H,1658.082987,1377.842907,1389.842907,1415.858547,1375.827267,1109.602827,1133.602827,1053.576617,1077.576617
Ac4PIM2(18:2_17:1_15:0_18:2)-H,1656.067337,1375.827257,1387.827257,1413.842897,1375.827257,1107.587177,1133.602817,1051.560967,1077.576607
Ac4PIM2(18:2_17:1_15:0_methyl-18:0)-H,1674.114287,1393.874207,1405.874207,1431.889847,1375.827287,1125.634127,1133.602847,1069.607917,1077.576637
Ac4PIM2(18:2_17:1_16:0_14:0)-H,1618.051687,1337.811607,1349.811607,1361.811607,1389.842887,1069.571527,1133.602807,1013.545317,1077.576597
Ac4PIM2(18:2_17:1_16:0_15:0)-H,1632.067337,1351.827257,1363.827257,1375.827257,1389.842897,1083.587177,1133.602817,1027.560967,1077.576607
Ac4PIM2(18:2_17:1_16:0_16:0)-H,1646.082987,1365.842907,1377.842907,1389.842907,1389.842907,1097.602827,1133.602827,1041.576617,1077.576617
Ac4PIM2(18:2_17:1_16:0_17:0)-H,1660.098637,1379.858557,1391.858557,1403.858557,1389.842917,1111.618477,1133.602837,1055.592267,1077.576627
Ac4PIM2(18:2_17:1_16:0_18:0)-H,1674.114287,1393.874207,1405.874207,1417.874207,1389.842927,1125.634127,1133.602847,1069.607917,1077.576637
Ac4PIM2(18:2_17:1_16:0_19:0)-H,1688.129937,1407.889857,1419.889857,1431.889857,1389.842937,1139.649777,1133.602857,1083.623567,1077.576647
Ac4PIM2(18:2_17:1_16:0_20:0)-H,1702.145587,1421.905507,1433.905507,1445.905507,1389.842947,1153.665427,1133.602867,1097.639217,1077.576657
Ac4PIM2(18:2_17:1_16:0_16:1)-H,1644.067337,1363.827257,1375.827257,1387.827257,1389.842897,1095.587177,1133.602817,1039.560967,1077.576607
Ac4PIM2(18:2_17:1_16:0_17:1)-H,1658.082987,1377.842907,1389.842907,1401.842907,1389.842907,1109.602827,1133.602827,1053.576617,1077.576617
Ac4PIM2(18:2_17:1_16:0_18:1)-H,1672.098637,1391.858557,1403.858557,1415.858557,1389.842917,1123.618477,1133.602837,1067.592267,1077.576627
Ac4PIM2(18:2_17:1_16:0_18:2)-H,1670.082987,1389.842907,1401.842907,1413.842907,1389.842907,1121.602827,1133.602827,1065.576617,1077.576617
Ac4PIM2(18:2_17:1_16:0_methyl-18:0)-H,1688.129937,1407.889857,1419.889857,1431.889857,1389.842937,1139.649777,1133.602857,1083.623567,1077.576647
Ac4PIM2(18:2_17:1_17:0_14:0)-H,1632.067337,1351.827257,1363.827257,1361.811617,1403.858537,1083.587177,1133.602817,1027.560967,1077.576607
Ac4PIM2(18:2_17:1_17:0_15:0)-H,1646.082987,1365.842907,1377.842907,1375.827267,1403.858547,1097.602827,1133.602827,1041.576617,1077.576617
Ac4PIM2(18:2_17:1_17:0_16:0)-H,1660.098637,1379.858557,1391.858557,1389.842917,1403.858557,1111.618477,1133.602837,1055.592267,1077.576627
Ac4PIM2(18:2_17:1_17:0_17:0)-H,1674.114287,1393.874207,1405.874207,1403.858567,1403.858567,1125.634127,1133.602847,1069.607917,1077.576637
Ac4PIM2(18:2_17:1_17:0_18:0)-H,1688.129937,1407.889857,1419.889857,1417.874217,1403.858577,1139.649777,1133.602857,1083.623567,1077.576647
Ac4PIM2(18:2_17:1_17:0_19:0)-H,1702.145587,1421.905507,1433.905507,1431.889867,1403.858587,1153.665427,1133.602867,1097.639217,1077.576657
Ac4PIM2(18:2_17:1_17:0_20:0)-H,1716.161237,1435.921157,1447.921157,1445.905517,1403.858597,1167.681077,1133.602877,1111.654867,1077.576667
Ac4PIM2(18:2_17:1_17:0_16:1)-H,1658.082987,1377.842907,1389.842907,1387.827267,1403.858547,1109.602827,1133.602827,1053.576617,1077.576617
Ac4PIM2(18:2_17:1_17:0_17:1)-H,1672.098637,1391.858557,1403.858557,1401.842917,1403.858557,1123.618477,1133.602837,1067.592267,1077.576627
Ac4PIM2(18:2_17:1_17:0_18:1)-H,1686.114287,1405.874207,1417.874207,1415.858567,1403.858567,1137.634127,1133.602847,1081.607917,1077.576637
Ac4PIM2(18:2_17:1_17:0_18:2)-H,1684.098637,1403.858557,1415.858557,1413.842917,1403.858557,1135.618477,1133.602837,1079.592267,1077.576627
Ac4PIM2(18:2_17:1_17:0_methyl-18:0)-H,1702.145587,1421.905507,1433.905507,1431.889867,1403.858587,1153.665427,1133.602867,1097.639217,1077.576657
Ac4PIM2(18:2_17:1_18:0_14:0)-H,1646.082987,1365.842907,1377.842907,1361.811627,1417.874187,1097.602827,1133.602827,1041.576617,1077.576617
Ac4PIM2(18:2_17:1_18:0_15:0)-H,1660.098637,1379.858557,1391.858557,1375.827277,1417.874197,1111.618477,1133.602837,1055.592267,1077.576627
Ac4PIM2(18:2_17:1_18:0_16:0)-H,1674.114287,1393.874207,1405.874207,1389.842927,1417.874207,1125.634127,1133.602847,1069.607917,1077.576637
Ac4PIM2(18:2_17:1_18:0_17:0)-H,1688.129937,1407.889857,1419.889857,1403.858577,1417.874217,1139.649777,1133.602857,1083.623567,1077.576647
Ac4PIM2(18:2_17:1_18:0_18:0)-H,1702.145587,1421.905507,1433.905507,1417.874227,1417.874227,1153.665427,1133.602867,1097.639217,1077.576657
Ac4PIM2(18:2_17:1_18:0_19:0)-H,1716.161237,1435.921157,1447.921157,1431.889877,1417.874237,1167.681077,1133.602877,1111.654867,1077.576667
Ac4PIM2(18:2_17:1_18:0_20:0)-H,1730.176888,1449.936808,1461.936808,1445.905528,1417.874248,1181.696728,1133.602888,1125.670518,1077.576678
Ac4PIM2(18:2_17:1_18:0_16:1)-H,1672.098637,1391.858557,1403.858557,1387.827277,1417.874197,1123.618477,1133.602837,1067.592267,1077.576627
Ac4PIM2(18:2_17:1_18:0_17:1)-H,1686.114287,1405.874207,1417.874207,1401.842927,1417.874207,1137.634127,1133.602847,1081.607917,1077.576637
Ac4PIM2(18:2_17:1_18:0_18:1)-H,1700.129937,1419.889857,1431.889857,1415.858577,1417.874217,1151.649777,1133.602857,1095.623567,1077.576647
Ac4PIM2(18:2_17:1_18:0_18:2)-H,1698.114287,1417.874207,1429.874207,1413.842927,1417.874207,1149.634127,1133.602847,1093.607917,1077.576637
Ac4PIM2(18:2_17:1_18:0_methyl-18:0)-H,1716.161237,1435.921157,1447.921157,1431.889877,1417.874237,1167.681077,1133.602877,1111.654867,1077.576667
Ac4PIM2(18:2_17:1_19:0_14:0)-H,1660.098637,1379.858557,1391.858557,1361.811637,1431.889837,1111.618477,1133.602837,1055.592267,1077.576627
Ac4PIM2(18:2_17:1_19:0_15:0)-H,1674.114287,1393.874207,1405.874207,1375.827287,1431.889847,1125.634127,1133.602847,1069.607917,1077.576637
Ac4PIM2(18:2_17:1_19:0_16:0)-H,1688.129937,1407.889857,1419.889857,1389.842937,1431.889857,1139.649777,1133.602857,1083.623567,1077.576647
Ac4PIM2(18:2_17:1_19:0_17:0)-H,1702.145587,1421.905507,1433.905507,1403.858587,1431.889867,1153.665427,1133.602867,1097.639217,1077.576657
Ac4PIM2(18:2_17:1_19:0_18:0)-H,1716.161237,1435.921157,1447.921157,1417.874237,1431.889877,1167.681077,1133.602877,1111.654867,1077.576667
Ac4PIM2(18:2_17:1_19:0_19:0)-H,1730.176888,1449.936808,1461.936808,1431.889888,1431.889888,1181.696728,1133.602888,1125.670518,1077.576678
Ac4PIM2(18:2_17:1_19:0_20:0)-H,1744.192538,1463.952458,1475.952458,1445.905538,1431.889898,1195.712378,1133.602898,1139.686168,1077.576688
Ac4PIM2(18:2_17:1_19:0_16:1)-H,1686.114287,1405.874207,1417.874207,1387.827287,1431.889847,1137.634127,1133.602847,1081.607917,1077.576637
Ac4PIM2(18:2_17:1_19:0_17:1)-H,1700.129937,1419.889857,1431.889857,1401.842937,1431.889857,1151.649777,1133.602857,1095.623567,1077.576647
Ac4PIM2(18:2_17:1_19:0_18:1)-H,1714.145587,1433.905507,1445.905507,1415.858587,1431.889867,1165.665427,1133.602867,1109.639217,1077.576657
Ac4PIM2(18:2_17:1_19:0_18:2)-H,1712.129937,1431.889857,1443.889857,1413.842937,1431.889857,1163.649777,1133.602857,1107.623567,1077.576647
Ac4PIM2(18:2_17:1_19:0_methyl-18:0)-H,1730.176888,1449.936808,1461.936808,1431.889888,1431.889888,1181.696728,1133.602888,1125.670518,1077.576678
Ac4PIM2(18:2_17:1_20:0_14:0)-H,1674.114287,1393.874207,1405.874207,1361.811647,1445.905487,1125.634127,1133.602847,1069.607917,1077.576637
Ac4PIM2(18:2_17:1_20:0_15:0)-H,1688.129937,1407.889857,1419.889857,1375.827297,1445.905497,1139.649777,1133.602857,1083.623567,1077.576647
Ac4PIM2(18:2_17:1_20:0_16:0)-H,1702.145587,1421.905507,1433.905507,1389.842947,1445.905507,1153.665427,1133.602867,1097.639217,1077.576657
Ac4PIM2(18:2_17:1_20:0_17:0)-H,1716.161237,1435.921157,1447.921157,1403.858597,1445.905517,1167.681077,1133.602877,1111.654867,1077.576667
Ac4PIM2(18:2_17:1_20:0_18:0)-H,1730.176888,1449.936808,1461.936808,1417.874248,1445.905528,1181.696728,1133.602888,1125.670518,1077.576678
Ac4PIM2(18:2_17:1_20:0_19:0)-H,1744.192538,1463.952458,1475.952458,1431.889898,1445.905538,1195.712378,1133.602898,1139.686168,1077.576688
Ac4PIM2(18:2_17:1_20:0_20:0)-H,1758.208188,1477.968108,1489.968108,1445.905548,1445.905548,1209.728028,1133.602908,1153.701818,1077.576698
Ac4PIM2(18:2_17:1_20:0_16:1)-H,1700.129937,1419.889857,1431.889857,1387.827297,1445.905497,1151.649777,1133.602857,1095.623567,1077.576647
Ac4PIM2(18:2_17:1_20:0_17:1)-H,1714.145587,1433.905507,1445.905507,1401.842947,1445.905507,1165.665427,1133.602867,1109.639217,1077.576657
Ac4PIM2(18:2_17:1_20:0_18:1)-H,1728.161237,1447.921157,1459.921157,1415.858597,1445.905517,1179.681077,1133.602877,1123.654867,1077.576667
Ac4PIM2(18:2_17:1_20:0_18:2)-H,1726.145587,1445.905507,1457.905507,1413.842947,1445.905507,1177.665427,1133.602867,1121.639217,1077.576657
Ac4PIM2(18:2_17:1_20:0_methyl-18:0)-H,1744.192538,1463.952458,1475.952458,1431.889898,1445.905538,1195.712378,1133.602898,1139.686168,1077.576688
Ac4PIM2(18:2_17:1_16:1_14:0)-H,1616.036037,1335.795957,1347.795957,1361.811597,1387.827237,1067.555877,1133.602797,1011.529667,1077.576587
Ac4PIM2(18:2_17:1_16:1_15:0)-H,1630.051687,1349.811607,1361.811607,1375.827247,1387.827247,1081.571527,1133.602807,1025.545317,1077.576597
Ac4PIM2(18:2_17:1_16:1_16:0)-H,1644.067337,1363.827257,1375.827257,1389.842897,1387.827257,1095.587177,1133.602817,1039.560967,1077.576607
Ac4PIM2(18:2_17:1_16:1_17:0)-H,1658.082987,1377.842907,1389.842907,1403.858547,1387.827267,1109.602827,1133.602827,1053.576617,1077.576617
Ac4PIM2(18:2_17:1_16:1_18:0)-H,1672.098637,1391.858557,1403.858557,1417.874197,1387.827277,1123.618477,1133.602837,1067.592267,1077.576627
Ac4PIM2(18:2_17:1_16:1_19:0)-H,1686.114287,1405.874207,1417.874207,1431.889847,1387.827287,1137.634127,1133.602847,1081.607917,1077.576637
Ac4PIM2(18:2_17:1_16:1_20:0)-H,1700.129937,1419.889857,1431.889857,1445.905497,1387.827297,1151.649777,1133.602857,1095.623567,1077.576647
Ac4PIM2(18:2_17:1_16:1_16:1)-H,1642.051687,1361.811607,1373.811607,1387.827247,1387.827247,1093.571527,1133.602807,1037.545317,1077.576597
Ac4PIM2(18:2_17:1_16:1_17:1)-H,1656.067337,1375.827257,1387.827257,1401.842897,1387.827257,1107.587177,1133.602817,1051.560967,1077.576607
Ac4PIM2(18:2_17:1_16:1_18:1)-H,1670.082987,1389.842907,1401.842907,1415.858547,1387.827267,1121.602827,1133.602827,1065.576617,1077.576617
Ac4PIM2(18:2_17:1_16:1_18:2)-H,1668.067337,1387.827257,1399.827257,1413.842897,1387.827257,1119.587177,1133.602817,1063.560967,1077.576607
Ac4PIM2(18:2_17:1_16:1_methyl-18:0)-H,1686.114287,1405.874207,1417.874207,1431.889847,1387.827287,1137.634127,1133.602847,1081.607917,1077.576637
Ac4PIM2(18:2_17:1_17:1_14:0)-H,1630.051687,1349.811607,1361.811607,1361.811607,1401.842887,1081.571527,1133.602807,1025.545317,1077.576597
Ac4PIM2(18:2_17:1_17:1_15:0)-H,1644.067337,1363.827257,1375.827257,1375.827257,1401.842897,1095.587177,1133.602817,1039.560967,1077.576607
Ac4PIM2(18:2_17:1_17:1_16:0)-H,1658.082987,1377.842907,1389.842907,1389.842907,1401.842907,1109.602827,1133.602827,1053.576617,1077.576617
Ac4PIM2(18:2_17:1_17:1_17:0)-H,1672.098637,1391.858557,1403.858557,1403.858557,1401.842917,1123.618477,1133.602837,1067.592267,1077.576627
Ac4PIM2(18:2_17:1_17:1_18:0)-H,1686.114287,1405.874207,1417.874207,1417.874207,1401.842927,1137.634127,1133.602847,1081.607917,1077.576637
Ac4PIM2(18:2_17:1_17:1_19:0)-H,1700.129937,1419.889857,1431.889857,1431.889857,1401.842937,1151.649777,1133.602857,1095.623567,1077.576647
Ac4PIM2(18:2_17:1_17:1_20:0)-H,1714.145587,1433.905507,1445.905507,1445.905507,1401.842947,1165.665427,1133.602867,1109.639217,1077.576657
Ac4PIM2(18:2_17:1_17:1_16:1)-H,1656.067337,1375.827257,1387.827257,1387.827257,1401.842897,1107.587177,1133.602817,1051.560967,1077.576607
Ac4PIM2(18:2_17:1_17:1_17:1)-H,1670.082987,1389.842907,1401.842907,1401.842907,1401.842907,1121.602827,1133.602827,1065.576617,1077.576617
Ac4PIM2(18:2_17:1_17:1_18:1)-H,1684.098637,1403.858557,1415.858557,1415.858557,1401.842917,1135.618477,1133.602837,1079.592267,1077.576627
Ac4PIM2(18:2_17:1_17:1_18:2)-H,1682.082987,1401.842907,1413.842907,1413.842907,1401.842907,1133.602827,1133.602827,1077.576617,1077.576617
Ac4PIM2(18:2_17:1_17:1_methyl-18:0)-H,1700.129937,1419.889857,1431.889857,1431.889857,1401.842937,1151.649777,1133.602857,1095.623567,1077.576647
Ac4PIM2(18:2_17:1_18:1_14:0)-H,1644.067337,1363.827257,1375.827257,1361.811617,1415.858537,1095.587177,1133.602817,1039.560967,1077.576607
Ac4PIM2(18:2_17:1_18:1_15:0)-H,1658.082987,1377.842907,1389.842907,1375.827267,1415.858547,1109.602827,1133.602827,1053.576617,1077.576617
Ac4PIM2(18:2_17:1_18:1_16:0)-H,1672.098637,1391.858557,1403.858557,1389.842917,1415.858557,1123.618477,1133.602837,1067.592267,1077.576627
Ac4PIM2(18:2_17:1_18:1_17:0)-H,1686.114287,1405.874207,1417.874207,1403.858567,1415.858567,1137.634127,1133.602847,1081.607917,1077.576637
Ac4PIM2(18:2_17:1_18:1_18:0)-H,1700.129937,1419.889857,1431.889857,1417.874217,1415.858577,1151.649777,1133.602857,1095.623567,1077.576647
Ac4PIM2(18:2_17:1_18:1_19:0)-H,1714.145587,1433.905507,1445.905507,1431.889867,1415.858587,1165.665427,1133.602867,1109.639217,1077.576657
Ac4PIM2(18:2_17:1_18:1_20:0)-H,1728.161237,1447.921157,1459.921157,1445.905517,1415.858597,1179.681077,1133.602877,1123.654867,1077.576667
Ac4PIM2(18:2_17:1_18:1_16:1)-H,1670.082987,1389.842907,1401.842907,1387.827267,1415.858547,1121.602827,1133.602827,1065.576617,1077.576617
Ac4PIM2(18:2_17:1_18:1_17:1)-H,1684.098637,1403.858557,1415.858557,1401.842917,1415.858557,1135.618477,1133.602837,1079.592267,1077.576627
Ac4PIM2(18:2_17:1_18:1_18:1)-H,1698.114287,1417.874207,1429.874207,1415.858567,1415.858567,1149.634127,1133.602847,1093.607917,1077.576637
Ac4PIM2(18:2_17:1_18:1_18:2)-H,1696.098637,1415.858557,1427.858557,1413.842917,1415.858557,1147.618477,1133.602837,1091.592267,1077.576627
Ac4PIM2(18:2_17:1_18:1_methyl-18:0)-H,1714.145587,1433.905507,1445.905507,1431.889867,1415.858587,1165.665427,1133.602867,1109.639217,1077.576657
Ac4PIM2(18:2_17:1_18:2_14:0)-H,1642.051687,1361.811607,1373.811607,1361.811607,1413.842887,1093.571527,1133.602807,1037.545317,1077.576597
Ac4PIM2(18:2_17:1_18:2_15:0)-H,1656.067337,1375.827257,1387.827257,1375.827257,1413.842897,1107.587177,1133.602817,1051.560967,1077.576607
Ac4PIM2(18:2_17:1_18:2_16:0)-H,1670.082987,1389.842907,1401.842907,1389.842907,1413.842907,1121.602827,1133.602827,1065.576617,1077.576617
Ac4PIM2(18:2_17:1_18:2_17:0)-H,1684.098637,1403.858557,1415.858557,1403.858557,1413.842917,1135.618477,1133.602837,1079.592267,1077.576627
Ac4PIM2(18:2_17:1_18:2_18:0)-H,1698.114287,1417.874207,1429.874207,1417.874207,1413.842927,1149.634127,1133.602847,1093.607917,1077.576637
Ac4PIM2(18:2_17:1_18:2_19:0)-H,1712.129937,1431.889857,1443.889857,1431.889857,1413.842937,1163.649777,1133.602857,1107.623567,1077.576647
Ac4PIM2(18:2_17:1_18:2_20:0)-H,1726.145587,1445.905507,1457.905507,1445.905507,1413.842947,1177.665427,1133.602867,1121.639217,1077.576657
Ac4PIM2(18:2_17:1_18:2_16:1)-H,1668.067337,1387.827257,1399.827257,1387.827257,1413.842897,1119.587177,1133.602817,1063.560967,1077.576607
Ac4PIM2(18:2_17:1_18:2_17:1)-H,1682.082987,1401.842907,1413.842907,1401.842907,1413.842907,1133.602827,1133.602827,1077.576617,1077.576617
Ac4PIM2(18:2_17:1_18:2_18:1)-H,1696.098637,1415.858557,1427.858557,1415.858557,1413.842917,1147.618477,1133.602837,1091.592267,1077.576627
Ac4PIM2(18:2_17:1_18:2_18:2)-H,1694.082987,1413.842907,1425.842907,1413.842907,1413.842907,1145.602827,1133.602827,1089.576617,1077.576617
Ac4PIM2(18:2_17:1_18:2_methyl-18:0)-H,1712.129937,1431.889857,1443.889857,1431.889857,1413.842937,1163.649777,1133.602857,1107.623567,1077.576647
Ac4PIM2(18:2_17:1_methyl-18:0_14:0)-H,1660.098637,1379.858557,1391.858557,1361.811637,1431.889837,1111.618477,1133.602837,1055.592267,1077.576627
Ac4PIM2(18:2_17:1_methyl-18:0_15:0)-H,1674.114287,1393.874207,1405.874207,1375.827287,1431.889847,1125.634127,1133.602847,1069.607917,1077.576637
Ac4PIM2(18:2_17:1_methyl-18:0_16:0)-H,1688.129937,1407.889857,1419.889857,1389.842937,1431.889857,1139.649777,1133.602857,1083.623567,1077.576647
Ac4PIM2(18:2_17:1_methyl-18:0_17:0)-H,1702.145587,1421.905507,1433.905507,1403.858587,1431.889867,1153.665427,1133.602867,1097.639217,1077.576657
Ac4PIM2(18:2_17:1_methyl-18:0_18:0)-H,1716.161237,1435.921157,1447.921157,1417.874237,1431.889877,1167.681077,1133.602877,1111.654867,1077.576667
Ac4PIM2(18:2_17:1_methyl-18:0_19:0)-H,1730.176888,1449.936808,1461.936808,1431.889888,1431.889888,1181.696728,1133.602888,1125.670518,1077.576678
Ac4PIM2(18:2_17:1_methyl-18:0_20:0)-H,1744.192538,1463.952458,1475.952458,1445.905538,1431.889898,1195.712378,1133.602898,1139.686168,1077.576688
Ac4PIM2(18:2_17:1_methyl-18:0_16:1)-H,1686.114287,1405.874207,1417.874207,1387.827287,1431.889847,1137.634127,1133.602847,1081.607917,1077.576637
Ac4PIM2(18:2_17:1_methyl-18:0_17:1)-H,1700.129937,1419.889857,1431.889857,1401.842937,1431.889857,1151.649777,1133.602857,1095.623567,1077.576647
Ac4PIM2(18:2_17:1_methyl-18:0_18:1)-H,1714.145587,1433.905507,1445.905507,1415.858587,1431.889867,1165.665427,1133.602867,1109.639217,1077.576657
Ac4PIM2(18:2_17:1_methyl-18:0_18:2)-H,1712.129937,1431.889857,1443.889857,1413.842937,1431.889857,1163.649777,1133.602857,1107.623567,1077.576647
Ac4PIM2(18:2_17:1_methyl-18:0_methyl-18:0)-H,1730.176888,1449.936808,1461.936808,1431.889888,1431.889888,1181.696728,1133.602888,1125.670518,1077.576678
Ac4PIM2(18:2_18:1_14:0_14:0)-H,1604.036037,1323.795957,1321.780317,1375.827237,1375.827237,1041.540237,1147.618437,985.514027,1091.592227
Ac4PIM2(18:2_18:1_14:0_15:0)-H,1618.051687,1337.811607,1335.795967,1389.842887,1375.827247,1055.555887,1147.618447,999.529677,1091.592237
Ac4PIM2(18:2_18:1_14:0_16:0)-H,1632.067337,1351.827257,1349.811617,1403.858537,1375.827257,1069.571537,1147.618457,1013.545327,1091.592247
Ac4PIM2(18:2_18:1_14:0_17:0)-H,1646.082987,1365.842907,1363.827267,1417.874187,1375.827267,1083.587187,1147.618467,1027.560977,1091.592257
Ac4PIM2(18:2_18:1_14:0_18:0)-H,1660.098637,1379.858557,1377.842917,1431.889837,1375.827277,1097.602837,1147.618477,1041.576627,1091.592267
Ac4PIM2(18:2_18:1_14:0_19:0)-H,1674.114287,1393.874207,1391.858567,1445.905487,1375.827287,1111.618487,1147.618487,1055.592277,1091.592277
Ac4PIM2(18:2_18:1_14:0_20:0)-H,1688.129937,1407.889857,1405.874217,1459.921137,1375.827297,1125.634137,1147.618497,1069.607927,1091.592287
Ac4PIM2(18:2_18:1_14:0_16:1)-H,1630.051687,1349.811607,1347.795967,1401.842887,1375.827247,1067.555887,1147.618447,1011.529677,1091.592237
Ac4PIM2(18:2_18:1_14:0_17:1)-H,1644.067337,1363.827257,1361.811617,1415.858537,1375.827257,1081.571537,1147.618457,1025.545327,1091.592247
Ac4PIM2(18:2_18:1_14:0_18:1)-H,1658.082987,1377.842907,1375.827267,1429.874187,1375.827267,1095.587187,1147.618467,1039.560977,1091.592257
Ac4PIM2(18:2_18:1_14:0_18:2)-H,1656.067337,1375.827257,1373.811617,1427.858537,1375.827257,1093.571537,1147.618457,1037.545327,1091.592247
Ac4PIM2(18:2_18:1_14:0_methyl-18:0)-H,1674.114287,1393.874207,1391.858567,1445.905487,1375.827287,1111.618487,1147.618487,1055.592277,1091.592277
Ac4PIM2(18:2_18:1_15:0_14:0)-H,1618.051687,1337.811607,1335.795967,1375.827247,1389.842887,1055.555887,1147.618447,999.529677,1091.592237
Ac4PIM2(18:2_18:1_15:0_15:0)-H,1632.067337,1351.827257,1349.811617,1389.842897,1389.842897,1069.571537,1147.618457,1013.545327,1091.592247
