Ac4PIM2,[M-H]-,M-sn1,M-sn2,M-sn3,M-sn4,M-sn1-sn2,M-sn3-sn4,M-sn1-sn2-C3H5O,M-sn3-sn4-C3H5O
Ac4PIM2(17:0_16:1_20:0_17:0)-H,1692.161237,1421.905517,1437.936797,1379.858597,1421.905517,1167.681077,1109.602877,1111.654867,1053.576667
Ac4PIM2(17:0_16:1_20:0_18:0)-H,1706.176888,1435.921168,1451.952448,1393.874248,1421.905528,1181.696728,1109.602888,1125.670518,1053.576678
Ac4PIM2(17:0_16:1_20:0_19:0)-H,1720.192538,1449.936818,1465.968098,1407.889898,1421.905538,1195.712378,1109.602898,1139.686168,1053.576688
Ac4PIM2(17:0_16:1_20:0_20:0)-H,1734.208188,1463.952468,1479.983748,1421.905548,1421.905548,1209.728028,1109.602908,1153.701818,1053.576698
Ac4PIM2(17:0_16:1_20:0_16:1)-H,1676.129937,1405.874217,1421.905497,1363.827297,1421.905497,1151.649777,1109.602857,1095.623567,1053.576647
Ac4PIM2(17:0_16:1_20:0_17:1)-H,1690.145587,1419.889867,1435.921147,1377.842947,1421.905507,1165.665427,1109.602867,1109.639217,1053.576657
Ac4PIM2(17:0_16:1_20:0_18:1)-H,1704.161237,1433.905517,1449.936797,1391.858597,1421.905517,1179.681077,1109.602877,1123.654867,1053.576667
Ac4PIM2(17:0_16:1_20:0_18:2)-H,1702.145587,1431.889867,1447.921147,1389.842947,1421.905507,1177.665427,1109.602867,1121.639217,1053.576657
Ac4PIM2(17:0_16:1_20:0_methyl-18:0)-H,1720.192538,1449.936818,1465.968098,1407.889898,1421.905538,1195.712378,1109.602898,1139.686168,1053.576688
Ac4PIM2(17:0_16:1_16:1_14:0)-H,1592.036037,1321.780317,1337.811597,1337.811597,1363.827237,1067.555877,1109.602797,1011.529667,1053.576587
Ac4PIM2(17:0_16:1_16:1_15:0)-H,1606.051687,1335.795967,1351.827247,1351.827247,1363.827247,1081.571527,1109.602807,1025.545317,1053.576597
Ac4PIM2(17:0_16:1_16:1_16:0)-H,1620.067337,1349.811617,1365.842897,1365.842897,1363.827257,1095.587177,1109.602817,1039.560967,1053.576607
Ac4PIM2(17:0_16:1_16:1_17:0)-H,1634.082987,1363.827267,1379.858547,1379.858547,1363.827267,1109.602827,1109.602827,1053.576617,1053.576617
Ac4PIM2(17:0_16:1_16:1_18:0)-H,1648.098637,1377.842917,1393.874197,1393.874197,1363.827277,1123.618477,1109.602837,1067.592267,1053.576627
Ac4PIM2(17:0_16:1_16:1_19:0)-H,1662.114287,1391.858567,1407.889847,1407.889847,1363.827287,1137.634127,1109.602847,1081.607917,1053.576637
Ac4PIM2(17:0_16:1_16:1_20:0)-H,1676.129937,1405.874217,1421.905497,1421.905497,1363.827297,1151.649777,1109.602857,1095.623567,1053.576647
Ac4PIM2(17:0_16:1_16:1_16:1)-H,1618.051687,1347.795967,1363.827247,1363.827247,1363.827247,1093.571527,1109.602807,1037.545317,1053.576597
Ac4PIM2(17:0_16:1_16:1_17:1)-H,1632.067337,1361.811617,1377.842897,1377.842897,1363.827257,1107.587177,1109.602817,1051.560967,1053.576607
Ac4PIM2(17:0_16:1_16:1_18:1)-H,1646.082987,1375.827267,1391.858547,1391.858547,1363.827267,1121.602827,1109.602827,1065.576617,1053.576617
Ac4PIM2(17:0_16:1_16:1_18:2)-H,1644.067337,1373.811617,1389.842897,1389.842897,1363.827257,1119.587177,1109.602817,1063.560967,1053.576607
Ac4PIM2(17:0_16:1_16:1_methyl-18:0)-H,1662.114287,1391.858567,1407.889847,1407.889847,1363.827287,1137.634127,1109.602847,1081.607917,1053.576637
Ac4PIM2(17:0_16:1_17:1_14:0)-H,1606.051687,1335.795967,1351.827247,1337.811607,1377.842887,1081.571527,1109.602807,1025.545317,1053.576597
Ac4PIM2(17:0_16:1_17:1_15:0)-H,1620.067337,1349.811617,1365.842897,1351.827257,1377.842897,1095.587177,1109.602817,1039.560967,1053.576607
Ac4PIM2(17:0_16:1_17:1_16:0)-H,1634.082987,1363.827267,1379.858547,1365.842907,1377.842907,1109.602827,1109.602827,1053.576617,1053.576617
Ac4PIM2(17:0_16:1_17:1_17:0)-H,1648.098637,1377.842917,1393.874197,1379.858557,1377.842917,1123.618477,1109.602837,1067.592267,1053.576627
Ac4PIM2(17:0_16:1_17:1_18:0)-H,1662.114287,1391.858567,1407.889847,1393.874207,1377.842927,1137.634127,1109.602847,1081.607917,1053.576637
Ac4PIM2(17:0_16:1_17:1_19:0)-H,1676.129937,1405.874217,1421.905497,1407.889857,1377.842937,1151.649777,1109.602857,1095.623567,1053.576647
Ac4PIM2(17:0_16:1_17:1_20:0)-H,1690.145587,1419.889867,1435.921147,1421.905507,1377.842947,1165.665427,1109.602867,1109.639217,1053.576657
Ac4PIM2(17:0_16:1_17:1_16:1)-H,1632.067337,1361.811617,1377.842897,1363.827257,1377.842897,1107.587177,1109.602817,1051.560967,1053.576607
Ac4PIM2(17:0_16:1_17:1_17:1)-H,1646.082987,1375.827267,1391.858547,1377.842907,1377.842907,1121.602827,1109.602827,1065.576617,1053.576617
Ac4PIM2(17:0_16:1_17:1_18:1)-H,1660.098637,1389.842917,1405.874197,1391.858557,1377.842917,1135.618477,1109.602837,1079.592267,1053.576627
Ac4PIM2(17:0_16:1_17:1_18:2)-H,1658.082987,1387.827267,1403.858547,1389.842907,1377.842907,1133.602827,1109.602827,1077.576617,1053.576617
Ac4PIM2(17:0_16:1_17:1_methyl-18:0)-H,1676.129937,1405.874217,1421.905497,1407.889857,1377.842937,1151.649777,1109.602857,1095.623567,1053.576647
Ac4PIM2(17:0_16:1_18:1_14:0)-H,1620.067337,1349.811617,1365.842897,1337.811617,1391.858537,1095.587177,1109.602817,1039.560967,1053.576607
Ac4PIM2(17:0_16:1_18:1_15:0)-H,1634.082987,1363.827267,1379.858547,1351.827267,1391.858547,1109.602827,1109.602827,1053.576617,1053.576617
Ac4PIM2(17:0_16:1_18:1_16:0)-H,1648.098637,1377.842917,1393.874197,1365.842917,1391.858557,1123.618477,1109.602837,1067.592267,1053.576627
Ac4PIM2(17:0_16:1_18:1_17:0)-H,1662.114287,1391.858567,1407.889847,1379.858567,1391.858567,1137.634127,1109.602847,1081.607917,1053.576637
Ac4PIM2(17:0_16:1_18:1_18:0)-H,1676.129937,1405.874217,1421.905497,1393.874217,1391.858577,1151.649777,1109.602857,1095.623567,1053.576647
Ac4PIM2(17:0_16:1_18:1_19:0)-H,1690.145587,1419.889867,1435.921147,1407.889867,1391.858587,1165.665427,1109.602867,1109.639217,1053.576657
Ac4PIM2(17:0_16:1_18:1_20:0)-H,1704.161237,1433.905517,1449.936797,1421.905517,1391.858597,1179.681077,1109.602877,1123.654867,1053.576667
Ac4PIM2(17:0_16:1_18:1_16:1)-H,1646.082987,1375.827267,1391.858547,1363.827267,1391.858547,1121.602827,1109.602827,1065.576617,1053.576617
Ac4PIM2(17:0_16:1_18:1_17:1)-H,1660.098637,1389.842917,1405.874197,1377.842917,1391.858557,1135.618477,1109.602837,1079.592267,1053.576627
Ac4PIM2(17:0_16:1_18:1_18:1)-H,1674.114287,1403.858567,1419.889847,1391.858567,1391.858567,1149.634127,1109.602847,1093.607917,1053.576637
Ac4PIM2(17:0_16:1_18:1_18:2)-H,1672.098637,1401.842917,1417.874197,1389.842917,1391.858557,1147.618477,1109.602837,1091.592267,1053.576627
Ac4PIM2(17:0_16:1_18:1_methyl-18:0)-H,1690.145587,1419.889867,1435.921147,1407.889867,1391.858587,1165.665427,1109.602867,1109.639217,1053.576657
Ac4PIM2(17:0_16:1_18:2_14:0)-H,1618.051687,1347.795967,1363.827247,1337.811607,1389.842887,1093.571527,1109.602807,1037.545317,1053.576597
Ac4PIM2(17:0_16:1_18:2_15:0)-H,1632.067337,1361.811617,1377.842897,1351.827257,1389.842897,1107.587177,1109.602817,1051.560967,1053.576607
Ac4PIM2(17:0_16:1_18:2_16:0)-H,1646.082987,1375.827267,1391.858547,1365.842907,1389.842907,1121.602827,1109.602827,1065.576617,1053.576617
Ac4PIM2(17:0_16:1_18:2_17:0)-H,1660.098637,1389.842917,1405.874197,1379.858557,1389.842917,1135.618477,1109.602837,1079.592267,1053.576627
Ac4PIM2(17:0_16:1_18:2_18:0)-H,1674.114287,1403.858567,1419.889847,1393.874207,1389.842927,1149.634127,1109.602847,1093.607917,1053.576637
Ac4PIM2(17:0_16:1_18:2_19:0)-H,1688.129937,1417.874217,1433.905497,1407.889857,1389.842937,1163.649777,1109.602857,1107.623567,1053.576647
Ac4PIM2(17:0_16:1_18:2_20:0)-H,1702.145587,1431.889867,1447.921147,1421.905507,1389.842947,1177.665427,1109.602867,1121.639217,1053.576657
Ac4PIM2(17:0_16:1_18:2_16:1)-H,1644.067337,1373.811617,1389.842897,1363.827257,1389.842897,1119.587177,1109.602817,1063.560967,1053.576607
Ac4PIM2(17:0_16:1_18:2_17:1)-H,1658.082987,1387.827267,1403.858547,1377.842907,1389.842907,1133.602827,1109.602827,1077.576617,1053.576617
Ac4PIM2(17:0_16:1_18:2_18:1)-H,1672.098637,1401.842917,1417.874197,1391.858557,1389.842917,1147.618477,1109.602837,1091.592267,1053.576627
Ac4PIM2(17:0_16:1_18:2_18:2)-H,1670.082987,1399.827267,1415.858547,1389.842907,1389.842907,1145.602827,1109.602827,1089.576617,1053.576617
Ac4PIM2(17:0_16:1_18:2_methyl-18:0)-H,1688.129937,1417.874217,1433.905497,1407.889857,1389.842937,1163.649777,1109.602857,1107.623567,1053.576647
Ac4PIM2(17:0_16:1_methyl-18:0_14:0)-H,1636.098637,1365.842917,1381.874197,1337.811637,1407.889837,1111.618477,1109.602837,1055.592267,1053.576627
Ac4PIM2(17:0_16:1_methyl-18:0_15:0)-H,1650.114287,1379.858567,1395.889847,1351.827287,1407.889847,1125.634127,1109.602847,1069.607917,1053.576637
Ac4PIM2(17:0_16:1_methyl-18:0_16:0)-H,1664.129937,1393.874217,1409.905497,1365.842937,1407.889857,1139.649777,1109.602857,1083.623567,1053.576647
Ac4PIM2(17:0_16:1_methyl-18:0_17:0)-H,1678.145587,1407.889867,1423.921147,1379.858587,1407.889867,1153.665427,1109.602867,1097.639217,1053.576657
Ac4PIM2(17:0_16:1_methyl-18:0_18:0)-H,1692.161237,1421.905517,1437.936797,1393.874237,1407.889877,1167.681077,1109.602877,1111.654867,1053.576667
Ac4PIM2(17:0_16:1_methyl-18:0_19:0)-H,1706.176888,1435.921168,1451.952448,1407.889888,1407.889888,1181.696728,1109.602888,1125.670518,1053.576678
Ac4PIM2(17:0_16:1_methyl-18:0_20:0)-H,1720.192538,1449.936818,1465.968098,1421.905538,1407.889898,1195.712378,1109.602898,1139.686168,1053.576688
Ac4PIM2(17:0_16:1_methyl-18:0_16:1)-H,1662.114287,1391.858567,1407.889847,1363.827287,1407.889847,1137.634127,1109.602847,1081.607917,1053.576637
Ac4PIM2(17:0_16:1_methyl-18:0_17:1)-H,1676.129937,1405.874217,1421.905497,1377.842937,1407.889857,1151.649777,1109.602857,1095.623567,1053.576647
Ac4PIM2(17:0_16:1_methyl-18:0_18:1)-H,1690.145587,1419.889867,1435.921147,1391.858587,1407.889867,1165.665427,1109.602867,1109.639217,1053.576657
Ac4PIM2(17:0_16:1_methyl-18:0_18:2)-H,1688.129937,1417.874217,1433.905497,1389.842937,1407.889857,1163.649777,1109.602857,1107.623567,1053.576647
Ac4PIM2(17:0_16:1_methyl-18:0_methyl-18:0)-H,1706.176888,1435.921168,1451.952448,1407.889888,1407.889888,1181.696728,1109.602888,1125.670518,1053.576678
Ac4PIM2(17:0_17:1_14:0_14:0)-H,1580.036037,1309.780317,1311.795957,1351.827237,1351.827237,1041.540237,1123.618437,985.514027,1067.592227
Ac4PIM2(17:0_17:1_14:0_15:0)-H,1594.051687,1323.795967,1325.811607,1365.842887,1351.827247,1055.555887,1123.618447,999.529677,1067.592237
Ac4PIM2(17:0_17:1_14:0_16:0)-H,1608.067337,1337.811617,1339.827257,1379.858537,1351.827257,1069.571537,1123.618457,1013.545327,1067.592247
Ac4PIM2(17:0_17:1_14:0_17:0)-H,1622.082987,1351.827267,1353.842907,1393.874187,1351.827267,1083.587187,1123.618467,1027.560977,1067.592257
Ac4PIM2(17:0_17:1_14:0_18:0)-H,1636.098637,1365.842917,1367.858557,1407.889837,1351.827277,1097.602837,1123.618477,1041.576627,1067.592267
Ac4PIM2(17:0_17:1_14:0_19:0)-H,1650.114287,1379.858567,1381.874207,1421.905487,1351.827287,1111.618487,1123.618487,1055.592277,1067.592277
Ac4PIM2(17:0_17:1_14:0_20:0)-H,1664.129937,1393.874217,1395.889857,1435.921137,1351.827297,1125.634137,1123.618497,1069.607927,1067.592287
Ac4PIM2(17:0_17:1_14:0_16:1)-H,1606.051687,1335.795967,1337.811607,1377.842887,1351.827247,1067.555887,1123.618447,1011.529677,1067.592237
Ac4PIM2(17:0_17:1_14:0_17:1)-H,1620.067337,1349.811617,1351.827257,1391.858537,1351.827257,1081.571537,1123.618457,1025.545327,1067.592247
Ac4PIM2(17:0_17:1_14:0_18:1)-H,1634.082987,1363.827267,1365.842907,1405.874187,1351.827267,1095.587187,1123.618467,1039.560977,1067.592257
Ac4PIM2(17:0_17:1_14:0_18:2)-H,1632.067337,1361.811617,1363.827257,1403.858537,1351.827257,1093.571537,1123.618457,1037.545327,1067.592247
Ac4PIM2(17:0_17:1_14:0_methyl-18:0)-H,1650.114287,1379.858567,1381.874207,1421.905487,1351.827287,1111.618487,1123.618487,1055.592277,1067.592277
Ac4PIM2(17:0_17:1_15:0_14:0)-H,1594.051687,1323.795967,1325.811607,1351.827247,1365.842887,1055.555887,1123.618447,999.529677,1067.592237
Ac4PIM2(17:0_17:1_15:0_15:0)-H,1608.067337,1337.811617,1339.827257,1365.842897,1365.842897,1069.571537,1123.618457,1013.545327,1067.592247
Ac4PIM2(17:0_17:1_15:0_16:0)-H,1622.082987,1351.827267,1353.842907,1379.858547,1365.842907,1083.587187,1123.618467,1027.560977,1067.592257
Ac4PIM2(17:0_17:1_15:0_17:0)-H,1636.098637,1365.842917,1367.858557,1393.874197,1365.842917,1097.602837,1123.618477,1041.576627,1067.592267
Ac4PIM2(17:0_17:1_15:0_18:0)-H,1650.114287,1379.858567,1381.874207,1407.889847,1365.842927,1111.618487,1123.618487,1055.592277,1067.592277
Ac4PIM2(17:0_17:1_15:0_19:0)-H,1664.129937,1393.874217,1395.889857,1421.905497,1365.842937,1125.634137,1123.618497,1069.607927,1067.592287
Ac4PIM2(17:0_17:1_15:0_20:0)-H,1678.145587,1407.889867,1409.905507,1435.921147,1365.842947,1139.649787,1123.618507,1083.623577,1067.592297
Ac4PIM2(17:0_17:1_15:0_16:1)-H,1620.067337,1349.811617,1351.827257,1377.842897,1365.842897,1081.571537,1123.618457,1025.545327,1067.592247
Ac4PIM2(17:0_17:1_15:0_17:1)-H,1634.082987,1363.827267,1365.842907,1391.858547,1365.842907,1095.587187,1123.618467,1039.560977,1067.592257
Ac4PIM2(17:0_17:1_15:0_18:1)-H,1648.098637,1377.842917,1379.858557,1405.874197,1365.842917,1109.602837,1123.618477,1053.576627,1067.592267
Ac4PIM2(17:0_17:1_15:0_18:2)-H,1646.082987,1375.827267,1377.842907,1403.858547,1365.842907,1107.587187,1123.618467,1051.560977,1067.592257
Ac4PIM2(17:0_17:1_15:0_methyl-18:0)-H,1664.129937,1393.874217,1395.889857,1421.905497,1365.842937,1125.634137,1123.618497,1069.607927,1067.592287
Ac4PIM2(17:0_17:1_16:0_14:0)-H,1608.067337,1337.811617,1339.827257,1351.827257,1379.858537,1069.571537,1123.618457,1013.545327,1067.592247
Ac4PIM2(17:0_17:1_16:0_15:0)-H,1622.082987,1351.827267,1353.842907,1365.842907,1379.858547,1083.587187,1123.618467,1027.560977,1067.592257
Ac4PIM2(17:0_17:1_16:0_16:0)-H,1636.098637,1365.842917,1367.858557,1379.858557,1379.858557,1097.602837,1123.618477,1041.576627,1067.592267
Ac4PIM2(17:0_17:1_16:0_17:0)-H,1650.114287,1379.858567,1381.874207,1393.874207,1379.858567,1111.618487,1123.618487,1055.592277,1067.592277
Ac4PIM2(17:0_17:1_16:0_18:0)-H,1664.129937,1393.874217,1395.889857,1407.889857,1379.858577,1125.634137,1123.618497,1069.607927,1067.592287
Ac4PIM2(17:0_17:1_16:0_19:0)-H,1678.145587,1407.889867,1409.905507,1421.905507,1379.858587,1139.649787,1123.618507,1083.623577,1067.592297
Ac4PIM2(17:0_17:1_16:0_20:0)-H,1692.161237,1421.905517,1423.921157,1435.921157,1379.858597,1153.665437,1123.618517,1097.639227,1067.592307
Ac4PIM2(17:0_17:1_16:0_16:1)-H,1634.082987,1363.827267,1365.842907,1377.842907,1379.858547,1095.587187,1123.618467,1039.560977,1067.592257
Ac4PIM2(17:0_17:1_16:0_17:1)-H,1648.098637,1377.842917,1379.858557,1391.858557,1379.858557,1109.602837,1123.618477,1053.576627,1067.592267
Ac4PIM2(17:0_17:1_16:0_18:1)-H,1662.114287,1391.858567,1393.874207,1405.874207,1379.858567,1123.618487,1123.618487,1067.592277,1067.592277
Ac4PIM2(17:0_17:1_16:0_18:2)-H,1660.098637,1389.842917,1391.858557,1403.858557,1379.858557,1121.602837,1123.618477,1065.576627,1067.592267
Ac4PIM2(17:0_17:1_16:0_methyl-18:0)-H,1678.145587,1407.889867,1409.905507,1421.905507,1379.858587,1139.649787,1123.618507,1083.623577,1067.592297
Ac4PIM2(17:0_17:1_17:0_14:0)-H,1622.082987,1351.827267,1353.842907,1351.827267,1393.874187,1083.587187,1123.618467,1027.560977,1067.592257
Ac4PIM2(17:0_17:1_17:0_15:0)-H,1636.098637,1365.842917,1367.858557,1365.842917,1393.874197,1097.602837,1123.618477,1041.576627,1067.592267
Ac4PIM2(17:0_17:1_17:0_16:0)-H,1650.114287,1379.858567,1381.874207,1379.858567,1393.874207,1111.618487,1123.618487,1055.592277,1067.592277
Ac4PIM2(17:0_17:1_17:0_17:0)-H,1664.129937,1393.874217,1395.889857,1393.874217,1393.874217,1125.634137,1123.618497,1069.607927,1067.592287
Ac4PIM2(17:0_17:1_17:0_18:0)-H,1678.145587,1407.889867,1409.905507,1407.889867,1393.874227,1139.649787,1123.618507,1083.623577,1067.592297
Ac4PIM2(17:0_17:1_17:0_19:0)-H,1692.161237,1421.905517,1423.921157,1421.905517,1393.874237,1153.665437,1123.618517,1097.639227,1067.592307
Ac4PIM2(17:0_17:1_17:0_20:0)-H,1706.176888,1435.921168,1437.936808,1435.921168,1393.874248,1167.681088,1123.618528,1111.654878,1067.592318
Ac4PIM2(17:0_17:1_17:0_16:1)-H,1648.098637,1377.842917,1379.858557,1377.842917,1393.874197,1109.602837,1123.618477,1053.576627,1067.592267
Ac4PIM2(17:0_17:1_17:0_17:1)-H,1662.114287,1391.858567,1393.874207,1391.858567,1393.874207,1123.618487,1123.618487,1067.592277,1067.592277
Ac4PIM2(17:0_17:1_17:0_18:1)-H,1676.129937,1405.874217,1407.889857,1405.874217,1393.874217,1137.634137,1123.618497,1081.607927,1067.592287
Ac4PIM2(17:0_17:1_17:0_18:2)-H,1674.114287,1403.858567,1405.874207,1403.858567,1393.874207,1135.618487,1123.618487,1079.592277,1067.592277
Ac4PIM2(17:0_17:1_17:0_methyl-18:0)-H,1692.161237,1421.905517,1423.921157,1421.905517,1393.874237,1153.665437,1123.618517,1097.639227,1067.592307
Ac4PIM2(17:0_17:1_18:0_14:0)-H,1636.098637,1365.842917,1367.858557,1351.827277,1407.889837,1097.602837,1123.618477,1041.576627,1067.592267
Ac4PIM2(17:0_17:1_18:0_15:0)-H,1650.114287,1379.858567,1381.874207,1365.842927,1407.889847,1111.618487,1123.618487,1055.592277,1067.592277
Ac4PIM2(17:0_17:1_18:0_16:0)-H,1664.129937,1393.874217,1395.889857,1379.858577,1407.889857,1125.634137,1123.618497,1069.607927,1067.592287
Ac4PIM2(17:0_17:1_18:0_17:0)-H,1678.145587,1407.889867,1409.905507,1393.874227,1407.889867,1139.649787,1123.618507,1083.623577,1067.592297
Ac4PIM2(17:0_17:1_18:0_18:0)-H,1692.161237,1421.905517,1423.921157,1407.889877,1407.889877,1153.665437,1123.618517,1097.639227,1067.592307
Ac4PIM2(17:0_17:1_18:0_19:0)-H,1706.176888,1435.921168,1437.936808,1421.905528,1407.889888,1167.681088,1123.618528,1111.654878,1067.592318
Ac4PIM2(17:0_17:1_18:0_20:0)-H,1720.192538,1449.936818,1451.952458,1435.921178,1407.889898,1181.696738,1123.618538,1125.670528,1067.592328
Ac4PIM2(17:0_17:1_18:0_16:1)-H,1662.114287,1391.858567,1393.874207,1377.842927,1407.889847,1123.618487,1123.618487,1067.592277,1067.592277
Ac4PIM2(17:0_17:1_18:0_17:1)-H,1676.129937,1405.874217,1407.889857,1391.858577,1407.889857,1137.634137,1123.618497,1081.607927,1067.592287
Ac4PIM2(17:0_17:1_18:0_18:1)-H,1690.145587,1419.889867,1421.905507,1405.874227,1407.889867,1151.649787,1123.618507,1095.623577,1067.592297
Ac4PIM2(17:0_17:1_18:0_18:2)-H,1688.129937,1417.874217,1419.889857,1403.858577,1407.889857,1149.634137,1123.618497,1093.607927,1067.592287
Ac4PIM2(17:0_17:1_18:0_methyl-18:0)-H,1706.176888,1435.921168,1437.936808,1421.905528,1407.889888,1167.681088,1123.618528,1111.654878,1067.592318
Ac4PIM2(17:0_17:1_19:0_14:0)-H,1650.114287,1379.858567,1381.874207,1351.827287,1421.905487,1111.618487,1123.618487,1055.592277,1067.592277
Ac4PIM2(17:0_17:1_19:0_15:0)-H,1664.129937,1393.874217,1395.889857,1365.842937,1421.905497,1125.634137,1123.618497,1069.607927,1067.592287
Ac4PIM2(17:0_17:1_19:0_16:0)-H,1678.145587,1407.889867,1409.905507,1379.858587,1421.905507,1139.649787,1123.618507,1083.623577,1067.592297
Ac4PIM2(17:0_17:1_19:0_17:0)-H,1692.161237,1421.905517,1423.921157,1393.874237,1421.905517,1153.665437,1123.618517,1097.639227,1067.592307
Ac4PIM2(17:0_17:1_19:0_18:0)-H,1706.176888,1435.921168,1437.936808,1407.889888,1421.905528,1167.681088,1123.618528,1111.654878,1067.592318
Ac4PIM2(17:0_17:1_19:0_19:0)-H,1720.192538,1449.936818,1451.952458,1421.905538,1421.905538,1181.696738,1123.618538,1125.670528,1067.592328
Ac4PIM2(17:0_17:1_19:0_20:0)-H,1734.208188,1463.952468,1465.968108,1435.921188,1421.905548,1195.712388,1123.618548,1139.686178,1067.592338
Ac4PIM2(17:0_17:1_19:0_16:1)-H,1676.129937,1405.874217,1407.889857,1377.842937,1421.905497,1137.634137,1123.618497,1081.607927,1067.592287
Ac4PIM2(17:0_17:1_19:0_17:1)-H,1690.145587,1419.889867,1421.905507,1391.858587,1421.905507,1151.649787,1123.618507,1095.623577,1067.592297
Ac4PIM2(17:0_17:1_19:0_18:1)-H,1704.161237,1433.905517,1435.921157,1405.874237,1421.905517,1165.665437,1123.618517,1109.639227,1067.592307
Ac4PIM2(17:0_17:1_19:0_18:2)-H,1702.145587,1431.889867,1433.905507,1403.858587,1421.905507,1163.649787,1123.618507,1107.623577,1067.592297
Ac4PIM2(17:0_17:1_19:0_methyl-18:0)-H,1720.192538,1449.936818,1451.952458,1421.905538,1421.905538,1181.696738,1123.618538,1125.670528,1067.592328
Ac4PIM2(17:0_17:1_20:0_14:0)-H,1664.129937,1393.874217,1395.889857,1351.827297,1435.921137,1125.634137,1123.618497,1069.607927,1067.592287
Ac4PIM2(17:0_17:1_20:0_15:0)-H,1678.145587,1407.889867,1409.905507,1365.842947,1435.921147,1139.649787,1123.618507,1083.623577,1067.592297
Ac4PIM2(17:0_17:1_20:0_16:0)-H,1692.161237,1421.905517,1423.921157,1379.858597,1435.921157,1153.665437,1123.618517,1097.639227,1067.592307
Ac4PIM2(17:0_17:1_20:0_17:0)-H,1706.176888,1435.921168,1437.936808,1393.874248,1435.921168,1167.681088,1123.618528,1111.654878,1067.592318
Ac4PIM2(17:0_17:1_20:0_18:0)-H,1720.192538,1449.936818,1451.952458,1407.889898,1435.921178,1181.696738,1123.618538,1125.670528,1067.592328
Ac4PIM2(17:0_17:1_20:0_19:0)-H,1734.208188,1463.952468,1465.968108,1421.905548,1435.921188,1195.712388,1123.618548,1139.686178,1067.592338
Ac4PIM2(17:0_17:1_20:0_20:0)-H,1748.223838,1477.968118,1479.983758,1435.921198,1435.921198,1209.728038,1123.618558,1153.701828,1067.592348
Ac4PIM2(17:0_17:1_20:0_16:1)-H,1690.145587,1419.889867,1421.905507,1377.842947,1435.921147,1151.649787,1123.618507,1095.623577,1067.592297
Ac4PIM2(17:0_17:1_20:0_17:1)-H,1704.161237,1433.905517,1435.921157,1391.858597,1435.921157,1165.665437,1123.618517,1109.639227,1067.592307
Ac4PIM2(17:0_17:1_20:0_18:1)-H,1718.176888,1447.921168,1449.936808,1405.874248,1435.921168,1179.681088,1123.618528,1123.654878,1067.592318
Ac4PIM2(17:0_17:1_20:0_18:2)-H,1716.161237,1445.905517,1447.921157,1403.858597,1435.921157,1177.665437,1123.618517,1121.639227,1067.592307
Ac4PIM2(17:0_17:1_20:0_methyl-18:0)-H,1734.208188,1463.952468,1465.968108,1421.905548,1435.921188,1195.712388,1123.618548,1139.686178,1067.592338
Ac4PIM2(17:0_17:1_16:1_14:0)-H,1606.051687,1335.795967,1337.811607,1351.827247,1377.842887,1067.555887,1123.618447,1011.529677,1067.592237
