PS,[M+Na]+,M+Na-87.03203,M+Na-97.9769 (H3PO4),M+Na-185.00892,M+Na-C3H7NO6PNa,NL_87_T1_RCOOH,NL_87_T2_RCOOH,Phosphoserine+Na
PS(22:0_22:2)+Na,922.6507249,835.6186949,824.6738249,639.6649049,715.6598549,495.2845649,499.3158649,207.99872
PS(22:0_22:3)+Na,920.6351249,833.6030949,822.6582249,637.6493049,713.6442549,493.2689649,499.3158649,207.99872
PS(22:0_22:4)+Na,918.6194249,831.5873949,820.6425249,635.6336049,711.6285549,491.2532649,499.3158649,207.99872
PS(22:0_22:5)+Na,916.6038249,829.5717949,818.6269249,633.6180049,709.6129549,489.2376649,499.3158649,207.99872
PS(22:0_22:6)+Na,914.5881249,827.5560949,816.6112249,631.6023049,707.5972549,487.2219649,499.3158649,207.99872
PS(22:0_23:0)+Na,940.6977249,853.6656949,842.7208249,657.7119049,733.7068549,513.3315649,499.3158649,207.99872
PS(22:0_24:0)+Na,954.7133249,867.6812949,856.7364249,671.7275049,747.7224549,527.3471649,499.3158649,207.99872
PS(22:0_24:1)+Na,952.6977249,865.6656949,854.7208249,669.7119049,745.7068549,525.3315649,499.3158649,207.99872
PS(22:0_25:0)+Na,968.7290249,881.6969949,870.7521249,685.7432049,761.7381549,541.3628649,499.3158649,207.99872
PS(22:0_26:0)+Na,982.7446249,895.7125949,884.7677249,699.7588049,775.7537549,555.3784649,499.3158649,207.99872
PS(22:1_22:1)+Na,922.6508249,835.6187949,824.6739249,639.6650049,715.6599549,497.3002649,497.3002649,207.99872
PS(22:1_22:2)+Na,920.6351249,833.6030949,822.6582249,637.6493049,713.6442549,495.2845649,497.3002649,207.99872
PS(22:1_22:3)+Na,918.6195249,831.5874949,820.6426249,635.6337049,711.6286549,493.2689649,497.3002649,207.99872
PS(22:1_22:4)+Na,916.6038249,829.5717949,818.6269249,633.6180049,709.6129549,491.2532649,497.3002649,207.99872
PS(22:1_22:5)+Na,914.5882249,827.5561949,816.6113249,631.6024049,707.5973549,489.2376649,497.3002649,207.99872
PS(22:1_22:6)+Na,912.5725249,825.5404949,814.5956249,629.5867049,705.5816549,487.2219649,497.3002649,207.99872
PS(22:1_23:0)+Na,938.6821249,851.6500949,840.7052249,655.6963049,731.6912549,513.3315649,497.3002649,207.99872
PS(22:1_24:0)+Na,952.6977249,865.6656949,854.7208249,669.7119049,745.7068549,527.3471649,497.3002649,207.99872
PS(22:1_24:1)+Na,950.6821249,863.6500949,852.7052249,667.6963049,743.6912549,525.3315649,497.3002649,207.99872
PS(22:1_25:0)+Na,966.7134249,879.6813949,868.7365249,683.7276049,759.7225549,541.3628649,497.3002649,207.99872
PS(22:1_26:0)+Na,980.7290249,893.6969949,882.7521249,697.7432049,773.7381549,555.3784649,497.3002649,207.99872
PS(22:2_22:2)+Na,918.6194249,831.5873949,820.6425249,635.6336049,711.6285549,495.2845649,495.2845649,207.99872
PS(22:2_22:3)+Na,916.6038249,829.5717949,818.6269249,633.6180049,709.6129549,493.2689649,495.2845649,207.99872
PS(22:2_22:4)+Na,914.5881249,827.5560949,816.6112249,631.6023049,707.5972549,491.2532649,495.2845649,207.99872
PS(22:2_22:5)+Na,912.5725249,825.5404949,814.5956249,629.5867049,705.5816549,489.2376649,495.2845649,207.99872
PS(22:2_22:6)+Na,910.5568249,823.5247949,812.5799249,627.5710049,703.5659549,487.2219649,495.2845649,207.99872
PS(22:2_23:0)+Na,936.6664249,849.6343949,838.6895249,653.6806049,729.6755549,513.3315649,495.2845649,207.99872
PS(22:2_24:0)+Na,950.6820249,863.6499949,852.7051249,667.6962049,743.6911549,527.3471649,495.2845649,207.99872
PS(22:2_24:1)+Na,948.6664249,861.6343949,850.6895249,665.6806049,741.6755549,525.3315649,495.2845649,207.99872
PS(22:2_25:0)+Na,964.6977249,877.6656949,866.7208249,681.7119049,757.7068549,541.3628649,495.2845649,207.99872
PS(22:2_26:0)+Na,978.7133249,891.6812949,880.7364249,695.7275049,771.7224549,555.3784649,495.2845649,207.99872
PS(22:3_22:3)+Na,914.5882249,827.5561949,816.6113249,631.6024049,707.5973549,493.2689649,493.2689649,207.99872
PS(22:3_22:4)+Na,912.5725249,825.5404949,814.5956249,629.5867049,705.5816549,491.2532649,493.2689649,207.99872
PS(22:3_22:5)+Na,910.5569249,823.5248949,812.5800249,627.5711049,703.5660549,489.2376649,493.2689649,207.99872
PS(22:3_22:6)+Na,908.5412249,821.5091949,810.5643249,625.5554049,701.5503549,487.2219649,493.2689649,207.99872
PS(22:3_23:0)+Na,934.6508249,847.6187949,836.6739249,651.6650049,727.6599549,513.3315649,493.2689649,207.99872
PS(22:3_24:0)+Na,948.6664249,861.6343949,850.6895249,665.6806049,741.6755549,527.3471649,493.2689649,207.99872
PS(22:3_24:1)+Na,946.6508249,859.6187949,848.6739249,663.6650049,739.6599549,525.3315649,493.2689649,207.99872
PS(22:3_25:0)+Na,962.6821249,875.6500949,864.7052249,679.6963049,755.6912549,541.3628649,493.2689649,207.99872
PS(22:3_26:0)+Na,976.6977249,889.6656949,878.7208249,693.7119049,769.7068549,555.3784649,493.2689649,207.99872
PS(22:4_22:4)+Na,910.5568249,823.5247949,812.5799249,627.5710049,703.5659549,491.2532649,491.2532649,207.99872
PS(22:4_22:5)+Na,908.5412249,821.5091949,810.5643249,625.5554049,701.5503549,489.2376649,491.2532649,207.99872
PS(22:4_22:6)+Na,906.5255249,819.4934949,808.5486249,623.5397049,699.5346549,487.2219649,491.2532649,207.99872
PS(22:4_23:0)+Na,932.6351249,845.6030949,834.6582249,649.6493049,725.6442549,513.3315649,491.2532649,207.99872
PS(22:4_24:0)+Na,946.6507249,859.6186949,848.6738249,663.6649049,739.6598549,527.3471649,491.2532649,207.99872
PS(22:4_24:1)+Na,944.6351249,857.6030949,846.6582249,661.6493049,737.6442549,525.3315649,491.2532649,207.99872
PS(22:4_25:0)+Na,960.6664249,873.6343949,862.6895249,677.6806049,753.6755549,541.3628649,491.2532649,207.99872
PS(22:4_26:0)+Na,974.6820249,887.6499949,876.7051249,691.6962049,767.6911549,555.3784649,491.2532649,207.99872
PS(22:5_22:5)+Na,906.5256249,819.4935949,808.5487249,623.5398049,699.5347549,489.2376649,489.2376649,207.99872
PS(22:5_22:6)+Na,904.5099249,817.4778949,806.5330249,621.5241049,697.5190549,487.2219649,489.2376649,207.99872
PS(22:5_23:0)+Na,930.6195249,843.5874949,832.6426249,647.6337049,723.6286549,513.3315649,489.2376649,207.99872
PS(22:5_24:0)+Na,944.6351249,857.6030949,846.6582249,661.6493049,737.6442549,527.3471649,489.2376649,207.99872
PS(22:5_24:1)+Na,942.6195249,855.5874949,844.6426249,659.6337049,735.6286549,525.3315649,489.2376649,207.99872
PS(22:5_25:0)+Na,958.6508249,871.6187949,860.6739249,675.6650049,751.6599549,541.3628649,489.2376649,207.99872
PS(22:5_26:0)+Na,972.6664249,885.6343949,874.6895249,689.6806049,765.6755549,555.3784649,489.2376649,207.99872
PS(22:6_22:6)+Na,902.4942249,815.4621949,804.5173249,619.5084049,695.5033549,487.2219649,487.2219649,207.99872
PS(22:6_23:0)+Na,928.6038249,841.5717949,830.6269249,645.6180049,721.6129549,513.3315649,487.2219649,207.99872
PS(22:6_24:0)+Na,942.6194249,855.5873949,844.6425249,659.6336049,735.6285549,527.3471649,487.2219649,207.99872
PS(22:6_24:1)+Na,940.6038249,853.5717949,842.6269249,657.6180049,733.6129549,525.3315649,487.2219649,207.99872
PS(22:6_25:0)+Na,956.6351249,869.6030949,858.6582249,673.6493049,749.6442549,541.3628649,487.2219649,207.99872
PS(22:6_26:0)+Na,970.6507249,883.6186949,872.6738249,687.6649049,763.6598549,555.3784649,487.2219649,207.99872
PS(23:0_23:0)+Na,954.7134249,867.6813949,856.7365249,671.7276049,747.7225549,513.3315649,513.3315649,207.99872
PS(23:0_24:0)+Na,968.7290249,881.6969949,870.7521249,685.7432049,761.7381549,527.3471649,513.3315649,207.99872
PS(23:0_24:1)+Na,966.7134249,879.6813949,868.7365249,683.7276049,759.7225549,525.3315649,513.3315649,207.99872
PS(23:0_25:0)+Na,982.7447249,895.7126949,884.7678249,699.7589049,775.7538549,541.3628649,513.3315649,207.99872
PS(23:0_26:0)+Na,996.7603249,909.7282949,898.7834249,713.7745049,789.7694549,555.3784649,513.3315649,207.99872
PS(24:0_24:0)+Na,982.7446249,895.7125949,884.7677249,699.7588049,775.7537549,527.3471649,527.3471649,207.99872
PS(24:0_24:1)+Na,980.7290249,893.6969949,882.7521249,697.7432049,773.7381549,525.3315649,527.3471649,207.99872
PS(24:0_25:0)+Na,996.7603249,909.7282949,898.7834249,713.7745049,789.7694549,541.3628649,527.3471649,207.99872
PS(24:0_26:0)+Na,1010.775925,923.7438949,912.7990249,727.7901049,803.7850549,555.3784649,527.3471649,207.99872
PS(24:1_24:1)+Na,978.7134249,891.6813949,880.7365249,695.7276049,771.7225549,525.3315649,525.3315649,207.99872
PS(24:1_25:0)+Na,994.7447249,907.7126949,896.7678249,711.7589049,787.7538549,541.3628649,525.3315649,207.99872
PS(24:1_26:0)+Na,1008.760325,921.7282949,910.7834249,725.7745049,801.7694549,555.3784649,525.3315649,207.99872
PS(25:0_25:0)+Na,1010.776025,923.7439949,912.7991249,727.7902049,803.7851549,541.3628649,541.3628649,207.99872
PS(25:0_26:0)+Na,1024.791625,937.7595949,926.8147249,741.8058049,817.8007549,555.3784649,541.3628649,207.99872
PS(26:0_26:0)+Na,1038.807225,951.7751949,940.8303249,755.8214049,831.8163549,555.3784649,555.3784649,207.99872
