DG,[M+NH4]+,sn1_NL,sn2_NL,sn1_acylChain([RC=O]+),sn2_acylChain([RC=O]+),sn1_acylChain([RC=O]+)-H2O,sn2_acylChain([RC=O]+)-H2O,sn1_acylChain([RC=O]+74)-H2O,sn2_acylChain([RC=O]+74)-H2O
DG(18:1_22:3)+NH4,690.6032,391.3207,339.2894,265.2526,317.2839,247.2421,299.2734,321.2789,373.3102
DG(18:1_22:4)+NH4,688.5875,389.305,339.2894,265.2526,315.2682,247.2421,297.2577,321.2789,371.2945
DG(18:1_22:5)+NH4,686.5719,387.2894,339.2894,265.2526,313.2526,247.2421,295.2421,321.2789,369.2789
DG(18:1_22:6)+NH4,684.5562,385.2737,339.2894,265.2526,311.2369,247.2421,293.2264,321.2789,367.2632
DG(18:1_23:0)+NH4,710.6658,411.3833,339.2894,265.2526,337.3465,247.2421,319.336,321.2789,393.3728
DG(18:1_24:0)+NH4,724.6814,425.3989,339.2894,265.2526,351.3621,247.2421,333.3516,321.2789,407.3884
DG(18:1_24:1)+NH4,722.6658,423.3833,339.2894,265.2526,349.3465,247.2421,331.336,321.2789,405.3728
DG(18:1_25:0)+NH4,738.6971,439.4146,339.2894,265.2526,365.3778,247.2421,347.3673,321.2789,421.4041
DG(18:1_26:0)+NH4,752.7127,453.4302,339.2894,265.2526,379.3934,247.2421,361.3829,321.2789,435.4197
DG(18:2_18:2)+NH4,634.5405,337.2737,337.2737,263.2369,263.2369,245.2264,245.2264,319.2632,319.2632
DG(18:2_18:3)+NH4,632.5249,335.2581,337.2737,263.2369,261.2213,245.2264,243.2108,319.2632,317.2476
DG(18:2_18:4)+NH4,630.5092,333.2424,337.2737,263.2369,259.2056,245.2264,241.1951,319.2632,315.2319
DG(18:2_19:0)+NH4,652.5875,355.3207,337.2737,263.2369,281.2839,245.2264,263.2734,319.2632,337.3102
DG(18:2_20:0)+NH4,666.6031,369.3363,337.2737,263.2369,295.2995,245.2264,277.289,319.2632,351.3258
DG(18:2_20:1)+NH4,664.5875,367.3207,337.2737,263.2369,293.2839,245.2264,275.2734,319.2632,349.3102
DG(18:2_20:2)+NH4,662.5718,365.305,337.2737,263.2369,291.2682,245.2264,273.2577,319.2632,347.2945
DG(18:2_20:3)+NH4,660.5562,363.2894,337.2737,263.2369,289.2526,245.2264,271.2421,319.2632,345.2789
DG(18:2_20:4)+NH4,658.5405,361.2737,337.2737,263.2369,287.2369,245.2264,269.2264,319.2632,343.2632
DG(18:2_20:5)+NH4,656.5249,359.2581,337.2737,263.2369,285.2213,245.2264,267.2108,319.2632,341.2476
DG(18:2_21:0)+NH4,680.6188,383.352,337.2737,263.2369,309.3152,245.2264,291.3047,319.2632,365.3415
DG(18:2_22:0)+NH4,694.6344,397.3676,337.2737,263.2369,323.3308,245.2264,305.3203,319.2632,379.3571
DG(18:2_22:1)+NH4,692.6188,395.352,337.2737,263.2369,321.3152,245.2264,303.3047,319.2632,377.3415
DG(18:2_22:2)+NH4,690.6031,393.3363,337.2737,263.2369,319.2995,245.2264,301.289,319.2632,375.3258
DG(18:2_22:3)+NH4,688.5875,391.3207,337.2737,263.2369,317.2839,245.2264,299.2734,319.2632,373.3102
DG(18:2_22:4)+NH4,686.5718,389.305,337.2737,263.2369,315.2682,245.2264,297.2577,319.2632,371.2945
DG(18:2_22:5)+NH4,684.5562,387.2894,337.2737,263.2369,313.2526,245.2264,295.2421,319.2632,369.2789
DG(18:2_22:6)+NH4,682.5405,385.2737,337.2737,263.2369,311.2369,245.2264,293.2264,319.2632,367.2632
DG(18:2_23:0)+NH4,708.6501,411.3833,337.2737,263.2369,337.3465,245.2264,319.336,319.2632,393.3728
DG(18:2_24:0)+NH4,722.6657,425.3989,337.2737,263.2369,351.3621,245.2264,333.3516,319.2632,407.3884
DG(18:2_24:1)+NH4,720.6501,423.3833,337.2737,263.2369,349.3465,245.2264,331.336,319.2632,405.3728
DG(18:2_25:0)+NH4,736.6814,439.4146,337.2737,263.2369,365.3778,245.2264,347.3673,319.2632,421.4041
DG(18:2_26:0)+NH4,750.697,453.4302,337.2737,263.2369,379.3934,245.2264,361.3829,319.2632,435.4197
DG(18:3_18:3)+NH4,630.5093,335.2581,335.2581,261.2213,261.2213,243.2108,243.2108,317.2476,317.2476
DG(18:3_18:4)+NH4,628.4936,333.2424,335.2581,261.2213,259.2056,243.2108,241.1951,317.2476,315.2319
DG(18:3_19:0)+NH4,650.5719,355.3207,335.2581,261.2213,281.2839,243.2108,263.2734,317.2476,337.3102
DG(18:3_20:0)+NH4,664.5875,369.3363,335.2581,261.2213,295.2995,243.2108,277.289,317.2476,351.3258
DG(18:3_20:1)+NH4,662.5719,367.3207,335.2581,261.2213,293.2839,243.2108,275.2734,317.2476,349.3102
DG(18:3_20:2)+NH4,660.5562,365.305,335.2581,261.2213,291.2682,243.2108,273.2577,317.2476,347.2945
DG(18:3_20:3)+NH4,658.5406,363.2894,335.2581,261.2213,289.2526,243.2108,271.2421,317.2476,345.2789
DG(18:3_20:4)+NH4,656.5249,361.2737,335.2581,261.2213,287.2369,243.2108,269.2264,317.2476,343.2632
DG(18:3_20:5)+NH4,654.5093,359.2581,335.2581,261.2213,285.2213,243.2108,267.2108,317.2476,341.2476
DG(18:3_21:0)+NH4,678.6032,383.352,335.2581,261.2213,309.3152,243.2108,291.3047,317.2476,365.3415
DG(18:3_22:0)+NH4,692.6188,397.3676,335.2581,261.2213,323.3308,243.2108,305.3203,317.2476,379.3571
DG(18:3_22:1)+NH4,690.6032,395.352,335.2581,261.2213,321.3152,243.2108,303.3047,317.2476,377.3415
DG(18:3_22:2)+NH4,688.5875,393.3363,335.2581,261.2213,319.2995,243.2108,301.289,317.2476,375.3258
DG(18:3_22:3)+NH4,686.5719,391.3207,335.2581,261.2213,317.2839,243.2108,299.2734,317.2476,373.3102
DG(18:3_22:4)+NH4,684.5562,389.305,335.2581,261.2213,315.2682,243.2108,297.2577,317.2476,371.2945
DG(18:3_22:5)+NH4,682.5406,387.2894,335.2581,261.2213,313.2526,243.2108,295.2421,317.2476,369.2789
DG(18:3_22:6)+NH4,680.5249,385.2737,335.2581,261.2213,311.2369,243.2108,293.2264,317.2476,367.2632
DG(18:3_23:0)+NH4,706.6345,411.3833,335.2581,261.2213,337.3465,243.2108,319.336,317.2476,393.3728
DG(18:3_24:0)+NH4,720.6501,425.3989,335.2581,261.2213,351.3621,243.2108,333.3516,317.2476,407.3884
DG(18:3_24:1)+NH4,718.6345,423.3833,335.2581,261.2213,349.3465,243.2108,331.336,317.2476,405.3728
DG(18:3_25:0)+NH4,734.6658,439.4146,335.2581,261.2213,365.3778,243.2108,347.3673,317.2476,421.4041
DG(18:3_26:0)+NH4,748.6814,453.4302,335.2581,261.2213,379.3934,243.2108,361.3829,317.2476,435.4197
DG(18:4_18:4)+NH4,626.4779,333.2424,333.2424,259.2056,259.2056,241.1951,241.1951,315.2319,315.2319
DG(18:4_19:0)+NH4,648.5562,355.3207,333.2424,259.2056,281.2839,241.1951,263.2734,315.2319,337.3102
DG(18:4_20:0)+NH4,662.5718,369.3363,333.2424,259.2056,295.2995,241.1951,277.289,315.2319,351.3258
DG(18:4_20:1)+NH4,660.5562,367.3207,333.2424,259.2056,293.2839,241.1951,275.2734,315.2319,349.3102
DG(18:4_20:2)+NH4,658.5405,365.305,333.2424,259.2056,291.2682,241.1951,273.2577,315.2319,347.2945
DG(18:4_20:3)+NH4,656.5249,363.2894,333.2424,259.2056,289.2526,241.1951,271.2421,315.2319,345.2789
DG(18:4_20:4)+NH4,654.5092,361.2737,333.2424,259.2056,287.2369,241.1951,269.2264,315.2319,343.2632
DG(18:4_20:5)+NH4,652.4936,359.2581,333.2424,259.2056,285.2213,241.1951,267.2108,315.2319,341.2476
DG(18:4_21:0)+NH4,676.5875,383.352,333.2424,259.2056,309.3152,241.1951,291.3047,315.2319,365.3415
DG(18:4_22:0)+NH4,690.6031,397.3676,333.2424,259.2056,323.3308,241.1951,305.3203,315.2319,379.3571
DG(18:4_22:1)+NH4,688.5875,395.352,333.2424,259.2056,321.3152,241.1951,303.3047,315.2319,377.3415
DG(18:4_22:2)+NH4,686.5718,393.3363,333.2424,259.2056,319.2995,241.1951,301.289,315.2319,375.3258
DG(18:4_22:3)+NH4,684.5562,391.3207,333.2424,259.2056,317.2839,241.1951,299.2734,315.2319,373.3102
DG(18:4_22:4)+NH4,682.5405,389.305,333.2424,259.2056,315.2682,241.1951,297.2577,315.2319,371.2945
DG(18:4_22:5)+NH4,680.5249,387.2894,333.2424,259.2056,313.2526,241.1951,295.2421,315.2319,369.2789
DG(18:4_22:6)+NH4,678.5092,385.2737,333.2424,259.2056,311.2369,241.1951,293.2264,315.2319,367.2632
DG(18:4_23:0)+NH4,704.6188,411.3833,333.2424,259.2056,337.3465,241.1951,319.336,315.2319,393.3728
DG(18:4_24:0)+NH4,718.6344,425.3989,333.2424,259.2056,351.3621,241.1951,333.3516,315.2319,407.3884
DG(18:4_24:1)+NH4,716.6188,423.3833,333.2424,259.2056,349.3465,241.1951,331.336,315.2319,405.3728
DG(18:4_25:0)+NH4,732.6501,439.4146,333.2424,259.2056,365.3778,241.1951,347.3673,315.2319,421.4041
DG(18:4_26:0)+NH4,746.6657,453.4302,333.2424,259.2056,379.3934,241.1951,361.3829,315.2319,435.4197
DG(19:0_19:0)+NH4,670.6345,355.3207,355.3207,281.2839,281.2839,263.2734,263.2734,337.3102,337.3102
DG(19:0_20:0)+NH4,684.6501,369.3363,355.3207,281.2839,295.2995,263.2734,277.289,337.3102,351.3258
DG(19:0_20:1)+NH4,682.6345,367.3207,355.3207,281.2839,293.2839,263.2734,275.2734,337.3102,349.3102
DG(19:0_20:2)+NH4,680.6188,365.305,355.3207,281.2839,291.2682,263.2734,273.2577,337.3102,347.2945
DG(19:0_20:3)+NH4,678.6032,363.2894,355.3207,281.2839,289.2526,263.2734,271.2421,337.3102,345.2789
DG(19:0_20:4)+NH4,676.5875,361.2737,355.3207,281.2839,287.2369,263.2734,269.2264,337.3102,343.2632
DG(19:0_20:5)+NH4,674.5719,359.2581,355.3207,281.2839,285.2213,263.2734,267.2108,337.3102,341.2476
DG(19:0_21:0)+NH4,698.6658,383.352,355.3207,281.2839,309.3152,263.2734,291.3047,337.3102,365.3415
DG(19:0_22:0)+NH4,712.6814,397.3676,355.3207,281.2839,323.3308,263.2734,305.3203,337.3102,379.3571
DG(19:0_22:1)+NH4,710.6658,395.352,355.3207,281.2839,321.3152,263.2734,303.3047,337.3102,377.3415
DG(19:0_22:2)+NH4,708.6501,393.3363,355.3207,281.2839,319.2995,263.2734,301.289,337.3102,375.3258
DG(19:0_22:3)+NH4,706.6345,391.3207,355.3207,281.2839,317.2839,263.2734,299.2734,337.3102,373.3102
DG(19:0_22:4)+NH4,704.6188,389.305,355.3207,281.2839,315.2682,263.2734,297.2577,337.3102,371.2945
DG(19:0_22:5)+NH4,702.6032,387.2894,355.3207,281.2839,313.2526,263.2734,295.2421,337.3102,369.2789
DG(19:0_22:6)+NH4,700.5875,385.2737,355.3207,281.2839,311.2369,263.2734,293.2264,337.3102,367.2632
DG(19:0_23:0)+NH4,726.6971,411.3833,355.3207,281.2839,337.3465,263.2734,319.336,337.3102,393.3728
DG(19:0_24:0)+NH4,740.7127,425.3989,355.3207,281.2839,351.3621,263.2734,333.3516,337.3102,407.3884
DG(19:0_24:1)+NH4,738.6971,423.3833,355.3207,281.2839,349.3465,263.2734,331.336,337.3102,405.3728
DG(19:0_25:0)+NH4,754.7284,439.4146,355.3207,281.2839,365.3778,263.2734,347.3673,337.3102,421.4041
DG(19:0_26:0)+NH4,768.744,453.4302,355.3207,281.2839,379.3934,263.2734,361.3829,337.3102,435.4197
DG(20:0_20:0)+NH4,698.6657,369.3363,369.3363,295.2995,295.2995,277.289,277.289,351.3258,351.3258
DG(20:0_20:1)+NH4,696.6501,367.3207,369.3363,295.2995,293.2839,277.289,275.2734,351.3258,349.3102
DG(20:0_20:2)+NH4,694.6344,365.305,369.3363,295.2995,291.2682,277.289,273.2577,351.3258,347.2945
DG(20:0_20:3)+NH4,692.6188,363.2894,369.3363,295.2995,289.2526,277.289,271.2421,351.3258,345.2789
DG(20:0_20:4)+NH4,690.6031,361.2737,369.3363,295.2995,287.2369,277.289,269.2264,351.3258,343.2632
DG(20:0_20:5)+NH4,688.5875,359.2581,369.3363,295.2995,285.2213,277.289,267.2108,351.3258,341.2476
DG(20:0_21:0)+NH4,712.6814,383.352,369.3363,295.2995,309.3152,277.289,291.3047,351.3258,365.3415
DG(20:0_22:0)+NH4,726.697,397.3676,369.3363,295.2995,323.3308,277.289,305.3203,351.3258,379.3571
DG(20:0_22:1)+NH4,724.6814,395.352,369.3363,295.2995,321.3152,277.289,303.3047,351.3258,377.3415
DG(20:0_22:2)+NH4,722.6657,393.3363,369.3363,295.2995,319.2995,277.289,301.289,351.3258,375.3258
DG(20:0_22:3)+NH4,720.6501,391.3207,369.3363,295.2995,317.2839,277.289,299.2734,351.3258,373.3102
DG(20:0_22:4)+NH4,718.6344,389.305,369.3363,295.2995,315.2682,277.289,297.2577,351.3258,371.2945
DG(20:0_22:5)+NH4,716.6188,387.2894,369.3363,295.2995,313.2526,277.289,295.2421,351.3258,369.2789
DG(20:0_22:6)+NH4,714.6031,385.2737,369.3363,295.2995,311.2369,277.289,293.2264,351.3258,367.2632
DG(20:0_23:0)+NH4,740.7127,411.3833,369.3363,295.2995,337.3465,277.289,319.336,351.3258,393.3728
DG(20:0_24:0)+NH4,754.7283,425.3989,369.3363,295.2995,351.3621,277.289,333.3516,351.3258,407.3884
DG(20:0_24:1)+NH4,752.7127,423.3833,369.3363,295.2995,349.3465,277.289,331.336,351.3258,405.3728
DG(20:0_25:0)+NH4,768.744,439.4146,369.3363,295.2995,365.3778,277.289,347.3673,351.3258,421.4041
DG(20:0_26:0)+NH4,782.7596,453.4302,369.3363,295.2995,379.3934,277.289,361.3829,351.3258,435.4197
DG(20:1_20:1)+NH4,694.6345,367.3207,367.3207,293.2839,293.2839,275.2734,275.2734,349.3102,349.3102
DG(20:1_20:2)+NH4,692.6188,365.305,367.3207,293.2839,291.2682,275.2734,273.2577,349.3102,347.2945
DG(20:1_20:3)+NH4,690.6032,363.2894,367.3207,293.2839,289.2526,275.2734,271.2421,349.3102,345.2789
DG(20:1_20:4)+NH4,688.5875,361.2737,367.3207,293.2839,287.2369,275.2734,269.2264,349.3102,343.2632
DG(20:1_20:5)+NH4,686.5719,359.2581,367.3207,293.2839,285.2213,275.2734,267.2108,349.3102,341.2476
DG(20:1_21:0)+NH4,710.6658,383.352,367.3207,293.2839,309.3152,275.2734,291.3047,349.3102,365.3415
DG(20:1_22:0)+NH4,724.6814,397.3676,367.3207,293.2839,323.3308,275.2734,305.3203,349.3102,379.3571
DG(20:1_22:1)+NH4,722.6658,395.352,367.3207,293.2839,321.3152,275.2734,303.3047,349.3102,377.3415
DG(20:1_22:2)+NH4,720.6501,393.3363,367.3207,293.2839,319.2995,275.2734,301.289,349.3102,375.3258
DG(20:1_22:3)+NH4,718.6345,391.3207,367.3207,293.2839,317.2839,275.2734,299.2734,349.3102,373.3102
DG(20:1_22:4)+NH4,716.6188,389.305,367.3207,293.2839,315.2682,275.2734,297.2577,349.3102,371.2945
DG(20:1_22:5)+NH4,714.6032,387.2894,367.3207,293.2839,313.2526,275.2734,295.2421,349.3102,369.2789
DG(20:1_22:6)+NH4,712.5875,385.2737,367.3207,293.2839,311.2369,275.2734,293.2264,349.3102,367.2632
DG(20:1_23:0)+NH4,738.6971,411.3833,367.3207,293.2839,337.3465,275.2734,319.336,349.3102,393.3728
DG(20:1_24:0)+NH4,752.7127,425.3989,367.3207,293.2839,351.3621,275.2734,333.3516,349.3102,407.3884
DG(20:1_24:1)+NH4,750.6971,423.3833,367.3207,293.2839,349.3465,275.2734,331.336,349.3102,405.3728
DG(20:1_25:0)+NH4,766.7284,439.4146,367.3207,293.2839,365.3778,275.2734,347.3673,349.3102,421.4041
DG(20:1_26:0)+NH4,780.744,453.4302,367.3207,293.2839,379.3934,275.2734,361.3829,349.3102,435.4197
DG(20:2_20:2)+NH4,690.6031,365.305,365.305,291.2682,291.2682,273.2577,273.2577,347.2945,347.2945
DG(20:2_20:3)+NH4,688.5875,363.2894,365.305,291.2682,289.2526,273.2577,271.2421,347.2945,345.2789
DG(20:2_20:4)+NH4,686.5718,361.2737,365.305,291.2682,287.2369,273.2577,269.2264,347.2945,343.2632
DG(20:2_20:5)+NH4,684.5562,359.2581,365.305,291.2682,285.2213,273.2577,267.2108,347.2945,341.2476
DG(20:2_21:0)+NH4,708.6501,383.352,365.305,291.2682,309.3152,273.2577,291.3047,347.2945,365.3415
DG(20:2_22:0)+NH4,722.6657,397.3676,365.305,291.2682,323.3308,273.2577,305.3203,347.2945,379.3571
DG(20:2_22:1)+NH4,720.6501,395.352,365.305,291.2682,321.3152,273.2577,303.3047,347.2945,377.3415
DG(20:2_22:2)+NH4,718.6344,393.3363,365.305,291.2682,319.2995,273.2577,301.289,347.2945,375.3258
DG(20:2_22:3)+NH4,716.6188,391.3207,365.305,291.2682,317.2839,273.2577,299.2734,347.2945,373.3102
DG(20:2_22:4)+NH4,714.6031,389.305,365.305,291.2682,315.2682,273.2577,297.2577,347.2945,371.2945
DG(20:2_22:5)+NH4,712.5875,387.2894,365.305,291.2682,313.2526,273.2577,295.2421,347.2945,369.2789
DG(20:2_22:6)+NH4,710.5718,385.2737,365.305,291.2682,311.2369,273.2577,293.2264,347.2945,367.2632
DG(20:2_23:0)+NH4,736.6814,411.3833,365.305,291.2682,337.3465,273.2577,319.336,347.2945,393.3728
DG(20:2_24:0)+NH4,750.697,425.3989,365.305,291.2682,351.3621,273.2577,333.3516,347.2945,407.3884
DG(20:2_24:1)+NH4,748.6814,423.3833,365.305,291.2682,349.3465,273.2577,331.336,347.2945,405.3728
DG(20:2_25:0)+NH4,764.7127,439.4146,365.305,291.2682,365.3778,273.2577,347.3673,347.2945,421.4041
DG(20:2_26:0)+NH4,778.7283,453.4302,365.305,291.2682,379.3934,273.2577,361.3829,347.2945,435.4197
DG(20:3_20:3)+NH4,686.5719,363.2894,363.2894,289.2526,289.2526,271.2421,271.2421,345.2789,345.2789
DG(20:3_20:4)+NH4,684.5562,361.2737,363.2894,289.2526,287.2369,271.2421,269.2264,345.2789,343.2632
DG(20:3_20:5)+NH4,682.5406,359.2581,363.2894,289.2526,285.2213,271.2421,267.2108,345.2789,341.2476
DG(20:3_21:0)+NH4,706.6345,383.352,363.2894,289.2526,309.3152,271.2421,291.3047,345.2789,365.3415
DG(20:3_22:0)+NH4,720.6501,397.3676,363.2894,289.2526,323.3308,271.2421,305.3203,345.2789,379.3571
DG(20:3_22:1)+NH4,718.6345,395.352,363.2894,289.2526,321.3152,271.2421,303.3047,345.2789,377.3415
DG(20:3_22:2)+NH4,716.6188,393.3363,363.2894,289.2526,319.2995,271.2421,301.289,345.2789,375.3258
DG(20:3_22:3)+NH4,714.6032,391.3207,363.2894,289.2526,317.2839,271.2421,299.2734,345.2789,373.3102
DG(20:3_22:4)+NH4,712.5875,389.305,363.2894,289.2526,315.2682,271.2421,297.2577,345.2789,371.2945
DG(20:3_22:5)+NH4,710.5719,387.2894,363.2894,289.2526,313.2526,271.2421,295.2421,345.2789,369.2789
DG(20:3_22:6)+NH4,708.5562,385.2737,363.2894,289.2526,311.2369,271.2421,293.2264,345.2789,367.2632
DG(20:3_23:0)+NH4,734.6658,411.3833,363.2894,289.2526,337.3465,271.2421,319.336,345.2789,393.3728
DG(20:3_24:0)+NH4,748.6814,425.3989,363.2894,289.2526,351.3621,271.2421,333.3516,345.2789,407.3884
DG(20:3_24:1)+NH4,746.6658,423.3833,363.2894,289.2526,349.3465,271.2421,331.336,345.2789,405.3728
DG(20:3_25:0)+NH4,762.6971,439.4146,363.2894,289.2526,365.3778,271.2421,347.3673,345.2789,421.4041
DG(20:3_26:0)+NH4,776.7127,453.4302,363.2894,289.2526,379.3934,271.2421,361.3829,345.2789,435.4197
DG(20:4_20:4)+NH4,682.5405,361.2737,361.2737,287.2369,287.2369,269.2264,269.2264,343.2632,343.2632
DG(20:4_20:5)+NH4,680.5249,359.2581,361.2737,287.2369,285.2213,269.2264,267.2108,343.2632,341.2476
DG(20:4_21:0)+NH4,704.6188,383.352,361.2737,287.2369,309.3152,269.2264,291.3047,343.2632,365.3415
DG(20:4_22:0)+NH4,718.6344,397.3676,361.2737,287.2369,323.3308,269.2264,305.3203,343.2632,379.3571
DG(20:4_22:1)+NH4,716.6188,395.352,361.2737,287.2369,321.3152,269.2264,303.3047,343.2632,377.3415
DG(20:4_22:2)+NH4,714.6031,393.3363,361.2737,287.2369,319.2995,269.2264,301.289,343.2632,375.3258
DG(20:4_22:3)+NH4,712.5875,391.3207,361.2737,287.2369,317.2839,269.2264,299.2734,343.2632,373.3102
DG(20:4_22:4)+NH4,710.5718,389.305,361.2737,287.2369,315.2682,269.2264,297.2577,343.2632,371.2945
DG(20:4_22:5)+NH4,708.5562,387.2894,361.2737,287.2369,313.2526,269.2264,295.2421,343.2632,369.2789
DG(20:4_22:6)+NH4,706.5405,385.2737,361.2737,287.2369,311.2369,269.2264,293.2264,343.2632,367.2632
DG(20:4_23:0)+NH4,732.6501,411.3833,361.2737,287.2369,337.3465,269.2264,319.336,343.2632,393.3728
DG(20:4_24:0)+NH4,746.6657,425.3989,361.2737,287.2369,351.3621,269.2264,333.3516,343.2632,407.3884
DG(20:4_24:1)+NH4,744.6501,423.3833,361.2737,287.2369,349.3465,269.2264,331.336,343.2632,405.3728
DG(20:4_25:0)+NH4,760.6814,439.4146,361.2737,287.2369,365.3778,269.2264,347.3673,343.2632,421.4041
DG(20:4_26:0)+NH4,774.697,453.4302,361.2737,287.2369,379.3934,269.2264,361.3829,343.2632,435.4197
DG(20:5_20:5)+NH4,678.5093,359.2581,359.2581,285.2213,285.2213,267.2108,267.2108,341.2476,341.2476
DG(20:5_21:0)+NH4,702.6032,383.352,359.2581,285.2213,309.3152,267.2108,291.3047,341.2476,365.3415
DG(20:5_22:0)+NH4,716.6188,397.3676,359.2581,285.2213,323.3308,267.2108,305.3203,341.2476,379.3571
DG(20:5_22:1)+NH4,714.6032,395.352,359.2581,285.2213,321.3152,267.2108,303.3047,341.2476,377.3415
DG(20:5_22:2)+NH4,712.5875,393.3363,359.2581,285.2213,319.2995,267.2108,301.289,341.2476,375.3258
DG(20:5_22:3)+NH4,710.5719,391.3207,359.2581,285.2213,317.2839,267.2108,299.2734,341.2476,373.3102
DG(20:5_22:4)+NH4,708.5562,389.305,359.2581,285.2213,315.2682,267.2108,297.2577,341.2476,371.2945
DG(20:5_22:5)+NH4,706.5406,387.2894,359.2581,285.2213,313.2526,267.2108,295.2421,341.2476,369.2789
DG(20:5_22:6)+NH4,704.5249,385.2737,359.2581,285.2213,311.2369,267.2108,293.2264,341.2476,367.2632
DG(20:5_23:0)+NH4,730.6345,411.3833,359.2581,285.2213,337.3465,267.2108,319.336,341.2476,393.3728
DG(20:5_24:0)+NH4,744.6501,425.3989,359.2581,285.2213,351.3621,267.2108,333.3516,341.2476,407.3884
DG(20:5_24:1)+NH4,742.6345,423.3833,359.2581,285.2213,349.3465,267.2108,331.336,341.2476,405.3728
DG(20:5_25:0)+NH4,758.6658,439.4146,359.2581,285.2213,365.3778,267.2108,347.3673,341.2476,421.4041
DG(20:5_26:0)+NH4,772.6814,453.4302,359.2581,285.2213,379.3934,267.2108,361.3829,341.2476,435.4197
DG(21:0_21:0)+NH4,726.6971,383.352,383.352,309.3152,309.3152,291.3047,291.3047,365.3415,365.3415
DG(21:0_22:0)+NH4,740.7127,397.3676,383.352,309.3152,323.3308,291.3047,305.3203,365.3415,379.3571
DG(21:0_22:1)+NH4,738.6971,395.352,383.352,309.3152,321.3152,291.3047,303.3047,365.3415,377.3415
DG(21:0_22:2)+NH4,736.6814,393.3363,383.352,309.3152,319.2995,291.3047,301.289,365.3415,375.3258
DG(21:0_22:3)+NH4,734.6658,391.3207,383.352,309.3152,317.2839,291.3047,299.2734,365.3415,373.3102
DG(21:0_22:4)+NH4,732.6501,389.305,383.352,309.3152,315.2682,291.3047,297.2577,365.3415,371.2945
DG(21:0_22:5)+NH4,730.6345,387.2894,383.352,309.3152,313.2526,291.3047,295.2421,365.3415,369.2789
DG(21:0_22:6)+NH4,728.6188,385.2737,383.352,309.3152,311.2369,291.3047,293.2264,365.3415,367.2632
DG(21:0_23:0)+NH4,754.7284,411.3833,383.352,309.3152,337.3465,291.3047,319.336,365.3415,393.3728
DG(21:0_24:0)+NH4,768.744,425.3989,383.352,309.3152,351.3621,291.3047,333.3516,365.3415,407.3884
DG(21:0_24:1)+NH4,766.7284,423.3833,383.352,309.3152,349.3465,291.3047,331.336,365.3415,405.3728
DG(21:0_25:0)+NH4,782.7597,439.4146,383.352,309.3152,365.3778,291.3047,347.3673,365.3415,421.4041
DG(21:0_26:0)+NH4,796.7753,453.4302,383.352,309.3152,379.3934,291.3047,361.3829,365.3415,435.4197
DG(22:0_22:0)+NH4,754.7283,397.3676,397.3676,323.3308,323.3308,305.3203,305.3203,379.3571,379.3571
DG(22:0_22:1)+NH4,752.7127,395.352,397.3676,323.3308,321.3152,305.3203,303.3047,379.3571,377.3415
DG(22:0_22:2)+NH4,750.697,393.3363,397.3676,323.3308,319.2995,305.3203,301.289,379.3571,375.3258
DG(22:0_22:3)+NH4,748.6814,391.3207,397.3676,323.3308,317.2839,305.3203,299.2734,379.3571,373.3102
DG(22:0_22:4)+NH4,746.6657,389.305,397.3676,323.3308,315.2682,305.3203,297.2577,379.3571,371.2945
DG(22:0_22:5)+NH4,744.6501,387.2894,397.3676,323.3308,313.2526,305.3203,295.2421,379.3571,369.2789
DG(22:0_22:6)+NH4,742.6344,385.2737,397.3676,323.3308,311.2369,305.3203,293.2264,379.3571,367.2632
DG(22:0_23:0)+NH4,768.744,411.3833,397.3676,323.3308,337.3465,305.3203,319.336,379.3571,393.3728
DG(22:0_24:0)+NH4,782.7596,425.3989,397.3676,323.3308,351.3621,305.3203,333.3516,379.3571,407.3884
DG(22:0_24:1)+NH4,780.744,423.3833,397.3676,323.3308,349.3465,305.3203,331.336,379.3571,405.3728
DG(22:0_25:0)+NH4,796.7753,439.4146,397.3676,323.3308,365.3778,305.3203,347.3673,379.3571,421.4041
DG(22:0_26:0)+NH4,810.7909,453.4302,397.3676,323.3308,379.3934,305.3203,361.3829,379.3571,435.4197
DG(22:1_22:1)+NH4,750.6971,395.352,395.352,321.3152,321.3152,303.3047,303.3047,377.3415,377.3415
DG(22:1_22:2)+NH4,748.6814,393.3363,395.352,321.3152,319.2995,303.3047,301.289,377.3415,375.3258
DG(22:1_22:3)+NH4,746.6658,391.3207,395.352,321.3152,317.2839,303.3047,299.2734,377.3415,373.3102
DG(22:1_22:4)+NH4,744.6501,389.305,395.352,321.3152,315.2682,303.3047,297.2577,377.3415,371.2945
DG(22:1_22:5)+NH4,742.6345,387.2894,395.352,321.3152,313.2526,303.3047,295.2421,377.3415,369.2789
DG(22:1_22:6)+NH4,740.6188,385.2737,395.352,321.3152,311.2369,303.3047,293.2264,377.3415,367.2632
DG(22:1_23:0)+NH4,766.7284,411.3833,395.352,321.3152,337.3465,303.3047,319.336,377.3415,393.3728
DG(22:1_24:0)+NH4,780.744,425.3989,395.352,321.3152,351.3621,303.3047,333.3516,377.3415,407.3884
DG(22:1_24:1)+NH4,778.7284,423.3833,395.352,321.3152,349.3465,303.3047,331.336,377.3415,405.3728
DG(22:1_25:0)+NH4,794.7597,439.4146,395.352,321.3152,365.3778,303.3047,347.3673,377.3415,421.4041
