Cer-NS,[M+H]+,[M-H2O+H]+,[M-2H2O+H]+,[Sph-H2O+H]+,[Sph-2H2O+H]+,[FAA+H]+,[Sph-CH4O2+H]+
Cer-NS(d28:1/22:2)+H,758.7385,740.7279,722.7173,422.4356,404.4251,336.3261,392.4251
Cer-NS(d28:1/23:0)+H,776.7854,758.7748,740.7643,422.4356,404.4251,354.373,392.4251
Cer-NS(d28:1/23:1)+H,774.7698,756.7592,738.7487,422.4356,404.4251,352.3574,392.4251
Cer-NS(d28:1/24:0)+H,790.8011,772.7905,754.7799,422.4356,404.4251,368.3887,392.4251
Cer-NS(d28:1/24:1)+H,788.7854,770.7748,752.7643,422.4356,404.4251,366.373,392.4251
Cer-NS(d28:1/24:2)+H,786.7698,768.7592,750.7487,422.4356,404.4251,364.3574,392.4251
Cer-NS(d28:1/25:0)+H,804.8167,786.8062,768.7956,422.4356,404.4251,382.4044,392.4251
Cer-NS(d28:1/25:1)+H,802.8011,784.7905,766.7799,422.4356,404.4251,380.3887,392.4251
Cer-NS(d28:1/26:0)+H,818.8324,800.8218,782.8112,422.4356,404.4251,396.42,392.4251
Cer-NS(d28:1/26:1)+H,816.8167,798.8062,780.7956,422.4356,404.4251,394.4044,392.4251
Cer-NS(d28:1/26:2)+H,814.8011,796.7905,778.7799,422.4356,404.4251,392.3887,392.4251
Cer-NS(d28:1/27:0)+H,832.848,814.8375,796.8269,422.4356,404.4251,410.4356,392.4251
Cer-NS(d28:1/27:1)+H,830.8324,812.8218,794.8112,422.4356,404.4251,408.42,392.4251
Cer-NS(d28:1/28:0)+H,846.8636,828.8531,810.8425,422.4356,404.4251,424.4513,392.4251
Cer-NS(d28:1/28:1)+H,844.848,826.8375,808.8269,422.4356,404.4251,422.4356,392.4251
Cer-NS(d28:1/28:2)+H,842.8324,824.8218,806.8112,422.4356,404.4251,420.42,392.4251
Cer-NS(d28:1/29:0)+H,860.8793,842.8688,824.8582,422.4356,404.4251,438.4669,392.4251
Cer-NS(d28:1/29:1)+H,858.8636,840.8531,822.8425,422.4356,404.4251,436.4513,392.4251
Cer-NS(d28:1/30:0)+H,874.895,856.8844,838.8738,422.4356,404.4251,452.4826,392.4251
Cer-NS(d28:1/30:1)+H,872.8793,854.8688,836.8582,422.4356,404.4251,450.4669,392.4251
Cer-NS(d28:1/30:2)+H,870.8636,852.8531,834.8425,422.4356,404.4251,448.4513,392.4251
Cer-NS(d28:1/31:0)+H,888.9106,870.9,852.8895,422.4356,404.4251,466.4983,392.4251
Cer-NS(d28:1/31:1)+H,886.895,868.8844,850.8738,422.4356,404.4251,464.4826,392.4251
Cer-NS(d28:1/32:0)+H,902.9263,884.9157,866.9052,422.4356,404.4251,480.5139,392.4251
Cer-NS(d28:1/32:1)+H,900.9106,882.9,864.8895,422.4356,404.4251,478.4983,392.4251
Cer-NS(d28:1/32:2)+H,898.895,880.8844,862.8738,422.4356,404.4251,476.4826,392.4251
Cer-NS(d28:1/33:0)+H,916.9419,898.9313,880.9208,422.4356,404.4251,494.5295,392.4251
Cer-NS(d28:1/33:1)+H,914.9263,896.9157,878.9052,422.4356,404.4251,492.5139,392.4251
Cer-NS(d28:1/34:0)+H,930.9576,912.947,894.9364,422.4356,404.4251,508.5452,392.4251
Cer-NS(d28:1/34:1)+H,928.9419,910.9313,892.9208,422.4356,404.4251,506.5295,392.4251
Cer-NS(d28:1/34:2)+H,926.9263,908.9157,890.9052,422.4356,404.4251,504.5139,392.4251
Cer-NS(d28:1/35:0)+H,944.9732,926.9626,908.9521,422.4356,404.4251,522.5609,392.4251
Cer-NS(d28:1/35:1)+H,942.9576,924.947,906.9364,422.4356,404.4251,520.5452,392.4251
Cer-NS(d28:1/36:0)+H,958.9889,940.9783,922.9677,422.4356,404.4251,536.5765,392.4251
Cer-NS(d28:1/36:1)+H,956.9732,938.9626,920.9521,422.4356,404.4251,534.5609,392.4251
Cer-NS(d28:1/36:2)+H,954.9576,936.947,918.9364,422.4356,404.4251,532.5452,392.4251
Cer-NS(d28:1/38:0)+H,987.0201,969.0096,950.999,422.4356,404.4251,564.6078,392.4251
Cer-NS(d28:1/38:1)+H,985.0045,966.994,948.9834,422.4356,404.4251,562.5922,392.4251
Cer-NS(d28:1/38:2)+H,982.9889,964.9783,946.9677,422.4356,404.4251,560.5765,392.4251
Cer-NS(d28:1/40:0)+H,1015.051,997.0409,979.0303,422.4356,404.4251,592.6391,392.4251
Cer-NS(d28:1/40:1)+H,1013.036,995.0253,977.0147,422.4356,404.4251,590.6235,392.4251
Cer-NS(d28:1/40:2)+H,1011.02,993.0096,974.999,422.4356,404.4251,588.6078,392.4251
Cer-NS(d28:1/42:0)+H,1043.083,1025.072,1007.062,422.4356,404.4251,620.6704,392.4251
Cer-NS(d28:1/42:1)+H,1041.067,1023.057,1005.046,422.4356,404.4251,618.6547,392.4251
Cer-NS(d28:1/42:2)+H,1039.052,1021.041,1003.03,422.4356,404.4251,616.6391,392.4251
Cer-NS(d28:2/12:0)+H,620.5976,602.587,584.5765,420.42,402.4094,200.2009,390.4094
Cer-NS(d28:2/12:1)+H,618.582,600.5714,582.5609,420.42,402.4094,198.1853,390.4094
Cer-NS(d28:2/13:0)+H,634.6133,616.6027,598.5921,420.42,402.4094,214.2166,390.4094
Cer-NS(d28:2/13:1)+H,632.5976,614.587,596.5765,420.42,402.4094,212.2009,390.4094
Cer-NS(d28:2/14:0)+H,648.6289,630.6183,612.6078,420.42,402.4094,228.2322,390.4094
Cer-NS(d28:2/14:1)+H,646.6133,628.6027,610.5921,420.42,402.4094,226.2166,390.4094
Cer-NS(d28:2/15:0)+H,662.6446,644.634,626.6234,420.42,402.4094,242.2478,390.4094
Cer-NS(d28:2/15:1)+H,660.6289,642.6183,624.6078,420.42,402.4094,240.2322,390.4094
Cer-NS(d28:2/16:0)+H,676.6602,658.6497,640.6391,420.42,402.4094,256.2635,390.4094
Cer-NS(d28:2/16:1)+H,674.6446,656.634,638.6234,420.42,402.4094,254.2478,390.4094
Cer-NS(d28:2/16:2)+H,672.6289,654.6183,636.6078,420.42,402.4094,252.2322,390.4094
Cer-NS(d28:2/17:0)+H,690.6758,672.6653,654.6547,420.42,402.4094,270.2791,390.4094
Cer-NS(d28:2/18:0)+H,704.6915,686.681,668.6704,420.42,402.4094,284.2948,390.4094
Cer-NS(d28:2/18:1)+H,702.6758,684.6653,666.6547,420.42,402.4094,282.2791,390.4094
Cer-NS(d28:2/18:2)+H,700.6602,682.6497,664.6391,420.42,402.4094,280.2635,390.4094
Cer-NS(d28:2/19:0)+H,718.7072,700.6966,682.686,420.42,402.4094,298.3105,390.4094
Cer-NS(d28:2/19:1)+H,716.6915,698.681,680.6704,420.42,402.4094,296.2948,390.4094
Cer-NS(d28:2/20:0)+H,732.7228,714.7123,696.7017,420.42,402.4094,312.3261,390.4094
Cer-NS(d28:2/20:1)+H,730.7072,712.6966,694.686,420.42,402.4094,310.3105,390.4094
Cer-NS(d28:2/20:2)+H,728.6915,710.681,692.6704,420.42,402.4094,308.2948,390.4094
Cer-NS(d28:2/21:0)+H,746.7385,728.7279,710.7173,420.42,402.4094,326.3417,390.4094
Cer-NS(d28:2/21:1)+H,744.7228,726.7123,708.7017,420.42,402.4094,324.3261,390.4094
Cer-NS(d28:2/22:0)+H,760.7542,742.7435,724.733,420.42,402.4094,340.3574,390.4094
Cer-NS(d28:2/22:1)+H,758.7385,740.7279,722.7173,420.42,402.4094,338.3417,390.4094
Cer-NS(d28:2/22:2)+H,756.7228,738.7123,720.7017,420.42,402.4094,336.3261,390.4094
Cer-NS(d28:2/23:0)+H,774.7698,756.7592,738.7487,420.42,402.4094,354.373,390.4094
Cer-NS(d28:2/23:1)+H,772.7542,754.7435,736.733,420.42,402.4094,352.3574,390.4094
Cer-NS(d28:2/24:0)+H,788.7854,770.7748,752.7643,420.42,402.4094,368.3887,390.4094
Cer-NS(d28:2/24:1)+H,786.7698,768.7592,750.7487,420.42,402.4094,366.373,390.4094
Cer-NS(d28:2/24:2)+H,784.7542,766.7435,748.733,420.42,402.4094,364.3574,390.4094
Cer-NS(d28:2/25:0)+H,802.8011,784.7905,766.7799,420.42,402.4094,382.4044,390.4094
Cer-NS(d28:2/25:1)+H,800.7854,782.7748,764.7643,420.42,402.4094,380.3887,390.4094
Cer-NS(d28:2/26:0)+H,816.8167,798.8062,780.7956,420.42,402.4094,396.42,390.4094
Cer-NS(d28:2/26:1)+H,814.8011,796.7905,778.7799,420.42,402.4094,394.4044,390.4094
Cer-NS(d28:2/26:2)+H,812.7854,794.7748,776.7643,420.42,402.4094,392.3887,390.4094
Cer-NS(d28:2/27:0)+H,830.8324,812.8218,794.8112,420.42,402.4094,410.4356,390.4094
Cer-NS(d28:2/27:1)+H,828.8167,810.8062,792.7956,420.42,402.4094,408.42,390.4094
Cer-NS(d28:2/28:0)+H,844.848,826.8375,808.8269,420.42,402.4094,424.4513,390.4094
Cer-NS(d28:2/28:1)+H,842.8324,824.8218,806.8112,420.42,402.4094,422.4356,390.4094
Cer-NS(d28:2/28:2)+H,840.8167,822.8062,804.7956,420.42,402.4094,420.42,390.4094
Cer-NS(d28:2/29:0)+H,858.8636,840.8531,822.8425,420.42,402.4094,438.4669,390.4094
Cer-NS(d28:2/29:1)+H,856.848,838.8375,820.8269,420.42,402.4094,436.4513,390.4094
Cer-NS(d28:2/30:0)+H,872.8793,854.8688,836.8582,420.42,402.4094,452.4826,390.4094
Cer-NS(d28:2/30:1)+H,870.8636,852.8531,834.8425,420.42,402.4094,450.4669,390.4094
Cer-NS(d28:2/30:2)+H,868.848,850.8375,832.8269,420.42,402.4094,448.4513,390.4094
Cer-NS(d28:2/31:0)+H,886.895,868.8844,850.8738,420.42,402.4094,466.4983,390.4094
Cer-NS(d28:2/31:1)+H,884.8793,866.8688,848.8582,420.42,402.4094,464.4826,390.4094
Cer-NS(d28:2/32:0)+H,900.9106,882.9,864.8895,420.42,402.4094,480.5139,390.4094
Cer-NS(d28:2/32:1)+H,898.895,880.8844,862.8738,420.42,402.4094,478.4983,390.4094
Cer-NS(d28:2/32:2)+H,896.8793,878.8688,860.8582,420.42,402.4094,476.4826,390.4094
Cer-NS(d28:2/33:0)+H,914.9263,896.9157,878.9052,420.42,402.4094,494.5295,390.4094
Cer-NS(d28:2/33:1)+H,912.9106,894.9,876.8895,420.42,402.4094,492.5139,390.4094
Cer-NS(d28:2/34:0)+H,928.9419,910.9313,892.9208,420.42,402.4094,508.5452,390.4094
Cer-NS(d28:2/34:1)+H,926.9263,908.9157,890.9052,420.42,402.4094,506.5295,390.4094
Cer-NS(d28:2/34:2)+H,924.9106,906.9,888.8895,420.42,402.4094,504.5139,390.4094
Cer-NS(d28:2/35:0)+H,942.9576,924.947,906.9364,420.42,402.4094,522.5609,390.4094
Cer-NS(d28:2/35:1)+H,940.9419,922.9313,904.9208,420.42,402.4094,520.5452,390.4094
Cer-NS(d28:2/36:0)+H,956.9732,938.9626,920.9521,420.42,402.4094,536.5765,390.4094
Cer-NS(d28:2/36:1)+H,954.9576,936.947,918.9364,420.42,402.4094,534.5609,390.4094
Cer-NS(d28:2/36:2)+H,952.9419,934.9313,916.9208,420.42,402.4094,532.5452,390.4094
Cer-NS(d28:2/38:0)+H,985.0045,966.994,948.9834,420.42,402.4094,564.6078,390.4094
Cer-NS(d28:2/38:1)+H,982.9889,964.9783,946.9677,420.42,402.4094,562.5922,390.4094
Cer-NS(d28:2/38:2)+H,980.9732,962.9626,944.9521,420.42,402.4094,560.5765,390.4094
Cer-NS(d28:2/40:0)+H,1013.036,995.0253,977.0147,420.42,402.4094,592.6391,390.4094
Cer-NS(d28:2/40:1)+H,1011.02,993.0096,974.999,420.42,402.4094,590.6235,390.4094
Cer-NS(d28:2/40:2)+H,1009.005,990.994,972.9834,420.42,402.4094,588.6078,390.4094
Cer-NS(d28:2/42:0)+H,1041.067,1023.057,1005.046,420.42,402.4094,620.6704,390.4094
Cer-NS(d28:2/42:1)+H,1039.052,1021.041,1003.03,420.42,402.4094,618.6547,390.4094
Cer-NS(d28:2/42:2)+H,1037.036,1019.025,1001.015,420.42,402.4094,616.6391,390.4094
Cer-NS(d28:3/12:0)+H,618.582,600.5714,582.5609,418.4044,400.3938,200.2009,388.3938
Cer-NS(d28:3/12:1)+H,616.5663,598.5557,580.5452,418.4044,400.3938,198.1853,388.3938
Cer-NS(d28:3/13:0)+H,632.5976,614.587,596.5765,418.4044,400.3938,214.2166,388.3938
Cer-NS(d28:3/13:1)+H,630.582,612.5714,594.5609,418.4044,400.3938,212.2009,388.3938
Cer-NS(d28:3/14:0)+H,646.6133,628.6027,610.5921,418.4044,400.3938,228.2322,388.3938
Cer-NS(d28:3/14:1)+H,644.5976,626.587,608.5765,418.4044,400.3938,226.2166,388.3938
Cer-NS(d28:3/15:0)+H,660.6289,642.6183,624.6078,418.4044,400.3938,242.2478,388.3938
Cer-NS(d28:3/15:1)+H,658.6133,640.6027,622.5921,418.4044,400.3938,240.2322,388.3938
Cer-NS(d28:3/16:0)+H,674.6446,656.634,638.6234,418.4044,400.3938,256.2635,388.3938
Cer-NS(d28:3/16:1)+H,672.6289,654.6183,636.6078,418.4044,400.3938,254.2478,388.3938
Cer-NS(d28:3/16:2)+H,670.6133,652.6027,634.5921,418.4044,400.3938,252.2322,388.3938
Cer-NS(d28:3/17:0)+H,688.6602,670.6497,652.6391,418.4044,400.3938,270.2791,388.3938
Cer-NS(d28:3/18:0)+H,702.6758,684.6653,666.6547,418.4044,400.3938,284.2948,388.3938
Cer-NS(d28:3/18:1)+H,700.6602,682.6497,664.6391,418.4044,400.3938,282.2791,388.3938
Cer-NS(d28:3/18:2)+H,698.6446,680.634,662.6234,418.4044,400.3938,280.2635,388.3938
Cer-NS(d28:3/19:0)+H,716.6915,698.681,680.6704,418.4044,400.3938,298.3105,388.3938
Cer-NS(d28:3/19:1)+H,714.6758,696.6653,678.6547,418.4044,400.3938,296.2948,388.3938
Cer-NS(d28:3/20:0)+H,730.7072,712.6966,694.686,418.4044,400.3938,312.3261,388.3938
Cer-NS(d28:3/20:1)+H,728.6915,710.681,692.6704,418.4044,400.3938,310.3105,388.3938
Cer-NS(d28:3/20:2)+H,726.6758,708.6653,690.6547,418.4044,400.3938,308.2948,388.3938
Cer-NS(d28:3/21:0)+H,744.7228,726.7123,708.7017,418.4044,400.3938,326.3417,388.3938
Cer-NS(d28:3/21:1)+H,742.7072,724.6966,706.686,418.4044,400.3938,324.3261,388.3938
Cer-NS(d28:3/22:0)+H,758.7385,740.7279,722.7173,418.4044,400.3938,340.3574,388.3938
Cer-NS(d28:3/22:1)+H,756.7228,738.7123,720.7017,418.4044,400.3938,338.3417,388.3938
Cer-NS(d28:3/22:2)+H,754.7072,736.6966,718.686,418.4044,400.3938,336.3261,388.3938
Cer-NS(d28:3/23:0)+H,772.7542,754.7435,736.733,418.4044,400.3938,354.373,388.3938
Cer-NS(d28:3/23:1)+H,770.7385,752.7279,734.7173,418.4044,400.3938,352.3574,388.3938
Cer-NS(d28:3/24:0)+H,786.7698,768.7592,750.7487,418.4044,400.3938,368.3887,388.3938
Cer-NS(d28:3/24:1)+H,784.7542,766.7435,748.733,418.4044,400.3938,366.373,388.3938
Cer-NS(d28:3/24:2)+H,782.7385,764.7279,746.7173,418.4044,400.3938,364.3574,388.3938
Cer-NS(d28:3/25:0)+H,800.7854,782.7748,764.7643,418.4044,400.3938,382.4044,388.3938
Cer-NS(d28:3/25:1)+H,798.7698,780.7592,762.7487,418.4044,400.3938,380.3887,388.3938
Cer-NS(d28:3/26:0)+H,814.8011,796.7905,778.7799,418.4044,400.3938,396.42,388.3938
Cer-NS(d28:3/26:1)+H,812.7854,794.7748,776.7643,418.4044,400.3938,394.4044,388.3938
Cer-NS(d28:3/26:2)+H,810.7698,792.7592,774.7487,418.4044,400.3938,392.3887,388.3938
Cer-NS(d28:3/27:0)+H,828.8167,810.8062,792.7956,418.4044,400.3938,410.4356,388.3938
Cer-NS(d28:3/27:1)+H,826.8011,808.7905,790.7799,418.4044,400.3938,408.42,388.3938
Cer-NS(d28:3/28:0)+H,842.8324,824.8218,806.8112,418.4044,400.3938,424.4513,388.3938
Cer-NS(d28:3/28:1)+H,840.8167,822.8062,804.7956,418.4044,400.3938,422.4356,388.3938
Cer-NS(d28:3/28:2)+H,838.8011,820.7905,802.7799,418.4044,400.3938,420.42,388.3938
Cer-NS(d28:3/29:0)+H,856.848,838.8375,820.8269,418.4044,400.3938,438.4669,388.3938
Cer-NS(d28:3/29:1)+H,854.8324,836.8218,818.8112,418.4044,400.3938,436.4513,388.3938
Cer-NS(d28:3/30:0)+H,870.8636,852.8531,834.8425,418.4044,400.3938,452.4826,388.3938
Cer-NS(d28:3/30:1)+H,868.848,850.8375,832.8269,418.4044,400.3938,450.4669,388.3938
Cer-NS(d28:3/30:2)+H,866.8324,848.8218,830.8112,418.4044,400.3938,448.4513,388.3938
Cer-NS(d28:3/31:0)+H,884.8793,866.8688,848.8582,418.4044,400.3938,466.4983,388.3938
Cer-NS(d28:3/31:1)+H,882.8636,864.8531,846.8425,418.4044,400.3938,464.4826,388.3938
Cer-NS(d28:3/32:0)+H,898.895,880.8844,862.8738,418.4044,400.3938,480.5139,388.3938
Cer-NS(d28:3/32:1)+H,896.8793,878.8688,860.8582,418.4044,400.3938,478.4983,388.3938
Cer-NS(d28:3/32:2)+H,894.8636,876.8531,858.8425,418.4044,400.3938,476.4826,388.3938
Cer-NS(d28:3/33:0)+H,912.9106,894.9,876.8895,418.4044,400.3938,494.5295,388.3938
Cer-NS(d28:3/33:1)+H,910.895,892.8844,874.8738,418.4044,400.3938,492.5139,388.3938
Cer-NS(d28:3/34:0)+H,926.9263,908.9157,890.9052,418.4044,400.3938,508.5452,388.3938
Cer-NS(d28:3/34:1)+H,924.9106,906.9,888.8895,418.4044,400.3938,506.5295,388.3938
Cer-NS(d28:3/34:2)+H,922.895,904.8844,886.8738,418.4044,400.3938,504.5139,388.3938
Cer-NS(d28:3/35:0)+H,940.9419,922.9313,904.9208,418.4044,400.3938,522.5609,388.3938
Cer-NS(d28:3/35:1)+H,938.9263,920.9157,902.9052,418.4044,400.3938,520.5452,388.3938
Cer-NS(d28:3/36:0)+H,954.9576,936.947,918.9364,418.4044,400.3938,536.5765,388.3938
Cer-NS(d28:3/36:1)+H,952.9419,934.9313,916.9208,418.4044,400.3938,534.5609,388.3938
Cer-NS(d28:3/36:2)+H,950.9263,932.9157,914.9052,418.4044,400.3938,532.5452,388.3938
Cer-NS(d28:3/38:0)+H,982.9889,964.9783,946.9677,418.4044,400.3938,564.6078,388.3938
Cer-NS(d28:3/38:1)+H,980.9732,962.9626,944.9521,418.4044,400.3938,562.5922,388.3938
Cer-NS(d28:3/38:2)+H,978.9576,960.947,942.9364,418.4044,400.3938,560.5765,388.3938
Cer-NS(d28:3/40:0)+H,1011.02,993.0096,974.999,418.4044,400.3938,592.6391,388.3938
Cer-NS(d28:3/40:1)+H,1009.005,990.994,972.9834,418.4044,400.3938,590.6235,388.3938
Cer-NS(d28:3/40:2)+H,1006.989,988.9783,970.9677,418.4044,400.3938,588.6078,388.3938
Cer-NS(d28:3/42:0)+H,1039.052,1021.041,1003.03,418.4044,400.3938,620.6704,388.3938
Cer-NS(d28:3/42:1)+H,1037.036,1019.025,1001.015,418.4044,400.3938,618.6547,388.3938
Cer-NS(d28:3/42:2)+H,1035.02,1017.01,998.999,418.4044,400.3938,616.6391,388.3938
Cer-NS(d29:1/12:0)+H,636.6289,618.6183,600.6078,436.4513,418.4407,200.2009,406.4407
Cer-NS(d29:1/12:1)+H,634.6133,616.6027,598.5921,436.4513,418.4407,198.1853,406.4407
Cer-NS(d29:1/13:0)+H,650.6446,632.634,614.6234,436.4513,418.4407,214.2166,406.4407
Cer-NS(d29:1/13:1)+H,648.6289,630.6183,612.6078,436.4513,418.4407,212.2009,406.4407
Cer-NS(d29:1/14:0)+H,664.6602,646.6497,628.6391,436.4513,418.4407,228.2322,406.4407
Cer-NS(d29:1/14:1)+H,662.6446,644.634,626.6234,436.4513,418.4407,226.2166,406.4407
Cer-NS(d29:1/15:0)+H,678.6758,660.6653,642.6547,436.4513,418.4407,242.2478,406.4407
Cer-NS(d29:1/15:1)+H,676.6602,658.6497,640.6391,436.4513,418.4407,240.2322,406.4407
Cer-NS(d29:1/16:0)+H,692.6915,674.681,656.6704,436.4513,418.4407,256.2635,406.4407
Cer-NS(d29:1/16:1)+H,690.6758,672.6653,654.6547,436.4513,418.4407,254.2478,406.4407
Cer-NS(d29:1/16:2)+H,688.6602,670.6497,652.6391,436.4513,418.4407,252.2322,406.4407
Cer-NS(d29:1/17:0)+H,706.7072,688.6966,670.686,436.4513,418.4407,270.2791,406.4407
Cer-NS(d29:1/18:0)+H,720.7228,702.7123,684.7017,436.4513,418.4407,284.2948,406.4407
Cer-NS(d29:1/18:1)+H,718.7072,700.6966,682.686,436.4513,418.4407,282.2791,406.4407
Cer-NS(d29:1/18:2)+H,716.6915,698.681,680.6704,436.4513,418.4407,280.2635,406.4407
Cer-NS(d29:1/19:0)+H,734.7385,716.7279,698.7173,436.4513,418.4407,298.3105,406.4407
Cer-NS(d29:1/19:1)+H,732.7228,714.7123,696.7017,436.4513,418.4407,296.2948,406.4407
Cer-NS(d29:1/20:0)+H,748.7542,730.7435,712.733,436.4513,418.4407,312.3261,406.4407
Cer-NS(d29:1/20:1)+H,746.7385,728.7279,710.7173,436.4513,418.4407,310.3105,406.4407
Cer-NS(d29:1/20:2)+H,744.7228,726.7123,708.7017,436.4513,418.4407,308.2948,406.4407
Cer-NS(d29:1/21:0)+H,762.7698,744.7592,726.7487,436.4513,418.4407,326.3417,406.4407
Cer-NS(d29:1/21:1)+H,760.7542,742.7435,724.733,436.4513,418.4407,324.3261,406.4407
Cer-NS(d29:1/22:0)+H,776.7854,758.7748,740.7643,436.4513,418.4407,340.3574,406.4407
Cer-NS(d29:1/22:1)+H,774.7698,756.7592,738.7487,436.4513,418.4407,338.3417,406.4407
Cer-NS(d29:1/22:2)+H,772.7542,754.7435,736.733,436.4513,418.4407,336.3261,406.4407
Cer-NS(d29:1/23:0)+H,790.8011,772.7905,754.7799,436.4513,418.4407,354.373,406.4407
Cer-NS(d29:1/23:1)+H,788.7854,770.7748,752.7643,436.4513,418.4407,352.3574,406.4407
Cer-NS(d29:1/24:0)+H,804.8167,786.8062,768.7956,436.4513,418.4407,368.3887,406.4407
Cer-NS(d29:1/24:1)+H,802.8011,784.7905,766.7799,436.4513,418.4407,366.373,406.4407
Cer-NS(d29:1/24:2)+H,800.7854,782.7748,764.7643,436.4513,418.4407,364.3574,406.4407
Cer-NS(d29:1/25:0)+H,818.8324,800.8218,782.8112,436.4513,418.4407,382.4044,406.4407
Cer-NS(d29:1/25:1)+H,816.8167,798.8062,780.7956,436.4513,418.4407,380.3887,406.4407
Cer-NS(d29:1/26:0)+H,832.848,814.8375,796.8269,436.4513,418.4407,396.42,406.4407
Cer-NS(d29:1/26:1)+H,830.8324,812.8218,794.8112,436.4513,418.4407,394.4044,406.4407
Cer-NS(d29:1/26:2)+H,828.8167,810.8062,792.7956,436.4513,418.4407,392.3887,406.4407
Cer-NS(d29:1/27:0)+H,846.8636,828.8531,810.8425,436.4513,418.4407,410.4356,406.4407
Cer-NS(d29:1/27:1)+H,844.848,826.8375,808.8269,436.4513,418.4407,408.42,406.4407
Cer-NS(d29:1/28:0)+H,860.8793,842.8688,824.8582,436.4513,418.4407,424.4513,406.4407
Cer-NS(d29:1/28:1)+H,858.8636,840.8531,822.8425,436.4513,418.4407,422.4356,406.4407
Cer-NS(d29:1/28:2)+H,856.848,838.8375,820.8269,436.4513,418.4407,420.42,406.4407
Cer-NS(d29:1/29:0)+H,874.895,856.8844,838.8738,436.4513,418.4407,438.4669,406.4407
Cer-NS(d29:1/29:1)+H,872.8793,854.8688,836.8582,436.4513,418.4407,436.4513,406.4407
Cer-NS(d29:1/30:0)+H,888.9106,870.9,852.8895,436.4513,418.4407,452.4826,406.4407
Cer-NS(d29:1/30:1)+H,886.895,868.8844,850.8738,436.4513,418.4407,450.4669,406.4407
Cer-NS(d29:1/30:2)+H,884.8793,866.8688,848.8582,436.4513,418.4407,448.4513,406.4407
Cer-NS(d29:1/31:0)+H,902.9263,884.9157,866.9052,436.4513,418.4407,466.4983,406.4407
Cer-NS(d29:1/31:1)+H,900.9106,882.9,864.8895,436.4513,418.4407,464.4826,406.4407
Cer-NS(d29:1/32:0)+H,916.9419,898.9313,880.9208,436.4513,418.4407,480.5139,406.4407
Cer-NS(d29:1/32:1)+H,914.9263,896.9157,878.9052,436.4513,418.4407,478.4983,406.4407
Cer-NS(d29:1/32:2)+H,912.9106,894.9,876.8895,436.4513,418.4407,476.4826,406.4407
Cer-NS(d29:1/33:0)+H,930.9576,912.947,894.9364,436.4513,418.4407,494.5295,406.4407
Cer-NS(d29:1/33:1)+H,928.9419,910.9313,892.9208,436.4513,418.4407,492.5139,406.4407
Cer-NS(d29:1/34:0)+H,944.9732,926.9626,908.9521,436.4513,418.4407,508.5452,406.4407
Cer-NS(d29:1/34:1)+H,942.9576,924.947,906.9364,436.4513,418.4407,506.5295,406.4407
Cer-NS(d29:1/34:2)+H,940.9419,922.9313,904.9208,436.4513,418.4407,504.5139,406.4407
Cer-NS(d29:1/35:0)+H,958.9889,940.9783,922.9677,436.4513,418.4407,522.5609,406.4407
Cer-NS(d29:1/35:1)+H,956.9732,938.9626,920.9521,436.4513,418.4407,520.5452,406.4407
Cer-NS(d29:1/36:0)+H,973.0045,954.994,936.9834,436.4513,418.4407,536.5765,406.4407
Cer-NS(d29:1/36:1)+H,970.9889,952.9783,934.9677,436.4513,418.4407,534.5609,406.4407
Cer-NS(d29:1/36:2)+H,968.9732,950.9626,932.9521,436.4513,418.4407,532.5452,406.4407
Cer-NS(d29:1/38:0)+H,1001.036,983.0253,965.0147,436.4513,418.4407,564.6078,406.4407
Cer-NS(d29:1/38:1)+H,999.0201,981.0096,962.999,436.4513,418.4407,562.5922,406.4407
Cer-NS(d29:1/38:2)+H,997.0045,978.994,960.9834,436.4513,418.4407,560.5765,406.4407
Cer-NS(d29:1/40:0)+H,1029.067,1011.057,993.046,436.4513,418.4407,592.6391,406.4407
Cer-NS(d29:1/40:1)+H,1027.052,1009.041,991.0303,436.4513,418.4407,590.6235,406.4407
Cer-NS(d29:1/40:2)+H,1025.036,1007.025,989.0147,436.4513,418.4407,588.6078,406.4407
Cer-NS(d29:1/42:0)+H,1057.098,1039.088,1021.077,436.4513,418.4407,620.6704,406.4407
Cer-NS(d29:1/42:1)+H,1055.083,1037.072,1019.062,436.4513,418.4407,618.6547,406.4407
Cer-NS(d29:1/42:2)+H,1053.067,1035.057,1017.046,436.4513,418.4407,616.6391,406.4407
Cer-NS(d29:2/12:0)+H,634.6133,616.6027,598.5921,434.4356,416.4251,200.2009,404.4251
Cer-NS(d29:2/12:1)+H,632.5976,614.587,596.5765,434.4356,416.4251,198.1853,404.4251
Cer-NS(d29:2/13:0)+H,648.6289,630.6183,612.6078,434.4356,416.4251,214.2166,404.4251
Cer-NS(d29:2/13:1)+H,646.6133,628.6027,610.5921,434.4356,416.4251,212.2009,404.4251
Cer-NS(d29:2/14:0)+H,662.6446,644.634,626.6234,434.4356,416.4251,228.2322,404.4251
Cer-NS(d29:2/14:1)+H,660.6289,642.6183,624.6078,434.4356,416.4251,226.2166,404.4251
Cer-NS(d29:2/15:0)+H,676.6602,658.6497,640.6391,434.4356,416.4251,242.2478,404.4251
Cer-NS(d29:2/15:1)+H,674.6446,656.634,638.6234,434.4356,416.4251,240.2322,404.4251
