Cer_NP,[M-H]-,[M-H2O-H]-,[M-2H2O-H]-,[FAA+C3H5O-H]-,[FAA+C2H5O-H]-,[FAA+C2H5O-H]-,[FAA+C2H3-H]-,[Sph-CH9NO-H]-,[FA+O-H]-,[Sph-C2H9NO-H]-,[FAA-H]-,[Sph-C3H11NO2-H]-
Cer_NP(t20:2/19:2)-H,616.53105,598.52045,580.50985,348.29025,336.29025,336.29025,318.27965,291.23245,293.24915,279.23245,292.26455,249.22185
Cer_NP(t20:2/19:3)-H,614.51535,596.50485,578.49425,346.27465,334.27465,334.27465,316.26405,291.23245,291.23355,279.23245,290.24895,249.22185
Cer_NP(t20:2/19:4)-H,612.49975,594.48915,576.47855,344.25895,332.25895,332.25895,314.24845,291.23245,289.21785,279.23245,288.23325,249.22185
Cer_NP(t20:2/20:0)-H,634.57805,616.56745,598.55685,366.33725,354.33725,354.33725,336.32665,291.23245,311.29615,279.23245,310.31155,249.22185
Cer_NP(t20:2/20:1)-H,632.56235,614.55175,596.54115,364.32155,352.32155,352.32155,334.31105,291.23245,309.28045,279.23245,308.29585,249.22185
Cer_NP(t20:2/20:2)-H,630.54665,612.53615,594.52555,362.30595,350.30595,350.30595,332.29535,291.23245,307.26485,279.23245,306.28025,249.22185
Cer_NP(t20:2/20:3)-H,628.53105,610.52045,592.50985,360.29025,348.29025,348.29025,330.27965,291.23245,305.24915,279.23245,304.26455,249.22185
Cer_NP(t20:2/20:4)-H,626.51535,608.50485,590.49425,358.27465,346.27465,346.27465,328.26405,291.23245,303.23355,279.23245,302.24895,249.22185
Cer_NP(t20:2/21:0)-H,648.59365,630.58305,612.57255,380.35285,368.35285,368.35285,350.34225,291.23245,325.31175,279.23245,324.32715,249.22185
Cer_NP(t20:2/21:1)-H,646.57805,628.56745,610.55685,378.33725,366.33725,366.33725,348.32665,291.23245,323.29615,279.23245,322.31155,249.22185
Cer_NP(t20:2/21:2)-H,644.56235,626.55175,608.54115,376.32155,364.32155,364.32155,346.31105,291.23245,321.28045,279.23245,320.29585,249.22185
Cer_NP(t20:2/21:3)-H,642.54665,624.53615,606.52555,374.30595,362.30595,362.30595,344.29535,291.23245,319.26485,279.23245,318.28025,249.22185
Cer_NP(t20:2/21:4)-H,640.53105,622.52045,604.50985,372.29025,360.29025,360.29025,342.27965,291.23245,317.24915,279.23245,316.26455,249.22185
Cer_NP(t20:2/22:0)-H,662.60935,644.59865,626.58815,394.36855,382.36855,382.36855,364.35795,291.23245,339.32745,279.23245,338.34285,249.22185
Cer_NP(t20:2/22:1)-H,660.59365,642.58305,624.57255,392.35285,380.35285,380.35285,362.34225,291.23245,337.31175,279.23245,336.32715,249.22185
Cer_NP(t20:2/22:2)-H,658.57805,640.56745,622.55685,390.33725,378.33725,378.33725,360.32665,291.23245,335.29615,279.23245,334.31155,249.22185
Cer_NP(t20:2/22:3)-H,656.56235,638.55175,620.54115,388.32155,376.32155,376.32155,358.31105,291.23245,333.28045,279.23245,332.29585,249.22185
Cer_NP(t20:2/22:4)-H,654.54665,636.53615,618.52555,386.30595,374.30595,374.30595,356.29535,291.23245,331.26485,279.23245,330.28025,249.22185
Cer_NP(t20:2/23:0)-H,676.62495,658.61435,640.60385,408.38415,396.38415,396.38415,378.37355,291.23245,353.34305,279.23245,352.35845,249.22185
Cer_NP(t20:2/23:1)-H,674.60935,656.59865,638.58815,406.36855,394.36855,394.36855,376.35795,291.23245,351.32745,279.23245,350.34285,249.22185
Cer_NP(t20:2/23:2)-H,672.59365,654.58305,636.57255,404.35285,392.35285,392.35285,374.34225,291.23245,349.31175,279.23245,348.32715,249.22185
Cer_NP(t20:2/23:3)-H,670.57805,652.56745,634.55685,402.33725,390.33725,390.33725,372.32665,291.23245,347.29615,279.23245,346.31155,249.22185
Cer_NP(t20:2/23:4)-H,668.56235,650.55175,632.54115,400.32155,388.32155,388.32155,370.31105,291.23245,345.28045,279.23245,344.29585,249.22185
Cer_NP(t20:2/24:0)-H,690.64055,672.63005,654.61945,422.39985,410.39985,410.39985,392.38925,291.23245,367.35875,279.23245,366.37415,249.22185
Cer_NP(t20:2/24:1)-H,688.62495,670.61435,652.60385,420.38415,408.38415,408.38415,390.37355,291.23245,365.34305,279.23245,364.35845,249.22185
Cer_NP(t20:2/24:2)-H,686.60935,668.59865,650.58815,418.36855,406.36855,406.36855,388.35795,291.23245,363.32745,279.23245,362.34285,249.22185
Cer_NP(t20:2/24:3)-H,684.59365,666.58305,648.57255,416.35285,404.35285,404.35285,386.34225,291.23245,361.31175,279.23245,360.32715,249.22185
Cer_NP(t20:2/24:4)-H,682.57805,664.56745,646.55685,414.33725,402.33725,402.33725,384.32665,291.23245,359.29615,279.23245,358.31155,249.22185
Cer_NP(t20:2/25:0)-H,704.65625,686.64565,668.63505,436.41545,424.41545,424.41545,406.40495,291.23245,381.37435,279.23245,380.38985,249.22185
Cer_NP(t20:2/25:1)-H,702.64055,684.63005,666.61945,434.39985,422.39985,422.39985,404.38925,291.23245,379.35875,279.23245,378.37415,249.22185
Cer_NP(t20:2/25:2)-H,700.62495,682.61435,664.60385,432.38415,420.38415,420.38415,402.37355,291.23245,377.34305,279.23245,376.35845,249.22185
Cer_NP(t20:2/25:3)-H,698.60935,680.59865,662.58815,430.36855,418.36855,418.36855,400.35795,291.23245,375.32745,279.23245,374.34285,249.22185
Cer_NP(t20:2/25:4)-H,696.59365,678.58305,660.57255,428.35285,416.35285,416.35285,398.34225,291.23245,373.31175,279.23245,372.32715,249.22185
Cer_NP(t20:2/26:0)-H,718.67185,700.66135,682.65075,450.43115,438.43115,438.43115,420.42055,291.23245,395.39005,279.23245,394.40545,249.22185
Cer_NP(t20:2/26:1)-H,716.65625,698.64565,680.63505,448.41545,436.41545,436.41545,418.40495,291.23245,393.37435,279.23245,392.38985,249.22185
Cer_NP(t20:2/26:2)-H,714.64055,696.63005,678.61945,446.39985,434.39985,434.39985,416.38925,291.23245,391.35875,279.23245,390.37415,249.22185
Cer_NP(t20:2/26:3)-H,712.62495,694.61435,676.60385,444.38415,432.38415,432.38415,414.37355,291.23245,389.34305,279.23245,388.35845,249.22185
Cer_NP(t20:2/26:4)-H,710.60935,692.59865,674.58815,442.36855,430.36855,430.36855,412.35795,291.23245,387.32745,279.23245,386.34285,249.22185
Cer_NP(t20:2/27:0)-H,732.68755,714.67695,696.66635,464.44675,452.44675,452.44675,434.43615,291.23245,409.40565,279.23245,408.42105,249.22185
Cer_NP(t20:2/27:1)-H,730.67185,712.66135,694.65075,462.43115,450.43115,450.43115,432.42055,291.23245,407.39005,279.23245,406.40545,249.22185
Cer_NP(t20:2/27:2)-H,728.65625,710.64565,692.63505,460.41545,448.41545,448.41545,430.40495,291.23245,405.37435,279.23245,404.38985,249.22185
Cer_NP(t20:2/27:3)-H,726.64055,708.63005,690.61945,458.39985,446.39985,446.39985,428.38925,291.23245,403.35875,279.23245,402.37415,249.22185
Cer_NP(t20:2/27:4)-H,724.62495,706.61435,688.60385,456.38415,444.38415,444.38415,426.37355,291.23245,401.34305,279.23245,400.35845,249.22185
Cer_NP(t20:2/28:0)-H,746.70315,728.69265,710.68205,478.46245,466.46245,466.46245,448.45185,291.23245,423.42125,279.23245,422.43675,249.22185
Cer_NP(t20:2/28:1)-H,744.68755,726.67695,708.66635,476.44675,464.44675,464.44675,446.43615,291.23245,421.40565,279.23245,420.42105,249.22185
Cer_NP(t20:2/28:2)-H,742.67185,724.66135,706.65075,474.43115,462.43115,462.43115,444.42055,291.23245,419.39005,279.23245,418.40545,249.22185
Cer_NP(t20:2/28:3)-H,740.65625,722.64565,704.63505,472.41545,460.41545,460.41545,442.40495,291.23245,417.37435,279.23245,416.38985,249.22185
Cer_NP(t20:2/28:4)-H,738.64055,720.63005,702.61945,470.39985,458.39985,458.39985,440.38925,291.23245,415.35875,279.23245,414.37415,249.22185
Cer_NP(t20:2/29:0)-H,760.71885,742.70825,724.69765,492.47805,480.47805,480.47805,462.46745,291.23245,437.43695,279.23245,436.45235,249.22185
Cer_NP(t20:2/29:1)-H,758.70315,740.69265,722.68205,490.46245,478.46245,478.46245,460.45185,291.23245,435.42125,279.23245,434.43675,249.22185
Cer_NP(t20:2/29:2)-H,756.68755,738.67695,720.66635,488.44675,476.44675,476.44675,458.43615,291.23245,433.40565,279.23245,432.42105,249.22185
Cer_NP(t20:2/29:3)-H,754.67185,736.66135,718.65075,486.43115,474.43115,474.43115,456.42055,291.23245,431.39005,279.23245,430.40545,249.22185
Cer_NP(t20:2/29:4)-H,752.65625,734.64565,716.63505,484.41545,472.41545,472.41545,454.40495,291.23245,429.37435,279.23245,428.38985,249.22185
Cer_NP(t20:2/30:0)-H,774.73445,756.72395,738.71335,506.49375,494.49375,494.49375,476.48315,291.23245,451.45265,279.23245,450.46805,249.22185
Cer_NP(t20:2/30:1)-H,772.71885,754.70825,736.69765,504.47805,492.47805,492.47805,474.46745,291.23245,449.43695,279.23245,448.45235,249.22185
Cer_NP(t20:2/30:2)-H,770.70315,752.69265,734.68205,502.46245,490.46245,490.46245,472.45185,291.23245,447.42125,279.23245,446.43675,249.22185
Cer_NP(t20:2/30:3)-H,768.68755,750.67695,732.66635,500.44675,488.44675,488.44675,470.43615,291.23245,445.40565,279.23245,444.42105,249.22185
Cer_NP(t20:2/30:4)-H,766.67185,748.66135,730.65075,498.43115,486.43115,486.43115,468.42055,291.23245,443.39005,279.23245,442.40545,249.22185
Cer_NP(t20:2/31:0)-H,788.75015,770.73955,752.72905,520.50945,508.50935,508.50935,490.49885,291.23245,465.46825,279.23245,464.48375,249.22185
Cer_NP(t20:2/31:1)-H,786.73445,768.72395,750.71335,518.49375,506.49375,506.49375,488.48315,291.23245,463.45265,279.23245,462.46805,249.22185
Cer_NP(t20:2/31:2)-H,784.71885,766.70825,748.69765,516.47805,504.47805,504.47805,486.46745,291.23245,461.43695,279.23245,460.45235,249.22185
Cer_NP(t20:2/31:3)-H,782.70315,764.69265,746.68205,514.46245,502.46245,502.46245,484.45185,291.23245,459.42125,279.23245,458.43675,249.22185
Cer_NP(t20:2/31:4)-H,780.68755,762.67695,744.66635,512.44675,500.44675,500.44675,482.43615,291.23245,457.40565,279.23245,456.42105,249.22185
Cer_NP(t20:2/32:0)-H,802.76585,784.75525,766.74465,534.52505,522.52505,522.52505,504.51445,291.23245,479.48395,279.23245,478.49935,249.22185
Cer_NP(t20:2/32:1)-H,800.75015,782.73955,764.72905,532.50945,520.50945,520.50945,502.49885,291.23245,477.46825,279.23245,476.48375,249.22185
Cer_NP(t20:2/32:2)-H,798.73445,780.72395,762.71335,530.49375,518.49375,518.49375,500.48315,291.23245,475.45265,279.23245,474.46805,249.22185
Cer_NP(t20:2/32:3)-H,796.71885,778.70825,760.69765,528.47805,516.47805,516.47805,498.46745,291.23245,473.43695,279.23245,472.45235,249.22185
Cer_NP(t20:2/32:4)-H,794.70315,776.69265,758.68205,526.46245,514.46245,514.46245,496.45185,291.23245,471.42125,279.23245,470.43675,249.22185
Cer_NP(t20:2/33:0)-H,816.78145,798.77085,780.76035,548.54065,536.54065,536.54065,518.53005,291.23245,493.49955,279.23245,492.51495,249.22185
Cer_NP(t20:2/33:1)-H,814.76585,796.75525,778.74465,546.52505,534.52505,534.52505,516.51445,291.23245,491.48395,279.23245,490.49935,249.22185
Cer_NP(t20:2/33:2)-H,812.75015,794.73955,776.72905,544.50945,532.50945,532.50945,514.49875,291.23245,489.46825,279.23245,488.48375,249.22185
Cer_NP(t20:2/33:3)-H,810.73445,792.72395,774.71335,542.49375,530.49375,530.49375,512.48315,291.23245,487.45265,279.23245,486.46805,249.22185
Cer_NP(t20:2/33:4)-H,808.71885,790.70825,772.69765,540.47805,528.47805,528.47805,510.46745,291.23245,485.43695,279.23245,484.45235,249.22185
Cer_NP(t20:2/34:0)-H,830.79715,812.78645,794.77595,562.55635,550.55635,550.55635,532.54575,291.23245,507.51515,279.23245,506.53065,249.22185
Cer_NP(t20:2/34:1)-H,828.78145,810.77085,792.76035,560.54065,548.54065,548.54065,530.53005,291.23245,505.49955,279.23245,504.51495,249.22185
Cer_NP(t20:2/34:2)-H,826.76585,808.75525,790.74465,558.52505,546.52505,546.52505,528.51445,291.23245,503.48395,279.23245,502.49935,249.22185
Cer_NP(t20:2/34:3)-H,824.75015,806.73955,788.72905,556.50945,544.50945,544.50945,526.49875,291.23245,501.46825,279.23245,500.48375,249.22185
Cer_NP(t20:2/34:4)-H,822.73445,804.72395,786.71335,554.49375,542.49375,542.49375,524.48315,291.23245,499.45265,279.23245,498.46805,249.22185
Cer_NP(t20:2/35:0)-H,844.81275,826.80215,808.79165,576.57195,564.57195,564.57195,546.56145,291.23245,521.53085,279.23245,520.54625,249.22185
Cer_NP(t20:2/35:1)-H,842.79715,824.78645,806.77595,574.55635,562.55635,562.55635,544.54575,291.23245,519.51515,279.23245,518.53065,249.22185
Cer_NP(t20:2/35:2)-H,840.78145,822.77085,804.76035,572.54065,560.54065,560.54065,542.53005,291.23245,517.49955,279.23245,516.51505,249.22185
Cer_NP(t20:2/35:3)-H,838.76585,820.75525,802.74465,570.52505,558.52505,558.52505,540.51445,291.23245,515.48385,279.23245,514.49935,249.22185
Cer_NP(t20:2/35:4)-H,836.75015,818.73955,800.72905,568.50945,556.50945,556.50945,538.49875,291.23245,513.46825,279.23245,512.48375,249.22185
Cer_NP(t20:2/36:0)-H,858.82835,840.81785,822.80725,590.58765,578.58765,578.58765,560.57705,291.23245,535.54655,279.23245,534.56195,249.22185
Cer_NP(t20:2/36:1)-H,856.81275,838.80215,820.79165,588.57195,576.57195,576.57195,558.56145,291.23245,533.53085,279.23245,532.54625,249.22185
Cer_NP(t20:2/36:2)-H,854.79715,836.78645,818.77595,586.55635,574.55635,574.55635,556.54575,291.23245,531.51515,279.23245,530.53065,249.22185
Cer_NP(t20:2/36:3)-H,852.78145,834.77085,816.76035,584.54065,572.54065,572.54065,554.53005,291.23245,529.49955,279.23245,528.51505,249.22185
Cer_NP(t20:2/36:4)-H,850.76585,832.75525,814.74465,582.52505,570.52505,570.52505,552.51445,291.23245,527.48385,279.23245,526.49935,249.22185
Cer_NP(t21:2/14:0)-H,564.49975,546.48915,528.47855,282.24335,270.24335,270.24335,252.23275,305.24805,227.20225,293.24805,226.21765,263.23745
Cer_NP(t21:2/14:1)-H,562.48405,544.47355,526.46295,280.22765,268.22765,268.22765,250.21715,305.24805,225.18655,293.24805,224.20195,263.23745
Cer_NP(t21:2/14:2)-H,560.46845,542.45785,524.44735,278.21205,266.21205,266.21205,248.20145,305.24805,223.17095,293.24805,222.18635,263.23745
Cer_NP(t21:2/14:3)-H,558.45285,540.44225,522.43165,276.19635,264.19635,264.19635,246.18585,305.24805,221.15525,293.24805,220.17065,263.23745
Cer_NP(t21:2/15:0)-H,578.51535,560.50485,542.49425,296.25895,284.25895,284.25895,266.24845,305.24805,241.21785,293.24805,240.23325,263.23745
Cer_NP(t21:2/15:1)-H,576.49975,558.48915,540.47855,294.24335,282.24335,282.24335,264.23275,305.24805,239.20225,293.24805,238.21765,263.23745
Cer_NP(t21:2/15:2)-H,574.48405,556.47355,538.46295,292.22765,280.22765,280.22765,262.21715,305.24805,237.18655,293.24805,236.20195,263.23745
Cer_NP(t21:2/15:3)-H,572.46845,554.45785,536.44735,290.21205,278.21205,278.21205,260.20145,305.24805,235.17095,293.24805,234.18635,263.23745
Cer_NP(t21:2/16:0)-H,592.53105,574.52045,556.50985,310.27465,298.27465,298.27465,280.26405,305.24805,255.23355,293.24805,254.24895,263.23745
Cer_NP(t21:2/16:1)-H,590.51535,572.50485,554.49425,308.25895,296.25895,296.25895,278.24845,305.24805,253.21785,293.24805,252.23325,263.23745
Cer_NP(t21:2/16:2)-H,588.49975,570.48915,552.47855,306.24335,294.24335,294.24335,276.23275,305.24805,251.20225,293.24805,250.21765,263.23745
Cer_NP(t21:2/16:3)-H,586.48405,568.47355,550.46295,304.22765,292.22765,292.22765,274.21715,305.24805,249.18655,293.24805,248.20195,263.23745
Cer_NP(t21:2/16:4)-H,584.46845,566.45785,548.44735,302.21205,290.21205,290.21205,272.20145,305.24805,247.17095,293.24805,246.18635,263.23745
Cer_NP(t21:2/17:0)-H,606.54665,588.53615,570.52555,324.29025,312.29025,312.29025,294.27965,305.24805,269.24915,293.24805,268.26455,263.23745
Cer_NP(t21:2/17:1)-H,604.53105,586.52045,568.50985,322.27465,310.27465,310.27465,292.26405,305.24805,267.23355,293.24805,266.24895,263.23745
Cer_NP(t21:2/17:2)-H,602.51535,584.50485,566.49425,320.25895,308.25895,308.25895,290.24845,305.24805,265.21785,293.24805,264.23325,263.23745
Cer_NP(t21:2/17:3)-H,600.49975,582.48915,564.47855,318.24335,306.24335,306.24335,288.23275,305.24805,263.20225,293.24805,262.21765,263.23745
Cer_NP(t21:2/18:0)-H,620.56235,602.55175,584.54115,338.30595,326.30595,326.30595,308.29535,305.24805,283.26485,293.24805,282.28025,263.23745
Cer_NP(t21:2/18:1)-H,618.54665,600.53615,582.52555,336.29025,324.29025,324.29025,306.27965,305.24805,281.24915,293.24805,280.26455,263.23745
Cer_NP(t21:2/18:2)-H,616.53105,598.52045,580.50985,334.27465,322.27465,322.27465,304.26405,305.24805,279.23355,293.24805,278.24895,263.23745
Cer_NP(t21:2/18:3)-H,614.51535,596.50485,578.49425,332.25895,320.25895,320.25895,302.24845,305.24805,277.21785,293.24805,276.23325,263.23745
Cer_NP(t21:2/18:4)-H,612.49975,594.48915,576.47855,330.24335,318.24335,318.24335,300.23275,305.24805,275.20225,293.24805,274.21765,263.23745
Cer_NP(t21:2/19:0)-H,634.57805,616.56745,598.55685,352.32155,340.32155,340.32155,322.31105,305.24805,297.28045,293.24805,296.29585,263.23745
Cer_NP(t21:2/19:1)-H,632.56235,614.55175,596.54115,350.30595,338.30595,338.30595,320.29535,305.24805,295.26485,293.24805,294.28025,263.23745
Cer_NP(t21:2/19:2)-H,630.54665,612.53615,594.52555,348.29025,336.29025,336.29025,318.27965,305.24805,293.24915,293.24805,292.26455,263.23745
Cer_NP(t21:2/19:3)-H,628.53105,610.52045,592.50985,346.27465,334.27465,334.27465,316.26405,305.24805,291.23355,293.24805,290.24895,263.23745
Cer_NP(t21:2/19:4)-H,626.51535,608.50485,590.49425,344.25895,332.25895,332.25895,314.24845,305.24805,289.21785,293.24805,288.23325,263.23745
Cer_NP(t21:2/20:0)-H,648.59365,630.58305,612.57255,366.33725,354.33725,354.33725,336.32665,305.24805,311.29615,293.24805,310.31155,263.23745
Cer_NP(t21:2/20:1)-H,646.57805,628.56745,610.55685,364.32155,352.32155,352.32155,334.31105,305.24805,309.28045,293.24805,308.29585,263.23745
Cer_NP(t21:2/20:2)-H,644.56235,626.55175,608.54115,362.30595,350.30595,350.30595,332.29535,305.24805,307.26485,293.24805,306.28025,263.23745
Cer_NP(t21:2/20:3)-H,642.54665,624.53615,606.52555,360.29025,348.29025,348.29025,330.27965,305.24805,305.24915,293.24805,304.26455,263.23745
Cer_NP(t21:2/20:4)-H,640.53105,622.52045,604.50985,358.27465,346.27465,346.27465,328.26405,305.24805,303.23355,293.24805,302.24895,263.23745
Cer_NP(t21:2/21:0)-H,662.60935,644.59865,626.58815,380.35285,368.35285,368.35285,350.34225,305.24805,325.31175,293.24805,324.32715,263.23745
Cer_NP(t21:2/21:1)-H,660.59365,642.58305,624.57255,378.33725,366.33725,366.33725,348.32665,305.24805,323.29615,293.24805,322.31155,263.23745
Cer_NP(t21:2/21:2)-H,658.57805,640.56745,622.55685,376.32155,364.32155,364.32155,346.31105,305.24805,321.28045,293.24805,320.29585,263.23745
Cer_NP(t21:2/21:3)-H,656.56235,638.55175,620.54115,374.30595,362.30595,362.30595,344.29535,305.24805,319.26485,293.24805,318.28025,263.23745
Cer_NP(t21:2/21:4)-H,654.54665,636.53615,618.52555,372.29025,360.29025,360.29025,342.27965,305.24805,317.24915,293.24805,316.26455,263.23745
Cer_NP(t21:2/22:0)-H,676.62495,658.61435,640.60385,394.36855,382.36855,382.36855,364.35795,305.24805,339.32745,293.24805,338.34285,263.23745
Cer_NP(t21:2/22:1)-H,674.60935,656.59865,638.58815,392.35285,380.35285,380.35285,362.34225,305.24805,337.31175,293.24805,336.32715,263.23745
Cer_NP(t21:2/22:2)-H,672.59365,654.58305,636.57255,390.33725,378.33725,378.33725,360.32665,305.24805,335.29615,293.24805,334.31155,263.23745
Cer_NP(t21:2/22:3)-H,670.57805,652.56745,634.55685,388.32155,376.32155,376.32155,358.31105,305.24805,333.28045,293.24805,332.29585,263.23745
Cer_NP(t21:2/22:4)-H,668.56235,650.55175,632.54115,386.30595,374.30595,374.30595,356.29535,305.24805,331.26485,293.24805,330.28025,263.23745
Cer_NP(t21:2/23:0)-H,690.64055,672.63005,654.61945,408.38415,396.38415,396.38415,378.37355,305.24805,353.34305,293.24805,352.35845,263.23745
Cer_NP(t21:2/23:1)-H,688.62495,670.61435,652.60385,406.36855,394.36855,394.36855,376.35795,305.24805,351.32745,293.24805,350.34285,263.23745
Cer_NP(t21:2/23:2)-H,686.60935,668.59865,650.58815,404.35285,392.35285,392.35285,374.34225,305.24805,349.31175,293.24805,348.32715,263.23745
Cer_NP(t21:2/23:3)-H,684.59365,666.58305,648.57255,402.33725,390.33725,390.33725,372.32665,305.24805,347.29615,293.24805,346.31155,263.23745
Cer_NP(t21:2/23:4)-H,682.57805,664.56745,646.55685,400.32155,388.32155,388.32155,370.31105,305.24805,345.28045,293.24805,344.29585,263.23745
Cer_NP(t21:2/24:0)-H,704.65625,686.64565,668.63505,422.39985,410.39985,410.39985,392.38925,305.24805,367.35875,293.24805,366.37415,263.23745
Cer_NP(t21:2/24:1)-H,702.64055,684.63005,666.61945,420.38415,408.38415,408.38415,390.37355,305.24805,365.34305,293.24805,364.35845,263.23745
Cer_NP(t21:2/24:2)-H,700.62495,682.61435,664.60385,418.36855,406.36855,406.36855,388.35795,305.24805,363.32745,293.24805,362.34285,263.23745
Cer_NP(t21:2/24:3)-H,698.60935,680.59865,662.58815,416.35285,404.35285,404.35285,386.34225,305.24805,361.31175,293.24805,360.32715,263.23745
Cer_NP(t21:2/24:4)-H,696.59365,678.58305,660.57255,414.33725,402.33725,402.33725,384.32665,305.24805,359.29615,293.24805,358.31155,263.23745
Cer_NP(t21:2/25:0)-H,718.67185,700.66135,682.65075,436.41545,424.41545,424.41545,406.40495,305.24805,381.37435,293.24805,380.38985,263.23745
Cer_NP(t21:2/25:1)-H,716.65625,698.64565,680.63505,434.39985,422.39985,422.39985,404.38925,305.24805,379.35875,293.24805,378.37415,263.23745
Cer_NP(t21:2/25:2)-H,714.64055,696.63005,678.61945,432.38415,420.38415,420.38415,402.37355,305.24805,377.34305,293.24805,376.35845,263.23745
Cer_NP(t21:2/25:3)-H,712.62495,694.61435,676.60385,430.36855,418.36855,418.36855,400.35795,305.24805,375.32745,293.24805,374.34285,263.23745
Cer_NP(t21:2/25:4)-H,710.60935,692.59865,674.58815,428.35285,416.35285,416.35285,398.34225,305.24805,373.31175,293.24805,372.32715,263.23745
