Cer_NP,[M-H]-,[M-H2O-H]-,[M-2H2O-H]-,[FAA+C3H5O-H]-,[FAA+C2H5O-H]-,[FAA+C2H5O-H]-,[FAA+C2H3-H]-,[Sph-CH9NO-H]-,[FA+O-H]-,[Sph-C2H9NO-H]-,[FAA-H]-,[Sph-C3H11NO2-H]-
Cer_NP(t17:0/25:4)-H,658.57805,640.56745,622.55685,428.35285,416.35285,416.35285,398.34225,253.21675,373.31175,241.21675,372.32715,211.20615
Cer_NP(t17:0/26:0)-H,680.65625,662.64565,644.63505,450.43115,438.43115,438.43115,420.42055,253.21675,395.39005,241.21675,394.40545,211.20615
Cer_NP(t17:0/26:1)-H,678.64055,660.63005,642.61945,448.41545,436.41545,436.41545,418.40495,253.21675,393.37435,241.21675,392.38985,211.20615
Cer_NP(t17:0/26:2)-H,676.62495,658.61435,640.60385,446.39985,434.39985,434.39985,416.38925,253.21675,391.35875,241.21675,390.37415,211.20615
Cer_NP(t17:0/26:3)-H,674.60935,656.59865,638.58815,444.38415,432.38415,432.38415,414.37355,253.21675,389.34305,241.21675,388.35845,211.20615
Cer_NP(t17:0/26:4)-H,672.59365,654.58305,636.57255,442.36855,430.36855,430.36855,412.35795,253.21675,387.32745,241.21675,386.34285,211.20615
Cer_NP(t17:0/27:0)-H,694.67185,676.66135,658.65075,464.44675,452.44675,452.44675,434.43615,253.21675,409.40565,241.21675,408.42105,211.20615
Cer_NP(t17:0/27:1)-H,692.65625,674.64565,656.63505,462.43115,450.43115,450.43115,432.42055,253.21675,407.39005,241.21675,406.40545,211.20615
Cer_NP(t17:0/27:2)-H,690.64055,672.63005,654.61945,460.41545,448.41545,448.41545,430.40495,253.21675,405.37435,241.21675,404.38985,211.20615
Cer_NP(t17:0/27:3)-H,688.62495,670.61435,652.60385,458.39985,446.39985,446.39985,428.38925,253.21675,403.35875,241.21675,402.37415,211.20615
Cer_NP(t17:0/27:4)-H,686.60935,668.59865,650.58815,456.38415,444.38415,444.38415,426.37355,253.21675,401.34305,241.21675,400.35845,211.20615
Cer_NP(t17:0/28:0)-H,708.68755,690.67695,672.66635,478.46245,466.46245,466.46245,448.45185,253.21675,423.42125,241.21675,422.43675,211.20615
Cer_NP(t17:0/28:1)-H,706.67185,688.66135,670.65075,476.44675,464.44675,464.44675,446.43615,253.21675,421.40565,241.21675,420.42105,211.20615
Cer_NP(t17:0/28:2)-H,704.65625,686.64565,668.63505,474.43115,462.43115,462.43115,444.42055,253.21675,419.39005,241.21675,418.40545,211.20615
Cer_NP(t17:0/28:3)-H,702.64055,684.63005,666.61945,472.41545,460.41545,460.41545,442.40495,253.21675,417.37435,241.21675,416.38985,211.20615
Cer_NP(t17:0/28:4)-H,700.62495,682.61435,664.60385,470.39985,458.39985,458.39985,440.38925,253.21675,415.35875,241.21675,414.37415,211.20615
Cer_NP(t17:0/29:0)-H,722.70315,704.69265,686.68205,492.47805,480.47805,480.47805,462.46745,253.21675,437.43695,241.21675,436.45235,211.20615
Cer_NP(t17:0/29:1)-H,720.68755,702.67695,684.66635,490.46245,478.46245,478.46245,460.45185,253.21675,435.42125,241.21675,434.43675,211.20615
Cer_NP(t17:0/29:2)-H,718.67185,700.66135,682.65075,488.44675,476.44675,476.44675,458.43615,253.21675,433.40565,241.21675,432.42105,211.20615
Cer_NP(t17:0/29:3)-H,716.65625,698.64565,680.63505,486.43115,474.43115,474.43115,456.42055,253.21675,431.39005,241.21675,430.40545,211.20615
Cer_NP(t17:0/29:4)-H,714.64055,696.63005,678.61945,484.41545,472.41545,472.41545,454.40495,253.21675,429.37435,241.21675,428.38985,211.20615
Cer_NP(t17:0/30:0)-H,736.71885,718.70825,700.69765,506.49375,494.49375,494.49375,476.48315,253.21675,451.45265,241.21675,450.46805,211.20615
Cer_NP(t17:0/30:1)-H,734.70315,716.69265,698.68205,504.47805,492.47805,492.47805,474.46745,253.21675,449.43695,241.21675,448.45235,211.20615
Cer_NP(t17:0/30:2)-H,732.68755,714.67695,696.66635,502.46245,490.46245,490.46245,472.45185,253.21675,447.42125,241.21675,446.43675,211.20615
Cer_NP(t17:0/30:3)-H,730.67185,712.66135,694.65075,500.44675,488.44675,488.44675,470.43615,253.21675,445.40565,241.21675,444.42105,211.20615
Cer_NP(t17:0/30:4)-H,728.65625,710.64565,692.63505,498.43115,486.43115,486.43115,468.42055,253.21675,443.39005,241.21675,442.40545,211.20615
Cer_NP(t17:0/31:0)-H,750.73445,732.72395,714.71335,520.50945,508.50935,508.50935,490.49885,253.21675,465.46825,241.21675,464.48375,211.20615
Cer_NP(t17:0/31:1)-H,748.71885,730.70825,712.69765,518.49375,506.49375,506.49375,488.48315,253.21675,463.45265,241.21675,462.46805,211.20615
Cer_NP(t17:0/31:2)-H,746.70315,728.69265,710.68205,516.47805,504.47805,504.47805,486.46745,253.21675,461.43695,241.21675,460.45235,211.20615
Cer_NP(t17:0/31:3)-H,744.68755,726.67695,708.66635,514.46245,502.46245,502.46245,484.45185,253.21675,459.42125,241.21675,458.43675,211.20615
Cer_NP(t17:0/31:4)-H,742.67185,724.66135,706.65075,512.44675,500.44675,500.44675,482.43615,253.21675,457.40565,241.21675,456.42105,211.20615
Cer_NP(t17:0/32:0)-H,764.75015,746.73955,728.72905,534.52505,522.52505,522.52505,504.51445,253.21675,479.48395,241.21675,478.49935,211.20615
Cer_NP(t17:0/32:1)-H,762.73445,744.72395,726.71335,532.50945,520.50945,520.50945,502.49885,253.21675,477.46825,241.21675,476.48375,211.20615
Cer_NP(t17:0/32:2)-H,760.71885,742.70825,724.69765,530.49375,518.49375,518.49375,500.48315,253.21675,475.45265,241.21675,474.46805,211.20615
Cer_NP(t17:0/32:3)-H,758.70315,740.69265,722.68205,528.47805,516.47805,516.47805,498.46745,253.21675,473.43695,241.21675,472.45235,211.20615
Cer_NP(t17:0/32:4)-H,756.68755,738.67695,720.66635,526.46245,514.46245,514.46245,496.45185,253.21675,471.42125,241.21675,470.43675,211.20615
Cer_NP(t17:0/33:0)-H,778.76585,760.75525,742.74465,548.54065,536.54065,536.54065,518.53005,253.21675,493.49955,241.21675,492.51495,211.20615
Cer_NP(t17:0/33:1)-H,776.75015,758.73955,740.72905,546.52505,534.52505,534.52505,516.51445,253.21675,491.48395,241.21675,490.49935,211.20615
Cer_NP(t17:0/33:2)-H,774.73445,756.72395,738.71335,544.50945,532.50945,532.50945,514.49875,253.21675,489.46825,241.21675,488.48375,211.20615
Cer_NP(t17:0/33:3)-H,772.71885,754.70825,736.69765,542.49375,530.49375,530.49375,512.48315,253.21675,487.45265,241.21675,486.46805,211.20615
Cer_NP(t17:0/33:4)-H,770.70315,752.69265,734.68205,540.47805,528.47805,528.47805,510.46745,253.21675,485.43695,241.21675,484.45235,211.20615
Cer_NP(t17:0/34:0)-H,792.78145,774.77085,756.76035,562.55635,550.55635,550.55635,532.54575,253.21675,507.51515,241.21675,506.53065,211.20615
Cer_NP(t17:0/34:1)-H,790.76585,772.75525,754.74465,560.54065,548.54065,548.54065,530.53005,253.21675,505.49955,241.21675,504.51495,211.20615
Cer_NP(t17:0/34:2)-H,788.75015,770.73955,752.72905,558.52505,546.52505,546.52505,528.51445,253.21675,503.48395,241.21675,502.49935,211.20615
Cer_NP(t17:0/34:3)-H,786.73445,768.72395,750.71335,556.50945,544.50945,544.50945,526.49875,253.21675,501.46825,241.21675,500.48375,211.20615
Cer_NP(t17:0/34:4)-H,784.71885,766.70825,748.69765,554.49375,542.49375,542.49375,524.48315,253.21675,499.45265,241.21675,498.46805,211.20615
Cer_NP(t17:0/35:0)-H,806.79715,788.78645,770.77595,576.57195,564.57195,564.57195,546.56145,253.21675,521.53085,241.21675,520.54625,211.20615
Cer_NP(t17:0/35:1)-H,804.78145,786.77085,768.76035,574.55635,562.55635,562.55635,544.54575,253.21675,519.51515,241.21675,518.53065,211.20615
Cer_NP(t17:0/35:2)-H,802.76585,784.75525,766.74465,572.54065,560.54065,560.54065,542.53005,253.21675,517.49955,241.21675,516.51505,211.20615
Cer_NP(t17:0/35:3)-H,800.75015,782.73955,764.72905,570.52505,558.52505,558.52505,540.51445,253.21675,515.48385,241.21675,514.49935,211.20615
Cer_NP(t17:0/35:4)-H,798.73445,780.72395,762.71335,568.50945,556.50945,556.50945,538.49875,253.21675,513.46825,241.21675,512.48375,211.20615
Cer_NP(t17:0/36:0)-H,820.81275,802.80215,784.79165,590.58765,578.58765,578.58765,560.57705,253.21675,535.54655,241.21675,534.56195,211.20615
Cer_NP(t17:0/36:1)-H,818.79715,800.78645,782.77595,588.57195,576.57195,576.57195,558.56145,253.21675,533.53085,241.21675,532.54625,211.20615
Cer_NP(t17:0/36:2)-H,816.78145,798.77085,780.76035,586.55635,574.55635,574.55635,556.54575,253.21675,531.51515,241.21675,530.53065,211.20615
Cer_NP(t17:0/36:3)-H,814.76585,796.75525,778.74465,584.54065,572.54065,572.54065,554.53005,253.21675,529.49955,241.21675,528.51505,211.20615
Cer_NP(t17:0/36:4)-H,812.75015,794.73955,776.72905,582.52505,570.52505,570.52505,552.51445,253.21675,527.48385,241.21675,526.49935,211.20615
Cer_NP(t18:0/14:0)-H,526.48405,508.47355,490.46295,282.24335,270.24335,270.24335,252.23275,267.23245,227.20225,255.23245,226.21765,225.22185
Cer_NP(t18:0/14:1)-H,524.46845,506.45785,488.44725,280.22765,268.22765,268.22765,250.21715,267.23245,225.18655,255.23245,224.20195,225.22185
Cer_NP(t18:0/14:2)-H,522.45285,504.44225,486.43165,278.21205,266.21205,266.21205,248.20145,267.23245,223.17095,255.23245,222.18635,225.22185
Cer_NP(t18:0/14:3)-H,520.43715,502.42655,484.41595,276.19635,264.19635,264.19635,246.18585,267.23245,221.15525,255.23245,220.17065,225.22185
Cer_NP(t18:0/15:0)-H,540.49975,522.48915,504.47865,296.25895,284.25895,284.25895,266.24845,267.23245,241.21785,255.23245,240.23325,225.22185
Cer_NP(t18:0/15:1)-H,538.48405,520.47355,502.46295,294.24335,282.24335,282.24335,264.23275,267.23245,239.20225,255.23245,238.21765,225.22185
Cer_NP(t18:0/15:2)-H,536.46845,518.45785,500.44725,292.22765,280.22765,280.22765,262.21715,267.23245,237.18655,255.23245,236.20195,225.22185
Cer_NP(t18:0/15:3)-H,534.45285,516.44225,498.43165,290.21205,278.21205,278.21205,260.20145,267.23245,235.17095,255.23245,234.18635,225.22185
Cer_NP(t18:0/16:0)-H,554.51535,536.50485,518.49425,310.27465,298.27465,298.27465,280.26405,267.23245,255.23355,255.23245,254.24895,225.22185
Cer_NP(t18:0/16:1)-H,552.49975,534.48915,516.47855,308.25895,296.25895,296.25895,278.24845,267.23245,253.21785,255.23245,252.23325,225.22185
Cer_NP(t18:0/16:2)-H,550.48405,532.47355,514.46295,306.24335,294.24335,294.24335,276.23275,267.23245,251.20225,255.23245,250.21765,225.22185
Cer_NP(t18:0/16:3)-H,548.46845,530.45785,512.44735,304.22765,292.22765,292.22765,274.21715,267.23245,249.18655,255.23245,248.20195,225.22185
Cer_NP(t18:0/16:4)-H,546.45285,528.44225,510.43165,302.21205,290.21205,290.21205,272.20145,267.23245,247.17095,255.23245,246.18635,225.22185
Cer_NP(t18:0/17:0)-H,568.53105,550.52045,532.50985,324.29025,312.29025,312.29025,294.27965,267.23245,269.24915,255.23245,268.26455,225.22185
Cer_NP(t18:0/17:1)-H,566.51535,548.50485,530.49425,322.27465,310.27465,310.27465,292.26405,267.23245,267.23355,255.23245,266.24895,225.22185
Cer_NP(t18:0/17:2)-H,564.49975,546.48915,528.47855,320.25895,308.25895,308.25895,290.24845,267.23245,265.21785,255.23245,264.23325,225.22185
Cer_NP(t18:0/17:3)-H,562.48405,544.47355,526.46295,318.24335,306.24335,306.24335,288.23275,267.23245,263.20225,255.23245,262.21765,225.22185
Cer_NP(t18:0/18:0)-H,582.54665,564.53615,546.52555,338.30595,326.30595,326.30595,308.29535,267.23245,283.26485,255.23245,282.28025,225.22185
Cer_NP(t18:0/18:1)-H,580.53105,562.52045,544.50985,336.29025,324.29025,324.29025,306.27965,267.23245,281.24915,255.23245,280.26455,225.22185
Cer_NP(t18:0/18:2)-H,578.51535,560.50485,542.49425,334.27465,322.27465,322.27465,304.26405,267.23245,279.23355,255.23245,278.24895,225.22185
Cer_NP(t18:0/18:3)-H,576.49975,558.48915,540.47855,332.25895,320.25895,320.25895,302.24845,267.23245,277.21785,255.23245,276.23325,225.22185
Cer_NP(t18:0/18:4)-H,574.48405,556.47355,538.46295,330.24335,318.24335,318.24335,300.23275,267.23245,275.20225,255.23245,274.21765,225.22185
Cer_NP(t18:0/19:0)-H,596.56235,578.55175,560.54115,352.32155,340.32155,340.32155,322.31105,267.23245,297.28045,255.23245,296.29585,225.22185
Cer_NP(t18:0/19:1)-H,594.54665,576.53615,558.52555,350.30595,338.30595,338.30595,320.29535,267.23245,295.26485,255.23245,294.28025,225.22185
Cer_NP(t18:0/19:2)-H,592.53105,574.52045,556.50985,348.29025,336.29025,336.29025,318.27965,267.23245,293.24915,255.23245,292.26455,225.22185
Cer_NP(t18:0/19:3)-H,590.51535,572.50485,554.49425,346.27465,334.27465,334.27465,316.26405,267.23245,291.23355,255.23245,290.24895,225.22185
Cer_NP(t18:0/19:4)-H,588.49975,570.48915,552.47855,344.25895,332.25895,332.25895,314.24845,267.23245,289.21785,255.23245,288.23325,225.22185
Cer_NP(t18:0/20:0)-H,610.57805,592.56745,574.55685,366.33725,354.33725,354.33725,336.32665,267.23245,311.29615,255.23245,310.31155,225.22185
Cer_NP(t18:0/20:1)-H,608.56235,590.55175,572.54115,364.32155,352.32155,352.32155,334.31105,267.23245,309.28045,255.23245,308.29585,225.22185
Cer_NP(t18:0/20:2)-H,606.54665,588.53615,570.52555,362.30595,350.30595,350.30595,332.29535,267.23245,307.26485,255.23245,306.28025,225.22185
Cer_NP(t18:0/20:3)-H,604.53105,586.52045,568.50985,360.29025,348.29025,348.29025,330.27965,267.23245,305.24915,255.23245,304.26455,225.22185
Cer_NP(t18:0/20:4)-H,602.51535,584.50485,566.49425,358.27465,346.27465,346.27465,328.26405,267.23245,303.23355,255.23245,302.24895,225.22185
Cer_NP(t18:0/21:0)-H,624.59365,606.58305,588.57255,380.35285,368.35285,368.35285,350.34225,267.23245,325.31175,255.23245,324.32715,225.22185
Cer_NP(t18:0/21:1)-H,622.57805,604.56745,586.55685,378.33725,366.33725,366.33725,348.32665,267.23245,323.29615,255.23245,322.31155,225.22185
Cer_NP(t18:0/21:2)-H,620.56235,602.55175,584.54115,376.32155,364.32155,364.32155,346.31105,267.23245,321.28045,255.23245,320.29585,225.22185
Cer_NP(t18:0/21:3)-H,618.54665,600.53615,582.52555,374.30595,362.30595,362.30595,344.29535,267.23245,319.26485,255.23245,318.28025,225.22185
Cer_NP(t18:0/21:4)-H,616.53105,598.52045,580.50985,372.29025,360.29025,360.29025,342.27965,267.23245,317.24915,255.23245,316.26455,225.22185
Cer_NP(t18:0/22:0)-H,638.60935,620.59865,602.58815,394.36855,382.36855,382.36855,364.35795,267.23245,339.32745,255.23245,338.34285,225.22185
Cer_NP(t18:0/22:1)-H,636.59365,618.58305,600.57255,392.35285,380.35285,380.35285,362.34225,267.23245,337.31175,255.23245,336.32715,225.22185
Cer_NP(t18:0/22:2)-H,634.57805,616.56745,598.55685,390.33725,378.33725,378.33725,360.32665,267.23245,335.29615,255.23245,334.31155,225.22185
Cer_NP(t18:0/22:3)-H,632.56235,614.55175,596.54115,388.32155,376.32155,376.32155,358.31105,267.23245,333.28045,255.23245,332.29585,225.22185
Cer_NP(t18:0/22:4)-H,630.54665,612.53615,594.52555,386.30595,374.30595,374.30595,356.29535,267.23245,331.26485,255.23245,330.28025,225.22185
Cer_NP(t18:0/23:0)-H,652.62495,634.61435,616.60385,408.38415,396.38415,396.38415,378.37355,267.23245,353.34305,255.23245,352.35845,225.22185
Cer_NP(t18:0/23:1)-H,650.60935,632.59865,614.58815,406.36855,394.36855,394.36855,376.35795,267.23245,351.32745,255.23245,350.34285,225.22185
Cer_NP(t18:0/23:2)-H,648.59365,630.58305,612.57255,404.35285,392.35285,392.35285,374.34225,267.23245,349.31175,255.23245,348.32715,225.22185
Cer_NP(t18:0/23:3)-H,646.57805,628.56745,610.55685,402.33725,390.33725,390.33725,372.32665,267.23245,347.29615,255.23245,346.31155,225.22185
Cer_NP(t18:0/23:4)-H,644.56235,626.55175,608.54115,400.32155,388.32155,388.32155,370.31105,267.23245,345.28045,255.23245,344.29585,225.22185
Cer_NP(t18:0/24:0)-H,666.64055,648.63005,630.61945,422.39985,410.39985,410.39985,392.38925,267.23245,367.35875,255.23245,366.37415,225.22185
Cer_NP(t18:0/24:1)-H,664.62495,646.61435,628.60385,420.38415,408.38415,408.38415,390.37355,267.23245,365.34305,255.23245,364.35845,225.22185
Cer_NP(t18:0/24:2)-H,662.60935,644.59865,626.58815,418.36855,406.36855,406.36855,388.35795,267.23245,363.32745,255.23245,362.34285,225.22185
Cer_NP(t18:0/24:3)-H,660.59365,642.58305,624.57255,416.35285,404.35285,404.35285,386.34225,267.23245,361.31175,255.23245,360.32715,225.22185
Cer_NP(t18:0/24:4)-H,658.57805,640.56745,622.55685,414.33725,402.33725,402.33725,384.32665,267.23245,359.29615,255.23245,358.31155,225.22185
Cer_NP(t18:0/25:0)-H,680.65625,662.64565,644.63505,436.41545,424.41545,424.41545,406.40495,267.23245,381.37435,255.23245,380.38985,225.22185
Cer_NP(t18:0/25:1)-H,678.64055,660.63005,642.61945,434.39985,422.39985,422.39985,404.38925,267.23245,379.35875,255.23245,378.37415,225.22185
Cer_NP(t18:0/25:2)-H,676.62495,658.61435,640.60385,432.38415,420.38415,420.38415,402.37355,267.23245,377.34305,255.23245,376.35845,225.22185
Cer_NP(t18:0/25:3)-H,674.60935,656.59865,638.58815,430.36855,418.36855,418.36855,400.35795,267.23245,375.32745,255.23245,374.34285,225.22185
Cer_NP(t18:0/25:4)-H,672.59365,654.58305,636.57255,428.35285,416.35285,416.35285,398.34225,267.23245,373.31175,255.23245,372.32715,225.22185
Cer_NP(t18:0/26:0)-H,694.67185,676.66135,658.65075,450.43115,438.43115,438.43115,420.42055,267.23245,395.39005,255.23245,394.40545,225.22185
Cer_NP(t18:0/26:1)-H,692.65625,674.64565,656.63505,448.41545,436.41545,436.41545,418.40495,267.23245,393.37435,255.23245,392.38985,225.22185
Cer_NP(t18:0/26:2)-H,690.64055,672.63005,654.61945,446.39985,434.39985,434.39985,416.38925,267.23245,391.35875,255.23245,390.37415,225.22185
Cer_NP(t18:0/26:3)-H,688.62495,670.61435,652.60385,444.38415,432.38415,432.38415,414.37355,267.23245,389.34305,255.23245,388.35845,225.22185
Cer_NP(t18:0/26:4)-H,686.60935,668.59865,650.58815,442.36855,430.36855,430.36855,412.35795,267.23245,387.32745,255.23245,386.34285,225.22185
Cer_NP(t18:0/27:0)-H,708.68755,690.67695,672.66635,464.44675,452.44675,452.44675,434.43615,267.23245,409.40565,255.23245,408.42105,225.22185
Cer_NP(t18:0/27:1)-H,706.67185,688.66135,670.65075,462.43115,450.43115,450.43115,432.42055,267.23245,407.39005,255.23245,406.40545,225.22185
Cer_NP(t18:0/27:2)-H,704.65625,686.64565,668.63505,460.41545,448.41545,448.41545,430.40495,267.23245,405.37435,255.23245,404.38985,225.22185
Cer_NP(t18:0/27:3)-H,702.64055,684.63005,666.61945,458.39985,446.39985,446.39985,428.38925,267.23245,403.35875,255.23245,402.37415,225.22185
Cer_NP(t18:0/27:4)-H,700.62495,682.61435,664.60385,456.38415,444.38415,444.38415,426.37355,267.23245,401.34305,255.23245,400.35845,225.22185
Cer_NP(t18:0/28:0)-H,722.70315,704.69265,686.68205,478.46245,466.46245,466.46245,448.45185,267.23245,423.42125,255.23245,422.43675,225.22185
Cer_NP(t18:0/28:1)-H,720.68755,702.67695,684.66635,476.44675,464.44675,464.44675,446.43615,267.23245,421.40565,255.23245,420.42105,225.22185
Cer_NP(t18:0/28:2)-H,718.67185,700.66135,682.65075,474.43115,462.43115,462.43115,444.42055,267.23245,419.39005,255.23245,418.40545,225.22185
Cer_NP(t18:0/28:3)-H,716.65625,698.64565,680.63505,472.41545,460.41545,460.41545,442.40495,267.23245,417.37435,255.23245,416.38985,225.22185
Cer_NP(t18:0/28:4)-H,714.64055,696.63005,678.61945,470.39985,458.39985,458.39985,440.38925,267.23245,415.35875,255.23245,414.37415,225.22185
Cer_NP(t18:0/29:0)-H,736.71885,718.70825,700.69765,492.47805,480.47805,480.47805,462.46745,267.23245,437.43695,255.23245,436.45235,225.22185
Cer_NP(t18:0/29:1)-H,734.70315,716.69265,698.68205,490.46245,478.46245,478.46245,460.45185,267.23245,435.42125,255.23245,434.43675,225.22185
Cer_NP(t18:0/29:2)-H,732.68755,714.67695,696.66635,488.44675,476.44675,476.44675,458.43615,267.23245,433.40565,255.23245,432.42105,225.22185
Cer_NP(t18:0/29:3)-H,730.67185,712.66135,694.65075,486.43115,474.43115,474.43115,456.42055,267.23245,431.39005,255.23245,430.40545,225.22185
Cer_NP(t18:0/29:4)-H,728.65625,710.64565,692.63505,484.41545,472.41545,472.41545,454.40495,267.23245,429.37435,255.23245,428.38985,225.22185
Cer_NP(t18:0/30:0)-H,750.73445,732.72395,714.71335,506.49375,494.49375,494.49375,476.48315,267.23245,451.45265,255.23245,450.46805,225.22185
Cer_NP(t18:0/30:1)-H,748.71885,730.70825,712.69765,504.47805,492.47805,492.47805,474.46745,267.23245,449.43695,255.23245,448.45235,225.22185
Cer_NP(t18:0/30:2)-H,746.70315,728.69265,710.68205,502.46245,490.46245,490.46245,472.45185,267.23245,447.42125,255.23245,446.43675,225.22185
Cer_NP(t18:0/30:3)-H,744.68755,726.67695,708.66635,500.44675,488.44675,488.44675,470.43615,267.23245,445.40565,255.23245,444.42105,225.22185
Cer_NP(t18:0/30:4)-H,742.67185,724.66135,706.65075,498.43115,486.43115,486.43115,468.42055,267.23245,443.39005,255.23245,442.40545,225.22185
Cer_NP(t18:0/31:0)-H,764.75015,746.73955,728.72905,520.50945,508.50935,508.50935,490.49885,267.23245,465.46825,255.23245,464.48375,225.22185
Cer_NP(t18:0/31:1)-H,762.73445,744.72395,726.71335,518.49375,506.49375,506.49375,488.48315,267.23245,463.45265,255.23245,462.46805,225.22185
Cer_NP(t18:0/31:2)-H,760.71885,742.70825,724.69765,516.47805,504.47805,504.47805,486.46745,267.23245,461.43695,255.23245,460.45235,225.22185
Cer_NP(t18:0/31:3)-H,758.70315,740.69265,722.68205,514.46245,502.46245,502.46245,484.45185,267.23245,459.42125,255.23245,458.43675,225.22185
Cer_NP(t18:0/31:4)-H,756.68755,738.67695,720.66635,512.44675,500.44675,500.44675,482.43615,267.23245,457.40565,255.23245,456.42105,225.22185
Cer_NP(t18:0/32:0)-H,778.76585,760.75525,742.74465,534.52505,522.52505,522.52505,504.51445,267.23245,479.48395,255.23245,478.49935,225.22185
Cer_NP(t18:0/32:1)-H,776.75015,758.73955,740.72905,532.50945,520.50945,520.50945,502.49885,267.23245,477.46825,255.23245,476.48375,225.22185
Cer_NP(t18:0/32:2)-H,774.73445,756.72395,738.71335,530.49375,518.49375,518.49375,500.48315,267.23245,475.45265,255.23245,474.46805,225.22185
Cer_NP(t18:0/32:3)-H,772.71885,754.70825,736.69765,528.47805,516.47805,516.47805,498.46745,267.23245,473.43695,255.23245,472.45235,225.22185
Cer_NP(t18:0/32:4)-H,770.70315,752.69265,734.68205,526.46245,514.46245,514.46245,496.45185,267.23245,471.42125,255.23245,470.43675,225.22185
Cer_NP(t18:0/33:0)-H,792.78145,774.77085,756.76035,548.54065,536.54065,536.54065,518.53005,267.23245,493.49955,255.23245,492.51495,225.22185
Cer_NP(t18:0/33:1)-H,790.76585,772.75525,754.74465,546.52505,534.52505,534.52505,516.51445,267.23245,491.48395,255.23245,490.49935,225.22185
