Cer_AP,[M-H]-,[FA+NC(C)CO-H]-,[FA+O-H]-,[FA-CO-3H]-,[Sph-NC(CO)CO-H]-
Cer_AP(t21:0/27:2)-H,762.69815,476.41045,421.36925,375.36385,267.26875
Cer_AP(t21:0/27:3)-H,760.68245,474.39475,419.35365,373.34815,267.26875
Cer_AP(t21:0/27:4)-H,758.66685,472.37905,417.33795,371.33245,267.26875
Cer_AP(t21:0/28:0)-H,780.74505,494.45735,439.41625,393.41075,267.26875
Cer_AP(t21:0/28:1)-H,778.72945,492.44165,437.40055,391.39505,267.26875
Cer_AP(t21:0/28:2)-H,776.71375,490.42605,435.38495,389.37945,267.26875
Cer_AP(t21:0/28:3)-H,774.69815,488.41045,433.36925,387.36385,267.26875
Cer_AP(t21:0/28:4)-H,772.68245,486.39475,431.35365,385.34815,267.26875
Cer_AP(t21:0/29:0)-H,794.76065,508.47295,453.43185,407.42635,267.26875
Cer_AP(t21:0/29:1)-H,792.74505,506.45735,451.41625,405.41075,267.26875
Cer_AP(t21:0/29:2)-H,790.72945,504.44165,449.40055,403.39505,267.26875
Cer_AP(t21:0/29:3)-H,788.71375,502.42605,447.38495,401.37945,267.26875
Cer_AP(t21:0/29:4)-H,786.69815,500.41045,445.36925,399.36385,267.26875
Cer_AP(t21:0/30:0)-H,808.77635,522.48865,467.44755,421.44205,267.26875
Cer_AP(t21:0/30:1)-H,806.76065,520.47295,465.43185,419.42635,267.26875
Cer_AP(t21:0/30:2)-H,804.74505,518.45735,463.41625,417.41075,267.26875
Cer_AP(t21:0/30:3)-H,802.72945,516.44175,461.40055,415.39505,267.26875
Cer_AP(t21:0/30:4)-H,800.71375,514.42605,459.38495,413.37945,267.26875
Cer_AP(t21:0/31:0)-H,822.79195,536.50425,481.46315,435.45775,267.26875
Cer_AP(t21:0/31:1)-H,820.77635,534.48865,479.44755,433.44205,267.26875
Cer_AP(t21:0/31:2)-H,818.76065,532.47295,477.43185,431.42635,267.26875
Cer_AP(t21:0/31:3)-H,816.74505,530.45735,475.41625,429.41075,267.26875
Cer_AP(t21:0/31:4)-H,814.72945,528.44175,473.40055,427.39505,267.26875
Cer_AP(t21:0/32:0)-H,836.80765,550.51995,495.47885,449.47335,267.26875
Cer_AP(t21:0/32:1)-H,834.79195,548.50425,493.46315,447.45775,267.26875
Cer_AP(t21:0/32:2)-H,832.77635,546.48865,491.44755,445.44205,267.26875
Cer_AP(t21:0/32:3)-H,830.76065,544.47295,489.43185,443.42635,267.26875
Cer_AP(t21:0/32:4)-H,828.74505,542.45735,487.41625,441.41075,267.26875
Cer_AP(t21:0/33:0)-H,850.82335,564.53555,509.49445,463.48895,267.26875
Cer_AP(t21:0/33:1)-H,848.80765,562.51995,507.47885,461.47335,267.26875
Cer_AP(t21:0/33:2)-H,846.79195,560.50425,505.46315,459.45775,267.26875
Cer_AP(t21:0/33:3)-H,844.77635,558.48865,503.44755,457.44205,267.26875
Cer_AP(t21:0/33:4)-H,842.76065,556.47295,501.43185,455.42635,267.26875
Cer_AP(t21:0/34:0)-H,864.83895,578.55125,523.51015,477.50465,267.26875
Cer_AP(t21:0/34:1)-H,862.82335,576.53555,521.49455,475.48895,267.26875
Cer_AP(t21:0/34:2)-H,860.80765,574.51995,519.47885,473.47335,267.26875
Cer_AP(t21:0/34:3)-H,858.79195,572.50425,517.46315,471.45775,267.26875
Cer_AP(t21:0/34:4)-H,856.77635,570.48865,515.44755,469.44205,267.26875
Cer_AP(t21:0/35:0)-H,878.85465,592.56685,537.52575,491.52025,267.26875
Cer_AP(t21:0/35:1)-H,876.83895,590.55125,535.51015,489.50465,267.26875
Cer_AP(t21:0/35:2)-H,874.82335,588.53555,533.49455,487.48895,267.26875
Cer_AP(t21:0/35:3)-H,872.80765,586.51995,531.47885,485.47335,267.26875
Cer_AP(t21:0/35:4)-H,870.79195,584.50425,529.46315,483.45775,267.26875
Cer_AP(t21:0/36:0)-H,892.87025,606.58255,551.54145,505.53595,267.26875
Cer_AP(t21:0/36:1)-H,890.85465,604.56685,549.52575,503.52025,267.26875
Cer_AP(t21:0/36:2)-H,888.83895,602.55125,547.51015,501.50465,267.26875
Cer_AP(t21:0/36:3)-H,886.82335,600.53555,545.49455,499.48895,267.26875
Cer_AP(t21:0/36:4)-H,884.80765,598.51995,543.47885,497.47335,267.26875
Cer_AP(t22:0/14:0)-H,598.54165,298.23825,243.19715,197.19165,281.28445
Cer_AP(t22:0/14:1)-H,596.52595,296.22255,241.18145,195.17595,281.28445
Cer_AP(t22:0/14:2)-H,594.51035,294.20695,239.16585,193.16035,281.28445
Cer_AP(t22:0/14:3)-H,592.49465,292.19125,237.15015,191.14465,281.28445
Cer_AP(t22:0/15:0)-H,612.55725,312.25385,257.21275,211.20725,281.28445
Cer_AP(t22:0/15:1)-H,610.54165,310.23825,255.19715,209.19165,281.28445
Cer_AP(t22:0/15:2)-H,608.52595,308.22255,253.18145,207.17595,281.28445
Cer_AP(t22:0/15:3)-H,606.51035,306.20695,251.16585,205.16035,281.28445
Cer_AP(t22:0/16:0)-H,626.57285,326.26955,271.22845,225.22295,281.28445
Cer_AP(t22:0/16:1)-H,624.55725,324.25385,269.21275,223.20725,281.28445
Cer_AP(t22:0/16:2)-H,622.54165,322.23825,267.19715,221.19165,281.28445
Cer_AP(t22:0/16:3)-H,620.52595,320.22255,265.18145,219.17595,281.28445
Cer_AP(t22:0/16:4)-H,618.51035,318.20695,263.16585,217.16035,281.28445
Cer_AP(t22:0/17:0)-H,640.58855,340.28515,285.24405,239.23855,281.28445
Cer_AP(t22:0/17:1)-H,638.57285,338.26955,283.22845,237.22295,281.28445
Cer_AP(t22:0/17:2)-H,636.55725,336.25385,281.21275,235.20725,281.28445
Cer_AP(t22:0/17:3)-H,634.54165,334.23825,279.19715,233.19165,281.28445
Cer_AP(t22:0/18:0)-H,654.60415,354.30085,299.25975,253.25425,281.28445
Cer_AP(t22:0/18:1)-H,652.58855,352.28515,297.24405,251.23855,281.28445
Cer_AP(t22:0/18:2)-H,650.57285,350.26955,295.22845,249.22295,281.28445
Cer_AP(t22:0/18:3)-H,648.55725,348.25385,293.21275,247.20725,281.28445
Cer_AP(t22:0/18:4)-H,646.54165,346.23825,291.19715,245.19165,281.28445
Cer_AP(t22:0/19:0)-H,668.61985,368.31645,313.27535,267.26985,281.28445
Cer_AP(t22:0/19:1)-H,666.60415,366.30085,311.25975,265.25425,281.28445
Cer_AP(t22:0/19:2)-H,664.58855,364.28515,309.24405,263.23855,281.28445
Cer_AP(t22:0/19:3)-H,662.57285,362.26955,307.22845,261.22295,281.28445
Cer_AP(t22:0/19:4)-H,660.55725,360.25385,305.21275,259.20725,281.28445
Cer_AP(t22:0/20:0)-H,682.63545,382.33215,327.29105,281.28555,281.28445
Cer_AP(t22:0/20:1)-H,680.61985,380.31645,325.27535,279.26985,281.28445
Cer_AP(t22:0/20:2)-H,678.60415,378.30085,323.25975,277.25425,281.28445
Cer_AP(t22:0/20:3)-H,676.58855,376.28515,321.24405,275.23855,281.28445
Cer_AP(t22:0/20:4)-H,674.57285,374.26955,319.22845,273.22295,281.28445
Cer_AP(t22:0/21:0)-H,696.65115,396.34775,341.30665,295.30115,281.28445
Cer_AP(t22:0/21:1)-H,694.63545,394.33215,339.29105,293.28555,281.28445
Cer_AP(t22:0/21:2)-H,692.61985,392.31645,337.27535,291.26985,281.28445
Cer_AP(t22:0/21:3)-H,690.60415,390.30085,335.25975,289.25425,281.28445
Cer_AP(t22:0/21:4)-H,688.58855,388.28515,333.24405,287.23855,281.28445
Cer_AP(t22:0/22:0)-H,710.66685,410.36345,355.32235,309.31685,281.28445
Cer_AP(t22:0/22:1)-H,708.65115,408.34775,353.30665,307.30115,281.28445
Cer_AP(t22:0/22:2)-H,706.63545,406.33215,351.29105,305.28555,281.28445
Cer_AP(t22:0/22:3)-H,704.61985,404.31645,349.27535,303.26985,281.28445
Cer_AP(t22:0/22:4)-H,702.60415,402.30085,347.25975,301.25425,281.28445
Cer_AP(t22:0/23:0)-H,724.68245,424.37905,369.33795,323.33245,281.28445
Cer_AP(t22:0/23:1)-H,722.66685,422.36345,367.32235,321.31685,281.28445
Cer_AP(t22:0/23:2)-H,720.65115,420.34775,365.30665,319.30115,281.28445
Cer_AP(t22:0/23:3)-H,718.63545,418.33215,363.29105,317.28555,281.28445
Cer_AP(t22:0/23:4)-H,716.61985,416.31645,361.27535,315.26985,281.28445
Cer_AP(t22:0/24:0)-H,738.69815,438.39475,383.35365,337.34815,281.28445
Cer_AP(t22:0/24:1)-H,736.68245,436.37905,381.33795,335.33245,281.28445
Cer_AP(t22:0/24:2)-H,734.66685,434.36345,379.32235,333.31685,281.28445
Cer_AP(t22:0/24:3)-H,732.65115,432.34775,377.30665,331.30115,281.28445
Cer_AP(t22:0/24:4)-H,730.63545,430.33215,375.29105,329.28555,281.28445
Cer_AP(t22:0/25:0)-H,752.71375,452.41045,397.36925,351.36385,281.28445
Cer_AP(t22:0/25:1)-H,750.69815,450.39475,395.35365,349.34815,281.28445
Cer_AP(t22:0/25:2)-H,748.68245,448.37905,393.33795,347.33245,281.28445
Cer_AP(t22:0/25:3)-H,746.66685,446.36345,391.32235,345.31685,281.28445
Cer_AP(t22:0/25:4)-H,744.65115,444.34775,389.30665,343.30115,281.28445
Cer_AP(t22:0/26:0)-H,766.72945,466.42605,411.38495,365.37945,281.28445
Cer_AP(t22:0/26:1)-H,764.71375,464.41045,409.36925,363.36385,281.28445
Cer_AP(t22:0/26:2)-H,762.69815,462.39475,407.35365,361.34815,281.28445
Cer_AP(t22:0/26:3)-H,760.68245,460.37905,405.33795,359.33245,281.28445
Cer_AP(t22:0/26:4)-H,758.66685,458.36345,403.32235,357.31685,281.28445
Cer_AP(t22:0/27:0)-H,780.74505,480.44165,425.40055,379.39505,281.28445
Cer_AP(t22:0/27:1)-H,778.72945,478.42605,423.38495,377.37945,281.28445
Cer_AP(t22:0/27:2)-H,776.71375,476.41045,421.36925,375.36385,281.28445
Cer_AP(t22:0/27:3)-H,774.69815,474.39475,419.35365,373.34815,281.28445
Cer_AP(t22:0/27:4)-H,772.68245,472.37905,417.33795,371.33245,281.28445
Cer_AP(t22:0/28:0)-H,794.76065,494.45735,439.41625,393.41075,281.28445
Cer_AP(t22:0/28:1)-H,792.74505,492.44165,437.40055,391.39505,281.28445
Cer_AP(t22:0/28:2)-H,790.72945,490.42605,435.38495,389.37945,281.28445
Cer_AP(t22:0/28:3)-H,788.71375,488.41045,433.36925,387.36385,281.28445
Cer_AP(t22:0/28:4)-H,786.69815,486.39475,431.35365,385.34815,281.28445
Cer_AP(t22:0/29:0)-H,808.77635,508.47295,453.43185,407.42635,281.28445
Cer_AP(t22:0/29:1)-H,806.76065,506.45735,451.41625,405.41075,281.28445
Cer_AP(t22:0/29:2)-H,804.74505,504.44165,449.40055,403.39505,281.28445
Cer_AP(t22:0/29:3)-H,802.72945,502.42605,447.38495,401.37945,281.28445
Cer_AP(t22:0/29:4)-H,800.71375,500.41045,445.36925,399.36385,281.28445
Cer_AP(t22:0/30:0)-H,822.79195,522.48865,467.44755,421.44205,281.28445
Cer_AP(t22:0/30:1)-H,820.77635,520.47295,465.43185,419.42635,281.28445
Cer_AP(t22:0/30:2)-H,818.76065,518.45735,463.41625,417.41075,281.28445
Cer_AP(t22:0/30:3)-H,816.74505,516.44175,461.40055,415.39505,281.28445
Cer_AP(t22:0/30:4)-H,814.72945,514.42605,459.38495,413.37945,281.28445
Cer_AP(t22:0/31:0)-H,836.80765,536.50425,481.46315,435.45775,281.28445
Cer_AP(t22:0/31:1)-H,834.79195,534.48865,479.44755,433.44205,281.28445
Cer_AP(t22:0/31:2)-H,832.77635,532.47295,477.43185,431.42635,281.28445
Cer_AP(t22:0/31:3)-H,830.76065,530.45735,475.41625,429.41075,281.28445
Cer_AP(t22:0/31:4)-H,828.74505,528.44175,473.40055,427.39505,281.28445
Cer_AP(t22:0/32:0)-H,850.82335,550.51995,495.47885,449.47335,281.28445
Cer_AP(t22:0/32:1)-H,848.80765,548.50425,493.46315,447.45775,281.28445
Cer_AP(t22:0/32:2)-H,846.79195,546.48865,491.44755,445.44205,281.28445
Cer_AP(t22:0/32:3)-H,844.77635,544.47295,489.43185,443.42635,281.28445
Cer_AP(t22:0/32:4)-H,842.76065,542.45735,487.41625,441.41075,281.28445
Cer_AP(t22:0/33:0)-H,864.83895,564.53555,509.49445,463.48895,281.28445
Cer_AP(t22:0/33:1)-H,862.82335,562.51995,507.47885,461.47335,281.28445
Cer_AP(t22:0/33:2)-H,860.80765,560.50425,505.46315,459.45775,281.28445
Cer_AP(t22:0/33:3)-H,858.79195,558.48865,503.44755,457.44205,281.28445
Cer_AP(t22:0/33:4)-H,856.77635,556.47295,501.43185,455.42635,281.28445
Cer_AP(t22:0/34:0)-H,878.85465,578.55125,523.51015,477.50465,281.28445
Cer_AP(t22:0/34:1)-H,876.83895,576.53555,521.49455,475.48895,281.28445
Cer_AP(t22:0/34:2)-H,874.82335,574.51995,519.47885,473.47335,281.28445
Cer_AP(t22:0/34:3)-H,872.80765,572.50425,517.46315,471.45775,281.28445
Cer_AP(t22:0/34:4)-H,870.79195,570.48865,515.44755,469.44205,281.28445
Cer_AP(t22:0/35:0)-H,892.87025,592.56685,537.52575,491.52025,281.28445
Cer_AP(t22:0/35:1)-H,890.85465,590.55125,535.51015,489.50465,281.28445
Cer_AP(t22:0/35:2)-H,888.83895,588.53555,533.49455,487.48895,281.28445
Cer_AP(t22:0/35:3)-H,886.82335,586.51995,531.47885,485.47335,281.28445
Cer_AP(t22:0/35:4)-H,884.80765,584.50425,529.46315,483.45775,281.28445
Cer_AP(t22:0/36:0)-H,906.88595,606.58255,551.54145,505.53595,281.28445
Cer_AP(t22:0/36:1)-H,904.87025,604.56685,549.52575,503.52025,281.28445
Cer_AP(t22:0/36:2)-H,902.85465,602.55125,547.51015,501.50465,281.28445
Cer_AP(t22:0/36:3)-H,900.83895,600.53555,545.49455,499.48895,281.28445
Cer_AP(t22:0/36:4)-H,898.82335,598.51995,543.47885,497.47335,281.28445
Cer_AP(t16:1/14:0)-H,512.43205,298.23825,243.19715,197.19165,195.17485
Cer_AP(t16:1/14:1)-H,510.41645,296.22255,241.18145,195.17595,195.17485
Cer_AP(t16:1/14:2)-H,508.40075,294.20695,239.16585,193.16035,195.17485
Cer_AP(t16:1/14:3)-H,506.38515,292.19125,237.15015,191.14465,195.17485
Cer_AP(t16:1/15:0)-H,526.44765,312.25385,257.21275,211.20725,195.17485
Cer_AP(t16:1/15:1)-H,524.43205,310.23825,255.19715,209.19165,195.17485
Cer_AP(t16:1/15:2)-H,522.41635,308.22255,253.18145,207.17595,195.17485
Cer_AP(t16:1/15:3)-H,520.40075,306.20695,251.16585,205.16035,195.17485
Cer_AP(t16:1/16:0)-H,540.46335,326.26955,271.22845,225.22295,195.17485
Cer_AP(t16:1/16:1)-H,538.44765,324.25385,269.21275,223.20725,195.17485
Cer_AP(t16:1/16:2)-H,536.43205,322.23825,267.19715,221.19165,195.17485
Cer_AP(t16:1/16:3)-H,534.41635,320.22255,265.18145,219.17595,195.17485
Cer_AP(t16:1/16:4)-H,532.40075,318.20695,263.16585,217.16035,195.17485
Cer_AP(t16:1/17:0)-H,554.47905,340.28515,285.24405,239.23855,195.17485
Cer_AP(t16:1/17:1)-H,552.46335,338.26955,283.22845,237.22295,195.17485
Cer_AP(t16:1/17:2)-H,550.44765,336.25385,281.21275,235.20725,195.17485
Cer_AP(t16:1/17:3)-H,548.43205,334.23825,279.19715,233.19165,195.17485
Cer_AP(t16:1/18:0)-H,568.49465,354.30085,299.25975,253.25425,195.17485
Cer_AP(t16:1/18:1)-H,566.47905,352.28515,297.24405,251.23855,195.17485
Cer_AP(t16:1/18:2)-H,564.46335,350.26955,295.22845,249.22295,195.17485
Cer_AP(t16:1/18:3)-H,562.44765,348.25385,293.21275,247.20725,195.17485
Cer_AP(t16:1/18:4)-H,560.43205,346.23825,291.19715,245.19165,195.17485
Cer_AP(t16:1/19:0)-H,582.51035,368.31645,313.27535,267.26985,195.17485
Cer_AP(t16:1/19:1)-H,580.49465,366.30085,311.25975,265.25425,195.17485
Cer_AP(t16:1/19:2)-H,578.47905,364.28515,309.24405,263.23855,195.17485
Cer_AP(t16:1/19:3)-H,576.46335,362.26955,307.22845,261.22295,195.17485
Cer_AP(t16:1/19:4)-H,574.44765,360.25385,305.21275,259.20725,195.17485
Cer_AP(t16:1/20:0)-H,596.52595,382.33215,327.29105,281.28555,195.17485
Cer_AP(t16:1/20:1)-H,594.51035,380.31645,325.27535,279.26985,195.17485
Cer_AP(t16:1/20:2)-H,592.49465,378.30085,323.25975,277.25425,195.17485
Cer_AP(t16:1/20:3)-H,590.47905,376.28515,321.24405,275.23855,195.17485
Cer_AP(t16:1/20:4)-H,588.46335,374.26955,319.22845,273.22295,195.17485
Cer_AP(t16:1/21:0)-H,610.54165,396.34775,341.30665,295.30115,195.17485
Cer_AP(t16:1/21:1)-H,608.52595,394.33215,339.29105,293.28555,195.17485
Cer_AP(t16:1/21:2)-H,606.51035,392.31645,337.27535,291.26985,195.17485
Cer_AP(t16:1/21:3)-H,604.49465,390.30085,335.25975,289.25425,195.17485
Cer_AP(t16:1/21:4)-H,602.47905,388.28515,333.24405,287.23855,195.17485
Cer_AP(t16:1/22:0)-H,624.55725,410.36345,355.32235,309.31685,195.17485
Cer_AP(t16:1/22:1)-H,622.54165,408.34775,353.30665,307.30115,195.17485
Cer_AP(t16:1/22:2)-H,620.52595,406.33215,351.29105,305.28555,195.17485
Cer_AP(t16:1/22:3)-H,618.51035,404.31645,349.27535,303.26985,195.17485
Cer_AP(t16:1/22:4)-H,616.49465,402.30085,347.25975,301.25425,195.17485
Cer_AP(t16:1/23:0)-H,638.57285,424.37905,369.33795,323.33245,195.17485
Cer_AP(t16:1/23:1)-H,636.55725,422.36345,367.32235,321.31685,195.17485
Cer_AP(t16:1/23:2)-H,634.54165,420.34775,365.30665,319.30115,195.17485
Cer_AP(t16:1/23:3)-H,632.52595,418.33215,363.29105,317.28555,195.17485
Cer_AP(t16:1/23:4)-H,630.51035,416.31645,361.27535,315.26985,195.17485
Cer_AP(t16:1/24:0)-H,652.58855,438.39475,383.35365,337.34815,195.17485
Cer_AP(t16:1/24:1)-H,650.57285,436.37905,381.33795,335.33245,195.17485
Cer_AP(t16:1/24:2)-H,648.55725,434.36345,379.32235,333.31685,195.17485
Cer_AP(t16:1/24:3)-H,646.54165,432.34775,377.30665,331.30115,195.17485
Cer_AP(t16:1/24:4)-H,644.52595,430.33215,375.29105,329.28555,195.17485
Cer_AP(t16:1/25:0)-H,666.60415,452.41045,397.36925,351.36385,195.17485
Cer_AP(t16:1/25:1)-H,664.58855,450.39475,395.35365,349.34815,195.17485
Cer_AP(t16:1/25:2)-H,662.57285,448.37905,393.33795,347.33245,195.17485
Cer_AP(t16:1/25:3)-H,660.55725,446.36345,391.32235,345.31685,195.17485
Cer_AP(t16:1/25:4)-H,658.54165,444.34775,389.30665,343.30115,195.17485
Cer_AP(t16:1/26:0)-H,680.61985,466.42605,411.38495,365.37945,195.17485
Cer_AP(t16:1/26:1)-H,678.60415,464.41045,409.36925,363.36385,195.17485
Cer_AP(t16:1/26:2)-H,676.58855,462.39475,407.35365,361.34815,195.17485
Cer_AP(t16:1/26:3)-H,674.57285,460.37905,405.33795,359.33245,195.17485
Cer_AP(t16:1/26:4)-H,672.55725,458.36345,403.32235,357.31685,195.17485
Cer_AP(t16:1/27:0)-H,694.63545,480.44165,425.40055,379.39505,195.17485
Cer_AP(t16:1/27:1)-H,692.61985,478.42605,423.38495,377.37945,195.17485
Cer_AP(t16:1/27:2)-H,690.60415,476.41045,421.36925,375.36385,195.17485
Cer_AP(t16:1/27:3)-H,688.58855,474.39475,419.35365,373.34815,195.17485
Cer_AP(t16:1/27:4)-H,686.57285,472.37905,417.33795,371.33245,195.17485
Cer_AP(t16:1/28:0)-H,708.65115,494.45735,439.41625,393.41075,195.17485
Cer_AP(t16:1/28:1)-H,706.63545,492.44165,437.40055,391.39505,195.17485
Cer_AP(t16:1/28:2)-H,704.61985,490.42605,435.38495,389.37945,195.17485
Cer_AP(t16:1/28:3)-H,702.60415,488.41045,433.36925,387.36385,195.17485
Cer_AP(t16:1/28:4)-H,700.58855,486.39475,431.35365,385.34815,195.17485
Cer_AP(t16:1/29:0)-H,722.66685,508.47295,453.43185,407.42635,195.17485
Cer_AP(t16:1/29:1)-H,720.65115,506.45735,451.41625,405.41075,195.17485
Cer_AP(t16:1/29:2)-H,718.63545,504.44165,449.40055,403.39505,195.17485
Cer_AP(t16:1/29:3)-H,716.61985,502.42605,447.38495,401.37945,195.17485
Cer_AP(t16:1/29:4)-H,714.60415,500.41045,445.36925,399.36385,195.17485
Cer_AP(t16:1/30:0)-H,736.68245,522.48865,467.44755,421.44205,195.17485
Cer_AP(t16:1/30:1)-H,734.66685,520.47295,465.43185,419.42635,195.17485
Cer_AP(t16:1/30:2)-H,732.65115,518.45735,463.41625,417.41075,195.17485
Cer_AP(t16:1/30:3)-H,730.63545,516.44175,461.40055,415.39505,195.17485
Cer_AP(t16:1/30:4)-H,728.61985,514.42605,459.38495,413.37945,195.17485
Cer_AP(t16:1/31:0)-H,750.69815,536.50425,481.46315,435.45775,195.17485
Cer_AP(t16:1/31:1)-H,748.68245,534.48865,479.44755,433.44205,195.17485
Cer_AP(t16:1/31:2)-H,746.66685,532.47295,477.43185,431.42635,195.17485
Cer_AP(t16:1/31:3)-H,744.65115,530.45735,475.41625,429.41075,195.17485
Cer_AP(t16:1/31:4)-H,742.63545,528.44175,473.40055,427.39505,195.17485
Cer_AP(t16:1/32:0)-H,764.71375,550.51995,495.47885,449.47335,195.17485
Cer_AP(t16:1/32:1)-H,762.69815,548.50425,493.46315,447.45775,195.17485
Cer_AP(t16:1/32:2)-H,760.68245,546.48865,491.44755,445.44205,195.17485
Cer_AP(t16:1/32:3)-H,758.66685,544.47295,489.43185,443.42635,195.17485
Cer_AP(t16:1/32:4)-H,756.65115,542.45735,487.41625,441.41075,195.17485
Cer_AP(t16:1/33:0)-H,778.72945,564.53555,509.49445,463.48895,195.17485
Cer_AP(t16:1/33:1)-H,776.71375,562.51995,507.47885,461.47335,195.17485
Cer_AP(t16:1/33:2)-H,774.69815,560.50425,505.46315,459.45775,195.17485
Cer_AP(t16:1/33:3)-H,772.68245,558.48865,503.44755,457.44205,195.17485
Cer_AP(t16:1/33:4)-H,770.66685,556.47295,501.43185,455.42635,195.17485
Cer_AP(t16:1/34:0)-H,792.74505,578.55125,523.51015,477.50465,195.17485
Cer_AP(t16:1/34:1)-H,790.72945,576.53555,521.49455,475.48895,195.17485
Cer_AP(t16:1/34:2)-H,788.71375,574.51995,519.47885,473.47335,195.17485
Cer_AP(t16:1/34:3)-H,786.69815,572.50425,517.46315,471.45775,195.17485
Cer_AP(t16:1/34:4)-H,784.68245,570.48865,515.44755,469.44205,195.17485
Cer_AP(t16:1/35:0)-H,806.76065,592.56685,537.52575,491.52025,195.17485
Cer_AP(t16:1/35:1)-H,804.74505,590.55125,535.51015,489.50465,195.17485
Cer_AP(t16:1/35:2)-H,802.72945,588.53555,533.49455,487.48895,195.17485
Cer_AP(t16:1/35:3)-H,800.71375,586.51995,531.47885,485.47335,195.17485
Cer_AP(t16:1/35:4)-H,798.69815,584.50425,529.46315,483.45775,195.17485
Cer_AP(t16:1/36:0)-H,820.77635,606.58255,551.54145,505.53595,195.17485
Cer_AP(t16:1/36:1)-H,818.76065,604.56685,549.52575,503.52025,195.17485
Cer_AP(t16:1/36:2)-H,816.74505,602.55125,547.51015,501.50465,195.17485
Cer_AP(t16:1/36:3)-H,814.72945,600.53555,545.49455,499.48895,195.17485
Cer_AP(t16:1/36:4)-H,812.71375,598.51995,543.47885,497.47335,195.17485
Cer_AP(t17:1/14:0)-H,526.44765,298.23825,243.19715,197.19165,209.19055
Cer_AP(t17:1/14:1)-H,524.43205,296.22255,241.18145,195.17595,209.19055
Cer_AP(t17:1/14:2)-H,522.41635,294.20695,239.16585,193.16035,209.19055
Cer_AP(t17:1/14:3)-H,520.40075,292.19125,237.15015,191.14465,209.19055
Cer_AP(t17:1/15:0)-H,540.46335,312.25385,257.21275,211.20725,209.19055
Cer_AP(t17:1/15:1)-H,538.44765,310.23825,255.19715,209.19165,209.19055
Cer_AP(t17:1/15:2)-H,536.43205,308.22255,253.18145,207.17595,209.19055
Cer_AP(t17:1/15:3)-H,534.41635,306.20695,251.16585,205.16035,209.19055
Cer_AP(t17:1/16:0)-H,554.47905,326.26955,271.22845,225.22295,209.19055
Cer_AP(t17:1/16:1)-H,552.46335,324.25385,269.21275,223.20725,209.19055
Cer_AP(t17:1/16:2)-H,550.44765,322.23825,267.19715,221.19165,209.19055
Cer_AP(t17:1/16:3)-H,548.43205,320.22255,265.18145,219.17595,209.19055
Cer_AP(t17:1/16:4)-H,546.41635,318.20695,263.16585,217.16035,209.19055
Cer_AP(t17:1/17:0)-H,568.49465,340.28515,285.24405,239.23855,209.19055
Cer_AP(t17:1/17:1)-H,566.47905,338.26955,283.22845,237.22295,209.19055
Cer_AP(t17:1/17:2)-H,564.46335,336.25385,281.21275,235.20725,209.19055
Cer_AP(t17:1/17:3)-H,562.44765,334.23825,279.19715,233.19165,209.19055
Cer_AP(t17:1/18:0)-H,582.51035,354.30085,299.25975,253.25425,209.19055
Cer_AP(t17:1/18:1)-H,580.49465,352.28515,297.24405,251.23855,209.19055
Cer_AP(t17:1/18:2)-H,578.47905,350.26955,295.22845,249.22295,209.19055
Cer_AP(t17:1/18:3)-H,576.46335,348.25385,293.21275,247.20725,209.19055
Cer_AP(t17:1/18:4)-H,574.44765,346.23825,291.19715,245.19165,209.19055
Cer_AP(t17:1/19:0)-H,596.52595,368.31645,313.27535,267.26985,209.19055
Cer_AP(t17:1/19:1)-H,594.51035,366.30085,311.25975,265.25425,209.19055
Cer_AP(t17:1/19:2)-H,592.49465,364.28515,309.24405,263.23855,209.19055
Cer_AP(t17:1/19:3)-H,590.47905,362.26955,307.22845,261.22295,209.19055
Cer_AP(t17:1/19:4)-H,588.46335,360.25385,305.21275,259.20725,209.19055
Cer_AP(t17:1/20:0)-H,610.54165,382.33215,327.29105,281.28555,209.19055
Cer_AP(t17:1/20:1)-H,608.52595,380.31645,325.27535,279.26985,209.19055
Cer_AP(t17:1/20:2)-H,606.51035,378.30085,323.25975,277.25425,209.19055
Cer_AP(t17:1/20:3)-H,604.49465,376.28515,321.24405,275.23855,209.19055
Cer_AP(t17:1/20:4)-H,602.47905,374.26955,319.22845,273.22295,209.19055
Cer_AP(t17:1/21:0)-H,624.55725,396.34775,341.30665,295.30115,209.19055
Cer_AP(t17:1/21:1)-H,622.54165,394.33215,339.29105,293.28555,209.19055
Cer_AP(t17:1/21:2)-H,620.52595,392.31645,337.27535,291.26985,209.19055
Cer_AP(t17:1/21:3)-H,618.51035,390.30085,335.25975,289.25425,209.19055
Cer_AP(t17:1/21:4)-H,616.49465,388.28515,333.24405,287.23855,209.19055
Cer_AP(t17:1/22:0)-H,638.57285,410.36345,355.32235,309.31685,209.19055
Cer_AP(t17:1/22:1)-H,636.55725,408.34775,353.30665,307.30115,209.19055
Cer_AP(t17:1/22:2)-H,634.54165,406.33215,351.29105,305.28555,209.19055
Cer_AP(t17:1/22:3)-H,632.52595,404.31645,349.27535,303.26985,209.19055
Cer_AP(t17:1/22:4)-H,630.51035,402.30085,347.25975,301.25425,209.19055
Cer_AP(t17:1/23:0)-H,652.58855,424.37905,369.33795,323.33245,209.19055
Cer_AP(t17:1/23:1)-H,650.57285,422.36345,367.32235,321.31685,209.19055
