Cer_EODS,[M+HCO2]-,[M-H]-,NL of EFA,[FAA+C2H2-H]-,[FAA-H]-,[EFA-H]-,[Sph-C2H8NO]-
Cer_EODS(d21:0/16:1/O-22:4)+HCO2,954.81315,908.80765,672.59365,372.29135,346.27565,253.21785,281.28555
Cer_EODS(d21:0/16:1/O-23:0)+HCO2,976.89135,930.88595,694.67185,394.36955,368.35395,253.21785,281.28555
Cer_EODS(d21:0/16:1/O-23:1)+HCO2,974.87575,928.87025,692.65625,392.35395,366.33835,253.21785,281.28555
Cer_EODS(d21:0/16:1/O-23:2)+HCO2,972.86015,926.85465,690.64055,390.33835,364.32265,253.21785,281.28555
Cer_EODS(d21:0/16:1/O-23:3)+HCO2,970.84445,924.83895,688.62495,388.32265,362.30705,253.21785,281.28555
Cer_EODS(d21:0/16:1/O-23:4)+HCO2,968.82875,922.82335,686.60935,386.30705,360.29135,253.21785,281.28555
Cer_EODS(d21:0/16:1/O-24:0)+HCO2,990.90705,944.90155,708.68755,408.38525,382.36955,253.21785,281.28555
Cer_EODS(d21:0/16:1/O-24:1)+HCO2,988.89135,942.88595,706.67185,406.36955,380.35395,253.21785,281.28555
Cer_EODS(d21:0/16:1/O-24:2)+HCO2,986.87575,940.87025,704.65625,404.35395,378.33835,253.21785,281.28555
Cer_EODS(d21:0/16:1/O-24:3)+HCO2,984.86015,938.85465,702.64055,402.33835,376.32265,253.21785,281.28555
Cer_EODS(d21:0/16:1/O-24:4)+HCO2,982.84445,936.83895,700.62495,400.32265,374.30705,253.21785,281.28555
Cer_EODS(d21:0/16:1/O-25:0)+HCO2,1004.92255,958.91725,722.70315,422.40095,396.38525,253.21785,281.28555
Cer_EODS(d21:0/16:1/O-25:1)+HCO2,1002.90655,956.90155,720.68755,420.38525,394.36955,253.21785,281.28555
Cer_EODS(d21:0/16:1/O-25:2)+HCO2,1000.89155,954.88595,718.67185,418.36955,392.35395,253.21785,281.28555
Cer_EODS(d21:0/16:1/O-25:3)+HCO2,998.87575,952.87025,716.65625,416.35395,390.33835,253.21785,281.28555
Cer_EODS(d21:0/16:1/O-25:4)+HCO2,996.86015,950.85465,714.64055,414.33835,388.32265,253.21785,281.28555
Cer_EODS(d21:0/16:1/O-26:0)+HCO2,1018.93855,972.93285,736.71885,436.41655,410.40095,253.21785,281.28555
Cer_EODS(d21:0/16:1/O-26:1)+HCO2,1016.92255,970.91725,734.70315,434.40095,408.38525,253.21785,281.28555
Cer_EODS(d21:0/16:1/O-26:2)+HCO2,1014.90655,968.90155,732.68755,432.38525,406.36955,253.21785,281.28555
Cer_EODS(d21:0/16:1/O-26:3)+HCO2,1012.89155,966.88595,730.67185,430.36955,404.35395,253.21785,281.28555
Cer_EODS(d21:0/16:1/O-26:4)+HCO2,1010.87555,964.87025,728.65625,428.35395,402.33835,253.21785,281.28555
Cer_EODS(d21:0/16:1/O-27:0)+HCO2,1032.95355,986.94845,750.73445,450.43225,424.41655,253.21785,281.28555
Cer_EODS(d21:0/16:1/O-27:1)+HCO2,1030.93855,984.93285,748.71885,448.41655,422.40095,253.21785,281.28555
Cer_EODS(d21:0/16:1/O-27:2)+HCO2,1028.92255,982.91725,746.70315,446.40095,420.38525,253.21785,281.28555
Cer_EODS(d21:0/16:1/O-27:3)+HCO2,1026.90655,980.90155,744.68755,444.38525,418.36955,253.21785,281.28555
Cer_EODS(d21:0/16:1/O-27:4)+HCO2,1024.89155,978.88595,742.67185,442.36955,416.35395,253.21785,281.28555
Cer_EODS(d21:0/16:1/O-28:0)+HCO2,1046.96955,1000.96455,764.75015,464.44785,438.43225,253.21785,281.28555
Cer_EODS(d21:0/16:1/O-28:1)+HCO2,1044.95355,998.94845,762.73445,462.43225,436.41655,253.21785,281.28555
Cer_EODS(d21:0/16:1/O-28:2)+HCO2,1042.93855,996.93285,760.71885,460.41655,434.40095,253.21785,281.28555
Cer_EODS(d21:0/16:1/O-28:3)+HCO2,1040.92255,994.91725,758.70315,458.40095,432.38525,253.21785,281.28555
Cer_EODS(d21:0/16:1/O-28:4)+HCO2,1038.90655,992.90155,756.68755,456.38525,430.36955,253.21785,281.28555
Cer_EODS(d21:0/16:1/O-29:0)+HCO2,1060.98555,1014.97955,778.76585,478.46355,452.44785,253.21785,281.28555
Cer_EODS(d21:0/16:1/O-29:1)+HCO2,1058.96955,1012.96455,776.75015,476.44785,450.43225,253.21785,281.28555
Cer_EODS(d21:0/16:1/O-29:2)+HCO2,1056.95355,1010.94855,774.73445,474.43225,448.41655,253.21785,281.28555
Cer_EODS(d21:0/16:1/O-29:3)+HCO2,1054.93855,1008.93255,772.71885,472.41655,446.40095,253.21785,281.28555
Cer_EODS(d21:0/16:1/O-29:4)+HCO2,1052.92255,1006.91755,770.70315,470.40095,444.38525,253.21785,281.28555
Cer_EODS(d21:0/16:1/O-30:0)+HCO2,1075.00055,1028.99555,792.78145,492.47915,466.46355,253.21785,281.28555
Cer_EODS(d21:0/16:1/O-30:1)+HCO2,1072.98555,1026.97955,790.76585,490.46355,464.44785,253.21785,281.28555
Cer_EODS(d21:0/16:1/O-30:2)+HCO2,1070.96955,1024.96455,788.75015,488.44785,462.43225,253.21785,281.28555
Cer_EODS(d21:0/16:1/O-30:3)+HCO2,1068.95355,1022.94855,786.73445,486.43225,460.41655,253.21785,281.28555
Cer_EODS(d21:0/16:1/O-30:4)+HCO2,1066.93855,1020.93255,784.71885,484.41655,458.40095,253.21785,281.28555
Cer_EODS(d21:0/16:1/O-31:0)+HCO2,1089.01655,1043.01155,806.79715,506.49485,480.47915,253.21785,281.28555
Cer_EODS(d21:0/16:1/O-31:1)+HCO2,1087.00055,1040.99555,804.78145,504.47915,478.46355,253.21785,281.28555
Cer_EODS(d21:0/16:1/O-31:2)+HCO2,1084.98555,1038.97955,802.76585,502.46355,476.44785,253.21785,281.28555
Cer_EODS(d21:0/16:1/O-31:3)+HCO2,1082.96955,1036.96455,800.75015,500.44785,474.43225,253.21785,281.28555
Cer_EODS(d21:0/16:1/O-31:4)+HCO2,1080.95355,1034.94855,798.73445,498.43225,472.41655,253.21785,281.28555
Cer_EODS(d21:0/16:1/O-32:0)+HCO2,1103.03255,1057.02655,820.81275,520.51045,494.49485,253.21785,281.28555
Cer_EODS(d21:0/16:1/O-32:1)+HCO2,1101.01655,1055.01155,818.79715,518.49485,492.47915,253.21785,281.28555
Cer_EODS(d21:0/16:1/O-32:2)+HCO2,1099.00055,1052.99555,816.78145,516.47915,490.46355,253.21785,281.28555
Cer_EODS(d21:0/16:1/O-32:3)+HCO2,1096.98555,1050.97955,814.76585,514.46355,488.44785,253.21785,281.28555
Cer_EODS(d21:0/16:1/O-32:4)+HCO2,1094.96955,1048.96455,812.75015,512.44785,486.43225,253.21785,281.28555
Cer_EODS(d21:0/16:1/O-33:0)+HCO2,1117.04755,1071.04255,834.82835,534.52615,508.51045,253.21785,281.28555
Cer_EODS(d21:0/16:1/O-33:1)+HCO2,1115.03255,1069.02655,832.81275,532.51045,506.49485,253.21785,281.28555
Cer_EODS(d21:0/16:1/O-33:2)+HCO2,1113.01655,1067.01155,830.79715,530.49485,504.47915,253.21785,281.28555
Cer_EODS(d21:0/16:1/O-33:3)+HCO2,1111.00055,1064.99555,828.78145,528.47915,502.46355,253.21785,281.28555
Cer_EODS(d21:0/16:1/O-33:4)+HCO2,1108.98555,1062.97955,826.76585,526.46355,500.44785,253.21785,281.28555
Cer_EODS(d21:0/16:1/O-34:0)+HCO2,1131.06355,1085.05755,848.84405,548.54175,522.52615,253.21785,281.28555
Cer_EODS(d21:0/16:1/O-34:1)+HCO2,1129.04755,1083.04255,846.82835,546.52615,520.51045,253.21785,281.28555
Cer_EODS(d21:0/16:1/O-34:2)+HCO2,1127.03255,1081.02655,844.81275,544.51045,518.49485,253.21785,281.28555
Cer_EODS(d21:0/16:1/O-34:3)+HCO2,1125.01655,1079.01155,842.79715,542.49485,516.47915,253.21785,281.28555
Cer_EODS(d21:0/16:1/O-34:4)+HCO2,1123.00055,1076.99555,840.78145,540.47915,514.46355,253.21785,281.28555
Cer_EODS(d21:0/16:1/O-35:0)+HCO2,1145.07955,1099.07355,862.85965,562.55745,536.54175,253.21785,281.28555
Cer_EODS(d21:0/16:1/O-35:1)+HCO2,1143.06355,1097.05755,860.84405,560.54175,534.52615,253.21785,281.28555
Cer_EODS(d21:0/16:1/O-35:2)+HCO2,1141.04755,1095.04255,858.82835,558.52615,532.51045,253.21785,281.28555
Cer_EODS(d21:0/16:1/O-35:3)+HCO2,1139.03255,1093.02655,856.81275,556.51045,530.49485,253.21785,281.28555
Cer_EODS(d21:0/16:1/O-35:4)+HCO2,1137.01655,1091.01155,854.79715,554.49485,528.47915,253.21785,281.28555
Cer_EODS(d21:0/16:1/O-36:0)+HCO2,1159.09455,1113.08955,876.87535,576.57305,550.55745,253.21785,281.28555
Cer_EODS(d21:0/16:1/O-36:1)+HCO2,1157.07955,1111.07355,874.85965,574.55745,548.54175,253.21785,281.28555
Cer_EODS(d21:0/16:1/O-36:2)+HCO2,1155.06355,1109.05755,872.84405,572.54175,546.52615,253.21785,281.28555
Cer_EODS(d21:0/16:1/O-36:3)+HCO2,1153.04755,1107.04255,870.82835,570.52615,544.51045,253.21785,281.28555
Cer_EODS(d21:0/16:1/O-36:4)+HCO2,1151.03255,1105.02655,868.81275,568.51045,542.49485,253.21785,281.28555
Cer_EODS(d21:0/16:2/O-16:0)+HCO2,876.76615,830.76065,596.56235,296.26005,270.24445,251.20225,281.28555
Cer_EODS(d21:0/16:2/O-16:1)+HCO2,874.75055,828.74505,594.54665,294.24445,268.22875,251.20225,281.28555
Cer_EODS(d21:0/16:2/O-16:2)+HCO2,872.73485,826.72945,592.53105,292.22875,266.21315,251.20225,281.28555
Cer_EODS(d21:0/16:2/O-16:3)+HCO2,870.71925,824.71375,590.51535,290.21315,264.19745,251.20225,281.28555
Cer_EODS(d21:0/16:2/O-16:4)+HCO2,868.70355,822.69815,588.49975,288.19745,262.18185,251.20225,281.28555
Cer_EODS(d21:0/16:2/O-17:0)+HCO2,890.78185,844.77635,610.57805,310.27565,284.26005,251.20225,281.28555
Cer_EODS(d21:0/16:2/O-17:1)+HCO2,888.76615,842.76065,608.56235,308.26005,282.24445,251.20225,281.28555
Cer_EODS(d21:0/16:2/O-17:2)+HCO2,886.75055,840.74505,606.54665,306.24445,280.22875,251.20225,281.28555
Cer_EODS(d21:0/16:2/O-17:3)+HCO2,884.73485,838.72945,604.53105,304.22875,278.21315,251.20225,281.28555
Cer_EODS(d21:0/16:2/O-18:0)+HCO2,904.79745,858.79195,624.59365,324.29135,298.27565,251.20225,281.28555
Cer_EODS(d21:0/16:2/O-18:1)+HCO2,902.78185,856.77635,622.57805,322.27565,296.26005,251.20225,281.28555
Cer_EODS(d21:0/16:2/O-18:2)+HCO2,900.76615,854.76065,620.56235,320.26005,294.24445,251.20225,281.28555
Cer_EODS(d21:0/16:2/O-18:3)+HCO2,898.75055,852.74505,618.54665,318.24445,292.22875,251.20225,281.28555
Cer_EODS(d21:0/16:2/O-18:4)+HCO2,896.73485,850.72945,616.53105,316.22875,290.21315,251.20225,281.28555
Cer_EODS(d21:0/16:2/O-19:0)+HCO2,918.81315,872.80765,638.60935,338.30705,312.29135,251.20225,281.28555
Cer_EODS(d21:0/16:2/O-19:1)+HCO2,916.79745,870.79195,636.59365,336.29135,310.27565,251.20225,281.28555
Cer_EODS(d21:0/16:2/O-19:2)+HCO2,914.78185,868.77635,634.57805,334.27565,308.26005,251.20225,281.28555
Cer_EODS(d21:0/16:2/O-19:3)+HCO2,912.76615,866.76065,632.56235,332.26005,306.24445,251.20225,281.28555
Cer_EODS(d21:0/16:2/O-19:4)+HCO2,910.75055,864.74505,630.54665,330.24445,304.22875,251.20225,281.28555
Cer_EODS(d21:0/16:2/O-20:0)+HCO2,932.82875,886.82335,652.62495,352.32265,326.30705,251.20225,281.28555
Cer_EODS(d21:0/16:2/O-20:1)+HCO2,930.81315,884.80765,650.60935,350.30705,324.29135,251.20225,281.28555
Cer_EODS(d21:0/16:2/O-20:2)+HCO2,928.79745,882.79195,648.59365,348.29135,322.27565,251.20225,281.28555
Cer_EODS(d21:0/16:2/O-20:3)+HCO2,926.78185,880.77635,646.57805,346.27565,320.26005,251.20225,281.28555
Cer_EODS(d21:0/16:2/O-20:4)+HCO2,924.76615,878.76065,644.56235,344.26005,318.24445,251.20225,281.28555
Cer_EODS(d21:0/16:2/O-21:0)+HCO2,946.84445,900.83895,666.64055,366.33835,340.32265,251.20225,281.28555
Cer_EODS(d21:0/16:2/O-21:1)+HCO2,944.82875,898.82335,664.62495,364.32265,338.30705,251.20225,281.28555
Cer_EODS(d21:0/16:2/O-21:2)+HCO2,942.81315,896.80765,662.60935,362.30705,336.29135,251.20225,281.28555
Cer_EODS(d21:0/16:2/O-21:3)+HCO2,940.79745,894.79195,660.59365,360.29135,334.27565,251.20225,281.28555
Cer_EODS(d21:0/16:2/O-21:4)+HCO2,938.78185,892.77635,658.57805,358.27565,332.26005,251.20225,281.28555
Cer_EODS(d21:0/16:2/O-22:0)+HCO2,960.86015,914.85465,680.65625,380.35395,354.33835,251.20225,281.28555
Cer_EODS(d21:0/16:2/O-22:1)+HCO2,958.84445,912.83895,678.64055,378.33835,352.32265,251.20225,281.28555
Cer_EODS(d21:0/16:2/O-22:2)+HCO2,956.82875,910.82335,676.62495,376.32265,350.30705,251.20225,281.28555
Cer_EODS(d21:0/16:2/O-22:3)+HCO2,954.81315,908.80765,674.60935,374.30705,348.29135,251.20225,281.28555
Cer_EODS(d21:0/16:2/O-22:4)+HCO2,952.79745,906.79195,672.59365,372.29135,346.27565,251.20225,281.28555
Cer_EODS(d21:0/16:2/O-23:0)+HCO2,974.87575,928.87025,694.67185,394.36955,368.35395,251.20225,281.28555
Cer_EODS(d21:0/16:2/O-23:1)+HCO2,972.86015,926.85465,692.65625,392.35395,366.33835,251.20225,281.28555
Cer_EODS(d21:0/16:2/O-23:2)+HCO2,970.84445,924.83895,690.64055,390.33835,364.32265,251.20225,281.28555
Cer_EODS(d21:0/16:2/O-23:3)+HCO2,968.82875,922.82335,688.62495,388.32265,362.30705,251.20225,281.28555
Cer_EODS(d21:0/16:2/O-23:4)+HCO2,966.81315,920.80765,686.60935,386.30705,360.29135,251.20225,281.28555
Cer_EODS(d21:0/16:2/O-24:0)+HCO2,988.89135,942.88595,708.68755,408.38525,382.36955,251.20225,281.28555
Cer_EODS(d21:0/16:2/O-24:1)+HCO2,986.87575,940.87025,706.67185,406.36955,380.35395,251.20225,281.28555
Cer_EODS(d21:0/16:2/O-24:2)+HCO2,984.86015,938.85465,704.65625,404.35395,378.33835,251.20225,281.28555
Cer_EODS(d21:0/16:2/O-24:3)+HCO2,982.84445,936.83895,702.64055,402.33835,376.32265,251.20225,281.28555
Cer_EODS(d21:0/16:2/O-24:4)+HCO2,980.82875,934.82335,700.62495,400.32265,374.30705,251.20225,281.28555
Cer_EODS(d21:0/16:2/O-25:0)+HCO2,1002.90655,956.90155,722.70315,422.40095,396.38525,251.20225,281.28555
Cer_EODS(d21:0/16:2/O-25:1)+HCO2,1000.89155,954.88595,720.68755,420.38525,394.36955,251.20225,281.28555
Cer_EODS(d21:0/16:2/O-25:2)+HCO2,998.87575,952.87025,718.67185,418.36955,392.35395,251.20225,281.28555
Cer_EODS(d21:0/16:2/O-25:3)+HCO2,996.86015,950.85465,716.65625,416.35395,390.33835,251.20225,281.28555
Cer_EODS(d21:0/16:2/O-25:4)+HCO2,994.84445,948.83895,714.64055,414.33835,388.32265,251.20225,281.28555
Cer_EODS(d21:0/16:2/O-26:0)+HCO2,1016.92255,970.91725,736.71885,436.41655,410.40095,251.20225,281.28555
Cer_EODS(d21:0/16:2/O-26:1)+HCO2,1014.90655,968.90155,734.70315,434.40095,408.38525,251.20225,281.28555
Cer_EODS(d21:0/16:2/O-26:2)+HCO2,1012.89155,966.88595,732.68755,432.38525,406.36955,251.20225,281.28555
Cer_EODS(d21:0/16:2/O-26:3)+HCO2,1010.87555,964.87025,730.67185,430.36955,404.35395,251.20225,281.28555
Cer_EODS(d21:0/16:2/O-26:4)+HCO2,1008.86055,962.85465,728.65625,428.35395,402.33835,251.20225,281.28555
Cer_EODS(d21:0/16:2/O-27:0)+HCO2,1030.93855,984.93285,750.73445,450.43225,424.41655,251.20225,281.28555
Cer_EODS(d21:0/16:2/O-27:1)+HCO2,1028.92255,982.91725,748.71885,448.41655,422.40095,251.20225,281.28555
Cer_EODS(d21:0/16:2/O-27:2)+HCO2,1026.90655,980.90155,746.70315,446.40095,420.38525,251.20225,281.28555
Cer_EODS(d21:0/16:2/O-27:3)+HCO2,1024.89155,978.88595,744.68755,444.38525,418.36955,251.20225,281.28555
Cer_EODS(d21:0/16:2/O-27:4)+HCO2,1022.87555,976.87025,742.67185,442.36955,416.35395,251.20225,281.28555
Cer_EODS(d21:0/16:2/O-28:0)+HCO2,1044.95355,998.94845,764.75015,464.44785,438.43225,251.20225,281.28555
Cer_EODS(d21:0/16:2/O-28:1)+HCO2,1042.93855,996.93285,762.73445,462.43225,436.41655,251.20225,281.28555
Cer_EODS(d21:0/16:2/O-28:2)+HCO2,1040.92255,994.91725,760.71885,460.41655,434.40095,251.20225,281.28555
Cer_EODS(d21:0/16:2/O-28:3)+HCO2,1038.90655,992.90155,758.70315,458.40095,432.38525,251.20225,281.28555
Cer_EODS(d21:0/16:2/O-28:4)+HCO2,1036.89155,990.88595,756.68755,456.38525,430.36955,251.20225,281.28555
Cer_EODS(d21:0/16:2/O-29:0)+HCO2,1058.96955,1012.96455,778.76585,478.46355,452.44785,251.20225,281.28555
Cer_EODS(d21:0/16:2/O-29:1)+HCO2,1056.95355,1010.94855,776.75015,476.44785,450.43225,251.20225,281.28555
Cer_EODS(d21:0/16:2/O-29:2)+HCO2,1054.93855,1008.93255,774.73445,474.43225,448.41655,251.20225,281.28555
Cer_EODS(d21:0/16:2/O-29:3)+HCO2,1052.92255,1006.91755,772.71885,472.41655,446.40095,251.20225,281.28555
Cer_EODS(d21:0/16:2/O-29:4)+HCO2,1050.90655,1004.90155,770.70315,470.40095,444.38525,251.20225,281.28555
Cer_EODS(d21:0/16:2/O-30:0)+HCO2,1072.98555,1026.97955,792.78145,492.47915,466.46355,251.20225,281.28555
Cer_EODS(d21:0/16:2/O-30:1)+HCO2,1070.96955,1024.96455,790.76585,490.46355,464.44785,251.20225,281.28555
Cer_EODS(d21:0/16:2/O-30:2)+HCO2,1068.95355,1022.94855,788.75015,488.44785,462.43225,251.20225,281.28555
Cer_EODS(d21:0/16:2/O-30:3)+HCO2,1066.93855,1020.93255,786.73445,486.43225,460.41655,251.20225,281.28555
Cer_EODS(d21:0/16:2/O-30:4)+HCO2,1064.92255,1018.91755,784.71885,484.41655,458.40095,251.20225,281.28555
Cer_EODS(d21:0/16:2/O-31:0)+HCO2,1087.00055,1040.99555,806.79715,506.49485,480.47915,251.20225,281.28555
Cer_EODS(d21:0/16:2/O-31:1)+HCO2,1084.98555,1038.97955,804.78145,504.47915,478.46355,251.20225,281.28555
Cer_EODS(d21:0/16:2/O-31:2)+HCO2,1082.96955,1036.96455,802.76585,502.46355,476.44785,251.20225,281.28555
Cer_EODS(d21:0/16:2/O-31:3)+HCO2,1080.95355,1034.94855,800.75015,500.44785,474.43225,251.20225,281.28555
Cer_EODS(d21:0/16:2/O-31:4)+HCO2,1078.93855,1032.93255,798.73445,498.43225,472.41655,251.20225,281.28555
Cer_EODS(d21:0/16:2/O-32:0)+HCO2,1101.01655,1055.01155,820.81275,520.51045,494.49485,251.20225,281.28555
Cer_EODS(d21:0/16:2/O-32:1)+HCO2,1099.00055,1052.99555,818.79715,518.49485,492.47915,251.20225,281.28555
Cer_EODS(d21:0/16:2/O-32:2)+HCO2,1096.98555,1050.97955,816.78145,516.47915,490.46355,251.20225,281.28555
Cer_EODS(d21:0/16:2/O-32:3)+HCO2,1094.96955,1048.96455,814.76585,514.46355,488.44785,251.20225,281.28555
Cer_EODS(d21:0/16:2/O-32:4)+HCO2,1092.95355,1046.94855,812.75015,512.44785,486.43225,251.20225,281.28555
Cer_EODS(d21:0/16:2/O-33:0)+HCO2,1115.03255,1069.02655,834.82835,534.52615,508.51045,251.20225,281.28555
Cer_EODS(d21:0/16:2/O-33:1)+HCO2,1113.01655,1067.01155,832.81275,532.51045,506.49485,251.20225,281.28555
Cer_EODS(d21:0/16:2/O-33:2)+HCO2,1111.00055,1064.99555,830.79715,530.49485,504.47915,251.20225,281.28555
Cer_EODS(d21:0/16:2/O-33:3)+HCO2,1108.98555,1062.97955,828.78145,528.47915,502.46355,251.20225,281.28555
Cer_EODS(d21:0/16:2/O-33:4)+HCO2,1106.96955,1060.96455,826.76585,526.46355,500.44785,251.20225,281.28555
Cer_EODS(d21:0/16:2/O-34:0)+HCO2,1129.04755,1083.04255,848.84405,548.54175,522.52615,251.20225,281.28555
Cer_EODS(d21:0/16:2/O-34:1)+HCO2,1127.03255,1081.02655,846.82835,546.52615,520.51045,251.20225,281.28555
Cer_EODS(d21:0/16:2/O-34:2)+HCO2,1125.01655,1079.01155,844.81275,544.51045,518.49485,251.20225,281.28555
Cer_EODS(d21:0/16:2/O-34:3)+HCO2,1123.00055,1076.99555,842.79715,542.49485,516.47915,251.20225,281.28555
Cer_EODS(d21:0/16:2/O-34:4)+HCO2,1120.98555,1074.97955,840.78145,540.47915,514.46355,251.20225,281.28555
Cer_EODS(d21:0/16:2/O-35:0)+HCO2,1143.06355,1097.05755,862.85965,562.55745,536.54175,251.20225,281.28555
Cer_EODS(d21:0/16:2/O-35:1)+HCO2,1141.04755,1095.04255,860.84405,560.54175,534.52615,251.20225,281.28555
Cer_EODS(d21:0/16:2/O-35:2)+HCO2,1139.03255,1093.02655,858.82835,558.52615,532.51045,251.20225,281.28555
Cer_EODS(d21:0/16:2/O-35:3)+HCO2,1137.01655,1091.01155,856.81275,556.51045,530.49485,251.20225,281.28555
Cer_EODS(d21:0/16:2/O-35:4)+HCO2,1135.00055,1088.99555,854.79715,554.49485,528.47915,251.20225,281.28555
Cer_EODS(d21:0/16:2/O-36:0)+HCO2,1157.07955,1111.07355,876.87535,576.57305,550.55745,251.20225,281.28555
Cer_EODS(d21:0/16:2/O-36:1)+HCO2,1155.06355,1109.05755,874.85965,574.55745,548.54175,251.20225,281.28555
Cer_EODS(d21:0/16:2/O-36:2)+HCO2,1153.04755,1107.04255,872.84405,572.54175,546.52615,251.20225,281.28555
Cer_EODS(d21:0/16:2/O-36:3)+HCO2,1151.03255,1105.02655,870.82835,570.52615,544.51045,251.20225,281.28555
Cer_EODS(d21:0/16:2/O-36:4)+HCO2,1149.01655,1103.01155,868.81275,568.51045,542.49485,251.20225,281.28555
Cer_EODS(d21:0/18:0/O-16:0)+HCO2,908.82875,862.82335,596.56235,296.26005,270.24445,283.26485,281.28555
Cer_EODS(d21:0/18:0/O-16:1)+HCO2,906.81315,860.80765,594.54665,294.24445,268.22875,283.26485,281.28555
Cer_EODS(d21:0/18:0/O-16:2)+HCO2,904.79745,858.79195,592.53105,292.22875,266.21315,283.26485,281.28555
Cer_EODS(d21:0/18:0/O-16:3)+HCO2,902.78185,856.77635,590.51535,290.21315,264.19745,283.26485,281.28555
Cer_EODS(d21:0/18:0/O-16:4)+HCO2,900.76615,854.76065,588.49975,288.19745,262.18185,283.26485,281.28555
Cer_EODS(d21:0/18:0/O-17:0)+HCO2,922.84445,876.83895,610.57805,310.27565,284.26005,283.26485,281.28555
Cer_EODS(d21:0/18:0/O-17:1)+HCO2,920.82875,874.82335,608.56235,308.26005,282.24445,283.26485,281.28555
Cer_EODS(d21:0/18:0/O-17:2)+HCO2,918.81315,872.80765,606.54665,306.24445,280.22875,283.26485,281.28555
Cer_EODS(d21:0/18:0/O-17:3)+HCO2,916.79745,870.79195,604.53105,304.22875,278.21315,283.26485,281.28555
Cer_EODS(d21:0/18:0/O-18:0)+HCO2,936.86015,890.85465,624.59365,324.29135,298.27565,283.26485,281.28555
Cer_EODS(d21:0/18:0/O-18:1)+HCO2,934.84445,888.83895,622.57805,322.27565,296.26005,283.26485,281.28555
Cer_EODS(d21:0/18:0/O-18:2)+HCO2,932.82875,886.82335,620.56235,320.26005,294.24445,283.26485,281.28555
Cer_EODS(d21:0/18:0/O-18:3)+HCO2,930.81315,884.80765,618.54665,318.24445,292.22875,283.26485,281.28555
Cer_EODS(d21:0/18:0/O-18:4)+HCO2,928.79745,882.79195,616.53105,316.22875,290.21315,283.26485,281.28555
Cer_EODS(d21:0/18:0/O-19:0)+HCO2,950.87575,904.87025,638.60935,338.30705,312.29135,283.26485,281.28555
Cer_EODS(d21:0/18:0/O-19:1)+HCO2,948.86015,902.85465,636.59365,336.29135,310.27565,283.26485,281.28555
Cer_EODS(d21:0/18:0/O-19:2)+HCO2,946.84445,900.83895,634.57805,334.27565,308.26005,283.26485,281.28555
Cer_EODS(d21:0/18:0/O-19:3)+HCO2,944.82875,898.82335,632.56235,332.26005,306.24445,283.26485,281.28555
Cer_EODS(d21:0/18:0/O-19:4)+HCO2,942.81315,896.80765,630.54665,330.24445,304.22875,283.26485,281.28555
Cer_EODS(d21:0/18:0/O-20:0)+HCO2,964.89135,918.88595,652.62495,352.32265,326.30705,283.26485,281.28555
Cer_EODS(d21:0/18:0/O-20:1)+HCO2,962.87575,916.87025,650.60935,350.30705,324.29135,283.26485,281.28555
Cer_EODS(d21:0/18:0/O-20:2)+HCO2,960.86015,914.85465,648.59365,348.29135,322.27565,283.26485,281.28555
Cer_EODS(d21:0/18:0/O-20:3)+HCO2,958.84445,912.83895,646.57805,346.27565,320.26005,283.26485,281.28555
Cer_EODS(d21:0/18:0/O-20:4)+HCO2,956.82875,910.82335,644.56235,344.26005,318.24445,283.26485,281.28555
Cer_EODS(d21:0/18:0/O-21:0)+HCO2,978.90705,932.90155,666.64055,366.33835,340.32265,283.26485,281.28555
Cer_EODS(d21:0/18:0/O-21:1)+HCO2,976.89135,930.88595,664.62495,364.32265,338.30705,283.26485,281.28555
Cer_EODS(d21:0/18:0/O-21:2)+HCO2,974.87575,928.87025,662.60935,362.30705,336.29135,283.26485,281.28555
Cer_EODS(d21:0/18:0/O-21:3)+HCO2,972.86015,926.85465,660.59365,360.29135,334.27565,283.26485,281.28555
Cer_EODS(d21:0/18:0/O-21:4)+HCO2,970.84445,924.83895,658.57805,358.27565,332.26005,283.26485,281.28555
Cer_EODS(d21:0/18:0/O-22:0)+HCO2,992.92265,946.91725,680.65625,380.35395,354.33835,283.26485,281.28555
Cer_EODS(d21:0/18:0/O-22:1)+HCO2,990.90705,944.90155,678.64055,378.33835,352.32265,283.26485,281.28555
Cer_EODS(d21:0/18:0/O-22:2)+HCO2,988.89135,942.88595,676.62495,376.32265,350.30705,283.26485,281.28555
Cer_EODS(d21:0/18:0/O-22:3)+HCO2,986.87575,940.87025,674.60935,374.30705,348.29135,283.26485,281.28555
Cer_EODS(d21:0/18:0/O-22:4)+HCO2,984.86015,938.85465,672.59365,372.29135,346.27565,283.26485,281.28555
Cer_EODS(d21:0/18:0/O-23:0)+HCO2,1006.93855,960.93285,694.67185,394.36955,368.35395,283.26485,281.28555
Cer_EODS(d21:0/18:0/O-23:1)+HCO2,1004.92255,958.91725,692.65625,392.35395,366.33835,283.26485,281.28555
Cer_EODS(d21:0/18:0/O-23:2)+HCO2,1002.90655,956.90155,690.64055,390.33835,364.32265,283.26485,281.28555
Cer_EODS(d21:0/18:0/O-23:3)+HCO2,1000.89155,954.88595,688.62495,388.32265,362.30705,283.26485,281.28555
Cer_EODS(d21:0/18:0/O-23:4)+HCO2,998.87575,952.87025,686.60935,386.30705,360.29135,283.26485,281.28555
