Cer-NDS,[M-H]-,[M-CO-3H]-,[M-CO-O-3H]-,[Sph-H]-,[FA+NCCO-3H]-,[FA+NCC-3H]-,[FA+N-H]-,[Sph-NCCO-3H]-,[FA-3H]-
Cer-NDS(d27:0/42:1)-H,1027.052,995.0258,979.0309,426.4317,658.6502,642.6553,616.6402,365.3789,599.6375
Cer-NDS(d27:0/42:2)-H,1025.036,993.0101,977.0153,426.4317,656.6346,640.6396,614.6245,365.3789,597.6218
Cer-NDS(d28:0/12:0)-H,622.6138,590.5876,574.5927,440.4473,240.1964,224.2014,198.1863,379.3945,181.1836
Cer-NDS(d28:0/12:1)-H,620.5982,588.572,572.577,440.4473,238.1807,222.1858,196.1707,379.3945,179.168
Cer-NDS(d28:0/13:0)-H,636.6295,604.6033,588.6083,440.4473,254.212,238.2171,212.202,379.3945,195.1992
Cer-NDS(d28:0/13:1)-H,634.6138,602.5876,586.5927,440.4473,252.1964,236.2014,210.1863,379.3945,193.1836
Cer-NDS(d28:0/14:0)-H,650.6451,618.6189,602.624,440.4473,268.2277,252.2328,226.2176,379.3945,209.2149
Cer-NDS(d28:0/14:1)-H,648.6295,616.6033,600.6083,440.4473,266.212,250.2171,224.202,379.3945,207.1992
Cer-NDS(d28:0/15:0)-H,664.6608,632.6346,616.6396,440.4473,282.2433,266.2484,240.2333,379.3945,223.2305
Cer-NDS(d28:0/15:1)-H,662.6451,630.6189,614.624,440.4473,280.2277,264.2328,238.2176,379.3945,221.2149
Cer-NDS(d28:0/16:0)-H,678.6765,646.6502,630.6553,440.4473,296.259,280.264,254.2489,379.3945,237.2462
Cer-NDS(d28:0/16:1)-H,676.6608,644.6346,628.6396,440.4473,294.2433,278.2484,252.2333,379.3945,235.2305
Cer-NDS(d28:0/16:2)-H,674.6451,642.6189,626.624,440.4473,292.2277,276.2328,250.2176,379.3945,233.2149
Cer-NDS(d28:0/17:0)-H,692.6921,660.6658,644.671,440.4473,310.2746,294.2797,268.2646,379.3945,251.2619
Cer-NDS(d28:0/18:0)-H,706.7077,674.6815,658.6866,440.4473,324.2903,308.2953,282.2802,379.3945,265.2775
Cer-NDS(d28:0/18:1)-H,704.6921,672.6658,656.671,440.4473,322.2746,306.2797,280.2646,379.3945,263.2618
Cer-NDS(d28:0/18:2)-H,702.6765,670.6502,654.6553,440.4473,320.259,304.264,278.2489,379.3945,261.2462
Cer-NDS(d28:0/19:0)-H,720.7234,688.6971,672.7023,440.4473,338.3059,322.311,296.2959,379.3945,279.2932
Cer-NDS(d28:0/19:1)-H,718.7077,686.6815,670.6866,440.4473,336.2903,320.2953,294.2802,379.3945,277.2775
Cer-NDS(d28:0/20:0)-H,734.739,702.7128,686.7179,440.4473,352.3216,336.3267,310.3116,379.3945,293.3088
Cer-NDS(d28:0/20:1)-H,732.7234,700.6971,684.7023,440.4473,350.3059,334.311,308.2959,379.3945,291.2932
Cer-NDS(d28:0/20:2)-H,730.7077,698.6815,682.6866,440.4473,348.2903,332.2953,306.2802,379.3945,289.2775
Cer-NDS(d28:0/21:0)-H,748.7547,716.7285,700.7335,440.4473,366.3372,350.3423,324.3272,379.3945,307.3245
Cer-NDS(d28:0/21:1)-H,746.739,714.7128,698.7179,440.4473,364.3216,348.3267,322.3116,379.3945,305.3088
Cer-NDS(d28:0/22:0)-H,762.7703,730.7441,714.7492,440.4473,380.3529,364.3579,338.3428,379.3945,321.3401
Cer-NDS(d28:0/22:1)-H,760.7547,728.7285,712.7335,440.4473,378.3372,362.3423,336.3272,379.3945,319.3245
Cer-NDS(d28:0/22:2)-H,758.739,726.7128,710.7179,440.4473,376.3216,360.3267,334.3116,379.3945,317.3088
Cer-NDS(d28:0/23:0)-H,776.7859,744.7598,728.7648,440.4473,394.3685,378.3736,352.3585,379.3945,335.3557
Cer-NDS(d28:0/23:1)-H,774.7703,742.7441,726.7492,440.4473,392.3529,376.3579,350.3428,379.3945,333.3401
Cer-NDS(d28:0/24:0)-H,790.8016,758.7754,742.7805,440.4473,408.3842,392.3893,366.3741,379.3945,349.3714
Cer-NDS(d28:0/24:1)-H,788.7859,756.7598,740.7648,440.4473,406.3685,390.3736,364.3585,379.3945,347.3557
Cer-NDS(d28:0/24:2)-H,786.7703,754.7441,738.7492,440.4473,404.3529,388.3579,362.3428,379.3945,345.3401
Cer-NDS(d28:0/25:0)-H,804.8173,772.7911,756.7961,440.4473,422.3998,406.4049,380.3898,379.3945,363.3871
Cer-NDS(d28:0/25:1)-H,802.8016,770.7754,754.7805,440.4473,420.3842,404.3893,378.3741,379.3945,361.3714
Cer-NDS(d28:0/26:0)-H,818.8329,786.8067,770.8118,440.4473,436.4155,420.4206,394.4054,379.3945,377.4027
Cer-NDS(d28:0/26:1)-H,816.8173,784.7911,768.7961,440.4473,434.3998,418.4049,392.3898,379.3945,375.3871
Cer-NDS(d28:0/26:2)-H,814.8016,782.7754,766.7805,440.4473,432.3842,416.3893,390.3741,379.3945,373.3714
Cer-NDS(d28:0/27:0)-H,832.8486,800.8224,784.8275,440.4473,450.4311,434.4362,408.4211,379.3945,391.4183
Cer-NDS(d28:0/27:1)-H,830.8329,798.8067,782.8118,440.4473,448.4155,432.4206,406.4054,379.3945,389.4027
Cer-NDS(d28:0/28:0)-H,846.8643,814.838,798.8431,440.4473,464.4468,448.4518,422.4367,379.3945,405.434
Cer-NDS(d28:0/28:1)-H,844.8486,812.8224,796.8275,440.4473,462.4311,446.4362,420.4211,379.3945,403.4183
Cer-NDS(d28:0/28:2)-H,842.8329,810.8067,794.8118,440.4473,460.4155,444.4206,418.4054,379.3945,401.4027
Cer-NDS(d28:0/29:0)-H,860.8799,828.8536,812.8588,440.4473,478.4624,462.4675,436.4524,379.3945,419.4496
Cer-NDS(d28:0/29:1)-H,858.8643,826.838,810.8431,440.4473,476.4468,460.4518,434.4367,379.3945,417.434
Cer-NDS(d28:0/30:0)-H,874.8955,842.8693,826.8744,440.4473,492.4781,476.4832,450.468,379.3945,433.4653
Cer-NDS(d28:0/30:1)-H,872.8799,840.8536,824.8588,440.4473,490.4624,474.4675,448.4524,379.3945,431.4496
Cer-NDS(d28:0/30:2)-H,870.8643,838.838,822.8431,440.4473,488.4468,472.4518,446.4367,379.3945,429.434
Cer-NDS(d28:0/31:0)-H,888.9112,856.8849,840.89,440.4473,506.4937,490.4988,464.4837,379.3945,447.481
Cer-NDS(d28:0/31:1)-H,886.8955,854.8693,838.8744,440.4473,504.4781,488.4832,462.468,379.3945,445.4653
Cer-NDS(d28:0/32:0)-H,902.9268,870.9006,854.9057,440.4473,520.5094,504.5144,478.4993,379.3945,461.4966
Cer-NDS(d28:0/32:1)-H,900.9112,868.8849,852.89,440.4473,518.4937,502.4988,476.4837,379.3945,459.481
Cer-NDS(d28:0/32:2)-H,898.8955,866.8693,850.8744,440.4473,516.4781,500.4832,474.468,379.3945,457.4653
Cer-NDS(d28:0/33:0)-H,916.9425,884.9163,868.9213,440.4473,534.525,518.5301,492.515,379.3945,475.5122
Cer-NDS(d28:0/33:1)-H,914.9268,882.9006,866.9057,440.4473,532.5094,516.5145,490.4993,379.3945,473.4966
Cer-NDS(d28:0/34:0)-H,930.9581,898.9319,882.937,440.4473,548.5406,532.5458,506.5306,379.3945,489.5279
Cer-NDS(d28:0/34:1)-H,928.9425,896.9163,880.9213,440.4473,546.525,530.5301,504.515,379.3945,487.5122
Cer-NDS(d28:0/34:2)-H,926.9268,894.9006,878.9057,440.4473,544.5094,528.5145,502.4993,379.3945,485.4966
Cer-NDS(d28:0/35:0)-H,944.9738,912.9476,896.9526,440.4473,562.5563,546.5614,520.5463,379.3945,503.5435
Cer-NDS(d28:0/35:1)-H,942.9581,910.9319,894.937,440.4473,560.5406,544.5458,518.5306,379.3945,501.5279
Cer-NDS(d28:0/36:0)-H,958.9894,926.9632,910.9683,440.4473,576.572,560.577,534.562,379.3945,517.5592
Cer-NDS(d28:0/36:1)-H,956.9738,924.9476,908.9526,440.4473,574.5563,558.5614,532.5463,379.3945,515.5436
Cer-NDS(d28:0/36:2)-H,954.9581,922.9319,906.937,440.4473,572.5406,556.5458,530.5306,379.3945,513.5279
Cer-NDS(d28:0/38:0)-H,987.0208,954.9945,938.9996,440.4473,604.6033,588.6083,562.5933,379.3945,545.5905
Cer-NDS(d28:0/38:1)-H,985.0051,952.9789,936.9839,440.4473,602.5876,586.5927,560.5776,379.3945,543.5748
Cer-NDS(d28:0/38:2)-H,982.9894,950.9632,934.9683,440.4473,600.572,584.577,558.562,379.3945,541.5592
Cer-NDS(d28:0/40:0)-H,1015.052,983.0258,967.0309,440.4473,632.6346,616.6396,590.6245,379.3945,573.6218
Cer-NDS(d28:0/40:1)-H,1013.036,981.0101,965.0153,440.4473,630.6189,614.624,588.6089,379.3945,571.6061
Cer-NDS(d28:0/40:2)-H,1011.021,978.9945,962.9996,440.4473,628.6033,612.6083,586.5933,379.3945,569.5905
Cer-NDS(d28:0/42:0)-H,1043.083,1011.057,995.0622,440.4473,660.6659,644.671,618.6558,379.3945,601.6531
Cer-NDS(d28:0/42:1)-H,1041.068,1009.041,993.0466,440.4473,658.6502,642.6553,616.6402,379.3945,599.6375
Cer-NDS(d28:0/42:2)-H,1039.052,1007.026,991.0309,440.4473,656.6346,640.6396,614.6245,379.3945,597.6218
Cer-NDS(d29:0/12:0)-H,636.6295,604.6033,588.6083,454.463,240.1964,224.2014,198.1863,393.4102,181.1836
Cer-NDS(d29:0/12:1)-H,634.6138,602.5876,586.5927,454.463,238.1807,222.1858,196.1707,393.4102,179.168
Cer-NDS(d29:0/13:0)-H,650.6451,618.6189,602.624,454.463,254.212,238.2171,212.202,393.4102,195.1992
Cer-NDS(d29:0/13:1)-H,648.6295,616.6033,600.6083,454.463,252.1964,236.2014,210.1863,393.4102,193.1836
Cer-NDS(d29:0/14:0)-H,664.6608,632.6346,616.6396,454.463,268.2277,252.2328,226.2176,393.4102,209.2149
Cer-NDS(d29:0/14:1)-H,662.6451,630.6189,614.624,454.463,266.212,250.2171,224.202,393.4102,207.1992
Cer-NDS(d29:0/15:0)-H,678.6765,646.6502,630.6553,454.463,282.2433,266.2484,240.2333,393.4102,223.2305
Cer-NDS(d29:0/15:1)-H,676.6608,644.6346,628.6396,454.463,280.2277,264.2328,238.2176,393.4102,221.2149
Cer-NDS(d29:0/16:0)-H,692.6921,660.6658,644.671,454.463,296.259,280.264,254.2489,393.4102,237.2462
Cer-NDS(d29:0/16:1)-H,690.6765,658.6502,642.6553,454.463,294.2433,278.2484,252.2333,393.4102,235.2305
Cer-NDS(d29:0/16:2)-H,688.6608,656.6346,640.6396,454.463,292.2277,276.2328,250.2176,393.4102,233.2149
Cer-NDS(d29:0/17:0)-H,706.7077,674.6815,658.6866,454.463,310.2746,294.2797,268.2646,393.4102,251.2619
Cer-NDS(d29:0/18:0)-H,720.7234,688.6971,672.7023,454.463,324.2903,308.2953,282.2802,393.4102,265.2775
Cer-NDS(d29:0/18:1)-H,718.7077,686.6815,670.6866,454.463,322.2746,306.2797,280.2646,393.4102,263.2618
Cer-NDS(d29:0/18:2)-H,716.6921,684.6658,668.671,454.463,320.259,304.264,278.2489,393.4102,261.2462
Cer-NDS(d29:0/19:0)-H,734.739,702.7128,686.7179,454.463,338.3059,322.311,296.2959,393.4102,279.2932
Cer-NDS(d29:0/19:1)-H,732.7234,700.6971,684.7023,454.463,336.2903,320.2953,294.2802,393.4102,277.2775
Cer-NDS(d29:0/20:0)-H,748.7547,716.7285,700.7335,454.463,352.3216,336.3267,310.3116,393.4102,293.3088
Cer-NDS(d29:0/20:1)-H,746.739,714.7128,698.7179,454.463,350.3059,334.311,308.2959,393.4102,291.2932
Cer-NDS(d29:0/20:2)-H,744.7234,712.6971,696.7023,454.463,348.2903,332.2953,306.2802,393.4102,289.2775
Cer-NDS(d29:0/21:0)-H,762.7703,730.7441,714.7492,454.463,366.3372,350.3423,324.3272,393.4102,307.3245
Cer-NDS(d29:0/21:1)-H,760.7547,728.7285,712.7335,454.463,364.3216,348.3267,322.3116,393.4102,305.3088
Cer-NDS(d29:0/22:0)-H,776.7859,744.7598,728.7648,454.463,380.3529,364.3579,338.3428,393.4102,321.3401
Cer-NDS(d29:0/22:1)-H,774.7703,742.7441,726.7492,454.463,378.3372,362.3423,336.3272,393.4102,319.3245
Cer-NDS(d29:0/22:2)-H,772.7547,740.7285,724.7335,454.463,376.3216,360.3267,334.3116,393.4102,317.3088
Cer-NDS(d29:0/23:0)-H,790.8016,758.7754,742.7805,454.463,394.3685,378.3736,352.3585,393.4102,335.3557
Cer-NDS(d29:0/23:1)-H,788.7859,756.7598,740.7648,454.463,392.3529,376.3579,350.3428,393.4102,333.3401
Cer-NDS(d29:0/24:0)-H,804.8173,772.7911,756.7961,454.463,408.3842,392.3893,366.3741,393.4102,349.3714
Cer-NDS(d29:0/24:1)-H,802.8016,770.7754,754.7805,454.463,406.3685,390.3736,364.3585,393.4102,347.3557
Cer-NDS(d29:0/24:2)-H,800.7859,768.7598,752.7648,454.463,404.3529,388.3579,362.3428,393.4102,345.3401
Cer-NDS(d29:0/25:0)-H,818.8329,786.8067,770.8118,454.463,422.3998,406.4049,380.3898,393.4102,363.3871
Cer-NDS(d29:0/25:1)-H,816.8173,784.7911,768.7961,454.463,420.3842,404.3893,378.3741,393.4102,361.3714
Cer-NDS(d29:0/26:0)-H,832.8486,800.8224,784.8275,454.463,436.4155,420.4206,394.4054,393.4102,377.4027
Cer-NDS(d29:0/26:1)-H,830.8329,798.8067,782.8118,454.463,434.3998,418.4049,392.3898,393.4102,375.3871
Cer-NDS(d29:0/26:2)-H,828.8173,796.7911,780.7961,454.463,432.3842,416.3893,390.3741,393.4102,373.3714
Cer-NDS(d29:0/27:0)-H,846.8643,814.838,798.8431,454.463,450.4311,434.4362,408.4211,393.4102,391.4183
Cer-NDS(d29:0/27:1)-H,844.8486,812.8224,796.8275,454.463,448.4155,432.4206,406.4054,393.4102,389.4027
Cer-NDS(d29:0/28:0)-H,860.8799,828.8536,812.8588,454.463,464.4468,448.4518,422.4367,393.4102,405.434
Cer-NDS(d29:0/28:1)-H,858.8643,826.838,810.8431,454.463,462.4311,446.4362,420.4211,393.4102,403.4183
Cer-NDS(d29:0/28:2)-H,856.8486,824.8224,808.8275,454.463,460.4155,444.4206,418.4054,393.4102,401.4027
Cer-NDS(d29:0/29:0)-H,874.8955,842.8693,826.8744,454.463,478.4624,462.4675,436.4524,393.4102,419.4496
Cer-NDS(d29:0/29:1)-H,872.8799,840.8536,824.8588,454.463,476.4468,460.4518,434.4367,393.4102,417.434
Cer-NDS(d29:0/30:0)-H,888.9112,856.8849,840.89,454.463,492.4781,476.4832,450.468,393.4102,433.4653
Cer-NDS(d29:0/30:1)-H,886.8955,854.8693,838.8744,454.463,490.4624,474.4675,448.4524,393.4102,431.4496
Cer-NDS(d29:0/30:2)-H,884.8799,852.8536,836.8588,454.463,488.4468,472.4518,446.4367,393.4102,429.434
Cer-NDS(d29:0/31:0)-H,902.9268,870.9006,854.9057,454.463,506.4937,490.4988,464.4837,393.4102,447.481
Cer-NDS(d29:0/31:1)-H,900.9112,868.8849,852.89,454.463,504.4781,488.4832,462.468,393.4102,445.4653
Cer-NDS(d29:0/32:0)-H,916.9425,884.9163,868.9213,454.463,520.5094,504.5144,478.4993,393.4102,461.4966
Cer-NDS(d29:0/32:1)-H,914.9268,882.9006,866.9057,454.463,518.4937,502.4988,476.4837,393.4102,459.481
Cer-NDS(d29:0/32:2)-H,912.9112,880.8849,864.89,454.463,516.4781,500.4832,474.468,393.4102,457.4653
Cer-NDS(d29:0/33:0)-H,930.9581,898.9319,882.937,454.463,534.525,518.5301,492.515,393.4102,475.5122
Cer-NDS(d29:0/33:1)-H,928.9425,896.9163,880.9213,454.463,532.5094,516.5145,490.4993,393.4102,473.4966
Cer-NDS(d29:0/34:0)-H,944.9738,912.9476,896.9526,454.463,548.5406,532.5458,506.5306,393.4102,489.5279
Cer-NDS(d29:0/34:1)-H,942.9581,910.9319,894.937,454.463,546.525,530.5301,504.515,393.4102,487.5122
Cer-NDS(d29:0/34:2)-H,940.9425,908.9163,892.9213,454.463,544.5094,528.5145,502.4993,393.4102,485.4966
Cer-NDS(d29:0/35:0)-H,958.9894,926.9632,910.9683,454.463,562.5563,546.5614,520.5463,393.4102,503.5435
Cer-NDS(d29:0/35:1)-H,956.9738,924.9476,908.9526,454.463,560.5406,544.5458,518.5306,393.4102,501.5279
Cer-NDS(d29:0/36:0)-H,973.0051,940.9789,924.9839,454.463,576.572,560.577,534.562,393.4102,517.5592
Cer-NDS(d29:0/36:1)-H,970.9894,938.9632,922.9683,454.463,574.5563,558.5614,532.5463,393.4102,515.5436
Cer-NDS(d29:0/36:2)-H,968.9738,936.9476,920.9526,454.463,572.5406,556.5458,530.5306,393.4102,513.5279
Cer-NDS(d29:0/38:0)-H,1001.036,969.0101,953.0153,454.463,604.6033,588.6083,562.5933,393.4102,545.5905
Cer-NDS(d29:0/38:1)-H,999.0208,966.9945,950.9996,454.463,602.5876,586.5927,560.5776,393.4102,543.5748
Cer-NDS(d29:0/38:2)-H,997.0051,964.9789,948.9839,454.463,600.572,584.577,558.562,393.4102,541.5592
Cer-NDS(d29:0/40:0)-H,1029.068,997.0414,981.0466,454.463,632.6346,616.6396,590.6245,393.4102,573.6218
Cer-NDS(d29:0/40:1)-H,1027.052,995.0258,979.0309,454.463,630.6189,614.624,588.6089,393.4102,571.6061
Cer-NDS(d29:0/40:2)-H,1025.036,993.0101,977.0153,454.463,628.6033,612.6083,586.5933,393.4102,569.5905
Cer-NDS(d29:0/42:0)-H,1057.099,1025.073,1009.078,454.463,660.6659,644.671,618.6558,393.4102,601.6531
Cer-NDS(d29:0/42:1)-H,1055.083,1023.057,1007.062,454.463,658.6502,642.6553,616.6402,393.4102,599.6375
Cer-NDS(d29:0/42:2)-H,1053.068,1021.041,1005.047,454.463,656.6346,640.6396,614.6245,393.4102,597.6218
Cer-NDS(d30:0/12:0)-H,650.6451,618.6189,602.624,468.4786,240.1964,224.2014,198.1863,407.4258,181.1836
Cer-NDS(d30:0/12:1)-H,648.6295,616.6033,600.6083,468.4786,238.1807,222.1858,196.1707,407.4258,179.168
Cer-NDS(d30:0/13:0)-H,664.6608,632.6346,616.6396,468.4786,254.212,238.2171,212.202,407.4258,195.1992
Cer-NDS(d30:0/13:1)-H,662.6451,630.6189,614.624,468.4786,252.1964,236.2014,210.1863,407.4258,193.1836
Cer-NDS(d30:0/14:0)-H,678.6765,646.6502,630.6553,468.4786,268.2277,252.2328,226.2176,407.4258,209.2149
Cer-NDS(d30:0/14:1)-H,676.6608,644.6346,628.6396,468.4786,266.212,250.2171,224.202,407.4258,207.1992
Cer-NDS(d30:0/15:0)-H,692.6921,660.6658,644.671,468.4786,282.2433,266.2484,240.2333,407.4258,223.2305
Cer-NDS(d30:0/15:1)-H,690.6765,658.6502,642.6553,468.4786,280.2277,264.2328,238.2176,407.4258,221.2149
Cer-NDS(d30:0/16:0)-H,706.7077,674.6815,658.6866,468.4786,296.259,280.264,254.2489,407.4258,237.2462
Cer-NDS(d30:0/16:1)-H,704.6921,672.6658,656.671,468.4786,294.2433,278.2484,252.2333,407.4258,235.2305
Cer-NDS(d30:0/16:2)-H,702.6765,670.6502,654.6553,468.4786,292.2277,276.2328,250.2176,407.4258,233.2149
Cer-NDS(d30:0/17:0)-H,720.7234,688.6971,672.7023,468.4786,310.2746,294.2797,268.2646,407.4258,251.2619
Cer-NDS(d30:0/18:0)-H,734.739,702.7128,686.7179,468.4786,324.2903,308.2953,282.2802,407.4258,265.2775
Cer-NDS(d30:0/18:1)-H,732.7234,700.6971,684.7023,468.4786,322.2746,306.2797,280.2646,407.4258,263.2618
Cer-NDS(d30:0/18:2)-H,730.7077,698.6815,682.6866,468.4786,320.259,304.264,278.2489,407.4258,261.2462
Cer-NDS(d30:0/19:0)-H,748.7547,716.7285,700.7335,468.4786,338.3059,322.311,296.2959,407.4258,279.2932
Cer-NDS(d30:0/19:1)-H,746.739,714.7128,698.7179,468.4786,336.2903,320.2953,294.2802,407.4258,277.2775
Cer-NDS(d30:0/20:0)-H,762.7703,730.7441,714.7492,468.4786,352.3216,336.3267,310.3116,407.4258,293.3088
Cer-NDS(d30:0/20:1)-H,760.7547,728.7285,712.7335,468.4786,350.3059,334.311,308.2959,407.4258,291.2932
Cer-NDS(d30:0/20:2)-H,758.739,726.7128,710.7179,468.4786,348.2903,332.2953,306.2802,407.4258,289.2775
Cer-NDS(d30:0/21:0)-H,776.7859,744.7598,728.7648,468.4786,366.3372,350.3423,324.3272,407.4258,307.3245
Cer-NDS(d30:0/21:1)-H,774.7703,742.7441,726.7492,468.4786,364.3216,348.3267,322.3116,407.4258,305.3088
Cer-NDS(d30:0/22:0)-H,790.8016,758.7754,742.7805,468.4786,380.3529,364.3579,338.3428,407.4258,321.3401
Cer-NDS(d30:0/22:1)-H,788.7859,756.7598,740.7648,468.4786,378.3372,362.3423,336.3272,407.4258,319.3245
Cer-NDS(d30:0/22:2)-H,786.7703,754.7441,738.7492,468.4786,376.3216,360.3267,334.3116,407.4258,317.3088
Cer-NDS(d30:0/23:0)-H,804.8173,772.7911,756.7961,468.4786,394.3685,378.3736,352.3585,407.4258,335.3557
Cer-NDS(d30:0/23:1)-H,802.8016,770.7754,754.7805,468.4786,392.3529,376.3579,350.3428,407.4258,333.3401
Cer-NDS(d30:0/24:0)-H,818.8329,786.8067,770.8118,468.4786,408.3842,392.3893,366.3741,407.4258,349.3714
Cer-NDS(d30:0/24:1)-H,816.8173,784.7911,768.7961,468.4786,406.3685,390.3736,364.3585,407.4258,347.3557
Cer-NDS(d30:0/24:2)-H,814.8016,782.7754,766.7805,468.4786,404.3529,388.3579,362.3428,407.4258,345.3401
Cer-NDS(d30:0/25:0)-H,832.8486,800.8224,784.8275,468.4786,422.3998,406.4049,380.3898,407.4258,363.3871
Cer-NDS(d30:0/25:1)-H,830.8329,798.8067,782.8118,468.4786,420.3842,404.3893,378.3741,407.4258,361.3714
Cer-NDS(d30:0/26:0)-H,846.8643,814.838,798.8431,468.4786,436.4155,420.4206,394.4054,407.4258,377.4027
Cer-NDS(d30:0/26:1)-H,844.8486,812.8224,796.8275,468.4786,434.3998,418.4049,392.3898,407.4258,375.3871
Cer-NDS(d30:0/26:2)-H,842.8329,810.8067,794.8118,468.4786,432.3842,416.3893,390.3741,407.4258,373.3714
Cer-NDS(d30:0/27:0)-H,860.8799,828.8536,812.8588,468.4786,450.4311,434.4362,408.4211,407.4258,391.4183
Cer-NDS(d30:0/27:1)-H,858.8643,826.838,810.8431,468.4786,448.4155,432.4206,406.4054,407.4258,389.4027
Cer-NDS(d30:0/28:0)-H,874.8955,842.8693,826.8744,468.4786,464.4468,448.4518,422.4367,407.4258,405.434
Cer-NDS(d30:0/28:1)-H,872.8799,840.8536,824.8588,468.4786,462.4311,446.4362,420.4211,407.4258,403.4183
Cer-NDS(d30:0/28:2)-H,870.8643,838.838,822.8431,468.4786,460.4155,444.4206,418.4054,407.4258,401.4027
Cer-NDS(d30:0/29:0)-H,888.9112,856.8849,840.89,468.4786,478.4624,462.4675,436.4524,407.4258,419.4496
Cer-NDS(d30:0/29:1)-H,886.8955,854.8693,838.8744,468.4786,476.4468,460.4518,434.4367,407.4258,417.434
Cer-NDS(d30:0/30:0)-H,902.9268,870.9006,854.9057,468.4786,492.4781,476.4832,450.468,407.4258,433.4653
Cer-NDS(d30:0/30:1)-H,900.9112,868.8849,852.89,468.4786,490.4624,474.4675,448.4524,407.4258,431.4496
Cer-NDS(d30:0/30:2)-H,898.8955,866.8693,850.8744,468.4786,488.4468,472.4518,446.4367,407.4258,429.434
Cer-NDS(d30:0/31:0)-H,916.9425,884.9163,868.9213,468.4786,506.4937,490.4988,464.4837,407.4258,447.481
Cer-NDS(d30:0/31:1)-H,914.9268,882.9006,866.9057,468.4786,504.4781,488.4832,462.468,407.4258,445.4653
Cer-NDS(d30:0/32:0)-H,930.9581,898.9319,882.937,468.4786,520.5094,504.5144,478.4993,407.4258,461.4966
Cer-NDS(d30:0/32:1)-H,928.9425,896.9163,880.9213,468.4786,518.4937,502.4988,476.4837,407.4258,459.481
Cer-NDS(d30:0/32:2)-H,926.9268,894.9006,878.9057,468.4786,516.4781,500.4832,474.468,407.4258,457.4653
Cer-NDS(d30:0/33:0)-H,944.9738,912.9476,896.9526,468.4786,534.525,518.5301,492.515,407.4258,475.5122
Cer-NDS(d30:0/33:1)-H,942.9581,910.9319,894.937,468.4786,532.5094,516.5145,490.4993,407.4258,473.4966
Cer-NDS(d30:0/34:0)-H,958.9894,926.9632,910.9683,468.4786,548.5406,532.5458,506.5306,407.4258,489.5279
Cer-NDS(d30:0/34:1)-H,956.9738,924.9476,908.9526,468.4786,546.525,530.5301,504.515,407.4258,487.5122
Cer-NDS(d30:0/34:2)-H,954.9581,922.9319,906.937,468.4786,544.5094,528.5145,502.4993,407.4258,485.4966
Cer-NDS(d30:0/35:0)-H,973.0051,940.9789,924.9839,468.4786,562.5563,546.5614,520.5463,407.4258,503.5435
Cer-NDS(d30:0/35:1)-H,970.9894,938.9632,922.9683,468.4786,560.5406,544.5458,518.5306,407.4258,501.5279
Cer-NDS(d30:0/36:0)-H,987.0208,954.9945,938.9996,468.4786,576.572,560.577,534.562,407.4258,517.5592
Cer-NDS(d30:0/36:1)-H,985.0051,952.9789,936.9839,468.4786,574.5563,558.5614,532.5463,407.4258,515.5436
Cer-NDS(d30:0/36:2)-H,982.9894,950.9632,934.9683,468.4786,572.5406,556.5458,530.5306,407.4258,513.5279
Cer-NDS(d30:0/38:0)-H,1015.052,983.0258,967.0309,468.4786,604.6033,588.6083,562.5933,407.4258,545.5905
Cer-NDS(d30:0/38:1)-H,1013.036,981.0101,965.0153,468.4786,602.5876,586.5927,560.5776,407.4258,543.5748
Cer-NDS(d30:0/38:2)-H,1011.021,978.9945,962.9996,468.4786,600.572,584.577,558.562,407.4258,541.5592
Cer-NDS(d30:0/40:0)-H,1043.083,1011.057,995.0622,468.4786,632.6346,616.6396,590.6245,407.4258,573.6218
Cer-NDS(d30:0/40:1)-H,1041.068,1009.041,993.0466,468.4786,630.6189,614.624,588.6089,407.4258,571.6061
Cer-NDS(d30:0/40:2)-H,1039.052,1007.026,991.0309,468.4786,628.6033,612.6083,586.5933,407.4258,569.5905
Cer-NDS(d30:0/42:0)-H,1071.115,1039.088,1023.094,468.4786,660.6659,644.671,618.6558,407.4258,601.6531
Cer-NDS(d30:0/42:1)-H,1069.099,1037.073,1021.078,468.4786,658.6502,642.6553,616.6402,407.4258,599.6375
Cer-NDS(d30:0/42:2)-H,1067.083,1035.057,1019.062,468.4786,656.6346,640.6396,614.6245,407.4258,597.6218
