SQDG,[M+NH4]+,[M-SN1+H]+,[M-SN2+H]+,[M-C6H10O7S+H]+,[M-C6H10O7S-H2O+H]+,[M-C6H10O7S-SN1+H]+,[M-C6H10O7S-SN2+H]+,SN2,SN1
SQDG(18:0_19:0)+NH4,882.634,581.3354,567.3198,639.5922,621.5816,355.3206,341.305,281.2839,267.2682
SQDG(18:0_19:1)+NH4,880.6183,579.3198,567.3198,637.5765,619.566,353.305,341.305,279.2682,267.2682
SQDG(18:0_19:2)+NH4,878.6027,577.3041,567.3198,635.5609,617.5504,351.2894,341.305,277.2526,267.2682
SQDG(18:0_20:0)+NH4,896.6497,595.351,567.3198,653.6078,635.5973,369.3363,341.305,295.2996,267.2682
SQDG(18:0_20:1)+NH4,894.634,593.3354,567.3198,651.5922,633.5816,367.3206,341.305,293.2839,267.2682
SQDG(18:0_20:2)+NH4,892.6183,591.3198,567.3198,649.5765,631.566,365.305,341.305,291.2682,267.2682
SQDG(18:0_20:3)+NH4,890.6027,589.3041,567.3198,647.5609,629.5504,363.2894,341.305,289.2526,267.2682
SQDG(18:0_20:4)+NH4,888.5871,587.2885,567.3198,645.5452,627.5347,361.2737,341.305,287.2369,267.2682
SQDG(18:0_20:5)+NH4,886.5714,585.2728,567.3198,643.5296,625.519,359.2581,341.305,285.2213,267.2682
SQDG(18:0_21:0)+NH4,910.6653,609.3667,567.3198,667.6235,649.6129,383.352,341.305,309.3152,267.2682
SQDG(18:0_21:1)+NH4,908.6497,607.351,567.3198,665.6078,647.5973,381.3363,341.305,307.2996,267.2682
SQDG(18:0_21:2)+NH4,906.634,605.3354,567.3198,663.5922,645.5816,379.3206,341.305,305.2839,267.2682
SQDG(18:0_22:0)+NH4,924.681,623.3823,567.3198,681.6392,663.6286,397.3676,341.305,323.3308,267.2682
SQDG(18:0_22:1)+NH4,922.6653,621.3667,567.3198,679.6235,661.6129,395.352,341.305,321.3152,267.2682
SQDG(18:0_22:2)+NH4,920.6497,619.351,567.3198,677.6078,659.5973,393.3363,341.305,319.2996,267.2682
SQDG(18:0_22:3)+NH4,918.634,617.3354,567.3198,675.5922,657.5816,391.3206,341.305,317.2839,267.2682
SQDG(18:0_22:4)+NH4,916.6183,615.3198,567.3198,673.5765,655.566,389.305,341.305,315.2682,267.2682
SQDG(18:0_22:5)+NH4,914.6027,613.3041,567.3198,671.5609,653.5504,387.2894,341.305,313.2526,267.2682
SQDG(18:0_22:6)+NH4,912.5871,611.2885,567.3198,669.5452,651.5347,385.2737,341.305,311.2369,267.2682
SQDG(18:0_23:0)+NH4,938.6966,637.398,567.3198,695.6548,677.6442,411.3833,341.305,337.3465,267.2682
SQDG(18:0_24:0)+NH4,952.7123,651.4136,567.3198,709.6705,691.6599,425.3989,341.305,351.3622,267.2682
SQDG(18:0_24:1)+NH4,950.6966,649.398,567.3198,707.6548,689.6442,423.3833,341.305,349.3465,267.2682
SQDG(18:0_24:2)+NH4,948.681,647.3823,567.3198,705.6392,687.6286,421.3676,341.305,347.3308,267.2682
SQDG(18:0_24:4)+NH4,944.6497,643.351,567.3198,701.6078,683.5973,417.3363,341.305,343.2996,267.2682
SQDG(18:0_25:0)+NH4,966.7279,665.4293,567.3198,723.6861,705.6755,439.4146,341.305,365.3778,267.2682
SQDG(18:0_26:0)+NH4,980.7436,679.4449,567.3198,737.7017,719.6912,453.4302,341.305,379.3935,267.2682
SQDG(18:0_26:1)+NH4,978.7279,677.4293,567.3198,735.6861,717.6755,451.4146,341.305,377.3778,267.2682
SQDG(18:0_26:2)+NH4,976.7123,675.4136,567.3198,733.6705,715.6599,449.3989,341.305,375.3622,267.2682
SQDG(18:0_26:4)+NH4,972.681,671.3823,567.3198,729.6392,711.6286,445.3676,341.305,371.3308,267.2682
SQDG(18:0_27:0)+NH4,994.7592,693.4606,567.3198,751.7174,733.7068,467.4459,341.305,393.4091,267.2682
SQDG(18:1_18:1)+NH4,864.5871,565.3041,565.3041,621.5452,603.5347,339.2894,339.2894,265.2526,265.2526
SQDG(18:1_18:2)+NH4,862.5714,563.2885,565.3041,619.5296,601.519,337.2737,339.2894,263.2369,265.2526
SQDG(18:1_18:3)+NH4,860.5558,561.2728,565.3041,617.514,599.5034,335.2581,339.2894,261.2213,265.2526
SQDG(18:1_18:4)+NH4,858.5401,559.2571,565.3041,615.4983,597.4877,333.2424,339.2894,259.2057,265.2526
SQDG(18:1_18:5)+NH4,856.5245,557.2415,565.3041,613.4827,595.4721,331.2267,339.2894,257.19,265.2526
SQDG(19:0_18:1)+NH4,880.6183,565.3041,581.3354,637.5765,619.566,339.2894,355.3206,265.2526,281.2839
SQDG(18:1_19:1)+NH4,878.6027,579.3198,565.3041,635.5609,617.5504,353.305,339.2894,279.2682,265.2526
SQDG(18:1_19:2)+NH4,876.5871,577.3041,565.3041,633.5452,615.5347,351.2894,339.2894,277.2526,265.2526
SQDG(20:0_18:1)+NH4,894.634,565.3041,595.351,651.5922,633.5816,339.2894,369.3363,265.2526,295.2996
SQDG(18:1_20:1)+NH4,892.6183,593.3354,565.3041,649.5765,631.566,367.3206,339.2894,293.2839,265.2526
SQDG(18:1_20:2)+NH4,890.6027,591.3198,565.3041,647.5609,629.5504,365.305,339.2894,291.2682,265.2526
SQDG(18:1_20:3)+NH4,888.5871,589.3041,565.3041,645.5452,627.5347,363.2894,339.2894,289.2526,265.2526
SQDG(18:1_20:4)+NH4,886.5714,587.2885,565.3041,643.5296,625.519,361.2737,339.2894,287.2369,265.2526
SQDG(18:1_20:5)+NH4,884.5558,585.2728,565.3041,641.514,623.5034,359.2581,339.2894,285.2213,265.2526
SQDG(21:0_18:1)+NH4,908.6497,565.3041,609.3667,665.6078,647.5973,339.2894,383.352,265.2526,309.3152
SQDG(18:1_21:1)+NH4,906.634,607.351,565.3041,663.5922,645.5816,381.3363,339.2894,307.2996,265.2526
SQDG(18:1_21:2)+NH4,904.6183,605.3354,565.3041,661.5765,643.566,379.3206,339.2894,305.2839,265.2526
SQDG(22:0_18:1)+NH4,922.6653,565.3041,623.3823,679.6235,661.6129,339.2894,397.3676,265.2526,323.3308
SQDG(18:1_22:1)+NH4,920.6497,621.3667,565.3041,677.6078,659.5973,395.352,339.2894,321.3152,265.2526
SQDG(18:1_22:2)+NH4,918.634,619.351,565.3041,675.5922,657.5816,393.3363,339.2894,319.2996,265.2526
SQDG(18:1_22:3)+NH4,916.6183,617.3354,565.3041,673.5765,655.566,391.3206,339.2894,317.2839,265.2526
SQDG(18:1_22:4)+NH4,914.6027,615.3198,565.3041,671.5609,653.5504,389.305,339.2894,315.2682,265.2526
SQDG(18:1_22:5)+NH4,912.5871,613.3041,565.3041,669.5452,651.5347,387.2894,339.2894,313.2526,265.2526
SQDG(18:1_22:6)+NH4,910.5714,611.2885,565.3041,667.5296,649.519,385.2737,339.2894,311.2369,265.2526
SQDG(23:0_18:1)+NH4,936.681,565.3041,637.398,693.6392,675.6286,339.2894,411.3833,265.2526,337.3465
SQDG(24:0_18:1)+NH4,950.6966,565.3041,651.4136,707.6548,689.6442,339.2894,425.3989,265.2526,351.3622
SQDG(18:1_24:1)+NH4,948.681,649.398,565.3041,705.6392,687.6286,423.3833,339.2894,349.3465,265.2526
SQDG(18:1_24:2)+NH4,946.6653,647.3823,565.3041,703.6235,685.6129,421.3676,339.2894,347.3308,265.2526
SQDG(18:1_24:4)+NH4,942.634,643.351,565.3041,699.5922,681.5816,417.3363,339.2894,343.2996,265.2526
SQDG(25:0_18:1)+NH4,964.7123,565.3041,665.4293,721.6705,703.6599,339.2894,439.4146,265.2526,365.3778
SQDG(26:0_18:1)+NH4,978.7279,565.3041,679.4449,735.6861,717.6755,339.2894,453.4302,265.2526,379.3935
SQDG(18:1_26:1)+NH4,976.7123,677.4293,565.3041,733.6705,715.6599,451.4146,339.2894,377.3778,265.2526
SQDG(18:1_26:2)+NH4,974.6966,675.4136,565.3041,731.6548,713.6442,449.3989,339.2894,375.3622,265.2526
SQDG(18:1_26:4)+NH4,970.6653,671.3823,565.3041,727.6235,709.6129,445.3676,339.2894,371.3308,265.2526
SQDG(27:0_18:1)+NH4,992.7436,565.3041,693.4606,749.7017,731.6912,339.2894,467.4459,265.2526,393.4091
SQDG(18:2_18:2)+NH4,860.5558,563.2885,563.2885,617.514,599.5034,337.2737,337.2737,263.2369,263.2369
SQDG(18:2_18:3)+NH4,858.5401,561.2728,563.2885,615.4983,597.4877,335.2581,337.2737,261.2213,263.2369
SQDG(18:2_18:4)+NH4,856.5245,559.2571,563.2885,613.4827,595.4721,333.2424,337.2737,259.2057,263.2369
SQDG(18:2_18:5)+NH4,854.5089,557.2415,563.2885,611.467,593.4564,331.2267,337.2737,257.19,263.2369
SQDG(19:0_18:2)+NH4,878.6027,563.2885,581.3354,635.5609,617.5504,337.2737,355.3206,263.2369,281.2839
SQDG(19:1_18:2)+NH4,876.5871,563.2885,579.3198,633.5452,615.5347,337.2737,353.305,263.2369,279.2682
SQDG(18:2_19:2)+NH4,874.5714,577.3041,563.2885,631.5296,613.519,351.2894,337.2737,277.2526,263.2369
SQDG(20:0_18:2)+NH4,892.6183,563.2885,595.351,649.5765,631.566,337.2737,369.3363,263.2369,295.2996
SQDG(20:1_18:2)+NH4,890.6027,563.2885,593.3354,647.5609,629.5504,337.2737,367.3206,263.2369,293.2839
SQDG(18:2_20:2)+NH4,888.5871,591.3198,563.2885,645.5452,627.5347,365.305,337.2737,291.2682,263.2369
SQDG(18:2_20:3)+NH4,886.5714,589.3041,563.2885,643.5296,625.519,363.2894,337.2737,289.2526,263.2369
SQDG(18:2_20:4)+NH4,884.5558,587.2885,563.2885,641.514,623.5034,361.2737,337.2737,287.2369,263.2369
SQDG(18:2_20:5)+NH4,882.5401,585.2728,563.2885,639.4983,621.4877,359.2581,337.2737,285.2213,263.2369
SQDG(21:0_18:2)+NH4,906.634,563.2885,609.3667,663.5922,645.5816,337.2737,383.352,263.2369,309.3152
SQDG(21:1_18:2)+NH4,904.6183,563.2885,607.351,661.5765,643.566,337.2737,381.3363,263.2369,307.2996
SQDG(18:2_21:2)+NH4,902.6027,605.3354,563.2885,659.5609,641.5504,379.3206,337.2737,305.2839,263.2369
SQDG(22:0_18:2)+NH4,920.6497,563.2885,623.3823,677.6078,659.5973,337.2737,397.3676,263.2369,323.3308
SQDG(22:1_18:2)+NH4,918.634,563.2885,621.3667,675.5922,657.5816,337.2737,395.352,263.2369,321.3152
SQDG(18:2_22:2)+NH4,916.6183,619.351,563.2885,673.5765,655.566,393.3363,337.2737,319.2996,263.2369
SQDG(18:2_22:3)+NH4,914.6027,617.3354,563.2885,671.5609,653.5504,391.3206,337.2737,317.2839,263.2369
SQDG(18:2_22:4)+NH4,912.5871,615.3198,563.2885,669.5452,651.5347,389.305,337.2737,315.2682,263.2369
SQDG(18:2_22:5)+NH4,910.5714,613.3041,563.2885,667.5296,649.519,387.2894,337.2737,313.2526,263.2369
SQDG(18:2_22:6)+NH4,908.5558,611.2885,563.2885,665.514,647.5034,385.2737,337.2737,311.2369,263.2369
SQDG(23:0_18:2)+NH4,934.6653,563.2885,637.398,691.6235,673.6129,337.2737,411.3833,263.2369,337.3465
SQDG(24:0_18:2)+NH4,948.681,563.2885,651.4136,705.6392,687.6286,337.2737,425.3989,263.2369,351.3622
SQDG(24:1_18:2)+NH4,946.6653,563.2885,649.398,703.6235,685.6129,337.2737,423.3833,263.2369,349.3465
SQDG(18:2_24:2)+NH4,944.6497,647.3823,563.2885,701.6078,683.5973,421.3676,337.2737,347.3308,263.2369
SQDG(18:2_24:4)+NH4,940.6183,643.351,563.2885,697.5765,679.566,417.3363,337.2737,343.2996,263.2369
SQDG(25:0_18:2)+NH4,962.6966,563.2885,665.4293,719.6548,701.6442,337.2737,439.4146,263.2369,365.3778
SQDG(26:0_18:2)+NH4,976.7123,563.2885,679.4449,733.6705,715.6599,337.2737,453.4302,263.2369,379.3935
SQDG(26:1_18:2)+NH4,974.6966,563.2885,677.4293,731.6548,713.6442,337.2737,451.4146,263.2369,377.3778
SQDG(18:2_26:2)+NH4,972.681,675.4136,563.2885,729.6392,711.6286,449.3989,337.2737,375.3622,263.2369
SQDG(18:2_26:4)+NH4,968.6497,671.3823,563.2885,725.6078,707.5973,445.3676,337.2737,371.3308,263.2369
SQDG(27:0_18:2)+NH4,990.7279,563.2885,693.4606,747.6861,729.6755,337.2737,467.4459,263.2369,393.4091
SQDG(18:3_18:3)+NH4,856.5245,561.2728,561.2728,613.4827,595.4721,335.2581,335.2581,261.2213,261.2213
SQDG(18:3_18:4)+NH4,854.5089,559.2571,561.2728,611.467,593.4564,333.2424,335.2581,259.2057,261.2213
SQDG(18:3_18:5)+NH4,852.4932,557.2415,561.2728,609.4514,591.4408,331.2267,335.2581,257.19,261.2213
SQDG(19:0_18:3)+NH4,876.5871,561.2728,581.3354,633.5452,615.5347,335.2581,355.3206,261.2213,281.2839
SQDG(19:1_18:3)+NH4,874.5714,561.2728,579.3198,631.5296,613.519,335.2581,353.305,261.2213,279.2682
SQDG(19:2_18:3)+NH4,872.5558,561.2728,577.3041,629.514,611.5034,335.2581,351.2894,261.2213,277.2526
SQDG(20:0_18:3)+NH4,890.6027,561.2728,595.351,647.5609,629.5504,335.2581,369.3363,261.2213,295.2996
SQDG(20:1_18:3)+NH4,888.5871,561.2728,593.3354,645.5452,627.5347,335.2581,367.3206,261.2213,293.2839
SQDG(20:2_18:3)+NH4,886.5714,561.2728,591.3198,643.5296,625.519,335.2581,365.305,261.2213,291.2682
SQDG(18:3_20:3)+NH4,884.5558,589.3041,561.2728,641.514,623.5034,363.2894,335.2581,289.2526,261.2213
SQDG(18:3_20:4)+NH4,882.5401,587.2885,561.2728,639.4983,621.4877,361.2737,335.2581,287.2369,261.2213
SQDG(18:3_20:5)+NH4,880.5245,585.2728,561.2728,637.4827,619.4721,359.2581,335.2581,285.2213,261.2213
SQDG(21:0_18:3)+NH4,904.6183,561.2728,609.3667,661.5765,643.566,335.2581,383.352,261.2213,309.3152
SQDG(21:1_18:3)+NH4,902.6027,561.2728,607.351,659.5609,641.5504,335.2581,381.3363,261.2213,307.2996
SQDG(21:2_18:3)+NH4,900.5871,561.2728,605.3354,657.5452,639.5347,335.2581,379.3206,261.2213,305.2839
SQDG(22:0_18:3)+NH4,918.634,561.2728,623.3823,675.5922,657.5816,335.2581,397.3676,261.2213,323.3308
SQDG(22:1_18:3)+NH4,916.6183,561.2728,621.3667,673.5765,655.566,335.2581,395.352,261.2213,321.3152
SQDG(22:2_18:3)+NH4,914.6027,561.2728,619.351,671.5609,653.5504,335.2581,393.3363,261.2213,319.2996
SQDG(18:3_22:3)+NH4,912.5871,617.3354,561.2728,669.5452,651.5347,391.3206,335.2581,317.2839,261.2213
SQDG(18:3_22:4)+NH4,910.5714,615.3198,561.2728,667.5296,649.519,389.305,335.2581,315.2682,261.2213
SQDG(18:3_22:5)+NH4,908.5558,613.3041,561.2728,665.514,647.5034,387.2894,335.2581,313.2526,261.2213
SQDG(18:3_22:6)+NH4,906.5401,611.2885,561.2728,663.4983,645.4877,385.2737,335.2581,311.2369,261.2213
SQDG(23:0_18:3)+NH4,932.6497,561.2728,637.398,689.6078,671.5973,335.2581,411.3833,261.2213,337.3465
SQDG(24:0_18:3)+NH4,946.6653,561.2728,651.4136,703.6235,685.6129,335.2581,425.3989,261.2213,351.3622
SQDG(24:1_18:3)+NH4,944.6497,561.2728,649.398,701.6078,683.5973,335.2581,423.3833,261.2213,349.3465
SQDG(24:2_18:3)+NH4,942.634,561.2728,647.3823,699.5922,681.5816,335.2581,421.3676,261.2213,347.3308
SQDG(18:3_24:4)+NH4,938.6027,643.351,561.2728,695.5609,677.5504,417.3363,335.2581,343.2996,261.2213
SQDG(25:0_18:3)+NH4,960.681,561.2728,665.4293,717.6392,699.6286,335.2581,439.4146,261.2213,365.3778
SQDG(26:0_18:3)+NH4,974.6966,561.2728,679.4449,731.6548,713.6442,335.2581,453.4302,261.2213,379.3935
SQDG(26:1_18:3)+NH4,972.681,561.2728,677.4293,729.6392,711.6286,335.2581,451.4146,261.2213,377.3778
SQDG(26:2_18:3)+NH4,970.6653,561.2728,675.4136,727.6235,709.6129,335.2581,449.3989,261.2213,375.3622
SQDG(18:3_26:4)+NH4,966.634,671.3823,561.2728,723.5922,705.5816,445.3676,335.2581,371.3308,261.2213
SQDG(27:0_18:3)+NH4,988.7123,561.2728,693.4606,745.6705,727.6599,335.2581,467.4459,261.2213,393.4091
SQDG(18:4_18:4)+NH4,852.4932,559.2571,559.2571,609.4514,591.4408,333.2424,333.2424,259.2057,259.2057
SQDG(18:4_18:5)+NH4,850.4775,557.2415,559.2571,607.4357,589.4251,331.2267,333.2424,257.19,259.2057
SQDG(19:0_18:4)+NH4,874.5714,559.2571,581.3354,631.5296,613.519,333.2424,355.3206,259.2057,281.2839
SQDG(19:1_18:4)+NH4,872.5558,559.2571,579.3198,629.514,611.5034,333.2424,353.305,259.2057,279.2682
SQDG(19:2_18:4)+NH4,870.5401,559.2571,577.3041,627.4983,609.4877,333.2424,351.2894,259.2057,277.2526
SQDG(20:0_18:4)+NH4,888.5871,559.2571,595.351,645.5452,627.5347,333.2424,369.3363,259.2057,295.2996
SQDG(20:1_18:4)+NH4,886.5714,559.2571,593.3354,643.5296,625.519,333.2424,367.3206,259.2057,293.2839
SQDG(20:2_18:4)+NH4,884.5558,559.2571,591.3198,641.514,623.5034,333.2424,365.305,259.2057,291.2682
SQDG(20:3_18:4)+NH4,882.5401,559.2571,589.3041,639.4983,621.4877,333.2424,363.2894,259.2057,289.2526
SQDG(18:4_20:4)+NH4,880.5245,587.2885,559.2571,637.4827,619.4721,361.2737,333.2424,287.2369,259.2057
SQDG(18:4_20:5)+NH4,878.5089,585.2728,559.2571,635.467,617.4564,359.2581,333.2424,285.2213,259.2057
SQDG(21:0_18:4)+NH4,902.6027,559.2571,609.3667,659.5609,641.5504,333.2424,383.352,259.2057,309.3152
SQDG(21:1_18:4)+NH4,900.5871,559.2571,607.351,657.5452,639.5347,333.2424,381.3363,259.2057,307.2996
SQDG(21:2_18:4)+NH4,898.5714,559.2571,605.3354,655.5296,637.519,333.2424,379.3206,259.2057,305.2839
SQDG(22:0_18:4)+NH4,916.6183,559.2571,623.3823,673.5765,655.566,333.2424,397.3676,259.2057,323.3308
SQDG(22:1_18:4)+NH4,914.6027,559.2571,621.3667,671.5609,653.5504,333.2424,395.352,259.2057,321.3152
SQDG(22:2_18:4)+NH4,912.5871,559.2571,619.351,669.5452,651.5347,333.2424,393.3363,259.2057,319.2996
SQDG(22:3_18:4)+NH4,910.5714,559.2571,617.3354,667.5296,649.519,333.2424,391.3206,259.2057,317.2839
SQDG(18:4_22:4)+NH4,908.5558,615.3198,559.2571,665.514,647.5034,389.305,333.2424,315.2682,259.2057
SQDG(18:4_22:5)+NH4,906.5401,613.3041,559.2571,663.4983,645.4877,387.2894,333.2424,313.2526,259.2057
SQDG(18:4_22:6)+NH4,904.5245,611.2885,559.2571,661.4827,643.4721,385.2737,333.2424,311.2369,259.2057
SQDG(23:0_18:4)+NH4,930.634,559.2571,637.398,687.5922,669.5816,333.2424,411.3833,259.2057,337.3465
SQDG(24:0_18:4)+NH4,944.6497,559.2571,651.4136,701.6078,683.5973,333.2424,425.3989,259.2057,351.3622
SQDG(24:1_18:4)+NH4,942.634,559.2571,649.398,699.5922,681.5816,333.2424,423.3833,259.2057,349.3465
SQDG(24:2_18:4)+NH4,940.6183,559.2571,647.3823,697.5765,679.566,333.2424,421.3676,259.2057,347.3308
SQDG(18:4_24:4)+NH4,936.5871,643.351,559.2571,693.5452,675.5347,417.3363,333.2424,343.2996,259.2057
SQDG(25:0_18:4)+NH4,958.6653,559.2571,665.4293,715.6235,697.6129,333.2424,439.4146,259.2057,365.3778
SQDG(26:0_18:4)+NH4,972.681,559.2571,679.4449,729.6392,711.6286,333.2424,453.4302,259.2057,379.3935
SQDG(26:1_18:4)+NH4,970.6653,559.2571,677.4293,727.6235,709.6129,333.2424,451.4146,259.2057,377.3778
SQDG(26:2_18:4)+NH4,968.6497,559.2571,675.4136,725.6078,707.5973,333.2424,449.3989,259.2057,375.3622
SQDG(18:4_26:4)+NH4,964.6183,671.3823,559.2571,721.5765,703.566,445.3676,333.2424,371.3308,259.2057
SQDG(27:0_18:4)+NH4,986.6966,559.2571,693.4606,743.6548,725.6442,333.2424,467.4459,259.2057,393.4091
SQDG(18:5_18:5)+NH4,848.4619,557.2415,557.2415,605.42,587.4095,331.2267,331.2267,257.19,257.19
SQDG(19:0_18:5)+NH4,872.5558,557.2415,581.3354,629.514,611.5034,331.2267,355.3206,257.19,281.2839
SQDG(19:1_18:5)+NH4,870.5401,557.2415,579.3198,627.4983,609.4877,331.2267,353.305,257.19,279.2682
SQDG(19:2_18:5)+NH4,868.5245,557.2415,577.3041,625.4827,607.4721,331.2267,351.2894,257.19,277.2526
SQDG(20:0_18:5)+NH4,886.5714,557.2415,595.351,643.5296,625.519,331.2267,369.3363,257.19,295.2996
SQDG(20:1_18:5)+NH4,884.5558,557.2415,593.3354,641.514,623.5034,331.2267,367.3206,257.19,293.2839
SQDG(20:2_18:5)+NH4,882.5401,557.2415,591.3198,639.4983,621.4877,331.2267,365.305,257.19,291.2682
SQDG(20:3_18:5)+NH4,880.5245,557.2415,589.3041,637.4827,619.4721,331.2267,363.2894,257.19,289.2526
SQDG(20:4_18:5)+NH4,878.5089,557.2415,587.2885,635.467,617.4564,331.2267,361.2737,257.19,287.2369
SQDG(18:5_20:5)+NH4,876.4932,585.2728,557.2415,633.4514,615.4408,359.2581,331.2267,285.2213,257.19
SQDG(21:0_18:5)+NH4,900.5871,557.2415,609.3667,657.5452,639.5347,331.2267,383.352,257.19,309.3152
SQDG(21:1_18:5)+NH4,898.5714,557.2415,607.351,655.5296,637.519,331.2267,381.3363,257.19,307.2996
SQDG(21:2_18:5)+NH4,896.5558,557.2415,605.3354,653.514,635.5034,331.2267,379.3206,257.19,305.2839
SQDG(22:0_18:5)+NH4,914.6027,557.2415,623.3823,671.5609,653.5504,331.2267,397.3676,257.19,323.3308
SQDG(22:1_18:5)+NH4,912.5871,557.2415,621.3667,669.5452,651.5347,331.2267,395.352,257.19,321.3152
SQDG(22:2_18:5)+NH4,910.5714,557.2415,619.351,667.5296,649.519,331.2267,393.3363,257.19,319.2996
SQDG(22:3_18:5)+NH4,908.5558,557.2415,617.3354,665.514,647.5034,331.2267,391.3206,257.19,317.2839
SQDG(22:4_18:5)+NH4,906.5401,557.2415,615.3198,663.4983,645.4877,331.2267,389.305,257.19,315.2682
SQDG(18:5_22:5)+NH4,904.5245,613.3041,557.2415,661.4827,643.4721,387.2894,331.2267,313.2526,257.19
SQDG(18:5_22:6)+NH4,902.5089,611.2885,557.2415,659.467,641.4564,385.2737,331.2267,311.2369,257.19
SQDG(23:0_18:5)+NH4,928.6183,557.2415,637.398,685.5765,667.566,331.2267,411.3833,257.19,337.3465
SQDG(24:0_18:5)+NH4,942.634,557.2415,651.4136,699.5922,681.5816,331.2267,425.3989,257.19,351.3622
SQDG(24:1_18:5)+NH4,940.6183,557.2415,649.398,697.5765,679.566,331.2267,423.3833,257.19,349.3465
SQDG(24:2_18:5)+NH4,938.6027,557.2415,647.3823,695.5609,677.5504,331.2267,421.3676,257.19,347.3308
SQDG(24:4_18:5)+NH4,934.5714,557.2415,643.351,691.5296,673.519,331.2267,417.3363,257.19,343.2996
SQDG(25:0_18:5)+NH4,956.6497,557.2415,665.4293,713.6078,695.5973,331.2267,439.4146,257.19,365.3778
SQDG(26:0_18:5)+NH4,970.6653,557.2415,679.4449,727.6235,709.6129,331.2267,453.4302,257.19,379.3935
SQDG(26:1_18:5)+NH4,968.6497,557.2415,677.4293,725.6078,707.5973,331.2267,451.4146,257.19,377.3778
SQDG(26:2_18:5)+NH4,966.634,557.2415,675.4136,723.5922,705.5816,331.2267,449.3989,257.19,375.3622
SQDG(26:4_18:5)+NH4,962.6027,557.2415,671.3823,719.5609,701.5504,331.2267,445.3676,257.19,371.3308
SQDG(27:0_18:5)+NH4,984.681,557.2415,693.4606,741.6392,723.6286,331.2267,467.4459,257.19,393.4091
SQDG(19:0_19:0)+NH4,896.6497,581.3354,581.3354,653.6078,635.5973,355.3206,355.3206,281.2839,281.2839
SQDG(19:0_19:1)+NH4,894.634,579.3198,581.3354,651.5922,633.5816,353.305,355.3206,279.2682,281.2839
SQDG(19:0_19:2)+NH4,892.6183,577.3041,581.3354,649.5765,631.566,351.2894,355.3206,277.2526,281.2839
SQDG(19:0_20:0)+NH4,910.6653,595.351,581.3354,667.6235,649.6129,369.3363,355.3206,295.2996,281.2839
SQDG(19:0_20:1)+NH4,908.6497,593.3354,581.3354,665.6078,647.5973,367.3206,355.3206,293.2839,281.2839
SQDG(19:0_20:2)+NH4,906.634,591.3198,581.3354,663.5922,645.5816,365.305,355.3206,291.2682,281.2839
SQDG(19:0_20:3)+NH4,904.6183,589.3041,581.3354,661.5765,643.566,363.2894,355.3206,289.2526,281.2839
SQDG(19:0_20:4)+NH4,902.6027,587.2885,581.3354,659.5609,641.5504,361.2737,355.3206,287.2369,281.2839
SQDG(19:0_20:5)+NH4,900.5871,585.2728,581.3354,657.5452,639.5347,359.2581,355.3206,285.2213,281.2839
SQDG(19:0_21:0)+NH4,924.681,609.3667,581.3354,681.6392,663.6286,383.352,355.3206,309.3152,281.2839
SQDG(19:0_21:1)+NH4,922.6653,607.351,581.3354,679.6235,661.6129,381.3363,355.3206,307.2996,281.2839
SQDG(19:0_21:2)+NH4,920.6497,605.3354,581.3354,677.6078,659.5973,379.3206,355.3206,305.2839,281.2839
SQDG(19:0_22:0)+NH4,938.6966,623.3823,581.3354,695.6548,677.6442,397.3676,355.3206,323.3308,281.2839
SQDG(19:0_22:1)+NH4,936.681,621.3667,581.3354,693.6392,675.6286,395.352,355.3206,321.3152,281.2839
SQDG(19:0_22:2)+NH4,934.6653,619.351,581.3354,691.6235,673.6129,393.3363,355.3206,319.2996,281.2839
SQDG(19:0_22:3)+NH4,932.6497,617.3354,581.3354,689.6078,671.5973,391.3206,355.3206,317.2839,281.2839
SQDG(19:0_22:4)+NH4,930.634,615.3198,581.3354,687.5922,669.5816,389.305,355.3206,315.2682,281.2839
SQDG(19:0_22:5)+NH4,928.6183,613.3041,581.3354,685.5765,667.566,387.2894,355.3206,313.2526,281.2839
SQDG(19:0_22:6)+NH4,926.6027,611.2885,581.3354,683.5609,665.5504,385.2737,355.3206,311.2369,281.2839
SQDG(19:0_23:0)+NH4,952.7123,637.398,581.3354,709.6705,691.6599,411.3833,355.3206,337.3465,281.2839
SQDG(19:0_24:0)+NH4,966.7279,651.4136,581.3354,723.6861,705.6755,425.3989,355.3206,351.3622,281.2839
SQDG(19:0_24:1)+NH4,964.7123,649.398,581.3354,721.6705,703.6599,423.3833,355.3206,349.3465,281.2839
SQDG(19:0_24:2)+NH4,962.6966,647.3823,581.3354,719.6548,701.6442,421.3676,355.3206,347.3308,281.2839
SQDG(19:0_24:4)+NH4,958.6653,643.351,581.3354,715.6235,697.6129,417.3363,355.3206,343.2996,281.2839
SQDG(19:0_25:0)+NH4,980.7436,665.4293,581.3354,737.7017,719.6912,439.4146,355.3206,365.3778,281.2839
SQDG(19:0_26:0)+NH4,994.7592,679.4449,581.3354,751.7174,733.7068,453.4302,355.3206,379.3935,281.2839
SQDG(19:0_26:1)+NH4,992.7436,677.4293,581.3354,749.7017,731.6912,451.4146,355.3206,377.3778,281.2839
SQDG(19:0_26:2)+NH4,990.7279,675.4136,581.3354,747.6861,729.6755,449.3989,355.3206,375.3622,281.2839
SQDG(19:0_26:4)+NH4,986.6966,671.3823,581.3354,743.6548,725.6442,445.3676,355.3206,371.3308,281.2839
