GlcCer_AS,[M+HCO2]-,[M-H]-,[M-C6H10O5-H]-,[M-Hex-H2O-H]-,[M-Hex-CH4O-H]-,[M-Hex-CH4O2-H]-,[M-Hex-CH6O3-H]-,[FAA+C2H5O-H]-,[FAA+C2H3O-H]-,[Sph-H]-,[FAA+C2H5O-H2O-H]-,[Sph-H2O-H]-,[FAA+C2H5O-2H2O-H]-,[FAA+O-H]-,[FAA-H]-,[Sph-CH2O-H]-,[Sph-H5NO-H]-,[FA-2H-H]-,[Sph-CH4O2-H]-,[Sph-C2H5NO-H]-,[Sph-C2H7NO-H]-,[FA+CH2O-H]-
GlcCer_AS(d20:2/31:0)+HCO2,996.80845,950.80295,788.75015,770.73955,756.72395,740.72905,722.71845,524.50535,522.48975,324.29135,506.49425,306.28075,488.48375,481.46315,480.45535,294.28075,289.25425,463.45265,276.27025,265.25425,263.23855,435.45775
GlcCer_AS(d20:2/31:1)+HCO2,994.79275,948.78725,786.73445,768.72395,754.70825,738.71335,720.70275,522.48975,520.47405,324.29135,504.47865,306.28075,486.46805,479.44755,478.43965,294.28075,289.25425,461.43695,276.27025,265.25425,263.23855,433.44205
GlcCer_AS(d20:2/31:2)+HCO2,992.77715,946.77165,784.71885,766.70825,752.69265,736.69765,718.68715,520.47405,518.45845,324.29135,502.46295,306.28075,484.45235,477.43185,476.42405,294.28075,289.25425,459.42125,276.27025,265.25425,263.23855,431.42635
GlcCer_AS(d20:2/31:3)+HCO2,990.76145,944.75595,782.70315,764.69265,750.67695,734.68205,716.67145,518.45845,516.44275,324.29135,500.44735,306.28075,482.43675,475.41625,474.40845,294.28075,289.25425,457.40565,276.27025,265.25425,263.23855,429.41075
GlcCer_AS(d20:2/31:4)+HCO2,988.74585,942.74035,780.68755,762.67695,748.66135,732.66635,714.65585,516.44275,514.42715,324.29135,498.43165,306.28075,480.42115,473.40055,472.39275,294.28075,289.25425,455.39005,276.27025,265.25425,263.23855,427.39505
GlcCer_AS(d20:2/32:0)+HCO2,1010.82455,964.81865,802.76585,784.75515,770.73955,754.74465,736.73405,538.52105,536.50535,324.29135,520.50995,306.28075,502.49935,495.47885,494.47105,294.28075,289.25425,477.46825,276.27025,265.25425,263.23855,449.47335
GlcCer_AS(d20:2/32:1)+HCO2,1008.80855,962.80295,800.75015,782.73955,768.72395,752.72905,734.71845,536.50535,534.48975,324.29135,518.49425,306.28075,500.48375,493.46315,492.45535,294.28075,289.25425,475.45265,276.27025,265.25425,263.23855,447.45775
GlcCer_AS(d20:2/32:2)+HCO2,1006.79255,960.78725,798.73445,780.72395,766.70825,750.71335,732.70275,534.48975,532.47405,324.29135,516.47865,306.28075,498.46805,491.44755,490.43965,294.28075,289.25425,473.43695,276.27025,265.25425,263.23855,445.44205
GlcCer_AS(d20:2/32:3)+HCO2,1004.77755,958.77165,796.71885,778.70825,764.69265,748.69765,730.68715,532.47405,530.45845,324.29135,514.46295,306.28075,496.45235,489.43185,488.42405,294.28075,289.25425,471.42125,276.27025,265.25425,263.23855,443.42635
GlcCer_AS(d20:2/32:4)+HCO2,1002.76155,956.75595,794.70315,776.69265,762.67695,746.68205,728.67145,530.45845,528.44275,324.29135,512.44735,306.28075,494.43675,487.41625,486.40845,294.28075,289.25425,469.40565,276.27025,265.25425,263.23855,441.41075
GlcCer_AS(d20:2/33:0)+HCO2,1024.83955,978.83425,816.78145,798.77085,784.75515,768.76035,750.74965,552.53665,550.52105,324.29135,534.52555,306.28075,516.51505,509.49445,508.48665,294.28075,289.25425,491.48395,276.27025,265.25425,263.23855,463.48895
GlcCer_AS(d20:2/33:1)+HCO2,1022.82455,976.81865,814.76585,796.75515,782.73955,766.74465,748.73405,550.52105,548.50535,324.29135,532.50995,306.28075,514.49935,507.47885,506.47105,294.28075,289.25425,489.46825,276.27025,265.25425,263.23855,461.47335
GlcCer_AS(d20:2/33:2)+HCO2,1020.80855,974.80295,812.75015,794.73955,780.72395,764.72905,746.71845,548.50535,546.48975,324.29135,530.49425,306.28075,512.48375,505.46315,504.45535,294.28075,289.25425,487.45265,276.27025,265.25425,263.23855,459.45775
GlcCer_AS(d20:2/33:3)+HCO2,1018.79255,972.78725,810.73445,792.72395,778.70825,762.71335,744.70275,546.48975,544.47405,324.29135,528.47865,306.28075,510.46805,503.44755,502.43965,294.28075,289.25425,485.43695,276.27025,265.25425,263.23855,457.44205
GlcCer_AS(d20:2/33:4)+HCO2,1016.77755,970.77165,808.71885,790.70825,776.69265,760.69765,742.68715,544.47405,542.45845,324.29135,526.46295,306.28075,508.45235,501.43185,500.42405,294.28075,289.25425,483.42125,276.27025,265.25425,263.23855,455.42635
GlcCer_AS(d20:2/34:0)+HCO2,1038.85555,992.84995,830.79705,812.78645,798.77085,782.77595,764.76535,566.55235,564.53665,324.29135,548.54115,306.28075,530.53065,523.51015,522.50235,294.28075,289.25425,505.49955,276.27025,265.25425,263.23855,477.50465
GlcCer_AS(d20:2/34:1)+HCO2,1036.83955,990.83425,828.78145,810.77085,796.75515,780.76035,762.74965,564.53665,562.52105,324.29135,546.52555,306.28075,528.51505,521.49455,520.48665,294.28075,289.25425,503.48395,276.27025,265.25425,263.23855,475.48895
GlcCer_AS(d20:2/34:2)+HCO2,1034.82355,988.81865,826.76585,808.75515,794.73955,778.74465,760.73405,562.52105,560.50535,324.29135,544.50995,306.28075,526.49935,519.47885,518.47105,294.28075,289.25425,501.46825,276.27025,265.25425,263.23855,473.47335
GlcCer_AS(d20:2/34:3)+HCO2,1032.80855,986.80295,824.75015,806.73955,792.72395,776.72905,758.71845,560.50535,558.48975,324.29135,542.49425,306.28075,524.48375,517.46315,516.45535,294.28075,289.25425,499.45265,276.27025,265.25425,263.23855,471.45775
GlcCer_AS(d20:2/34:4)+HCO2,1030.79255,984.78725,822.73445,804.72395,790.70825,774.71335,756.70275,558.48975,556.47405,324.29135,540.47865,306.28075,522.46805,515.44755,514.43965,294.28075,289.25425,497.43695,276.27025,265.25425,263.23855,469.44205
GlcCer_AS(d20:2/35:0)+HCO2,1052.87055,1006.86555,844.81275,826.80215,812.78645,796.79155,778.78105,580.56795,578.55235,324.29135,562.55685,306.28075,544.54635,537.52575,536.51795,294.28075,289.25425,519.51515,276.27025,265.25425,263.23855,491.52025
GlcCer_AS(d20:2/35:1)+HCO2,1050.85555,1004.84955,842.79705,824.78645,810.77085,794.77595,776.76535,578.55235,576.53665,324.29135,560.54115,306.28075,542.53065,535.51015,534.50235,294.28075,289.25425,517.49955,276.27025,265.25425,263.23855,489.50465
GlcCer_AS(d20:2/35:2)+HCO2,1048.83955,1002.83455,840.78145,822.77085,808.75515,792.76035,774.74965,576.53665,574.52105,324.29135,558.52555,306.28075,540.51505,533.49455,532.48665,294.28075,289.25425,515.48385,276.27025,265.25425,263.23855,487.48895
GlcCer_AS(d20:2/35:3)+HCO2,1046.82355,1000.81855,838.76585,820.75515,806.73955,790.74465,772.73405,574.52105,572.50535,324.29135,556.50995,306.28075,538.49935,531.47885,530.47105,294.28075,289.25425,513.46825,276.27025,265.25425,263.23855,485.47335
GlcCer_AS(d20:2/35:4)+HCO2,1044.80855,998.80295,836.75015,818.73955,804.72395,788.72905,770.71845,572.50535,570.48975,324.29135,554.49425,306.28075,536.48375,529.46315,528.45535,294.28075,289.25425,511.45265,276.27025,265.25425,263.23855,483.45775
GlcCer_AS(d20:2/36:0)+HCO2,1066.88655,1020.88155,858.82835,840.81785,826.80215,810.80725,792.79665,594.58365,592.56795,324.29135,576.57255,306.28075,558.56195,551.54145,550.53365,294.28075,289.25425,533.53085,276.27025,265.25425,263.23855,505.53595
GlcCer_AS(d20:2/36:1)+HCO2,1064.87055,1018.86555,856.81275,838.80215,824.78645,808.79155,790.78105,592.56795,590.55235,324.29135,574.55685,306.28075,556.54635,549.52575,548.51795,294.28075,289.25425,531.51515,276.27025,265.25425,263.23855,503.52025
GlcCer_AS(d20:2/36:2)+HCO2,1062.85555,1016.84955,854.79705,836.78645,822.77085,806.77595,788.76535,590.55235,588.53665,324.29135,572.54115,306.28075,554.53065,547.51015,546.50235,294.28075,289.25425,529.49955,276.27025,265.25425,263.23855,501.50465
GlcCer_AS(d20:2/36:3)+HCO2,1060.83955,1014.83455,852.78145,834.77085,820.75515,804.76035,786.74965,588.53665,586.52105,324.29135,570.52555,306.28075,552.51505,545.49455,544.48665,294.28075,289.25425,527.48385,276.27025,265.25425,263.23855,499.48895
GlcCer_AS(d20:2/36:4)+HCO2,1058.82355,1012.81855,850.76585,832.75515,818.73955,802.74465,784.73405,586.52105,584.50535,324.29135,568.50995,306.28075,550.49935,543.47885,542.47105,294.28075,289.25425,525.46825,276.27025,265.25425,263.23855,497.47335
GlcCer_AS(d21:2/14:0)+HCO2,772.55805,726.55255,564.49975,546.48915,532.47355,516.47855,498.46805,286.23935,284.22365,338.30705,268.22825,320.29645,250.21765,243.19715,242.18935,308.29645,303.26985,225.18655,290.28585,279.26985,277.25425,197.19165
GlcCer_AS(d21:2/14:1)+HCO2,770.54245,724.53695,562.48405,544.47355,530.45785,514.46295,496.45235,284.22365,282.20805,338.30705,266.21255,320.29645,248.20195,241.18145,240.17365,308.29645,303.26985,223.17095,290.28585,279.26985,277.25425,195.17595
GlcCer_AS(d21:2/14:2)+HCO2,768.52675,722.52125,560.46845,542.45785,528.44225,512.44725,494.43675,282.20805,280.19235,338.30705,264.19695,320.29645,246.18635,239.16585,238.15805,308.29645,303.26985,221.15525,290.28585,279.26985,277.25425,193.16035
GlcCer_AS(d21:2/14:3)+HCO2,766.51115,720.50565,558.45275,540.44225,526.42655,510.43165,492.42105,280.19235,278.17675,338.30705,262.18125,320.29645,244.17075,237.15015,236.14235,308.29645,303.26985,219.13965,290.28585,279.26985,277.25425,191.14465
GlcCer_AS(d21:2/15:0)+HCO2,786.57365,740.56825,578.51535,560.50485,546.48915,530.49425,512.48365,300.25495,298.23935,338.30705,282.24385,320.29645,264.23335,257.21275,256.20495,308.29645,303.26985,239.20225,290.28585,279.26985,277.25425,211.20725
GlcCer_AS(d21:2/15:1)+HCO2,784.55805,738.55255,576.49975,558.48915,544.47355,528.47855,510.46805,298.23935,296.22365,338.30705,280.22825,320.29645,262.21765,255.19715,254.18935,308.29645,303.26985,237.18655,290.28585,279.26985,277.25425,209.19165
GlcCer_AS(d21:2/15:2)+HCO2,782.54245,736.53695,574.48405,556.47355,542.45785,526.46295,508.45235,296.22365,294.20805,338.30705,278.21255,320.29645,260.20195,253.18145,252.17365,308.29645,303.26985,235.17095,290.28585,279.26985,277.25425,207.17595
GlcCer_AS(d21:2/15:3)+HCO2,780.52675,734.52125,572.46845,554.45785,540.44225,524.44725,506.43675,294.20805,292.19235,338.30705,276.19695,320.29645,258.18635,251.16585,250.15805,308.29645,303.26985,233.15525,290.28585,279.26985,277.25425,205.16035
GlcCer_AS(d21:2/16:0)+HCO2,800.58935,754.58385,592.53105,574.52045,560.50485,544.50985,526.49935,314.27065,312.25495,338.30705,296.25955,320.29645,278.24895,271.22845,270.22065,308.29645,303.26985,253.21785,290.28585,279.26985,277.25425,225.22295
GlcCer_AS(d21:2/16:1)+HCO2,798.57365,752.56825,590.51535,572.50485,558.48915,542.49425,524.48365,312.25495,310.23935,338.30705,294.24385,320.29645,276.23335,269.21275,268.20495,308.29645,303.26985,251.20225,290.28585,279.26985,277.25425,223.20725
GlcCer_AS(d21:2/16:2)+HCO2,796.55805,750.55255,588.49975,570.48915,556.47355,540.47855,522.46805,310.23935,308.22365,338.30705,292.22825,320.29645,274.21765,267.19715,266.18935,308.29645,303.26985,249.18655,290.28585,279.26985,277.25425,221.19165
GlcCer_AS(d21:2/16:3)+HCO2,794.54245,748.53695,586.48405,568.47355,554.45785,538.46295,520.45235,308.22365,306.20805,338.30705,290.21255,320.29645,272.20195,265.18145,264.17365,308.29645,303.26985,247.17095,290.28585,279.26985,277.25425,219.17595
GlcCer_AS(d21:2/16:4)+HCO2,792.52675,746.52125,584.46845,566.45785,552.44225,536.44725,518.43675,306.20805,304.19235,338.30705,288.19695,320.29645,270.18635,263.16585,262.15805,308.29645,303.26985,245.15525,290.28585,279.26985,277.25425,217.16035
GlcCer_AS(d21:2/17:0)+HCO2,814.60495,768.59945,606.54665,588.53615,574.52045,558.52555,540.51495,328.28625,326.27065,338.30705,310.27515,320.29645,292.26455,285.24405,284.23625,308.29645,303.26985,267.23355,290.28585,279.26985,277.25425,239.23855
GlcCer_AS(d21:2/17:1)+HCO2,812.58935,766.58385,604.53105,586.52045,572.50485,556.50985,538.49935,326.27065,324.25495,338.30705,308.25955,320.29645,290.24895,283.22845,282.22065,308.29645,303.26985,265.21785,290.28585,279.26985,277.25425,237.22295
GlcCer_AS(d21:2/17:2)+HCO2,810.57365,764.56825,602.51535,584.50485,570.48915,554.49425,536.48365,324.25495,322.23935,338.30705,306.24385,320.29645,288.23335,281.21275,280.20495,308.29645,303.26985,263.20225,290.28585,279.26985,277.25425,235.20725
GlcCer_AS(d21:2/17:3)+HCO2,808.55805,762.55255,600.49975,582.48915,568.47355,552.47855,534.46805,322.23935,320.22365,338.30705,304.22825,320.29645,286.21765,279.19715,278.18935,308.29645,303.26985,261.18655,290.28585,279.26985,277.25425,233.19165
GlcCer_AS(d21:2/18:0)+HCO2,828.62065,782.61515,620.56235,602.55175,588.53615,572.54115,554.53065,342.30195,340.28625,338.30705,324.29085,320.29645,306.28025,299.25975,298.25195,308.29645,303.26985,281.24915,290.28585,279.26985,277.25425,253.25425
GlcCer_AS(d21:2/18:1)+HCO2,826.60495,780.59945,618.54665,600.53615,586.52045,570.52555,552.51495,340.28625,338.27065,338.30705,322.27515,320.29645,304.26455,297.24405,296.23625,308.29645,303.26985,279.23355,290.28585,279.26985,277.25425,251.23855
GlcCer_AS(d21:2/18:2)+HCO2,824.58935,778.58385,616.53105,598.52045,584.50485,568.50985,550.49935,338.27065,336.25495,338.30705,320.25955,320.29645,302.24895,295.22845,294.22065,308.29645,303.26985,277.21785,290.28585,279.26985,277.25425,249.22295
GlcCer_AS(d21:2/18:3)+HCO2,822.57365,776.56825,614.51535,596.50485,582.48915,566.49425,548.48365,336.25495,334.23935,338.30705,318.24385,320.29645,300.23335,293.21275,292.20495,308.29645,303.26985,275.20225,290.28585,279.26985,277.25425,247.20725
GlcCer_AS(d21:2/18:4)+HCO2,820.55805,774.55255,612.49975,594.48915,580.47355,564.47855,546.46805,334.23935,332.22365,338.30705,316.22825,320.29645,298.21765,291.19715,290.18935,308.29645,303.26985,273.18655,290.28585,279.26985,277.25425,245.19165
GlcCer_AS(d21:2/19:0)+HCO2,842.63625,796.63075,634.57805,616.56735,602.55175,586.55685,568.54625,356.31755,354.30195,338.30705,338.30645,320.29645,320.29585,313.27535,312.26755,308.29645,303.26985,295.26485,290.28585,279.26985,277.25425,267.26985
GlcCer_AS(d21:2/19:1)+HCO2,840.62065,794.61515,632.56235,614.55175,600.53615,584.54115,566.53065,354.30195,352.28625,338.30705,336.29085,320.29645,318.28025,311.25975,310.25195,308.29645,303.26985,293.24915,290.28585,279.26985,277.25425,265.25425
GlcCer_AS(d21:2/19:2)+HCO2,838.60495,792.59945,630.54665,612.53615,598.52045,582.52555,564.51495,352.28625,350.27065,338.30705,334.27515,320.29645,316.26455,309.24405,308.23625,308.29645,303.26985,291.23355,290.28585,279.26985,277.25425,263.23855
GlcCer_AS(d21:2/19:3)+HCO2,836.58935,790.58385,628.53105,610.52045,596.50485,580.50985,562.49935,350.27065,348.25495,338.30705,332.25955,320.29645,314.24895,307.22845,306.22065,308.29645,303.26985,289.21785,290.28585,279.26985,277.25425,261.22295
GlcCer_AS(d21:2/19:4)+HCO2,834.57365,788.56825,626.51535,608.50485,594.48915,578.49425,560.48365,348.25495,346.23935,338.30705,330.24385,320.29645,312.23335,305.21275,304.20495,308.29645,303.26985,287.20225,290.28585,279.26985,277.25425,259.20725
GlcCer_AS(d21:2/20:0)+HCO2,856.65195,810.64645,648.59365,630.58305,616.56735,600.57255,582.56185,370.33325,368.31755,338.30705,352.32215,320.29645,334.31155,327.29105,326.28325,308.29645,303.26985,309.28045,290.28585,279.26985,277.25425,281.28555
GlcCer_AS(d21:2/20:1)+HCO2,854.63625,808.63075,646.57805,628.56735,614.55175,598.55685,580.54625,368.31755,366.30195,338.30705,350.30645,320.29645,332.29585,325.27535,324.26755,308.29645,303.26985,307.26485,290.28585,279.26985,277.25425,279.26985
GlcCer_AS(d21:2/20:2)+HCO2,852.62065,806.61515,644.56235,626.55175,612.53615,596.54115,578.53065,366.30195,364.28625,338.30705,348.29085,320.29645,330.28025,323.25975,322.25195,308.29645,303.26985,305.24915,290.28585,279.26985,277.25425,277.25425
GlcCer_AS(d21:2/20:3)+HCO2,850.60495,804.59945,642.54665,624.53615,610.52045,594.52555,576.51495,364.28625,362.27065,338.30705,346.27515,320.29645,328.26455,321.24405,320.23625,308.29645,303.26985,303.23355,290.28585,279.26985,277.25425,275.23855
GlcCer_AS(d21:2/20:4)+HCO2,848.58935,802.58385,640.53105,622.52045,608.50485,592.50985,574.49935,362.27065,360.25495,338.30705,344.25955,320.29645,326.24895,319.22845,318.22065,308.29645,303.26985,301.21785,290.28585,279.26985,277.25425,273.22295
GlcCer_AS(d21:2/21:0)+HCO2,870.66765,824.66215,662.60925,644.59865,630.58305,614.58815,596.57755,384.34885,382.33325,338.30705,366.33775,320.29645,348.32725,341.30665,340.29885,308.29645,303.26985,323.29615,290.28585,279.26985,277.25425,295.30115
GlcCer_AS(d21:2/21:1)+HCO2,868.65195,822.64645,660.59365,642.58305,628.56735,612.57255,594.56185,382.33325,380.31755,338.30705,364.32215,320.29645,346.31155,339.29105,338.28325,308.29645,303.26985,321.28045,290.28585,279.26985,277.25425,293.28555
GlcCer_AS(d21:2/21:2)+HCO2,866.63625,820.63075,658.57805,640.56735,626.55175,610.55685,592.54625,380.31755,378.30195,338.30705,362.30645,320.29645,344.29585,337.27535,336.26755,308.29645,303.26985,319.26485,290.28585,279.26985,277.25425,291.26985
GlcCer_AS(d21:2/21:3)+HCO2,864.62065,818.61515,656.56235,638.55175,624.53615,608.54115,590.53065,378.30195,376.28625,338.30705,360.29085,320.29645,342.28025,335.25975,334.25195,308.29645,303.26985,317.24915,290.28585,279.26985,277.25425,289.25425
GlcCer_AS(d21:2/21:4)+HCO2,862.60495,816.59945,654.54665,636.53615,622.52045,606.52555,588.51495,376.28625,374.27065,338.30705,358.27515,320.29645,340.26455,333.24405,332.23625,308.29645,303.26985,315.23355,290.28585,279.26985,277.25425,287.23855
GlcCer_AS(d21:2/22:0)+HCO2,884.68325,838.67775,676.62495,658.61435,644.59865,628.60375,610.59325,398.36455,396.34885,338.30705,380.35345,320.29645,362.34285,355.32235,354.31455,308.29645,303.26985,337.31175,290.28585,279.26985,277.25425,309.31685
GlcCer_AS(d21:2/22:1)+HCO2,882.66765,836.66215,674.60925,656.59865,642.58305,626.58815,608.57755,396.34885,394.33325,338.30705,378.33775,320.29645,360.32725,353.30665,352.29885,308.29645,303.26985,335.29615,290.28585,279.26985,277.25425,307.30115
GlcCer_AS(d21:2/22:2)+HCO2,880.65195,834.64645,672.59365,654.58305,640.56735,624.57255,606.56185,394.33325,392.31755,338.30705,376.32215,320.29645,358.31155,351.29105,350.28325,308.29645,303.26985,333.28045,290.28585,279.26985,277.25425,305.28555
GlcCer_AS(d21:2/22:3)+HCO2,878.63625,832.63075,670.57805,652.56735,638.55175,622.55685,604.54625,392.31755,390.30195,338.30705,374.30645,320.29645,356.29585,349.27535,348.26755,308.29645,303.26985,331.26485,290.28585,279.26985,277.25425,303.26985
GlcCer_AS(d21:2/22:4)+HCO2,876.62065,830.61515,668.56235,650.55175,636.53615,620.54115,602.53065,390.30195,388.28625,338.30705,372.29085,320.29645,354.28025,347.25975,346.25195,308.29645,303.26985,329.24915,290.28585,279.26985,277.25425,301.25425
GlcCer_AS(d21:2/23:0)+HCO2,898.69895,852.69345,690.64055,672.63005,658.61435,642.61945,624.60885,412.38015,410.36455,338.30705,394.36905,320.29645,376.35845,369.33795,368.33015,308.29645,303.26985,351.32745,290.28585,279.26985,277.25425,323.33245
GlcCer_AS(d21:2/23:1)+HCO2,896.68325,850.67775,688.62495,670.61435,656.59865,640.60375,622.59325,410.36455,408.34885,338.30705,392.35345,320.29645,374.34285,367.32235,366.31455,308.29645,303.26985,349.31175,290.28585,279.26985,277.25425,321.31685
GlcCer_AS(d21:2/23:2)+HCO2,894.66765,848.66215,686.60925,668.59865,654.58305,638.58815,620.57755,408.34885,406.33325,338.30705,390.33775,320.29645,372.32725,365.30665,364.29885,308.29645,303.26985,347.29615,290.28585,279.26985,277.25425,319.30115
GlcCer_AS(d21:2/23:3)+HCO2,892.65195,846.64645,684.59365,666.58305,652.56735,636.57255,618.56185,406.33325,404.31755,338.30705,388.32215,320.29645,370.31155,363.29105,362.28325,308.29645,303.26985,345.28045,290.28585,279.26985,277.25425,317.28555
GlcCer_AS(d21:2/23:4)+HCO2,890.63625,844.63075,682.57805,664.56735,650.55175,634.55685,616.54625,404.31755,402.30195,338.30705,386.30645,320.29645,368.29585,361.27535,360.26755,308.29645,303.26985,343.26485,290.28585,279.26985,277.25425,315.26985
GlcCer_AS(d21:2/24:0)+HCO2,912.71455,866.70905,704.65625,686.64565,672.63005,656.63505,638.62455,426.39585,424.38015,338.30705,408.38475,320.29645,390.37415,383.35365,382.34575,308.29645,303.26985,365.34305,290.28585,279.26985,277.25425,337.34815
GlcCer_AS(d21:2/24:1)+HCO2,910.69895,864.69345,702.64055,684.63005,670.61435,654.61945,636.60885,424.38015,422.36455,338.30705,406.36905,320.29645,388.35845,381.33795,380.33015,308.29645,303.26985,363.32745,290.28585,279.26985,277.25425,335.33245
GlcCer_AS(d21:2/24:2)+HCO2,908.68325,862.67775,700.62495,682.61435,668.59865,652.60375,634.59325,422.36455,420.34885,338.30705,404.35345,320.29645,386.34285,379.32235,378.31455,308.29645,303.26985,361.31175,290.28585,279.26985,277.25425,333.31685
GlcCer_AS(d21:2/24:3)+HCO2,906.66765,860.66215,698.60925,680.59865,666.58305,650.58815,632.57755,420.34885,418.33325,338.30705,402.33775,320.29645,384.32725,377.30665,376.29885,308.29645,303.26985,359.29615,290.28585,279.26985,277.25425,331.30115
GlcCer_AS(d21:2/24:4)+HCO2,904.65195,858.64645,696.59365,678.58305,664.56735,648.57255,630.56185,418.33325,416.31755,338.30705,400.32215,320.29645,382.31155,375.29105,374.28325,308.29645,303.26985,357.28045,290.28585,279.26985,277.25425,329.28555
GlcCer_AS(d21:2/25:0)+HCO2,926.73015,880.72475,718.67185,700.66135,686.64565,670.65075,652.64015,440.41145,438.39585,338.30705,422.40035,320.29645,404.38985,397.36925,396.36145,308.29645,303.26985,379.35875,290.28585,279.26985,277.25425,351.36385
GlcCer_AS(d21:2/25:1)+HCO2,924.71455,878.70905,716.65625,698.64565,684.63005,668.63505,650.62455,438.39585,436.38015,338.30705,420.38475,320.29645,402.37415,395.35365,394.34575,308.29645,303.26985,377.34305,290.28585,279.26985,277.25425,349.34815
GlcCer_AS(d21:2/25:2)+HCO2,922.69895,876.69345,714.64055,696.63005,682.61435,666.61945,648.60885,436.38015,434.36455,338.30705,418.36905,320.29645,400.35845,393.33795,392.33015,308.29645,303.26985,375.32745,290.28585,279.26985,277.25425,347.33245
GlcCer_AS(d21:2/25:3)+HCO2,920.68325,874.67775,712.62495,694.61435,680.59865,664.60375,646.59325,434.36455,432.34885,338.30705,416.35345,320.29645,398.34285,391.32235,390.31455,308.29645,303.26985,373.31175,290.28585,279.26985,277.25425,345.31685
GlcCer_AS(d21:2/25:4)+HCO2,918.66765,872.66215,710.60925,692.59865,678.58305,662.58815,644.57755,432.34885,430.33325,338.30705,414.33775,320.29645,396.32725,389.30665,388.29885,308.29645,303.26985,371.29615,290.28585,279.26985,277.25425,343.30115
GlcCer_AS(d21:2/26:0)+HCO2,940.74585,894.74035,732.68755,714.67695,700.66135,684.66635,666.65585,454.42715,452.41145,338.30705,436.41605,320.29645,418.40545,411.38495,410.37715,308.29645,303.26985,393.37435,290.28585,279.26985,277.25425,365.37945
GlcCer_AS(d21:2/26:1)+HCO2,938.73015,892.72475,730.67185,712.66135,698.64565,682.65075,664.64015,452.41145,450.39585,338.30705,434.40035,320.29645,416.38985,409.36925,408.36145,308.29645,303.26985,391.35875,290.28585,279.26985,277.25425,363.36385
GlcCer_AS(d21:2/26:2)+HCO2,936.71455,890.70905,728.65625,710.64565,696.63005,680.63505,662.62455,450.39585,448.38015,338.30705,432.38475,320.29645,414.37415,407.35365,406.34575,308.29645,303.26985,389.34305,290.28585,279.26985,277.25425,361.34815
GlcCer_AS(d21:2/26:3)+HCO2,934.69895,888.69345,726.64055,708.63005,694.61435,678.61945,660.60885,448.38015,446.36455,338.30705,430.36905,320.29645,412.35845,405.33795,404.33015,308.29645,303.26985,387.32745,290.28585,279.26985,277.25425,359.33245
GlcCer_AS(d21:2/26:4)+HCO2,932.68325,886.67775,724.62495,706.61435,692.59865,676.60375,658.59325,446.36455,444.34885,338.30705,428.35345,320.29645,410.34285,403.32235,402.31455,308.29645,303.26985,385.31175,290.28585,279.26985,277.25425,357.31685
GlcCer_AS(d21:2/27:0)+HCO2,954.76145,908.75595,746.70315,728.69265,714.67695,698.68205,680.67145,468.44275,466.42715,338.30705,450.43165,320.29645,432.42115,425.40055,424.39275,308.29645,303.26985,407.39005,290.28585,279.26985,277.25425,379.39505
GlcCer_AS(d21:2/27:1)+HCO2,952.74585,906.74035,744.68755,726.67695,712.66135,696.66635,678.65585,466.42715,464.41145,338.30705,448.41605,320.29645,430.40545,423.38495,422.37715,308.29645,303.26985,405.37435,290.28585,279.26985,277.25425,377.37945
GlcCer_AS(d21:2/27:2)+HCO2,950.73015,904.72475,742.67185,724.66135,710.64565,694.65075,676.64015,464.41145,462.39585,338.30705,446.40035,320.29645,428.38985,421.36925,420.36145,308.29645,303.26985,403.35875,290.28585,279.26985,277.25425,375.36385
GlcCer_AS(d21:2/27:3)+HCO2,948.71455,902.70905,740.65625,722.64565,708.63005,692.63505,674.62455,462.39585,460.38015,338.30705,444.38475,320.29645,426.37415,419.35365,418.34575,308.29645,303.26985,401.34305,290.28585,279.26985,277.25425,373.34815
GlcCer_AS(d21:2/27:4)+HCO2,946.69895,900.69345,738.64055,720.63005,706.61435,690.61945,672.60885,460.38015,458.36455,338.30705,442.36905,320.29645,424.35845,417.33795,416.33015,308.29645,303.26985,399.32745,290.28585,279.26985,277.25425,371.33245
GlcCer_AS(d21:2/28:0)+HCO2,968.77715,922.77165,760.71885,742.70825,728.69265,712.69765,694.68715,482.45845,480.44275,338.30705,464.44735,320.29645,446.43675,439.41625,438.40845,308.29645,303.26985,421.40565,290.28585,279.26985,277.25425,393.41075
GlcCer_AS(d21:2/28:1)+HCO2,966.76145,920.75595,758.70315,740.69265,726.67695,710.68205,692.67145,480.44275,478.42715,338.30705,462.43165,320.29645,444.42115,437.40055,436.39275,308.29645,303.26985,419.39005,290.28585,279.26985,277.25425,391.39505
GlcCer_AS(d21:2/28:2)+HCO2,964.74585,918.74035,756.68755,738.67695,724.66135,708.66635,690.65585,478.42715,476.41145,338.30705,460.41605,320.29645,442.40545,435.38495,434.37715,308.29645,303.26985,417.37435,290.28585,279.26985,277.25425,389.37945
GlcCer_AS(d21:2/28:3)+HCO2,962.73015,916.72475,754.67185,736.66135,722.64565,706.65075,688.64015,476.41145,474.39585,338.30705,458.40035,320.29645,440.38985,433.36925,432.36145,308.29645,303.26985,415.35875,290.28585,279.26985,277.25425,387.36385
