GlcCer_AS,[M+HCO2]-,[M-H]-,[M-C6H10O5-H]-,[M-Hex-H2O-H]-,[M-Hex-CH4O-H]-,[M-Hex-CH4O2-H]-,[M-Hex-CH6O3-H]-,[FAA+C2H5O-H]-,[FAA+C2H3O-H]-,[Sph-H]-,[FAA+C2H5O-H2O-H]-,[Sph-H2O-H]-,[FAA+C2H5O-2H2O-H]-,[FAA+O-H]-,[FAA-H]-,[Sph-CH2O-H]-,[Sph-H5NO-H]-,[FA-2H-H]-,[Sph-CH4O2-H]-,[Sph-C2H5NO-H]-,[Sph-C2H7NO-H]-,[FA+CH2O-H]-
GlcCer_AS(d16:1/33:0)+HCO2,970.79275,924.78725,762.73445,744.72395,730.70825,714.71335,696.70275,552.53665,550.52105,270.24445,534.52555,252.23385,516.51505,509.49445,508.48665,240.23385,235.20725,491.48395,222.22325,211.20725,209.19165,463.48895
GlcCer_AS(d16:1/33:1)+HCO2,968.77715,922.77165,760.71885,742.70825,728.69265,712.69765,694.68715,550.52105,548.50535,270.24445,532.50995,252.23385,514.49935,507.47885,506.47105,240.23385,235.20725,489.46825,222.22325,211.20725,209.19165,461.47335
GlcCer_AS(d16:1/33:2)+HCO2,966.76145,920.75595,758.70315,740.69265,726.67695,710.68205,692.67145,548.50535,546.48975,270.24445,530.49425,252.23385,512.48375,505.46315,504.45535,240.23385,235.20725,487.45265,222.22325,211.20725,209.19165,459.45775
GlcCer_AS(d16:1/33:3)+HCO2,964.74585,918.74035,756.68755,738.67695,724.66135,708.66635,690.65585,546.48975,544.47405,270.24445,528.47865,252.23385,510.46805,503.44755,502.43965,240.23385,235.20725,485.43695,222.22325,211.20725,209.19165,457.44205
GlcCer_AS(d16:1/33:4)+HCO2,962.73015,916.72475,754.67185,736.66135,722.64565,706.65075,688.64015,544.47405,542.45845,270.24445,526.46295,252.23385,508.45235,501.43185,500.42405,240.23385,235.20725,483.42125,222.22325,211.20725,209.19165,455.42635
GlcCer_AS(d16:1/34:0)+HCO2,984.80845,938.80295,776.75015,758.73955,744.72395,728.72905,710.71845,566.55235,564.53665,270.24445,548.54115,252.23385,530.53065,523.51015,522.50235,240.23385,235.20725,505.49955,222.22325,211.20725,209.19165,477.50465
GlcCer_AS(d16:1/34:1)+HCO2,982.79275,936.78725,774.73445,756.72395,742.70825,726.71335,708.70275,564.53665,562.52105,270.24445,546.52555,252.23385,528.51505,521.49455,520.48665,240.23385,235.20725,503.48395,222.22325,211.20725,209.19165,475.48895
GlcCer_AS(d16:1/34:2)+HCO2,980.77715,934.77165,772.71885,754.70825,740.69265,724.69765,706.68715,562.52105,560.50535,270.24445,544.50995,252.23385,526.49935,519.47885,518.47105,240.23385,235.20725,501.46825,222.22325,211.20725,209.19165,473.47335
GlcCer_AS(d16:1/34:3)+HCO2,978.76145,932.75595,770.70315,752.69265,738.67695,722.68205,704.67145,560.50535,558.48975,270.24445,542.49425,252.23385,524.48375,517.46315,516.45535,240.23385,235.20725,499.45265,222.22325,211.20725,209.19165,471.45775
GlcCer_AS(d16:1/34:4)+HCO2,976.74585,930.74035,768.68755,750.67695,736.66135,720.66635,702.65585,558.48975,556.47405,270.24445,540.47865,252.23385,522.46805,515.44755,514.43965,240.23385,235.20725,497.43695,222.22325,211.20725,209.19165,469.44205
GlcCer_AS(d16:1/35:0)+HCO2,998.82405,952.81865,790.76585,772.75515,758.73955,742.74465,724.73405,580.56795,578.55235,270.24445,562.55685,252.23385,544.54635,537.52575,536.51795,240.23385,235.20725,519.51515,222.22325,211.20725,209.19165,491.52025
GlcCer_AS(d16:1/35:1)+HCO2,996.80845,950.80295,788.75015,770.73955,756.72395,740.72905,722.71845,578.55235,576.53665,270.24445,560.54115,252.23385,542.53065,535.51015,534.50235,240.23385,235.20725,517.49955,222.22325,211.20725,209.19165,489.50465
GlcCer_AS(d16:1/35:2)+HCO2,994.79275,948.78725,786.73445,768.72395,754.70825,738.71335,720.70275,576.53665,574.52105,270.24445,558.52555,252.23385,540.51505,533.49455,532.48665,240.23385,235.20725,515.48385,222.22325,211.20725,209.19165,487.48895
GlcCer_AS(d16:1/35:3)+HCO2,992.77715,946.77165,784.71885,766.70825,752.69265,736.69765,718.68715,574.52105,572.50535,270.24445,556.50995,252.23385,538.49935,531.47885,530.47105,240.23385,235.20725,513.46825,222.22325,211.20725,209.19165,485.47335
GlcCer_AS(d16:1/35:4)+HCO2,990.76145,944.75595,782.70315,764.69265,750.67695,734.68205,716.67145,572.50535,570.48975,270.24445,554.49425,252.23385,536.48375,529.46315,528.45535,240.23385,235.20725,511.45265,222.22325,211.20725,209.19165,483.45775
GlcCer_AS(d16:1/36:0)+HCO2,1012.83955,966.83425,804.78145,786.77085,772.75515,756.76035,738.74965,594.58365,592.56795,270.24445,576.57255,252.23385,558.56195,551.54145,550.53365,240.23385,235.20725,533.53085,222.22325,211.20725,209.19165,505.53595
GlcCer_AS(d16:1/36:1)+HCO2,1010.82455,964.81865,802.76585,784.75515,770.73955,754.74465,736.73405,592.56795,590.55235,270.24445,574.55685,252.23385,556.54635,549.52575,548.51795,240.23385,235.20725,531.51515,222.22325,211.20725,209.19165,503.52025
GlcCer_AS(d16:1/36:2)+HCO2,1008.80855,962.80295,800.75015,782.73955,768.72395,752.72905,734.71845,590.55235,588.53665,270.24445,572.54115,252.23385,554.53065,547.51015,546.50235,240.23385,235.20725,529.49955,222.22325,211.20725,209.19165,501.50465
GlcCer_AS(d16:1/36:3)+HCO2,1006.79255,960.78725,798.73445,780.72395,766.70825,750.71335,732.70275,588.53665,586.52105,270.24445,570.52555,252.23385,552.51505,545.49455,544.48665,240.23385,235.20725,527.48385,222.22325,211.20725,209.19165,499.48895
GlcCer_AS(d16:1/36:4)+HCO2,1004.77755,958.77165,796.71885,778.70825,764.69265,748.69765,730.68715,586.52105,584.50535,270.24445,568.50995,252.23385,550.49935,543.47885,542.47105,240.23385,235.20725,525.46825,222.22325,211.20725,209.19165,497.47335
GlcCer_AS(d17:1/14:0)+HCO2,718.51115,672.50565,510.45275,492.44225,478.42655,462.43165,444.42105,286.23935,284.22365,284.26005,268.22825,266.24945,250.21765,243.19715,242.18935,254.24945,249.22295,225.18655,236.23895,225.22295,223.20725,197.19165
GlcCer_AS(d17:1/14:1)+HCO2,716.49545,670.48995,508.43715,490.42655,476.41095,460.41595,442.40545,284.22365,282.20805,284.26005,266.21255,266.24945,248.20195,241.18145,240.17365,254.24945,249.22295,223.17095,236.23895,225.22295,223.20725,195.17595
GlcCer_AS(d17:1/14:2)+HCO2,714.47975,668.47435,506.42145,488.41095,474.39525,458.40035,440.38975,282.20805,280.19235,284.26005,264.19695,266.24945,246.18635,239.16585,238.15805,254.24945,249.22295,221.15525,236.23895,225.22295,223.20725,193.16035
GlcCer_AS(d17:1/14:3)+HCO2,712.46415,666.45865,504.40585,486.39525,472.37965,456.38465,438.37415,280.19235,278.17675,284.26005,262.18125,266.24945,244.17075,237.15015,236.14235,254.24945,249.22295,219.13965,236.23895,225.22295,223.20725,191.14465
GlcCer_AS(d17:1/15:0)+HCO2,732.52675,686.52125,524.46845,506.45785,492.44225,476.44725,458.43675,300.25495,298.23935,284.26005,282.24385,266.24945,264.23335,257.21275,256.20495,254.24945,249.22295,239.20225,236.23895,225.22295,223.20725,211.20725
GlcCer_AS(d17:1/15:1)+HCO2,730.51115,684.50565,522.45275,504.44225,490.42655,474.43165,456.42105,298.23935,296.22365,284.26005,280.22825,266.24945,262.21765,255.19715,254.18935,254.24945,249.22295,237.18655,236.23895,225.22295,223.20725,209.19165
GlcCer_AS(d17:1/15:2)+HCO2,728.49545,682.48995,520.43715,502.42655,488.41095,472.41595,454.40545,296.22365,294.20805,284.26005,278.21255,266.24945,260.20195,253.18145,252.17365,254.24945,249.22295,235.17095,236.23895,225.22295,223.20725,207.17595
GlcCer_AS(d17:1/15:3)+HCO2,726.47975,680.47435,518.42155,500.41095,486.39525,470.40035,452.38975,294.20805,292.19235,284.26005,276.19695,266.24945,258.18635,251.16585,250.15805,254.24945,249.22295,233.15525,236.23895,225.22295,223.20725,205.16035
GlcCer_AS(d17:1/16:0)+HCO2,746.54245,700.53695,538.48405,520.47355,506.45785,490.46295,472.45235,314.27065,312.25495,284.26005,296.25955,266.24945,278.24895,271.22845,270.22065,254.24945,249.22295,253.21785,236.23895,225.22295,223.20725,225.22295
GlcCer_AS(d17:1/16:1)+HCO2,744.52675,698.52125,536.46845,518.45785,504.44225,488.44725,470.43675,312.25495,310.23935,284.26005,294.24385,266.24945,276.23335,269.21275,268.20495,254.24945,249.22295,251.20225,236.23895,225.22295,223.20725,223.20725
GlcCer_AS(d17:1/16:2)+HCO2,742.51115,696.50565,534.45275,516.44225,502.42655,486.43165,468.42105,310.23935,308.22365,284.26005,292.22825,266.24945,274.21765,267.19715,266.18935,254.24945,249.22295,249.18655,236.23895,225.22295,223.20725,221.19165
GlcCer_AS(d17:1/16:3)+HCO2,740.49545,694.48995,532.43715,514.42655,500.41095,484.41595,466.40545,308.22365,306.20805,284.26005,290.21255,266.24945,272.20195,265.18145,264.17365,254.24945,249.22295,247.17095,236.23895,225.22295,223.20725,219.17595
GlcCer_AS(d17:1/16:4)+HCO2,738.47975,692.47435,530.42155,512.41085,498.39525,482.40035,464.38975,306.20805,304.19235,284.26005,288.19695,266.24945,270.18635,263.16585,262.15805,254.24945,249.22295,245.15525,236.23895,225.22295,223.20725,217.16035
GlcCer_AS(d17:1/17:0)+HCO2,760.55805,714.55255,552.49975,534.48915,520.47355,504.47855,486.46805,328.28625,326.27065,284.26005,310.27515,266.24945,292.26455,285.24405,284.23625,254.24945,249.22295,267.23355,236.23895,225.22295,223.20725,239.23855
GlcCer_AS(d17:1/17:1)+HCO2,758.54245,712.53695,550.48405,532.47355,518.45785,502.46295,484.45235,326.27065,324.25495,284.26005,308.25955,266.24945,290.24895,283.22845,282.22065,254.24945,249.22295,265.21785,236.23895,225.22295,223.20725,237.22295
GlcCer_AS(d17:1/17:2)+HCO2,756.52675,710.52125,548.46845,530.45785,516.44225,500.44725,482.43675,324.25495,322.23935,284.26005,306.24385,266.24945,288.23335,281.21275,280.20495,254.24945,249.22295,263.20225,236.23895,225.22295,223.20725,235.20725
GlcCer_AS(d17:1/17:3)+HCO2,754.51115,708.50565,546.45275,528.44225,514.42655,498.43165,480.42105,322.23935,320.22365,284.26005,304.22825,266.24945,286.21765,279.19715,278.18935,254.24945,249.22295,261.18655,236.23895,225.22295,223.20725,233.19165
GlcCer_AS(d17:1/18:0)+HCO2,774.57365,728.56825,566.51535,548.50485,534.48915,518.49425,500.48365,342.30195,340.28625,284.26005,324.29085,266.24945,306.28025,299.25975,298.25195,254.24945,249.22295,281.24915,236.23895,225.22295,223.20725,253.25425
GlcCer_AS(d17:1/18:1)+HCO2,772.55805,726.55255,564.49975,546.48915,532.47355,516.47855,498.46805,340.28625,338.27065,284.26005,322.27515,266.24945,304.26455,297.24405,296.23625,254.24945,249.22295,279.23355,236.23895,225.22295,223.20725,251.23855
GlcCer_AS(d17:1/18:2)+HCO2,770.54245,724.53695,562.48405,544.47355,530.45785,514.46295,496.45235,338.27065,336.25495,284.26005,320.25955,266.24945,302.24895,295.22845,294.22065,254.24945,249.22295,277.21785,236.23895,225.22295,223.20725,249.22295
GlcCer_AS(d17:1/18:3)+HCO2,768.52675,722.52125,560.46845,542.45785,528.44225,512.44725,494.43675,336.25495,334.23935,284.26005,318.24385,266.24945,300.23335,293.21275,292.20495,254.24945,249.22295,275.20225,236.23895,225.22295,223.20725,247.20725
GlcCer_AS(d17:1/18:4)+HCO2,766.51115,720.50565,558.45275,540.44225,526.42655,510.43165,492.42105,334.23935,332.22365,284.26005,316.22825,266.24945,298.21765,291.19715,290.18935,254.24945,249.22295,273.18655,236.23895,225.22295,223.20725,245.19165
GlcCer_AS(d17:1/19:0)+HCO2,788.58935,742.58385,580.53105,562.52045,548.50485,532.50985,514.49935,356.31755,354.30195,284.26005,338.30645,266.24945,320.29585,313.27535,312.26755,254.24945,249.22295,295.26485,236.23895,225.22295,223.20725,267.26985
GlcCer_AS(d17:1/19:1)+HCO2,786.57365,740.56825,578.51535,560.50485,546.48915,530.49425,512.48365,354.30195,352.28625,284.26005,336.29085,266.24945,318.28025,311.25975,310.25195,254.24945,249.22295,293.24915,236.23895,225.22295,223.20725,265.25425
GlcCer_AS(d17:1/19:2)+HCO2,784.55805,738.55255,576.49975,558.48915,544.47355,528.47855,510.46805,352.28625,350.27065,284.26005,334.27515,266.24945,316.26455,309.24405,308.23625,254.24945,249.22295,291.23355,236.23895,225.22295,223.20725,263.23855
GlcCer_AS(d17:1/19:3)+HCO2,782.54245,736.53695,574.48405,556.47355,542.45785,526.46295,508.45235,350.27065,348.25495,284.26005,332.25955,266.24945,314.24895,307.22845,306.22065,254.24945,249.22295,289.21785,236.23895,225.22295,223.20725,261.22295
GlcCer_AS(d17:1/19:4)+HCO2,780.52675,734.52125,572.46845,554.45785,540.44225,524.44725,506.43675,348.25495,346.23935,284.26005,330.24385,266.24945,312.23335,305.21275,304.20495,254.24945,249.22295,287.20225,236.23895,225.22295,223.20725,259.20725
GlcCer_AS(d17:1/20:0)+HCO2,802.60495,756.59945,594.54665,576.53615,562.52045,546.52555,528.51495,370.33325,368.31755,284.26005,352.32215,266.24945,334.31155,327.29105,326.28325,254.24945,249.22295,309.28045,236.23895,225.22295,223.20725,281.28555
GlcCer_AS(d17:1/20:1)+HCO2,800.58935,754.58385,592.53105,574.52045,560.50485,544.50985,526.49935,368.31755,366.30195,284.26005,350.30645,266.24945,332.29585,325.27535,324.26755,254.24945,249.22295,307.26485,236.23895,225.22295,223.20725,279.26985
GlcCer_AS(d17:1/20:2)+HCO2,798.57365,752.56825,590.51535,572.50485,558.48915,542.49425,524.48365,366.30195,364.28625,284.26005,348.29085,266.24945,330.28025,323.25975,322.25195,254.24945,249.22295,305.24915,236.23895,225.22295,223.20725,277.25425
GlcCer_AS(d17:1/20:3)+HCO2,796.55805,750.55255,588.49975,570.48915,556.47355,540.47855,522.46805,364.28625,362.27065,284.26005,346.27515,266.24945,328.26455,321.24405,320.23625,254.24945,249.22295,303.23355,236.23895,225.22295,223.20725,275.23855
GlcCer_AS(d17:1/20:4)+HCO2,794.54245,748.53695,586.48405,568.47355,554.45785,538.46295,520.45235,362.27065,360.25495,284.26005,344.25955,266.24945,326.24895,319.22845,318.22065,254.24945,249.22295,301.21785,236.23895,225.22295,223.20725,273.22295
GlcCer_AS(d17:1/21:0)+HCO2,816.62065,770.61515,608.56235,590.55175,576.53615,560.54115,542.53065,384.34885,382.33325,284.26005,366.33775,266.24945,348.32725,341.30665,340.29885,254.24945,249.22295,323.29615,236.23895,225.22295,223.20725,295.30115
GlcCer_AS(d17:1/21:1)+HCO2,814.60495,768.59945,606.54665,588.53615,574.52045,558.52555,540.51495,382.33325,380.31755,284.26005,364.32215,266.24945,346.31155,339.29105,338.28325,254.24945,249.22295,321.28045,236.23895,225.22295,223.20725,293.28555
GlcCer_AS(d17:1/21:2)+HCO2,812.58935,766.58385,604.53105,586.52045,572.50485,556.50985,538.49935,380.31755,378.30195,284.26005,362.30645,266.24945,344.29585,337.27535,336.26755,254.24945,249.22295,319.26485,236.23895,225.22295,223.20725,291.26985
GlcCer_AS(d17:1/21:3)+HCO2,810.57365,764.56825,602.51535,584.50485,570.48915,554.49425,536.48365,378.30195,376.28625,284.26005,360.29085,266.24945,342.28025,335.25975,334.25195,254.24945,249.22295,317.24915,236.23895,225.22295,223.20725,289.25425
GlcCer_AS(d17:1/21:4)+HCO2,808.55805,762.55255,600.49975,582.48915,568.47355,552.47855,534.46805,376.28625,374.27065,284.26005,358.27515,266.24945,340.26455,333.24405,332.23625,254.24945,249.22295,315.23355,236.23895,225.22295,223.20725,287.23855
GlcCer_AS(d17:1/22:0)+HCO2,830.63625,784.63075,622.57805,604.56735,590.55175,574.55685,556.54625,398.36455,396.34885,284.26005,380.35345,266.24945,362.34285,355.32235,354.31455,254.24945,249.22295,337.31175,236.23895,225.22295,223.20725,309.31685
GlcCer_AS(d17:1/22:1)+HCO2,828.62065,782.61515,620.56235,602.55175,588.53615,572.54115,554.53065,396.34885,394.33325,284.26005,378.33775,266.24945,360.32725,353.30665,352.29885,254.24945,249.22295,335.29615,236.23895,225.22295,223.20725,307.30115
GlcCer_AS(d17:1/22:2)+HCO2,826.60495,780.59945,618.54665,600.53615,586.52045,570.52555,552.51495,394.33325,392.31755,284.26005,376.32215,266.24945,358.31155,351.29105,350.28325,254.24945,249.22295,333.28045,236.23895,225.22295,223.20725,305.28555
GlcCer_AS(d17:1/22:3)+HCO2,824.58935,778.58385,616.53105,598.52045,584.50485,568.50985,550.49935,392.31755,390.30195,284.26005,374.30645,266.24945,356.29585,349.27535,348.26755,254.24945,249.22295,331.26485,236.23895,225.22295,223.20725,303.26985
GlcCer_AS(d17:1/22:4)+HCO2,822.57365,776.56825,614.51535,596.50485,582.48915,566.49425,548.48365,390.30195,388.28625,284.26005,372.29085,266.24945,354.28025,347.25975,346.25195,254.24945,249.22295,329.24915,236.23895,225.22295,223.20725,301.25425
GlcCer_AS(d17:1/23:0)+HCO2,844.65195,798.64645,636.59365,618.58305,604.56735,588.57255,570.56185,412.38015,410.36455,284.26005,394.36905,266.24945,376.35845,369.33795,368.33015,254.24945,249.22295,351.32745,236.23895,225.22295,223.20725,323.33245
GlcCer_AS(d17:1/23:1)+HCO2,842.63625,796.63075,634.57805,616.56735,602.55175,586.55685,568.54625,410.36455,408.34885,284.26005,392.35345,266.24945,374.34285,367.32235,366.31455,254.24945,249.22295,349.31175,236.23895,225.22295,223.20725,321.31685
GlcCer_AS(d17:1/23:2)+HCO2,840.62065,794.61515,632.56235,614.55175,600.53615,584.54115,566.53065,408.34885,406.33325,284.26005,390.33775,266.24945,372.32725,365.30665,364.29885,254.24945,249.22295,347.29615,236.23895,225.22295,223.20725,319.30115
GlcCer_AS(d17:1/23:3)+HCO2,838.60495,792.59945,630.54665,612.53615,598.52045,582.52555,564.51495,406.33325,404.31755,284.26005,388.32215,266.24945,370.31155,363.29105,362.28325,254.24945,249.22295,345.28045,236.23895,225.22295,223.20725,317.28555
GlcCer_AS(d17:1/23:4)+HCO2,836.58935,790.58385,628.53105,610.52045,596.50485,580.50985,562.49935,404.31755,402.30195,284.26005,386.30645,266.24945,368.29585,361.27535,360.26755,254.24945,249.22295,343.26485,236.23895,225.22295,223.20725,315.26985
GlcCer_AS(d17:1/24:0)+HCO2,858.66765,812.66215,650.60925,632.59865,618.58305,602.58815,584.57755,426.39585,424.38015,284.26005,408.38475,266.24945,390.37415,383.35365,382.34575,254.24945,249.22295,365.34305,236.23895,225.22295,223.20725,337.34815
GlcCer_AS(d17:1/24:1)+HCO2,856.65195,810.64645,648.59365,630.58305,616.56735,600.57255,582.56185,424.38015,422.36455,284.26005,406.36905,266.24945,388.35845,381.33795,380.33015,254.24945,249.22295,363.32745,236.23895,225.22295,223.20725,335.33245
GlcCer_AS(d17:1/24:2)+HCO2,854.63625,808.63075,646.57805,628.56735,614.55175,598.55685,580.54625,422.36455,420.34885,284.26005,404.35345,266.24945,386.34285,379.32235,378.31455,254.24945,249.22295,361.31175,236.23895,225.22295,223.20725,333.31685
GlcCer_AS(d17:1/24:3)+HCO2,852.62065,806.61515,644.56235,626.55175,612.53615,596.54115,578.53065,420.34885,418.33325,284.26005,402.33775,266.24945,384.32725,377.30665,376.29885,254.24945,249.22295,359.29615,236.23895,225.22295,223.20725,331.30115
GlcCer_AS(d17:1/24:4)+HCO2,850.60495,804.59945,642.54665,624.53615,610.52045,594.52555,576.51495,418.33325,416.31755,284.26005,400.32215,266.24945,382.31155,375.29105,374.28325,254.24945,249.22295,357.28045,236.23895,225.22295,223.20725,329.28555
GlcCer_AS(d17:1/25:0)+HCO2,872.68325,826.67775,664.62495,646.61435,632.59865,616.60375,598.59325,440.41145,438.39585,284.26005,422.40035,266.24945,404.38985,397.36925,396.36145,254.24945,249.22295,379.35875,236.23895,225.22295,223.20725,351.36385
GlcCer_AS(d17:1/25:1)+HCO2,870.66765,824.66215,662.60925,644.59865,630.58305,614.58815,596.57755,438.39585,436.38015,284.26005,420.38475,266.24945,402.37415,395.35365,394.34575,254.24945,249.22295,377.34305,236.23895,225.22295,223.20725,349.34815
GlcCer_AS(d17:1/25:2)+HCO2,868.65195,822.64645,660.59365,642.58305,628.56735,612.57255,594.56185,436.38015,434.36455,284.26005,418.36905,266.24945,400.35845,393.33795,392.33015,254.24945,249.22295,375.32745,236.23895,225.22295,223.20725,347.33245
GlcCer_AS(d17:1/25:3)+HCO2,866.63625,820.63075,658.57805,640.56735,626.55175,610.55685,592.54625,434.36455,432.34885,284.26005,416.35345,266.24945,398.34285,391.32235,390.31455,254.24945,249.22295,373.31175,236.23895,225.22295,223.20725,345.31685
GlcCer_AS(d17:1/25:4)+HCO2,864.62065,818.61515,656.56235,638.55175,624.53615,608.54115,590.53065,432.34885,430.33325,284.26005,414.33775,266.24945,396.32725,389.30665,388.29885,254.24945,249.22295,371.29615,236.23895,225.22295,223.20725,343.30115
GlcCer_AS(d17:1/26:0)+HCO2,886.69895,840.69345,678.64055,660.63005,646.61435,630.61945,612.60885,454.42715,452.41145,284.26005,436.41605,266.24945,418.40545,411.38495,410.37715,254.24945,249.22295,393.37435,236.23895,225.22295,223.20725,365.37945
GlcCer_AS(d17:1/26:1)+HCO2,884.68325,838.67775,676.62495,658.61435,644.59865,628.60375,610.59325,452.41145,450.39585,284.26005,434.40035,266.24945,416.38985,409.36925,408.36145,254.24945,249.22295,391.35875,236.23895,225.22295,223.20725,363.36385
GlcCer_AS(d17:1/26:2)+HCO2,882.66765,836.66215,674.60925,656.59865,642.58305,626.58815,608.57755,450.39585,448.38015,284.26005,432.38475,266.24945,414.37415,407.35365,406.34575,254.24945,249.22295,389.34305,236.23895,225.22295,223.20725,361.34815
GlcCer_AS(d17:1/26:3)+HCO2,880.65195,834.64645,672.59365,654.58305,640.56735,624.57255,606.56185,448.38015,446.36455,284.26005,430.36905,266.24945,412.35845,405.33795,404.33015,254.24945,249.22295,387.32745,236.23895,225.22295,223.20725,359.33245
GlcCer_AS(d17:1/26:4)+HCO2,878.63625,832.63075,670.57805,652.56735,638.55175,622.55685,604.54625,446.36455,444.34885,284.26005,428.35345,266.24945,410.34285,403.32235,402.31455,254.24945,249.22295,385.31175,236.23895,225.22295,223.20725,357.31685
GlcCer_AS(d17:1/27:0)+HCO2,900.71455,854.70905,692.65625,674.64565,660.63005,644.63505,626.62455,468.44275,466.42715,284.26005,450.43165,266.24945,432.42115,425.40055,424.39275,254.24945,249.22295,407.39005,236.23895,225.22295,223.20725,379.39505
GlcCer_AS(d17:1/27:1)+HCO2,898.69895,852.69345,690.64055,672.63005,658.61435,642.61945,624.60885,466.42715,464.41145,284.26005,448.41605,266.24945,430.40545,423.38495,422.37715,254.24945,249.22295,405.37435,236.23895,225.22295,223.20725,377.37945
GlcCer_AS(d17:1/27:2)+HCO2,896.68325,850.67775,688.62495,670.61435,656.59865,640.60375,622.59325,464.41145,462.39585,284.26005,446.40035,266.24945,428.38985,421.36925,420.36145,254.24945,249.22295,403.35875,236.23895,225.22295,223.20725,375.36385
GlcCer_AS(d17:1/27:3)+HCO2,894.66765,848.66215,686.60925,668.59865,654.58305,638.58815,620.57755,462.39585,460.38015,284.26005,444.38475,266.24945,426.37415,419.35365,418.34575,254.24945,249.22295,401.34305,236.23895,225.22295,223.20725,373.34815
GlcCer_AS(d17:1/27:4)+HCO2,892.65195,846.64645,684.59365,666.58305,652.56735,636.57255,618.56185,460.38015,458.36455,284.26005,442.36905,266.24945,424.35845,417.33795,416.33015,254.24945,249.22295,399.32745,236.23895,225.22295,223.20725,371.33245
GlcCer_AS(d17:1/28:0)+HCO2,914.73015,868.72475,706.67185,688.66135,674.64565,658.65075,640.64015,482.45845,480.44275,284.26005,464.44735,266.24945,446.43675,439.41625,438.40845,254.24945,249.22295,421.40565,236.23895,225.22295,223.20725,393.41075
GlcCer_AS(d17:1/28:1)+HCO2,912.71455,866.70905,704.65625,686.64565,672.63005,656.63505,638.62455,480.44275,478.42715,284.26005,462.43165,266.24945,444.42115,437.40055,436.39275,254.24945,249.22295,419.39005,236.23895,225.22295,223.20725,391.39505
